[2026-03-06 09:26:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-05
正在获取论文...
[arXiv] 2026-03-05 | KARL: Knowledge Agents via Reinforcement Learning
[NO] 905/1822 | A Disciplining Method for VC-TCXO in Embedded Systems
[NO] 906/1822 | Research on the Pathways and Impacts of Reforming Legal Practice Education Empowered by Artificial Intelligence
[NO] 907/1822 | How Generative Artificial Intelligence Empowers Teaching: A Systematic Literature Review of Empirical Evidence from China
[NO] 908/1822 | The Technology Capital Accumulation and Dissemination Model Based on Complex Networks in the Digital Background
[NO] 909/1822 | Sequential Cooperative Multi-Agent Online Learning and Adaptive Coordination Control in Dynamic and Uncertain Environments
[NO] 910/1822 | Research on Deep Reinforcement Learning Optimization Methods in State Perception and Fault Location of Power Distribution Network Equipment
[NO] 911/1822 | Research and Design of Fault Protection for EVPN VPWS and EVPN VPLS Bridge
[NO] 912/1822 | Multi-Object Tracking Algorithm for Infrared Images Based on Multi-Scale Large-Kernel Attention
[NO] 913/1822 | AFCNN-BiLSTM: A Model of Teaching Emotional Interaction Recognition Based on Multi-Modal Interactive Features
[NO] 914/1822 | Research on Lightning Protection Filters for Aircraft Power Supply Equipmentaper
[NO] 915/1822 | Electromagnetic Transient Simulations for Large-Scale Power Grids: A Utility Perspective
[NO] 916/1822 | Method for Extracting Dynamic Human Body Contour Features from Yoga Teaching and Training Videos
[NO] 917/1822 | An Assisted Medical Diagnosis Question Answering System Based on Knowledge Graphs
[NO] 918/1822 | Optimized Image-Based Disease Detection: Evaluating the Effects of Preprocessing, Annotation Methods, and Dataset Variability
[NO] 919/1822 | Personalized Recommendation of Human Resource Education and Training Content Based on Deep Improvement Neural Networks
[NO] 920/1822 | A Deep Learning-Based Inverse Design Framework for Microscale FGM Pressure Sensor Diaphragms
[NO] 921/1822 | Dynamic Beam Hopping Management for the LEO Satellite Communications Using the LNN
[NO] 922/1822 | Regression-Based Analysis of Vestibular Laboratory Tests for the Prediction of Unilateral Vestibular Schwannoma
[NO] 923/1822 | A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG_supp3-3670500.mp4
[NO] 924/1822 | CMD: Cross-Modal Decoupled Deformable Distillation for EEG-fNIRS Fusion_supp1-3670503.pdf
[NO] 925/1822 | 2025 8th World Engineering Conference on Contemporary Technologies (WECON)
[NO] 926/1822 | A priority-ordered swapping algorithm for submodular maximization problems
[NO] 927/1822 | Core Temperature Prediction of Lithium-ion Batteries Using Dual Adaptive Kalman Filtering with Monte Carlo-enhanced Multi-Objective Particle Swarm Optimization
[NO] 928/1822 | Table of Contents
[NO] 929/1822 | D-Band Wireless Transmission over 30.2 km Based on Photonics-Assisted and IQ Subharmonic Mixer
[NO] 930/1822 | Officers/Committee
[NO] 931/1822 | Structure-preserved Superpixel Perception for Referring Image Segmentation
[NO] 932/1822 | Harmonic Equalizer for Decoupling Communication Bandwidth from Modulation Frequency in Time-Modulated Arrays
[NO] 933/1822 | A Study on the Relationship Between Text Manipulation in Corporate CRS Reports Based on Natural Language Processing and ESG Rating Discrepancies
[NO] 934/1822 | Digital Economy Governance and Collaborative Evolution of Regional Industrial Ecosystems: A Tripartite Evolutionary Game Approach
[NO] 935/1822 | Reconfiguring Human Subjectivity in the Age of Generative Artificial Intelligence: A Philosophical Reflection and Evidence-Informed Framework
[NO] 936/1822 | A Traffic Flow Prediction Model with Dynamic Graph Convolutional Neural Network Based on Generative Adversarial Learning
[NO] 937/1822 | Consumer Conversion Prediction Via Heterogeneous Graph Networks and Sparse Attention Learning
[NO] 938/1822 | A Lightweight and Adaptive Method for Dynamic Feature Suppression in Visual SLAM
[NO] 939/1822 | AD-YOLO: An Animal Object Detection Algorithm in Complex Scenes Based on Improved YOLO11
[NO] 940/1822 | Vertically Partitioned High-Dimensional Data Publishing with Differential Privacy
[YES] 941/1822 | Evaluating Functional Coverage of Accelerator Design for DT-based ML Implementations
[NO] 942/1822 | A Bottom-Up Olympic Medal Prediction Framework Based on Multiple Machine Learning and Statistical Methods
[NO] 943/1822 | Research on Classification and Recognition of Traditional Chinese Medicines Based on YOLOv8-MSDA
[NO] 944/1822 | Balancing Innovation and Integrity: Comparative Policy Frameworks for AI Governance in Australian Higher Education
[NO] 945/1822 | FPGA Implementation of Open-Set Specific Emitter Identification with Power-of-Two Quantization and Channel Reuse Acceleration
[NO] 946/1822 | LLM-Driven Fire Safety Assistant
[NO] 947/1822 | Simulation Analysis of BPSK and QPSK Modulation Performance in Millimeter-Wave Communication Systems
[NO] 948/1822 | Comment on “Enigmas, etc.” in September and October 2025 Issues of IEEE Microwave Magazine [Educator’s Corner]
[NO] 949/1822 | Adaptive Learning Technologies in Chinese Vocational Education: Rethinking the Teacher's Role
[NO] 950/1822 | Development and Evaluation of Video-Based Learning Materials in Improving the Achievement Level in Science IV
[NO] 951/1822 | Shift in Design Thinking of Educational Agents: From Technology Integration to Realization of Educational Value
[NO] 952/1822 | DGA: Direction-Geometric-Aware selection strategy for NoC
[NO] 953/1822 | Research on Intelligent Metro Guidance Technology Based on Communication Data and Neural Network
[NO] 954/1822 | Spatiotemporal dynamics of wildfires in the Sierras de Córdoba, Argentina (1986-2024): A remote sensing approach to burned area reconstruction
[NO] 955/1822 | Guided 3D Generation Through Depth Image Fusion Utilizing Diffusion Model
[NO] 956/1822 | Summer simulated biogenic emissions compared to Sentinel-5P observations in Argentina
[NO] 957/1822 | Editor’s Note [Educator’s Corner]
[NO] 958/1822 | Attention-Enhanced Temporal Convolutional Network for Battery SOH Estimation
[NO] 959/1822 | Research on Fault-Tolerant Methods for Matrix Multiplication in GPGPU
[NO] 960/1822 | The Effect of Slit Skew Angle on the Performance of Axially-Slitted Solid Rotor Induction Motors
[NO] 961/1822 | Research on the Application of AI Vision Technology in Correcting the Forehand Stroke Action and Personalized Guidance of Teenagers in Badminton Teaching
[NO] 962/1822 | A Conceptual Model of an IoT/M2MS Interaction System For Designing A Digital Twin in a Robotized Workshop
[NO] 963/1822 | Architecture and Application Path for On-Device Deployment of Aviation Large Vision Models
[NO] 964/1822 | The Anti-Progressive Collapse Performance of External Prestressed Steel Strand Reinforced Steel Frame Structures Based on Intelligent Monitoring Systems
[NO] 965/1822 | Research on Text Difficulty Grading of International Chinese Textbooks Based on CNN-LSTM
[NO] 966/1822 | Research on the Construction of an Organized Scientific Research System for the Development of the Rice Industry from the Perspective of Computer Technology Integration
[NO] 967/1822 | Analysis of Proactive Uncoordinated Techniques to Mitigate Interference in FMCW Automotive Radars
[NO] 968/1822 | Event-Triggered Distributed Secondary Control With Preassigned Finite-Time Performance Constraints for Islanded Microgrids
[NO] 969/1822 | Powering a Reliable and Resilient Tomorrow, Together at the 2026 IEEE Pes T&amp;D Conference and Exposition: A Welcome Message [President’s Message]
[NO] 970/1822 | PES REMPR
[NO] 971/1822 | Boundary Aligned Superpixel Guided Dual Stream Vision Transformer for Pneumonia Detection in Chest CT and X-ray
[NO] 972/1822 | IEEE Dataport
[NO] 973/1822 | Curvilinear Dynamics of Performance Shortfalls and Digital Innovation: The Moderating Role of IT Expertise_supp1-3668050.pdf
[NO] 974/1822 | Table of Contents
[NO] 975/1822 | Landscape Dynamics in the Piedmont and Escarpment Front of the Sierras de Comechingones: A Spatiotemporal Analysis
[NO] 976/1822 | Research on Spectral Defense Optimization Method of Backdoor Attack Based on Singular Value Analysis
[NO] 977/1822 | Research on Cooperative Switching Control for Connected Autonomous Vehicles in Mixed Traffic Flows
[NO] 978/1822 | Development and Usability of the KitGebra Game in Learning Mathematics
[NO] 979/1822 | Evaluating and Adapting Monocular Depth Models for Canopy Height Estimation in Semi-Urban and Forested Areas
[NO] 980/1822 | Research on Countermeasures for Improving the Digital Competence of Normal University Students
[NO] 981/1822 | Machine Learning–Based Cooling Energy Prediction and Intelligent Control in Data Centers
[NO] 982/1822 | Assessing the potentiality of UFSAT-1 in TOA radiance and BOA reflectance for inland waters
[YES] 983/1822 | A Fault-Tolerant Die-to-Die Interconnect with Retry and Repair Mechanisms for Chiplet-Based Systems
[NO] 984/1822 | A Lightweight YOLOv12n Object Detection Network for Underwater Degraded Environments
[NO] 985/1822 | Attention-Enhanced CNN-LSTM for Ship Intention Prediction Using AIS Data
[NO] 986/1822 | Adaptive Resource Partitioning for Fractional Frequency Reuse in Multi-Cell Networks: A Heuristic and Optimisation-Based Approach
[NO] 987/1822 | Object Detection Based on Centernet Small Object Information Enhancement
[NO] 988/1822 | Moe-Tsqformer: Dynamic Context-Aware Query Generation for Multi-Label Animal Behavior Recognition Via Mixture of Experts
[NO] 989/1822 | Hierarchical Aggregation for Straggler Mitigation in In-Network Aggregated Distributed Training
[NO] 990/1822 | Cache-Augmented Multimodal Sentiment Detection Using Embedding Systems
[NO] 991/1822 | RDTAS-MAC: A Cross-Layer Robust Data Collection Protocol for AUV-Assisted UASNs Under Node Position Uncertainty
[NO] 992/1822 | A Secure Blockchain-Driven Model for Identity Preservation and Missing Person Tracing in Post-Disaster Scenarios
[NO] 993/1822 | DB-YOLO: An Efficient Steel Surface Defect Detection Model With Lightweight BiFPN and Adaptive Feature Fusion
[NO] 994/1822 | Temporal Knowledge Graph Reasoning With Dynamic Context-Aware Attention and Evolutionary Learning
[NO] 995/1822 | How Much is Enough? Assessing the Feature Dimensionality and Performance Trade-offs in Flood Classification Using Random Forest
[NO] 996/1822 | Energy-Aware 2D FIR Filter Design Using Approximate Multipliers and Circular Coefficient Symmetry
[NO] 997/1822 | Flipped Classroom Adoption in Digital Education: The Roles of UTAUT Model, Learning Motivation and Satisfaction
[NO] 998/1822 | Performance Evaluation of Sensitive Pattern Hiding Methods
[NO] 999/1822 | Zero-Shot Human-Object Interaction Detection with CLIP
[NO] 1000/1822 | Cover Page
[NO] 1001/1822 | Title Page I
[NO] 1002/1822 | Author Index
[NO] 1003/1822 | Intelligent Link Switching Assisted by Multi-Source Data Prediction for UAV Hybrid FSO/RF System
[NO] 1004/1822 | OpenUrban3D: Label-Free Open-Vocabulary Semantic Segmentation of Large-Scale Urban Point Clouds
[NO] 1005/1822 | Enhancing Data Augmentation Diversity: A Diffusion Model-based Approach for Few-Shot Specific Emitter Identification
[NO] 1006/1822 | Electrothermal Design of Silicon-Doped Microheaters for Optical Phase Change Memory_supp1-3667672.pdf
[YES] 1007/1822 | Reliable AI Accelerator Design Using Multiple Fault-Tolerance Techniques on SRAM-Based APSoCs
[NO] 1008/1822 | Formal Methods - My 50+ Years as an Engineer, Researcher and Scientist
[NO] 1009/1822 | IMS2026 Registration Announcement
[NO] 1010/1822 | Low-Profile Double-Sided Metal-Backed H-Slot Folded-Patch Tag with Resonance Tuning Capability for On-Metal UHF RFID
[NO] 1011/1822 | A Trustworthy Agentic Multi-LLM Network: Challenges, Solutions, and a Use Case
[NO] 1012/1822 | A Wearable Platform for Real-Time Control of a Prosthetic Hand by High-Density EMG_supp1-3670500.mp4
[NO] 1013/1822 | Dynamic Network Reconfiguration for Mitigating Price Integrity Attacks in Grid-Aware Price-Based Demand Response
[NO] 1014/1822 | Masthead
[NO] 1015/1822 | Table of Contents
[NO] 1016/1822 | Nonlinear Transformed Low-Rank Quaternion Tensor Total Variation for Multidimensional Color Image Completion
[NO] 1017/1822 | 6G‑Enabled Digital Twin–Driven Predictive Security Framework for University Research Management and Big Data Protection
[NO] 1018/1822 | Fuzzy Decoupled Adaptive Impedance Control for a Five-Wheel Wall-Climbing Robot on Discontinuous Wall Surfaces_supp3-3670440.mp4
[NO] 1019/1822 | Deep Reinforcement Learning and Fuzzy Logic Based Adaptive Shift Control Method of Driving Robot System
[NO] 1020/1822 | Bridging the Subpopulation Gap: A New Paradigm for Robust Fault Diagnosis in Rotating Machinery_supp1-3575130.pdf
[NO] 1021/1822 | Machine Learning and Deep Learning for Osteoporosis: A Review of Imaging-Based and Clinical Data Applications
[NO] 1022/1822 | Digital Capabilities Translate into Customer and Operational Value Through Operational Transparency in Cold Chain Logistics
[NO] 1023/1822 | Application of data mining technology in precision marketing strategy of A mobile phone brand
[NO] 1024/1822 | Understanding Academic Risk in Blended Learning: A Machine Learning Approach with Chinese College Students
[NO] 1025/1822 | A Student Academic Early Warning Model Integrating Social Behavior Information and Graph Neural Networks
[NO] 1026/1822 | Intelligent Warning System for the Elderly Living Alone Based on OpenPose and YOLOV8
[NO] 1027/1822 | Optimization of Sepsis Drug Delivery Based on Continuous State Space Deep Reinforcement Learning
[NO] 1028/1822 | Blockchain-Enabled Process Management and Learning Record Trustworthiness Enhancement Mechanism Design for Mock Trials
[NO] 1029/1822 | Conductivity Gradient Polarity Identification Algorithm for Magneto-Acousto-Electrical Tomography
[NO] 1030/1822 | Lighting System Design Challenges for Vertical Farming: Part 2. Perspective and Initial Tests of DC-Grid-Based LED Lighting System for Indoor Farming.
[NO] 1031/1822 | Optimizing an Auxiliary Detection and Classification Model for Parkinson's Disease Based on Speech Signals
[NO] 1032/1822 | Method for Identifying Abnormal Behavior in Aircraft Maintenance Practice Teaching Based on Enhanced Virtual Technology
[NO] 1033/1822 | Digital Resource Integration and Sharing Method of New Media Advertising Course Under Blockchain Horizon
[YES] 1034/1822 | Research on Software Development Quality Evaluation and Risk Prediction Algorithm Based on CMMI5 Model
[NO] 1035/1822 | Innovative Practice of Artificial Intelligence Teaching Under the Three-Stage Progressive Teaching Mode
[YES] 1036/1822 | Using a Custom AI Chatbot Platform to Foster Higher-order cognitive thinking in Programming Education
[NO] 1037/1822 | Research on Generative AI-Empowered Smart Education in Automotive Structure Course
[NO] 1038/1822 | Simulation of PV Side DC Coupled Energy Storage for PV Park
[NO] 1039/1822 | An Optimized Lightweight Deep Neural Architecture for Precise Localization and Classification of Oral Squamous Cell Carcinoma Lesions
[NO] 1040/1822 | Design of Digital Technology Application Process and System Implementation Based on the Integration of Science and Education
[NO] 1041/1822 | Enhanced Partial Discharge Classification Using Ensemble Learning: A Comparative Analysis of Random Forest and XGBoost Approaches
[NO] 1042/1822 | Graph Attention Network for Industrial Equipment Fault Diagnosis Based on Learnable Mel Filters
[NO] 1043/1822 | ALOS-2 Long-Term Observation of the Legal Amazon - Monitoring Deforestation, Forest Loss, and Regrowth by L-band SAR
[NO] 1044/1822 | From Massive Supply to Personalized Services: The Practical Pathway of Generative AI in the National Smart Education Platform for Primary and Secondary Schools
[NO] 1045/1822 | A Gated Convolutional Network for Autism Spectrum Disorder Classification and Functional Connectivity Analysis
[NO] 1046/1822 | Research on Performance Optimization of SFP56 Optical Module with Integrated OTDR Function Based on Gray Code Assisted
[NO] 1047/1822 | Chest X-Ray Diagnosis with Joint Report Generation and Lesion Localization Using Multimodal Vision-Language Models
[NO] 1048/1822 | High-Efficiency Octa-Band Antenna for LTE/WWAN Unbroken-Metal-Frame Smartwatch Applications
[NO] 1049/1822 | Time-Optimal Speed Planning for Open-Pit Mine Autonomous Driving based on segmented S-Curve
[NO] 1050/1822 | Observer-based Nonlinear Consensus Control of Virtually Coupled Heterogeneous Trains Incorporating Train-following Interactions_supp1-3670326.pdf
[NO] 1051/1822 | Edge Service-Oriented Game-Theoretic Joint Optimization of UAV Deployment and Hybrid-NOMA Task Offloading in MEC Networks_supp1-3668786.pdf
[NO] 1052/1822 | Towards End-to-End Fault Diagnosis: An Adaptive Masked Modeling Framework with Retrieval-Augmentation
[NO] 1053/1822 | Adaptive Federated Learning for Future IoV-Oriented IoT End-to-End Network Planning
[NO] 1054/1822 | Memory-Based TD3 for Autonomous Train Speed Trajectory Optimization Under Virtual Coupling
[NO] 1055/1822 | CORE: Data Augmentation for Link Prediction via Information Bottleneck
[NO] 1056/1822 | Att-CNN-BiLSTM: An Interpretable Multi-task Learning Framework for Multimodal Stroke Functional Assessment
[NO] 1057/1822 | Artificial Intelligence Applications in X-ray Coronary Angiography: A Comprehensive Review of Image Analysis Techniques
[NO] 1058/1822 | LAGIRS 2025 Committees
[NO] 1059/1822 | Message from the CIC 2025 Chairs
[NO] 1060/1822 | 2025 IEEE 11th International Conference on Collaboration and Internet Computing (CIC)
[NO] 1061/1822 | Power Minimization for Movable Antenna Aided Uplink NOMA System With Group-Level Successive Interference Cancellation
[NO] 1062/1822 | A Graph Neural Network Approach for Hybrid Node-Edge Fault Diagnosis in Interconnection Networks under the HPMC∗ Model
[NO] 1063/1822 | Safe Multi-Agent Deep Reinforcement Learning for Privacy-Aware Edge-Device Collaborative DNN Inference_supp1-3670497.pdf
[NO] 1064/1822 | Exploration Car Based on STM32
[NO] 1065/1822 | From Iterative Denoising to Conditional Generation: A Survey on Diffusion Model-Driven Methods for Blind Image Super-Resolution
[YES] 1066/1822 | Multi-Objective Alpha Evolution for Hardware and Software Co-Design of Heterogeneous Multicore Systems
[NO] 1067/1822 | Research on the Influence of Classroom Questioning Teaching Based on Smart Teaching Platform on Students' Learning Input
[NO] 1068/1822 | Acceptance and Use of Personalized Learning Functions on International Chinese Smart Education Platforms: A TAM-Based Analysis
[NO] 1069/1822 | Research on Immersive Meta-Universe Interaction Design Based on User Behavior Perception
[NO] 1070/1822 | Research on Financial Data Augmentation and Anomaly Detection Based on Generative Adversarial Networks
[NO] 1071/1822 | Analysis of the Current Application Status of Artificial Intelligence Based on Citespace in Wind Turbines
[NO] 1072/1822 | Acoustic Compensation Algorithm for Spatial Audio in Closed Helmets
[NO] 1073/1822 | Development of a Multi-Camera Vision-Based 3D Inspection System for Smart Manufacturing
[NO] 1074/1822 | Evaluation of Electropollution in Non-Gaussian Channels Using Non-Free-Space Propagation
[NO] 1075/1822 | Ad-hoc pre-tained models for multi-spectral satellite images
[NO] 1076/1822 | The Study of Roadside Visual Perception Based on Improved YOLOv5 and DSB-SORT
[NO] 1077/1822 | Maximizing Information in Domain-Invariant Representation Improves Transfer Learning
[NO] 1078/1822 | Exploring the Mechanism of Treating Tendon Injury with the Seedling Medicine BAI CI Hua Based on Computer Network Pharmacology
[NO] 1079/1822 | Integrating Digital Co-Simulation into Blended Teaching of Robot Control Technology Education: A Curriculum Reform Case with Underwater Vehicles
[NO] 1080/1822 | An Algorithm for Informative Integration of Online Educational Resources Under Multi-Label Small Sample Learning
[NO] 1081/1822 | Generative AI Enabling Curriculum-Based Ideological and Political Education Integration Across Primary, Secondary, and Tertiary Levels: Mechanisms, Pathways, and Empirical Analysis
[NO] 1082/1822 | Near Field Synthetic Aperture Imaging Based on MIMO Millimeter Wave Radar
[NO] 1083/1822 | Prompt Engineering in Fine-Tuning BiomedCLIP to Enhance COVID-19 Chest X-Ray Diagnosis
[NO] 1084/1822 | A Low-Complexity Closed-Form Scheme for Power Minimization in SWIPT Multi-Hop Relay Networks
[NO] 1085/1822 | Research on Personalized Recommendation Method for Web Front End Teaching Courses Based on Implicit Feedback
[NO] 1086/1822 | Boundary Recognition System for Intelligent Lawn Mowing Robot Based on mmWave Radar
[NO] 1087/1822 | The Factors Influencing Vietnamese University Students' Adoption of Coursera MOOCs: An Exploratory Study Using the UTAUT2 Framework
[NO] 1088/1822 | A Study on Protection Against Indirect Lightning Effects for Airborne High-Speed Signals
[NO] 1089/1822 | A Lightweight Object Detection Algorithm for Complex Traffic Environments
[NO] 1090/1822 | An Arithmetic Optimization Algorithm Incorporating Velocity Vectors and Elite Search
[NO] 1091/1822 | Co-incineration of RDF (Refuse-Derived Fuel) with Wood chips in the Moving Grate Furnace
[NO] 1092/1822 | Interpretable Teacher Competence Evaluation via Neural Networks with Inverse Inference
[NO] 1093/1822 | Descriptor:
                    <i>Appraising Trust in Interactions between Human Supervisors and Autonomous Robotic Systems</i>
                    (ATHAI)
[NO] 1094/1822 | WECON 2025 TOC
[NO] 1095/1822 | Efficient Malicious Multiparty Private Set Intersection Supporting Cardinality, Sharing, and Batching
[NO] 1096/1822 | The MIMO-ME-MS Channel: Analysis and Algorithm for Secure MIMO Integrated Sensing and Communications
[NO] 1097/1822 | A Compact Integrated Dual-Port Dual-Mode Device for Independent and Simultaneous Microwave Sensing and Heating
[NO] 1098/1822 | Dataflow-Reconfigurable CNN Accelerator Design
[NO] 1099/1822 | Effects of Mechanical Perturbation Magnitude on Human Gait Entrainment
[NO] 1100/1822 | Incorporating 3-D-Printed Polymer Scaffolds Onto MEMS Resonant Chemical Sensors for Enhanced Performance
[NO] 1101/1822 | Cross-Dataset Generalizability Analysis of Multimodal Self-Supervised Learning for Stress Recognition across Lab and Daily Contexts
[NO] 1102/1822 | Privacy-Enhanced Federated Learning Algorithm Empowered by Blockchain and Game Theory
[NO] 1103/1822 | Anomaly Detection in IoT Environment Using Machine Learning: A survey
[NO] 1104/1822 | TSL-ONE-S: A Real-World Thai Sign Language Dataset with Deep Learning Benchmarks
[NO] 1105/1822 | Machine Learning-Assisted Synthesis of Heterogeneous Arrays via Active Geometric Design_supp1-3670284.pdf
[NO] 1106/1822 | PES T&amp;D announcement
[NO] 1107/1822 | PES Transactions
[NO] 1108/1822 | Control of Single-Phase Five-Level Current Source Grid-Connected Inverter Based on FCS-MPC
[NO] 1109/1822 | Optimal Control of Voltage Forming Grid Inverters by Model Predictive Control and Reinforcement Learning
[NO] 1110/1822 | A Dual-Band Ridge Waveguide Bandstop Filter Using Defected Ridge Structure
[NO] 1111/1822 | Study on Insulation Degradation Characteristics and Health State Evaluation of Onboard Cables for EMUs
[NO] 1112/1822 | Estimation of Pinus taeda L. volume using the Random Forest algorithm and hyperspectral image in southern Brazil
[NO] 1113/1822 | From Spectra to Semantics: An ontology-based Model of Spectral Observations Results
[NO] 1114/1822 | The Key Technology of Dynamic Analysis and Intelligent Interaction Module of Power Safety
[NO] 1115/1822 | Research and Implementation of Distributed Interference Coordination Algorithms for Heterogeneous Networks Targeting Edge Intelligence
[NO] 1116/1822 | Genetic Algorithm Based Radial Basis Function Neural Network PID Control System for a Quadrotor UAV
[NO] 1117/1822 | 2SRL: A Sequential Deep Reinforcement Learning Framework for Two-Stage Stochastic Programming with Recourse
[NO] 1118/1822 | Mapping burned areas in Cerrado protected areas (2000–2020): a comparative analysis of Landsat classification, Mapbiomas fire, and MCD64A1
[NO] 1119/1822 | University Students' Voices on Large Language Models: Perceptions, Benefits, and Challenges in Academic Writing
[NO] 1120/1822 | A Proactive and Hierarchical Workflow Scheduling Scheme for Cloud-Edge-End Collaboration
[NO] 1121/1822 | RAG Technology for Reliable Medical Retrieval and Hallucination Mitigation
[NO] 1122/1822 | Adapting Active Learning to Improve Hyperspectral Image Classification within Supervised Learning
[NO] 1123/1822 | TCN-GCN: A Hybrid Temporal-Graph Network with Multi-Feature Fusion for Radar Signal Classification
[NO] 1124/1822 | End-to-End Shutter Design and Reconstruction for Dynamic Scene Imaging
[NO] 1125/1822 | Large-Scale Network Traffic Classification Using Graph Clustering-Enhanced E-GraphSAGE
[NO] 1126/1822 | A Lightweight Sequence-Based Model for Folding Motif Classification
[NO] 1127/1822 | Virtues in Action: Exploring Virtue Disclosure in Children’s Expressive Coding Narratives
[NO] 1128/1822 | Revocable and Flexible Privacy-Preserving Data Computing with Bilateral Access Control for Cloud-Fog-Assisted EHR Systems
[NO] 1129/1822 | PES Scholarship Plus
[NO] 1130/1822 | Sustainable Poly(lactic acid) Smart Mattress Surface Fabrics with Integrated Capacitive Sensors for Real-Time Sleep Monitoring_supp1-3667922.doc
[NO] 1131/1822 | Contribution of Damp Cellulose Particles to the Breakdown Characteristics of Flowing Transformer Oil
[NO] 1132/1822 | Satellite-Terrestrial Edge Networks for Intelligent Services: A Case Study of AIGC-Assisted Digital Watermarking
[NO] 1133/1822 | Well-posed Global 3D Retrieval of Background Aerosol Optical Properties from the DQ-1/ACDL
[NO] 1134/1822 | Hand-Gesture Sensing Using Four Sequential Quadrature Channel (FSQC) Calibration With MIMO-FMCW Radar
[NO] 1135/1822 | Design and Application of a Knowledge Graph based Digitized Teaching Platform for Tax Law Courses Marketing
[NO] 1136/1822 | Tripartite Evolutionary Game of AI Technology Diffusion: Dynamic Coordination among AI Firms, Manufacturing Enterprises, and Government
[NO] 1137/1822 | Cultivating Civilizational Dialogue: A Digital Humanities Framework for Cross-Civilizational Education and Communication
[NO] 1138/1822 | Enhancing the Robustness of AI-Generated Voice Detectors Against Data Poisoning Attacks
[NO] 1139/1822 | A Novel NPC Control Method Suitable for Multi-Source Powered Mining Trucks
[NO] 1140/1822 | From “Free from Coercion and Inducement” to “Curriculum Development”: A Study on the Value Legitimacy of GAI in Curriculum Reform
[NO] 1141/1822 | EmotionChat: Emotional Chain of Thought based MLLM for Dialogue Generation
[NO] 1142/1822 | Hydrological Analysis of the Middle and Lower Paraguay Basin Based on Water Balance and Storage Using Imerg, GLDAS, and Grace Products (2003-2023)
[NO] 1143/1822 | Bibliometric and Visual Analysis of Artificial Intelligence in Education Based on CiteSpace
[NO] 1144/1822 | Visual Presentation Method for Digital Practical Teaching Based on Virtual Reality Technology
[NO] 1145/1822 | Palm2Precision: Anemia Detection through Palm Images
[NO] 1146/1822 | Assessment of L-band passive soil moisture products over an arid agricultural region in Southern Mexico
[NO] 1147/1822 | Unsupervised Identification Method for the Security Situation of Decryptable Traffic and Non-Decryptable Traffic
[NO] 1148/1822 | Edge-AI Empowered Self-Organizing Drone Swarms for Urban Underground Infrastructure Monitoring
[NO] 1149/1822 | Construction and Empirical Research on Online Self-Regulated Learning Model Based on Visualization Technology*
[NO] 1150/1822 | A Framework of Simscape-Based Digital Twin for Control System Design
[NO] 1151/1822 | Design and Implementation of a Configuration-Driven Intelligent Inspection System for Civil Aviation Meteorology
[NO] 1152/1822 | Physical Information Neural Networks for Solving Nonlinear Schrödinger Equations
[NO] 1153/1822 | A CT Defect Detection Method for Additive Manufacturing Workpieces Driven by Digital Models and Virtual Simulation
[NO] 1154/1822 | Real Time Object Detection using Yolo and Open CV
[NO] 1155/1822 | Research on the Dynamic Characteristics of OODA Heterogeneous Networks Based on the TWIA Algorithm
[NO] 1156/1822 | Frequency Hopping Signal Generation Algorithm Based on Generative Adversarial Networks
[NO] 1157/1822 | Research on personalized learning path optimization of electrical control and PLC courses based on machine learning algorithm
[NO] 1158/1822 | Hyperspectral Image Classification via Dynamic Adaptive Graph Convolutional Network
[NO] 1159/1822 | Thermally Stable, Low-Resistance Source/Drain Contacts in a-IGZO TFTs Using an Indium Interlayer
[NO] 1160/1822 | A Generalized Framework for Quadratic Noise Modulation Using Non-Gaussian Distributions
[NO] 1161/1822 | Late Breaking News CFP
[NO] 1162/1822 | Continuous-Flow Data-Rate-Aware CNN Inference on FPGA
[NO] 1163/1822 | Wireless Aware Energy Efficient Federated Learning over Mobile Devices via Algorithm and Hardware Co-Design
[NO] 1164/1822 | Cyclic codes with even length from the (
                    <i>C</i>
                    <sub>1</sub>
                    +
                    <i>C</i>
                    <sub>2</sub>
                    ,
                    <i>C</i>
                    <sub>1</sub>
                    —
                    <i>C</i>
                    <sub>2</sub>
                    ) construction
[NO] 1165/1822 | Internodal Distance Distributions for Static and Mobile Nodes in 2D/3D Wireless Networks
[NO] 1166/1822 | LGVF: A Low-Bitrate Generative Video Compression Framework with Spatio-Temporal Diffusion Model_supp1-3670748.pdf
[NO] 1167/1822 | Minimum Shift Keying System Study: AWGN Baseline, Short-Delay Multipath, and Spectral Behavior
[NO] 1168/1822 | The WIM Special Session at AWAP 2025: Empowering Women in Microwaves Across ASEAN
[NO] 1169/1822 | Augmented Hybrid Cost Volume Network for Stereo Matching
[NO] 1170/1822 | Key Node Identification for Complex Networks Based on Topological Potential
[NO] 1171/1822 | Trajectories in the Master’s in Spatial Information Applications
[NO] 1172/1822 | Understanding University Students' Expectations for Pedagogical AI Agent's Support in Online English Learning
[NO] 1173/1822 | Research on a Lightweight Manhole Cover Defect Detection Method Based on an Improved YOLOv5 Approach
[NO] 1174/1822 | <i>Welcome to the April Issue of</i>
                    IEEE Microwave Magazine! [From the Editor's Desk]
