[2025-12-12 09:14:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-11
正在获取论文...
[arXiv] 2025-12-11 | Improved Identification of Strongly Lensed Gravitational Waves with Host Galaxy Locations
[NO] 1264/1789 | Experimental Evaluation of Precise Placement of the Hollow Object with Asymmetric Pivot Manipulation
[NO] 1265/1789 | PAWSSP: A Two-stage Parallelism-aware Algorithm for Joint Workflow Scheduling and Service Placement in Edge Computing
[NO] 1266/1789 | From Link Diversity to Cross-Band Feedback Collaboration: A New Perspective on Hybrid Optical-RF Systems
[NO] 1267/1789 | MIMO Detection via Gaussian Mixture Expectation Propagation
[NO] 1268/1789 | BEMN: Balanced Bias Enhanced Multi-Branch Network for Cross-View Geo-Localization
[NO] 1269/1789 | Creating Immersive Digital Twins of Terrestrial Planetary Analogs With Multimodal Sensing and Game Engines for Virtual Exploration
[NO] 1270/1789 | Composite Anti-Disturbance Control for Electromechanical Fin Actuators With Deflection Angle Constraints
[NO] 1271/1789 | Autonomous Strapdown Inertial/Refractive Celestial Integrated Navigation Using Dual-band Stellar Refraction Observations
[NO] 1272/1789 | Two-Stage Hybrid Deep Learning Architecture for Cross-Domain Anomaly Detection and Failure Prediction
[NO] 1273/1789 | Mimi: Dynamically Secure Multi-Keyword Retrieval Scheme with Two-Factor Verification
[NO] 1274/1789 | Autonomous Trajectory Planning based on Two-stage Sampling and Multiple Constraints for Mobile Vehicle
[NO] 1275/1789 | Multifunctional Proximity-Aware Skin with Multizone ToF Sensing for AR-Assisted Human-Robot Interactive Telesurgery_supp1-3642657.mp4
[NO] 1276/1789 | UniFucGrasp: Human-Hand-Inspired Unified Functional Grasp Annotation Strategy and Dataset for Diverse Dexterous Hands
[NO] 1277/1789 | Development of an Intelligent RGB Color Classification System with Electronic Components and Neural Networks
[NO] 1278/1789 | Development and Performance Evaluation of a Pronunciation Judgment System for Foreign Language Learning Using Machine Learning
[NO] 1279/1789 | Model Set Optimization Based Multipie Model Adaptive Control for FGD
[NO] 1280/1789 | Critical Line Identification for Cascading Failures in Wind-Integrated Power Systems
[NO] 1281/1789 | CHYMERA: AI-Powered System for Automated and Explainable Quality Assessment of Chest Radiographs
[NO] 1282/1789 | Deep Learning Based Detection of Neck Lymph Nodes and Clinical Palpation Assessment
[NO] 1283/1789 | Study on the performance of solar-ice residential heating system
[NO] 1284/1789 | Joint Intelligence Distribution and Fine-Tuning for Multi-Agent Intelligence Manufacturing
[NO] 1285/1789 | Track-MDP: Reinforcement Learning for Target Tracking with Controlled Sensing
[NO] 1286/1789 | Delay and Utilization Analysis of Roadside 5G NR IAB Deployments with Half-Duplex Constraints
[NO] 1287/1789 | Why not Diversify Triggers? APK-Specific Backdoor Attack Against Android Malware Detection
[NO] 1288/1789 | Integrated Short-Circuit Protection Method in On-State Voltage Measurement Circuit for SiC MOSFETs
[NO] 1289/1789 | PUF-based AKE: Attacks, Entropy and Post-Quantum Security
[NO] 1290/1789 | Smart Education-Oriented Algorithm for Student Classroom Behavior Detection
[NO] 1291/1789 | BERT-Based Approach for Tuberculosis Diagnosis from Electronic Medical Records
[NO] 1292/1789 | I/O Load Analysis of YCSB RocksDB SSD Traces: Implications for Storage Design and Database Tuning
[NO] 1293/1789 | A Comprehensive Survey on the Security of eSIM: Threats, Challenges, and Future Directions
[YES] 1294/1789 | Automated AADL Architecture Modeling: Leveraging Large Language Models for Safety-Critical Software
[NO] 1295/1789 | Consensus-Based Identification of Schizophrenia Risk Genes Using Masked Denoising Autoencoders and Explainable Machine Learning
[NO] 1296/1789 | A Dual-Branch Attention-Enhanced CNN for Corn Leaf Disease Classification via RGB-HLS Color Space Fusion
[NO] 1297/1789 | Domain-Specific Modeling Solution in MetaEdit+ for the Model Management Challenge
[NO] 1298/1789 | From the Lowlands of UML to the Highlands of MLM: An Evolutionary, Tool-Supported Multi-Level Method for Teaching Multi-Level Modeling
[NO] 1299/1789 | A Novel Method for Video Manipulation and Compilation Using Big Data Technologies
[YES] 1300/1789 | Unintended Changes: How LLMs Corrupt and Correct Textual Models
[NO] 1301/1789 | Online Task Offloading and Scheduling in Fog-Cloud Environment based on Reinforcement Learning
[NO] 1302/1789 | Influence of 10kV Overhead Line Conductor Arrangement on Power Frequency Electromagnetic Field Distribution and Safety Analysis of Maintenance Conditions
[NO] 1303/1789 | A Survey on Optimization, Pricing, and Market Design for Power &amp; Energy Systems under Carbon Pricing Coupling
[NO] 1304/1789 | ICPRE 2025 Cover Page
[NO] 1305/1789 | Thermodynamic Simulation Study on Molten Salt Thermal Energy Storage and Heat Exchange Technology for Metal Preheating Applications
[NO] 1306/1789 | A Novel Parameter-Dependent Inverse Gaussian Distribution Considering Random Effects with Extension to Accelerated Life Test
[NO] 1307/1789 | Research on Multidimensional Resource Scheduling for Multi-Modal Power Internet of Things Assisted by Digital Twin
[NO] 1308/1789 | Power System Post-Disaster Unit Start-Up Strategy Considering Dynamic Frequency Regulation
[NO] 1309/1789 | Research on Motion Characteristics of Photoelectric Guided UAVs Under Complex Meteorological Conditions
[NO] 1310/1789 | Using Concept Traceability to Investigate UML Class Diagram Evolution in Long-Existing FOSS Projects
[YES] 1311/1789 | Design Optimization of Security-Critical Stochastic Real-Time Applications
[NO] 1312/1789 | Half Title Page
[NO] 1313/1789 | DNN-based On-the-Fly Adaptive Overcurrent Protection for Grid Mode Transitions in AC Microgrids
[NO] 1314/1789 | A Reactive Power and Voltage Control Strategy for Wind Farms to Prevent and Control Fault Ride Through Actions Under Significant and Rapid Changes in Wind Power Output
[NO] 1315/1789 | Mobile Robot Navigation Method Based on Multiple External Cameras in Crowded Environment
[NO] 1316/1789 | Point Cloud Registration Method for Bulk Cargo Hold Material Surface Based on RPMNet
[NO] 1317/1789 | Machine Vision-Based Automated Perception System for Portal Cranes
[NO] 1318/1789 | Neural Network-Based Magnetic Positioning System for a Three-Degree-of-Freedom Platform
[NO] 1319/1789 | Fuzzy Logic-Based Task Scheduling for AI-Enabled IoT Edge Devices in Smart Communication Networks
[NO] 1320/1789 | CMOS Micropower Current-Mode Sinh-Domain Filter with Multidecade Tuning
[NO] 1321/1789 | Organizers
[NO] 1322/1789 | Optimum Portfolio Weights and Hedge Ratios between Conventional and Non Conventional Assets
[NO] 1323/1789 | One-dimensional Residual Shrinkage Network for Electromechanical Actuator Fault Diagnosis
[NO] 1324/1789 | Hybrid Active Damping Control Algorithms for LC-Filtered Motor Drive with Two Rotating Masses
[NO] 1325/1789 | Fast Calculation of Electromagnetic Vibration of Hydro Generator Accounting for Pole-Slot Structure
[NO] 1326/1789 | An Alternative Cardinal Spline for Cubic B-Spline Interpolation
[NO] 1327/1789 | Safety Compliance Assessment of Fibre Distribution Panel Installations Using Computer Vision
[NO] 1328/1789 | Design and Comparative Analyses of Programmable Frequency Divider using mGDI Technology for Modern Electronics
[NO] 1329/1789 | Chaos-Enhanced Approach To Audio Fingerprinting for Robust Music Identification
[NO] 1330/1789 | Leveraging Multi-Channel Image Representations to Enhance Robustness in Tabular Data Classification
[NO] 1331/1789 | A VLM Framework for Crack Segmentation and Description with Hierarchical Switching Mechanism
[NO] 1332/1789 | Confidence-Aware SSD Ensemble with Weighted Boxes Fusion for Weapon Detection
[NO] 1333/1789 | Evaluating Online Content Accessibility Using WCAG 2.1: A Case Study of University Platforms and an e-Learning System for Students with Visual Impairments
[NO] 1334/1789 | Cloud Platform Computing Resource Allocation Strategy for Multi-Controllable Load Regulation
[NO] 1335/1789 | Preface
[NO] 1336/1789 | Implicit Sentiment Classification in Hotel Reviews: A Comparative Analysis of Embedding Representations
[NO] 1337/1789 | IEEE Connect
[NO] 1338/1789 | Front Cover
[NO] 1339/1789 | ANN-Assisted Compact Model of GaN HEMTs Across Wide Temperature Ranges
[NO] 1340/1789 | Modelling and Simulation of Heteromaterial Dual-Gate Dopingless TFET (HTDGDL-TFET) and its Application as Digital Inverter
[NO] 1341/1789 | Security Threat Detection Method for Optical Transmission Equipment Carrying Power Dispatching Data
[NO] 1342/1789 | 2025 Index IEEE Transactions on Circuits and Systems for Artificial Intelligence
[NO] 1343/1789 | Enhancing BOTDR SNR using Learned-Dictionary Sparse Reconstruction of Brillouin Gain Spectrum Matrix
[NO] 1344/1789 | Robust Detection of Underwater Target Against Non-Uniform Noise With Optical Fiber DAS Array
[NO] 1345/1789 | A Novel Measurement Method of Electromechanical Coupling in Portable Electromagnetic Vibroseis
[NO] 1346/1789 | Synergistic Effects of Infrared and Microwave Radiance in All-sky Data Assimilation for a Heavy Precipitation Case over the Korean Peninsula
[NO] 1347/1789 | Decision letter for "A Novel Doppler Velocity Unfolding Technique for 94-GHz Cloud Profiling Radar: Application to Cloud Microphysics and Dynamics"
[NO] 1348/1789 | The Effect of Depth on the Generalization of Artificial Neural Networks
[NO] 1349/1789 | Simulation Research on Enhanced Charge/Discharge Protection Strategy for Hybrid Energy Storage Systems in Building PEDF System
[NO] 1350/1789 | Auto-EIS: Automated Discovery of Equivalent Circuit Models from Impedance Spectroscopy via Deep Reinforcement Learning
[NO] 1351/1789 | Research on FPGA based Digital Correlation Receiver System
[NO] 1352/1789 | Usage Variability Impact on Field Reliability Expectations
[NO] 1353/1789 | Optimal Energy Management in a Microgrid with Renewable Sources, Fuel Cell, Electric Vehicles, and Demand Response Programs for Operational Cost Reduction
[NO] 1354/1789 | Optimal Stochastic Scheduling of Virtual Power Plant with Distributed Energy Resources and Demand Side Management for Supplying Electrical and Thermal Loads in Distribution Network
[NO] 1355/1789 | Multi-Microgrid Operation Optimization Method Based on Coordination of Multi-Flexibility Resource
[NO] 1356/1789 | Exploring A Stylus-Based Haptic Interface to Reflect on Human-Robot Interaction
[NO] 1357/1789 | An Empirical Study on Enhancing Academic Abstract Quality via Quantitative Scoring and Large Language Model Application: Evidence from “Digital Economy” Themed Papers on CNKI
[NO] 1358/1789 | Design of an Adaptive Recommendation Algorithm for Virtual Teaching Data in Human Resources
[YES] 1359/1789 | Benchmarking Large Language Models for Root Cause Analysis in Train Control Software Testing
[YES] 1360/1789 | On the Generalization Capabilities of LLMs for Reverse Engineering Sequence Diagrams
[NO] 1361/1789 | ICEIEC 2025 Author Index
[NO] 1362/1789 | A Survey of Architecture Design and Optimization for NVM-Based Cache Hierarchy and Network-on-Chip
[NO] 1363/1789 | A Lag-Free Adaptive Extraction Method for Wind Power Grid Integration Based on Bayes-CNN-LSTM and Variable Parameter Kalman Filter
[NO] 1364/1789 | A Foundation Model for Single-Cell Transcriptomics in Alzheimer's Disease
[YES] 1365/1789 | Extending Version Control Systems to Ensure Semantic Model Consistency
[YES] 1366/1789 | Towards LLM Agents for Model-Based Engineering: A Case in Transformation Selection
[NO] 1367/1789 | Towards Safety in Machine Learning Using Validity Frames
[NO] 1368/1789 | Advancing Brain Tumor Detection via ViRCNN: A Fusion of Vision Transformers and Faster R-CNN
[NO] 1369/1789 | Time-Optimal Anti-Sloshing Trajectory Planning for Multiple Liquid-Filled Containers Subject to SCARA Motion
[NO] 1370/1789 | Overlapping Coalition Formation-enabled Noncooperative Game-combined Multi-agent DRL for UAV-assisted Resource Allocation_supp1-3642616.pdf
[NO] 1371/1789 | Performance Evaluation for Frequency Response Services From Miscellaneous Energy Resources
[NO] 1372/1789 | Dual-Band SIW Filtering Antenna With High Selectivity and Individually Adjustable Bands
[NO] 1373/1789 | MPECAM: Multi-Prototype-Enhanced Weakly Supervised Segmentation Framework for Golden Tide Detection
[NO] 1374/1789 | Semantic Graph Reasoning over Multi-Domain Fusion for Radar Jamming Recognition
[NO] 1375/1789 | A New Broadband Magnetic probe with Dual-component Measurement Features
[NO] 1376/1789 | Resistive Random Access Memory (RRAM) 1960–2025: Review
[NO] 1377/1789 | Robot Ethics: Ethical, Legal, and User Perspectives in the Development and Application of Robotics and Automation [From the Guest Editors]
[NO] 1378/1789 | Safety Challenges of Utility-Level Battery Energy Storages: A Snapshot from Installations to Operations
[NO] 1379/1789 | DNN-Boosted Origami 3-DoF Parallel for Ultra-Precise Heave–Tilt Motion
[NO] 1380/1789 | Real-Time Face and Person Detection Using YOLOv5 and OpenCV: A Performance-Optimized Approach with Benchmarking and Tracking
[NO] 1381/1789 | Skin Lesion Classification with Explainable AI to Enhancing Dermatological Diagnosis
[NO] 1382/1789 | Efficient and Progressive Multi-Task Reinforcement Learning for Fault-Tolerant Hexapod Locomotion
[NO] 1383/1789 | Indoor Object Detection Using YOLOv5s and Grad-CAM
[NO] 1384/1789 | Hybrid Spatiotemporal Graph Convolutional Network Enhanced with GRU for Traffic Forecasting
[NO] 1385/1789 | Design of Co-current Bifilar Helical Antennas for Near-Metal RFID applications
[NO] 1386/1789 | SAM-Assisted Ultrasound 3D Reconstruction Using Synthetic Data from CT Images
[NO] 1387/1789 | Fake Money, Real Threat: Fooling Wavelet-Based Banknote Authentication with AdvGAN
[NO] 1388/1789 | Optimising Resource Allocation in 5G Networks: Balancing URLLC and eMBB Traffic Under gNB Congestion
[NO] 1389/1789 | A Knowledge-Guided Multi-modal Neural Network for Breast Cancer Molecular Subtyping
[NO] 1390/1789 | Analysis of the Situation and Causes of Starlink Satellite Reentries
[NO] 1391/1789 | Test and Simulation Analysis of Aircraft Fuel Tank Intering System
[NO] 1392/1789 | Evaluation of Contribution Rate of UAV Swarms System Based on Machine Learning
[NO] 1393/1789 | Hardware-Efficient Pruned CNN Optimized by Neural Architecture Search and Genetic Algorithm for Diabetic Retinopathy Detection on STM32F746
[NO] 1394/1789 | ICCKE 2025 Copyright Page
[NO] 1395/1789 | A Light-Weight Load Forecasting Method Considering Spatio-Temporal Correlation Modeling in Distribution Networks
[NO] 1396/1789 | Design of Ferromagnetic Resonance Testing System Based on LabVIEW
[NO] 1397/1789 | Organizing Committee
[NO] 1398/1789 | Hierarchical Distributed Frequency Control Strategy with Soft Plug-and-Play for Microgrid Clusters
[NO] 1399/1789 | A Novel Bipolar Rectifier with Output Short-Circuit Current Limitation for Microgrids
[NO] 1400/1789 | Numerical Simulation Study of Hydrogen Doping Combustion with Different Ratios in Cyclone Pulverized Coal Combustor
[NO] 1401/1789 | Interpretable Multi-Class Classification for Client Potential Prediction in B2B IT Sales
[YES] 1402/1789 | Ensemble-Based Intrusion Detection Enhanced with LLM-Driven Incident Response Automation
[NO] 1403/1789 | Optimized Motion Recognition for Work Environment Using Improved Artificial and Swarm Intelligence
[NO] 1404/1789 | Traffic Prediction-Based Optimization for Control- and User-plane Separation Systems
[NO] 1405/1789 | InCIT 2025's Committee
[NO] 1406/1789 | A Small Sample Condition Awareness Method for Primary Equipment of Power System Based on GO-SMOTE and MSCCN
[NO] 1407/1789 | Design and Implementation of Quarter-Wave Dipole Antenna for LEO Satellite Communication via LoRa and TinyGS
[NO] 1408/1789 | From 2D X-Rays to a 3D Surgical Plan: Progress with AI Reconstruction
[NO] 1409/1789 | Hilodiff: High-Frequency Meets Low-Frequency for Improved Facial Inpainting via Enhanced Attention in Ddpm
[NO] 1410/1789 | Experimental Study on Unsteady Flow Characteristics of Bionic Paired Flapping-wings Propulsion
[NO] 1411/1789 | Robust Control under State-Dependent Saturation Constraints: Turbofan Engines Application
[NO] 1412/1789 | Front Cover
[NO] 1413/1789 | Rapid Optimization Design of Multi-Layer Passive Thermal Protection System Based on Node Thermal Analysis Method
[NO] 1414/1789 | Author response for "A Novel Doppler Velocity Unfolding Technique for 94-GHz Cloud Profiling Radar: Application to Cloud Microphysics and Dynamics"
[NO] 1415/1789 | Transformer-Based Approaches to Description Sequence Generation for Chinese Characters
[NO] 1416/1789 | A RRT based Path and Gait Planning Framework for Humanoid Robots in 3D Complex Environment
[NO] 1417/1789 | Robust Contactless Detection of Respiration and Heart Rate using Millimeter-Wave Radar during Continuous Body Movement
[NO] 1418/1789 | Quantum–Classical Hybrid LSTM Model for PM2.5 Forecasting in Bangkok
[NO] 1419/1789 | Fairness-Driven Growth Algorithms for Multi-Sided Digital Platforms
[NO] 1420/1789 | Wind Power Prediction Based on GJO's TCN-BiGRU-Attention
[NO] 1421/1789 | Assessment of Charging Station Impact on Grid Loading Capability Considering Economic Optimization Coefficient
[NO] 1422/1789 | Research on the Forced Oscillation of Power System Based on Energy Functions
[NO] 1423/1789 | Optimal Scheduling Method of Cascaded Hydropower Plants Considering the Contradiction Between Supply Guarantee and Flood Prevention
[NO] 1424/1789 | From Cultural Heritage to Critical Heritage – For an Inclusive Heritage Discourse
[NO] 1425/1789 | ICCKE 2025 TOC
[NO] 1426/1789 | A Machine Learning Framework for Personalized Lifestyle Recommendations in Colorectal Cancer Prevention
[NO] 1427/1789 | Integrating New Energy Storage into China's Optimal Pathway for Carbon-Neutral Power Expansion
[NO] 1428/1789 | On the Challenges of Integrating Digital Twins
[YES] 1429/1789 | YANG-APR: Towards Supporting Evolution in Model-driven Network Management Systems
[NO] 1430/1789 | Incorporating Pitching Moment Observation in Reinforcement Learning for Enhanced Thermal Updraft Exploitation by Fixed-Wing UAVs
[NO] 1431/1789 | Electromagnetic Vibration Analysis of Doubly-Fed Induction Machines for Variable-Speed Pumped Storage
[NO] 1432/1789 | Frequency-domain Stability Analysis Based on Immittance with SimuNPS
[NO] 1433/1789 | Analysis of Ferromagnetic Resonance Influencing Factors of 10kV Electromagnetic Voltage Transformer Based on ATP-EMTP
[NO] 1434/1789 | Balanced Learning with Optimized Extra Trees Classifier for Reliable Lithology Identification in Imbalanced Well Log Data
[NO] 1435/1789 | Optimization of CZTS Solar Cells with $\text{ZrS}_{2}$ and $\text{Cu}_{2} \mathrm{O}$: A Numerical Simulation using SCAPS-1D
[NO] 1436/1789 | Plant Disease Detection Using Dynamic Knowledge Distillation and Attention Mechanism
[YES] 1437/1789 | Graphite: Automated Development of Hybrid Graphical-Textual DSL Editors
[NO] 1438/1789 | Towards Ontology-Driven User Experience Assessment of Collaborative Modeling Tools
[YES] 1439/1789 | Impact of Oversampling Methods on Imbalanced Dataset for Software Fault Prediction
[NO] 1440/1789 | Wireless Signal Generation via Modulation-Aware GANs for Low-Data AI
[NO] 1441/1789 | Building Trust in Healthcare with Privacy Techniques: Blockchain in the Cloud
[NO] 1442/1789 | ICIA 2025 Copyright
[NO] 1443/1789 | Optimizing ARIMA-XGBoost Hybrid Model Performance through HPC Integration for Scalable Financial Forecasting
[NO] 1444/1789 | Copyright Page
[NO] 1445/1789 | A High-Efficiency, Size-Optimized 4×4 Butler Matrix with Via-Hole for 5G Communications
[NO] 1446/1789 | Replacement Index: A Techno-Economic Criterion for Replacing Copper Networks with Arial Bundled Cable in Low-Voltage Distribution Networks
[NO] 1447/1789 | Damping Enhancement Strategy in Microgrids Using High-Pass Filter-Based Virtual Synchronous Generator
[NO] 1448/1789 | Evaluation of AI Models for Rain Rate Prediction to Support Communication Networks in Malaysia
[NO] 1449/1789 | 2025 5th International Conference on Intelligent Technology and Embedded Systems (ICITES)
[NO] 1450/1789 | 2025 11th International Conference on Energy Materials and Electrical Engineering (ICEMEE)
[NO] 1451/1789 | Life Cycle Assessment of GIS and AIS Substations: A Comparative Environmental Impact Study
[NO] 1452/1789 | 2025 29th International Electrical Power Distribution Conference (EPDC)
[NO] 1453/1789 | A Hybrid Approach to Microgrid Energy Optimization: Integrating Renewable Energy Sources with Demand-Side Management
[NO] 1454/1789 | A Hybrid Architecture to Optimize Persian FAQ Retrieval using Semantic Similarity Search
[NO] 1455/1789 | Implementation of a Low-Overhead 2-Bit Parity-Preserving Reversible Vedic Multiplier for Quantum Architectures
[NO] 1456/1789 | Hybrid Adam-SGD Optimization for Enhanced Solar Irradiance Forecasting Using Recurrent Neural Networks
[NO] 1457/1789 | Overcoming exe Execution Challenges in Robot Framework on Linux Using Wine
[NO] 1458/1789 | Inventory Management Using A2C Reinforcement Learning: Performance Comparison with Heuristic and Bandit Methods
[NO] 1459/1789 | Design of Deployable Canister Mechanism for the Spaceborne Inflatable Planar Membrane Reflector Antenna
[NO] 1460/1789 | Comparative Study of Natural Polymer Electrolytes in Organic Electrochemical Transistors: Electrical Performance
[NO] 1461/1789 | Controlling Agglomeration in Silver Nanoparticle Synthesis: The Role of Polyvinylpyrrolidone as a Capping Agent
[NO] 1462/1789 | Annealing Effect on the Thermal Performance of XLPE from Retired High-Voltage Cables
[NO] 1463/1789 | Impact of Molar Ratio and Temperature on Gold Nanoparticle Colloidal Stability and Size Distribution : A Zeta Sizer Analysis
[NO] 1464/1789 | Flow-Based Bayesian Updating for Finite Element Models in Digital Twins
[NO] 1465/1789 | A Brief Discussion on the Technical Route for Enabling Substation Reclosing on 10kV All-Cable Lines
[NO] 1466/1789 | Photovoltaic Module Parameter Extraction Based on Artificial Protozoa Optimizer
[NO] 1467/1789 | Pulsed coherent laser wind measurement technology based on an improved multi-signal classification algorithm
[NO] 1468/1789 | Semi-Supervised Seafloor Habitat Classification: A Pseudo-Labeling Framework
[NO] 1469/1789 | Optimal Planning of Energy Hubs for Electrical Distribution Networks with Renewable Integration and Storage Systems: Analysis of Battery Degradation Costs and System Uncertainties
[NO] 1470/1789 | Design Space Exploration of FPGA-Based Spiking Neural Networks for Angle of Arrival Detection
[NO] 1471/1789 | Non-Invasive Near-Infrared (NIR) Spectroscopy Glucose Level Monitoring with ANN
[NO] 1472/1789 | Unified Granularity Controller for Interactive Segmentation
[NO] 1473/1789 | Consumer-Centric Decentralized Federated Reinforcement Learning for Energy Scheduling in Community Integrated Energy System
[NO] 1474/1789 | State of the Journal
[NO] 1475/1789 | Cloud property retrieval based on DISAMAR using Oxygen-A and Oxygen-B band measurements by TROPOMI on Sentinel-5P
[NO] 1476/1789 | Innovative Three and Four-Output-Port Bridge (TOPB and FOPB) for Series and Parallel Multilevel Inverters: Graph-Theoretic Analysis, Modulation Techniques, and Their Application
[NO] 1477/1789 | Dynamic Phasor Modeling and Virtual Impedance Control of Two Paralleled Grid-Forming Converters
[NO] 1478/1789 | Wearable FBG Sensing System based on Optoelectronic Oscillator for High-resolution Vital-sign Detection
[NO] 1479/1789 | Extracting the Single-Dispersion Fractional Cole-Cole Bioimpedance Model based on Low-pass Filter Technique
[NO] 1480/1789 | IEEE Transactions on Electron Devices Publication Information
[NO] 1481/1789 | A Federated Multi-scale Diagnostic Strategy for Bearing Compound Faults with Dynamic Privacy Preservation
[NO] 1482/1789 | Cell-Free Distributed Precoding without Iterations on Unreliable Fronthaul by Quadratic Team Learning
[NO] 1483/1789 | A Rotary mmWave Radar for All-directional Pedestrian Trajectory Tracking
[NO] 1484/1789 | ICRA 2025 Workshop on Grand Challenges in Robotics for Nuclear Environments: A Call to Action [TC Spotlight]
[NO] 1485/1789 | Endo-DFD: Deep Flow-to-Depth in Endoscopy with Uncertainty-Driven Recurrent Refinement
[NO] 1486/1789 | Comparison of Conventional Machine Learning and Convolutional Deep Learning models for Seagrass Mapping using Satellite Imagery
[NO] 1487/1789 | Robust Traffic Forecasting With Disentangled Spatiotemporal Graph Neural Networks
[NO] 1488/1789 | Demonstration of Nitrogen-Polar InGaN-based Red Light Emitting Diodes
[NO] 1489/1789 | Front Cover
[NO] 1490/1789 | Advanced Cooling Optimization for 5G Base Station via a Three-Stage Hybrid Learning Approach
[NO] 1491/1789 | Adaptive Topological Similarity Learning for Incomplete Multi-view Unsupervised Feature Selection
[NO] 1492/1789 | Transformer Driven Visual Servoing for Fabric Texture Matching Using Dual-Arm Manipulator
[NO] 1493/1789 | Improving Gecko Adhesive Performance in Robotic Systems through Trajectory Optimization
[NO] 1494/1789 | Towards Understanding the Tradeoff between Privacy Preservation and Byzantine-Robustness in Decentralized Learning_supp1-3642292.pdf
[NO] 1495/1789 | Research on the Evaluation System for Teaching Quality in Physical Education Classes at General Universities Based on Fuzzy Mathematics
[NO] 1496/1789 | Chain-of-Thought Curriculum Distillation: Teaching Smaller Models to Reason Step-by-Step
[NO] 1497/1789 | STAP: A Socratic Tutor for Adaptive Programming with Pedagogical Scaffolding
[NO] 1498/1789 | A Tech-Enhanced Framework for ESP-EGP Integration: Leveraging Big Data, VR, Blockchain, and NLP
[NO] 1499/1789 | Design and Development of a Python-Based Online Learning Platform Under the Internet Plus Initiative
[NO] 1500/1789 | Research on the Mechanism of Parental Autonomy Support, Growth Mindset, and Hope on Adolescents' Future Orientation Based on a Random Forest Model
[NO] 1501/1789 | A pipeline to obtain a dynamic 3D-Brain Model using the fastsurfer deep learning model from Magnetic Resonance Imaging (MRI)
[NO] 1502/1789 | An Open-Source, Biomimetic, Anthropomorphic Robotic and Prosthetic Hand Testbed for the Execution of Dexterous Manipulation Tasks
[NO] 1503/1789 | Performance evaluation of a novel hybrid system integrating LAES with Brayton Cycle for LNG cold energy recovery
[NO] 1504/1789 | Deep Learning-Based Ripeness Classification of Mangosteen Under Natural Imaging Conditions
[NO] 1505/1789 | A Hybrid Approach to Classification Using KNN and MLP Probability Aggregation
[NO] 1506/1789 | MRI Compatible Focused Ultrasound Phantom for Breast Targets
[NO] 1507/1789 | 3D Point Cloud Snow Removal Technology based on Graph-Convolutional Neural Network
[NO] 1508/1789 | Enhancing Wide-Angle VR Video Transmission Using Human Perception
[NO] 1509/1789 | Multi-Branch Vision Transformer for Early Skin Cancer Detection
[NO] 1510/1789 | Advance Control Scheme for Precise Temperature Regulation of Peltier Module
[NO] 1511/1789 | Performance Evaluation of Deep Learning for Tree Branch Segmentation in Autonomous Forestry Systems
[NO] 1512/1789 | Exploring Multi-Angle Imaging for Food Safety and Security Through Computer Vision
[NO] 1513/1789 | Portable Real-Time System for Disease and Pest Detection in Grapevine Leaves using Edge Computing
[NO] 1514/1789 | Y-LIChess: Live and Interactive Over-The-Board Chess Recognition and Play with Yolo
[YES] 1515/1789 | A Proof-Of-Concept ASIC RISC-V Based SoC for Industrial Applications
[NO] 1516/1789 | Change of Editor-in-Chief
[NO] 1517/1789 | Maximizing the Efficiency of Energy Storage and Renewable Energy Source Integration in Power-Intensive Industrial Microgrids
[NO] 1518/1789 | Adaptive Protection Scheme for Radial Microgrids Considering Generation Contingency
[NO] 1519/1789 | 2025 40th International Conference on Image and Vision Computing New Zealand (IVCNZ)
[NO] 1520/1789 | Matrix - Based Encryption: A Python-Driven Approach to Data protection
[NO] 1521/1789 | Evaluating CNN Depth for Multi-Class Bone Tumor Tissue Classification in Histopathology Images
[NO] 1522/1789 | Towards Intelligent Crowd Monitoring during Hajj: A Novel Dataset for Density Estimation and Anomaly Detection in the Tawaf Area (2015-2019)
[NO] 1523/1789 | Exploring the Barriers to Undergraduate Student Engagement with Research Papers: A Machine Learning and Statistical Analysis Approach
[NO] 1524/1789 | Stability-Oriented AC Filter Capacity Design for Hybrid DR-MMC HVDC System with Grid-Forming Offshore WTGs
[NO] 1525/1789 | Design and Evaluation of Pedestrian Detection on Edge ML device for Autonomous Vehicles
[NO] 1526/1789 | Single-Phase Ground Fault Protection Algorithm for AC Microgrids Based on Fault Distance Identification
[NO] 1527/1789 | Retention Aware of Low Power Techniques for Double Data Rate in High-Speed Memory System
[NO] 1528/1789 | Multi-Bird Biomimetic Controllers for UAV Flight Dynamics
[NO] 1529/1789 | I4Tech 2025 Preface
[NO] 1530/1789 | Examining AI-Driven Success Factors in Cloud Marketplaces and Their Impact on Cloud Adoption by Business Organisations
[NO] 1531/1789 | A Comparative Study of Generative and Diffusion Models for Specular Reflection Removal in Endoscopic Videos
[NO] 1532/1789 | Maximum Correntropy-Based UKF in IMM Framework for Nonlinear Non-Gaussian Systems
[NO] 1533/1789 | Low Entropy Masking Protection Scheme for Ascon Cipher to Counteract Side-Channel Attacks
[NO] 1534/1789 | Location Method for Dominant Oscillation Sources in Distribution Networks Based on Multi-Measurement Point Partial Correlation Analysis
[NO] 1535/1789 | Research on the Construction and Application of a Wind Power Prediction Model Based on the XGBoost Algorithm
