[2026-06-02 23:45:42] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-01
正在获取论文...
[arXiv] 2026-06-01 | FocusDiT: Masking Queries in Diffusion Transformers for Fine-grained Image Generation
[NO] 1579/2000 | Development and characterization of a coaxial six-path, low-inductance, low-jitter spark gap switch with two gas filling modes for high-current pulsed power applications
[NO] 1580/2000 | Experimental Characterization of Epoxy-Bonded Ring-Type Ni/PZT/FeGaCu Composites for Displacement Sensing Applications
[NO] 1581/2000 | HardVault: A Hybrid FPGA-Based Ethereum-Bitcoin Cold Wallet
[NO] 1582/2000 | Design and Evaluation of a Compact, MR-Compatible Origami Continuum Robot with Variable Length
[NO] 1583/2000 | Self-Navigation in Non-Adversarial Crowds: An Invariant Set-Based Approach
[NO] 1584/2000 | Event-Aware Instructed Assistant for Referring Video Segmentation
[NO] 1585/2000 | Deep Learning-Based Drone Heading Estimation Using BiLSTM and Multi-Head Attention: A Comparative Study of Simulation and Real-World Flight Experiments
[NO] 1586/2000 | Cyber-Physical Power System Dataset for Cyber Security of Digital Substations
[NO] 1587/2000 | Application of Partial MDS Codes to Secret Sharing Schemes
[NO] 1588/2000 | Optimization on Riemannian Manifolds: A Filter SQP Framework with Applications to IoT-related Multi-Robot Systems and Network Partitioning
[NO] 1589/2000 | Aerial-Ground Video-based Person Re-Identification with Neural ODE-Enhanced Fusion_supp1-3697779.pdf
[NO] 1590/2000 | Towards Scalable Multi-View Clustering without Predefined Clusters via Inter-Anchor Graph Learning
[NO] 1591/2000 | A Dielectric-Modulated Dual-Material Gate MOS-HEMT for Ultra-High Sensitivity Label-Free Biosensor
[NO] 1592/2000 | In-Memory Computing Enabled Deep MIMO Detection to Support Ultra-Low-Latency Communications
[NO] 1593/2000 | DFT-Based Spectral Precoding for Scalable Unique-Word OFDM
[NO] 1594/2000 | Detection of Unknown Attack in Cyber-Physical Power Systems via Self-Supervised Cross-Layer and Cross-Temporal Consistency
[NO] 1595/2000 | Land Surface Temperature Downscaling via Deep Cross-Fusion of Spatiotemporal Features
[NO] 1596/2000 | Dual Feature Selection-Based Hybrid GRU-Attention-XGBoost Model for Stock Index Price Prediction
[NO] 1597/2000 | IoT–Cloud Integrated LSTM Model for Early Detection and Predictive Diagnosis of Breast Cancer
[NO] 1598/2000 | TriPrune-HMA: A Large-Scale Heterogeneous Multi-Core LSTM Accelerator Based on Two-Stage Triangular Pruning
[NO] 1599/2000 | Towards Autonomous UGV-Based Radio-Frequency Measurement Campaigns: Tutorial and Application
[NO] 1600/2000 | Optical Wireless Communications: Illuminating the Path for Cooper’s Law
[NO] 1601/2000 | ScGDCF: Graphical Deep Clustering with Fused Common Information for Single-cell RNA-seq Data
[NO] 1602/2000 | A Novel Reinforcement Learning-Based Multi-Objective Optimization Framework for Power Allocation in Multibeam Satellite Systems
[NO] 1603/2000 | UAV-Enabled ISAC with Fluid Antennas for Low-Altitude Wireless Networks
[NO] 1604/2000 | Data-driven assessment of climate and topographic integration with satellite imagery for improved surface water detection under agricultural vegetation
[NO] 1605/2000 | RAHBAR: A RoBERTa-Augmented Hybrid biLSTM-biGRU Architecture for Intent Recognition in Education for Urdu Conversational Agent
[NO] 1606/2000 | From Latency to Value of Information: A Review of Timeliness Metrics for Safe Transportation Systems in the 6G Era
[NO] 1607/2000 | A comprehensive study on LWR improvement in metal hard mask etching
[NO] 1608/2000 | Predicting Remaining Useful Life of Batteries Using Machine Learning
[NO] 1609/2000 | An Automated CNN-Based Model for Leukaemia Diagnosis from Blood Cell Images
[NO] 1610/2000 | AutocleanEEG - ICVision: Automated ICA Artifact Classification Using Vision-Language AI
[NO] 1611/2000 | Future-Proofing Identity Security for Agentic AI Systems: Design, Implementation, and Evaluation of an Identity Fabric
[NO] 1612/2000 | Advanced Multi-Layer Security Framework: Integrating AES and LSB for Protection of Sensitive Information
[NO] 1613/2000 | Lightweight Transfer Learning-based SqueezeNet Framework for Multi-Stage Alzheimer’s Disease Classification on MRI
[NO] 1614/2000 | Transforming Environmental Literacy with AI: The AIEC Model for University–Industry Sustainability Alignment
[NO] 1615/2000 | A Three-Stage Gate Driving DC–DC Converter With Ringing Suppression for Automotive Applications
[NO] 1616/2000 | A Unified Semantic Alignment Framework for Robust Text Classification
[NO] 1617/2000 | Anomaly Detection for Weigh-in-Motion Sensor Health Monitoring
[NO] 1618/2000 | Knowledge Graphs and Analysis for Research Communities
[NO] 1619/2000 | SWARMS - Smart Wrist-based Assembly Recognition and Monitoring System for Small Parts
[NO] 1620/2000 | A TinyML-Based Out-of-Distribution Security Monitor for Energy-Constrained Industrial and Medical IoT Systems
[NO] 1621/2000 | A Hybrid Feature Fusion Framework using CNN and EfficientNet-B2 for Brain Tumor classification
[NO] 1622/2000 | Optimizing Current Setting to Reduce Inter-Void Defects in Damascene Copper Interconnects
[NO] 1623/2000 | Detecting Glioma, Meningioma, Pituitary Tumors, and Normal Brain Tissues based on YOLOV8 and YOLOV11 Deep Learning Models
[NO] 1624/2000 | Sign Language Recognition with LSTM and Skeleton Image Merging
[NO] 1625/2000 | Single-Stage Solid-State Transformer Based on Cascaded H-Bridge Architecture with Integrated AC–DC Conversion for Traction Application
[NO] 1626/2000 | Carbon-Aware SLO Enforcement for Cloud-Native Microservices Using Adaptive Reliability Policies
[NO] 1627/2000 | A Simultaneous Topology Optimization Method of Magnet and Iron-core for Interior Permanent Magnet Synchronous Motors Based on Rectangular Shape Correction
[NO] 1628/2000 | BioSleepNet: Bio-Inspired Sleep Staging via Context Multimodal Fusion and Dynamic Temporal Memory
[NO] 1629/2000 | BadBone: Backdoor Attacks Against Backbone Models in Visual Prompt Learning
[NO] 1630/2000 | SDS 2026 Best Paper Awards
[NO] 1631/2000 | A Novel Method with Encoder-Decoder for Cross-Sensor Adaptation in Surface Shape Sensing with Sparse Strain Sensors
[NO] 1632/2000 | Robust SIC Design in Downlink NOMA Under User-Dependent CSI Uncertainty
[NO] 1633/2000 | Deep Learning-Based Prediction and Classification of Microplastics in Water Samples
[NO] 1634/2000 | AOTSS: Acoustic-optical Communication based Multi-AUV Collaborative Target Search Scheme via Deep Reinforcement Learning
[NO] 1635/2000 | Using Student Projects to Compare Model-Based Systems Engineering and Human-Centered Design
[NO] 1636/2000 | Portable Ex Vivo Perfusion System for the Immediate Hemodynamic Rescue and Characterization of Ischemic Slaughterhouse Organs
[NO] 1637/2000 | Preface
[NO] 1638/2000 | Experimental Validation of Capacitive Touch Sliders: Recommendations for Human Machine Interface Design
[NO] 1639/2000 | Forecasting Next-Day Gold Returns under Market Volatility: A Comparative Study of Machine Learning and Hybrid Deep Learning Ensembles
[NO] 1640/2000 | Estimating Ventilatory Thresholds from Heart Rate Dynamics During Incremental Exercise Using Supervised Learning
[NO] 1641/2000 | A Deep Learning–Based Transformer Framework for Binary Mental Health Sentiment Analysis to Support Government Policy Decision-Making
[NO] 1642/2000 | Forecasting Crowd Density and Directional Flow from Frame Sequences Using Deep Learning
[NO] 1643/2000 | Genome-wide Repetitive DNA Profile Workflow for Evolutionary and Disease Insight using ML Algorithms
[NO] 1644/2000 | Energy storages in the context of energy security in the event of catastrophic failures
[NO] 1645/2000 | Cooperative Multi-Drone Coverage Path Planning with Graph-Attentive Feature Interaction
[NO] 1646/2000 | High-Speed 64-bit Recursive Pipelined Vedic Multiplier Using Carry-Save and Kogge-Stone Adders
[NO] 1647/2000 | Triple Active Bridge Converter with High-Frequency Transformer for Grid Integration of Photovoltaic and Storage Systems
[NO] 1648/2000 | Investigating the Impact of Speech Enhancement on Audio Deepfake Detection in Noisy Environments
[NO] 1649/2000 | SUVI: Scalable Unified Vector Intelligence for Efficient Edge Deployment
[NO] 1650/2000 | Online Continual Spatio-Temporal Learning for Change-Resilient Blocking Prediction in Elastic Optical Networks
[NO] 1651/2000 | Impact of Measurement Uncertainty on Accuracy of Transient State Estimation
[NO] 1652/2000 | Mapping the Landscape of DDoS Attack Detection with Machine Learning in SDN
[NO] 1653/2000 | CannyEdit: Selective Canny Control and Dual-Prompt Guidance for Training-free Image Editing
[NO] 1654/2000 | Spatio-temporal Modeling Using a Cost-Effective System for Air Quality Monitoring
[NO] 1655/2000 | Day-Ahead Heat Demand Prediction Using BiLSTM-Based Hybrid Neural Networks
[NO] 1656/2000 | Mitigating LLM Limitations in Learning Environments through Retrieval-Based Knowledge Integration*
[NO] 1657/2000 | Meteorological data and Sky Images meets Neural Models for Photovoltaic Power Forecasting
[NO] 1658/2000 | An Exploratory Study on Intervention Behavior of a Driver Under Cognitive Load in a Simulated Autonomous Driving Scenario
[NO] 1659/2000 | On the study of the shape of language: A Topological Analysis of Universal Embedding Spaces generated by Large Language Models
[NO] 1660/2000 | Spatial Distribution Patterns and Driving Mechanisms of Nationally Important Agricultural Heritage Systems in China: An Interpretable Machine Learning Approach
[NO] 1661/2000 | Analysis of Performance Differences in Pre-trained Language Models Across Classical and Modern Chinese
[NO] 1662/2000 | Research on real-time dynamic intelligent data governance method based on Lakehouse integration
[NO] 1663/2000 | LSBMAR: Latent Schrödinger Bridge for Metal Artifact Reduction in CT Scans
                    <sup>*</sup>
[NO] 1664/2000 | Multi-Objective Candidate Generation for Reciprocal Recommendation at Hinge
[NO] 1665/2000 | DUPLet: Dynamic User Modeling for Personalized Cover Letter Generation
[NO] 1666/2000 | Poster: MoCas-HAR: Lightweight and Generalizable Multi-Sensor Human Activity Recognition via Cascaded Fusion and Moment-Morph Regularization
[NO] 1667/2000 | Unlocking Human Movement: Detailed Gait and Impact Assessment from Consumer Earable Devices
[NO] 1668/2000 | Range-Level Preloading with Scalable Watch-Time Estimation for Billion-User Streaming Systems
[NO] 1669/2000 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 1670/2000 | DBHN-Net: Dual-Branch Hybrid Neural Network for Low-Complexity Monaural Speech Enhancement
[NO] 1671/2000 | MGA-CLIP: A Multigranularity Attribution Framework for Cross-Modal Explainability in CLIP_supp1-3696329.pdf
[NO] 1672/2000 | Author Index
[NO] 1673/2000 | TinyContainer: Container Runtime Middleware Enabling Multi-tenant Microcontrollers with Built-in Security
[NO] 1674/2000 | Assessing the Impact of Inter-Electrode Distance on EHG-based Features for Contraction Analysis
[NO] 1675/2000 | Leveraging Wireless Sensor Nodes for Efficient &amp; early flood Prediction
[NO] 1676/2000 | Gate-Engineered Tunnel FET Based LIF Neuron for Scalable and Energy-Efficient AI Systems
[NO] 1677/2000 | Impact of Low-n Absorber on SMO in High-NA EUV Lithography for Sub-3nm Nodes
[NO] 1678/2000 | Nanoindentation-based mechanical characterization of Poly(vinyl alcohol) for biological phantom realization
[NO] 1679/2000 | The Architecture of Digital Trust: A Multi-Level Framework for Bridging the AI Value Gap
[NO] 1680/2000 | A Learnable and Generalized Few-Shot Semantic Segmentation Framework with Prototype Fusion for Remote Sensing Images
[NO] 1681/2000 | SIAGeTrans: Traffic Optimization Based on Game Theory and IoT
[NO] 1682/2000 | Advanced Classification of Pancreatic Cancer: Harnessing Bag-of-Features with Linear SVM and Fine KNN
[NO] 1683/2000 | Synthesis of a Novel Fluorinated Methacrylate Polymer used in Immersion Photoresist
[NO] 1684/2000 | Vision-Based Automatic Registration for Surgical Navigation: Accuracy Assessment on Phantoms
[NO] 1685/2000 | Bayesian Change Point Detection and its Applications in Artificial Intelligence
[NO] 1686/2000 | Security Review on Strategies to Defeat Network Filters
[NO] 1687/2000 | Evaluating the Effectiveness of a Bridging Program in Mathematics and Basic Engineering Sciences: Evidence from First-Year Engineering Students
[NO] 1688/2000 | Efficient Privacy-Preserving Ridesharing: An Online Matching-Based Approach
[NO] 1689/2000 | Preparation and Performance Optimization of Boron-doped Ultrasmall Cerium Oxide Abrasives for Higy-Efficiency CMP
[NO] 1690/2000 | CsPbBr
                    <sub>3</sub>
                    Perovskite Quantum Dots and One-Dimensional ZnO nanorods composites applied for Ultraviolet/Visible Broadband photodetectors
[NO] 1691/2000 | Reusable, Secure, and Compliance-First CI/CD Pipeline Architectures for Regulated Enterprise Environments
[NO] 1692/2000 | A Hybrid and Adaptive Deep Learning Framework for Robust Image Classification Across Diverse Domains
[NO] 1693/2000 | MedAgent: Trustworthy Personalized Consumer Health Search via Multi-Agent Retrieval and Verification
[NO] 1694/2000 | Towards Automated Grading of Hand Drawings: A Dataset and Classification Framework
[NO] 1695/2000 | Oscillation Mechanisms of Laser-Sustained Plasma: A Key to Stabilizing Light Sources for Wafer Defect Inspection
[NO] 1696/2000 | Design and Optimization of 60v LDMOS in 0.18mm BCD Platform with Enhanced Performance Via STI Engineering
[NO] 1697/2000 | Distributed Adaptive Predefined-Time Bipartite Consensus for Nonlinear Multiagent Vehicle Systems With Experiments: Reinforcement Learning Approach
[NO] 1698/2000 | A Failure Taxonomy and Trace-Driven Debugging Toolkit for Reliable Agentic LLM Systems
[NO] 1699/2000 | An Efficient Ensemble and Boosting Based Regression Framework for Air Quality Index Forecasting in Hassan District of Karnataka
[NO] 1700/2000 | Emulation of Intensity-Dependent Neuronal Firing Latency Using A HfO
                    <sub>x</sub>
                    -based Volatile Memristor
[NO] 1701/2000 | Beyond Distribution Shift: Investigating Generalisation in Automated Algorithm Selection for Single-Objective Black-Box Optimisation
[NO] 1702/2000 | Corrections to “TD-AMRKNet-Based Radar Image Processing Framework for Sea Clutter Suppression”
[NO] 1703/2000 | Multiview Graph Learning for Mental Stress Recognition in Human–Machine Interaction
[NO] 1704/2000 | Dynamic Minimum Loss Routing Strategy and Low-Carbon Economic Operation Optimization for Cyber-Physical Energy Routers
[NO] 1705/2000 | LiDAR Teach, Radar Repeat: Robust Cross-Modal Navigation in Degenerate and Varying Environments
[NO] 1706/2000 | MAD-MulW: A Multi-Window Anomaly Detection Framework for BGP Security Events
[NO] 1707/2000 | ConvShareViT: A Vision Transformer-Like Architecture for Free-Space Optical Accelerators
[NO] 1708/2000 | Table of Contents
[NO] 1709/2000 | Phy-OSShip-MS Dataset: A Paired Optical-SAR Ship Imagery Generation Method Via Hierarchical Physics-Guided Style Transfer
[NO] 1710/2000 | Seeing with Words: Grounding-Aware Refinement for Vision-Language Model Captions in Multi-Level Synthetic Traffic Scenes
[NO] 1711/2000 | ICSM 2025 TOC
[NO] 1712/2000 | Multi-Zone Short-Term Load Forecasting Using Time Series and Learning-Based Models
[NO] 1713/2000 | Scalable Multimodal Localization for Underground Parking Lots Using Distributed Antenna Systems
[NO] 1714/2000 | Experimental Investigation of the Impedance Spectroscopy Suitability for Windings Insulation Prognosis under Different Ageing Mechanisms
[NO] 1715/2000 | A Unified Framework for Unbiased Non-Coherent Over-the-Air Computation
[NO] 1716/2000 | Joint Resource Allocation and Beamforming Design for STAR-BD-RIS-Assisted LEO Satellite Collaborative Edge Computing
[NO] 1717/2000 | A Motor Fault Diagnosis Framework with Vibration-Current Multimodal Contrastive Learning for Cross-Device Scenarios
[NO] 1718/2000 | Development of autoencoder-guided attention-LSTM models for predicting nocturnal hypoglycemia risk in Type 1 Diabetes
[NO] 1719/2000 | Design of BESS-based Synthetic Inertia for Mitigating the Low Inertia Effects in High IBR Power Systems
[NO] 1720/2000 | TwinIt: An AI Digital Twin Platform for IoT prototyping using LLM
[NO] 1721/2000 | 2-D Electric Field Prediction Using Neural Networks Trained on Mobile Sensor Network Observations
[NO] 1722/2000 | 2026 IEEE Swiss Conference on Data Science and AI (SDS)
[NO] 1723/2000 | Robust Optimization Techniques and Their Application in the Design of Coherent Filterless Optical Networks
[NO] 1724/2000 | A Comparative Study on Current Spreading Layers in n-AlGaN to Enhance the Quantum Efficiency of Deep Ultraviolet Light-Emitting Diodes_supp1-3696595.docx
[NO] 1725/2000 | Subject-Adaptive EEG-EMG Fusion Network for Motor Intention Decoding Across a Broad Impairment Spectrum
[NO] 1726/2000 | Reliable Covert Communication for Integrated Cognitive Satellite Aerial Terrestrial Networks with NOMA and Poisson Distributed Jammers
[NO] 1727/2000 | Distributed Semantic Communication via Nonlinear Transform Coding for Correlated Images
[NO] 1728/2000 | Position-Aware Hybrid Beamforming for ISAC: Leveraging RIS and Stacked Intelligent Metasurfaces
[NO] 1729/2000 | MPDA: Multimodal Prompt Decoupling Attack on the Safety Filters in Text-to-Image Models
[NO] 1730/2000 | Optimized Algorithms for FPGA-Based Acceleration of 5G-NR PDSCH Transmit Chain
[YES] 1731/2000 | Policy-Driven Shift-Left Security for Hybrid OpenShift CI/CD Pipelines
[NO] 1732/2000 | Solution of High Aspect Ratio TSV PVD in Advanced Packaging
[NO] 1733/2000 | Hypernetwork-Mediated Multimodal Fusion for Breast Cancer Molecular Subtype Classification Using Histopathology and Genomics
[NO] 1734/2000 | Generation of Frequency-independent and Phase-coherent Dual-band Microwave Waveforms Based on Mutual Injection Locked OEO
[NO] 1735/2000 | Innovative Solution for Ta Pillar Metal Hard-Mask Open in MRAM Technology
[NO] 1736/2000 | IC-ICNS 2026 Cover Page
[NO] 1737/2000 | A SINS/OFSS Integrated Positioning Method for Enhancing Shearer Positioning Accuracy in Intelligent Coal Mining Face
[NO] 1738/2000 | An Industrially Scalable Embroidered Circularly Polarized Antenna with Reduced SAR for Wearable Applications
[NO] 1739/2000 | Polarforming for IRS-Assisted Flexible Intelligent Metasurfaces Enabled Wireless Communications
[NO] 1740/2000 | Biaxial Optical Cantilever Combining on-Chip Patterned Laser and Sampling Moiré Method
[NO] 1741/2000 | G-DRAGON: Geospatial Reasoning and Dynamic Planning for Retrieval-Augmented Outdoor Navigation
[NO] 1742/2000 | Characterization and Initial Optimization of Reconstruction Performance for Detector Crosstalk of Ultra-high Performance Brain PET Imager
[NO] 1743/2000 | MeMeA 2026 Preface
[NO] 1744/2000 | Morphling: Emulator for Distributed Machine Learning at the Edge
[NO] 1745/2000 | Session details: Session 4
[NO] 1746/2000 | Coupling-Aware Edge-Cloud Computing for Multi-UAV Cooperative Sensing via Evolutionary Game-Based Deep Reinforcement Learning
[NO] 1747/2000 | UWarp: A Whole Slide Image Registration Pipeline to Characterize Scanner-Induced Local Domain Shift_supp1-3698161.docx
[NO] 1748/2000 | Communication-Pipelined Split Federated Learning for Foundation Model Fine-Tuning in UAV Networks
[NO] 1749/2000 | Narrow Linewidth Butterfly Laser with Dual-Zone Thermally Symmetric TEC for FMCW LiDAR
[NO] 1750/2000 | The AI-Therapist Duo in Virtual Reality: A Triadic Design for Immersive Exposure Digital Art Therapy
[NO] 1751/2000 | The 17th International Workshop on Personalized Access to Cultural Heritage (PATCH 2026)
[NO] 1752/2000 | Learning Collaborative Reasoning Strategies Through Trust-Weighted Multi-Agent Consensus
[NO] 1753/2000 | Design and Evaluation of a Steerable Polymer-Based Soft Continuum Neuroendoscope
[NO] 1754/2000 | Neuro-Adaptive Agentic AI Platform (NAAP): A Cognitive-Technological Framework for Cybersecurity and Human Performance Optimization
[NO] 1755/2000 | Development of a Python-Based Load Flow Tool for Power Systems Incorporating STATCOM
[NO] 1756/2000 | The Economic Efficiency of Algorithms for Forced Limitation of Electricity Consumption in Crisis Situations
[NO] 1757/2000 | Features of Measurement Parameters in Monitoring at Electric Power Enterprises
[NO] 1758/2000 | Towards a Sustainable Energy Future: Analyzing the Impact of Hourly Electricity Trade in the GCC Countries, plus Egypt, Jordan, and Iraq
[NO] 1759/2000 | An Enhanced Strategy for Wind Turbine Participation in Primary Frequency Regulation
[NO] 1760/2000 | AI-driven Scaling of Design of Experiments to High-Throughput Automation: A Genetic Algorithm for Large Orthogonal Designs
[NO] 1761/2000 | A Fuzzy Based-rule Adaptive Federated Learning for constructing a Trustworthy GPAIS
[NO] 1762/2000 | AHFF-Net: Adaptive Hierarchical Feature Fusion via Fractal Recursive Bottlenecks for Fine-Grained Cancer Cell Classification
[NO] 1763/2000 | Application of Three-Capacitance Model for Simulation of Partial Discharges Generated at Ripple Voltage Waveform
[NO] 1764/2000 | Transformer-UNet Architecture for Document Dewarping and Layout Analysis
[NO] 1765/2000 | Foundation Model-Driven Auto-Annotation: A Multi-Modal Toolbox for General-Purpose Data Labeling*
[NO] 1766/2000 | Mitigating Distributional Shifts in Predicting Conformational Properties of Intrinsically Disordered Proteins
[NO] 1767/2000 | Fill in the Gaps - Applying Polynomial-based Imputation techniques for Heart Rate Data
[NO] 1768/2000 | Visual Deep Reinforcement Learning for Adaptive Traffic Signal Control: A Neuro-Symbolic XAI Approach
[NO] 1769/2000 | Agentic Narrative Audio Guides: A Hybrid Multi-Agent System for Cultural Audio Guides
[NO] 1770/2000 | AdvNet: Revealing Performance Issues in Network Protocols by Generating Adversarial Environments
[NO] 1771/2000 | Belt and Suspenders: A Study of Resilience in TikTok's Global Video Delivery
[NO] 1772/2000 | A Comparative Study of Text-Driven Diffusion Models for Generative Human-Like Motion
[NO] 1773/2000 | Active Learning and Explainable AI for Multiobjective Optimization of Spin Coated Polymers
[NO] 1774/2000 | Non-Contact Detection of Aeolian Vibrations in Overhead Power Lines via Magnetic Field Spectral Analysis
[YES] 1775/2000 | OGD4All: A Framework for Accessible Interaction with Geospatial Open Government Data Based on Large Language Models
[NO] 1776/2000 | CaliCausalRank: Calibrated Multi-Objective Ad Ranking with Robust Counterfactual Utility Optimization
[NO] 1777/2000 | Research on Comedy Films Alleviating Anxiety in College Students Based on Imagery Dialogue Technique and Artificial Intelligence
[NO] 1778/2000 | AI+Big Data Technology Adoption in SMEs: A Dynamic Capabilities Perspective
[NO] 1779/2000 | Digital Monitoring Method for Abnormal Grid User Operation Patterns Using Lightweight Graph Convolutional Networks
[NO] 1780/2000 | Metal Artifact Reduction in CT Images via a U-Net Architecture with Multi-Scale Dilated Convolutions
[NO] 1781/2000 | Finding Phones Fast: Low-Latency and Scalable Monitoring of Cellular Communications in Sensitive Areas
[NO] 1782/2000 | Towards Personalised DPOAE Protocols: Bayesian Optimisation of Secondary Stimulus Levels
[NO] 1783/2000 | PERSE: A PERsonalised SEizure prediction system based on large-scale EEG foundation models
[NO] 1784/2000 | Demo: Real-Time Deep Video Watermarking on the Edge
[NO] 1785/2000 | Policy-Driven Federated Learning for Heterogeneous Edge Devices
[NO] 1786/2000 | Understanding Multimodal LLM Behavior in Arabic Image Captioning
[NO] 1787/2000 | Processing motion data C3D files: a Python script repository for human gait analysis
[NO] 1788/2000 | Fairness-Aware Dynamic Electricity Pricing with Game-Theoretic Demand Response
[NO] 1789/2000 | Diagnosing Algorithmic Bias in AI-Powered Hiring: Toward a Fairness-Aware Framework
[NO] 1790/2000 | CultuRASC: A Comprehensive Benchmark for Sarcasm Detection in Hindi-English Code-Mixed Tweets with Novel Combined Loss and Explainable AI
[NO] 1791/2000 | MST-AFF: A Multi-Modal Spatio-Temporal Transformer with Adaptive Feature Fusion for Pain Intensity Estimation
[NO] 1792/2000 | FSyD-Net: Fused Synergistic Disentanglement for Robust Audiovisual Emotion Recognition
[NO] 1793/2000 | Study of the Titanium Nitride Damage During the Wet Etch Process in Logic Device
[NO] 1794/2000 | <b>Guest Editorial: Advancements in MPC and Learning Algorithms for Legged Robots</b>
[NO] 1795/2000 | Hollow-core fiber-based photothermal interferometric sensor for ethylene detection
[NO] 1796/2000 | Motion analysis of a multi-stiffness concentric tube magnetic continuum robot and its remote constraint application for minimally invasive surgical operations
[NO] 1797/2000 | A 2-D Circularly Polarized Electronically-Controlled Beam-Scanning Leaky-Wave Antenna for Millimeter-Wave Applications
[NO] 1798/2000 | Stability Analysis of Interconnected Periodic Systems
[NO] 1799/2000 | A General and Efficient Low-Order Approximation Method for Fractional-Order Systems with Improved Accuracy–Complexity Trade-Off
[NO] 1800/2000 | Front Cover
[NO] 1801/2000 | Performance Evaluation of a Dual-Electrode Electro-Aero-Dynamic Propulsion System versus Conventional Propellers Under Flight-Representative Atmospheric Conditions
[NO] 1802/2000 | Enhanced Power Yield and Resilience in Partially Shaded TCT PV Arrays through Novel Periodic Sequence Reconfiguration
[NO] 1803/2000 | A Physics-Guided Framework for Available Traction Power and In-Motion Charging
[NO] 1804/2000 | Pervasive Computing Call for Articles
[NO] 1805/2000 | Human-Guided Online Reward Adaptation for Real-Robot Arm Manipulation
[NO] 1806/2000 | PD
                    <sup>2</sup>
                    Net: A Prototype-guided Generative Copy-move Forgery Image Detection and Distinguishment Framework
[NO] 1807/2000 | A phase correlation-based time series InSAR algorithm
[NO] 1808/2000 | Large Language Models for Mobility Data and Transport Planning: A Real-World Experiment on Output Data, Reasoning, and Knowledge-Conditioning
[NO] 1809/2000 | Beyond Navigation: Unlocking the High-precision Sensing Potential of GNSS Signals
[NO] 1810/2000 | An Analytical Computational Model for Bearingless Permanent Magnet Synchronous Motors Based on Distributed Magnetic Circuit Method
[NO] 1811/2000 | Multi-Source Data Fusion for Global Crop Yield Prediction: A SHAP-Driven Ablation Study
[NO] 1812/2000 | Sensor Fusion and Filtering Techniques for Attitude Estimation in Thrust Vector Control Systems
[NO] 1813/2000 | A Method for RUL Prediction of Rotating Machinery Integrating Prior Information and Physical Knowledge
[YES] 1814/2000 | Vision-Based Transformer Model for Fast Simulation of Advanced Packaging Structure
[NO] 1815/2000 | SOCC-ICP: Semantics-Assisted Odometry based on Occupancy Grids and ICP
[NO] 1816/2000 | NEXORA: Eye Tracking, Voice Command and Gesture Integration System for Enhanced Human-Computer Interface
[NO] 1817/2000 | Autonomous AI-Powered Resource Management for Apache Flink on Amazon EKS
[NO] 1818/2000 | Sparse-Prior-Assisted Dual-Encoder Multi-Scale Fusion Network for Acoustic Tomography Temperature Reconstruction
[NO] 1819/2000 | High-Precision Flower Species Classification Using Transfer Learning Based ResNet50
[NO] 1820/2000 | 3-D Moiré Projection Model for Super-Resolution Point Localization
[NO] 1821/2000 | Responsible AI Rollout: Ethical AI Implementation in Engineering Teams Based on NSPE and IEEE Frameworks
[NO] 1822/2000 | ASTRA-Net: Adaptive Spatiotemporal Track-Before-Detect Recurrent Attention Net for UAV
[NO] 1823/2000 | Urine-Based Spectroscopy/AI Platform for Early Detection of Multiple Cancers
[NO] 1824/2000 | Lower Limb Joint Angles Measurements during Gait using Videophotogrammetry and CANGURO
[NO] 1825/2000 | Machine Learning-Driven Full Spectrum Analysis for Process Enhancement
[NO] 1826/2000 | Performance Analysis of AI-Powered Analytics in Oracle Autonomous AI Lakehouse-Vector Search and Data Lake Acceleration on Apache Iceberg
[NO] 1827/2000 | Parametric Modeling and Rapid Prototyping of a Low-Cost Hinged Ankle-Foot Orthosis
[NO] 1828/2000 | Capstone Design: NRC Combat Robot
[NO] 1829/2000 | Analysis of Metallic Contaminants on SiC Wafer with Innovative Extraction Method
[NO] 1830/2000 | Advanced Metrology for Backside Metallization Using Picosecond Laser Ultrasonics
[NO] 1831/2000 | A Responsible GenAI Maturity Model for Delivery Governance: A Five-Level Framework for PMOs, Agile Coaches, and Engineering Leaders
[NO] 1832/2000 | A Compact Wearable sEMG–FES System for Bilateral Post-Stroke Rehabilitation
[NO] 1833/2000 | Estimating Cricothyroid Muscle Activation from HDsEMG Using a Neural Network–Based Framework: A Case Study
[NO] 1834/2000 | A Decision-Support Framework for Airport Stormwater Mitigation Using Drone-Based LiDAR and GIS Analytics
[NO] 1835/2000 | Transforming Customer Experience in Fintech through Ethical, Scalable, and Secure AI Systems
[NO] 1836/2000 | Multi-Modal Explainable Deep Learning Architecture for Early Detection of Oral Cancer
[YES] 1837/2000 | A Performance-Driven Digital Computing-in-Memory Compiler with LLM Assisted Analysis Method
[NO] 1838/2000 | Wet Process Design for Improving Backside Poly Etching Uniformity
[NO] 1839/2000 | Performance-Driven Database Distribution: Evaluating Replication, Partitioning, and Sharding for OLAP Using an Adaptive Cross-Platform Framework
[NO] 1840/2000 | Transfer Learning-Based CNN Models for Colorectal Cancer Histopathology Classification
[NO] 1841/2000 | Study of New Stress Migration Failure Modes in Nose Plate Structures of Cu/Low-k Interconnects
[NO] 1842/2000 | Urdu Crime News Summarization (UCS) Corpus
