[2026-09-04 23:45:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-03
正在获取论文...
[arXiv] 2026-09-03 | ToPO: Token-Conditioned Preference Routing for Attention-Based Latent Diffusion Models
[NO] 1483/1979 | Research on Dynamic Risk Propagation in Digital Trade Networks Based on Temporal Graph Neural Networks
[NO] 1484/1979 | Comparison of the Influence of Voltage Types on the Degradation Behavior of Film Capacitors
[NO] 1485/1979 | Effect of Benzotriazole Concentration on Kraft Paper Insulation Degradation in Sulfur-Contaminated Mineral Oil
[NO] 1486/1979 | Deep Trap Induction and Space Charge Suppression in Glycerol-Modified Silicone Gel at DC Stress
[NO] 1487/1979 | Investigation of Dielectric Properties of Silicon Nitride Used in Power Modules
[NO] 1488/1979 | Temperature and Square-Wave Voltage Effects on Partial Discharge Characteristics of High-Voltage Power Module Encapsulation Insulation
[NO] 1489/1979 | Degradation Study on Turn-to-Turn Insulation of Hairpin Winding in EV Motors Due to Wide- Bandgap Power Converters
[NO] 1490/1979 | Dielectric and Gas Generation Characteristics of KI50EX Synthetic Ester Oil Under Local Overheating Faults
[NO] 1491/1979 | High-Reliability Multi-Level Cell Voltage-Gated Spin-Orbit Torque Magnetic Random-Access Memory
[NO] 1492/1979 | Time-Domain Distributed Electrical Model for Partial Discharge Pulse Propagation in Power Cables
[NO] 1493/1979 | Quantum Noise-Limited Information Capacity in Sub-Wavelength Nanophotonic Waveguides: A Theoretical Study
[NO] 1494/1979 | A Regularisation Approach for Constant False Alarm Rate Reduced Rank Detection
[NO] 1495/1979 | IEEE Transactions on Emerging Topics in Computing Publication Information
[NO] 1496/1979 | Parallel Explainable Internet of Medical Things Framework with a Structured Multi-Agent Patient-State Representation for Hepatocellular Carcinoma Survival Prediction
[NO] 1497/1979 | Prediction of Lower Limb Joint Angles Based on Muscle Synergy Theory
[NO] 1498/1979 | 8–16 GHz Harmonic Radar with Inkjet-Printed Nonlinear Tags for Clutter-Resilient Respiration Monitoring
[NO] 1499/1979 | Exceeding 670-mW Linearly Polarized Single-Frequency Fiber Laser Using a 0.6-cm Polarization-Maintaining Yb-Doped Crystal-Derived Silica Fiber
[NO] 1500/1979 | Inversion Model for Permittivity Estimation Using a Dual-Polarized Continuous-Wave Ground-Penetrating Radar System
[NO] 1501/1979 | Real-Time Thermal Infrared Object Tracking via Efficient Consistency-Reasoning Correlation Filters
[NO] 1502/1979 | ComSoc CTN
[NO] 1503/1979 | Learned Hyperspectral Image Compression with Coarse-To-Fine Spatial-Spectral Prediction Network
[NO] 1504/1979 | Enhancing Prosthetic Wrist Precision With Robust $\mathcal {H}_\infty$ Control and Timoshenko Beam Modelling
[NO] 1505/1979 | TBJC: A Targetless Trajectory-Based Joint Calibration Framework for Roadside Multimodal Fusion Perception
[NO] 1506/1979 | Table of Contents
[NO] 1507/1979 | Toward a Real-Time Gust Front Prediction for Wildfire Hazard Awareness Using Polarimetric Weather Radar
[NO] 1508/1979 | Cross-Standard 6G Control-Plane Middleware for Deterministic Time-Synchronized Music Instruction in Cyber-Physical Training Systems
[NO] 1509/1979 | Water Vapor Pressure Profile Retrieval From GNSS Radio Occultation Without NWP Background Fields During Inference Using a Decoupled Cross-Attention Network
[NO] 1510/1979 | Proceedings of the 26th ACM International Conference on Intelligent Virtual Agents
[NO] 1511/1979 | Construction and Application Evaluation of Artificial Intelligence Practice Teaching Platform Based on Open Source Hardware and Edge Computing
[NO] 1512/1979 | Research on Text Translation Framework Design for French Unstructured Signal Data
[NO] 1513/1979 | Practical Application of Multi-Dimensional Cadre Evaluation Data Intelligence Simulation Based on Multi-Algorithm Fusion in Organizational Management
[NO] 1514/1979 | Research on Automated Fraud Detection Algorithm Models in Internal Control Risk Identification
[NO] 1515/1979 | A Programmable Compute-Near-Memory Architecture for 130 fps Visual Odometry on Embedded Systems
[NO] 1516/1979 | Data-Oriented Event Modeling of Complex Cyber–Physical Systems via Hybrid Colored Petri Nets
[NO] 1517/1979 | IEEE Journal of Biomedical and Health Informatics Information for Authors
[NO] 1518/1979 | RadarConf'26 2026 TOC
[NO] 1519/1979 | Gen-lyph: A Human-AI Collaboration System for Creating Figurative Glyph-Based Visualizations_supp2-3730177.pdf
[NO] 1520/1979 | BELTA: Moving Target Tracking in Unknown Environments With Belief-Space Visibility Optimization
[NO] 1521/1979 | A Semi-Analytical Method for Angle of Sight and Visibility Window for Satellite Platforms in Geolocation Applications
[NO] 1522/1979 | Data-driven Carrier Shutdown for Energy-Efficient Mobile Networks with User Experience Guarantees
[NO] 1523/1979 | IEEE ComSoc Publications
[NO] 1524/1979 | High-Quality EEG-to-Image Reconstruction via Dual-Branch Feature Extraction and Cascaded Conditional Diffusion_supp1-3730128.pdf
[NO] 1525/1979 | Corrections to “Physics-Informed Model Reduction With Coriolis/Centripetal Force Terms Cancellation in 4PPa-2PaR Parallel Manipulator”
[NO] 1526/1979 | Research on low-temperature thermocompression bonding of glass substrates assisted by nano titanium passivation layer
[NO] 1527/1979 | Design and optimization of Repositioned Reverse- Series Rounded-Rectangular Coil Structure for Enhanced Misalignment Tolerance in Wireless Power Transfer Systems
[NO] 1528/1979 | A Generic Supervisor Control and Fault Diagnosis Scheme for Water Quality and Safe Performance of Water Distribution Networks
[NO] 1529/1979 | ATRS: Adaptive Trajectory Re-Splitting Via a Shared Neural Policy for Parallel Optimization_supp1-3730369.mp4
[NO] 1530/1979 | Decision Accountability in LLM-Driven UAVs: A Privacy-Preserving Forensic Logging Framework_supp1-3729598.txt
[NO] 1531/1979 | Welcome
[NO] 1532/1979 | A Switching-Enhanced Cloud-End Collaborative MPC Framework for Constrained IoT-Enabled Cyber-Physical Systems
[NO] 1533/1979 | Self-Healing Reconfigurable Intelligent Surface Based on Real-Time Detection and Far-Field Radiation Pattern Optimization
[NO] 1534/1979 | Hierarchical Stochastic Optimization for Integrated Signal Priority and Speed Control to Enhance Route-Level Schedule Adherence Considering Stochastic Bus Operations_supp2-3722868.mp4
[NO] 1535/1979 | Joint Design of Dual-Timescale Position, User Association and Transceiver Beamforming for Movable-Antenna Enabled Heterogeneous Networks
[NO] 1536/1979 | Cooperative Distributed Detection for Oversampled Random Multiplexing Systems
[NO] 1537/1979 | Sub-Terahertz Multi-User MIMO Channel Modeling in An Indoor Hotspot Scenario Using Ray Tracing
[NO] 1538/1979 | Closing the Coverage Gap: Space-Based VHF Voice Communications for Air Traffic Management
[NO] 1539/1979 | Deployment and Optimization of YOLOv8n Edge Object Detection on RISC-V K230
[NO] 1540/1979 | Research on Blockchain Technology for Trustworthy Verification and Secure Storage of Electronic Documents
[NO] 1541/1979 | A Study on AIGC-Driven Interactive Design and User Perception of Cantonese Embroidery as Intangible Cultural Heritage Based on the Kano Model: A Case Study of New Chinese-Style Luggage
[NO] 1542/1979 | Interaction Design and Algorithm Implementation for the Kindred Spirits Culture App Based on the User Experience Elements Model
[NO] 1543/1979 | Teaching Model of Visual Communication Design Courses Based on AIGC Workflow
[NO] 1544/1979 | Improved Temperature Calculation Model for High Voltage Direct Current Submarine Cables Considering Insulation Leakage Current and Thermomechanical Stress
[NO] 1545/1979 | Broadband Impedance Spectrum Measurement of Cables Based on Pulse Waveform Adjustment
[NO] 1546/1979 | Effect of Additive Concentration on the Dielectric Properties of Extruded HVDC Cable Insulation
[NO] 1547/1979 | Loss-of-Life Fraction Estimation for HVDC Extruded Cables in the Presence of Long Temporary Overvoltages Recorded in the Field
[NO] 1548/1979 | Impact of Static Mechanical Strain on Breakdown Strength of High Purity XLPE for HVDC Cables in Floating Offshore Applications
[NO] 1549/1979 | Experimental Study on the Stress Grading System of Double-Fed Machine Under Sinusoidal and Square Wave Voltage
[NO] 1550/1979 | Designing a Capacitive Sensor to Detect Series Arcs in Aircraft HVDC Electrical Systems
[NO] 1551/1979 | Diversity Mapping for TEOS Capacitively Coupled Plasmas
[NO] 1552/1979 | Holistic Physical Design for Silicon Atomic Logic
[NO] 1553/1979 | LLM-Guided Co-Evolution of Nanorobot Morphology and Control for Tumor Targeting
[NO] 1554/1979 | PSO-Based Operating Pattern Optimization of the Bali 150 kV Subsystem Under the Planned 500 kV Java–Bali Interconnection
[NO] 1555/1979 | Techno-Economic Analysis of Voltage Level Selection for Urban Data Center Power Supply: A Comparative Study of 20 kV, 66 kV, and 150 kV Systems
[NO] 1556/1979 | Research on Cybersecurity Protection Scheme for Emergency Decision Support System in Nuclear Power Plants
[NO] 1557/1979 | Unveiling the Black Box of Digital Embedding: A Random Forest and Multi‑Case Study on Stage‑Based Industrial Integration
[NO] 1558/1979 | On 4-Generator Quasi-Cyclic Codes and Their Applications to Quantum Codes
[NO] 1559/1979 | A Structured 3D Human Reconstruction Method Based on Heatmap Reliability Modeling
[NO] 1560/1979 | Evolutionary Algorithm-Based Framework for Intrusion Detection System Optimization
[NO] 1561/1979 | Compatibility Ratio as a Guideline for Hardware/DNN Co-Design of Embedded Accelerators
[NO] 1562/1979 | Digital Human Debate: Designing and Observing Intelligent Virtual Agents
[NO] 1563/1979 | Towards a virtual human improv troupe for social skills training
[NO] 1564/1979 | Focusing on Individual Risk: Personality-Based Content Adaptation in Virtual Agents for Safety Education
[NO] 1565/1979 | Constructing a High-precision and Semantically Rich BGP Community Dictionary via Large Language Models (LLMs)
[NO] 1566/1979 | Mining Online Learning Behavior Patterns of Digital Media Students Based on Clustering Algorithms
[NO] 1567/1979 | Intelligent Pricing Model of Ecological Assets Oriented to Green Finance
[NO] 1568/1979 | Financial Risk Early Warning Incorporating Data Mining and Improved SMA Algorithm
[NO] 1569/1979 | Resource Scheduling Algorithm Optimization in University Digital Management Platform
[NO] 1570/1979 | Ceramic Surface Defect Detection and Repair via Optical Imaging and 3D Reconstruction
[NO] 1571/1979 | Job Competency Requirements for Career Planning in Higher Vocational Colleges Based on Improved BiLSTM Model
[NO] 1572/1979 | Intelligent Analysis Framework for University English Learning Environments Focused on Image Scene Recognition
[NO] 1573/1979 | Design of a Sports Injury Assessment Model Based on Big Data Social Networks
[NO] 1574/1979 | Knowledge Tracking Method Based on Improved Predictive Modeling of English Learning Effectiveness for Higher Vocational Students
[NO] 1575/1979 | Q-Learning-Based Adaptive Scheduling Strategy for Library Network Congestion Control
[NO] 1576/1979 | Image Sentiment Analysis Algorithms and Public Opinion Guidance in Visual Communication
[NO] 1577/1979 | Adaptive Nonlinear Curriculum Sampling for Deep Reinforcement Learning Based Time Sensitive Networking Scheduling
[NO] 1578/1979 | A Method for Analyzing Ancient Chinese Literary Works Based on Pre-Trained Language Models
[NO] 1579/1979 | Design of Cross-Cultural Multimodal Affective Computing Algorithms
[NO] 1580/1979 | Construction of Collaborative Governance and Effectiveness Evaluation Platform for University-Industry-Education Integration Training Bases Based on Digital Twin Technology
[NO] 1581/1979 | Structural Optimization and Machine Learning Modeling of Circular Rib MEMS Pressure Sensors for Harsh Environments
[NO] 1582/1979 | Hermetically Sealed Graphene Diaphragm Fiber Fabry–Perot Probe for Aerodynamic Vector Flow Field Measurement_supp1-3730438.docx
[NO] 1583/1979 | Ground-State Search of Two-Dimensional Gaussian-Coupled Ising Model Using Tensor Network Monte Carlo
[NO] 1584/1979 | Performance Analysis of Mismatched Filtering for Stochastic Waveforms
[NO] 1585/1979 | IEEE Internet of Things Journal Publication Information
[NO] 1586/1979 | Feature-Family-wise Mixture of Experts for Robust Few-Shot Emitter Identification
[NO] 1587/1979 | A PCA-Guided Two-Stage Self-Organizing Echo State Network via Clipped Double Deep Q-Network for Wastewater Treatment Process
[NO] 1588/1979 | Band-Adaptive Mixture-of-Experts Network With Differentiable Frequency Decomposition for Industrial IoT Weld Defect Recognition
[NO] 1589/1979 | IEEE Access
[NO] 1590/1979 | A Background-Aware Multimodal Framework for Radar Small-Target Detection in Complex Environments
[NO] 1591/1979 | BCR-Net: Body-Boundary Collaboration with Adaptive Residual Compensation for Infrared Small Target Detection_supp1-3730041.pdf
[NO] 1592/1979 | Quantifying Urban–Rural Drought in Africa Using a PCA-Based Multi-Sensor Drought Stress Ratio
[NO] 1593/1979 | IEEE Transactions on Broadcasting Publication Information
[NO] 1594/1979 | IEEE Benelux Chapter ITSS [ITS Chapters]
[NO] 1595/1979 | Experimental Demonstration of Longitudinally Structured Single-Frequency Millimeter-Wave Beam for Range Detection
[NO] 1596/1979 | Practical Prescribed-Time Super-Twisting Sliding Mode Control of PMSM Drives via Generalized Lyapunov Stability Theory
[NO] 1597/1979 | Parallel Explainable Internet of Medical Things Framework with a Structured Multi-Agent Patient-State Representation for Hepatocellular Carcinoma Survival Prediction_supp1-3730481.pdf
[NO] 1598/1979 | Multiobjective Optimization of Data Center Microgrids via Large Language Model-Assisted Deep Reinforcement Learning
[NO] 1599/1979 | Power Swing and Symmetrical Fault Detection for Distance Relay Based on
                    <b>$\alpha \beta$</b>
                    Reference Frame
[NO] 1600/1979 | Reframing AI Music Today
[NO] 1601/1979 | 2026 IEEE Radar Conference (RadarConf'26)
[NO] 1602/1979 | Deterministic Wireless Middleware for Real-Time Tennis Training and Match Analytics in Industry 4.0 Cyber-Physical Sports Systems
[NO] 1603/1979 | Client-Driven Performance Model of Hyperledger Fabric Blockchain Via Phase Decomposition
[NO] 1604/1979 | To Be a Truster or Not to Be: Evolutionary Dynamics of a Symmetric N-Player Trust Game in Well-Mixed and Networked Populations
[NO] 1605/1979 | SBX: An Effective Greedy Search Algorithm for Direction-of-Arrival Estimation in Automotive Radar
[NO] 1606/1979 | VietLegalLM: Progressive Legal Expertise Through Synthetic Comprehension and Reinforcement Learning
[NO] 1607/1979 | SRWKV: A Shape-Guided RWKV With Adaptive Receptive Fields for Efficient Medical Image Segmentation
[NO] 1608/1979 | Design of Median Filters in Stochastic Computing
[NO] 1609/1979 | Optimization of Transmission Line Arrester Installation on 150 kV Quadruple Circuit Transmission Line Based on Insulator Voltage and TLA Energy Using ATP Draw
[NO] 1610/1979 | Optical Modeling and Spectral Tuning of Plasmonic Si/Au Nanopillars for Filter-Free Narrowband Photodetection
[NO] 1611/1979 | Preparing Citizens for Emergency Calls with a Hybrid FSM-LLM Dialogue Agent
[NO] 1612/1979 | Demonstrating the Open Virtual Human Toolkit: Any Character, Any Technology, Anywhere
[NO] 1613/1979 | Gender Stereotype Threat in AI-Assisted Negotiation
[NO] 1614/1979 | Evaluating Retrieval-Augmented Generation Strategies with a Virtual Human Application
[NO] 1615/1979 | Beyond Passive Distraction: An Embodied Conversational Breathing Coach in VR for Acute Pain Reduction in Gynecological Procedures
[NO] 1616/1979 | Investigation of Suppression Performance of Surface Charge Accumulation on Epoxy Spacer in DC GIS With Various Coatings
[NO] 1617/1979 | Enabling Population-Based Architectures for Neural Combinatorial Optimization
[NO] 1618/1979 | Officers &amp; Advisory
[NO] 1619/1979 | A novel Tokenization-Free GPT-2 Mechanism for Intermittent Demand Forecasting
[NO] 1620/1979 | V2D: Detection of type 2 diabetes using only smartphone voice recordings via spectro-temporal transformer embeddings
[NO] 1621/1979 | Graph-MambaNav: Spatial-Temporal Graph Mamba Leveraging Object-Relation Knowledge for Object-Goal Navigation_supp1-3730220.mp4
[NO] 1622/1979 | Bipolar Charge Transport Models for Conductivity in Polyolefins - Requirements on Asymmetric Carrier Properties
[NO] 1623/1979 | Low-Complexity Neural Network for Partial Discharge Classification
[NO] 1624/1979 | Water Treeing in PP-TPE Cable Insulation: Staining and Analysis Methodology
[NO] 1625/1979 | Effect of Water Content on Dc Breakdown Strength of Polyurethane
[NO] 1626/1979 | Optimization of Coating Region for Surface Charge Suppression on Al
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    -Epoxy Insulator in DC-GIS
[NO] 1627/1979 | Effect of Temperature on Surface Tracking on Silicone Rubber Immersed in Silicone Oil
[NO] 1628/1979 | Molecular Dynamics Based Investigation of Water Uptake in Epoxy at Room and Elevated Temperatures
[NO] 1629/1979 | Sparse and Regularized Deconvolutions for Estimating Charge Distribution in Dielectric Materials via PEA
[NO] 1630/1979 | A Broadband Measurement Method for Cable Dielectric Parameters Based on Resonance Frequency and Attenuation Constant
[NO] 1631/1979 | A Partial Discharge Identification Strategy Based on Detrended Fluctuation Analysis
[NO] 1632/1979 | Design and Emulation Methodology for Atomic-Scale Systolic Arrays: An LLM Accelerator Case Study in Silicon DB Logic
[NO] 1633/1979 | Research on Water Tree Targeted Repair of Medium Voltage Cable Insulation Based on Dielectrophoresis Force
[NO] 1634/1979 | A Low-Noise CMOS Readout Circuit for Graphene/Ge Photodetector Arrays
[NO] 1635/1979 | Reef: Efficient and Accurate Recent Heavy Hitter Detection
[NO] 1636/1979 | Research on the Impact of Digital Information Technology Management on Enterprise Performance Based on Gradient Boosting Decision Tree
[NO] 1637/1979 | Digital Trade Frictions, AI Supply Chains, and the Fiscal Laffer Effect in the Digital Economy
[NO] 1638/1979 | Spatial reshaping of craftsmanship: Research on the implementation path of virtual space design for intangible cultural heritage exhibition halls in Western China--Taking Sichuan Province's cultural tourism and art intangible cultural heritage as an example
[NO] 1639/1979 | DH-PA: Disentangled Hypergraph-Enhanced Proxy Anchor for Fine-Grained Deep Metric Learning
[NO] 1640/1979 | Research on AIGC-3D Printing Collaborative Design Method for Personalized Wearable Devices
[NO] 1641/1979 | Research on the Intelligent Path of Empowering China University Cultural Venues with PLC Technology from the Perspective of Spatial Experience
[NO] 1642/1979 | Research on Visual Cognitive Mechanisms and Layout Design for Digital Twin Environments
[NO] 1643/1979 | Research on Design Strategy of Cyanobacteria Recovery Equipment for Urban Rivers Based on Design Geometry
[NO] 1644/1979 | Hotel Recommendation System Based on Multi-Dimensional Data Processing
[NO] 1645/1979 | Research on Emotional Cognitive Therapy for Children with Focus and Attention Issues Based on a Kunqu Micro-expression Interactive Installation
[NO] 1646/1979 | A Comprehensive History of μCRL and mCRL2
[NO] 1647/1979 | The Impact of AI Platforms on Language Arts Education in Blended Settings: A Systematic Literature Review
[NO] 1648/1979 | Research on Interactive Recommendation Mechanisms for Marketing Courses Based on Reinforcement Learning Algorithms
[NO] 1649/1979 | Design of Heterogeneous Information Metapath Recommendation Strategy for Network Moral Education
[NO] 1650/1979 | Modeling Framework of Precise Artistic Content Dissemination in Multimedia Intelligent Systems
[NO] 1651/1979 | A Model for Analyzing Students' Classroom Status Combining RMPE Algorithm and Target Detection
[NO] 1652/1979 | Research on Text Classification of Marine Economic Innovation Industries Based on Transformer and LSTM
[NO] 1653/1979 | Local Government Subsidy Strategies and Distributed Photovoltaic Investment Decisions Under Surplus Electricity Feed-in: Evidence from China's Warehousing and Logistics Sector_supp1-3728979.pdf
[NO] 1654/1979 | Weight learning ways for multi-view clustering_supp1-3730530.pdf
[NO] 1655/1979 | Generalized Multivariate Laplace Filtering Algorithm Suppress Process and Measurement Noise Outliers
[NO] 1656/1979 | SMoLPU: An Energy-Efficient Sparse Mixture-of-Experts-Based Speculative Decoding Language Processing Unit
[NO] 1657/1979 | FedSAM-3D: Adapter-Constrained Federated Adaptation for Transferable Medical Segmentation Foundation Models
[NO] 1658/1979 | Multiphysics Design and Comparative Analysis of Partially/Fully Ironless Stator PMSMs With High Torque Density and High Overload Capability for Aircraft Propulsion
[NO] 1659/1979 | Multidomain Representation Analysis of P300 Responses Across Heterogeneous EEG Paradigms
[NO] 1660/1979 | Toward Automated and Personalized Employee Performance Evaluation: A Systematic Literature Review of NLG and LLM-Based Systems
[NO] 1661/1979 | Multi-Objective Parameter Self-Refinement for Digital Twin of C+L-Band Transmission System Under Measurement Constraints
[NO] 1662/1979 | Smart Spectrum Access: Multi-Arm Bandit Algorithms in an Adaptive Interference Mitigation Strategy for Automotive Radar
[NO] 1663/1979 | A Unified Framework for STAP Clutter Modeling: From Covariance Matrices to Green’s Function Impulse Responses
[NO] 1664/1979 | Split-GEMM: Mitigating Routing-Induced Imbalance for MoE Serving on 3D-Stacked Near-Memory Processing
[NO] 1665/1979 | Synthetic FMCW Radar Range–Azimuth Maps Augmentation with Generative Diffusion Model
[NO] 1666/1979 | Reducing Racial Bias in Virtual Reality: Longitudinal Effects of Counter-Stereotypical Agents and the Role of Affective Responses
[NO] 1667/1979 | Lumière: A Holographic Polaroid Camera for Creating Multiplatform Object-Grounded Intelligent Virtual Agents
[NO] 1668/1979 | Disguised Data Poisoning Attack to Local Differential Privacy Protocols
[NO] 1669/1979 | Graph-Align: Evaluating Text-to-Image Alignment with Fine-grained Graph Matching
[NO] 1670/1979 | ARSWR: Autonomous Retractable-Spoke-Wheel Robot for Asteroid-Surface Exploration_supp4-3729966.mp4
[NO] 1671/1979 | Detecting Reliable Receiver Subsets for TDOA Localization Under Non-Line-of-Sight Using Subset Expansion
[NO] 1672/1979 | AI-Native Handover Management for 6G Networks Leveraging O-RAN Architecture
[NO] 1673/1979 | Impact of Different Target Electrodes on Laser-Induced Pressure Pulse Characteristics
[NO] 1674/1979 | Partial Discharge Behavior in Artificial Void Embedded in Polypropylene Generated by 3D-Printing Method
[NO] 1675/1979 | AC/DC Conductivity, Dielectric Properties and Bulk Morphology of Silicone/MWCNTs Nanocomposites
[NO] 1676/1979 | New Lifetime Modeling of Enameled Wires Used in Low Voltage Inverter-Fed Motors Under Multiple Factors
[NO] 1677/1979 | Analysis of Pressure-Dependent Acoustic Velocity in Rubber Dielectric Using PEA Method
[NO] 1678/1979 | An Analysis of the Applicability of Furan Measurements to Determine Paper State of Health in Ester Oil/Paper Insulation Systems
[NO] 1679/1979 | Automatic Post-Processing of PEA Measurements for Full-Scale HVDC Cables Using Particle Swarm Optimization
[NO] 1680/1979 | In-situ Residual Strain Monitoring in PEEK-coated Winding Wires using NIR
[NO] 1681/1979 | Evaluating Space Charge Behavior of Polypropylene Blends Using TSDC Measurements
[NO] 1682/1979 | Investigation of Adhesion Between Paek and Copper in Winding Wire Applications
[NO] 1683/1979 | Role of CeO
                    <sub>2</sub>
                    /ZrO
                    <sub>2</sub>
                    Molar Ratio in Ni-CeO
                    <sub>2</sub>
                    -ZrO
                    <sub>2</sub>
                    Composite Catalysts for Ammonia Decomposition to Hydrogen*
[NO] 1684/1979 | Multi-PUFim: Compute-in-Memory Architecture with Multi-Encryption Obfuscation Based on High-Security MRAM PUF
[NO] 1685/1979 | Compression-Based Trust Verification of Lightweight Ciphers Deployed in Nano-IoT Communication Standards
[NO] 1686/1979 | Intelligent Visual Recognition System Based on Senputing-CNN
[NO] 1687/1979 | Comparative Analysis of RC Detector, HFCT, and Microstrip Antenna for Partial Discharge Measurement in SF6 Gas Insulation
[NO] 1688/1979 | An Adaptive Ensemble Learning Approach with Cost-Sensitive Optimization for Credit Default Prediction
[NO] 1689/1979 | Time-Series Feature Extraction via Hierarchical Variational Autoencoders
[NO] 1690/1979 | Research on the Balanced Strategy of Stylistic Expression and Realistic Rendering in the Design of Animation IP Characters
[NO] 1691/1979 | Intelligent Interactive Experience in Rural Tourism: A Case Study of Beidianzi Village
[NO] 1692/1979 | Controllable Generative Furniture Design Rendering Intelligent Generation and Style Transfer Framework: A Framework Based on U-Net Backbone and Stable Diffusion Model
[NO] 1693/1979 | Intelligent Empowerment for Demand Matching: A Study on Demand Analysis and Regeneration Strategies for Urban Industrial Heritage Site Landscapes Based on the KANO Model
[NO] 1694/1979 | A Study on Users' Continuous Use Intention of AI-Enabled Personalized Scenario Linkage Functionality in Smart Homes Based on Trust Transfer Theory
[NO] 1695/1979 | Adaptive AI Recommendation Models for Enhancing User Experience and Reducing Information Cocoon Effects in Interactive Systems
[NO] 1696/1979 | Design, Implementation, and Performance Implications of a B/S-Based Financial Information Management Platform for Small and Medium-Sized Enterprises
[NO] 1697/1979 | Research on the Prediction of Coordinated Development of Regional Economy Based on Multi-Scale Spatiotemporal Fusion Algorithm in Big Data
[NO] 1698/1979 | Aspect-based Sentiment analysis of Online Course Reviews Based on Multi-head Attention
[NO] 1699/1979 | The Application of AI based Self Attention Object Detection Model in Basketball Teaching
[NO] 1700/1979 | Design of a Rapid Response Strategy Mining Model for Specialized, Refined, Distinctive, and Innovative Enterprises Facing Supply Chain Emergencies
[NO] 1701/1979 | Design of an Intelligent Evaluation System for Teaching Effectiveness in Finance Vocational Education Based on CatBoost
[NO] 1702/1979 | Handwritten Chinese character retrieval via constellation matching
[NO] 1703/1979 | Construction of a Quantitative Model for Football Players' Tactical and Technical Behaviors Based on Multimodal Machine Intelligence
[NO] 1704/1979 | A Fault Location Algorithm for Building Distribution System Based on Lightweight Transformer
[NO] 1705/1979 | 3D Subsurface SAR Imaging: Refractive Backprojection Based on Beam Sampling
[NO] 1706/1979 | CAGE-TAP: Concept-Augmented Graph Evidence for Smart-Home Trigger-Action Conflict Diagnosis
[NO] 1707/1979 | Cross-modal Semantic Anchoring Alignment and Structure Enhancement for Universal Domain Adaptation
[NO] 1708/1979 | End-to-End Deep Learning Phase Unwrapping Method Based on Edge-Level Flow Classification_supp1-3729970.pdf
[NO] 1709/1979 | An Energy-Efficient and Low-Latency RRAM-CAM-Based In-Memory Text Compression System
[NO] 1710/1979 | A Unified Resource Allocation Model for Multi-Function Radar Systems with Subarrays
[NO] 1711/1979 | LEROjD++: Enhancing Lidar-to-Radar Knowledge Transfer via Radar Pseudo-Feature Augmentation and Learnable Point Cloud Thinning
[NO] 1712/1979 | ForexNav: Foresight Exploratory Navigation in Complex and Unknown Indoor Environments
[NO] 1713/1979 | Towards Intelligent Low-Altitude Wireless Network Deployment: Differentiable Channel Knowledge Map Construction and Trajectory Design
[NO] 1714/1979 | A Compact, Array-Ready Dual-Polarized Stacked Patch Element for C-Band UAV SAR
[NO] 1715/1979 | Creativity without Emotions? Irrational Intelligence: Why AI Research Needs Emotions
[NO] 1716/1979 | Post-fault Transient Enhancement Based on Adaptive Power-Angle Resetting for Grid-forming Inverter With Current Limiting Considering Phase Jumping Along With Fault Clearance
[NO] 1717/1979 | Research on Multi-Fault Diagnosis Method for LCC-S Resonant Three-Phase DWPT System Based on Resonant Capacitor Voltage
[NO] 1718/1979 | Joint Clutter Channel Impulse Response Estimation and Waveform Design in CoFAR
[NO] 1719/1979 | Tantalum Nitride and Titanium Nitride Thin-Film Extended-Gate Field-Effect Transistor-Based pH Sensors for Chemically Challenging Media: A Controlled Comparative Study
[NO] 1720/1979 | 2026 6th IEEE International Conference on Cybernetics (CYBCONF)
[NO] 1721/1979 | Passive Radar for Aircraft Situational Awareness Employing Airborne Air-to-Air Communication: A Feasibility Study
[NO] 1722/1979 | Finite-Time Event-Triggered Optimal Tracking Control for Strict-Feedback Nonlinear Systems with Input Delay via Reinforcement Learning
[NO] 1723/1979 | Enhancing U-Space Efficiency: An Advanced Optimization Framework for Strategic Deconfliction and Rescheduling
[NO] 1724/1979 | IEEE Access
[NO] 1725/1979 | Implementation of Subscription-Based Integrated 5G-Radar System on DASH SoC: A Demonstration of Future Processor for Multifunction RF Systems
[NO] 1726/1979 | Autofocus-Based Optimization of Trajectory Filtering for Close-Range ISAR Imaging
[NO] 1727/1979 | Distributed Nested Co-Evolutionary Architecture and Approach for Multi-Objective Scheduling of Agile Earth Observation Satellite
[NO] 1728/1979 | A High-Sensitivity Chipless RFID Resonator Exploiting Dielectric Loading for Food Packaging Applications
[NO] 1729/1979 | A 120 GHz FMCW CMOS Radar Sensor for High–Sensitivity Vital Signal Monitoring
[NO] 1730/1979 | Continued Progress on Calibration of the Horus All-Digital Phased Array Radar
[NO] 1731/1979 | Overcoming C-Band Attenuation in Tropical Convection: A Comparison of Physical and Machine Learning Approaches
[NO] 1732/1979 | ComSoc Education
[NO] 1733/1979 | IEEE ComStd Magazine
[NO] 1734/1979 | Low-Cost VHF Meteor Radar as a Multi-Domain Echo Sensing System: Meteoroids and Their Plasma Trails, Ionospheric Irregularities, and LEO Space Object Detection
[NO] 1735/1979 | Energy-Efficient Hardware-Aware Precoding in Scalable Cell-Free Massive MIMO Systems: Joint Supervised and Unsupervised Learning
