[2026-03-25 22:37:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-24
正在获取论文...
[arXiv] 2026-03-24 | First Detection of the Glycine Isomer Glycolamide in Hot Molecular Core
[NO] 1089/1850 | Commutation Failure Prediction for LCC-HVDC Based on CNN-LSTM-Attention Neural Network
[NO] 1090/1850 | Research on Elastic Protection Methods of Generalized End Nodes in Information Networks
[NO] 1091/1850 | Intelligent Traffic Accident Detection System using Deep Learning Fusion Techniques
[NO] 1092/1850 | Internet of Things Applications in Classroom Environments: A Bibliometric and Thematic Analysis
[NO] 1093/1850 | Design of an Efficient Tobacco Foreign Object Detection Model Based on YOLOv3 Architecture
[NO] 1094/1850 | An Analysis of Integrated Face Recognition Attendance Analytics
[NO] 1095/1850 | DETU-Net: An Improved TransUNet with Dual-Branch for Right Ventricle MRI Segmentation
[NO] 1096/1850 | Measuring Multimodal Transportation Network Resilience Using Curvature-Core Decomposition and Flow Inequality Metrics
[NO] 1097/1850 | A Multi-Source Data-Driven Hybrid Model for Predicting Crop Yield under Varying Climatic Conditions
[NO] 1098/1850 | Research on Intelligent Facility Visualization System Design and Emergency Management Based on Internet of Things Technology
[NO] 1099/1850 | Defect Diagnosis and Analysis Method of Sewage System Based on SWMM and Flow Monitoring Data
[NO] 1100/1850 | Weakly Supervised and Knowledge-Constrained Multi-Source Learning for Building Fire Safety Risk Assessment
[NO] 1101/1850 | A Stackelberg Game Model for Incentivizing Civil Aviation Data Sharing
[NO] 1102/1850 | Graph Neural Network-Based Method for Demand-Side Response Resource Regulation in Power Systems
[NO] 1103/1850 | A Lightweight LSTM-Based Model for Sequential Movie Recommendation
[NO] 1104/1850 | A Prediction Framework Incorporating Support Vector Regression and Random Forest Models
[NO] 1105/1850 | A Multi-Label Fake News Detection Framework Using Undersampling and Transformer-Based Deep Learning Models
[NO] 1106/1850 | Advanced Machine Learning with Feature Aggregation based Detection and Classification of Cardiac Arrhythmia on Electrocardiograms
[NO] 1107/1850 | Prenatal Heart Diagnosis Using Convolutional Neural Networks: A Web-Integrated Approach (PrenatalNet)
[NO] 1108/1850 | Copyright Page
[NO] 1109/1850 | Program Committee: NVMSA 2025
[NO] 1110/1850 | Copyright Page
[NO] 1111/1850 | Conference Organization: NVMSA 2025
[NO] 1112/1850 | Real-time Explainable Deep Learning for Intrusion Detection System in Wireless Sensor Network using Edge Computing
[NO] 1113/1850 | Smart Jamming via Downlink Control Information Sniffing and its Countermeasures
[NO] 1114/1850 | Deep CNN-Based U-Net Framework for Accurate Human Detection in Complex Through-the-Wall Scenarios
[NO] 1115/1850 | 2026 5th International Conference on Communication, Computing and Electronics Systems (ICCCES)
[NO] 1116/1850 | Front Cover
[NO] 1117/1850 | HyperMap: AI-Guided Manifold Exploration for High-Dimensional Optimization
[NO] 1118/1850 | Data-Driven Energy Prediction and Dynamic Model Selection for Green AI Systems
[NO] 1119/1850 | Data Science Approaches for Global Renewable Energy Forecasting: Analysis of Sustainable Energy Data (2000–2020)
[NO] 1120/1850 | Intelligent Dispatching Resource Optimization Configuration for Power Equipment Production Command
[NO] 1121/1850 | Research on Furniture Design Based on Knowledge Graph Evolution
[NO] 1122/1850 | Research on Innovative Software Architecture Design and System Performance Improvement Based on Intelligent Optimization Algorithm
[NO] 1123/1850 | ElbowHack: Video-Assisted PIN Inference Through Elbow-Forearm Dynamics Analysis
[NO] 1124/1850 | Transfer Learning-based Culvert Silting Condition Classification
[NO] 1125/1850 | Bridging Visual and Linguistic Intelligence for Chest X-rays: A Comprehensive Review of ViTs and LLM Synergies
[NO] 1126/1850 | Threshold-Based Memory Resource Allocation for Entanglement Distribution in Quantum Communication Networks
[NO] 1127/1850 | Decoding Optimization of Spatially Coupled Polar Codes Based on Improved State Monitoring
[NO] 1128/1850 | DiffFreq: Emphasizing Important Frequencies and Equal Learning of All Frequencies for Time Series Generation
[NO] 1129/1850 | Visualization Analysis of Sound Wave Interference through Computer Simulation
[NO] 1130/1850 | A Hybrid Machine Learning Framework for Early Diagnosis of Chronic Liver Disease
[NO] 1131/1850 | Research on OFDM Subcarrier Extraction and Reconstruction Method Based on Multi-Rate Filtering for 5G Radar
[NO] 1132/1850 | AI-Driven Analysis of Social Media Influence on Stock Market Trends
[NO] 1133/1850 | IEEE App
[NO] 1134/1850 | RBD-Net: Enhancing Binocular Depth Accuracy with Robust Multi-Scale Neural Networks
[NO] 1135/1850 | A DC-Transformer Driven Multi-Source Dynamic Thresholding Algorithm for Spatiotemporal Pollution Early Warning
[NO] 1136/1850 | Research on Power Grid Investment Decision Model Based on Multi-objective Optimization Algorithm
[NO] 1137/1850 | ICSPED 2026 TOC
[NO] 1138/1850 | Quantum Computing-Driven Integration of Multimodal Biometrics for Enhanced Authentication and Security
[NO] 1139/1850 | Performance Analysis of GDOP-Based Satellite Selection Methods for LEO Constellations
[NO] 1140/1850 | Enhancing Secondary-Level Polymer Chemistry Learning with Gamified Augmented Reality: Development and Evaluation of Gameful Experience and Usability
[NO] 1141/1850 | Route-Assisted Peer Model Training among Connected Vehicles under Different Radio Capabilities
[NO] 1142/1850 | Semantic Frame Recognition for Chinese Literary Metaphor Constructions: Model, Corpus, and Applications
[NO] 1143/1850 | Position Aided Beam Tracking: Real-World Assessment for Future Beam Prediction
[NO] 1144/1850 | A Robust Data Provenance Method for Multi-hop Networks Based on Recursive Chained Fingerprinting and Soft-Decision Decoding
[NO] 1145/1850 | Green Link – A Vehicle-to-Vehicle Charging Exchange for Green Mobility
[NO] 1146/1850 | 3D Reconstruction of Drone Images for Highway Monitoring
[NO] 1147/1850 | Displacement Measurement Method Integrating Kalman Filter and ViT Algorithm
[NO] 1148/1850 | Research on the Evolution and Technological Innovations of 5G Cellular Network Architecture Based on Digital Signal Processing
[NO] 1149/1850 | Green AI: Energy - Aware Framework for Sustainable Machine Learning
[NO] 1150/1850 | Application of Nonlinear Equation System Solutions in Robot Arms
[NO] 1151/1850 | Long-Horizon Set Prediction for Multi-Object Tracking via Temporal Instance Queries
[NO] 1152/1850 | Data Privacy Protection and Security Access Control Mechanism in Cloud Computing Environment
[NO] 1153/1850 | Advanced Deep Learning Techniques for Detecting Anomalous Human Behavior Patterns
[NO] 1154/1850 | Lightweight Adaptive Differential Privacy for Federated Learning in Internet of Vehicles
[NO] 1155/1850 | Design of Adaptive Impedance Control Algorithm for Underwater Manipulator Based on Environmental Interaction Modeling
[NO] 1156/1850 | Performance Evaluation of Ensemble Machine Learning Techniques for Gold Silver Price Forecasting
[NO] 1157/1850 | Embedded Vision System Using YOLOv8 on Jetson Orin NX
[NO] 1158/1850 | Integration of Computer Vision and Machine Learning Technologies for Accurate Classification of Objects in Images
[NO] 1159/1850 | A Lightweight Ship Object Detection Algorithm Based on Improved YOLOv5
[NO] 1160/1850 | Application of AI-driven heterogeneous graph neural network in visual design element association mining and intelligent recommendation
[NO] 1161/1850 | Detection and Localization of Open-Circuit Fault in Two-Level Inverters Feeding PMSM
[NO] 1162/1850 | Neuro-Adaptive Firewalls: Integrating Deep Reinforcement Learning for Predictive Network Defence
[NO] 1163/1850 | Design and Implementation of a Mobile-Based Sun Outage Forecast System for Geostationary Satellite Communications
[NO] 1164/1850 | Seasonal IoT-GNN: A Conceptual Framework for Context-Aware Handicraft Recommendation in Tourism Environments
[NO] 1165/1850 | The Role of Intelligent Data Analysis Algorithms in Enhancing the Efficiency of Information Technologies and Automation
[NO] 1166/1850 | Research on Trajectory Prediction for Autonomous Vehicles Based on an Improved CNN and Bidirectional LSTM Model
[NO] 1167/1850 | Adaptive Real-Time Intrusion Prevention Framework using Double DQN and Prioritized Experience Replay on Live Network Traffic Streams
[NO] 1168/1850 | Research on Network Traffic Protocol Classification Based on an Improved Random Forest Model
[NO] 1169/1850 | Simscape-Based Modeling and Analysis of a Permanent Magnet Synchronous Motor and Its Control System
[NO] 1170/1850 | Simulation of Heating Performance in Electric Light Trucks Using AMESim
[NO] 1171/1850 | AI-Enabled Cyber Incident Management System: APK Analysis, Phishing Detection, and Cyber Threat Reporting
[NO] 1172/1850 | High-Gain 2×1 Rectangular Microstrip Patch Array with Double-Reflector DGS for Long-Range (LoRa) Communication
[NO] 1173/1850 | Structure Learning of Time Series Chain Graph from Multivariate Time Series Data
[NO] 1174/1850 | SOC-SOH Estimation Using Dual EKF Adaptive to Measurement Noise Covariance
[NO] 1175/1850 | Advancements in Gastric Cancer Detection: A Comprehensive Review of CNN-based Approaches
[NO] 1176/1850 | AI-based Multi-Class Detection of Fetal Brain Abnormalities in Prenatal Imaging
[NO] 1177/1850 | Diagnosing Partial Demagnetization and Static Eccentricity in Surface Mounted Permanent Magnet Synchronous Motor
[NO] 1178/1850 | Research on a Precision-Intelligent Control Algorithm of Targeted Optogenetics for Calcium Imaging Image Calibration
[NO] 1179/1850 | Breakdown of a Bit Commitment Protocol
[NO] 1180/1850 | An Iterative Refinement Framework for Classical Chinese Poetry via Knowledge Graph and Sentiment Fusion
[NO] 1181/1850 | From Competency to Curiosity: Revolutionalizing IT Work
[NO] 1182/1850 | Attention-Emotion Assessment of ASD Children via Representation Learning based on Cross-Modal Disentanglement and Attention Alignment_supp1-3676489.pdf
[NO] 1183/1850 | Table of Contents
[NO] 1184/1850 | Monocular Ground Normal Prediction for the Road Ahead_supp1-3676610.pdf
[NO] 1185/1850 | A Survey on Signed Network Reconstruction Modeling and its Applications
[NO] 1186/1850 | Geometry-Aware 3D Gaussian Representation for Real-Time Rendering of Large-Scale Scenes
[NO] 1187/1850 | Clinical Metadata Guided Limited-Angle CT Image Reconstruction
[NO] 1188/1850 | Secure Control Information Transmission via RSMA for Low-Altitude Economy Networks
[NO] 1189/1850 | Perceiving Weight in Augmented Reality using a Wearable Device with Minimal Haptic Feedback_supp2-3677013.mp4
[NO] 1190/1850 | Optimal Quantum Variational Circuits for Detecting False Data Injection Attacks on Transmission Substations
[NO] 1191/1850 | Weather Forecasting using Supervised Learning Techniques LSTM and XGBoost
[NO] 1192/1850 | Leveraging Social Interaction: Stroke Rehabilitation Using Extended Reality
[NO] 1193/1850 | Exploiting Foundation Models for Costless Open-vocabulary Semantic Segmentation of Optical Remote Sensing Images
[NO] 1194/1850 | Call for Editor-in-Chief Nominations
[NO] 1195/1850 | Agentic AI as the Next Paradigm in PHM
[NO] 1196/1850 | Instagram as a Digital Media Platform for the Supreme Court's Public Relations: Public Reach, Comprehension, and Strategic Challenges
[NO] 1197/1850 | 2025 International Conference on Data Science and Edge Computing (ICDSEC)
[NO] 1198/1850 | AI-Powered Embedded Systems for Predictive Maintenance in Industrial IoT Devices
[NO] 1199/1850 | BioMuse – Living Art and Wellness: A Fusion of Technology and Bio-Art for Sustainability and Identity
[NO] 1200/1850 | Demonstration of 8-kV SiC Gate Turn-Off Thyristors With High di/dt for Nanosecond Pulse Fast-Switching Applications
[NO] 1201/1850 | Analytical Model of Charge Transfer in Vertical Pinned Photodiode With Planar Transfer Gate for CMOS Image Sensors
[NO] 1202/1850 | A Novel Methodology for Implementing Planar Ultra-Wide Stopband SIW Bandpass Filters and Filtering Crossover
[NO] 1203/1850 | Voltage-Dependent Multi-Stage Consecutive Self-Healing in Metallized Polypropylene Film Capacitors
[NO] 1204/1850 | All-Fiber Multimodal Sensor for Dual-Gas and Spectral Co-Detection Based on Hollow-Core Photonic Bandgap Fiber
[NO] 1205/1850 | Four-set Hypergraphlets for Characterization of Directed Hypergraphs
[NO] 1206/1850 | The Architecture of Silence
[NO] 1207/1850 | Transformation-Driven Hellinger Distance Framework for Electricity Theft Detection in Advanced Metering Infrastructure
[NO] 1208/1850 | Data-Driven Hierarchical Decision-Making Modeling for Complex Industrial Processes
[NO] 1209/1850 | Dynamic Performance of Parallel Heterogeneous Grid-Forming Inverters During Islanding and Grid Resynchronization
[NO] 1210/1850 | Controllable End-to-End Neural Source-Filter Vocoder with Low-Dimensional Speech Parameters and Data-Augmentation
[NO] 1211/1850 | Variable Memory Sequence Neural Network Based Data-Driven Predictive Control for Power Converters
[NO] 1212/1850 | Unsupervised Deepfake Detection via Camera Source Clustering and Temporal-Spatial Features
[NO] 1213/1850 | IEEE Robotics and Automation Letters Information for Authors
[NO] 1214/1850 | BR
                    <sup>3</sup>
                    L: Rethinking Bilateral Reweighted Reconstruction Representation Learning for Unsupervised Hyperspectral Band Selection
[NO] 1215/1850 | Collective Resonance in Dielectric Resonators and Application to Microfluidic Dielectric Spectroscopy
[NO] 1216/1850 | Research on Photovoltaic Prediction Algorithm Integrating LSTM and Transformer
[NO] 1217/1850 | Hybrid LSTM-GAT Model with k-Nearest Neighbors for Accurate Multi-Agent Vehicle Trajectory Prediction
[NO] 1218/1850 | Artificial Intelligence Approaches for Autism Spectrum Disorder Diagnosis and Therapeutic Insights: A Comprehensive Survey
[NO] 1219/1850 | Color Image Enhancement Using Ripple-Carry Approximate Adders
[NO] 1220/1850 | Web Spam Detection for the Evolving Web Graph Based on Inductive Learning
[NO] 1221/1850 | MaskDiff-TAD: Masked Diffusion Trajectory Imputation for Anomaly Detection
[NO] 1222/1850 | Implementation of Hybrid model for Enhanced Crop Yield Prediction using Explainable AI for Precision Agriculture
[NO] 1223/1850 | AI-Powered Labor Demand Forecasting: Advanced Deep Learning Architectures for Workforce Management
[NO] 1224/1850 | Time-current characteristics and tripping accuracy of main and backup relays in diverse fault scenarios
[NO] 1225/1850 | AI-Enhanced Prediction of Respiratory Irritation From Biomass Combustion Byproducts: An Integrative Machine Learning Framework for Sustainable Bioenergy Systems
[NO] 1226/1850 | Towards Vehicle-Infrastructure Cooperation: A Retina-Inspired Model for Low-Light Image Enhancement
[NO] 1227/1850 | Design of an Intelligent Home–School Communication Mini-Program Powered by Large Language Models: A Case Study of an AI Teaching Assistant
[NO] 1228/1850 | Vectorized HD Map Construction Based on Efficient Kernelized Self-Attention
[NO] 1229/1850 | BERT-TFPAM: An Improved Attention Mechanism-Based Approach to Telecommunication Fraud Event Argument Recognition
[NO] 1230/1850 | An Individual Depression Detection Method based on Bi-LSTM and Attention Mechanism in Sina Weibo
[NO] 1231/1850 | A Next-Generation AI based Predictive Model for Indian Rainfall using Real-Time API Data
[NO] 1232/1850 | Synthetic IM-Based Fraud Conversations for Efficient LLM Fine-Tuning and Evaluation
[NO] 1233/1850 | Convolutional Neural Network-based Bioacoustic Tarsier Detection for Wildlife Monitoring
[NO] 1234/1850 | A Cybersecurity Event Reconstruction Framework Considering Source Accuracy and Conflict Validation
[NO] 1235/1850 | Research on Spiral Trajectory Modeling and Collision Control Based on Runge-Kutta Method and Genetic Algorithm
[NO] 1236/1850 | Evaluating Artificial Intelligence Based Predictive Analytics for Improving Performance Management and Employee Satisfaction in Organizations
[NO] 1237/1850 | Circular Patch Antenna with Corrugated Slot for Millimeter Wave Wireless Links
[NO] 1238/1850 | Predictive Analysis and Review of Cardiovascular Diseases in Women Using Artificial Intelligence with Clinical and Ethical Implementation Issues
[NO] 1239/1850 | Optimization of Operations in Industry 4.0 Settings with Real-Time Predictive Maintenance Working with Machine Learning
[NO] 1240/1850 | Semantic Alignment of Multilingual Knowledge Graphs via Contextualized Vector Projections
[NO] 1241/1850 | Mitigation of low-frequency oscillations at light loads in inverter-fed induction motors under constant V/f control
[NO] 1242/1850 | A Novel Non-Isolated DC–DC Converter with Hybrid Inductor–Capacitor Stages for High-Gain EV Applications
[NO] 1243/1850 | Contextual Understanding in Retrieval Augmented Generation: A Comparative Evaluation of BLOOM-560M and Pythia-410M on Bhagavad Gita Interpretation
[NO] 1244/1850 | Surrogate-Assisted Reliability Analysis of Traction Induction Machine Used for Urban Bus with Reduced Design Parameters
[NO] 1245/1850 | End-to-End Advanced Visual Speech Recognition Using 3D-CNN and BiLSTM with Beam Search Decoding
[NO] 1246/1850 | An Improved Force-Directed Layout for Interactive Visualization of Medical Knowledge Graphs
[NO] 1247/1850 | XG-MSTA Machine Tool Anomaly Detection Method Based Multi-Modal Signals
[NO] 1248/1850 | Optimization of Concrete Crack Feature Extraction in YOLO for High-Precision Crack Detection
[NO] 1249/1850 | Deepseek-R1 Enhanced Adaptive RAG Framework for Intelligent Optimization of Titanium Alloy Melting-Casting Processes
[NO] 1250/1850 | Trajectory-Tracking for Elbow Joint Robot Based on Riccati Equation and Iterative Learning Control
[NO] 1251/1850 | Accelerating SPGD-AO Compensation: A High-Performance FPGA-Based Approach for Optical Communication
[NO] 1252/1850 | Smart Classroom Assistant Based on Raspberry PI
[NO] 1253/1850 | Title Page
[NO] 1254/1850 | Predictive Analytics for Sales Forecasting at Ono Cafe Using Linear Regression and Business Intelligence Dashboard
[NO] 1255/1850 | CogRec: Neural Cognitive-Style Modeling for Adaptive Learning Path Recommendation in Communication-Centric Environments
[NO] 1256/1850 | Forecasting UFO Sightings via Deep Learning and Natural Language Generation
[NO] 1257/1850 | An Enhanced Lightweight Model for Real-time Pavement Condition Index Prediction
[NO] 1258/1850 | Token-Invariant Contrastive Pretraining for Robust Domain Adaptation in Text Classification
[NO] 1259/1850 | Efficient SOMP Algorithm Implement on FPGA for DOA Estimation
[NO] 1260/1850 | Transforming LLM Two-Stage Dialogue Summarization Techniques
[NO] 1261/1850 | Gamified Cognitive Interaction Design for Zakat Education: Usability and Learning Evaluation of a Digital Board Game
[NO] 1262/1850 | A Systematic Mapping Study on Accessibility Design Guidelines of Assistive Technology for Students with Autism
[NO] 1263/1850 | Traffic Flow Monitoring and Congestion Control Using VANETs
[NO] 1264/1850 | Predictive Analytics for Vehicle Utilization and Fleet Decision Support in Higher Education
[NO] 1265/1850 | Analysis on the 3D Electromagnetic Characteristics of a Permanent Magnet Governor with a Double-Layer Permanent Magnet Rotor
[NO] 1266/1850 | Cross-platform digital economy data security sharing and modeling method integrating federated learning and privacy computing
[NO] 1267/1850 | Research on the Sentiment Analysis Algorithm of Works based on Deep Learning
[NO] 1268/1850 | Refining Data Fusion and Production Process Optimization Based on Multimodal Large Models
[NO] 1269/1850 | Organizing Committee
[NO] 1270/1850 | Applications and Study of DenseNet-121 in Multi-class Chest X-ray Diagnosis
[NO] 1271/1850 | Research on Data Mining and Analysis Algorithm of Personnel Files in Big Data Environment
[NO] 1272/1850 | CBBA-Based Task Planning for Heterogeneous Unmanned Surface Vehicles in Area Search Missions
[NO] 1273/1850 | Pediatric T1D Copilot: LSTM-Driven Glucose Forecasting and Conversational Decision Support from Real-World CGM, Insulin, and Meal Streams
[YES] 1274/1850 | Design of Intelligent Report Automatic Generation System and Optimization of Generative Algorithm in Power Business Scenarios
[NO] 1275/1850 | Instrument Development for Measuring the Effectiveness of Government Campaigns in Scam and Fraud Prevention: An Extension of Protection Motivation Theory
[NO] 1276/1850 | Evaluating Lightweight Vision Transformers for Chest Disease Detection in Low-Resource Clinical Settings
[NO] 1277/1850 | Research on Intelligent Storage and Structure Reconstruction of Multi-source Heterogeneous Data in Power Grid Based on Graph Neural Network
[NO] 1278/1850 | Improved YOLOv8-Based Surface Defect Detection for Aluminum Alloy Profiles
[NO] 1279/1850 | Blockchain-Based Voting System with OTP Authentication and Off-Chain Privacy Preservation
[NO] 1280/1850 | Corrections to “Artificial Intelligence in Quantum Communications: A Comprehensive Survey”
[NO] 1281/1850 | Resource Allocation for IRS-Assisted Secure NOMA-ISAC Network
[NO] 1282/1850 | Design and Optimization of the Simultaneous Wireless Power and Data Transfer System Based on Power Channel Harmonic Modulation
[NO] 1283/1850 | Turn Your Data into Dashboards
[NO] 1284/1850 | APEX-DE: Adaptive Parameter Control and Selection Strategy for Differential Evolution With Exponential Crossover_supp1-3673122.pdf
[NO] 1285/1850 | 2026 Symposium on Microwave, Antenna, and Propagation (SMAP)
[NO] 1286/1850 | Table of Contents
[NO] 1287/1850 | Front Cover
[YES] 1288/1850 | Evaluating Retrieval-Augmented Generation for LLM-Based Vulnerability Detection: An Empirical Study on Real-World Java Vulnerabilities_supp1-3676577.xlsx
[NO] 1289/1850 | SpALEn:
                    <u>Sp</u>
                    arsity
                    <u>A</u>
                    ware
                    <u>L</u>
                    oad Balancing Inference
                    <u>E</u>
                    ngine for Neural Network
[NO] 1290/1850 | Dynamic Trust-Driven Blockchain Federated Learning System for Medical Insurance Fraud Detection
[NO] 1291/1850 | GFT-CRN: A Group Frequency-Temporal Convolutional Recurrent Network for Lightweight Speech Enhancement
[NO] 1292/1850 | Research on YOLOv8 Fire Detection Algorithm based on Multi-Module Improvement
[NO] 1293/1850 | Performance Evaluation Ensembling of CNN Models for KL-based Knee Osteoarthritis Grading
[NO] 1294/1850 | Research and Application of the Dynamic Adjustment Mechanism of Substation Project Cost Index under Market-Oriented Reform
[NO] 1295/1850 | Data-driven core loss modeling of magnetic components
[NO] 1296/1850 | Memory-Driven Agent Planning for Long-Horizon Tasks via Hierarchical Encoding and Dynamic Retrieval
[NO] 1297/1850 | PBEC-Net: An Emotion-Aware Personalised Prediction Model under Multimodal Attention Mechanisms
[NO] 1298/1850 | MicroEthics: Harnessing Small Data Intelligence to Recode Big Data Ethics for a Responsible Digital Future
[NO] 1299/1850 | Machine Learning Approaches for Early Warning of Stock Market Crashes
[YES] 1300/1850 | An Efficient Methodology to Develop Data Encryption Algorithms for IoT Networks
[NO] 1301/1850 | Deep Neural Network–based Retail Business Analysis using AI for Smart Environments and IoT
[NO] 1302/1850 | Adaptive AI-Driven Threat Intelligence Framework for Proactive Cyber Defense in Dynamic Network Environments
[NO] 1303/1850 | Design and Verification of Intelligent Scheduling Algorithm for Aeronautical Precision Hydraulic Parts Processing for Digital Workshop
[NO] 1304/1850 | ViMoNet: A Multimodal Vision-Language Framework for Human Behavior Understanding from Motion and Video
[NO] 1305/1850 | Distributed Channel Estimation for Grant-Free Cell-Free Massive MIMO Systems
[NO] 1306/1850 | Physics-Embedded ML Framework for Reconfigurable Bandstop Surface for Beyond 5G/6G Applications
[NO] 1307/1850 | Retinal Fundus Disease Detection and Classification using ResNet-50
[NO] 1308/1850 | Development of an EV Multispeed Transmission Testing Test Rig for Early Stage Validation and System Level Integration
[NO] 1309/1850 | Hybrid AI Framework for Personalized Learning and Student Progress Analysis
[NO] 1310/1850 | AI-Driven Intelligent Baggage Screening for Modern Airport Security: Review of Methods and Challenges
[NO] 1311/1850 | Intelligent Deployment Techniques for Cloud Applications with Downward Load Balancing in Multi-Cloud Environments
[NO] 1312/1850 | HA-DAGP: A Hierarchical Attention-Driven Adaptive Graph Partitioning Model
[NO] 1313/1850 | Design and Implementation of a NARMA-L2 Controller for Dynamic Wireless Power Transfer in Electric Vehicles
[NO] 1314/1850 | A Smart MedCare Scheduling with Real-Time Hospital Acceptance and Ambulance Dispatch
[NO] 1315/1850 | Digital Predistortion Method with Two-Dimensional Complex-Valued Spline-Interpolated Lookup Table for Joint Impairment Compensation
[NO] 1316/1850 | CondenseGraph: Communication-Efficient Distributed GNN Training via On-the-Fly Graph Condensation
[NO] 1317/1850 | Intelligent Layered Injection and Production Technology and System Control Strategy for Fault-Block Reservoirs
[NO] 1318/1850 | Optimized Multimodal Diffusion Transformer Architecture for Real-Time Semantic Control of Digital Human Micro-Expressions in Embedded AI Systems
[NO] 1319/1850 | A Deep Reinforcement Learning-Based Service Function Chain Placement Strategy for Latency-Sensitive Tasks in Power Information Networks
[NO] 1320/1850 | Risk State Estimation and Assessment Method for New Energy Integration into Power Grids
[NO] 1321/1850 | Halbach-Enhanced Reluctance Magnetic Gear Assisted by Superconductive Flux Channels
[NO] 1322/1850 | Research on Trusted Exchange and Data Traceability Mechanism of Health Information System Integrating Blockchain and Internet of Things
[NO] 1323/1850 | Improving Rock Unit Classification in Hyperspectral Images Using 3D Discrete Wavelet Transform Texture Features
[NO] 1324/1850 | Distributed Deep Learning Training on PARAM Seva: Empirical Analysis of Data Parallelism with PyTorch DDP
[NO] 1325/1850 | Extraction and Feature Recognition of Gravity and Magnetic Anomaly Information in Gold Mining Belts Based on Multi-scale Wavelet Analysis
[NO] 1326/1850 | Edge AI-Enabled Multi-Purpose Camera System: ACost-Effective Solution for Autonomous Computer Vision Applications
[NO] 1327/1850 | A Study of Adaptive Optics Based on Altitude Profile of Atmospheric Turbulence for Uplink Pre-compensation in Laser Satellite Communication
[NO] 1328/1850 | Dynamic Prediction and Application of Carbon Emissions of Power Grid Enterprises Based on Time Series Deep Learning
[NO] 1329/1850 | Research on Characterization Models of Peak Shaving Capacity for Thermal Power Units Based on Thermal Network Heat Storage
[NO] 1330/1850 | Hierarchical LEO-Based Positioning with GNSS-Aided Clock States Estimation
[NO] 1331/1850 | OpenEP: Open-Ended Future Event Prediction
[NO] 1332/1850 | Embedded Solar Energy Monitoring System Using Arduino for Stand-Alone Photovoltaic Applications
[NO] 1333/1850 | Ghostden: Hybrid Framework for ECG Image Based Heart Disease Classification
[NO] 1334/1850 | Research on a Large Model for Children's Multimodal Emotion Recognition Based on Multi-Feature Cross-Fusion
[NO] 1335/1850 | AIST 2025 Cover Page
[NO] 1336/1850 | Integrating Mosaic Loss of Y Chromosome, Clinical and Lifestyle Factors, and Heart Rate Zones for Early Cardiovascular Risk Prediction in Men
[NO] 1337/1850 | Incentive Mechanism-Based Coordinated Jamming Channel and Power Joint Decision-Making Method
[NO] 1338/1850 | Deep Learning-Based Automated Identification of Date Fruit Varieties Using CNNs
[NO] 1339/1850 | ICEMD 2025 Breaker Page
[NO] 1340/1850 | Research on Small Lesion Detection in Medical Imaging Based on Improved YOLO
[NO] 1341/1850 | Alt-Eye: A Smart Vision Assistance Device for the Visually Impaired Using Deep Learning
[NO] 1342/1850 | Advancement in Supply Chains using Blockchain in Tracking Goods and Transactions
[NO] 1343/1850 | Dual-Attention Enhanced Diffusion-Based Medical Image Diagnosis
[NO] 1344/1850 | Object Recognition Method in Silicone-Encapsulated Structures Based on Tactile PSS-NET
[NO] 1345/1850 | Integration of Multimodal Perception and Path Planning in Autonomous Driving
[NO] 1346/1850 | The Hybrid Deep Learning Framework to Identify Real World Papaya Leaf to Detect Disease by Approximating the Severity
[NO] 1347/1850 | Uncertainty-Aware Edge Data Caching with Robust Optimization and Approximate Linear Models
[NO] 1348/1850 | Efficient Sign Language Classification Utilizing Neural Networks
[NO] 1349/1850 | Robust
                    <i>H</i>
                    <sub>∞</sub>
                    control under stochastic requirements: minimizing conditional value-at-risk instead of worst-case performance
[NO] 1350/1850 | Longitudinal, non-invasive magnetocardiography of avian embryos with optically pumped magnetometers_supp1-3672704.pdf
[NO] 1351/1850 | Thermal Modeling of Battery Cells for Optimal Tab and Surface Cooling Control
[NO] 1352/1850 | Efficient Joint Estimation of Optical Flow and Stereo Disparity with Event Cameras
[NO] 1353/1850 | Real-time Bidirectional 235.2-Tb/s S+C+L Band Transmission over 10.9-km AR-HCF with 1200/800 Gb/s/λ
[NO] 1354/1850 | Front Cover
[NO] 1355/1850 | A Unified Security Framework for Smart City AI-Systems: Cross-Domain Vulnerability Analysis and Mitigation Strategies
[NO] 1356/1850 | Coordinated Operation of Diode Rectifier and MMC Hybrid HVDC System
[NO] 1357/1850 | Safe and Agile Transportation of Cable-Suspended Payload via Multiple Aerial Robots
[NO] 1358/1850 | ANN-Based Smart Controller for Optimized Power Management in DC Nano-Grid for EV Applications
[NO] 1359/1850 | Hybrid Knowledge Graph–Deep Learning Framework for Automated Exception Handling and Investigation in Complex Insurance Claims
[NO] 1360/1850 | Transforming Guest Experiences in the Hotel Industry: Harnessing Generative AI for Personalized and Seamless Hospitality Solutions
[NO] 1361/1850 | An Adaptive Non-Intrusive Load Monitoring System with Human-in-the-Loop Machine Learning for Enhanced Appliance Disaggregation
[NO] 1362/1850 | Mixture-of-Experts under Finite-Rate Gating: Communication–Generalization Trade-offs
[NO] 1363/1850 | Mechanical–Optical Co-Design for Structural Integrity Optimization in Heterogeneous VCSEL Array Packaging
