[2026-03-12 09:31:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-11
正在获取论文...
[arXiv] 2026-03-11 | Effective Dataset Distillation for Spatio-Temporal Forecasting with Bi-dimensional Compression
[NO] 98/763 | Aceso: Carbon-Aware and Cost-Effective Microservice Placement for Small and Medium-sized Enterprises
[YES] 99/763 | RAGPerf: An End-to-End Benchmarking Framework for Retrieval-Augmented Generation Systems
[NO] 100/763 | Prioritizing Gradient Sign Over Modulus: An Importance-Aware Framework for Wireless Federated Learning
[NO] 101/763 | A Python-Based Peeling Framework for Radio Interferometry: Application to uGMRT 650MHz Imaging
[NO] 102/763 | Toroidal families and averages of $L$-functions, II: cubic moments
[NO] 103/763 | Scaling and Trade-offs in Multi-agent Autonomous Systems
[YES] 104/763 | A Grammar of Machine Learning Workflows
[NO] 105/763 | eLasmobranc Dataset: An Image Dataset for Elasmobranch Species Recognition and Biodiversity Monitoring
[NO] 106/763 | Believing vs. Achieving -- The Disconnect between Efficacy Beliefs and Collaborative Outcomes
[NO] 107/763 | EvoSchema: Towards Text-to-SQL Robustness Against Schema Evolution
[NO] 108/763 | Fast readout for large scale spin-based qubits
[NO] 109/763 | Repurposing Backdoors for Good: Ephemeral Intrinsic Proofs for Verifiable Aggregation in Cross-silo Federated Learning
[NO] 110/763 | Probing the ergodicity breaking transition via violations of random matrix theoretic predictions for local observables
[NO] 111/763 | Contract And Conquer: How to Provably Compute Adversarial Examples for a Black-Box Model?
[NO] 112/763 | MapGCLR: Geospatial Contrastive Learning of Representations for Online Vectorized HD Map Construction
[YES] 113/763 | From Education to Evidence: A Collaborative Practice Research Platform for AI-Integrated Agile Development
[NO] 114/763 | Surrogate models for nuclear fusion with parametric Shallow Recurrent Decoder Networks: applications to magnetohydrodynamics
[NO] 115/763 | Deep learning assisted inverse design of nonreciprocal multilayer photonic structures
[NO] 116/763 | Practical Regularized Quasi-Newton Methods with Inexact Function Values
[NO] 117/763 | Ergodicity in reinforcement learning
[NO] 118/763 | Poisson Sampling over Acyclic Joins
[NO] 119/763 | Tuning correlated states of twisted mono-bilayer graphene with proximity-induced spin-orbit coupling
[NO] 120/763 | Design and performance of the coded mask for the Lunar Electromagnetic Monitor in X-rays (LEM-X)
[NO] 121/763 | End-to-End Chatbot Evaluation with Adaptive Reasoning and Uncertainty Filtering
[NO] 122/763 | Neural Field Thermal Tomography: A Differentiable Physics Framework for Non-Destructive Evaluation
[NO] 123/763 | V2M-Zero: Zero-Pair Time-Aligned Video-to-Music Generation
[NO] 124/763 | On positive definite thresholding of correlation matrices
[NO] 125/763 | Search for Z' bosons decaying into charginos in final states with two oppositely charged leptons and missing transverse momentum in pp collisions at $\sqrt{s}$ = 13 TeV
[NO] 126/763 | Uncovering statistical structure in large-scale neural activity with Restricted Boltzmann Machines
[NO] 127/763 | Exploiting Spatial Modulation for Strong PhaseNoise Mitigation in mmWave Massive MIMO
[YES] 128/763 | Beyond the Illusion of Consensus: From Surface Heuristics to Knowledge-Grounded Evaluation in LLM-as-a-Judge
[NO] 129/763 | Leech Lattice Vector Quantization for Efficient LLM Compression
[NO] 130/763 | Surfing on metachronal waves: ciliary transport by inertial coasting
[NO] 131/763 | Gravitational Anomaly Measurement in Wide Binaries is Sensitive to Orbital Modeling
[NO] 132/763 | Reduced phase space induced decay conditions
[NO] 133/763 | Linear-Scaling Tensor Train Sketching
[NO] 134/763 | Layered Performance Analysis of TLS 1.3 Handshakes: Classical, Hybrid, and Pure Post-Quantum Key Exchange
[NO] 135/763 | Global dynamics and bifurcation analysis of a chemostat model with obligate mutualism and mortality
[NO] 136/763 | Universal behaviour of $α$-viscosity in black hole accretion discs
[NO] 137/763 | The Discrete Charm of the MLP: Binary Routing of Continuous Signals in Transformer Feed-Forward Layers
[NO] 138/763 | Applications of the Gelfand--Naimark duality
[NO] 139/763 | Ab-initio superfluid weight and superconducting penetration depth
[NO] 140/763 | A Formalization of Abstract Rewriting in Agda
[NO] 141/763 | Historical Consensus: Preventing Posterior Collapse via Iterative Selection of Gaussian Mixture Priors
[NO] 142/763 | An Atlas of Extreme Properties in Cubic Symmetric Metamaterials
[NO] 143/763 | Bridging the Skill Gap in Clinical CBCT Interpretation with CBCTRepD
[NO] 144/763 | Huffman-Bucket Sketch: A Simple $O(m)$ Algorithm for Cardinality Estimation
[NO] 145/763 | Sharp Eigenfunction Bounds on the Torus for large $p$
[NO] 146/763 | Electromagnetic Signatures of Supermassive Binary Black Holes. I. Thermal Synchrotron, Self-Lensing Flares, and Jet Precession
[NO] 147/763 | Adaptive Active Learning for Regression via Reinforcement Learning
[NO] 148/763 | Heavy-quark contributions to the polarized DIS structure functions at NLO in the ACOT scheme
[NO] 149/763 | High-Resolution Timing for Vertex-Reconstructed Muon-Spin Spectroscopy Using Plastic Scintillators and MuTRiG
[NO] 150/763 | Insensitivity of the Coulomb breakup of halo nuclei to spectroscopic factors
[NO] 151/763 | Quantum Hypergraph States: A Review
[NO] 152/763 | VCSEL-Enhanced Holographic Communication for Next-Generation LiFi: State-of-the-Art, Applications, and Future Directions
[NO] 153/763 | Macroscopic Dominance from Microscopic Extremes: Symmetry Breaking in Spatial Competition
[NO] 154/763 | GLM-OCR Technical Report
[NO] 155/763 | Level Crossing Rate Analysis for Optimal Single-user RIS Systems
[NO] 156/763 | Towards Polynomial Immersion of Port-Hamiltonian Systems
[NO] 157/763 | Data Augmentation and Convolutional Network Architecture Influence on Distributed Learning
[NO] 158/763 | S2D: Sparse to Dense Lifting for 3D Reconstruction with Minimal Inputs
[NO] 159/763 | Helium-Cooled Cryogenic STEM Imaging and Ptychography for Atomic-Scale Study of Low-Temperature Phases
[NO] 160/763 | Dynamics-Predictive Sampling for Active RL Finetuning of Large Reasoning Models
[NO] 161/763 | Continuous Diffusion Transformers for Designing Synthetic Regulatory Elements
[NO] 162/763 | Quantum Telepathy: A Quantum Technology with Near-Term Applications
[NO] 163/763 | LAtte: Hyperbolic Lorentz Attention for Cross-Subject EEG Classification
[NO] 164/763 | SNPgen: Phenotype-Supervised Genotype Representation and Synthetic Data Generation via Latent Diffusion
[NO] 165/763 | Bilevel Layer-Positioning LoRA for Real Image Dehazing
[NO] 166/763 | On the global well-posedness and self-similar solutions for a nonlinear elliptic problem with a dynamic boundary condition
[NO] 167/763 | Terminal Is All You Need: Design Properties for Human-AI Agent Collaboration
[NO] 168/763 | Splat2Real: Novel-view Scaling for Physical AI with 3D Gaussian Splatting
[NO] 169/763 | Multi-scale weak lensing detection of galaxy clusters with source redshift tomography
[NO] 170/763 | Double-Precision Matrix Multiplication Emulation via Ozaki-II Scheme with FP8 Quantization
[NO] 171/763 | Solid-state laser cooling of Yb3+-doped KY3F10 to 145 K
[NO] 172/763 | Fragmentation contributions to transverse nucleon spin observables in semi-inclusive deep-inelastic scattering at NLO
[NO] 173/763 | Efficient Conformal Block Evaluation with GoBlocks
[YES] 174/763 | Reinforcement Learning with Conditional Expectation Reward
[NO] 175/763 | Geo-ATBench: A Benchmark for Geospatial Audio Tagging with Geospatial Semantic Context
[NO] 176/763 | QuantumX: an experience for the consolidation of Quantum Computing and Quantum Software Engineering as an emerging discipline
[NO] 177/763 | Disentangling Similarity and Relatedness in Topic Models
[NO] 178/763 | Topological Tunneling Magnetoresistance Driven by Type-II Weyl-Like States in the Room-Temperature Half-Metal Mn2PC Monolayer
[NO] 179/763 | Tuning of anomalous magnetotransport properties in half-Heusler topological semimetal GdPtBi
[NO] 180/763 | TopGen: Learning Structural Layouts and Cross-Fields for Quadrilateral Mesh Generation
[NO] 181/763 | HyPER-GAN: Hybrid Patch-Based Image-to-Image Translation for Real-Time Photorealism Enhancement
[NO] 182/763 | Is the existence of unbounded operators a problem for quantum mechanics? In response to Carcassi, Calderon, and Aidala
[NO] 183/763 | Attribution as Retrieval: Model-Agnostic AI-Generated Image Attribution
[NO] 184/763 | HAPEns: Hardware-Aware Post-Hoc Ensembling for Tabular Data
[NO] 185/763 | $p$-adic $L$-functions for elliptic curves over global function fields
[NO] 186/763 | Crustal Structure Imaging of Ghana from Single-Station Ambient Noise Autocorrelations and Earthquake Arrival Time Inversion
[NO] 187/763 | TacLoc: Global Tactile Localization on Objects from a Registration Perspective
[NO] 188/763 | Quantization Robustness of Monotone Operator Equilibrium Networks
[NO] 189/763 | Hyperbolic components of cosine family with a fixed critical point
[NO] 190/763 | Quantum-logic spectroscopy of forbidden vibrational transitions in single nitrogen molecular ions
[YES] 191/763 | Automatic End-to-End Data Integration using Large Language Models
[NO] 192/763 | Bridging local and semilocal stability: A topological approach
[NO] 193/763 | Tackling Length Inflation Without Trade-offs: Group Relative Reward Rescaling for Reinforcement Learning
[NO] 194/763 | Flocking through a sea of rods
[NO] 195/763 | Post-Experiment Decisions: The Dual Adjustments for Rollout and Downstream Optimizations
[NO] 196/763 | Naïve Exposure of Generative AI Capabilities Undermines Deepfake Detection
[NO] 197/763 | Existence domains of arbitrary amplitude nonlinear structures in two-electron temperature space plasmas. II. High-frequency electron-acoustic solitons
[NO] 198/763 | Quantum cellular automata are a coarse homology theory
[NO] 199/763 | Detection of periodic transit timing variations in warm sub-Saturn HD 332231 b
[NO] 200/763 | Directional information transfer between interacting Brownian particles
[NO] 201/763 | MoXaRt: Audio-Visual Object-Guided Sound Interaction for XR
[NO] 202/763 | Learning to Wander: Improving the Global Image Geolocation Ability of LMMs via Actionable Reasoning
[NO] 203/763 | SUBTA: A Framework for Supported User-Guided Bimanual Teleoperation in Structured Assembly
[NO] 204/763 | Beam-Plasma Collective Oscillations in Intense Charged-Particle Beams: Dielectric Response Theory, Langmuir Wave Dispersion, and Unsupervised Detection via Prometheus
[NO] 205/763 | Positivity of polynomials on the nonnegative part of certain affine hypersurfaces
[NO] 206/763 | Spatio-Temporal Forecasting of Retaining Wall Deformation: Mitigating Error Accumulation via Multi-Resolution ConvLSTM Stacking Ensemble
[NO] 207/763 | Do single-shot projective readouts necessarily estimate the $T_1$ lifetime ?
[NO] 208/763 | 3D Spectrum Awareness for Radio Dynamic Zones Using Kriging and Matrix Completion
[NO] 209/763 | COHORT: Hybrid RL for Collaborative Large DNN Inference on Multi-Robot Systems Under Real-Time Constraints
[NO] 210/763 | Shape-Design Approximation for a Class of Degenerate Hyperbolic Equations with a Degenerate Boundary Point and Its Application to Observability
[NO] 211/763 | Frames2Residual: Spatiotemporal Decoupling for Self-Supervised Video Denoising
[NO] 212/763 | Quantifying uncertainty in physics-based predictions of rare-isotope production cross sections via Bayesian-inspired model averaging across nuclear mass tables
[NO] 213/763 | Finite-Size Scaling of Net-Proton Cumulants in Heavy-Ion Collisions: Remarks on the Interpretation of a Recent Analysis
[NO] 214/763 | Moving Phones, Active Peers: Exploring the Effect of Animated Phones as Facilitators in In-Person Group Discussion
[NO] 215/763 | Gimbal Regression: Orientation-Adaptive Local Linear Regression under Spatial Heterogeneity
[NO] 216/763 | Reactive Writers: How Co-Writing with AI Changes How We Engage with Ideas
[NO] 217/763 | Curves in ${\mathbb P}^n$ of analytic spread at most $n$
[NO] 218/763 | Mitigating Translationese Bias in Multilingual LLM-as-a-Judge via Disentangled Information Bottleneck
[NO] 219/763 | Full Dynamical Model (SOCOL:14C-Ex) of 14C Atmospheric Production and Transport in Application to Miyake Events
[NO] 220/763 | The uniqueness of the ground state and the dynamics of nonlinear Schrödinger equation with inverse square potential
[NO] 221/763 | A Globally Convergent Flow for Time-Dependent Mean Field Games and a Solver-Agnostic Framework for Inverse Problems
[NO] 222/763 | PC-Diffuser: Path-Consistent Capsule CBF Safety Filtering for Diffusion-Based Trajectory Planner
[NO] 223/763 | Optimized combination of independent or simultaneous e-values
[NO] 224/763 | The Orthogonal Vulnerabilities of Generative AI Watermarks: A Comparative Empirical Benchmark of Spatial and Latent Provenance
[NO] 225/763 | On the minimum degree of minimal $k$-$\{1,2\}$-factor critical $k$-planar graphs
[NO] 226/763 | Data-Driven Integration Kernels for Interpretable Nonlocal Operator Learning
[NO] 227/763 | From Imitation to Intuition: Intrinsic Reasoning for Open-Instance Video Classification
[NO] 228/763 | Quantum Dynamics of the Schwarzschild Interior in Ashtekar-Barbero Variables with Minimal Length Effects
[NO] 229/763 | Simulation-in-the-Reasoning (SiR): A Conceptual Framework for Empirically Grounded AI in Autonomous Transportation
[NO] 230/763 | Instant Runoff Voting on Graphs: Exclusion Zones and Distortion
[NO] 231/763 | UltrasoundAgents: Hierarchical Multi-Agent Evidence-Chain Reasoning for Breast Ultrasound Diagnosis
[NO] 232/763 | Spectroscopic galaxy redshifts in the Peanut cluster - a massive nearly head-on cluster merger shortly after pericenter passage
[NO] 233/763 | $V_{0.5}$: Generalist Value Model as a Prior for Sparse RL Rollouts
[NO] 234/763 | Long-lived quasinormal modes, shadows and particle motion in four-dimensional quasi-topological gravity
[NO] 235/763 | Why (and How) LGADs Work: Ionization, Space Charge, and Gain Saturation
[YES] 236/763 | MAD: Memory Allocation meets Software Diversity
[NO] 237/763 | Adjoints of Morphisms of Neural Codes
[NO] 238/763 | BALD-SAM: Disagreement-based Active Prompting in Interactive Segmentation
[NO] 239/763 | Speaker Verification with Speech-Aware LLMs: Evaluation and Augmentation
[NO] 240/763 | Partial ionisation cross sections for the binary-encounter Bethe model
[NO] 241/763 | Liouville theorem for fully nonlinear elliptic equations with the small oscillation and the periodicity in $x$ and the periodic right hand term
[YES] 242/763 | Re-Evaluating EVMBench: Are AI Agents Ready for Smart Contract Security?
[NO] 243/763 | LuxBorrow: From Pompier to Pompjee, Tracing Borrowing in Luxembourgish
[NO] 244/763 | The Desert Fireball Network Clear-Sky Survey
[NO] 245/763 | mAceReason-Math: A Dataset of High-Quality Multilingual Math Problems Ready For RLVR
[NO] 246/763 | Extremal problems in uniformly dense hypergraphs and digraphs
[NO] 247/763 | A brief history of Timing
[NO] 248/763 | From path integral quantization to stochastic quantization: a pedestrian's journey
[YES] 249/763 | CodePercept: Code-Grounded Visual STEM Perception for MLLMs
[NO] 250/763 | Pairing and charge distribution in Emery ladders preserving the ratio of Cu to O atoms
[NO] 251/763 | A PUF-Based Approach for Copy Protection of Intellectual Property in Neural Network Models
[NO] 252/763 | Event-based Photometric Stereo via Rotating Illumination and Per-Pixel Learning
[NO] 253/763 | Just-in-Time: Training-Free Spatial Acceleration for Diffusion Transformers
[NO] 254/763 | Vertex Dismissibility and Scalability of Simplicial Complexes
[NO] 255/763 | Energy extraction-driven instability and horizon formation in Kerr-Newman naked singularities and their limiting cases
[NO] 256/763 | Towards Robust Speech Deepfake Detection via Human-Inspired Reasoning
[NO] 257/763 | Sample-and-Search: An Effective Algorithm for Learning-Augmented k-Median Clustering in High dimensions
[NO] 258/763 | Probabilistic Verification of Voice Anti-Spoofing Models
[NO] 259/763 | Polynomial-size encoding of all cuts of small value in integer-valued symmetric submodular functions
[NO] 260/763 | Hybrid Photonic Quantum Reservoir Computing for High-Dimensional Financial Surface Prediction
[NO] 261/763 | WalkGPT: Grounded Vision-Language Conversation with Depth-Aware Segmentation for Pedestrian Navigation
[NO] 262/763 | Admissibility approach to nonuniform exponential dichotomies roughness with nonlocal perturbations
[NO] 263/763 | Proceedings of CHIdeology 2026: CHI Workshop on Disentangling the fragmented politics, values and imaginaries of Human-Computer Interaction through ideologies
[NO] 264/763 | Emulating Clinician Cognition via Self-Evolving Deep Clinical Research
[NO] 265/763 | DynVLA: Learning World Dynamics for Action Reasoning in Autonomous Driving
[NO] 266/763 | Don't Disregard the Data for Lack of a Likelihood: Bayesian Synthetic Likelihood for Enhanced Multilevel Network Meta-Regression
[NO] 267/763 | Oxygenated False Positive Biosignatures in Mars-like Exoplanet Atmospheres
[NO] 268/763 | Cross-Species Transfer Learning for Electrophysiology-to-Transcriptomics Mapping in Cortical GABAergic Interneurons
[NO] 269/763 | Double Machine Learning for Time Series
[NO] 270/763 | Arnold stability and rigidity in Zeitlin's model of hydrodynamics
[NO] 271/763 | Bayesian Optimization with Gaussian Processes to Accelerate Stationary Point Searches
[NO] 272/763 | ForwardFlow: Simulation only statistical inference using deep learning
[NO] 273/763 | Causal Survival Analysis in Platform Trials with Non-Concurrent Controls
[NO] 274/763 | World Mouse: Exploring Interactions with a Cross-Reality Cursor
[NO] 275/763 | Learning Adaptive Force Control for Contact-Rich Sample Scraping with Heterogeneous Materials
[NO] 276/763 | Report for NSF Workshop on Algorithm-Hardware Co-design for Medical Applications
[YES] 277/763 | TOSSS: a CVE-based Software Security Benchmark for Large Language Models
[NO] 278/763 | Island Sliding Barriers: A first-principles metric for determining remote epitaxy viability
[NO] 279/763 | Pointy - A Lightweight Transformer for Point Cloud Foundation Models
[NO] 280/763 | Using tablets and smartphones as experimental tools in the physics classroom: effects on learning and motivation
[NO] 281/763 | Generalized Reduced-Density-Matrix Quantum Monte Carlo Gives Access to More
[NO] 282/763 | Regularizing INR with diffusion prior self-supervised 3D reconstruction of neutron computed tomography data
[NO] 283/763 | Incompressible Euler Blowup at the $C^{1,\frac{1}{3}}$ Threshold
[NO] 284/763 | Covariate-adjusted statistical dependence representation through partial copulas: bounds and new insights
[NO] 285/763 | STADA: Specification-based Testing for Autonomous Driving Agents
[NO] 286/763 | Variational Adaptive Gaussian Decomposition: Scalable Quadrature-Free Time-Sliced Thawed Gaussian Dynamics
[NO] 287/763 | ECoLAD: Deployment-Oriented Evaluation for Automotive Time-Series Anomaly Detection
[NO] 288/763 | Calibrated Bayesian Nonparametric Tolerance Intervals
[NO] 289/763 | Systematic exploration of triply heavy tetraquarks: spectroscopic and decay characteristics
[NO] 290/763 | Aldous property for full-flag Johnson graphs
[NO] 291/763 | Factor Dimensionality and the Bias-Variance Tradeoff in Diffusion Portfolio Models
[NO] 292/763 | SiDiaC-v.2.0: Sinhala Diachronic Corpus Version 2.0
[NO] 293/763 | Spectral Decomposition Reveals Surface Processes on Europa
[NO] 294/763 | Unlearning the Unpromptable: Prompt-free Instance Unlearning in Diffusion Models
[NO] 295/763 | MCMC Informed Neural Emulators for Uncertainty Quantification in Dynamical Systems
[NO] 296/763 | First measurement of the decay-time-integrated $C\!P$ asymmetry in $B_s^0 \to D_s^- π^+$ decays
[NO] 297/763 | Machine learning the arrow of time in solid-state spins
[NO] 298/763 | Permutation-invariant codes: a numerical study and qudit constructions
[NO] 299/763 | Verbalizing LLM's Higher-order Uncertainty via Imprecise Probabilities
[YES] 300/763 | LLM2Vec-Gen: Generative Embeddings from Large Language Models
[NO] 301/763 | Fast Programming of In-Plane Hyperbolic Phonon Polariton Optics Through van der Waals Crystals using the Phase-Change Material In3SbTe2
[NO] 302/763 | LookaheadKV: Fast and Accurate KV Cache Eviction by Glimpsing into the Future without Generation
[NO] 303/763 | Estimands and the Choice of Non-Inferiority Margin under ICH E9(R1)
[NO] 304/763 | VoxCare: Studying Natural Communication Behaviors of Hospital Caregivers through Wearable Sensing of Egocentric Audio
[NO] 305/763 | The potential and viability of V2G for California BEV drivers
[NO] 306/763 | RL-Augmented MPC for Non-Gaited Legged and Hybrid Locomotion
[NO] 307/763 | A conformal lower bound of weighted Dirac eigenvalues on manifolds with boundary
[NO] 308/763 | X-ray polarization in the soft state of Cyg X-1
[NO] 309/763 | Delegated Information Provision
[NO] 310/763 | Beyond Reproducible Research: Building a Formal Representation of a Data Analysis
[NO] 311/763 | Gap structure and phase diagram of twisted bilayer cuprates from a microscopic perspective
[NO] 312/763 | GRACE: A Unified 2D Multi-Robot Path Planning Simulator & Benchmark for Grid, Roadmap, And Continuous Environments
[NO] 313/763 | Production of Gravitational Waves in the Early Universe From turbulence triggered by first-order phase transitions
[NO] 314/763 | Photonic nanojets as emergent free-space power flux funnels
[NO] 315/763 | Bayesian Design and Analysis of Precision Trials with Partial Borrowing
[NO] 316/763 | Spatially conditioned dynamics between population and built form
[NO] 317/763 | Evaluating randomized smoothing as a defense against adversarial attacks in trajectory prediction
[NO] 318/763 | Searches for charged-lepton-flavor violation in $χ_{bJ}(1P)$ decays
[NO] 319/763 | Dissipation- versus Chaos-Induced Relaxation in Non-Markovian Quantum Many-Body Systems
[NO] 320/763 | Spectral deviation of concentration operators on reproducing kernel Hilbert spaces
[NO] 321/763 | Protein Counterfactuals via Diffusion-Guided Latent Optimization
[YES] 322/763 | Nurture-First Agent Development: Building Domain-Expert AI Agents Through Conversational Knowledge Crystallization
[NO] 323/763 | Risk-Adjusted Harm Scoring for Automated Red Teaming for LLMs in Financial Services
[NO] 324/763 | High fidelity photon-photon gates by scattering off a two-level quantum emitter
[NO] 325/763 | Polyhomogeneous mapping properties of the Radon transform and backprojection operator on the unit ball
[NO] 326/763 | PolGS++: Physically-Guided Polarimetric Gaussian Splatting for Fast Reflective Surface Reconstruction
[NO] 327/763 | Denoising diffusion and latent diffusion models for physics field simulations
[NO] 328/763 | Engineering Magnetic Anisotropy in Permalloy Films via Atomic Force Nanolithography
[NO] 329/763 | Quantum Limits of Passive Optical Surface Metrology and Defect Detection
[NO] 330/763 | Measuring neutrino mass in light of ACT DR6 and DESI DR2
[NO] 331/763 | The asymptotic behavior for divergence elliptic equations in exterior domains with periodic coefficients
[NO] 332/763 | The Quadratic Geometry of Flow Matching: Semantic Granularity Alignment for Text-to-Image Synthesis
[NO] 333/763 | Guiding Diffusion Models with Semantically Degraded Conditions
[NO] 334/763 | Dynamics-Informed Deep Learning for Predicting Extreme Events
[NO] 335/763 | Multiple change-point detection on the circle via isolation using permutation testing
[NO] 336/763 | Study of Magnon-Photon Coupling in Ultra-thin Films Using the Derivative-Divide Method
[NO] 337/763 | HeartAgent: An Autonomous Agent System for Explainable Differential Diagnosis in Cardiology
[NO] 338/763 | A Survey on Algorithmic Interventions in Opinion Dynamics
[NO] 339/763 | On the consistency of the Domain of Dependence cut cell stabilization
[NO] 340/763 | Universal purification dynamics in real non-unitary quantum processes
[YES] 341/763 | Pneuma-Seeker: A Relational Reification Mechanism to Align AI Agents with Human Work over Relational Data
[NO] 342/763 | Efficient Fine-Scale Simulation of Nonlinear Hyperelastic Lattice Structures
[NO] 343/763 | A Radon-transform-based formula for reconstructing acoustic sources from the scattered fields
[NO] 344/763 | Discrete averaging for discrete time dynamical systems
[NO] 345/763 | Euclid: The linear-construction covariance and cosmology
[NO] 346/763 | Beyond Accuracy: Reliability and Uncertainty Estimation in Convolutional Neural Networks
[NO] 347/763 | CacheSolidarity: Preventing Prefix Caching Side Channels in Multi-tenant LLM Serving Systems
[NO] 348/763 | MOS-Bias: From Hidden Gender Bias to Gender-Aware Speech Quality Assessment
[NO] 349/763 | Pauli-limited upper critical field and anisotropic depairing effect of La2.82Sr0.18Ni2O7 superconducting thin film
[NO] 350/763 | Non-Collinear and Non-Coplanar Magnetic Orders in 1/1 Periodic Approximant to the Icosahedral Quasicrystal
[NO] 351/763 | UniCom: Unified Multimodal Modeling via Compressed Continuous Semantic Representations
[NO] 352/763 | Efficient and accurate two-qubit-gate operation in a high-connectivity transmon lattice utilizing a tunable coupling to a shared mode
[NO] 353/763 | Bioinspired CNNs for border completion in occluded images
[NO] 354/763 | A Python implementation of some geometric tools on Kendall 3D shape space for practical applications
[NO] 355/763 | Investigations of Heterogeneity in Diagnostic Test Accuracy Meta-Analysis: A Methodological Review
[NO] 356/763 | A$^2$-Edit: Precise Reference-Guided Image Editing of Arbitrary Objects and Ambiguous Masks
[NO] 357/763 | Magnetohydrodynamics in turbulent dynamo regime: the stability problem
[NO] 358/763 | Breaking User-Centric Agency: A Tri-Party Framework for Agent-Based Recommendation
[NO] 359/763 | Dynamic Modeling and Attitude Control of a Reaction-Wheel-Based Low-Gravity Bipedal Hopper
[NO] 360/763 | Emergence of solitary and chimera states in adaptive pendulum networks under diverse learning rules
[NO] 361/763 | Frustration-Induced Collective Dynamical States in Pulse-Coupled Adaptive Winfree Networks
[NO] 362/763 | STM32-Based Smart Waste Bin for Hygienic Disposal Using Embedded Sensing and Automated Control
[NO] 363/763 | Planning for isolation? The role of urban form and function in shaping mobility in Brasília
[NO] 364/763 | Distributed State Estimation of Discrete-Time LTI Systems via Jordan Canonical Representation
[NO] 365/763 | Intermittent Cauchy walks enable optimal 3D search across target shapes and sizes
[NO] 366/763 | Graph Symmetry Organizes Exceptional Dynamics in Open Quantum Systems
[NO] 367/763 | Technological Excellence Requires Human and Social Context
[NO] 368/763 | Are Video Reasoning Models Ready to Go Outside?
[NO] 369/763 | Central limit theorems for high dimensional lattice polytopes: symmetric edge polytopes
[NO] 370/763 | Anderson localization of long-range quasi-periodic operators via Dynamical Rigidity
[NO] 371/763 | Detecting and Eliminating Neural Network Backdoors Through Active Paths with Application to Intrusion Detection
[NO] 372/763 | A Cheng-type Eigenvalue-Comparison Theorem for the Hodge Laplacian
[NO] 373/763 | A Hypergraph-Based Framework for Exploratory Business Intelligence
[NO] 374/763 | Fundamental Limits of Non-Hermitian Sensing from Quantum Fisher Information
[NO] 375/763 | RC-positivity, comparison theorems and prescribed Hermitian-Yang-Mills tensors I
[NO] 376/763 | Star formation in the circumgalactic high-velocity cloud Complex H
[NO] 377/763 | Formulation of intrinsic nonlinear thermal conductivity for bosonic systems using quantum kinetic equation
[NO] 378/763 | Maximum Inverse Sum Indeg Index of Trees and Unicyclic Graphs with Fixed Diameter
[YES] 379/763 | Trajectory-Informed Memory Generation for Self-Improving Agent Systems
[NO] 380/763 | Self-Scaled Broyden Family of Quasi-Newton Methods in JAX
[NO] 381/763 | Strong Gaussian approximation for U-statistics in high dimensions and beyond
[NO] 382/763 | Exact Interpolation under Noise: A Reproducible Comparison of Clough-Tocher and Multiquadric RBF Surfaces
[NO] 383/763 | Distilling LLM Semantic Priors into Encoder-Only Multi-Talker ASR with Talker-Count Routing
[NO] 384/763 | The in-situ growth of stellar-mass "light" seed black holes in nuclear star clusters
[NO] 385/763 | The Rayleigh Taylor instability in partially ionized plasmas: ambipolar diffusion effects in the non linear phase
[YES] 386/763 | FP-Predictor - False Positive Prediction for Static Analysis Reports
[NO] 387/763 | $F$-Contraction with an Auxiliary Function and Its Application to Terrain-Following Airplane Navigation
[NO] 388/763 | CD-Raft: Reducing the Latency of Distributed Consensus in Cross-Domain Sites
[NO] 389/763 | Neural Differential Equations for the Solar Dynamo
[NO] 390/763 | SCORE: Replacing Layer Stacking with Contractive Recurrent Depth
[NO] 391/763 | Perturbed saddle-point problems in $\mathbf{L}^p$ with non-regular loads
[NO] 392/763 | Analysis of a Biofilm Model in a Continuously Stirred Tank Reactor with Wall Attachment
[NO] 393/763 | BinWalker: Development and Field Evaluation of a Quadruped Manipulator Platform for Sustainable Litter Collection
[NO] 394/763 | AILS-NTUA at SemEval-2026 Task 8: Evaluating Multi-Turn RAG Conversations
[YES] 395/763 | Resource-constrained Amazons chess decision framework integrating large language models and graph attention
[NO] 396/763 | Temporal-Mode Engineering for Multiplexed Microwave Photons and Mode-Selective Quantum State Transfer
[NO] 397/763 | A New Tensor Network: Tubal Tensor Train and Its Applications
[NO] 398/763 | Novae breves from magnetar giant flares: Potential probes of neutron star crusts
[NO] 399/763 | Efficiency vs Demand in AI Electricity: Implications for Post-AGI Scaling
[NO] 400/763 | Electromagnetic pion mass splitting using PV-regulated photon propagator
[NO] 401/763 | A Universal Nearest-Neighbor Estimator for Intrinsic Dimensionality
[NO] 402/763 | Human-AI Co-reasoning for Clinical Diagnosis with Evidence-Integrated Language Agent
[NO] 403/763 | Remote engineering of particle-like topologies to visualise entanglement dynamics
[NO] 404/763 | Persistent short-range charge correlations revealed by ultrafast melting of electronic order in YBa$_2$Cu$_3$O$_{6+x}$
[NO] 405/763 | Dual Space Preconditioning for Gradient Descent in the Overparameterized Regime
[NO] 406/763 | Learning to Negotiate: Multi-Agent Deliberation for Collective Value Alignment in LLMs
[NO] 407/763 | Fighting Hallucinations with Counterfactuals: Diffusion-Guided Perturbations for LVLM Hallucination Suppression
