[2026-04-17 22:39:34] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-16
正在获取论文...
[arXiv] 2026-04-16 | Singly periodic maximal graphs with isolated singularities in Lorentz-Minkowski 3-space
[NO] 1373/1824 | Geometry Aware Meta-Learning Neural Network for Joint Phase and Precoder Optimization in RIS_supp1-3684280.pdf
[NO] 1374/1824 | Beyond Score Changes: Adversarial Attack on No-Reference Image Quality Assessment from Two Perspectives
[NO] 1375/1824 | An Explainable Deep Forest Approach for Modeling Actual Evapotranspiration in Arid Northwest China Using Multi-Source Data
[NO] 1376/1824 | PAHPA: Revolutionizing Kubernetes Autoscaling with Integrated Predictive Analytics and Real-Time Monitoring
[NO] 1377/1824 | MGMIN-FSA: A Multi-Granularity Multimodal Interaction Network for Sentiment Analysis of Financial Review Videos_supp1-3681783.pdf
[NO] 1378/1824 | Design of a Low-Power High-Density Analog in-Memory Computing Accelerator Using 18 Nm FD-SOI Phase-Change Memory
[NO] 1379/1824 | A 16× Interleaved 32-GS/s 8b Hybrid ADC With Self-Tracking Inter-Stage Gain Achieving 44.3-dB SFDR at 20.9-GHz Input
[NO] 1380/1824 | Juggler: A Dynamic Warp Scheduler for GPGPUs
[NO] 1381/1824 | Quantum-Driven Intelligent Controller Design for DC–DC Boost Converters
[NO] 1382/1824 | A Cloud-Native Alternative Correction for Landsat-8/9 Collection 2 Surface Reflectance over Inland Waters
[NO] 1383/1824 | Novel Three-Segment Steerable Continuum Needle Manipulator for Minimally Invasive Surgery_supp1-3679362.mp4
[NO] 1384/1824 | Multipath-Enhanced Measurement of Antenna Patterns: Experiment
[NO] 1385/1824 | Multi-layer Security for Wireless BCIs via Adversarial Chaos Synergy
[NO] 1386/1824 | Spectral Efficiency Considerations in 6G Networks
[NO] 1387/1824 | A Novel Approach with Channel Reduction Scheme for Depression Symptom Identification based on Resting-State EEG
[NO] 1388/1824 | EWSbp-SNN: Error-weighted STDP with Backpropagation for Data Classification in Spiking Neural Networks
[NO] 1389/1824 | Effects of Induced Current from High-Voltage Transmission Lines on Voltage-Limiting Device Operation in Electrified Monorail Systems
[NO] 1390/1824 | Development of an Insulation Lifetime Model under Varied Pressure and Voltage Conditions for More Electric Aircraft Applications
[NO] 1391/1824 | Analyzing the Impact of TiO
                    <sub>2</sub>
                    Nanoparticles in Transformer Oil-Based Nanofluids Through Dissolved Gas Analysis
[NO] 1392/1824 | Copyright Page
[NO] 1393/1824 | Quantum Entanglement and Distance: A Performance Study of Long-Distance Networks
[NO] 1394/1824 | Aerospace Legacy - Pains or Opportunities
[NO] 1395/1824 | Object Detection and Localization Sight to Sound Framework for Visually Impaired Community
[NO] 1396/1824 | AgentChain: Blockchain-empowered Multi-agent Coordination for Trustworthy LLM Question-answering Systems
[NO] 1397/1824 | Resource Optimization with Uplink RSMA for Multibeam LEO Satellite IoT Systems in the FBL Regime
[NO] 1398/1824 | Digital Transformation Readiness in University Operations: A Product-Service System Approach to Readiness-as-a-Service
[NO] 1399/1824 | Adaptive Beamforming Method for RIS-Assisted Communication System with Interference Suppression
[NO] 1400/1824 | AC Loss Calculation and Analysis in Armature Windings for Superconducting Electrical Machines
[YES] 1401/1824 | Robust and Size-Optimized Error Handling in Rust for Resource-Constrained Embedded Systems
[NO] 1402/1824 | Deductive Processing of Digital Signals and Its Practical Application
[NO] 1403/1824 | Analog Hardware Fast Learning Model with Multiplication Circuit and Application to Deep Learning
[NO] 1404/1824 | LLMs and AI in the Language Industry: An Overview
[NO] 1405/1824 | Hardware Architecture and Implementation of a Semi-Autonomous ROV for Net-Pen Fish Aquaculture Monitoring
[NO] 1406/1824 | An AI-Driven Intelligent Decision Support System for ESG-Aware Portfolio Optimization on Indonesian Equities
[NO] 1407/1824 | Design and Simulation of Sinusoidal Assist Pattern Generator for Robotic Gait-Training Walker Based on Physical Therapist Force Profiles
[NO] 1408/1824 | AI-Based Chatbot for Managing Undergraduate Academic Inquiries in the University Sector
[NO] 1409/1824 | A Narrative Review of Normalized Difference Vegetation Index (NDVI)-Based Time-Series Crop Yield Prediction Using Machine Learning and Deep Learning
[NO] 1410/1824 | Machine Learning in Stock Price Prediction: Comparing Logistic Regression, Random Forest, XGboost, LightGBM, and Ensemble Techniques
[NO] 1411/1824 | A Hybrid Correlation-PSO Feature Selection Framework with Extreme Learning Machines for High-Accuracy Cancer Classification in Microarray Data
[YES] 1412/1824 | Exploring Security Gaps in Automotive Infotainment Systems
[NO] 1413/1824 | Fiscal Communication Rules and Credibility in Peru
[NO] 1414/1824 | Modeling of Quasiparticle Dynamics in NbTiN Waveguide-Integrated Superconducting Nanowire Single-Photon Detectors for Quantum Computing Applications
[NO] 1415/1824 | A Low-Noise Sub-Sampling Fast-Locking PLL for 5G Applications
[NO] 1416/1824 | A Comprehensive Review of Smart Agriculture: Integrating AI, IoT and Precision Farming
[NO] 1417/1824 | An Effective Feature Selection Framework Based on Correlation Analysis and Weighted Metrics
[NO] 1418/1824 | An Automatic Simulation Method for Three-Dimensional Drills Integrating Behavior Trees and DQN Algorithm
[NO] 1419/1824 | Comprehensive Dyslexia Screening Through Trimodal
[NO] 1420/1824 | Linux Boot Failures Under Proton Irradiation
[NO] 1421/1824 | Experimental Investigation of Diesel Generator Performance and Emissions with Sunflower and Waste Cooking Oil Biodiesel Blends
[NO] 1422/1824 | When Modalities Agree Without Meeting: Empirical Consistency in Unpaired CAPTCHA Learning
[NO] 1423/1824 | Development of ESP32 Based Fire Detection System Using Mamdani Fuzzy Logic Approach
[NO] 1424/1824 | Detection of Covid-19 and Prediction of Post-Recovery Health Issues Using CT Scans
[NO] 1425/1824 | Leveraging the ConvNeXt-L Model for Tomato Leaf Disease Classification
[NO] 1426/1824 | Design and Implementation of a Catamaran-Type Autonomous Surface Vehicle with a Multi-Parameter Sensor Deployment System for Water Quality Monitoring
[NO] 1427/1824 | A Random Forest-Based Model for Customer Churn Prediction in a Telecommunication Company
[NO] 1428/1824 | Modifications of the Adaptive Moving Average Filter for Measuring Electrical Parameters
[NO] 1429/1824 | Nano Cerium Oxide Co-Doped with Strontium Nanofillers in Zinc Oxide Nanostructures for Varistor Applications
[NO] 1430/1824 | End-of-Day Forecasting of Financial Transaction Volume via Hour-Specific Ridge Models
[NO] 1431/1824 | Design and Implementation of a Dual-Stage Non-Contact Power Interface with Simplified X-Type Converter for Portable Devices
[NO] 1432/1824 | A Scalable AI-Enhanced Framework for Real-Time Streaming Analytics in High-Velocity Distributed Data Environments
[NO] 1433/1824 | Leveraging Machine Learning for Sentiment Analysis on Indonesia's M-Paspor Application
[NO] 1434/1824 | Improving Oral Health Care Management in South Africa Using Multilayer Perceptron Model for Pediatric Caries Risk Classification
[NO] 1435/1824 | Novel LLM-Based Detection of Cloud Attacks: Ranking Attack Techniques and Building a Log Dataset Framework
[NO] 1436/1824 | Safe Tracks with LoRa: Employing Long-Range Technology for Preventing Major Train Crash
[NO] 1437/1824 | Voter Behavior Analysis via a Compartment-Based Optimal Control Approach: A Case Study in the 2024 Central Java Regional Election
[NO] 1438/1824 | The Context Latency Gap: Diagnosing the Causal Link between Communication Friction and Process Bottlenecks in Distributed Agile Projects
[NO] 1439/1824 | Motor Imagery EEG Signals in Subjects with High Uncertainty Using a Spectral Transformer
[NO] 1440/1824 | Embedded AI: Integrating TinyML in Resource-Constrained IoT Devices
[NO] 1441/1824 | AI-Based Framework for Real-Time Livestock Health Monitoring in Cloudless IoT Systems
[NO] 1442/1824 | Replay Attack Detection in Automatic Speaker Verification using Transformer-Based Audio Representations
[NO] 1443/1824 | Enhanced Voltage Quality in Seven-Level SCMLI Using Carrier Overlapped PWM Strategy
[NO] 1444/1824 | Beyond One Metric: A Cultural Bias Audit of Style Transfer with SSIM/LPIPS/Gram/Palette
[NO] 1445/1824 | Explainable Artificial Intelligence: Techniques, Challenges, and Applications in Critical Decision-Making Systems
[NO] 1446/1824 | XLM-RoBERTa as a Multilingual Pre-Trained Model for Question Answering in AQI Monitoring Installation Guides
[NO] 1447/1824 | Airport Passenger Flow Forecasting via Deformable Temporal–Spectral Transformer Approach
[NO] 1448/1824 | Neighborhood Pseudo-Graph Based Personalized Federated Graph Learning
[NO] 1449/1824 | Fair Joint Offloading and Consensus Optimization in Blockchain-Enabled Mobile Edge Computing_supp1-3683699.pdf
[NO] 1450/1824 | Cost-Aware Kinematically Feasible Planning for Mobile and Surface Robotics_supp1-3684018.pdf
[NO] 1451/1824 | A Large-Scale Quantitative Analysis of Avatars in VR and AR_supp1-3679106.pdf
[NO] 1452/1824 | SMDGS: Scale-aligned Monocular Depth-guided 3D Gaussian Splatting for Rendering and Surface Reconstruction
[NO] 1453/1824 | A Graph-Enhanced Defense Framework for Explainable Fake News Detection with LLM
[NO] 1454/1824 | Application of Cosine Annealing CfC Networks to IEEE 802.11p Channel Estimation in High-Speed Rail
[NO] 1455/1824 | Efficient Design of Fronthaul-Constrained Uplink Reception for Cell-Free XL-MIMO
[NO] 1456/1824 | A SiC-Based Split-Output Three Level NPC Power Module with Enhanced Short-circuit Withstand Capability
[NO] 1457/1824 | A Latin American Institution&amp;#x2019;s Journey in Digital Systems Education: From Breadboards to FPGA and RISC-V Design_supp1-3684367.pdf
[NO] 1458/1824 | Hierarchical Power Flow Control Strategy for CHB-based APQC-ESS of Railway System Under Unbalanced Grid
[NO] 1459/1824 | IEEE Photonics Technology Letters Information for Authors
[NO] 1460/1824 | An Enhanced Maximal Ratio Combiner for MIMO Systems with a Fast FPGA Implementation
[NO] 1461/1824 | Sensing and Storing Less: A MARL-based Solution for Energy Saving in Edge Internet of Things
[NO] 1462/1824 | Enhancing Time-Series Forecasting with Age of Information and Data Relevance in Task-Oriented, Energy-Efficient Wireless Communication
[NO] 1463/1824 | Indirect and Direct Multiuser Hybrid Beamforming for Far-Field and Near-Field Communications: A Deep Learning Approach
[NO] 1464/1824 | A Neuromorphic Front-End based on Memristive Biosensors for Risk Pre-Screening by Pulse-Encoded Signals
[NO] 1465/1824 | A Compact Frequency Comb Generator Implementation on RFSoC for MKIDs
[NO] 1466/1824 | High-Efficiency 1-D Scanning Solar Arrays with High SCs Coverage Ratio Based on a Hybrid Transparent Dielectric Resonator Antenna
[NO] 1467/1824 | Multipath-Enhanced Measurement of Antenna Patterns: Theory
[NO] 1468/1824 | Digital Twin Modelling for a Renewable Energy Community: A Case Study of the Culatra Island’s Smart Grid
[NO] 1469/1824 | IoT-Oriented Uplink Multi-User Digital Semantic Communication System Based on Model Division Multiple Access
[NO] 1470/1824 | Machine Learning-Based Estimation of Photovoltaic Solar Power Generation under Heatwave Events in the Context of Climate Change in Santo André, São Paulo, Brazil
[NO] 1471/1824 | Sharding-Based Asynchronous Coordination for Secure and Scalable Peer-to-Peer Energy Trading Under Delays and Attacks
[NO] 1472/1824 | Innovation-Based Stealthy Attacks on Remote State Estimators Using the Wasserstein Distance
[NO] 1473/1824 | Chalking Mechanism and its Simulation in Silicone Rubber under Hydrothermal Conditions
[NO] 1474/1824 | Prior-Embedded Policy Optimization for Multipoint Weak Leakage Localization in Energy Transportation Systems
[NO] 1475/1824 | On the Convergence of Gradient Descent on Learning Transformers With Residual Connections
[NO] 1476/1824 | Digital Gender Divide Among Teenagers: Analysing Disparities in Access to Technology and Internet Connectivity
[NO] 1477/1824 | Global Trends in Digital Financial Inclusion for Women: A Decade-Long Bibliometric Review (2014-2024)
[NO] 1478/1824 | A High-Power Frequency-Doubling Current-Source Resonant Inverter System Based on a Rectangular Resonant Circuit
[NO] 1479/1824 | Energy Efficient Power Control in 6G Networks for Smart Grid Wide Area Network Using Deep Reinforcement Learning
[NO] 1480/1824 | Half Title Page: Table of Contents
[NO] 1481/1824 | Deep Learning-Based Recommendation System to Address Challenges in Providing Electronic Services
[NO] 1482/1824 | Design and Optimization of E-Mode AlN FETs Featuring p-NiO
                    <sub>x</sub>
                    Gate Stack and Junction Termination Extension
[NO] 1483/1824 | Monitoring Harmonic ELF Magnetic Fields in Data Centers with Sensor-Based Instrumentation
[NO] 1484/1824 | Non-Contact High-Resolution Stress Measurement Based on Resonance Eddy Current Technique
[NO] 1485/1824 | Guest Editorial Special Issue on Plenary, Invited, and Workshop on Pulsed Power for Fusion From the 25th IEEE Pulsed Power Conference (PPC) and the 52nd IEEE International Conference on Plasma (ICOPS)
[NO] 1486/1824 | Thermal diffusivity characterization of impacted composites using evaporative cryocooling excitation and inverse physics-informed neural networks
[NO] 1487/1824 | Generative AI for Cross-Technology Communication in Consumer Electronics
[NO] 1488/1824 | A Dual-Stage Surrogate-Assisted Differential Evolution for Expensive Multimodal Optimization
[NO] 1489/1824 | Policy and Technological Synergies for Climate-Resilient Power Systems in Asia
[NO] 1490/1824 | Enhancing Digital KYC Processes with Blockchain-Based Self-Sovereign Identity
[NO] 1491/1824 | Blank Page
[NO] 1492/1824 | Front Cover
[NO] 1493/1824 | Predefined-Time Distributed Optimization Algorithm for Disturbed MASs With Equality Constraints
[NO] 1494/1824 | A Cellular Automaton-Based Pool Fire Simulation Method Integrating Deep Learning
[NO] 1495/1824 | Exploring User Engagement in Social Commerce through Social and Technology Factors: A Pilot Test in the Indonesian Market
[NO] 1496/1824 | Characterization and Analysis of LED Complex Impedance for Enhanced UHF-RFID Tag Design
[NO] 1497/1824 | Transformer-Based ABSA for Sentiment Prediction on Indonesia's Economic Policy Discourse Using Youtube Data
[NO] 1498/1824 | Uncertainty Modeling in Fault Diagnosis Using Multi-Layer 1D Convolutional Neural Networks Combined with Evidence Theory
[NO] 1499/1824 | An End-To-End Multitask Deep Learning Framework for Depth-Aware Nutritional Content Estimation from Food Images
[NO] 1500/1824 | Better Data, Better Decisions: The Impact of Digitalisation and Big Data on Decision-Making
[NO] 1501/1824 | Heavy-Tail Risk in Traditional Versus Crypto Markets: A Q-Q Plot-Based Analysis
[NO] 1502/1824 | Automated IFC-to-RDF Conversion for Semantic BIM Using IfcWall Entities
[NO] 1503/1824 | Smart Health Tracking with IoT and Android App
[NO] 1504/1824 | Particle-Based Hydraulic Erosion of Heightmap Data
[NO] 1505/1824 | Surface Roughness Optimization in Additive Manufacturing Using Taguchi Method and 3D Optical Profilometry
[NO] 1506/1824 | Research of the Characteristics of a Thermoelectric Power Sensor Chip in the Frequency Range from 0,01 to 40 GHz
[NO] 1507/1824 | A Hybrid YOLO-NAS-EfficientNet Framework for Automated Brain Tumor Detection and Classification From MRI Scans
[NO] 1508/1824 | An Integrated Adaptive Security Framework for Data Security Posture Management with AI-Driven Orchestration and Quantum-Resistant Capabilities
[NO] 1509/1824 | A Method for Assessing the Informativeness of Parkinson's Disease and Essential Tremor Features in EOG Signals Based on the AUC Diagrams
[NO] 1510/1824 | Blockchain–Cloud Integration for Cross-Border Invoice Factoring: A Secure and Scalable Framework for Sustainable Trade Finance
[NO] 1511/1824 | SDGs in Electrical Engineering Education: A Data-Driven Mixed-Methods Analysis of Student Perceptions
[NO] 1512/1824 | Estimation of Nitrogen Pool for Terrestrial Ecosystem Using Extended Kalman Filter
[NO] 1513/1824 | Optimization of the Parameters of Weight Functions Used in Range Sensors to Smooth the Sampling Error
[NO] 1514/1824 | Mesophilic Anaerobic Co-Digestion of Whey with Sewage Sludge: Process Stability and Methane Yield Enhancement
[NO] 1515/1824 | LexCAT: A Lexicon-Enhanced Transformer for Tagalog–English Code-Switched Sentiment Analysis
[NO] 1516/1824 | Efficient Edge AI Inference for Real-Time Verification of Sudden Unintended Acceleration
[NO] 1517/1824 | DDoS Attack Detection in IoT Using Spotted Hyena Optimizer with Hyperparameter Optimized Artificial Neural Network
[NO] 1518/1824 | Development of a Tool for Visual Comparison of Patients with Each Other and with Population Based on BIA Parameters
[NO] 1519/1824 | Continuous-Time Identification Methods for Multi-Input-Single-Output LPV Systems
[NO] 1520/1824 | IoT-Guard: AI-Powered Intrusion Detection for Securing IoT Networks
[NO] 1521/1824 | Improving Anomaly Detection in Banking Transactions Through Feature-Enhanced and Bootstrap-Based Deep Learning Models
[NO] 1522/1824 | Energy Management of a 6.6 kW PV-Battery DC Microgrid Using Incremental Conductance and Bidirectional Conversions
[NO] 1523/1824 | A Quality-Controlled Three-Level Cascading IoT Intrusion Detection Model with Hybrid Feature Selection
[NO] 1524/1824 | Experimental Comparative Study Between Classical PI Controller and Fractional PI Controller Applied to Photovoltaic System
[NO] 1525/1824 | AI-Driven Data Mining and Knowledge Discovery: Foundations, Methods, and Emerging Innovations
[NO] 1526/1824 | AI-Powered Facial Recognition With Real-Time Sentiment Analysis
[NO] 1527/1824 | Author Index
[NO] 1528/1824 | 2026 International Conference on Visual Analytics and Data Visualization (ICVADV)
[NO] 1529/1824 | Lightweight Balance Control System for the Robotis OP2 Based Humanoid Robot Using IMU-Loadcell Fusion and Distributed ESP32 Architecture
[NO] 1530/1824 | The Future of Cybersecurity Governance: Public Sector Opportunities and Risks in the Age of AI
[NO] 1531/1824 | Modeling and Fault Detection Using Bond Graph Tools for Switched System
[NO] 1532/1824 | Valorization of Hazelnut Shell Waste as an Eco-Friendly Adsorbent for the Removal of a Pharmaceutical Pollutant from Sanitary Wastewater
[NO] 1533/1824 | TOBA Helmet Technology Onboard for Bike Automation to Reduce the Risks of Violent Motorcycle Crimes
[NO] 1534/1824 | Camera MIPI Interface and Effect of Cable Length
[NO] 1535/1824 | An Efficient Hybrid Deep Learning Model for Classification of Lung Cancer Using Histopathology Images
[NO] 1536/1824 | Research on the Influencing Factors and Mechanisms of Personalized Assignments in Primary Schools Under the “Artificial Intelligence+” Background
[NO] 1537/1824 | One-Step Multi-View Spectral Clustering with Optimal Weighted-Order Laplacian and Cluster Label Space
[NO] 1538/1824 | Hybrid Transformer-Based Model for Recommender Systems
[NO] 1539/1824 | Hydro-DPFLQB: A Differentially Private Federated Learning-Assisted Quantum-Safe Blockchain Method for the Green Hydrogen Supply Chain
[NO] 1540/1824 | A Machine Learning Approach to Predicting Stunting in Under-Five Children in Malawi
[NO] 1541/1824 | Exposing DeepFake Images: A Novel GAN-Powered Method for Visual Media Authentication
[NO] 1542/1824 | Machine Learning—Assisted Severity Classification and Treatment Recommendation for Substance Use Disorder Using DSM-5-TR Criteria
[NO] 1543/1824 | Fuzzy-Graph Contrastive Test Case Prioritization Framework for Continuous Integration Pipelines
[NO] 1544/1824 | The Last of the Apaches: Investigating the State of Internet-facing End-of-Life Software
[NO] 1545/1824 | No Wallet for Old Tricks: Introducing Context-aware Defenses Against Cryptocurrency-based Social Engineering Attacks
[NO] 1546/1824 | Efficient Addition-Based Sparse GEMM for Fast Ternary Large Language Model Inference on Edge Devices
[NO] 1547/1824 | High-Precision Reconstruction and Geometric Calibration of Unrolled Grayscale Images for Arbitrary Tunnel Cross-Sections Using Mobile Laser Scanning
[NO] 1548/1824 | Soft Error Mitigation in a Real-Time Control System Through Hardware Protection on an SRAM-Based FPGA
[NO] 1549/1824 | Proceedings
[NO] 1550/1824 | Enhancing Swine Farm Profitability with PINILI-PIG: A Digital Swine Inventory and Sales Management System
[NO] 1551/1824 | A Markov-Augmented CNN-LSTM-Attention Model for Exchange Rate Forecasting
[NO] 1552/1824 | Bridging MLOps and Infrastructure: A Workflow-Agnostic Reference Architecture for Reusable, On-Premises AI Platforms
[YES] 1553/1824 | Enhancing Cross-Project Defect Prediction for Automated Software Fault Detection
[NO] 1554/1824 | Comparative Analysis of Output Characteristics of Large- and Small-Orbit Gyro-TWTs at Ka-Band
[NO] 1555/1824 | Nonlinear Adaptive Distortion-Free Denoising of Position Signal for Real-Time High-Dynamic Position Control in Manufacturing
[NO] 1556/1824 | MSDCN-LSTF: A Multiscale and Multidimensional Collaboration Network for Land Surface Temperature Spatiotemporal Fusion Based on Transformer and Convolution
[NO] 1557/1824 | Geometry Aware Meta-Learning Neural Network for Joint Phase and Precoder Optimization in RIS
[NO] 1558/1824 | Fault-Tolerant Control Method for Five-phase PMSM with Multi-mode Configuration and Mode Switching Restriction under Single Open-switch fault
[NO] 1559/1824 | Weakly Supervised Composed Object Re-Identification With Large Models
[NO] 1560/1824 | AttriReBoost: A Gradient-Free Propagation Optimization Method for Cold-Start Mitigation in Attribute Missing Graphs
[NO] 1561/1824 | Development of a Realistic physical Phantom for laparoscopic and robotic Assisted Sacrocolpopexy Training and Associated
[NO] 1562/1824 | PromptReg: Interactive Registration by “Corresponding Prompts” for Segment Anything Model (SAM)
[NO] 1563/1824 | Meet Some Girls: Encoding Heteronormativity into the History of Computing
[NO] 1564/1824 | Bootstrap Wayfinding Questions to Elicit Emotion Shift Reasoning with Large Language Models
[NO] 1565/1824 | An Emulated LEO Satellite Laser Communication with Four 10-cm Triplet-Lens Receivers and a Maximum Ratio Combining Scheme
[NO] 1566/1824 | Blind Multi-Layer Encoding Classification From Demodulated Bitstreams in Tactical RF Links
[NO] 1567/1824 | Study of Optimization for Traffic Information Estimation using LiDAR Data Under Mixed Traffic Flow with Human Driven and Automated Vehicle
[NO] 1568/1824 | AMPEREISH: Approximate Multipliers for Power Efficiency in FPGA Designs Using Internal-Self-Healing
[NO] 1569/1824 | Analysis and Structural Mitigation of Trapping-State-Trap Induced Drain Leakage Current in Buried-Channel-Array-Transistor
[NO] 1570/1824 | YOLOv11-SFD: An Integrated Spatial-Channel Pyramid Attention and FreqFusion Algorithm for Dangerous Goods Detection in X-ray Images
[NO] 1571/1824 | E(J) Characterization of REBCO Tapes With a Rotating Probe Using Long Pulse Measurement: Discussion on Measurement Accuracy
[NO] 1572/1824 | Dynamic UAV Path Planning based on Reinforcement Learning with Posterior Zone Priority Weighted-GMM
[NO] 1573/1824 | TCSS: Traceable Contributory Secret Sharing for Secure Multi-Tenant AI Model Serving
[NO] 1574/1824 | Pre-Procedural Planning Algorithm for Mammogram-Guided Wire-Localization of Breast Microcalcifications Lesions
[NO] 1575/1824 | SLM Technique Based on PSO Algorithm for PAPR Reduction in OTFS Systems
[NO] 1576/1824 | Gait Analysis Evaluation of Total Range of Motion of Ankle Joint Using Dynamic Time Warping
[NO] 1577/1824 | A TinyML Framework for Systolic Heart Murmur Classification Using Digital Phonocardiograms
[NO] 1578/1824 | Biochemical Markers in Urine as Predictors of Renal Calculi Risk: A Critical Evaluation
[NO] 1579/1824 | WiViHAR: A Deep Learning-Based Human Activity Recognition Method Using WiFi and Vision Multimodal Fusion
[NO] 1580/1824 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Information for Authors
[NO] 1581/1824 | Ultra High Frequency-Low Intensity Magnetic Stimulation Enhances Functional Recovery in a Rat Model for Chronic Capsule Infarct_supp1-3683434.pptx
[NO] 1582/1824 | ProitMTA: A Multi-Target Model Poisoning Attack Framework for Federated Recommendation Systems with Proxy Items_supp1-3678755.pdf
[NO] 1583/1824 | HoneyLLMd: A Large Language Model-Powered Adaptive Honeypot System
[NO] 1584/1824 | Mitigating Edge Heterogeneity for Hierarchical Federated Learning: Prototype System and Convergence Analysis
[NO] 1585/1824 | The Integration of Interactive Psychoeducation and Virtual Agent Embodiment in Virtual Reality Training: An Evaluation on Breathing Techniques_supp1-3683471.docx
[NO] 1586/1824 | Transactions on Plasma Science
[NO] 1587/1824 | PLC-CA: Phoneme-Level Component Convolutional Adversarial Attack with High Transferability
[NO] 1588/1824 | 2025 Asia Pacific Workshop on Data Science and Information Theory (APWDSIT)
[NO] 1589/1824 | Table of Contents
[NO] 1590/1824 | Steering Committee
[NO] 1591/1824 | PV-Based Hydrogen Supply Chain Optimization: CAPEX Development Effect on the Future Trends of Hydrogen Cost
[NO] 1592/1824 | Leveraging IndoRoBERTa and BERTopic for Comparative Multi-Platform Sentiment Analysis of PayLater Services in Indonesia
[NO] 1593/1824 | Technical Aspects Review of Integration Vehicle to Grid (V2G) Systems with Renewable Energy Sources for Enhancing Grid Resilience
[NO] 1594/1824 | IoT-Based Urban Agriculture Container Farm Design and Implementation for Localized Produce Supply
[NO] 1595/1824 | Green Computing: Real-Time Carbon Footprint Optimization in Data Centers
[NO] 1596/1824 | Blockchain Platform Performance Assessment for Livestock Traceability
[NO] 1597/1824 | Data Science Field Job Recommendations in Indonesia Using Content-Based Filtering
[NO] 1598/1824 | Image-to-Image-Based Wave Forecasting Using Pix2pix Approach, Case Study in Pacitan, Indonesia
[NO] 1599/1824 | A Robust Access Control and Logging Mechanism for Sensitive Information Systems
[NO] 1600/1824 | Comprehensive Solution and Implementation of a 4-Axis Selective Compliance Assembly Robot Arm (SCARA) for Automated Pick-and-Place of Integrated Circuit Components Onto Printed Circuit Boards
[NO] 1601/1824 | A Decade of Progress: Machine Learning in Breast Cancer Diagnosis Using Imaging Data
[NO] 1602/1824 | Performance Comparison of Machine Learning Algorithms in Predictive Maintenance Applications
[NO] 1603/1824 | Sensor Fusion and AI-Based Depth Estimation for 3D Mapping on the LIMO ROS2 Robot
[NO] 1604/1824 | Heart Disease Classification Using Tab Transformer: Attention-Enhanced Learning on Clinical Tabular Data
[NO] 1605/1824 | Swift Spot Pay: Developing a Real-Time Userfriendly Location Based Parking Payments Web Application System
[NO] 1606/1824 | Topos-Theoretic Framework for Verifiable Multi-Agent Coordination and Team Formation
[NO] 1607/1824 | Convenience Prediction based on Coffee Consumption Patterns using Machine Learning
[NO] 1608/1824 | Multi-Letter Analysis of Marginal Rate-Fisher Information Tradeoff: Unbounded Gain
[NO] 1609/1824 | Speech Emotion Recognition Using Attention-Based LSTM-Network With Residual Connection
[NO] 1610/1824 | Reevaluating Churn Labeling in E-Commerce: Empirical Evidence for the Effectiveness of Personalized Dynamic Approaches
[NO] 1611/1824 | Detection and Identification of Poisonous Devil Reef Crab (Zosimus Aeneus) using Deep CNN
[NO] 1612/1824 | Robust Vehicle Classification, Counting, and Recording Using Automated Synthetic Dataset
[NO] 1613/1824 | Exploring Quantum-Inspired Control Strategies for Robotic Manipulation: A Comparative Analysis
[NO] 1614/1824 | AIDAS: An AI Dashboard for Accreditation and Standards in Higher Education
[NO] 1615/1824 | Measurement Signal Processing for Multi-Sensors Data Estimation: New Data
[NO] 1616/1824 | Smart Track Surveillance for Railway Safety Using Computer Vision
[NO] 1617/1824 | Application of Optimal Power Flow (OPF) Method for Power Generation Optimization at Nusantara Power Indramayu Steam Power Plant Based on IEEE 9-Bus
[NO] 1618/1824 | 5G Network Planning Analysis on 2300 MHz: A Case Study of Indonesia's New Capital City
[NO] 1619/1824 | Adaptive Loop Filter for Point Cloud Compression
[NO] 1620/1824 | Research on Concrete Crack Detection Algorithm Based on Yolov8
[NO] 1621/1824 | Automated Academic Planning Using Machine Learning for College Students
[NO] 1622/1824 | Design and Implementation of YOLOv8-Based Object Defact Detection on PCB with Graphical User Interface for Automated Optical Inspection
[NO] 1623/1824 | Performance Analysis and Security Evaluation of RFC 9783 PSA Attestation Tokens in Resource-Constrained IoT Environments
[NO] 1624/1824 | A PMO-SAC Method for Balancing and Path Tracking Control of a Two-Wheeled Vehicle
[NO] 1625/1824 | Graphormer Integrated with Swin Transformer for Demand Forecasting and Portfolio Optimization
[NO] 1626/1824 | Utility Based Explainable AI for Heart Disease Diagnosis: A Comparative Study of CIU, SHAP and LIME
[NO] 1627/1824 | Efficient LiDAR Object Detection with DBSCAN and L-Shape Fitting
[NO] 1628/1824 | DeepTrustChain: A Blockchain-Anchored Hybrid Deep Learning Framework for High-Integrity Fake News Detection
[NO] 1629/1824 | Synthetic Data Augmentation for Robust Solar Flare Classification: A Comparative Analysis of Conditional DCGAN, VAE, and Diffusion Models
[YES] 1630/1824 | Automated Threat Prediction with Rapid Pattern Verification in Continuous Deployment Systems Using Deep Reinforcement Learning
[NO] 1631/1824 | Aquatic Health Surveillance: Improved Early Detection of Infected Fish Using YOLOv12
[YES] 1632/1824 | Low-Code and No-Code Platforms for Linux System Administration: A SWOT Analysis
