[2026-03-13 09:27:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-12
正在获取论文...
[arXiv] 2026-03-12 | Rediscussion of eclipsing binaries. Paper XXIX. The F-type twin system BS Draconis
[NO] 1417/1881 | Real-Time Speech Adaptation to Human and Robot Audiences
[NO] 1418/1881 | “Can I Draw Here?” Embodied Proactive Suggestions in a Robotic Arm Painter
[NO] 1419/1881 | The Imitation of Intimacy: Comparing Satisfaction in Intimate Human and AI Companion Relationships
[NO] 1420/1881 | Empowering Education: Student Perceptions and Attitudes to the Role of Social Robots in Learning Contexts
[NO] 1421/1881 | Building a Task Repository for Human-Robot Interaction Studies: An Exploratory Review Approach
[NO] 1422/1881 | Do as I Say, Not as I Do: People Still Fall for Deception Even after Being Fooled and Protecting Others
[NO] 1423/1881 | A Data Driven Analysis for Predicting MPL ID Match Winner
[NO] 1424/1881 | Sequential Bayesian Signal Reconstruction for Unlimited Sampling
[NO] 1425/1881 | Evaluating Performance in On-Chip Networks with Network Calculus
[NO] 1426/1881 | Deterministic State Management in Artificial Intelligence via SPV-Based Signalling and Legal Attribution Systems
[NO] 1427/1881 | Open-Source 4 K CMOS Calibration: Integrating IceMOS and Sky130 PDK
[NO] 1428/1881 | Optimization of Hotel Employee Training System Under AI
[NO] 1429/1881 | Particle in a Box Under an External Field and Schrödinger Cat
[NO] 1430/1881 | Multi-Source Fusion Using Bayesian Online Change Detection: Application To Deforestation Monitoring Using Sar-Optical Time Series
[NO] 1431/1881 | A Dual-HMM Design for Detection of LPI Radar Signals
[NO] 1432/1881 | Multi-Objective Optimization of a Fresnel Solar Thermal System
[NO] 1433/1881 | Autonomous Astronomical Positioning Method of Lunar Satellite with Error Analysis Based on Moon Phase Characteristics
[NO] 1434/1881 | Using Meta AI to Boost Student Engagement and Critical Thinking in History Discussions
[NO] 1435/1881 | Development of an Autonomous Posture Controlled Robot for Assisting Water-Skipping
[NO] 1436/1881 | Magnetometer-Aided Proprioceptive Factor Graph for Legged Robot Localization
[NO] 1437/1881 | Reinforcement Learning-Based Learning Rate Adaptation for Inverse Neural Control
[NO] 1438/1881 | Adaptive Aggregation of Multiple Denoisers with Mismatched Correlated Noise Models
[NO] 1439/1881 | Real-Time Sensory Synchronization in VR Flight Simulators to Mitigate Simulator sickness
[NO] 1440/1881 | Hierarchical Flow Matching For Probabilistic Time Series Forecasting
[NO] 1441/1881 | A Comprehensive Analysis of Churn Prediction in Telecommunications Using Machine Learning
[NO] 1442/1881 | Energy-Aware Optimization Strategy for P-Time Labeled Petri Net Systems under Partial Observation
[NO] 1443/1881 | A Review of Acoustic Techniques for Drone Detection
[NO] 1444/1881 | Design and Development of a Human-Evaluation Platform for Large Language Model-Generated Datasets
[NO] 1445/1881 | A GLRT Detector for Correlated Targets
[NO] 1446/1881 | Empathy and Guilt as Mechanisms for Help-Seeking in Human–Humanoid Interaction
[NO] 1447/1881 | “Following Their Realities”: Caregivers’ Perspectives on Social Robotic Deception in Dementia Care in a Confucian Country
[NO] 1448/1881 | Fully Actuated System Approach-Based Tracking Control for High-Order Nonlinear System Under False Data Injection and Malicious Attacks
[NO] 1449/1881 | Reliability-Driven SOP Siting and Sizing under Multi-Line Failure Scenarios in Resource-Complementary Island Microgrids
[NO] 1450/1881 | GCond: Gradient Conflict Resolution via accumulation-based stabilization for large-scale multi-task learning
[NO] 1451/1881 | Geometry Driven Modeling Approach to Matrix-Filler Interactions for Dielectric Response and Electrical Conductivity of Composite Materials
[NO] 1452/1881 | A Survey on Crypto-Asset Mixers and Countermeasures
[NO] 1453/1881 | IEEE Software Call for Special Issues
[NO] 1454/1881 | IEEE Journal on Emerging and Selected Topics
[NO] 1455/1881 | Efficient Solutions of Temporal-Domain Surface Integral Equations for Transient Electromagnetic Problems of Homogeneous Penetrable Bodies
[NO] 1456/1881 | Robust and Safe Reinforcement Learning Based Control for High-Speed Morphing Vehicle
[NO] 1457/1881 | From Affinity to Adoption: Exploring Affinity with Technology, Social Presence, and Intended Future Robot Use
[NO] 1458/1881 | Thinking about What It Means to Be Human: A Qualitative Study of Self-Reflection Triggered by a Humanoid Robot
[NO] 1459/1881 | Learning to Synchronize: User–Robotic Exoskeleton Adaptation across Repeated Gait Training Sessions
[NO] 1460/1881 | Don’t Just Throw It: Empowering Society to Recycle Correctly with PERI, the Educational Robot Bin
[NO] 1461/1881 | Robotic Feedback for Enhancing Problem-Solving Experiences
[NO] 1462/1881 | CFormer: Cross-Frequency Transformer for Remote Sensing Semantic Segmentation
[NO] 1463/1881 | Orthogonal Semantic Axes-Guided Clustering and Frequency-Enhanced Difference Learning for Remote Sensing Change Detection
[NO] 1464/1881 | Astrobee: Free-Flying Robots for the International Space Station
[NO] 1465/1881 | A Novel Non-Gaussian Dynamic Process Monitoring Method for Key Performance Indicators
[NO] 1466/1881 | FedCOT: Personalized Federated Transfer Learning with Conditional Optimal Transport for Manufacturing Predictive Modeling_supp1-3673201.xlsx
[NO] 1467/1881 | A Resource-Efficient SPAD LiDAR ROIC With Iterative Candidate Histogram Binning
[NO] 1468/1881 | An End-to-End Optimized Lensless System for Privacy-Preserving Face Verification
[NO] 1469/1881 | Tensor Dynamic Mode Decomposition_supp1-3673197.pdf
[NO] 1470/1881 | 2025 IFIP/IEEE 33rd International Conference on Very Large Scale Integration (VLSI-SoC)
[NO] 1471/1881 | Holistic LLM-Based Expressive Behavior Generation for Robots
[NO] 1472/1881 | SCC 2025 Copyright Page
[NO] 1473/1881 | SCC 2025 Copyright Page
[NO] 1474/1881 | Making Memories Together: Toward Transparent and Co-constructed Robot Memory in Child-Robot Interaction
[NO] 1475/1881 | PatchNet-BiLSTM: Lightweight Sequential Model for Automated Diabetic Retinopathy Grading
[NO] 1476/1881 | Self-Aware Risk Perception and Adaptive Safety Control for Autonomous Mining Trucks
[NO] 1477/1881 | 3D-Chatbot: A Intelligent Conversational Agent Integrating RAG, NLP, And VR For Commercial Stores
[NO] 1478/1881 | Assistant for medical appointments and medication recommendations using Chatbot with NLP techniques in the healthcare sector in Lima
[NO] 1479/1881 | Development of an IoT-Enabled CNC Paper Cuttng System using Integrated QFD-Design Thinking Approach
[NO] 1480/1881 | Virtual Arrays for ISAC MIMO OTFS Systems with Rectangular Pulses
[NO] 1481/1881 | Human Trajectory Recovery Network Based on Trajectory-User Linking
[NO] 1482/1881 | The Rise of Digital Technology in Cognitive Impairment with Older People: A Bibliometric Analysis
[NO] 1483/1881 | Matrix representation of basic quantum circuits
[YES] 1484/1881 | Spatiotemporal-Modal Cognitive Agents Based on Programmatic Reasoning
[NO] 1485/1881 | Radiation-Induced Degradation of Electrical Parameters in SOI n-MOSFETs
[NO] 1486/1881 | Watt Mechanism-Driven Fully Passive Robot Finger for Pinching and Scooping Tasks
[NO] 1487/1881 | A Wind Power Forecasting Paradigm Incorporating the Temporal-Frequency-Enhanced Training Strategy
[NO] 1488/1881 | Design and Implementation of a Conditioning Circuit for an IDT Sensor
[NO] 1489/1881 | JDPNet: A Network Based on Joint Degradation Processing for Underwater Image Enhancement
[NO] 1490/1881 | LSTM-based Spatial-Temporal Prediction of Child Stunting Using Pearson Correlation Feature Selection
[NO] 1491/1881 | ISOCAL-DDMR - Isostatic Calibration Platform for Differential Drive Mobile Robots
[NO] 1492/1881 | Edge-Enabled IoT-Based Dynamic Traffic Management System
[NO] 1493/1881 | Beamforming with Phase Center Control for Precision GNSS
[NO] 1494/1881 | Correlation Between P300 Latency and Digit Span Performance in Primary School Children: A Cross-Sectional ERP Study
[NO] 1495/1881 | Real-Time Web-Based Emotion Recognition Using Hybrid CNN-LSTM for Audience Analytics
[NO] 1496/1881 | Coached Yoga: Bridging the Gap between Video and Human Instructors with Low-Cost Social Robotics
[NO] 1497/1881 | First Impressions Matter: Primacy Bias in Deep Reinforcement Learning during Human-Robot Co-learning
[NO] 1498/1881 | InterAI: Interactive AI for Human-Centered Robotics
[NO] 1499/1881 | Expressive Robotics in Retail: Conveying Fragrance Emotion through Multimodal Interaction
[NO] 1500/1881 | SCC 2025 Copyright Page
[NO] 1501/1881 | SCC 2025 Authors Index
[NO] 1502/1881 | SCC 2025 Copyright Page
[NO] 1503/1881 | ANGELS: An Intelligent Gestational Follow-up System
[NO] 1504/1881 | STDG-FCM: Spatial and Texture Dual-Guided Fuzzy C-Means for Single-Point Supervised Infrared Small Target Mask Generation_supp1-3673061.docx
[NO] 1505/1881 | Table of Contents
[NO] 1506/1881 | IEEE Journal on Flexible Electronics Publication Information
[NO] 1507/1881 | Table of Contents
[NO] 1508/1881 | CAMSAP 2025 Committees
[NO] 1509/1881 | CAMSAP 2025 Author Index
[NO] 1510/1881 | SCC 2025 Copyright Page
[NO] 1511/1881 | CAIT 2025 Cover Page
[NO] 1512/1881 | 2025 6th International Conference on Computers and Artificial Intelligence Technology (CAIT)
[NO] 1513/1881 | Graph Neural Networks Powered by Encoder Embedding for Improved Node Learning_supp1-3667397.pdf
[NO] 1514/1881 | Model Predictive Suspension Force Control of Bearingless Switched Reluctance Motor
[NO] 1515/1881 | A Novel Time-Window Scheduling Algorithm With Network Calculus Model in Time-Sensitive Networking
[NO] 1516/1881 | FFAFormer: A Feature Fusion Attention Former of Point-Image for 3D Object Detection
[NO] 1517/1881 | Deterministic Learning-Based Fault Identification for Nonlinear Sampled-Data Systems: Learning Accuracy Analysis
[NO] 1518/1881 | Dual-Granularity Collaborative Progressive Reasoning Network for Referring Remote Sensing Image Segmentation
[NO] 1519/1881 | WE-YOLO: Wavelet Enhanced YOLO for Small Object Detection in Optical Aerial Remote Sensing Images
[NO] 1520/1881 | Training Sequence and Amplitude Modulation Pilot Tone Aided Nonlinear Interference Monitoring for Coherent Optical Communication Systems
[NO] 1521/1881 | iSecure: AI-Enhanced Blockchain-Based Network Intrusion Detection for Academic Institutions in the Philippines
[NO] 1522/1881 | FASA-PM: An Explainable Fuzzy-Adaptive System for Autonomous Portfolio Management
[NO] 1523/1881 | Transforming Religious and Cultural Heritage through Digital Tourism: A Competitive Strategy Canvas Approach in Kupang, Indonesia
[NO] 1524/1881 | Peltier-Based Fuzzy Logic Temperature Control in Magnet Power Supply
[NO] 1525/1881 | Imagining the Rare: Diffusion-Augmented and Few-Shot Learning Approaches for Severely Imbalanced Mushroom Species Classification
[NO] 1526/1881 | Enhancing Knowledge Graph-based Credit Default Prediction via Double-Filter Negative Sampling
[NO] 1527/1881 | Optimizing Adversarial Patch Placement to Evade Pedestrian Detectors via Genetic Algorithm
[NO] 1528/1881 | Leveraging Large Language Models and Machine Learning for Cyber Threat Intelligence: Detecting Advanced Persistent Threats in Saudi Arabia
[NO] 1529/1881 | Baseera: An AI-Based Sound Recognition and Visual Alert System for the Deaf
[NO] 1530/1881 | A Scalable 4 Kelvin 24×24 LED Matrix for KIDs Focal Plane Mapping
[NO] 1531/1881 | A 3 K Testbed to Screen Superconducting Circuits Based on a Commercial Probe Card with 140 Contacts
[NO] 1532/1881 | Clustering and Analysis of Customer Segmentation for Indonesian Fashion Brands
[NO] 1533/1881 | Robust power regulation of wind turbines using sliding mode and rise-based pitch control
[NO] 1534/1881 | Comparative Machine Learning Approaches for Sentiment Classification of Fiscal Policy Discourse on Social Media
[NO] 1535/1881 | Design of a Compact Dual-Band Antenna for Sub-6 GHz 5G and IoMT Applications
[NO] 1536/1881 | EEG-Based Multi-Level Stress Screening Using Machine Learning
[NO] 1537/1881 | A Telemanipulation System with Constraint-Aware Shared-Control for Contact-Rich Robot Tasks
[NO] 1538/1881 | Indirect Neural Network-Based Adaptive Control For a Thermal Process
[NO] 1539/1881 | Robotics: Machine Learning for Data-Driven Grasp Synthesis
[NO] 1540/1881 | Coordinated Optimization of Electric Vehicle Charging in Urban Hydrogen-Electric Distributed Digital Twin Environment: A Multi-Agent Reinforcement Learning Approach
[NO] 1541/1881 | A New Instability And Stability Criterion For Discrete Time-Delay Systems
[NO] 1542/1881 | Research on Intelligent Prediction Method of Drinking Water Quality based on Machine Learning
[NO] 1543/1881 | HoverAI: An Embodied Aerial Agent for Natural Human-Drone Interaction
[NO] 1544/1881 | Exploring the Potential of Dialogue-Based Robots to Motivate Social Connection in Older Adults
[NO] 1545/1881 | Remembering the Future with IRIS: Robotics Purpose Aiding Those Living with Dementia and Offering Empowerment
[NO] 1546/1881 | Pax: A Queer-Affirming Robot Companion for the Home
[NO] 1547/1881 | Vision-Language System using Open-Source LLMs for Consent and Instruction Gestures in Medical Interpreter Robots
[NO] 1548/1881 | SCC 2025 Copyright Page
[NO] 1549/1881 | SCC 2025 Copyright Page
[NO] 1550/1881 | SCC 2025 Copyright Page
[NO] 1551/1881 | 787-V GaN-on-Si Quasi-Vertical Trench MOSFET With Thick Bottom SiO
                    <sub>2</sub>
[NO] 1552/1881 | Cascade-Driven Opinion Dynamics on Social Networks
[NO] 1553/1881 | Finite-Time Optimal Containment Control for Nonlinear Fractional-Order Multi-Agent Systems
[NO] 1554/1881 | HASFL: Heterogeneity-Aware Split Federated Learning Over Edge Computing Systems
[NO] 1555/1881 | A Particle-based Collision Probability Estimation Framework for Uncertainty-aware Risk Evaluation in Autonomous Vehicles
[NO] 1556/1881 | TCKD: Task-Oriented Contrastive Knowledge Distillation for Object Detection
[NO] 1557/1881 | Posterior Augmented CVAE for Pedestrian Trajectory Prediction with Momentary Observation
[NO] 1558/1881 | Designing Proactivity in Robots: If, When, and How
[NO] 1559/1881 | Dynamic Pedestrian Flow Guidance through Multi-robot Interaction along Human Crowd Boundaries
[NO] 1560/1881 | Validating Video Stimuli for Perceived Robot Autonomy: A Pre-test for Experimental HRI
[NO] 1561/1881 | Not Enough Data? No Worries: A Systematic Approach for Validating Scales Used in Human-Robot Interaction Research
[NO] 1562/1881 | Human-Aware Robot Behaviour in Self-Driving Labs
[NO] 1563/1881 | DNN Partitioning and Offloading in Vehicular Networks Based on RSMA
[NO] 1564/1881 | Compact and Lightweight PRPM Focusing and Field-Tuning Method for High-Power High-Perveance Klystrons
[NO] 1565/1881 | Tunable Triple-Mode Terahertz Metamaterial Absorber Enabled by VO₂–Graphene Integration
[NO] 1566/1881 | PQMFA: Lightweight and Provably Secure Post-Quantum Multi-Factor Authentication Key Exchange Scheme for Smart Grid
[NO] 1567/1881 | Modeling of Eddy Current Soldering and Temperature Distributions in Solar Cell Tabbing Process Under Layer of Glass
[NO] 1568/1881 | SAR-3DGS: 3D Gaussian Splatting for Synthetic Aperture Radar Novel View Synthesis and Target Reconstruction
[NO] 1569/1881 | Power Flow-based Estimation of Short-Circuit Currents from Inverter-based Resources
[NO] 1570/1881 | Recovering Pulse Waves from Video Using Deep Unrolling and Deep Equilibrium Models
[NO] 1571/1881 | En-route Charging Coordination for Electric Trucks
[NO] 1572/1881 | The CRM Data Quality Advantage - Driving Pharma Performance Through Data Engineering and AI
[NO] 1573/1881 | An Experimental Study on the Performance of a Small-Scale Smart Air Conditioning System for Residential Use: A Case Study in Auckland, New Zealand
[NO] 1574/1881 | AquaSave: Event-Driven Wake-Up Protocol for Low-Power Field Sensors in Water Monitoring Applications
[NO] 1575/1881 | Energy Prediction Based on Monitoring of Environmental Parameters for a Solar Panel
[NO] 1576/1881 | Enhancing Masked Face Recognition Robustness via Two-Stage ArcFace Pretraining and AdaFace Fine-Tuning
[NO] 1577/1881 | Real-time Signal Processing on Transition Edge Sensor for Confocal Spectral Microscopy
[NO] 1578/1881 | AI in 6G-Enabled Sustainable and Green Networking
[NO] 1579/1881 | The Influence of Natural Language Processing-Based Chatbots and Customer Satisfaction on Customer Retention in Marketplaces
[NO] 1580/1881 | A Source-Weighting Mechanism to Enhance Evidence Quality for Fake News Detection
[NO] 1581/1881 | Leveraging AIS Data based on a heterogenous stacking ensemble technique for Enhanced Vessel type Classification
[NO] 1582/1881 | Guaranteed Cost Consensus for Multi-Agent Systems Under Event/Self-Triggered Mechanism
[NO] 1583/1881 | Fmplug: Plug-In Foundation Flow-Matching Priors for Inverse Problems
[NO] 1584/1881 | Empowering Women Globally through Information Technology to Bridge the Digital Gender Divide for Inclusive Development
[NO] 1585/1881 | A Dimension Reduction Approach for AI-Driven Human Presence Sensing via Hyperspectral Imaging
[NO] 1586/1881 | From Secure Storage to Compute-in-Memory: A Versatile Memory System using 1T-nC FeRAM
[NO] 1587/1881 | GsBuilding: Extracting Proxy Building Models from Multi-View Aerial Imagery via Gaussian Splatting
[NO] 1588/1881 | Frequency-Domain Augmented Multi-View Co-Training for Robust Face Clustering
[NO] 1589/1881 | End-to-End Implementation of Efficient YOLO on NPU for Real-Time Plant Disease Detection
[NO] 1590/1881 | RailDet: An End-to-End 3D Perception Network in Railway Environments
[NO] 1591/1881 | Discrete Event triggered Sliding Mode Control for a discrete fractional order Hammerstein system
[NO] 1592/1881 | Knowledge-Guided Generative Re-Stylization of CIM Models with Feature Continuance
[NO] 1593/1881 | Real-Time Faulty Wiring Detection in Aircraft Using YOLO Framework with IoT-Enabled Thermal Infrared Imaging and Graph Algorithm for Shortest-Path Analysis
[NO] 1594/1881 | Energy-Efficient Computation of TensorFloat32 Numbers on an FP32 Multiplier
[NO] 1595/1881 | When Robot Overrides Us: The Impact of Autonomous Decisions on User Trust
[NO] 1596/1881 | Fast or Accurate? How Intention-Recognition Models Shape Human Perception of a Mobile Robot
[NO] 1597/1881 | Of Dogs and Robots: More Than Human Interactions at Play?
[NO] 1598/1881 | Brick by Brick: Using Collaborative Robotics to Combat Social Isolation in Public Spaces
[NO] 1599/1881 | Balancing Current and Historical State Information in Remote Tracking Systems: A Randomized Update Approach
[NO] 1600/1881 | How Do Humans Attempt to Initiate Interaction with a Robot? An Exploratory Study on Multimodal Engagement
[NO] 1601/1881 | Personalization in Practice: Sociotechnical Design for Assistive Robotics in Care
[NO] 1602/1881 | Disambiguating Anthropomorphism and Anthropomimesis in Human-Robot Interaction
[NO] 1603/1881 | FedRA: A Fully Decentralized Federated Learning Framework for Robust Intelligence Sharing across O-RAN dApps
[NO] 1604/1881 | OS-MambaDiff: An Optical-SAR Fusion Diffusion Framework With Mamba for Robust Cloud Removal in Remote Sensing Imagery
[NO] 1605/1881 | Development of a Digital Twin Model for a Hydrogen Production Plant based on Artificial Intelligence Techniques
[NO] 1606/1881 | FLAIR: Federated Learning via Adaptive Influence and Resource Coordination
[NO] 1607/1881 | Erratum to “Analytical Design of Compact and Wideband Absorptive Waveguides Based on Lossy Metagratings”
[NO] 1608/1881 | Scalable Modular MIMO Radar with Redundant Virtual Arrays for Robust Near-Field Sensing in 6G Edge Systems
[NO] 1609/1881 | Interrupted Sampling Repeater Jamming Suppression Based on Ridge Line Filtering Guided by Discrete Points in Near-Field Distributed Coherent Aperture Radar
[NO] 1610/1881 | Utility-Aware Resource Allocation for Hybrid NOMA in MEC: A Matching-Coalition Game Approach
[NO] 1611/1881 | Label-free Electrochemical Immunosensor Toward IGFBP-7 Biomarker for Early Monitoring of Acute Kidney Injury
[NO] 1612/1881 | Correction to “Local Information Privacy and Its Applications to Data Aggregation”
[NO] 1613/1881 | SCC 2025 Copyright Page
[NO] 1614/1881 | SCC 2025 Copyright Page
[NO] 1615/1881 | Calculating Energies of 1D Quantum Harmonic Oscillator with Artificial Neural Networks
[YES] 1616/1881 | Research on the Construction and Application of Multi-dimensional Student portraits in the New Ecosystem of Digital Smart Teaching
[NO] 1617/1881 | Autonomous Agent (AutoAgent) for Self Driving through Reinforcement Learning
[NO] 1618/1881 | OWL: A Smart Monitoring System for the Elderly Using Skeleton Detection and WhatsApp Notifications
[NO] 1619/1881 | Construction and Application of Interdisciplinary Talent Evaluation System Based on CIPP
[NO] 1620/1881 | Robust UAV Localization in GNSS-Denied Environments via Efficient Visual Scene Matching–Inertial Fusion
[NO] 1621/1881 | Terminal Sliding Mode-Based Trajectory Tracking of Unmanned Aerial Vehicles in Agricultural Spraying
[NO] 1622/1881 | GenAI Awareness for High School Students: Case Study of Nearby Schools Around Nusantara, Indonesia
[NO] 1623/1881 | Dynamic Modeling and Optimization of a UV Water Disinfection System Using PSO for Enhanced Bacterial Reduction
[NO] 1624/1881 | Scalable Higher-Order Topology Identification from Nodal Observations
[NO] 1625/1881 | Symmetric Rank-One Quasi-Newton Methods for Deep Learning Using Cubic Regularization
[NO] 1626/1881 | Machine Learning-Based Detection of Rare Failure Events in Industrial Machinery
[NO] 1627/1881 | Comparative Analysis of 2D Deep Neural Network Architectures for Lung Nodule Detection
[NO] 1628/1881 | LLM-Assisted TOGAF Preliminary Phase for Student Digital Twins
[NO] 1629/1881 | Comparative Analysis of JPDA and GM-PHD Methods for Dense Group Target Tracking
[NO] 1630/1881 | Employee Retention Prediction using Machine Learning Models
[NO] 1631/1881 | Entrepreneurial Intentions Prediction of Dental Practitioners Using Spiking Neural Networks and Intelligent Survey Design
[NO] 1632/1881 | LSTM-Based Forecasting Workflow for Container Supply and Demand in Maritime Logistics Operations
[NO] 1633/1881 | Predictive Analytics for Academic Success: Orchestrating Digital Transformation using Big Data techniques for identifying Academic Risk
[NO] 1634/1881 | BA Hand: A Novel Gripper Based on Object Adaptability and Plane Environment Adaptability
[NO] 1635/1881 | Design of Gaze Evaluation System in Driving Using Eye Tracking and Object Detection
[NO] 1636/1881 | Streaming Intelligence Real Time Fraud Detection in Retail Payments Using Machine Learning
[NO] 1637/1881 | Accelerating the TOGAF Preliminary Phase: An Empirical Evaluation of LLM-Generated Artifacts in Banking
[NO] 1638/1881 | Automated Tuning for Diffusion Inverse Problem Solvers without Generative Prior Retraining
[NO] 1639/1881 | Optimized Sparse Network Coverage via L1-norm Minimization
[NO] 1640/1881 | PPO-based Computing Task Offloading in Energy-Efficient Low-Altitude Networks
[NO] 1641/1881 | Toward Safer Roads: A Low-Cost Intelligent Pothole Detection System for Smart Cities
[NO] 1642/1881 | Outphasing Power Amplifiers: Overview and Comparison of Wilkinson and Chireix Combiners
[NO] 1643/1881 | HCI Approaches to Reducing Cognitive Load in Cross-Device Peripheral Management
[NO] 1644/1881 | Enhancing Electric Vehicle Performance Through Cooperative Multi-Agent Reinforcement Learning for Energy and Thermal Management
[NO] 1645/1881 | Forestpest-YOLO: A High-Performance Detection Framework for Small Forestry Pests
[NO] 1646/1881 | Joint Active and Passive Beamforming Design for Multi-Stream MIMO RIS Systems: A Tensor-Based Approach
[NO] 1647/1881 | Robust Synchronization of a Novel Four-Dimensional Hyperchaotic System via Adaptive Sliding Mode Control
[NO] 1648/1881 | A Deep Learning based Eco-Driving Strategy for Connected and Automated Electric Vehicles with Driver Preferences
[NO] 1649/1881 | Predictive system for pricing used vehicles in Lima based on RestNet and XGBOOST
[NO] 1650/1881 | Latent Diffusion Based Adaptive Image Representation for Multidimensional MRI
[NO] 1651/1881 | Modeling the Behavior and Performance of 5G Heterogeneous MidBand Networks in Urban Tripoli
[NO] 1652/1881 | Edge-Cloud Collaborative Fault Classification of Mechanical Equipment Using Lightweight Deep Learning Models
[NO] 1653/1881 | Innovative MIMO Antenna Design with Enhanced Isolation for Wireless Communications in the 3-8 GHz
[NO] 1654/1881 | Research on the Construction and Application of a Full-Stack Cyber Attack-Defense Simulation Platform
[NO] 1655/1881 | Human-Robot Teaming in Nursing Simulations: Team Member Communication and Performance Effects
[NO] 1656/1881 | Multi-Agentic Systems in HRI (MAgicS-HRI): Bridging Design and Real-World Challenges for End Users
[NO] 1657/1881 | Safe to Cross? Towards Multimodal Explanations for V2X-Equipped Social Robots
[NO] 1658/1881 | Anthropomorphism and the Desire for Social Connection: The Role of Sociality Motivation Factors in Predicting Perceptions of a Social Robot
[NO] 1659/1881 | Elandro: An Automated Laundry Cart for Hospitality Workflows
[NO] 1660/1881 | Multimodal Large Language Models for Real-Time Situated Reasoning
[NO] 1661/1881 | A Systematic Review on Humans Interfering with Robots and Impeding Their Tasks: Preliminary Findings
[NO] 1662/1881 | HumanDiffusion: A Vision-Based Diffusion Trajectory Planner with Human-Conditioned Goals for Search and Rescue UAV
[NO] 1663/1881 | Designing an In-Home Body Double Robot to Support College Students with ADHD
[NO] 1664/1881 | Supporting “Stop and Watch” in Elderly Care with Socially Assistive Robots: Insights from a Participatory Design Workshop
[NO] 1665/1881 | Bloom Preview: A Low-Cost LLM-Powered Social Robot
[NO] 1666/1881 | TutorBotz: A GenAI Tool for Teachers to Program Social Robots as Teacher Assistants
[NO] 1667/1881 | SCC 2025 Copyright Page
[NO] 1668/1881 | SCC 2025 Copyright Page
[NO] 1669/1881 | ICOT 2025 Index
[NO] 1670/1881 | A Low-complexity Programmable Ultrasound Stimulation System: Design and Safety Evaluation
[NO] 1671/1881 | EMTR-Based Branch Identification for Accurate and Fast Fault Location
[NO] 1672/1881 | A Novel Trench IGBT With Shielding Hole Path for Low EMI Noise
[NO] 1673/1881 | An Approach to Electron Optical System Design for Dual-Pencil-Beam Traveling Wave Tubes
[NO] 1674/1881 | A Complete Solution to Generalized Relative Pose Estimation from Affine Correspondences
[NO] 1675/1881 | SELongVLM: Empowering Long Video Language Models with Self-Corrective Clip Selection
[NO] 1676/1881 | Flexible and Stretchable Optical Waveguide Tactile Sensor for 3-Axial Force Sensing
[NO] 1677/1881 | IEEE Transactions on Computers
[NO] 1678/1881 | Dynamic Reserve Sizing with Statistically Feasible Guarantees: An Uncertainty-Adaptive Robust Optimization Framework
[NO] 1679/1881 | Front Cover
[YES] 1680/1881 | The Agentic Shift: A Four-Episode Journey into Tool-Using LLMs, Secure Context, and AI-Driven Engineering
[NO] 1681/1881 | IEEE Journal on Emerging and Selected Topics in Circuits and Systems
[NO] 1682/1881 | ML-Guided Branch Predictor Optimization for Embedded RISC-V SoCs
[NO] 1683/1881 | A Multi-Semantic Multi-Partition Dual-Layer Alternating Joint Update Markov Random Field Method for Remote Sensing Image Semantic Segmentation
[NO] 1684/1881 | Demonstration of a 270-W G-Band Prototype TWT With −3 dB Bandwidth Over 18 GHz
[NO] 1685/1881 | Few-shot Strip Steel Surface Defect Segmentation via Pre-trained Variational Auto-Encoder based Latent Gaussian Process Regression
[NO] 1686/1881 | Enhancing PLS of Indoor IRS-VLC Systems for Colluding and Non-Colluding Eavesdroppers
[NO] 1687/1881 | Predicting Cognitive Performance from Three-Electrode Auditory Brainstem Responses Using Convolutional Neural Networks
[NO] 1688/1881 | Crosstalk-Resistant Multifunctional Sensor Based on APTES-Treated Polyaniline/rGO Composite for the Independent Detection of Swelling, Temperature, and CO_supp1-3670850.docx
[NO] 1689/1881 | Unifying Modality and Scale: Visual Mamba for Feature Fusion in RGB-X Crowd Counting
[YES] 1690/1881 | Boosting Tool Calling Capabilities of Large Language Models via a Novel In-context Learning Approach
[NO] 1691/1881 | Analysis of Single Event Transient in SOI GaN-based FinFET due to Heavy-Ion Irradiation
[NO] 1692/1881 | Resilient Initial-Dependent Coordination via Transformed Consensus and Distributed Compensation
[NO] 1693/1881 | xDLG: Cross Domain Label-Guided Learning for Cross-Modal Unsupervised Domain Adaptation in 3D Semantic Segmentation_supp1-3668619.mp4
[NO] 1694/1881 | UBATrack: Spatio-Temporal State Space Model for General Multi-Modal Tracking
[NO] 1695/1881 | Provable Filter for Real-World Graph Clustering
[NO] 1696/1881 | Contrastive Learning and Adversarial Disentanglement for Privacy-Aware Task-Oriented Semantic Communication
[NO] 1697/1881 | Broadband Near-Infrared Compressive Spectral Imaging System with Reflective Structure
[NO] 1698/1881 | Investigating Human Trust and Confidence in Robot-Assisted Recycling Tasks
[NO] 1699/1881 | Robot Design at the Margins: The Lived Experience as a Participatory Approach to Co-designing with Disabled Adults
[NO] 1700/1881 | Investigating Cross-Agent Trust Transfer: Effects of Informational and Operational Errors in Human-Robot Collaboration
[NO] 1701/1881 | CAIT 2025 Contributor Page
[NO] 1702/1881 | SCC 2025 Copyright Page
