[2026-08-04 23:03:14] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-03
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202608030000+TO+202608032359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[NO] 523/1000 | Skeletal Virtual Tube Generation for Urban UAV Swarm Navigation
[NO] 524/1000 | Efficient NetB4-CBAM: Deep Transfer Learning Framework with Attention-Enhanced Transfer Learning to Classify Subtypes of Ovarian Cancer based on Histopathological Images
[NO] 525/1000 | Sparse Reconstruction of Distributed Battery Thermal Processes via Probabilistic Eigenmode Approximation
[NO] 526/1000 | Zeroing Neurodynamic Control of a Cable-Driven Upper Limb Rehabilitation Robot
[NO] 527/1000 | A Hybrid Nanotube Platform for Size-Selective and Stimuli-Responsive Intracellular Delivery
[NO] 528/1000 | The Hidden Thread: Water as the Lifeblood of the Semiconductor Age
[NO] 529/1000 | A Lightweight Dual-Task Framework for Real-Time Road Perception in Surveillance System
[NO] 530/1000 | QMT-SA: A Quantum-Inspired Multimodal Transformer with Spectral Attention for Precision Soybean Yield Prediction
[NO] 531/1000 | Event-triggered Adaptive Distributed Control for Torsional Pendulums With Neighbor Communication Constraint and Dead-zone Inputs
[NO] 532/1000 | Visible-Infrared Image Fusion for Nighttime Traffic Scene Enhancement
[NO] 533/1000 | Ultra-High Field Inspired Deep Learning Pipelines for 3T and 7T Level Brain MRI Analysis
[NO] 534/1000 | Inverse Learning-Based Strategy for Linear Quadratic Differential Hypergame With Misperception
[NO] 535/1000 | SynCAF: Synthetic Counterfactual Activations for Fairness in Facial Cognition Signals
[NO] 536/1000 | A Compact Pattern-Reconfigurable Antenna for Wireless Earphones
[NO] 537/1000 | Fenc
                    <sup>2</sup>
                    : Unifying Data Packing for Efficient Private Inference via Convolution and Architecture-Aware Fragment Encoding
[NO] 538/1000 | Attention-Enhanced Hybrid Deep Learning Framework for Multiple Sclerosis Lesion Segmentation in MRI
[NO] 539/1000 | A Comprehensive Python-Based Framework for Secure Monitoring and Detection of Fraudulent Bitcoin Transactions Across Blockchain-Driven Cryptocurrency Ecosystems
[NO] 540/1000 | A Bio-Kinematic Index Framework for Deepfake Video Detection
[NO] 541/1000 | A Port Security Intelligent Agent Based on Domain Adaptation multimodal large model
[NO] 542/1000 | Joint Semantic Segmentation and Image Caption for Mini LED Defect Detection
[NO] 543/1000 | Event-Triggered Incremental Fault-Tolerant Control: Recovery Performance and Convergence Time Guarantee
[NO] 544/1000 | FLASH-SAR: Fast Learning Self-Supervised Hierarchical Architecture for SAR
[NO] 545/1000 | A Multimodal Foundation Model with Federated Temporal Graph Learning for Personalized Cardiovascular Risk Prediction
[NO] 546/1000 | Retraction Notice: Intrutuion Detection System Using Machine Learning Based IDS
[NO] 547/1000 | Retraction Notice: Enhancing Cyber Security Through Intrusion Monitoring Using Deep Learning
[NO] 548/1000 | Pronunciation Based Intelligibility Assessment of Dysarthric Speech
[NO] 549/1000 | Visual Localization and Control for a Pneumatic Soft Robotic Arm Based on EKF
[NO] 550/1000 | Adapting Whisper Models Using LoHA for Robust Recognition of Children's Speech
[NO] 551/1000 | Dynamic event-triggered consensus control for multiagent systems
[NO] 552/1000 | Path Planning for Mobile Robots Based on Continuous Cost Guidance
[NO] 553/1000 | Quantization-Aware Incentive Mechanism for Communication-Efficient Federated Learning
[NO] 554/1000 | Finite-time tracking control for delayed Markov jump systems by adaptive event-triggered scheme
[NO] 555/1000 | Redesigning Public EVSE: Towards a System Architecture for Flexible Region-Oriented Charge Points
[NO] 556/1000 | Reinforcement Learning of Adaptive Virtual Damping in Variable Admittance Control for Tight Clearance Peg-in-Hole Assembly
[NO] 557/1000 | A 3-D Printed Microwave Absorber Based on Artificial Dielectric Photonic Crystals
[NO] 558/1000 | Design of an Integrated Control System for an 8-Channel K Band Beamforming Network
[NO] 559/1000 | DarkStream: Exploiting Internal Throughput Contention in Data Streaming Accelerator for Timing Attacks
[NO] 560/1000 | Multi-UAV Task Assignment: An Enhanced WTA Model with Linearized Voyage Constraints in MILP
[NO] 561/1000 | Monocular Video-Based Dynamic Human Reconstruction and Pose Generation Optimization
[NO] 562/1000 | An Improved FreTS Model for Key Parameters Prediction of Jinhua Furnace Gasification Process
[NO] 563/1000 | A Reinforcement Learning Guided Preference Ranking Algorithm with Large Language Models for Expensive Multi-Objective Optimization
[NO] 564/1000 | Social Data Mining and Analytics: Methods, Applications, and Emerging Challenges
[NO] 565/1000 | Unsupervised Spatially Aware Gaussian Mixture Model via Implicit Deep Priors
[NO] 566/1000 | Cross Layer Resilient Control of 5G-Enabled Mobile Robots
[NO] 567/1000 | On Minimization of Average AoI for Static Age-Threshold Irregular Repetition Slotted ALOHA
[NO] 568/1000 | A Novel Kolmogorov-Arnold Graph Attention Network for Soft Sensing of Chemical Process Quality Vairables
[NO] 569/1000 | SynthForm: Towards a DLA-Free E2E Form Understanding Model
[NO] 570/1000 | Intelligent Autonomous Driving with Enhanced Safety of Medium/Low Speed Maglev Trains in Changeable Environments
[NO] 571/1000 | Exploring Resilient Quantum Computing Principles for Scalable and Future-Ready Digital Infrastructure
[NO] 572/1000 | Enabling Realtime Stream Processing with Partial Computation Offloading
[NO] 573/1000 | RFAT 2026 Commentary
[NO] 574/1000 | Heterogeneous multi-UAV cooperative control under human-machine collaborative game
[NO] 575/1000 | 
[NO] 576/1000 | Extremely Sensitive Surface Acoustic Wave Sensor for Hydrogen Made from ${\phi}$ 3.3mm Spherical Quartz Crystal and Pd-Pt Alloy Sensitive Film
[NO] 577/1000 | TimeProtect: Time-Bound Policy Enforcement for Metadata-Hiding Encrypted Analytics
[NO] 578/1000 | Authors Index
[NO] 579/1000 | Self-Configurable Receiver for Single-Carrier Underwater Acoustic Communications via Bayesian Optimization
[NO] 580/1000 | STMAE-Few: A Spatial-Temporal Masked Autoencoder for Few-channel EEG-based Emotion Recognition
[NO] 581/1000 | LMIRA: Load-balanced Multi-indicator Reputation and Authentication Security Blockchain Framework for Cross-domain Vehicular Data Sharing_supp1-3715693.pdf
[NO] 582/1000 | Study on Drag Reduction Characteristics of an Ascending Submersible With Flexible Attachments Based on Wavelet Transform
[NO] 583/1000 | An Ontology-Based Configuration Framework for Exercise Prescription in Pulmonary Rehabilitation of Post-Discharge COPD Patients: Design and Real-World Evaluation
[NO] 584/1000 | Revisiting the Coopetition–Innovation Performance Nexus: A Multilevel Meta-Analytic Investigation
[NO] 585/1000 | <i>HyPA</i>
                    : A Low-Latency Hybrid Pipeline Asynchronous Router for Network-on-Chip Architectures in GALS-Based SoCs
[NO] 586/1000 | A Controlled Comparative Evaluation of Workflow Configurations for Source-Grounded Academic PDF Analysis
[NO] 587/1000 | Online/Offline Broadcast Remote Signcryption for Edge Computing-Enabled Internet of Things
[NO] 588/1000 | DeepStream: Prototyping Deep Joint Source-Channel Coding for Real-Time Multimedia Transmissions
[NO] 589/1000 | A Large-Scale Integer Programming Algorithm for Fuzzy-driven Credible Subset Selection_supp7-3719726.pdf
[NO] 590/1000 | A Single-Printed Two-Dimensional Optical Accelerometer Based on a Dual-Source Window-Light Configuration
[NO] 591/1000 | Effective Bit Aware OEB-SCL Decoding of Polar Codes With Boundary-Consistent Multi-Bit Decoding
[NO] 592/1000 | Feasibility and Effects of a Soft-Wearable Robotic Suit Assisting Hip Extension in Older Adults: A Pilot study
[NO] 593/1000 | Cataract Fundus Image Enhancement via Blur-Guided Frequency Adaptation
[NO] 594/1000 | Analysis and Design of Discrete-Time ΔΣ ADC Using Fast Self-Quenching Floating Inverter Amplifier With Sampling Noise Cancellation
[NO] 595/1000 | Leakage Inductance Calculation Method of High-Frequency Transformer Based on Monte Carlo Method and the Research on Transverse Magnetic Field Distribution Characteristics
[NO] 596/1000 | Theoretical Analysis of Different Penalty Functions in Sequential Convex Programming for Model Predictive Control
[NO] 597/1000 | IEEE Computer Society Membership
[NO] 598/1000 | Millimeter-Wave Radar-Based Three-Dimensional Sea-Surface Wavefield Reconstruction from Sparse Point Clouds
[NO] 599/1000 | A Review of Reinforcement Learning with Multimodal Large Language Models for Vision-Based Human Activity Recognition
[NO] 600/1000 | Fail-Slow Hardware Failure Bug Analysis and Detection for Cloud Systems
[NO] 601/1000 | Modular RAG: Transforming RAG Systems into LEGO-like Reconfigurable Frameworks
[NO] 602/1000 | DDBMNet: Dual-Domain Background Modeling Network with Anomaly Suppression for Hyperspectral Anomaly Detection
[NO] 603/1000 | AI-Assisted Antenna State Selection for Throughput Optimization in Higher-Order MIMO Mobile Terminals Under Arbitrary User Scenarios
[NO] 604/1000 | An Inductor-Free Power Management Circuit With Compact System Volume Achieving High Conversion Efficiency for Triboelectric Nanogenerators
[NO] 605/1000 | Bayesian Cramér-Rao Bound for Sensing Performance in Meta-Backscatter Systems
[NO] 606/1000 | Graph2Scene: Generating Remote Sensing Imagery and Labels via Scene Graphs and Low-Rank Representation
[NO] 607/1000 | IEEE Journal of Emerging and Selected Topics in Power Electronics Publication Information
[NO] 608/1000 | ICAHS 2025 Copyright Page
[NO] 609/1000 | ICAHS 2025 Copyright Page
[NO] 610/1000 | ICAHS 2025 Copyright Page
[NO] 611/1000 | IEEE Transactions on Computational Social Systems Information for Authors
[NO] 612/1000 | Spatiotemporal Wavelet Graph Signal Network for Machine Fault Diagnosis
[NO] 613/1000 | Megawatt-Scale Partial PHIL Arm-Current Emulation for Submodule-Level Verification of MMC-Based Drives
[NO] 614/1000 | A Novel Temperature-Based Method for Aging Characterization of IGBTs
[NO] 615/1000 | Message from the Program Chairs
[NO] 616/1000 | SPEAR: Phase-Aware Multi-Noise Removal for Supervised Fault-Event Detection and Localization in Simulated Factory Scenes
[NO] 617/1000 | ICAHS 2025 Copyright Page
[NO] 618/1000 | ICAHS 2025 Copyright Page
[NO] 619/1000 | The Design of a Waste Classification and Collection Robot for Energy Storage
[NO] 620/1000 | A Method for Identifying the Coupling Coefficient of Wireless Power Transfer Based on Extended Kalman Filtering
[NO] 621/1000 | A Cognitive 6G Communication Framework for Joint Wireless Sensing, Learning, and Ultra-Reliable Data Transmission
[NO] 622/1000 | Eye-Tracking Data Analysis for Autism Classification
[NO] 623/1000 | A Predictive Maintenance Framework for Multi-Stage Degradation Systems Under Defect Alarm
[NO] 624/1000 | Numerical Study on the Influence of Key Structural Parameters of Banki Wind Turbine on Aerodynamic Performance
[NO] 625/1000 | Tannaka Duality for MTL Algebras
[NO] 626/1000 | A CNN-based Approach for Speaker Identification using Spectral Domain Augmentation
[NO] 627/1000 | Comparative Analysis of Recurrent Neural Network Architectures for Classifying Nanoparticle Properties
[NO] 628/1000 | A Novel Multi-Objective Optimization Algorithm for Environmental Economic Dispatch of Power Systems
[NO] 629/1000 | Reliability Assessment and Optimal Maintenance Decision-Making for Multi-State Competing Failure Systems with Hidden Failures
[NO] 630/1000 | Toward Closing the Sim-to-Real Gap for Autonomous Vehicles: A Physics-Guided Learning Approach for LiDAR Intensity Simulation
[NO] 631/1000 | Minor and Major Finger Knuckle Pattern Recognition system based on Deep Rules-Based Classifier
[NO] 632/1000 | Study of woman in labour's emotional responses to birth space ambiance using EDA
[NO] 633/1000 | Research on Joint Angular Path Planning of Robotic Arm Based on A* Algorithm
[NO] 634/1000 | Towards a Tunisian High-Frequency Audiogram Database in Occupational Health for Epidemiological and Sectoral Risk Analysis
[NO] 635/1000 | Standardization Recommendations and Technical Research of Fire-Rated Cables for Shipboard Equipment
[NO] 636/1000 | Past Forward: The History and Mystery of Fireworks: How Fireworks Became the Technology of Celebration
[NO] 637/1000 | A 12-bit 78.8-dB SFDR 625-MS/s Two-step Pipelined-SAR ADC With Self-Adaptive Common-Mode Capacitor Multiplier
[NO] 638/1000 | Mechanism and Effects of Core Segmentation on Electromagnetic Performance in Orthogonal Winding Planar Induction Motor
[NO] 639/1000 | An Internet of Things-Enabled Vision-Based Framework for Real-Time Worker Risk Behavior Detection in Tunnel Construction
[NO] 640/1000 | Accurate and Effective Model for Coexistence of Classical and Quantum Signals In Optical Fibers
[NO] 641/1000 | SSC-YOLO11:An Improved YOLO11 Model for SAR Small Object Detection in Complex Backgrounds
[NO] 642/1000 | Revisiting the Coopetition–Innovation Performance Nexus: A Multilevel Meta-Analytic Investigation_supp1-3719433.pdf
[NO] 643/1000 | Multi-Level Spatiotemporal Framework for Automatic Modulation Classification
[NO] 644/1000 | A Single-Layer Beam-Scanning Reconfigurable Reflectarray using Sweep-Holding Control Circuit
[NO] 645/1000 | A Large-Scale Integer Programming Algorithm for Fuzzy-driven Credible Subset Selection_supp2-3719726.pdf
[NO] 646/1000 | CF-Net: A Cross-Feature Reconstruction Network for High-Accuracy 1-Bit Target Classification
[NO] 647/1000 | Large-Scale Polygonal Building Mapping from 3–5m Medium-Resolution Satellite Imagery
[NO] 648/1000 | A Decomposed Learning Framework for Hybrid Precoding
[NO] 649/1000 | Geometry-based Forest Structure Extraction from SAR Tomographic data for Terrain and Canopy Modelling
[NO] 650/1000 | Federated Meta-Learning-Driven Self-Organizing Maps for Edge-based Privacy-Preserving Intrusion Detection in Industrial IoT
[NO] 651/1000 | Retraction Notice: An Efficient Sensory Based Cost-effective IoT Model for Prior Prediction of Covid-19
[NO] 652/1000 | RINN: A Radar-Informed Neural Network for Jamming Identification in Intra-Pulse Frequency Coding Radars Using Time-Frequency Discontinuity
[NO] 653/1000 | High-Resolution Complementary Golay-Coded Correlation OTDR for Long-Reach PONs
[NO] 654/1000 | Dual-Blade: Dual-Path NVMe-Direct KV-Cache Offloading for Edge LLM Inference
[NO] 655/1000 | Five-Minute Rule 40 Years Later: A First-Principles Revisit for Modern Memory Hierarchy
[NO] 656/1000 | Manufacturing Process Root Cause Analysis With Graph Neural Networks
[NO] 657/1000 | An Efficient Deep Learning Approach for Rice Leaf Disease Classification Using Fine-Tuned DenseNet121
[NO] 658/1000 | Reference-based Positive Ski Coaching using Foot Pressure and MLLMs
[NO] 659/1000 | From Filters to VLMs: Benchmarking Defogging Methods Through Object Detection and Segmentation Performance
[NO] 660/1000 | MANUS: Maneuverability Assessment of Magnetic Guidewires with Proximal Delivery Force
[NO] 661/1000 | Few-Shot Pose Estimation for Robotic Sorting of Flexible Packages with Complex Overlapping and Ambiguous Boundaries
[NO] 662/1000 | Real-Time Underwater Seabed Biodiversity Detection using an Enhanced CNN-Based Deep Learning Framework
[NO] 663/1000 | Table of Contents
[NO] 664/1000 | M
                    <sup>2</sup>
                    PCV-Net: A Prior-Enhanced Multi-View Learning Framework for Multimodal Climate Time Series Forecasting
[NO] 665/1000 | Validation of Gyrotron Operation for the Collective Thomson Scattering Diagnostic at the GDT Open Magnetic Trap
[NO] 666/1000 | ClinCheX: Hierarchical Multi-Granularity Representation Learning with Clinical Semantic Anchoring for Congenital Heart Disease Classification from Chest Radiographs
[NO] 667/1000 | Retraction Notice: Gate Access Control using Face Mask Detection and Temperature
[NO] 668/1000 | A Omni-Semantic Aware Transformer for Cervical Cytopathology Screening
[NO] 669/1000 | A Study on the Effectiveness of Gamification in STEM Higher Education: A Case Study of Probability and Mathematical Statistics
[NO] 670/1000 | Retraction Notice: Automatic Segmentation of MRI Images for Brain Tumor using unet
[NO] 671/1000 | Beam Squint Calibration with Forced-Descent Sampling for Mobility-Aware Sensing in the Near-Field Massive MIMO Systems
[NO] 672/1000 | LLM-RDO: Large Language Model-guided Rules Dynamic Optimization for Temporal Knowledge Graph Reasoning
[NO] 673/1000 | A System-of-Systems Digital Twin for Organisational Competency Management
[NO] 674/1000 | Can We Redesign a Shoulder Exosuit to Enhance Comfort and Usability Without Reducing Assistance?_supp3-3719187.pdf
[NO] 675/1000 | Intelligent Data Pipeline Orchestration: Combining Predictive Modeling, LLMs, and RL for Autonomous Data Engineering Systems
[NO] 676/1000 | On the Distortion of Partitioning Performance by Random Quantum Circuits
[NO] 677/1000 | Copyright Page
[NO] 678/1000 | Performance-Aware CPU/GPU Backend Selection and Code Adaptation for Python Scientific Computing in Heterogeneous Cloud Environments
[NO] 679/1000 | Comparative Analysis of Pre-Trained Deep Learning Models with Integrated Attention for Chest X-Ray Classification
[NO] 680/1000 | Message from the Program Co-Chairs: ISCA 2026
[NO] 681/1000 | A Policy Transfer Method Based on Successor Measure and Its Application for Economic Optimization of Coke Dry Quenching System
[NO] 682/1000 | MRRAGS:Modular Rapidly Reconfigurable Aerial Gripper System with Torque Feedback Safety Estimation
[NO] 683/1000 | GraDeCAR-Gradual Denoising by Contrastive Agreement-based Relabeling for Tackling Label Noise in Medical Imaging
[NO] 684/1000 | Linear Residual Generators for Fault Estimation in Discrete-Time Nonlinear Systems
[NO] 685/1000 | Retraction Notice: English Speech Recognition using Convolution Neural Networks and IoT
[NO] 686/1000 | A Bearing-Strength Method for Motion Estimation of Unknown Energy Emitters
[NO] 687/1000 | Robust Thermal Image Object Detection Challenge: Advancing Multi-Object Detection Performance Under Long-Term Thermal Drift
[NO] 688/1000 | Research on Real Time Localization and Map Building (SLAM) Algorithm for Augmented Reality
[NO] 689/1000 | Face Identity Unlearning for Retrieval via Embedding Dispersion
[NO] 690/1000 | Structured Email Intelligence: Comparing Generative AI, Rule-based, and NLP Approaches for Task and Meeting Extraction
[NO] 691/1000 | Retraction Notice: A Comprehensive Method for Flower Detection by DL: A Comparative Study between Multiple Statistical Models
[NO] 692/1000 | Attention-Enhanced Bidirectional LSTM Framework for Context-Aware Cyberbullying Detection in Social Media
[NO] 693/1000 | Design and Simulation of Multi-Arc Spiral FSS for 5G Application
[NO] 694/1000 | A Unified Modelling Framework and Key Technologies for Autonomous Control of Embodied Robots under Complex Constraints: A Review
[NO] 695/1000 | A Silk-Fibroin-Based Flexible RFID Antenna for Wearable Wireless Joint-Angle Sensing
[NO] 696/1000 | REMinD: Balancing Robust Concept Unlearning and Image Quality in Diffusion Models
[NO] 697/1000 | AI-based Intelligent Control for High-Efficiency DC-DC Converters in Advanced Applications
[NO] 698/1000 | Robotic Throwing Based on Deep Reinforcement Learning and Model Prediction
[YES] 699/1000 | When AI Designs AI Hardware: Reliability Lessons from Accelerator Architectures
[NO] 700/1000 | A Track Fusion Method for Scattered Vessel-Detection Data
[NO] 701/1000 | DejaVu: Why You Should Write to Your DRAM Rows Twice, Carefully
[NO] 702/1000 | Pseudo Contrastive Learning for Diagram Comprehension in Multimodal Models
[NO] 703/1000 | Blockchain-Secured Federated Deep Reinforcement Learning for Adaptive and Privacy-Preserving Industrial IoT Control
[NO] 704/1000 | A Reinforcement Learning-Based Design of Energy-Efficient Cruising Control for Heavy-Duty Trucks
[NO] 705/1000 | Plant Leaf Disease Detection using EfficientNetB5 and Transfer Learning
[NO] 706/1000 | Decentralized Target Assignment and Motion Control for Multi-Agent Swarms in Communication-Denied Environments
[NO] 707/1000 | Active Power Injection and Reactive Power Compensation Analysis of SAPF for Distribution Network with and without PV Integration
[NO] 708/1000 | Research on Algorithm and Controller Implementation of EHB System for New Energy Vehicles
[NO] 709/1000 | Efficient Real-Time Modeling of Longitudinal Dynamics for Semi-Submerged Hydrofoil Unmanned Surface Vehicles
[NO] 710/1000 | Data-driven distributed optimization via deep-learning*
[NO] 711/1000 | AI-Driven Enterprise Solution Architecture for Scalable Cloud-Native Systems
[NO] 712/1000 | Session Chairs
[NO] 713/1000 | Low-Latency Deep Learning Based Doppler Velocity Estimation for Integrated Sensing and Communication
[NO] 714/1000 | Object Detection in Adverse Weather Conditions Using YOLOv11 with Bobcat Optimization Algorithm
[NO] 715/1000 | Fixed-Time Distributed Robust Coverage Control for Heterogeneous UAVs-UGVs Systems with Human Interaction via LLM
[NO] 716/1000 | Retraction Notice: Edge Computing and Deep Learning Based Urban Street Cleanliness Assessment System
[NO] 717/1000 | Serverless Computing (FaaS) Framework for Smart Healthcare Applications
[NO] 718/1000 | Secure Message Sharing via Quantum Image Steganography and Dual-Channel Superdense Coding
[NO] 719/1000 | Low Complexity FPGA Implementation of $2 \times 2$ MIMO-OTSM Transceiver for 6G Communications
[NO] 720/1000 | Adaptive Event-triggered Variable Impedance Control for Robotic Systems in Sudden Environmental Changes
[NO] 721/1000 | Ergodic Throughput in Coordinated Multi-Point Downlink Under Distributed Power Constraints
[NO] 722/1000 | Self-Sterilizing Face Mask Employing Enzymatic Power Generation
[NO] 723/1000 | A Self-Decoupled Circularly Polarized Microstrip Antenna Based on Characteristic Mode Analysis
[NO] 724/1000 | Evolution of the Swarm Test Arena for Resilient Systems: A System of Systems Case Study
[NO] 725/1000 | Basic: Bayesian Spiral Attention Classifier for Interpretable Medical Image Classification
[NO] 726/1000 | Proceedings
[NO] 727/1000 | Visual Dialogue System with Self-Verification Pipeline for Hallucination Mitigation
[NO] 728/1000 | Dynamics Modeling and Trim Control for Underwater Gliders
[NO] 729/1000 | Stammering Detection with Streaming TDNN and Log Mel Acoustic Features
[NO] 730/1000 | Overcoming Nawes Fixed-Window Constraints for Spoken Term Detection and Localization
[NO] 731/1000 | Multi-UAVs Cooperative Path Planning Based on DQN Under Communication Constraints
[NO] 732/1000 | Copyright Page
[NO] 733/1000 | A Wolfram Mathematica–based Multimodal Deep Learning Framework for Stock Market Prediction
[NO] 734/1000 | Cooperative Bearing-Angle Target Encirclement via Multi-Agent Reinforcement Learning with Collaborative Adaptive Kalman Filtering*
[NO] 735/1000 | Benefit-Based Global Optimization for Cooperative UAV–UGV Delivery in Residential Communities
[NO] 736/1000 | Fuzzy Stochastic Multi-Agent Control via HJB Optimization for Interpretable Incentive Design
[NO] 737/1000 | Speed-Flux Adaptive Reference Current Based Harmonic Compensation for BLDC Motors
[NO] 738/1000 | Chance-Constrained Coordinated Scheduling of Distribution Networks with High PV/Wind Penetration and Battery Energy Storage Based on SOCP Relaxation
[NO] 739/1000 | Power Choquet-Inspired Integral: A Family of Tunable Aggregation Functions with Application to Fuzzy Rule-Based Classification Systems
[NO] 740/1000 | Healthcare Waste: Classification Systems and Sustainable Logistical Decisions
[NO] 741/1000 | Maximal Consistent Subsystems of Max-T Fuzzy Relational Equations
[NO] 742/1000 | FuzzyLinguistics: A Python Package for Generating, Simplifying, and Comparing Linguistic Summaries of Data
[NO] 743/1000 | Artificial Intelligence Meets IoT for Cardiovascular Diseases Detection
[NO] 744/1000 | A Fuzzy-Logic-Based Attack for Reconstructing Facial Biometric Templates from Memory Controller Electromagnetic Emissions
[NO] 745/1000 | Explainable Object Detection in 360° Images Through Fuzzy Logic Systems and Vision-Language Models Integration
[NO] 746/1000 | 2026 List of Reviewers
[NO] 747/1000 | 2025 IEEE International Conference on Advanced Healthcare Systems (ICAHS)
[NO] 748/1000 | Multi-View Clustering With Hybrid-Order Similarity Learning
[NO] 749/1000 | Continuum Jacobian based Computational Morphogenesis for Soft Robotic Workspace Optimization_supp1-3716051.pdf
[NO] 750/1000 | Message from the Chairs: ISSSR 2026
[NO] 751/1000 | A Cloud-Edge Collaborative Large Language Model Inference Framework Based on Historical Context Matching
[NO] 752/1000 | Title Page I
[NO] 753/1000 | Digital Twin Driven IoT Deep Learning System for Predictive Monitoring of Alzheimer’s Patients Behavioral Progression
[NO] 754/1000 | Fractional-Order Sliding Mode Observer Design for Permanent Magnet Synchronous Motor Sensorless Control
[NO] 755/1000 | A Geometry-Aware Pretraining Network for Molecular Representation Learning
[NO] 756/1000 | Real-Time Vehicle Tracking—based Smart Traffic Management for Urban Areas
[NO] 757/1000 | An Integrated AI and Blockchain-based Cybersecurity Framework for Smart Cities IoT Infrastructure
[NO] 758/1000 | Semi-Analytical Model for Planar PCB Spiral Coils with Application to Magnetic Microrobot Actuation
[NO] 759/1000 | 2026 International Conference on Revolutionary Artificial Intelligence and Future Applications (Rev-AI)
[NO] 760/1000 | Explainable BiLSTM-Attention based Intrusion Detection with Adaptive Imbalance Handling
[NO] 761/1000 | Cerberus: Cross-Layer ECC Co-Design for Robust and Efficient Memory Protection
[NO] 762/1000 | Latency-Control Tradeoffs in Communication-Control Co-Designed Networks
[NO] 763/1000 | A Window-Level Structured Representation and Temporal Modeling Framework for Early EEG-Based Cognitive State Prediction in ICU
[NO] 764/1000 | Divergent Contrastive Learning for Sarcasm Detection via Stylistic Semantic Disentanglement
[NO] 765/1000 | MSRD-PCOS: A Multi-Source Risk Discrepancy Framework for Early Screening of Polycystic Ovary Syndrome
[NO] 766/1000 | YAC 2026 TOC
[NO] 767/1000 | Research on User Behavior Analysis of Big Data Cloud Storage Based on User Segmentation
[NO] 768/1000 | A Method for the Periodic Malfunction Issue of Satellite Terminal Equipment
[NO] 769/1000 | Folium: Decoupling Transaction Execution from Consensus via Follower Nodes in a Blockchain
[NO] 770/1000 | UAV Pose Control Based on Reinforcement Learning
[NO] 771/1000 | An Empirical Study of Siamese Vision Transformers for Scribe Re-Identification
[NO] 772/1000 | Sybil Attack as a Facilitator of Secondary Attacks in RPL-based IoT Networks
[NO] 773/1000 | Explainable Ensemble-based Multi-Class Classification for Movie Rating Prediction using Structured Features
[NO] 774/1000 | RFAT 2026 Copyright
[NO] 775/1000 | Brain–Computer Interface for Communication in Paralyzed Individuals
[NO] 776/1000 | Proof-of-Training Consensus: Integrating RNN Sequence Modeling with Blockchain for Verifiable On-Chain Learning
[NO] 777/1000 | Decoding-Order-Aware Secrecy Rate Maximization in IRS-Assisted Untrusted NOMA Under Imperfect SIC
[NO] 778/1000 | Vision-Powered Cleaning Mode Detection in Robot Vacuum Cleaners Using a Novel Smart Home Dataset
[NO] 779/1000 | Bridging the Domain Gap in Agricultural Vision: Parameter-Efficient VLM Adaptation via Expert Descriptions
[NO] 780/1000 | Screen Time as a Predictor of Mental Health: A Machine Learning Study
[NO] 781/1000 | Inclusiveness Detection in Bangla Textbooks: Exploring LLMs and Advanced Prompting Techniques
[NO] 782/1000 | Pursuit-Evasion Game for High-Speed Flight Vehicles Under Measurement Delays
[NO] 783/1000 | On the Joint Impact of UAV Orientation Instability and Phase Errors in UAV-Aided RIS Systems
[NO] 784/1000 | NetZeroCloud: Development of a Carbon-Aware Framework for Sustainable Cloud Computing
[NO] 785/1000 | Explainable AI Framework for Leukemia Prediction and Clinical Recommendation System
[NO] 786/1000 | DiTPA: A DiT-Based Action Planner Accelerator Exploiting Action-Denoising-Multimodality Redundancy for Embodied Artificial Intelligence
[NO] 787/1000 | Real-Time Hazard Detection using an AI-Enabled Advanced Driver Assistance System
[NO] 788/1000 | Data-Driven Control of Closed-Loop Supply Chain Systems with Input and Output Constraints
[NO] 789/1000 | FPGA Implementation of an Event Driven Adaptive Low Pass Equalizer for Low Power DSP Systems
[NO] 790/1000 | On Hybrid Cascaded RIS-Assisted Downlink NOMA-ISAC Systems
[NO] 791/1000 | Impact of Large-Scale Thyristor-Controlled Electrolyzers on Post-Fault Voltage Recovery
[NO] 792/1000 | Deep Learning-based Framework for Robust Fake Fingerprint Detection in Biometric Security Systems
[NO] 793/1000 | Improved DOA Estimation Based on Complex-Valued Convolutional Neural Networks with Attention Mechanism
[NO] 794/1000 | Fafnir: A Flexible Load Generator for Reproducible ML Inference Benchmarks
[NO] 795/1000 | Competitive Transaction Admission in PCNs: Online Knapsack with Positive and Negative Items
[NO] 796/1000 | MedDistill3D: SAM-Guided Pseudo-Volume Distillation for Weakly Supervised 3D Medical Image Segmentation
[NO] 797/1000 | OrthoMDA: Curvature-Preserving Manifold Visualization for Regression Networks via Gram-Schmidt Orthogonalization
[NO] 798/1000 | Quality-Driven and Diversity-Aware Sample Expansion for Robust Marine Obstacle Segmentation
