[2026-05-18 23:01:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-17
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605170000+TO+202605172359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 503 error responses'))
[ACM] 2026-5-18 | Measuring the Compliance Costs of Exchanging Part 2 Healthcare Claims Data Through Blockchain
[NO] 523/1000 | Hybrid Intrusion Detection System Integrating Decision Tree and Convolutional Neural Network with Adaptive Dynamic Loss Balancing
[NO] 524/1000 | GAIIS 2026 TOC
[YES] 525/1000 | Exploiting Formal Verification for the Systematic Discovery of Corner Cases in a Behavior Planner for Automated Driving
[NO] 526/1000 | Toward AI-Empowered Wireless Position Sensing: An Integrated Framework of Perception, Cognition, Decision, and Learning
[NO] 527/1000 | Multiclass Sleep Disorder Prediction using Ensemble Learning with Integrated SHAP and Partial Dependence Analysis
[NO] 528/1000 | A Systematic Review of Brain Tumour Categorization and Severity Identification
[NO] 529/1000 | Tiny-Dataset Scale-Consistent Diffusion Framework for Single SAR Image Building Height Estimation_supp1-3693803.pdf
[NO] 530/1000 | Autonomous Pipeline Inspection Using Lightweight Vision-Based UAV Tracking_supp3-3693978.mp4
[NO] 531/1000 | CLARE: Continual Learning for Vision-Language-Action Models via Autonomous Adapter Routing and Expansion_supp1-3693992.mp4
[NO] 532/1000 | BurnDC: A Progressive Propagation Framework for Low Coverage Depth Completion_supp1-3693984.mp4
[NO] 533/1000 | Decentralized Secure Cloud Storage using Blockchain Technology
[NO] 534/1000 | UAdapt: Uncertainty-Aware Adaptive Graph Node Classification
[NO] 535/1000 | Research on Real-Time Speech Recognition Model for Aircraft Cockpit Audio
[NO] 536/1000 | HITL-GAN-RF: A Human-in-the-Loop Data Pipeline for Adaptive Financial Fraud Detection
[NO] 537/1000 | FDH-CR: Adaptive Feature Purification and Dual-Branch Hierarchical Discriminator for Multitemporal Multi-scale Cloud Removal
[NO] 538/1000 | TemLo: Temporal-Local Synergy Enhanced RWKV for Audio-Visual Segmentation
[NO] 539/1000 | HoStB-DVGNN: A Flotation Fault Recognition Method Using Higher Order Spatial–Temporal Block and Dual-Stream Variational GNN
[NO] 540/1000 | Table of Contents
[NO] 541/1000 | A Systematic Study of CSI Fingerprint Feature Representations and Deep Learning Models for Indoor Localization
[NO] 542/1000 | A Partitioned Stator Flux Switching PM Machine with Strongly Coupled Flux Reversal Effect
[NO] 543/1000 | Proximal Policy Optimization with Predictive and Memory-Aware Battery Management for BEVs Using Hybrid Energy Storage and Battery Health-Oriented Rewards
[NO] 544/1000 | Accuracy and congestion Improvement in Intelligent Traffic signal Control using YOLOv10-Based object Detection and Q-Learning Compared with Fixed-Time Traffic Light
[YES] 545/1000 | ParaVul: A Parallel Large Language Model and Retrieval-Augmented Framework for Smart Contract Vulnerability Detection
[NO] 546/1000 | Integrating Bayesian Reasoning and Evolutionary Search for Knowledge-Driven Team Formation
[YES] 547/1000 | Practical LLM-Based Function-Level Automated Program Repair: How Far Are We?
[NO] 548/1000 | GPM: The Gaussian Pancake Mechanism for Planting Undetectable Backdoors in Differential Privacy
[NO] 549/1000 | Dynamic Flat Filter: A Unified Framework for Scalable and Stable Fingerprint-Based Filters
[NO] 550/1000 | Fast Estimation of Pairwise Biharmonic Distance on Graphs
[NO] 551/1000 | ASSS : Adaptive Stratified Sampling for Shapley-like Values
[NO] 552/1000 | Balancing Global and Local: Representative Sampling for Large?Scale Vector Data
[NO] 553/1000 | VecBench: A Controllable Benchmark for Filtered Vector Search: [Experiments &amp; Analysis]
[NO] 554/1000 | Optimized Green Intelligent Transportation System Using Edge Computing with Multi-objective Metaheuristic Algorithm
[NO] 555/1000 | P
                    <sup>2</sup>
                    LACBC: Parallel Per-Level Attention with Cross-Branch Consistency for Remote Sensing Object Detection
[NO] 556/1000 | Two-Stage Multi-Drone Multi-Target Association: Laplacian-Guided Feature Enhancement and SGMM-Based Error Filtering Approach
[NO] 557/1000 | Learning-Based Hybrid Neural Receiver for 6G-V2X Communications
[NO] 558/1000 | EffortNet: A Deep Learning Framework for Objective Assessment of Speech Enhancement Technologies Using EEG-Based Alpha Oscillations
[NO] 559/1000 | Welcome Speech by The Telkom University Purwokerto Campus Director
[NO] 560/1000 | RCAlign: Revisiting Radar Camera Alignment by Contrastive Learning for 3D Object Detection
[NO] 561/1000 | Advanced Multi-Scale Vision Transformer with Neural Architecture Search for Thyroid Cancer Diagnosis Using Ultrasound Images
[NO] 562/1000 | A Systematic Literature Review of Machine Learning Methods to Forecast Chlorophyll-a in Lakes_supp1-3693980.xlsx
[NO] 563/1000 | ICSEDIS 2026 TOC
[NO] 564/1000 | Recent Trends in Deep Learning-Driven Tomato Leaf Disease Detection and Severity Analysis
[NO] 565/1000 | One-Sample-per-Symbol Non-Linear Equalization of Directly Modulated Lasers
[NO] 566/1000 | Environmental Assessment of Ultralightweight DC-DC Converters for Future eVTOL Aircraft with Hybrid Power Supply
[NO] 567/1000 | DiffLabel: Robust Pseudo Label Generation for Semi-Supervised Temporal Language Grounding
[NO] 568/1000 | Learning Multi-Agent Cooperation Via Future Observations Guided Communication Graph
[NO] 569/1000 | Hyperspectral Image Mixed Noise Removal Based on Sparsity Constraint and Low-Rank Approximation
[NO] 570/1000 | A Transformer-based Intelligent Framework for Post-Crisis Relief Coordination and Priority-Aware Resource Allocation
[NO] 571/1000 | Automated Modeling from Medical Guidelines to BPMN Based on Large Language Models
[YES] 572/1000 | Code-Collaborative Intelligent Query Generation Technology for Complex Relational Data
[NO] 573/1000 | Design and Implementation of a Hybrid Real-Time File Integrity Monitoring System using Event-Driven Detection and Hash Verification
[NO] 574/1000 | Towards More Practical Label Inference Attacks against Graph-based Vertical Federated Learning
[NO] 575/1000 | Memory-Aware External Facelist Calculation: A Data-Parallel Atomic Hash Counting Approach
[YES] 576/1000 | Corrective Distillation: Mitigating Catastrophic Forgetting in LLM Fine-Tuning via External Correction of Self-Generated Errors
[NO] 577/1000 | SpoofBuster: Adaptive Attention Transformer for Anti-Spoofing Face Recognition
[NO] 578/1000 | RTC-DDPM: A Physical-Feature-Guided Radar Tide Data Augmentation Model
[NO] 579/1000 | QPPG: Quantum-Preconditioned Policy Gradient for Link Adaptation in Rayleigh Fading Channels
[NO] 580/1000 | ML-based Self-Healing Battery Management System for Smart Rural Renewable Energy Systems
[NO] 581/1000 | Rule Driven Computational Framework For 3D Printed Multi Drug Polypills
[NO] 582/1000 | A Real-time Digital Active EMI Filter IC with Functionalities for Both Monitoring and Cancelling Conducted Emissions
[NO] 583/1000 | Deep Fracture Recognition: Applying VGG-16 on Bone X-Rays
[NO] 584/1000 | RENI++: A Rotation-Equivariant, Scale-Invariant, Natural Illumination Prior
[NO] 585/1000 | Decomposed Multi-Modality Fusion: Integrating Frames and Events for Efficient Visuomotor Policies
[NO] 586/1000 | 2026 International Conference on Generative Artificial Intelligence and Information Security (GAIIS)
[YES] 587/1000 | Multi-View Graph-Based Code Representation Learning for Vulnerability Detection
[NO] 588/1000 | Routing and Scheduling of Hybrid Traffic for URLLC Industrial Network Under Timing Analysis_supp1-3691880.pdf
[NO] 589/1000 | OETIC 2025 Cover Page
[NO] 590/1000 | Robust Machine Learning Driven Phase Prediction in Novel Refractory High-Entropy Alloys_supp1-3693781.docx
[NO] 591/1000 | Toward Automatic GI Tract Intervention With a Novel Shape-Aware Robotic Endoscope
[NO] 592/1000 | Boundary-Aware Multi-Task Lightweight Framework for Automated Kidney Stone Segmentation and Classification in CT Images
[NO] 593/1000 | GSEA-UAD: A Geometric Subspace–Enhanced Autoencoder for Unknown Sensor Attack Detection in Autonomous Unmanned Vehicles
[NO] 594/1000 | Loss-Tolerant RDMA Network over Commodity Devices
[NO] 595/1000 | Classroom Behavior Detection Method Based on KMU-YOLO11n
[NO] 596/1000 | Adaptive Reinforcement Learning Framework for Multi-Level Crowd Density Classification in Pedestrian Surveillance Datasets
[NO] 597/1000 | Copyright and Reprint Permission
[NO] 598/1000 | Secure and Efficient Data Synchronization for Digital Cousins in Edge–Cloud Environments
[NO] 599/1000 | Speed-Robust Feature Learning and Minor-Class Generation for Imbalanced Variable-Speed Bearing Fault Diagnosis
[NO] 600/1000 | ShelfNet: Dynamic Shelf-Life Modeling for Fruits and Vegetables using LSTM and IoT Sensors
[NO] 601/1000 | Lightweight YOLOv5 with Wavelet Convolution and Attention for Waste Detection
[NO] 602/1000 | Deep Residual Multiscale Hyper-Node Graph Networks for Adaptive IoT Cybersecurity
[NO] 603/1000 | Design of Permanent Magnet Linear Synchronous Motor With PCB Windings
[NO] 604/1000 | E-Navi: Environmental-Adaptive Navigation for UAVs on Resource-Constrained Platforms
[NO] 605/1000 | Energy Efficiency AI Models Through Quantization and Lightweight Architecture Design
[NO] 606/1000 | Adaptive Rhythm Control Optimization via Multi-Source Keyboard Performance Data Fusion for Intelligent Music Production
[NO] 607/1000 | Detecting Join Bugs in Database Engines via Join Implication Reasoning
[NO] 608/1000 | BEACON: Budget-Aware Entity Matching Across Domains
[NO] 609/1000 | LSHAlign: All-Pair Near-Duplicate Text Alignment via Locality-Sensitive Hashing
[NO] 610/1000 | <scp>SmartRabbit</scp>
                    : An Interactive Query Processor
[NO] 611/1000 | L3: A GPU-Native Co-Designed Data Format for Learned Lossless Lightweight Compression
[NO] 612/1000 | Harmonic Electromagnetic Neural Networks for Task-Oriented Semantic Communications
[NO] 613/1000 | Dynamic Model of Intentional Topic Propagation Control Based on Micro-Emotion Guidance
[NO] 614/1000 | Unbalanced Ternary Full Adder Architecture in CNTFET Technology: Design and Application
[NO] 615/1000 | SEED: Structure-Entropy and DCT Enhanced Descriptor for Robust 4D Radar Place Recognition_supp1-3693934.mp4
[NO] 616/1000 | Enhancing Rotated Object Detection in Remote Sensing with a Parallel Hybrid Attention Mechanism
[NO] 617/1000 | DeepVault: An NTRU-Based Data Hiding Scheme for Securing Underwater Acoustic Sensor Networks
[NO] 618/1000 | Benchmarking Lightweight YOLO Architectures for Real-Time Eggshell Defect Detection Toward Augmented-Reality Inspection in Poultry Supply Chains
[NO] 619/1000 | Serving Hybrid LLM Loads with SLO Guarantees Using CPU-GPU Attention Piggybacking
[NO] 620/1000 | GoodTP: An Effective Data Selection Framework for Enhancing Trajectory Similarity Learning via Monte Carlo Tree Search
[NO] 621/1000 | Finding Missed Optimizations in DBMSs through Unbalanced Short-circuit Query Construction
[NO] 622/1000 | Sublime: Sublinear Error &amp; Space for Unbounded Skewed Streams
[NO] 623/1000 | Cryptography of Radiology Images for PACS system using DWT and Advanced Encryption standard with Swarm Intelligence based Optimization
[NO] 624/1000 | Timely reliability evaluation and optimization of wireless sensor networks considering channel capacity randomness and energy depletion
[NO] 625/1000 | Numerical investigation of plated and disc blower performance and its optimization for portable computing device applications
[NO] 626/1000 | DFF-Net: A Dual-Branch Feature Fusion Network for River Ice Mapping via the Fusion of Microwave and Optical Imagery
[NO] 627/1000 | Augmenting Human Dance Performance With a Robot Arm: An Incremental Dynamic Mapping Method
[NO] 628/1000 | MigrRDMA: Enabling RDMA Live Migration in the Software
[NO] 629/1000 | Using the Schur Product to Solve the Code Equivalence Problem
[NO] 630/1000 | Lightweight Neural Network Implementation for Vehicle Detection
[NO] 631/1000 | HandInsight: Reinforcement Learning for Generative Hand Anomaly Localization
[NO] 632/1000 | Application Research of Machine Learning and Deep Learning
[NO] 633/1000 | A Comprehensive Review of Graph-based Hybrid Deep Learning Methods for Robust Epileptic Seizure Detection
[NO] 634/1000 | Transformer-based Multimodal Framework for Real-Time Disaster Tweet Classification and Misinformation Detection
[NO] 635/1000 | Preliminary Study on 3D Visualization of Marine Parcels for Marine Cadastre Implementation in Sarawak
[NO] 636/1000 | Attendance Management using Deep Face Detection and Recognition
[NO] 637/1000 | Statistical-mechanical analysis of adaptive filter with dead-zone nonlinearity
[NO] 638/1000 | Phase Noise Impact Analysis on Sub-THz 6G Integrated Sensing and Communication (ISAC) Systems at 240 GHz
[NO] 639/1000 | Design and Implementation of an AI-Powered Smart Railway Gate Control System using Image Processing
[NO] 640/1000 | Speed Sensor-based Predictive and Fast Secondary Control for Stable Dynamic Wireless Power Transfer in EV Charging Systems
[NO] 641/1000 | Adaptive Micro-sleep Scheduling for Battery less IoT Sensors using Energy-Harvesting-Aware Reinforcement Learning
[NO] 642/1000 | HotHash: Hotness-Aware Consistent Hashing for Cloud Databases
[NO] 643/1000 | An Efficient Streaming Algorithm for Approximating Graphlet Distributions
[NO] 644/1000 | PJsim: Towards Precise and Scalable Graph Similarity
[NO] 645/1000 | CoDec: Prefix-Shared Decoding Kernel for LLMs
[NO] 646/1000 | Towards an Intelligent Terminology Assistant: A Framework Integrating Small Language Model with Graph RAG
[NO] 647/1000 | AI-Driven Continuous Authentication for Strengthening Security and Scalable Analytics in IoT-based Digital Institutions
[NO] 648/1000 | Lightweight and Hybrid CNNs for Effective Cloud Detection from Satellite Images
[YES] 649/1000 | Configuration-Aware Automated Design of Single-Stage BJT Amplifiers using Supervised Regression
[NO] 650/1000 | Deep Learning-based Framework for Social Media Mining and Sentiment Analysis
[NO] 651/1000 | Hand2Voice: Increasing Human Interaction using Gesture and Voice Translation
[NO] 652/1000 | DiffHash: Text-Guided Targeted Attack via Diffusion Models against Deep Hashing Image Retrieval
[NO] 653/1000 | NB-IoT based Real-Time Manhole Monitoring System with Trash Removal and Automatic Gas Exhaust Mechanism
[YES] 654/1000 | A Time-Decay-Based Recommendation Algorithm for Vulnerability Fixers
[YES] 655/1000 | ML-based Abstract Power Modeling for Embedded System Processors
[NO] 656/1000 | Learning Distributional Differences in High-Dimensional Seismic Data using Modified Variational Autoencoders
[NO] 657/1000 | Prior Based Latent Denoising Diffusion Learning for Weak Seismic Signal Reconstruction
[NO] 658/1000 | Hybrid Frame-Enhanced LiDAR/GNSS/IMU Fusion for Accurate and Robust Mapping in Mixed Traffic Environments
[NO] 659/1000 | Influence of &amp;#x03BC;m-level profile slopes on vacuum DC flashover: a model guided design optimization_supp1-3691149.docx
[NO] 660/1000 | RAGExplorer: A Visual Analytics System for the Comparative Diagnosis of RAG Systems
[NO] 661/1000 | Conference Committees
[NO] 662/1000 | DCHPC 2026 Cover Page
[NO] 663/1000 | Camera-Radar Data Based Vision Language Model for Automotive Driving Scene Description
[NO] 664/1000 | Design and Control of Centimeter-Scale Reconfigurable Aquatic Modular Robots_supp1-3693985.mp4
[NO] 665/1000 | Low-speed Sensorless Control Strategy for Switched Reluctance Motors Based on Reluctance Characteristic Position Detection
[NO] 666/1000 | Resonance based Object Sensing System for Soft Robotic Skin in Human Cooperative Robots
[NO] 667/1000 | Acyclic Graph Pattern Counting under Local Differential Privacy
[NO] 668/1000 | EPSC: Testing Database Management Systems via Equivalent Prepared Statement Construction
[NO] 669/1000 | FLEA: Frequency-based Lossless Encoding Algorithm for Periodic Time Series
[NO] 670/1000 | CoShap: A Scalable Coalition Growth Approach to Shapley Value Approximation
[NO] 671/1000 | Response Analysis of the Darlington Transistor Amplification Mode under Transient Electrical Stress
[NO] 672/1000 | Adaptive Channel-Shuffled Deep Learning for Hormone-Conditioned Ovarian Ultrasound Analysis
[NO] 673/1000 | Global vs. Regional: A Comparative Measurement of Token Efficiency in State-of-the-Art Large Language Models
[NO] 674/1000 | Watermarking Deep Neural Networks with Invisible Trigger Pattern and Low-weight Masking Strategy
[NO] 675/1000 | CAFF-Net: A Cross-Attention Feature Fusion Network for Robust Multi-Type Brain Tumor Classification
[NO] 676/1000 | Channels with Input-Correlated Synchronization Errors
[NO] 677/1000 | An Adaptive Hybrid Framework for Complex Indoor Scene Analysis and Object Recognition
[NO] 678/1000 | GAIIS 2026 Content Announcement Page
[NO] 679/1000 | IoT Enabled Solar Powered Smart Watercraft for Automated River Waste Collection and Sustainable Transportation
[NO] 680/1000 | Performance Evaluation of High-Voltage Pulsed Power Modulator for Variable Pressure and Gap of DBD Plasma Load
[NO] 681/1000 | CFD-Based Analysis of Submarine Drag with Vertical Foreplane Placement Variation
[NO] 682/1000 | Welcome Remark by Chair of OESTEMS Joint Chapter
[NO] 683/1000 | TensExaMig: A Topology- and Interaction-Aware Framework for Scalable Process Migration in Distributed Exascale Computing Systems
[NO] 684/1000 | Autonomous Weed Detection and Removal System using CNN and Python-Controlled Embedded Platform
[NO] 685/1000 | DSLA: An Energy-Efficient Dual-Sparsity LLM Accelerator With HiMix-BFP
[NO] 686/1000 | Reconstruction Codes for Deletions and Insertions: Connection, Distinction, and Construction
[NO] 687/1000 | General method for the ultralow-loss and compact adiabatic mode evolutions on photonic chips
[NO] 688/1000 | Uncertainty-Aware Fraud Detection Using Hybrid Transformer with Gated Token Mixing and Conformal Risk Control
[NO] 689/1000 | Real-Time Multimodal AI-Based Human Detection and Localization for Maritime Search and Rescue Using LiDAR and Thermal Imaging
[NO] 690/1000 | Deep Semantic Segmentation with Combined Focal-Dice Loss for Multi-Class Land Cover Classification: A Comprehensive U-Net Evaluation
[NO] 691/1000 | How2AIHeap: Construct An Agent to Analyze Heap Exploit and Recognize Exploit Pattern
[NO] 692/1000 | Perfect Privacy for Discriminator-Based Byzantine-Resilient Federated Learning
[NO] 693/1000 | SPA: Stable and Precise Alignment for Efficient Cross-Domain Palmprint Recognition
[NO] 694/1000 | DGC-TAMNet: A Dynamic Graph-Convolutional Transformer Framework for Imbalanced Network Traffic Anomaly Detection
[NO] 695/1000 | Multilayered Magnetic Recording Media by Flip-Disk Bonding
[NO] 696/1000 | An Intelligent Time-Series Forecasting Approach for Power Consumption using ML and DL Techniques
[NO] 697/1000 | Intelligent IoT-Enabled Battery Management System for Electric Vehicles
[NO] 698/1000 | A High-Linearity Shunt-Based In-Line Current Sensor With Self-Heating Compensation and 14.4 V 2 MHz PWM Rejection
[NO] 699/1000 | Explorative Curriculum Learning for Strongly Correlated Electron Systems
[NO] 700/1000 | A Survey of the First TinyML@ICCAD Contest for Ventricular Arrhythmia Detection by Artificial Intelligence on Low-power Microprocessor
[NO] 701/1000 | Interpretable Attribute Discretization
[NO] 702/1000 | Towards Selecting Informative Alternative Relational Query Plans for Database Education
[NO] 703/1000 | GPS: Revisiting the Data Layout for Disk-based High-Dimensional Vector Search
[YES] 704/1000 | Automating Database-Native Function Code Synthesis with LLMs
[NO] 705/1000 | AI-Enabled Vocabulary Learning with Adaptive Scheduling and Chatbot Practice: toward Lexical Network Aware Modeling
[NO] 706/1000 | Towards Trustworthy Digital Twins: Verifiable Simulation via Recursive Zero-Knowledge Proofs
[NO] 707/1000 | Carelink-A: A Transformer-based Intelligent Assistive Communication and Safety Framework for Differently Abled Individuals
[NO] 708/1000 | Power Quality Assessment of Microgrid using Shunt Active Power Filter
[NO] 709/1000 | AI-Enabled Skin Lesion Recognition for Multi-Insect Bite Diagnosis with Integrated Severity Analysis and First-Aid Guidance
[NO] 710/1000 | Author Index
[NO] 711/1000 | Circularly Polarized Wearable IIoT Antenna for ISM Band
[NO] 712/1000 | Autonomous Pipeline Inspection Using Lightweight Vision-Based UAV Tracking_supp1-3693978.mp4
[NO] 713/1000 | Axial-Relation Guided Fusion State Space Model for Optical-Elevation Sensing Image Segmentation
[NO] 714/1000 | Vision based Road Damage and Speed Breaker Detection for Municipal Complaint System
[NO] 715/1000 | Text Mining and Machine Learning for Workplace Accident Severity Classification in Industry 4.0
[NO] 716/1000 | A Lightweight Face Detection Framework Based on ShuffleNet and Coordinate Attention
[NO] 717/1000 | A multi-agent collaboration framework for scene understanding and work order generation in smart farms
[NO] 718/1000 | Hierarchical Deformation Planning and Neural Tracking for DLOs in Constrained Environments_supp1-3688805.mp4
[NO] 719/1000 | SF-QC: Explore the Selection Bias of Large Language Models in Zero-Shot Out-of-Distribution Intent Detection
[NO] 720/1000 | Unified Semantic Alignment and Cross-Graph Fusion Model for Multimodal Named Entity Recognition in Social Media
[NO] 721/1000 | LSTM-based Event-Driven Cyber Threat Detection Networks Deep Learning with CICIDS 2018
[NO] 722/1000 | Megahertz Soft-Switching Wireless Power Transfer for Capsule Robots Under Dynamic Position and Orientation Variations_supp1-3693630.avi
[NO] 723/1000 | Propelling DNA-Based Archival Storage with an Algorithmic Mindset
[NO] 724/1000 | Micromagnetic Simulation Method Incorporating Scaled Magnetostatic Structures: A Case Study on Demagnetization Behavior in Halbach Arrays
[NO] 725/1000 | Stateless packet ordering function with end-to-end delay guarantee and jitter control for deterministic networking
[NO] 726/1000 | Welcome Speech by Conference Chair
[NO] 727/1000 | AdaS-Net: Adaptive Structure-aware Network for Camouflaged Object Detection
[NO] 728/1000 | Accurate Impairment Modeling and PCS-Based Cross-Layer Optimization for Throughput Enhancement in C+L-Band Optical Networks
[NO] 729/1000 | Quantum Clock Synchronization Networks: A Survey
[NO] 730/1000 | Shielding PII to Prevent Re-identification and Preserve Utility
[NO] 731/1000 | Prism: Private Relational Data Synthesis with Language Models
[NO] 732/1000 | Poisson Sampling over Acyclic Joins
[NO] 733/1000 | Evaluating the Impact of Active Wire Fence Placement on Remote Power Side-Channel Attacks in Multi-Tenant FPGAs
[NO] 734/1000 | Voice-Controlled Robotic Arm for a Physically Challenged Person
[NO] 735/1000 | Battery Energy Storage Based Wide Area Damping Controller to Mitigate Small Signal Oscillations
[NO] 736/1000 | Interference Management in ISAC: A Synergistic TSTAR-RIS and RSMA Co-Design
[NO] 737/1000 | SFID: An Azimuthal Structure-Guided Robust and Adaptive Interference Detector for SAR Imagery
[NO] 738/1000 | Subarray-Based Victim-Centric Per-Row Counting for Mitigating RowHammer
[NO] 739/1000 | Real-Time Machine Learning Framework for Predicting Urban Air Quality using Multi-Source Environmental Sensor Data
[NO] 740/1000 | Research on Automatic Generation of Ophthalmic Medical Records Based on Large Language Models
[NO] 741/1000 | Physics-guided Latent Diffusion Model for Intensity- and Extremity-aware VIL Nowcasting
[NO] 742/1000 | Deep Learning–based Intelligent Traffic and Road Safety Monitoring System
[NO] 743/1000 | Machine Learning Enabled Movement Pattern Recognition and Monitoring Using a Pomegranate Membrane Based Sensor
[NO] 744/1000 | Learning One-Step Inverse for Performance Improvement of Nonlinear Control Systems: Application to Quadrotor Control
[NO] 745/1000 | Lateral and Longitudinal Position Estimation and Control for Dynamic WPT Using Receiver Current and Vehicle Dynamics Information
[NO] 746/1000 | Event-Driven Restoration of Interconnected Distribution Systems with R-SOPs Adapting to Continuous Disasters and Uncertainties
[NO] 747/1000 | Characterization of Sub-Wavelength Spherical Particles by Electromagnetic Scattering
[NO] 748/1000 | Multi-label classification of medical images based on multi-scale feature fusion
[NO] 749/1000 | Blockchain-driven Freshness-keeping Efforts in Community Group-buying Platforms
[NO] 750/1000 | Insider Log Poisoning Attack on Enterprise SIEM Pipeline via Compromised Aggregation Database
[NO] 751/1000 | Personalized Sleep Pattern AI Coach: IoT Enabled
[NO] 752/1000 | Static Label Graph Augmented Multi-modal Multi-label Tabular Classification Method
[NO] 753/1000 | A CNN-based Path Loss Prediction Scheme Assisted by Satellite Imagery
[NO] 754/1000 | Complex Task Planning for Large Language Models via Text-Code Collaborative Reasoning
[NO] 755/1000 | AQUO Feature-Driven Machine Learning Prediction for Far-Field Ship Radiated Noise
[NO] 756/1000 | Implement Digital Longitudinal Monitoring for Intelligent Optical Networks
[NO] 757/1000 | Research on a Lightweight Key Management Mechanism for ADS B Systems
[NO] 758/1000 | UG-HDR: Uncertainty-Guided HDR Imaging under Large Motion and Extreme Exposure
[NO] 759/1000 | Gridless DoA Estimation in Semi-Passive IRS-Assisted Sensing via Atomic Norm Minimization and an Accelerated Proximal Gradient Method
[NO] 760/1000 | An Electromagnetic Coupling Model of Faraday Shields in High-Frequency Transformers
[NO] 761/1000 | A Novel Dual-Module Iterative Residual Decision Detection for MIMO-OTFS Systems
[NO] 762/1000 | IDGM-DD: Interactive Decision-Making Model for Autonomous Vehicles Integrating Dynamic Game Theory and Driving Tendency
[NO] 763/1000 | Study on Fiberglass Boat Strength and Durability under Different Types of Damage
[NO] 764/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[NO] 765/1000 | Enhanced Partitioned RIS-Assisted SSK System Under Nakagami-$m$ Fading Channels and Hardware Impairments
[NO] 766/1000 | Inferring Causality Between Entities and Events from CTI Reports
[NO] 767/1000 | LICO: An SIMD-Aware High-Performance Learned Inverted Index Compression Framework
[NO] 768/1000 | Sublime: Selecting Subgraph Matching Algorithms via Machine Learning
[NO] 769/1000 | Toward Privacy Preservation in Federated Learning: A Framework Integrating Client-Side Shuffling and Model Compression
[NO] 770/1000 | Energy-Efficient Reversible 8-Bit Polar Encoder and Decoder on Artix-7 FPGA for Low-Power and Quantum Applications
[NO] 771/1000 | A Knowledge-Driven Networking Framework for Detecting LoFT Attacks Using LSTM-Based Time Series Analysis
[NO] 772/1000 | Prediction-Driven and Evolutionary Optimization for Proactive Content Caching in Edge Computing Networks
[NO] 773/1000 | Feedforward Neural Networks Model for SPAD Parameter Analysis with Experimental Validation
[NO] 774/1000 | A Hybrid Evaluation Architecture for Electronic Components Selection Integrating Large Language Models and Retrieval-Augmented Generation
[NO] 775/1000 | Enhancing Resilience of Power Distribution Systems Under Cyber-Physical Hybrid Attacks: A Coordinated Localization and Restoration Strategy with Feeder Automation
[NO] 776/1000 | Design and Implementation of an IoT-Enabled Real-Time Borewell Safety and Surveillance System with Integrated Sensor Fusion, Geolocation Tracking, and Multi-Platform Alert Mechanisms for Rural Infrastructure Protection
[NO] 777/1000 | Deep Learning-Enabled Medical Image Interpretation for Early and Explainable Disease Identification
[NO] 778/1000 | Lifelong Learner: Discovering Versatile Neural Solvers for Vehicle Routing Problems
[NO] 779/1000 | TinyArtifactNet: A Resource-Efficient Deep Learning Model for On-Device Motion Artifact Detection in PPG
[NO] 780/1000 | A Sliding Mode Control For a Three-Phase SAPF Using A Non-Linear Transformation
[NO] 781/1000 | A Plug-and-Play Robust $H_{\infty }$ Voltage Tracking Control Strategy for Islanded AC Microgrids Based on Structured Matrix Decomposition
[NO] 782/1000 | Identification with Orthogonal Basis Functions: Convergence Speed, Asymptotic Bias, and Rate-Optimal Pole Selection
[NO] 783/1000 | Active Semi-supervised Evidential Clustering with Uncertainty-guided Query Strategy
[NO] 784/1000 | A Feature-Enhanced Machine Learning Approach for Reliable Stroke Risk Prediction using CLOA-XGB
[NO] 785/1000 | DiffuCL: Diffusion-based Reconstruction with Contrastive Learning for Incomplete Multimodal Sentiment Analysis
[NO] 786/1000 | A Coplanar Waveguide Approach Using Substrate-Integrated Bridges for Impedance Control, Circuit Miniaturization, Ground Balancing, and Crossover Applications
[NO] 787/1000 | Learning Artistic Image Aesthetics from Multi-level Text Prompts Generation
[NO] 788/1000 | Curation from Thousands: Composing the Best-Aligned Diffusion Models with Improved Model Retrieval and Fusion
[NO] 789/1000 | Active DC-link Split-Battery Quasi-Single-Stage Inverter: Architecture, Modulation, and Flexible Management of Battery Modules
[NO] 790/1000 | SVD-Based Image Compression: A Comprehensive Survey of Methods, Metrics, Optimization Strategies, and Emerging Trends
[NO] 791/1000 | The Effect of Gate Scaling on Drain Current in Ultra-Scaled Nanosheet and Nanowire FETs: A 3D Monte Carlo Simulation Study
[NO] 792/1000 | Optimization-Based Trajectory Planning With Behavior Cells for Autonomous Driving
[NO] 793/1000 | Stochastic Twin Regression Machine for k–class Classification
[NO] 794/1000 | A Hybrid CNN-LSTM based Real-Time Sign Language Recognition using Segmentation and Feature Extraction
[NO] 795/1000 | Beauty-Naturalness Dissociation in AI-Edited Faces: An Eye-Tracking Study of Visual-Cognitive Mechanisms
[NO] 796/1000 | An adaptive differential evolution algorithm with a multi-probability selection mechanism guiding individual selection
