[2026-09-01 23:49:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-31
正在获取论文...
[arXiv] 2026-08-31 | MURANO: Design, Run, and Reproduce Mechanistic Interpretability Experiments as Composable Pipelines
[NO] 1454/2000 | Real-Time Soil Analysis and Classification Using AI/ML and Computer Vision
[NO] 1455/2000 | Improved DC Microgrid Cybersecurity via Distributed State Estimation Control: A Comparative Analysis
[NO] 1456/2000 | Coordinated Capacity Planning of Compressed Air and Flywheel Energy Storage for Green-Power- Direct-Connected Data Centers
[NO] 1457/2000 | A Comparative Analysis of ML Models for Autonomous Driving Using the CARLA Simulator
[NO] 1458/2000 | Behavior-Based Customer Segmentation Using K-Means Clustering in Supermarket Retail
[NO] 1459/2000 | Research on the receding contact problem of gradient piezoelectric coating based on laminate model
[NO] 1460/2000 | Rolling bearing defect expansion dynamics modeling
[NO] 1461/2000 | Mechanistic Study of Multi-Component and Multi-Target Effects of Traditional Chinese Medicine Formulae Based on Artificial Intelligence and Network Pharmacology
[NO] 1462/2000 | Two-Stage Identification of Track Damage Based on Wavelet Transform and Convolutional Neural Networks
[NO] 1463/2000 | Table of Contents
[NO] 1464/2000 | Preface
[NO] 1465/2000 | A Linux Kernel USB Proxy with Integrated Threat Detection
[NO] 1466/2000 | Table of Contents
[NO] 1467/2000 | Doctoral Forum Committee: DSN-S 2026
[NO] 1468/2000 | Adaptive Learning-Based Resilient Automation for Switched Systems Under FDI Attacks and Actuator Faults
[NO] 1469/2000 | The "Other" Ratings: Inadequate Overcurrent Protection AIC Ratings in Commercial, Industrial and Utility Facilities
[NO] 1470/2000 | A Non-Intrusive Appliance Identification Method Integrating Steady-State Power and High-Frequency V-I Trajectory Features
[NO] 1471/2000 | Quantum Threats to Contemporary Blockchain Systems: A Comparative Vulnerability and Risk Analysis
[NO] 1472/2000 | An Annotation-Driven Extension Architecture for Deep Customization in Multi-Tenant Software-as-a-Service (SaaS) Platforms
[NO] 1473/2000 | A Hybrid XGBoost–DDQN Framework for Energy-Efficient and Low-Latency Cognitive Radio Wireless Sensor Networks
[NO] 1474/2000 | Coordinated Optimization of Virtual Power Plants in Cold Regions Considering Micro-Environment-Energy Consumption Dynamic Interaction and Insulation Difference
[NO] 1475/2000 | A Validity-Gated Error Measurement Procedure for 220-kV Voltage Transformers in On-Site Inspection of Electric Energy Metering Devices
[NO] 1476/2000 | Continuous ASL Fingerspelling Recognition from Wearable Accelerometers
[NO] 1477/2000 | Evaluating Self-Supervised Pretraining for Wrist-Worn Physiological Signals in Cardiac Estimation and Gesture Recognition
[NO] 1478/2000 | Vision-Transformer-Based AI System for Detecting Student Disengagement in Indian Rural Smart Classrooms
[NO] 1479/2000 | Dynamic Weighted Task Scheduling Method Based on Multi-Dimensional Load
[NO] 1480/2000 | SPCL: A Prompt Tuning Approach for Controllable Text Generation with Cooperative Semantic Priors and Contrastive Learning
[NO] 1481/2000 | Modeling Cognitive Forgetting and Learning Inertia via Step-Aware Relational Hypergraph for Knowledge Tracing
[NO] 1482/2000 | Computing Interpersonal Metafunctions: Quantifying Appraisal Shifts via LLM Ensembles
[NO] 1483/2000 | Application of Knowledge Enhancement BERT Model in Automatic Grading of Student Answers
[NO] 1484/2000 | Research on Human-Computer Collaborative Interaction Optimization in Intelligent Call Centers Based on Large Language Models and Multimodal Technologies
[NO] 1485/2000 | Research on High-Frequency Trading Flow Computation Optimization Based on Transformer-RL Fusion
[NO] 1486/2000 | Research on Fabric Defect Detection Method Based on Improved YOLOv8
[NO] 1487/2000 | Geographic Computation-Based Risk Assessment Method for Blasting Operations
[NO] 1488/2000 | From Detection to Forecasting: An Empirical Study of College Student Mental Health Using Smartphone Sensing
[NO] 1489/2000 | ACM TechBrief: Artificial Intelligence’s Effects on Open Source TechBrief
[NO] 1490/2000 | Propagation and Exposure Assessment of RIS-Shaped mmWave Fields in a Greenhouse
[NO] 1491/2000 | Distributed cooperative control for on-orbit assembly of heterogeneous spacecraft cluster
[NO] 1492/2000 | ConFluxFuzz: Control-Flow Restructuring and Freshness-Decayed Scheduling for Processor Fuzzing
[NO] 1493/2000 | A Unified Forward and Inverse Scattering Model for Metasurfaces with Finite Dimensions
[NO] 1494/2000 | Event-based Optical Flow Using Spatio-temporal Registration
[NO] 1495/2000 | Green credit financing in supply chains compliant with carbon emission regulations_supp1-3729095.docx
[NO] 1496/2000 | A Novel DFIM-DC Minimal-Converter Topology for Robust Voltage Regulation and MPPT Control
[NO] 1497/2000 | Nanohole Array–Enhanced LSPR Sensor for Biomarker Screening
[NO] 1498/2000 | Human-to-Drone Odour Plume Tracking: A First Investigation
[NO] 1499/2000 | Wireless Power Transfer-Based Charging Solution for Small Electric Vehicles
[NO] 1500/2000 | IGPA: Indirect Gradient Poisoning Attack on Federated Graph Learning in Decentralized Multimedia Networks
[NO] 1501/2000 | Fast and Accurate Random Walk Index Maintenance for Graph Merging
[NO] 1502/2000 | A Method for Extracting Sand Ripples from High-Resolution Images
[NO] 1503/2000 | Drift-Aware CORAL-Based Unsupervised Domain Adaptation for Electronic Nose Sensor Drift
[NO] 1504/2000 | Holistic Intelligent Traffic Steering Management in Multi-RAT Vehicular Networks
[NO] 1505/2000 | Improving BIPV Energy Yield Under Urban Shading Using a New Cross-Tied Configuration
[NO] 1506/2000 | Stacked Intelligent Metasurfaces for Next-Generation Wireless Signal Processing: A Comprehensive Survey
[NO] 1507/2000 | A Bridgeless Canonical Isolated Cuk Converter for EV Charging
[NO] 1508/2000 | Switched-Capacitor Active Cell Balancing for Lithium-Ion Battery Management Systems: Modeling and Simulation
[YES] 1509/2000 | Reinforcement Learning-Based Routing Framework Guided by Vision–Language Model
[NO] 1510/2000 | Smartphone UWB Localization via Inconsistency-Aware Robust Trilateration
[NO] 1511/2000 | A Minimum-Order Complex Vector Observer-Based Back-EMF Harmonic Suppression Method for Sensorless PMSM Drives
[NO] 1512/2000 | Repurposing CLIP to Localize at Pixel Level
[NO] 1513/2000 | Learning Generalizable Human Motion Generator with Reinforcement Learning
[NO] 1514/2000 | A BCVM-MPCSC-Based Planning and Control Method for Base Pose Stabilization in Surface-Traversing Space Robots
[NO] 1515/2000 | A Multisensory-Assisted System for Chest Compression Training in Cardiopulmonary Resuscitation
[NO] 1516/2000 | L-GOTS: A Scenario Generation Method for Autonomous Agent Target Tracking Evaluation
[NO] 1517/2000 | Null-Space Diffusion Distillation Unlocks Speed, Fidelity and Realism in Lensless Imaging
[NO] 1518/2000 | Event-Driven Representation Learning with MOF-Integrated Spiking Transformer Models for Low-Power Edge Neuromorphic AI
[NO] 1519/2000 | Thin-Film Devices on Flexible and Unobtrusive Cellulose for Sustainable Temperature Sensing
[NO] 1520/2000 | Microgrid Simulation, Improvement and inclusion of an Electric Vehicle Charging System for a Technical Institution using HOMER PRO
[NO] 1521/2000 | A Coupled Geometric-Mechanical Modeling Approach for Precise Control of Cable-Driven Hyper-redundant Robots
[NO] 1522/2000 | Semantic Alignment With an AI-Derived Reference in Relation to Children's Scientific Creativity
[NO] 1523/2000 | Wavelet Energy Analysis of FEM-Derived D-Q Currents for Eccentricity Diagnosis in Squirrel Cage Asynchronous Motor
[NO] 1524/2000 | Multi Model Ensemble approach for Accurate Power System Inertia Forecasting
[NO] 1525/2000 | A Comparative Assessment of Popular &amp; New Metaheuristic Algorithms for Optimal Sizing of a Standalone Photovoltaic Water Pumping System
[NO] 1526/2000 | Secure Hardware Accelerator for Resilience Against Adversarial Attacks in ViTs
[NO] 1527/2000 | Semantic-Aware Secure Dual-UAV-Assisted Communications With Imperfect Eavesdropper Locations: A Multi-Agent DRL Approach
[NO] 1528/2000 | LCP-RepNet: A Dual-Domain Reparameterized Network for Robust Automatic Modulation Recognition Under Low SNR Conditions
[NO] 1529/2000 | Frequency-Dependent Inter-Core Crosstalk Time-Domain Analysis in Weakly Coupled Multi-Core Fibers
[NO] 1530/2000 | Energy-Constrained Multi-UAV Path Planning and Data Offloading for Low-Altitude Consumer-Level Inspection
[NO] 1531/2000 | CoDR: A Conflict Detection and Resolution Framework for Multi-rApp Deployments on the O-RAN Non-RT RIC
[NO] 1532/2000 | Message from the 2026 Steering Committee Chair
[NO] 1533/2000 | Nondestructive Detection of Abnormally Thick Pomelo Rind via Frequency Domain Decomposition
[NO] 1534/2000 | Automated Robotic 3D Scanning for Dimensional Inspection Using Consumer-Grade Time-of-Flight Sensing
[NO] 1535/2000 | Self-Adaptive Microservice Traffic Management: A Reinforcement Learning Approach to Circuit Breaking
[NO] 1536/2000 | M
                    <sup>3</sup>
                    amba: Multi-Modality Mamba for Image Fusion
[NO] 1537/2000 | F-PRIMO: Publicly Verifiable Computation over Multi-Owner Filtered Outsourced Data_supp1-3725944.pdf
[NO] 1538/2000 | Coherent in-phase operation of 6-element photonic crystal VCSEL Arrays
[NO] 1539/2000 | Display-Recaptured Document Image Detection under Texture Interference
[NO] 1540/2000 | A Context-Separated and Semantic-Gated MAPPO Framework for Dynamic Task Assignment in UAV Swarms
[NO] 1541/2000 | Fairness-Aware Credit Scoring: Bias Mitigation under Scorecard Structural Constraints
[NO] 1542/2000 | Study on the Variable-Amplitude Structure and Hydrodynamic Performance of a Gradient-Type Undulating Fin
[NO] 1543/2000 | Efficient Collision Detection and Path Optimization for Multi-Node Systems Using Vector Cross Product and Neural Regression
[NO] 1544/2000 | Nonlinear Dynamics of Stock Market Volatility: Insights from an LSTM-Based Framework
[NO] 1545/2000 | Fully higher order multipoint flux mixed finite element methods for the Poisson-Nernst-Planck equations
[NO] 1546/2000 | A CNN-GRU Deep Learning Prediction Model Based on Attention Mechanism
[NO] 1547/2000 | LLE-YOLO: A Low-Light Maritime Ship Detection Method Based on Illumination-Invariant Feature Learning
[NO] 1548/2000 | CAMLD: Conditional Autoregressive Motion Latent Diffusion for Real-Time Character Control
[NO] 1549/2000 | Design and Research of Adaptive Cleaning and Repair Robot for Municipal Complex Drainage Pipelines
[NO] 1550/2000 | Joint Estimation of Satellite Attitude and Observation Area Using Interferometric Phase in ISAR Imagery
[NO] 1551/2000 | Developing Agentic Systems for Future Advanced Education with a Unified Framework
[NO] 1552/2000 | Towards Foundation Model-Based Stress and Emotion Recognition from Multimodal Physiological Signals
[NO] 1553/2000 | LLM-NSMA: An Intelligent Monitoring and Analysis Framework for Kubernetes-Based Edge Network Services
[NO] 1554/2000 | Explainable Machine Learning and Sensor-based Motor Data for the Early Detection of Cognitive and Physical Decline
[NO] 1555/2000 | Large Language Models for Automatic ICD-10 Coding in Cancer Treatment and Billing: An Academic-Industry Partnership
[NO] 1556/2000 | Predictive Modeling of Daily Demand for Perishable Retail Products Using Machine Learning and Time Series
[NO] 1557/2000 | HydroCare: Energy-Efficient Framework for Hydration Monitoring using Time-of-Flight Imaging
[NO] 1558/2000 | Hybrid Multi-Factor Temporal-Psychosocial Model Using an Advanced Explainable Artificial Intelligence (XAI) for Board Exam Performance in Civil Engineering Licensure Exam (CELE)
[NO] 1559/2000 | The Anatomy of Silent Data Corruption: GPU Error Pattern Study and Modeling Guidance
[NO] 1560/2000 | TrustGen: Robust On-Chain Provenance for Generative AI via Orthogonalized Visual Fingerprinting and Lightweight Matching
[NO] 1561/2000 | AI-Driven Teaching Reform in Software Engineering: A Focus on Prototype Design
[NO] 1562/2000 | Blockchain-Assisted Deep Neural Network Framework for Credit Risk Assessment in Financial Systems
[NO] 1563/2000 | Teacher-Created Local AI Agents: Addressing Interaction Challenges in K-12 AI Classrooms
[NO] 1564/2000 | High-Resolution Precipitation Nowcasting based on Frequential-Spatiotemporal Attention
[NO] 1565/2000 | Development of Non-Electrical Solar Tracker for the Improvement of Solar Energy
[NO] 1566/2000 | From Security Standards to Adversary Emulation: An AI-Assisted Framework for ICS Security Assessment
[NO] 1567/2000 | Five Frustrating EV "Safety" Practices
[NO] 1568/2000 | Scenario-based Teaching Practice of AI-enabled Network Security Courses
[NO] 1569/2000 | A Threat-Model–Driven Robustness Benchmark for Quantum Machine Learning Under Device Noise and Deployment Shift
[NO] 1570/2000 | A Lightweight Browser-Based Phishing Detection System Using an Optimized Homoglyph Map for Real-Time Protection
[NO] 1571/2000 | Forecasting Service Demand Using SARIMA and XGBoost for Workforce Capacity Optimization
[NO] 1572/2000 | Tree-Structured Regularization Driven CNN Model for Liver Disease Diagnosis and Classification Using Ultrasound Imaging
[NO] 1573/2000 | Predictive Maintenance for Hardware Software and Network Management Using TFT LogBERT and GNN Models
[NO] 1574/2000 | Analyzing Public Perception Toward Artificial Intelligence Educational Content on YouTube Using TF-IDF and Support Vector Machine
[NO] 1575/2000 | Analysis of Preprocessing Scenarios and Data Balancing in Big Five Personality Classification Based on Social Media Text Using FastText and SVM
[NO] 1576/2000 | Research on Teaching Effect and Course Objective Attainment of the Smart Course Mathematical Analysis I Based on Knowledge Graph Technology
[NO] 1577/2000 | Smart Optimization of Age-Friendly Residential Space Design: An Integrated Approach Based on Kano Model, AHP, and a Recommendation System
[NO] 1578/2000 | Applicability Evaluation of Refined Power Load Scenario Classification Models Based on MultiDimensional High-Frequency Data Fusion
[NO] 1579/2000 | Personalized Counterfactual Framework: Generating Potential Outcomes from Wearable Data
[NO] 1580/2000 | The Indoor Zone Localization Using LoRa RSSI Fingerprints: A Comparative Study of Receiver Configurations and Machine Learning Models
[NO] 1581/2000 | Lithium-Ion Battery SOC Estimation Based on Online Identification and Adaptive EKF
[NO] 1582/2000 | Building Damage Classification in Post-Disaster Using Satellite Image with VGG-19 Model
[NO] 1583/2000 | Nonlinear Model Predictive Control for Spacecraft Rendezvous via Quantum Optimization
[NO] 1584/2000 | FIIAM: Future Insight Intelligent Analysis Model for Air Quality Index Prediction
[NO] 1585/2000 | Comparative Study of Student Depression Prediction Models Based on Imbalanced Data Processing
[NO] 1586/2000 | Enhancing Transferability of Adversarial Attacks via Feature Channel Enhancement and Neighborhood Gradient Refinement
[NO] 1587/2000 | Research on students' classroom behavior recognition method based on improved yolov8
[NO] 1588/2000 | LLM4FE: Enhancing Low-to-Medium Dimensional Tabular Data via LLM-Generated Features
[NO] 1589/2000 | Adaptive Soft Prompting of Large Language Models for Power Transformer Oil Temperature Forecasting
[NO] 1590/2000 | SCL-Reg: Efficient Global 7-DoF Image-to-Point Cloud Registration via Stable Corner-Line Primitives
[NO] 1591/2000 | The Role of Twitter Data in Early Warning of Emerging Infectious Diseases: A Multi-Model Comparative Analysis
[NO] 1592/2000 | A Machine Learning-Based Evaluation Model for the High-Quality Development Path of Private Universities under Industry-Education Integration and Digital Transformation
[NO] 1593/2000 | Research on the Application of Artificial Intelligence and Machine Learning in Face Recognition Systems
[NO] 1594/2000 | XGBoost-XAILOG: Interpretable Machine Learning for UAV Delivery Time Prediction in the Low-Altitude Economy via Dual-Layer SHAP and LIME Explanation
[NO] 1595/2000 | Participatory Design Methods for Smart Building Renovation: Evidence, Governance and Policy Implications
[NO] 1596/2000 | Adaptive Dual-Group Variable Neighborhood Search for Solving Heterogeneous Cooperative Multi-UAV Reconnaissance Task Assignment Problem_supp1-3729174.pdf
[NO] 1597/2000 | Cybersecurity of Control Room of the Future: Using Artificial Intelligence to Strengthen Power Grid Cyber Resilience to Advanced Persistent Threats
[NO] 1598/2000 | Cyberattack Impact Assessment of Hierarchical Networked Microgrids Under False Data Injection Attacks
[NO] 1599/2000 | An IAGA Satellite selection strategy for RTK positioning
[NO] 1600/2000 | Disturbance Observer-based Full-Order Terminal Sliding Mode Load Frequency Control of RES Integrated Power System
[NO] 1601/2000 | Cross-Domain Feature-Enhanced Channel Prediction for Satellite Communications Considering Handover Effects
[NO] 1602/2000 | An Efficient DAB Converter Based on Dual Transformers and H5-Bridge Circuit for Wide Voltage-Gain Applications
[NO] 1603/2000 | Cascade Control and Virtual Impedance Design for Hardware-in-the-Loop Simulation of Scaled Tracked Vehicles
[NO] 1604/2000 | Chromatogram Peak Detection Using a MOS Sensor with MS Validation
[NO] 1605/2000 | Bridgeless Interleaved Luo Converter for High Power Factor EV Battery Charging
[NO] 1606/2000 | Remote Sensing Monitoring of Agricultural Water Quality Based on Machine Learning: Progress and Challenges
[NO] 1607/2000 | Bridging Categorical and Dimensional Affect: The MVEmo Multi-Task Benchmark for Music-Related Emotion Recognition
[NO] 1608/2000 | Fractional Order Control Strategy for Energy Management of PV-Wind System with Hybrid Storage
[NO] 1609/2000 | ISAES 2026 Cover Page
[NO] 1610/2000 | Advanced Virtual Synchronous Generator-based Stability and Smooth Grid Connection in High Photovoltaic Penetration Distribution Networks
[NO] 1611/2000 | Price-Responsive IGDT-Based Operation of Grid-Connected Microgrids With Electric Vehicle Integration Under Dual Uncertainty Horizons
[NO] 1612/2000 | Heterogeneous Integration of Micro-LEDs on Polyimide Sacrificial Layer Supporting Laser-Induced Mass Transfer_supp3-3728898.mp4
[NO] 1613/2000 | A DMAIC-Based Engineering Method for Agile–Lean Tailoring in DO-178C Software Verification
[NO] 1614/2000 | Pitaya Plant Segmentation in High-Resolution Imagery Based on Image Segmentation Foundation Models
[NO] 1615/2000 | A Hybrid Multi-Objective Framework for Hosting Capacity Evaluation of Weakly Meshed Distribution Networks With High-Penetration Multi-Type Distributed Generation
[NO] 1616/2000 | DC Distance Protection Scheme for ST Based Multi-Terminal MVdc Network
[NO] 1617/2000 | Optimal Upgrade of Refrigeration Units in Food Warehouses Toward Greener Operation
[NO] 1618/2000 | GraHTP: A Provable Newton-like Algorithm for Sparse Phase Retrieval
[NO] 1619/2000 | Low-altitude Multi-UAV-assisted Data Collection and Semantic Forwarding for Post-Disaster Relief
[NO] 1620/2000 | Tactile-Reactive Surface Following Control on Rapidly Changing or Discontinuous Geometries
[NO] 1621/2000 | Pattern- and Frequency-Reconfigurable Wearable Antennas with Wide Frequency Tuning Range
[NO] 1622/2000 | Design and Optimization of a Coaxial Dual-Propeller UAV System Based on Solar Energy
[NO] 1623/2000 | An Explicit Model-Based Neural Network Enhanced Predictive Control for Switched-Inductor Boost Converters
[NO] 1624/2000 | Personalized Federated Learning by Energy-Efficient UAV Communications
[NO] 1625/2000 | A Comprehensive Comparison of Transformer-Based Architectures for 2D Echocardiographic Segmentation
[NO] 1626/2000 | Uncertainty-Resilient Fuzzy Reinforcement Learning for Autonomous Endovascular Navigation of Magnetic Vascular Catheter Robots
[NO] 1627/2000 | Improving Generalization and Robustness in Offline Reinforcement Learning via Boundary-Aware Data Augmentation
[NO] 1628/2000 | Optimal Window Length for Sliding-Window Velocity-Integral OBA: An Analytical Approach
[NO] 1629/2000 | Scallop Locomotion Optimizer: A Novel Optimization Technique for Global Optimization Tasks and Freezing Depth Prediction of Tunnels in Cold Regions
[NO] 1630/2000 | Spatiotemporal Patterns and Driving Factors of Vegetation Resistance and Recovery to Compound Drought-Heat Events
[NO] 1631/2000 | CA-Safe DP: Integrating Coordinate Attention and Overshoot Recovery for Robotic Manipulation
[NO] 1632/2000 | Modeling Car-Following Behavior Based on Phase-Field Coupling Theory and Mathematized Expression of Panoramic Situation
[NO] 1633/2000 | Performance Evaluation of a Single-Core Double-Sided Linear Induction Motor for Hyperloop Propulsion
[NO] 1634/2000 | A Three-Tier Large-Small Language Model Collaborative Architecture for Dynamic Task Allocation in Manned-Unmanned Teaming Operations
[NO] 1635/2000 | A Temperature-Agnostic 18-MSPS, 12-bit SAR ADC Operating from 50 K to 400 K for Space Instrumentation
[NO] 1636/2000 | Orchestrating Generative AI Services in Ultra-Dense 6G Networks: A Mean Field Game Framework
[NO] 1637/2000 | UKF-based Forecast-Aided Two-Stage Dynamic State Estimation for Multi-Machine Power Systems
[NO] 1638/2000 | Improving Retrieval-Augmented Generation for Scalable Movie Chatbots via Graph-Based Recommendation Models
[NO] 1639/2000 | An Economic Approach for V2G Frequency Regulation Considering Temperature-Dependent Battery Wear
[NO] 1640/2000 | KF-Outlined Recognition Model to Rebuild the Geological Topology Change of Metro Tunnel Face
[NO] 1641/2000 | Periodic dynamics of n-dimensional partially variable coefficient wave equations with small perturbation(B)
[NO] 1642/2000 | Dynamic Preference Reconstruction and Fair Scoring Mechanism Design in Hybrid Expert-Public Systems via Inverse Optimization
[NO] 1643/2000 | Deep Multi-View Clustering with Graph Fusion and Cross-View Prototypes
[NO] 1644/2000 | MathPedaCoT: Pedagogy-Aligned Chain-of-Thought Reasoning with Process Supervision and Dual-Agent Verification for LLM-Based Mathematics Education
[NO] 1645/2000 | A Cross-Modal Data Fusion Method for Visual and RF Signals of UAV Swarms
[NO] 1646/2000 | A City-Panel Rolling Forecasting Framework for Next-Year Urban CO2 Emissions: Empirical Comparison of Optimized Kernel Learning and Deep Temporal Models
[NO] 1647/2000 | A Hierarchical Entity Linking Model for NIL Discovery in Sparse Short Texts
[NO] 1648/2000 | A YOLO-Based Algorithm for Metal Surface Defect Detection
[NO] 1649/2000 | Optimization Model of Smoke Jamming Strategy for UAV Based on Particle Swarm Optimization Algorithm
[NO] 1650/2000 | Optimization Study of Smartphone Battery Depletion Based on a Continuous-Time Differential Equation Numerical Model
[NO] 1651/2000 | Semi-Reflected-Forward-Backward Splitting Algorithm with Momentum
[NO] 1652/2000 | Existence and Uniqueness of Solutions for Laplace Equations with Variable Exponential Growth
[NO] 1653/2000 | Breaking the Dark Chain—A Plan to End the Illegal Wildlife Trade
[NO] 1654/2000 | Rolling Stock Circulation Optimization under Flexible Train Composition in Urban Rail Transit: A Mixed-Integer Linear Programming Approach
[NO] 1655/2000 | Research on Optimization of Fuzzy Clustering Algorithms Under the Background of Big Data
[NO] 1656/2000 | Cryptography-base Privacy-Preserving for Secure LLM Fine-tuning: A Survey on Attacks, Defenses, and Optimizations
[NO] 1657/2000 | Visual Analysis of Cost Allocation for Mixed Pumped Storage in New Power Systems
[NO] 1658/2000 | Research on a Multimodal Physiological Feature Recognition Model for Anxiety Disorders Based on Random Forest
[NO] 1659/2000 | Remaining Useful Life Prediction of Forging Dies via Health-Sensitive Feature Selection and a TCN-Transformer, with a Digital Twin Visualization System
[NO] 1660/2000 | A Constructive O(n) Bound on Circuit Size Sensitivity Under Single-Bit Truth Table Perturbations
[NO] 1661/2000 | Research on the Construction and Application of an Organic Molecule Property Prediction Model Based on Deep Learning
[NO] 1662/2000 | Analysis of Game Localization Corpus Data and Terminology Database Construction Based on AntConc: A Case Study of the Translation of Black Myth: Wukong
[NO] 1663/2000 | Machine-Learning-Assisted Multi-Dimensional Multipath Parameter Estimation for Ultra-Wideband Large-Scale Arrays
[NO] 1664/2000 | When is String Reconstruction using de Bruijn Graphs Hard?
[NO] 1665/2000 | Parameter Identification and Robust DPCC for PMSM with Harmonic Back-EMF
[NO] 1666/2000 | A New Science of MCS
[NO] 1667/2000 | Dual-Arm Synchronization Framework for Smart Kitchen Robotic Systems
[NO] 1668/2000 | Mix-or-Split: Latency-Aware Scheduling for Edge–Cloud LLM Inference
[NO] 1669/2000 | Support Recovery in One-bit Compressed Sensing with Near-Optimal Measurements and Sublinear Time
[NO] 1670/2000 | Feeder-Level Ground Fault Localization in GFN-Compensated Distribution Networks: Harmonic Feature Engineering and Event-Level Evaluation on Utility Field Data
[NO] 1671/2000 | AP Association for RHS-Enabled Cell-Free Uplink MIMO in Industrial Indoor UAV Networks
[NO] 1672/2000 | A Measurement-Based Spatially Consistent Channel Model for Distributed MIMO in Industrial Environments
[NO] 1673/2000 | Message from Congress 2026 Program Chairs
[NO] 1674/2000 | Adaptive Disturbance Compensation for EPS Steering Angle Control Using State Machine Friction Mitigation and RLS-Based Aligning Torque Estimation
[NO] 1675/2000 | Message from the Doctoral Forum Chairs: DSN-S 2026
[NO] 1676/2000 | Copyright Page
[NO] 1677/2000 | MPA-MCDNet: Momentum ProtoNet for Cognitive Load Detection in Autonomous Vehicle Takeover via VR-Simulated Scenarios
[NO] 1678/2000 | Information Security Risk Analysis of Student Data Management Application Using ISO/IEC 27005:2022 and Personal Data Protection Law
[NO] 1679/2000 | A Multi-Backbone Deep Histopathological Intelligence Framework for Discriminative Lung and Colon Cancer Subtype Classification Using Convolutional and Transformer Architectures
[NO] 1680/2000 | A Multi-Task Deep Learning Model for Joint Prediction of Crop, Soil Suitability, and Variety Using Sensor Data
[NO] 1681/2000 | MOOC-Based Blended Learning for Operating System Courses: A Study on Process Feedback and Academic Outcomes
[NO] 1682/2000 | Dynamic Characteristic and Stability Analysis of Grid-Connected Wind Power Systems with Virtual Inertia Control
[NO] 1683/2000 | EG-MAP: Evidence-Grounded Multi-Agent Smart Contract Auditing
[NO] 1684/2000 | A Partitioned Dispatching Method for Distribution Networks Based on Distributed Optimal Power Flow
[NO] 1685/2000 | SCBSA: Synergistic Co-optimization of Berth and Stowage Allocation for Ro-Ro Terminals
[NO] 1686/2000 | GuardGRPC: Priority-Aware Resource Governance for OTLP/gRPC Telemetry Export
[NO] 1687/2000 | Detection of Banana Ripeness Levels Using YOLOv8 and RGB Images Analysis
[NO] 1688/2000 | Unexpected Arc-Flash Energy Outcomes in Multi-Source Systems: A Case Study in Fault Current Division and Arcing Current Non-Linearity
[NO] 1689/2000 | Adaptive Multi-Camera Consensus Framework for Robust Real-Time Weapon Detection Using Yolov8
[NO] 1690/2000 | Game-Theoretic Proof of Useful Work for Fair Miner Selection and Reputation Management in Federated Blockchains
[NO] 1691/2000 | Nanosecond-Scale Neuromorphic Processing Kernels for Quantum Error Correction: A Hardware-Software Co-Design
[NO] 1692/2000 | Using Immersive Virtual Reality for Collaborative Distance Learning
[NO] 1693/2000 | Event Burst Trigger: An Availability Backdoor Attack on Event-Based SNN Object Detection
[NO] 1694/2000 | Assessing Human–AI Collaboration in E-Commerce Through Cognitive Load and Usability Analysis in Indonesia
[NO] 1695/2000 | Research on Electric Vehicle Human-Machine Interface Design Driven by Online Reviews
[NO] 1696/2000 | Agentic Reinforcement Learning for Adaptive Moving Target Defense in Cyber-Physical Systems
[NO] 1697/2000 | Research on SOH Estimation of Lithium-ion Batteries Based on 1D CNN and Bidirectional LSTM Networks
[NO] 1698/2000 | Privacy-Preserving Disease Diagnosis Using Self-Supervised Deep Learning
[NO] 1699/2000 | User Review-Based Knowledge Discovery Model Using Knowledge Graph to Support Proactive Decision-Making in Digital Banking: A Case Study of Bank XYZ
[YES] 1700/2000 | Towards Automated Detection of Latent Software Robustness Failures Using Large Language Models
[NO] 1701/2000 | Exploring the Influence of Digitalized Instructional Materials on Reading Performance: The Mediating Role of Students' Motivation and Engagement
[NO] 1702/2000 | Optimized CNN Architecture for Classification of Breast Cancer Using Diagnostic Dataset
[NO] 1703/2000 | Machine Learning—Driven Risk Prediction and Maternal Training Intervention for the Prevention of Childhood Obesity in India
[NO] 1704/2000 | A New Paradigm of Educational Evaluation: Generative AI-Empowered Formative Assessment in Higher Education
[NO] 1705/2000 | A Control Strategy for the Active-clamp Switch in Double-clamped Zero-voltage Switching Converter Based on Transformer Volt-second Balance
[NO] 1706/2000 | Sentient Demand Intelligence: An End-to-End MLOps Framework for Adaptive Orchestration via Signal-Enriched Hybrid Architectures
[NO] 1707/2000 | Optimization Golden Time in Abnormal Conditions Using Fire and Smoke Detection System with YOLO Algorithm at PT Pertamina Patraniaga Integrated Terminal Surabaya
[NO] 1708/2000 | A Three-Dimensional Examination of Large Language Models in University Chinese Language Education: Advantages, Challenges, and Governance Pathways
[NO] 1709/2000 | Hybrid Ensemble Learning-Based Cooling Load Prediction and MPC-Driven Energy Optimization for Data Center HVAC Systems
[NO] 1710/2000 | A Comparative Study of Multi-Model Predictions for Domestic Flight Ticket Prices in India and the Mechanism of Class Differentiated Pricing
[NO] 1711/2000 | Blockchain Deep Learning Empowers Red Archives “Walking Ideological and Political Course” Design of Trustworthy Education Path
[NO] 1712/2000 | Design and Research of Cloud Data Center in Universities Based on SDN and Big Data
[NO] 1713/2000 | Displacement Heterogeneity and Associated InSAR Closure Phases in a Permafrost Landscape
