[2026-04-14 22:46:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-13
正在获取论文...
[arXiv] 2026-04-13 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[NO] 1179/1948 | Resilient Multi-Modal IoT Crowd Monitoring System with Self-Healing Sensor Architecture and Intelligent Alert Prioritization
[NO] 1180/1948 | Fault Diagnosis of Secondary System of Intelligent Substation Based on Knowledge Graph
[NO] 1181/1948 | Multi-Objective Energy Management Strategy for Fuel Cell Trucks Using DP-Pretrained SAC
[NO] 1182/1948 | An Active-Clamped Phase-Shifted Full-Bridge Converter
[NO] 1183/1948 | Design and Comparison of New Bio-Inspired Antenna-Sensors for Dielectric Characterization
[NO] 1184/1948 | Adaptive Cryptographic Confidential Computing Framework for Continuous Cloud Data Protection
[NO] 1185/1948 | An Explainable Hybrid CNN–Transformer Framework for Detection of AI-Generated Images and Videos
[NO] 1186/1948 | INNOVITALS- a Healthcare Application Using Random Forest Algorithm
[NO] 1187/1948 | Deep Learning-Based Ensemble Approach for Sugarcane Leaf Disease Detection
[NO] 1188/1948 | Multifunctional Reconfigurable Millimeter Wave Dielectric Resonator Antenna
[NO] 1189/1948 | Synchronous Switching Scheme - Bringing Modular Fault Tolerance to Power Converters
[NO] 1190/1948 | A Survey on Coded Matrix Computations and Gradient Coding
[NO] 1191/1948 | Interaction Through Instruments: Extending Surgical Instruments as Interaction Devices
[NO] 1192/1948 | The Dominance Effect: How Verbal and Nonverbal Cues of Virtual Agents Influence Decision-Making in VR
[NO] 1193/1948 | Optimizing Mission Abort Policy with Threshold Voting of Imperfect Shock Detectors
[NO] 1194/1948 | Investigation of Post-Demagnetization Back-EMF in Modular Multi-Three-Phase Permanent Magnet Synchronous Machines
[NO] 1195/1948 | Optimizing Inter-RAT Energy Efficiency in NR-NTNs Using Licensed and Unlicensed Spectrums via Cooperative DQN
[NO] 1196/1948 | PhysicsHap: A Modular Haptic Interaction Framework for Enhancing Student Learning in Immersive Virtual Physics Experiments_supp1-3679917.pdf
[NO] 1197/1948 | PhysicsHap: A Modular Haptic Interaction Framework for Enhancing Student Learning in Immersive Virtual Physics Experiments_supp3-3679917.pdf
[NO] 1198/1948 | VRN-Back: an Immersive Music Rhythm Game for Working Memory Training in Virtual Reality_supp2-3680633.mp4
[NO] 1199/1948 | Mining Association Patterns From Neighborhood Insight
[NO] 1200/1948 | Shadowless Projection Mapping for Tabletop Workspaces with Synthetic Aperture Projector_supp2-3679111.mp4
[NO] 1201/1948 | The dimension and Bose distance of some BCH codes of length
                    <i>
                      q
                      <sup>m</sup>
                    </i>
                    −1/λ
[NO] 1202/1948 | Autonomous OCT-Guided Robotic System for Vertical Needle Insertion and Big-Bubble Dissection in Corneal Transplantation_supp5-3681869.docx
[NO] 1203/1948 | Rhetoric vs Responsibility: How Tech Companies Shape AI for Accessibility
[NO] 1204/1948 | Same Patient, Same Space, Divergent Needs: Revealing Gaps and Design Opportunities in Surgeon–Anesthesiologist Collaboration
[NO] 1205/1948 | From Touch to Change: Understanding Public Engagement in Data Physicalization for Social Good
[NO] 1206/1948 | Disqualified by Disability: The Exclusion of Disabled Workers by Digitized Hiring Assessments
[NO] 1207/1948 | Chasing Meaning and/or Insight? A Survey on Evaluation Practices at the Intersection of Visualization and the Humanities
[NO] 1208/1948 | Challenges in Synchronous &amp; Remote Collaboration Around Visualization
[NO] 1209/1948 | AI-generated AR Reassembly Guidance from Disassembly Videos to Scaffold Everyday Repair
[NO] 1210/1948 | Desirable Unfamiliarity: Insights from Eye Movements on Engagement and Readability of Dictation Interfaces
[NO] 1211/1948 | Experimental Verification on LoS-MIMO Transmission in 300-GHz Band
[NO] 1212/1948 | A milling stability prediction method considering the vibration displacement
[NO] 1213/1948 | Analysis of buoyancy resistance of built-in plastic formwork in Cast-in-Situ Concrete Hollow Floor Construction
[NO] 1214/1948 | Design of a Circularly Polarized Omni-Directional Antenna with Frequency Reconfiguration Capability
[NO] 1215/1948 | Real Time Detection Sureveillance
[NO] 1216/1948 | A Joint Quotation and Clearing Model for Energy Storage Stations to Participate in Electricity Spot Market and Deep Peak Shaving Ancillary Service Under the New-Type Power System
[NO] 1217/1948 | Parameter Inversion and LSTM-Based Prediction of Tunnel Deformation
[NO] 1218/1948 | Model Predictive Control of Ironless Axial Flux Permanent Magnet Motor
[NO] 1219/1948 | Multimodal Machine Learning Framework for Quantifying Mental Stress From Wearable Biosensors
[NO] 1220/1948 | Intrusion Detection System Based on Multi-Level Feature Extraction Using FCN Transformer Graph SAGE, GAT and Inductive Network
[NO] 1221/1948 | Rose Leaves Diseases Prediction Using Machine Learning Technique
[NO] 1222/1948 | Design and Simulation Verification of Cooperative Guidance Law for Flying Robots Based on Time Constraints and Yaw Angle Constraints
[NO] 1223/1948 | Audit Risk Profiling of Corporate Executives: An Intelligent Model and Effectiveness Evaluation
[NO] 1224/1948 | AI Tool Adoption and Employee Performance in the Education Sector: An HR Analytics Study
[NO] 1225/1948 | Distributed-Caustic Synthesis for Near-Field Beam Radiation at Microwaves and Millimeter Waves
[NO] 1226/1948 | Time Division Coexistence of Wireless Communication and Wireless Power Transfer
[NO] 1227/1948 | Explainable Symptom-Based Chronic Disease Assessment Using Hybrid Rule-Based and Machine Learning Techniques
[NO] 1228/1948 | Optimizing Hospital Appointments: Integrating Genetic Algorithms and Constraint Programming
[NO] 1229/1948 | Performance Study and Structural Optimization of Ball Valve Based on BESO Algorithm
[NO] 1230/1948 | Numerical simulation study on cutoff device of reverse initiation series structure
[NO] 1231/1948 | Predictive AI-Driven Firewall Architecture Using Proactive Xfusion Framework for Proactive and Explainable Threat Detection
[NO] 1232/1948 | A Novel Compact Microstrip Patch Antenna Using Bending Lines for Multi-Band 5G mm-Wave Applications
[NO] 1233/1948 | “UrdiSynth42” e a tecelagem figital
[NO] 1234/1948 | Proceedings of the 2025 12th International Conference on Digital and Interactive Arts: Media Art Cultures, Communities &amp; Territories
[NO] 1235/1948 | Advanced Wave Manipulation Through Optically Transparent EMSs for O2I Communications
[NO] 1236/1948 | Physics-Informed Modeling and Explainable Machine Learning for Thermal Conductive Materials under Multi-Operating Heat-Transfer Conditions
[NO] 1237/1948 | Bibliometric Analysis of Artificial Intelligence (AI) Applications in the Food Supply Chain Management (FSCM)
[NO] 1238/1948 | Design and Optimization of a Column-Wise Reconfigurable Reflective Metasurface Using Varactor Based Unit Cells
[NO] 1239/1948 | Bag Filter Tube Sheet Multi-objective Optimization
[NO] 1240/1948 | IDCP-NET: An Improved Dark Channel Prior Network with Multi-Constraint Transmission Refinement for Image Dehazing
[NO] 1241/1948 | Stroller with Integrated Sensor System and Biofeedback for Children with Disabilities
[NO] 1242/1948 | Channel Modeling of Satellite-to-Underwater Laser Communication Links: An Analytical-Monte Carlo Hybrid Approach
[NO] 1243/1948 | Proceedings of the 2nd International Workshop on Systems and Methods for Sustainable Large-Scale AI (GreenSys)
[NO] 1244/1948 | 2025 9th International Conference on Electrical, Mechanical and Computer Engineering (ICEMCE)
[NO] 1245/1948 | BIMM: Brain Inspired Masked Modeling for Video Representation Learning
[NO] 1246/1948 | 2025 International Conference on Electrical, Communication, and Computing Technologies (iCONECCT)
[NO] 1247/1948 | From IFC to GeoBIM Web Based CesiumJS Integration for Irrigation Asset Management
[NO] 1248/1948 | AI at your Fingertips: Wearable Ring as a Low-Friction Interface for Agentic AI
[NO] 1249/1948 | Why Don't People Follow Robot Leaders? Understanding the Effects of Power Legitimacy on Compliance with Agents
[NO] 1250/1948 | Behind The Paper: A Workflow for Supporting Personal Research Reflection
[NO] 1251/1948 | Visualizing Eye-Tracking Dynamics for Predicting Human Error in Virtual Reality
[NO] 1252/1948 | AI-Driven Co-Construction of Synthetic Personas for Early-Stage B2B User Research: An Exploratory Study
[NO] 1253/1948 | Reshaping The Narrative: Linguistic Evolution And Reception In Online Storytelling Communities
[NO] 1254/1948 | InterYard: Investigating E-Plants as Mediators for Attuning Human to Biorhythms in Future Cities
[NO] 1255/1948 | A Systematic Literature Review of Generative AI Risks and Harms for Youth
[NO] 1256/1948 | Smells Like Fire: Exploring the Impact of Olfactory Cues in VR Wildfire Evacuation Training
[NO] 1257/1948 | What Makes a Meme Relieving?: Analyzing the Efficacy of Design Elements of Internet Memes on Exam Stress Relief for University Students
[NO] 1258/1948 | Immediate Auditory Feedback Speeds Visuomotor Delay Adaptation in Video Games
[NO] 1259/1948 | SOAR: A Modular Soft Robotic Ceiling Element for Multifunctional Acoustic Adaptivity
[NO] 1260/1948 | Feeds Don't Tell the Whole Story: Measuring Online-Offline Emotion Alignment
[NO] 1261/1948 | MultiBand: Adding Multi-Touch to the Smartwatch Wristband for Extended Interaction
[NO] 1262/1948 | "I store some passwords in WhatsApp": Understanding User Experiences and Usability Challenges of Password Managers in Virtual Reality
[NO] 1263/1948 | Sign-Up on Deaf Technologies: Reframing Access, Interaction, and Design
[NO] 1264/1948 | Knots &amp; Flows: An Engagement Design Meet-Up
[NO] 1265/1948 | Bridging Factions: A Meet-up Connecting Diverse Perspectives in Human–Computer Interaction
[NO] 1266/1948 | Do We Know What They Know We Know? Calibrating Student Trust in AI and Human Responses through Mutual Theory of Mind
[NO] 1267/1948 | Designing for 'Last-Mile' Climate Resilience with Communities
[NO] 1268/1948 | From Uncertainty to Possibility: Early Computing Experiences for Rural Girls
[NO] 1269/1948 | A Systematic Review of User Experiments on the Effects of Dark Patterns
[NO] 1270/1948 | Sensing and Modulating the Feel of a Drink: A Personalized Approach via Laryngeal Thermal Feedback
[NO] 1271/1948 | Characterising Gaming Group Experiences
[NO] 1272/1948 | Clarifying or Complicating?: Understanding Older Adults' Engagement with Real-World XAI in E-Commerce
[NO] 1273/1948 | A
                    <i>D</i>
                    -Band GaN Power Amplifier With 28-dBm
                    <i>P</i>
                    <sub>sat</sub>
                    , a Power Density of 0.2 W/mm
                    <sup>2</sup>
                    , and Loss-Optimized Matching Networks
[NO] 1274/1948 | Quantum compressed sensing tomographic reconstruction algorithm_supp1-3681530.pdf
[NO] 1275/1948 | EFL-ITS: An Energy-Efficient Learning Framework for Load Balancing in SDN-Enabled Intelligent Transportation Systems
[NO] 1276/1948 | Mode-Classified Data-Based Sliding Mode Security Control for Unknown Markov Jump Systems
[NO] 1277/1948 | Enhancing Terminal Missile Capturability via Progressive Training and Deep Deterministic Policy Gradient-Based Reinforcement Learning
[NO] 1278/1948 | DreamAssemble: Complex Multi-object Text-to-3D Generation via Multi-Density Neural Fields_supp1-3676627.pdf
[NO] 1279/1948 | Monkey See, Monkey Break? Study of Rule-Breaking Imitation in Virtual Crowds_supp2-3679141.pdf
[NO] 1280/1948 | Care-in-Retrograde: Designing for Reproductive Health in the Aftermath of Roe.
[NO] 1281/1948 | High Accuracy and Hidden Disparities: Investigating Foundation Model Performance in Clinical Cognitive Assessment
[NO] 1282/1948 | Vidmento: Creating Video Stories through Context-Aware Expansion with Generative Video
[NO] 1283/1948 | Sustainable Human-AI Collaboration in Creative Contexts: An Integrated Approach of CASA, UTAUT, Psychological Ownership, and Self-Determination Theory
[NO] 1284/1948 | Debugging Defective Visualizations: Empirical Insights Informing a Human-AI Co‑Debugging System
[NO] 1285/1948 | Sensemaking in Multi-Agent LLM Interfaces: How Users Interpret Transparency and Trustworthiness Cues
[NO] 1286/1948 | "It just requires so much more creativity": Barriers and Workarounds to Gathering Information for AI Contestation
[NO] 1287/1948 | When Help Hurts: Verification Load and Fatigue with AI Coding Assistants
[NO] 1288/1948 | From Sleep Scores to Self-Knowledge: Older Adults’ Experiences with Tracking Sleep Using the Oura Ring
[NO] 1289/1948 | When Seconds Count: Designing Real-Time VR Interventions for Stress Inoculation Training in Novice Physicians
[NO] 1290/1948 | PASTA: A Scalable Framework for Multi-Policy AI Compliance Evaluation
[NO] 1291/1948 | Bodyfulness VR: Exploring Virtual Reality as a Medium for Somatic Meditative Practices
[NO] 1292/1948 | Diffusing Social Boundaries through Virtual Bodies: How Mixed Reality Embodied Experiences Can Foster Social Connection.
[NO] 1293/1948 | Somatic Drawing Tool: 3D Body Sheet as Material for Articulating Synaesthetic Experiences
[NO] 1294/1948 | Cover Page
[NO] 1295/1948 | Balancing Wireless Sensing Performance and Privacy Protection with Multi-Antenna Systems
[NO] 1296/1948 | Navigating Safety and Technology: The Everyday Safety Labor of Transgender Black, Indigenous, and People of Color in the United States
[NO] 1297/1948 | Does Longer Phone Use Always Feel Worse? Examining How Intention and Duration Shape Evaluations of Time Use
[NO] 1298/1948 | Touching a Cat Without Touch: Does Mid-Air Ultrasound Haptic Feedback Promote Relaxation in Virtual Cat Interaction?
[NO] 1299/1948 | Information-Theoretic Optimization for Task-Adapted Compressed Sensing Magnetic Resonance Imaging
[NO] 1300/1948 | Harnessing Meta-Learning for Controllable Full-Frame Video Stabilization_supp1-3679401.pdf
[NO] 1301/1948 | Stability of nonlinear systems under self-triggered delayed impulsive control
[NO] 1302/1948 | Unsupervised Diffusion-Guided LSTM for Anomaly Detection in Water Distribution Networks
[NO] 1303/1948 | BMT_EEG: A Novel EEG Dataset for Evaluating the Effects of New Protocols on Biometric Authentication Systems_supp5-3678803.mp4
[NO] 1304/1948 | Demonstration of 2-Channel Mid-Infrared Mode-Division Multiplexing Using a Single Wavelength Converter for IM/DD and Coherent Free-Space Optical Communication
[NO] 1305/1948 | Fault-Tolerant Control Method of Current Source Inverter-Fed Five-Phase PMSM under Winding Open-Circuit Faults
[NO] 1306/1948 | Homeroom: A Value-Aligned and Community-Centered Homeschooling Platform
[NO] 1307/1948 | Session Summary Podcast: Session 84: Environment and Sustainability
[NO] 1308/1948 | LyreFlute: Sensor-Based Musical Experience for COPD Rehabilitation
[NO] 1309/1948 | Craft-Based Data Physicalization: Opportunities and Challenges
[NO] 1310/1948 | See What I See: An Attention-Guiding eHMI Approach for Autonomous Vehicles
[NO] 1311/1948 | Participatory Data Governance in Practice
[NO] 1312/1948 | Play Attention: Using VR Games to Reveal Biomarkers of ADHD Symptoms in Motion Data
[NO] 1313/1948 | Direct Interaction with a Reach-through Volumetric Display that uses an Elastic Diffuser
[NO] 1314/1948 | Session Summary Podcast: Session 107: Haptic, Touch, and Physical Display
[NO] 1315/1948 | Session Summary Podcast: Session 231: XR and Environmental Adaptation/Integration
[NO] 1316/1948 | HyperMOOC: Augmenting MOOC Videos with Concept-based Embedded Visualizations
[NO] 1317/1948 | Session Summary Podcast: Session 74: Eating Behaviors and Food-Related Technologies
[NO] 1318/1948 | A Tale of Many Futures: Children in Finland and India Envision the Future of Education
[NO] 1319/1948 | GroundLink: Exploring How Contextual Meeting Snippets Can Close Common Ground Gaps in Editing 3D Scenes for Virtual Production
[NO] 1320/1948 | Session Summary Podcast: Session 163: Optimizing Interactive Systems
[NO] 1321/1948 | CAPilot: A High-Performance and High-Reliability Communication Middleware for Autonomous Driving
[NO] 1322/1948 | Session Summary Podcast: Session 154: Multi-Agent Reasoning Systems for Sensemaking and Planning
[NO] 1323/1948 | The Invisible Mentor: Inferring User Actions from Screen Recordings to Recommend Better Workflows
[NO] 1324/1948 | CollaDrum: Designing a Tangible Interactive Sonic System to Foster Collaboration in Children with Autism Spectrum Disorder
[NO] 1325/1948 | HygroFold: Milli-scale Shape-changing Interfaces via Toner-Transfer Patterning on Cellophane Film
[NO] 1326/1948 | How and Who Should Refuse Harmful Requests in Voice Interaction? Identifying AI Refusal Strategies by Focusing on Shifts in Source and Modality
[NO] 1327/1948 | MRDrive: An Open Source Mixed Reality Driving Simulator for Automotive User Research
[NO] 1328/1948 | Assessing Adaptive Behavior in Individuals with Intellectual Disability through Head Movement Analysis in Virtual Reality
[NO] 1329/1948 | Prompt Coaching for Inclusiveness: A Media Literacy Approach to Increase Users’ Awareness of Algorithmic Bias and Prompting Efficacy
[NO] 1330/1948 | Session Summary Podcast: Session 150: Modeling Spatial, Linguistic, and Sensory Errors
[NO] 1331/1948 | Interaction as Intelligence: A Transparent, Fine-Grained Multi-Agent Deep Research System for Human-Agent Collaboration
[NO] 1332/1948 | Collaborative AI Scaffolding for Structured Drawing in Dementia Care: A Feasibility Study
[NO] 1333/1948 | India's AI Governance Landscape: Insights from Elite Stakeholder Interviews
[NO] 1334/1948 | From Needs to Design: Bridging Intimate Gaps with LLM-Augmented Nonviolent Communication
[NO] 1335/1948 | Sustainable Technology Management in Industry 4.0: An EFA-CFA and SEM-Based Assessment of Green Manufacturing Performance
[NO] 1336/1948 | Mechanism Analysis and Life Prediction of External Corrosion of Buried Metal Pipelines in Oilfields Based on Deep Learning
[NO] 1337/1948 | Transformer Based Brain to Text Communication System for Locked-In Syndrome Patients
[NO] 1338/1948 | Design Method of LLC Resonant Converter for High-Power DC Step-Up Collection in Offshore Wind Turbines
[NO] 1339/1948 | Research on the Integration Path of Carbon Market and Green Certificate Green Electricity Trading Mechanism: Evaluation and Construction of the Mutual Recognition Framework
[NO] 1340/1948 | Optimization of Low-Carbon Schemes for Railway Construction in Northwest China Based on Radial Basis Function and Genetic Algorithm
[NO] 1341/1948 | Structural Performance of Stiffened Tubular X-joints in Steel Tubular Transmission Tower
[NO] 1342/1948 | Comparative Study of Computational Modeling and AI-Driven Frameworks for Evaluating Soil Organic Carbon in Agricultural Systems
[NO] 1343/1948 | Simulation Analysis and Field Measurement Study on Tunnel Deformation Induced by Horizontal Directional Drilling Construction of Close-Up Overcrossing Existing Shield Tunnel
[NO] 1344/1948 | Low-Pass Three Layer Frequency Selective Surface
[NO] 1345/1948 | Planar dual-band inverted-F antenna for Bluetooth and Zigbee/LoRa IoT distributed sensors
[NO] 1346/1948 | Influence of the Cross-Sectional Shape of the Test Section of the Shock Wave Simulation Device on Shock Wave Overpressure
[NO] 1347/1948 | Digital Transformation Strategies: Integrating Emerging Technologies into Business Models
[NO] 1348/1948 | Enhanced Near-Field Scanning Using Derivative Probe
[NO] 1349/1948 | Machine Learning Based Digital Visual AI-Mediation on Transgender Rights and Equality in Contemporary Era
[NO] 1350/1948 | Transfer the Thermal Comfort Prediction to Data-Scarce Regions: A Model for Future Climate
[NO] 1351/1948 | Improving Sentiment Analysis Through Word Embeddings and Recurrent Neural Networks
[NO] 1352/1948 | A Simulink-Based Full-Element Modeling Method for Power System Stability Control Systems
[NO] 1353/1948 | AI-Driven Predictive Modeling and Machine Learning Framework for Classification of Fetal Health Conditions
[NO] 1354/1948 | Optimizing Freestyle Swimming Strategies through Integrated Computational Modeling, Simulation, and Data Analysis
[NO] 1355/1948 | Advanced Beam Steering and Shaping via Reconfigurable Transmissive Metasurfaces
[NO] 1356/1948 | Automated Identification of Zika Virus Mosquito Vectors Using Ensemble Deep Learning
[NO] 1357/1948 | Design of Smart Pedagogy and Decision Making with Augmented Reality and Fuzzy Logic as Paradigm Shift in History Learning
[NO] 1358/1948 | Postpartum Depression Detection Using Ensemble Learning
[NO] 1359/1948 | Comparative Analysis of YOLOv10, YOLOv11, and YOLOv12 for Retail Self-Checkout Systems
[YES] 1360/1948 | Demonstrating Code Mutations Using LLMs: A Sandbox Approach to Safe Malware Testing
[NO] 1361/1948 | Na senda das dimensões da média-arte digital nas narrativas biográficas em Macau: uma perspetiva à luz da diversidade cultural
[NO] 1362/1948 | AFASTAR E APROXIMAR: Narrativa audiovisual sobre a (re)conexão entre o Homem e a Natureza. Presença entre imagem, som e natureza
[NO] 1363/1948 | Analytical Models for Calculating the Inductances of Electromagnetic Band Gap Structures
[NO] 1364/1948 | Synthesis of Dual-Band Convoluted FSS Using Radial Basis Function Neural Networks
[NO] 1365/1948 | Design and Simulation of Self-Organising Antenna Structures based on Computer-Integrated Manufacturing Platforms
[NO] 1366/1948 | Research on Dynamic and Economic Performance of Electric Vehicles Based on AVL Cruise
[NO] 1367/1948 | A Probe Calibration Method for Coordinate Measuring Machines based on a Hybrid Temporal-Physical Constraint Model
[NO] 1368/1948 | Enhancing On-Body UHF Passive RFID Tags with an AMC-Inspired Surface
[NO] 1369/1948 | Neurocognitive Evaluation of CNC Fabricated Islamic Ornamental Panels: Toward Emotionally Supportive Architectural Components
[NO] 1370/1948 | Optimization of Detection Algorithms on a Mouse Movement Monitoring System Platform to Support Biomedical Research
[NO] 1371/1948 | PIN-Diode-Based Reconfigurable Metasurface for Dynamic Microwave Beam Control
[NO] 1372/1948 | Toward Deterministic 6G HRLLC: A Multi-Agent DRL-Based Traffic Scheduling Method in HRLLC and TSN Converged Networks
[NO] 1373/1948 | FETCH: Deep Learning IoT-Fog Framework for Lower-Limb Disorders
[NO] 1374/1948 | Zero-Knowledge Identity Verification
[NO] 1375/1948 | Deepfake Detection Using Xception Model with Multi-Modal Ensemble Learning and Bayesian Fusion
[NO] 1376/1948 | Design Strategies for Gain Enhancement in ITO-Based Optically Transparent Antennas
[NO] 1377/1948 | Research on Distributed Photovoltaic Grid Connection Path Optimization System
[NO] 1378/1948 | A Step-Wise Integral Equivalent Model for Efficient EMT Simulation of Power Converters Under Variable-Step Algorithms
[NO] 1379/1948 | SOULSYNC: An AI-Driven Emotional and Cognitive Support System for Alzheimer's Care
[NO] 1380/1948 | Power Communication Data Mid-End Driven Multi-Source Data Fusion and Power Grid Fault Prediction
[NO] 1381/1948 | HumanoidTurk: Expanding VR Haptics with Humanoids for Driving Simulations
[NO] 1382/1948 | Designing for Long-Term Emotion Regulation: A Breathing Biofeedback Game for Women in Compulsory Isolation Drug Rehabilitation Centers
[NO] 1383/1948 | Unpacking How Pole Dancers Come to Experience the Use of Fitness Trackers
[NO] 1384/1948 | "Do I Really Need This?": Illuminating Challenges in Integrating Computational Training Tools in Esports Coaching
[NO] 1385/1948 | Designing a Generative AI-Assisted Music Psychotherapy Tool for Deaf and Hard-of-Hearing Individuals
[NO] 1386/1948 | Component-Wise Sketching and Generation for Car Interior Design
[NO] 1387/1948 | ‘In a Pinch, If You Have Nothing’: An Exploration of Money-Making Apps in Homeless Shelters
[NO] 1388/1948 | AskNow: An LLM-powered Interactive System for Real-Time Question Answering in Large-Scale Classrooms
[NO] 1389/1948 | When AI Gives Advice: Evaluating AI and Human Responses to Online Advice-Seeking for Well-Being
[NO] 1390/1948 | RIP Moxie: Lessons for Supporting Emotional Detachment at Product End-of-Life through a Case Study of a Social Companion Robot
[NO] 1391/1948 | Seeing Like a Community: Public Perceptions of Data Use in Government
[NO] 1392/1948 | Understanding User Needs Underlying the Expected Roles of LLM-Based Chatbots in Privacy Decision-Making
[NO] 1393/1948 | Towards Accessible Mobility Support: User-Centered Design of a Passive, Multi-Functional, Low-Cost Knee Exoskeleton
[NO] 1394/1948 | Introducing Blockchains at School Without Computers
[NO] 1395/1948 | Narratives and Perspectives: How AI Summaries Steer Users' Opinions and Engagement on Social Media
[NO] 1396/1948 | Zip-up Print: Rapid and Assemblable 3D printing Using 2D Flattened Zipper-like Structures
[NO] 1397/1948 | Rethinking User Empowerment in AI Recommender System: Innovating Transparent and Controllable Interfaces
[NO] 1398/1948 | "It Seems to Understand My Heart": An Empirical Study of Persona-Driven Persuasive AI Agent for Aging-in-Place in Singapore
[NO] 1399/1948 | What Happened to Scenario-Based Design in HCI?: A Scoping Review
[NO] 1400/1948 | Forefeel the Move: Investigating Proprioceptive Feedback for Communicating Imminent Motions of Body-actuating Systems
[NO] 1401/1948 | Beyond the Spotlight: Co-Designing AI for Theatre Audience Communication
[NO] 1402/1948 | Patchworking Networks of Support: On the Digital Successes and Challenges of Women- and Minority-Owned Restaurant Businesses
[NO] 1403/1948 | Composition and Temperature Control of Spin Canting in Mn
                    <sub>3+x</sub>
                    Pt Noncollinear Antiferromagnet
[NO] 1404/1948 | ICDSG 2025 List Reviewer Page
[NO] 1405/1948 | Securing Blue Carbon: A Framework for Transparent MRV in Mangrove Restoration
[NO] 1406/1948 | Machine Learning Comparison for Coffee Plantation Mapping in Jawa Barat’s Mountainous Terrain
[NO] 1407/1948 | Vehicle Trajectory Reconstruction Using Variational Inference Amid Measurement Loss and Non-Gaussian Noise: Algorithm and Experiments
[NO] 1408/1948 | Capacity Analysis and Robust Topology Design of LEO Satellite Constellation with Node/Link Failure
[NO] 1409/1948 | Human-in-the-Loop Egyptology: A System for Ancient Egyptian Text Study
[NO] 1410/1948 | PRISM: Post-task Reflection via Intelligent Social Multi-agents for Enhancing Learning Experience and Industrial Skill Retention
[NO] 1411/1948 | Illuminating Memory: Using Ambient Light to Enrich Generative Representations of Daily Life
[NO] 1412/1948 | Tear-able to Wearable: Exploring End-of-Life Pathways for E-Textiles
[NO] 1413/1948 | Embodying Relationships: Designing TUIs for Co-Located Human-Human Dynamics
[NO] 1414/1948 | TinyGaze: Lightweight Gaze-Gesture Recognition on Commodity Mobile Devices
[NO] 1415/1948 | Why Johnny Checks but Doesn’t Alert: Reporting as the Missing Step in Verifiable Internet Voting
[NO] 1416/1948 | Steering Generative Models for Accessibility: EasyRead Image Generation
[NO] 1417/1948 | Participatory AI &amp; Social Justice
[NO] 1418/1948 | Toward Personalized Proactive Agents on Smart Glasses: From Explicit Context Policies to Implicit User Differences
[NO] 1419/1948 | Exploring Indirect Touch Gestures for Smartphone Interaction within VR Environments
[NO] 1420/1948 | Who Needs What? The Interaction Between Empathy Communication and Trait Empathy in a Home-Based Virtual Healthcare Robotic Agent for Older Adults
[NO] 1421/1948 | Foreign Domestic Workers' Perspectives on an LLM-Based Emotional Support Tool for Caregiving Burden
[NO] 1422/1948 | The “Imperfect Peer”: Examining the Roles of Polyadic Conversational Agents in Scaffolding Retired Adults' Participation in Online Communities
[NO] 1423/1948 | Demonstrating Virtual Sauna – Experiencing Thermal Motion through Wearable Haptics for VR
[NO] 1424/1948 | Wearable Sound Technologies for Understanding and Shaping Bodily Perception and Emotional States in Depressive Symptomatology
[NO] 1425/1948 | Exploring AI for enhancing palliative cancer care in remote settings: A co-creation study with healthcare professionals
[NO] 1426/1948 | Dialogue-Based Evaluation of Interactions: Comparing Dialogue Robot and Dialogue AI in Cooperative Video Game
[NO] 1427/1948 | SSPINNpose: A Self-Supervised PINN for Inertial Pose and Dynamics Estimation
[NO] 1428/1948 | A Vehicle Detection Method for Adverse Highway Weather Based on WB-YOLOv11
[NO] 1429/1948 | Natural Language Processing and Machine Learning for Mucormycosis Risk Prediction
[NO] 1430/1948 | Mycortex: Exploring Non-Human Symbolic Communication through Art and Bioelectric Signals
[NO] 1431/1948 | Detection and Classification of Retinopathy of Prematurity on Multi-Source Fundus Images Using DenseROPNet
[NO] 1432/1948 | Experimental Methodology for Evaluating Electroporation Effectiveness in Bacterial Control
[NO] 1433/1948 | Unblackboxing como prática artística
[NO] 1434/1948 | Espionage and Dataveillance Technologies: Perspectives on Sound Surveillance in Surveillance Art Practices
[NO] 1435/1948 | Research on the Role of Feature Factors in Pneumoconiosis Staging Based on a Pneumoconiosis Database
[NO] 1436/1948 | Mapping the Evolution of AI Applications in Sustainable Supply Chain Management: A Bibliometric Review
[NO] 1437/1948 | Research on Semi Automated Metrology Technology Based on Matrix Formula of Rotary Parts
[NO] 1438/1948 | Design and Simulation Analysis of Electricity Fee Settlement Mechanism in Electricity Market Based on Central Counterparty
[NO] 1439/1948 | The Smart Fall Detection and Emergency Alert System
[NO] 1440/1948 | Numerical Design of a 26 GHz Exposure System for Real-Time Electrophysiological Experiments
[NO] 1441/1948 | Blockchain-Enabled AI System for Fake News Detection and Trustworthy Verification
[NO] 1442/1948 | Marine Debris Segmentation Using Swin U-Net with Spectral-Spatial Attention
[NO] 1443/1948 | AI.R Taletorium: Preserving Culture Through AI Storytelling
[NO] 1444/1948 | Memory, montage, and counter-narratives
[NO] 1445/1948 | Adoption of AI-Enabled Educational Tools in Schools: A Big Tech—Driven Transformation
[NO] 1446/1948 | Intelli-Query: A Large Language Model System for Semantic Retrieval and Document Understanding
