[2026-05-15 22:54:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-14
正在获取论文...
[arXiv] 2026-05-14 | Aligning Latent Geometry for Spherical Flow Matching in Image Generation
[NO] 1476/1997 | Hybrid Decision Tree-ELM Model for Structural Fault Classification and Crack Severity Detection
[NO] 1477/1997 | A Multi-Modal Ensemble Framework for Imbalanced Dermoscopy: Metadata Fusion and Energy-Based Routing
[NO] 1478/1997 | Car Point Cloud Model Based on the Improved PointNet++ Algorithm
[NO] 1479/1997 | Automatic Detection and Localization of Decapped Chips in Single-Event Effects Testing
[NO] 1480/1997 | A Flexible Defect Demodulation Method Based on FPGA for High Speed Mixing-Frequency Electromagnetic Railway Inspection
[NO] 1481/1997 | ACF-MATD3 Formation Control for Multi-Agent Wheeled Mobile Robot Systems
[NO] 1482/1997 | Copyright Page
[NO] 1483/1997 | Electric Vehicle Cluster Charging Load Forecasting Based on Improved Q-Learning Prediction Algorithm
[NO] 1484/1997 | 2025 18th International Conference on Sensing Technology (ICST)
[NO] 1485/1997 | Two-Stage Progressive Anomaly Segmentation Framework for Complete Industrial Surface Defect Detection
[NO] 1486/1997 | Proposed Smartwatch for Early Detection of Reptile Bites During Sleep: VenomAlert
[NO] 1487/1997 | Optimizing Crop Selection Based on Soil and Climatic Compatibility
[NO] 1488/1997 | A Bidimensional Generalization of the Suffix Automaton
[NO] 1489/1997 | Cover Page
[NO] 1490/1997 | Navigating Cruise Tourism via AI-Based Social Media Analysis: A Study of Taiwanese Consumers’ Travel Decisions
[NO] 1491/1997 | IEEE Xplore Digital Library
[NO] 1492/1997 | Tomato plants instance segmentation via numerical uniform colour space for drought stress resilience estimation
[NO] 1493/1997 | Comparative Evaluation of Actuator Disk and Actuator Line Models for Wind Turbine Aeroacoustics Prediction
[NO] 1494/1997 | An 83-F2 2T PUF Featuring Isolated Hot-Carrier Injection and Lightweight Majority-Voting-Based Strong PUF Mode
[NO] 1495/1997 | Ship power grid reconstruction optimization algorithm integrating GBNN-CS-ROA strategy
[NO] 1496/1997 | Real-Time IIoT Cloud-Based Monitoring and Analytics for Extrusion and Cooling Systems
[NO] 1497/1997 | A Comparative Evaluation of Deep Learning Based Methods for Detection and Classification of Paddy Plant Diseases
[NO] 1498/1997 | Making AI Ethics Guidelines Work: Readability as a Driver of Personal Data Protection Policy Implementation
[NO] 1499/1997 | An Energy-Efficient 197-to-210GHz 4×4 Beam-Steerable Radiator Array with Integrated Microbump Radiation and 1.35% DC-to-RF Efficiency in 65-nm CMOS
[NO] 1500/1997 | AI-Driven Potato Disease Detection and Yield Optimization Through Leaf Image Analysis
[NO] 1501/1997 | Visual Marker Search for Autonomous Drone Landing in Diverse Urban Environments
[NO] 1502/1997 | Validation of conductive resin as electrode material in neuromonitoring with 3D-printed probes
[NO] 1503/1997 | Deep Residual Segmentation Architecture with GBO-Tuned Hyperparameters for Accurate Oil Spill Extraction in Maritime RGB Imagery
[NO] 1504/1997 | Explainable Deep Transfer Learning for Multi-Class Knee Osteoporosis Diagnosis Using Grad-CAM and DenseNet121
[NO] 1505/1997 | An Efficient $\mathrm{O}\left(\mathrm{N}^{\mathrm{2}}\right)$ Cubic Spline Smoothing Technique
[NO] 1506/1997 | The Impact of Influential Figures on Social and Cultural Life
[NO] 1507/1997 | 2026 12th International Conference on Web Research (ICWR)
[NO] 1508/1997 | A Format-Preserving Encryption Method for Securing Geospatial Vector Map Data
[NO] 1509/1997 | CyberShield V2.0: An Enhanced Hybrid Detection Framework with Autoencoder-Based Anomaly Detection and Temporal Intelligence
[NO] 1510/1997 | Feature Extraction and Refined Modeling of Complex Roadway Environments Based on Visual Images
[NO] 1511/1997 | Design and Implementation of an Automatic Pressing Test System for Remote Controllers Based on Machine Vision and Mqtt
[NO] 1512/1997 | Large-Scale MEMS Micro-Hotplates: A Fabrication and Characterization Approach Based on Eight-Cantilever Beam Structure
[NO] 1513/1997 | Fault Identification and Prediction in a Wind Turbine using Digital Twins
[NO] 1514/1997 | Real-Time on-Site Grid Fault Detection and Automated Load Management Using Arduino with GSM Alert for Voltage and Frequency Thershold Monitoring
[NO] 1515/1997 | A 12–25GHz Ring-PLL Clock Generator Achieving 98fs Jitter and &lt;–52dBc Spurs Using a 22fs Quadrupler and Sub-Sampling Error Extraction
[NO] 1516/1997 | Mixed Reality Visualization of Abdominal Anatomy from CT Images Based on Bidirectional Optical Flow Interpolation
[NO] 1517/1997 | Design and Application of an Automatic Generation System for Primary Network Loss Reports
[NO] 1518/1997 | Explainable Deep Learning for Autism Diagnosis from RNA-Seq Data Using Game-Theoretic Feature Analysis
[NO] 1519/1997 | Inductive Sensor for Real-Time, Autonomous and Non-Destructive Fruit Size and Growth Monitoring
[NO] 1520/1997 | Low-Cost Plant Height Estimation: a Comparison of Image Processing and Deep Learning Methods
[NO] 1521/1997 | Intra-Leaf Hyperspectral Analysis Method for Reflectance Variability Identification
[NO] 1522/1997 | Reinforcement Learning-based Optimization for Cold Chain Electric Vehicle Routing
[NO] 1523/1997 | A DTC-Based Digital PLL Achieving –64.5dBc Fractional Spur and 80fs Jitter with a 2-Track Probability-Density-Shaping ΔΣ Modulator and a Dithered-Threshold TDC
[NO] 1524/1997 | A Simplified Intelligent Bike Alarm System: Cost-Effective and Modular Design
[NO] 1525/1997 | Operational Safety and Reliability of Wind Power Systems Under Extreme Weather and Lightning Strike Conditions
[NO] 1526/1997 | An Enhanced FLC Based Frequency Regulation Control Scheme for Sending-End System of Hybrid MTDC System
[NO] 1527/1997 | Evaluation of the Young’s Modulus of Silicon Carbide from Specific Heat Measurements
[NO] 1528/1997 | Engineering-Oriented ESG Text Accounting: A WHO-Optimized Machine Learning Framework for Disclosure Quality Diagnostics
[NO] 1529/1997 | Invited Talk: From Chip to AI Factory-A Five-Year Roadmap for Silicon Suppliers and Hyperscalers
[NO] 1530/1997 | Large Language Models in the Diagnosis of Squamous Cell Carcinoma: The State of the Art, Problems, and Future Perspectives
[NO] 1531/1997 | Fair and Robust Federated Learning Via Evolutionary Incentives
[NO] 1532/1997 | Mapping the Knowledge Structure of Blockchainand AI-Enabled Open Banking: A Co-Occurrence Analysis
[NO] 1533/1997 | Correlation Mapping of Sanitation Access and Public Health Outcomes in Tamil Nadu
[NO] 1534/1997 | IoT and Cloud Enabled Agriculture Farming Predictions and Monitoring System
[NO] 1535/1997 | Intelligent control of DFIG for variable-speed wind turbine generation system
[NO] 1536/1997 | Reexamination of the Crystal Electric Field in SmCo
                    <sub>5</sub>
[NO] 1537/1997 | Handwritten Test as the Image Data for MS Diagnosis, a New Persian Dataset
[NO] 1538/1997 | Research on Data Anomaly Detection Algorithm Based on Deep Learning
[NO] 1539/1997 | Fishing Vessel Anomaly Behavior Recognition in Open Waters Based on Active Learning
[NO] 1540/1997 | Human Activity Recognition Based on Wi-Fi CSI via Dual-Channel Feature Fusion
[NO] 1541/1997 | Analytical System-Level Model for Optimization of pMUT Based Acoustic Power Delivery for Implants
[NO] 1542/1997 | Practice of Full-Process Management and Control Technology for Cross-Regional Pumped Storage Projects Based on BIM and Internet of Things
[NO] 1543/1997 | Static and Dynamic Characteristics Analysis of Truck Frame Based on Finite Element Method
[NO] 1544/1997 | Research on Friction Power Loss Prediction Method Based on Multilayer Perceptron Regression
[NO] 1545/1997 | Integrated Energy Management Models for Hot Rolling Processes Based on Renewable Energy: a Review of Mathematical Methods and Application Conditions
[NO] 1546/1997 | Numerical SCAPS Comparison of Sb
                    <sub>2</sub>
                    Se
                    <sub>3</sub>
                    and SnSe Thin-Film Solar Cells
[NO] 1547/1997 | Author Index
[NO] 1548/1997 | Design of Interval Observers for Large-Scale Switched Systems
[NO] 1549/1997 | BEV-RCF: Bird's-Eye-View-Based Radar-Camera Fusion for 3D Object Detection
[NO] 1550/1997 | Smart Energy Management Strategy for Load Prediction Utilizing a Hybrid Energy Management Strategy
[NO] 1551/1997 | A 6–85 GHz Non-Uniform Distributed Variable Gain Amplifier Achieving High Output Power and Efficiency in SiGe HBT Technology
[NO] 1552/1997 | SiGe HBT Optimizations for Power Amplifiers in G-band
[NO] 1553/1997 | An Energy-Efficient Edge-Assisted Monitoring System for Youth Plyometric Training
[NO] 1554/1997 | An on-chip Split Ring Resonator for Graphene Dielectric Permittivity Characterization
[NO] 1555/1997 | A 129.9-141.1 GHz VCO Quadrature Frequency Generator Using Frequency Division and Mixing
[NO] 1556/1997 | High-Performance MPPT for Photovoltaic Systems Using Bald Eagle Search-Based Solar Cell Parameter Estimation
[NO] 1557/1997 | Visual Differential-Spatially Projected Transformer for Efficient Hyperspectral Images Super-Resolution
[NO] 1558/1997 | Plug-and-Play Distributed Fencing of Multi-Vehicle Systems for Multiple Uncooperative Targets With Dynamic Radius
[NO] 1559/1997 | Dynamic Modeling, Selection, and Placement of Mitigation Devices for HEMP/GMD Events
[NO] 1560/1997 | Design and Development of an End-Effector for Fabric Edge Folding Along a Convex Curve With Multiple Pleats
[NO] 1561/1997 | Global Optimization of AC Transmission Expansion Planning with Series and Shunt Reactive Power Compensation
[NO] 1562/1997 | Lightweight Forensic Triage Framework for Clandestine Operational Instructions: A Two-Case Leave-One-Case-Out Evaluation
[NO] 1563/1997 | The Synergy of Giants and Scouts—Edge-Enabled Collaboration Between Large-Scale and Lightweight Models in Sensor-Cloud Networks
[NO] 1564/1997 | Remote Sensing and Graph Neural Network Reveal Past and Future Glacier Changes in Buha River Basin (1966–2100)
[NO] 1565/1997 | Acoustic Sensor-Based Azimuthal Far-Detection with Shear Waves: A Review
[NO] 1566/1997 | Techno-Economic Optimization of a Grid-Tied PV System with Virtual Storage for a 1 GW Tier IV Data Center in NEOM, KSA
[NO] 1567/1997 | APaC: a Context-aware and Availability Policy as Code Framework for Elastic Object Storage
[NO] 1568/1997 | Assessing Impact of PV Forecasting Accuracy and Data Redundancy on Kalman Filter-Enhanced Economic Dispatch: A Comparative Study
[NO] 1569/1997 | Iterative Joint Target and Covert Data Detection Algorithm for FD-ISAC
[NO] 1570/1997 | Energy Analysis of an AQFP Logic SHA-256 Hash
[NO] 1571/1997 | Low Operation Point In-loop Filter for VVC Based on Over-parameterized Training and Variable Channel Configurations
[NO] 1572/1997 | CRITIC-RAG: Knowledge-Augmented Large Language Models With Verified Retrieval for Improved Medical Reasoning
[NO] 1573/1997 | Front Cover
[NO] 1574/1997 | Learning-to-Warmstart: When AI Meets Linear Optimization to Exactly Solve Security-Constrained Economic Dispatch in Real-Time
[NO] 1575/1997 | You, Me or Us? A Co-Creative System for Pattern Design Integrating Design Principles and Adaptive Agency_supp1-3693534.xlsx
[NO] 1576/1997 | Adaptive Graph Learning for Joint Optimization of Speed and Quality in Medical Supply Chains
[NO] 1577/1997 | Citizen Sentiment and Public Value in AI-Mediated Public Services: A Case Study of a Ministry Chatbot
[YES] 1578/1997 | Advancing LLM-Based Issue Report Classification with Explained Few-Shot Learning, Intent Extraction, Ensemble, and Summarization
[NO] 1579/1997 | ECA-ResNet: An Enhanced Channel-Spatial Attention Residual Network for Facial Emotion Recognition in Mental Health Screening
[NO] 1580/1997 | ZRAM Cell Design and Analysis Based on SALtran for Ultra-Low Power Applications
[NO] 1581/1997 | Model-Driven Fault and Disturbance Validation in Complex Industrial Power Systems
[NO] 1582/1997 | MW-class Microwave Pulse Compressors operating with a Low-Pressure Gas Discharge Tube at self-breakdown mode
[NO] 1583/1997 | Investigation on FMCW-Waveforms in Vector Network Analysis
[NO] 1584/1997 | An Off-The-Shelf Modulation-Based Enhancement for Automotive Radar Target Emulators
[NO] 1585/1997 | A Causal Balance Sampling Framework for Few-Shot Cross-Component Fault Diagnosis
[NO] 1586/1997 | Experience with Assistive and Service Robots in the General Population of Hungary
[NO] 1587/1997 | UVC: A Large Scale Dataset and Physical Priors-based Network Towards Underwater Video Compression
[NO] 1588/1997 | Large-Signal Stability Modeling for Grid-Forming Inverters Capturing Inner-Loop Dynamics and Considering Anti-Windup
[NO] 1589/1997 | Sum Rate Maximization for Distortion-Aware RSMA System via Accelerated Gradient-Based Precoding With Near-Optimal Power Scaling
[NO] 1590/1997 | Nonlinear precise tracking and regulation for unmanned aircraft flight control
[NO] 1591/1997 | DRL-Based Noncoherent PPM Detection in Time-Varying Wireless Channels
[NO] 1592/1997 | Correcting Sea Surface Wind Model Outputs in the Western Tropical and Southwestern Atlantic Oceans using Scatterometer Data
[NO] 1593/1997 | Facial-Based Heterogeneous Graph Representation Learning for Autism Spectrum Disorder Detection
[NO] 1594/1997 | Multiscale Spatial Frequency-Aware Transformer and Saturation Analysis for Universal Deepfake Detection
[NO] 1595/1997 | Improved Layered Yield Network Efficient Hierarchical Encryption Algorithm for Secure Communication in IoT and IoE
[NO] 1596/1997 | Plenary Talks
[NO] 1597/1997 | Feasibility Study on Low-Cost 3D Printed Waveguide Components with Simple Metallization
[NO] 1598/1997 | A Quantitative Model for Evaluating Curriculum Alignment with ACBSP International Standards: An NLP-based Approach
[NO] 1599/1997 | The Impact of Real-Time Integration of Multi-Source Data on Local Government Debt on Corporate Financing Cost Expectations
[NO] 1600/1997 | Empirical Analysis of How Digital Inclusive Finance Drives the Development of Anhui's E-commerce Industry
[NO] 1601/1997 | Strategic Human Resource Leadership in Global Biopharmaceutical Enterprises: Integrating HR Analytics and Cross-Cultural
[NO] 1602/1997 | From Startup Intention to AI-Enabled Digital Execution: Modeling How Students Turn Business Ideas into Early Computational Action
[NO] 1603/1997 | Cybersecurity Curriculum Design Based on Serious Game
[NO] 1604/1997 | Perceived Security and the Adoption of Academic Technology: An Extended TAM Study of OGMS
[NO] 1605/1997 | Research on the Sustainable Collaborative Design and Performance Enhancement of Lightweight Neural Networks and Optimization Algorithms for Mobile Educational Applications
[NO] 1606/1997 | A Citespace-based Analysis of Generative AI's Application In Education
[NO] 1607/1997 | Research on the Optimization Path of Front-End Talent Cultivation in Vocational Colleges Based on Recruitment Data Mining and LSTM Model Analysis
[NO] 1608/1997 | Agricultural Planting Optimization Strategy - Based on Greedy Algorithm
[NO] 1609/1997 | Novel design of safety interlock protection control system for beamlines at the Hefei Advanced Light Facility
[NO] 1610/1997 | Biomedical Semantic Event Extraction via Set Prediction Networks
[NO] 1611/1997 | Efficient Gaze Estimation with Wavelet Downsampling and Multiscale Perceptual Attention
[NO] 1612/1997 | Research on Helmet Detection Algorithm Based On EFRA Attention Mechanism
[NO] 1613/1997 | Robust Parameter Identification of Ship Maneuvering Models Toward Intelligent Control
[NO] 1614/1997 | Ex-LLaVA: A Two-Stage Explainable Semantic Enhancement Framework for Dermatology Diagnosis via Large Vision-Language Models
[NO] 1615/1997 | Semantic and Geometric Datasets Creation for Monument Analysis: A Framework for Expert-Guided Annotation and AI Models
[NO] 1616/1997 | Decision letter for "Hybrid Machine Learning Model for Forest Height Estimation from TanDEM-X and Landsat Data"
[NO] 1617/1997 | AI-Driven Segmentation of UAV GNDVI Imagery in Shade-Grown Coffee: Challenges for Detecting Herbicides in Agroforestry Systems
[NO] 1618/1997 | AICPS 2025 TOC
[YES] 1619/1997 | Conversion and Deployment Pipeline for Feedforward Neural Networks as Embedded Libraries on the ATmega328P
[NO] 1620/1997 | Modeling Overhead of Elastic Applications
[NO] 1621/1997 | Smart Door Access Control and Intrusion Alert System Using YOLOv10 and ArcFace
[NO] 1622/1997 | Pruned MODNN for Efficient RSSI Prediction in IoT Communication Deployment Planning
[NO] 1623/1997 | Explainable Deep Learning Models for Type 2 Diabetes Risk Prediction in Web-Integrated IoT Healthcare Environments
[NO] 1624/1997 | Determining The Optimal Specification Of Different Cooling Systems To Optimize The Indoor Environment In Highly Glazed Buildings Using Taguchi Method And CFD Simulation
[NO] 1625/1997 | Towards Mobility Applications of Solid-State Hydrogen Storage Tanks: A Review
[NO] 1626/1997 | Large Tunneling Magnetoresistance in a Ferromagnetic Junction Controlled by Exchange Field and Band Gap Engineering in Monolayer Phosphorene
[NO] 1627/1997 | Defect Detection in Solar Photovoltaic Modules Using IR Imaging and YOLOv11
[NO] 1628/1997 | Exploring Web Search Behavior of Elementary School Children
[NO] 1629/1997 | Dynamic Obstacle Avoidance Algorithm for Flexible Robotic Arms Based on Deep Reinforcement Learning
[NO] 1630/1997 | Comparative Analysis of ResNet50-V1 and Fine-Tuned ResNet50-V2 Models for Multi-Class Classification Using Ocular Surface Images
[NO] 1631/1997 | 2025 IEEE International Workshop on Metrology for Agriculture and Forestry (MetroAgriFor)
[NO] 1632/1997 | Consensus control of MRS under integrity attacks using AI based event trigger controller
[NO] 1633/1997 | A Dual Merge Mode for Video Coding
[NO] 1634/1997 | Practical Image Compression with Energy-Guided Asymmetric Entropy Modeling
[NO] 1635/1997 | Enhancing Cross-Document Entity Coreference Resolution with Argument Role Semantics
[NO] 1636/1997 | Prediction of Bearing Life Using the BIGRU-WIENER Hybrid Model Based on Physical Constraints
[NO] 1637/1997 | Real-Time Protection System for Three-Phase Induction Motors
[NO] 1638/1997 | Dual-Phase Entangled Capsule Network for Multi-Class Imbalanced Fault Diagnosis of Rolling Bearings
[NO] 1639/1997 | EDG-UNet: Fusing Edge Perception and Attention Mechanism for Retinal Vessel Segmentation
[NO] 1640/1997 | Optimization of Grid Connected Control Strategy for Offshore Wind Farms Considering Wind Power Uncertainty
[NO] 1641/1997 | Analysis and Correction Recommendations for Key Parameters in Planning of Distribution Networks
[NO] 1642/1997 | Modeling Electrode and Microchannel Geometry for Detection of Cadmium (Cd), Lead (Pb), and Copper (Cu) in Drinking Water through a Capillary-Driven Microfluidic Electrochemical Sensor
[NO] 1643/1997 | A Multi-Feature Integration Method for Enhancer Identification and Strength Prediction
[NO] 1644/1997 | Lightweight Convolutional Transformer Network Fusion of High and Low Frequency Attention Applied to Froth Image Analysis for On-line Recognition of Raw Ore Conditions in Gold Roughing Processes
[NO] 1645/1997 | Edge AI Architecture for Real-Time Arrhythmia Detection Using Wearable ECG Devices
[NO] 1646/1997 | Research on the response of underwater explosion shock wave and cavitation effect to stiffened plate structure
[NO] 1647/1997 | Optimizing Crop Selection and Fertilizer Usage with a Hybrid SVM-Genetic Algorithm Framework in Precision Agriculture
[NO] 1648/1997 | A Progressive Two-Stage Wiener Process Model for Remaining Useful Life Prediction
[NO] 1649/1997 | TIME-E 2025 Cover Page
[NO] 1650/1997 | A 64-Gb/s QPSK Carrier-Phase-Recovery Loop with Wide IF Range Using Dual-Oscillator Frequency Translation
[NO] 1651/1997 | Strategic Framework for Human Resource Management in Logistics Companies: Case Studies and Best Practices
[NO] 1652/1997 | LOIC-DDoS: A Machine Learning–Ready Dataset for DDoS Detection Across Diverse Networks Environments
[NO] 1653/1997 | An Energy-Aware Real-Time Task Scheduling Framework for Low-Power Wireless IoT Networks
[NO] 1654/1997 | Development of a Reference Electrode Integrated Ir/IrOx Thin film pH Sensor for microRNA Detection
[NO] 1655/1997 | A Simultaneous 16-Channel Adiabatic Charge-Tracking Stimulator with 87.4% Stimulator Efficiency and Low Load Sensitivity
[NO] 1656/1997 | Multi-Model Machine Learning Framework for Evaluating Surface Roughness Characteristics in Abrasive Water Jet Cutting of Ramie Fibre Composites
[NO] 1657/1997 | Comparative Evaluation of End-to-End Automated Testing Tools for Web Applications: Cypress vs. Playwright
[NO] 1658/1997 | Smart and Sustainable Water Quality Monitoring System Using Explainable AI
[NO] 1659/1997 | Hybrid MPPT with Temperature Compensation for Improved Solar PV Efficiency and Stable Maximum Power Tracking
[NO] 1660/1997 | 2025 First International Conference on Mechanical and Electrical Engineering for Green Energy Technologies (MEEGET)
[NO] 1661/1997 | Film Festival as the Agent of Environmental Behavior Change: The Case of 2023 Jogja-Netpac Asian Film Festival
[NO] 1662/1997 | A 31.1 pJ/b Human Body Communication Transmitter with Standard-basis CDMA for Multi-Node IoB Systems
[NO] 1663/1997 | AVOA-Based Calibration of an Enhanced Self-Correcting Battery Model for Digital Twin Integration
[NO] 1664/1997 | Development of a Low-Cost Surface Characterization Prototype for Solid and Liquid Samples
[NO] 1665/1997 | Predictive Modeling of El Niño Impacts in El Salvador Using R and Machine Learning Algorithms
[NO] 1666/1997 | A Reconfigurable LP/BP/HP Current-Sensing Front-End Achieving 109.3-dB SFDR and Tolerance to Error Current and Sensor Parasitics with Adaptive Auto-Zeroing Scheme Embedded in SC-CMFB
[NO] 1667/1997 | Operation Status Analysis of CVT Monitoring by Support Vector Machine
[NO] 1668/1997 | Composite Power Quality Disturbances Identification Based on Lissajous Trajectories and WATT-EffNet
[NO] 1669/1997 | An Enhanced Intelligent Server Monitoring System for Predictive Fault Detection and Triage Prioritization
[NO] 1670/1997 | A Graph Matching-Based Method for Object-Level Topological Semantic Corridor Mapping and Localization
[NO] 1671/1997 | Drone Use of Recycled Materials in Energy Technologies: Design, Applications, and Sustainability Analysis
[NO] 1672/1997 | Controllability and Structural Stability in Latent Diffusion Image Generation
[NO] 1673/1997 | Robust Point Cloud Registration via Adaptive Hierarchical Segmentation
[NO] 1674/1997 | A New Remaining Useful Life Prediction Method based on Physics Informed Transfer Learning under Incomplete Full Life Cycle Degradation Data
[NO] 1675/1997 | Smart Medicine Reminder Box for Healthcare Monitoring Using IoT
[YES] 1676/1997 | Design of an Integrated Reconfigurable HMSIW Band-Pass Filter Using Metamaterial Technology
[NO] 1677/1997 | Liquid-Assisted Contactless Adhesive Bonding: Experimental validation and 2D Multiphysics simulation
[NO] 1678/1997 | Digital Health and the Internet of Things in Huntington's Disease Diagnosis and Management: A Systematic Review
[NO] 1679/1997 | Web Application for Internship Management Using Laravel Framework
[NO] 1680/1997 | A Survey on Generative Models for RNA Design
[NO] 1681/1997 | An Approach to Explainable Text Summarization for News Articles
[NO] 1682/1997 | Dynamic Investment Decision Analysis for Carbon Capture Economic Models
[NO] 1683/1997 | DDPG-Based Swing Suppression Control for Quadrotor Payloads
[NO] 1684/1997 | Deep Learning Action Recognition Method Based on Transfer Learning and Data Augmentation
[NO] 1685/1997 | Leveraging Hybrid Learning Model for Violent Recognition in Surveillance Videos
[NO] 1686/1997 | Walsh-Function Frequency Division and Event-Triggered Consensus Control for Discrete-Time Electromagnetic Formation Flight Systems with Input Saturation
[NO] 1687/1997 | Implementation of Optimized Quasi-Z Source Converter for Solar Charging Stations
[NO] 1688/1997 | Impact of thermal gap filler vs. thermal gap pad materials on the solder joint lifetime of eWLB packages in topside cooling setups
[NO] 1689/1997 | IoT-Enabled Fault Detection in Power Electronic Converter Systems Using Machine Learning Techniques
[NO] 1690/1997 | Physics-of-Failure Based Reliability Investigations of Copper Sintered Die Attaches for Wide Band Gap Power Electronics
[NO] 1691/1997 | Three different mowing machines on Kentucky Bluegrass: evaluation of the operative and qualitative performances
[NO] 1692/1997 | MetroAgriFor 2025 Copyright Page
[NO] 1693/1997 | IEEE Transactions on Medical Robotics and Bionics Society Information
[NO] 1694/1997 | 5G-Enabled Intelligent Transportation Systems: V2X Architectures, Emergency Vehicle Applications, Challenges, and Future Directions
[NO] 1695/1997 | Tool-Use Failure Analysis and Recovery Framework for LLM Agents
[NO] 1696/1997 | Extended Scene Description using Relationship Information for Manipulating 3D Reconstructed Data
[NO] 1697/1997 | CONCAPAN 2025 Opinion
[NO] 1698/1997 | Evaluating Orchard Fruit Quality from Monocular and Stereo RGB-D Imagery: A Comparative Study
[NO] 1699/1997 | Inferring Home Appliance Operating Status From Power Readings using Machine Learning
[NO] 1700/1997 | Exploring Neural Network-Based 3D Reconstruction Using the Instant-NGP Framework
[NO] 1701/1997 | A 22nm 15.2μJ/Inference Speech Enhancement Accelerator with Contextual-Aware KV-Cache Management and Reconfigurable D-CIM Engine
[NO] 1702/1997 | A Comprehensive Review of Time-To-Digital Converters: Architectures, Applications, and Trends
[NO] 1703/1997 | Hybrid Quantum Machine Learning for Intrusion Detection: A Comparative Study of QNN and QSVM Models
[NO] 1704/1997 | HEEEM: A Hybrid Ensemble Effort Estimation Model for Agile and DevOps Development
[NO] 1705/1997 | Linear and Precise V
                    <sub>FB</sub>
                    Modulation Via LaFMD-Induced Dipoles in TiN/HfO
                    <sub>2</sub>
                    /SiO
                    <sub>2</sub>
                    Gate Stacks Without EOT and Dielectric Thickness Penalty
[NO] 1706/1997 | Vision-Based Distress and Anomaly Detection for Unpaved Roads: A Systematic Literature Review
[NO] 1707/1997 | Decoupled Model Predictive Control for Three-Level Flying Capacitor Boost Converter Based on a Nonlinear Extended State Observer
[NO] 1708/1997 | DTMF-Net: Diagnostics-Guided Temporal Multimodal Fusion Network for Financial Forecasting
[NO] 1709/1997 | Integrating Entropy Regulation and Dual-Objective Optimization for Personalized Exercise Recommendation
[NO] 1710/1997 | Physics-Informed Neural Operators for Signal Modeling in Particle-based Communications
[NO] 1711/1997 | A High-SNR SRAM-LUT-Based In-Memory-Computing Macro Supporting Energy-Efficient INT8 and FP8 Computation
[NO] 1712/1997 | Energy Band Engineering Drives Efficient and Stable Self-Powered Ultraviolet Photodetectors
[NO] 1713/1997 | Decoupling Electrical and Thermal Aging in SiC MOSFETs via Interpretable Frequency-Domain Signatures of Observed Thermal Impedance
[NO] 1714/1997 | Threaded Dielectric Resonator Antenna With Flexible Assembly and Wideband Frequency Reconfigurability
[NO] 1715/1997 | Collaborative Beamforming with Excitation and Position Diversity for Broadband and High-Resolution Distributed Phased Arrays
[NO] 1716/1997 | Light First, RF Assist: Spatial Optimisation for Minimum Energy Guarantees in Battery-less IoT Network
[NO] 1717/1997 | On Design of Tomlinson-Harashima Precoded OTFS System
[NO] 1718/1997 | Characterization of Low-Temperature Intrinsic Field-Effect Mobility With Contact Resistances in Amorphous InGaZnO Thin Film Transistors
[NO] 1719/1997 | Reinforcement Learning for Unsupervised Domain Adaptation in Spatio-Temporal Echocardiography Segmentation
[NO] 1720/1997 | Review of the Major Power Theories for Reference Signal Generation in Switching Compensation of Induction Motors During Voltage Unbalance
[NO] 1721/1997 | Design and Development of an End-Effector for Fabric Edge Folding Along a Convex Curve With Multiple Pleats_supp1-3687606.mp4
[NO] 1722/1997 | Joint Robust Estimation of System State and Unknown Input: An Extension of Kitanidis Filter
[NO] 1723/1997 | Neural Scaling Laws for Learning-based Identification of Nonlinear Systems
[NO] 1724/1997 | Enhancing Equity in Electricity Markets with a ThéVenin-Gpt Framework for Loss Allocation and Tariff Design
[NO] 1725/1997 | Bridging the Performance Gap: The Impact of Grasping Behavior and Riemannian Geometry on Prosthetic Intent Recognition
[NO] 1726/1997 | Comparative Analysis of Voltage Sag Impacts on Transformer-Less PMSG-Based WECS in Grid Integration
[NO] 1727/1997 | Modeling and Optimization of Novel Cs
                    <sub>2</sub>
                    AlBiCl
                    <sub>6</sub>
                    -Based Double Perovskite Solar Cells for Underwater Applications: A Comprehensive Study
[NO] 1728/1997 | Diffusion Versus GAN for Subject-Specific Gaze Synthesis
[NO] 1729/1997 | Service-Oriented Orchestration and Scheduling in Agentic Computing Power Networks
[NO] 1730/1997 | An Interpretable Closed-Loop Intelligent Tutoring System for Multimodal Affective Feedback in Asynchronous Presentation Training
[NO] 1731/1997 | Undergraduate Research in Iterative Power Flow Using Powermodels and Powerworld Simulator
[NO] 1732/1997 | PSO-Driven Optimization of OLTC Tap Settings in Distribution Systems with Distributed Energy Resources
[NO] 1733/1997 | Learning-Aided Adaptive Beampatterns for Secure Transmission and Enhanced Sensing in DFRC
[NO] 1734/1997 | Research on dynamic accounting of carbon emissions in low-carbon mining areas based on multi-source data fusion
[NO] 1735/1997 | Corruption-Resilient Combinatorial Bandit Learning for Heterogeneous Network Systems_supp1-3691423.pdf
[NO] 1736/1997 | A Framework for Evaluating EV Charging Effects on Power Grids
[NO] 1737/1997 | QPing: a Quantum Ping Primitive for Quantum Networks
[NO] 1738/1997 | Examining Networked Microgrids Resilience Under Heat Wave Using Effective Coordination of DERs
