[2026-05-27 23:17:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-26
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202605260000+TO+202605262359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ResponseError('too many 429 error responses'))
[ACM] 2026-5-26 | Nash Equilibria in Uniform Price Auctions: Theory, Computation, and Market Insights
[NO] 483/1000 | LLM-Meta-SR: In-Context Learning for Evolving Selection Operators in Symbolic Regression_supp1-3696253.pdf
[NO] 484/1000 | Recognize Excellence: Computer Science &amp; Engineering Awards
[NO] 485/1000 | Universal Analytical Framework for the Secrecy Performance Evaluation of Multi-Carrier Systems Under Practical Rate-Adaptation Constraints
[NO] 486/1000 | Dynamic Event-Triggered Quantized Control for Positive Markov Jump Systems Under DoS Attacks_supp1-3693759.pdf
[NO] 487/1000 | Generating Textual Descriptions for Remote Sensing Images
[NO] 488/1000 | Electromagnetic Vibration Characteristics Analysis of Dual Three-phase Permanent Magnet Synchronous Linear Motor Considering High-Frequency Current Harmonics
[NO] 489/1000 | Vehicle Theft Detection and Prevention System in Challenging Environment Using Deep Learning
[NO] 490/1000 | MENACOMM 2026 Authors Index
[NO] 491/1000 | Probabilistic Lifetime Estimation of IGBT Power Modules Under Mission Profiles: Supporting Predictive Maintenance and Functional Safety
[NO] 492/1000 | Coordinated Voltage Support Control Scheme for Islanded Sending-End MMC-Wind Turbine System During Asymmetric Faults Considering Weak Grid Characteristic
[NO] 493/1000 | Learning Compact 3D Gaussians via Feed-Forward Point Fusion
[NO] 494/1000 | A QGI-ESO-Based Disturbance Torque Current Compensation Scheme for Electromechanical Resonance Suppression
[NO] 495/1000 | Turbo Equalization for High-Speed Passive Optical Networks
[NO] 496/1000 | Force Control of an Underactuated Tendon-Driven Manipulator_supp1-3688030.mp4
[NO] 497/1000 | Multi-AUV Underwater Cooperative Target Encirclement via Quantum-Assisted Software-Defined MARL
[NO] 498/1000 | Pushing physical limits and uncovering motion templates of spine-based quadruped locomotion via reinforcement learning
[NO] 499/1000 | Pattern Recognition of Cardiovascular Arrhythmia from ECG Signals using LabVIEW and Artificial Neural Network
[NO] 500/1000 | A Safety-Oriented Self-Learning Algorithm for Autonomous Driving: Evolution Starting From a Basic Model
[NO] 501/1000 | Performance Evaluation of a Hybrid Passive-Active Wristband for Efficient Parkinsonian Tremor Reduction
[NO] 502/1000 | A Scalable and Latency-aware HBF Precoding Design for LEO Satellite Communications
[NO] 503/1000 | A Ka-Band Eight-Stream Phased-Array MIMO Receiver With Time-Hopping Blocker Rejection for 6G
[NO] 504/1000 | Enhancing 3D Object Tracking via Dual-Context Propagation and Temporal Context Fusion
[NO] 505/1000 | Parametric Gaussian Human Model: Generalizable Prior for Efficient and Realistic Human Avatar Modeling
[NO] 506/1000 | DINO in the Room: Leveraging 2D Foundation Models for 3D Segmentation
[NO] 507/1000 | Robotic Welding with AI in the Loop
[NO] 508/1000 | Hierarchical Scene Fusion for Trajectory Prediction in Autonomous Driving
[NO] 509/1000 | Evaluating Temporal Fusion Transformers for Short-Horizon Urban Traffic Forecasting Under Real-World Deployment Constraints
[NO] 510/1000 | Classical Trajectory Planning for Dual-Camera Visual Servoing on Edge Systems
[NO] 511/1000 | Enhancing Human Mobility Prediction with Spatially Aware LLM-based Multi-Agent Systems
[NO] 512/1000 | Towards More Realistic Natural Language Queries in Text-to-SQL Benchmarks
[NO] 513/1000 | Shedding Light on Shadows: Automatically Tracing Illicit Money Flows on EVM-Compatible Blockchains
[NO] 514/1000 | ResBench: A Comprehensive Framework for Evaluating Database Resilience
[NO] 515/1000 | Organizing Committee
[NO] 516/1000 | MoS
                    <sub>2</sub>
                    and WSe
                    <sub>2</sub>
                    Transistors for Next-Generation Electronics
[NO] 517/1000 | Next Generation Electronics Enabled by Growth-based Monolithic Integration of 2D Materials
[NO] 518/1000 | An AI/ML Framework for Proactive Cyber Threat Detection in Uncrewed Aerial Vehicles
[NO] 519/1000 | Vision-Energy Coupled Robotic Dry Ice Cleaning with Adaptive Trajectory Planning for Runway Prism Lights
[NO] 520/1000 | Human-in-the-Loop Neural Architectures for Collaborative Autonomous Intelligence
[NO] 521/1000 | DeepLymphNet: A Deep Learning and approach for Acute Lymphoblastic Leukemia Detection
[NO] 522/1000 | HOTP - High-conf Only Taken Predictor for Efficient Superscalar Multi-level Branch Predictor
[NO] 523/1000 | Tracked Unmanned Ground Vehicle Navigation Based on A* Algorithm
[NO] 524/1000 | Enhanced Accuracy in Residential Security Using AI-Driven Multi-Model Face Recognition
[NO] 525/1000 | Energy Efficient Navigation of Autonomous Mobile Robots Using Euler Spiral Based Trajectories
[NO] 526/1000 | Robust Stabilization for Nonlinear Networked Control Systems with Intelligent Estimator
[NO] 527/1000 | A Single-Motor Vibration-Driven Microrobot with Terrain Adaptability for Robust Cross-Material Locomotion
[NO] 528/1000 | Symptom-Based Disease Prediction Using Machine Learning and Chatbot Interface
[NO] 529/1000 | Total Dose and Single-Event Effects Testing of the ISL75054 Ultra-Low Noise LDO
[NO] 530/1000 | Crop and Weed Detection in Agricultural Fields Using Few-Shot Object Detection
[NO] 531/1000 | End-to-End Causal Inference with LLM Agents via a Structured Framework
[NO] 532/1000 | The Aerospace Corporation's Compendium of Recent Radiation Testing Results
[NO] 533/1000 | TruthLens: A ResNet CNN Approach for Detecting Manipulated Media
[NO] 534/1000 | Simulating Survival in Glioblastoma: Clinical Decision Tool Based on MGMT and IDH1 Biomarkers
[NO] 535/1000 | Strain Engineering for Next-Generation FDSOI MOSFET, Probing CESL Relaxation with Xe, Ar, and Ge Ion Implantation
[NO] 536/1000 | Total Ionizing Dose Effects on 28nm Microchip RT Polarfire
                    <sup>®</sup>
                    FPGA SRAM Physical Unclonable Functions
[NO] 537/1000 | A Low-Cost PWM-Controlled Driver Circuit for Bioelectronic Medicine
[NO] 538/1000 | TensorDynamic: Bridging Application- and Instruction-Level Fault Injection for DNN Tensor Core Execution
[NO] 539/1000 | Implementation of a Lightweight Compression Architecture for Real-Time UHD Video Integration on FPGA
[NO] 540/1000 | Dynamic Optimal Power Flow for an Isolated Microgrid Using a Cheetah Optimizer
[NO] 541/1000 | Seed Classification Using Deep Learning and Image Processing
[NO] 542/1000 | A Hybrid Approach for Stock Market Sentiment and Price Movement Analysis Using Machine Learning
[NO] 543/1000 | Array Scale Evaluations of High-k Inside Memory Hole (HIM) Structure for Advanced Z-scaling of 3D Flash Memory
[NO] 544/1000 | Financial Benefit of Interchangeability of Power Transformers on the Eskom Standard Plinth
[NO] 545/1000 | AI-Based Risk Assessment of Alzheimer's Conversion Using Brain Age Prediction Models
[NO] 546/1000 | Co-Design of Dynamic Decoupling and Robust Control for High-Speed Magnetic Bearing Systems
[NO] 547/1000 | TID Induced Parametric Degradation of Commercial-Off-the-Shelf Electronics and their SEE Responses
[NO] 548/1000 | Interlayer and Band-Engineered Charge Trap Flash Enabling Low Voltage and Reliable Quad Level Operation
[NO] 549/1000 | IoT-Based Adaptive Low-Power Microgrid for Villages with Ring Main Theorem
[NO] 550/1000 | BidHub: A Flask-MongoDB based Real-Time Auction Platform
[NO] 551/1000 | LATTA: Langevin-Anchored Test-Time Adaptation for Enhanced Robustness and Stability
[NO] 552/1000 | &gt; 60 GHz Antenna-in-Package with Integrated Lead-Frame Thermal Path and Low-Dk/Df Molding for Multi-Chip Systems
[NO] 553/1000 | $\text{IMA}_{i}\text{Gen}$: A Cross-Modal Image-to-Music Generation with a Non-Deep Learning Core
[NO] 554/1000 | Automated Framework for Intelligent Interview Preparation and Evaluation
[NO] 555/1000 | Materials to Systems Co-Optimization (MSCO) Modeling Platform for PPA projections from Novel Material and Process Innovations Targeting Next Generation DRAM Technologies
[NO] 556/1000 | High-Efficiency Stratospheric Aerosol: Radiative Modeling of Silver-Doped Titania Nanoparticles for Solar Radiation Management
[NO] 557/1000 | A Near Zero-DC Readout Circuit for CMOS Image Sensors
[NO] 558/1000 | Machine Learning-Based Real-Time Cardiovascular Risk Assessment for Spaceflight: A Multi-Biomarker Approach Using Inspiration4 Mission Data
[NO] 559/1000 | Numerical Simulation of the Three-Phase Flow Characteristics of Solid-Liquid-Gas in the Filling Valve Based on CFD-DEM
[NO] 560/1000 | Characterization of SEEs on Gemini APU In-Memory Processors Under Heavy Ion Radiation
[NO] 561/1000 | GAN-Based Detection of Synthetically Generated Satellite Imagery
[NO] 562/1000 | Current-Sensor Fault-Tolerant Control for PMSM Drives via Offset-Free Phase Extended Generalized Integrator
[NO] 563/1000 | A New SCAN Method for Unsupervised Learning: Developing an Auto-Labeling Framework in Semiconductor Manufacturing_supp1-3692570.pdf
[NO] 564/1000 | A Novel Method to Evaluate Interfacial Pressure in Cable Joints using Dynamic Mechanical Analysis
[NO] 565/1000 | A Highly Integrated Primary-Side Zero-Voltage Switching Active Clamp Flyback Control IC for a 5-cm
                    <sup>3</sup>
                    5-V/1-A AC–DC Converter With Adaptive Frequency and Deadtime Control
[NO] 566/1000 | Ultrasound Slice-to-Volume Registration via Artifact-Suppressed Ultra-Feature Learning
[NO] 567/1000 | Learning-Assisted Proactive Reattachment in Tree-Structured VLC-VANETs
[NO] 568/1000 | A Low-Cost, Ultra Low-Power, and Scalable LoRa-Based Weather Balloon for Atmospheric Monitoring: A Bangladesh Perspective
[NO] 569/1000 | Self-SIDNet: A Self-supervised Network for Winter Arctic Sea Ice Drift Extraction from AMSR2 Passive Microwave Data
[NO] 570/1000 | Broad-Band Nolen Beamforming Matrix Inspired by Groove Gap Waveguide Technology for Multi-Beam Antenna Arrays in mmWave Satellite-Oriented Space Multiplexing Systems
[NO] 571/1000 | Finite Element Framework for Electrostatics and Optical Simulations in IGZO TFTs—Part 2: Application
[NO] 572/1000 | Robust Model Predictive Control of a Four-Switch Buck-Boost Converter for Fast Dynamic Response with Guaranteed ZVS
[NO] 573/1000 | From Keystrokes to Semantics: Acoustic Side-Channel Attacks on Typed Text Using Deep Neural Networks and Large Language Models
[NO] 574/1000 | Frequency Diversity 3D Printed DRA for Wireless Applications
[NO] 575/1000 | Integrative Analysis of Shared Molecular Signatures in Temporal Lobe Epilepsy and Alzheimer's Disease with Ligands Discovery Targeting SOD1
[NO] 576/1000 | EgoMDM: Diffusion-Based Human Motion Synthesis from Sparse Egocentric Sensors
[NO] 577/1000 | Machine Learning-Based Classification of Phishing Websites: Leveraging Website Behavior and Structure Features
[NO] 578/1000 | Scattering Aware Episodic Adaptation for Few-Shot HRRP ATR Using Large Language Models
[NO] 579/1000 | Neural Wave Propagation for Surgical Video Action Recognition: A New Dataset and Baseline
[NO] 580/1000 | Information of Opportunity-aided VI-SLAM for Enhancing Accuracy in Perpetual GNSS-Denied Environments Without Loop Closure
[NO] 581/1000 | MINE 2025–2026: Strong Global Engagement in Phase 1 and Exciting Opportunities Ahead [Education News]
[NO] 582/1000 | The First Desktop Computer: The History of the Olivetti Programma 101 [History]
[NO] 583/1000 | Frequency Domain Mixing and Boundary Modulation Network for SAR Small Target Detection
[NO] 584/1000 | Self-Reconfiguration of Modular Robotic Systems and Programmable Matter Using Reinforcement Learning
[NO] 585/1000 | Modeling and Verification of Reconfigurable Distributed Control Systems
[NO] 586/1000 | Would Learning Help? Adaptive CRC-QC-LDPC Selection for Integrity in 5G-NR V2X
[NO] 587/1000 | Direct Cardiac T1 Mapping with Subspace Modeling and Free-breathing Data Acquisition_supp1-3696845.pdf
[NO] 588/1000 | Anchor-Driven Compact Gaussian Splatting for Dynamic Scene Reconstruction_supp2-3695021.mp4
[NO] 589/1000 | Proposal and Experimental Evaluation of a Wire-Driven Flap-Type Non-Return Valve for Sampling in Small Lunar and Planetary Rovers
[NO] 590/1000 | Shape Classification of Consecutive Obstacles for Water-Driven Soft Robot Using Reservoir Computing
[NO] 591/1000 | Tunable Optical and Electronic Properties of Ca-Doped $\varepsilon$ - $\text{Ga}_{2} \mathrm{O}_{3}$: A First-Principles Study Toward Achieving $p$-Type Transparent Oxide Semiconductors
[NO] 592/1000 | Reflect3r: Single-View 3D Stereo Reconstruction Aided by Mirror Reflections
[NO] 593/1000 | Diffusion Feature Completion–Driven Textual Dual Distillation for Multi-modal Remote Sensing Classification with Missing Modality
[NO] 594/1000 | NOVA: A Self-Supervised Graph Framework for Real-Time Anomaly Detection in Internet of Vehicles_supp1-3696324.docx
[NO] 595/1000 | Quantum Depth-First Search-Based Reliability Assessment of Composite Generation and Transmission Systems
[NO] 596/1000 | RGS-DR: Deferred Reflections and Residual Shading in 2D Gaussian Splatting
[NO] 597/1000 | LegacyAvatars: Volumetric Face Avatars for Traditional Graphics Pipelines
[NO] 598/1000 | Continuous-Time Opinion Dynamics on Heterogeneous Multiple Interdependent Topics
[NO] 599/1000 | A Non-Contact Volume Measurement System using a RGB-D Camera
[NO] 600/1000 | Secure-BSM: Blockchain-Assisted Collaborative Misbehavior Detection in Vehicular Networks
[NO] 601/1000 | Predicting Student Performance in Architectural Visualization: A Random Forest Comparison of Core and Elective Student Groups
[NO] 602/1000 | Moodify AI: An Intelligent Air-Drumming System Using Computer Vision and Artificial Intelligence for Real-Time Musical Interaction
[NO] 603/1000 | Fake Review Detection Based on LOFD-EGCNN Model
[NO] 604/1000 | AgroSSL-Net: A Self-Supervised Deep Learning Framework for Crop Health Monitoring
[NO] 605/1000 | Enhanced Methane Production and Real-Time Nutrient Assessment in Automated Biogas Systems
[NO] 606/1000 | Uplink User Association and Resource Allocation in Integrated Terrestrial and Non-Terrestrial Networks
[NO] 607/1000 | A Multimodal Deep Learning Approach for Emotion-Aware Speech Recognition
[NO] 608/1000 | Structural Damage Assessment and Repair Estimation Using Convolutional Neural Networks
[NO] 609/1000 | Characterization and Compensation of Deadband Nonlinearities in a Scaled Hydraulic Excavator for Human-Machine Interface Research
[NO] 610/1000 | Research on Gear Deviation Patterns Based on Rolling Inspection Technology
[NO] 611/1000 | An Ultra-Fast 3P0V Multi-Level Cell Programming Algorithm for Inference Context Memory Storage (ICMS)
[NO] 612/1000 | A Study on Digital Twin-Driven Predictive Maintenance Methods for High-Speed Winding and Baling Equipment
[NO] 613/1000 | ADD-Net-MRI: An Explainable Deep Learning Approach for Early Alzheimer’s Detection
[YES] 614/1000 | Macro Block Optimization Floor Plan and Placement at Advanced 7nm Node Using Synopsys ICC2
[NO] 615/1000 | FindTogether: AI-Powered Missing Person Detection and Collaboration System with Social Dashboard
[NO] 616/1000 | How State Space Machines can help African Speech Language Identification
[NO] 617/1000 | Deep Learning for Soil Type Detection: A CNN Approach to Agricultural Insights
[NO] 618/1000 | Degradation State Assessment of Rolling Bearings by Integrating Mechanism Knowledge with Multi-Scale Temporal Convolutional Networks
[NO] 619/1000 | Solar-Powered Blackspot Alert System
[NO] 620/1000 | AI-Powered Cyber Defense Desktop Application with Real-Time Behavioral Analysis, Threat Intelligence
[NO] 621/1000 | CloudJump III: Optimizing Cloud Databases for Tiered Storage
[NO] 622/1000 | CLAPS: A Load-Aware Proxy Resource Pooling System for Reducing Resource Redundancy in Large-Scale Cloud Storage
[NO] 623/1000 | SAGE: Explainable Semantic-Aware Graph-Based Entity Integration for Heterogeneous Data Sources
[NO] 624/1000 | Clinical XAI: A Tutorial on Concepts, Methods, and Modalities from Linear Models to LLMs
[NO] 625/1000 | Heavy Ion-Induced Single-Event Effects in eGaN HEMTS
[NO] 626/1000 | Resource Allocation for Multi-Domain Network Slicing: A Transfer Learning Approach
[NO] 627/1000 | An Effective Classification of Potato Leaf Diseases Using Hybrid Deep Learning Schemes
[NO] 628/1000 | Advancements in Brain Tumor Analysis and Early Detection through MRI Imaging and Explainable AI Techniques
[NO] 629/1000 | An Effective CNN Multiresolution Framework for Covid-19 Diagnosis using Chest X-RAY
[NO] 630/1000 | Brain Tumor Detection and Classification from MRI Scans Using Deep Learning
[NO] 631/1000 | PCB Board Defect Sorting System Based on Improved Detection Algorithm
[NO] 632/1000 | Computation–Accuracy Trade-Off in Service-Oriented Model-Based Control
[NO] 633/1000 | Hybrid CNN–XGBoost Model for Endometrial Cancer Detection from Histopathological Images
[NO] 634/1000 | Adaptive Event-Driven Regime Modelling of Non-Stationary Rainfall Under Climate Variability
[NO] 635/1000 | Comprehensive Voice-Based Pain Level Classification Utilizing Convolutional Neural Networks (CNNs)
[NO] 636/1000 | Smart Farming: Eggplant Leaf Disease Detection through Fine-Tuned DenseNet201 Deep Learning Model
[NO] 637/1000 | Revolutionizing Cloud Security through Federated Learning for Next-Gen Healthcare Systems in South Africa
[NO] 638/1000 | Physics-Informed Neural Networks for Aerodynamic Shape Optimization: A Machine Learning Approach to Accelerating Aircraft Design
[NO] 639/1000 | Modelling Predictive Uncertainty for Reliable Traffic Flow Forecasting Using UA-STTFF Framework
[NO] 640/1000 | Research Review on UAV-Based Air-Ground Small Target Detection and Tracking
[NO] 641/1000 | The On-Robot Computing Needs of Embodied AI
[YES] 642/1000 | Interpretable Cross-Corner Timing Prediction Based on XGBoost-SHAP Solution
[NO] 643/1000 | Random Dense Knowledge Distillation for Continual Learning
[NO] 644/1000 | Compensation of Frequency Shift Induced by the Electron Layer in Relativistic Magnetron
[NO] 645/1000 | Conference Calendar
[NO] 646/1000 | Shadow Distance Analysis of Agrivoltaic System in Bangladesh: From Geometry to Simulation
[NO] 647/1000 | Adaptive IR-HARQ System With Deep Learning-Based Early Prediction for URLLC Service
[NO] 648/1000 | PreSFC: Predictive SFC Migration via Multi-slot Mobility Forecasting in MEC Networks
[NO] 649/1000 | Enhanced Circle Method for Discriminating Incipient Faults in Power Transformers Using Dissolved Gas Analysis
[NO] 650/1000 | Reconstruction of curing temperature field evolution in epoxy composite insulators based on sparse monitoring data and reduced order modeling_supp1-3696940.docx
[NO] 651/1000 | Dynamic Escaping Population Driven Evolutionary Algorithm for Multi-objective Optimization Problems with Deceptive Constraints
[NO] 652/1000 | Towards a Data-Driven Approach for Early Identification of at-Risk Students in Higher Education
[NO] 653/1000 | Knee Point-Guided Online Cooperative Path Planning for UAVs in Dynamic Multi-Objective Environments_supp1-3694877.pdf
[NO] 654/1000 | Communication-Constrained Remote Power Grid Resilience Enhancement: Coordinated Planning of Unmanned Aerial Vehicles and Mobile Energy Storage Vehicles
[NO] 655/1000 | A Compact Design of Branch-Line Coupler Based Reactively Compensated Parallel Coupled-Lines
[NO] 656/1000 | Temperature-Insensitive Pressure Sensor Based on Bending-Induced Strain Gradient in Fiber Bragg Gratings
[NO] 657/1000 | Integrating Pathway Enrichment with Graph Attention Networks for Pan-Cancer Classification
[NO] 658/1000 | Genetic Algorithm with Optimised Extra Tree Ensemble for Enhanced Intrusion Detection in IoMT Networks
[NO] 659/1000 | Enhancing Drug-Induced Liver Injury Prediction via Multi-Representation Molecular Images with Grad-CAM Explainability and Functional Group Attribution
[NO] 660/1000 | Accelerating Time-Evolving Multiphysics Uncertainty Quantification of Millimeter Wave Components Using Reusable Preconditioning
[NO] 661/1000 | Analysis and Optimization of Fluid Antenna-Aided Cell-Free Massive MIMO With Imperfect CSI
[NO] 662/1000 | Resolving the Buildup Dynamics of Noise-like Pulse in Mamyshev Oscillator
[NO] 663/1000 | Event-Triggered Impulsive Control for Nonlinear Systems: A Q-Learning-Enhanced Memory-Based Method
[NO] 664/1000 | Personalized Lattice Influence Maximization: Approximation Guarantees and Robustness
[NO] 665/1000 | VTMedSeg: Geometry-guided Vision-Text Model with Concept-aware Fusion for Medical Ultrasound Image Segmentation
[NO] 666/1000 | Probabilistic Sparse Attention and Adaptive Domain Modeling for External Defect Detection in Transformers
[NO] 667/1000 | Modular Synthesis of Coupled-Resonator Filters Using Divide-and-Conquer Paradigms
[NO] 668/1000 | Design and Characterization of a Tendon-Driven Soft Robotic Gripper for Lightweight Manipulation
[NO] 669/1000 | A Vision-Based Four-Cable-Driven Positioning System with Cascade Control: Experimental Evaluation
[NO] 670/1000 | Stomata-Inspired Reconfigurable Square Ring Slot Antennas for 5G Applications
[NO] 671/1000 | Dynamic Beam Position Partitioning and Layout Adjustment in LEO Beam Hopping Systems
[NO] 672/1000 | DDoS Attack Detection in Cloud Systems Using a Hybrid Stacked Ensemble
[NO] 673/1000 | Pixels to Pursuit: Reinforcement Learning-Based Control Strategies for UAV-AGV Collaborative Systems
[NO] 674/1000 | Adaptive First-Person Shooter: Real-Time Game Difficulty Adjustment Based on Player Stress Levels
[NO] 675/1000 | A Hyper-Heuristic Framework for Human-In-The-Loop Combinatorial Optimization
[NO] 676/1000 | Machine Learning Approaches for RADAR-Based Warhead Target Classification Under Clutter Conditions
[NO] 677/1000 | SCIGaussian-D: Dynamic Scene Reconstruction from a Single Snapshot Compressive Image
[NO] 678/1000 | 2026 International Conference on 3D Vision (3DV)
[NO] 679/1000 | GALA: Guided Attention with Language Alignment for Open Vocabulary Gaussian Splatting
[NO] 680/1000 | MawaNet: A Custom Deep Classifier for Credit Card Fraud Detection
[NO] 681/1000 | Optimizing Dropout in LLM Training: Performance Comparison of Fusion and Overlap
[NO] 682/1000 | Offline Local Search for Online Stochastic Bandits
[NO] 683/1000 | Copyright and Reprint Permission
[NO] 684/1000 | Fault Analysis and Improvement of the Load Reducer for Bolter Miner
[NO] 685/1000 | Defect Detection of Photovoltaic Cells Based on Improved YOLO11n
[NO] 686/1000 | A Structured Three-Stage Pipeline for Compositional Text-to-Image Generation with Editable Layouts and Object-Wise Attention
[NO] 687/1000 | Linguistic Biomarkers for Dementia Detection: A Comparative Study of Machine Learning Models
[NO] 688/1000 | A Topology-Oriented Review of GaN-Based High-Frequency DC-DC Converters
[NO] 689/1000 | Correct Wrong Path Simulation
[NO] 690/1000 | LightAD: A Lightweight Vision-Based Autonomous Driving System
[NO] 691/1000 | Evaluating the Risk of Storing and Transporting the Hydrogen Energy in Oman Using Multi-Criteria Decision Making
[NO] 692/1000 | Traffic Sign Detection Using CNN in Adverse Imaging Environments
[NO] 693/1000 | Intelligent IoT-Driven Predictive Indoor Air Quality Management Framework for Educational Environments using Multi-Sensor Integration and Cloud-based Machine Learning Analytics
[NO] 694/1000 | Performance Evaluation of Reliability Indices in Islanded Microgrids Under Renewable Uncertainty
[NO] 695/1000 | Novel Insights into the Role of Turbulent Fluxes and Diabatic Heating in Shaping the Spatiotemporal Structure of the Hadley Cell
[NO] 696/1000 | AI -Driven Cloud Storage Latency Reduction
[NO] 697/1000 | Hybrid CNN Architectures for Bengali Pitha Recognition: A Deep Learning Approach
[NO] 698/1000 | A Multi-Level Debiasing Framework for Mitigating Cultural Bias in Reviews Sentiment Analysis
[NO] 699/1000 | ChaosRetina: Chaos-theory Based Feature Extraction for Multi-Label Retinal Disease Classification
[NO] 700/1000 | LaViCoN: Language and Vision Cooperative Navigation for Assistive Mobile Robots
[NO] 701/1000 | AI in the Antenna Design Life Cycle: An AI-Assisted Systematic Review
[NO] 702/1000 | Multi-Axis Vision Transformer with Optimised Temporal Convolution for Oral Diagnosis
[NO] 703/1000 | A Vision-Guided Bin-Picking Method for Asymmetric Metallic Tubes Based on Image Segmentation and Convolutional Template Matching
[NO] 704/1000 | Comprehensive Inspection Techniques for Evaluating Mg Activation Anneal in p-GaN of GaN Power Devices
[NO] 705/1000 | MechGNN: A Graph Neural Network Framework for Learning Nanoparticle-Tumor Mechanical Interactions in Targeted Drug Delivery
[NO] 706/1000 | Exploring Interface State Density Variation in SiC MOSFETs Under Constant Voltage and Constant Current TDDB Stress Conditions
[NO] 707/1000 | Heart Disease Prediction Using Hybrid Quantum-Classical Machine Learning Models
[NO] 708/1000 | Hybrid Transformer Models for Multimodal Brain Tumor Detection and Grading
[NO] 709/1000 | Study of Temporal Deixis on the Corpus of LDP and Its Application to The LDP Identity Construction Analysis
[NO] 710/1000 | Lithium-Ion Battery Capacity Degradation Prediction Based on Variational Mode Decomposition and Cross-Modal Attention Network
[NO] 711/1000 | PPO-Based Dual-Layer Dual-Hole Pallet Insertion Without Inter-Layer Constraints Via Hierarchical Reinforcement Learning
[NO] 712/1000 | Absolute Phase Refinement Network Based on Multi-Task Joint Learning
[NO] 713/1000 | AI-Vision: Deep Learning Based Facial Recognition System
[NO] 714/1000 | NeuroDL-Net: A Unified Deep Learning Framework for Multi-Disease Neurodegenerative Detection Using EEG Signals
[NO] 715/1000 | An Intelligent and Efficient Framework for Brain Tumor Detection and Classification Leveraging Swin Vision Transformer and Quantum-Inspired Support Vector Machine
[NO] 716/1000 | An IoT-Based Online Detection and Diagnosis System for Water Ingress Risks in Elbow-Type Cables
[NO] 717/1000 | Design and Implementation of an Intelligent Educational Chatbot using Natural Language Processing
[NO] 718/1000 | Integrating Sentiment Analysis with Machine Learning for Cyberbullying Detection
[NO] 719/1000 | Ranking of Electrical Substation Sites using Simple Multi-Attribute Rating Technique (SMART)
[NO] 720/1000 | Exploratory Data Analysis(EDA) and Air Quality Forecasting for a City Using Random Forest
[NO] 721/1000 | Linearizability Alone Is Not Enough for Strict FIFO Semantics
[NO] 722/1000 | Sentinel: A Human-in-the-loop AI Framework for Electoral De-Duplication
[NO] 723/1000 | A Survey on Computer Vision Framework for Joint Detection in Athletic Movements
[NO] 724/1000 | Multimodal Knowledge Distillation on MRI-based Alzheimer’s Disease Detection with Clinical-Guided Teacher Learning
[NO] 725/1000 | Design of Radix-4 Booth (Radix 256 booth encoding) Multiplication Algorithm
[NO] 726/1000 | Improving Brain State Classification using Physics-Informed Convolutional Neural Networks
[NO] 727/1000 | Feature-guided non-normalized transformer optical image fusion
[NO] 728/1000 | Error Suppression and High-Precision Inversion Model for Infrared Measurement of Semiconductor Epitaxial Layer Thickness under Multi-Beam Interference Disturbance
[NO] 729/1000 | Author Index
[NO] 730/1000 | Author Index
[NO] 731/1000 | Table of Contents
[NO] 732/1000 | Stability Switching and Oscillation Regulation Strategies for Large-Scale Fractional-Order Neural Networks With Double Hubs and Multiple Delays
[NO] 733/1000 | Conditional Distributionally Robust Optimization for Look-Ahead Power Dispatch With Heterogeneous Uncertainties
[NO] 734/1000 | Development of a Novel Bistable Self-Holding Electromagnetic Actuator with Low Power Consumption for Electric Directional Valves
[NO] 735/1000 | A Novel Probabilistic Relay Selection Protocol for Buffer-Aided Cooperative Networks
[NO] 736/1000 | Video Depth Propagation
[NO] 737/1000 | A Framework for Reducing the Complexity of Geometric Vision Problems and its Application to Two-View Triangulation with Approximation Bounds
[NO] 738/1000 | A Controller-Centric ML-Driven Security &amp; Knowledge Plane for SDN–NFV Architectures
[NO] 739/1000 | Adversarial Defense Strategies for 6G PHY: A Comprehensive Survey
[NO] 740/1000 | Evaluating Multi-Agent Path Finding Algorithms for Modular Robot Reconfiguration
[NO] 741/1000 | LVCNet: Embedded Label-Vector Co-occurrence for Instance Segmentation of Concrete Bridge Surface Defects
[NO] 742/1000 | Globally Consistent RGB-D SLAM with 2D Gaussian Splatting
[NO] 743/1000 | RaCo: Ranking and Covariance for Practical Learned Keypoints
[NO] 744/1000 | Predictive Modeling of Women's Mental Health: Financial Confidence as a Humanitarian Determinant in Bangladesh
[NO] 745/1000 | Descriptor:
                    <i>University of Rhode Island Photovoltaic Battery Energy Storage SOC Tracking Dataset</i>
                    (URI-PBEST)
[NO] 746/1000 | Robust Filtering for Multi-Object Tracking Against Stealthy Measurement-Oriented Adversarial Attacks
[NO] 747/1000 | CVGD: Cross-View Guided Disentangler for Multi-View Radar Semantic Segmentation_supp1-3696605.pdf
[NO] 748/1000 | Conference Committee
[NO] 749/1000 | Multimodal Sentiment Analysis Using Late Fusion, Late Fusion Transformer, and Multimodal Transformer
[NO] 750/1000 | BodyContact4D: A Multi-view Video Dataset for Understanding Human and Environment Interactions
[NO] 751/1000 | Computational Investigation of Magnetophoretic Separation of Blood-Cell-Inspired Particles in Serpentine Microchannels_supp2-3695600.docx
