[2025-12-23 09:14:39] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-22
正在获取论文...
[arXiv] 2025-12-22 | Fourier dimension of imaginary Gaussian multiplicative chaos
[NO] 1260/1768 | Distributed Estimation under DoS Attacks for Multi-subsystems with Local Constraints
[NO] 1261/1768 | Leveraging Network Structure to Emulate Quantum Memory_supp1-3636661.pdf
[NO] 1262/1768 | Damping of Low-Frequency Oscillation for Grid-Forming Converters With DC-Link Voltage-Synchronization Control
[NO] 1263/1768 | Continuous Control-Set Model-Predictive Control for a Series-Wound DC Motor Drive
[NO] 1264/1768 | A Partly Isolated Three-Port DC–DC Converter With Improved Dual Phase Shift Modulation Strategy for Hybrid Energy Storage Systems
[NO] 1265/1768 | A Bidirectional LLC Resonant Converter With a Variable Inductor and Resonant Frequency Tracking for Wide Voltage Range Operation
[NO] 1266/1768 | Joint Beamforming for NOMA Assisted Pinching Antenna Systems (PASS)
[NO] 1267/1768 | ICORIS 2025 Ad Page
[NO] 1268/1768 | ICORIS 2025 Commentary
[NO] 1269/1768 | PSPE 2025 Preface
[NO] 1270/1768 | Beam Expansion for High-Power Transmission in Solid-Core to Hollow-Core Fiber Coupling
[NO] 1271/1768 | Study on Remote Sensing Inversion of Subsurface Chlorophyll in the South China Sea Based on Convolutional Neural Networks
[NO] 1272/1768 | Unveiling the Critical Role of Extinction Ratio in Four Wave Mixing Generation for GaP-OI Microresonators
[NO] 1273/1768 | A Novel Approach to Enhance Context-Aware Process Mining; Detecting Non-Conformance and Bottleneck Root Causes
[NO] 1274/1768 | Multi-motor Synchronous Control Algorithm Based on Single Neuron PID
[NO] 1275/1768 | Data-Driven Decision Making with Diverse Temporal Tastes Under Dataset Contamination: A Koopman-Based Approach
[NO] 1276/1768 | Research on the Dielectric Properties of Transformers in Low-Temperature Environments Based on Low-Temperature Detection Technology
[NO] 1277/1768 | Multiresolution Physics-Informed Deep Learning to Solve Electromagnetic Inverse Scattering Problems
[NO] 1278/1768 | Comparison of Deep Learning Models for Early Dementia Diagnosis
[NO] 1279/1768 | All-metal Corrugated Horn Antenna with Out-of-Band RCS Reduction
[NO] 1280/1768 | Application of GoogLeNet Architecture (Inception-V3) for Rice Seed Image Classification
[NO] 1281/1768 | Design of a Triple Band Near Perfect Terahertz Absorber for 6G Communication Systems
[NO] 1282/1768 | Nonlinear Switching and Discrete Solitons in Femtosecond Laser-Inscribed Photonic s-p Orbitals
[NO] 1283/1768 | Electro-Optic Modulation Comb at Telecommunications Wavelengths Using Multi-Stage Silicon Modulators
[NO] 1284/1768 | The Electromagnetic Pulse Coupling Characteristics of Aircraft Electronic Equipment Cable
[NO] 1285/1768 | Single to Quad-Motor Architectures in Battery Electric Vehicle Using MATLAB/Simulink
[NO] 1286/1768 | The Ranging Method of LFMCW Radar Based on the Improved Rife Algorithm
[NO] 1287/1768 | Combination Decoupling for Adjacent Antenna Elements Using Dual SRRs and T-Slot
[NO] 1288/1768 | A Dual-Polarized Omnidirectional Stepped Dielectric Resonator Antenna with Enhanced Gain and Bandwidth
[NO] 1289/1768 | Digital Health Challenges and Opportunities for Health-Care IT Professionals
[YES] 1290/1768 | AI Tactics, Now
[NO] 1291/1768 | Study of Lightning Response Characteristics of Lightning Arrester Based on Equivalent Circuit Model
[NO] 1292/1768 | Scalable Photonic Neurons for High-Speed Automatic Modulation Classification
[NO] 1293/1768 | Enhanced Flatness in 25 GHz Electro-Optic Frequency Combs via Precision Bias Control
[NO] 1294/1768 | Design of a Dual-Market Electricity Trading Mechanism for New Power Systems with High Share of Renewable Energy
[NO] 1295/1768 | AI-Driven Smart Traffic Management: Enhancing Urban Mobility with Predictive and Adaptive Intelligence
[NO] 1296/1768 | A Gamified Training System for the Attention Network with Broad Transfer Benefits
[NO] 1297/1768 | Photonics-Driven Terahertz Communication Systems Based on SiC/Si Platform Technologies
[NO] 1298/1768 | Compression Feedback Control Design for an Origami-Inspired Soft Robotic Arm
[NO] 1299/1768 | Denoise and Attend: An AE-Transformer Approach to EEG Emotion Recognition
[NO] 1300/1768 | Digital Technology Integration Gaps in the Adoption of Briquettes for Sustainable Energy
[NO] 1301/1768 | Automated SNOMED CT Concept Annotation in Clinical Text Using Bi-GRU Neural Networks
[NO] 1302/1768 | Energy-Latency Attacks: A New Adversarial Threat to Deep Learning
[NO] 1303/1768 | Cover
[NO] 1304/1768 | ISSC 2025 TOC
[NO] 1305/1768 | Table of Content
[NO] 1306/1768 | ICORIS 2025 Cover Page
[NO] 1307/1768 | Index of Authors
[NO] 1308/1768 | DFB fiber laser line narrowing due to self-injection locking in a hybrid cavity with random reflector
[NO] 1309/1768 | Slack Federated Adversarial Training
[NO] 1310/1768 | An Exact Analytical Method for Arbitrary Matter-Waveform Generation in Optical Lattices
[NO] 1311/1768 | Path Weaver ORAM: Improving ORAM Throughput via Random Path Scheduling
[NO] 1312/1768 | Performance and Complexity Analysis of RSMA in Asymmetric Mixed FSO/mmWave-RF Systems
[NO] 1313/1768 | Dual-Wavelength Modulated Photocurrent in Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /GaN Heterojunction for Multifunctional Optoelectronic Logic Gates
[NO] 1314/1768 | Towards Enhanced Precision Positioning with Parallel Intelligence and Reconfigurable Intelligent Surfaces
[NO] 1315/1768 | Quantum-Inspired Trust Scoring for Zero Trust Security: Concepts, Models, and Research Directions
[NO] 1316/1768 | Mask: An Efficient And Tunable Volume-pattern Hiding Algorithm
[NO] 1317/1768 | Zero-Shot Anomaly Segmentation via Query-Level Uncertainty Analysis
[NO] 1318/1768 | Anti CSI-Based Sensing During Communication: Performance Modeling and Comparison of Using RIS and Private Precoding
[NO] 1319/1768 | Voltage Regulation Enhanced Volt/VAR Control With Discretization-Timescale-Dependent Stability Condition in Active Distribution Networks
[NO] 1320/1768 | A Structure-Preserved Control Approach for Dynamic Load-Altering Attacks in Power Systems
[NO] 1321/1768 | A Survey on Stream-Based Architectures: From Accelerators to CPUs
[NO] 1322/1768 | ICORIS 2025 List Reviewer Page
[NO] 1323/1768 | 2025 IEEE Conference on Engaging Critical Workforce In co-Design aNd Assessment (ECWIDNA)
[NO] 1324/1768 | Optimal Slew Rate Design of Power Modulation for DC Series Arc Fault Detection and Extinguishing
[NO] 1325/1768 | A Blockchain-Envisioned Mailing System
[NO] 1326/1768 | Resource Management in LoRaWAN with Interpretability
[NO] 1327/1768 | Sliding mode control as an efficient method of synchronization of high-stability oscillators with 1 PPS signals
[NO] 1328/1768 | MicroEdge: An Online Optimization Framework for Cost-Efficient Microservice Orchestration in Edge Native Applications
[NO] 1329/1768 | A3-TTA: Adaptive Anchor Alignment Test-Time Adaptation for Image Segmentation
[NO] 1330/1768 | A Stability-Enhanced Feedback-Based Readout Circuit for Active-Matrix Resistive Sensor Arrays
[NO] 1331/1768 | PMLDU-Net: a deep learning based method for identifying plastic-mulched landcover using optical and SAR remote sensing images
[NO] 1332/1768 | Multipath-Enhanced Directional Modulation for Secure mmWave On-Body Communication
[NO] 1333/1768 | Complementary Online Learning Network for Probabilistic Load Forecasting Against Extreme Weather
[NO] 1334/1768 | Design and Implementation of Building a Small and Medium sized Enterprise Office LAN
[NO] 1335/1768 | Research on Cross-border Integration of Automotive Industry Data Based on Large Model Technology
[NO] 1336/1768 | Aspect-Based Sentiment Analysis of Indonesian ChatGPT Reviews with Multinomial Naive Bayes
[NO] 1337/1768 | Detecting Image Manipulation Using a ResNet50– SVM Hybrid Model
[NO] 1338/1768 | Design and Analysis of BIC-based High Quality Factor Planer Laser Cavity
[NO] 1339/1768 | Vertically Integrated Deep Ultraviolet Micro-Led Array With Photodetector for Stable and Compact Maskless Photolithography
[NO] 1340/1768 | Shortest Path Planning for Fleets of Delivery Drones: Evaluating the Benefit of Including a Temporal Dimension in the Routing Network
[NO] 1341/1768 | Novel Orientation Design and Jointly Optimal Resource Allocation for Mobile Receivers in MIMO-VLC-NOMA Systems
[NO] 1342/1768 | Observer-Based Consensus Control for Heterogeneous Multi-Agent Systems With Time-Delay: Theory and Air-Ground Platform Validation
[NO] 1343/1768 | From Geospatial Patterns to Ancient Signals: A Signal Based Framework for Archaeological Machine Learning
[NO] 1344/1768 | Structural Damage Identification via DTAAD with Multi-Vibration Sensors
[NO] 1345/1768 | A Machine Learning Approach to Predict and Analyze Student Academic Performance Using Random Forest and SVM with SMOTE for Imbalanced Data Handling
[NO] 1346/1768 | Commutation Failure Prevention Strategy of Inverter Side based on Controllable Capacitor
[NO] 1347/1768 | Research on Improved BlazePose based Bone Recognition Method for Power Operators
[NO] 1348/1768 | Exploring the Utilization of Perplexity AI for Academic Information Retrieval with Valid References Sourcing: A Study on Bina Nusantara Students
[NO] 1349/1768 | Research on Grid-Connected Photovoltaic Inverters with Active Filter Functionality
[NO] 1350/1768 | CLIP-Grasp: Multi-Modal Object Grasping Based on Language and Vision Integration
[NO] 1351/1768 | IoT Cybersecurity Risk Perception and Response Strategies Among Tech Startups in Saudi Arabia: A Data-Driven Study
[NO] 1352/1768 | Wet Etching of Low Loss Lithium Tantalate Waveguides and Heterogeneous Lithium Tantalate Integration
[NO] 1353/1768 | Telecoms Latency Analysis for Electrical Utility Applications including PTP
[NO] 1354/1768 | An AI-Based Framework for Scalable IPv4 Address Allocation in Large-Scale Fleet Networks
[NO] 1355/1768 | Control Panels in Hazardous Locations Compliance, Construction, and Protection Methods
[NO] 1356/1768 | Dual-Band Decoupling Network for Two Compact Antennas Based on a Combination of Hybrid Coupled Resonator and Transmission Line
[NO] 1357/1768 | Sentence Similarity Task Performance with Data Augmentation and Pre-trained Transformers
[NO] 1358/1768 | Autonomous Driving Using Spiking Neural Networks on Dynamic Vision Sensor Data: A Case Study of Traffic Light Change Detection
[NO] 1359/1768 | Application of Fuzzy Logic Mamdani to Optimize Traffic Light Timing at Intersections
[NO] 1360/1768 | A novel FDTD-PE-FDTD method for prediction of echo signals from maritime target
[YES] 1361/1768 | From Scenario to Case Model: Generating CMMN Models from Natural Language with Large Language Models
[NO] 1362/1768 | Retrofitting a Pepper Robot with Flownetwork*
[NO] 1363/1768 | Broadband Conformal Dual-polarized Phase-Reconfigurable Meta-atom
[NO] 1364/1768 | Experimental Investigation of Compact Electro-Optic Modulators Based on Meandered Thin-Film Lithium Niobate Waveguides
[NO] 1365/1768 | 2D Spatial Phase-Resolved Optical Coherence Microscopy for Extended Depth Ocular Tissue Imaging
[NO] 1366/1768 | Normalized Intrusion Convolution Kernel for Smart Perimeter Detection Using Mach-Zehnder Interferometer Fiber Sensors
[NO] 1367/1768 | Effective Numerical Aperture of Antiresonant Hollow Core Fibers
[NO] 1368/1768 | Signal Integrity and Power Integrity Simulation Optimization for High-Density SiP Packaging Products
[NO] 1369/1768 | Assessing the Success of Chatgpt in Higher Education: an Empirical Study of the Benefits and Impacts
[NO] 1370/1768 | Dynamic performance evaluation of test site turntable using time-domain analysis
[NO] 1371/1768 | Real-time Power System Graph Recommendation Technology Based on Machine Learning
[NO] 1372/1768 | Advanced Computational Models for Precision Agriculture: Deep and Reinforcement Learning for Predictive Soil Nutrient Management
[NO] 1373/1768 | An Effective UAV Complete Coverage Path Planning Method for Arbitrary Urban Environments
[NO] 1374/1768 | Adaptive Polarization Alignment for Polarization-Independent Gain in OPAs Using SPGD
[NO] 1375/1768 | Development of Distance Measurement Estimation Model for Specific Objects
[NO] 1376/1768 | Ultra-Wideband Signal Receiver Front-End Based on Modulated Wideband Converter Technology
[NO] 1377/1768 | Waveguide Grating on Lithum Niobate on Insulator for Electrically Modulated Filter
[NO] 1378/1768 | Experimental Investigation on No-Load Excitation Characteristics of Transformers under Dynamic Stray Current
[NO] 1379/1768 | Classification of Autism in Children Based on the Diagnostic and Statistical Manual of Mental Disorders (DSM-5) Using Support Vector Machine (SVM)
[NO] 1380/1768 | Study of Crosstalk Prediction Method for High-Voltage and Low-Voltage Wire Harnesses Considering Electromagnetic Parameter Dynamic Variations
[NO] 1381/1768 | ICVTTS 2025 Cover Page
[NO] 1382/1768 | Fuel-saving potential of a retrofitted diesel hybrid dual-mode train
[NO] 1383/1768 | A Highly Sensitive Sensor Based on Micro-Porous MOF for Detecting Humidity
[NO] 1384/1768 | Slope-Adaptive Gait Planning for the Powered Lower Limb Prosthesis: GRU-Based Coordination Mapping and its Application
[NO] 1385/1768 | Active Suspension Hydraulic Systems with Noise and Disturbances: A Novel Finite Time Variable Gain Control Method
[NO] 1386/1768 | SWONA: Small World Inspired Optimal Neural Architecture for Smart Neuropsychiatric Diagnostics
[NO] 1387/1768 | Low-Cost, High-Throughput Magnetic Characterization Tool for Irregular Soft Magnetic Specimens
[NO] 1388/1768 | ICAEA 2025 Index
[NO] 1389/1768 | Enabling Cost-Efficient LLM Inference on Mid-Tier GPUs With NMP DIMMs
[NO] 1390/1768 | Strategy-Proof Cost-Sharing Mechanism for Dynamic Adaptability Service in Vehicle Computing
[NO] 1391/1768 | Model Predictive Control for Energy-Efficient Path Following Control of AUVs
[NO] 1392/1768 | Modeling Mad Classification in Holy Quran Recitation Using MFCC Extraction Feature and CNN Algorithm
[NO] 1393/1768 | Smartwatch-Based Unobtrusive Continuous Anxiety Tracker for Evaluating Post-Stroke Patients' Quality of Life
[NO] 1394/1768 | Simulation of DC MRI Coils Using 2G HTS Tapes by the J-A Formulation
[NO] 1395/1768 | Wireless Channel Parameter Estimation for Millimeter-Wave Hybrid Beamforming Systems
[NO] 1396/1768 | Superior FeFET Reliability and Memory Window by Hybrid Solid-Solution/Superlattice HfZrOₓ and Interface Engineering
[NO] 1397/1768 | 3 nm CFET Process Design Kit for Advancing MOL-Aware Modeling for Precise Circuit Performance Analysis
[NO] 1398/1768 | A Quasi-Linear Harmonic Balance Model for Studying the Performance of Sideband-Separating SIS Receivers
[NO] 1399/1768 | Robust Channel Estimation for Noncoherent Magnitude-Based MIMO in Low-Cost Massive Machine-Type Communications
[NO] 1400/1768 | IEEE Journal on Translational Engineering in Medicine and Biology publication information
[NO] 1401/1768 | High-Efficiency Broadband Continuous Class-F Power Amplifier Using an Independent Harmonic Termination Load Network
[NO] 1402/1768 | A Theoretical Framework for Lightweight Communication Optimization in Federated Learning for Cloud Environments
[NO] 1403/1768 | Structured Data Extraction Method for Key Documents in Power Operation Sites
[NO] 1404/1768 | Study on High-Q Nonlinear Metasurfaces Based on Symmetry-Breaking-Induced Quasi-BIC
[NO] 1405/1768 | Dual-Band Pattern Diversity All-Textile Antenna Based on TM
                    <sub>00</sub>
                    and TM
                    <sub>10</sub>
                    Modes
[NO] 1406/1768 | Hybrid Fuzzy-RL Framework for Intelligent Customer Targeting in E-Commerce
[NO] 1407/1768 | Detection of Hazardous Materials in Skin Care Products Based on Product Packaging Label Images Using a CNN Model
[NO] 1408/1768 | 3D Photonic-Electronic Computing
[NO] 1409/1768 | Semiconductor Laser with Mode-Locking and Single-Longitudinal Bifunctional Operation
[NO] 1410/1768 | Cognition-Inspired Radar Jamming Identification and Suppression Technology
[NO] 1411/1768 | Research on Optimization Method for Low-Frequency Harmonic Suppression of Inverters Based on Random PWM
[NO] 1412/1768 | Research on Regional Distributed Photovoltaic Meteorological Information Calculation and Power Prediction Technology Based on Grid Division
[NO] 1413/1768 | Model Predictive Control Strategy with Adaptive Weight Adjustment in Humanoid Robots
[NO] 1414/1768 | Aging Evaluation of Transformer Oil-Immersed Insulation Combining Frequency Domain Spectroscopy and Support Vector Machine
[NO] 1415/1768 | Neuro-Adaptive Backstepping Control for Accurate State of Charge and State of Health Estimation in Lithium-Ion Batteries
[NO] 1416/1768 | Computer Vision-Based Pose Estimation for Student Engagement Detection: Trends and Challenges
[NO] 1417/1768 | Impact of Centrelink Recipients in Loan Eligibility Prediction Using ML Model
[NO] 1418/1768 | Bending Effect of Imaging Fiber Bundle Bending on Image Contrast in High-Resolution Microendoscopy (HRME)
[NO] 1419/1768 | Media Clock Recovery with Combination of Hardware and Software based Approach
[NO] 1420/1768 | A Spoof Surface Plasmon Polariton Duplexer for K/Ka-band Satcom
[NO] 1421/1768 | Man-in-the-Middle Attack Testing for PPTP VPN Security in an Intranet Setup
[NO] 1422/1768 | Evaluating the Impact of Reserved Instances vs. Spot Instances in DevOps Cloud Workflows
[NO] 1423/1768 | RF Energy Harvesting and Management for Autonomous Battery-free Wireless Microrobot
[NO] 1424/1768 | Modelling Medical Students with Engineering Students: Addressing the Knowledge Gap in User Studies
[NO] 1425/1768 | Radial Basis Function-Based Deadbeat Predictive Current Control of Brushless Dual Rotor Machines
[NO] 1426/1768 | Improved YOLOv8-based crack detection model for road bridges
[NO] 1427/1768 | Active Frequency Selective Surface with Tunable and Switchable Characteristics in Dual Bands
[NO] 1428/1768 | Decoupled MPC with Constrained Optimization for Enhanced Robot Manipulator Trajectory Tracking
[NO] 1429/1768 | Research on Condition Monitoring Method of Power Equipment Based on Infrared and Visible Image Fusion
[NO] 1430/1768 | Application of A Parallel hp-Adaptive FEM Solver for Radiation Problems in Antennas with Radome
[NO] 1431/1768 | Polarization-Aware Modular IR Apertures for Interference Mitigation in Multi-User Indoor Networks
[NO] 1432/1768 | A Switched-Capacitor Compute-in-Memory Ising Hardware Annealing Accelerator
[NO] 1433/1768 | Integrated Plasmonic Digital-to-Analog Converter, Using Broadband Low-Loss Electro-Absorption Hybrid Plasmonic Switches
[NO] 1434/1768 | Nanocavity-Engineered 2D Perovskite High-Speed Photodetectors with Robust Ambient Stability
[NO] 1435/1768 | A Study on Association Analysis of Electric Power Service Requests Based on Multimodal Semantic Similarity and Prompt Engineering for Large Language Models
[NO] 1436/1768 | Prototype for System Dynamics and Control Demonstration using a Setpoint Tracking Controller
[NO] 1437/1768 | Towards Transparent Cyber Threat Detection : A Systematic Literature Review on the Role of Explainable AI (XAI) in Information Security Risk Management (2018-2025)
[NO] 1438/1768 | A Blockchain-Based Reputation Borrowing Model to Address the Cold Start Problem for New Users in Real Estate
[NO] 1439/1768 | Shielding Characteristics of Aircraft Electronic Equipment Compartment Against Electromagnetic Pulse
[NO] 1440/1768 | Experimental Investigation on Temperature Compensated High Spatial Resolution Distributed Strain Measurement for Pipe Monitoring
[NO] 1441/1768 | Adaptive Timed Elastic Band-Yolo Local Path Planning for Ackermann-Steered Robots in Dynamic Unstructured Environments
[NO] 1442/1768 | Sentiment Analysis of Electronic Voting on Indonesia Election Using Machine Learning with Deep Learning Approach
[NO] 1443/1768 | Research On High Relative Permeability Compression Higher-Order Mode Dipole
[NO] 1444/1768 | Buckling and Stress Controlled RF MEMS Structures Using Annealing
[NO] 1445/1768 | Table of Contents
[NO] 1446/1768 | IEEE Power Electronics Society Publication Information
[NO] 1447/1768 | Accelerating the Iterative Solution for Multi-Angle Monostatic RCS via an AR Model-Based Initial Guess Prediction Method
[NO] 1448/1768 | Prescribed-Time Trajectory Tracking and Optimization for QUAVs Subject to Asymmetric Global Performance Constraints and Disturbances
[NO] 1449/1768 | AC Losses in Striated REBCO Stacked Tape Cables
[NO] 1450/1768 | Novel Compact Tactile Stimulator With Sensing: Designed for Individuals With a Brain Injury and MRI
[NO] 1451/1768 | Robust Dynamic Control With Null-Space Compliance Using a Disturbance Observer for Surgical Robot
[NO] 1452/1768 | DGNMF: Dynamic Diffusion Graph Nonnegative Matrix Factorization
[NO] 1453/1768 | Response of Boost Converters Under Fission-Spectrum Neutron and Gamma Radiation
[NO] 1454/1768 | The Asymptotic Behaviour of Information Leakage Metrics
[NO] 1455/1768 | POF+MADER: Trajectory Planner in Dynamic Environments with Improved Collision Avoidance
[NO] 1456/1768 | A Social Network-Based Algorithm for Crowdsourcing Task Diffusion
[NO] 1457/1768 | Physio-BP: Physiologically-Guided Dual Radar System for Continuous Blood Pressure Estimation
[NO] 1458/1768 | Single-Feed Multifunctional Reflectarray Enabling Quad-Polarization Switching and Wide-Angle Scanning
[NO] 1459/1768 | Adaptive Power Control Based on Interference Suppression for LEO Mega-constellation System
[NO] 1460/1768 | Asymptotic Phase Synthesis by Transport Maps -Part I Theory and Irrotational Linear Maps
[NO] 1461/1768 | Virtual-Real Integration in Unmanned Systems: Emerging Technologies, Applications, and Future Trends
[NO] 1462/1768 | TEXterity: Tactile Extrinsic deXterity_supp1-3644808.mp4
[NO] 1463/1768 | Graphene for Computing: Devices to Architectures
[NO] 1464/1768 | Adaptive Control Design for Agile Low-Altitude Helicopter Flight
[NO] 1465/1768 | Implementation of the UTAUT Model to Analyze Factors Influenching the Preservation of Local Language Using the CHATGPT Application
[NO] 1466/1768 | Ultrawide Bandgap Corundum-Structured Iridium Gallium Oxide via Pulsed Laser Deposition
[NO] 1467/1768 | Design and Verification of a Cage Antenna Based on Transient Metal Jet
[NO] 1468/1768 | Design of a Flexure-based Vibratome for Precision Tissue Cutting and Organ-Wide Imaging
[NO] 1469/1768 | A Solution Method for Target Near-Field Electromagnetic Scattering in an Infinite Medium
[NO] 1470/1768 | Electromagnetic scattering from random rough spherical surfaces
[NO] 1471/1768 | Integrating Quadriwave Lateral Shearing Interferometry and Multielectrode Array for Studying Cardiac Cell Function
[NO] 1472/1768 | Real-Time Interactive Web-Based Dashboard for Researcher Network Visualization and Intellectual Property Reporting Using the Streamlit Framework
[NO] 1473/1768 | The Role of Explainable AI in Knowledge Graph-Based Drug Repurposing: Bridging Trust and Discovery
[NO] 1474/1768 | Enhanced Receiver Operating Characteristics in Entanglement-Assisted LiDAR
[NO] 1475/1768 | Simultaneous Decoupling of Temperature, Pressure, and Refractive Index via Tilted Fiber Bragg Grating Written by Femtosecond Laser
[NO] 1476/1768 | Analysis of RCS Scattering Characteristics of Wind Turbine
[NO] 1477/1768 | Research on The Optimal Configuration and Operation Mode Assessment of Integrated Energy Systems
[NO] 1478/1768 | Optimization and analysis of energy storage capacity for high percentage wind power system based on CPLEX
[NO] 1479/1768 | Robust Verification Methodology for Radar-Based Rear Safety Automotive Functions
[NO] 1480/1768 | Design of an X-Band Quadrupler Chip with High Fundamental Suppression Based on CMOS Process
[NO] 1481/1768 | Integrated, Heat Resistant, Glass Waveguides with 0.01 \text{dB}/\text{cm}$ Bend Loss for $50-\mu \mathrm{m}$ Pitch Conversion in High-Density Optical Interconnects
[NO] 1482/1768 | Acoustic Signal Encryption Using Binary Polarization States of Light Beam
[NO] 1483/1768 | Design of a Protocol for Biomechanical Analysis of Amyotrophic Lateral Sclerosis Patients: an Exoskeleton-Based Study
[NO] 1484/1768 | Effect of Ground Plane Size on the Radiation Pattern of Dielectric Resonator Antenna
[NO] 1485/1768 | Dynamic Traffic Status Classification and Monitoring in Indian Metro Cities Using Edge-AI Computation
[NO] 1486/1768 | Coherent Control of Ultrafast Currents for Terahertz Magnetic Fields
[NO] 1487/1768 | Energy Consumption and Anti-Interference DualObjective UAV Path Planning Algorithm Based on A*
[NO] 1488/1768 | Controller Area Network (CAN) Sniffing and Mobile App Based Control of Vehicular Subsystems
[NO] 1489/1768 | Implementation of Support Vector Machine and Ensemble Random Forest Methods With Voting Classifier for Student Learning Style Classification “(Case Study : MAN 3 Padang Lawas)”
[NO] 1490/1768 | Recursive Digital Predistortion With Data-Driven Behavioral Modeling
[NO] 1491/1768 | Porcine Hind Leg X-Ray Segmentation Network Based on Two-Channel Multiscale Feature Enhancement
[NO] 1492/1768 | Testing the Phasor Measurement Unit Using Archival Data
[NO] 1493/1768 | Vision Based Pothole Detection In Challenging Scenario
[NO] 1494/1768 | A Blockchain-Based Framework for Evaluating User Identity Trustworthiness in Real Estate
[NO] 1495/1768 | A Tunable Frequency W-Band RF Unit for Spaceborne Applications
[YES] 1496/1768 | Implementation of PytoVHDL Framework for Automatic Code Transliteration and Acceleration of FPGA-based SoC Design
[NO] 1497/1768 | MXene Aerogel-Filled Honeycomb Structures for Broadband Absorption
[NO] 1498/1768 | Construction and Application of Offline Testing Environment for Power Dispatching System
[NO] 1499/1768 | Design of a three-dimensional nonorthogonal light field array based on Dammann gratings and Fresnel phase shifts
[NO] 1500/1768 | Monolithic GaSb-Based Waveguides for PICs at Mid-Wave Infrared Wavelengths
[NO] 1501/1768 | A Multi-Agent RAG Framework for Regulatory Compliance Checking of Software Requirements
[NO] 1502/1768 | Preface
[NO] 1503/1768 | Spatiotemporal Attention with Conditional Feature Modulation for Satellite-Based Solar Irradiance Prediction
[NO] 1504/1768 | All-Metal Ka-Band Dual-CP Antenna With Wide-Band and Low-Profile Characteristics for High-Speed Aircraft Applications
[NO] 1505/1768 | Open-Circuit Fault Diagnosis Method for Dual Three-Phase PMSM Drives Based on Common and Distinctive Features of Improved Fault Indices
[NO] 1506/1768 | Optimizing RSU Deployment in VANETs: A Branch-and-Benders Decomposition Approach Considering Information Timeliness Requirements
[NO] 1507/1768 | Separating Individual Respiration From Entangled WiFi Signals for Multi-User Authentication
[NO] 1508/1768 | Hydra: Support Dynamic BFT with Weaker Assumptions and Explicit Request Handling
[NO] 1509/1768 | MASCLoc: Multi-modal Adaptation with Signal Consistency for Localization
[NO] 1510/1768 | Research on the Power-Handling Capability of Latching Non-reciprocal Ferrite Phase Shifters
[NO] 1511/1768 | ICORIS 2025 Commentary
[NO] 1512/1768 | 2025 International Conference on Advanced Robotics and Mechatronics (ICARM)
[NO] 1513/1768 | Active RIS-Aided Anti-Jamming Wireless Communications: A Stackelberg Game Perspective
[NO] 1514/1768 | Pixel-Based CF-mMIMO: Addressing the AP Cooperation Cluster Formation in Fronthaul-Limited O-RAN Architectures
[NO] 1515/1768 | PRO-GO: Reference-Guided Protein Sequence Generation using Gene Ontology Terms
[NO] 1516/1768 | Pinching-Antenna Systems For Indoor Immersive Communications: A 3D-Modeling Based Performance Analysis
[NO] 1517/1768 | EvoREP: Evolving Reliable Ensemble of Proxies for Zero-Shot Neural Architecture Search
[NO] 1518/1768 | Monitoring and Evaluation of Energy Efficiency Measures on an Industrial AHU Using Portable Data Logging
[NO] 1519/1768 | Transforming Microgrid Flexibility Through a Dynamic and Modular Scalability Framework for Diverse Energy Applications
[NO] 1520/1768 | Hybrid CNN-Swin Framework for Detection and Classification of Potato Leaf Diseases
[NO] 1521/1768 | Implementation of Load Balancing on a Quiz Web Application Using the Least Connection Algorithm with Reverse Proxy Technique
[NO] 1522/1768 | Utilizing the C4.5 Algorithm to Evaluate Public Satisfaction for Village Administration System using Client-Server Based
[NO] 1523/1768 | The Role of AI-Driven MIS in Enhancing Strategic Management and Operational Efficiency in the Healthcare Industry
[NO] 1524/1768 | High-Efficiency Graphene Electro-Absorption Modulator on Silicon Nitride Photonic Platform
[NO] 1525/1768 | Bow-Tie Cavity Realization for Power Enhancement of the Excitation Laser in Photoacoustic Spectroscopy
[NO] 1526/1768 | $\text{TE}_{40}$-Based Multimode Interferometer for Optical Refractive Index Sensors
[NO] 1527/1768 | Power Station Overvoltage Prediction based on Heterogeneous Spatiotemporal Networks
[NO] 1528/1768 | Miniaturized Spectrometer with Angle Retrieval Ability Using CMOS-Compatible Metasurface Filters
[YES] 1529/1768 | Comparion of Source-Selection Between KNN-TDS Method and Median Z-Score in Multi-Source Cross-Project Defect Prediction Using Neural Network
[NO] 1530/1768 | Broadband and Low-Loss Silicon Polarization Splitter-Rotator Based on All-Rib Waveguides
[NO] 1531/1768 | Development of an Intelligent Autonomous Rover with Distributed Sensors for Speed Control and Obstacle Avoidance
[NO] 1532/1768 | Systematic Study of Sin Films Towards Cost-Effective and Low-Loss Photonic Applications
[NO] 1533/1768 | Design and Implementation of a Hybrid Solar-Grid Charging Infrastructure with IoT-Based Control
[NO] 1534/1768 | An Investigation on Composite EM Scattering by MoM-SBR-PTD Hybrid Technique
[NO] 1535/1768 | Analysis of Frame Current Protection in Case of Frame Leakage on AC Side of Rectifier
[NO] 1536/1768 | Best Practice for Mechatronics Curriculum Development: A Project-Based Learning Approach
