[2026-04-07 22:38:51] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-06
正在获取论文...
[arXiv] 2026-04-06 | Strongly Correlated Superconductivity in Twisted Bilayer Graphene: A Gutzwiller Study
[NO] 894/1614 | IEEE Computational Intelligence Society
[NO] 895/1614 | IEEE Journal of Biomedical and Health Informatics Information for Authors
[NO] 896/1614 | Hybrid Anomaly-Based Intrusion Detection System for SDN-Enabled IoT Networks
[NO] 897/1614 | Wearable Antenna Design for Medical WBAN Applications Supporting Next-Generation Wireless Systems (5G/6G)
[NO] 898/1614 | Method of Preventing Human Operator Errors Using Technology for Identifying Possible Problem Situations during Operation of ERP Systems
[NO] 899/1614 | Enhancement of User Query Processing in Distributed Databases
[NO] 900/1614 | A Canvas Framework for Participatory Design of Cultural Products Using Generative AI
[NO] 901/1614 | NILO: Nested Iterative Optimization for Video Bitrate Ladder Construction
[NO] 902/1614 | A
                    <scp>tom</scp>
                    : Efficient On-Device Video-Language Pipelines Through Modular Reuse
[NO] 903/1614 | Retraction Notice: Spatio Temporal Feature-based Weapon and Violence Detection from Video Surveillance using Deep Learning
[NO] 904/1614 | Retraction Notice: An IoT Based Electromyography Signal Transmission from sEMG Electrodes to Client's Server with ICT Infrastructure
[NO] 905/1614 | Retraction Notice: Nature Inspired Meta-heuristic Optimization Algorithms Capitalized
[NO] 906/1614 | Retraction Notice: To Discovery The Cloud Services Authentication An Expert Based System Using Multi-Factor Authentication
[NO] 907/1614 | Retraction Notice: An Efficient Approach for Secured Data Aggregation Against Security Attacks in WSN
[NO] 908/1614 | Retraction Notice: MAGRISYS: A SMART AND UBIQUITOUS CONTROLLED – ENVIRONMENT AGRICULTURE SYSTEM
[NO] 909/1614 | Retraction Notice: Monitoring System In Industry Using IoT
[NO] 910/1614 | Reviewer List
[NO] 911/1614 | Retraction Notice: Smart Access Control System For Covid Safety Smart Access Control System during Covid
[NO] 912/1614 | Validation of a High-Sensitivity Identification Algorithm for Cerebral Hemorrhage Cases Using Machine Learning Models in MID-NET
                    <sup>®</sup>
[YES] 913/1614 | Who’s Who? LLM-assisted Software Traceability with Architecture Entity Recognition
[NO] 914/1614 | Junctionless FinFET-based Hydrogen Gas Sensors: A Comprehensive Review of Design, Performance, and Reliability
[NO] 915/1614 | Audio Feature Based Rotation Speed Extraction of Washing Machine's Dehydration Stage
[NO] 916/1614 | Quadrifilar Helix Antenna Satellite Receiver Antenna
[NO] 917/1614 | Deep Learning for Automated Lung Nodule Detection in Low-Dose CT Scans
[NO] 918/1614 | Context-Aligned Large Language Models for Situational Awareness in Critical Grid Events
[NO] 919/1614 | AI-Enabled Innovation Management
[NO] 920/1614 | Design and calculation of LLC resonant converter
[NO] 921/1614 | Artificial Intelligence and Unemployment in Indonesia with a Panel Data Approach
[NO] 922/1614 | An Information System Analysis and Design of Private Tutoring at PT eBdesk Teknologi
[NO] 923/1614 | Physics-Based AR Framework for Realistic and Interactive Home Furnishing Visualization
[NO] 924/1614 | Efficient Visual Cyberbullying Detection via Knowledge Distillation from EfficientNet to Lightweight CNNs
[NO] 925/1614 | Effective Cleaning Process of Water Heat Exchangers and Water Jackets of Motors and Generators
[NO] 926/1614 | DeepTime: Meta-Learning Temporal Dynamics for Salesforce Opportunity Forecasting
[NO] 927/1614 | BRAIN-Net: CNN-based Brain Stroke Detection for Improved Diagnosis
[NO] 928/1614 | Design and Validation of Low Power High Efficient CMOS Ring Oscillator using CMOS Technology
[NO] 929/1614 | A Bipolar Stochastic Bitstream Generator Based on Linear Feedback Shift Register
[NO] 930/1614 | Advanced Synergetic and Lyapunov based nonlinear control for PEM Fuel Cell System
[NO] 931/1614 | Digital Pose Trainer for Posture Correction and Rehabilitation in Physiotherapy
[NO] 932/1614 | Deep Hybrid Vision System for Automated Clinical Grading of Diabetic Retinopathy
[NO] 933/1614 | Post-training Quantization without BN Statistics: A Data Free Approach
[NO] 934/1614 | Crop Pest and Disease Detection Based on a Multi-Dimensional Improvement of the YOLOv11 Model
[NO] 935/1614 | NNICE 2026 TOC
[NO] 936/1614 | Collaborative Opportunistic Maintenance Scheduling for Offshore Wind Farms Considering Cognitive Correction
[NO] 937/1614 | A Comprehensive Analysis of ML-Based Approaches for IC Yield Prediction
[NO] 938/1614 | AgroBots: Revolutionizing Irrigation with Intelligence
[NO] 939/1614 | Applying LLMs to the Classification of Cybersecurity Incident Tickets in a Few-Shot Scenario
[NO] 940/1614 | GAIN-Trans: A Hybrid GAN-Transformer Framework for Robust Missing Data Imputation in Stock Market Time Series
[NO] 941/1614 | Neural Network–Based Temporal Alignment of Heterogeneous Multisensor Signals
[NO] 942/1614 | Automated Fruits and Vegetables Detection: Enhancing Food Quality and Supply Chain Monitoring
[YES] 943/1614 | SQLBarber: A System Leveraging Large Language Models to Generate Customized and Realistic SQL Workloads
[NO] 944/1614 | MCP-AI: Protocol-Driven Intelligence Framework for Autonomous Reasoning in Healthcare
[NO] 945/1614 | On the Task of Detecting Defects in External Structures of Telecommunications Facilities
[NO] 946/1614 | GDFP-Net: A Parallel Feature Fusion-Based Network For Automatic Vessels Segmentation From Fundus Images
[NO] 947/1614 | A Data-Driven Approach for Sleep Stage Detection Using Machine Learning and Feature Selection Algorithms
[NO] 948/1614 | Auto Bore Cast – A RNN Driven Intelligent Borewell Drill Estimator
[NO] 949/1614 | Human Pose Recognition Algorithm Based on Radar-Visual Data Fusion
[NO] 950/1614 | Recent Advancements in Course Recommendation Systems in the Era of Large Language Models (2022–2025)
[NO] 951/1614 | Self-Supervised Multisensory Pretraining for Contact-Rich Robot Reinforcement Learning_supp1-3681156.mp4
[NO] 952/1614 | <i>FlockCounter:</i>
                    Automated Counting for Large-Scale Bird Flocks
[NO] 953/1614 | On Weighted Optimality of Excitation Trajectory for Inertial Parameter Identification With Hierarchical Importance
[NO] 954/1614 | Distributed Resource Allocation for Interference Mitigation in Heterogeneous WBANs: a Health-Adaptive Nonuniform Coloring Strategy
[NO] 955/1614 | GOF-Based DMI Integrated Solution to Seamless Navigation for Autonomous Vehicles During GNSS Outages
[NO] 956/1614 | Evolutionary Stackelberg Routing for Social Cost Reduction in Traffic Networks
[NO] 957/1614 | Model-predictive Vibration Reduction of a Suspended Cable-Driven Parallel Robot_supp1-3681158.mp4
[NO] 958/1614 | AdaSch: Load-Adaptive Scheduling for Accelerating Real-Time Edge Video Analysis With Diverse Inference Modes
[NO] 959/1614 | FedSecureFormer: A Fast, Federated and Secure Transformer Framework for Lightweight Intrusion Detection in Connected and Autonomous Vehicles
[NO] 960/1614 | Rateless Deep Joint Source-Channel Coding for Task-Oriented Image Communications
[NO] 961/1614 | High Input Impedance Chopper-stabilized Analog Front-end Based on Variable-capacitor Calibration for Bio-consumer Electronics
[NO] 962/1614 | Embedded Vibration Monitoring and Robust Closed-Loop Current Demodulation Using an Eight-State Square-Wave Scheme in Spun QWP-Based Reflective FOCS
[NO] 963/1614 | IPM-Net: An Interpretable Partial-level Matching Network for Few-shot Fine-grained Classification in Optical Remote Sensing Images
[NO] 964/1614 | Nonlinear Correction Method for Radiometric Consistency in Remote Sensing Images Based on Global Optimisation
[NO] 965/1614 | DPMVectorNet: End-to-End Ship Detection, Heading, and Velocity Estimation via Dual-Point Motion Vectors in Satellite Imagery
[NO] 966/1614 | Fault Isolation in Multi-Cell Series Battery System with Continuous Power Delivery
[NO] 967/1614 | An Imbalance-Aware Machine Learning Approach to Credit Card Fraud Detection Using SMOTE &amp; AdaBoost
[NO] 968/1614 | Revolutionizing Accessibility with Multi-Modal Text-to-Speech Conversion
[NO] 969/1614 | Traffic Signal Control Using Reinforcement Learning
[NO] 970/1614 | Swin Transformer with Bert Bi-Directional Co-Attention Framework for Visual Question Answering
[NO] 971/1614 | Joint Degradation-Aware Arbitrary-Scale Super-Resolution for Variable-Rate Extreme Image Compression
[NO] 972/1614 | Hybrid Deep Learning based Architecture for Cattle Disease Classification
[NO] 973/1614 | Bio-Inspired Variance Control: Decoupling Signaling Mode from Power Constraints in Neuromorphic Systems
[NO] 974/1614 | Fake Currency Detection using Image Processing and Machine Learning
[NO] 975/1614 | A Reconfigurable Metasurface for Real-Time Dynamic Control of EM Wave in Microwave Systems
[NO] 976/1614 | Zero-Shot Low-Light Enhancement via Coupled Retinex-Scattering Frequency Flows
[NO] 977/1614 | Efficient Influential Community Search over Dynamic Graphs
[YES] 978/1614 | CarbonWise CX: An Agentic AI Framework for Carbon-Aware Customer Support Analytics Using RAG and LLM-Based Code Generation
[NO] 979/1614 | EAP-LSTM: A Bi-LSTM-based Deep Learning Framework for Quantitatively Predicting Enhancer Activity in Drosophila and Human Cell Lines_supp1-3620986.pdf
[NO] 980/1614 | AquaFed: Ascending Quantized Federated Learning on Heterogeneous Devices
[NO] 981/1614 | Torque Analysis and Optimization Procedure of Spoke-Array PM Vernier Machines Considering Flux Density Harmonic Contributions
[NO] 982/1614 | Dual-Attention Weighting for Multi-Agent Collaborative Perception
[NO] 983/1614 | Allocation and Sizing of Distributed Energy Resources and Capacitor Banks Considering Network Reconfiguration through Multi-objective Optimization Algorithms
[NO] 984/1614 | Reduced On-Resistance and Jitter of GaAs PCSS with Low Optical Energy in Quasi-Linear Mode
[NO] 985/1614 | Design of a Physics-Informed Neural Network for PCF-Based Multi-Analyte Biosensors
[NO] 986/1614 | 2026 IEEE 18th International Conference on Advanced Trends in Radioelectronics, Telecommunications and Computer Engineering (TCSET)
[NO] 987/1614 | Retraction Notice: An Effective and Efficient Heart Disease Prediction Model Using Distributed High Performance Light GBM
[NO] 988/1614 | Retraction Notice: Enhanced DDOS Attack Detection Algorithm to Increase Network Lifetime in Cloud Environment
[NO] 989/1614 | Retraction Notice: Artifact Removal using Elliptic Filter and Classification using 1D-CNN for EEG signals
[NO] 990/1614 | Passing on Passwords
[NO] 991/1614 | Cross-Locomotion Task Generalization in sEMG-Based Gait Phase Prediction Using Artificial Neural Networks
[NO] 992/1614 | Reconstruct Then Match: An End-to-End Generative Match Framework for Efficient Semantic Relation Understanding
[NO] 993/1614 | Study on MPC Control Strategy of Autonomous Driving Semi-trailer Truck Fleet
[NO] 994/1614 | Retraction Notice: Enhancing Deaf Driver Safety: An IOT-Based Vehicle Sensing System
[NO] 995/1614 | The Ga-Scso Algorithm Approach for Breast Cancer Classification
[NO] 996/1614 | Development of a Smart Warehouse Logistics Virtual Reality (VR) Simulator for Experiential Learning in Logistics Education
[NO] 997/1614 | Mapping Digital Public Opinion on Prabowo Subianto's Un Speech: a Computational Analysis of Sentiment and Political Discourse
[NO] 998/1614 | Enhancing Security of QUIC Protocol and IoT
[NO] 999/1614 | SqueezeNet-Based Extraction of Compact Feature Vectors from Inspection Video Streams
[NO] 1000/1614 | Recall-First Temporal Routing for Low-Base-Rate IDS: Debuggable Unified Preprocessing and Low-Base FPR Evaluation Protocol
[NO] 1001/1614 | Port-Hamiltonian Modeling and Control Design for Single-Phase Pwm Rectifiers
[NO] 1002/1614 | RectLU: A Novel Activation Function Based on a Rectangle
[NO] 1003/1614 | Assessing Image Similarity with Color Histograms to Reveal Security-Related Distortions
[NO] 1004/1614 | Unified Compression of Point Cloud Geometry and Attributes through Variable-Rate Conditioning
[NO] 1005/1614 | RadixGraph: A Fast, Space-Optimized Data Structure for Dynamic Graph Storage
[NO] 1006/1614 | Uncertainty-Aware Federated Learning for UAV Predictive Maintenance: Confidence-Based Aggregation and Risk-Aware Scheduling
[NO] 1007/1614 | Adversary-Aware Synchronization Framework for Entanglement-Assisted QKD: Models, Taxonomy, and Adaptive Windowing
[NO] 1008/1614 | Synthetic Lipid Liquid Coolant Ratio Algorithm based on Multi-Objective Optimization and its Application in GPU Cluster Cooling
[NO] 1009/1614 | Calibration of a Six-Axis Force Sensor Based on a Bayesian Neural Network
[NO] 1010/1614 | Data Imputation and Performance Prediction of xEV Batteries Integrated with DC Microgrids
[NO] 1011/1614 | Lithium-Ion Battery Degradation in Coastal Climates
[NO] 1012/1614 | DuET-Shape: A Dual-Stream Evolutionary Topology Framework with Native Shapelets for Time Series Clustering
[NO] 1013/1614 | Superior Safety Helmet using a Standard Wearing Behaviour Detection Model based on Enhanced YOLOv5
[NO] 1014/1614 | Tuning of Integrated Terahertz Disk Resonators via Contactless Evanescent Loading
[NO] 1015/1614 | Closed Form Expressions for 2D Localization Problem in Electromagnetic Near-Field
[NO] 1016/1614 | A Hybrid AI-Powered Framework for Accurate Urban Flood Prediction and Real-Time Early Warning Systems
[NO] 1017/1614 | Enhancing Crop Disease Identification Using an Ensemble of Pretrained CNN Feature and SVM
[NO] 1018/1614 | A-MARL: Attention-Enabled Multi-Agent Reinforcement Learning For Scalable Cloud Load Balancing
[NO] 1019/1614 | AI-Enhanced Soil Microbial Diversity Analysis for Sustainable Agriculture Practices
[NO] 1020/1614 | Deploying Large AI Models on Resource-Limited Devices With Split Federated Learning
[NO] 1021/1614 | High-Sensitivity Dual-CSRR-Loaded SIW Sensor for Solid and Liquid Material Characterization at X-Band
[NO] 1022/1614 | DI3CL: Contrastive Learning With Dynamic Instances and Contour Consistency for SAR Land-Cover Classification Foundation Model_supp1-3678005.pdf
[NO] 1023/1614 | Modeling of Coupled Input-Force-Displacement Hysteresis in Pneumatic Artificial Muscles
[NO] 1024/1614 | Design and Experiments of Magnetic-Driven Drug Delivery Capsule Robot based on Magnetic Spring Mechanism
[NO] 1025/1614 | A Lightweight RAW Video Denoiser with Coarse Alignment and Imbalanced Noise Pre-training
[NO] 1026/1614 | A Machine Learning Framework for Identifying and Modeling Speed Governing Deficiencies in Hydropower Units
[NO] 1027/1614 | iDiffODE: Learning Continuous-Time Latent Dynamics for Generative Spatiotemporal Modeling
[NO] 1028/1614 | YOLOv8-Nano Driven Foot Stampede Prediction with Homography Mapping
[NO] 1029/1614 | WindFLOW: A Wind Foundation Model for Generative Temporal Super-Resolution
[NO] 1030/1614 | Semantic Segmentation of Drone Orthophoto Images
[NO] 1031/1614 | A Novel Metamaterial- Integrated Compact Multiband Antenna with Wideband Characteristics Using Intelligent Optimization Technique
[NO] 1032/1614 | Evaluation of Companding Technique for Signal Integrity
[NO] 1033/1614 | Examining Source Credibility and Parasocial Interaction as Drivers of Purchase Intention in Beauty Vlogger Content
[NO] 1034/1614 | Optimized Framework for Merging Navigable Small-World Graphs: Balancing Efficiency and Search Performance
[NO] 1035/1614 | A Distributed Matching Framework for Low-Latency Cooperative Data Uploading in Smart Construction Sites
[NO] 1036/1614 | YOLO-FM: A Method for Detecting Pine Wilt Disease Infected Timber Based on Optimized YOLOv11
[NO] 1037/1614 | Knowledge-Injected Optimization Framework for Heavily-Constrained SPMT Layout of Offshore Decks
[NO] 1038/1614 | A Streamlined Deep Learning Framework for Vineyard Yield Estimation
[NO] 1039/1614 | A Wavelet-Enhanced Convolutional TimesNet for Interval Forecasting of Thermal Power Generation
[NO] 1040/1614 | A Correlation-Aware and Dynamic Multi-Level Fusion Approach for Multimodal Relation Extraction
[NO] 1041/1614 | Contextualizing Decisions in the Monarchy of Healthcare through Traceable Patient-Level Evidence
[NO] 1042/1614 | Design and Implementation of a Hybrid IoT-Enabled Solar-Powered Wheelchair and Patient Monitoring System for Physically Challenged Individuals
[NO] 1043/1614 | VehicleTracker: A Real-Time ALPR System for Multi-Point Vehicle Tracking
[NO] 1044/1614 | Confusion and Diffusion Reinforced Image Encryption with Henon-Osprey Optimization
[NO] 1045/1614 | Low-Latency Network Task Scheduling via Graph-Aware Reinforcement Learning
[NO] 1046/1614 | AI is a Memory Hog: Its Demand Threatens Whole Categories of Electronics
[NO] 1047/1614 | News
[NO] 1048/1614 | Exploring the Viability of Space on Wheels: Trends, Preferences, and Market Factors Shaping Mobile Science Education
[NO] 1049/1614 | Research on Indoor Obstacle Avoidance Method of UAV Based on Reinforcement Learning
[NO] 1050/1614 | A Bidirectional Integrated Equalizer Based on CLLLC Converter for Series-Connected Supercapacitor String
[NO] 1051/1614 | GHz Rate, Watt-Level Femtosecond All-Fiber MOPA System based on Optoacoustically Mode-locked Soliton Fiber Laser with Apodization Filtering
[NO] 1052/1614 | Fine Imaging Method of THz-ViSAR on Sub-aperture Range Migration Algorithm and Distinctive-point Map Drift Algorithm
[NO] 1053/1614 | High-temperature performance of all-diamond solar-blind UV photodetector with BDD electrodes
[NO] 1054/1614 | Post Fault Stability Assessment in Distribution System Using Sliding RMS and Phase Angle Methods
[NO] 1055/1614 | Miniaturized Wide Band Dual L-Slot on-Chip Antenna with Enhanced Gain for 5G Applications
[NO] 1056/1614 | The Effect of Depth of E-Commerce Reviews on Trust through Utilitarian and Hedonic Values
[NO] 1057/1614 | Scalar Precoding for Topological Interference Management with Heterogeneous Erasures
[NO] 1058/1614 | Phased UAV Swarm Mission Reliability Assessment Considering Cascading Failures
[NO] 1059/1614 | Unraveling the Degradation Mechanisms of AlGaN-Based UVC-LEDs: A Comprehensive Analysis
[NO] 1060/1614 | RSMA-Enhanced Robust Weighted Secrecy Rate for HRIS-aided Near-Field Communications
[NO] 1061/1614 | Adaptive Multi-Kernel Attention Framework for Multimodal Healthcare Data Integration and Disease Classification
[NO] 1062/1614 | Modeling the Changes in the Current–Voltage Characteristics of Vertical GaN-on-GaN p-i-n Diodes Under Electrical Stress
[NO] 1063/1614 | Intent-Driven 6G Communication Framework for RIS and Spectrum Leasing
[YES] 1064/1614 | Hardware-Friendly Algorithm Optimization and Acceleration for 8K UHD Image and Video Broadcasting
[NO] 1065/1614 | Path Planning Considering Artificial Potential Fields Based on Trajectory Prediction
[YES] 1066/1614 | ExplainChain-SE: A Lightweight Benchmark for Explainable Debugging with Reasoning-to-Repair Alignment
[NO] 1067/1614 | Endogenous Interface Pricing for Consistent Transmission–Distribution Co-Optimization with Discrete Distribution Controls
[NO] 1068/1614 | Adaptable Variational Information Bottleneck for Task-Oriented Edge Inference
[NO] 1069/1614 | A Survey on Interaction-Aware Decision-Making for Autonomous Driving: Challenges, Solutions, and Perspectives
[NO] 1070/1614 | VSR-Bench: An Open-Source Platform for Browser-Native Real-Time VSR Evaluation in WebRTC
[NO] 1071/1614 | Retraction Notice: Sensors Systems for Traffic Congestion Reduction Methodologies
[NO] 1072/1614 | Retraction Notice: Solar Powered Automatic Irrigation Monitoring System
[NO] 1073/1614 | Retraction Notice: An Effecient Model for Plant Disease Identification
[NO] 1074/1614 | Fault Analysis and Pilot Protection Scheme for Various Single-Phase Line Breaks in Resonant Grounding Systems
[NO] 1075/1614 | Table of Contents
[NO] 1076/1614 | Retraction Notice: Automatic Detecftion of White Blood Cancer From Blood Cells Using Novel Machine Lerning Techniques
[NO] 1077/1614 | Call for Special Issues/Sections
[NO] 1078/1614 | Explainable Multi-Stage Self-Supervised Learning Framework for Intelligent Fault Diagnosis
[NO] 1079/1614 | Exploring Tourist Behavior and Usability Improvement for Smart Tourism in Secondary Cities: A Case Study of Lamphun Province
[NO] 1080/1614 | Slice-and-Align for Clothes-Irrelevant Features: A Clothes-Changing Person Re-Identification Approach Without Additional Input
[NO] 1081/1614 | Enhancing Recruitment Efficiency through a Performance-Driven AI Agent Workflow for Automated Resume Screening
[NO] 1082/1614 | Surveillance Data Processing in a Multi-Radar Localization System
[YES] 1083/1614 | Revisiting Vulnerability Patch Identification on Data in the Wild
[NO] 1084/1614 | Doppler-Domain Warping and Resampling for Semi-Static Human Occupancy Detection Using Low-Resolution SIMO FMCW Radar
[NO] 1085/1614 | Methodological Aspects of Financial Competence Formation in the Structure of Supra-Professional Skills of Engineering Personnel
[NO] 1086/1614 | Object Identification Under Known Dynamics: A PIRNN Approach for UAV Classification
[NO] 1087/1614 | Design of an on-Chip Microring Resonator Based Silicon Photonic Sensor
[NO] 1088/1614 | Single Event Upset Characterization in the Control Path of RISC-V Processor Core
[NO] 1089/1614 | Scalable Clustering Over High Dimensional Vector Streams
[NO] 1090/1614 | Boosting Fine-Grained Aircraft Detection with Fine-Grained Language Knowledge
[NO] 1091/1614 | Copyright Page
[NO] 1092/1614 | An Autoencoder-based Feature Selection with Optimized Reconstruction Loss and Feature Scoring
[NO] 1093/1614 | DL-TPS: Fast Invertible 3D Thin-Plate Spline Deformation Method Based on Deep Learning
[NO] 1094/1614 | Adaptive Robust GNSS/INS Tightly-Coupled Navigation and Positioning for Off-Road Hovercrafts Using Extended Kalman Filtering
[YES] 1095/1614 | NLD-LLM: A systematic framework for evaluating small language transformer models on natural language description
[NO] 1096/1614 | Evaluating Machine Learning and Deep Learning Approaches for Binary Sentiment Classification
[NO] 1097/1614 | A YOLO and Transformer-based Smart Scan Framework for Lung Disease Identification in Radiographic Imaging
[NO] 1098/1614 | Deep Learning-Enhanced Edge-AI Architecture for Autonomous Drone-based Traffic Flow Prediction and Congestion Management
[NO] 1099/1614 | Research on Bill Image Text Detection Based on Adaptive Scale Fusion and Feature Enhancement
[NO] 1100/1614 | Deep Learning for Third Molar Segmentation: An Empirical Analysis on Dental Radiographs
[NO] 1101/1614 | Towards Interpretable Monitoring in Agriculture: a Multi-Task Collaborative Deep Network for Crop Disease Diagnosis
[NO] 1102/1614 | Patron
[NO] 1103/1614 | Cervical Cancer Prediction using Deep Learning Algorithms
[NO] 1104/1614 | A Hybrid GWO-CatBoost Model for Predicting Electricity Consumption in Commercial and Residential Buildings
[NO] 1105/1614 | Influence of Stratified Variable Encoding on Quality of Mortality Prediction in Systolic Heart Failure
[NO] 1106/1614 | An Attention-Guided RFCN Framework for False Positive Reduction in Lung Nodule Detection
[NO] 1107/1614 | Comparative Study of Tree-Based Ensembles, CNN–LSTM, and State Space Model for Photovoltaic Power Forecasting
[NO] 1108/1614 | A Multi-Layer Blockchain Architecture with Diffie-Hellman Key Exchange for Secured IoT Communication
[NO] 1109/1614 | Proactive Make-Before-Break Handover Using Signal Degradation Prediction for Robust Urban Mobile Sensing Systems
[NO] 1110/1614 | Enhancing Smart Grid Observability through Optimal PMU Placement using Nonlinear Programming
[NO] 1111/1614 | Deep Learning based HAR for Monitoring Physical Activity of Patients
[NO] 1112/1614 | IPD-YOLO: Resource-Efficient Real-Time Detection Framework for Cotton Pest Management
[NO] 1113/1614 | SHAP-Optimized Explainable Computational Intelligence Models for Interpretable Chemotherapy Adverse Event Prediction
[NO] 1114/1614 | SchemaRAG: A Schema-aware Retrieval-Augmented Generation Framework for Text-to-SQL
[NO] 1115/1614 | FractureNet: Hybrid YOLOv11 and Vision Transformer Framework for Micro-Fracture Detection
[NO] 1116/1614 | Adaptive Clustering and Cluster Head Selection in VANETs Using Semantic Embeddings and Weighted CRITIC
[NO] 1117/1614 | Scalable Privacy-Preserving Shortest Path Distance Computation via 2-Hop Labeling in MPC
[NO] 1118/1614 | Impact of Deep-Level Traps on Carrier Mobility in
                    <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    MOSFETs
[NO] 1119/1614 | Non-Dominated Sorting Dynamic Programming-Based Multi-Objective Driving Path Planning in Closed Parks
[NO] 1120/1614 | A 22.7–30.6/35.8–43.2GHz Linear Power Amplifier With Transformer-Based Band-Selective Network
[NO] 1121/1614 | Sliding Finite Window Codes: Near-Optimality and Q-Learning for Zero-Delay Coding
[NO] 1122/1614 | Balancing Accuracy-Latency Tradeoff in Hybrid Approximate-Delayed Computing Systems
[NO] 1123/1614 | Patient-Specific In-vivo Dynamic Motion of Ascending Thoracic Aortic Aneurysms from Cine CTA
[NO] 1124/1614 | Drift-Resilient Hybrid Feature Learning Framework for Accurate Mixed Industrial Gas Classification Using Chemical Sensor Arrays
[NO] 1125/1614 | SWMT: A Sliding Window Merkle Tree with Delayed Writes for Scalable Blockchain State Management
[NO] 1126/1614 | Regulatory Contextual Integrity: Adaptively Regulating Privacy as Contextual Integrity
[NO] 1127/1614 | Automated Human Activity Recognition Using Multiple Contactless Ultra-Wideband Radar Signals and Time–Frequency Representations
[NO] 1128/1614 | Unsupervised False-Alarm-Controllable Change Detection in Heterogeneous Remote Sensing Images Based on Copula Theory
[NO] 1129/1614 | Ku-band Tile-based Metal-only Mechanically Controlled Two-dimensional Beam-Scanning Circularly Polarized Reflectarray
[NO] 1130/1614 | A 0.4V 1.9-nW Bulk-Driven Cascode OTA Achieving 75-dB DC Gain With Replica-Bias Assisted PVT Robustness
[NO] 1131/1614 | A Novel PID Design Method via Model-Based Reinforcement Learning Algorithms
[NO] 1132/1614 | MUFNet: A Mamba-Based Uncertainty-Aware Fusion Framework for Fine-Grained Satellite Hyperspectral-LiDAR Tree Species Mapping
[NO] 1133/1614 | QIMarker: Can Watermark Embedding Improve Image Quality?
[NO] 1134/1614 | Engineering AIOps Controllers for High-Performance Software Operations: an Action Design Research Study
[NO] 1135/1614 | Inverse-Designed Broadband and Compact $TE\_{N}$ to $TE\_{0}$ Mode Converters via Optimized Bezier Curves
[NO] 1136/1614 | Sensitivity at the Edges of the Finger Enables Mixed Reality Force Feedback
[NO] 1137/1614 | Two Phase Multi-Task Learning for Cybersickness Prediction and Adaptive Reduction
[NO] 1138/1614 | GenTouchVR: Generating a Touchable Virtual Reality Environment from a Single Image
[NO] 1139/1614 | Advertisement
[NO] 1140/1614 | Monitoring the Long-term VIIRS Calibration Performance at the NIR and SWIR Bands for Ocean Color Remote Sensing
[NO] 1141/1614 | Hardware implementation of configurable chromatic dispersion model for real-time optical fiber communication simulation systems
[NO] 1142/1614 | Ultra-High Sensitivity Fiber Optic Microphone Based on Geometry-Induced Mechanical Compliance
[NO] 1143/1614 | Towards Robot Skill Learning and Adaptation with Gaussian Processes
[NO] 1144/1614 | Misconception-Aware Prompting Can Generate Authentic Analytical Multiple-Choice Questions
[NO] 1145/1614 | Intelligent Bank Customer Churn Prediction: An AI Ensemble Approach Using Neural Networks and TabPFN Foundation Models
[NO] 1146/1614 | Honest Teacher Knowledge Distillation: A Framework for Uncertainty-Aware Model Compression Using Gaussian Processes
[NO] 1147/1614 | Collaborative SOH Estimation for Lithium-ion Batteries by Integrating both Charging and Discharging Profiles
[NO] 1148/1614 | A Robust Model Predictive Current Control Using Cascaded Structure of Noise-Resilient Augmented Observer with Adaptive Data-Driven Iterative Harmonic Identification for PMSM Drives
[NO] 1149/1614 | A two-stage method for aircraft engine fault detection based on change point
[NO] 1150/1614 | TCSET 2026 Cover Page
[NO] 1151/1614 | Retraction Notice: Lifetime Enhancement Using Sleep Switch Over In Wireless Sensor Networks
[NO] 1152/1614 | Retraction Notice: Energy Optimized Node Level Trust Based Data Transaction in Wireless Sensor Network
[NO] 1153/1614 | Retraction Notice: Implementation of Image Enhancement and Image Segmentation In Disease Diagnosis (Lung Cancer)
[NO] 1154/1614 | IEEE Transactions on Neural Networks and Learning Systems Information for Authors
[NO] 1155/1614 | Graph-Based Representation Learning with Beta Uncertainty for Enhanced Multimodal Emotion Recognition_supp1-3678321.pdf
[NO] 1156/1614 | Quizzing: Exploring the comprehensive benefits of quizzing in college classrooms
[NO] 1157/1614 | Feature Optimization Approach Arcface-Based Surveillance Face Recognition
[NO] 1158/1614 | Selection of Suitable Battery Technologies for Electric Vehicles Using Entropy Weight and EDAS Methods
[NO] 1159/1614 | Signal Processing Techniques for Enhanced Performance of FMCW Radar Altimeter
[NO] 1160/1614 | Using ADDIE Model to Develop Digital Educational Game for Teaching Permutation Concept
[NO] 1161/1614 | Applying the ADDIE Model to Develop a Phygital Pretend Play Learning Kit for Enhancing Wellbeing in Early Childhood Education Through Playful Learning
[NO] 1162/1614 | Application of Convolutional Neural Networks for Enhancing Gemstone Classification Performance
[NO] 1163/1614 | Reliability in Industry-Academia Assessment: A Framework for Validating Competencies in IT Education
[NO] 1164/1614 | Classifying Burmese (Myanmar) Medical Reviews Using Synthetic Data Approach
[NO] 1165/1614 | An Explainable Dynamic Few-Shot Learning Framework for GERD and Polyp Detection in Endoscopic Imaging
