[2026-06-23 23:08:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-22
正在获取论文...
[arXiv] 2026-06-22 | Lift4D: Harmonizing Single-View 3D Estimation for 4D Reconstruction In-the-Wild
[NO] 1429/1964 | Optimizing Microgrid Operation for Sustainable and Cost-Effective Energy Management
[NO] 1430/1964 | A Comparative Study of Convolutional Neural Networks and Vision Transformers for Automated Traffic Sign Condition Assessment
[NO] 1431/1964 | Physiological Signal Analysis and Early Warning Model Construction for Intelligent Motion Monitoring
[NO] 1432/1964 | Dual-Branch Fourier Image Dehazing Method for Frequency Domain Feature Enhancement
[NO] 1433/1964 | Adversarial Reinforcement Learning for Detecting False Data Injection Attacks in Vehicular Routing
[NO] 1434/1964 | An Adaptive Attention-Based Transformer-TCN Framework for Intelligent Fault Detection in Industrial IoT Communication Networks
[NO] 1435/1964 | MRTPO-FJSP: A Multi-Resource Three-Phase Operation Flexible Job Shop Problem for Manufacturing Cyber-Physical Systems
[NO] 1436/1964 | An Explainable Human-Centered Federated Generative Intelligent Tutoring System for Sustainable Education
[NO] 1437/1964 | Adaptive Feature Extraction and Intelligent Discrimination Algorithm for Multi-Source Spectral Data of Organic Reaction Processes
[NO] 1438/1964 | AI-Powered Multi-Agent System for Smart Manufacturing Automation: A Comprehensive Review
[NO] 1439/1964 | Spatio-Temporal Graph Neural Network with Global Spatio-Temporal Network for the Traffic Flow Prediction
[NO] 1440/1964 | Real-Time Identification and Early Warning of Financial Anomalies Empowered by Computer Big Data Intelligent Algorithms
[NO] 1441/1964 | An EEG-Based Prognostic Framework for Early Neurodegenerative Risk Screening
[NO] 1442/1964 | Dynamic Offloading and Resource Scheduling Strategies for Computing Tasks in Edge Computing Environments
[NO] 1443/1964 | Cover Page
[NO] 1444/1964 | Optimisation of Equipment Maintenance Strategies Based on Deep Learning
[NO] 1445/1964 | JustClipAI: An Automated Query-Based Framework for Surveillance Video Summarization
[NO] 1446/1964 | A Scalable Blockchain-IPFS Architecture for Encrypted Electronic Medical Records with Rolebased Smart Contract
[NO] 1447/1964 | Secure and Privacy Preservation Techniques Using Support Vector Machine with Stochastic Depth Layer
[NO] 1448/1964 | A Communication-Efficient Compression Method for FedDyn Federated Learning Models
[NO] 1449/1964 | Front matter
[NO] 1450/1964 | Deepfake Video Detection Using CNN with GRU
[NO] 1451/1964 | Table of Contents
[NO] 1452/1964 | Production and Performance Characterization of Ground Glass Pozzolan Derived from Utah Mixed Waste Glass
[NO] 1453/1964 | Privacy-Aware Data Sharing Using Improved Distributed Ledger Technologies in Intelligent Communication Networks
[NO] 1454/1964 | Bridge Arm Multiplexing Bidirectional AC−DC Converter and Design Considerations
[NO] 1455/1964 | Adaptive Closed-Loop Robotic Grasping via Causal Reasoning and Hierarchical Meta-Reinforcement Learning_supp2-3705119.mp4
[NO] 1456/1964 | Physics-Guided Cross-Attention Framework for Real-Time Voltage Stability Assessment
[NO] 1457/1964 | Adaptive FOPID-CSA Based Voltage Control Strategy for a Remote Microgrid System
[NO] 1458/1964 | FCOS: A Two-Stage Recoverable Model Pruning Framework for Automatic Modulation Recognition
[NO] 1459/1964 | Estimating City-Scale Pedestrian Movement With Sensor Networks for Count Data_supp1-3703235.pdf
[NO] 1460/1964 | Communicating the Value of Publicly Funded Science
[YES] 1461/1964 | Modular Substructural Constraints for Embedded DSLs
[NO] 1462/1964 | A Machine-Learning-Enhanced Noncontact Intelligent Sensor Based on Moisture Electricity Generator
[NO] 1463/1964 | Circularly Polarized Linear Phased Array Based on Quasi-Sequential Rotating Subarrays
[NO] 1464/1964 | Low-Complexity Randomized Iterative Detection For XL-MIMO Communications
[NO] 1465/1964 | A Performance-Based Partitioning Framework for Distributed Control With Application to District Heating
[NO] 1466/1964 | Blockchain-based enhancement to V2X Security
[NO] 1467/1964 | On the Modelling of Aggregated Behaviour for Simulation: An Event–Based Architecture
[NO] 1468/1964 | From Scarcity to Synthesis: Continual Learning Integrates Supervised and Unsupervised CT Image Recovery Models
[NO] 1469/1964 | IEEE Transactions on Sustainable Energy Publication Information
[NO] 1470/1964 | Device Models for Josephson Field-Effect Transistors and for Superconducting Integrated Circuits
[NO] 1471/1964 | Impact of Stacking Fault Location and Type on Stress-Mediated Performance Variation in 2nm Node p-type Nanosheet FETs
[NO] 1472/1964 | ORSI-Phoenix: A Cross-Task Learning Framework for Optical Remote Sensing Salient Object Detection
[NO] 1473/1964 | Electrochemical Biosensor-Based Point-of-Care Device for Metabolic Health Monitoring
[NO] 1474/1964 | LAPWF-IoD: Lightweight Authentication Protocol Combining Passwords and Wireless Fingerprints for Internet of Drones in Smart City Environments
[NO] 1475/1964 | State-Aware Robust Model Predictive Control for DC Shipboard Microgrids via Stability Metric and Disturbance Estimation
[NO] 1476/1964 | A Declarative Geographic Knowledge Graph Framework for District-Scale Urban Infrastructure Analysis
[NO] 1477/1964 | Satellite Image Classification Using ResNet-18 Based Deep Learning Approach
[NO] 1478/1964 | Rainfall Prediction using Machine Learning: A Comprehensive Analysis
[NO] 1479/1964 | EICCT 2026 TOC
[NO] 1480/1964 | Nonlinear System Identification, Controllability, Observability, and Stability Analysis of Buoy Drift Dynamics for Modeling the Drifting Behavior of Artisanal Fishing Boats
[NO] 1481/1964 | Insurance Document and Client Management System
[NO] 1482/1964 | FingerTouch: A Three-Degree-of-Freedom Wearable Fingertip Force-Haptic Feedback Device for Precision Grip in Mixed Reality
[NO] 1483/1964 | Hotspot Temperature Forecasting in Oil-Immersed Power Transformers via Self-Supervised Transformer Model
[NO] 1484/1964 | Table of Contents
[NO] 1485/1964 | Benchmarking the Engineering Reliability of LLM-Based Design for Resonant Wireless Power Transfer Systems_supp1-3695234.mp4
[NO] 1486/1964 | A Comparative Techno-Economic Analysis of Producing Steam for Enhanced Oil Recovery Using Natural Gas and Green Hydrogen
[NO] 1487/1964 | Assessing Anxiety in Real Time: Analysis of Structured Virtual Interviews and AI-Driven Models
[NO] 1488/1964 | Standalone SDR Architecture for Hypersonic HF OTFS Communications
[NO] 1489/1964 | Active STAR-RIS-Aided Full-Space Covert Communications in NOMA Systems With Cooperative Jamming
[NO] 1490/1964 | Design of An Optimized Q-Format Complex Multiplier
[NO] 1491/1964 | Intelligent Prediction of Population Health Outcomes Induced by Healthcare Facility Waste Using Deep Neural Networks
[NO] 1492/1964 | Multi-View Graph Attention Transformer Network in Classifying ADHD Subtypes Based on Magnetic Resonance Imaging
[NO] 1493/1964 | IoT Based Smart Solar Panel Monitoring and Fault Detection with Weather-Aware Physics-Informed Machine Learning
[NO] 1494/1964 | A Low Power 13-23GHz Quad-mode VCO Based On Class-C VCO With -115dBc/Hz phase noise in 65nm CMOS
[NO] 1495/1964 | Improving reliability and safety of EEG-driven robotic leg prosthesis: a gait-aware safety layer for ankle actuation
[NO] 1496/1964 | Table of Contents
[NO] 1497/1964 | Keyword Index
[NO] 1498/1964 | Collision Risk Assessment Algorithm Based on Ship’s Finite-time Reachable Set
[NO] 1499/1964 | Table of Contents
[NO] 1500/1964 | AI-Powered Fraud Detection in RTP (Real-Time Payment Systems): Challenges and Solutions
[NO] 1501/1964 | A Comparative Study Of Land Evaluation For Agriculture By Using Soil Moisture Content With Remote Sensing Technology
[NO] 1502/1964 | DCBiA: A Dual-Decomposition CNN-BiLSTM Architecture for multi-step ahead Glucose Prediction
[NO] 1503/1964 | AI-Powered Multifactor Authentication- technology assisted adaptive approach
[NO] 1504/1964 | AI-Enhanced Backstepping and Deep Reinforcement Learning for Adaptive DC Microgrid Management
[NO] 1505/1964 | A Fast Probability Density Function Estimation Algorithm based on Cubic Splines Smoothing Approximation
[NO] 1506/1964 | Data Caching Strategies for the Internet of Vehicles: A Comprehensive Review and Future Directions
[NO] 1507/1964 | Analysis and Detection of Autism Spectrum Disorder Using Machine Learning and Deep Learning Techniques
[NO] 1508/1964 | A Hybrid MAML-QAOA Framework for Adaptive Network Intrusion Detection
[NO] 1509/1964 | Cognitive Recursive Fragmentation Syndrome (CRFS): A Framework for Understanding Pathological Self-Modifying Behavior in Advanced AI Systems
[NO] 1510/1964 | An Online Interactive and Self-adaptive Network Incorporating Domain Knowledge for Tropical Cyclone Intensity Prediction
[YES] 1511/1964 | ISSCC 2026 Evening Event: When GenAI Takes Center Stage [Conference Reports]
[YES] 1512/1964 | VLSID 2026: Global Synergy in Silicon—VLSI and Embedded AI for Sustainable Computing and Next-Gen Electrified Mobility [Conference Reports]
[NO] 1513/1964 | Subjective Evaluation of the Predictive Performance and Operability of a Two-Layer Regression-Based Texture Mixing System
[NO] 1514/1964 | Enabling Multipoint Localization in Long-range Interferometric Vibration Sensing System Based on Blind Source Separation
[NO] 1515/1964 | An Open-Source, Reconfigurable FlatSat Platform for CubeSat Verification: Design and Validation
[NO] 1516/1964 | Enhanced Bang-Bang Control Method for DC Voltage Regulation in Non-Minimum Phase Power Electronics Converter
[NO] 1517/1964 | Constructing Ground Truth for Collaborative Action Recognition: Lessons from Human--VLM Disagreement
[NO] 1518/1964 | KRAKEN: Joint Optimization of Operator Placement and Communication for Distributed Stream Processing
[NO] 1519/1964 | Transformer-Based Track-Before-Detect Framework for Weak Target Tracking in Low SNR Environment
[NO] 1520/1964 | Artificial Intelligence and Market Entrant Game Developers
[NO] 1521/1964 | Effects of Personality- and Opinion-Alignment in Human-AI Interaction
[NO] 1522/1964 | Edge interventions can mitigate demographic and prestige disparities in the computer science coauthorship network
[NO] 1523/1964 | The Quiet Path from Seemingly Minor Design Errors to Workplace AI Incidents
[NO] 1524/1964 | Strategic Polysemy in AI Discourse: A Philosophical Analysis of Language, Hype, and Power
[NO] 1525/1964 | Cripping AI: Reimagining AI Through Lived Disability Experiences
[NO] 1526/1964 | When Thinking Pays Off: Incentive Alignment for Human-AI Collaboration
[NO] 1527/1964 | Overreliance in Writing Tasks: Exploring Similarity-Based Measures of AI Influence on Writing and Proposing a Reflective Writing Interface Intervention
[NO] 1528/1964 | Comparison of Finite Difference and Finite Element Methods for Modeling Chloride Diffusion in Concrete
[NO] 1529/1964 | A Review of Aging Characteristics and Lifespan Estimation of Stator Winding Insulation
[NO] 1530/1964 | Characterization of Engineered Cementitious Composites for Electrified Pavement Applications
[NO] 1531/1964 | Document Question Answering using Retrieval-Augmented Generation (RAG) and Natural Language Processing
[NO] 1532/1964 | Comprehensive Analysis of Foot Pressure Patterns in Soccer Players
[NO] 1533/1964 | Optimizing Cloud Data Security using Homomorphic Encryption: A Hybrid Paillier and ElGamal Approach
[NO] 1534/1964 | Hyperparameter Optimization of LSTM Networks for Osteoporosis Risk Prediction
[NO] 1535/1964 | Faster Regional CNN Towards Detection and Prevention of Driver Fatigue and Distraction Against Road Accidents
[NO] 1536/1964 | A Competitive Coevolution-based Cancer Driver Pathway Identification Algorithm for Maximizing Coverage, Mutual Exclusivity, and Subnet Importance
[NO] 1537/1964 | Messages
[NO] 1538/1964 | Deep Learning–based Image Analysis for Smart Pavement Systems with Real-Time Pothole Localization
[NO] 1539/1964 | Multivariate LSTM-based Remaining Useful Life Prediction for Intelligent Battery Management Systems
[NO] 1540/1964 | An Adaptive Edge-AI-Enabled Ionizing Radiation Sensing Architecture for Distributed Nanosatellite and Autonomous Micro-Platform Systems
[NO] 1541/1964 | An Efficient CNN-based Framework for Automated Blood Cell Classification in Hematological Disease Diagnosis
[NO] 1542/1964 | An Explainable Edge-to-Cloud AI Framework for Precision Agronomy and Market Decision Support
[NO] 1543/1964 | Layered RIS-Assisted System: Statistical Analysis of Spatial Correlation over Composite Channels
[NO] 1544/1964 | Edge Collaborative Caching Strategy in Space-Air-Ground Integrated Networks
[NO] 1545/1964 | Keynote
[NO] 1546/1964 | A Dual-Parameter-Tuned WPT System with Decoupled PFM Control for EV Charging
[NO] 1547/1964 | Precision and Sustainable Agriculture Using IoT-Integrated Framework
[NO] 1548/1964 | Krishimitra: A Vision for Predicting Agricultural Commodity Prices in India: Using Single-Layer Transformer Convolutional Encoder (STCE)
[NO] 1549/1964 | Three-Switch Three-Phase Class-E Direct AC-AC Converter for Induction Heating
[NO] 1550/1964 | Risk Assessment of Construction Safety in Building Engineering Projects Using Attention-Guided Lightweight Temporal Bayesian Network
[NO] 1551/1964 | Reconfigurable Intelligent Surfaces for Next-Gen Wireless Communication
[NO] 1552/1964 | A Robust Saturated Iterative Learning Control Approach for Uncertain Systems
[NO] 1553/1964 | Method and Implementation of Adaptive Beamforming Based on FPGA
[NO] 1554/1964 | An AI Open Platform-Based Closed-Loop Management Method for Personnel Intrusion Detection and Alarm Review in on-Site Work Zones
[NO] 1555/1964 | Lamarr-Turing Graphs: Integrating Spread-Spectrum Principles and Intelligent Adaptivity for Next-Generation Secure Networks
[NO] 1556/1964 | Cirriculum-Based Adversarial Training for Robust Medical Imaging Classification
[NO] 1557/1964 | LearnForge: An AI-Powered Intelligent Learning Assistant with RAG-Based Document Intelligence
[NO] 1558/1964 | Yolo-Rdsi: a Dynamic Shape-Aware Detector Based on Yolo for Pcb Surface Defect Detection
[NO] 1559/1964 | Research on Speech Recognition Algorithm for Civil Aviation Air-Ground Communication Based on Hybrid Squeezeformer Model
[NO] 1560/1964 | TTS Generative AI Real-Time Gesture-Based Indian Sign Language (ISL) Recognition System
[NO] 1561/1964 | Joint Sensing and Clock Offset Estimation for Near-Field THz ISAC with Two-Antenna Receiver
[NO] 1562/1964 | Bounded Bots: Federated AI for Responsible Moderation at Scale on Social Media
[NO] 1563/1964 | Time-Varying Channel Model for THz ISAC Systems Based on First-Order Taylor Expansion
[NO] 1564/1964 | AI-Driven IoT Framework for Smart Agriculture and Predictive Crop Yield Optimization
[NO] 1565/1964 | AI-Powered Smart Eco Advisor: Bridging Environmental Knowledge and User Decision Support
[NO] 1566/1964 | Deep Graph-Based Model for E-Waste Classification Using Spectral-Spatial Attention and Generalized-Mean Pooling
[NO] 1567/1964 | Measurements and Analysis of Terahertz Wideband Channel Characteristics for Indoor Scenarios
[YES] 1568/1964 | Powering Up Chiplets [Circuits from a Systems Perspective]
[NO] 1569/1964 | Beyond Equal Weighting: Pareto-Optimal Descriptor Fusion for Hyperspectral Anomaly Detection via Multi-Objective Optimization
[YES] 1570/1964 | Analog Design Experiments With AI—Part 2 [The Analog Mind]
[NO] 1571/1964 | Machine Learning in Forecasting Labor Market: A Systematic Literature Review
[NO] 1572/1964 | DiT-JSCC: Rethinking Deep JSCC with Diffusion Transformers and Semantic Representations
[NO] 1573/1964 | Ultrasound-Derived Stretch Reflex Threshold Estimation Using Tendon-to-Bone Distance During Tendon Tapping in Post-Stroke Spasticity
[NO] 1574/1964 | STTRL-DVO: Transformer-based Reinforcement Learning for Robust Dynamic Target Tracking in Cluttered Environments_supp3-3701578.mp4
[NO] 1575/1964 | BFL-DIAS: A Blockchain and Federated Learning-Based Dynamic Identity Authentication Scheme for Industrial Internet of Things
[NO] 1576/1964 | Multi-Temporal Device Clustering for Federated Learning-Internet of Things Intrusion Detection Systems
[NO] 1577/1964 | Learning Robot Safety from Sparse Human Feedback using Conformal Prediction
[NO] 1578/1964 | A Localized Jet Microchannel Heatsink with Enhanced Thermal Performance for High-Capacity SiC Power Modules
[NO] 1579/1964 | GaussHead: Real-Time 3D Head Avatar Driving for Mobile with Compact Gaussian Representation
[NO] 1580/1964 | A Large-Scale Analysis of Student Behavior with Pedagogically Constrained LLM Tutors
[NO] 1581/1964 | Front Cover
[NO] 1582/1964 | Thermomechanical modelling of clamping forces in power transformers with field data validation
[NO] 1583/1964 | Autonomy in Complexity: Cognitive Superiority of Human-Autonomy Systems
[NO] 1584/1964 | An Innovative SVPWM Technique for Suppressing Circulating Currents and Doubling PWM Harmonic Frequency in Parallel Hybrid ANPC Inverter
[NO] 1585/1964 | Mapping the Software-Defined Vehicle Landscape: Use Cases, Technologies, and Expert Insights
[NO] 1586/1964 | From Centralized to Federated Information Retrieval: A Comparative Survey and a Proxy-Based Privacy-Preserving Framework
[NO] 1587/1964 | MaID-Agent: A Hybrid Masqueraded Intrusion Detection System Enhanced by Agent
[NO] 1588/1964 | Agentic AI for Intelligent Network Monitoring: Autonomous Anomaly Interpretation via Bayesian Learning Automata
[NO] 1589/1964 | A Learning-based Flexible Spatial Modulation Design for Large-scale RIS-assisted Systems
[NO] 1590/1964 | Robust Optimal Control of Connected Vehicles in Mixed Traffic System: An Online Adaptive Nonlinear Q-Learning Approach
[NO] 1591/1964 | Accuracy Assessment of High-Temperature DIC Strain Measurement via Traceable Transfer of Measurement Reference_supp1-3703451.docx
[NO] 1592/1964 | Hysteresis Modeling of Piezoelectric Actuators via BP Neural Network Constrained by the Madelung Model
[NO] 1593/1964 | Resilience Analysis of Cloud-Controlled Cyber-Physical Systems Using a Reinforcement Learning Cartpole Testbed
[NO] 1594/1964 | S.H.I.E.L.D.: Smart Helmet Impact and Emergency Location Detection
[NO] 1595/1964 | Multi-Level Classification Using Ontology Based Natural Language Processing Model with Bi-GRU Integrated Bi-LSTM for Depression Detection
[NO] 1596/1964 | A Robust Blockchain-Based Secure Healthcare Information Exchange
[NO] 1597/1964 | Design And Development of a Textile-Based Wearable Microstrip Antenna Using the 900 MHz ISM Band for Satellite Communications
[NO] 1598/1964 | RayNotify: A Solar Powered Shed with Integrated Emergency Notification Button for Agta Community in the Philippines
[YES] 1599/1964 | Evaluation and Benefit Modeling of Auto-Vectorization Cost Models for RISC-V RVV
[NO] 1600/1964 | AI-Driven Reverse-Engineering Frameworks for Legacy Industrial and Off-Highway Vehicles
[NO] 1601/1964 | A Computational Approach for Modeling and Supporting Student Well-Being
[NO] 1602/1964 | Veterinary Management and Inventory System with Data Visualization Using the RAD Model
[NO] 1603/1964 | Extensible Post Quantum Cryptography Based Authentication
[NO] 1604/1964 | Fundamental Limits of Vector Recording for High Density Heat-Assisted Magnetic Recording
[NO] 1605/1964 | HAS-SE PPP: A Precise Point Positioning Algorithm with SISRE Estimation for Galileo High Accuracy Service
[NO] 1606/1964 | Datasets for Human Activity Recognition with Integrated Sensing and Communications in Wi-Fi
[NO] 1607/1964 | The Development of a Single-Strut Hydrofoil-Assisted Unmanned Surface Vehicle
[NO] 1608/1964 | Benchmarking the Engineering Reliability of LLM-Based Design for Resonant Wireless Power Transfer Systems_supp3-3695234.mp4
[NO] 1609/1964 | Differentially Private Model Recombination as a Service for Trustable and Federated Learning in Next-Generation Networks with Non-IID Data
[NO] 1610/1964 | SQ-ROQ: A Scalable Framework for QoS-Aware Joint Routing and Queue Management in Satellite Mega-Constellations
[NO] 1611/1964 | Networking Bingo at ISSCC 2026 Draws a Crowd [Women in Circuits Corner]
[NO] 1612/1964 | Safe corridor motion planning for dynamic pick and place applications
[NO] 1613/1964 | Nonreciprocal Time-Invariant Leaky Waves Enabled by Magnetized Plasma
[NO] 1614/1964 | Game-Theoretic Fuzzy Reinforcement Learning via Self-Triggered Mechanism
[NO] 1615/1964 | Hybrid Approaches in Artificial Intelligence for Foreign Exchange Market Forecasting: A Literature Review and Extended Methodological Framework
[NO] 1616/1964 | Copyright
[NO] 1617/1964 | High-Sensitivity and Stability Field-Effect Transistor Biosensor for Gliotoxin Detection
[NO] 1618/1964 | Dynamic Reactive Power Control for LVRT of GCPV systems according to Oman grid code
[NO] 1619/1964 | Comparative Performance Analysis of Bat Algorithm Optimized Support Vector Machine and Hybrid CNN-BiLSTM for Vibration Signals Based Electrical Motor Fault Detection
[NO] 1620/1964 | Analysis of High Power PFC Under Fault and Unbalanced Grid Conditions
[YES] 1621/1964 | A Modular and User-Friendly Web Vulnerability Scanner with Integrated Security Awareness
[NO] 1622/1964 | Risk Detection in Algerian Arabic Legal Documents Using Machine-Learning Algorithms
[NO] 1623/1964 | Fusion-Based Multimodal Biomarker Framework for Parkinson's Disease Detection
[NO] 1624/1964 | An Intelligent Machine Learning Framework for Accurate Dropout Prediction in Online E-Learning Environments using Behavioral Analytics
[NO] 1625/1964 | Graph2Proof: Topology-Aware Reward Shaping for Natural Language Theorem Proving
[NO] 1626/1964 | A Transformer-Based Detection and Instance Segmentation Pipeline for Cross-Domain Cattle Monitoring
[NO] 1627/1964 | Parametric Design and Computational Fluid Dynamics Evaluation of a MATLAB-Generated Turbine Blade Profile for Pico-Hydro Applications
[NO] 1628/1964 | Optimizing Energy and Cost Efficiency in Hog Farms: An Exergoeconomic Analysis of a Biogas Microturbine Cogeneration System
[NO] 1629/1964 | Forecasting and Predicting the Employability of Graduating Students using Machine Learning
[NO] 1630/1964 | Regulatory Knowledge and Compliance of Tricycle Drivers/Operators with Municipal Fare Ordinance No. 2021-05-10 in Solano, Nueva Vizcaya, Philippines
[NO] 1631/1964 | Multimodal-Capable Edge Computing Platform Based on an Open-Source RISC-V CPU
[NO] 1632/1964 | Design and Implementation of Host Computer Software for an Intelligent Monitoring System Based on Multimodal Sensor Fusion and the Qt Framework
[NO] 1633/1964 | Replicable Simulation-Based Robot Validation through Provenance
[NO] 1634/1964 | Impact of Data Preprocessing Techniques on Machine Learning Algorithms Using Cardiovascular Disease Datasets
[NO] 1635/1964 | A DRL-Based Partial Computational Offloading Scheme with UAV-Mounted RIS for Energy Minimization in MEC Systems
[NO] 1636/1964 | Hybrid Deep Learning Framework for Multi-Label Offensive Language Detection and Toxicity Analysis
[NO] 1637/1964 | Adaptive On-Device Arabic Speech Recognition for Smart Wheelchair Control Using a Self-Tuning Meta-Learning Agent
[NO] 1638/1964 | Machine Learning Classifiers for Alzheimer's Disease Progression: A Comprehensive Review of AI-Driven Diagnostic Systems
[NO] 1639/1964 | A Distributed Geographic Routing Protocol Based on Multi-Metric Hybrid Weighting for Aeronautical Ad Hoc Networks
[NO] 1640/1964 | Integration of Satellite and Vehicular Networks: Evolution, Technologies and Challenges
[NO] 1641/1964 | Research on Insulator defect detection algorithm based on improved YOLOv11
[NO] 1642/1964 | Hybrid Multi-View Ecg Emotion Recognition Via Adaptive Wavelet Packet Transform and Attentionbased Transformer Modeling
[NO] 1643/1964 | Understanding Learners' Online Interactions Across MOOC Reruns: Insights from Longitudinal Analytics
[NO] 1644/1964 | Student, Course Design, or Context? Studying the Determinants of Academic Procrastination at Scale
[NO] 1645/1964 | Federated Learning for a Scalable, Quality, and Trust Enabling Technologies in Education without Data Sharing
[NO] 1646/1964 | How Hyper-Datafication Impacts the Sustainability Costs in Frontier AI
[NO] 1647/1964 | Show me the evidence: Evaluating the role of evidence and natural language explanations in AI-supported fact-checking
[NO] 1648/1964 | Context Matters: Auditing Gender Bias in T2I Generation through Risk-Tiered Use-Case Profiles
[NO] 1649/1964 | Towards Benchmarking Methods for Learning Chemical Reaction Networks from Time Series Data
[NO] 1650/1964 | Defect Detection and Dimensional Measurement of Underwater Facilities in Pumped Storage Power Stations Based on the Fusion of IoT Sensing and AI Image Recognition
[NO] 1651/1964 | SmartShield: Explainable Machine Learning for Transparent and Real-Time Phishing Detection in Web Traffic
[NO] 1652/1964 | Design of MIM Nano-Rectenna Based-on Metasurface for Infrared Energy Harvesting
[NO] 1653/1964 | PI-AUNet: Physics-Informed Deep Learning for High-Resolution Atmospheric Methane Forecasting
[NO] 1654/1964 | AI-based Grain Spoilage Prediction and Shelf -Life Estimation using Environmental Data
[NO] 1655/1964 | Machine Learning-based Predictive Maintenance for Utility-Scale PV Plants
[NO] 1656/1964 | AI-Driven Green Cloud Computing Framework for Predictive Energy Optimization and Carbon-Aware Sustainable Data Center Management
[NO] 1657/1964 | Distributed Denial of Service Anomaly Detection in Software Defined Networks using Machine Learning and Deep Learning Techniques
[NO] 1658/1964 | WiChain: Real-Time Detection of Spoofed Wi-Fi Networks with AI-based Signal Analysis and Blockchain Logging
[NO] 1659/1964 | Real-Time Lane and Vehicle Detection with ADAS-based Collision Warning using YOLOv8 and OpenCV
[NO] 1660/1964 | Enhanced Hole Accumulation Effect in P-GaN HEMTs With Al(Ga)N Gate-Insertion-Layer Under Heavy Ions Irradiation
[NO] 1661/1964 | Water Quality Index Prediction using Regression Models and IoT Data Analysis
[NO] 1662/1964 | High-Sensitivity Nondestructive Imaging Method for Reinforced Concrete Corrosion Based on Magnetic Resonance Enhancement
[NO] 1663/1964 | DL-BIM: A Hybrid Deep Learning-Born Iterative Method for Electromagnetic Inverse Scattering Problems
[YES] 1664/1964 | Artificial Intelligence for RFIC Design: Early Advancements, Opportunities, and Challenges: From discovering nonintuitive design spaces to accelerated RFIC designs
[YES] 1665/1964 | Artificial Intelligence Meets Circuits: Does it have potential in circuit analysis?
[NO] 1666/1964 | Heterogeneous Graph Denoising Network for Incomplete Multimodal Emotion Recognition in Conversation
[NO] 1667/1964 | Modeling and Nonlinear Control Design for a Small Hydrobatic Autonomous Underwater Vehicle
[YES] 1668/1964 | Culexus: Goroutine-Granular Detection and Mitigation of Algorithmic Complexity Attacks in Go Microservices
[NO] 1669/1964 | Physics-Informed Non-invasive Diagnosis of CsPbBr
                    <sup>3</sup>
                    Detectors via EMI Spectrum Inversion: Decoupling Polarization and Radiation
[NO] 1670/1964 | MADDRNet: A Morphology-Aware Dual-Domain Resonance Network for Remote Sensing Change Detection
[NO] 1671/1964 | Cable-Driven Continuum Robotics: Proprioception via Proximal-Integrated Force Sensing
[NO] 1672/1964 | INSTAMED: Arrhythmia Detection and Symptom-Based Support via IoT &amp; AI
[NO] 1673/1964 | Servify: An Innovative Multi-Domain Service Platform
[NO] 1674/1964 | Deep Learning-Driven Quantum-Resilient Zerotrust Architecture for Secure Multi-Cloud Container Migration
[NO] 1675/1964 | An AI-Powered Conversational Voice Agent for Recruitment Automation
[NO] 1676/1964 | A Dynamic Resource Management and Latency-Energy Optimization Architecture for Next-Generation Vehicular Cloud Networks
[NO] 1677/1964 | Negation Aware Quantized Dual Learning Transformer for English-Chinese Machine Translation
[NO] 1678/1964 | Enhanced Heart Disease Classification Using Optimized Feature Selection and Advanced Stacking Ensemble Learning
[NO] 1679/1964 | System-Level Simulation of RIS on InH-Office Near Field Scenario
[NO] 1680/1964 | Asset Administration Shell Modelling Enabling Zero-Defect Manufacturing in Multi-Stage Production Systems
[NO] 1681/1964 | Research on Multi-Goal Path Planning Method Based on Hierarchical Reinforcement Learning
[NO] 1682/1964 | A Variable Step-Size MPPT Control Strategy for Photovoltaic Systems to Suppress Steady-State Oscillation and Tracking Misjudgment
[NO] 1683/1964 | A Dynamic Update Method for the Robot After-Sales Knowledge Base
[NO] 1684/1964 | CG Tracking: A Communication-Efficient Pipelined Distributed Conjugate Gradient Training Framework
[NO] 1685/1964 | Design of Robot Joint Brushless DC Motor Drive System Based on Fuzzy Control
[NO] 1686/1964 | Heart, Liver, Lungs, Diabetes and Kidney Disease Prediction Using Machine Learning and Voting Ensemble Technique
[NO] 1687/1964 | A Machine Learning Prediction Model for Industrial Energy Consumption
[NO] 1688/1964 | Hierarchical Decoupling and CLF-Based Control for Underactuated Multi-Agent Aggregation
[NO] 1689/1964 | Multimodal Linguistic Temporal Attention Model for Automated Analysis of Teaching Behaviors of French Classroom Teachers
[NO] 1690/1964 | Adaptive Multi-Source Data Crawling via LLM-Guided Semantic Filtering and Propagation Analysis
[NO] 1691/1964 | Fashion Review Intelligence with Instruction-Tuned LLMs: A Multi-Task Benchmark
[NO] 1692/1964 | Enhancing Network Intrusion Detection Using Dual-Path Dilated Gated Recurrent Units with Contrastive Learning for Detecting Rare and Unknown Attack Patterns
[NO] 1693/1964 | A Multi-Sensor Fusion-Based Semantic Map Construction Model for Robot BEVs
[NO] 1694/1964 | Design and Implementation of ESP32 Based Industrial IoT Monitoring System
[NO] 1695/1964 | An Innovative Signalized Right-In Right-Out Design for Enhanced Intersection Performance
[NO] 1696/1964 | Day-ahead Optimal Scheduling of Virtual Power Plants Considering Photovoltaic Uncertainty and Electric Vehicle Flexibility
[NO] 1697/1964 | A Processor-Free Self-Rerouting Network for E-Skin: Empirical Validation and Scaling
