[2026-06-26 23:06:21] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-25
正在获取论文...
[arXiv] 2026-06-25 | CLIR: Liveness-Driven and Structure-Aware Fuzzing for the Cranelift Compiler
[NO] 1215/1913 | Answering an Eternal Question: Why? [Pathways]
[NO] 1216/1913 | IsabeLLM: Automated Theorem Proving Applied to Formally Verifying Consensus
[NO] 1217/1913 | <scp>Dyn</scp>
                    NPC: Finding More Violations Induced by ADS in Simulation Testing via Dynamic NPC Behavior Generation
[NO] 1218/1913 | Blockchain-Enabled Dynamic Spectrum Trading for Next-Generation Wireless Networks
[NO] 1219/1913 | Unified Practical Finite-Time and Prescribed Performance Attitude Control for Hypersonic Flight Vehicles
[NO] 1220/1913 | Jamming Detection at the Application Layer Using Deep Learning: A Transfer Learning Approach
[NO] 1221/1913 | Enhanced Energy Storage Performance of Polypropylene Films by Constructing PDA/Taurine–ZrO
                    <sub>2</sub>
                    Composite Interfaces
[NO] 1222/1913 | Resource-aware switching design with self-triggered sampling: a candidate-based switching framework
[NO] 1223/1913 | Towards Generating Unlearnable Examples for Open-Set Face Recognition
[NO] 1224/1913 | Development of Feature Tokenizer Deep Learning Model for Fault Diagnosis in Marine Propulsion System
[NO] 1225/1913 | A recursive deformable Mamba pyramid network with multi-objective constraints and spatial-aware attention enhancement for unimodal and multimodal brain image registration.
[NO] 1226/1913 | ReaDy-Go: Real-to-Sim Dynamic 3D Gaussian Splatting Simulation for Environment-Specific Visual Navigation with Moving Obstacles
[NO] 1227/1913 | MVOFormer: Flow-Semantic Transformer for Robust Monocular Visual Odometry
[NO] 1228/1913 | IEEE Internet of Things Journal Information for Authors
[NO] 1229/1913 | AIRMap: AI-Generated Radio Maps for Wireless Digital Twins
[NO] 1230/1913 | DEFT-DPT: A Lightweight Multimodal Framework for Egocentric Video Action Recognition
[NO] 1231/1913 | Network Epidemic Control via Model Predictive Control
[NO] 1232/1913 | Data-Driven Predictive Control for Stochastic Descriptor Systems: An Innovation-Based Approach Handling Non-Causal Dependencies
[NO] 1233/1913 | Robust multi-view clustering via quadratic matrix factorization with manifold learning_supp1-3705186.pdf
[NO] 1234/1913 | Integrating Multi-Agent Reinforcement Learning and XGBoost for Efficient Large-Scale Dynamic Workflow Scheduling in Cloud Environments
[NO] 1235/1913 | Neural Spatiotemporal Interpolation for Gap Filling of GNSS-R Soil Moisture Data
[NO] 1236/1913 | TED: Towards Explainable and Holistically Aligned Empathetic Dialogue Generation
[NO] 1237/1913 | Double-Sided Funnel-Shaped Through Silicon Via Interposer by Wet-Etching Method for Superconducting Quantum Application
[NO] 1238/1913 | Exponential Looped Lyapunov Functions: Sampled-Data T–S Fuzzy Systems via a Relaxed Cubic Lemma
[NO] 1239/1913 | Solver-Integrated Lossy and Lossless Compression for Scalable Flow Simulations
[NO] 1240/1913 | Modeling of Non-Ideal Ni/Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    Schottky Contacts by Two-Barrier Thermionic Emission Model
[NO] 1241/1913 | FinTech Innovations and Their Impact on Sustainable Investment Strategies in Jordan
[NO] 1242/1913 | Feature-Enhanced Semi-Supervised Infrared Small Target Detection via Cascaded Pseudo-Label Screening
[NO] 1243/1913 | Assessing the Adoption of Email Security Measures After Google’s New Sender Guidelines
[NO] 1244/1913 | AI-Based Food Waste Reduction and Smart Menu Prediction System
[NO] 1245/1913 | Enhancing Bone Marrow Cell Classification: A Hybrid AI Framework with Hyperparameter Optimization
[NO] 1246/1913 | Artificial Intelligence as a New Factor of Production: Interrelationships with Traditional Factors and Qualitative Differences
[NO] 1247/1913 | Entropic Control in Latent Spaces: Autonomous Racing in the DonkeyCar MiniMonaco Environment using Soft Actor-Critic
[NO] 1248/1913 | Causal Bootstrapped Alignment for Unsupervised Video-Based Visible–Infrared Person Re-Identification
[NO] 1249/1913 | Adaptive Affinity Memorization with Layer Mutation for Multimodal Deepfake Continual Detection
[NO] 1250/1913 | The Effect of Digital Transformation on Business Sustainability: The Moderating Role of Digital Corporate Governance
[NO] 1251/1913 | Machine Learning-Based Detection of Students’ Mental Stress: An In-Depth Analytical Study
[NO] 1252/1913 | Edge AI Autoencoder Architecture for Real-Time Ground Fault Detection in Industrial Power Systems
[NO] 1253/1913 | Traveling-Wave Fault Location: A Compact Design with Better Synchronization and Sampling Rate Extension
[NO] 1254/1913 | Automated Graph Machine Learning
[NO] 1255/1913 | Energy Efficiency Assessment of Torque Distribution in Four-wheel Independent Drive Electric Vehicles under Driving Cycles with Cornering Scenarios
[NO] 1256/1913 | IAS Women in Engineering: Building Community, Belonging, and Global Impact [Membership News]
[NO] 1257/1913 | Ribbed Negative-Curvature Anti-Resonant Hollow-Core Fiber with Draw-Friendly Cladding for Short-Reach Applications_supp1-3706828.pdf
[NO] 1258/1913 | An Enhanced Multi-Branch Supercapacitor Model with Hybrid Global-Local Identification for Safety-Oriented Discharge Resistance Optimization
[NO] 1259/1913 | Separating Valid from Invalid Inputs for a Digital Aircraft Design Tool
[NO] 1260/1913 | A Unified Benchmark for Out-of-Distribution Detection for Autonomous Driving Systems
[NO] 1261/1913 | Poster Abstract: An On-Device Real-Time Computer Vision System for Rock Fragmentation Estimation in Open-Pit Mining
[NO] 1262/1913 | Evaluation of Gender and Neurodiversity Bias in Generative AI-Based Education and Assessment
[NO] 1263/1913 | PCL-Index: A Prediction-Driven Collaborative Learned Index on Disaggregated Memory
[NO] 1264/1913 | Poster Abstract: AI-Driven Calibration for FMCW-Interferometry Clamp-on Ultrasonic Sensors
[NO] 1265/1913 | Poster Abstract: Towards Battery-Free Short-Term Energy Prediction with Regime Learning
[NO] 1266/1913 | Poster: Wearable Sensor System for Activity-Correlated Cardiopulmonary Diagnostics using EIT and ECG
[NO] 1267/1913 | Optimizing Mental-Health Support via Context-Sensitive Conversational AI
[NO] 1268/1913 | Joint-granularity Documentary Fuzzy Relation Constructed via Word Bridge for Graph Text Classification_supp1-3707006.pdf
[NO] 1269/1913 | Continuous Resilience Testing of a Distributed Database in Long-Running Clusters
[NO] 1270/1913 | Multi-Institution Fraud Detection in Cloud Using Federated Learning and Secure Aggregation
[NO] 1271/1913 | Trust and Transparency in Artificial Intelligence Chatbots in E-Commerce
[NO] 1272/1913 | Multimodal AI model for wheat yield prediction using NDVI satellite data, weather time series, and soil parameters
[NO] 1273/1913 | Digital Twin Model of a Smart Irrigation System for Water-Efficient Crop Production
[NO] 1274/1913 | Scriptless Atomic Swap with Batch Processing
[NO] 1275/1913 | Ternary Logic-in-Memory Circuits Constructed by Perovskite Floating-Gated Multilevel Organic Transistor Nonvolatile Memories
[NO] 1276/1913 | 16-nm FinFET FIT Measurements Using a 30 MeV Quasi-Monoenergetic Neutron Source and a Spallation Neutron Source
[NO] 1277/1913 | The Impact of Green Human Resource Management Practices on Sustainability Performance: A Conceptual Study
[NO] 1278/1913 | SPTFuzz: A Fuzzing Approach Based on Spectral-Relational Fusion Transformer for Industrial Control Protocols
[NO] 1279/1913 | AI
                    <sup>2</sup>
                    -Defense: An Autonomous Counter-AI Framework Against AI-Generated Threats in Consumer Systems
[YES] 1280/1913 | The AI–Hardware Flywheel
[NO] 1281/1913 | Observer-Based Nonrecursive Control Scheme of PV-Interfaced Boost Converters in DC Microgrids for Large-Signal Stability
[NO] 1282/1913 | An Experimental Study on Machine Learning Techniques to Predict Alzheimer Disease
[NO] 1283/1913 | Towards Sustainable Agriculture: Machine Learning-Based Apple Leaf Disease Detection Using Image Processing Techniques
[NO] 1284/1913 | Accepted Papers - ICISCT 2026
[NO] 1285/1913 | Deep Learning-Based Scene Segmentation for Autonomous Navigation in Maritime and Urban Transport Systems
[NO] 1286/1913 | PharmaForge: A 3D Simulation Game for Learning Drug Compounding
[NO] 1287/1913 | Soil moisture prediction using LSTM for precision irrigation with IoT in semi-arid agricultural regions
[NO] 1288/1913 | Automatic Classification of Banglish and English Text Using TF-IDF and Machine Learning Models
[NO] 1289/1913 | TACE-Net: Two-Stage Asymmetric Conditional Enhancement for Weak-Source Recovery in Co-Channel FM
[NO] 1290/1913 | When Simultaneous Localization and Mapping Meets Wireless Communications: A Survey
[NO] 1291/1913 | BC-TRUST: Blockchain-Assisted Trust Assessment via Auditable End-to-End Latency Evidence in SIoT
[NO] 1292/1913 | Enhancing Performance Constraints of Nonlinear Networked Systems Under Intermittent Communications and DoS Attacks
[NO] 1293/1913 | Uncertainty Aware Semi-Supervised Learning for Robust INS/GNSS Integrated Navigation on Edge Platforms_supp1-3705670.pdf
[NO] 1294/1913 | Improvement of Spatial Robustness in UWB Fall Detection Via Temporal Differencing
[NO] 1295/1913 | LMI-based Implicit Echo State Network Controller Design Guaranteeing Incremental Input-to-State Stability
[NO] 1296/1913 | EleTac: Elephant Trunk Tip-Inspired Soft Gripper with Vision-Based Tactile Sensing and Proprioception
[NO] 1297/1913 | VaRiA: Variable-Resolution Image Adaptive Robust Watermarking
[NO] 1298/1913 | Feasibility-Guided Beamforming for Cell-Free ISAC: A Graph Neural Deep-Unrolling Approach
[NO] 1299/1913 | S2EKD: Sequence-to-Epoch Knowledge Distillation for Real-Time Sleep Staging
[NO] 1300/1913 | IEEE Internet of Things Journal Publication Information
[NO] 1301/1913 | Matched Direction Detection in Unknown Gaussian Thermal Noise
[NO] 1302/1913 | Design-Oriented Digital Twin Framework for Optimal VSC Setpoint Synthesis in Hybrid AC/DC CIGRE Low-Voltage Networks
[NO] 1303/1913 | Skewness-Aware Stream Partitioning: A Key Splitting Suppression Method for Distributed Stream Processing
[NO] 1304/1913 | Physics-Aware Modal Intensity Modeling for Dynamically Stable Ocean Front Prediction
[NO] 1305/1913 | Masthead
[NO] 1306/1913 | Poster Abstract: Physiology-Aware Foundation Models for Robust and Interpretable EEG Sensing
[NO] 1307/1913 | Poster Abstract: Towards Robust and Scalable Battery-Free Group Communication
[NO] 1308/1913 | Identity Threats of GenAI: Defensive and Adaptive Responses of Software Professionals
[NO] 1309/1913 | Poster Abstract: MemSARAD: Hybrid Spatial–Memory Modeling for Industrial Sensing Systems
[NO] 1310/1913 | Machine Learning Prediction of Early in-Hospital Mortality in Lung Cancer Patients Using Administrative Data
[NO] 1311/1913 | Poster Abstract: When Sensors Disappear: Robust Activity Recognition Under Dynamic Sensing
[NO] 1312/1913 | Delay Conditioned Generative Modelling of Resistive Drift in Memristors
[NO] 1313/1913 | A Vision-Based Approach for Automated Cattle Tag Reading and Region Detection in Northern Thailand Using YOLO and PaddleOCR
[NO] 1314/1913 | Explainable machine learning for identifying key environmental factors causing crop stress in precision agriculture
[NO] 1315/1913 | Integration of HR Analytics and Digital Marketing: Artificial Intelligence in Corporate Reputation Management
[NO] 1316/1913 | Sociotechnical Aspects Of Artificial Intelligence Implementation In The Agro-Industrial Complex: Ethical Frameworks For Ensuring Environmental Safety And Bioeconomic Efficiency
[NO] 1317/1913 | Leakage-Safe Early Skill Mastery Prediction from Multi-Submission Programming Logs
[NO] 1318/1913 | Machine Learning for Behavioral Segmentation in E-Commerce: An Adaptive Fuzzy Approach
[NO] 1319/1913 | HookSteg: A Truly Lossless Steganography Based on Process Hooking for Lossy Network Channels
[NO] 1320/1913 | Hybrid Vision Transformer and Convolutional Neural Network Architectures for Enhanced Multi-Class Classification in Gastrointestinal Endoscopy
[NO] 1321/1913 | Usage of QR Code Payment in Jordan
[NO] 1322/1913 | Evaluation of Numerical Solution Methods for Equivalent Circuit Battery Models
[NO] 1323/1913 | Assessing the Impact of AI-Enabled IoT Technologies on Energy Management in Smart Buildings in Jordan
[NO] 1324/1913 | Prediction of methane emissions in precision livestock farming using machine learning based on environmental sensor data
[NO] 1325/1913 | Cross-Layer AI Optimization of Signaling and Media Planes in Cloud-Based Contact Center Architectures
[NO] 1326/1913 | Precision Drive Control System for Piezoelectric Dispensing Based on Multi-State Feedback and High-Dynamic Displacement Measurement_supp1-3705059.mp4
[NO] 1327/1913 | Energy-Efficient Dynamic Beam Management for LEO Satellites
[YES] 1328/1913 | Special Issue on AI for Hardware and Hardware for AI: A Coevolution Shaping the Future of Computing
[NO] 1329/1913 | An Active Cooling Method for Fast Actuation of a Millimeter-Scale Shape Memory Alloy-Based Bending Joint_supp2-3694411.pdf
[NO] 1330/1913 | Edge-assisted Digital Twin-integrated Architecture for Crop Recommendation in Smart Agriculture
[NO] 1331/1913 | LightMica: Towards Lightweight Mica Sheet Defect Detector via Discriminative Representation Distillation
[NO] 1332/1913 | Strain-Modulated Multiferroic Magnetic Field Sensors Exploiting Second Harmonic Frequency Conversion
[NO] 1333/1913 | Blind Quality Enhancement of Compressed Video via Fine-Grained Degradation-Guided Sequential Inference
[NO] 1334/1913 | Towards a Semantic and Goal-Oriented O-RAN Architecture: The 6G-GOALS Approach
[NO] 1335/1913 | Trajectory Planning and User Grouping for NOMA-Assisted UAV Data Collection
[NO] 1336/1913 | On Algebraic Approaches for DNA Code Design with Multiple Constraints
[NO] 1337/1913 | Improving Color Image Steganalysis with Dual Contrastive Learning_supp1-3707497.pdf
[NO] 1338/1913 | 4D Reconstruction of Fetal Left Ventricle from Echocardiography via 2.5D Radial Segmentation and Graph-Fourier Reconstruction
[NO] 1339/1913 | Dual Stimulated Brillouin Scattering Based Wideband Instantaneous Frequency Measurement
[NO] 1340/1913 | Constraint Control strategy of Radial Active Magnetic Bearings for Maglev Flywheel Rotors: Modelling, Experiment and Prototype
[NO] 1341/1913 | A Novel Lightweight Distributional Knowledge Harmonization Framework for Acoustic Emission-Based Marine Pipeline Leak Pattern Recognition
[NO] 1342/1913 | Correlation study on the initiation characteristics of epoxy resin degradation under multi-harmonic composite voltages in relation to space charge distribution
[NO] 1343/1913 | Analysis and Design of Load-Independent Class-DE Inverter
[NO] 1344/1913 | Buck–Boost ZVqZCS Control for DAB Converters in 7.2 kw GaN-based OBC Applications
[NO] 1345/1913 | A Comparative Study of BIND, CoreDNS, and Technitium performance with respect to DoT and DoH Protocols
[NO] 1346/1913 | A Comprehensive Review of Advances in 3D Point Cloud Generation and Mesh Texturing
[NO] 1347/1913 | Cross-Slice Transformer with Adaptive Slice Fusion for Lymph Node Segmentation in CT Imaging
[NO] 1348/1913 | Virtual Surface Presentation Using a Rotating Cylindrical End-effector
[NO] 1349/1913 | Impact of Temperature on Amplifier Circuits in 4H-SiC CMOS Technology
[NO] 1350/1913 | Memristive Coupled Dual Rulkov Neuron Model with Multi-type Hyperchaotic Firings and Application to Image Encryption for IoMT
[NO] 1351/1913 | Co-Optimizing Physical Reconfiguration Parameters and Controllers for a Reconfigurable Manipulator_supp1-3700119.mp4
[NO] 1352/1913 | Proprioceptive Invariant State Estimation for Humanoid Robots on Noninertial Ground_supp2-3700060.mp4
[NO] 1353/1913 | IEEE Transactions on Sustainable Computing
[NO] 1354/1913 | Spatiotemporal Downscaling of SMAP Soil Moisture with an integrated Machine Learning and Land Data Assimilation Framework_supp1-3707028.docx
[NO] 1355/1913 | CURA: Size Isn&amp;#x2019;t All You Need &amp;#x2013; A Compact Underlying Architecture for On-Device Intelligence_supp1-3703044.pdf
[NO] 1356/1913 | Adaptive and Context-Aware Question Generation Using Transformer Models with IRT-Based Difficulty Control
[NO] 1357/1913 | Demo Abstract: A Snapshot Hyperspectral Camera Add-On for Real-Time Face Anti-Spoofing
[NO] 1358/1913 | Research on the Prediction of Incomplete Coronary Angiography Vessel Pathways Based on Ddpm Diffusion Model
[NO] 1359/1913 | Detecting Hallucinations in Multilingual LLM-Generated Headlines: A Fine-Grained Classification Approach
[NO] 1360/1913 | A Review of Partial Video Copy Detection: Technical Advances, Evaluation Frameworks, and Future Trends
[NO] 1361/1913 | AI-Based Modeling of Dielectric Properties for Hydrocarbon Contaminated Soil
[NO] 1362/1913 | A Systematic Optimization Framework for Student Performance Prediction Using CatBoost
[NO] 1363/1913 | On the Ability of Speech Recordings to Reflect OSA Severity
[NO] 1364/1913 | AI-based Data Management for Environmental Disasters Resilience and Sustainability in the Cloud Continuum: A Survey
[NO] 1365/1913 | Data-Driven AI Framework for Intelligent Fault Detection in Smart Power Grids
[NO] 1366/1913 | Reinforcement Learning for Adaptive Resource Allocation and Scheduling in Maritime Logistics and Smart Transportation Systems
[NO] 1367/1913 | Traversing the Untraversable: Enabling UAV Navigation in the Extremely Dense Wild by Contact-driven Adaptation_supp4-3705701.mp4
[NO] 1368/1913 | A Dynamic Mutual Information Measure of Phase-Amplitude Coupling with Uncertainty Quantification
[NO] 1369/1913 | Capacities of quantum Markovian noise for large times
[NO] 1370/1913 | Financial Technology (FinTech) Overview: A Conceptual Study
[NO] 1371/1913 | Hadamard-Based Recursive Aperture Decoded Ultrasound Imaging (READI) With Estimated Motion-Compensated Compounding ( EMC ) Using Top-Orthogonal to Bottom Electrode (TOBE) Arrays_supp4-3704971.mp4
[NO] 1372/1913 | Role of AI in Advancing Energy Supply Field by Photovoltaic Panel Systems
[NO] 1373/1913 | An AI- and IoT-Driven Quality Monitoring System for Sustainable Management of Cruciferous Vegetables
[NO] 1374/1913 | Analysis of Radial Vibration Considering the Phase Shift of Modulated Electromagnetic Excitations in FSCW PMSMs for Robot Joint Applications
[NO] 1375/1913 | Constant Output Voltage and ZVS Control Strategy for Three-Phase Wireless Power Transfer System Under Asymmetric Resonant Parameters
[NO] 1376/1913 | Safety-Critical Interactive Scenario Generation for Autonomous Vehicles Testing Using Diffusion-Based Method
[NO] 1377/1913 | Quiet Humanoid Walking With NMPC-Informed Reinforcement Learning
[NO] 1378/1913 | Transformer Partial Discharge Detection Using Continuous-Wave Fixed-Frequency NV-Center Quantum Sensing
[NO] 1379/1913 | Entry Trajectory Optimization with Complex No-Fly Zone Constraints Using Bilinear Interpolation and Augmented MPSP
[NO] 1380/1913 | IoT-Integrated Augmented Reality for Spatially Aware Human–Machine Interaction for IEEE Transactions on Human-Machine Systems
[NO] 1381/1913 | Pikavolt: A Cloud-Native BlockDAG Consensus Protocol for Scalable Blockchain Networks
[NO] 1382/1913 | Effective Broadband RCS Reduction in Metasurfaces through Composite Vortex Phase Modulation
[NO] 1383/1913 | Design and Demonstration of a D-Band Scanning Lens Array for Automotive Radar Applications
[NO] 1384/1913 | A Dual-Branch Contrastive Learning Framework for Cross-Subject Thermal Sensation Prediction
[NO] 1385/1913 | Effects of Moisture on Dissolved Gas Diffusion in Vegetable-Based Insulating Oil
[NO] 1386/1913 | Improving Gallstone Disease Prediction Through Composite Feature Optimization with CatBoost
[NO] 1387/1913 | Poster Abstract: Drop-In Diffractive Hyperspectral Module for Face Anti-Spoofing
[NO] 1388/1913 | Demo Abstract: CardioGenie: Turning Physiological Sensing into Prescriptive Cardiology at Edge with Medical Small Language Model
[NO] 1389/1913 | M3DSRec: Memory-Enhanced Multimodal Sequential Recommendation with Multiple Distillation
[NO] 1390/1913 | Reimagining the IEEE Industry Applications Society [President’s Message]
[NO] 1391/1913 | KBase Research Agent: Automated Multi-Agent Workflow Construction for Reproducible Genome Analysis
[NO] 1392/1913 | EEG Decoding Performance and Emotional states in Speech and Language Games for ASD: A pilot study
[NO] 1393/1913 | LVGS-SLAM: LiDAR-Visual-Supervised Gaussian Splatting SLAM With Dense Depth Rendering for Unstructured Environments
[NO] 1394/1913 | Cross-view Multimodal Vision-Based Assessment Framework for Traditional Chinese Medicine Rehabilitation Training_supp2-3705649.mp4
[NO] 1395/1913 | Synergistic Pelican Optimization and Heterogeneous Stacking Ensemble for DC Series Arc Fault Detection in Solar PV Systems
[NO] 1396/1913 | A Portable Smartphone-Based Fluorescence Detection System for Rapid DNA Semi-Quantification and Water Quality Screening
[YES] 1397/1913 | Implementation of Low-Powered Flexible OTFT Compact Model for Digital Logic Circuits Simulation
[NO] 1398/1913 | OSED-Ko: Open-Source Empathy-Driven Dialogue Dataset for Emotional Support of Marginalized Populations in South Korea
[NO] 1399/1913 | Adaptive NN-based Finite-Time Tracking Control for Time-Delay High-Order Nonlinear Systems in the Presence of Input Quantization and Unknown Uncertainties
[NO] 1400/1913 | Harmonic Resonance Assessment for Offshore Wind Farms Based on Data-Driven Method Considering System Uncertainty
[NO] 1401/1913 | State of the Art in Fault-Tolerant Quantum Computing
[NO] 1402/1913 | Adaptive Variational Inference: Beyond Bethe, Tree-Reweighted, and Convex Free Energies_supp1-3704719.pdf
[NO] 1403/1913 | IEEE Computer Society Information
[NO] 1404/1913 | Prosthetic Arm Control in a BCI System Using CNN with Scalogram and Wavelets
[NO] 1405/1913 | Machine Learning–Driven Predictive Maintenance for Sustainable Industrial Water-Treatment Operations
[NO] 1406/1913 | Digital twin model of an intelligent irrigation system for water-efficient agricultural crop production
[NO] 1407/1913 | Descriptor: Indian Multi-stage Paddy Crop Tracking based on UAV-Multispectral and RGB Image Dataset (IMPaCT-UAV-MsRGB)
[NO] 1408/1913 | Detection and Mitigation Data Poisoning Attacks in Multimodal Online Federated Learning
[NO] 1409/1913 | A Modular Two-Stage Deep Learning Pipeline for COVID-19 Screening and Lesion Localization from Chest X-ray Images
[NO] 1410/1913 | A Power Regulation Method Based on Delayed Gate Control for Wireless Charging
[NO] 1411/1913 | Artificial Intelligence for Supply Chain Optimization and Demand Forecasting: An End-to-End Cost-Aware Learning Framework
[NO] 1412/1913 | Comparative Evaluation of Hybrid Machine Learning Models for Predicting Weather and Air Quality in Dhaka City: Insights for Urban Environmental Management
[NO] 1413/1913 | Learning Where, What and How to Transfer: A Multi-Role Reinforcement Learning Approach for Evolutionary Multitasking
[NO] 1414/1913 | Quantifying Interpretability of Res-U-Net and U-Net Performance in Identifying Ocean Fronts based on thermal infrared remotely sensed data
[NO] 1415/1913 | A Look in the Mirror: ACM Demographics
[NO] 1416/1913 | A Survey of AI for Materials Science: Foundation Models, LLM Agents, Datasets, and Tools
[YES] 1417/1913 | Testing Framework Migration with Large Language Models
[NO] 1418/1913 | The Role of Standards in Present Low-Voltage AC and Emerging DC Power Systems for Data Centers [Standards News]
[NO] 1419/1913 | Conference Organization: CCAT 2025
[NO] 1420/1913 | An Optimized Collaborative Routing Model for Trucks and Heterogeneous Drones in Delivery and Pickup Services_supp1-3704201.pdf
[NO] 1421/1913 | Autonomous FPV Flight with Translational Optical Flow and Uncertainty Mask_supp1-3706940.mp4
[NO] 1422/1913 | Poster Abstract: CAPTCHA-Based Two-Factor Authentication
[NO] 1423/1913 | Demo Abstract: TinyContainer: Access Control &amp; Scheduling for Runtimes on Microcontrollers
[NO] 1424/1913 | Poster Abstract: SAOF: Semantic-Aware Agent Orchestration Framework for Explainable Autonomous Driving
[NO] 1425/1913 | Predictive, Degradation-Aware Sensor Scheduling for Underwater Sonar Navigation
[NO] 1426/1913 | Linear Lyapunov Functions for Nonlinear Compartmental Systems
[NO] 1427/1913 | A Soft Reclosing Scheme for Voltage Controlled Devices Based LVDC SSCBs
[NO] 1428/1913 | Exploring the Effect of Gaze and Distance Guidance in Room-Scale Virtual Reality
[NO] 1429/1913 | Integrated ATT&amp;CK–SPARTA Threat Modeling and Security Validation for NewSpace Systems: An Emulation-Based Testbed Approach
[NO] 1430/1913 | SHED: Semantic Heterogeneous Graph Learning for Estimating Eating Disorder Severity_supp1-3707439.pdf
[NO] 1431/1913 | Towards Low-Latency Event Stream-based Visual Object Tracking: A Slow-Fast Approach
[NO] 1432/1913 | κ-Carrageenan Functionalized Silver Nanoparticles with reduced Graphene Oxide Bilayer coated eFBG for Selective Detection of Cu
                    <sup>2+</sup>
                    Ions in Water
[NO] 1433/1913 | Autonomous Artificial Egg for Natural Incubation Mimicry and Monitoring in_supp4-3704053.mp4
[NO] 1434/1913 | Uncertainty Aware Semi-Supervised Learning for Robust INS/GNSS Integrated Navigation on Edge Platforms
[NO] 1435/1913 | PolyJailbreak: Cross-Modal Jailbreaking Attacks on Black-Box Multimodal LLMs
[NO] 1436/1913 | Benchmarking Spatial Operations over Heterogeneous Data: The Case of Zonal Statistics
[NO] 1437/1913 | Proceedings of the 2026 11th International Workshop on Testing Database Systems
[NO] 1438/1913 | Hadamard-Based Recursive Aperture Decoded Ultrasound Imaging (READI) With Estimated Motion-Compensated Compounding ( EMC ) Using Top-Orthogonal to Bottom Electrode (TOBE) Arrays_supp3-3704971.mp4
[NO] 1439/1913 | AI-Driven Data Security Intelligent and Adaptive Frameworks for Protecting Data in Modern Digital Ecosystems
[NO] 1440/1913 | Low Complexity Power-efficient Waveform Design for RIS-aided ISAC
[NO] 1441/1913 | Transfer-Learning-Enhanced Wearable Anklet: Real-Time Edge AI Biomechanical Analysis With fMRI Correlation for Female Post-Traumatic Osteoarthritis
[NO] 1442/1913 | On-Chain Detection of Token Manipulation in Collaborative Learning for Consumer Electronics
[NO] 1443/1913 | Design and Coupled Bending–Axial Strain Modeling of a Bi-Material Push–Pull Robot
[NO] 1444/1913 | Augmented and Virtual Reality in Healthcare: Opportunities, Challenges, and Future Directions - A Qualitative Analysis
[NO] 1445/1913 | The Role of Artificial Intelligence in Economic Transformation at Palestinian Universities: Al-Istiqlal University as a Case Study
[NO] 1446/1913 | The Role of Information Technology Governance in Enhancing Sustainable Financial Performance: A Conceptual Review and Framework Proposal
[NO] 1447/1913 | The Integration of Business Intelligence and Blockchain Technology during the Generative Artificial Intelligence Era
[NO] 1448/1913 | A Two-Stage Time-Aware Transformer for Short-Horizon AECOPD Risk Prediction
[NO] 1449/1913 | A 185 TOPS/W/mm
                    <sup>2</sup>
                    Bayesian Inference Engine with 640 aJ, Write-Free FeFET GRNG for Uncertainty-Aware Aerial Search and Rescue
[NO] 1450/1913 | Lightweight Hybrid CNN–Transformer Model for Real-Time Detection of Rice Diseases Using Multispectral Drone Images
[NO] 1451/1913 | Multiclass Classification of Mood Swings Using Gaussian Kernel Support Vector Machines on Structured Mental Health Data
[NO] 1452/1913 | Assessment of Personality Dimensions Across Situations in Dyadic Role-Play Scenarios_supp1-3707000.pdf
[NO] 1453/1913 | IEEE Proceedings
[NO] 1454/1913 | Poster Abstract: Trust Your Scrap: Deep Learning for Quality Control
[NO] 1455/1913 | Poster Abstract: One-Shot Template Local Features Selection for Robust Template Matching
[NO] 1456/1913 | Demo Abstract: Enabling Multi-Hop Batteryless Networks with Wake-Up Receivers
[NO] 1457/1913 | Demo Abstract: An Edge-Targeted Data Pipeline From Multi-Protocol IoT to Auto-Provisioned OGC Sensorthings API
[NO] 1458/1913 | Poster Abstract: Toward Earable Device-Based Postural Sway Estimation Using Convolutional Neural Networks
[NO] 1459/1913 | Design and Depth Tracking of a Robotic Quadrotor-Float for Exploration of Methane Seeps
[NO] 1460/1913 | Edge Feature Fusion Enhanced YOLOv11 for Mobile Offline Counting of Aircraft Assembly Waste Components
[NO] 1461/1913 | Semantic Segmentation of Remote Sensing Images Based on Enhancing Spatial and Channel Features
[NO] 1462/1913 | Attack Simulation System Based on Automated Generation Mechanism of Cyberattack Solutions
[NO] 1463/1913 | Optimization of smart production-inventory systems for perishable products with preservation and multi-warehouse_supp1-3706995.pdf
[NO] 1464/1913 | Correlation of Pore Depth with Electrochemical Performance in Porous Silicon Supercapacitors_supp1-3707085.pdf
[NO] 1465/1913 | Cloud Analytics Benchmarking: Where We Are, What Is Missing, and Where We Should Go
[NO] 1466/1913 | Large Language Models for Bangla Sentiment Analysis: Understanding Context and Emotion in Political Discourse
[NO] 1467/1913 | AI Based Digital Human Resource Planning and Employee Productivity
[NO] 1468/1913 | Reinforcement Learning Optimization of Energy Storage Dispatch in Renewable Energy Microgrids
[NO] 1469/1913 | A Miniature Wearable Ultrasound System for Continuous Bladder Monitoring with Sleeping-Position-Robust Modeling Strategies
[NO] 1470/1913 | Deep Learning Based Multi Class Recognition of Medicinal Plant Leaf Diseases
[NO] 1471/1913 | CNN-Based Detection of Structural Cracks in Bridges Using UAV Visual Inspection Data
[NO] 1472/1913 | Hippocampus-Based Alzheimer Detection Using Deep Learning Techniques
