[2026-04-02 22:32:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-01
正在获取论文...
[arXiv] 2026-04-01 | Grothendieck's Equality vs Voevodsky's Equality
[NO] 932/1897 | Reducing Object Hallucination in Large Audio-Language Models via Audio-Aware Decoding
[NO] 933/1897 | DyMEvalNet: Dynamic Text-Audio-Personalization Fusion for Multimodal Music Quality Assessment
[NO] 934/1897 | AGENT-DIFF-X: A Consumer-Adaptive Agentic Framework for Efficient and Explainable 3D Breast Tumor Segmentation on Edge Devices
[NO] 935/1897 | Supporting Bi-Directional Collaboration with Unmodified Immersive Applications Using AccompliceVR_supp1-3679102.pdf
[NO] 936/1897 | Modality Equilibrium Matters: Minor-Modality-Aware Adaptive Alternating for Cross-Modal Memory Enhancement_supp1-3676535.pdf
[NO] 937/1897 | Open-Circuit Fault Diagnosis for Power Converters Under Variable Operational Conditions: From a Source-Free Domain Adaptation Perspective
[NO] 938/1897 | Dual-Foot Inertial Pedestrian Navigation with Graduated Non-Convexity Factor Graph Optimization
[NO] 939/1897 | Rotating Savitzky-Golay Filter Based on BP Neural Network: Enabling High-Accuracy Temperature and Pressure Retrieval via Rayleigh-Brillouin Spectrum Processing
[NO] 940/1897 | Fluid Aerial Networks: UAV Rotation for Inter-Cell Interference Mitigation
[NO] 941/1897 | Innovative IFC Classification in BIM Models Ready to be Converted Into Digital Twins
[NO] 942/1897 | Silicon Controlled Rectifier (SCR)-Embedded Identification of Field Winding, Damper Bar, and Eccentricity Faults in Wound Field Synchronous Machines
[NO] 943/1897 | Dimensioning of Surge Protective Devices Installed to Home Electric Vehicle Chargers Against Direct Lightning Strikes
[NO] 944/1897 | A 60-V High-Side / In-Line Instrumentation Amplifier With 54-V/
                    <i>μ</i>
                    s CM Transient Tolerance and 115-dB Dynamic Range
[NO] 945/1897 | IEEE Dataport
[NO] 946/1897 | Beyond Predefined Clusters: A Comprehensive Review of Clustering Methods for Unknown Cluster Numbers
[NO] 947/1897 | Enhancing Pedestrian Safety Through Automated Emergency Steering: Design and Experimental Validation of a Risk-Based Architecture
[NO] 948/1897 | Focus on Finding Deepfakes: A Robust Proactive Detection Method Based on Orthogonal Moment Watermarking
[NO] 949/1897 | In Situ Grown MoS&amp;#x2082; on FTO: A Scalable and Biocompatible Platform for Selective Detection of Dopamine_supp1-3668254.docx
[NO] 950/1897 | Reflections on the 25th Anniversary of the IEEE Circuits and Systems Magazine [Editorial]
[NO] 951/1897 | Development and Modeling of a Soft Array Actuator for Elderly Assistive Robotic Exoskeleton
[NO] 952/1897 | Power System Image Encryption Scheme Based on Two-Step Phase-Shifting Digital Holography and Human Biometric Key
[NO] 953/1897 | Research and Implementation of a Home Electrical Safety Management System: Integrating BiLSTM and LoRa in an IoT Architecture
[NO] 954/1897 | Multi-Genre Sports Dance Action Recognition and Skill Assessment Using CNN-BiLSTM-Attention Model
[NO] 955/1897 | Research on the Digital Interaction of Cultural Heritage Game Driven by UE5 and IoT Technologies: A Case Study of Pitch-pot
[NO] 956/1897 | Multi-Task Learning Framework Integrating LightGBM and SHAP for Rural Entrepreneurship Behavior Prediction Among College Students
[NO] 957/1897 | Research on the integration mode of big data and enterprise human resources shared service center under the background of digital transformation
[NO] 958/1897 | Integrating LDA Topic Modeling and Sentiment Analysis: An Empirical Study of User Comments on CHAGEE Short Video Advertisements
[NO] 959/1897 | Code-Switching as a Verbal Impoliteness Strategy in Conflictive Film Dialogues: A Study Based on Python Visualization
[NO] 960/1897 | Calculation and Assessment of Technology Integration Effectiveness in Digital Exhibitions Based on Multi-Source Data and a TOPSIS-Entropy Weight Integrated Model
[NO] 961/1897 | Intelligent evaluation method for college students' practical training ability based on Analytic Hierarchy Process and Extenics theory
[NO] 962/1897 | Mechanism Study on the Effects of Narrative Rhythm in Micro-Short Dramas on Audience Cognitive Load and Emotional Experience Based on Computational Communication Models
[NO] 963/1897 | A Study on College Students' Legal Aid Demands and Expectations Based on Regression Model
[NO] 964/1897 | Industry 4.0 Design Principles in Continuous Production Processes: A Case Study
[NO] 965/1897 | Deep Reinforcement Learning Enabled Joint Task Offloading and Trajectory Optimization in Multi-UAV Systems
[NO] 966/1897 | Section 3. Components, Circuits, Devices &amp; Systems
[NO] 967/1897 | CRESS 2025 Content Announcement Page
[NO] 968/1897 | Integrated On-Board Chargers for Electric Vehicles: Topologies, Control Strategies, Challenges, and Future Research Directions
[NO] 969/1897 | A Quantum Internet Protocol Suite Beyond Layering
[NO] 970/1897 | Dynamic Spatiotemporal Measurement Uncertainty-Aware Detection for Robust Power System State Estimation Against Stealthy FDIA
[NO] 971/1897 | BCEDAS: A Blockchain and Chameleon Hash-Based Efficient Decentralized Authentication Scheme for Internet of Vehicles With Multi-Scenario_supp1-3670901.pdf
[NO] 972/1897 | Machine Learning Adversarial Attacks using Partial Sinkhorn Optimization
[NO] 973/1897 | The Role of AI in Climate Change Prediction: Analysing Machine Learning Models for Extreme Weather Forecasting
[NO] 974/1897 | Four Families of Binary Sequences with Low Ambiguity Function Properties
[NO] 975/1897 | A Resilient LLM-driven Agent Framework for Multi-UAV Mission Planning and Control
[NO] 976/1897 | Accident Prone Hotspot Detection Using YOLOv8 Integrated with HDFS
[NO] 977/1897 | Modeling of Ventilation and Air Conditioning Control Systems for Processing Plants
[NO] 978/1897 | TransGate-RiceNet: Attention-Fused Transformer-Convolutional Model for Early and High-Precision Detection of Rice Leaf Pathologies
[NO] 979/1897 | Designing Inclusive Voice-Based Conversational Agents for Individuals with Intellectual Disabilities
[NO] 980/1897 | Dual-Security-Assured Computation Offloading for ISCC LEO Satellite-Enabled Space-Air-Ground Networks
[NO] 981/1897 | Wavelength-Multiplexed Operation of Phosphorescent White-LED Data Emitters
[NO] 982/1897 | Position Sensorless and Fault-Tolerance Control of Medium Speed SRMs via Self-Correcting Inductance-Based Observer
[NO] 983/1897 | IEEE Feedback
[NO] 984/1897 | Physics-Constrained Spatio-Temporal Attention FusionGAN: End-to-End Gridded Sea Surface Wind Fusion over China Seas from Multi-Mission GNSS-R Observations
[NO] 985/1897 | FFDMamba: Feature Frequency Decoupling Mamba for High-Resolution Remote Sensing Semantic Segmentation
[NO] 986/1897 | AnchorNet: Adaptive Anchor Token Enhancement in Video-grounded Dialogue Generation
[NO] 987/1897 | A Data-Driven ANN-Based Model for FeCAP &amp; FeFET: Orienting to SPICE and Circuit Design
[NO] 988/1897 | Robust and Lightweight 3D Reconstruction of Buried Threats Using Multi-view GPR Data
[NO] 989/1897 | RSCAAT: A Recursive Mechanism to Mitigate Cache Side Channel Attacks
[NO] 990/1897 | Monocular Optical-Flow Method for Gait Event Detection and Foot-Strike pattern Evaluation in Parkinsonian Gait
[NO] 991/1897 | Simultaneous Localization and Synchronization in Distributed MIMO-OFDM Systems
[NO] 992/1897 | Smarttendance: A BLE-Based Mobile Application for Real-Time Session Attendance Tracking
[NO] 993/1897 | Translational Drift in Formation Control Under Infeasible Configurations
[NO] 994/1897 | Policy Iteration with Non-Asymptotic Convergence for Systems with Random Parameters
[NO] 995/1897 | Adaptive Super-Twisting Kernel Dynamic Programming: Energy Optimal and Robust Theory Application for Pursuit-Evasion Game System
[NO] 996/1897 | MicroSDF: Microfacet-Driven Hybrid Neural SDFs for Mixed-Reflectance Surface Reconstruction
[NO] 997/1897 | FD-SCU: Frequency Decomposition-based Spectrum Collaborative Upsampling for Point Cloud Color Attribute
[NO] 998/1897 | Score-Based Conditional Flow Models for MIMO Receiver Design with Superimposed Pilots
[NO] 999/1897 | Fundamental Bounds and Exact Formulation for the Level Crossing Rate of Product Ratio Fading Processes
[NO] 1000/1897 | Whisper Has an Internal Word Aligner
[NO] 1001/1897 | An Efficient and Well-Benchmarked Multi-Orbital Impurity Solver for Predictive Investigations of Correlated Materials
[NO] 1002/1897 | Privacy-Preserving State Estimation with Crowd Sensors: An Information-Theoretic Respective
[NO] 1003/1897 | Evaluating Self-Supervised Speech Models Via Text-Based LLMs
[NO] 1004/1897 | Improving Perceptual Audio Aesthetic Assessment via Triplet Loss and Self-Supervised Embeddings
[NO] 1005/1897 | IEEE VR 2026 VGTC Virtual Reality Significant New Researcher Award
[NO] 1006/1897 | SpeechLess: Micro-utterance with Personalized Spatial Memory-aware Assistant in Everyday Augmented Reality
[NO] 1007/1897 | AniXDim: Integrating Cross-Dimensional Interaction into Desktop Character Animation Workflows
[YES] 1008/1897 | Performance Analysis of Compiler Code Generation for HPC and AI Kernels on RISC-V
[NO] 1009/1897 | Porting an Enterprise Linux Distribution to Custom RISC-V Hardware: A Rocky Linux Case Study
[NO] 1010/1897 | Sinba: Singing-To-Accompaniment Generation With Pitch Guidance Via Mamba-Based Language Model
[NO] 1011/1897 | LLaS2S: LLM-based Speech-to-Speech Translation with Context-Aware Duration Prediction Units
[NO] 1012/1897 | From List-Decodability to Proximity Gaps
[NO] 1013/1897 | SDDS: A Scalable and Distributed Data Sharing Scheme in Vehicular Clouds
[NO] 1014/1897 | Disturbance Observer-Based Control for PMSG Wind Turbine System to Cope With Both Balanced and Unbalanced Grid Voltages
[NO] 1015/1897 | A Gradient-Based Causal Discovery Framework With Applications to Complex Industrial Processes_supp1-3674543.pdf
[NO] 1016/1897 | Threshold Voltage Variability Induced by Localized Ferroelectric Phase Distributions in FeFET and Its Mitigation Strategies
[NO] 1017/1897 | Distance-Security Tradeoffs for Repeaterless End-to-End QKD Networks_supp1-3678029.pdf
[NO] 1018/1897 | Top-K-Aware Set Optimization for Component-Sharing Multiobjective Optimization_supp1-3678952.pdf
[NO] 1019/1897 | A Deep Learning-Based Spatio-Temporal Fusion Model Accounting for Strong Phenological Changes
[NO] 1020/1897 | A novel VGSOT-pMTJ write circuit for hybrid CMOS/MTJ CIM architecture
[NO] 1021/1897 | Confidence-Aware Cascaded Learning for Real-Time Weakly Supervised Anomaly Detection in Surveillance Video
[NO] 1022/1897 | Inside back cover
[NO] 1023/1897 | Vehicle Trajectory Prediction in Highway Weaving Areas Considering Interaction-Transfer Characteristics
[NO] 1024/1897 | A 6.5-pJ/Step Reconfigurable Readout IC With Duty-Cycled Resistor and Switched Capacitor for High Linearity RC-to-Digital Converter
[NO] 1025/1897 | Research on Data-Driven Reservoir Response Modeling and Oil Recovery Optimization Based on Injection-Production Test Data
[NO] 1026/1897 | Does CEO Overconfidence Facilitate or Hinder Corporate AI Application? Based on Machine Learning, Text Analysis, and Linear Regression
[NO] 1027/1897 | The Application of Big Data Analysis in Elderly Oriented Renovation Space Design
[NO] 1028/1897 | Application of Structured Neural Networks in Artificial Intelligence Recognition
[NO] 1029/1897 | Design and Application of an Intelligent Inspection and Product Quality Data Traceability System in Green Smart Manufacturing
[NO] 1030/1897 | How Hand Constraints Influence User Defined Gestures in Mixed Reality
[NO] 1031/1897 | Designing for Response Tasks: An Empirical Evaluation of Response Tasks in a Video Game Context
[NO] 1032/1897 | Proceedings of the 51st Graphics Interface Conference 2025
[NO] 1033/1897 | Mitigating the Bandwidth Wall via Data-Streaming System–Accelerator Co-Design
[NO] 1034/1897 | MHCFNN: Multihead Attenuated Neuro-Fuzzy based Deep Learning Model for Cybersecurity in Internet of Things
[NO] 1035/1897 | Measurement Techniques for Power Analysis in Side-Channel Attacks on Integrated Circuits
[NO] 1036/1897 | An Ultra-Low Power Built-in-Self-Test Architecture for CMOS Image Sensors Using Adaptive Thresholding and Clock Gating
[NO] 1037/1897 | LEXA-IDS- A Lightweight Explainable Autoencoder-Assisted Intrusion Detection System for Resource-Constrained Iot Networks
[NO] 1038/1897 | Design and Implementation of an Autonomous Neural Network Subsystem for Monitoring Computer Systems Digital Components
[NO] 1039/1897 | Integrative Graph-based Learning for Multi-Omics Characterization of Drug Resistance in Breast Cancer
[NO] 1040/1897 | A Unified Multi-Modal System for Image Forgery, Text Plagiarism, and AI-Generated Content Detection
[NO] 1041/1897 | A Study on Extract Bits of Pseudorandom Sequences Generated by Me Operation on the Elliptic Curve
[NO] 1042/1897 | A Hybrid Attribute-Content-Based Access Control Model for Medical Information Systems
[NO] 1043/1897 | Advanced Learning Based Quantum Key Distribution Framework for Practical Secure Communication Networks
[NO] 1044/1897 | Efficient Signal Detection Method Based on Sparse Bayesian Learning in ZP-OTFS Systems
[NO] 1045/1897 | Smart AR-Based Sign Language Recognition System for Real-Time Communication and Translation
[NO] 1046/1897 | Threshold Anonymous Credential Scheme Based on Attribute-Based Encryption
[NO] 1047/1897 | Wireless Human Activity Recognition: A Survey of Recent Advances and a Novel Zero-Shot LLM-Based Inference Framework
[NO] 1048/1897 | PunctVR: VR Training for Image-Guided Needle Puncture with a Scaffolded, Self-Directed Framework
[NO] 1049/1897 | Energy-Aware Predictive Offloading in UAV for Containerized Smart Irrigation in IoT Agriculture
[NO] 1050/1897 | Emphasis Sensitivity in Speech Representations
[NO] 1051/1897 | What Sensors See, What People Feel: An Exploratory Study of Subjective Collaboration Perception in Mixed Reality
[NO] 1052/1897 | Scalable Controllable Accented TTS
[NO] 1053/1897 | Heat Flow Characteristics of Segmented Laminar Plasma Torch Influenced by Interelectrode Structure Based on Numerical Simulation
[NO] 1054/1897 | Mechanism and Performance Verification of Channel-Hot-Electron Induced Hot-Hole Injection-Based High-Speed Erasure for Split-Gate Charge-Trapping Flash Memory
[NO] 1055/1897 | Direct measurement of transient temperature at the tool–chip interface using a 3D-printed sensor-integrated cutting tool
[NO] 1056/1897 | An Open-Circuit Fault Diagnosis Method for T-Type Three-Level Inverters Based on Distorted Current Guided by Physical Mechanism
[NO] 1057/1897 | 2026 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)
[NO] 1058/1897 | IEEE Foundation
[NO] 1059/1897 | Deploying Intelligence in Vehicle Electronics [From the Editor]
[NO] 1060/1897 | Audio-CoT: Exploring Chain-of-Thought Reasoning in Large Audio Language Model
[NO] 1061/1897 | Enabling Long FFT Convolutions on Memory-Constrained FPGAs via Chunking
[NO] 1062/1897 | Emotional Styles Hide in Deep Speaker Embeddings: Disentangle Deep Speaker Embeddings for Speaker Clustering
[NO] 1063/1897 | Token-based Attractors and Cross-attention in Spoof Diarization
[NO] 1064/1897 | Advancing Controllable Music Generation with Latent Rectified Flow Guided by Rhythm and Harmony
[NO] 1065/1897 | Table of Contents
[NO] 1066/1897 | Canonical Correlation Residual Score-Based Method for Quality-Related Fault Diagnosis in Industrial Processes
[NO] 1067/1897 | Seismic impedance inversion with adaptive group sparse regularization
[NO] 1068/1897 | Self-Anchored Progressive Framework with Noise Mitigation for Unsupervised Camouflaged Object Detection
[NO] 1069/1897 | Beyond Diagonal RIS: A New Frontier for 6G Internet of Things Networks
[NO] 1070/1897 | Reliability of Lexical Richness Measures for ASR-Based Children’s Speech Assessment
[NO] 1071/1897 | Analysing the Language of Neural Audio Codecs
[NO] 1072/1897 | IEEE WiCAS and YPCAS Host Joint Event IEEE at ISICAS 2015 in Qingdao to Explore Career Reshaping in the AI-Powered Era [CASS Conference Highlights]
[NO] 1073/1897 | Cross-Ambiguity Function Hierarchical Optimization Doppler Estimation for Underwater Acoustic OFDM Communication
[NO] 1074/1897 | Equilibrium Contrastive Learning for Imbalanced Image Classification
[NO] 1075/1897 | IEEE Systems, Man, and Cybernetics Society Information
[NO] 1076/1897 | Towards AGI-Enabled Solutions For IoX Layers Bottlenecks In Cyber-Physical-Social-Thinking Space
[NO] 1077/1897 | Wildfire Spread Forecasting with Deep Learning
[NO] 1078/1897 | QuadQ: Quadratic-Based Value Decomposition for Cooperative Policy Optimization in Multi-Agent Reinforcement Learning
[NO] 1079/1897 | XS-FedPRS: Explainable and Secure Federated Learning for Privacy-Preserving Genomic Analytics in Federated Healthcare Networks
[NO] 1080/1897 | Table of Contents
[NO] 1081/1897 | AoI-Aware Privacy-Preserving Task Allocation in Vehicular Crowdsensing
[NO] 1082/1897 | Joint Overt–Covert Dual-Robust Beamforming for Satellite Communications
[NO] 1083/1897 | Rotating Scaled Synchronization of Networked Agent Systems With Hybrid Time Delays
[NO] 1084/1897 | The Franklin Stove: An Unintended American Revolution—Joyce E. Chaplin (New York, NY, USA: Farrar, Straus and Giroux, 2025, 422 pp.)
[NO] 1085/1897 | Video-Based Cross-Domain Emotion Recognition Via Sample-Graph Relations Self-Distillation
[NO] 1086/1897 | Demonstration of Improvement in On-Resistance versus Breakdown Voltage Trade-Off for Top-Gate High-Voltage InGaO TFTs
[NO] 1087/1897 | Application of Embodied Intelligence Based on Environmental Perception and Knowledge Graph in the Design of Marine Culture IP Toys
[NO] 1088/1897 | A Deep Prediction Model for University Students' Mental Health Using Multimodal Data and Attention Mechanisms
[NO] 1089/1897 | Path planning for Unmanned Surface Vehicles based on the improved Bi-RRT algorithm integrated with the DWA algorithm
[NO] 1090/1897 | Research Hotspots and Trends in the Application of Smart Healthcare in Chronic Disease Management: A Bibliometric Analysis Based on CiteSpace and VOSviewer
[NO] 1091/1897 | Data-Driven Feasibility Analysis of Tourmaline Industrialization Using Hybrid Intelligent Optimization Algorithm
[NO] 1092/1897 | A Review of Research Progress on Digital and Intelligent Management Platforms for Whole-Process Documentation at Construction Sites
[NO] 1093/1897 | A Study on Named Entity Recognition in Classical Chinese Medical Texts Using BERT-BiGRU-CRF
[NO] 1094/1897 | Understanding Education Practitioners' Attitudes toward Basic Education Integration in the Guangdong–Hong Kong–Macao Greater Bay Area: A K-means Clustering Study
[NO] 1095/1897 | SP $^{2}$ Join: Secure and Practical Multi-Table Pairwise Equi-Join Queries over Encrypted Databases
[NO] 1096/1897 | Security-Trust-Determinism Co-Design Using Hybrid Intrusion Detection With Temporal Modeling for Real-Time Publish-Subscribe Middleware
[NO] 1097/1897 | Load Disaggregation in Residential Appliances with Multiple States: Comparative Techniques
[NO] 1098/1897 | FedAligns: A Federated Learning-Based IoT Intrusion Detection Method with Direction-Aligned Updates
[NO] 1099/1897 | From Structure to Semantics: Hypergraph-Based AR Assembly Guidance with LLM-Mediated Narration
[NO] 1100/1897 | Challenges of Precueing Instructions for Compound Task Procedures in Mixed Reality
[NO] 1101/1897 | Accuracy-Efficiency Trade-Off Analysis of Deep Learning Models for Breast Cancer Diagnosis Using Ultrasound Images
[NO] 1102/1897 | Context-Aware Explanation Drift Detection (CA-EDD): For Plant Disease Severity Estimation
[NO] 1103/1897 | Artificial Intelligence in Recruitment: Frameworks and Innovations
[NO] 1104/1897 | Detection of Algorithmic Bias in AI-Based Recruitment Systems Using Explainable AI
[NO] 1105/1897 | Towards Trustworthy LLMs: A Hybrid RAG-Enhanced, Attention-Driven Multi-Metric Framework for Model Evaluation and Comparison
[NO] 1106/1897 | Distributed Generalized Distributionally Robust Equilibrium Seeking for Dynamical Games Under Unknown Time-Varying Interference
[NO] 1107/1897 | Smart Pill Dispenser with Facial Recognition and Health Monitoring
[NO] 1108/1897 | A Unified Modeling Framework for Cognitive Wildlife Monitoring
[NO] 1109/1897 | WirelessEV-OPT: Metaheuristic Optimization of Resonant Frequency and Power Transfer Using PSO and GWO
[NO] 1110/1897 | Synchronization Control Based on Sequential Convergence
[NO] 1111/1897 | Swin-ResU-Net: Hybrid Transformer CNN for Spatial Segmentation of Satellite Imagery
[NO] 1112/1897 | Implicit Aspect-Based Sentiment Analysis: A Systematic Review
[NO] 1113/1897 | AsymDrive: Fingertip-Free Force Illusions Induced by Asymmetric Vibrations on Dorsal-Palmar Tendons
[NO] 1114/1897 | A Study of the Scale Invariant Signal to Distortion Ratio in Speech Separation with Noisy References
                    <sup>*</sup>
[NO] 1115/1897 | Multiple Distributed Wardens with Amplify-and-Forward Fusing Strategy in Covert Communications
[NO] 1116/1897 | ASRU 2025 Preface
[NO] 1117/1897 | ProtoCLAP – Prototypical Contrastive Language-Audio Pretraining
[NO] 1118/1897 | Record Replay Repeat: Improving Interactivity Between Non-Player Characters with Additive Record and Replay
[NO] 1119/1897 | Fabrication of High-Resolution Digital Torque Wrenches With Quartz Crystal Force Sensors
[NO] 1120/1897 | Full
                    <i>V</i>
                    -band High-Efficiency Gap Waveguide-Based Single-Layer Corporate-Feed Slot Array Antenna
[NO] 1121/1897 | “Reflecting on Mark Weiser's Vision in 2026”
[NO] 1122/1897 | Edge Extension for Missing Anatomical Features: A Mask-Guided Spatial Diffusion Framework for Ultrasound Scoliosis Image Outpainting
[NO] 1123/1897 | Dependency-Aware Microservice Deployment Optimization via Neural Heuristic Learning
[NO] 1124/1897 | FD-SCU: Frequency Decomposition-based Spectrum Collaborative Upsampling for Point Cloud Color Attribute_supp1-3678090.pdf
[NO] 1125/1897 | Real-Time Implementation and Experimental Validation of a Novel Vector Control Strategy for a PV-Fed Reduced-Structure Inverter–Driven Induction Motor Using dSPACE 1104
[NO] 1126/1897 | Unified Object Detector with Dynamic Switch Mechanism Based on Deep Learning Advances: A Paradigm-Aware Architecture for Adaptive Detection
[NO] 1127/1897 | Model Predictive Control of DAB Converters for RMS Inductor Current Minimization Under ZVS Constraints
[NO] 1128/1897 | Excluded Volume Effect in GI/G/s Queues
[NO] 1129/1897 | Semantic Similarity-Based AI RMF and NIST SP 800-53 Integrated Crosswalk Structured Process
[NO] 1130/1897 | Connected Vehicular Network Ground-to-Air Target Tracking Based on Bearings Measurements: Pseudolinear Information-Guided Strategy
[NO] 1131/1897 | ZipVoice: Fast and High-Quality Zero-Shot Text-to-Speech with Flow Matching
[NO] 1132/1897 | Multilingual Dataset Integration Strategies for Robust Audio Deepfake Detection: A SAFE Challenge System
[NO] 1133/1897 | Neuromorphic Adaptive Precision RISC-V Processor with Real-Time Precision Scaling and Neuronal State Management
[NO] 1134/1897 | Copyright Page
[NO] 1135/1897 | Linear Order Graph Sparsification for MCMC and Mean-Field Annealing
[NO] 1136/1897 | Solving the Number Partitioning Problem with Hardware-Accelerated Probabilistic Computing
[YES] 1137/1897 | GPU Kernel-Level Characterization and Optimization of Transformer Models: From Baseline to LoRA Fine-Tuning
[NO] 1138/1897 | Congratulations IEEE Fellows
[NO] 1139/1897 | Comparison on Power Cycling Test Consistency Across Technical Routes: Core Stress-Relative Parameters Alignment as the Key to Equivalence
[NO] 1140/1897 | An EEG-Based Multi-Source Domain Knowledge Transfer Framework for Cross-Session and Cross-Subject Emotion Recognition
[NO] 1141/1897 | Integrating a Degradation-Driven Methodology in Board Level Vibration Testing
[NO] 1142/1897 | Full-Duplex-Bench: A Benchmark to Evaluate Full-Duplex Spoken Dialogue Models on Turn-taking Capabilities
[NO] 1143/1897 | Voice Factor Control Using FIR-Based Fast Neural Vocoder for Speech Generation Applications
[NO] 1144/1897 | Masthead
[NO] 1145/1897 | IEEE Transactions on Evolutionary Computation Information for Authors
[NO] 1146/1897 | GL-MambaLite: A Lightweight Global-Local Feature Enhanced Network for Building Extraction
[NO] 1147/1897 | Immersive VR for the Assessment of Spatial Skills in Adolescents: Performance, Gender Effects, and Links to Computational Thinking_supp1-3679088.pdf
[NO] 1148/1897 | Double Dynamic Event-Triggered Leader-Following Consensus for Nonlinear Multiagent Systems Under Directed Graphs
[NO] 1149/1897 | Dimensionality and randomness
[NO] 1150/1897 | AGInformer: Adaptive Graph-Informer Framework for Stock Return Prediction
[NO] 1151/1897 | Research on Pricing and ESG Investment in the Apparel and Textile Supply Chain Considering Nash bargaining Fairness Concerns under the Context of Consumer Down-scaling
[NO] 1152/1897 | Practical AI Approaches for Community Infection Early Warning: From Public Data to Actionable Insights
[NO] 1153/1897 | From “Technical Tools” to “Governance Embedding”: Research on the Construction of a Trusted Ecosystem for AI-Enhanced Community OA Collaborative Governance
[NO] 1154/1897 | Research on the integrated development of intangible cultural heritage and tourism in northern Guangxi based on DBSCAN clustering
[NO] 1155/1897 | A review of the methods for Qiaopi digital management
[NO] 1156/1897 | Enhancing University Teachers’ Digital Literacy through K-Means Clustering and Data-Driven Grouping
[NO] 1157/1897 | Resilient Reinforcement of CPSs against Sparse Sensor Attacks by Prior Information Decomposition
[NO] 1158/1897 | INTELLI-BDC: Intelligent Bidirectional DC—DC Converter for Optimized EV Battery Management
[NO] 1159/1897 | Algorithmic Midwifery: Benchmarking Machine Learning Models for Intelligent Fetal State Classification
[YES] 1160/1897 | An LLM-Assisted Fuzz Testing Framework for Unmanned System Software
[NO] 1161/1897 | MsGA: Gestational Age Estimation with Multi-plane Unified Measurements Driven by Anatomic Segmentation
[NO] 1162/1897 | RippleVision: Unobtrusive Gaze-Dependent Guidance via Directed Wave Motion in Virtual Reality
[NO] 1163/1897 | CRESS 2025 Contributor Page
[NO] 1164/1897 | Section 2. Information Security
[NO] 1165/1897 | Photonic Sampler for mmWave Signals up to 70 GHz Using a 1-GHz MLL and a Silicon PIC
[NO] 1166/1897 | Compressor-Based Adaptive Approximate Multiplier with MFA and Clock Gating for Reduced Latency in Neural Network Applications
[NO] 1167/1897 | IoT-Based Real-Time Gesture Talk System for Hand Sign Recognition in Speech and Hearing Impairments Using Cloud Computing
[NO] 1168/1897 | TEE-Based Privacy-Preserving Arbitration for Dynamic Heterogeneous Redundancy in Industrial Control Systems
[NO] 1169/1897 | Advanced Feature Engineering and Machine Learning for Simultaneous Cyber Attack Detection in Smart Digital Substations
[NO] 1170/1897 | Blockchain-Enabled Decentralised Architecture for Biomedical Data Governance
[NO] 1171/1897 | PhysiKKT-Net: A KKT-based Neural Network with Guaranteed Compliance for Real-Time Power Flow Analysis
[NO] 1172/1897 | GraphDistill-TI: A Temporal-Structural-Aware Data Distillation Framework for Fine-tuning Threat Intelligence LLMs
[NO] 1173/1897 | MindMorph: An Integrated Framework for Myers-Briggs Personality Classification Through Multi-Source Data Fusion and Advanced Ensemble Techniques
[NO] 1174/1897 | Minimizing Total Cost for Power Grid Energy Distribution
[NO] 1175/1897 | Review of Cyber Security Challenges &amp; Solutions in Cloud Networks
[NO] 1176/1897 | The Use of Virtual Reality for Training Automated Control System Operators on Digital Twins
[YES] 1177/1897 | hls4ml: A Flexible, Open-Source Platform for Deep Learning Acceleration on Reconfigurable Hardware
[NO] 1178/1897 | A Neural Model for Contextual Biasing Score Learning and Filtering
[NO] 1179/1897 | CASPER: A Large Scale Spontaneous Speech Dataset
[NO] 1180/1897 | Title Page iii
[NO] 1181/1897 | Architectural Design and Performance Analysis of a CUDA-Accelerated Framework for Collective Flocking Simulation
[NO] 1182/1897 | Real-space finite-element methods and algorithms for DFT calculations in the exascale era using projector augmented wave method
[NO] 1183/1897 | Mitigating VR Motion Sickness Through Multi-sensory Simulation of Wind Sensation (MSSWS): A Vestibular-Visual Synchronization Approach
[NO] 1184/1897 | IEEE VR 2026 International Program Supercommittee and International Program Committee
[NO] 1185/1897 | Unifying Model and Layer Fusion for Speech Foundation Models
[NO] 1186/1897 | Reconstructing Resources for Breakthrough Innovation: The Role of Divestiture–Acquisition Configurations Under Windows of Opportunity
[NO] 1187/1897 | On the Adversarial Robustness of Efficient KANs
[YES] 1188/1897 | Accelerating Triton convolutions by exposing Shared Memory to the Programmer
[NO] 1189/1897 | IEEE VR 2026 Paper Reviewers
[NO] 1190/1897 | Introduction to the 7th Workshop on Education for High Performance Computing (EduHiPC 2025)
[NO] 1191/1897 | Mobility and Deadline-Aware RL-based Task Offloading Scheme in FC-IoT Networks
[NO] 1192/1897 | Perceive, Adapt, and Interact: An Intelligent Virtual Agent for Education in Mixed Reality
[NO] 1193/1897 | Harmonizing Text-Guided Video Inpainting with Optical Flow Diffusion
[NO] 1194/1897 | Robotic Bin Packing via Hierarchical Reinforcement Learning_supp1-3678655.mp4
[NO] 1195/1897 | A Wideband True Time Delay Microstrip Line Five-Port Coupler With Double Ring Star Link
[NO] 1196/1897 | Performance Enhancement of the DMS Filter on SiC Substrate Using Intermediate Reflecting Grating
[NO] 1197/1897 | Robust Visual Servo Control with Visibility Constraints for High-Dynamic Landing of Quadrotors
