[2026-02-21 09:18:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-20
正在获取论文...
[ACM] 2026-2-20 | Wildfire@Home: Personalized Immersive Training for Household Situation Awareness
[NO] 509/1000 | Research on dynamic filtering SLAM based on 3D optical flow error model and deep learning features
[NO] 510/1000 | Visual language models and generative artificial intelligence for smart workplace safety: a comparative study
[NO] 511/1000 | NH SwiftPass
[NO] 512/1000 | A Deep Learning Approach for Tea Plant Disease Identification Based on Similar Visual Characteristics
[NO] 513/1000 | Impact Assessment of Multiple PV-DG &amp; DSTATCOM Allocation in Reconfigured RDN using a novel hybrid Approach
[NO] 514/1000 | Trustworthy and Privacy-Enhanced Financial Portfolio Management Using Federated Learning on Blockchain Networks
[NO] 515/1000 | Performance Realization of Multiple Inductive Active-Cell Balancing Technique for EV Applications
[NO] 516/1000 | Navigational Aid for Submerged Underwater Vessels using Obstacle Detection Sonar and Open Source GIS Systems
[NO] 517/1000 | Optimized Ensembled Model for Water Toxicity Prediction Using Machine Learning Approach
[NO] 518/1000 | A Fuzzy-Based Clustering and Routing Protocol for Enhancing the Lifetime of Wireless Sensor Networks
[NO] 519/1000 | Structured Controller Design in Grid Following Converters for Guaranteed Performance and Robustness Against Weak Grids. An LMI Approach
[NO] 520/1000 | EV Charging Infrastructure Development in Smart Grids
[NO] 521/1000 | Imbalanced Data Handling for Stroke Prediction Using Oversampling and Cost-Sensitive Learning
[NO] 522/1000 | Electric Field Emissions from Laptop Computers: A Quantitative Study of User Exposure During Charging and Non-Charging Operations
[NO] 523/1000 | Methodology for an Analysis of Influencing Factors on 3D Object Detection Performance
[NO] 524/1000 | Term Deposit Customer Prediction: Leveraging Explainable Boosting Machine (EBM) with Bank Marketing Data
[NO] 525/1000 | SYMPOL 2025 TOC
[NO] 526/1000 | Optimization and Integration of Low-Area Low-Energy and High-SQNR FFT Accelerators in ULP MCUs
[NO] 527/1000 | Table of Contents
[NO] 528/1000 | Consistent Soil Moisture and Vegetation Optical Depth from Relatively Calibrated SMOS Brightness Temperatures with SMAP
[YES] 529/1000 | Getting Acquainted with Your LLMs: Are They Aware of Smelly Code?
[NO] 530/1000 | Single-Step Hardware-Aware Neural Network Quantization with Mixed Precision
[NO] 531/1000 | Enhancing Adversarial Transferability with Cost-efficient Landscape Flattening_supp1-3664421.pdf
[NO] 532/1000 | Masthead
[NO] 533/1000 | ICMLANT 2025 Opinion
[NO] 534/1000 | Human or Machine? A Survey on Machine-Generated Text Detection
[NO] 535/1000 | Retraction Notice: Traffic Flow Prediction Based on Dynamic Environment-Aware and Adaptive Multi-Scale Feature Extraction
[NO] 536/1000 | IoT-Enabled Hierarchical Energy Trading for Multi-Community Sharing in the Internet of Energy
[NO] 537/1000 | Joint Semantic Compression and Massive MIMO Transmission for Edge Video Analytics
[NO] 538/1000 | A Multi-World Synthetic Benchmark for Evaluating RSCE in Clinical Machine Learning
[NO] 539/1000 | Chair's Message
[NO] 540/1000 | Bridging the Gap: Multi-Level Governance of Open Science in the Republic of Moldova amidst EU Accession
[NO] 541/1000 | Enhancing Dialectal Arabic Sentiment Analysis Using Deep Learning
[NO] 542/1000 | Fashion Recommendation System Using Vision Transformers (ViT) and Graph Neural Networks (GNN)
[NO] 543/1000 | Scaling MADDPG for Enhanced Multi-Agent Reinforcement Learning
[NO] 544/1000 | Blocking Analysis in Multi-Server Queues for Computer Network Performance
[NO] 545/1000 | Attention-Based Deep Learning for Retail Sales Forecasting: A TabNet Framework with Store-Level Clustering
[NO] 546/1000 | Enhancing Cloud Computing Load Balancing: A Review of Machine Learning Approaches, Open Challenges, and Proposed Architecture
[NO] 547/1000 | Machine Learning and NLP-Enabled Talent Recruitment and Retention Framework for Financial HR Optimization
[NO] 548/1000 | Student Grades Prediction and Forecast Using the Linear Regression
[NO] 549/1000 | Sentiment Analysis of Movie Reviews Using DistilBERT
[NO] 550/1000 | NLP and Explainable AI for Clinical Decision Support: A Comprehensive Review with Emerging Quantum Perspectives
[NO] 551/1000 | A Hierarchical DWD-PLRM Framework for Real-Time Autonomous Navigation in Dynamic Environments
[NO] 552/1000 | Smart Logistics Management for Electric Motorcycles
[NO] 553/1000 | Stability Assessment of HVDC Transmission System Utilizing Hybrid DR-MMC Converter in Sending-Terminal
[NO] 554/1000 | Counterfactual Adversarial Learning for Fair LLM Recommenders
[NO] 555/1000 | The Dual-System Hierarchical Architecture: A Future Paradigm for Vision-Language-Action Models
[NO] 556/1000 | FDTD Electromagnetic Simulation of Electrically Steerable Phased Patch Antenna Array
[NO] 557/1000 | Explainable Machine Learning for Preoperative Prediction of Tumor Focality in Thyroid Cancer Using Lifestyle and Clinical Examination Data
[NO] 558/1000 | Lifetime Prediction of Proton Exchange Membrane Fuel Cell System Under Integration of Gaussian Process Regression with Bayesian Optimization
[NO] 559/1000 | Controlling the Attenuation Slope in a Rectangular Waveguide Partially Filled with an Absorber: Application to the Design of Attenuators
[NO] 560/1000 | AI-powered Muscle Tracking Genie
[NO] 561/1000 | AI-Powered Data Analytics for IoT Systems: A Review on Efficient Processing at the Edge and Beyond
[NO] 562/1000 | Autonomous Security Orchestration for Cloud-Native Environments Using Multi-Agent Systems
[NO] 563/1000 | Design and Implementation of an AI-Based Automatic Plastic Waste Sorting System
[NO] 564/1000 | Toward Emotion-Aware and Personality-Driven Mental Health Chatbots Using Large Language Models
[NO] 565/1000 | Four Spiral Resonator Compact Diplexer with Improved Out-of-Band Rejection for the Coexistence of 5G Applications
[NO] 566/1000 | Deep Learning-Based Sign Language Communication System with Multi-Language Support
[NO] 567/1000 | Benefit Allocation Method for Integrated Energy System Alliances Based on Alternating Bidding Game
[NO] 568/1000 | InterQ: a Job Interview Training Platform Using Facial Expression Detection and Answer Scoring
[NO] 569/1000 | Active Probe Based NTP Vulnerability Detection
[NO] 570/1000 | Heart Attack and Cardiac Arrest Predictor: Data-Driven Approach
[NO] 571/1000 | Solving Optimal Power Flow Using Enhanced Dung Beetle Optimization Algorithm
[NO] 572/1000 | Automated Preprocessing and Deep Learning for Non-Invasive Anemia Estimation Using Conjunctival Images
[NO] 573/1000 | Enhancing Autonomous Vehicle Security: An Adaptive CAN Bus Testbed Architecture
[NO] 574/1000 | Accelerating Arithmetic: A Novel Approach to Ladner-Fischer Adder Design
[NO] 575/1000 | Hybrid Pinching Antenna Systems: Architecture and Beamforming Design
[NO] 576/1000 | A Systematic Analysis of Object Detection Approaches in Images: A Comprehensive Review
[NO] 577/1000 | A Novel Multifunctional Filtering Leaky Wave Antenna in Substrate Integrated Waveguide Technology
[NO] 578/1000 | Cross-Modal Mixup Enhance Foundation Model Adaptation for Few-Shot Learning
[NO] 579/1000 | A Power System Operating State Prediction Model Integrating Big Data Analytics
[NO] 580/1000 | Enhancing Wind Speed and Power Forecasting Accuracy Using Machine Learning Techniques: A Case Study of Jaisalmer Wind Park, India
[NO] 581/1000 | Comparative Analysis of Energy Storage Revenues in Provincial and Regional Electricity Markets
[NO] 582/1000 | Comparative Analysis of Single Nucleotide Polymorphism Processing Methods for Eye Color Prediction
[NO] 583/1000 | Transaction fraud detection algorithm based on graph neural network and user behavior
[NO] 584/1000 | Deep Reinforcement Learning Scheduling Method for Power Systems Considering Transmission Limits and Transient Security Constraints
[NO] 585/1000 | Performance Evaluation of PSO-Based MPPT Algorithm for PV Systems Under Partial Shading
[NO] 586/1000 | Advancing Multivariate Time Series Forecasting with the HybridTST-Transformer Model
[NO] 587/1000 | Hybrid CNN-Transformer Model for Scalable and Robust Phishing URL Detection
[NO] 588/1000 | Kullback–Leibler Divergence–Driven Cooperative Asynchronous Compressive Spectrum Sensing for Cognitive Radio Networks
[NO] 589/1000 | Computing the Load Margin of Power Systems Using Birds of Prey-Based Optimization Algorithm
[NO] 590/1000 | Multi-Model Disagreement Active Learning for N-1 Stability Constraint Construction in Optimal Power Flow
[NO] 591/1000 | Low-Frequency NILM via Deep Dictionary Learning and Compressed Sensing
[NO] 592/1000 | Research on Early Insulation Fault Detection and Location in Distribution Power Cables
[NO] 593/1000 | Examining Opportunities, Challenges, and Strategic Integration in AI-Driven Corporate Communication
[NO] 594/1000 | Compact Dual Band Substrate Integrated Waveguide Cavity Backed Patch Antenna with Hybrid Pattern
[NO] 595/1000 | MediAid: Automated Healthcare and Smart Medicine Dispenser
[NO] 596/1000 | Median Frequency Inflation Rate (MFIR): A Novel Time–Frequency Method for Rapid P and S–Wave Detection in EEW Systems
[NO] 597/1000 | Research On Temperature Error Compensation Technology of Pillar Optical Fiber Current Transformer
[NO] 598/1000 | Research and Application of Regulatory Safety Management Underthe New Situation
[NO] 599/1000 | Motorcycle Exhaust Gas Emission and Noise Measurement and Classification System Using ESP32 and IoT Sensor
[NO] 600/1000 | A Rule-based Energy Management System for a Marine Electric Propulsion System
[NO] 601/1000 | Dual-layer Integrated MPC and SMC-based Energy Management Strategies for Hybrid Electric Vehicles
[NO] 602/1000 | Innovative Charging and Discharging Policies for EV Battery Management: Leveraging Reinforcement Learning for Elongation and Efficiency
[NO] 603/1000 | Predicting the Clear-Sky and Clearness Indices for GHI Estimation Under Two Algerian Climate
[NO] 604/1000 | Interpretable Healthcare Cost Prediction Using XGBoost with Dual Explainable AI Framework
[NO] 605/1000 | Design of Dynamic Prediction System for Electricity Heterogeneous Data Based on Deep Neural Network
[NO] 606/1000 | Comparative Analysis of Clustering Algorithms for Identifying Wind Turbine Operating Regimes from SCADA Data
[NO] 607/1000 | A Method for Locating High-Resistance Ground Faults in Low-Resistance Grounded Systems Based on Zero-Sequence Current-Voltage Characteristics and Matrix Algorithms
[NO] 608/1000 | Analysis of a Variable Region Size in Regional Voting
[NO] 609/1000 | Real-Time Educational Personalization Using Fine-Tuned LLMs and Learner Behavior Analytics
[NO] 610/1000 | Comparative Study of Circular and Rectangular MPA Using HFSS Tool (Wi-Fi Applications)
[NO] 611/1000 | Research on Switching-Period-Based Loss Balancing Technology for All-SiC Active NPC Inverters
[NO] 612/1000 | AZTEM: A Self-Evolving Zero-Trust Model for Adaptive Cloud Security Using AI-Driven Threat Mitigation and Quantum-Resilient Encryption
[NO] 613/1000 | A Method for Enhanced Depth Detection in Underwater Navigation: Implementation and Comparative Study
[NO] 614/1000 | Logic Functional Scaling in the Angstrom Era: From Generic CMOS to Function-Specific Optimization
[NO] 615/1000 | Bridging the Digital Divide: A Comparative Analysis of Digital Maturity in Private and Public Sector Organizations
[NO] 616/1000 | Graph Augmentation for Intersectional Unfairness Mitigation: A Study across Dataset Scales and Interaction Densities
[NO] 617/1000 | Preface
[NO] 618/1000 | Prompting the Future: AI-Guided Episodic Thinking to Support Long-Term Goals
[NO] 619/1000 | DigitalOmmie: Adapting Calm Design from Social Robots to Digital Replicas to Reduce Momentary Anxiety
[NO] 620/1000 | Table of Contents
[NO] 621/1000 | A Low-Latency Post-Quantum Group Authentication Framework for VANETs
[NO] 622/1000 | Revolutionizing Turn-by-Turn Navigation With Cloud-Edge Deep Learning
[YES] 623/1000 | Detecting inline code comment smells leveraging CodeBERT Model
[NO] 624/1000 | IEEE Women in Engineering Membership Benefits
[NO] 625/1000 | Gain Self-Adjustment Observation and Guaranteed Performance for Faulty Industrial Process System: A Performance Self-Recovery Approach
[NO] 626/1000 | Health Monitoring of Inductor Based on the Thermal Time Constant
[NO] 627/1000 | IEEE Journal of Photovoltaics Information for Authors
[NO] 628/1000 | ATC 2025 Organizing Committee
[NO] 629/1000 | Copyright Page
[NO] 630/1000 | DigitalTwin 2025 Program Committee
[NO] 631/1000 | Title Page i
[NO] 632/1000 | SYMPOL 2025 Cover Page
[NO] 633/1000 | Edge-Optimized Agentic AI for Stochastic Communication Modeling in Digital Systems
[NO] 634/1000 | A Low-Pass Filtering Wilkinson Power Divider with Wide Harmonic Suppression
[NO] 635/1000 | DPCC for Winding Segmented Permanent Magnet Linear Synchronous Motor with Sliding Mode Disturbance Observer
[NO] 636/1000 | Solving Inverse Kinematics for Quantised Joint Manipulators Using Metaheuristics and Discrete Gradient Descent
[NO] 637/1000 | Breakdown Characteristics of Fluorocarbon Dielectric for HV High Power Electronic Device Phase Change Cooling System
[NO] 638/1000 | Solar Photovoltaic Panels Tilt Angle Optimization using Artificial Neural Networks
[YES] 639/1000 | Design and Implementation of a Smart Contract Integrity Verification Framework for API
[NO] 640/1000 | Analysis of Electromagnetic Characteristics of Magnetic - Latching Relays and Optimization Design Based on Multiple Factors
[NO] 641/1000 | Multi-View Feature Fusion with Cross-Attention for Robust Leukemia Detection in Microscopic Imaging
[NO] 642/1000 | Performance Analysis of UAV Communication Using Scaled Selection Combining
[NO] 643/1000 | YOLO-PetX: Enhanced YOLO-Based Recognition of Abnormal Dog Behaviors in Intelligent Pet Care Applications
[NO] 644/1000 | A Knowledge Graph Approach with Graph Data Science and Hybrid Filtering for Personalized Learning Recommendation System
[NO] 645/1000 | Graph partitioning for accuracy and scalability in training GNN-based traffic prediction models for Intelligent Transportation Systems
[NO] 646/1000 | Secure Fog-Edge and 5G-Enabled Architecture for AI-Driven Mobility, Real-Time Traffic Analytics, and Accessibility in Aging-Focused Intelligent Transportation Systems
[NO] 647/1000 | Practical Visualization of Learning and Teaching Behaviour Patterns Using Moodle Blocks
[NO] 648/1000 | 5G-Enabled Edge Intelligence for Hybrid Inverters with Smart Solar Battery Charging
[NO] 649/1000 | Improving Stock Price Prediction Utilizing Anomaly Detection and Handling for Top 3 LQ45 Financial Company in Indonesia
[NO] 650/1000 | Empirical Analysis of AI Methods of Forecasting financial Times Series: A Research on LSTM and ML models in Indian Stock, Commodity and Energy Prices
[NO] 651/1000 | Gain-Scheduled-PID Controller design for Anti-Lock Braking System of Automobile
[NO] 652/1000 | Cross-Market Collaborative Trading Strategy for Virtual Power Plants: A Hierarchical Multi-Agent Deep Reinforcement Learning Approach
[NO] 653/1000 | Research on Short-term Line Loss Rate Prediction Method of Distribution Network Based on RF-CNN-SVM
[NO] 654/1000 | The Deepfake Governance Gap: Navigating Global Regulation in an Age of Synthetic Realitiess
[NO] 655/1000 | Assistive Wearable for Real-Time Posture Monitoring and Correction in Elderly Using Using Inertial Sensing
[NO] 656/1000 | Machine Learning-Assisted Screening of Pyrimidine-Pyrazole Derivatives as Steel Corrosion Inhibitors in Hydrochloric Solution
[NO] 657/1000 | Impact of Meta-Heuristic Hyper-Parameter Tuning in AI Based Fault Classification in a Grid Connected PV System
[NO] 658/1000 | AI-Powered Glasses for Visually Impaired
[NO] 659/1000 | Magnetic Transmission Performance Evaluation of Magnetic Gear and Magnetic Lead Screw
[NO] 660/1000 | Bio-Inspired Optimization for Channel Equalization: A Study on the African Vultures Algorithm
[NO] 661/1000 | Sequence-Domain Impedance Model of Grid-Following VSCs with DC-Side Impedance Coupling
[NO] 662/1000 | IndoBERT and IndoBERT-Lite Models in YouTube Comment Sentiment Analysis to Assess All-Age Viewing Suitability
[NO] 663/1000 | Impact of Mesh Density and Time-Step Variation on Losses and Torque Characteristics in 3D and 2D FEM Models of an Axial Flux Machine
[NO] 664/1000 | Vision-Based Adaptive Signal Control: A Comparative Study of YOLOv9, SSD, and Faster R-CNN
[NO] 665/1000 | A Privacy-Preserving AI-Blockchain Framework for End-to-End Supply Chain Traceability
[NO] 666/1000 | Karana: A Post-Quantum Secure AI Surveillance System for Autonomous Multimodal Threat Detection
[NO] 667/1000 | Digital Twin and Machine Learning-Enabled Reliability Assessment for Distribution Networks: a Hybrid Framework
[NO] 668/1000 | Thermal Compatibility of Immersion Phase Change Cooling System Medium with High Power IGBT Material
[NO] 669/1000 | A Cost-Aware Retraining Recalibration Strategy in Communication Network
[NO] 670/1000 | Design and Simulation of Software Defined Radar
[NO] 671/1000 | A Gated Fusion Framework for Multimodal Urdu Named Entity Recognition
[NO] 672/1000 | Enhancing Industrial Productivity through Integrated Automation Control Systems Using Edge-Based Smart Digitization Techniques
[NO] 673/1000 | Neuromorphic Architectures for Real-Time Speech Processing in Noisy Environments
[NO] 674/1000 | Low-Cost Portable Digital Shadow for Radiative WPT Systems
[NO] 675/1000 | Resilient-Sustainable Winner Determination for Raw Material Procurement Auctions of Electric Vehicle Batteries
[NO] 676/1000 | Information Extraction and Standardization from Scanned Medical Reports using Vision Language Models
[NO] 677/1000 | Temperature Field Characteristic Analysis Based on Dynamometer Measurements of a Permanent Magnet Synchronous Motor
[NO] 678/1000 | Continuous Power Flow-Based Cooperative Optimization of Multiple SVGs in a Looped Power Network in Xinjiang
[NO] 679/1000 | Potato Leaf Disease Classification Using Vision Transformers
[NO] 680/1000 | AquaFed: Leveraging Federated Learning for Real-Time Schistosomiasis Prevention Through Water Quality Monitoring
[NO] 681/1000 | A Systematic Review of Flood and Landslide Prediction Using Deep Learning
[NO] 682/1000 | Review of Indian and Global Electric Vehicle Charging Standards: Opportunities and Challenges for Emerging Economies
[NO] 683/1000 | Deep Learning Framework for Secure and Revocable Face Template Protection
[NO] 684/1000 | Model-Free Adaptive Predictive Speed Control for PMSM Based on Dynamic Linearization
[NO] 685/1000 | IoT-Enabled Nanogrid System for Real-Time Energy Data Monitoring and Analysis
[NO] 686/1000 | Dialogue Policy Learning: Reinforcement Learning Strategies for Task-Oriented Dialogue Systems in Customer Service
[NO] 687/1000 | Detecting and Counting Human Presence using Device Free Wi-Fi Channel State Information
[NO] 688/1000 | Iterative Learning Robust Security Predictive Control for Batch Process Subject to Deception Attacks
[NO] 689/1000 | Sepsis Risk Prediction Using Temporal Convolutional Networks Applied to Time-Series Health Monitoring Data
[NO] 690/1000 | Telemedicine Access for Rural Healthcare in Nabha
[NO] 691/1000 | Autonomous Vehicle For A Smart And Safer Mobility
[NO] 692/1000 | Requirements Coverage-Guided Minimization for Natural Language Test Cases
[NO] 693/1000 | From Plans to Perceptions: Transferability of Urban Development Strategies into Real-Life Outcomes
[NO] 694/1000 | Beyond Technology: Uncovering Social Engineering Vulnerabilities Through Integrated Phishing Simulation and Physical Security Audit
[NO] 695/1000 | <i>Computer</i>
                    Highlights Society Magazines
[NO] 696/1000 | 2025 Index IEEE Journal of Selected Topics in Signal Processing Vol. 19
[NO] 697/1000 | GAN-Empowered Parasitic Covert Communication: Data Privacy in Next-Generation Networks
[NO] 698/1000 | Dual-Transduction MEMS Gas Sensor for H and CO Identification Across Humidity_supp1-3660610.docx
[NO] 699/1000 | Defending Backdoor Attacks in Task-Oriented Multi-User Semantic Communication: A Contrastive Training Approach
[NO] 700/1000 | Simplified Ultra-Wideband Tightly Coupled Antenna (SUTCA) Array with Improved Bandwidth and Superior Performance
[NO] 701/1000 | From Prediction to Prescription: A Causal-AI for Personalized Learning Path Optimization in MOOCs
[NO] 702/1000 | ISRITI 2025 Breaker Page
[NO] 703/1000 | A Microgrid-Based Self-Healing Control Strategy for Active Distribution Networks
[NO] 704/1000 | TRAIL-D: Ternary Restoring Array Integrated Logic – Division
[NO] 705/1000 | DynPrice-MG: Trajectory Privacy Protection Based on Dynamic Pricing with Mamba-GAN
[NO] 706/1000 | A Comprehensive Evaluation of State-of-the-Art Deep Learning Object Detection Frameworks for Crown-of-Thorns Starfish in Coral Reef Monitoring
[NO] 707/1000 | Point-of-Care Breast Cancer-on-Chip Diagnosis Using Linear SVM Model
[NO] 708/1000 | Impact Analysis and Settlement Mechanism Effect Evaluation for the Full Market Integration of New Energy in Anhui's Electricity Trading Market
[NO] 709/1000 | High-Performance Network Virtualization with Safety for Automotive Virtualization OS
[NO] 710/1000 | Human-Centered Building Energy Modeling and Simulation for Retrofit
[YES] 711/1000 | Reconfigurable FPGA-Based Framework for Power-Efficient Signal Processing in AI-Assisted IoT Gateways
[NO] 712/1000 | Hybrid Quantum Key Distribution for Secure Open Banking Platforms
[NO] 713/1000 | Research on Current Limiting Characteristics of Shipboard Low-Voltage Hybrid DC Current Limiter
[NO] 714/1000 | Conversion-Invariant and Quantum-Secure Image Steganography Using YCgCo-R Transformation and DWT-Based Hybrid Encryption
[NO] 715/1000 | Co-Regulating Intelligence: Designing Emotionally-Responsive Human-AI Collaboration Models for K-12 Classrooms
[NO] 716/1000 | Synergistic Multi-Station PV Generation Forecasting with Correlation Orthogonalization
[NO] 717/1000 | Smart Energy Monitoring &amp; Appliance Level Power Consumption Analysis: An Integrated Approach for Residential Energy Efficiency
[NO] 718/1000 | A Study on the Economic Benefits of Energy-Efficient Retrofitting of Building Envelopes in Existing Residential Buildings in Severe Cold Regions
[NO] 719/1000 | A New Space Distribution Method for Autonomous Vehicles at Lane-Drop Bottlenecks on Multi-Lane Freeways
[NO] 720/1000 | Physics-Constrained CNN-GNN Framework for Power System Transient Stability Assessment with Causal Interpretability
[NO] 721/1000 | Integration of AI and ML for Anomaly Detection in SSD Validation Logs
[NO] 722/1000 | Development and Simulation of a 5-Stage Constant Current Control Battery Management System
[NO] 723/1000 | On the Derivation of the Globally Optimal Efficiency Maps in Hybrid and Full Electric Vehicles
[NO] 724/1000 | Modeling and Control of a CLLLC Resonant Converter for a Battery Charger
[NO] 725/1000 | Stress Analysis and Long-Term Performance of Vacuum Tube Operating Mechanism in Power Equipment
[NO] 726/1000 | Designing Resilient Integrated Systems Engineering Architectures for Robust Cybersecurity Against Emerging Threats
[NO] 727/1000 | FPGA Based Neural Networks for Ultrasound Muscle Pathology Classification
[NO] 728/1000 | Performance Analysis of Li-Fi Under Cryogenic Temperature Conditions
[NO] 729/1000 | A Carbon Emission Estimation Method Based on Convolutional Neural Networks and Lightweight Gradient Boosting Trees
[NO] 730/1000 | Efficient and Representative Mission profiles generation from Historical Field Data
[NO] 731/1000 | Additively Manufactured Millimeter-Wave Waveguides with Optimized RF Choke Structures for Screwless Split-Block Integration
[NO] 732/1000 | Sparse Design of Navigation Conformal Array and Its Beamforming
[NO] 733/1000 | Multi-Channel 1D-CNN Architecture for Drone vs Bird Classification Using mmWave Radar ADC Data
[NO] 734/1000 | Sustainable Nanocomposites for Energy Storage and Intelligent Computing in Eco-Efficient Systems
[NO] 735/1000 | AI-Powered Handwritten Signature Verification Using Siamese Neural Networks for Forgery Detection
[NO] 736/1000 | Operation Optimization Strategy for User Flexible Load Participation in Demand Response Based on Naive Bayes Classification Algorithm
[NO] 737/1000 | Efficient Three-Level CLLC Converter for DC Microgrid-Based EV Charging
[NO] 738/1000 | Statistical Validation of Metaheuristic-Guided Multi-Backbone Fusion: A Comprehensive Analysis for Rice Leaf Disease Detection
[NO] 739/1000 | A Hybrid Approch for Accurate SoC Estimation of Li-ion Battery by Using CCM and CC, CV Control of EV Applications
[NO] 740/1000 | Milk Product Recommendation through CatBoostRanker on Tesseract OCR(Optical Character Recognition)-Extracted Nutrition Facts
[NO] 741/1000 | Multi-Class Sentiment Analysis with Fine-Tuned Transformer Models
[NO] 742/1000 | A Hybrid Model for Detecting Lung Cancer
[NO] 743/1000 | A Transformer-Based Intrusion Detection System with Attention-Driven Feature Selection for Network Traffic Classification
[NO] 744/1000 | Can LLMs Aid Expert Elicitation for Causal Modeling?
[NO] 745/1000 | From Mental Models to Data-Enriched Knowledge Graphs as a Basis for Operator Assistance
[NO] 746/1000 | Leveraging Machine Learning Techniques for Intrusion Detection System Using UNSW-NB15 Dataset
[NO] 747/1000 | Deep Learning-Based Classification of Diabetic Retinopathy Using Fundus Images and Transfer Learning
[NO] 748/1000 | CNN-Based Feature Learning and Logistic Regression for 5-Level Car Dent Categorization
[NO] 749/1000 | Fully Unrolled Two-Stage Pipelined AES-128 Hardware IP for High-Speed Encryption/Decryption on FPGA
[NO] 750/1000 | Research on Electric Vehicle Charging Simultaneity Factor Prediction Algorithm Integrating Multi-Source Features and Federated Learning
[NO] 751/1000 | Live Workplace Mirror: Seamless XR-Driven Soft Skills Development in the Flow of Work
[NO] 752/1000 | An Approach for Testing Rural LOS V2X Minimum Communication Processing Distance
[NO] 753/1000 | 5G-Enabled IoT with Machine Learning Approach for Predictive Surface Mining and Environmental Safety
[NO] 754/1000 | Smarter Healthcare: Assessing Nurse Workload using Wearable Sensors and Machine Learning
[NO] 755/1000 | MDFL: A Machine Decision Method for Intelligent Manufacturing Based on Vertical Federated Learning
[NO] 756/1000 | Cognitive-Inspired Lightweight Semantic Mapping in Weak Texture Environments
[NO] 757/1000 | Digital Civil Servants: The Integration of Artificial Intelligence into Government Workflows
[NO] 758/1000 | Public Service in the Age of AI: Institutional Strategies for Future-Ready Skill Development
[NO] 759/1000 | SYMPOL 2025 Cover Page
[NO] 760/1000 | Learning a Unified Risk Map for Autonomous Driving in Partially Observable Environments_supp1-3666393.mp4
[NO] 761/1000 | OFDR Machine Learning Approach with Principal Components Analysis and AutoGluon AutoML Framework for High-Precision Distributed Strain Sensing
[NO] 762/1000 | Machine-Learning Classification of Reactive Power Capability Compliance in Wind Power Plants
[NO] 763/1000 | ECGNextFormer: A Lightweight, Scalable, and Explainable Architecture for Estimating Cardiovascular Well-being from Electrocardiograms._supp1-3656125.pdf
[NO] 764/1000 | Metaverse 2025 Organizing Committee
[NO] 765/1000 | Partially Supervised Compositional Zero-Shot Learning by Class-Balanced Distribution Alignment
[NO] 766/1000 | IEEE Internet of Things Journal Publication Information
[NO] 767/1000 | A Snapback-Free MOS-Triggered Thyristor with Modulated Thyristor Ratio for Ultra-High Pulsed Current Capability
[NO] 768/1000 | Hybrid Active-Passive RIS-Enhanced Physical Layer Security for MIMO Communications
[NO] 769/1000 | Degradation Mechanism in Aged SiC MOSFETs Under Repetitive Short-Circuit
[NO] 770/1000 | PLNK: Prompt Learning with Neutral Knowledge for Few-Shot Out-of-Distribution Detection
[NO] 771/1000 | Pandora: A Large Language Model-Driven Self-Evolving Agent for On-Campus Task Execution
[NO] 772/1000 | RailDefect-MPL: Multimodal Prompt Learning for Railway Defect Detection
[NO] 773/1000 | GPT-Based Conversational Agents for L2 Speaking Development: A Feedback-Optimized Task Design Framework
[NO] 774/1000 | Bi-Level Optimal Scheduling of Multi-Regional Integrated Energy Systems Considering Integrated Demand Response and Carbon Emission
[NO] 775/1000 | Neuromorphic Spiking Neural Network-Based Explainable AI for Energy-Efficient, Quantum-Resistant Dynamic Access Control Systems with Temporal Causal Traceability
[NO] 776/1000 | Blockchain-Driven Mitigation of Security Vulnerabilities in Software-Defined Networks Through a Systematic Review
[NO] 777/1000 | Comparative Analysis of Vgg19 and Efficientnet-B3 for Automated Bird Species Classification Using Deep Learning
[NO] 778/1000 | A Buck Power Factor Corrector Circuit with Reduced DC Bus Capacitor
[NO] 779/1000 | AUDRON: A Deep Learning Framework with Fused Acoustic Signatures for Drone Type Recognition
[NO] 780/1000 | Efficient Symmetric Key Based Fully Homomorphic Encryption Scheme
[NO] 781/1000 | Deep Multimodal Representation Learning for Social Media Based Depression Detection
[NO] 782/1000 | Design and Analysis of Dual Permanent Magnet Linear Machine with a Primary-Side Halbach Array
[NO] 783/1000 | Principled Cyber–Physical System Design: From Foundations and Models to Practical Engineering
[NO] 784/1000 | Early Stage Detection of Knee Osteoporosis through X-Ray Imaging with Fine-Tuned VGG19
[NO] 785/1000 | A Robust and Interpretable Deep Learning-Based System for Multi-Category Skin Cancer Categorization on Resource-Constrained Edge Devices
[NO] 786/1000 | Improved Linear Estimation of Battery Open-Circuit Voltage and RC Model Parameters from Pulse-Relaxation Data
[NO] 787/1000 | Hybrid Post-Quantum Cryptography (PQC) for Patient-Centric EHR
[NO] 788/1000 | Adaptive Real-Time Meta-Learning Framework with Hybrid AI Classifiers for Live Detection and Mitigation of DDoS Attacks
[YES] 789/1000 | Development of Dependable Systems Using Constrained Colored Petri Nets
[NO] 790/1000 | Evaluating the Efficiency and Fidelity of Image Compression Methods: From Classical Codecs to Deep Learning Approaches
[NO] 791/1000 | CardioRiskMapper: A Predictive Model for Assessing Cardiovascular Risk Factors in Clinical Decision Making
