[2026-08-10 22:36:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-09
正在获取论文...
[IEEE] 2026-8-10 | 190VPP High-Voltage Capacitive Piezoelectric Ceramic Drive Circuit Design
[NO] 572/1000 | Smart Identification of Motorcycle Traffic Violation in Low Light Scenarios Using Adaptive YOLO-TVT Structure
[NO] 573/1000 | The Socratic M365 Copilot: A No-Code Intelligent Tutoring System for Human-Centered Adaptive Learning
[NO] 574/1000 | A Dual-Stream Hybrid Network for Joint Fetal Brain MRI Segmentation and Gestational Age Estimation
[NO] 575/1000 | Design and Experimental Evaluation of a Bypass Thermal Gas Flowmeter
[NO] 576/1000 | CurateDistill: Efficient Data Selection via Active Data Curation and Dataset Distillation
[NO] 577/1000 | PSMamba: Conditional Multi-Scale Mamba for Remote Sensing Image Pan-Sharpening
[NO] 578/1000 | Weight-Decomposed Low-Rank Adaptation of YOLOv12 for Lightweight Multi-State Tomato Perception
[NO] 579/1000 | EC-SQL: A Text-to-SQL Framework for Time-series Semantic Alignment In the Energy and Carbon Domain
[NO] 580/1000 | A Lightweight Reliability-Aware Visible–Infrared Decision-Level Fusion Framework for Spotted Seal Monitoring in Complex Marine Environments
[NO] 581/1000 | ABF-Net: An Asymmetric Bidirectional Fusion Network for Lightweight Oriented Ship Detection in SAR Imagery
[NO] 582/1000 | Entity-Anchored Multi-Document Poisoning Attacks on RAG Systems
[NO] 583/1000 | Large Language Model-driven 5G Network Optimization Assistant: A Practical Perspective
[NO] 584/1000 | Impact of Buffer Layer on Trench-Gate n-SiC IGBT Characteristics for HVDC Applications
[NO] 585/1000 | A Low-Complexity Wideband Multi-Beamforming Architecture Using Multirate Variable Fractional Delay Filters
[NO] 586/1000 | <i>P</i>
                    <sup>2</sup>
                    INNs: Physio-Psychiatry Informed Neural Networks for Depression Risk Prediction
[NO] 587/1000 | GLAMS: A Local-Global Collaborative Graph Learning Framework for Alleviating Over-Smoothing in Node Classification
[YES] 588/1000 | A Retrieval-Augmented Log-Metric-Trace Twin for Backend Failure Diagnosis
[NO] 589/1000 | A Segmented Space Mapping Method for Microwave Filter Optimization
[NO] 590/1000 | GDPR-Compliant Pseudonymization Architecture for Multi-Source Healthcare Data: A Hardware-Secured Approach for Disease Registry Construction
[NO] 591/1000 | ICARAI 2026 Cover Page
[NO] 592/1000 | Hierarchical Temporal Modeling for Unsupervised Video Object Segmentation
[NO] 593/1000 | Multiphase Thermophysical Parameters for C
                    <sub>4</sub>
                    F
                    <sub>7</sub>
                    N High-Voltage Circuit Breaker Simulation
[NO] 594/1000 | ISAEECE 2026 TOC
[NO] 595/1000 | Deep Learning–Based Unripe Grape Bunch Detection and Counting: A Case Study of Vitis vinifera cv. Cabernet Sauvignon in South Africa
[NO] 596/1000 | Ultra-Reliable High-Capacity Wireless Backhaul
[NO] 597/1000 | Index-State Uncertainty Quantification for Trustworthy Retrieval-Augmented Generation in Distributed Enterprise Search
[NO] 598/1000 | SmoC-Track: Smoothing Observation Noise and Feature Degradation for Robust Multi-Object Tracking
[NO] 599/1000 | Dual-Constraint MaxEnt for Interpretable Ensemble Classification on Edge Devices
[NO] 600/1000 | Fault Detection, Classification and Kilometer-Based Localization Using a Sequential Dual Stage Framework Integrating Random Forest and ANN
[NO] 601/1000 | Intelligent Monitoring and Allocation System for Organ Transplantation and Blood Availability
[NO] 602/1000 | Edge-Guardian for Offline-Resilient Edge Control and Evolutionary Sensor Placement in Chinese Smart Greenhouses
[YES] 603/1000 | Firmvenom: Peripheral Semantics-Aware Firmware Fuzzing
[NO] 604/1000 | ISAEECE 2026 Copyright Page
[NO] 605/1000 | HDMixer: Enhanced Long-Term Time Series Forecasting Based on Hierarchical Decoupling
[NO] 606/1000 | Counterfactual and Time-Aware Explainable Hybrid Modeling for Early Diabetes Progression Prediction Using Longitudinal Health Records
[NO] 607/1000 | Context Freshness-Aware Query Serving in MCP-Enabled Distributed Enterprise Search Systems
[NO] 608/1000 | High-Reliability LLM Summarization through Causal Cue Modeling and Factual Correction
[NO] 609/1000 | Research on Rolling Bearing Composite Fault Diagnosis Based on GWO-FMD
[NO] 610/1000 | PALUTE: Processing-In-Memory Acceleration via Lookup Table for Edge LLM Inference
[NO] 611/1000 | Tris-GCN: A 3D NAND Flash-based In-Storage Processing Architecture for GCN Acceleration
[NO] 612/1000 | Research on the Power Regulation and Control of Induction Heating Power Supply
[YES] 613/1000 | Harness Engineering for AI Coding Agents: Emerging Practices and Principles
[NO] 614/1000 | ICBDSE 2026 Cover Page
[NO] 615/1000 | A Risk-Aware Executive-Control-Enhanced SAC Method for Autonomous Driving
[NO] 616/1000 | Research of Multi-Sensor Fusion Strategies for LMB Filtering in Limited Fields of View
[NO] 617/1000 | Polyphase Parallel Source Layer Architecture for Low Rate Encoding
[NO] 618/1000 | Impact of Weather Condition and Non-Driving Related Task Type on Emergency Take-Over Performance: A Simulator Study
[NO] 619/1000 | 2026 Aerospace &amp; Electronic Systems Society: Organization and Representatives
[NO] 620/1000 | IEEE Aerospace and Electronic Systems Magazine Back Cover Art
[NO] 621/1000 | TechRxiv: Share Your Preprint Research with the World!
[NO] 622/1000 | 3D Gait Network Analysis of Ground Reaction Forces: A Case Study of Lower Limb Disorders and Walking Speeds_supp1-3721665.pdf
[NO] 623/1000 | Quantum Computing Software in the NISQ Era: Architectural Evolution, Framework Benchmarking, and Software-Hardware Co-design
[NO] 624/1000 | Audio Active Learning with Noisy Labels_supp1-3717236.pdf
[NO] 625/1000 | Multimodal Navigation Assistance for Older Adults: Combining Generative AI and Augmented Reality in a Robotic Walker
[NO] 626/1000 | Real-Time Monitoring and Efficient Waste Collection System Using IoT for Sustainable Development
[NO] 627/1000 | Causal Discovery Framework for Large Language Models
[NO] 628/1000 | A Low-Power Active Harmonic Tag for Maritime Search and Rescue
[NO] 629/1000 | Hierarchical Layout Optimization Algorithm for Power Dispatching Networks Based on Louvain Community Detection
[NO] 630/1000 | Maize Yield Prediction Model Based on Multi-Scale Time Encoder and Multi-Source Data
[NO] 631/1000 | ICBDSE 2026 Cover Page
[NO] 632/1000 | Error Propagation Mechanism and Correction Method for Travel Distance Measurement Using Discrete Differential GNSS Measurement Points
[YES] 633/1000 | Requirement-Aware LLM Testing for Backend REST APIs
[NO] 634/1000 | Design of Clustered Satellite Test Autonomous Health Management System and Application Research of LSTM Fault Diagnosis Algorithm
[NO] 635/1000 | Resilience- and Uncertainty-Aware Optimization Framework for Vehicle-to-Home-Enabled Smart Residential Energy Systems Using a Quantum-Inspired Gradient-Based Optimizer
[NO] 636/1000 | Development Overview of Heterogeneous AI-Chips in Cross-Regional Computing
[NO] 637/1000 | SACM-Net: A Semantic-Aware Cross-Modal Framework for Indoor 3D Object Detection
[NO] 638/1000 | CrossGuard: A GNN-Based Framework for Cross-Cloud Intrusion Detection with Subgraph-Level Explainability
[NO] 639/1000 | Efficient On-Device Estimation of Transcutaneous Oxygen Using Machine Learning for Photoluminescence-Based Wearables
[NO] 640/1000 | How Many Shots Does It Take? A Noise-Aware Quantum Resource Allocation Framework
[NO] 641/1000 | Enhancing Magnetic Pose Tracking Accuracy in Continuum Robots through Physically Constrained Neural Modeling
[NO] 642/1000 | ASCAT2SMAP-V2: Deriving L-band-like Soil Moisture and Vegetation Optical Depth from C-band Satellite Observations
[NO] 643/1000 | Technical Program Committee
[NO] 644/1000 | ML methods and Deep Neural Networks for Early Diabetes Detection: A Web-Based Prototype of the DiagnoDoc System
[NO] 645/1000 | Wavelet-Attentive BiLSTM: A Time-Frequency Deep Learning Framework for Interpretable Non-Stationary Biosignal Classification
[NO] 646/1000 | An In-band White Noise Cancellation Method Based on a Diffusion Model
[NO] 647/1000 | Control Barrier Function-Based Hierarchical Distributed Inverse Optimal Safety Consensus for Multi-Robot Systems
[NO] 648/1000 | A DRL-Based Multi-Model Adaptive Inference Framework With Model Switching Overhead
[NO] 649/1000 | A 500-nm CMOS Rail-to-Rail Comparator with Low Hysteresis and 30-ns Propagation Delay for 5-V Sensor Interface Applications
[NO] 650/1000 | A Cost-Aware Multi-Cloud Orchestration and Techno-Economic Optimization Model for Emerging Market Telecommunications Networks
[NO] 651/1000 | A Graph Convolutional Network–Based Semantic SEO Architecture for High-Precision Healthcare Information Retrieval
[NO] 652/1000 | Exploring Food Preferences in Elderly Using Virtual Reality
[NO] 653/1000 | 72.7-nm-Thick, Low-Leakage-Current, and Low-Voltage Conformal Organic Transistor Array Based on Crosslinked Poly (Amic Acid) Dielectric
[NO] 654/1000 | ML-Based Hierarchical Prediction for Practical Energy Scheduling in Dynamic NTN-WPT Systems
[NO] 655/1000 | A Method for Identifying Multidimensional Correlations in Multimodal Interaction Data for AI Training Partners Using Deep Learning
[NO] 656/1000 | Machine Learning-Based DDoS Detection by Anomaly and Cryptographic Enhancement and Statistical Authentication
[NO] 657/1000 | Copyright Page
[NO] 658/1000 | ICARAI 2026 Content Announcement Page
[NO] 659/1000 | Chatbots in Agriculture: A Literature Review_supp2-3721509.pdf
[NO] 660/1000 | Research on Improving the Application of Bat Algorithms in Task Scheduling for Wireless Sensor Networks
[NO] 661/1000 | Two-stage robust optimization scheduling of integrated energy systems considering the carbon trading mechanism
[NO] 662/1000 | Fault Diagnosis of LSTM-Based Electromagnetic Catapult PFN Power Supplies
[NO] 663/1000 | BRAINHash: Brain-inspired Region-Aligned Interaction Network for unsupervised cross-modal hashing
[NO] 664/1000 | AESS Scholarship Program
[NO] 665/1000 | IEEE Collabratec
[NO] 666/1000 | GEM-Distill: Graph Ensemble Multi-Level Distillation for MLP-Based Graph Classification
[NO] 667/1000 | A Hybrid Bipolar-Output Isolated Gate Driver Power Supply With Primary-Side Regulation and Switched-Capacitor for SiC Power Devices
[NO] 668/1000 | Preventive Supply-Security Zoning of Active Distribution Networks Considering Dynamic Frequency Security Constraints
[NO] 669/1000 | Coordinated Scheduling of Virtual Power Plants with EV Aggregation and Microgrid Flexibility
[NO] 670/1000 | Sensor Technologies for Arc Fault Detection in Naval Ship Power Systems: Applications, Challenges, and Future Prospects – A Review
[NO] 671/1000 | Area-Efficient FHE Acceleration via Ciphertext-Level Parallelism and Shared-Key Reuse
[NO] 672/1000 | AEP-Based Reference-Predistorted Virtual Phase Coding With Peak-Pointing Greedy Search for High-Precision Fine-Step Beam Steering of Conformal Phased Arrays
[NO] 673/1000 | A Big Data-Driven NeuroMHE Framework for Quadrotor Disturbance Estimation in Complex Wind Fields
[NO] 674/1000 | PACCD: Patch-based Attention with Cross-Channel Decoding for Multivariate Time Series Forecasting
[NO] 675/1000 | EduBot-LLM: An LLM-Driven Educational Robot Agent with Unified Dialogue and Action Planning
[NO] 676/1000 | An Improved YOLO11-Based Method for Restaurant Ingredient Detection
[NO] 677/1000 | Identifying Targeted Digital Skills for Business Students: Methodology and the First Iteration of a Targeted Skills Framework
[NO] 678/1000 | Author Index
[NO] 679/1000 | Background-Leakage-Resolved Dead-Time-Corrected Maximum-Likelihood Timing Synchronization for Photon-Counting PPM Communications
[NO] 680/1000 | Detection and Mechanism of Composite Insulation Defects in High-Voltage Cable Accessories Based on Ultrasonic Characteristics
[NO] 681/1000 | Differential Privacy Aware Insurance Pricing for Personal Data Trading Market
[NO] 682/1000 | A Study on Dynamic Load Coordination Control in Smart Grids Based on Deep Learning-Driven Load Forecasting
[NO] 683/1000 | Study on Anti-icing Performance of a Novel Conductor Under Natural Icing Environment
[NO] 684/1000 | Monitoring of biofilm development in bee hemolymph through in-fiber interferometers
[NO] 685/1000 | A Study on Blueberry Object Detection and Feature Interpretation Using YOLOv11 and Grad-CAM Visualization
[NO] 686/1000 | Design of a Single-Chip MEMS Three-Dimensional Electric Field Sensor with Bottom-Electrode Electrostatic Actuation
[NO] 687/1000 | Auto insurance fraud detection through uncertain reasoning and data-based inferential modelling
[NO] 688/1000 | Data-Driven Robust Hovering Control for Quadrotor UAVs Under Combined Wind Disturbance and Observation Fault
[NO] 689/1000 | Sentiment Analysis of Online Education Feedback Using Transformer-Based Language Models
[NO] 690/1000 | A High-Efficiency Low-Power Textile Rectenna with a GaN Diode Rectifier
[NO] 691/1000 | Multi-Objective Optimized Control and Coupling Relationship Analysis of Dual Active Bridge Converter Based on Extended Phase Shift
[NO] 692/1000 | Vibrotactile interface for combined normal and shear force feedback for hand prostheses
[NO] 693/1000 | A Time-Modulated Dual-Mode Patch Antenna for Digitally Programmable Null Steering
[NO] 694/1000 | Scene-Aware Anomaly Scoring: Road Mask Gating for Highway Debris OOD Detection
[NO] 695/1000 | A MEMS-Compatible Miniaturized Broadband Programmable RF Signal Generation System with Coordinated Frequency–Power Regulation
[NO] 696/1000 | Voice Cloning: A Survey of Zero-Shot and Controllable Speech Synthesis
[NO] 697/1000 | An Explainable Machine Learning and Ensemble Voting Classifier for Cyber Attack Detection in Highly Imbalanced IoT Networks
[NO] 698/1000 | A Beam and Polarization Switchable All-Dielectric Transmitarray Antenna Enabled by Lego-type Reassemblable Modular Unit
[NO] 699/1000 | Physically Enhanced Neural Network-Based Phase Retrieval with Phaseless Near-field Data
[NO] 700/1000 | A Dual-Circularly-Polarized Gain-Filtering Reflectarray Antenna
[NO] 701/1000 | Random Sparse Networks Training with Sharpness-Aware Regularization
[NO] 702/1000 | The use of a simple and wireless Lenz lens for in ovo MR imaging at ultra-high field
[NO] 703/1000 | Towards Embedded-Intelligent Cyber Defense: An MDP-Structured Reinforcement Learning Framework for IoT and CPS
[YES] 704/1000 | AI-Driven Chiplet-First Network-on-Chip and Network-on-Interposer Co-Design for Universal Chiplet Interconnect Express-Based 2.5D Edge Artificial Intelligence Accelerators
[NO] 705/1000 | Research on damage location of aviation cable insulation layer based on broadband impedance spectrum method
[NO] 706/1000 | IEEE Open Access Publishing
[NO] 707/1000 | IEEE Transactions on Biomedical Engineering Handling Editors Information
[NO] 708/1000 | CVRankify: Automating Pre-Interview Resume Screening for Remote Software Engineers with Generative Pre-Trained Model
[NO] 709/1000 | A Single RGB LED as Photoplethysmography Sensor
[NO] 710/1000 | Designing Desired Support for Learning Programming with Minoritized Women Students in Computing
[NO] 711/1000 | Proceedings of the 2026 ACM Conference on International Computing Education Research Vol. 1
[NO] 712/1000 | Blockchain Adoption to Combat Counterfeits in Tourist Attractions Considering Spillover Effects
[NO] 713/1000 | Beampattern Synthesis with Minimum Phase Quantization Bits via Kronecker Decomposition
[NO] 714/1000 | Codebook-Based Acceleration for Ternary Language Model Inference
[NO] 715/1000 | MECA-CiM: A Shared-MicroExponent-aware Configurable Analog Compute-in-Memory Macro for Efficient Inference
[YES] 716/1000 | Unethical Ways to Manage Technical Debt
[NO] 717/1000 | MITRA: Reconfigurable, Low-Latency, and Power-Efficient In-Memory Stochastic Architecture for Transcendental Functions
[NO] 718/1000 | End-to-end Deep Reconstruction and Clustering of Satellite Image Time Series for Crop Group Mapping
[NO] 719/1000 | Secure Orchestration and Low-Latency of Agentic Digital Twins for Industrial Intelligent Reality
[NO] 720/1000 | Infrared Image Super-Resolution Reconstruction of Power Equipment Based on Degradation-Aware and Edge-Enhanced Attention
[NO] 721/1000 | BottleneckRestormer-OUNet-JL: A Lightweight Underwater Image Enhancement Method Integrating Global Feature Interaction
[NO] 722/1000 | AI-Driven Federated Learning for Secure Internet of Drones in 6G Networks
[NO] 723/1000 | EBG-SegNet: Explicit Boundary-Prior Modeling for Event-based Semantic Segmentation
[NO] 724/1000 | Coastguard Ai: A Context-Aware Chatbot for Disaster Preparedness and Response in Philippines Coastal Communities
[NO] 725/1000 | Blockchain-Based Tracking System: A Secure and Transparent Approach
[NO] 726/1000 | Design and Implementation of Data Sharing System Based on SSM and FISCO BCOS
[NO] 727/1000 | Executable Risk Assessment: A Multi-Modal Approach to Autonomous Security Operations
[NO] 728/1000 | A Bilateral Auction Bee Colony Scheduling Method for Multi-Variety Small-Batch Production
[NO] 729/1000 | MSIGR-PLA: Integrating Multi-Scale Interaction and Global Representations for Protein-Ligand Affinity Prediction
[NO] 730/1000 | Two-Stage High-Resolution AoA Estimation with Rainbow Beams
[NO] 731/1000 | CA-P2-YOLO: Coordinate-Attention YOLO with a High-Resolution P2 Head for PCB Surface Defect Detection
[NO] 732/1000 | Programmable Data Planes for AI Infrastructure Readiness: Abstractions, Accelerators and Systems — A Survey
[NO] 733/1000 | A Large-Scale Analysis of Security and Privacy Concerns in India
[NO] 734/1000 | RF-Touch: Learning to Retrieve Tagged Objects with RFID-Guided Tactile Manipulation
[YES] 735/1000 | Mitigating Clock Glitch Attack via Electromagnetically Engineered Interconnects
[NO] 736/1000 | Multi-Target Hierarchical Stance Modeling for Opinion Dynamics in Rumor Propagation
[NO] 737/1000 | Pavement Defect Detection Method Based on Multi-CBAM Attention-Enhanced YOLO11
[NO] 738/1000 | C3A-DA-MSCNN for Cross-Condition Wind Turbine Fault Diagnosis in Smart Energy Systems
[NO] 739/1000 | OpenClaw-FinAgent: A Modular Framework for Reliable Financial Agent Systems and Agentic Trading
[NO] 740/1000 | Identifying Caregiver Sick Leave Records in Bulgarian National Health Insurance Fund Ambulatory Data: A Two-Stage NLP Approach
[NO] 741/1000 | Security Model for an Economy-Enabling Metaverse
[NO] 742/1000 | Aircraft Adaptive Atmospheric Parameter Reconstruction Method Based On Coarse And Fine Consistency Detection
[NO] 743/1000 | First Demonstration of Stitching-Free Exposure over an Ultra-Large 18-Reticle Area with High-Resolution 1.5μm Line/Space on Glass Substrates
[NO] 744/1000 | Optimal Low-Dimensional Structures of ISAC Beamforming: Theory and Efficient Algorithms
[NO] 745/1000 | Effect of Temperature on Carrier Mobility of Insulating Oil
[NO] 746/1000 | Decentralized Federated Learning by Partial Message Exchange
[YES] 747/1000 | Dynamic interpretability study of incremental real-time defect prediction model
[NO] 748/1000 | Smart Vision Care System For Digital Device Users Using Blink Based Biometrics
[NO] 749/1000 | High-Precision UAV Position Correction with UKF-TabPFN Hybrid Framework
[NO] 750/1000 | Path-Related Key-Gate Discovery and Three-Stage TAS Adaptation Control for Dynamic Low-Earth-Orbit Satellite Links
[NO] 751/1000 | A YOLOv5-Based Building Crack Detection Framework
[NO] 752/1000 | AGCL-Net: Asynchronous Guided Multimodal Collaborative Learning for Medical Image Fusion
[NO] 753/1000 | Bio-Inspired Neural Network for Energy-Aware Complete Coverage Path Planning of Reconfigurable Robot
[NO] 754/1000 | SurgFusion-Net: Diversified Adaptive Multimodal Fusion Network for Surgical Skill Assessment
[NO] 755/1000 | Inferring Conflict Fatalities from Event Narratives: A Comparative Evaluation of Text-Based Classification Models
[NO] 756/1000 | Advancing Multilingual Speech-To-Speech Translation with Self-Supervised and Contrastive Learning versus Cascade Approaches
[NO] 757/1000 | A Hybrid Machine Learning Framework for Multiclass Customs Fraud Prediction Using SMOTE, SHAP, and RFE
[NO] 758/1000 | Density Optimization K-Means User Grouping Method
[NO] 759/1000 | Robot Arm Motion Classification via AdaBoost and SMOTE on an Imbalanced Multi-Sensor Dataset
[NO] 760/1000 | A Multi-Authority CP-ABE Scheme Supporting Verifiable Outsourcing Based on Blockchain and Zero-Knowledge Proofs
[NO] 761/1000 | Ghost-YOLOv11: A Lightweight and Efficient Deep Learning Model for Real-Time Mango Counting
[NO] 762/1000 | A Chatbot-Guided Adaptive Learning management system for Stress-Free Secondary Education Using the COGS Algorithm
[NO] 763/1000 | ROS-Based Control Architecture and PID Synchronization of an Omni-Directional Mobile Robot
[YES] 764/1000 | BS-CSO: Backside-Assisted Clock-Signal Co-Optimization Framework
[NO] 765/1000 | Scaffolded AI-Verification: Assessment Patterns for Resource-Constrained Environments.
[NO] 766/1000 | Exploring Major Switching Among Students with Disabilities: Implications for Inclusive Computing Education
[NO] 767/1000 | Frequency-Dependent Shielding Effectiveness of Arrays of Apertures
[NO] 768/1000 | UAV Path Planning Under Wind Speed Influence Based on Improved Grey Wolf Optimizer
[NO] 769/1000 | Deep Spatio-Temporal Fusion of EEG and Eye-Tracking Data for Robust Emotion Recognition: A CNN-BiLSTM Approach
[NO] 770/1000 | Risk Aware Analytics for Intelligent Decision Support Systems
[NO] 771/1000 | MRAF: Transformer-Based Multi-Radar Data Association and Filtering
[NO] 772/1000 | URTSFRLS: An LEO Positioning Method for Large Measurement Errors and High GDOP
[NO] 773/1000 | Revealing the Spectral Substructure of Free-Electron Laser Terahertz Pulses With a Photonic Spectrum Analyzer
[NO] 774/1000 | AI-Based Multi-Station EV Charging Demand Forecasting and Load Management
[NO] 775/1000 | Recursive Aggregation for Scalable Cross-Chain Block Header Verification
[NO] 776/1000 | Effect of groove gratings on the sensitivity of one-port SAW resonators composed of polymer sensing film-coated reflectors
[NO] 777/1000 | Ensemble Machine Learning For Multiclass Environmental Pollution Prediction: A Stacking Based Approach
[NO] 778/1000 | Thermo-Mechanical Simulation of Warpage Compensation and Interface Stress Trade-Off in a Four-Layer Staggered-Die Package
[NO] 779/1000 | Development and Implementation of an Intelligent HMI for Two-Axis Welding Manipulator Control in Small-Batch Wire Mesh Production
[NO] 780/1000 | Informatics-Driven Adaptive Platoon Management via Model-Free Optimization
[NO] 781/1000 | Surrogate Decision Trees for Explaining Black Box Models for Breast Cancer Classification
[NO] 782/1000 | EITCE 2026 Copyright Page
[NO] 783/1000 | A Comparative Study on Parsing Methods for Distribution Terminal Protection Setting Sheets
[YES] 784/1000 | CCGMAS: A Multi-Agent Framework for Cross-Platform Go Code Generation via Requirement-Centered Semantic Modeling and Feedback-Driven Verification
[NO] 785/1000 | ISAEECE 2026 Cover Page
[NO] 786/1000 | HERMES: Human-to-Robot Embodied Learning From Multi-Source Motion Data for Mobile Dexterous Manipulation
[NO] 787/1000 | LLM-Enhanced Generative Multimodal Named Entity Recognition with Knowledge Augmentation
[NO] 788/1000 | Design and Simulation of a Piezoelectrically Driven Torsional-Resonant MEMS Electric Field Sensor
[NO] 789/1000 | Dual-Polarization 400-Gbit/s Optical Link Demonstration Enhanced by Machine Learning and Silicon Photonic Processor Receiver
[NO] 790/1000 | Reconfigurable Dual-Band Optoelectronic Oscillator for High-Resolution Radar Ranging
[NO] 791/1000 | Symbiotic Evolutionary Learning for Task-Adaptive Infrared and Visible Image Fusion
[NO] 792/1000 | Blank Page
[NO] 793/1000 | Virtual Signaling of CSIT via Non-Signaling Assistance
[NO] 794/1000 | Table of Contents
[NO] 795/1000 | FAS-Assisted ISAC in Low-Altitude Wireless Networks: Joint UAV Tracking and Multi-User Communication
[NO] 796/1000 | Simultaneous Resonant Beam Powering and DoA Estimation for RF-Passive IoT Devices
[NO] 797/1000 | 2026 International Conference Automatics, Robotics and Artificial Intelligence (ICARAI)
[NO] 798/1000 | Design and Performance Analysis of 4.9GHz+SUL Uplink for Highly Reliable Vehicle-Infrastructure Cooperation
[NO] 799/1000 | An Efficient Data Analytics on Water Consumption Identification in Smart Cities using Near Optimal Hybrid Clustering Strategy
[NO] 800/1000 | A Knowledge-Distillation-Based Classification System for Breast Cancer Histopathological Images
[NO] 801/1000 | Integrating Symbolic and Neural Mechanisms for Adversarially Robust Hyperdimensional Computing
[NO] 802/1000 | A Study on Image Recognition Technologies for Lightweight Autonomous Robots
[NO] 803/1000 | PTC-SAM: A Visual Foundation Model for Power Transmission Corridor Hazard Segmentation
[NO] 804/1000 | Simulation-Based Design Optimization of Bidirectional DC/DC Converters for Efficiency Improvement and Thermal Management in Micro-grid Applications
[NO] 805/1000 | PVT-Insensitive Matrix-Vector Multiplier and ADC-less Tiling for Analog Computing and AI Accelerators
[NO] 806/1000 | PISA: Parameter-Efficient Image Super-Resolution Acceleration for Multiplierless Architecture
[NO] 807/1000 | XL-HD: Extended Learning in Hyperdimensional Computing via Deterministic Projections for In-Memory Accelerators
[NO] 808/1000 | PATHOS: A Pedagogical Method for Sequencing Instruction in Multi-Foundational Machine Learning
[NO] 809/1000 | "Why Put in This Much Effort?": How AI Availability Shapes Students' Motivation in Introductory Programming
[NO] 810/1000 | The State of Peer Review in Empirical Software Engineering: A Community Survey on Review Load, Quality, and GenAI Use
[NO] 811/1000 | Equipment Operation Status Assessment Based on Multi-condition Data Drive
[NO] 812/1000 | GECKO: Graph-Evolving aware
                    <u>C</u>
                    hec
                    <u>K</u>
                    p
                    <u>O</u>
                    inter for Intermittent Systems
[NO] 813/1000 | Quantum-Based Superdense Coding Simulation for Secure Medical Data using Hybrid QEC and Advanced Analysis
[NO] 814/1000 | A Multi-Factor Optimization–Based LEACH Routing Protocol for Wireless Sensor Networks
[NO] 815/1000 | Real Time Automated Surface Defect Detection in Food Products
[NO] 816/1000 | The Effect of Restoration and Enhancement Algorithms on Camera Calibration Parameters in Underwater Environments
[NO] 817/1000 | Multi-Dimensional Performance Evaluation of Object Detection Models Based on Game-Theoretic Combined Weighting
[NO] 818/1000 | Time-Stitch for Lightweight Output-Side Temporal Adaptation in Air Quality and Environmental Time Series Forecasting
[NO] 819/1000 | Title Page iii
[NO] 820/1000 | TechRxiv: Share Your Preprint Research with the World!
[NO] 821/1000 | Urgency-Aware Two-Stage Task Assignment Framework for Hybrid Mobile Crowdsensing
[NO] 822/1000 | A BiLSTM Framework with Dual Entity Embedding for Sentiment Analysis
[NO] 823/1000 | Multi-Modal Fusion-Based Sea Surface Wind Speed Retrieval Using CYGNSS Observations and Pangu-Weather Model
[YES] 824/1000 | Dataset Design for Sub-circuit Identification Task in Gate-Level Netlists
[NO] 825/1000 | PoseCodec: Specialized Human Action Compression via Pose Guidance and Adaptive Learning
[NO] 826/1000 | Coexistence Analysis of LEO Satellite Networks in a Shared X-Band Downlink Frequency
[NO] 827/1000 | An Adaptive Metaheuristic Feature Selection and Ensemble Learning Framework for Network Intrusion Detection
[NO] 828/1000 | A Real-Time FMCW Radar Hand Gesture Recognition System Based on TA-VMRNN
[NO] 829/1000 | Preoperative Planning for Robot-Assisted Minimally Invasive Surgery Based on Deep Reinforcement Learning
[NO] 830/1000 | Prescribed-precision position tracking for PMSM servo systems via adaptive event-triggered control under switching references and disturbances
[NO] 831/1000 | TechRxiv: Share Your Preprint Research with the World!
[NO] 832/1000 | A Multi-Trajectory Construction Heuristic to Manage CAVs in Signal-Free Intersections_supp1-3714193.mp4
[NO] 833/1000 | Label-Driven Dynamic ABAC for Cross-Domain Access Control in Trusted Data Spaces
[NO] 834/1000 | A Closed-Loop Hallucination Risk Assessment and Mitigation Framework for Black-Box RAG Systems
[NO] 835/1000 | Design of an Overall Calibration Algorithm for Camera Array Based on Moving Target
[NO] 836/1000 | Memory Fabric: HBM Die-to-Die Interconnect for GPU Bandwidth Expansion
[NO] 837/1000 | Organizing Committee
[NO] 838/1000 | Towards a Scalable Digital Twin Framework Architecture for Port Resilience: Leveraging IoT, Edge AI, and Data-Driven Streaming for Seamless Physical-Virtual Convergence
[NO] 839/1000 | LMI based H
                    <sub>2</sub>
                    nominal performance of continuous-time descriptor systems
[NO] 840/1000 | CascadeGuard: Topology-Aware Predictive Modeling for Preventing Cascading Failures in Distributed Search Systems
[NO] 841/1000 | Dual-Band Active Frequency Selective Surface With Independent Frequency and Amplitude Tunability
[NO] 842/1000 | HCTWRNet-SE: Enhancing Imbalanced Weather Road Recognition with RandAugment, Weighted Loss, and Cross-Attention
[YES] 843/1000 | How (and How Not) Do Code Complexity Measures Predict Cognitive Load?
[NO] 844/1000 | Games, Personas, and Prototyping: Teaching Accessible Design for Cancer Survivors
[NO] 845/1000 | PINN-Enhanced Constrained NMPC for Chaos Suppression in a Fractional Forced Duffing Oscillator
[NO] 846/1000 | Machine Learning-Based Solar PV Power Prediction Using NASA Power Data
[NO] 847/1000 | Reactive Characteristics in Subsystem-Level Small-Signal Stability Analysis of Multi-Converter Systems
[NO] 848/1000 | Multi-Window Operation Utilizing Omnidirectional Space in Mixed Reality
[NO] 849/1000 | SESG 2026 Author Information Page
