[2026-07-11 22:48:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-10
正在获取论文...
[ACM] 2026-7-10 | Privacy-Preserving GAN for Synthetic Data against Membership Inference Attack
[NO] 555/1000 | The Purrfect Comm: An Interactive Game for Learning Data Communication
[NO] 556/1000 | Modeling of Radiated EMI Due to Unbalanced Directivity Characteristic for Input and Output Cables in High Power Density GaN LLC Converter
[NO] 557/1000 | A Multi-Criteria Assessment and Ranking of Hydrogen Applications with Expert Surveys: the case of Norway
[NO] 558/1000 | Discovering Unknown Wafermap Patterns Using Cluster-Graph-Based Analytics
[NO] 559/1000 | A Robust Visual Cryptography Driven Authentication Framework for Secure Image Transmission
[NO] 560/1000 | A Comprehensive Framework for Developing a Formal Ontology for Organizational Values Using Semantic Web Technologies
[NO] 561/1000 | Optimizing Industrial Microgrid Operation in Flexibility Markets: The Role of BESS and V2G
[NO] 562/1000 | A Hybrid GA–PSO with Collective Learning for Obstacle-Aware Sensor Node Deployment in IoT-Enabled Networks
[NO] 563/1000 | A Bi-Criteria Selection Framework for Incorporating Preference Information into Evolutionary Multi-objective Optimization
[NO] 564/1000 | Prior-Informed Symbolic Regression for Multiview Scientific Discovery
[NO] 565/1000 | Adaptive Ensemble Multi-Objective Differential Evolution for High-Dimensional Gene Selection
[NO] 566/1000 | Evolutionary Multitask Optimization for Coupled Continuous Decision Spaces: A GPU-Accelerated Pre-optimization for Movable-Antenna-and-RIS-aided Systems
[NO] 567/1000 | ETS 2026 Awards Page
[NO] 568/1000 | Study on Time and Frequency Domain Dielectric Properties of the Stator Insulation System
[NO] 569/1000 | A Graph-Based Concept Drift Detection Method for Semi-Supervised Data Stream Classification
[NO] 570/1000 | An Ultrawideband Symmetrical Dual-Directional Coupler With High-Order Synthesis and Accurate Dimension Mapping Based on PCB Technology
[NO] 571/1000 | Impact of Nonlinear Effects and PMD on a Comb-Based ELS in a Polarization Compensator
[NO] 572/1000 | Semantic Communication for Task Execution and Data Reconstruction in Multi-View Scenarios
[NO] 573/1000 | Self-Attention–Based Xception Convolutional Neural Network for Keratoconus Stage Classification Using 2D RGB Corneal Images
[NO] 574/1000 | A Physics-Based Simulation Framework for Robust Deep Learning-based HBM Defect Detection
[NO] 575/1000 | A Tutorial on Future Vehicular Communications: From Performance Metrics to Open Research Directions
[NO] 576/1000 | Floor Identification with Segmented Wi-Fi Signal Strengths
[NO] 577/1000 | Study on Field Distribution Characterization Techniques for a Cabin in the Undermoded
[NO] 578/1000 | A Single-Stage Modular Multilevel Reconfigurable Battery for Both AC and DC Microgrids
[NO] 579/1000 | Estimation of the Distribution Density of the Directivity of Unintentional Radiators
[NO] 580/1000 | Optimal Participation of Virtual Power Plants in Energy Markets Considering Battery Degradation
[NO] 581/1000 | Economic Viability of Hybrid Energy Storage System: Deploying a Prefeasibility Tool for Value Assessment
[NO] 582/1000 | Innovative Design and Performance Assessment of a Broadband Archimedean Spiral Antenna
[NO] 583/1000 | Machine-Learning-Based Classification of CO-$\text{NO}_{2}$ Gas Mixtures Using Dynamic Thermal Signatures from a Single MOS Sensor Channel
[NO] 584/1000 | Impact of the electrical vehicles into the Italian energy market
[NO] 585/1000 | SWIFT-Net: Slot-Guided Wavelet Interaction Fusion for Trajectories
[NO] 586/1000 | A Reliable and Explainable CNN Ensemble Benchmark for Multi-Class Brain Tumor MRI Classification
[NO] 587/1000 | SRAP: Sender-side Receiver-Aware Port Selection for Deterministic Flow-to-Core Mapping in Hash-Based Flow Steering
[NO] 588/1000 | Multilingual Financial Fraud Detection Using Machine Learning and Transformer Models: A Bangla-English Study
[NO] 589/1000 | Evaluating Parameter-Efficient Fine-Tuning of Open-Weight LLMs for Medical Question Answering
[NO] 590/1000 | Antenna's Performance in Microwave Imaging of Stratified Media
[NO] 591/1000 | Fragment: Efficient DNN Checkpoint with Relaxed Model Consistency
[NO] 592/1000 | Hierarchical Denoising Entire Space Multi-Task Model for Post-Click Conversion Rate Prediction with Noisy Labels
[NO] 593/1000 | Is It Novel and Why? Fine-Grained Patent Novelty Prediction Based on Passage Retrieval
[NO] 594/1000 | Adaptive Personalisation for Effective Conversational Search Systems
[NO] 595/1000 | Towards Efficient and Generalizable Retrieval: Adaptive Semantic Quantization and Residual Knowledge Transfer
[NO] 596/1000 | Deep Reinforcement Learning Based Environmental and Mating Selection for Evolutionary Multi-objective Optimization
[NO] 597/1000 | Dominance-Boundary-Based Reference Point Generation for Indicator-Based Multiobjective Optimization
[NO] 598/1000 | Particle Swarm Optimization with Population Dynamics - Artificial Splitting, Extinction, and Migration
[NO] 599/1000 | Mortar: Evolving Mechanics for Automatic Game Design
[NO] 600/1000 | Evolution With Purpose: Hierarchy-Informed Optimization of Whole-Brain Models
[NO] 601/1000 | ROIDS: Robust Outlier-Aware Informed Down-Sampling
[NO] 602/1000 | VeriROS: Verifiable ROS2 Navigation Execution Framework
[NO] 603/1000 | Model-Driven Assurance for Robotic Controllers: A Subterranean Tunnel Inspection Case Study
[NO] 604/1000 | Ethics and Social Responsibility in AI-Assisted Interviewing: An LLM-in-the-Loop Study of AI-Generated Follow-Up Questions
[NO] 605/1000 | How Perceived AI Enabled Service Features Shape User Trust in Mobile Network Services
[NO] 606/1000 | 3-D Trajectory Optimization for Robust Direction Sensing in Movable Antenna Systems
[NO] 607/1000 | An Implementation-Informed Edge-IoT ALPR Prototype for Thai Vehicle Access Control Using Dual YOLO Models and OCR on Raspberry Pi
[NO] 608/1000 | Active Directory Security: A Proactive Approach to Threats Detection and Mitigation with AI-Driven Anomaly Detection and Predictive Analytics
[NO] 609/1000 | Decision Robustness Under Information Noise: A Machine Learning Perspective on Managerial Decision Systems
[NO] 610/1000 | Exploring Generative AI Factors and Their Impact on Software Development Effort Estimation
[NO] 611/1000 | The social contract of energy sharing communities: ensuring fairness through allocation rule design
[NO] 612/1000 | Three-Phase Resonant CLLC Current-Source Converter for Low-Voltage High-Current Applications
[NO] 613/1000 | A Metasurface-Enabled TEMPEST Countermeasure Based on Amplitude and Phase Joint Modulation
[NO] 614/1000 | A Scalable Blockchain-Based Approach for Secure Financial Transactions in Modern Digital Banking Systems
[NO] 615/1000 | A Novel Method for Antenna Radiation Efficiency Measurement Based on Signal Correlation Coefficients
[NO] 616/1000 | On the Implementation of Burst Mode in Modular Active Cell Controlled Energy Routers
[NO] 617/1000 | Reconfigurable DC-DC Converter with Ultra-Wide Gain and Voltage/Current Stress Management
[NO] 618/1000 | Dual-Use Solar Strategies: Modelling LandConstrained PV Deployment in Europe
[NO] 619/1000 | Assessing the Market Value of Power Forecasting of Hybrid Power Plants in the Iberian Electricity Market
[NO] 620/1000 | Role of flexible demand and battery energy storage in spot price formation in future energy markets
[NO] 621/1000 | Real-Time Food Monitoring and Nutrient Tracking for the Elderly at Home Using YOLO
[NO] 622/1000 | Time-Domain Modelling of EMI Receiver Responses to Pulsed Signals in Reverberation Chambers
[NO] 623/1000 | Impact of 15-Minute Peak-Shaving on Aggregated Demand in Residential Customer Groups
[NO] 624/1000 | Investigation into the Effects of Task Allocation on Loneliness via Minecraft-based Group Activities
[NO] 625/1000 | Vector Control of Current Source Inverter for PMSM Based on Virtual Impedance
[NO] 626/1000 | On Evaluating the Security of TRNG-driven SRAM Scrambling Architecture
[NO] 627/1000 | Thermal-Aware Scheduling for DNN Inference on 3D Logic-to-DRAM Process-Near-Memory Architecture
[NO] 628/1000 | Distributed Scheduling for Modular Quantum Computing in Cloud
[NO] 629/1000 | Structural Vibration Assessment of Microduct Fiber-Optic Tubing using Fiber Bragg Grating Sensing and Portable Optical Interrogation
[NO] 630/1000 | Concept for exchanging small-scale decentralized flexibilities in the German electricity market using data spaces
[NO] 631/1000 | Scheduling Optimization of Distributed LLM Inference
[NO] 632/1000 | When RDMA Goes Long-Haul: Characterization, Modeling, and Verbs-Level Emulation with Implications for Federated Learning
[NO] 633/1000 | CXLMemSim: Practical Performance Simulation and Characterization of CXL 3.0 Memory Systems
[NO] 634/1000 | NCCLZ: Compression-Enabled GPU Collectives with Decoupled Quantization and Entropy Coding
[NO] 635/1000 | COMM 2026 TOC
[NO] 636/1000 | ETS 2026 Blank Page
[NO] 637/1000 | Conference Committee
[NO] 638/1000 | Thallium Bromide-Based Multilayer Surface Plasmon Resonance Biosensor for the Detection of Brain Tissue Abnormalities Using Graphene-Derived Oxide Layer
[NO] 639/1000 | FunHOI: Annotation-Free 3D Hand-Object Interaction Generation via Functional Text Guidance
[NO] 640/1000 | Opportunities and Credibility Challenges of Generative AI-Enhanced Digital Twins Across Science and Engineering
[NO] 641/1000 | See Better While Driving: Sense-Act Cooperative Attention With Asymmetric Soft Actor-Critic for Autonomous Driving
[NO] 642/1000 | Radar Anti-Jamming Area Coverage Using Multi-Agent Reinforcement Learning
[NO] 643/1000 | Shared Trajectory Based Multi-Policy Decision-Making for Socially Compliant Robot Navigation in Dense Crowds_supp1-3711907.mp4
[NO] 644/1000 | Lightweight Anonymous Authentication and Key Agreement With Dynamic Batch Verification for Edge-Intelligent AIoT
[NO] 645/1000 | Transformer-Based EEG Decoding: A Survey_supp1-3681097.pdf
[NO] 646/1000 | OntoEL: Neuro-Symbolic Biomedical Entity Linking with Differentiable Fuzzy EL
                    <sub>⊥</sub>
                    Reasoning
[NO] 647/1000 | From Doxa to Logos in Scientific Peer Review
[NO] 648/1000 | Compression-Aware LIKE: Matching Patterns in the FSST Domain
[NO] 649/1000 | Efficient Query Region Expansion and Decomposition based Spatial Range Query Algorithm
[NO] 650/1000 | FEDIN: Frequency-Enhanced Deep Interest Network for Click-Through Rate Prediction
[NO] 651/1000 | Diagnosing and Mitigating Mid-Sequence Degradation in Recommender Systems
[NO] 652/1000 | Learning Evidence of Depression Symptoms via Prompt Induction
[NO] 653/1000 | Evaluation Validity in Information Retrieval
[NO] 654/1000 | GIGP
                    <sup>+</sup>
                    : A CPU-GPU Co-Processing Engine for Multi-Vector Retrieval
[NO] 655/1000 | A Soft-Switching Single-Stage Isolated AC-DC Converter Using GaN Monolithic Integrated Bidirectional Switch
[NO] 656/1000 | Trust-Driven Risk-Adaptive Post-Quantum Authentication for Resource-Constrained IoT Systems
[NO] 657/1000 | Quantum Guided Discovery of Hidden Venous Micro Dynamics in Multimodal Imaging
[NO] 658/1000 | Investigation on the Susceptibility of Operational Amplifiers to Switching Noise
[NO] 659/1000 | Integrated Multimodal Analysis of Dental Lesions Using Clinical Images and SEM-EDX with Deep Neural Networks
[NO] 660/1000 | Enabling Sustainable Supply Chains via Digitalization: Leveraging Efficiency and Technological Readiness
[NO] 661/1000 | Aviation DC Series Arc Fault Detection Method Based on Dual-Perspective Multidimensional Feature Fusion and Statistical Evidence
[YES] 662/1000 | Principles and Practices of Large-Scale Code Analysis at Ant Group: A Data- and Logic-Oriented Approach
[NO] 663/1000 | Green Software Engineering in Practice: Quantifying the Impact of Carbon Reduction Strategies in Enterprise Software
[NO] 664/1000 | Deploying SafeKAN for Anomaly Detection in Safety-Critical Satellite Operations: An Industry-Guided Study
[NO] 665/1000 | All LCA models are wrong. Are some of them useful? Towards open computational LCA in ICT
[NO] 666/1000 | Reliability Analysis of TMR Configurations in SRAM-Based FPGAs Using Static Evaluation
[NO] 667/1000 | Unifying User Satisfaction and Creator Incentive: A Constrained Optimization Framework for Short-Video Recommendation
[YES] 668/1000 | Policy-Guided RAG: Enforcing Verbatim and Controlled Synthesis
[NO] 669/1000 | From Lab to Reality: An Eye-tracking Study of How Users are Influenced to Search in the Era of GenAI
[NO] 670/1000 | Large-Scale Online Learning for Generative List Recommendation in E-commerce: An Environment Policy Optimization Approach
[NO] 671/1000 | Learning Decomposed Contextual Token Representations from Pretrained and Collaborative Signals for Generative Recommendation
[NO] 672/1000 | How Should Multimodal Information Be Chunked for Complex Question Answering?
[NO] 673/1000 | Question-Adaptive Graph Learning for Multi-hop Retrieval Augmented Generation
[NO] 674/1000 | Sparton: Fast and Memory-Efficient Triton Kernel for Learned Sparse Retrieval
[NO] 675/1000 | Constructing Hard-Positive Query–Document Pairs for Dense Retrieval via Phrase Representativeness
[NO] 676/1000 | Characterising the Effects of Social Conformity on Information Seeking in Mixed Human-AI Environments
[NO] 677/1000 | LLM-Enhanced Topical Trend Detection at Snapchat
[NO] 678/1000 | The Robot in the Room: Performing Human-Robot Interactions through Augmented Reality Situated Encounters
[NO] 679/1000 | Verification-Aware Convolution Neural Networks for Speech Recognition: A case study
[YES] 680/1000 | Cargo Sherlock: An SMT-Based Checker for Software Trust Costs
[NO] 681/1000 | Multi-Agentic Recommender Systems: Foundations, Perspectives, and Lessons from Large Scale Deployments in eCommerce
[NO] 682/1000 | HyFormer: Revisiting the Roles of Sequence Modeling and Feature Interaction in CTR Prediction
[NO] 683/1000 | 2026 IEEE Texas Symposium on Wireless and Microwave Circuits and Systems (WMCS)
[NO] 684/1000 | Reinforcement Learning for Stabilization of Self-Injection Locking in a DFB Laser with an External Fiber Ring Cavity
[NO] 685/1000 | Predefined Time Cooperative Control Strategy for Multi-Vectored Water-Jet Robots Transport Using Unknown Payload Dynamics
[NO] 686/1000 | Absorbance-Based Lactate and Glucose Sensing in Skin-Mimicking Media Using Needle-Integrated Optical Waveguide Sensor
[NO] 687/1000 | Object-Background Blending Augmentation Method for Object Detection Systems
[NO] 688/1000 | Material Identification Method Using Millimeter-Wave Radar Based on Attention Mechanism
[NO] 689/1000 | Cascaded Multi-Head Attention Transformer Framework for Direction of Arrival Estimation
[NO] 690/1000 | FSGDR: A Cognitive Embodied Agent Based on Fuzzy Semantic-Guided Dual-Mode Reasoning_supp1-3711114.pdf
[NO] 691/1000 | Large-Baseline TomoSAR Imaging Using Range-Elevation Spectrum Scaling
[NO] 692/1000 | Low Sidelobe Adaptive Beamforming Based on Manta Ray Foraging Optimization
[NO] 693/1000 | Modeling and Mechanism Analysis of the Negative Impact of Potting Process on EMI Filter
[NO] 694/1000 | Quoptuna: Automated Optimization and Governance for Quantum Machine Learning
[YES] 695/1000 | Sample-efficient Performance Tuning of mixed-signal ASICs via Probabilistic Surrogates
[NO] 696/1000 | Soft-Error Sensitivity Analysis of Adder Tree architectures for Compute-In-Memory Accelerators
[NO] 697/1000 | Automated Data Labeling for Document Security Categorization and Prevention: An Application of Text and Data Mining
[NO] 698/1000 | Crowd Behavior Monitoring in a Surveillance Scenario
[NO] 699/1000 | Research on an Integrated Electromagnetic Pulse Protective Device for Telephone Lines
[NO] 700/1000 | Climate and Location Sensitivity of Data Center Cooling Power Demand
[NO] 701/1000 | Power Assessment of Direct-Drive Wave Energy Converters Using Spectral-Domain Modeling
[NO] 702/1000 | EU CBAM in the LNG Market: Implications of Carbon Price and Major Supplier Uncertainty
[NO] 703/1000 | Market Design for Sector-Coupled Energy Systems: Comparing Isolated, Coordinated, and Fully Integrated Concepts
[NO] 704/1000 | Herd Behavior in Decentralized Balancing Models: A Case Study in Belgium
[NO] 705/1000 | Human Presence Detection in Disaster Imagery Using Machine Learning
[NO] 706/1000 | Comparing Sensitivity Analysis Methods on the Emi-Induced Offset of an Operational Amplifier
[NO] 707/1000 | Probabilistic Trip Completion Time Prediction of Battery Electric Vehicle Using PRISM
[NO] 708/1000 | A Dynamic Evolution Model of Energy Consumption in Hangzhou City of China
[NO] 709/1000 | Design and Optimization of a High-Efficiency and High-Power-Density Single-Stage On-Board Charger Based on Matrix Converter
[NO] 710/1000 | Adapting Hierarchical Feature Aggregation and Spatio-Temporal Graph Neural Networks for Vietnamese Visual Speech Recognition on a Small Phrase-Level Dataset
[NO] 711/1000 | Multi-Point Failure in Weight-Loss Heating Appliance – A Case Study
[NO] 712/1000 | What's DAT? Three Case Studies of Measuring Software Development Productivity at Meta With Diff Authoring Time
[NO] 713/1000 | PKAS: Predictive KVCache-Aware Scheduling for Faster LLM and Transformer Inferences
[NO] 714/1000 | Toward Low-Latency and Memory-Efficient Deployment of Irregular Sparse Deep Learning Workloads
[NO] 715/1000 | ResiHP: Taming LLM Training Failures with Dynamic Hybrid Parallelism
[NO] 716/1000 | Evaluating QAOA and Quantum Annealing for Minimum Vertex Cover on NISQ Devices
[NO] 717/1000 | Construction of a Laboratory Chemical Lifecycle Knowledge Base Empowered by AI
[NO] 718/1000 | Embedded Ai Chip Design and Lightweight Anomaly Detection Model Deployment for Industrial Instruments
[NO] 719/1000 | Intervention-Sensitive Evaluation of Causal Structure in ALICE O
                    <sup>2</sup>
                    Computing Systems
[NO] 720/1000 | Quantum Machine Learning-Enhanced Adaptive Laboratory Intelligence with AI for Engineering Physics Education
[NO] 721/1000 | UPI Fraud Detection Using Convolutional Neural Networks
[NO] 722/1000 | Industrial Flexibility and Power Markets: Impacts on Energy-Systems and Environmental Outcomes
[NO] 723/1000 | Capacity expansion under different load flexibility conditions: Case study for Nordic countries
[NO] 724/1000 | Deep Learning for Electricity Price Forecasting: A Review of Day-Ahead, Intraday, and Balancing Electricity Markets
[NO] 725/1000 | Transients classification in power cable monitoring based on a tridiagonal Hermite transform
[NO] 726/1000 | Derivation and Characterization of Signal-to-Distortion Ratio in Wideband OFDM Receivers
[NO] 727/1000 | TriGaze360: A Three-Branch Viewport-Aware Network for Stereoscopic Omnidirectional Image Quality Assessment
[NO] 728/1000 | Vehicle Tracking and Classification on Highways using 3D LiDAR
[YES] 729/1000 | Adaptive AI Productivity Assistant for Developers in Visual Studio Code
[NO] 730/1000 | Decompression Analysis and Investigative Signal Recovery: Validating an Innovative Receiver Architecture for Ice-Sounding Radars
[NO] 731/1000 | When the Price is Wrong: The Risks of Cheap Battery Power Banks
[NO] 732/1000 | A Heterogeneous Ant Colony Framework with Semantic Manifold Learning for Dynamic Ore-Flow Blending
[NO] 733/1000 | Automatically Designing Novel Evolutionary Architectures
[NO] 734/1000 | MixDiBB: Distributed Black-Box Optimization for Mixed-Parameter Search Spaces
[YES] 735/1000 | TDDB Stress Test Coverage Quantification using Cell-aware Transistor State Stress Model
[NO] 736/1000 | Energy-Arena: A Dynamic Benchmark for Operational Energy Forecasting
[NO] 737/1000 | Instantaneous Energy Kurtosis-Based Protection for MMC-HVDC System Using VMD-HT
[NO] 738/1000 | VNFinEval: A Benchmark for Evaluating Large Language Models in Vietnamese Finance
[NO] 739/1000 | When Residential Tariffs Fail to Reward Flexibility: Modelling Prosumers Under Realistic Tariff Structures
[NO] 740/1000 | Tri-Tier Digital Twin Architecture for AI-Analytic Sensor Placement
[NO] 741/1000 | Agentic Multi-Source Grounding for Enhanced Query Intent Understanding: A DoorDash Case Study
[NO] 742/1000 | Multi-Perspective Driven Expected Location Preferences for Next POI Recommendations
[NO] 743/1000 | Next Interest Flow: A Generative Pre-training Paradigm for Recommender Systems by Modeling All-domain Movelines
[NO] 744/1000 | TREC iKAT 2025: A Test Collection for the Offline and Interactive Evaluation of Conversational Search
[NO] 745/1000 | Teaching Small Models When Not to Call Functions: Structured Reasoning for Tool Refusal in Low-Resource Languages
[NO] 746/1000 | Retrieval-Augmented Multimodal Model for Fake News Detection
[NO] 747/1000 | WISE: A Multimodal Search Engine for Visual Scenes, Audio, Objects, Faces, Speech, and Metadata
[NO] 748/1000 | SIGIR 2026 Workshop on eCommerce (ECOM26)
[NO] 749/1000 | LLM Personalization: Foundations, Breakthroughs, and Frontiers
[NO] 750/1000 | Domain-Guided Quantifier Instantiation with Yardbird
[NO] 751/1000 | MindTide: Designing a Stress-Adaptive To-Do List
[NO] 752/1000 | The Energy-Oriented Centre of Excellence
[NO] 753/1000 | Influence of Environmental Indicators Aggregation Methods for Eco-designing Integrated Circuits
[NO] 754/1000 | TURANDOT - TUning Risc-V to Automotive Needs &amp; Different Other Theme
[NO] 755/1000 | AdaptiveKV: Accelerating KV Cache Offloading with a Bandwidth-Adaptive Memory Allocation Mechanism
[NO] 756/1000 | Inductive Dual-Polarity Modeling via Static–Dynamic Disentanglement for Dynamic Signed Networks
[NO] 757/1000 | CURE: Adaptive Multi-Channel Fusion via Genetic Optimization for Chronic Wound Image Analysis
[NO] 758/1000 | The CRA Practitioner-to-Professor (P2P) Survey: Toward Periodic Feedback from Industry to Academic Computing Programs
[NO] 759/1000 | A High-Sensitivity External Capillary Fiber SPR Sensor with a Wide Linear Range for Simultaneous Sensing of Magnetic Field and Temperature
[NO] 760/1000 | Deep Learning-Based Forecasting of Containerized Maritime Trade: A Decomposition and Attention Approach
[NO] 761/1000 | Multi-topic Opinion Dynamics in Multi-layer Networks
[NO] 762/1000 | A Pseudo-Anomaly Augmented Dual Adversarial Autoencoder Framework for Video Anomaly Detection in Bio-Manufacturing Systems
[NO] 763/1000 | A Genetic Algorithm–Based Global MPPT Strategy for PV-Assisted Electric Vehicle Charging Under Partial Shading Conditions
[NO] 764/1000 | Uncovering Kidney Health Patterns from the Effects of Ethanol Diet in Wistar Rats Using Deep Spatio-Temporal Data Mining
[NO] 765/1000 | Data-Driven Discovery of Governing Physical Laws Using Scientific Machine Learning
[NO] 766/1000 | A proposal of a Smart Readiness Indicator including Renewable Energy Community domain
[NO] 767/1000 | Stream Ciphers Used in Mobile Communications: Implementation and Comparative Analysis of the ZUC-256 and SNOW-V Algorithms
[NO] 768/1000 | The Development of Artificial Intelligence-Driven Requirement Management System
[NO] 769/1000 | A Data-Driven Leveraging Random Forest Framework for Credit Card Fraud Detection
[NO] 770/1000 | A Physics-Based Monitoring Framework for a Large-Scale Distributed Photovoltaic Portfolio
[NO] 771/1000 | Joint Beamforming and Active RIS Optimization for Integrated Sensing and Communication
[NO] 772/1000 | Advances in Electromagnetic Compatibility for Biomedical Wearable and Implantable Devices
[NO] 773/1000 | Optimization-Based Scheduling of Grid-Scale Li-Ion Battery Energy Storage System for Participation in Japan’s FCR Market
[NO] 774/1000 | Image-Transformation-Based Analysis of Transfer Impedance in Multi-Hollow-Shielded TWP Cable Configurations Over Ultrawide Frequency Ranges
[NO] 775/1000 | A Two-Stage Fine-Tuned Mask R-CNN Pipeline for UAV-Based Urban Tree Inventory
[NO] 776/1000 | An End-to-End Deep Learning Framework for Dense 3D Point Cloud Reconstruction from Partial Observations
[NO] 777/1000 | A real opportunity or still a promise? The current status of the RISC-V ecosystem
[NO] 778/1000 | Design and Validation of an Open TEM Cell for Electro-Optic Probe Calibration
[NO] 779/1000 | Dynamic Infrared Thermography for Quantitative Assessment of Melanocytic Lesions
[NO] 780/1000 | Machine Learning Based Prediction of Grooved Journal Bearing Performance
[NO] 781/1000 | Economic Value of Hydrogen Demand Forecasting for Rule-Based Operation of Green Hydrogen Hubs
[NO] 782/1000 | Bridging the Speed-Accuracy Gap: Layout-Aware Pre-Silicon Side-Channel Analysis
[NO] 783/1000 | Optimization and Validation of PCB Trace Pulse Fusing Characteristics via BPSO Algorithm
[NO] 784/1000 | Exploration of Reference Trimming Schemes for STT-MRAMs
[NO] 785/1000 | Design and ASIC Implementation of a Pipelined 64-Bit Vedic Multiplier
[NO] 786/1000 | Structural Testing Methodology for Deep Neural Networks based on RRAM
[NO] 787/1000 | Design and Optimization of a Fractional-Flux Transformer for LLC Resonant Converters
[NO] 788/1000 | Deep NH
                    <sup>+</sup>
                    <sub>4</sub>
                    Regression for Smartphone Colorimetric Test Strips: On the Need for Explicit Green-Border Normalization
[NO] 789/1000 | Evaluating Direct Load Control Contracts for Heat Pumps: A Swiss Case Study
[NO] 790/1000 | E-mobility potential assessment in SE Europe
[NO] 791/1000 | Federated Learning for Brain Tumor Classification in Distributed Healthcare Systems
[NO] 792/1000 | Performance Analysis of Conveyors: Memory Dominates?
[NO] 793/1000 | A study of RF-Induced Heating in Implantable Stents with Insulation Defect at 1.5T MRI
[NO] 794/1000 | To Consume or Not to Consume? On the Behavioral Drivers of Household Energy Consumption
[YES] 795/1000 | Hardware Trojans Horses: Two Decades Later, What We Really Know
[NO] 796/1000 | A Clinically Oriented Hybrid CNN–Transformer Framework for Robust and Interpretable Lung Cancer Detection from CT Images
[NO] 797/1000 | Power/Ground Noise Characterization and Mitigation in Fully Integrated Voltage Regulator (FIVR)-Based UFS System with Embedded Inductor
[NO] 798/1000 | Understanding Internal Congestion in Germany: A Comparative Study of Zonal and Nodal Pricing with Future Grid Reinforcements
[NO] 799/1000 | Low-Harmonic Single-Phase to Three-Phase PFC Strategy Using Half/Full-Bridge Hybrid MMC With Diode Front-End
[NO] 800/1000 | Hybrid Transformer U-Net with Attention for Precise Brain Tumor Boundary Segmentation in MRI
[NO] 801/1000 | Decentralized Distribution Security Protocol for Multicast Screen Synchronization Over Real-Time Peer-to-Peer Networks
[NO] 802/1000 | MagmaScope: Identifying Root-Cause Changes for Emergency Incident in Large-Scale Cloud Infrastructure
[YES] 803/1000 | Finding the Needle in the Crash Stack: Industrial-Scale Crash Root Cause Localization with AutoCrashFL
[YES] 804/1000 | Beyond the Commit: Developer Perspectives on Productivity with AI Coding Assistants
[YES] 805/1000 | An Improved Pattern-Based Analytical Method for Power Distribution Network Modeling
[NO] 806/1000 | On the Analysis of Radiation-Induced Faults in FPGA-Based Optical Communication for Space Applications
[NO] 807/1000 | Not All Faults Are Equal: Transient-Fault Sensitivity Characterization of an Open-Source RISC-V Vector Cluster
[NO] 808/1000 | Faithful LLM-Assisted Question Answering for Technical and Academic Search
[NO] 809/1000 | A Requirement-Based Framework for Engineering Adaptive Authentication
[NO] 810/1000 | Advantage-Conditioned Flow Policy for Offline Reinforcement Learning in Recommendation
[NO] 811/1000 | GraphSynthQA: Knowledge-Graph-Guided Query Synthesis and Step-Level Preference Optimization for Web Agents
[NO] 812/1000 | Unified Entity Matching under Scarce Supervision via Meta-Rule Induction and Retrieval
[NO] 813/1000 | RAD-DPO: Robust Adaptive Denoising Direct Preference Optimization for Generative Retrieval in E-commerce
[NO] 814/1000 | Item-Targeting with Keyword Enhancement: A Hybrid Approach to Ads Targeting
[NO] 815/1000 | XFoodRec: An Explainable Mobile Recommender for Personalized Healthy Eating
[NO] 816/1000 | PatentMerit: A Holistic System for In-depth Technology Understanding
[NO] 817/1000 | All the News That Fits in Bits: Learned Rotation-Aware Binary Projections for Efficient News Retrieval at NDTV
[NO] 818/1000 | "A Watering Can That Never Runs Empty": A Case Study on Human-Robot Collaboration for Professional Gardeners
[NO] 819/1000 | From Distributed Eavesdroppers to a Virtual Eve: A Movable-Antenna-Assisted Tractable Framework for Physical Layer Security
[NO] 820/1000 | Optimal Connectivity of Multilayer Networks: Enhancing Robustness and Security
[NO] 821/1000 | Multi-Scenario Dynamic Security Assessment with Trajectory Sensitivity Tensors on Workstation GPUs
[NO] 822/1000 | Semi-Rate-Splitting Multiple Access (SRMA)
[NO] 823/1000 | Conference Committees
[NO] 824/1000 | New Explicit Constructions of MDS and NMDS Algebraic Geometry Codes
[NO] 825/1000 | Joint UE-BS Association and Resource Allocation for Multi-Cell Hierarchical Over-the-Air Federated Learning with Non-IID Data
[NO] 826/1000 | Advanced Control of Series-Resonant Voltage-Source Inverters for Ultrasonic Cleaners Using Enhanced Pulse-Density and Pulse-Frequency Modulations
[NO] 827/1000 | Saturation Function-Based Adaptive Control With Guaranteed Fixed/Preassigned-Time Containment for Heterogeneous Multiagent Systems
[NO] 828/1000 | A Three-Level Dual-Path Hybrid Buck Converter With Mitigated Capacitive Current and Seamless DVS Across a Wide Output Voltage Range
[NO] 829/1000 | DMCLR: Dual-Denoising Multimodal Contrastive Learning for Robust Recommendation
[NO] 830/1000 | IEEE Feedback
[NO] 831/1000 | ETS 2026 Contributor Page
[NO] 832/1000 | CoFi-Lite: Pushing the Limits of Ultra-Lightweight Speech Enhancement
[NO] 833/1000 | Data–Knowledge Collaborative Robust Modeling Method for Multivariable Nonlinear Industrial Processes With Time Delays
[NO] 834/1000 | AP-ProtoSAM: Enhancing ProtoSAM with Mask-Aware Prototypes and Adaptive Prompting for One-Shot Segmentation
