[2026-02-19 09:33:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-18
正在获取论文...
[arXiv] 2026-02-18 | Measuring Mid-2025 LLM-Assistance on Novice Performance in Biology
[NO] 741/1615 | Forecasting Air Quality Index Using an Enhanced Extreme Learning Machine Based on Genetic Algorithms
[NO] 742/1615 | Integrating FDES-DPSIR Framework for Evidence-Based Climate Risk Assessment and Causal Modeling in Indonesia
[NO] 743/1615 | Advanced Three-Axis Shake Table System for Comprehensive Earthquake Simulation and Structural Dynamics Research
[NO] 744/1615 | Blockchain Hash Pattern Behaviour Analysis for Malicious Detection in Vehicular File Sharing
[NO] 745/1615 | Energy-Conscious Edge-Assisted IOT Communication Framework Leveraging 5G and AI Technologies
[NO] 746/1615 | LTE Bands for Human Presence Detection Using Software-Defined Radio
[NO] 747/1615 | Medium-Power Amplifier for the 17-22 GHz Band Designed for High oIP
                    <sub>3</sub>
[NO] 748/1615 | Wrist-Worn Frequency-Modulated Continuous Wave (FMCW) Radar for Respiration Monitoring
[NO] 749/1615 | Preserving and Disseminating Architectural Knowledge: An Immersive Virtual Learning Hub for Thai Vernacular Houses
[NO] 750/1615 | Deep Neural Networks-Optimized Risk Forecasting Unit for Dynamic Management Planning
[NO] 751/1615 | High Flame Retardant and High Mechanical Strength Epoxy Insulation Composites Based on Cross-scale Compounding
[NO] 752/1615 | PID Control Method for Coal Feed Rate under Variable Load Conditions Based on an Improved Gray Wolf Optimization Algorithm
[NO] 753/1615 | Air Quality Prediction System in Lima Using Long Short Term Memory
[NO] 754/1615 | Robust Quantum-Enhanced Hybrid Approach Design to Accelerate Deep Learning Models Performance and Stability
[NO] 755/1615 | A Taxonomy of Electromagnetic Information Leakage Threats Focusing on Emission Process
[NO] 756/1615 | Millimeter Wave Communication and Sensing for ITS
[NO] 757/1615 | Research on the Application of XGBoost Model Fused with Multiple Features in Load Forecasting of Charging Stations at Highway Service Areas
[NO] 758/1615 | Multidomain HRV Features for the Smart Diagnosis of ADHD Using ML Models
[NO] 759/1615 | Preliminary Design of a Modified Birdcage Receiver RF Coil for
                    <sup>23</sup>
                    Na Breast MRI at 7T
[NO] 760/1615 | Vision-Based Quality Assessment Method for Adhesive Application in Screw Installation
[NO] 761/1615 | Energy Efficient Routing Protocol Based on Fuzzy Optimized Self Schedule Routing for Lifetime Improvement in WSN
[NO] 762/1615 | A 300-GHz Voltage-Controlled Oscillator Using a Coupled-Line Resonator with 177.6-dBc/Hz FoM and 5.6-dBm Peak Output Power
[NO] 763/1615 | Handover Strategy Design for CF-MIMO Systems Based on UKF Prediction
[NO] 764/1615 | SpectralFusionNet: Enhanced Satellite Image Scene Classification Through Hybrid Deep Learning Architecture and Intelligent Data Augmentation
[NO] 765/1615 | Model-Free Robust Control of Current-Speed for Marine Propulsion Six-Phase PMSM Based on Composite Virtual Vectors
[NO] 766/1615 | iSSSC 2025 Cover Page
[NO] 767/1615 | 2026 International Conference on Electronics, Information, and Communication (ICEIC)
[NO] 768/1615 | ICCBD+AI 2025 Cover Page
[NO] 769/1615 | Advancing Autism Spectrum Disorder Diagnosis with Multimodal Data: A Survey
[NO] 770/1615 | A Real-Time Orbit Correction Method for LEO Satellites using Signals of Opportunity from Multiple Stations
[NO] 771/1615 | Microbubble cantilever Fabry-Perot interferometer (FPI) sensor with ultra-high strain sensitivity under the Vernier effect
[NO] 772/1615 | Physics-Guided Posterior Sampling for Diffusion-Based Real-World Dehazing and Image Enhancement_supp1-3662772.pdf
[NO] 773/1615 | An Energy-Efficient and High-Accuracy Dual-ModeECG AI Processor via Deep-Fold and Zero-Free Fine-Grained Quantization
[NO] 774/1615 | A Carrier-Based DPWM Method With Integrated Reactive Power Compensation Capability for Vienna Rectifier
[NO] 775/1615 | Research on the Frequency Spectrum Fluctuation of Radar Signal Under Plasma Sheath
[NO] 776/1615 | A Millimeter-Wave Two-Way Series-Doherty Power Amplifier With Transformer-Based Second-Order Output Network
[NO] 777/1615 | Cover Page
[NO] 778/1615 | Res-SH: Unbiased Residual Learning for Self-Healing Interface Toughness Prediction with Limited Data
[NO] 779/1615 | A Secure and Efficient LLM-Based System for Natural Language Query-to-SQL Translation in IoT Data Management
[NO] 780/1615 | Dual-Teacher and Dual-Prompt Pool for Few-Shot Dialog State Tracking
[NO] 781/1615 | Practical Fixed-Time Control of Switched Neutral Filippov Systems on Networks
[NO] 782/1615 | IEEE Computer Society Info
[NO] 783/1615 | Mesh Stability of Uncertain Platoon Vehicles with Cornering Maneuver Using Relative Posture Error Information
[NO] 784/1615 | A Novel Benchmark for Domain Generalization in Zero-Target-Sample Capsule Detection
[NO] 785/1615 | Fostering Student Responsibility and Sustainability Literacy Through AI-Based Learning Tools
[NO] 786/1615 | Design of Optimal Reflection Coefficients and Low-Complexity Equalizer for IRS-OTFS System
[NO] 787/1615 | Real-Time Attack Surface Reduction in Cloud Infrastructures Using Reinforcement Learning-Driven Cyber Deception Strategies
[NO] 788/1615 | Hybrid Deep Learning and Ensemble Model for Accurate Detection and Classification of Bone Cancer
[NO] 789/1615 | Logarithmic Hyperbolic Cosine Adaptive Filter with Variable Center Based Channel Estimation Under Non-Zero-Mean Non-Gaussian Noise
[NO] 790/1615 | Transient waveform recording FDTW decomposition for early insulation fault DTU terminal sensing of distribution lines
[NO] 791/1615 | Adaptive Recommendation Engines for Sparse Interaction Data
[NO] 792/1615 | Charging Load Forecasting based on LSTM Neural Network
[NO] 793/1615 | Consensus Control of Multiagent Systems Based on Event-Triggered Reinforcement Learning
[NO] 794/1615 | Millimeter-Wave Miniaturized Antenna and Its Wide-Angle Scanning Array for 5G Mobile Communication
[NO] 795/1615 | Electricity Price Forecasting Based on Similarity-Based Date Selection and VMD-CNN-LSTM
[NO] 796/1615 | AI Assisted AR Assembly: Object Recognition and Computer Vision for Augmented Reality Assisted Assembly
[NO] 797/1615 | Automated Satellite Image Segmentation Using Kapur's Entropy Through Black-Winged Kite Algorithm
[NO] 798/1615 | Smart Voice Commands Control and E-Braking for Safety in Intelligent Transfer Devices
[NO] 799/1615 | Graph Neural Networks for Mapping Intertextual References and Thematic Networks in Large–Scale English Poetry Collections
[NO] 800/1615 | Speech Input Interface for Electronic Medical Record Supporting Automatic Soap Generation Using Large Language Models
[NO] 801/1615 | Precision Watering: Enhancing Crop Yield with IoT-Integrated Irrigation
[NO] 802/1615 | Research on the surface flashover characteristics and failure mechanism of oil-impregnated pressboard containing thermally induced bubbles under power frequency voltage
[NO] 803/1615 | Research on Charging Strategies for Multiple Battery Swapping Stations Considering Demand Response
[NO] 804/1615 | Estimating Obstacle Position for Ensuring Safety of Elderly Powered Wheelchair Users
[NO] 805/1615 | Research and Implementation of a Flink-Based E-Commerce Order Processing and High-Value User Identification System for Real-Time Data Scenarios
[NO] 806/1615 | GM (1,1) perception method for intelligent situation of SCADA in distribution network based on multi-source data fusion
[NO] 807/1615 | Predictive System to Avoid Passenger Saturation on the Lima BRT using Neural Networks
[NO] 808/1615 | Miniaturized Millimeter-Wave Co-Linearly Polarized Patch Antenna with Dual Fence-Strip Resonators for In-Band Full-Duplex Applications
[NO] 809/1615 | Balancing Innovation and Regulation: Integrating Blockchain into the European Digital Identity Framework
[NO] 810/1615 | Dynamic Electrocardiogram Encryption for Enhanced Security and Privacy in E-Gate Facial Recognition Technology
[NO] 811/1615 | AI-Driven Document Intelligence: A Survey on Preprocessing, Detection and Recognition
[NO] 812/1615 | Development of Coaxial Differential Dual-Beam Interferometer
[NO] 813/1615 | AI-Based Fraud Detection System for Online Transactions with Real-Time Alerts
[NO] 814/1615 | AI-Driven System for Assessing Age-Related Changes in Physical Status of Kyrgyz Women
[NO] 815/1615 | Focusing System with Multiple Dielectric Lenses for mmWave OAM Waves Generated by Loop Antenna Array
[NO] 816/1615 | LSST: Lightweight Spectral–Spatial Transformer Network for Efficient Hyperspectral Image Analysis
[NO] 817/1615 | A 127-GHz High-Efficiency Push-Push Oscillator Using Harmonic-Decoupling Bypass-Stub in 100-nm InP HEMT Technology
[NO] 818/1615 | Experimental Design of Wind Speed Analytics Prediction Methodology Using Modified Deep Learning Principle
[NO] 819/1615 | AI-Driven Garbage Truck Monitoring &amp; Smart Waste Management System
[NO] 820/1615 | Impedance Estimation of Internal Nodes of RF Devices based on Measurement Cable De-Embedding Enabled by Transmission Line Model Fitting
[NO] 821/1615 | Machine Learning Driven Energy Optimization for Ultra-Reliable Low-Latency IoT Communications in 5G Networks
[NO] 822/1615 | Real-Time Vision Inspection with AI-Based Edge Processor for Printed Circuit Board Assembly Quality Control
[NO] 823/1615 | Intelligent Flood Sensing (IFS): Real-Time Flood Monitoring and Alert System for Farmers
[NO] 824/1615 | Reduction of Sidelobe Level in Reflectarray Antennas Using LCMV Algorithm
[NO] 825/1615 | Boundary-Aware Concept Drift Detection for Automated Industrial Systems with Limited Supervision
[NO] 826/1615 | A Comparative Study on Event Extraction from Open-Source Military News
[NO] 827/1615 | Predicting ADHD Diagnosis Using Anxiety and ASRS Features
[NO] 828/1615 | Accurate House Price Prediction using Ensemble Machine Learning Model
[NO] 829/1615 | Low Earth Orbit Satellite Range Scheduling Using Advantage Actor Critic and Large Neighborhood Search
[NO] 830/1615 | GNN-Assisted LLMs for Configurable Service Function Chaining Orchestration in IoT Services
[NO] 831/1615 | Skin Cancer Classification using Deep Learning and Explainable AI Techniques
[NO] 832/1615 | Cooperative Control of Multiple Motor Movers Based on Model Predictive Control
[NO] 833/1615 | Comparison of Deep Learning and Statistical Methods for EV Charging Demand Forecasting
[NO] 834/1615 | Compact Ultra-Wideband Antenna for SFCW GPR-Based Concrete Scanning
[NO] 835/1615 | Identifying Technology Evolution Pathways Using Patent Citation and Multidimensional Scaling
[NO] 836/1615 | Wideband Endfire Magnetoelectric Dipole Antenna Array Based on Micro-Metal Additive Manufacturing
[NO] 837/1615 | Advanced 3D Path Planning for Robotic Calligraphy Based on LLM-Driven Text Prompts
[NO] 838/1615 | Unsupervised Brain Abnormality Detection and Segmentation Method Based on Improved Diffusion Model Block
[NO] 839/1615 | A Novel Missing Data Imputation for Early Chronic Kidney Disease Diagnosis Using ANFIS System and Machine Learning Models
[NO] 840/1615 | Focus, Attend, Extract: LLM-Guided Prompt Refinement for Event Argument Extraction
[NO] 841/1615 | Towards Sustainable Smart Cities: IoT and Big Data-Driven Anomaly Detection in Building Management
[NO] 842/1615 | Multi-View and Multi-Kernel Crack Segmentation Network Based on Visual State Space
[NO] 843/1615 | BLSQ: AI-Enhanced Performance Framework for Wireless Multihop Networks
[NO] 844/1615 | Real-Time Instance Segmentation for Object Scale Diversity
[NO] 845/1615 | Prediction of Insulating Oil Breakdown Voltage Based on Ultrasonic Characteristics and Generalised Regression Neural Networks
[NO] 846/1615 | Energy-Efficient Multiply-Accumulate Architecture Using Compressor Logic for FPGA-Based Systems
[NO] 847/1615 | Enhancing Reinforcement Learning Agent with Multimodal Large Model Perception
[NO] 848/1615 | Surface EMG – Based Quantitative Assessment of Muscle Coordination and Complexity in Post-Anterior Cruciate Ligament Injury Individuals
[NO] 849/1615 | Evaluation of Ku-Band Geostationary Satellite Link Latency Under Tropical Rainfall
[NO] 850/1615 | Semantic Log Aggregation for a Machine Readable Knowledge Base of Incident Response Activities
[NO] 851/1615 | CDFFCIL: Comprehensive Framework for Data-Free Federated Class-Incremental Learning
[NO] 852/1615 | Self Supervised Learning for Structural Integrity Assessment of UAVs in Extended Missions
[NO] 853/1615 | Acoustic Differences Between Coronal Nasal /n/ and Lateral /l/ in Standard Chinese
[NO] 854/1615 | Silkworm Grasserie Disease Detection Using Electronic Nose Technology
[NO] 855/1615 | Application of mmWave FMCW Radar to Measure Thickness of Materials and 3D Imaging
[NO] 856/1615 | Blockchain-Driven Evolution of Cloud Service Architectures
[NO] 857/1615 | Table of Contents
[NO] 858/1615 | Cooperative Target Detection in Dual-Base Station Enabled ISAC Systems
[NO] 859/1615 | Real-Time State-Constrained Power Management Based on Pontryagin’s Minimum Principle: Application to Fuel Cell Vehicles
[NO] 860/1615 | Demonstration of MechStyle: Augmenting Generative AI with Mechanical Simulation to Create Stylized and Structurally Viable 3D Models
[NO] 861/1615 | Demonstration for Computational Design and Single-Wire Sensing of 3D Printed Objects with Integrated Capacitive Touchpoints
[NO] 862/1615 | Blank Page
[NO] 863/1615 | Accurate and Computationally Efficient Aggregated Modelling of Offshore Wind Farms for Grid Compliance
[NO] 864/1615 | Improving Energy Efficiency in Post-Disaster Networks: Multi-agent Deep Reinforcement Learning for Enhancing Local Contributions
[NO] 865/1615 | Evaluating the Accuracy of Fabric Mechanical Digitization Methods_supp1-3665029.pdf
[NO] 866/1615 | ACM TechBrief: Buy versus Build an LLM
[NO] 867/1615 | A Momentum‑GS‑ Based Large-Scale 3D Reconstruction Algorithm for Bridge Piers Using a Climbing Robotic Platform
[NO] 868/1615 | Towards Intelligent Agriculture: ML Algorithm Analysis in IoT-Based Smart Irrigation Systems
[NO] 869/1615 | A Comprehensive Node Threat Assessment Algorithm for Combat System Network
[NO] 870/1615 | Optimizing Restaurant Billing through Intelligent Systems for Enhanced Customer Satisfaction using Machine Learning
[NO] 871/1615 | RainGAN-Kathmandu: A Generative Adversarial Framework for Synthetic Rainfall Augmentation in Urban Road Scene Datasets
[NO] 872/1615 | An Ensemble Clustering Approach to Recognize Flight State in Pilot Training
[NO] 873/1615 | Zero Trust Architecture for Secure Smart City Infrastructure Using AI-Powered Authentication
[NO] 874/1615 | AI for Sustainable Learning Student-Centered Approaches to Eco-Digital Education
[NO] 875/1615 | Learning Disentangled Representation for Multi-Modal Fusion in Resume-Job Matching
[NO] 876/1615 | A Corpus-Based Investigation of Acoustic Features Influencing Intelligibility of Super-Elderly Japanese Speech
[NO] 877/1615 | Design of a Wideband SIW Bandpass Filter Using Resonator Spacing for Improved Coupling
[NO] 878/1615 | AI-Powered Sentiment Analysis for Early Detection of Mental Health Disorders in Social Media Communications
[NO] 879/1615 | AI-Enhanced Learning for Engineering Community of Practice
[NO] 880/1615 | Enhancing Power Quality in Distribution Systems: Marine Gravitational Search Optimization for UPQC Sizing and Placement
[NO] 881/1615 | HumidiTech: An Autonomous IoT-Enabled Dehumidification Robot for Smart Indoor Climate Control
[NO] 882/1615 | J-Double DQN: Jolt Discount meets Double Estimation for Stable and Fast Deep Reinforcement Learning
[NO] 883/1615 | Nonzero-Sum Game-Based Approximate Optimal Control of Reconfigurable Manipulator System Identified by RNN
[NO] 884/1615 | Physics-Informed BiLSTM for Predicting Battery Remaining Useful Life: A Hybrid Deep Learning Framework
[NO] 885/1615 | Four-Port Probe Stations and SOLR Calibration Standard Design up to 125 GHz on 28 nm CMOS
[NO] 886/1615 | Structure-Aware GNN-Transformer for Content Prediction and Caching in Vehicular Networks
[NO] 887/1615 | High-gain conical beam coverage realized by using switchable tilted patch array elements for satellite broadcasting reception
[NO] 888/1615 | Enhanced Parkinson’s Disease Diagnosis via Ensemble Learning on the NewHandPD Dataset
[NO] 889/1615 | Machine Learning-Driven Predictive Diagnostics Framework for Fault Detection in Industrial IoT Systems
[NO] 890/1615 | Affordable Non-Contact Respiration Monitoring Using Wi-Fi CSI and Doppler Radar: A Performance-Cost Trade-Off for Resource-Limited Settings
[NO] 891/1615 | Solar Global Tilted Irradiance Prediction for PV-Optimized Microgrids: A Machine Learning Perspective
[NO] 892/1615 | A Q-Band -4 dBm Output Power Passive Frequency Tripler Using Stacked APDNP
[NO] 893/1615 | KKL Observer-Based Control for Piezoelectric Actuators with Bouc-Wen Hysteresis Compensation
[NO] 894/1615 | EEG based Motor Imagery of Hands Classification using Modified Sub-Band Common Spatial Pattern
[NO] 895/1615 | Edible Oil Purity Check with a Sensor Based on Microwave Metasurface
[NO] 896/1615 | Data-driven profits prediction and its application mechanism for intelligent satellites task planning
[NO] 897/1615 | A Single-stage Interpretable Vision Transformer Model Via Granular-ball Computing
[NO] 898/1615 | FilterNet: A Filtered Gait Motion Fusion Network for Classifying Adult Spinal Deformity
[NO] 899/1615 | Design of an Intelligent LED Plant Lighting System Based on Greedy Algorithm
[NO] 900/1615 | MQTT Protocol-Based Detection and Classification in UAV-Assisted Smart Farming for IoT Intrusion Detection System
[NO] 901/1615 | 1.75-43.75 GHz N-Path Harmonic Mixer with Folded Noise Cancellation
[NO] 902/1615 | Direct Wideband Matching Technique for Nonlinear Multistage Power Amplifiers
[NO] 903/1615 | Self-Calibration Algorithm for Amplitude-Phase Errors in UHF Radar Arrays Based on Enhanced Channel Optimization Particle Swarm Optimization Algorithm
[NO] 904/1615 | AI-Based Decision Support for Energy Management in High-Penetration Renewable Grids
[NO] 905/1615 | Recent Developments in Millimeter-Wave Receiver Technology for Radio Astronomy in South Korea
[NO] 906/1615 | Transfer Learning–Driven Convolutional Framework for Early Detection of Pulmonary Abnormalities in CT Imaging
[NO] 907/1615 | Development and Research of Modular Integrated Testing Device for Vapor Recovery Systems at Gas Station
[NO] 908/1615 | Smart Campus Evolution Via Iot: Technical Constraints, Stakeholder Analysis, and Future Opportunities
[NO] 909/1615 | Explainable AI-Powered Risk Assessment System for Strategic Business Planning
[NO] 910/1615 | Coordinated Dual-ARM Manipulation Using Reinforcement Learning: A Soft Actor-Critic Approach on the Poppy Humanoid
[NO] 911/1615 | Decadal Land Cover Change Analysis and Forecasting in the Mahiga River Watershed Using GIS and CA-ANN Modeling
[NO] 912/1615 | A DMA-Based High-Precision Control Method for Attitude Control Flywheels
[NO] 913/1615 | Wiper Motor Control for Oscillation Suppression of Windshield Wiper Arms Using H-Infinity Synthesis
[NO] 914/1615 | DK-CBLOF: A Novel Method for High-Temperature Anomaly Detection in Cloud Resource Pools
[NO] 915/1615 | Assessing Migraine Severity in University Students Using Low-Channel Wearable EEG
[NO] 916/1615 | YOLO-RSNet: A Lightweight Multi-Scale Object Detection Framework for Remote Sensing Imagery
[NO] 917/1615 | A Sub-400 mm
                    <sup>2</sup>
                    24-GHz FMCW Radar With 2×2 Antenna Array Configuration
[NO] 918/1615 | Dual-Stage Feature Refinement and Wavelet Denoising for Enhanced VIX Prediction Using Residual BiLSTM
[NO] 919/1615 | Real-Time-Phishing- URL Detection with a Deep Learning-Based Browser Extension
[NO] 920/1615 | Research on voltage support control strategy based on ESO terminal sliding mode
[NO] 921/1615 | A High-Accuracy Deep Learning Model for Early Prediction of Chronic Kidney Disease using Optimized Clinical Features
[NO] 922/1615 | Performance Evaluation of Tab Net and MLP Algorithms in Credit Card Fraud Detection
[NO] 923/1615 | Modelling and Control of a 4-DOF Moving Base Manipulator
[NO] 924/1615 | Development of Chatbot Module in an Intelligent Tutoring System for English Language Learning Using Large Language Model
[YES] 925/1615 | Low-Power VLSI Accelerator Architecture for AI-Enhanced Real-Time Audio and Video Processing at the Network Edge
[NO] 926/1615 | Research on Real-Time Localization and Mapping Algorithms for Police Quadruped Robots
[NO] 927/1615 | Sentiment Analysis on Product Reviews using Hybrid Deep Learning Models
[NO] 928/1615 | A Compact Ultrawideband Common-Mode Filter Based on Comb-Shaped Defected Ground Structure
[NO] 929/1615 | Hybrid CNN-LSTM Model for Healthcare Service Efficiency Prediction and Optimization
[NO] 930/1615 | Development of a Strap-Based Active Back-Support Exoskeleton for Static Postural Sway Correction
[NO] 931/1615 | An Overcurrent Protection Circuit for High-Voltage Half-Bridge Drivers
[NO] 932/1615 | A Coupler-Based Single-Stage Broadband Ka-Band Power Amplifier with Dual-Driven Gain-Boosting Technique Achieving 21.9 dB/36.4% Gain/PAE
                    <sub>max</sub>
[NO] 933/1615 | Performance Validation in Large-Scale Computing: Iterative Workflow Refinement through Orchestrated Execution
[YES] 934/1615 | Late Binding ROM: Flexible, In-Field Updateable Post Quantum Cryptography in Hardware
[NO] 935/1615 | Adjunct Proceedings of the 10th ACM Symposium on Computational Fabrication
[NO] 936/1615 | Author Index
[NO] 937/1615 | Battery-Aware UAV Path Planning for Maximum Value Collection: A Spatial-Correction and DRL-Based Optimization Approach
[NO] 938/1615 | Copyright Page
[NO] 939/1615 | Author Index
[NO] 940/1615 | Table of Contents
[NO] 941/1615 | A Trench SiC MOSFET With Depletion-Mode pMOS for Improved Performance and Reliability
[NO] 942/1615 | Analytical Surface Potential-Based Compact Model for Vertical Cylindrical Independent Dual Gate a-InGaZnO FETs
[NO] 943/1615 | Author Index
[NO] 944/1615 | ICICSE 2025 Cover Page
[NO] 945/1615 | Noncommunicative Output Regulation and Efficiency Maximization for Multiple-to-One WPT System With Unknown Receiver
[NO] 946/1615 | BAG: Body-Aligned 3D Wearable Asset Generation_supp1-3665510.pdf
[NO] 947/1615 | Same Data, Different Audiences: Using Personas to Scope a Supercomputing Job Queue Visualization
[NO] 948/1615 | PhysiXDeform: Real-Time Vision-Guided Soft-Tissue Deformation Prediction With Physical Priors_supp1-3665063.mp4
[NO] 949/1615 | Finite-blocklength Fluid Antenna Systems With Spatial Block-Correlation Channel Model
[NO] 950/1615 | Wind Power Forecasting for Independent System Operators: Modeling Approaches, Practical Applications, and Operational Challenges in the Brazilian Context
[NO] 951/1615 | PEDOT:PSS functionalized with a copper-based MOF for enhanced sensitivity and selectivity of temperature sensors_supp1-3662908.docx
[NO] 952/1615 | Low-Voltage Assisted SiC-Si Hybrid Bridge for High-Efficiency Hard-Switched Operation
[YES] 953/1615 | Reinforcing CBDC Integrity: A Novel Anti Money Laundering Solution by Integrating Blockchain, Machine Learning, and Taint Analysis
[NO] 954/1615 | Otto: A Multi-Modal Platform for Accessible Parametric Design
[NO] 955/1615 | Loom-Based Mechanized Crochet
[NO] 956/1615 | Coordination for Dual-channel Remanufacturing Rupply Chains with Dual Reference Effects under Market Segmentation
[NO] 957/1615 | Load Pull Driven Insights for GaN on Si Technology Optimisation at FR3/FR2
[NO] 958/1615 | Proactive Energy Management Through Demand-Side Forecasting: A Future Load Profile Nomination Approach
[NO] 959/1615 | Real-Time Control of a Lab-Based Flexible Rotary Servo System Using Linear Matrix Inequalities
[NO] 960/1615 | An Improved Power Management Solutions for DC Microgrids Featuring Electric Vehicle Fast Charging Stations
[NO] 961/1615 | Indoor Motion Trajectory Prediction Based on CPO-LSTM-Self-Attention
[NO] 962/1615 | A Method for High Power Microwave Array Antenna Pointing Calibration and Power Combining Based on Drone
[NO] 963/1615 | Frequency-Modulated Continuous Waves Generation Based on Space-Time-Coding Leaky-wave Antenna
[NO] 964/1615 | SMV-Sketch: A Sketch for Simultaneous Detection of DDoS and Heavy Flows
[NO] 965/1615 | Extrapolation of the Avalanche Frequency in Noise-Source Diodes from Conventional 130 nm SiGe HBT Test Structures
[NO] 966/1615 | A Power-Efficient mm-Wave Divide-by-16 Frequency Divider in SiGe BiCMOS Technology
[NO] 967/1615 | COA-MLP: Training Neural Networks Using the Coyote Optimization Algorithm for Medical Data Classification
[NO] 968/1615 | Customer-Centric Power Reliability Assessment of Selected Cebu Distribution Utilities via Real-Time Localized Intelligent Power Monitoring System
[NO] 969/1615 | Compact n77/n79 Diplexer Using Dual BAW Filters and Glass IPD Based Matching Networks
[NO] 970/1615 | A Cost-Effective Prosthetic Hand Design through sEMG Feature Extraction and Grasp Security Model with Optimised Support Vector Machines
[NO] 971/1615 | Active Disturbance Rejection Control for Predictive Current Control Based on Self-Tuning Incremental Model
[NO] 972/1615 | Diffusion Model Driven Inverse Design of Microstrip Patch Antenna Enabling Extendable FOM Modeling
[NO] 973/1615 | Biomedical Radar Sensor for Non-Contact Simplified Pulmonary Function Testing
[NO] 974/1615 | VisuBench: A Flexible Web Platform for Script-Free Model Evaluation
[NO] 975/1615 | Building Height Estimation and 3D Reconstruction Using Shadow Detection and Semantic Segmentation from Satellite Imagery
[NO] 976/1615 | Segment-Side Window-Based Aggregation for Local Disparity with Edge and Texture Preservation
[NO] 977/1615 | Evaluation System and Application Research for Cost-Effective Measures to Enhance Power Supply Reliability
[NO] 978/1615 | Electro-Magnetic Wave Scattering by a Dielectric Wedge
[NO] 979/1615 | A Study of Wireless Signal Connection Between Microstrip Lines with Open Ends
[NO] 980/1615 | Modified Viterbi Algorithm for Religious Text: A Part-of-Speech Tagging for Waray-Waray
[NO] 981/1615 | HGNN-NCF: A Hybrid Neural Framework for Child-Friendly TikTok Video Recommendation
[NO] 982/1615 | Frequency-Domain Equalization Detection Based on Orthogonal Time Sequence Multiplexing
[NO] 983/1615 | Dragonfly Algorithm-Based Cooperative Spectrum Sensing for Enhanced Spectrum Hole Detection in Cognitive VANETs
[NO] 984/1615 | Deep Reinforcement Learning for Adaptive Thermal Management in Electric Vehicle Battery Packs
[NO] 985/1615 | Securing IJTAG with Dynamic Priority Control and Path-Integrated Validation
[NO] 986/1615 | Adaptive Deep Learning-Based Intrusion Detection and Prevention System for Encrypted Network Traffic
[NO] 987/1615 | Pavement Crack Detection via Transformer and CNN-Based Semantic Segmentation
[NO] 988/1615 | AVR-ADF: An Adaptive Visual Retrieval-Augmented Diagnostic Framework for Confusable Skin Diseases
[NO] 989/1615 | A 280-GHz Signal Source for FMCW Radar Systems Based on 28-nm CMOS Technology
[NO] 990/1615 | Analysis of Ice Melting Characteristics and Ice Shape Recognition for Transmission Conductors Under Different Warming Pathways
[NO] 991/1615 | Realistic AI Based Mental Health Detection and Analysis Model Using AR Agentic AI &amp; Conv-BiLSTM Architecture
[NO] 992/1615 | Switch-Based Complex Termination Impedance Reconfigurable Filters for RF Receiver Front-Ends
[NO] 993/1615 | Chromatic Intelligence in Complete Graphs Through Polynomial Decomposition and Stability Optimization
[NO] 994/1615 | Deep Reinforcement Learning for Autonomous Intrusion Detection in IoT Networks
[NO] 995/1615 | Object Detection for Intelligent Vehicles
[NO] 996/1615 | Biometric Parameter Selection Towards Human Identity Recognition Using Wi-Fi CSI Sensing
[NO] 997/1615 | A Hybrid-Integrated Dual-Circularly Polarized Horn Antenna with Microstrip-to-Waveguide Transition for Ku-Band Receiver Applications
[NO] 998/1615 | Leveraging Artificial Intelligence for Real-Time Language Translation and Interpretation
[NO] 999/1615 | AI-Driven Multimodal Big Data Framework for Early Screening of Schizophrenia and Bipolar Disorders
[NO] 1000/1615 | A Design of Enhanced Dyna-Q Algorithm with Emotional Learning and Thread Mapping in Brain-Inspired Robot Navigation System
[NO] 1001/1615 | Torque Ripple Reduction in IPMSM Based on Non-Uniform Air Gap Design
[NO] 1002/1615 | Bi-directional Gain-Enhanced D-Band FMCW Radar with Transmitarray and Packaging-Conscious AoP Integration
[NO] 1003/1615 | Study on temperature uniformity of lithium battery based on gradient porous metal composite phase change material
[NO] 1004/1615 | Frequency Aware Restormer for Impulse Noise Image Restoration
[NO] 1005/1615 | Change Point Detection based on Unsupervised Adversarial Autoencoders with Time-Frequency Domain Analysis
[NO] 1006/1615 | Vision-Based Detection and Fuzzy-PID Control for Autonomous Floating Waste Collection
[NO] 1007/1615 | A 66-GHz/121-GHz Dual-Mode Distributed VCO in 250-nm InP HBT
[NO] 1008/1615 | Research on Fault Prediction of Electronic Current Transformers Based on the Slope Analysis Method of Linear Regression
[NO] 1009/1615 | Performance Improvement Scheme for Distance Protection of Offshore Wind Power VSC-HVDC Grid-Connected Lines Based on Control-Protection Coordination
[NO] 1010/1615 | A Dual-Pipeline UAV Framework for 2D AI-Based Pavement Distress Detection and 3D Quantification
[NO] 1011/1615 | From Code to Combat: Introducing the Role of AI in Cyber and Kinetic Warfare in 2024
[NO] 1012/1615 | A Dynamic Scheduling Optimization Method for PCB Workshops Based on LSTM-Differential Evolution Algorithm Fusion
[NO] 1013/1615 | Optimizing Venture Capital Allocation with Deep Learning-Based Sentiment Analysis and Financial Data Fusion Techniques
[NO] 1014/1615 | InfraRedSeg: Multimodal Point Prompting and Multi-Round Refinement for Unmanned Aerial Vehicle (UAV)-Based Infrared Target Segmentation
