[2026-06-09 23:17:23] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-08
正在获取论文...
[arXiv] 2026-06-08 | ContextShift: A Controlled Benchmark for Context Dependence in Object Detection
[NO] 1422/1944 | Real-Time Analytics and Scalable Orchestration for Multi-Tenant Personalization Systems
[NO] 1423/1944 | A Novel LLM-RAG Approach for Risk-Aware Anti-Money Laundering Compliance
[NO] 1424/1944 | DEFI 2025 Cover Page
[NO] 1425/1944 | CloudChain: Decentralized Marketplace for AI Compute Resources
[NO] 1426/1944 | Signal Time-Advance Measurement with LP-NGD Circuit
[NO] 1427/1944 | Modular Robot-Assisted Haptic Simulation of a Shoulder Exoskeleton
[NO] 1428/1944 | Neural Network-Based Black Box Modelling for Real-Time Super Capacitor Health Monitoring
[NO] 1429/1944 | How Does the Decoy Effect Enhance Consumers' Purchasing Decisions?
[NO] 1430/1944 | The Impact of Short Video Content on TikTok on Gen Z's Purchasing Behavior
[NO] 1431/1944 | MERIT: Multimodal Enhanced Retrieval through Instruction-level Transformer-based Chunking in Product Manuals
[NO] 1432/1944 | Role of AI in Refugees Status Determination with Challenges of Human Dignity
[NO] 1433/1944 | State-Aware Multi-Service Scheduling for VLC/WiFi Heterogeneous Networks Based on Reinforcement Learning(SAMSS-QL)
[NO] 1434/1944 | Lung Nodule Detection and Segmentation using Linear Karnal SVM
[NO] 1435/1944 | AI-Driven Security In Cloud Networks
[NO] 1436/1944 | Early Warning System for Systemic Financial Risk in Indian Financial Markets Using Artificial Neural Networks
[NO] 1437/1944 | Leveraging NLP and AI for Optimizing Energy Efficiency in Smart Cities: A Green Technology Perspective
[NO] 1438/1944 | AI-Powered Analysis of Machine Learning Techniques for Fake News Classification
[NO] 1439/1944 | 2025 International Conference on Intelligent &amp;amp; Innovative Practices in Engineering &amp;amp; Management (IIPEM)
[NO] 1440/1944 | A Hybrid ML Framework Integrating CAI and EFRI Metrics for Smart Predictive Maintenance of Power Transformers
[NO] 1441/1944 | Detection of Credit Card Fraud: An Analytical Accounting Perspective Using Classification Algorithms
[NO] 1442/1944 | Corporate Governance’s Impact on Financial Performance of Banks
[NO] 1443/1944 | Resilient Smart Grids: Digital Twin-Driven Predictive Control for Renewable Energy Integration
[YES] 1444/1944 | Physics-Informed Neural and Graph Learning Framework for Operational Amplifier Performance Prediction and Sizing
[NO] 1445/1944 | An Improved Multi-Target Tracking Algorithm for Intelligent Transportation Perception Based on Adaptive Association and Trajectory Smoothing
[NO] 1446/1944 | Explainable AI Engine for Cross-Platform Transaction Trust Evaluation
[NO] 1447/1944 | A Bias-Resistant Framework for Misinformation Detection in Code-Mixed Telugu Using Semantic Graph Neural Networks
[NO] 1448/1944 | Memristor-Based Spiking Neural Network Accelerator for Bio-Inspired Interception Task
[NO] 1449/1944 | SYNE: A Biologically-Inspired Decision Neural Network via Stochastic Delay Differential Equations
[NO] 1450/1944 | Cloud-Driven Deep Learning Applications in Smart Cities
[NO] 1451/1944 | An Ensemble Machine Learning Model for Thwarting Impact of Vampire Nodes in WSNs
[NO] 1452/1944 | Cloud-Enabled Chatbots and Virtual Assistants: Redefining Digital Marketing Strategies
[NO] 1453/1944 | The Role of Time-Sensitive Networking in Enhancing Real-Time Clock Synchronization for Power Monitoring Devices
[NO] 1454/1944 | A Temperature Compensation Method for MSR Monitoring under In-Service Condition using EMAT
[NO] 1455/1944 | Toxicological Impact of Heavy Metals During Sustainable Brick Production from Bagasse, Fly Ash, and Cement
[NO] 1456/1944 | Collaborative Optimal Scheduling Method for Microgrid Clusters Based on Multi-Agent Deep Deterministic Policy Gradient
[NO] 1457/1944 | Trajectory Tracking Control for Inspection Robots via Tube-Based Linear Model Predictive Control
[NO] 1458/1944 | Explainable Deep Learning Pipeline for Multimodal Biomedical Signal Interpretation
[NO] 1459/1944 | Ensemble-Based Learning Algorithm for Multi-Morbidity Prediction
[NO] 1460/1944 | Integrated Digital Advisory System for Real-Time Agricultural Decision Support in Rural India
[NO] 1461/1944 | Two-Stage Variable-Decoupling Framework for Trajectory Optimization of Industrial Manipulators
[NO] 1462/1944 | The CRISP Framework: Enhancing AI Explainability Through Context-Aware Prompts for Clearer and More Interpretable Responses
[NO] 1463/1944 | Coordinated Optimization Strategy for Distributed PV Distribution Networks Based on Hierarchical Power Allocation
[NO] 1464/1944 | Data-Driven Modeling of Soil Moisture in Irrigated Fields
[NO] 1465/1944 | A Fine Balance: Understanding Anti-Technosolutionist Strategies of Environmental Justice Advocates
[YES] 1466/1944 | PredComp: Predicting Compiler Optimization Options with Multi-stage Learning
[NO] 1467/1944 | HBA-VIO: High-Precision Direct Sparse Monocular Visual-Inertial Odometry via Hybrid Bundle Adjustment
[NO] 1468/1944 | IEEE Collabratec
[NO] 1469/1944 | What + IF = IEEE
[NO] 1470/1944 | AI-Augmented Healthcare Communication: A Review of Large Language Model Healthcare Agents and Generative AI in EHR Integration
[NO] 1471/1944 | Comprehensive Analysis of Induction Motor Harmonics for Sensorless Speed Estimation in its Application to MCSA
[NO] 1472/1944 | 2026 6th International Conference on Pervasive Computing and Social Networking (ICPCSN)
[NO] 1473/1944 | Maximum Entropy Inverse RL for Cyber Attack Detection in IoT Networks
[NO] 1474/1944 | Performance, Adaptability, and Security in AI-Driven IIoT: A Survey
[NO] 1475/1944 | A Soft Worm Robot for Sub-Centimeter Scale Pipeline Inspection_supp8-3699247.mp4
[NO] 1476/1944 | Cross-Behavior Learning with Object Flow Prediction for Robotic Manipulation
[NO] 1477/1944 | Online Coreset Selection for Learning Dynamic Systems
[NO] 1478/1944 | IoT-Enabled SnO₂-Based Humidity Sensor for Real-Time Monitoring in Neonatal Incubators
[NO] 1479/1944 | A Continuous Finite-Time Tracking Controller for Nonholonomic-Unicycle Vehicles
[NO] 1480/1944 | Wavelength Dependence and Transient Photoresponse Mechanisms in Aerosol-Jet Printed ZnO Nanowire Ultraviolet Photodetectors
[NO] 1481/1944 | Motion analysis of a multi-stiffness concentric tube magnetic continuum robot and its remote constraint application for minimally invasive surgical operations_supp2-3699226.mp4
[NO] 1482/1944 | Trans-Intestinal Port for Periodic Drug Refilling: Bridging Ingestible Capsules and Implantable Devices_supp7-3699210.mp4
[NO] 1483/1944 | Differentiated Warning Method for Wildfires in Transmission Corridors Based on Multi-Dimensional Visual Features
[NO] 1484/1944 | Real-Time MPPT Optimization for PV-Battery Hybrid Systems in EV Fast Charging Infrastructure
[NO] 1485/1944 | EchoGuard: Biometric Voice-based Audio Watermarking with Blockchain-Enabled Ownership Verification
[NO] 1486/1944 | Optimizing Linux Kernel Scheduler Parameters Using Reinforcement Learning
[NO] 1487/1944 | Effect of Dipole Length on the Design and Performance of High Permittivity Materials in 7 T MRI
[NO] 1488/1944 | Toward Portable and Energy-Efficient Home Hemodialysis: Clinical, Economic, and Technical Review with Engineering Perspectives
[NO] 1489/1944 | Optimal Control for Managing the Dynamics of Two Computer Virus Co-Infection
[NO] 1490/1944 | Influence of Electric Field Strength on the Dielectric Response of Epoxy Resin foe Electrical Insulation
[NO] 1491/1944 | Learning-Driven Job Recommendation Systems: A Comprehensive Review of Deep Semantic, Transformer-Enhanced, Ontology-based and NLP-Bidirectional Approaches
[NO] 1492/1944 | A Coefficient Feature Matching–Based Method for Single-Phase-to-Ground Fault Location in Active Distribution Networks
[NO] 1493/1944 | Data-driven Prediction of California Bearing Ratio Using Fuzzy C-Means Clustering
[NO] 1494/1944 | Comparative Analysis of Enhanced Weighted A* and Theta* Search Algorithms on Pacman Mazes
[NO] 1495/1944 | Intelligent Diagnosis of Transformer Partial Discharge Based on ALEF-SSG Signal Enhancement and Multi-Domain Feature Fusion
[NO] 1496/1944 | Ontology-Enriched Abstract Topic Modelling for Biomedical Trend Discovery: A MeSH-based LDA Framework with BI Visual Analytics
[NO] 1497/1944 | A Method for Elevation Calculation of Offshore Islands and Reefs Far from the Mainland Based on Water Level Derivation Technology
[NO] 1498/1944 | Robust Speed Regulation of BLDC Motors through a Buck Boost Assisted Super Twisting SMC
[NO] 1499/1944 | Utilizing Academic Analytic Dashboards in Improving Student Graduation Rates
[NO] 1500/1944 | Optimization potential in the production and end-of-life-management of electric drive units to increase resource efficiency
[NO] 1501/1944 | A Sustainable Approach to Climate Change Mitigation and Energy Security Enhancement Through Biofuels Integrated with IoT
[NO] 1502/1944 | Comparative Analysis of Machine Learning Models for Large-Scale Water Quality Assessment
[NO] 1503/1944 | From Data to Value: Assessing the Role of Digital Approaches in Enhancing Battery Cell Manufacturing through Expert Perspectives
[NO] 1504/1944 | A Critical Comparative Survey of ML/DL Approaches for Late Blight Detection and Prediction for Guinean Agriculture
[NO] 1505/1944 | Enhancing Small and Medium Sized Enterprises Sustainability: Material Flow Cost Accounting as an Enabler for Circular Economy Thinking
[NO] 1506/1944 | Revisiting Deepfake Image Detection: An Analysis of Cross-Dataset Generalization Limits
[NO] 1507/1944 | The effects of climate change on the spread of the common bean diseases
[NO] 1508/1944 | Digital Transformation Readiness and SME Performance: An Information Systems Model Using TOE and Social Media Adoption
[NO] 1509/1944 | A Multi-LLM Ensemble Approach for Evaluating Software Development Technologies
[NO] 1510/1944 | Early Detection of Hypokinetic Rigid Syndrome Through Vocal Biomarker Analysis Using Convolutional Neural Networks
[NO] 1511/1944 | Hybrid Essay Assessment Framework: Integrating Neural Content Analysis with Reference-Based Similarity Evaluation
[NO] 1512/1944 | ALLMS-Modified Jaya Optimized Unified Power Quality Conditioner to Improve Power Quality
[NO] 1513/1944 | Secure and Optimized Cyber-Physical Architecture for Smart Grid and IoT-Enabled Energy Systems
[NO] 1514/1944 | A Multi-Stage XAI-Enhanced Transformer Model for Bias-Aware Decision Making in Financial Fraud Detection
[NO] 1515/1944 | Integrating Literature and Learning: A Graph Neural Network Framework for Herb-Drug Interaction Prediction Toward Sustainable and Clinically Informed Pharmaceutical Safety
[NO] 1516/1944 | A Vector-Free Global Terrain Analysis Algorithm and its Application: Extraction of Constructible Areas for Navigation in Wild and Extreme Disaster-Stricken Zones
[NO] 1517/1944 | Effect IoT based-RFID on Stock-Recording Efficiency in Indonesian Retail Industry: T-O-E Model with Workflow Optimization
[NO] 1518/1944 | Numerical Investigation of MASnBr
                    <sub>3</sub>
                    /CsSnGeI
                    <sub>3</sub>
                    /SnO
                    <sub>2</sub>
                    Solar Cell: Understanding the Impact of Absorber Layer Parameters
[NO] 1519/1944 | Clustering of Equipment for Maintenance in BIM 7D Using the K-Nearest Neighbors (KNN) Approach Applied to Data Reduced by t-SNE (t-Distributed Stochastic Neighbor Embedding)
[NO] 1520/1944 | Beyond information: how smart systems manage consumer knowledge
[NO] 1521/1944 | Study on Cutting of Rectangular Copper Hollow Wire for the Use in Hairpin Stator Electric Traction Motors
[NO] 1522/1944 | The Influence of AI-Powered Reviews on Consumer Purchase Intention and Decision in E-Commerce: An Adapted UTAUT2 Approach
[NO] 1523/1944 | Quantum-Resilient Cryptography and Safe Guarding Post Quantum Cryptographic Protocols Against Quantum Threats
[NO] 1524/1944 | Affective Intelligence-Enhanced Visual Content Summarization for Context-Rich Video Understanding
[NO] 1525/1944 | Towards Robust Closed-Loop Control for Aerosol Jet Printing Using Laser Transmission Feedback
[NO] 1526/1944 | Big Data-Driven Monitoring and Risk Early Warning for Mountainous River Waterways
[NO] 1527/1944 | AI-Based Predictive Energy Management of a Hybrid Solar-Wind System for Green Hydrogen Production: Case Study of Tarfaya, Morocco
[NO] 1528/1944 | AI-Driven Learning Analytics for STEM Education: Insights from Primary School Admission
[NO] 1529/1944 | Foundational Study of Topological Indicators and Neural Vision Models for Enhanced UAV Navigation
[NO] 1530/1944 | Optimizing Efficiency and Performance of Axial Flux Machines for Dual-Drive Systems with a variable Air gap
[NO] 1531/1944 | Subcellular Microdosimetry in a Virtual 3D HaCaT Cell Exposed to 26.5 GHz Millimeter Waves
[NO] 1532/1944 | Exploration of Engineering Educational Models based on CDIO and TPACK
[NO] 1533/1944 | PSAR: Progressive Structure-Aware Refinement for Salient Object Detection via Spectral-Biased Dynamic Curriculum
[NO] 1534/1944 | Parameter Estimation of Intermittent Sampling Repeater Jamming Based on Orthogonal Block-Concatenated Waveform Design
[NO] 1535/1944 | Battery Management Systems for Lithium-Ion Batteries in Electric Vehicles: Architectures, Modeling, and SOC Estimation Methods - A State of the Art
[NO] 1536/1944 | Deep Learning Framework Integrating Self-Supervised Learning and Attention for Landslide Susceptibility Mapping
[NO] 1537/1944 | Oral-Mamba vs. Swin-UNet: A Comparative Deep Learning Analysis for Gingivitis, Dental Caries, and Dental Calculus Segmentation
[NO] 1538/1944 | Generative AI for Structural Design of Earthquake-Resistant Civil–Mechanical Systems
[NO] 1539/1944 | Energy Management and DC Bus regulation of an isolated DC Microgrid using Backstepping Control and ANN-Based MPPT
[NO] 1540/1944 | Ensemble Strategies for LLM-based Text Summarization: A Timing-Based Framework
[NO] 1541/1944 | Heterophily-Robust Patient-Similarity Graphs for Parkinson’s Screening from Voice
[NO] 1542/1944 | Assessing the Efficacy of Pre-trained Deep Learning Models for Facial Expression Recognition
[NO] 1543/1944 | A Deep Learning Approach to Improving Multilingual Neural Machine Translation using Semantic and Linguistic Features
[NO] 1544/1944 | Cognitive Networking using Deep Reinforcement Learning for Real-Time Optimization
[NO] 1545/1944 | Research on Gridded Reconstruction and Generalization Capability of Sunshine Duration in Hubei Province
[NO] 1546/1944 | Deep Semantic Feature Learning and Efficient Indexing for Content-Based Image Retrieval
[NO] 1547/1944 | Design and Optimization of a Waveguide Applicator for Cell Cultures Exposure in the FR1 Band of 5G Signals
[NO] 1548/1944 | Decision letter for "End-to-End Depositional Microfacies Identification from Variable-Log Inputs Using CNN and Attention-CRF"
[YES] 1549/1944 | Cpp2Rust: Automatic Translation of C++ to Safe Rust
[NO] 1550/1944 | Contextual Embeddings: Implementing Bound Variables through Instance Resolution
[NO] 1551/1944 | An Intelligent AI-Based Multimodal Platform for Adaptive Interview Simulation and Candidate Assessment
[NO] 1552/1944 | Automated Solar Cell Surface Defect Detection Using Deep Learning
[NO] 1553/1944 | News Under the Microscope: Exposing Fakes with Classic Machine Learning
[NO] 1554/1944 | Temperature Compensation in RF Reflectometry for Crop Quality Assessment
[NO] 1555/1944 | A Unified AI-Based Approach for Performance Optimization and Threat Detection in Telecommunication Systems
[NO] 1556/1944 | Synthetic Twins: Toward Sustainable, Tunable 3D Printed Models of Human Tissues
[NO] 1557/1944 | Identification of vulnerable lines in power system considering the randomness of wind power
[NO] 1558/1944 | Trustworthy Big Data Pipelines: Fairness-Aware and Privacy-Preserving Knowledge Discovery Framework
[NO] 1559/1944 | Hybrid Deep Learning and Explainable AI Framework for Predicting Customer Churn in Telecom Networks
[NO] 1560/1944 | Optimisation of Phase Processing And Noise Reduction In Speech Enhancement Using CSM and Adaptive Filters
[NO] 1561/1944 | Hybrid Lexical-Topic Feature Framework for Machine Learning-Based Suicidal Ideation Prediction
[NO] 1562/1944 | SMS Spam Detection Using Hybrid BERT + XGBoost Model
[NO] 1563/1944 | EAS-PQC: Analyzing Post Quantum Cryptography Algorithm Selection for IoT Device Classes
[NO] 1564/1944 | Dynamic Trust AI: Uncertainty-Driven Decision Adaptation for Trustworthy Human–AI Collaboration in High-Risk Imbalanced Systems
[NO] 1565/1944 | LLM-Enhanced Braille-to-Speech Learning Assistant for Visually Impaired Users Using AraT5
[NO] 1566/1944 | Neuro-Symbolic AI for Cognitive Interaction in Humanitarian Voice-Based Interfaces
[NO] 1567/1944 | Hardware-Aware Dynamic Range Calibration for Post-Training Quantization on FPGAs
[NO] 1568/1944 | Blockchain-Enabled Digital Credentialing: An Interoperable Hybrid Architecture for Academic Integrity and Verification
[NO] 1569/1944 | Adaptive Lévy Flight-Based Optimization for Fetal ECG Recovery and Arrhythmia Detection
[NO] 1570/1944 | BliChain: A Blockchain-Assisted and Lightweight Cross-Domain Authentication Scheme for 6G-Enabled VANET
[NO] 1571/1944 | Energy-saving Optimization Control of PEMFC systems for Plateau Railway
[NO] 1572/1944 | Temporal Irregularity-Aware Attention Mechanism for Industry 5.0 Intrusion Detection
[NO] 1573/1944 | Core Values for Ethical AI: A Systematic Review of Frameworks, Contexts, and Applications
[NO] 1574/1944 | Radio-Coverage-Aware Path Planning for Cooperative Autonomous Vehicles
[NO] 1575/1944 | MG-YOLO: A Lightweight Deep Learning Model for Detecting Blueberry Fruits at Different Maturities
[NO] 1576/1944 | HMFM: A Robust Hierarchical Multimodal Fusion Module to Enhance Map Learning With Additional Information
[NO] 1577/1944 | Integrated Planning of Virtual Coupling Train Convoy Formation Schemes and Timetables With Dynamic Coupling&amp;#x2013;Decoupling_supp1-3698131.docx
[NO] 1578/1944 | Machine Learning and AI Applied to fNIRS Data Reveals Novel Brain Activity Biomarkers in Stable Subclinical Multiple Sclerosis_supp1-3700987.pdf
[NO] 1579/1944 | Hyperparameter-Invariant Deep Spiking Neural Networks: A Triple Synergy Approach
[NO] 1580/1944 | Co-Designing Quantum Codes with Transversal Diagonal Gates via Multi-Agent Systems
[NO] 1581/1944 | PosePart-MLP: 3D Human Pose Estimation via Hierarchical MLP and Cross-Part Attention
[NO] 1582/1944 | TAC-DHER: Tactical-Consistency-Aware Confidence-Gated Dynamic Hindsight Experience Replay for Cooperative UAV Air Combat
[NO] 1583/1944 | Unsteady Motion Parameter Extraction for Shipborne High-Frequency Surface Wave Radar Using Distributed Reference Sources
[NO] 1584/1944 | Deep Reinforcement Learning for Voltage Control in Active Distribution Networks
[NO] 1585/1944 | VaST-Conv: Variable-Strided Tiled Convolution Framework for Resource-Efficient CNN Acceleration
[NO] 1586/1944 | Research on Early Fault Detection Method of 10kV Cable Based on Adaptive Fusion of Multimodal Features
[NO] 1587/1944 | Optimization of Low-Cost Flex Sensor Performance Using Machine Learning
[NO] 1588/1944 | Hybrid Deep Learning and Handcrafted Feature - Based Ensemble Machine Learning Model for Automated Mango Grading
[NO] 1589/1944 | A Scalable Agentic Artificial Intelligence Architecture for Autonomous Decision-Making and Self-Optimization in Complex Cyberphysical Systems
[NO] 1590/1944 | Smart Control System with NodeMCU-Controlled Relays and MobileNet-SSD for Person Detection
[NO] 1591/1944 | Propagation Characteristics and Parameters Optimization of Laser Ultrasonic Waves in C130 Post Insulators
[NO] 1592/1944 | Bidirectional Covertness and Security Enhancement in FD-ISAC Systems
[NO] 1593/1944 | Modeling Cable-Suspended Multidrone Manipulation Using Grasping Theory_supp2-3694490.pdf
[NO] 1594/1944 | Multi-Scale Symmetric Difference Attention-Based Transformer for Panchromatic and Multispectral Classification
[NO] 1595/1944 | BMS-MFZS: A Background Modeling and Suppression Method based on Multi-Feature Generalized Zero-Shot in Remote Sensing
[NO] 1596/1944 | F-POI: A Lightweight, Noise-Resilient Parallel Side-Channel Attack on Kyber
[NO] 1597/1944 | Generalized Signal Design for RF and Optical SWIPT in Space-Air-Ground Integrated Networks
[NO] 1598/1944 | A Neuromorphic Image Sensor with In-Sensor Spiking Neural Network Computing
[NO] 1599/1944 | Behavioral and Perceptual Responses to 3D Character and Volumetric Avatars Under Conflicting Guidance in Mixed Reality
[NO] 1600/1944 | Understanding Why Viewers Turn on Subtitles: Towards Context-Aware, Reactive and Adaptive Subtitling Systems
[NO] 1601/1944 | AI-Driven MetaHuman for Immersive VR Property Tours: Design and Early Evaluation
[NO] 1602/1944 | Beyond Correctness: A Design Vocabulary for Perceived Response Dynamics in Affective Adaptation
[NO] 1603/1944 | A Unified Multi-Dynamics Framework for Perception-Oriented Modeling in Tendon-Driven Continuum Robots
[NO] 1604/1944 | A Hybrid Approach Combining Information Retrieval and Large Language Models for Traceability Link Recovery
[NO] 1605/1944 | Large Language Models for Analyzing Enterprise Architecture Debt in Unstructured Documentation
[NO] 1606/1944 | Eyes on the Road, AI on the Edge: A Field-Tested Multimodal System for Predicting and Explaining Near-Miss Accidents with Federated Learning
[NO] 1607/1944 | Extracting Money Laundering Transactions from Quasi-Temporal Graph Representation
[NO] 1608/1944 | Recommending Test Cases in Agile Software Development with a Taxonomy-Guided KNN Approach
[NO] 1609/1944 | An Analysis of Quality Assessment Methods for Knowledge Graphs
[NO] 1610/1944 | DIVA: An Ontology-based Approach to Model User Activity within Visualization Systems
[NO] 1611/1944 | An Approach to Promote Responsible Artificial Intelligence Systems
[NO] 1612/1944 | Automated Bilateral Negotiation Framework for Multi-Issue Data Sharing Contracts in Data Spaces
[YES] 1613/1944 | A Large-Scale Study of Vulnerable Dependency Remediation in Java Projects
[NO] 1614/1944 | A Polylogarithmic Approximation for Buy-at-Bulk Network Design with Protection
[NO] 1615/1944 | Additive One Approximation for Minimum Degree Spanning Tree: Breaking the O(mn) Time Barrier
[NO] 1616/1944 | Approximate Orthogonal Vectors and Diameter via Regularity Lemma
[NO] 1617/1944 | Boolean Function Monotonicity Testing Requires (Almost) &lt;i&gt;n&lt;sup&gt;1/2&lt;/sup&gt;&lt;/i&gt; Queries
[NO] 1618/1944 | The Price of Competitive Information Disclosure
[NO] 1619/1944 | Low-Power Wide-Area Networks (LPWAN) for IoT Applications: Engineering the Innovative Practices
[NO] 1620/1944 | Architecture of an IoT–AI Digital Ecosystem for Air Quality Monitoring and Environmental Assessment
[NO] 1621/1944 | Incorporating Edge Computing in Wireless Sensor Networks for Efficient Data Processing
[NO] 1622/1944 | Detecting Ovarian Cancer Early using a State-of-the-Art Machine Learning Approach
[NO] 1623/1944 | Cyber Physical System Based Distributed Real Time Draining System for Smart Cities
[NO] 1624/1944 | When Inertia Drives Transparency: The Role of Business Environmental Uncertainty in Inert and Alert Firms’ Sustainability Disclosure
[NO] 1625/1944 | Green Goals Toning Fintech: A Literature Review
[NO] 1626/1944 | Enhancing Reliability in Luxury Marketing Using AI, Big Data, and Financial Analytics: Infocom Technologies and Computational Strategies in the Digital Age
[NO] 1627/1944 | A Bibliometric Analysis of Artificial Intelligence enabled Predictive Analytics in Customer Retention and Credit Risk Management
[NO] 1628/1944 | MU-MIA: Machine Unlearning for Membership Inference Attacks
[NO] 1629/1944 | Adaptive Power Electronics: Neuromorphic Control of Converters for Renewable Microgrids
[NO] 1630/1944 | Fast and Accurate Beam Direction Calibration Method for Phased Array Antennas Using PCA
[NO] 1631/1944 | Generalized Semi-analytical Modelling for Eddy Current Testing Based on Reflection and Transmission Coefficients at Heterogeneous Interfaces
[NO] 1632/1944 | Design and Performance Evaluation of a Compact UWB Antenna for Breast Tumor Detection
[NO] 1633/1944 | Research on Leak Source Localization in Complex Pipelines Based on Acoustic Emission Technology
[NO] 1634/1944 | Hybrid Frequency Regulation in Multi-Area Power Systems with Renewable Energy Sources, Electric Vehicles, and Cyber-Attack Mitigation: a MATLAB/Simulink Implementation Study
[NO] 1635/1944 | Opacity-Informed UAV Navigation with 3D Gaussian Splatting and Model Predictive Control
[NO] 1636/1944 | Predicting Waterborne Related Diseases in Rural Jharkhand Using Machine Learning Until 2030
[NO] 1637/1944 | Cross-Dataset Performance Evaluation of Multiple Faster R-CNN Models for Generalized Pothole Detection Application
[NO] 1638/1944 | Performance Evaluation of Non-Invasive Attention Classification Using Physiological and Ocular Metrics
[NO] 1639/1944 | CS-MSENet: Centered Linear Attention and Edge Enhancement for UAV Detection
[NO] 1640/1944 | Shapley-Driven Federated Edge Intelligence for Fair and Secure Model Aggregation in Industry 4.0 Cyber-Physical Systems
[NO] 1641/1944 | Enhancing Manifold Convexity in Deep MRI Image Clustering Using Adversarial Learning
[NO] 1642/1944 | Multi-Agent Paradigms for Privacy Preservation in Federated Learning: A Review
[NO] 1643/1944 | Efficient and Secure Watermarking for Encrypted Images Using LHE and DWT
[NO] 1644/1944 | Lightweight Thermal Fault Diagnosis in Induction Motors: A Comparative Study of CNNs and Depthwise-Separable CNNs
[NO] 1645/1944 | Corrigendum: Rethinking Teaching Evaluation Reports: Designing AI-transformed Student Feedback for Instructor Engagement
[NO] 1646/1944 | Petra: Enhancing Efficiency in Privacy-Preserving Three-Party Relational Analytics for Private Data
[NO] 1647/1944 | The electric field distortion characteristics and failure analysis of vehicle-mounted cable terminals under overvoltage impulses
[NO] 1648/1944 | Federated Learning–Enabled Collaborative Beamforming for NGSO Direct-to-Vehicle Systems
[NO] 1649/1944 | From Cane to Code
[NO] 1650/1944 | Construction of a Three-Dimensional Mathematics Teaching Model Integrating Theory, Experiment, and Application-Using MATLAB and ELists as Technical Platforms
[NO] 1651/1944 | A Study on the Application of a Keyword-Matching Automatic Grammar Error Flagging System in University Students’ English Writing
[NO] 1652/1944 | Radiation Resistant Reinforcement and Integration Technology for 650V Half Bridge Gate Drive circuit
[NO] 1653/1944 | Equality Saturation for Quantum Circuit Optimization
[YES] 1654/1944 | &amp;inator: Correct, Precise C-to-Rust Interface Translation
[NO] 1655/1944 | Optimal Predicate Pushdown Synthesis
[NO] 1656/1944 | Virtualizing Continuations
[NO] 1657/1944 | A Confidence Fusion Driven Framework for Per-Beat ECG Waveform Delineation_supp1-3700163.docx
[NO] 1658/1944 | Single-Stage Switched Capacitor and Inductor-based Modified Totem-Pole PFC Converter with High Step-Down Voltage Capability for LEV Chargers
[NO] 1659/1944 | A Soft Worm Robot for Sub-Centimeter Scale Pipeline Inspection_supp6-3699247.mp4
[NO] 1660/1944 | Integrating Lateral Transportation and Collaborative Energy Scheduling: A Bi-Level Programming Approach for Port Waste-Energy Management
[NO] 1661/1944 | Vehicle Classification Based on Multi-Frequency Impedance Magnetic Profiles in Distance Domain
[NO] 1662/1944 | CFP-WMP: A Coarse-to-Fine Environmental Perception Framework for Walking Mode Prediction
[NO] 1663/1944 | Toward Efficient Uplink Access in 6G LEO Satellite Networks: A Heartbeat-Based Design
[NO] 1664/1944 | Salt Typhoon and the Limits of “Quantum Security”: A Technique-Level Audit_supp2-3688536.csv
[NO] 1665/1944 | Motion analysis of a multi-stiffness concentric tube magnetic continuum robot and its remote constraint application for minimally invasive surgical operations_supp1-3699226.mp4
[NO] 1666/1944 | A Verified Parallel Scheduler for OCaml 5
[NO] 1667/1944 | Toward a Soft Robotic Gripper Integrating High Force Grasping and Dexterous Manipulation: The SOFRo Gripper_supp2-3693142.mp4
[NO] 1668/1944 | SFMamba: Social-Intention-Aware Human Trajectory Prediction with Social Force State Space Model
[NO] 1669/1944 | Different-frequency Differential Protection Method of Adjustable Speed Hydro-Generating Unit Based on Fixed Characteristic Frequency Band
[NO] 1670/1944 | Image Fusion with Quantum Processing for Scene Classification using the BigEarthNet Dataset
[NO] 1671/1944 | Why Large Language Models Alone Fall Short for Responsible Learner Modelling in K–12 Tutoring: A Case Study
[NO] 1672/1944 | Effects of Magnetic Powder Filling Ratio on the Characteristics of a Magnetic Composite Core Motor
[NO] 1673/1944 | Enhancement of Tumor-Treating Field Efficacy by Time-Varying Frequency Sweeping
[NO] 1674/1944 | Optimizing Server Placement for Vertical Federated Learning in Dynamic Edge/Fog Networks_supp1-3700898.pdf
[NO] 1675/1944 | Federated Clustering: An Overview of Algorithm Evolution and Research Prospects
[NO] 1676/1944 | Data Visualization for Teenage Teaching: A Review of Current Applications, Pedagogical Strategies, and Impact on Learning_supp1-3700620.xlsx
[NO] 1677/1944 | Adversarial Attack Algorithm for Image Captioning Based on Semantic Alignment
[NO] 1678/1944 | A Robust LMI-SMC Controller for Quarter-Car Active Suspension Systems
[NO] 1679/1944 | Detecting and Mitigating Bias in Resume using Machine Learning Algorithms
[NO] 1680/1944 | An Interval-Valued Fuzzy Inference System for Disease Diagnosis
[NO] 1681/1944 | Perforations as a Multifunctional Mechanism for Enhancing Piezoelectric Cantilever Energy Harvester Performance: A Critical Review
[NO] 1682/1944 | Intelligent Multi-Source Data Fusion for AI-based Precision Crop Recommendation using Soil, Environmental, and Market Intelligence
[NO] 1683/1944 | Skin Lesion Segmentation and Cancer Classification using U -Net and Vision Transformer Models
