[2026-06-03 23:43:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-02
正在获取论文...
[arXiv] 2026-06-02 | Wave-mean decomposition of scale-dependent kinetic energy from surface drifters
[NO] 1563/2000 | Numerical Simulation and Optimization of a-IGZO Thin Film Transistor
[NO] 1564/2000 | Prediction of Power Quality Issues by Using Machine Learning
[NO] 1565/2000 | Progressive Acoustic Stacking–Based Speaker Level System for Pathological Voice Disorder Detection
[NO] 1566/2000 | Physical-Layer Security Analysis of Ultra-Dense Small-Cell Networks: An Ergodic Secrecy Rate Perspective with Interference
[NO] 1567/2000 | Artificial Language Intelligence for Speech Assistance Using Phoneme Analysis
[NO] 1568/2000 | VizDefender: Unmasking Visualization Tampering through Proactive Localization and Intent Inference
[NO] 1569/2000 | AECPP: Active Electrolocation System with Cooperative Path Planning for Micro-Small Underwater Vehicles
[NO] 1570/2000 | Cryo-CMOS Integrator-Based DAC for Scalable Biasing of Semiconductor Qubits
[NO] 1571/2000 | Optimization on Location and Product Assortment of Retail Store Incorporating Plot Characteristics and Competitive Relationships
[NO] 1572/2000 | An Econometric Framework for Interpretable, Multi-Perspective Dynamic Pricing Decisions
[NO] 1573/2000 | Identifying “Invisible” Poverty: The Dual Approach of Machine Learning Recognition and Positive Psychological Intervention
[NO] 1574/2000 | Design and Implementation of a Python-Based Power Policy Information Aggregation and Retrieval Platform
[NO] 1575/2000 | Fusing BERT and Improved Multi-scale Convolutional Neural Networks for Personalized Recommendation of Chinese Language and Literature Learning Resources
[NO] 1576/2000 | Application Research of Data Mining Technology in Teaching Quality Monitoring at Higher Education Institutions
[NO] 1577/2000 | Intelligent Q&amp;A for Transportation Engineering Integrating Course Knowledge Graphs and RAG: Identifying Weaknesses and Generating Personalized Learning Paths
[NO] 1578/2000 | A comprehensive study on LWR improvement in metal hard mask etching
[NO] 1579/2000 | Portable Ex Vivo Perfusion System for the Immediate Hemodynamic Rescue and Characterization of Ischemic Slaughterhouse Organs
[NO] 1580/2000 | Predicting Remaining Useful Life of Batteries Using Machine Learning
[NO] 1581/2000 | Research on the Path of Digital Intelligence Empowering Efficient Interaction in Vocational College Classrooms
[NO] 1582/2000 | Student Management Optimization Using Data Mining Techniques in Informatized Education
[NO] 1583/2000 | Construction of Visual Evaluation Model for Learning Competence of Computer Majors in Higher Vocational Education
[NO] 1584/2000 | Adolescent mental health evaluation model based on short video affective computing
[YES] 1585/2000 | A Prompt-Constrained Feedback Control Mechanism for Large Language Model-Based Peer Code Review Systems
[NO] 1586/2000 | Dual Feature Selection-Based Hybrid GRU-Attention-XGBoost Model for Stock Index Price Prediction
[NO] 1587/2000 | Clarity: An AI-Powered Tool for Stuttering Detection and Fluency Tracking
[NO] 1588/2000 | ALADDIN: Efficient, High-Quality, AI-Assisted, Human-in-the-Loop ALT Text Generator
[NO] 1589/2000 | SASRec-AO: A Lightweight Sequential Recommendation Model with Attribute-Opinion Semantic Enhancement for E-commerce
[NO] 1590/2000 | AI-Driven Empowerment of Wall Painting: Innovative Practical Paths for Integrating Traditional Culture into College Students’ Ideological and Political Education
[NO] 1591/2000 | Human-AI Collaboration Patterns and Cognitive Load in Solving Engineering Mechanics Problems with LLM: Big Data Mining based on Dialogue Logs
[NO] 1592/2000 | A Comparative Experimental Study on the Impact of Different Teaching Models on Motor Skill Acquisition in Physical Education
[NO] 1593/2000 | Transforming Environmental Literacy with AI: The AIEC Model for University–Industry Sustainability Alignment
[NO] 1594/2000 | Knowledge Graphs and Analysis for Research Communities
[NO] 1595/2000 | AutocleanEEG - ICVision: Automated ICA Artifact Classification Using Vision-Language AI
[NO] 1596/2000 | IoT–Cloud Integrated LSTM Model for Early Detection and Predictive Diagnosis of Breast Cancer
[NO] 1597/2000 | Genome-wide Repetitive DNA Profile Workflow for Evolutionary and Disease Insight using ML Algorithms
[NO] 1598/2000 | Deep Learning-Based Prediction and Classification of Microplastics in Water Samples
[NO] 1599/2000 | Using Student Projects to Compare Model-Based Systems Engineering and Human-Centered Design
[NO] 1600/2000 | Future-Proofing Identity Security for Agentic AI Systems: Design, Implementation, and Evaluation of an Identity Fabric
[NO] 1601/2000 | Detecting Glioma, Meningioma, Pituitary Tumors, and Normal Brain Tissues based on YOLOV8 and YOLOV11 Deep Learning Models
[NO] 1602/2000 | Forecasting Next-Day Gold Returns under Market Volatility: A Comparative Study of Machine Learning and Hybrid Deep Learning Ensembles
[NO] 1603/2000 | Estimating Ventilatory Thresholds from Heart Rate Dynamics During Incremental Exercise Using Supervised Learning
[NO] 1604/2000 | Sign Language Recognition with LSTM and Skeleton Image Merging
[NO] 1605/2000 | Forecasting Crowd Density and Directional Flow from Frame Sequences Using Deep Learning
[NO] 1606/2000 | Optimizing Current Setting to Reduce Inter-Void Defects in Damascene Copper Interconnects
[NO] 1607/2000 | SWARMS - Smart Wrist-based Assembly Recognition and Monitoring System for Small Parts
[NO] 1608/2000 | A Deep Learning–Based Transformer Framework for Binary Mental Health Sentiment Analysis to Support Government Policy Decision-Making
[NO] 1609/2000 | A TinyML-Based Out-of-Distribution Security Monitor for Energy-Constrained Industrial and Medical IoT Systems
[NO] 1610/2000 | Advanced Multi-Layer Security Framework: Integrating AES and LSB for Protection of Sensitive Information
[NO] 1611/2000 | An Automated CNN-Based Model for Leukaemia Diagnosis from Blood Cell Images
[NO] 1612/2000 | Robust SIC Design in Downlink NOMA Under User-Dependent CSI Uncertainty
[NO] 1613/2000 | Lightweight Transfer Learning-based SqueezeNet Framework for Multi-Stage Alzheimer’s Disease Classification on MRI
[NO] 1614/2000 | A Three-Stage Gate Driving DC–DC Converter With Ringing Suppression for Automotive Applications
[NO] 1615/2000 | A Unified Semantic Alignment Framework for Robust Text Classification
[NO] 1616/2000 | A Hybrid Feature Fusion Framework using CNN and EfficientNet-B2 for Brain Tumor classification
[NO] 1617/2000 | Anomaly Detection for Weigh-in-Motion Sensor Health Monitoring
[NO] 1618/2000 | Experimental Validation of Capacitive Touch Sliders: Recommendations for Human Machine Interface Design
[NO] 1619/2000 | Aerial-Ground Video-based Person Re-Identification with Neural ODE-Enhanced Fusion_supp1-3697779.pdf
[NO] 1620/2000 | SDS 2026 Best Paper Awards
[NO] 1621/2000 | Preface
[NO] 1622/2000 | V-PASS: Sybil-Resistant Pseudonym Self-Provisioning for V2X
[NO] 1623/2000 | DEMO: 5G SA Roaming Testbed for Post Quantum IPsec Security Evaluations
[NO] 1624/2000 | AutoLoC: Zero-Shot Indoor Localization via Knowledge- and Retrieval-Driven LLM Agents
[NO] 1625/2000 | CloudClaw: A Recoverable Execution Substrate for Multi-Tenant LLM Agents
[NO] 1626/2000 | TempoRisk: Temporal Object Memory for Real-Time Collision Anticipation on Mobile Devices
[NO] 1627/2000 | Deep Learning-Driven Parkinson's Disease Severity Detection Using Hybrid Convolutional Neural Network-Fuzzy Logic
[NO] 1628/2000 | Exploring the Synergy between AI and 5G Technology in Promoting the Innovation of Industrial Energy Infrastructure
[NO] 1629/2000 | Spatially Aligned AI Modeling of Air Quality and Cough Intensity: An Integrated Approach to Environmental Respiratory Health
[YES] 1630/2000 | ChipGPT: Leveraging Large Language Models for Automated and Optimized Soc Floorplanning
[NO] 1631/2000 | A Multimodal Hybrid Ensemble Approach Integrating ML and Explainable AI for Alzheimer's Prediction
[NO] 1632/2000 | AI-Driven Predictive Model for Coronary Artery Disease Diagnosis
[NO] 1633/2000 | A Robust Data Security Architecture for Iot-Enabled Smart Agriculture Using Machine Learning
[NO] 1634/2000 | Cancelable scheme for fingerprint template protection using PUF and ARX Encryption
[NO] 1635/2000 | Design and Analysis of an Ultrasonic Repeller to Combat Red Spider Mites in Tea Gardens
[NO] 1636/2000 | NARNET-Based Traffic Prediction for Dynamic Spectrum Allocation: A Pre-FLATS-5G Baseline Study
[NO] 1637/2000 | Adaptive Sampling Pattern Design and Sparse Estimation for Compressed Spectrum Sensing: A Hybrid Algorithm Approach
[NO] 1638/2000 | Calibration-Free, Self-Referenced Thermal Control Circuit for Silicon Photonics Microring Modulators
[NO] 1639/2000 | Tumor Image Segmentation using Multimodal Generation and Vision Transformer Integration
[NO] 1640/2000 | Design and Evaluation of a Compact, MR-Compatible Origami Continuum Robot with Variable Length
[NO] 1641/2000 | Optical Wireless Communications: Illuminating the Path for Cooper’s Law
[NO] 1642/2000 | Table of Contents
[NO] 1643/2000 | Event-Aware Instructed Assistant for Referring Video Segmentation
[NO] 1644/2000 | In-Memory Computing Enabled Deep MIMO Detection to Support Ultra-Low-Latency Communications
[NO] 1645/2000 | Accelerating High-Dimensional Waveform Optimization for Cognitive Radar via Decoupled Imitation-Reinforcement Learning
[NO] 1646/2000 | Sensitivity Limits of SPR Sensors for Trace Acetone Detection in Breath Condensate
[NO] 1647/2000 | Towards Scalable Multi-View Clustering without Predefined Clusters via Inter-Anchor Graph Learning
[NO] 1648/2000 | SurfSurg6D: Geometry Consistent Dense Correspondence for Textureless Surgical Instrument Pose Estimation_supp1-3699201.mp4
[NO] 1649/2000 | Experimental Characterization of Epoxy-Bonded Ring-Type Ni/PZT/FeGaCu Composites for Displacement Sensing Applications
[NO] 1650/2000 | Ghost Target Suppression in PMCW-Based Sensing Systems under IQ Imbalance
[NO] 1651/2000 | WeRa: LoRa Over Wi-Fi
[NO] 1652/2000 | Self-Navigation in Non-Adversarial Crowds: An Invariant Set-Based Approach
[NO] 1653/2000 | Automated and Near-Flawless Micropipette PIH Assembly to MEMS Nanoforce Sensor With A Robotic Microscopy System_supp5-3672876.mp4
[NO] 1654/2000 | Spatiotemporal downscaling and nowcasting of urban land surface temperatures with deep neural networks
[NO] 1655/2000 | Application of Partial MDS Codes to Secret Sharing Schemes
[NO] 1656/2000 | Quantifying the Impact of Load Outliers on Demand Charges for Non-residential Customers
[NO] 1657/2000 | Building Resilient Knowledge Infrastructures: A Sustainable Risk Governance Framework for Public Libraries in the Philippines
[NO] 1658/2000 | Comparing BPR Vs. MSE Losses in the Context of Graph Based Recommenders
[NO] 1659/2000 | Deep Hybrid CNN–ViT Model with Neural Architecture Search for Robust Breast Cancer Image Classification
[NO] 1660/2000 | A Lightweight and Explainable Framework for Emotion Cause Pair Extraction
[NO] 1661/2000 | MentalBot: An AI-Driven Conversational System for Mental Health Monitoring Using Smart Wearable
[NO] 1662/2000 | Fine-Tuning and Deployment of a Vision-Language-Action Based Robotic Foundation Model for Open-Source Robot Arms
[NO] 1663/2000 | Enhancing Security Performance in Large-Scale UAVs System Based on Mean Field Game Theory
[NO] 1664/2000 | Digital Twins in Power Electronics and Motor Drives: Architectures, Challenges, and Future Directions
[NO] 1665/2000 | An Adjustable Window for FIR Filter Design with Improved Spectral Characteristics and Application
[NO] 1666/2000 | Comparison of Intelligent Thrust Control Strategies for Wall Climbing Adhesion Systems for Wall Dust Cleaning Application
[NO] 1667/2000 | Carbon-Aware SLO Enforcement for Cloud-Native Microservices Using Adaptive Reliability Policies
[NO] 1668/2000 | Table of Contents
[NO] 1669/2000 | Multiple Fruit Quality Assessment System
[NO] 1670/2000 | Health Recommendation Model for Student Drug Addiction Risk Using Automated Machine Learning and Optimized Feature Selection
[NO] 1671/2000 | EFECE: An Explainable Feature-Based Evaluation and Comparative Explanation Framework for Large Language Models
[NO] 1672/2000 | Enabling Scalable Resizing in Tree-Based ORAM: A Dynamic Transformation Framework
[NO] 1673/2000 | Dynamic Fractional-Order Model Predictive Control of Integrated PEM Electrolyzer and DC–DC Converter Based on Equivalent Circuits
[NO] 1674/2000 | GVHMR: Gravity-View Coordinates for Global Human Motion Recovery From Monocular Videos
[NO] 1675/2000 | Multi-Layer Perceptron for Hybrid Energy Storage Efficiency Prediction
[NO] 1676/2000 | Aquanext: Intelligent Aquaculture Based on IoT and AI for Sustainable Shrimp Farming in Sri Lanka
[NO] 1677/2000 | Design and Performance Analysis of a Minkowski Fractal–Integrated Vivaldi Antenna for Microwave Imaging Applications
[NO] 1678/2000 | Predictive Power Control based on Ultralocal PQ Theory for Power Sharing of Grid-Following Inverter in Microgrids
[NO] 1679/2000 | EV Charging Mandates and Their Impact on Load Profiles in Multi-Unit Residential Buildings
[NO] 1680/2000 | PLC based Water Distribution and Leakage Detection System with Quality Monitoring
[NO] 1681/2000 | Enhanced Wireless Charging Station with Smart User Management and Battery Management System
[NO] 1682/2000 | Hybrid Chaos-Based Black Widow Optimization and Genetic Algorithm for Multi-Objective Load Balancing in Cloud Computing
[NO] 1683/2000 | Facial Emotion Detection Using Pre-Trained CNN Models: A Study on Fine-Tuning and Robustness in Real-Time Settings
[NO] 1684/2000 | Hybrid Feature Selection and Classification for EEG-Based Epileptic Seizure Detection Using SMO and Advanced Classification Models
[NO] 1685/2000 | Advancing Digital Wallet Security Through Multi-Factor Authentication and Homomorphic Encryption-Based Privacy Preservation
[NO] 1686/2000 | EcoWardrobe: an AI-Based System for Evaluating Sustainable and Ethical Fashion
[NO] 1687/2000 | Design and Development of a Microcontroller-based Lithium ION Battery Tester
[NO] 1688/2000 | Design of Low-Power and Area-Optimized Array Multiplier using Hybrid Logic Structure
[NO] 1689/2000 | Single-Stage Solid-State Transformer Based on Cascaded H-Bridge Architecture with Integrated AC–DC Conversion for Traction Application
[NO] 1690/2000 | Data-driven assessment of climate and topographic integration with satellite imagery for improved surface water detection under agricultural vegetation
[NO] 1691/2000 | DPFNet: A Detail-Preserved Pyramid Fusion Network for Remote Sensing Image Dehazing
[NO] 1692/2000 | Sub-Look Decomposition: Analysis and Application for Ship Classification in TOPSAR Data
[NO] 1693/2000 | Design Probes in Practice: Evolving Participatory Methods with Wheelchair Users
[NO] 1694/2000 | Designing Ecological Democracy: Agonistic and More-than-Human Approaches to Environmental Governance in Flanders
[NO] 1695/2000 | Are You Blocking Nonhuman Leadership? Five Questions to Find Out
[NO] 1696/2000 | Spatial Distribution Patterns and Driving Mechanisms of Nationally Important Agricultural Heritage Systems in China: An Interpretable Machine Learning Approach
[NO] 1697/2000 | Analysis of Performance Differences in Pre-trained Language Models Across Classical and Modern Chinese
[NO] 1698/2000 | Research on real-time dynamic intelligent data governance method based on Lakehouse integration
[NO] 1699/2000 | V-MIML: A Visualization-Oriented Educational Framework for Undergraduate Medical Imaging Technology Training in Medical Image Processing and Machine Learning
[NO] 1700/2000 | The application of a financial fraud identification model integrated with knowledge graphs in digital auditing
[NO] 1701/2000 | Industry-Education Integrated Reinforcement Learning Course Design: An Empirical Study
[NO] 1702/2000 | Exploring User Experience of AI Teaching Assistant Systems Through an Extended Technology Acceptance Model
[NO] 1703/2000 | Design and Implementation of Intelligent Composition Evaluation and Writing Improvement System Based on Multimodal Interaction
[NO] 1704/2000 | Emulation of Intensity-Dependent Neuronal Firing Latency Using A HfO
                    <sub>x</sub>
                    -based Volatile Memristor
[NO] 1705/2000 | Nanoindentation-based mechanical characterization of Poly(vinyl alcohol) for biological phantom realization
[NO] 1706/2000 | Design of BESS-based Synthetic Inertia for Mitigating the Low Inertia Effects in High IBR Power Systems
[NO] 1707/2000 | Vision-Based Automatic Registration for Surgical Navigation: Accuracy Assessment on Phantoms
[NO] 1708/2000 | Hypernetwork-Mediated Multimodal Fusion for Breast Cancer Molecular Subtype Classification Using Histopathology and Genomics
[NO] 1709/2000 | Multi-Zone Short-Term Load Forecasting Using Time Series and Learning-Based Models
[NO] 1710/2000 | Reusable, Secure, and Compliance-First CI/CD Pipeline Architectures for Regulated Enterprise Environments
[YES] 1711/2000 | Policy-Driven Shift-Left Security for Hybrid OpenShift CI/CD Pipelines
[NO] 1712/2000 | SIAGeTrans: Traffic Optimization Based on Game Theory and IoT
[NO] 1713/2000 | Bayesian Change Point Detection and its Applications in Artificial Intelligence
[NO] 1714/2000 | MedAgent: Trustworthy Personalized Consumer Health Search via Multi-Agent Retrieval and Verification
[NO] 1715/2000 | Leveraging Wireless Sensor Nodes for Efficient &amp; early flood Prediction
[NO] 1716/2000 | Impact of Low-n Absorber on SMO in High-NA EUV Lithography for Sub-3nm Nodes
[NO] 1717/2000 | Gate-Engineered Tunnel FET Based LIF Neuron for Scalable and Energy-Efficient AI Systems
[NO] 1718/2000 | The Architecture of Digital Trust: A Multi-Level Framework for Bridging the AI Value Gap
[YES] 1719/2000 | A Failure Taxonomy and Trace-Driven Debugging Toolkit for Reliable Agentic LLM Systems
[NO] 1720/2000 | Solution of High Aspect Ratio TSV PVD in Advanced Packaging
[NO] 1721/2000 | Towards Automated Grading of Hand Drawings: A Dataset and Classification Framework
[NO] 1722/2000 | Assessing the Impact of Inter-Electrode Distance on EHG-based Features for Contraction Analysis
[NO] 1723/2000 | Seeing with Words: Grounding-Aware Refinement for Vision-Language Model Captions in Multi-Level Synthetic Traffic Scenes
[NO] 1724/2000 | A Hybrid and Adaptive Deep Learning Framework for Robust Image Classification Across Diverse Domains
[NO] 1725/2000 | Preparation and Performance Optimization of Boron-doped Ultrasmall Cerium Oxide Abrasives for Higy-Efficiency CMP
[NO] 1726/2000 | TwinIt: An AI Digital Twin Platform for IoT prototyping using LLM
[NO] 1727/2000 | An Efficient Ensemble and Boosting Based Regression Framework for Air Quality Index Forecasting in Hassan District of Karnataka
[NO] 1728/2000 | Synthesis of a Novel Fluorinated Methacrylate Polymer used in Immersion Photoresist
[NO] 1729/2000 | Design and Optimization of 60v LDMOS in 0.18mm BCD Platform with Enhanced Performance Via STI Engineering
[NO] 1730/2000 | Security Review on Strategies to Defeat Network Filters
[NO] 1731/2000 | Innovative Solution for Ta Pillar Metal Hard-Mask Open in MRAM Technology
[NO] 1732/2000 | A Learnable and Generalized Few-Shot Semantic Segmentation Framework with Prototype Fusion for Remote Sensing Images
[NO] 1733/2000 | Evaluating the Effectiveness of a Bridging Program in Mathematics and Basic Engineering Sciences: Evidence from First-Year Engineering Students
[NO] 1734/2000 | Advanced Classification of Pancreatic Cancer: Harnessing Bag-of-Features with Linear SVM and Fine KNN
[NO] 1735/2000 | Oscillation Mechanisms of Laser-Sustained Plasma: A Key to Stabilizing Light Sources for Wafer Defect Inspection
[NO] 1736/2000 | Large Language Models for Web Accessibility: A Systematic Literature Review
[NO] 1737/2000 | TinyContainer: Container Runtime Middleware Enabling Multi-tenant Microcontrollers with Built-in Security
[NO] 1738/2000 | ICSM 2025 TOC
[NO] 1739/2000 | 2026 IEEE Swiss Conference on Data Science and AI (SDS)
[NO] 1740/2000 | A Comparative Study on Current Spreading Layers in n-AlGaN to Enhance the Quantum Efficiency of Deep Ultraviolet Light-Emitting Diodes_supp1-3696595.docx
[NO] 1741/2000 | IC-ICNS 2026 Cover Page
[NO] 1742/2000 | MeMeA 2026 Preface
[NO] 1743/2000 | Morphling: Emulator for Distributed Machine Learning at the Edge
[NO] 1744/2000 | Session details: Session 4
[NO] 1745/2000 | Particle Swarm Optimized PI Control of a PV-Fed DC–DC Boost Converter for High-Performance Renewable Charging Systems
[NO] 1746/2000 | A plug-and-play new fault detection method based on deep compressed sensing and contrastive learning
[NO] 1747/2000 | Core Components of Enterprise AI Agents
[NO] 1748/2000 | Real-Time Sensor Drift Detection in Iot Edge Devices Using Lightweight Machine Learning
[NO] 1749/2000 | AI Agent-Assisted Lightweight Intrusion Detection for IoT Devices
[NO] 1750/2000 | Cross-Multilingual Code-mix Analysis &amp; Translation
[NO] 1751/2000 | A Machine Learning Approach Based on Combined Feature Ranking and Targeted Ablation in Early-Stage Diabetes Risk Prediction
[NO] 1752/2000 | SNR Prediction and SNR-Aware Optimization based on Artificial Neural Networks in Wireless Communications: A Review
[NO] 1753/2000 | AI-Driven Data Analysis Pipelines for Enterprise Data Engineering
[NO] 1754/2000 | Water Surface Cleaning Robot with Alert Notification And Obstacle Avoidance
[NO] 1755/2000 | Non-Invasive Broad-Timescale Harmonic Impedance Identification for Train-Network Systems Considering Harmonic Lateral Propagation
[NO] 1756/2000 | A Sustainable Embedded Monitoring Architecture of Real-Time Electric Leakage Detection and Automated Subchannel Remote Alerts
[NO] 1757/2000 | Revenue Management and Operational Efficiency in Aviation Enterprises: A Categorical Analysis of Contemporary Literature (2023-2026)
[NO] 1758/2000 | An Attention-based Spatio-Temporal Deep Learning Framework for PMU-based Fault Detection in Smart Grids
[NO] 1759/2000 | Spatio-Temporal Machine Learning Framework for Dengue Incidence Rate Forecasting Using National Health Surveillance Data
[NO] 1760/2000 | Deep Learning Approaches for Tumor-Stroma Classification in Colorectal Cancer Pathology
[NO] 1761/2000 | Environmental and Social Risk Management for Dam Decommissioning: A Mixed-Methods Case Study
[NO] 1762/2000 | Collaborating with AI in Programming Education: A Qualitative Study of Student Experiences with a Chatbot-Supported Learning Environment
[NO] 1763/2000 | Automated Collision Proxy Reconstruction for Non-Manifold Meshes by Multi-Directional Ray Casting
[NO] 1764/2000 | Large Language Model Guided Reinforcement Learning for Heat Pump Control in Smart Buildings
[NO] 1765/2000 | Social Entrepreneurship in Africa: Bridging Cultural Values and Sustainable Solutions
[NO] 1766/2000 | Research on Target Centroid Prediction of Low-Resolution Images Based on Improved PSO-SE-ResNet Network
[NO] 1767/2000 | Explainable Deep Neural Networks for Predicting Mutated Patterns in SARS-CoV-2 Variants with Geographic Analysis
[NO] 1768/2000 | Hybrid Energy Storage Modeling for Energy Efficient Electric Public Transportation Considering Power Converter Losses
[NO] 1769/2000 | AMCT: An Adaptive Minimum Completion Time Algorithm for Task Offloading in IoT-Fog-Cloud Environments
[NO] 1770/2000 | Non-Invasive Estimation of Achilles Tendon Load in Fast Bowlers Using IMUs and Machine Learning for Tendinitis Prevention
[NO] 1771/2000 | Performance Evaluation of an Efficient Wearable Antenna for Biomedical Applications
[NO] 1772/2000 | Hybrid PLC-Decentralized Control for Adaptive Load Balancing in Multi-Conveyor Systems: An Experimental Study
[NO] 1773/2000 | An Integrated Framework for Real-Time Phishing Website Detection using XGBoost and BERT
[NO] 1774/2000 | Hybrid Active-Passive Power Quality Enhancement for Power Distribution Systems
[NO] 1775/2000 | Cloud-Based Big Data Platform for Electric Vehicle Battery Degradation Analysis
[NO] 1776/2000 | A Secure Framework for Smart Waste Management Using IoT, Machine Learning, and Blockchain
[NO] 1777/2000 | IoT Data Processing Framework for Crop Monitoring in Smart Agriculture
[NO] 1778/2000 | Hybrid Deep Learning Models for Comparing Teacher Effectiveness and Student Engagement Across Schools
[NO] 1779/2000 | Papaya Leaf Nutrient Deficiency Classification Using Transfer Learning based Deep Learning Models
[NO] 1780/2000 | Influence of Reverse Pumping Time on Semiconductor Opening Switch Cut-Off Characteristics
[NO] 1781/2000 | Optimizing Latency, Throughput, and Accuracy in Large-Scale Messaging Applications Through Advanced Data Engineering Techniques
[NO] 1782/2000 | Joint Optimization for UAV-assisted Mobile Crowdsensing Networks With Heterogeneous Multi-agent Collaboration
[NO] 1783/2000 | Two-Stage Nonlinear Torque Observer-Based Robust Backstepping Speed Control for IPMSM Drives
[NO] 1784/2000 | Integrated GaAs Fiber-Optic Fabry-Perot Sensor for Temperature and Pressure Simultaneous Measurement
[NO] 1785/2000 | Experimental Investigation of the Impedance Spectroscopy Suitability for Windings Insulation Prognosis under Different Ageing Mechanisms
[NO] 1786/2000 | MAD-MulW: A Multi-Window Anomaly Detection Framework for BGP Security Events
[NO] 1787/2000 | E-CaTCH: Event-Centric Cross-Modal Attention With Temporal Consistency and Class-Imbalance Handling for Misinformation Detection
[NO] 1788/2000 | Phy-OSShip-MS Dataset: A Paired Optical-SAR Ship Imagery Generation Method Via Hierarchical Physics-Guided Style Transfer
[NO] 1789/2000 | A Constrained Formulation for Simultaneous Line Parameter Estimation and Instrument Transformer Calibration
[NO] 1790/2000 | Generation of Frequency-independent and Phase-coherent Dual-band Microwave Waveforms Based on Mutual Injection Locked OEO
[NO] 1791/2000 | Graph Neural Network Based Spatiotemporal Traffic Prediction Framework for Smart Communication Networks
[NO] 1792/2000 | WaveFusionML: Multi-Resolution Learning for Electromagnetic Field-Aware Antenna Design
[NO] 1793/2000 | Distributed Adaptive Predefined-Time Bipartite Consensus for Nonlinear Multiagent Vehicle Systems With Experiments: Reinforcement Learning Approach
[NO] 1794/2000 | Design of Adaptive RF Front-End Circuits for Resilient Wireless Communication in Dynamic Environments
[NO] 1795/2000 | IEEE Access
[NO] 1796/2000 | Federated Reinforcement Learning with Blockchain-Integrated Trust for Secure Routing in 5G-Enabled Vehicular Networks
[NO] 1797/2000 | LiDAR Teach, Radar Repeat: Robust Cross-Modal Navigation in Degenerate and Varying Environments
[NO] 1798/2000 | Dynamic Minimum Loss Routing Strategy and Low-Carbon Economic Operation Optimization for Cyber-Physical Energy Routers
[NO] 1799/2000 | An Industrially Scalable Embroidered Circularly Polarized Antenna with Reduced SAR for Wearable Applications
[NO] 1800/2000 | Biaxial Optical Cantilever Combining on-Chip Patterned Laser and Sampling Moiré Method
[NO] 1801/2000 | Polarforming for IRS-Assisted Flexible Intelligent Metasurfaces Enabled Wireless Communications
[NO] 1802/2000 | Corrections to “TD-AMRKNet-Based Radar Image Processing Framework for Sea Clutter Suppression”
[NO] 1803/2000 | Optimized Algorithms for FPGA-Based Acceleration of 5G-NR PDSCH Transmit Chain
[NO] 1804/2000 | Position-Aware Hybrid Beamforming for ISAC: Leveraging RIS and Stacked Intelligent Metasurfaces
[NO] 1805/2000 | A Motor Fault Diagnosis Framework with Vibration-Current Multimodal Contrastive Learning for Cross-Device Scenarios
[NO] 1806/2000 | Experimental Model-Free Trim Control of a Planing Hull With Interceptor
[NO] 1807/2000 | Unregistered Spectral Image Fusion: Unmixing, Adversarial Learning, and Recoverability_supp1-3698775.pdf
[YES] 1808/2000 | MoonPoly: Bridging Code Generation and Adaptive Execution via Micro-Kernel Polymerization for Optimizing Dynamic-Shape Tensor Operators
[NO] 1809/2000 | From Hermeneutical Injustice to Collective Imagining: Troubling Feminist Co-Design in Women's Health
[NO] 1810/2000 | Participatory Workshops in Design for Transitions as Affordances for Desired Futures
[NO] 1811/2000 | Designing for Co-Existence: Exploring AI as a More-Than-Human Actor in Participatory Design
[NO] 1812/2000 | Conference Reports - April 2026
[NO] 1813/2000 | Wet Process Design for Improving Backside Poly Etching Uniformity
[NO] 1814/2000 | Advanced Metrology for Backside Metallization Using Picosecond Laser Ultrasonics
[NO] 1815/2000 | Machine Learning-Driven Full Spectrum Analysis for Process Enhancement
[NO] 1816/2000 | Multi-Source Data Fusion for Global Crop Yield Prediction: A SHAP-Driven Ablation Study
[YES] 1817/2000 | Enabling High-Throughput Packetized Scan: User Convenience with V93000 EXA Scale Hardware and Smartest 8 SSN Library Under The SSN DFT Paradigm
[YES] 1818/2000 | A Performance-Driven Digital Computing-in-Memory Compiler with LLM Assisted Analysis Method
[NO] 1819/2000 | Diagnosing Algorithmic Bias in AI-Powered Hiring: Toward a Fairness-Aware Framework
[NO] 1820/2000 | A Decision-Support Framework for Airport Stormwater Mitigation Using Drone-Based LiDAR and GIS Analytics
[NO] 1821/2000 | Processing motion data C3D files: a Python script repository for human gait analysis
[NO] 1822/2000 | Learning and Aligning Cross-Domain Spectral Discrepancy Using a Hybrid Meta-Adversarial Projection Framework (HMAPF)
[NO] 1823/2000 | Research on Intelligent Language Output and Learning Behavior Data Analysis System for Physical Education Instruction
[NO] 1824/2000 | Construction of a Retrieval-Augmented LLM Agent for Health Education and a Multi-dimensional Evaluation Framework: A Comparative Study of Chinese Large Language Models
[NO] 1825/2000 | A Model-Driven Tiered Instructional Intervention for International Students: An MLP-Based Reform of Chinese Culture Courses
[NO] 1826/2000 | Research on the Prediction of Ideological and Political Education Trend of College Students Based on LDA Topic Model
[NO] 1827/2000 | Short-term Prediction and Evacuation Optimization of Subway Mass Passenger Flow Based on Multi-source Data Fusion
[NO] 1828/2000 | Construction of an Intelligent Evaluation System for Language Service Talent Cultivation in Higher Vocational Colleges from the Perspective of Industry-Education Integration
