[2026-01-16 09:15:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-15
正在获取论文...
[arXiv] 2026-01-15 | Are Language Models Models?
[NO] 92/773 | From rough to multifractal multidimensional volatility: A multidimensional Log S-fBM model
[NO] 93/773 | sponchpop II: Population Synthesis to Investigate Volatile Sulfur as a Fingerprint of Gas Giant Formation Histories
[NO] 94/773 | Growth and Morphology of InN Nanowires on Si<111> and Si<100> at Back-End-Of-Line Compatible Temperatures
[NO] 95/773 | Effects of Integrated Heatsinking on Superconductivity in Tantalum Nitride Nanowires at the 300 Millimeter Scale
[NO] 96/773 | Quantum Theory and Unusual Dielectric Functions of Graphene
[NO] 97/773 | On Generalized Strong and Norm Resolvent Convergence
[NO] 98/773 | Positive Damping Region: A Graphic Tool for Passivization Analysis with Passivity Index
[NO] 99/773 | On the projective dimension of some deformations of Weyl arrangements
[NO] 100/773 | MitoFREQ: A Novel Approach for Mitogenome Frequency Estimation from Top-level Haplogroups and Single Nucleotide Variants
[NO] 101/773 | Stable Differentiable Modal Synthesis for Learning Nonlinear Dynamics
[NO] 102/773 | TOI-3862 b: A dense super-Neptune deep in the hot Neptune desert
[NO] 103/773 | Lunar-G2R: Geometry-to-Reflectance Learning for High-Fidelity Lunar BRDF Estimation
[NO] 104/773 | Linear identities for partition pairs with $4$-cores
[NO] 105/773 | Analyzing intermittent stochastic gravitational wave background I:Effect of detector response
[NO] 106/773 | Algebraic functional equation for big Galois representations over multiple $\mathbb{Z}_p$-extensions
[NO] 107/773 | Positivity of Schur forms for Griffiths positive vector bundles of rank three over complex threefolds
[NO] 108/773 | CtD: Composition through Decomposition in Emergent Communication
[NO] 109/773 | Credit C-GPT: A Domain-Specialized Large Language Model for Conversational Understanding in Vietnamese Debt Collection
[NO] 110/773 | Computing Statistical Properties of Velocity Fields on Current Quantum Hardware
[NO] 111/773 | Alignment Pretraining: AI Discourse Causes Self-Fulfilling (Mis)alignment
[NO] 112/773 | Electric field effects in one-dimensional spin-1/2 $K_1J_1Γ_1Γ_1^\prime K_2J_2$ model with ferromagnetic Kitaev coupling
[NO] 113/773 | MMPG: MoE-based Adaptive Multi-Perspective Graph Fusion for Protein Representation Learning
[NO] 114/773 | LOOKAT: Lookup-Optimized Key-Attention for Memory-Efficient Transformers
[NO] 115/773 | Bridging Superconducting and Neutral-Atom Platforms for Efficient Fault-Tolerant Quantum Architectures
[NO] 116/773 | Effect of hole pitch reduction on electron transport and diffusion: A comparative simulation study of Triple GEM detectors
[NO] 117/773 | LaViT: Aligning Latent Visual Thoughts for Multi-modal Reasoning
[YES] 118/773 | A Generalizable Framework for Building Executable Domain-Specific LLMs under Data Scarcity: Demonstration on Semiconductor TCAD Simulation
[NO] 119/773 | Bulk viscosity of quark matter across the QCD phase transitions
[NO] 120/773 | Calabi affine maximal surfaces and centroaffine Bernstein problems
[NO] 121/773 | Deriving Character Logic from Storyline as Codified Decision Trees
[NO] 122/773 | P-norm based Fractional-Order Robust Subband Adaptive Filtering Algorithm for Impulsive Noise and Noisy Input
[NO] 123/773 | Optimal qudit overlapping tomography and optimal measurement order
[NO] 124/773 | An Efficient Constant-Coefficient MSAV Scheme for Computing Vesicle Growth and Shrinkage
[NO] 125/773 | Anomalous transport in quasiperiodic lattices: emergent exceptional points at band edges and log-periodic oscillations
[NO] 126/773 | Emergency Department Patient Flow Optimization with an Alternative Care Threshold Policy
[NO] 127/773 | What Understanding Means in AI-Laden Astronomy
[NO] 128/773 | EmplifAI: a Fine-grained Dataset for Japanese Empathetic Medical Dialogues in 28 Emotion Labels
[NO] 129/773 | Structured Personality Control and Adaptation for LLM Agents
[NO] 130/773 | Time Aggregation Features for XGBoost Models
[YES] 131/773 | Continuous-Depth Transformers with Learned Control Dynamics
[NO] 132/773 | SocraticKG: Knowledge Graph Construction via QA-Driven Fact Extraction
[NO] 133/773 | Hybrid Quantum Algorithms for Computational Chemistry: Application to the Pyridine-Li ion Complex
[NO] 134/773 | EditEmoTalk: Controllable Speech-Driven 3D Facial Animation with Continuous Expression Editing
[NO] 135/773 | Corrected Forecast Combinations
[NO] 136/773 | Brief but Impactful: How Human Tutoring Interactions Shape Engagement in Online Learning
[NO] 137/773 | Polynomially effective equidistribution for unipotent orbits in products of $\mathrm{SL}_2$ factors
[NO] 138/773 | Performance of AI agents based on reasoning language models on ALD process optimization tasks
[NO] 139/773 | Chinese Labor Law Large Language Model Benchmark
[NO] 140/773 | Topological textures and emergent altermagnetic signatures in ultrathin BiFeO3
[NO] 141/773 | Interfacing Superconductor and Semiconductor Digital Electronics
[NO] 142/773 | Derivations for the Cumulative Standardized Binomial EWMA (CSB-EWMA) Control Chart
[NO] 143/773 | A Sustainable AI Economy Needs Data Deals That Work for Generators
[NO] 144/773 | Probabilistic heterogeneous Stirling numbers and Bell polynomials
[NO] 145/773 | Near-Unity-Efficiency Gas Gratings for Ultraviolet, Visible, and Infrared High-Power Lasers
[NO] 146/773 | Stochastic systems with Bose-Hubbard interactions: Effects of bias on particles on a random comb
[NO] 147/773 | Private Information Retrieval for Graph-based Replication with Minimal Subpacketization
[NO] 148/773 | Parallelizing the Variational Quantum Eigensolver: From JIT Compilation to Multi-GPU Scaling
[NO] 149/773 | Quantitative Supercritical Bounds for Disconnection in Bernoulli Site Percolation
[NO] 150/773 | Interpolation-Based Optimization for Enforcing lp-Norm Metric Differential Privacy in Continuous and Fine-Grained Domains
[NO] 151/773 | Modeling conflicting incentives in engineering senior capstone projects: A multi-player game theory approach
[NO] 152/773 | Unbounded symbols, heat flow, and Toeplitz operators
[NO] 153/773 | Finite-momentum Cooper plasmons in superconducting terahertz microcavities
[NO] 154/773 | Mitigating nonlinear transduction noise in high-cooperativity cavity optomechanics
[NO] 155/773 | An Extension-Based Accessibility Framework for Making Blockly Accessible to Blind and Low-Vision Users
[NO] 156/773 | Energy Correlators in Warped Geometries
[NO] 157/773 | Single-Stage Huffman Encoder for ML Compression
[NO] 158/773 | Real characters and real classes of $\mathrm{GL}_2$ and $\mathrm{GU}_2$ over discrete valuation rings
[NO] 159/773 | Discrete-time maximally superintegrable systems and deformed symmetry algebras: the Calogero-Moser case
[NO] 160/773 | Quantum Monte Carlo study of systems interacting via long-range interactions mediated by a cavity
[NO] 161/773 | CoCoPlan: Adaptive Coordination and Communication for Multi-robot Systems in Dynamic and Unknown Environments
[NO] 162/773 | Remarks on the convex integration technique applied to singular stochastic partial differential equations
[YES] 163/773 | Structure and Diversity Aware Context Bubble Construction for Enterprise Retrieval Augmented Systems
[NO] 164/773 | The Static Heavy Quark-Antiquark Potential within String Theory in Arbitrary Stationary Backgrounds
[NO] 165/773 | Stable evaluation of derivatives for barycentric and continued fraction representations of rational functions
[NO] 166/773 | Hyperkähler Degenerations from Parabolic $\mathrm{SL}(2,\mathbb{C})$-Higgs Bundles Moduli Spaces on the Punctured Sphere to Hyperpolygon Spaces
[NO] 167/773 | Symmetries of Borcherds algebras
[NO] 168/773 | Converse Bounds for Sun-Jafar-type Weak Private Information Retrieval
[NO] 169/773 | Adjusted Similarity Measures and a Violation of Expectations
[NO] 170/773 | CoMoVi: Co-Generation of 3D Human Motions and Realistic Videos
[NO] 171/773 | Circumplanetary Disk Candidate in the Disk of HD 163296 Traced by Localized Emission from Simple Organics
[NO] 172/773 | Fair Regression under Demographic Parity: A Unified Framework
[NO] 173/773 | Molmo2: Open Weights and Data for Vision-Language Models with Video Understanding and Grounding
[NO] 174/773 | iTIMO: An LLM-empowered Synthesis Dataset for Travel Itinerary Modification
[NO] 175/773 | A user subscription model in mobile radio access networks with network slicing
[NO] 176/773 | Unifying soft and hard dynamics: The hard current algebra in celestial holography
[NO] 177/773 | Procedural Fairness in Multi-Agent Bandits
[NO] 178/773 | Quantum solver for single-impurity Anderson models with particle-hole symmetry
[NO] 179/773 | ProbFM: Probabilistic Time Series Foundation Model with Uncertainty Decomposition
[NO] 180/773 | Form and Meaning in Intrinsic Multilingual Evaluations
[NO] 181/773 | Superfluid Density, Penetration Depth, Condensate Density
[NO] 182/773 | Origins of the UV continuum and Balmer emission lines in Little Red Dots: observational validation of dense gas envelope models enshrouding the AGN
[NO] 183/773 | Deterministic and scalable generation of large Fock states
[NO] 184/773 | Enhancing Mobile Ad Hoc Networks (MANETs) with Software-Defined Networking (SDN): A Balanced Approach
[NO] 185/773 | Inference-time Physics Alignment of Video Generative Models with Latent World Models
[NO] 186/773 | Unleashing the Capabilities of Large Vision-Language Models for Intelligent Perception of Roadside Infrastructure
[NO] 187/773 | Flat-band Ferromagnetism of SU$(N)$ Hubbard Model on the Kagome Lattices
[NO] 188/773 | A Propagation Framework for Network Regression
[NO] 189/773 | PERM: Psychology-grounded Empathetic Reward Modeling for Large Language Models
[NO] 190/773 | On the suboptimality of linear codes for binary distributed hypothesis testing
[NO] 191/773 | Discovery of the First Five Carbon-Enhanced Metal-Poor Stars in the LMC
[NO] 192/773 | Scalable Algorithms for Approximate DNF Model Counting
[NO] 193/773 | A New Construction Structure on Multi-access Coded Caching with Linear Subpacketization: Cyclic Multi-Access Non-Half-Sum Disjoint Packing
[NO] 194/773 | The incompatibility of the Condorcet winner and loser criteria with positive involvement and resolvability
[NO] 195/773 | The emergence of our Universe
[NO] 196/773 | mergetune: Continued fine-tuning of vision-language models
[NO] 197/773 | Communication-Efficient Federated Learning by Exploiting Spatio-Temporal Correlations of Gradients
[NO] 198/773 | Finite lattice kinetic equations for bosons, fermions, and discrete NLS
[NO] 199/773 | Panning for Gold: Expanding Domain-Specific Knowledge Graphs with General Knowledge
[NO] 200/773 | A Riemannian Autocorrelation Function and its Application to Non-Local Isoperimetric Energies
[NO] 201/773 | Contextual StereoSet: Stress-Testing Bias Alignment Robustness in Large Language Models
[NO] 202/773 | The Wiener Wintner and Return Times Theorem Along the Primes
[NO] 203/773 | LangLasso: Interactive Cluster Descriptions through LLM Explanation
[NO] 204/773 | Energy-Efficient Probabilistic Semantic Communication Over Visible Light Networks With Rate Splitting
[NO] 205/773 | Islands of shape coexistence for Z=38-84 in a non-relativistic mean-field approach using Hartree-Fock-Bogoliubov theory
[NO] 206/773 | Chasing Opportunity: Spillovers and Drivers of U.S. State Population Growth
[YES] 207/773 | Development of Ontological Knowledge Bases by Leveraging Large Language Models
[NO] 208/773 | Aletheia-Probe: A Tool for Automated Journal Assessment
[NO] 209/773 | Active interrogation of underground piezoelectric fabrics using high energy muon beams propagating across seismogenic faults
[NO] 210/773 | Reduction of thermodynamic uncertainty by a virtual qubit
[NO] 211/773 | Unifying Quantum and Classical Dynamics
[NO] 212/773 | On 3-Connected Planar Graphs with Unique Orientable Circuit Double Covers
[NO] 213/773 | DecisionLLM: Large Language Models for Long Sequence Decision Exploration
[NO] 214/773 | Actors, Frames and Arguments: A Multi-Decade Computational Analysis of Climate Discourse in Financial News using Large Language Models
[NO] 215/773 | M^4olGen: Multi-Agent, Multi-Stage Molecular Generation under Precise Multi-Property Constraints
[NO] 216/773 | Fairness Driven Multi-Agent Path Finding Problem
[NO] 217/773 | Beyond Single Prompts: Synergistic Fusion and Arrangement for VICL
[YES] 218/773 | Repository Intelligence Graph: Deterministic Architectural Map for LLM Code Assistants
[NO] 219/773 | MathDoc: Benchmarking Structured Extraction and Active Refusal on Noisy Mathematics Exam Papers
[NO] 220/773 | FlowAct-R1: Towards Interactive Humanoid Video Generation
[NO] 221/773 | InfoSculpt: Sculpting the Latent Space for Generalized Category Discovery
[NO] 222/773 | On the Computation and Approximation of Backward Reachable Sets for Max-Plus Linear Systems using Polyhedras
[YES] 223/773 | State of AI: An Empirical 100 Trillion Token Study with OpenRouter
[NO] 224/773 | Pseudomode approach to Fano effect in dissipative cavity quantum electrodynamics
[NO] 225/773 | Line-search and Adaptive Step Sizes for Nonconvex-strongly-concave Minimax Optimization
[NO] 226/773 | CALM-IT: Generating Realistic Long-Form Motivational Interviewing Dialogues with Dual-Actor Conversational Dynamics Tracking
[NO] 227/773 | Sparse-RL: Breaking the Memory Wall in LLM Reinforcement Learning via Stable Sparse Rollouts
[NO] 228/773 | A $p$-adic interpolation of the Cogdell lift
[NO] 229/773 | Transport equation theory in the Triebel-Lizorkin spaces and its applications to the ideal fluid flows
[NO] 230/773 | Comparative Evaluation of Deep Learning-Based and WHO-Informed Approaches for Sperm Morphology Assessment
[NO] 231/773 | Interference-governed electromagnetic-thermal coupling and heat transport in pulse EUV-irradiated multilayer nanofilms
[NO] 232/773 | Dirac mass matrix textures and the lightest right-handed neutrino mass scale in Type I seesaw leptogenesis
[NO] 233/773 | Microwave Linear Analog Computer (MiLAC)-aided Multiuser MISO: Fundamental Limits and Beamforming Design
[NO] 234/773 | Comparative study of equilibrium and non-equilibrium predictions by different models for a hypersonic cone at high-altitude
[NO] 235/773 | Multi-Sender Disclosure with Costs
[NO] 236/773 | Privacy Enhanced PEFT: Tensor Train Decomposition Improves Privacy Utility Tradeoffs under DP-SGD
[NO] 237/773 | Event-Driven Deep RL Dispatcher for Post-Storm Distribution System Restoration
[NO] 238/773 | Towards Minimal Fault-tolerant Error-Correction Sequence with Quantum Hamming Codes
[NO] 239/773 | Effects of parallel magnetic fields on sheaths near biased electrodes in a highly collisional Z-pinch plasma
[NO] 240/773 | FilDeep: Learning Large Deformations of Elastic-Plastic Solids with Multi-Fidelity Data
[NO] 241/773 | BPE: Behavioral Profiling Ensemble
[NO] 242/773 | Hybrid superinductance with Al/InAs
[NO] 243/773 | Rotational Memory Function of SPC/E water
[NO] 244/773 | CAFEDistill: Learning Personalized and Dynamic Models through Federated Early-Exit Network Distillation
[NO] 245/773 | Möbius-Type Structures in Non-Orientable Singular Semi-Riemannian Manifolds
[NO] 246/773 | The Knowable Future: Mapping the Decay of Past-Future Mutual Information Across Forecast Horizons
[NO] 247/773 | Average pairing correlation properties and effective pairing residual interactions
[NO] 248/773 | Holographic entropy inequalities pass the majorization test
[NO] 249/773 | Statistical-noise-enhanced multi-photon interference
[NO] 250/773 | A Control Theoretic Approach to Decentralized AI Economy Stabilization via Dynamic Buyback-and-Burn Mechanisms
[NO] 251/773 | On the Leaky Private Information Retrieval with Side Information
[NO] 252/773 | Planar Site Percolation, End Structure, and the Benjamini-Schramm Conjecture
[NO] 253/773 | Directed strongly regular graphs and divisible design graphs from Tatra association schemes
[NO] 254/773 | OT-Drive: Out-of-Distribution Off-Road Traversable Area Segmentation via Optimal Transport
[NO] 255/773 | Ultra-low magnetization and hysteresis loss in APC Nb3Sn superconductors
[NO] 256/773 | Placement Delivery Array for Cache-Aided MIMO Systems
[NO] 257/773 | ErrEval: Error-Aware Evaluation for Question Generation through Explicit Diagnostics
[NO] 258/773 | Reshaping Neural Representation via Associative, Presynaptic Short-Term Plasticity
[NO] 259/773 | Multi-Temporal Frames Projection for Dynamic Processes Fusion in Fluorescence Microscopy
[NO] 260/773 | Regularization of linear inverse problems by rational Krylov methods
[NO] 261/773 | Phase Space structure on Clifford Algebras
[NO] 262/773 | Gene genealogies in diploid populations evolving according to sweepstakes reproduction
[NO] 263/773 | Testing the correlation between bending angle and polarization properties of bent radio galaxies
[NO] 264/773 | Enhanced multi-parameter metrology in dissipative Rydberg atom time crystals
[NO] 265/773 | C-GRASP: Clinically-Grounded Reasoning for Affective Signal Processing
[NO] 266/773 | Meta Dynamic Graph for Traffic Flow Prediction
[NO] 267/773 | ROMA: Real-time Omni-Multimodal Assistant with Interactive Streaming Understanding
[NO] 268/773 | An Efficient Long-Context Ranking Architecture With Calibrated LLM Distillation: Application to Person-Job Fit
[NO] 269/773 | Molecular electrostatic potentials from machine learning models for dipole and quadrupole predictions
[NO] 270/773 | ADVOSYNTH: A Synthetic Multi-Advocate Dataset for Speaker Identification in Courtroom Scenarios
[NO] 271/773 | Multilinguality as Sense Adaptation
[NO] 272/773 | The Straight and Narrow: Do LLMs Possess an Internal Moral Path?
[NO] 273/773 | DanQing: An Up-to-Date Large-Scale Chinese Vision-Language Pre-training Dataset
[NO] 274/773 | Model-Driven GPR Inversion Network With Surrogate Forward Solver
[NO] 275/773 | How Intrinsic Motivation Underlies Embodied Open-Ended Behavior
[NO] 276/773 | On a general identity and a resulting class of umbral operators
[YES] 277/773 | In-Context Source and Channel Coding
[NO] 278/773 | An Ensemble of Evolutionary Algorithms With Both Crisscross Search and Sparrow Search for Processing Inferior Individuals
[NO] 279/773 | An Exact Energy Conservation Law for Magneto-Optical Nanoparticles
[NO] 280/773 | NoReGeo: Non-Reasoning Geometry Benchmark
[NO] 281/773 | Updated Results for Kinematic Factors in Double Beta Decays
[NO] 282/773 | Large-scale time-series spectroscopy for stellar ages
[NO] 283/773 | Proactive Local-Minima-Free Robot Navigation: Blending Motion Prediction with Safe Control
[NO] 284/773 | A Unified Framework for Kinematic Simulation of Rigid Foldable Structures
[NO] 285/773 | Quantitative approach for the Dicke-Ising chain with an effective self-consistent matter Hamiltonian
[NO] 286/773 | Noise-Resilient Quantum Evolution in Open Systems through Error-Correcting Frameworks
[NO] 287/773 | Topology-Aware Block Coordinate Descent for Qubit Frequency Calibration of Superconducting Quantum Processors
[NO] 288/773 | Graph Regularized PCA
[NO] 289/773 | GFM4GA: Graph Foundation Model for Group Anomaly Detection
[NO] 290/773 | Reinforcement Learning to Discover a NorthEast Monsoon Index for Monthly Rainfall Prediction in Thailand
[NO] 291/773 | A Neuroevolution Potential for Gallium Oxide: Accurate and Efficient Modeling of Polymorphism and Swift Heavy-Ion Irradiation
[NO] 292/773 | Alterbute: Editing Intrinsic Attributes of Objects in Images
[YES] 293/773 | MatchTIR: Fine-Grained Supervision for Tool-Integrated Reasoning via Bipartite Matching
[NO] 294/773 | Scalable Spin Squeezing in Power-Law Interacting XXZ Models with Disorder
[YES] 295/773 | Grounding Agent Memory in Contextual Intent
[NO] 296/773 | Late-time acceleration without a vacuum term in ${f(R,L_m)}$ gravity: scaling deSitter dynamics and parameter constraints
[NO] 297/773 | The Impact of Generative AI on Architectural Conceptual Design: Performance, Creative Self-Efficacy and Cognitive Load
[NO] 298/773 | Increasing the opening speed of the plasma opening switch on an direct action accelerator with an inductive energy storage device
[NO] 299/773 | Measuring Affinity between Attention-Head Weight Subspaces via the Projection Kernel
[NO] 300/773 | Combined analysis of the singly-Cabbibo-suppressed decays of $D^{0} \to VP$
[NO] 301/773 | The Spatial Blindspot of Vision-Language Models
[NO] 302/773 | Algebraic Properties of PAC Codes
[NO] 303/773 | UEOF: A Benchmark Dataset for Underwater Event-Based Optical Flow
[NO] 304/773 | Representation-Aware Unlearning via Activation Signatures: From Suppression to Knowledge-Signature Erasure
[NO] 305/773 | Shifted bilinear sums of Salié sums and the distribution of modular square roots of shifted primes
[NO] 306/773 | On Quaternionic Fock Spaces: Kernel-induced Integral Operators, Berezin Transforms and Toeplitz Operators
[NO] 307/773 | Fano threefolds of genus 12 with large automorphism group in positive and mixed characteristic
[NO] 308/773 | Systemically Designed Degrees for Real-World Challenges: A case study on Physics curriculum design at Loughborough University
[NO] 309/773 | On Necessary and Sufficient Conditions for Fixed Point Convergence: A Contractive Iteration Principle
[NO] 310/773 | Detecting Winning Arguments with Large Language Models and Persuasion Strategies
[NO] 311/773 | Counterdiabatic driving for random-gap Landau-Zener transitions
[NO] 312/773 | Influential Training Data Retrieval for Explaining Verbalized Confidence of LLMs
[NO] 313/773 | Cosmoglobe DR2. VI. Disentangling hot and cold thermal dust emission with Planck HFI
[NO] 314/773 | STEM: Scaling Transformers with Embedding Modules
[NO] 315/773 | On subradically sifted sums related to Alladi's higher order duality between prime factors
[NO] 316/773 | Classification Imbalance as Transfer Learning
[NO] 317/773 | Basis-Spline Assisted Coded Computing: Strategies and Error Bounds
[NO] 318/773 | Malcev classification for the variety of left-symmetric algebras
[NO] 319/773 | Fundamental Limits of Multi-User Distributed Computing of Linearly Separable Functions
[NO] 320/773 | Institutional AI: A Governance Framework for Distributional AGI Safety
[NO] 321/773 | Search for sub-GeV dark particles in $η\toπ^0+\rm{invisible}$ decay
[NO] 322/773 | Improving Database Performance by Application-side Transaction Merging
[NO] 323/773 | From aggressive to conservative early stopping in Bayesian group sequential designs
[NO] 324/773 | Searching for Quantum Effects in the Brain: A Bell-Type Test for Nonclassical Latent Representations in Autoencoders
[NO] 325/773 | Adversarial Evasion Attacks on Computer Vision using SHAP Values
[NO] 326/773 | Comparison of viscosity solutions for a class of non-linear PDEs on the space of finite nonnegative measures
[NO] 327/773 | Canceling Effects of Conjunctions Render Higher Order Mean Motion Resonances Weak
[NO] 328/773 | On Zalcman's and Bieberbach conjectures
[NO] 329/773 | From Single to Multi-Agent Reasoning: Advancing GeneGPT for Genomics QA
[NO] 330/773 | Electro-optic frequency comb Doppler thermometry
[NO] 331/773 | Kolmogorov Arnold Networks and Multi-Layer Perceptrons: A Paradigm Shift in Neural Modelling
[NO] 332/773 | SDN-Driven Innovations in MANETs and IoT: A Path to Smarter Networks
[NO] 333/773 | Hybrid Encryption with Certified Deletion in Preprocessing Model
[NO] 334/773 | Diagnosing Generalization Failures in Fine-Tuned LLMs: A Cross-Architectural Study on Phishing Detection
[NO] 335/773 | Some Eigenvalue Inequalities for the Schrödinger Operator on Integer Lattices
[NO] 336/773 | Nested hyperedges promote the onset of collective transitions but suppress explosive behavior
[NO] 337/773 | Reply to "Comment on Nuclear Fusion 66, 016012 (2026) by Richard Fitzpatrick, A Simple Model of Current Ramp-Up and Ramp-Down in Tokamaks" by A.H. Boozer
[NO] 338/773 | Comprehensive parameter and electrochemical dataset for a 1 Ah graphite/LNMO battery cell for physical modelling as a blueprint for data reporting in battery research
[YES] 339/773 | DR-Arena: an Automated Evaluation Framework for Deep Research Agents
[NO] 340/773 | Semiparametric inference for inequality measures under nonignorable nonresponse using callback data
[YES] 341/773 | Model See, Model Do? Exposure-Aware Evaluation of Bug-vs-Fix Preference in Code LLMs
[NO] 342/773 | Optimized readout strategies for neutral atom quantum processors
[NO] 343/773 | Malliavin Calculus for the stochastic Cahn-Hilliard equation driven by fractional noise
[NO] 344/773 | Analysis and Experimental Demonstration of Amplitude Amplification for Combinatorial Optimization
[NO] 345/773 | DeFlow: Decoupling Manifold Modeling and Value Maximization for Offline Policy Extraction
[NO] 346/773 | Charged Simpson-Visser AdS Black Holes: Geodesic Structure and Thermodynamic Properties
[NO] 347/773 | AI Sycophancy: How Users Flag and Respond
[NO] 348/773 | Architectural Classification of XR Workloads: Cross-Layer Archetypes and Implications
[NO] 349/773 | ChartComplete: A Taxonomy-based Inclusive Chart Dataset
[NO] 350/773 | Erasure conversion for singlet-triplet spin qubits enables high-performance shuttling-based quantum error correction
[YES] 351/773 | NSR-Boost: A Neuro-Symbolic Residual Boosting Framework for Industrial Legacy Models
[NO] 352/773 | Alertissimo -- a tool for orchestration of LSST broker streams
[NO] 353/773 | The SpinPulse library for transpilation and noise-accurate simulation of spin qubit quantum computers
[NO] 354/773 | The transformation mechanisms among cuboctahedra, Ino's decahedra and icosahedra structures of magic-size gold nanoclusters
[NO] 355/773 | Spinodal decomposition in filled polymer blends exhibiting upper critical solution temperature behavior
[NO] 356/773 | The eigenvalues and eigenvectors of finite-rank normal perturbations of large rotationally invariant non-Hermitian matrices
[NO] 357/773 | Reinforcement Learning with Multi-Step Lookahead Information Via Adaptive Batching
[YES] 358/773 | LLMdoctor: Token-Level Flow-Guided Preference Optimization for Efficient Test-Time Alignment of Large Language Models
[NO] 359/773 | An effective interactive brain cytoarchitectonic parcellation framework using pretrained foundation model
[NO] 360/773 | A proof of Alexander's conjecture on an inequality of Cassels
[YES] 361/773 | Toward Ultra-Long-Horizon Agentic Science: Cognitive Accumulation for Machine Learning Engineering
[NO] 362/773 | Scale Collapse of Vortices at Porous-Fluid Interfaces
[NO] 363/773 | Multiaccess Coded Caching with Heterogeneous Retrieval Costs
[NO] 364/773 | Handling Missing Modalities in Multimodal Survival Prediction for Non-Small Cell Lung Cancer
[NO] 365/773 | RSA-Bench: Benchmarking Audio Large Models in Real-World Acoustic Scenarios
[NO] 366/773 | Advanced Manufacturing with Renewable and Bio-based Materials: AI/ML workflows and Process Optimization
[NO] 367/773 | Online identification of nonlinear time-varying systems with uncertain information
[NO] 368/773 | Towards Efficient Low-rate Image Compression with Frequency-aware Diffusion Prior Refinement
[NO] 369/773 | Fine-Grained Human Pose Editing Assessment via Layer-Selective MLLMs
[NO] 370/773 | Inverse Learning in $2\times2$ Games: From Synthetic Interactions to Traffic Simulation
[NO] 371/773 | Capillary Slinky: Equilibrium and Dynamics of Droplets in a Soft Spring
[NO] 372/773 | A compact Optical Liquid Argon Facility at Roma Tre
[NO] 373/773 | An Itô Formula via Predictable Projection for Non-Semimartingale Processes
[NO] 374/773 | Joint Bayesian inference of Earth's magnetic field and core surface flow on millennial timescales
[YES] 375/773 | Agent Skills in the Wild: An Empirical Study of Security Vulnerabilities at Scale
[NO] 376/773 | An analytic theory of convolutional neural network inverse problems solvers
[NO] 377/773 | Computer Generation of Disordered Networks with Targeted Structural Properties
[NO] 378/773 | On the characterization of geometric distance-regular graphs
[NO] 379/773 | On the Capacity of Noisy Frequency-based Channels
[NO] 380/773 | SRAW-Attack: Space-Reweighted Adversarial Warping Attack for SAR Target Recognition
[NO] 381/773 | Boundary-Aware NL2SQL: Integrating Reliability through Hybrid Reward and Data Synthesis
[NO] 382/773 | On Force Interactions for Electrodynamics-Like Theories
[NO] 383/773 | Single-Feed Circularly Polarized Super Realized Gain Antenna
[NO] 384/773 | New Upper Bounds on the Ribbonlength of Alternating Links with Bipartite Dual Graphs
[NO] 385/773 | Physics with next generation neutrino experiments: ESSnuSB
[NO] 386/773 | Three-dimensional compact Heterotic solitons with parallel torsion
[NO] 387/773 | Pulse thermal imaging of FUHAO bronze artifact
[NO] 388/773 | XuanJia: A Comprehensive Virtualization-Based Code Obfuscator for Binary Protection
[NO] 389/773 | Controllability score for linear time-invariant systems on an infinite time horizon
[NO] 390/773 | X-SAM: Boosting Sharpness-Aware Minimization with Dominant-Eigenvector Gradient Correction
[NO] 391/773 | Cell Behavior Video Classification Challenge, a benchmark for computer vision methods in time-lapse microscopy
[NO] 392/773 | Attend to what I say: Highlighting relevant content on slides
[NO] 393/773 | Unrefinable Partitions into Distinct Parts and Numerical Semigroups
[NO] 394/773 | STEAMROLLER: A Multi-Agent System for Inclusive Automatic Speech Recognition for People who Stutter
[NO] 395/773 | Introduction to optimization methods for training SciML models
[NO] 396/773 | Power and Control in Complex Networks: A Taxonomy and Critical Review
[NO] 397/773 | Entanglement in $\text{T}\bar{\text{T}}$ and root-$\text{T}\bar{\text{T}}$ deformed AdS$_3$/CFT$_2$
[NO] 398/773 | One Instruction Does Not Fit All: How Well Do Embeddings Align Personas and Instructions in Low-Resource Indian Languages?
[NO] 399/773 | On the average-case complexity of learning states from the circular and Gaussian ensembles
[NO] 400/773 | Model Predictive Control of Thermo-Hydraulic Systems Using Primal Decomposition
[NO] 401/773 | Comprehensive Molecular-level Understanding of MgO Hydration through Computational Chemistry
[NO] 402/773 | Characteristics of drift effects in the quasi-geostrophic equation arising from nonlinear symmetry
[NO] 403/773 | Discrete versus continuous -- lattice models and their exact continuous counterparts
[NO] 404/773 | HyMGP: A Customized MILP-Based Tool for Techno-Economic Planning of Islanded Microgrids
[NO] 405/773 | What Gets Activated: Uncovering Domain and Driver Experts in MoE Language Models
[YES] 406/773 | ToolSafe: Enhancing Tool Invocation Safety of LLM-based agents via Proactive Step-level Guardrail and Feedback
[NO] 407/773 | Fluctuation-induced quenching of chaos in quantum optics
[NO] 408/773 | Understanding and Preserving Safety in Fine-Tuned LLMs
[NO] 409/773 | Density of States of Ru3 and Pt3 Clusters Supported on Sputter-Deposited TiO2
[NO] 410/773 | VQ-Seg: Vector-Quantized Token Perturbation for Semi-Supervised Medical Image Segmentation
