[2026-09-18 23:54:09] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-17
正在获取论文...
[arXiv] 2026-09-17 | Converging Naming Styles, Persistent Network Locality: GitHub in the LLM Era
[NO] 1184/2000 | Decentralized Machine Learning for Healthcare: Survey on Disease Prognosis and Secure Communication Frameworks
[NO] 1185/2000 | Warehouse Management Optimization Using a Multi-Objective Slotting Approach for Sustainable Operations
[NO] 1186/2000 | Three-Dimensional Crosslinked PEG-Based Composite Phase Change Material for Enhanced Thermal Management in Electronic Packaging
[NO] 1187/2000 | Computationally Driven Scheduling and Intervention Optimization for Smart Classrooms Using Causal Inference (CI) and Knowledge Graph Fusion (KGF)
[NO] 1188/2000 | Green Generative Artificial Intelligence Driven Sustainable Engineering for Industry 4.0: Architectures, Applications, and Environmental Impact Assessment
[NO] 1189/2000 | Automatic Built-Up Area Extraction Using Machine Learning Models in Google Earth Engine for Urban Growth Analysis
[NO] 1190/2000 | Tunable Kirigami Condensers for Atmospheric Water Generation
[NO] 1191/2000 | Innovative Vehicle Location Tracking and Traffic Analysis using Aerial Imagery Combined with Finite Basis Physics-Informed Neural Networks for Enhanced Urban Traffic Management
[NO] 1192/2000 | Reliability Simulation Analysis of Voltage Reference Chip Under Thermal Cycling Loads
[NO] 1193/2000 | Multi-LLM Ensemble Framework for Quality Assurance in AI-Generated Content: A Design Science Approach
[NO] 1194/2000 | CardioSmart Analyzer: A Machine-Learning-based ECG Diagnostic System for Early Detection and Interpretation of Cardiovascular Disease
[NO] 1195/2000 | An IoT and Time Series Forecasting Model for Sustainable Food Inventory Management
[NO] 1196/2000 | The Effect of Artificial Intelligence on Climate and Environmental Education in UAE Schools
[NO] 1197/2000 | High-Temperature Reliability Characterization and Aging Verification of Silver Sintered Bodies Based on Resistivity-Temperature Response
[NO] 1198/2000 | Explainable AI for Fetal Health Classification Using Cardiotocography and Ultrasound
[NO] 1199/2000 | Self-Supervised Transformer Model for Intelligent Predictive Disaster Risk Maintenance Through Early Alerts
[NO] 1200/2000 | Interfacial Evolution and Electromigration Behavior of Cu–Ni–Cu–Sn Microbumps for Long-term Power Delivery in 3D IC Advanced Packaging
[NO] 1201/2000 | Microstructure and Properties of Carbon/Cu Composites for Thermal Management Applications
[NO] 1202/2000 | Research on PCB Thermal Simulation Model Optimization Based on Parameter Correlation Analysis
[NO] 1203/2000 | Simulation of Laser-Textured Microstructure-Assisted Grinding of Silicon Carbide
[NO] 1204/2000 | Chip-level Silicon Vapor Chamber with MEMS Micropillar Wick for Hotspot Cooling and g-Robust Operation
[NO] 1205/2000 | Designing Sustainable Logistics Systems: Key Factors, Challenges, and Future Directions
[NO] 1206/2000 | Multi-Metric Weighted Ensemble Method for Train Delay Prediction
[NO] 1207/2000 | Industrial Automation Using Internet of Things: A Vision for Smart Industry
[NO] 1208/2000 | Feedback-Optimized SLM Multifocus Arrays for Parallel Laser Microfabrication
[NO] 1209/2000 | Explainable AI for Smart Agriculture: Advances in Field Monitoring, Disease Detection, and Precision Resource Management
[NO] 1210/2000 | Study on the Influence of Different Censored Data Processing Methods on Solder Joint Thermal Fatigue Life Prediction Results
[NO] 1211/2000 | QSAR for Vitamin D Receptor Ligands Prediction Through Machine Learning
[NO] 1212/2000 | Assessment and Prioritization of Green Airport Strategies at Bandaranaike International Airport
[NO] 1213/2000 | Implementation of Bidirectional Converter Fed SRM Drive in a Grid-Tied PV Water Pumping System for Agricultural Applications
[NO] 1214/2000 | Multi-Field Coupled Simulation for Interposer in 2.5D Packaging Considering Field-to-Field Mapping Errors
[NO] 1215/2000 | Investigation of the failure mechanism for delamination in conductive adhesive induced by protective adhesive layer based on simulation and verification
[NO] 1216/2000 | Signal Integrity Characterization of Ultra-Fine Line RDL Interposer via Design, Simulation and Measurement
[NO] 1217/2000 | Beyond the Motion-Lab: Low-Cost Fatigue Monitoring in Cycling via Deep Learning
[NO] 1218/2000 | When Prices Double in a Week: Forecasting of Agricultural Volatility in Import-Isolated Markets
[NO] 1219/2000 | Comparative Analysis of Thresholding Strategies for Contextual Anomaly Detection in Complex Logistics Delivery Processes
[NO] 1220/2000 | Federated Learning-Based Privacy-Preserving Deepfake Detection Using Attention-Enhanced Convolutional Neural Networks
[NO] 1221/2000 | Modulation of Dielectric Properties in Barium Titanate/Epoxy Composites Modified with Different Molecular Architectures
[NO] 1222/2000 | The Study on interfacial reaction of SnBiIn low melting point solder on various substrates
[NO] 1223/2000 | Retreatment of Aged Mineral Oil for Power Transformer Applications
[NO] 1224/2000 | Precise Failure Localization of Integrated Circuits Based on Combined Analysis of EMMI, Mechanical Grinding, and FIB
[NO] 1225/2000 | A Fully Integrated, Bidirectional, Isolated DC–DC Converter With Distributed 5-Level Driver and Multi-Winding Transformer
[YES] 1226/2000 | DIFCVerilog: Decoupling Capabilities and Taints for Fine-Grained Information Flow in Hardware
[NO] 1227/2000 | Fully Dielectric Complex-Weighted Transmit-Reflect-Array Design with a Longitudinally Inhomogeneous Permittivity Profile
[NO] 1228/2000 | Unveiling the Backdoor’s Suppression Effect for Backdoor Defence
[NO] 1229/2000 | Multi-Granularity Text-Guided Semantic Alignment for Visible-Infrared Person Re-Identification
[NO] 1230/2000 | Parametric Noise Coherence Matrix Estimation Through Neural SNR Regression for MVDR Beamforming
[NO] 1231/2000 | Two-Stage Robust Optimization of PV-ESS Capacity Configuration and Operation for Electric Heavy-Duty Truck Energy Replenishment Stations Considering Source-Load Uncertainties
[NO] 1232/2000 | Zone-Adaptive Stacking Ensemble with Spectral-Texture Feature Fusion for Chlorophyll-A Retrieval in Chilika Lake Using Sentinel-2 Imagery
[NO] 1233/2000 | Secrets That Survive Everything: Runtime Credential Exposure in Production Web Applications
[NO] 1234/2000 | A Glass/Silicone-Rubber Vertical Contact–Separation Triboelectric Sensor for Self-Powered Vibration Monitoring: Multiphysics Modeling and Frequency Response
[NO] 1235/2000 | Hierarchical Alignment and Differentiated Prototype Aggregation for Heterogeneous Federated Learning in Industrial Internet of Things_supp1-3725687.pdf
[NO] 1236/2000 | Multi-Model Fusion for Anomaly Detection_supp1-3733759.pdf
[NO] 1237/2000 | Efficient Reconstruction of Masked Image Embeddings for Region-Specific Satellite Image Retrieval
[NO] 1238/2000 | Edge-Accelerated Cooperative Sensing over CAV Networks: A Transformer-Based RL Approach
[NO] 1239/2000 | EM-Aided AMP for Sparse Channel Recovery and Ranging in Nakagami-m Fading
[NO] 1240/2000 | Cover Page
[NO] 1241/2000 | Photovoltaic Anomaly Detection in Electroluminescence Images Using a Transformer-Enhanced YOLO Algorithm
[NO] 1242/2000 | Higher-Order Newton-Like Methods for Power Flow Calculation in Hybrid AC/DC Power Systems
[NO] 1243/2000 | A Short-Term Power Load Forecasting Model for Traditional Power Plants Based on Ceemdan-BiLSTM-Attention
[NO] 1244/2000 | Workshop on Redefining the Relationship Between Human Operator and Driver Monitoring System (DMS): From Passive Safety to Active Partnerships
[NO] 1245/2000 | A Staged Workflow for Driver Glance and Hand-State Annotation
[NO] 1246/2000 | Multi-head Attention and SpatioTemporal network for Protein Complex
[NO] 1247/2000 | ECG-QRFGAN: A Quantum Residual Forest Generative Adversarial Network for Electrocardiogram Synthesis
[NO] 1248/2000 | Interpretable Machine Learning for Identifying Influencing Factors and Causal Mechanisms of Diabetes Based on SHAP and Transfer Entropy
[NO] 1249/2000 | Temporal Decision Optimization of NIPT Detection Based on Multi-model Collaboration: BMI and Gestational Age Driven
[NO] 1250/2000 | A Deep-VMamba: A State Space Model for Coronary Artery Segmentation in X-ray Angiography
[NO] 1251/2000 | Multimodel Data-based Parkinson’s Disease Prediction with Severity Level Identification using EAA-CNN Approach
[NO] 1252/2000 | Benchmarking DeiT-III Small for Groundnut Leaf Disease Classification Under Leakage-Safe Evaluation
[NO] 1253/2000 | DeepGuard: Deepfake Face Detection Using Densenet-Based Feature Extraction
[NO] 1254/2000 | Smart Antenna Array Design for Digital Learning Environments Supporting Quality Education
[NO] 1255/2000 | Driver Alertness Monitoring and Detection Using Vision IoT and Machine Learning
[NO] 1256/2000 | Sustainable Autonomous Driving: A Deep Convolutional Network for Real-Time Environmental Perception in Smart Cities
[NO] 1257/2000 | Development and Performance Assessment of a Meander-Line Microstrip Antenna for Dual-Band IoT Applications
[NO] 1258/2000 | Edge-AI based Real-Time Bearing Fault Diagnosis for Industrial Actuators using Lightweight Machine Learning Framework
[NO] 1259/2000 | Performance Analysis of Channel Decomposition Methods for IRS-Aided mmWave Massive MIMO Systems Under Structured Propagation Environments
[NO] 1260/2000 | Modified Variational Approach with Transferring Coefficients for Analysis of Linear Magnetic Circuits
[NO] 1261/2000 | A Hybrid Preprocessing Framework for High-Fidelity Dental X-Ray Image Enhancement Through Advanced Denoising and Adaptive Contrast Optimization
[NO] 1262/2000 | A Lightweight Spatial–Frequency Fusion Framework with Self-Supervised Learning for Image Forgery Detection and Localization
[NO] 1263/2000 | SafeStreets: Deep Learning-Based Real-Time Traffic Violation Detection System
[NO] 1264/2000 | Review for "A Structure-Adaptive Dual-Scale Cascaded Approach to InSAR Phase Unwrapping Based on Local Fringe Frequency Estimation"
[NO] 1265/2000 | Joint Power Control and Retransmission Design for Minimizing Average AoI in HARQ-Based Cell-Free Massive MIMO System
[NO] 1266/2000 | A 0.0047-mm
                    <sup>2</sup>
                    , 5.3-nW Subthreshold-Current-Based CMOS Temperature Sensor Employing Dual-Time-Window Sampling From −40°C to 100°C
[NO] 1267/2000 | Research on Autonomous Ground Vehicle Path Planning in Unstructured Environments
[NO] 1268/2000 | Battery-Free and Gateway-Free Cellular IoT Water Leak Detection System
[NO] 1269/2000 | Learning Trajectory-Attractor Dynamical Systems on $\text{SE}(3)$ With Conditional Diffeomorphisms
[NO] 1270/2000 | HC-GPUCB: Hybrid Concentration-Aware Gaussian Process Upper Confidence Bound for Bayesian Optimization with Tight Regret Guarantees
[NO] 1271/2000 | SPAR-EEG: Selective Pass-Wise Artifact Reduction for Wearable Single-Channel EEG Denoising_supp1-3734253.pdf
[NO] 1272/2000 | Drawing Predictability and Legibility Toward Human-Robot Collaborative Calligraphy_supp1-3734890.mp4
[NO] 1273/2000 | SC-DRA: Smart Contract-based Data Rights Agreement Scheme for Personal Data Processing under GDPR
[NO] 1274/2000 | A Modular Untethered Payload-Carrying Walking Robot Powered by Electrical Linear Soft Actuators
[NO] 1275/2000 | Securing Autonomous Large Language Model Agents: Lessons From OpenClaw
[NO] 1276/2000 | PointSenseNet: A Hierarchical Point-Cloud-Based Reconstruction Framework with Application to Localized Inverse Electrocardiographic Mapping
[NO] 1277/2000 | SARL: A Scalable Attribute-Informed Representation Learning Framework for Bipartite Graphs
[NO] 1278/2000 | Contact Pressure-based Modeling and Experimental Force Characterization of Twisted Elastic Actuators (TEAs)
[NO] 1279/2000 | StyleSmith: A Signature Style Transfer Framework with Parametric and Temporal Attention
[NO] 1280/2000 | LST-A2C: A Surface Radiation Balance–Constrained Analytical Framework for All-Sky Land Surface Temperature Reconstruction
[NO] 1281/2000 | Multi-Step Natural Language Instruction Understanding and Generation of Small Language Models in UAV Control
[NO] 1282/2000 | Research on Computer-Fitted Calculation Formulas for Blended Coal in Coal-Fired Power Plants
[NO] 1283/2000 | Bibliometric Analysis of Research Status and Hotspot Trends of Optical Nanosensors Based on CiteSpace and VOSviewer
[NO] 1284/2000 | A Multi-Sensor UAV Inspection Framework for Bridge Infrastructure: 3D Path Planning and Multi-Modal Defect Detection
[NO] 1285/2000 | Event Classification Network Based on Audio-visual Modal Information Fusion
[YES] 1286/2000 | MCFS: LLM Reasoning Method Based on Multi-Level Constraints and Multi-Source Fusion Beam Search
[NO] 1287/2000 | Can Software-based Transport Perform Like RDMA?
[NO] 1288/2000 | Process Optimization and Reliability Assessment of Indium-Based Solid-State Bonding for Superconducting Quantum Chip Interconnections
[NO] 1289/2000 | An IoT-Based Offline Emergency Alert System for Personal Safety with Automated Distress Detection
[NO] 1290/2000 | 3D On-chip Integrated Capacitors with Self-inductance Cancellation for Wideband RF Application
[NO] 1291/2000 | A Highly Efficient Cross-Matching Scheme Using Learned Index Structure
[NO] 1292/2000 | An Advanced Framework for the Early Detection of Neurodegenerative Disorders Using a Latent Encoder Coupled Generative Adversarial Network Optimized
[NO] 1293/2000 | Beyond Heuristics: Parameter Identification of the METANET Traffic Model via Differentiable Programming
[NO] 1294/2000 | OLS, RF and SVM Regressor Models for Temporal Change Detection: A SAR Data-Based Exploratory Study
[NO] 1295/2000 | A Variational Quantum Neural Network Framework for Learning Asymmetric Patterns and Anomaly Detection in High-Frequency Financial and Economic Systems
[NO] 1296/2000 | Global Predefined-Time Neural Network-Based Performance Control for UAV Safe Formation With Input Saturation and Disturbance Estimation
[NO] 1297/2000 | The Effect of Solder Die Attach Voids on the Junction-to-case Thermal Resistance of MOSFET Packages
[NO] 1298/2000 | XRoadNet: An Explainable Multi-Scale YOLOv11-Attention Fusion Framework for Real-Time Road Damage Detection and Severity Assessment
[NO] 1299/2000 | Deep Learning Based End-to-End Nonlinear Space-Time Adaptive Processing
[NO] 1300/2000 | Personalized Federated Learning with Transparent Inter-client Contribution_supp1-3731148.pdf
[NO] 1301/2000 | Process-Aware Feature Decomposition-Based Incipient Fault Detection in Industrial Processes
[NO] 1302/2000 | CareLink: An AI-Driven Integrated Healthcare-HR Platform for Coordinated Management of Learning Disorders and Workplace Support
[NO] 1303/2000 | LMSpell: Spell Correction with Pre-Trained Language Models
[NO] 1304/2000 | One-Pot Aqueous-Synthesized Submicron Cu Particles Enabling Air-Sinterable Paste for Wide-Bandgap Die Attachment
[NO] 1305/2000 | CAPTR: A Context-Aware Personalized Travel Place Recommendation System Using Heterogeneous Graph Transformers
[NO] 1306/2000 | An Examination of the Effect of Enduro Motor Service Strategy Implementation and Service Quality on Customer Satisfaction and Loyalty: A Case Study of Pertamina in Timor Leste
[NO] 1307/2000 | Dynamic Spatiotemporal Graph Neural Networks for Modeling the Propagation of Nosocomial Infections and Antimicrobial Resistance in Hospital Contact Networks
[NO] 1308/2000 | Transient thermal–mechanical coupling simulation of IC product resistance soldering and its influence on the fatigue life of the wire bond during temperature cycling test
[NO] 1309/2000 | Quantum Reinforcement Learning Agent for Adaptive Firewall Rule Optimization Under Dynamic Attacks
[NO] 1310/2000 | Explainable AI-Based Employee Attrition Prediction and Workforce Analytics System
[NO] 1311/2000 | Effects of Different Underfilling Methods on the Reliability of CBGA Packages
[NO] 1312/2000 | Prospects and Challenges of Agroforestry on Oil Palm Plantation
[NO] 1313/2000 | Assessment and Optimal Operation Strategy for Voltage Support Capability in Power Systems Dominated by Renewable Energy
[NO] 1314/2000 | UTU-House Dataset: transfer learning with augmentation for Indonesian socioeconomic house classification
[NO] 1315/2000 | Adaptive Feature Optimization for Machine Learning-Based Malware Family Classification
[NO] 1316/2000 | A Data-Driven Framework for Classification and Retrieval of Inorganic Materials Synthesis Recipes
[NO] 1317/2000 | Evaluating Quantum Machine Learning Models for Patient Flow, Energy Demand Estimation, and Predictive Maintenance
[NO] 1318/2000 | DiffSSR+: Optimized Progressive Diffusion with Stereo- Consistent Sampling for Stereo Super-Resolution_supp1-3730265.pdf
[NO] 1319/2000 | Model Predictive Control for Grid-Forming VSG Dual-Machine Parallel Systems Based on Online RBF Parameter Identification
[NO] 1320/2000 | An Automated Framework for Pose-Sequence Analysis of Spontaneous Movements in Preterm Infants
[NO] 1321/2000 | DDPG-Enabled Accumulate-Then-Transmit Protocol for Interference-Assisted D2D-WPC Network Under Imperfect CSI
[NO] 1322/2000 | PARMA: A Pose-Aware Risk Mitigation Approach for End-Effector Execution in Vision-Language-Action Models_supp1-3734926.mp4
[NO] 1323/2000 | Attention-Augmented YOLO with Statistical Validation for Robust Multi-Class Solid Waste Detection
[NO] 1324/2000 | Binary and Multi-Label Ocular Disease Detection from Retinal Fundus Images Using Mobilenetv2 and Resnet50 with Grad-CAM Interpretability and Clinical Web Deployment
[NO] 1325/2000 | A Multimodal Earth Digital Twin Framework with Causal AI for Autonomous Climate Intervention Planning
[NO] 1326/2000 | Local Geometric Optimization of Top Microchannel Cold Plates for 2.5D GPU Systems
[NO] 1327/2000 | SAVE-ME: Sparsity-Aware Variable Ensemble and Model Explanation for Data Analysis in Healthcare and Life Sciences
[NO] 1328/2000 | A Graph Neural Network (GNN) for Genomic Data Modeling to Predict Antidepressant Drug Efficacy Among MDD Patients
[NO] 1329/2000 | CdSe/ZnS QD Color Converter Photoaging Under High-Brightness 450/460 nm: KWW Kinetics
[NO] 1330/2000 | Control of Pedestrian Force Manipulation in Electric Vehicles Using Road Gradient Resistance Isolation Without Exteroceptive Sensors
[NO] 1331/2000 | Generalization of Trajectories and Variable Impedance Control via Human Skill Learning for Robotic Assembly
[NO] 1332/2000 | A Two-Stage Robust Optimization Approach for Microgrid Dispatch with Demand Response
[NO] 1333/2000 | SHAP-based study: XAI Guided Optimisation of Spatial-Temporal Bio-Neuro Marker EEG for Depression Classification
[NO] 1334/2000 | Corrections to “Evaluation of Sustainable Potential Bearing Capacity of Tourism Environment Under Uncertainty: A Multiphase Intuitionistic Fuzzy EDAS Technique Based on Hamming Distance and Logarithmic Distance Measures”
[NO] 1335/2000 | Anti-Oscillation Global MPPT Method for Microinverters Based on Reward-Reshaped DDQN
[NO] 1336/2000 | Enso-Modulated Cyclone Ecological Responses in Chilika Lake: A SHAP, Isolation Forest, and Causal Discovery Approach Using Multi-Sensor Remote Sensing
[NO] 1337/2000 | SAMNet: Recognition and Mitigation of Interference Signals
[NO] 1338/2000 | From Laboratory to Field Scale: Performance of Cement–RHA Stabilised DSM Columns in Peat
[NO] 1339/2000 | Multi-Agent Reinforcement Learning for Dynamic Satellite Constellation Management
[NO] 1340/2000 | Water-Repellent Performance of a Natural Oil-Based Wood Coating Using Dehydrated Castor Oil and Beeswax
[NO] 1341/2000 | Towards Accessible Legal AI: A Hierarchical Transformer-Based Approach for Summarizing Long Indian Legal and Policy Documents
[NO] 1342/2000 | Study on the Mechanism of Void-Free Nano-Through Silicon Via(TSV) Filling
[NO] 1343/2000 | GASZO: Geometry-Aware Subspace Zero-Order Optimization
[NO] 1344/2000 | MQTCyber: An Explainable Stacked Ensemble Framework for Intrusion Detection in MQTT-Based IoT Networks
[NO] 1345/2000 | 2026 IEEE 14th Sensor Array and Multichannel Signal Processing Workshop (SAM)
[NO] 1346/2000 | Embedded Chip Packaging (ECP) Solution for an Ultra-Compact Real-Time Clock (RTC) with Built-in Crystal
[NO] 1347/2000 | Synergistic Additive Formulation and Electrochemical Analysis for Copper Grain Refinement in Advanced Semiconductor Packaging
[NO] 1348/2000 | A Fuzzy-Evolutionary Decision Support System for Agricultural Farming Under Uncertainties
[NO] 1349/2000 | A Novel Hermetic 3D Stacked Packaging Structure Based on Kovar-Pillar Arrays for Spaceborne Electronics
[NO] 1350/2000 | Phosphor-converted white LD with high luminous efficacy through sapphire lens based PiGF
[NO] 1351/2000 | Design of N77 Band IPD Filter Based on Silicon Carbide Substrate
[NO] 1352/2000 | Path Weavers: Making Road Infrastructure Legible for an Autonomous Future Through Gamified Immersion in a CAVE Installation
[NO] 1353/2000 | Student Research Track: How Distance Display Designs Influence Driver Attention in Forward Collision Warnings: An Eye-Tracking Study
[NO] 1354/2000 | Love In Traffic: Physical and Digital Design Against Consensual Sexual Activity Inside Public and Shared Automated Vehicles
[NO] 1355/2000 | Zeineb Sassi
[NO] 1356/2000 | A Multilocomotion Tensegrity Mobile Robot With Discrete Nodes_supp1-3727762.mp4
[NO] 1357/2000 | HC-GPUCB: Hybrid Concentration-Aware Gaussian Process Upper Confidence Bound for Bayesian Optimization with Tight Regret Guarantees_supp1-3734017.pdf
[NO] 1358/2000 | Physics-Guided Conditional Diffusion Model for Cross-Condition SOH Degradation Data Generation of Lithium-Ion Batteries_supp1-3734367.pdf
[NO] 1359/2000 | ICESC 2026 TOC
[NO] 1360/2000 | Hierarchical Knowledge Distillation with Missing-Aware Attention for Incomplete Multimodal Brain Tumor Segmentation
[NO] 1361/2000 | The Role of Task Frequency and Complexity in Remote Assistance for Highly Automated Vehicles: Assessing Mental Load based on Eyetracking and Physiology
[NO] 1362/2000 | IDSS 2026 Copyrights Page
[YES] 1363/2000 | Guiding AI to Fix Its Own Flaws: An Empirical Study on LLM-Driven Secure Code Generation
[NO] 1364/2000 | Too Fast Blocks, Too Furious Adjustments: The Satoshi Drift Level-Out
[NO] 1365/2000 | MedFusion-AttnBioGPT: An Explainable Multimodal Vision-Language Model for Brain MRI Radiology Report Generation
[NO] 1366/2000 | AHP-Based Design Research on Smart Fitness Monitoring Devices
[NO] 1367/2000 | Proceedings of the 2026 6th International Conference on Biomedicine and Bioinformatics Engineering
[NO] 1368/2000 | CURE: Causal Unified Representation Enhancement for Deconfounded Biostatistical Learning from Heterogeneous Clinical-Molecular Data
[NO] 1369/2000 | Interactive Virtual Restoration of Cultural Artifacts: A Method Based on Lightweight Multi-Scale Attention Networks in Mixed Reality
[NO] 1370/2000 | Multi-Scale Graph Neural Networks for Telecom Traffic Prediction in Smart Communication Networks
[NO] 1371/2000 | A Real-Time Graph Neural Network Simulation Model for Blast Damage in Sandy Soil
[NO] 1372/2000 | Research on Stability Assessment of Transmission Tower Foundation Based on Fuzzy Clustering and Decision Tree
[NO] 1373/2000 | MBAGFN: A Federated Graph Neural Network for Recommendation via Multidimensional Bipolar Attention
[NO] 1374/2000 | Temporally-Weighted ConvLSTM for Radar-Based Precipitation Nowcasting
[NO] 1375/2000 | Elevation-Dependent Response Mechanism of Snow Cover Phenology to Climate Change in the Altai Mountains
[NO] 1376/2000 | Analytical Modeling and Experimental Evaluation of GNSS-Driven Semantic IoT using Android Smartphones
[NO] 1377/2000 | Anomaly-Based Detection of Insider Threats Using Network Traffic Behaviour
[NO] 1378/2000 | A Dual-Modality Framework Fusing Wearable Physiological Signals and Platform Behavioral Logs for Fatigue and Burnout Risk Estimation in On-Demand Delivery Work
[NO] 1379/2000 | Adaptive UAV-Assisted Wireless Sensor Networks for Precision Agriculture using Reinforcement Learning and AOI-Aware Scheduling
[NO] 1380/2000 | A Generalized Net Model for Predictive Risk Management of Oil Spills and Diffuse Pollution in the Danube-Black Sea Region
[NO] 1381/2000 | Cloud-Assisted Smart Agriculture System using IoT Sensors And Python-Driven Machine Learning for Crop Yield Optimization and Soil Health Prediction
[NO] 1382/2000 | Deep Reinforcement Learning-based Intelligent Waste Collection and Route Optimization Framework for Sustainable Cities
[NO] 1383/2000 | Secure Boolean-Integrated BLAKE3 Hashing for Image-Chain Systems
[NO] 1384/2000 | Stable Subgrid Technique and GPU Accelerations in Non-Standard Finite-Difference Time-Domain (NSFDTD) Method – Progress and Future Outlook –
[NO] 1385/2000 | CardioXAI: An Explainable Multi-Scale Contrastive Attention Autoencoder for Unsupervised Arrhythmia Detection from ECG Signals
[NO] 1386/2000 | Performance Comparison of Dual and Triple-Layer Split-Patch Antennas with Reflector at 5.9 GHz
[NO] 1387/2000 | Real-Time Intelligent Traffic Congestion Prediction and Management using Machine Learning
[NO] 1388/2000 | ForgeVisionAI: An Intelligent Embedded Vision Framework for Real-Time Industrial Safety Monitoring and Smart Automation
[NO] 1389/2000 | Mesh Density Optimization of Coaxial Magnetic Gear
[NO] 1390/2000 | Data Spaces - Public Sector Implementation of Sovereign Data Collaboration
[NO] 1391/2000 | Asymptotic Series for non-principal branches of the Lambert W function
[NO] 1392/2000 | Research on the Evaluation System of Head-Up Display Based on Driver's Usage Experience
[NO] 1393/2000 | TUMBLER: Long-term Practical Provenance-based Intrusion Detection System via Hybrid Ensemble Learning
[NO] 1394/2000 | Predicting Public Energy Consumption in Ultra-Low Energy Consumption Buildings Using Small Sample Data in the Absence of Architectural Drawings
[NO] 1395/2000 | A Parallel Magnitude-Phase Spectra Estimation Model for Binaural Speech Enhancement With Spatial Cue Preservation
[NO] 1396/2000 | Ergodic Secrecy Rate of Movable Antenna-Aided MIMOME Systems with Statistical ECSI
[NO] 1397/2000 | Analysis of High-Voltage Power Electronics for Harsh Space Environment
[NO] 1398/2000 | Variational Diffusion-Assisted Time-Frequency Interference Mitigation
[NO] 1399/2000 | ARGD-MoS: Adaptive Riemannian Gradient Descent with Mixture-of-Subspaces Modeling for Sonar Small Target Detection
[NO] 1400/2000 | Copper Nano-Sintering Paste for Die Attach and Via Filling Based on a Self-Assembly Mechanism
[NO] 1401/2000 | Explainable AI for Smart Agriculture: Interpretable Agronomic Prediction and Decision Support in Rwanda
[NO] 1402/2000 | Assessing the Impact of AI Adoption and Intellectual Property Strength on Firm Performance: Evidence from Bangladeshi Software Companies
[NO] 1403/2000 | Hybrid LSTM-GNN-Driven Blockchain Framework for Secure IoT Device Authentication and Predictive Data Intelligence
[NO] 1404/2000 | Self-Calibrating Hybrid Bayesian-Deep Learning Framework for Long-Horizon Climate Risk Prediction in Renewable Energy Infrastructure
[NO] 1405/2000 | Driftless pH detection in polymersomes via responsive peptides
[NO] 1406/2000 | Explainable Multimodal Depression Detection via Cross-Platform Transformer Fusion
[NO] 1407/2000 | RAG-Based Emotion-Aware Conversational Agent with Multilevel Sentiment and Pragmatic Contextual Analysis
[NO] 1408/2000 | Golden Hour Divide: Trauma Care Accessibility and Resource Vulnerability in Sri Lanka
[NO] 1409/2000 | An Integrated Immersive Sustainable Urban Planning Simulator With Virtual Reality
[NO] 1410/2000 | An Integrated Blockchain and Zero-Trust Security Framework for Distributed Network Protection
[NO] 1411/2000 | Drone-Based Hyperspectral Imaging Combined with Machine Learning for Chlorophyll Estimation in Wheat
[NO] 1412/2000 | Shape Estimation to Control: A Digital Rehearsal Framework for Deformable Purse-Seine Net Shooting
[NO] 1413/2000 | A Review of AI-Based Load Estimation and Predictive Outage Analysis Integrated with SCADA in Smart Power Systems
[NO] 1414/2000 | A Grover's Algorithm-Driven Quantum Intelligence Framework for Sustainable DNA Clinical Trial Optimization and Precision Medicine
[NO] 1415/2000 | Hierarchical Transformer Architectures with Multi-Level Clinical Attention for Comprehensive Disease Analysis in Radiological Imaging
[NO] 1416/2000 | Development of an Innovative Interlocking Plastic "Bottle-Brick" for Sustainable Partition Wall Construction
[NO] 1417/2000 | Occlusion-Aware GCN-Transformer Framework for Robust Skeleton-Based Human Activity Recognition
[NO] 1418/2000 | Performance Analysis and Classification of Transmission Line Faults Using Machine Learning Algorithms
[NO] 1419/2000 | Anti-Gravity Walking by a Flying Humanoid Robot Via Thrust-Rate Input Whole-Body Model Predictive Control
[NO] 1420/2000 | DIFF-MF: A Difference-Driven Channel-Spatial State Space Model for Multimodal Image Fusion
[NO] 1421/2000 | Dynamic Node Selection for Direct Target Tracking Based on Semidefinite Programming
[NO] 1422/2000 | Enhancing Thermal Band Spatial Resolution by Integrating Optical and Thermal Data
[NO] 1423/2000 | Comparative Techno-Economic Feasibility Analysis of Solar Thermal Collectors for Domestic Hot Water Integration in Munitibar, Basque Country, Spain
[NO] 1424/2000 | SalAngaBhava: A Sinhala Market Dataset for Aspect-based Sentiment Analysis
[NO] 1425/2000 | Investigation of the deposition mechanism of Ta barrier layer atoms on the amorphous SiO
                    <sub>2</sub>
                    substrate from the atomic perspective
[NO] 1426/2000 | AI-Driven Ensemble Learning Framework for Predicting Sustainable Organizational Performance
[NO] 1427/2000 | Quality-Governed Deep Learning Network for Brain Tumor MRI Segmentation
[NO] 1428/2000 | High-Accuracy Temperature Sensors via Batch-Fabricated MEMS-CMOS Integration with Adaptive Compensation
[NO] 1429/2000 | A Wideband Terahertz Polarization-Reconfigurable Antenna with Low-Profile Metallic Polarizers
[NO] 1430/2000 | Multi-Feature Selection Approach for Potato Acreage Estimation in Biswanath District of Assam
[NO] 1431/2000 | Robotic Cell Contents Extraction in Biological Tissues Based on Cell Membrane Capacitance Variation_supp1-3734874.mp4
