[2026-02-14 09:19:06] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-13
正在获取论文...
[ACM] 2026-2-13 | Gender Differences in Class Participation in Online versus In-Person Core CS Courses
[NO] 552/1000 | WCNIoT 2025 TOC
[NO] 553/1000 | Joint Optimization of Federated Continual Learning and Inference in IoT Towards Intelligence: A Multi-Objective SAC with Hybrid Action Space
[NO] 554/1000 | IEEE Transactions on Computational Social Systems Publication Information
[NO] 555/1000 | Task-Oriented Integrated Sensing and Communication for Multidevice Cooperative Motion Recognition
[NO] 556/1000 | Miniaturized Si₃N₄ Resonator with a High Polarization Extinction Ratio and Quality Factor for Improving the Sensitivity of Resonant Integrated Optical Gyroscope
[NO] 557/1000 | Terahertz Waveguide Probe Loaded with Complementary Split-Ring Resonator for Crack Detection in Metallic Surface
[NO] 558/1000 | When a Man-in-the-Middle tries crashing the live stream party, the C2PA bouncer steps in
[NO] 559/1000 | Removing Browser Multimedia Format Limitations through Standardized Filter Pipelines
[NO] 560/1000 | A Comprehensive Review of Deep Learning Approaches for Proactive Pneumonia Detection using Chest Radiographs
[NO] 561/1000 | Using Machine Learning to Detect Deepfake Videos on Social Sites
[NO] 562/1000 | Privacy-Aware Federated Learning Framework for Secure and Efficient Smart City Services
[NO] 563/1000 | Artificial Intelligence in Ear Disease Detection and Classification: Current Trends and Future Prospects
[YES] 564/1000 | State Transition Graph-Based Pipelined Sequential Multiplier
[NO] 565/1000 | Integrating Baudot Encoding and Chaotic Maps with Symmetric Cryptography
[NO] 566/1000 | Quantum Tensor Network Neural Architecture: Exploiting Partially Symmetric Tensors in Quantum-Limited Neural Networks
[NO] 567/1000 | Comparative Study of Multi-Objective Evolutionary Algorithms for Constrained Financial Portfolio Optimization
[NO] 568/1000 | Optimizing Cloud Resource Allocation using Reinforcement Learning
[NO] 569/1000 | Near-Resonant Frequency Detection of LLC Converters Based on Quality Factor Design
[NO] 570/1000 | A Comprehensive Study on Plant Disease Detection using Deep Learning Models
[NO] 571/1000 | A Smart IoT based Home Automation System for Controlling and Monitoring Home Appliances and Security
[NO] 572/1000 | Synthetic Data for Health Risk Prediction: An Evaluation using Machine Learning
[NO] 573/1000 | Post-Graduation Admission Prediction using Deep Belief Networks and Active Voting Method
[NO] 574/1000 | Drone Quidditch: Aerial Manipulation and Human–Robot Collaboration in a Novel Drone
[YES] 575/1000 | PromptFixer: An AI-based System for Improving and Structuring User Prompts for Language Model
[NO] 576/1000 | Hybrid Metaheuristic Feature Selection for Microring Resonator Gas Sensing in Consumer IoT
[NO] 577/1000 | Design and Performance Analysis of a Single Inductor Continuous Input Current Buck-Boost Converter for Photovoltaic Applications
[NO] 578/1000 | Recent Trends in Alzheimer’s Disease Detection using Deep Learning Models
[NO] 579/1000 | Improving EV Charger Resiliency for MW Charging Systems
[NO] 580/1000 | Cityscape AI: Smart Resilient City Platform
[NO] 581/1000 | AI-based Predictive Model for Binary and Multiclass Heart Disease Classification in IoMT
[NO] 582/1000 | Content based Image Retrieval and Disease Prediction using Deep Learning Algorithms
[NO] 583/1000 | A Scalable DC Coupled MW-Class Power Electronics-Based Energy System for Off-Grid Hydrogen Production From Hybrid AC/DC Sources
[NO] 584/1000 | Efficient Hash-free Mobile Cloud Backup via Operation-Log Versioning
[NO] 585/1000 | Framing Discussions of AI Policy Implications in Computing Courses
[NO] 586/1000 | Integrating Critical Pedagogy into Undergraduate Software Design
[NO] 587/1000 | Adaptive Skill-Mastery Feedback Loops in AI-Generated Courses
[NO] 588/1000 | To Tell or to Ask? Comparing the Effects of Targeted vs. Socratic AI Hints
[NO] 589/1000 | Exploring Bilingual Coding for Inclusive Computer Science Learning
[NO] 590/1000 | Quander: Student Conceptions of Quantum Concepts from a Gameworld
[NO] 591/1000 | Teachers as Learners, Teachers as Teachers: Culturally Relevant Computational Thinking Professional Development for K-12 In-Service Teachers
[NO] 592/1000 | Designing CS Education Research to Meet Your Needs
[NO] 593/1000 | A Hands-on and Interactive Introduction to the Fundamentals of Artificial Intelligence using Snap!
[NO] 594/1000 | Teaching Probabilistic Machine Learning in the Liberal Arts: Empowering Socially
                    <i>and</i>
                    Mathematically Informed AI Discourse
[NO] 595/1000 | Adoption of Alternative Grading Practices in CS Classrooms
[NO] 596/1000 | From Fear to Practice: Integrating Quantum Computing into CS Courses
[NO] 597/1000 | The Impostor Phenomenon and the Confidence Gap
[NO] 598/1000 | Aligning Student and Educator Mental Models of Generative AI Use for Productive Teaching and Learning
[NO] 599/1000 | Scaffolding genAI for Critical Reflection: A Transformative Approach to Diverging Assessments in IT Forensics
[NO] 600/1000 | The Efficacy of One Computer Science Course's Approach to Address the Ethical Dilemmas Surrounding Women in Computer Science
[NO] 601/1000 | What Happens When Students Leave Office Hours? Measuring Post-Interaction Code Progress in CS2 Projects
[NO] 602/1000 | Multi-UAV Path Planning for Mobile Edge Computing With High-Density Mobile Devices
[NO] 603/1000 | Towards Practical Headphones Eavesdropping Leveraging COTS Mmwave Radar
[NO] 604/1000 | A Rotational Motion Parameter Estimation Method for Slow-Spinning Space Targets Utilizing Similarity Analysis of Sequential ISAR Images
[NO] 605/1000 | An Adaptive Multiparameter Penalty Selection Method for Multiconstraint and Multiblock ADMM
[NO] 606/1000 | Robust 2.5D Feature Matching in Light Fields via A Learnable Parameterized Depth-Degraded Projection
[NO] 607/1000 | A 0.3-V Compact VCO With Tail Filtering Using Double-8-Shaped Inductors in 65-nm CMOS
[NO] 608/1000 | Cooperative Control of Mobile Autonomous Agents via Communication Routing
[NO] 609/1000 | Security Region of DC-GIL Insulator Considering Electro-Mechanical Breakdown
[NO] 610/1000 | Requirements Driven Explainable Artificial Intelligence Framework for Secure and Transparent Clinical Decision Support Systems
[NO] 611/1000 | HR-HEC: Heuristic-to-Refined Hand-Eye Calibration via Congruent Matching Sets
[NO] 612/1000 | Blendshape-Based Facial Animation Using OPF and Random Forest
[NO] 613/1000 | A Comparative Study of Bio Inspired Optimization Algorithms for Enhanced PID Control of BLDC Motor Speed
[NO] 614/1000 | Parameterized Grinding Planning of Robotic Arms based on Optimization Experiences Generalization for Tubular Workpieces
[NO] 615/1000 | Biomimetic Compliant Manipulator for Vascular Guidewire and Catheter Operations
[NO] 616/1000 | Efficient GaSb/GaInAsSb/InAsSb triple-junction thermophotovoltaic cells
[NO] 617/1000 | A Robotic Emulator for User-Driven Design of Multi-DOF Transradial Prostheses
[NO] 618/1000 | Low-Frequency Amplitude-Modulated Ultrasound Stimulation Drives Hippocampal Oscillations and Enhances Memory in Mice
[NO] 619/1000 | From Raw to Synthetic: Evaluating LLM-Based Data Augmentation for Sentiment Analysis
[NO] 620/1000 | High-Voltage Square-Wave Pulse Generator Based on LC-Marx Topology with a Common-Source Common-Gate JFET Solid-State Switch and Asynchronous Timing Synthesis Strategy
[NO] 621/1000 | Micro-Transfer Printing of SiGe BiCMOS Electronic Chiplets on Silicon
[NO] 622/1000 | An Adaptive Non-Probabilistic Convex Modeling Method Based on Cluster Analysis
[NO] 623/1000 | A Hierarchical Time-Scaled Framework for Resilient Fusion of PC/INS Navigation Systems
[NO] 624/1000 | Controllable Pulse Conversion and Buildup Dynamics in a 2-$\mu$m Fiber Laser
[NO] 625/1000 | Learned Image and Video Compression: Foundations, Algorithms, and Open Challenges
[NO] 626/1000 | An Advanced Drug Mechanism of Action (MoA) Prediction Approach from Gene Expression using Transformers and XAI
[NO] 627/1000 | Protein Structure and Mutation Analysis for Predicting Pathogenic Variants
[NO] 628/1000 | Edge AI Driven Real Time Voice Controlled System for Sustainable Water Management
[NO] 629/1000 | Unipolar/Bipolar 0-1 MHz Arbitrary Pulse Generator Using an Ultrafast Series-Stacked 20 kV MOSFET Module
[NO] 630/1000 | A Novel 22 kW Bidirectional All-GaN Integrated Onboard Charger Using a 3L-NPC and Interleaved Dual-Buck With Low Common Mode Voltage
[NO] 631/1000 | A 2kW, 100V Gan-Based Half-Bridge Power Module Using an Optimized PCB-Ceramic Stack-Up for High Efficiency and Power Density
[NO] 632/1000 | Miller Charge Control for Voltage-Balancing of Series-Parallel Connected Gan HEMT Switch Cells
[NO] 633/1000 | Evolution of a Bidirectional Low Frequency Trapezoidal Electromagnet Current Source
[YES] 634/1000 | ReasonLite: A Unified Framework for Distilling Reasoning into Small Language Models
[YES] 635/1000 | Critique Connect: Augmenting Human Creativity through AI-Driven Semantic Analysis and Adaptive Feedback Synthesis-A Review
[NO] 636/1000 | IoT-Enabled Battlefield Surveillance Robot with Metal Detection and Real-Time Alerts
[NO] 637/1000 | Comprehensive Heuristic Resource Scheduling Method Based on Virtualized Clusters
[NO] 638/1000 | Synthetic Aperture Radar Image Segmentation using a Convolutional Neural Network-based U Net
[NO] 639/1000 | Synthetic Data Augmentation with General Adversarial Networks for Improving Rare Cancer Detection in Histopathology Images
[NO] 640/1000 | Parameter Identification and Adaptive Control of a High Power Medium Voltage Dual Active Bridge
[NO] 641/1000 | Hybrid Wrapper-based Feature Selection Framework for Sentiment Analysis using Machine Learning and Ensemble Models
[NO] 642/1000 | MATLAB Simulation of Echo and Delay in Audio Signals using Z-Transform
[NO] 643/1000 | Automated Blood Group Identification using Biometrics
[NO] 644/1000 | Visual-based Sentiment Analysis Chatbot
[NO] 645/1000 | Exploring the Diagnostic Potential of Histopathological Images in AI-based Breast Cancer Detection
[NO] 646/1000 | Unified Data Management: A Comparative Study of Multi-Model vs Single-Model Database Architectures
[NO] 647/1000 | A New Model for Educational Program Assessments Using Automated Collective Concept Maps
[NO] 648/1000 | Developing Problem-Solving Competency in Data Science: Exploring A Case-Based Approach
[NO] 649/1000 | Password Security
[NO] 650/1000 | Benchmarking AI Tools for Software Engineering Education: Insights into Design, Implementation, and Testing
[NO] 651/1000 | Deriving Instructional Insights from Human-LLM Co-Evaluation of Student Collaboration in Data-Centric Programming
[NO] 652/1000 | Behind the Scenes of Delivering a Large Computing Course: The Experience of a TA Managing Logistics
[NO] 653/1000 | Improving Privilege Levels and Memory Protection for Teaching in Embedded Xinu
[NO] 654/1000 | It Seemed Like a Good Idea at the Time ('No, Not Like That!' edition)
[NO] 655/1000 | Encouraging Student Use of AI in CS1: Rethinking Content, Delivery and Assessment
[NO] 656/1000 | Including Accessibility in Your Computer Science Course
[YES] 657/1000 | Large Language Model Tools for Enhancing Student Learning Processes in Computing Education
[YES] 658/1000 | How Retrieval Augmented Generation Can Assist Secondary Computer Science Educators - Research Description
[YES] 659/1000 | Coding Twice: Integrating Independent and AI-Assisted Programming Assignments in CS Education
[NO] 660/1000 | Students' Understanding of (Delimited) Continuations
[NO] 661/1000 | Investigating Student Belonging, Engagement, and Self-Efficacy in Online and In-Person Learning Environments
[NO] 662/1000 | Decision letter for "Descriptor: A Brazilian roadkill animals for object detection GAN-augmented dataset (BRAGAN)"
[NO] 663/1000 | Time-Stretched Optical Frequency Comb Dispersive Fourier Transformation for Rapid Measurement of 3D Morphology of Solar Cells
[NO] 664/1000 | Cracking Analysis and Optimized Design of Integrated Planar Transformer for High-Power Density LLC Converter
[NO] 665/1000 | Adversarial Attacks Resilient Machine Learning-Enabled Access Control Scheme for Consumer Electronics in IoT-Based Applications_supp1-3662480.pdf
[NO] 666/1000 | Soft Label Pruning and Quantization for Large-Scale Dataset Distillation
[NO] 667/1000 | Effect of Ice-Bridging Degree on AC Flashover of 110 kV Composite Insulators under Natural Icing
[NO] 668/1000 | Robust FMCW Radar Clutter Suppression for UAV detection via learning Physics-Informed Priors
[NO] 669/1000 | Data-Driven Optimal Bidding Strategy in Day-Ahead Electricity Markets Using Deep Reinforcement Learning
[NO] 670/1000 | Two-Stage Inversion Based on PDFNO and FDFD for Logging-While-Drilling Electromagnetic Ultra-Deep Detection
[NO] 671/1000 | An Ultra-Compact and Fully Integrated Tunable IR-UWB Transmitter in 28-nm CMOS for High-Density Neural Implants
[NO] 672/1000 | Cost-Optimal Satellite-Assisted Video Delivery
[NO] 673/1000 | Ultra-low latency software (HEVC and VVC) encoding: capabilities and applications
[NO] 674/1000 | Guest Editorial: Special Issue on Intelligence of Social Things-Enabled Cooperative Learning for Behavioral-Cultural Modeling
[NO] 675/1000 | Visual Proprioception and Contact Prediction for Soft Robotic Arms Using Onboard Sensing and Generative Models
[NO] 676/1000 | Generative AI Sensor Fusion for Secure Digital Twin Ecosystems: A Standardization-Aligned Framework for Cyber-Physical Systems
[NO] 677/1000 | Resource Optimization for Semantic Communication in 6G Networks: A Survey
[NO] 678/1000 | MSVM-UNet: Multi-Scale Spatial Attention Enhanced Vision Mamba U-Net for Agricultural Disease Segmentation
[NO] 679/1000 | Adaptive Iterative Learning Reliable Control of Nonrepetitive Systems With Multiple Iteration-Varying Parametric Uncertainties
[NO] 680/1000 | AttnMPNet: An Attention-Based Message Passing Network for MIMO Detection
[NO] 681/1000 | X-IoMT: A Cross-Layer IoMT Dataset for Anomaly Detection with FGSM and PGD-Based Adversarial Augmentation
[YES] 682/1000 | A Hardware-Efficient Approximate Booth Multiplier for Error-Tolerant Applications
[NO] 683/1000 | Enhancing IoT Healthcare Security with Optimized Edge Computing and Micro-Segmentation using KSEPA and T3FENN
[NO] 684/1000 | Criminal Identification using Residual Densenet with Particle Swarm Optimization for Facial Attribute Prediction
[NO] 685/1000 | Temporal Fusion Transformer Forecasting and MILP Prescriptive Optimization for Hospital Pharmacy Supply Chain Orchestration
[NO] 686/1000 | Enhancing Big Data Forecasting with Gradient Boosting Machine Learning Framework
[NO] 687/1000 | Satellite Imagery based Deep Learning for Environmental Monitoring in India’s Ecologically Sensitive Regions
[NO] 688/1000 | Dew-Enabled Edge Intelligence: A Hybrid Framework for Offline Crowd Computing
[NO] 689/1000 | Proactive Financial Stream Mining with Reinforcement Learning for Dynamic Concept Drift Adaptation
[NO] 690/1000 | Next-Gen Service Robotics: The Rise of SYNTELIX
[NO] 691/1000 | Hardware Design and Experimental Validation of a 30 kW, 800 V Three-Phase Three-Level ANPC Converter with 99% Efficiency
[NO] 692/1000 | MRI Image-based Artificial Intelligence Deep Learning Method for Brain Tumour Identification
[NO] 693/1000 | Assessment of Artificial Intelligence in Hybrid Cloud Security Service and Future Industry
[NO] 694/1000 | Comparative Analysis of Modular Hybrid Adders in Radix-4 Booth Multiplier Architectures
[NO] 695/1000 | Edge Computing based Cubic Gradient Deep Multilayer Perceptron for Global Warming Prediction on Crop Yield
[NO] 696/1000 | A Bidirectional Sign Language Interaction System using Multimodal Deep Learning
[NO] 697/1000 | Blast from The Past: MOQ Live Streaming with AI-Generated Event Timeline
[NO] 698/1000 | An Introduction to the Joint Taskforce on Undergraduate Data Science Curriculum
[NO] 699/1000 | Collapsing Qubits: A Quantum Themed Card Game
[NO] 700/1000 | Pedagogical Process Models of Undergraduate Computing Tutors
[NO] 701/1000 | Extracurricular Activities Predict CS Internship Attainment
[NO] 702/1000 | POGIL in Computer Science for Beginners and Experts
[NO] 703/1000 | Students' Evaluation of a Free and a Paid Interactive eTextbook for Computing Education
[NO] 704/1000 | Improving Professional Dispositions in Computing Curriculum Using Sequential Peer Assessment
[NO] 705/1000 | Code &amp; Concept: Exploring Teacher Perspectives on CS Conceptual Pattern Extraction
[NO] 706/1000 | Using a Language Model to Map Syllabi to Core Competencies
[NO] 707/1000 | Defining Gaps in Student Affect Research for Computer Science
[NO] 708/1000 | Programming Success: How External Encouragement Shapes Confidence in Tech and Coding
[YES] 709/1000 | Automated Program Repair of Uncompilable Student Code
[NO] 710/1000 | Large Language Models for Automated Web-Form-Test Generation: An Empirical Study — RCR Report
[NO] 711/1000 | Detecting Inconsistency between Network Design and Current State Based on Network Ontology Bonsai
[NO] 712/1000 | A Reading Automaticity Assessment Algorithm and a Personalized Homework Framework for ESL Education
[NO] 713/1000 | Energy Management Strategy with Partial Photovoltaic Curve Scanning for Reduced Energy Storage Utilization in DC Microgridsgobble
[NO] 714/1000 | Generating Rainy Scenarios with LiDAR for Autonomous Driving
[NO] 715/1000 | SSDC-Grasp: A Joint Semantic Segmentation and Depth Completion Approach for Robotic Grasping of Transparent Objects
[NO] 716/1000 | Resilient Control of Fixed-Wing UAVs under DoS Attacks and Actuator Faults via Intelligent Prediction Compensation
[NO] 717/1000 | DeepGSR: Deep group-based sparse representation network for solving image inverse problems
[NO] 718/1000 | Anomaly Detection for Generic Failure Monitoring in Robotic Assembly, Screwing and Manipulation
[NO] 719/1000 | Time-division multiplexing switching transients and bandwidth effects on the X-ray Integral Field Unit readout performance
[NO] 720/1000 | Smart Multi-Scenario Task Deployment for AUV Cluster Network: a Large Language Model-Driven Exploration-Enhanced MARL Approach
[NO] 721/1000 | Automated Quantification of Trophectoderm Morphology in Human Blastocysts via Instance Segmentation
[NO] 722/1000 | Hydrophobicity Classification of Composite Insulators Using Multi-scale Water Droplet Detection and Feature Fusion
[NO] 723/1000 | Prescribed Performance Control of Deformable Object Manipulation in Spatial Latent Space
[NO] 724/1000 | Blockchain-Enabled Cyber-Physical Systems using Security and Encryption Schemes for Student Credential Management
[YES] 725/1000 | VLSI Design based Smart Traffic Signal Control
[YES] 726/1000 | Design of Electronic Circuits for Electrical Ground Support Equipment of Spacecraft Propulsion System
[NO] 727/1000 | Charging Electric Vehicles with Energy From Solar, Wind, and Hybrid Energy Storage Systems
[YES] 728/1000 | Power-Efficient Instruction-Aware Clock Gating for RISC-V Based PicoSoC Design
[NO] 729/1000 | Logistic Regression of Customer Perceptions on NFC Mobile Payment Future Pathways
[NO] 730/1000 | Reinforcement Learning-and Proximal Policy Optimization Framework for Adaptive Feeding and Health Management in Dairy Cattle
[NO] 731/1000 | Distributed Music Signal Acquisition in Complex Acoustic Scenarios: A Hardware Algorithm Framework with Multimodal Denoising and Adaptive Collaborative Optimization
[NO] 732/1000 | A Blockchain and IPFS-based Framework for Secure and Verifiable E-Learning Certificates using Ethereum Smart Contracts
[YES] 733/1000 | ML-based Fuzzing for Vulnerability Detection: Methods, Benchmarks, and Open Challenges-A Review
[NO] 734/1000 | Leveraging ML for Enhanced User Experience in Web Applications
[NO] 735/1000 | A Bidirectional Transformerless Voltage Regulator for Single/Three Phase Applications Based on Direct AC-AC Converter
[NO] 736/1000 | AI-Driven Resource Optimization in Cloud and Edge Environments for Sustainable Ubiquitous Computing
[NO] 737/1000 | Power-Synchronization Loop in Grid-Forming Inverters Considering Power Limitation
[NO] 738/1000 | Implementing Zero Trust Architecture For Enhanced Security in Cloud - based Systems
[NO] 739/1000 | Autism Spectrum Disorder Prediction using Machine Learning
[NO] 740/1000 | A Framework for Secure and Scalable API Management in the Cloud
[NO] 741/1000 | CAN Network Intrusion Detection Model Based on Differential Privacy
[NO] 742/1000 | An Improved Hash Time-Locked Cross-Chain Asset Transfer Mechanism
[NO] 743/1000 | CNN-Dependent Detection of Poisoning Threats in Internet of Things (IoT) Framework
[NO] 744/1000 | LightGBM Based Framework for Interpretable Genomic Variant Prioritization
[NO] 745/1000 | Improving the Reliability of a CubeSat Power System by Combining Small-Sized Monocrystalline Cells with Triple-Junction Solar Cells
[NO] 746/1000 | Hybrid Cooling System with Water Plates and Potting for Outer-Rotor Low-Speed High-Torque PMSMs in Mining Belt Conveyors
[NO] 747/1000 | Design of a capacitive probe for laboratory analysis of dry and wet soil electrical properties
[NO] 748/1000 | Automatic Model Extraction of the Match Standard in Symmetric–Reciprocal–Match Calibration
[NO] 749/1000 | Improved Maize Mapping Through Optimizing Spatio-Temporal Feature Selection
[NO] 750/1000 | Nonlocal Deep Unfolding Pansharpening Method Based on Dynamic Kernel Prior
[NO] 751/1000 | Spatio-Temporal Dual Priors Guided Diffusion for Remote Sensing Spatio-temporal Fusion
[NO] 752/1000 | A Loss-Aware Element Selection Framework for Unit-cell splitting in Energy Harvesting Reconfigurable Intelligent Surfaces
[NO] 753/1000 | Recursive MVDR Algorithms for Reconfigurable Arrays
[NO] 754/1000 | Waveform Design for Partial-Time Superimposed ISAC Systems
[NO] 755/1000 | An Aging-Robust 32MHz RC Frequency Reference With 0.4ppm Allan Deviation and ±1550ppm Inaccuracy From -40
                    <sup>∘</sup>
                    C to 125
                    <sup>∘</sup>
                    C After a 1-Point Trim
[NO] 756/1000 | Distributed Fixed-Time Resilient Consensus Control of Nonlinear Uncertain Multiagent Systems Under Sign-Switching Deception Attacks
[NO] 757/1000 | Trapezoidal Wave Operation of T-type DC/DC Converter for High-Power Applications
[NO] 758/1000 | Forward Secure Identity-Based Encryption With Equality Test for Privacy-Preserving Friendship Recommendation on Social Platforms
[NO] 759/1000 | CT-FLO: Simple Yet Effective FMCW LiDAR Odometry Using an Linear Continuous-Time Trajectory
[NO] 760/1000 | Dual Adaptive Disentangled Representation Learning with Multimodal Data for Disease Diagnosis_supp1-3664047.pdf
[NO] 761/1000 | Increasing Participant Quality of Experience in an Olfaction-Enhanced Live Educational Play
[NO] 762/1000 | 2025 5th International Conference on Wireless Communication, Networking and Internet of Things (WCNIoT)
[NO] 763/1000 | Transforming Confusion into Diffusion: Advancing Machine Learning Education via Bottom-Up Instruction
[NO] 764/1000 | Teaching Tips We Would Tell Our Younger Selves
[NO] 765/1000 | Image Compression / Decompression (The OK Text Image Format)
[NO] 766/1000 | Classmoji: A GitHub-Native LMS for Flexible CS Education
[NO] 767/1000 | Incorporating Fabrication into Computer Science Courses for Broadening Participation
[NO] 768/1000 | Examining Technologies to Reduce Response Time in Hands-on Exercise Environment Over Widely Distributed Computer Network Utilizing RENs
[NO] 769/1000 | Why Do Some US States Offer More Computer Science Courses Than Others? A Mixed-Methods Analysis of Access Gaps
[NO] 770/1000 | How's the GenAI Infusion Going? Lessons from Integrating AI Tools in Cybersecurity Focused Computer Science Curricula at Two- and Four-Year Colleges
[NO] 771/1000 | Auto-X: An Automatic Explainer for CS Theory Concepts
[NO] 772/1000 | Anchoring Computing in Social Studies Through Co-Designed Objects-to-Think-With
[YES] 773/1000 | Aligning Small Language Models for Programming Feedback: Towards Scalable Coding Support in a Massive Global Course
[NO] 774/1000 | Experience Report: Teaching Computer Science Ethics using Science Fiction Across Multiple Institutions and Course Types
[NO] 775/1000 | Examining Inclusive Computing Education for Blind Students in India
[YES] 776/1000 | Scaling Engagement: Leveraging Social Annotation and AI for Collaborative Code Review in Large CS Courses
[NO] 777/1000 | Fostering Accessible Design Skills with AI-Agents and Experiential Learning in Software Engineering Education
[NO] 778/1000 | A 'watch your replay videos' Reflection Assignment on Comparing Programming without versus with Generative AI: Learning about Programming, Critical AI Use and Limitations, and Reflection
[YES] 779/1000 | Instructors' Perspectives on LLM-Generated Programming Formative Feedback
[NO] 780/1000 | Review for "Descriptor: A Brazilian roadkill animals for object detection GAN-augmented dataset (BRAGAN)"
[NO] 781/1000 | Enhancing GDLSTM-based Building Energy Demand Prediction with Multi-Objective Optimization in IoT-based Big Data Centers
[NO] 782/1000 | Cognitive and Fuzzy-based Optimization Models for High-Performance Computing in Distributed IoT and Sensing Applications
[NO] 783/1000 | Augmented Reality-Enhanced Digital Twin and Image Processing Framework for Automated Quality Inspection in Industry 4.0
[NO] 784/1000 | Performance Improvements in Electromechanical Actuator based Control Systems used for Launch Vehicle Applications
[NO] 785/1000 | Automated Multi-Category Classification of Customer Support Tickets using XGBoost
[NO] 786/1000 | Noise Adaptive Simulation of Steane Code Fidelity for Enhanced Quantum Communication Networks
[NO] 787/1000 | Life Cycle Assessment Comparison of Multi-Phase IPM, IM, and EESM for EV Applications
[NO] 788/1000 | Optimizing Microstrip Antennas for Green Communication and 6G Using Information-Theoretic Random Forest
[NO] 789/1000 | Next-Gen Healthcare Claims Optimization: DL-Based ResAttBiL Integrated with CDC, Modular Design, and Data Observability
[NO] 790/1000 | Intelligent Sign Language Interpretation using Hand Gesture Prediction
[NO] 791/1000 | Enhanced Heart Disease Classification using Jensen-Shannon Divergence Feature Selection: A Comparative Machine Learning Approach
[NO] 792/1000 | Rapid Rescue: Integrated Emergency Ambulance Service Platform
[NO] 793/1000 | A Survey of Modular OCR Approaches for Tamil-Brahmi Inscriptions: Segmentation and Reconstruction Focus
[NO] 794/1000 | Emerging Semi-Supervised Skin Lesion Segmentation using Unlabelled Samples with GAN and Transformer Representations
[NO] 795/1000 | Optimizing Digital Filters for Noise Reduction in Medical Image Processing
[NO] 796/1000 | Sentiment Analysis for Transformer-based approach using Machine Learning Algorithms
[NO] 797/1000 | AI- Enhanced Biosensors for Real Time Detection of Infectious Disease Biomarkers
[YES] 798/1000 | Low Power Reconfigurable PRBS Checker
[NO] 799/1000 | Accurate Characterization of Transceiver Devices Using 3-Port Balun De-Embedding Techniques
[NO] 800/1000 | Stacked Ensemble with Hybrid Feature Selection for Intrusion Detection
[NO] 801/1000 | The Mediating Role of Entrepreneurial Orientation in Big Data Analytics Capability-Value Creation_supp1-3664256.docx
[NO] 802/1000 | Trend-tracking chirplet transform
[NO] 803/1000 | Three-dimensional Kinetics Experiments with Negative Reactivity Insertions in CROCUS for the Validation of TRIPOLI-4
[NO] 804/1000 | Intelligent Live Origin and Resilient Streaming
[NO] 805/1000 | Enhanced Electromagnetic Vortex Imaging Method Based on Multi-aperture Array
[NO] 806/1000 | RadioRS: A Sampling-Free Low-Altitude Wireless Networks Leveraging Radio Maps and Rate-Splitting
[NO] 807/1000 | DBSCAN-Leak, Novel Real-Time Water Leak Detection: A Case Study of SunRise Demonstrator
[NO] 808/1000 | Progressive Tactile Perception and Peripheral Hemodynamic Responses Induced by LIFUS on Fingertip
[NO] 809/1000 | Gait-Adaptive Perceptive Humanoid Locomotion With Real-Time Under-Base Terrain Reconstruction_supp1-3664167.mp4
[NO] 810/1000 | Gradient-Guided Density Redistribution Network for Light Field Full-View Depth Estimation
[NO] 811/1000 | CTC-MVPT: A Cross-Temperature Continuous Tracking System for Minimum Voltage Point Based on a Universal Delay Chain With Multiple Monitoring Points
[NO] 812/1000 | Learning Time-Varying Joint-Motor Mapping for Precise Control of Cable-Driven Humanoid Robots Under Transmission Uncertainties
[NO] 813/1000 | A Multi-Scale Residual Attention Network for Drainage Pump Fault Diagnosis
[NO] 814/1000 | WCNIoT 2025 Copyright Page
[NO] 815/1000 | Debugging Support for Students with Blindness and Visual Impairments on Notebook-based Programming Environments
[NO] 816/1000 | Show or Tell? Piloting an AI Feedback Tool for Data Story Reading in Introductory Data Science
[YES] 817/1000 | From Code Generation to Learning: Investigating AI-Assisted Programming in Computing Education
[NO] 818/1000 | Black in Computing Community
[NO] 819/1000 | Personalized Exam Prep (PEP): Scaling No-Stakes, No-LLM Dialogue-Based Assessments in a Large CS Course
[NO] 820/1000 | Examining Students' Code Comprehension with LLMs in Block- and Text-Based Programming
[NO] 821/1000 | Measuring Generative AI's Presence in Academic Writing: A Pilot Study on Corpus-Scale Style-Metric Analysis
[NO] 822/1000 | Developing a Survey Instrument for Sense of Belonging in Computing Courses
[NO] 823/1000 | Teaching Responsible Computing Using the Accessible Learning Labs
[NO] 824/1000 | Engaging Minority High School Students in AI-Enhanced Mobile App Design: Cultivating CS Interest and AI Ethics Through Project-Based Learning
[NO] 825/1000 | Think Like AI: Hands-On Exploration of Sampling Parameters and Prompts for Middle School Students' Generative AI Literacy
[NO] 826/1000 | AI-Driven Oral Examinations for Code Assessment: Evaluating Understanding Beyond the Commit
[NO] 827/1000 | Exploring the Relationship Between Department Characteristics and Computer Science Student Diversity in the US
[NO] 828/1000 | Teaching Algorithmic Thinking to Elementary Students in an Unplugged Environment
[NO] 829/1000 | A Taste of Formal Methods for Computer Science Students using Jupyter Notebooks
[NO] 830/1000 | Quantum-Resilient Communication Protocol for Secure IoT Networks using Post-Quantum Cryptography and HMAC Integration
[NO] 831/1000 | Comparative Ensemble Techniques for Chronic Kidney Disease Leveraging Clinical Intelligence
[NO] 832/1000 | Cyber Threat Detection based on Artificial Neural Networks using Event Profiles
[NO] 833/1000 | Federated Learning for Privacy - Preserving Image Classification
