[2026-03-04 09:28:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-03
正在获取论文...
[arXiv] 2026-03-03 | Odin: Multi-Signal Graph Intelligence for Autonomous Discovery in Knowledge Graphs
[NO] 886/1807 | RFID-Powered Smart Cart: Hassle-Free Shopping &amp; Instant Billing
[NO] 887/1807 | Enhancing Resume Screening with Multimodal Analysis using NLP, BERT and Social Media Sentiment Analysis
[NO] 888/1807 | LSTM-Potential: An Efficient Reinforcement Learning PTA Step Size Policy for Circuit Simulation
[NO] 889/1807 | Robots for Older Adults: A Scoping Review
[YES] 890/1807 | CodeVoyager: Integrating Interactive Visual Aids with LLMs for Code Comprehension
[YES] 891/1807 | No Code, No Cloud: On-Device Mockup-to-Code with Lightweight Vision-Language AI
[NO] 892/1807 | AI-Driven Knowledge Graph Denoising and Accuracy Optimization for Regional Sustainable Development Policies
[NO] 893/1807 | FTCS 2025 Cover Page
[NO] 894/1807 | Explainable Boosting Regression-Based Approach for Demand Forecasting
[NO] 895/1807 | Large-scale sparse signal recovery by modified HS conjugate gradient method
[NO] 896/1807 | Edge-Assisted Topology-Aware TDMA Scheduling for Shipborne Wireless Networks Using Array-Based Cooperative Localization*
[NO] 897/1807 | WF-PVL Net: A Multi-Scale Recognition Algorithm for Full-Scene Defect Detection in Wind Farms
[NO] 898/1807 | Design and Evaluation of Novel Flexible Photovoltaic Power Plants in Medium-to-Low Solar Resource Areas
[NO] 899/1807 | A Developed Multilevel Power Converter with Reduced Switch Count
[NO] 900/1807 | ISNEET 2025 Cover Page
[NO] 901/1807 | Design of a Microcontroller-Based Intelligent Detection and Cleaning System
[NO] 902/1807 | Black Start and Parameter Design for Offshore Wind Power Series Hybrid Transmission Systems
[NO] 903/1807 | IoT Intelligent Sensor Based Underwater Inspection Robot for Real Time Object Detection and Tracking
[NO] 904/1807 | Research on Power Grid Technology for Oilfield Electrical Systems
[NO] 905/1807 | Unified RF Rectifier-Demodulator for Energy Harvesting in Sub-GHz Wireless Implants
[NO] 906/1807 | Design and Application of Solar-Powered Electric Buses
[NO] 907/1807 | Low-Light Image Enhancement Based on CrossAttention Mechanism
[NO] 908/1807 | Feature Extraction of Ship Shaft-Rate Magnetic Field Signals Based on Adaptive Fourier Decomposition
[NO] 909/1807 | Heterogeneous Graph Modeling Method for APT Attack Detection Based on Multi-Head Attention Mechanism
[NO] 910/1807 | Human-Aware RT-DETR: Large-Kernel Attention and Gating for Real-Time Human Detection
[NO] 911/1807 | A Knowledge Distillation Framework for Efficient Models
[NO] 912/1807 | JEE 360 - Empowering JEE Aspirants Through AI-Driven Personalized Learning and Instant Doubt Resolution
[NO] 913/1807 | Recognition of Spread Spectrum Signal of Unmanned Aerial Vehicle Based on Adaptive Algorithm
[NO] 914/1807 | Advanced Vehicular Compliance and Emergency Alert Framework for Regulated Traffic Environments
[NO] 915/1807 | Efficient Implementation of the Sigmoid Function on FPGA Using Cordic
[NO] 916/1807 | Supercapacitor and Battery Based Energy Storage for Electric Vehicle
[NO] 917/1807 | Design and Implementation of a Fully Digital Loitering Munition Simulation Platform Based on Unreal Engine and SiamRPN
[NO] 918/1807 | A Multi-Timescale Source-Grid-Load-Storage Cooperative Dispatch Strategy Considering Economy and Flexibility
[NO] 919/1807 | A Study on Magnetic Interference of TEC Cooling System on Diamond Quantum Current Sensor
[NO] 920/1807 | Identification of Lumbar Muscle Fatigue Status Using a Parallel Fusion Network Based on Time and Frequency Domain Features
[NO] 921/1807 | Analysis of Optical Parameter Effects on Image Quality in a CMOS-Based Lensless Imaging System for Transformer Oil Inspection
[NO] 922/1807 | Feature Extraction and Online Identification of Driving Styles During Lane-Changing Maneuversuse
[NO] 923/1807 | Icing Load Separation and Equivalent Ice-Thickness Estimation for Transmission Lines via MIC-Based Feature Selection and Random Forest Regression
[NO] 924/1807 | Active Thermal Control of Power Devices through Coordinated Loss Control
[NO] 925/1807 | Unikernels vs. Containers: A Runtime-Level Performance Comparison for Resource-Constrained Edge Workloads
[NO] 926/1807 | Enhanced Magneto-Optic Ultraviolet Response in Puckered Graphene Sheets
[NO] 927/1807 | A 5.88-to-8.69 GHz 252fs
                    <sub>rms</sub>
                    -integrated-jitter Integer-N Phase-Locked Loop for 32Gb/s SerDes Transceiver Clocking in 40-nm CMOS
[NO] 928/1807 | EEG Emotion Recognition in Brain Computer Interface Through Neural Networks and Adaptive Machine Learning
[NO] 929/1807 | Research on the Performance Enhancement of the Beam Splitter in Photonics Communication Chips
[NO] 930/1807 | 2025 6th International Conference on Power Engineering (ICPE)
[NO] 931/1807 | 3D Dynamic Terrain Rendering Optimization based on C # and DirectX Fusion
[NO] 932/1807 | Comparison of Consequent-Pole and Single-Stator Single-Rotor Motors for All-Electric Aircraft
[NO] 933/1807 | "Seeing is not always believing": Exploring Bystanders’ Privacy Concerns on Multifunction IoT Devices in China
[NO] 934/1807 | A Deep Reinforcement Learning Approach to Battery Optimal Management for Urban EV Charging and Swapping Network with Uncertain Demand
[NO] 935/1807 | A Physics-Based Simulation Framework for Tower Crane Path Planning
[NO] 936/1807 | M-GGF: A Multidimensional Graph with Adaptive Graph Gated Fusion for Multimodal Emotion Recognition
[NO] 937/1807 | ReNN-RV: Run-time PE
                    <u>
                      <b>Re</b>
                    </u>
                    configuration for D
                    <u>
                      <b>NN</b>
                    </u>
                    Inference Acceleration with Custom
                    <u>
                      <b>R</b>
                    </u>
                    ISC-
                    <u>
                      <b>V</b>
                    </u>
                    ISA
[NO] 938/1807 | Orientation Effect and Enhancement Mechanism of Magnetoelectric Conversion Performance in Multilayer Nanocomposite for Magnetic Field Perception
[NO] 939/1807 | Tunable Magnetically Actuated Retraction Device for Improved Control During Endoscopic Tissue Manipulation_supp1-3668134.pdf
[NO] 940/1807 | Optimizing Scalable Storage for Blockchain-Based IoT Cross-Domain Authentication
[NO] 941/1807 | SEAL: Semantic-Aware Contrastive Learning for scRNA-seq clustering
[NO] 942/1807 | Evaluating Reinforcement Learning-Based Xapps for User-Centric Resource Allocation in Open RAN
[NO] 943/1807 | Probed Measurement Techniques for 100 Gbit/s D-Band Wireless Link Experiments
[NO] 944/1807 | Modernizing Distributed Data Center Architectures with AI-Orchestrated Resource Scheduling and Accelerated Computing using Blackwell GPUs and Grace CPUs
[NO] 945/1807 | 36.1 ReFIND: A Resolution-Reconfigurable Bio-Signal Classification SoC Enabling $&gt;10\times$ Savings in AFE Power Per Channel
[NO] 946/1807 | A Novel Federated Learning Architecture for Robust Multi-Modal Mobility and Crowd-Traffic Co-Management in Smart Cities
[NO] 947/1807 | AI for Sustainable Energy and Climate Change Mitigation
[NO] 948/1807 | AI-Powered Mobile Interfaces for Dynamic Field Data Collection in Smart Agriculture Systems
[NO] 949/1807 | ISSCC 2026 International Technical Program Committee
[NO] 950/1807 | 17.4 Maia: A Reticle-Scale AI Accelerator
[NO] 951/1807 | Leveraging Machine Learning and Big Data Analytics to Transform Service Delivery in Public Healthcare
[NO] 952/1807 | A Comprehensive Evaluation Framework for the Study of the Effects of Facial Filters on Face Recognition Accuracy
[NO] 953/1807 | High Frequency Signal Integrity Analysis of Through-Glass Vias for Heterogenous Integration
[NO] 954/1807 | Cost-Efficient and Secure SAP Workload Migration Strategies Leveraging AWS Cloud-Native Architectures
[NO] 955/1807 | Investigating the Factors That Impact the Adoption of Blockchain in Tertiary Institutions
[NO] 956/1807 | 34.5 A 0.0523mm
                    <sup>2</sup>
                    11.4mW IEEE 802.15.4a/z/ab Compatible Aliasing-Suppressing All-Digital IR-UWB Transmitter Featuring Comb-Notched Maximally Flat Amplitude Spectral Shaping
[NO] 957/1807 | Parasitic Capacitance Analysis in Tapered CFET Devices for Advanced Technology Nodes
[NO] 958/1807 | 6G Integrated Communication-Sensing-Computing Resource Coordination Mechanism for High-Dynamic Vehicular Network
[NO] 959/1807 | Pre-Synchronization Control of Virtual Synchronous Generator Based on Linear Active Disturbance Rejection Control
[NO] 960/1807 | Influence of Interfacial Oxide on the Polarity-Dependent SET Process in In
                    <sub>3</sub>
                    Sb
                    <sub>1</sub>
                    Te
                    <sub>2</sub>
                    Based PCRAM devices
[NO] 961/1807 | Design and Characterization of a Miniaturized Fractal-EBG Flexible Membrane Antenna for Spaceborne Communication Systems
[NO] 962/1807 | Federated Learning with Containerized Memory Sharing: An Approach to Privacy and Memory Efficiency
[NO] 963/1807 | 15.4 A 16nm 168Mb Embedded STT-MRAM with 0.0249µm
                    <sup>2</sup>
                    Bit-Cell, Dual-Port Access, and 51.2Gb/s Read Throughput for Automotive and Edge AI Applications
[NO] 964/1807 | 32.2 A PVT-Robust Frequency-Scalable Fully Dynamic ΔΣ ADC with Bottom-Plate Level Shift
[NO] 965/1807 | 4.1 A 0.64mA, -108.2dB THD+N Class-D Amplifier with Neural-Assisted Pre-Reconfiguration for Smart Power Optimization
[NO] 966/1807 | Research on Order Reduction Method of Thermal Simulation Model of Power Converters Based on Feedforward Neural Network
[NO] 967/1807 | A 480×320 CMOS LiDAR Sensor with Tapering 1-Step Histogramming TDCs and Sub-Pixel Echo Resolvers
[NO] 968/1807 | Sweep-Free Beamforming via Optimal Angle of Arrival Estimation for 6G Ultra-Dense Networks
[NO] 969/1807 | IEEE Photonics Technology Letters Information for Authors
[NO] 970/1807 | A
                    <i>K</i>
                    /
                    <i>Ka</i>
                    -Band Transmit/Receive Front-End With Triple-Coupled Transformer Technique in 65-nm Bulk CMOS
[NO] 971/1807 | Supervised Small-baseline and Large-baseline Homography Learning with Diffusion-based Data Generation
[NO] 972/1807 | Trustworthy Federated Learning with Authenticated ZKPs in Mobile Edge Intelligence
[NO] 973/1807 | Analytical Modeling of Resonance Frequency Shifts Induced by Mechanical Strain in Stretchable Rectangular Patch Antennas_supp1-3667386.pdf
[NO] 974/1807 | ReHeartNet: Reconstruct Electrocardiogram From Photoplethysmography by Using Dense Connected Deep Learning Model
[NO] 975/1807 | A Predictive Load Balancing Optimization Framework for Open Radio Access Networks via Xn Protocol
[NO] 976/1807 | Pinching Antenna-Enabled URLLC Downlink
[NO] 977/1807 | Blank Page
[NO] 978/1807 | Causality-Inspired Cross-Satellite Continual Learning for Tropical Cyclone Intensity Prediction
[NO] 979/1807 | Small-Signal Security Region of Floating Offshore Wind Turbine under Wind and Wave Disturbances
[NO] 980/1807 | Quantifying Methane-Climate Interactions in Eastern Saudi Arabia Using Geospatial and Machine Learning Modelling_supp1-3668054.docx
[NO] 981/1807 | Playing with Privacy: Uncovering Everyday Judgments of Data Sensitivity Through an Arcade Machine Interface
[NO] 982/1807 | Neural Transparency: Mechanistic Interpretability Interfaces for Anticipating Model Behaviors for Personalized AI
[NO] 983/1807 | Improving Human Verification of LLM Reasoning through Interactive Explanation Interfaces
[NO] 984/1807 | BDAMEA 2025 TOC
[NO] 985/1807 | An Improved GLMB-SMC Tracking Algorithm for High-Maneuver Targets
[NO] 986/1807 | A High-Throughput Multi-Batch GRU Accelerator with Fine-Grained Structured Sparsity on FPGA
[NO] 987/1807 | SMARTMED: A Blockchain Solution for Privacy-Centric Healthcare and Insurance Integration
[NO] 988/1807 | High-Stability Position Sensor-Less Control Method for Brushless DC Motors at Low Speed
[NO] 989/1807 | Optimized Resource Allocation for Homeless Shelter Management
[NO] 990/1807 | AI Based Real-Time Dermatological Screening Using Custom Drive Controlled Lens Systems
[NO] 991/1807 | NeuroMesh: Decentralized Edge Mesh for Scalable IoT with Future LoRa and Autonomous Control Integration
[NO] 992/1807 | ACEPE 2025 Cover Page
[NO] 993/1807 | Application of Portable Chromatograph in On-Site Rapid Analysis of Odorous Gases
[NO] 994/1807 | Front Matter
[NO] 995/1807 | Communication-Efficient Decentralized Contextual
                    <i>X</i>
                    -Armed Bandit Learning in Multi-agent Stochastic Networks
[NO] 996/1807 | Large Language Model-Driven Framework for Dynamic Stakeholder-Associated issues Analysis in Mega Infrastructure Projects
[NO] 997/1807 | Effects of SF
                    <sub>6</sub>
                    Plasma Treatment Time on the Electrical Performance and Bias Stability of Dual-Gate ITZO Thin-Film Transistors
[NO] 998/1807 | A 1400THz/s Ultra-Fast-Scan 14GHz EPR-on-a-Chip Based on Injection-Locked Phase Detection Featuring 120μM Concentration Sensitivity
[NO] 999/1807 | A 5G-based Resource Allocation Mechanism between Multi-Access Edge Computing Servers in the Internet of Vehicles
[NO] 1000/1807 | Research on Dynamic Task Allocation Algorithm Based on Multi-Agent Mechanism Design
[NO] 1001/1807 | IoT-Enabled Affective Computing for Teenager Mental Health Monitoring
[NO] 1002/1807 | Adaptive PID Coupling Tracking Control for Double-Pendulum Crane Based on Digital Twin Technology
[NO] 1003/1807 | Graph-Informed and FiLM-Enhanced Multimodal Fusion for Myocardial Infarction Prediction
[NO] 1004/1807 | Vertex-Guided Redundant Constraints Identification for Unit Commitment
[NO] 1005/1807 | MFT-NNLS: A Toolbox For Passive Macromodeling From Large Immittance and Scattering Data Sets Using Vector Fitting And Residue Perturbation in Matlab
[NO] 1006/1807 | Intrusion Detection in Industrial Internet of Things Based on Granular-Ball Intuitionistic Fuzzy Sets
[YES] 1007/1807 | Design of Self-Checking Discrete Devices Based on Boolean Signals Correction and Composition of Constant-Weight Codes “1-out-of-4” and “3-out-of-4”
[NO] 1008/1807 | Data-Driven Spatio-Temporal Filters for Crosstalk Reduction in High-Density Surface EMG
[NO] 1009/1807 | ComGRL: Comprehensive Graph Representation Learning From Local to Global Bridged by Mixup
[NO] 1010/1807 | Linear Programming–Based BESS Dispatch for PV Hosting Capacity Enhancement Under No-Export Constraints in the West Bank
[NO] 1011/1807 | Characterization of Solid-State Switch Technologies for Transformer-Rectifier Flux Pumps Supplying High-Current, High-Inductance DC Magnets
[NO] 1012/1807 | Selective Harmonic Mitigation Model Predictive Control for Grid-Connected Converters Working with a Very Low Apparent Switching Frequency
[NO] 1013/1807 | A 48-to-1 V, 5-A Low-Frequency Step-Down Converter with Bidirectional Recycle Converter for Ripple Cancellation and Transient Acceleration
[NO] 1014/1807 | High-Voltage Multilevel Step-Up DC/AC Converter Using a Cross-Connected Switched Capacitor with Self-Voltage Balancing Property
[NO] 1015/1807 | Design and Analysis of Wideband LNA in 30-80 GHz Frequency Range Using SiGe Technology
[NO] 1016/1807 | RaspDash: A Cloud-Internet of Things (IoT) for Smart Parking Solution with Predictive Analytics
[NO] 1017/1807 | Anomaly Detection in Internet of Things IAM Logs via Perplexity Scoring
[NO] 1018/1807 | Distributed Air Conditioning System Based on Frequency Modulation and Consensus Algorithms
[NO] 1019/1807 | Research on Deep Learning Modeling and Diagnosis Technology for Transmission Network Defect Hazards
[NO] 1020/1807 | Chain-of-Thought Construction and Example Optimization in Prompt Learning for Power Customer Service
[NO] 1021/1807 | RescueAI: Real-Time Detection of Stranded Victims and Flood Severity Using Deep Learning
[NO] 1022/1807 | Multimodal Vehicle Trajectory Prediction Based on Time-Frequency Attention and Local Interaction Aggregation Wave Superposition
[NO] 1023/1807 | PathBridge 2.0: An AI-driven, GraphQL-enhanced plugin-based academic networking ecosystem for student-alumni collaboration
[NO] 1024/1807 | Semi-Automated Milk Collection, Testing and Vending System
[NO] 1025/1807 | A Study on Medical Image Super-Resolution with Wavelet Transform and U-Net
[NO] 1026/1807 | Title Page
[NO] 1027/1807 | Copyright Page
[YES] 1028/1807 | Large Language Model-Assisted Security Testing for Embedded Systems
[NO] 1029/1807 | DDFE-HCNN-E: A Dual-Domain Feature Fusion Hybrid CNN Ensemble Model for Automated Epileptic Seizure Detection
[NO] 1030/1807 | Research on Building Deep Learning-Based Multimodal Sentiment Analysis Models
[NO] 1031/1807 | A Data-Driven Efficient Solution Method for Continuous-Time Unit Commitment Under Renewable Energy Fluctuation
[NO] 1032/1807 | Many-fold Performance Enhancement of Flexible Capacitive Force Sensor Response using a Thin Graphene Oxide Layer
[NO] 1033/1807 | Experimental and Computational Analysis of the Effect of Winding Turns on Leakage Reactance in Power Transformers
[NO] 1034/1807 | FROQ
                    <sup>1</sup>
                    : Observing Face Recognition Models for Efficient Quality Assessment
[NO] 1035/1807 | Quantum Secure Biometric Authentication in Decentralised Systems
[NO] 1036/1807 | HybridTrust: Fusing LP-GRU and Transformer Architectures for Enhanced Misinformation Detection in Social Networks
[NO] 1037/1807 | Quantum Computing for Autonomous Driving Systems: A Qiskit-Based Framework and Perspective
[NO] 1038/1807 | Integrating Eco-Tourism and Phytoremediation: A Sustainable Framework for Waste Management, Ecological Restoration, and Environmental Conservation
[NO] 1039/1807 | Front Cover
[NO] 1040/1807 | AI-Driven Multi-Scale Vision Transfer Learning Approach for Enhanced Mammogram-Based Breast Cancer Classification through Adaptive Feature Representation
[NO] 1041/1807 | 8.10 A 180-to-240Gb/s Analog-Intensive PAM-4 Transmitter with 0.70pJ/b Analog Power Efficiency in 65nm CMOS
[NO] 1042/1807 | Pore-DMNet: Joint Pore Descriptor and Metric Learning for High-Resolution Fingerprint Recognition
[NO] 1043/1807 | Modeling of Silicon Oxide Growth in Diverse Thermal Oxidation Conditions
[NO] 1044/1807 | Performance Enhancement for FE-on-Top Negative Capacitance CFET via Aspect Ratio Engineering
[NO] 1045/1807 | Artificial Intelligence for Legal Empowerment: Bridging the Gap in Access to Justice for Transgender Individuals
[NO] 1046/1807 | Session 7 Overview: Image Sensors and Ranging
[NO] 1047/1807 | A Novel Study on the Effect of Temperature Cycle Testing on the Transmission Performance of Sub-2 Micron Fine-Wiring for Glass Substrates
[NO] 1048/1807 | 8.8 A 0.292pJ/b 56Gb/s/wire Capacitively Driven Simultaneous Bidirectional Transceiver with PVT/Mismatch Tracking for XSR and D2D Interfaces in 28nm CMOS
[NO] 1049/1807 | Enhancing Intelligent Transportation Systems: A Comprehensive Review of VLC-Based V2V and V2I Communication
[NO] 1050/1807 | Status Monitoring and Full Lifecycle Assessment of Power Equipment Based on the Integration of Edge Intelligence and Cloud Computing
[NO] 1051/1807 | A 112Gb/s PAM-4 SBD Transceiver with Mismatch-Compensated 2×VDD Hybrid and Two-Step Echo Canceller in 28nm CMOS
[NO] 1052/1807 | Development and Application of an IoT-based Intelligent Compaction System for High Concrete-faced Rockfill Dam Embankment
[NO] 1053/1807 | Research on Trust and Privacy of Industrial Embodied Intelligence Based on Blockchain and ZKP
[NO] 1054/1807 | A 0.65-to-1V-V
                    <sub>DD</sub>
                    10.5-to-11.85GHz Fractional-N Sampling PLL Achieving 71.47fs Integrated Jitter and &lt;-60dBc Near-Integer Fractional Spur in 40nm CMOS
[NO] 1055/1807 | 33.4 A 4.5-to-7.2GHz Beyond Rail-to-Rail Output SCPA with 27.9dBm P
                    <sub>out</sub>
                    and 46.2% DE at 5.1GHz Using Periodic Voltage-Pacing Network
[NO] 1056/1807 | A Key Feature Screening Method for Human Activity Recognition Based on Multi-head Attention Mechanism
[NO] 1057/1807 | Automatic Facial Emotion Recognition using Deep Learning Scheme: An Analysis
[NO] 1058/1807 | 16.1 PV Energy-Harvesting Interface Using Reconfigurable Self-Clamp CSCR Converter Achieving 3.83× High-Efficiency VCR Ratio and Open-Voltage-Sense-Free MPPT
[NO] 1059/1807 | Lexical Baselines to Transformers: Hierarchical Ordinal Classification of Indic Movie Full Scripts
[NO] 1060/1807 | A Transfer Learning Approach for Children’s Story Generation with Genre - Driven Classifier Integration
[NO] 1061/1807 | Towards Zero-Shot ISO/ICAO Face Compliance Verification via CLIP-IQA and Natural Language Prompting
[NO] 1062/1807 | Anomaly Detection in Graphs via Topology-Aware Attention Mechanisms
[NO] 1063/1807 | 18.2 A 22nm 1.87ms/Frame Streaming Multi-Speaker ASR Accelerator Leveraging Contextual-Aware Redundancy Skipping with 2D-Writable Microscaling Compute-in-Memory and Similarity-Aware TCAM Design
[NO] 1064/1807 | A Sub-Threshold All-NMOS Reconfigurable PUF with Secure Configuration Selection for Stable 6b/Cell
[NO] 1065/1807 | Study on Aging Characteristics of High-Frequency Impedance in Lithium Batteries
[NO] 1066/1807 | A Real-Time Multi-Model System for Personality and Interview Performance Analysis Using Transformer-Based Feature Fusion
[NO] 1067/1807 | Quantifying Ionic Dynamics in MAPbBr
                    <sub>3</sub>
                    PeLEDs: Modulus Peaks, Split Arrhenius Kinetics, and CBH Transport
[NO] 1068/1807 | Noncontact Injection-Based High-Frequency Impedance Monitoring of Lithium-Ion Battery
[NO] 1069/1807 | 24.1 A 28nm CMOS 1-Chip In-Pixel Memory Backplane Circuit with Pixel-Level Sensing and Compensation for 6652-PPI MicroLED AR Glasses
[NO] 1070/1807 | 22.2 A 16-Channel Low-Power Cryo-CMOS Flux Control Pulse Generator ASIC in 14nm FinFET Technology
[NO] 1071/1807 | KGCS: Zero-Annotation Expert-Knowledge Injection for Object Detection in Aerial Images
[NO] 1072/1807 | HyperCLIP-CD: Hyperbolic Multimodal Representation Enhancement for Remote Sensing Change Detection
[NO] 1073/1807 | Machine learning assists the design of a W-band phase-change tunable wire-grid periodic resonant broadband absorber.
[NO] 1074/1807 | Advancing Efficient Vision Foundation Models for Analysis of Multispectral Imagery
[NO] 1075/1807 | DMHA-Transformer with Joint Convolution and Global Attention Enhancement for Hyperspectral Image and LiDAR Classification
[NO] 1076/1807 | Not the Right Cue for Me: Investigating VR Cue Design and Biofeedback Integration in Drug Psychotherapy
[NO] 1077/1807 | Understanding Reader Perception Shifts upon Disclosure of AI Authorship
[NO] 1078/1807 | "Same Voice, Different Language": An Exploration of Voice-Cloned Translation to Support Non-Native Speakers in Online Meetings
[NO] 1079/1807 | FATe of Bots: Ethical Considerations of Social Bot Detection
[NO] 1080/1807 | Design and Implementation of an Uncrewed Aerial-Aquatic Vehicle With Antenna Retractor
[NO] 1081/1807 | Millimeter-wave Radar-based Ego-Trajectory Estimation of a Vehicle Using Multi-Target Tracking Filter
[NO] 1082/1807 | Single Stage DC-AC Boost Inverter-Based Perturbation Technique for Online Impedance Spectroscopy Measurements of Photovoltaic Panels
[NO] 1083/1807 | Multi-objective Layered Optimization Analysis of Non-Contact Integrated Permanent Magnet Vernier Motor for Deep-sea Joint Motor
[NO] 1084/1807 | E-OptEEG: A Hybrid Ensemble Metaheuristic Feature Optimization for EEG-Based Sentiment Analysis on Resource-Constrained Edge Devices
[NO] 1085/1807 | Deep Reinforcement Learning in Healthcare: A Review of Adaptive Treatment Strategies, Clinical Decision Support, and Personalized Medicine
[NO] 1086/1807 | NutriVision: Gen AI-Powered Personalized Dietary Needs Using ResNet50
[NO] 1087/1807 | Multimodal MRI-Based Brain Tumor Segmentation Enhanced Through BAT Algorithm and Conditional Random Fields
[NO] 1088/1807 | ED-RRT*: Environmental-Metric-Driven Rapidly-exploring Random Tree Star
[NO] 1089/1807 | Research on Inertia Regulation Strategies in Islanded Grids with High Proportion of New Energy Sources
[NO] 1090/1807 | Table of Contents
[NO] 1091/1807 | Approaches for Reducing Power Consumption of 200-GHz Passive-Mixer First BiCMOS Receivers
[NO] 1092/1807 | Economic Evaluation Study of Grid-Connected Renewable Power Direct Connection Mode
[NO] 1093/1807 | Robust Physically Realizable Backdoor Attack
[NO] 1094/1807 | A Review of AWS IoT: Architecture, Applications, and Research Directions
[NO] 1095/1807 | Real-Time Human Tracking and Predictive Danger Zone Forecasting for Public Safety
[NO] 1096/1807 | Table of Contents
[NO] 1097/1807 | Covariance Matrix Estimation Method for FDAMIMO Radar
[NO] 1098/1807 | SPCNC 2025 Breaker Page
[NO] 1099/1807 | Energy-Efficient and Stable Task Offloading and Resource Allocation in Space-Air-Ground Integrated Networks_supp1-3668251.pdf
[NO] 1100/1807 | MuST: Multi-Scale Transformer Incorporating Hierarchical Attention and TCN for EEG Decoding
[NO] 1101/1807 | Design and Implementation of Repetitive Control for Medium-Frequency Inverter Based on Double-Zero Approximation
[NO] 1102/1807 | Implementation of a Secure 32-bit RISC-V Microcontroller Integrated with a Fast Lightweight Post-Quantum NTRU-HPS Cryptosystem for IoT
[NO] 1103/1807 | CineSteady: A Real-time Hybrid Video Stabilization and Distortion Correction Method_supp4-3669217.mp4
[NO] 1104/1807 | DDFNet: Dual-Neighborhoods Dynamic Fusion Network for Image Feature Matching
[NO] 1105/1807 | A Method for Generating Large-Scale Spaceborne Long-Wave Infrared Point-Target Images Using Landsat 8 TIRS Data
[NO] 1106/1807 | 2025 2nd Asia Conference on Advances in Electrical and Power Engineering (ACEPE)
[NO] 1107/1807 | 15.3 An 8nm eMRAM for Auto-G1 with a 125MHz Read Speed at 0.6V and 19.94Mb/mm
                    <sup>2</sup>
                    Density
[NO] 1108/1807 | Transferable Pre-training and Transformer-based Fewshot Learning for One Dimensional Radar Range Profile Target Recognition
[NO] 1109/1807 | Design of a High-Speed ADC Chip Testing System
[NO] 1110/1807 | A 3.19pJ/b Electro-Optical Router with 18ns Setup Frame-Level Routing and 1-to-6 Wavelength-Flexible Link Capacity for Photonic Interposers
[NO] 1111/1807 | Data-Driven SCUC Based on GRU and Seq2Seq
[NO] 1112/1807 | An Experimental Study on Vibration Characteristics of Mechanical Faults in a Single-Phase Dual-Gapped-Limb Reactor
[NO] 1113/1807 | PIN Diode-Based RF Limiter Topologies for Multifunction Receiver Protection
[NO] 1114/1807 | Approximate Multiplier Using Approximate Compressor and Parallel Prefix Adder
[NO] 1115/1807 | Research on Dynamic Characteristic Optimization of PV-Storage Integrated Distribution Network Under Extreme Weather Based on GNN-PPO
[NO] 1116/1807 | Reverse Antenna Effect: A Hidden Reliability Risk in BEOL Interconnects
[NO] 1117/1807 | Deciphering the Influence of Human Behavior on Cybersecurity Risks: An In-depth Review of Amplification and Mitigation Factors
[NO] 1118/1807 | Session 36 Overview: Neural and Biomedical Interfaces
[NO] 1119/1807 | Empowering the next Wave of Silicon Engineers
[NO] 1120/1807 | Comparative Analysis of PI, Fractional PI, and ILC PI Controllers for Liquid Level Regulation in Conical Tank
[NO] 1121/1807 | Single-Phase Open-Circuit Fault Location Method Based on Graph Attention Network
[NO] 1122/1807 | A Method for Estimating the State of Charge of a Vanadium Redox Flow Battery with SSA-BiLSTM Architecture Under Constant Power
[NO] 1123/1807 | A Multi-Range, Multi-Resolution LiDAR Sensor with 2,880-Channel Modular Survival Histogramming TDC and Delay Compensation Using Double Histogram Sampling
[NO] 1124/1807 | Analysis of die-lamination process during epoxy-die-attach
[NO] 1125/1807 | Ethical Considerations in AI-Driven Surveillance Systems
[NO] 1126/1807 | Session 34 Overview: Integrated Radar and UWB Transceivers from Microwave to Sub-THz
[NO] 1127/1807 | Comparison of Performance Metrics of Various ML-based Load Balancing Methods using a Benchmarked Dataset
[NO] 1128/1807 | Modified Sepic Converter Topology for Efficient Solar-Powered Fast Ev Charging
[NO] 1129/1807 | Applications and Research Challenges of Using Virtual Reality (VR) in Education
[NO] 1130/1807 | Arm Vein with Occlusion Recognition Algorithm Based on Dual-Branch Network
[NO] 1131/1807 | Intra-Pulse Motion Compensation for Plasma-Sheath-Covered Targets
[NO] 1132/1807 | Design and Performance Analysis of HexTorus Topology in NoC Architectures
[NO] 1133/1807 | Research on Deep Learning-Based Fault Diagnosis Methods for Steady-State Operating Conditions
[NO] 1134/1807 | Interests Balancing Evolutionary Strategy for Investors and Governments in Hydrogen-Electricity Coupling System
[NO] 1135/1807 | Energy-Aware Cluster Head Selection in IoT Using Logarithmic Mean Optimization
[NO] 1136/1807 | NEST: A Low-Cost Smart Hub for Environmental Monitoring and Forecasting in Poultry Broiler Houses
[NO] 1137/1807 | Unsupervised Lemon Quality Segmentation Using ResNet50 and Spectral Clustering
[NO] 1138/1807 | Alibi: A Graph-Driven Algorithm for Attendance Capturing
[NO] 1139/1807 | Efficient Transfer Learning for Time-Series Forecasting Using Wi-Fi Data •
[NO] 1140/1807 | A Computer Vision-Based System for Detecting Eating Activities in Public Bus Transportation
[NO] 1141/1807 | Triboelectric Nanogenerators from Incense Stick Ash Waste for Flexible Electronics
