[2026-02-20 09:29:16] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-19
正在获取论文...
[arXiv] 2026-02-19 | BadCLIP++: Stealthy and Persistent Backdoors in Multimodal Contrastive Learning
[YES] 1185/1694 | Design of Secure Compression Hash Function in RISC-V Based SoC
[NO] 1186/1694 | A Method to Enhance BOC Signal Reception Performance under Partial Band Interference
[NO] 1187/1694 | Optimized Duplicate Detection Using Smith-Waterman Algorithm with Sorted Neighborhood Method
[NO] 1188/1694 | Smart Home Safety: Gas Detection and Automated Window Ventilation Using LoRa Technology
[NO] 1189/1694 | Automated Image Description using VisualGPT: Case Studies on Fashion Products
[NO] 1190/1694 | Smart Traffic Signal Coordination in Urban Networks via Multi-Agent Reinforcement Learning
[NO] 1191/1694 | Model Adaptation for Lifecycle Management in AI-native 5G/6G Networks
[NO] 1192/1694 | Deep Learning Solution for Enhanced Detection for Primary skin lesions
[NO] 1193/1694 | Comparative Evaluation of Synthetic Question and Answer Dataset Generation Methods for Large Language Models
[NO] 1194/1694 | Multimodal Spam Detection Based on Multi-View Complementary Hybrid Feature Fusion
[NO] 1195/1694 | Parameter-Efficient Quantum Machine Learning for Multi-Class Brain Tumor Classification
[NO] 1196/1694 | Supporting Knowledge Generation in Large-Scale Online Courses: Semantic Network Approach
[NO] 1197/1694 | Enhanced Ladyfinger Plant Disease Detection Through DenseNet
[NO] 1198/1694 | Real-Time Vehicle Detection and Traffic Flow Counting on Highways with YOLO
[NO] 1199/1694 | Microwave Frequency Comb Generation Based on an Optoelectronic Oscillator Integrating a Coupled Optoelectronic Up-Conversion Recirculating Loop
[NO] 1200/1694 | A Deep Dive into KoMaP for Accelerating AI-Based Material Development
[NO] 1201/1694 | TransFL: Selective Transformer Layer Sharing for Efficient Federated Learning
[NO] 1202/1694 | The Agentic Enterprise: A Strategic Analysis of Advanced Agentic Workflows and Collaborative AI
[NO] 1203/1694 | YOLOv5 for Agricultural Pest Management: Real-Time Detection of Rice Insects in Field Conditions
[NO] 1204/1694 | Multi-Beamforming and RSRP Analysis in 5G NR Millimeter-Wave Systems
[NO] 1205/1694 | Speaker Recognition Using MFCC and LPC with Gaussian Modelling and Mahalanobis Distance Criterion
[NO] 1206/1694 | Adaptive Photonic Self-Interference Cancellation Assisted by Deep Learning on Microcontrollers
[NO] 1207/1694 | Reinforcement Learning for Semiconductor Wafer Scheduling
[NO] 1208/1694 | APSDCP-Net: Adaptive Patch-Size Dark Channel Prior Network for Single Image Dehazing
[NO] 1209/1694 | Impedance Split Technique Based Miniaturized RF Bandpass Filter for Wireless Applications
[NO] 1210/1694 | Enhanced Stock Market Movements towards Economic Sustainability using LSTM Hybrid Algorithm
[NO] 1211/1694 | A Fully Packaged 140 GHz Analog Radio-over-Fiber Transmitter Chipset with SiGe driver and TFLN modulator PIC
[NO] 1212/1694 | TD-ORDERER: Transaction Dependency Orderer
[NO] 1213/1694 | Parameter Design for Channel Knowledge Map Assisted Channel Estimation
[NO] 1214/1694 | Unveiling the sequential pattern of group cognitive engagement in GAI-enhanced learning environment with first-order Markov model
[NO] 1215/1694 | Quantum-Enhanced Edge Intelligence: Bridging Quantum Computing and Distributed AI
[NO] 1216/1694 | Sign Language Recognition and Translation to Text and Audio for Divyang Communication as A Microservice
[NO] 1217/1694 | Enhanced Crop Disease and Pest Detection Using Adaptive Neuro-Fuzzy Systems with ResNeXt Architecture
[NO] 1218/1694 | Unsupervised Learning for Spatial Economic Zoning in North Sumatra
[NO] 1219/1694 | Bias Detection and Fairness in AI-Based Hiring Systems
[NO] 1220/1694 | CNN-Driven Brain Tumour Detection: Enhancing Accuracy and Reliability
[NO] 1221/1694 | AURA: Air-Mouse for Universal Access
[YES] 1222/1694 | Analysis of Novel Curve Fitting-Based Real Number Modeling Technique for High-Switching Applications in Analog Mixed-Signal Systems
[NO] 1223/1694 | Assessment of Large Models' Problem-Solving Ability in Mathematics
[NO] 1224/1694 | Medical Impact of Learning Apps:Fault Tree Analysis
[NO] 1225/1694 | A DL-MRBL Scheme with Variation-Resilient Timing for Wide Voltage STT-MRAM
[NO] 1226/1694 | Hybrid CNN-GRU-Attention Network for ECG Signal Classification and Real-Time Diagnosis in Edge Healthcare Systems
[NO] 1227/1694 | An Intelligent Framework for Dysarthria Speech Recognition Using Convolutional Recurrent Model with Heuristic Search Algorithm
[NO] 1228/1694 | Pareto-Optimal Design of OAM Communication Links under Beam Misalignment via a Decomposition-Based CMOEA
[NO] 1229/1694 | Importance-Aware Subcarrier Mapping for OFDM-Based Digital Semantic Communication
[NO] 1230/1694 | Hybrid Anomaly-Based Cloud Security with SDP and Machine Learning for Threat Detection
[NO] 1231/1694 | Toward Heterogeneity-Aware Striping in Lustre
[NO] 1232/1694 | Pathways to Enhancing Employment Quality for Vocational College Graduates in Construction Under the Background of Intelligent Construction: The “Four Integrations, Three Supports, and Two Micro-Initiatives” Model——A Longitudinal Tracking Study Across 15 Institutions and Industry Big Data Analysis
[NO] 1233/1694 | Research on Optimization of Green Infrastructure and Healthy City Design in Old Urban Areas Driven by Artificial Intelligence
[NO] 1234/1694 | Predicting Short Video Marketing Target User Behavior Using Transformer Models
[NO] 1235/1694 | IEEE Recommended Practice for Data Expression, Exchange, and Processing in Smart Agriculture
[NO] 1236/1694 | The
                    <i>Coding as Another Language</i>
                    (CAL) Curriculum in Portuguese: Translation, Implementation and Pilot Evaluation
[NO] 1237/1694 | Homogenization Optimization of Electric Field in Nonlinear Nonuniform Dielectrics Under Pulsed Excitations
[NO] 1238/1694 | Sparse-View Dental Panoramic Reconstruction Using Spectrally Tuned Gaussian-Notch Filtering
[NO] 1239/1694 | Small-Amplitude Electron Acoustic Solitons in a Magnetized Plasma With Regularized Kappa-Distributed Hot Electrons
[NO] 1240/1694 | Centimeter-Scale Roughness Characteristics of Lunar Geological Structures and Permanently Shadowed Regions: Insights from Mini-RF SAR Data_supp1-3665319.pdf
[NO] 1241/1694 | Adaptive Patch Reshaping for Edge-Based Semantic Segmentation in Remote Sensing
[NO] 1242/1694 | ICBCTIS 2025 Cover Page
[NO] 1243/1694 | Table of Contents
[NO] 1244/1694 | Copyright Page
[NO] 1245/1694 | : Full Reference Video Quality Assessor of Rendered Human Avatars in Virtual Reality_supp1-3663930.pdf
[NO] 1246/1694 | A Resonator-Based Active Sensing Tag for Lactate Detection in Saline Solutions
[NO] 1247/1694 | FWM Nonlinearity Reduction Techniques for 2- and 10 km 3.2 Tb/s (16×200 Gb/s) O-Band IM/DD Systems
[NO] 1248/1694 | A Wide-PDR CMOS Rectifier Employing Dual Mode Technique for Ambient RF Energy Harvesting
[NO] 1249/1694 | Optimization of Quantum-Assisted Deep Learning Algorithms for High-Performance Cloud Infrastructures
[NO] 1250/1694 | Multi-Channel Quantum-Effect Thin-Film Transistors for Beyond Cmos Applications
[NO] 1251/1694 | A 151.9-165.9 GHz 8.8% FTR Quadrature Voltage Controlled Oscillator in 28-nm FDSOI
[YES] 1252/1694 | Do LLMs Benefit from Self-Ensembles? A Study of Self-Mixture-of-Agents
[NO] 1253/1694 | An Automated Outline for Quick Discovery and Classification of Lung Diseases Using Medical Imaging
[NO] 1254/1694 | A Systematic Framework for Mapping Neural Weights to Conductance for Memristor Based ANN Implementation
[NO] 1255/1694 | Deep Learning Model with Multi-Class Labels Improving the Automated Segmentation of Abdominal Organs Using MRI
[NO] 1256/1694 | A Silicon Photonic Chip for Simultaneous Microwave and Near-Infrared Dual-Band Beamforming
[YES] 1257/1694 | Design and Implementation of Hybrid Approximate Multiplier (HAX8) for Non-Linear RGB Image Brightness Adjustment
[NO] 1258/1694 | A Survey on Deep Learning-Based Anomaly Detection in Photovoltaic Power Generation Systems
[NO] 1259/1694 | Improving University Student Outcomes in Substance Abuse Prevention Education: A Strategy for Online Learning Environment
[NO] 1260/1694 | The Transformer Oil Dissolved Gas Prediction Method Based on Multivariate Variable-Weighting Mechanism
[NO] 1261/1694 | Automatic diagnosis and classification of skin cancer using modified deep learning methods: A Study
[NO] 1262/1694 | Research On Image Denoising Method Of Transmission Line Insulator
[NO] 1263/1694 | Beyond Traditional Methods: A NLP and Knowledge Graph Approach to Cyber Threat Detection and Visualization
[NO] 1264/1694 | RNS Base Conversion Using Optimized Multiword Multipliers for Approximate Modulus Switching
[NO] 1265/1694 | University Students' Acceptance of Emotional Learning Companion Agents: An Empirical Study Based on Social Network Analysis
[NO] 1266/1694 | Auditing Facial Emotion Recognition Datasets for Posed Expressions and Racial Bias
[NO] 1267/1694 | Ultra-Low-Power Multi-Level Voltage Reference Circuit in TFTs-Based Flexible Circuit Technology
[NO] 1268/1694 | The Relationship Between Elderly Speech Features in a Life-Logging Application and the Early Detection of Dementia
[NO] 1269/1694 | Effective multiple access technique to support minimum data rate
[NO] 1270/1694 | DX Platform for Evaluating Radiation and Environment Perturbation: An Application to Fukushima Daiichi Decommissioning
[NO] 1271/1694 | Towards Safe and Secure LLM Systems: Defense Strategies and Assessment Against Inference-Time Security Risks
[NO] 1272/1694 | Exploring the Impact of Elementary School Students’ Programming on the Relationship between their AI Literacy and Creative Thinking Abilities
[YES] 1273/1694 | Augmented-GDA: LLM In-Loop Gradient Descent Algorithm for Smooth Unconstrained Optimization
[NO] 1274/1694 | XGBoost-Based Method for Predicting Distribution Network Line Faults and Its Application
[NO] 1275/1694 | Low Noise Amplifier MMIC Design for ISAC Using 0.2 um GaN HEMT Technology
[NO] 1276/1694 | PV-CSP Collaborative Optimization Strategy in Power Market Environment
[NO] 1277/1694 | A Process and Temperature Insensitive Two-Step VCO-Based ADC in 90nm CMOS
[NO] 1278/1694 | Comparative Study of Machine Learning in Bone Fracture Classification Based on X-Ray Images
[NO] 1279/1694 | Secure And Verifiable Credentials of Digital Portfolio Using Blockchain
[NO] 1280/1694 | Web-Based Application to Predict Plant Disease Using Deep Learning for Precision Agriculture
[NO] 1281/1694 | Agentic and Explainable AI for Pulmonary Disease Detection: A Multimodal Imaging Perspective
[NO] 1282/1694 | Low-Latency 1.5-Bit Quantizer for a 400 Mbps Continuous- Time Sigma-Delta Modulator in 65 nm CMOS for Biomedical Instrumentation
[NO] 1283/1694 | Compact WDM Terahertz Link With SiC-based UTC-PD and High-Speed Envelope Detection
[NO] 1284/1694 | A Simulation-Based Study on Impact of DVS for Side-Channel Attacks
[NO] 1285/1694 | Truncated Adder Integration in a Convolutional Neural Network Approximate Accelerator
[NO] 1286/1694 | LNOMS-SS: A Low-Complexity LDPC Decoding Algorithm with Hardware Implementation
[NO] 1287/1694 | Attribute-Guided and Hybrid Approaches for Interpretable 3D Object Retrieval
[NO] 1288/1694 | The Integration of AI-Driven Multi-UAV Networks, Edge Computing, and MIMO for IoT Applications
[NO] 1289/1694 | A Study on the Development of a Radio Interference Analysis System for UAM Services
[NO] 1290/1694 | VISTA-SLAM: An Edge-Ready Benchmark Vision for Energy, Bandwidth, and Instance-Persistent Multi-Robot Mapping
[NO] 1291/1694 | A Development of an Intelligent Learning Based Heterogeneous Clustered Hybrid UAV in Wireless Powered Internet of Things Communication
[NO] 1292/1694 | Enhancing Blockchain Security with Multivariate Post-Quantum Digital Signatures
[NO] 1293/1694 | Open5GLoS: Scalable Cloud-Native Architecture for Open-Source 5G Core Networks
[NO] 1294/1694 | Trade Flow Distortion Analysis Using the MöBius Chain Equilibrium Algorithm (MCEA)
[NO] 1295/1694 | Rapid DDos Detection and Mitigation Framework in SDN Space
[NO] 1296/1694 | Game-theoretic distributed learning of generative models for heterogeneous data collections
[NO] 1297/1694 | Web-Based Gold Investment Prediction Using K-Nearest Neighbor Classification Method
[NO] 1298/1694 | Automated Brain Tumor Segmentation and Grade Classification of MRI Using CNN and U-Net
[NO] 1299/1694 | BC-TMICP: A Blockchain-based Transitional Medical Image Copyright Protection Scheme From Centralization to Decentralization
[NO] 1300/1694 | DAPNN: A Residual-Gated Dual-Attention Neural Network for Multi-Objective Task Scheduling
[NO] 1301/1694 | Diagnosing Lung Cancer Using Machine Learning Techniques and Genetic Algorithm: A Comparison Study
[NO] 1302/1694 | A Practical Demonstration of Mach-Zehnder Modulator Chirp Measurement Using a DC Method
[NO] 1303/1694 | Deep Learning-Based SAR Super-Resolution for Accurate Water Body Mapping
[NO] 1304/1694 | Developing a Dynamic Assessment System to Enhance Medical Students’ Learning Outcomes in Medical Image Interpretation
[NO] 1305/1694 | Analysis of Healthcare Monitoring System with Federated Learning Model for Multimodal Healthcare Data
[YES] 1306/1694 | Implementation of SPI Protocol with Adaptive Baud Rate and Configurable N-Bit Transmission
[NO] 1307/1694 | A Multichannel Photoplethysmography Pipeline with Signal Quality Assessment for Robust Respiratory Rate Estimation
[NO] 1308/1694 | Towards Secure and Distributed Chest Disease Diagnosis Using X-Ray Imaging and Federated Learning Models
[NO] 1309/1694 | Image classification with a simple photonic perceptron based on heterodyne detection
[NO] 1310/1694 | Time Series-Based Zero-Day Vulnerability Prediction
[NO] 1311/1694 | Millimeter-Wave Fixed Wireless: Challenges and Insights from Models and Machine Learning
[NO] 1312/1694 | Informatics Education in Spain: A Comparative Analysis within the Framework of the DIGITAL FIRST Project
[NO] 1313/1694 | Memory-Efficient Differential Privacy Accelerator
[NO] 1314/1694 | Design of Blockchain-Envisioned Security Mechanism for Anti-Malware as a Service
[NO] 1315/1694 | Comparative Performance Analysis of Clustering Algorithms for Scalable and Reliable Vehicular Ad-Hoc Networks (VANETs)
[NO] 1316/1694 | Optimizing Random Forest with Genetic Algorithm for Malware Detection Using PE Header Features
[NO] 1317/1694 | Study and Performance Analysis of Recent Flip-Flops for Low-Power and High-Speed Applications
[NO] 1318/1694 | Lightweight MLP-Based Operator for Real-Time Voxel-Based 3D Object Detection
[NO] 1319/1694 | Design and Implementation of an FPGA-Based Voting System with Biometric Authentication
[NO] 1320/1694 | A Review of Discussions on Support of Regenerative Payloads in NR NTN
[NO] 1321/1694 | Development of Neural Network-Based Personalized Controller for Human Assistive Soft Exosuits
[NO] 1322/1694 | A Case Study on the Software-Defined Manufacturing for AI-based Autonomous Manufacturing
[NO] 1323/1694 | Research on Literary-Artistic Practice, Emotional Experience and Psychological Regulation of the New “Brainwave Painting” Technology from the Perspective of Cultural Computing
[NO] 1324/1694 | FLLM 2025 Preface
[YES] 1325/1694 | Table of Content
[NO] 1326/1694 | Coherent Nonlinear Ultrasound Imaging: From Microvasculature to Capillaries_supp2-3665340.mp4
[NO] 1327/1694 | Benchmarking Subjective Quality Assessment Methodologies for Light Field Compression
[NO] 1328/1694 | TSV-Based Shoelace Inductor: A High-Density Solution for Advanced Packaging Platforms
[NO] 1329/1694 | Detecting potential subsurface water ice at southern Utopia Planitia of Mars using SHARAD datasets
[NO] 1330/1694 | A Fingertip-Size Six-Axis Force Sensor via Origami Coil Arrays for Intrinsic Tactile Sensing_supp1-3660186.mp4
[NO] 1331/1694 | How Dare You Refuse Me? How and When AI Negative Hiring Decision Influences Applicants' Reactions_supp1-3665195.docx
[NO] 1332/1694 | Mitigation of Extreme Events in the Distribution Grid Through Control of Flexible Resources
[NO] 1333/1694 | Adaptive Runtime Risk Assessment with Aging-Aware Feasibility for Safety-Critical Systems
[NO] 1334/1694 | Resolving the Transient Current of SiC MOSFETs: A Sparse Representation Framework for Disentangling Oxide and Bulk Traps
[NO] 1335/1694 | Coherent Nonlinear Ultrasound Imaging: From Microvasculature to Capillaries_supp1-3665340.pdf
[YES] 1336/1694 | FMP3+TECS/Rust: Memory-safe Component Framework for Multi-processor Embedded Systems
[NO] 1337/1694 | A Task-Oriented and Lightweight Semantic Communication System with Secure Federated Aggregation in Distributed Wireless Networks
[NO] 1338/1694 | Dynamical Update Maps for Particle Flow With Differential Algebra
[NO] 1339/1694 | Integration of Vital Signs Monitoring System Based on Single Antenna Bio-Sensing (SABioS) Method_supp1-3661410.pdf
[NO] 1340/1694 | Non-Invasive Hemoglobin prediction: A machine learning approach
[NO] 1341/1694 | Research on AIGC-Empowered Cultivation of Computational Thinking in High School Students
[NO] 1342/1694 | Enhancing E-Learning Effectiveness Based on Student Preferences and Actual Learning Behaviors: a Data-Driven Analysis of LMS Usage
[NO] 1343/1694 | TruckIDMe: Driver Identification from J1939 CAN Bus Signals
[NO] 1344/1694 | HAP-Assisted Disaster Relief Communication with AI-Driven Resource Allocation
[NO] 1345/1694 | Improvement of A2C Training Efficiency with FSM-Based Meta-Optimizer on CPU-FPGA Platform
[NO] 1346/1694 | GraphRAG-Based Question Answering for Battlefield Situation Analysis from Simulation Logs
[NO] 1347/1694 | Innovative Ultra-Wideband (UWB) Hands-Free Speaker: Advanced Interaction Driven by Machine Learning via Face and Gesture Recognition
[NO] 1348/1694 | A Hybrid Recommendation Model for Two-Way Selection by Teachers and Students and Its Application in the Postgraduate Information Platform
[NO] 1349/1694 | Research on Intelligent Identification and Diagnosis Technology of Mechanical Faults of High-voltage Circuit Breakers
[NO] 1350/1694 | A 66.7dB-SNDR Pipelined-SAR ADC with On-Chip Bit-Weight Calibration Achieving $\triangle \text{SNDR}&lt;2.4 \text{dB}$ Across PVT Variations
[NO] 1351/1694 | A Complex Network Theory-Based Robustness Study of Public Transport Systems in Mountainous Cities
[NO] 1352/1694 | A Review on Advancements in Automatic Brain Tumor detection and classification using Machine Learning Techniques
[NO] 1353/1694 | Detection of Infected Areas on Pulai Leaves Through Trainable Weka-Based Image Segmentation
[NO] 1354/1694 | A Systematic Literature Review on Machine Learning-Based Information Security Risk Management for Higher Education Institutions
[NO] 1355/1694 | Learning Engagement in AI-Driven Blended Courses: Survey and Strategies
[NO] 1356/1694 | Mitigation method for random subdomain attacks to authoritative DNS servers by traffic control
[NO] 1357/1694 | Self-Pulsating III-V/Si DFB Laser for Tunable Photonic Microwave Generation
[NO] 1358/1694 | A High Energy and Area Efficiency DCIM with 2TC Based Dual-Layer Approximate Compressor
[NO] 1359/1694 | A Survey on 5G NR Sub-band Full Duplex
[NO] 1360/1694 | A Fuzzy MCDM Method for Solving Software Requirements Selection Problem
[NO] 1361/1694 | Scene Matching-Assisted Adaptive Control of Autonomous Vehicles in CARLA Simulator
[NO] 1362/1694 | IoT-Based Elderly Health Management System
[NO] 1363/1694 | Automated Detection of Counterfeit Indian Currency Using Image Processing and Machine Learning
[NO] 1364/1694 | Multiple UEs Initial Access Hardware Experiment
[NO] 1365/1694 | A High-Gain MIMO Lens Antenna with Meta-Transmissive Surface for Dual Circular Polarization Conversion in 6G Terrestrial, Airborne, and Non-Terrestrial Communication Networks
[NO] 1366/1694 | Optimized Urban Traffic Simulation Framework Using SUMO with Post-Accident Rerouting and Emergency Alert Mechanisms
[NO] 1367/1694 | A Machine Learning Approach for Diabetes Mellitus Prediction Using Hemodynamic and Vascular Stiffness Parameters
[NO] 1368/1694 | Hybrid Karatsuba Toom-Cook Multiplier with Reduced Computational Complexity for Large Operand Multiplication
[NO] 1369/1694 | Low-Power Inverter-Based Fully Differential OTA in Flexible Integrated Circuit Technology
[NO] 1370/1694 | SocialCyber: Developing a Cyber Threat Awareness Simulation Game for Thai Adults
[NO] 1371/1694 | Survey of π
                    <sub>0</sub>
                    , π
                    <sub>0</sub>
                    -FAST, and π
                    <sub>0.5</sub>
                    : Vision-Language-Action Models in the Physical AI Framework
[NO] 1372/1694 | Stability-Aware UAV Trajectory Planning with Sub-Path Decomposition via Diffusion-Reinforced Decision Making
[NO] 1373/1694 | AI-Driven Causal Analysis for Business Intelligence: A Scalable Approach from Salesforce Research
[NO] 1374/1694 | Brand Perception Analysis Using Glove Word Embeddings in Digital Marketing Intelligence Tools
[NO] 1375/1694 | Development of Adaptive Cuckoo Search Controller for Polymer Electrolyte Fuel Cell Systems
[NO] 1376/1694 | Comparative Analysis of KNN and SVM Classifiers for Brain Tumor Detection Using GLCM, Shape, and Color Features
[NO] 1377/1694 | Prediction of Fertility of a Soil Using ANN: A Computational Intelligence Approach
[NO] 1378/1694 | Consumer Decision-Making Model Based on Deep Collaborative Embedding and Temporal Attention
[NO] 1379/1694 | Understanding the Primary Synchronization Signals in 3GPP Cellular Networks
[NO] 1380/1694 | Multi-Head Attention Based Educational Dialogue System for Context-Aware Problem Solving
[NO] 1381/1694 | Robust Cardiac Arrhythmia Classification Using Hybrid SMOTE and Random Under-Sampling and Machine Learning Models
[NO] 1382/1694 | The Impact of Near-Surface Meteorological Factors and Underlying Surface Conditions on Icing in Low Mountain and Hilly Areas and Its Application in Newly-Built Transmission Line Projects: A Case Study of a Newly-Built Transmission Line in Wanshan District, Tongren City
[NO] 1383/1694 | Fusion Attention-Driven Residual Generative Adversarial Networks for Realistic Image Generation
[NO] 1384/1694 | Stock Price Prediction Using Time Series Analysis And Sentiment Analysis With Random Forest And LSTM Models
[NO] 1385/1694 | Multi-Scenario Risk Situation Assessment Method for Distribution Networks With High-Penetration Renewable Resources
[NO] 1386/1694 | A Neuro-Symbolic Hybrid Framework with Sentiment Analytics for Cryptocurrency Price Movement Prediction
[NO] 1387/1694 | Detecting AI-Generated Text, Images, and Videos: A Review of Methods and Emerging Frameworks
[NO] 1388/1694 | A Two-Stage Deep Learning-based Framework for High-Accuracy Network Intrusion Detection
[NO] 1389/1694 | Smart Tourism Planning of Tanjung Aan by Considering the Mandalika Circuit Based on Dynamic Modeling
[NO] 1390/1694 | NTN Evolution in 3GPP 5G Advanced
[NO] 1391/1694 | DMECNet: Dynamic Multi-Expert Convolutional Network for Malware Open-Set Recognition
[YES] 1392/1694 | Bridging Security Gaps in Software Requirement Specification through Machine Learning: A Comprehensive Review
[NO] 1393/1694 | Asynchronous Non-binary SAR ADC Inspired by Hopfield Network
[NO] 1394/1694 | A Survey of Military Anti-Satellite Weapon Systems and Corresponding Countermeasures
[NO] 1395/1694 | Generative AI for Networking
[NO] 1396/1694 | A HEVC Steganography Scheme Based on Intra-Frame QDST Coefficient
[NO] 1397/1694 | Robust Doppler Compensation for LEO-OFDM Radar Sensing Using Hierarchical 2-D Grid Search
[NO] 1398/1694 | Real-Time ERP-Integrated Adaptive Decision Intelligence Architecture for Enterprise-Scale Supply Chains
[NO] 1399/1694 | Sim-to-Real Neural Perception for Terrain Classification in Search and Rescue Robotics
[NO] 1400/1694 | Design and Analysis of the Helical Antenna using HFSS
[NO] 1401/1694 | A Model for Multi-Period Facility-Location and Vehicle Assignment in Post-Disaster Areas Under Uncertainty Using a Deep Learning Approach
[NO] 1402/1694 | A 5V-to-1V Hybrid Buck Converter with Asynchronized Switched Inductors and Hybrid Controls for Fast Load Transient
[NO] 1403/1694 | The Evolution of Provenance-Based Intrusion Detection Systems: A Review of Approaches, Limitations, and Future Directions
[NO] 1404/1694 | Interaction Design of ASD Children's Online Health Community Based on Social Network Structure and User Behavior Analysis
[NO] 1405/1694 | Intelligent Generation and Dissemination Effect Optimization of Intangible Cultural Heritage Short Videos Based o Deep Learning
[NO] 1406/1694 | A Sustainable Tourism Model in Glacier Melt through Dynamic Optimization
[NO] 1407/1694 | Optimized SVM Strategy for Three-Phase Single-Stage Isolated Resonant AC-DC Converter to Enhance Grid Current Quality
[NO] 1408/1694 | Evolution of Enhanced Performance of ITO Framework-Based TFTs
[NO] 1409/1694 | Scalable Multi-Robot Motion Planning Using Workspace Guidance-Informed Hypergraphs
[NO] 1410/1694 | NPSIF 2025 Content Announcement Page
[NO] 1411/1694 | A Multi-modal Feature Fusion and Interpretability Analysis Framework for Egg Surface Defect Detection and Counting
[YES] 1412/1694 | Design of Intelligent Translation Optimization Algorithm Based on Large Language Model
[NO] 1413/1694 | Accurate Marketing Prediction Algorithm Based on Cigarette Consumer Label System
[NO] 1414/1694 | Virtual reality immersive experience: a digital strategy for preserving and inheriting Sichuan cuisine skills in the era of meta-universe
[NO] 1415/1694 | Culture-Aware Bilingual Topic Modeling: Integrating Lexicon Embedding and Topic Alignment for Deep Comparative Analysis of Mongolian and Chinese Literature
[NO] 1416/1694 | Multi-Field Coupled Numerical Simulation and Multi-Objective Parameter Optimization Design for Fracturing Renovation of Heterogeneous Reservoirs
[NO] 1417/1694 | Preface
[NO] 1418/1694 | Adaptation and Validation of HAIS-Q for Measuring Information Security Awareness in Indonesian Government Institutions
[NO] 1419/1694 | Comparative Study of PRTG and Grafana-Prometheus for Monitoring Information Technology Infrastructure
[NO] 1420/1694 | A Survey of Model Inversion Attacks on Image Domain
[NO] 1421/1694 | A Review of the Use of Machine Learning Algorithms in Analyzing Student Performance
[NO] 1422/1694 | Alma de Tezontle: Artificial intelligence applied to environmental water education
[NO] 1423/1694 | Efficient MXINT4 Inference via Hardware-Based Dynamic Sparsity Detection and Skip-Activation
[NO] 1424/1694 | Machine Learning-Based Fault Diagnosis in Electric Motors: A Predictive Maintenance Approach
[NO] 1425/1694 | Sparsity and Autocorrelation Peak Difference Based Joint Noise Level and Blur Extent Estimation
[NO] 1426/1694 | Assessment of Crop Yield Forecasting and Evaluation of Climate Change Effects Utilizing ML Methodologies in Agricultural Practices
[NO] 1427/1694 | IoT-Enabled Smart Light Management System for Enhancing Layer Quail Farming Efficiency
[NO] 1428/1694 | Fact Checking in Low Resource Languages: Creating Translation-Based Datasets and Benchmarking for Farsi
[NO] 1429/1694 | Performance and Cost Optimization of Federated LLM Agents in Edge Computing Environments
[NO] 1430/1694 | Multiscale Residual Attention Unet+-based Efficient Change Detection Mechanism in Ecosystem using Satellite Images
[NO] 1431/1694 | Smart Surveillance System Using Face Detection for Missing Persons
[NO] 1432/1694 | Efficient Architecture for CNN Accelerator using Depthwise Separable Convolution and Operand Isolation Multipliers
[NO] 1433/1694 | Detection of Thick Elliptical Structures in Complex Images: A Mixture Model-Based Approach using Ellipse-Anchored Gaussian Distribution
[NO] 1434/1694 | Emotion-Aware Prompting for Large Language Models
[NO] 1435/1694 | Precision Agriculture Through Smart Irrigation and Real-Time Nutrient Monitoring Using IoT and AI
[NO] 1436/1694 | Enhancing Surveillance Systems Using Video Anomaly Detection
[NO] 1437/1694 | Ensemble Majority Voting Method to Improve Missing Value Imputation Results in T2DM Prognosis Classifications
[YES] 1438/1694 | Pungoe Pentest: Orchestration of Web Penetration Testing Tools with Assistance Based on Large Language Model (LLM) Pentest-AI and Retrieval-augmented Generation (RAG)
[NO] 1439/1694 | Performance Analysis of M-AODV Routing Protocol for Video Streaming Using Gauss-Markov and Random Waypoint Mobility Models in MANETs
[NO] 1440/1694 | Impact of Number of DMRS Symbols on Self-interference Cancellation in Full-duplex Mobile Communications
[YES] 1441/1694 | A 10-Bit 100-kHz Partially Segmented DAC Design for LCD Gamma Correction Using Open-Source EDA Tools
[NO] 1442/1694 | Integrate Cybersecurity in Electric Vehicle Battery Frameworks: Mechanisms for Identifying and Responding to Intrusions on Smart Building Management System Networks
[NO] 1443/1694 | Efficient and Secure Multiparty Key Exchange Schemes from Bilinear Maps
[NO] 1444/1694 | High-Precision 4D Parrallel LiDAR Based on Dual Electro-Optic Combs and Injection-Locked OEO
[NO] 1445/1694 | Low-Resource English–Tigrinya MT: Leveraging Multilingual Models, Custom Tokenizers, and Clean Evaluation Benchmarks
[NO] 1446/1694 | Quantum CNN-GCN-Based Road Hazard Detection with Lyapunov Optimized Control
[NO] 1447/1694 | Using Hybrid Blockchain to Increase Transaction Transparency in Government Bond Investments
[NO] 1448/1694 | Deep Learning Based Sensing Decision for Wireless Sensor Networks
[NO] 1449/1694 | Enhancing Video Anomaly Detection Through Optimized Pre-Processing: ROI Cropping and Reconstruction Loss
[NO] 1450/1694 | Precompensation of Nonlinear Phase Shifts for THz Analog Radio-over-Fiber Systems
[NO] 1451/1694 | Budget Allocation in Multi-Task Hyperparameter Optimization
[NO] 1452/1694 | Federated Learning for Privacy-Preserving Diagnosis of Rare Diseases from Distributed Clinical Imaging Data
[NO] 1453/1694 | Trajectory Control of a 4WIDS Mining Vehicle
