[2025-12-17 09:16:20] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-16
正在获取论文...
[arXiv] 2025-12-16 | Broadening View Synthesis of Dynamic Scenes from Constrained Monocular Videos
[NO] 923/1736 | Performance Analysis of Aphid Infestation Disease Detection in Plants
[NO] 924/1736 | Forecasting Stock Prices with Sequential Deep Learning: A Long Short-Term Memory Approach
[NO] 925/1736 | Real-Time Recognition of ASL Alphabets Using MediaPipe Hand Landmarks on Raspberry Pi 5
[NO] 926/1736 | Object Identification for Sequence Diagram based on Use Case Scenario using Text Semantic: Case Study of IdVar4CL Artefact
[NO] 927/1736 | Bridging Clinical Expertise and AI: Deep Learning for Automated Knee Osteoarthritis Diagnosis
[NO] 928/1736 | Integrated Recurrent Neural Network-Based Model Engineering (RNN-MBE) for Intelligent Systems
[NO] 929/1736 | Phishing Detection with Adaptive Virus Colony Optimization-based Distributed Bidirectional Long Short-Term Memory enabled Artificial Neural Network
[NO] 930/1736 | Boosting LLM Performance on Boolean Questions with Cluster-Based Embeddings
[NO] 931/1736 | AI-Powered Seed Viability Assessment in Hydroponic Systems: A Comparative Review of Computer Vision and Deep Learning Approaches
[NO] 932/1736 | Robust Adversarial Image Detection using Advanced Deep Learning Techniques: An Ensemble-based Approach
[NO] 933/1736 | Surface Defect Inspection of Steel based on Improved YOLOv8
[NO] 934/1736 | Continuous and Accurate Heart Attack Risk Assessment via a Real-Time Data Pipeline with Data Fusion and Spark-based Machine Learning
[NO] 935/1736 | Research on Adaptive Grid-forming Strategy for Photovoltaic-storage system based on Model Predictive Control
[NO] 936/1736 | Intelligent diagnosis model for abnormal noise of power transformer based on multi-channel wavelet convolution
[NO] 937/1736 | Reliability Characterization of Vacuum Printable Compound for SiP Encapsulation in Wireless Connectivity : USI Corporation
[NO] 938/1736 | Multi-fault diagnosis of lithium batteries based on GAF-CNN-OCSSA-LSSVM
[NO] 939/1736 | Development of High-temperature Lead-free solders: Zn-Sn-Al-Cu Based Alloy
[NO] 940/1736 | Cover Page
[NO] 941/1736 | QA-DETR: Oriented Detection Transformer with Quality-Aligned Optimization
[NO] 942/1736 | A CNN-Based Approach for Gaussian, Shot and Impulse Noise Cancellation in Communication Systems
[NO] 943/1736 | Modeling and AC Noise Analysis of Power Distribution Network for System-on-Wafer
[NO] 944/1736 | Organizing Committee
[NO] 945/1736 | Machine Learning-based Brain Tumor Classification using ACCF and BPPF Features with Linear Regression, Naïve Bayes, and Additive Regression
[NO] 946/1736 | Federated DataOps in FinTech and Retail Enabling Privacy-Preserving AI at Scale
[NO] 947/1736 | Digital Twin of Self-Regulated Learners: Effects of Metacognition, Feedback, and Task Complexity
[NO] 948/1736 | Weakly-Supervised Chromosome Segmentation via SAM and Uncertainty-Guided Pseudo-Labeling
[NO] 949/1736 | Real-Time PV Power Forecasting Using LSTM-Attention, Transformer &amp; XGBoost Hybrid Model
[NO] 950/1736 | A Neural Network-Based Inverse Kinematics Solution for a 6-DoF Industrial Robotic Arm with Spherical Wrist
[NO] 951/1736 | Wideband Circular Patch Antenna with Double U-Slot Design for Ku-Band Applications
[NO] 952/1736 | Author's Index
[NO] 953/1736 | AI-Based Robust Linear Quadratic Regulator Controller for Quadcopter System
[NO] 954/1736 | Energy Consumption in Computing over the Decades: Trends, Efficiency, and Measurement Challenges
[NO] 955/1736 | Organizing Committee
[NO] 956/1736 | State of Charge Estimation for Lithium-ion Batteries Based on IBP Neural Network and Unscented Kalman Filter
[NO] 957/1736 | Physics-Informed Convolutional Neural Network for Electromagnetic Simulations
[NO] 958/1736 | A multi-scale fusion-based satellite super-resolution network
[NO] 959/1736 | Development of Vessel Automatic Weather Station Using Smart Weather Sensor Based on Internet of Things
[NO] 960/1736 | Table Of Contents
[NO] 961/1736 | A Tumor Ablation Impedance Measurement Method Based on Center-Driven and Frequency Difference
[NO] 962/1736 | Copyright Page
[NO] 963/1736 | Dielectric Properties of Flexible Medical Material as a Potential Substrate for Wearable Application
[NO] 964/1736 | Vector Sum Phase Shifter Using Mixed-Signal Folding Circuits with Two's Complement Converter
[NO] 965/1736 | Successful Practices for Avatars in Virtual World Learning: Perspectives from Experienced Educators
[NO] 966/1736 | A Survey of Multimodal Large Models: Architecture, Technologies, Applications and Suggestions
[NO] 967/1736 | Integrating RFID and xAPI to Secure Online Laboratory Systems
[NO] 968/1736 | Research on Text Classification for News Editor's Notes based on Machine Learning
[NO] 969/1736 | Securing Connected Future Toward 5G-Enabled IoT: A Comprehensive Analysis on 5G-IoT Scenarios
[NO] 970/1736 | Skin Cancer Detection Using Vision Transformers: An AI-Driven Approach for Precision Dermatology
[NO] 971/1736 | Fuzzy Logic-Based System for Monitoring and Emergency Level Classification in Fire Alarm Control Panel
[NO] 972/1736 | Influence of Aluminum Bond Pad Characteristic toward Wire Bond Intermetallic Compound Growth
[NO] 973/1736 | RI2C 2025 Keynote Speakers
[NO] 974/1736 | Metaheuristic Optimization for DC Fast Charging Advancing Efficiency with Thunderstorm Algorithm
[NO] 975/1736 | Fast Near-Field Millimeter Wave Radar Imaging by Compressive Sensing with LSMR-OMP Algorithm
[NO] 976/1736 | A High-Balance Quadrature Coupler with Nonuniformly Spaced Coil and Defected Ground Shield
[NO] 977/1736 | A Reconfigurable Beam-Scanning Origami Reflectarray Antenna
[NO] 978/1736 | A W-Band Bandpass Filter Based on the Microstructure Electrochemical Fabrication Process
[NO] 979/1736 | A Brief History of the Digital Audio Workstation
[NO] 980/1736 | Embedded Operation Effort Estimation: A Machine Learning Performance-Efficiency Trade-off Analysis
[NO] 981/1736 | Towards a Scalable Server-Side Architecture for Real-Time Distributed Image Analysis
[YES] 982/1736 | NeuroHLS: A Flexible Framework for Accelerating SNNs on FPGAs
[NO] 983/1736 | Design of a Payload-Level 16-Channel TR Module
[NO] 984/1736 | 2025 International Conference on Power, Energy and Innovations (ICPEI)
[NO] 985/1736 | Electricity in the Ottoman Empire
[NO] 986/1736 | Author Index
[NO] 987/1736 | Bodies, Knowledge, and Frequencies: A Feminist Reading of Hedy Lamarr's Contributions to Engineering
[NO] 988/1736 | Multi-Objective Competitive Co-Evolutionary Optimization for Two-Agent Land Battlefield Wargame Strategy
[NO] 989/1736 | Research on clock synchronization evaluation based on improved AHP
[NO] 990/1736 | A study on the speech model of Mandarin spoken in Yongdeng, Gansu, based on natural language flow
[NO] 991/1736 | CNN-based Digital Restoration and Optimization Algorithm for Architectural Style of Ancient Villages
[NO] 992/1736 | Research on the Integration of Automated Loading System and High-bay Warehouse Sorting System
[NO] 993/1736 | Research on Strategies and Pathways for Urban Digital Transformation Based on the CIM Platform
[NO] 994/1736 | Research on Technical Framework and Dynamic Authorization Mechanism for Enterprise-Level Data Security Exchange and Sharing Based on Blockchain
[NO] 995/1736 | Predicting Graduation Outcomes Using XGBoost: A Case Study of Engineering Undergraduates at KMUTNB
[NO] 996/1736 | Experimental Study and Efficiency Analysis of a Hybrid Wind Turbine (Savonius-Darrieus) at Varying Heights for Micro-Scale Wind Power Generation
[NO] 997/1736 | Comprehensive Interface Adhesion Characterization for Advanced Semiconductor Packaging
[NO] 998/1736 | Truck compartment point cloud segmentation method based on multi-scale geometric feature fusion and density analysis
[NO] 999/1736 | FMECA for Battery Energy Storage System to Load Backup with Integrated Photovoltaic Rooftop in Industry
[NO] 1000/1736 | Good Reliability FOPLP with Digital Dynamic Correction for die shift compensation
[NO] 1001/1736 | Optimizing Memory Performance: Analyzing Design Influencers on Eye Margin in Advanced Computing Systems (IMPACT 2025)
[NO] 1002/1736 | Stochastic Co-Optimization of EV Charging Station Placement and Scheduling Considering System Load Profile
[NO] 1003/1736 | Sparrow Search Algorithm for PMSM Parameter Identification
[NO] 1004/1736 | Exact Solutions of an Extended Benney-Luke Equations Using (G′/G, 1/G)-method
[NO] 1005/1736 | Deep Q-Network Strategy for Personalized English Learning Path Optimization
[NO] 1006/1736 | Optimizing Frequency Detuning in UHF RFID Tag Through Matching Network
[NO] 1007/1736 | Key Elements and Theoretical Logic of Blended Teaching from the Perspective of Total Quality Management: Integration of Computer Technology and Artificial Intelligence
[NO] 1008/1736 | Development of a Dual-Band Double Spiral Antenna for Medical Hyperthermia Therapy
[NO] 1009/1736 | DEMOcon 2025 TOC
[NO] 1010/1736 | AI Speaks, but does it Feel? Detecting Synthetic Voices with Emotional Cues
[NO] 1011/1736 | Windowed OFDM with Index Modulation
[NO] 1012/1736 | Prediction of Angiotensin-Converting-Enzyme (ACE) Inhibitor Bioactivity as an Antihypertensive Agent Using LSTM Modeling Optimized with Grey Wolf Optimization
[NO] 1013/1736 | 3D Lightning Mapping Using a Two-Station VHF Interferometer System: Preliminary Results
[NO] 1014/1736 | To Enhance and Integrate Agriculture Food Supply Chain Transparency by using Smart Contract and Blockchain Technology
[NO] 1015/1736 | An Improvement of Energy-Aware Routing Protocol With Mobile Sink Optimization For Wireless Sensor Networks
[NO] 1016/1736 | Superposed Transmission of IoT Low-Speed Signal over High-Speed Video Signal with Multilevel Modulations
[NO] 1017/1736 | MDNet: Multi-Scale Detail-aware Network for Low-Light Image Enhancement
[NO] 1018/1736 | An Intelligent Autonomous Robot with Recognition, Depth-Aware Perception, and Manipulation
[NO] 1019/1736 | Real Time Video Segmentation for Object Tracking
[NO] 1020/1736 | Decentralized Social Networking with Artificial Intelligence for Enhanced Connection and Updates
[NO] 1021/1736 | Comparisons Between Open-LLMs For Fake News Detection
[NO] 1022/1736 | Overcoming Legal Barriers to the Safe Use of Agentic Artificial Intelligence in Mediation and Dispute Resolution
[NO] 1023/1736 | Cross-Study Comparability for IDS: A Call for Clarity
[NO] 1024/1736 | BIKES: A Moving Network Instrument for Music and Sound Art
[NO] 1025/1736 | Pipeline for Data Collection and Real-Time Inference for Semantic Segmentation of 3D Point Clouds
[NO] 1026/1736 | The Advanced Arithmetic of Oprema, the Relay Computer of Carl Zeiss Jena
[NO] 1027/1736 | Enhancing Freshwater Lobster Productivity with IoT-Enabled Web Interface for Water Quality Management
[NO] 1028/1736 | Optimal Control Based on Reinforcement Learning for a Class of Nonlinear Singularly Perturbed Systems
[YES] 1029/1736 | Accelerating High-Speed Interconnect Development with a Closed-Loop Design and Validation Framework
[NO] 1030/1736 | Optimization of Dynamic Environment SLAM Algorithm Based on Multi-sensor Fusion
[NO] 1031/1736 | X-Shield: Explainable Credit Card Fraud Detection Using XGBoost and SHAP for Analyst-Centric Triage
[NO] 1032/1736 | A Multi-Touch Web and Android-based E-Restaurant Management System using LabVIEW
[NO] 1033/1736 | Design and Implementation of a 2-DOF Manipulator Based on Inverse Kinematics for Agricultural Robotic Competition
[NO] 1034/1736 | Adaptive Haar Wavelet Based Denoising for Noisy ECG Signal Restoration
[NO] 1035/1736 | Enhancing Deep Learning to Identify Cardiac Hypertrophy in Patients with Diabetes: A Comprehensive Review
[NO] 1036/1736 | Interactive HMI Visualization for a Real-Time Flow Control System Using Variable Speed Drive and Electromagnetic Flowmeter with HART-Based Calibration
[NO] 1037/1736 | Garbage Classification using Deep Learning: A Neural Network Approach for Automated Waste Sorting
[NO] 1038/1736 | Climate Feature Impact on Rainfall Prediction Using Recurrent Neural Networks: Comparative Analysis of AUSMI and ENSO Predictors in Central
[NO] 1039/1736 | Employ the Reinforcement Learning (RL) and Predictive Handover Techniques: Apply Intelligent Mobility Management in 5G Wireless Networks
[NO] 1040/1736 | Impact of Smoking and Lung Capacity on Disease Recovery: A Machine Learning Perspective
[NO] 1041/1736 | Modeling and Control of an Electro-hydraulic Active Suspension System
[NO] 1042/1736 | Analysis Of The Success Factor Of Enterprise Resource Planning (ERP) Oracle Netsuite In Coal Mining Company With The Delone And Mclean ModelL Approach
[NO] 1043/1736 | Artificial Intelligence in Oral Health: A Study for the Detection of Oral Precancerous Conditions
[NO] 1044/1736 | Dual-Layer Cavity Backed Circular SIW Antenna for 5G Smart-Watches
[NO] 1045/1736 | Design of Multi-Logic ALU with 6TSRAM for 2x1 SRAM Memory in SCL 180nm Technology
[NO] 1046/1736 | A Rapid and Accurate Monitoring Method for Birds in Substations Based on the Improved YOLOv11
[NO] 1047/1736 | Real-Time Phishing Domain Generation Detection using BERT and Lexical Analysis
[NO] 1048/1736 | RGCNs: Relational Graph Convolutional Networks for Trust-based Fraud Identification in SIoT
[NO] 1049/1736 | Enhanced Optoelectronic Response in Si/GO/Ag Schottky Photodetector by Drop Casting Thin Film
[NO] 1050/1736 | Efficient Load Balancing in Electric Vehicle Charging Grids Using Reinforcement Learning
[NO] 1051/1736 | Child Safety Net: An IoT-Driven Wearable Solution using Arduino UNO
[NO] 1052/1736 | A Cybersecurity Framework for Non-Invasive Disease Detection and Medical Data Protection
[NO] 1053/1736 | Analysis of Microwave Bond Interconnect with Curve-Fitting Modeling and Neural Network-Based Prediction
[NO] 1054/1736 | A Dual-Mode Broadband Adjustable Energy Selective Surface
[NO] 1055/1736 | Enhancing the Filtering Antenna Performance by Cooperating Characteristic Mode Analysis and Fragment-Type Structure Optimization
[NO] 1056/1736 | A Grating Lobe Suppression Antenna Based on the TM01 and TM02 Modes
[NO] 1057/1736 | Implantable MIMO Antenna for WMTS and ISM Bands in Leadless Cardiac Pacemaker System
[NO] 1058/1736 | Design of an Unequal Power Divider with High-Dividing Ratio on Microstrip
[NO] 1059/1736 | Propagation Characteristics and Eavesdropping Risks of Terahertz Channels Through Indoor Materials
[NO] 1060/1736 | A Polarization-Reconfigurable Metasurface Antenna for 3.4 GHz Bluetooth Applications
[NO] 1061/1736 | Dual-Channel Multiplexing Circularly Polarized Folded Transmitarray for Generating Bessel OAM Vortex Beams
[NO] 1062/1736 | A 72-Channel RF transceiver with High Flatness for Massive MIMO Channel Emulator
[NO] 1063/1736 | A Compact Dual-Polarized ME-Dipole Antenna with Ultra-Wide ARBW and Wide HPBW
[NO] 1064/1736 | Single-Frequency Near-Field Microwave Detection of Subsurface Small-Scale Defects in GFRP
[NO] 1065/1736 | Reduction of Cross-Polarized Radiation of Microstrip Antennas by Incorporating Periodic Structure in DGS
[NO] 1066/1736 | Robust R-Peak Detection in Terahertz Pulse Signals Using Adaptive Thresholding
[NO] 1067/1736 | Research on the Application of Cloud Computing in Enterprise Credit Rating System
[NO] 1068/1736 | Research on Green Credit Default Prediction Based on LightGBM Model: Empirical Evidence from China's Banking Industry
[NO] 1069/1736 | Personal Credit Portfolio Optimization Model Using Deep Reinforcement Learning
[NO] 1070/1736 | Identification of Hotspots in China's Power Grid Policy Themes Based on LDA and Social Network Analysis
[NO] 1071/1736 | Quantitative Cross-Market Arbitrage for Palm Oil Futures Using Machine Learning
[NO] 1072/1736 | Supporting Transfer of Learning from Block to Text Programming using a Hybrid Drag-and-Drop IDE
[NO] 1073/1736 | Statistical Modeling Research on Rural Economic Data Driven by SPSS27.0
[NO] 1074/1736 | GNN-Transformer: An anomaly detection method for escalator sensor time-series data in metro station
[NO] 1075/1736 | Design and Implementation of an IoT-Enabled Intelligent Sleep-Aid Eye Mask Based on STM32 Microcontroller
[NO] 1076/1736 | Design and Development of a Responsible Care Evaluation System for Hazardous Chemical Warehousing Enterprises
[NO] 1077/1736 | A neural network anomaly detection model based on reconstructed relative pairing loss
[NO] 1078/1736 | Towards Intelligent Water Disaster Defense: A Unified Digital Twin Framework Integrating Physics-Informed AI for Flood Prediction, Assessment, and Mitigation
[NO] 1079/1736 | An Improved Lightweight YOLO-Based Smart Marine Landslide Monitoring and Early Warning System
[NO] 1080/1736 | A Hybrid Matheuristic Combining Cheapest Insertion and Benders Decomposition for VRPTW
[NO] 1081/1736 | Methods for Acquiring and Incorporating Knowledge into Stock Price Prediction: A Survey
[NO] 1082/1736 | FRD: Feature Reconstruction and Discrimination for Unsupervised Anomaly Localization
[NO] 1083/1736 | IoT-Enabled Automatic Self-Cleaning and Smart Toilet Management System
[NO] 1084/1736 | AI Powered Multimodal Dermatological Chatbot for Skin Disease Diagnosis and Consultation
[NO] 1085/1736 | Digital Design Interactive Real-Time Color Theory Application in Digital Education
[NO] 1086/1736 | A Hybrid Filtering Framework for Enhanced Movie Recommendations
[NO] 1087/1736 | Towards Intelligent FinOps: A Predictive Analytics Approach for Cloud Cost Management
[NO] 1088/1736 | Research on Formation Mechanism of Short Video Platform Information Cocoon Based on User Perspective
[NO] 1089/1736 | Design Trade-Offs in M–C and R–C Delay Architectures for Secure and Scalable Arbiter PUFs
[NO] 1090/1736 | Advancements in Deep Learning Techniques for Hate Speech Detection: A Comprehensive Review
[NO] 1091/1736 | Enhancing the Diagnosis of ENT Disorders using Artificial Intelligence Techniques
[NO] 1092/1736 | Population Growth Analysis and Forecasting Using Machine Learning
[NO] 1093/1736 | Analyzing the Relationship Between Air Quality and Public Sentiment in South Tangerang
[NO] 1094/1736 | A Comparative Study of Single-Ended and DoubleEnded Traveling Wave Methods for Offline Fault Location in 10-kV Distribution Cables
[NO] 1095/1736 | Unveiling Oral Cancer: Deep Learning's Diagnostic Eye
[NO] 1096/1736 | Research on grid based cluster voltage management strategy incorporating distributed micro energy storage
[NO] 1097/1736 | Research on Sensor-Based Derivation and Multi-Point Coupling Calibration Methods for Vehicle Bus
[NO] 1098/1736 | Cross-system Disaster Damage Analysis and Coordinated Restoration Strategy for Urban Distribution Networks Based on Interdependent Network Theory
[NO] 1099/1736 | Time-Varying Window-Based Iterative Learning Control with Initial State Adjustments
[NO] 1100/1736 | Carbon-Based Electronics for Flexible, Sustainable, High-Performance, and Energy-Efficient Electronic Device Applications
[NO] 1101/1736 | Optimized Machine Learning Framework for Brain Tumor Detection and Classification Using Fuzzy-Based Feature Extraction
[NO] 1102/1736 | Power Information Feedback Routing Optimization Method for Multi-Node IoT System
[NO] 1103/1736 | Brain Tumor Synthesis and Segmentation Using Multi-Scale Diffusion and SAM-Adapter
[NO] 1104/1736 | Emotion Aware IoT Systems: Analyzing Stress as a Precursor to Pre-eclampsia in Expectant Women
[NO] 1105/1736 | Copyright Page
[NO] 1106/1736 | Severity Classification in Prostate Cancer using Exponential Revolution Optimization Algorithm Enabled Deep Quantum Neural Network
[NO] 1107/1736 | Machine Learning-Based Smart Healthcare System for Diagnosis, Alerts, and Real Time Analytics
[NO] 1108/1736 | ICVEE 2025 Author Information Page
[NO] 1109/1736 | Technical Analysis and Regulation of GSO Satellite Coordination on Ku-Band Frequency in Indonesia: Case Study of BRIsat and JSat-1C Satellites
[NO] 1110/1736 | Deep Learning-Enabled Detection of Dental Caries using Pre-Processed Mobile Intraoral Images
[NO] 1111/1736 | A Systematic Approach to DC Bias Optimization for High Sensitivity Schottky Diode Detectors
[NO] 1112/1736 | IFA-Based Antenna in LGA Package With Minimal Ground Clearance for BLE Module Applications
[NO] 1113/1736 | Analysis of Electromagnetic Properties of Polymer Composites Doped with Shelled Particles
[NO] 1114/1736 | A $\pm 45^{\circ}$ Dual-Polarized Millimeter-Wave Antenna Using Compressed High-order Mode Folded Dipoles
[NO] 1115/1736 | A Microstrip Rat-Race Mixer Based on Spoof Surface Plasmon Polaritons Structure
[NO] 1116/1736 | Numerical Simulation of Macro-Electron Cyclotron Trajectories in a Gyrotron Electron Gun
[NO] 1117/1736 | Design and Implementation of Hermetic Packaging for W-Band Low-Noise Amplifier MMIC
[NO] 1118/1736 | A Fast Mutual Coupling Calculation Method for Multi-Antenna Systems
[NO] 1119/1736 | A Wideband Circularly Polarized Microstrip Leaky-Wave Antenna Loaded With Rhombic Patch
[NO] 1120/1736 | 2025 Index IEEE Journal of Selected Topics in Quantum Electronics
[NO] 1121/1736 | Managing Cascading Flood Risks in Reservoir Networks: A Copula-Bayesian Framework for Ensemble Forecast Error Propagation and Risk Equity
[NO] 1122/1736 | A Gold Futures Price Prediction Model Based on CEEMDAN-FTC-SSA-DCInformer
[NO] 1123/1736 | Latent Profile Analysis and Hierarchical Regression of Self-Compassion and Compassion Fatigue in Chinese Psychological Counselors
[NO] 1124/1736 | Predicting Ash-Phase Macroelement Retention from Biomass Lignocellulosic Composition: A Machine Learning Approach
[NO] 1125/1736 | Attention-Enhanced Convolutional Networks for Short-Term Traffic Flow Prediction
[NO] 1126/1736 | Evaluation of Data Rate Capabilities in Metallic Terahertz Waveguides for D-Band Applications
[NO] 1127/1736 | EARTH: Efficient Architecture for RISC-V Vector Memory Access
[NO] 1128/1736 | Gain Enhancement of a Novel Circularly Polarized Dielectric Resonator Antenna Using a Metallic Superstrate for Millimeter Wave 5G Applications
[NO] 1129/1736 | Analysis of Perlis Riverine Water Quality Using Thermal Infrared and Microwave Sensing Method
[NO] 1130/1736 | Discrete PID-Based Trajectory Tracking for Robotic Manipulators Using the Grasshopper Optimization Algorithm
[NO] 1131/1736 | A Control-Oriented Index for Monitoring Sleep Apnea Severity Progression Using Longitudinal Oxygen Desaturation Changes
[NO] 1132/1736 | Hand Objects Classification for Personality Recognition Using YOLOV5
[NO] 1133/1736 | A Highly Sensitive Microfluidic T-Resonator for Detecting Aqueous Solutions
[NO] 1134/1736 | Experimental Study of Screen-Printed Lab-on-a-Chip with Conductive Ink
[NO] 1135/1736 | Thermal Interface Material Validation Framework for Large-Scale Chip Packages
[NO] 1136/1736 | Cloud-Based Personal e-Healthcare System for Medical Doctors in Compliance with National Regulations
[NO] 1137/1736 | Data Processing and Fusion Technology based on The Transformer Architecture Large Model Technology
[NO] 1138/1736 | Model-Free Motion Control of Parallel Robots Based on a Fuzzy Adaptive Direct-Discrete Recurrent Neural Network
[NO] 1139/1736 | A Physically Driven Off-Road Autonomous Driving Comfort Path Planning Method Based on Road Surface Vibration Response Prediction
[NO] 1140/1736 | Odd Ones Out: Exploiting Prediction Mismatch for Universal Generated Image Detection
[NO] 1141/1736 | Shallow Buried Metal Detection Based on Millimeter-Wave Synthetic Aperture Radiometric Imaging
[NO] 1142/1736 | A Broadband Linear-to-Linear Polarization Conversion Metasurface
[NO] 1143/1736 | Design of Terahertz Antenna with High Gain and Low Side Lobe
[NO] 1144/1736 | Robust Null-Broadening Beamforming Algorithm in High-Dynamic Scenarios
[NO] 1145/1736 | Dynamic Simulation Techniques of Grid Connected-Large Induction Machine
[NO] 1146/1736 | Rice Paddy Yield Prediction using Artificial Neural Network with Rice Growth Parameters in Thailand
[NO] 1147/1736 | Ontologies and Artificial Intelligence: Bridging Semantic Gaps in Machine Understanding
[NO] 1148/1736 | Personalized English Vocabulary Learning System using Reinforcement Learning and Cognitive Behavior Pattern Recognition Techniques
[NO] 1149/1736 | Delay Index Modulation (DIM): a Low-Complexity Acoustic Communication Scheme for IoT Networks
[NO] 1150/1736 | Multi-Class Cell Segmentation in H&amp;E Images Using Deep Learning
[NO] 1151/1736 | Intelligent Control Strategies for Precise AUV Depth Regulation
[NO] 1152/1736 | Keynote Speakers
[NO] 1153/1736 | Design and Realization of a Low-Cost $4 \times 4$ Butler Matrix Antenna Array for C-Band Beamforming
[NO] 1154/1736 | Comparative Study of BERT and ChatGPT for Multi-Label Cyberbullying Detection with Intensity Scoring
[NO] 1155/1736 | Poster:Value-Aware Scheduler for Energy Reduction
[NO] 1156/1736 | Copyright Page
[NO] 1157/1736 | IS2 inside museums: the case of the "Adria" rattle’s interactive installation
[NO] 1158/1736 | IS2 2025 Cover Page
[NO] 1159/1736 | Digital Defense: Cybersecurity Awareness Platform for Qatar's Public Sector
[NO] 1160/1736 | Zero-Delay Spatial Audio Rendering for Immersive Networked Music Performances
[NO] 1161/1736 | A Dual-Polarized Broadband Antenna in the X-Band
[NO] 1162/1736 | 5G Networks Coverage Extension Using Passive Intelligent Reflective Surface at mmWave
[NO] 1163/1736 | 2025 34th International Conference on Parallel Architectures and Compilation Techniques (PACT)
[NO] 1164/1736 | A $10-40 \text{GHz}$ Wideband LNA in 0.15um GaAs pHEMT Technology
[NO] 1165/1736 | Improving EEG Emotion Recognition with Projection Layer and Output-Gated GRU Network
[NO] 1166/1736 | Design and Numerical Study of Solar-Driven Photo-electrochemical Cell Using Nanostructured Group-III Nitrides for Green Hydrogen Production
[NO] 1167/1736 | Experimental Study of Screen Printed Lab on a Chip for Depressive Substance Analysis
[NO] 1168/1736 | Constrained Least Squares Solutions to a Class of Quaternion Matrix Equations and Its Extremal Ranks
[NO] 1169/1736 | Applications of Artificial Intelligence Technology in the Decision-making of Enterprise Diversification Strategies
[NO] 1170/1736 | E-commerce user behavior analysis based on data mining
[NO] 1171/1736 | AI-Enhanced Remote Sensing and Cloud-Based Processing Framework for Predictive Modeling of Above-Ground Biomass in Tropical Rainforests
[NO] 1172/1736 | Quantifying Climate Change Effects on Crop Yield Using Machine Learning: A Case Study with FarmBuddy
[NO] 1173/1736 | A Survey of Image Compression Algorithms
[NO] 1174/1736 | Optimizing Major Risk Prevention Systems from a Systems Thinking Perspective: A Full-Path Analysis Integrating Event Logic Graphs into Technical Implementation
[NO] 1175/1736 | The mechanism and development path of artificial intelligence in government audit reform
[NO] 1176/1736 | Perception of violence against women among college students in China and Vietnam: A Logistic-Regression-Based Analysis
[NO] 1177/1736 | A Comparative Investigation of Fractional Order PID and TID Controllers Optimized via NSGA-II for Load Frequency Control in a Two-Area System
[NO] 1178/1736 | Conference Organization
[NO] 1179/1736 | A Comparative Analysis of Machine Learning Approaches for Electricity Consumption Forecasting: Performance Evaluation, Failure Analysis, and Hybrid Model Development
[NO] 1180/1736 | The Pulse Compression Concept for Radar Signals a Technology Designed Ahead of Its Time
[NO] 1181/1736 | PreComp-VFL: Enhancing Embedding Representation in Vertical Federated Learning for Medical Data
[NO] 1182/1736 | Hooked on Convenience: The Loyalty Effect on Customers of E-Marketplace as Super Apps
[NO] 1183/1736 | Notes on the Hypercyclicity of Discrete Time-varying Linear Dynamical systems
[NO] 1184/1736 | Deep Learning Embeddings for Zero-Day Cyber Threat Detection: A Multi-Modal Framework for Network Flow and SIEM Data Analysis
[NO] 1185/1736 | Evaluating Foreign Exchange Fluctuations: Utilizing Bagging and Grid Search Algorithm
[NO] 1186/1736 | Design of a DC-Biased Cavity Diplexer
[NO] 1187/1736 | 2025 XV Symposium on Computing Systems Engineering (SBESC)
[NO] 1188/1736 | A Circularly Polarized Phased Array Antenna Design for Satellite Communications
[NO] 1189/1736 | Study the Effect of Resistance on Absorptive Structure Based on Effect of Electromagnetically Induced Transparency
[NO] 1190/1736 | Broadband Planar Filtering Dipole Antenna Design for Phased and Retrodirective Array Systems
[NO] 1191/1736 | A Conceptual Data Management Maturity Assessment Model
[NO] 1192/1736 | Predictive Modeling of Term Deposit Subscriptions Using Machine Learning and Bagging Ensemble Methods on Imbalanced Data
[NO] 1193/1736 | Dynamic Switching Characterization of GaN Power Transistors Using Double Pulse Test (DPT) in a Fly-Buck Converter
[NO] 1194/1736 | A Fast and Semi-Automatic Video Annotation Method Using Image Tracking for Deep Learning Training
[NO] 1195/1736 | Driver Drowsiness Detection Via a Hybrid Deep Learning Model Based on YOLO and Mobilenet
[NO] 1196/1736 | Developing a Visual Novel Game for Bullying Prevention in Adolescents
[NO] 1197/1736 | Artifact Evaluation Committee
[NO] 1198/1736 | Sounding Canvas: An Embedded, Networked, Interactive Audio Artwork
[NO] 1199/1736 | 2025 IEEE International Conference on Internet of Things and Intelligence Systems (IoTaIS)
[NO] 1200/1736 | Design of a Wideband High Rectangular Coefficient FSS with Lumped Capacitor Loading
[NO] 1201/1736 | 2025 20th International Microsystems, Packaging, Assembly and Circuits Technology Conference (IMPACT)
[NO] 1202/1736 | Construction of Vocational Quality Assessment and Feedback System for Higher Vocational Students based on Data-driven
[NO] 1203/1736 | Performance Analysis of 5G Systems at 3.5 GHz Using Measurement and Simulation
[NO] 1204/1736 | Detection and Classification of Pesticide Residues in Pak Choy Using Raman Spectroscopy
[NO] 1205/1736 | Parallel-Accelerated Neural Network-Based Lifetime Prediction and Design Optimization for Wafer-Level Packages Using Finite Element Simulation
