[2026-03-10 09:31:41] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-09
正在获取论文...
[arXiv] 2026-03-09 | GOMA: Geometrically Optimal Mapping via Analytical Modeling for Spatial Accelerators
[NO] 467/961 | TildeOpen LLM: Leveraging Curriculum Learning to Achieve Equitable Language Representation
[YES] 468/961 | AutoAdapt: An Automated Domain Adaptation Framework for LLMs
[NO] 469/961 | All-in-plane image sensors free from readout integrated circuits
[NO] 470/961 | Fat Lie Theory
[NO] 471/961 | MERLIN: Building Low-SNR Robust Multimodal LLMs for Electromagnetic Signals
[NO] 472/961 | Primitive elements in Ringel-Hall algebras of tame hereditary algebras
[YES] 473/961 | An explainable hybrid deep learning-enabled intelligent fault detection and diagnosis approach for automotive software systems validation
[NO] 474/961 | Unimode material based low-frequency underwater acoustic isolation
[NO] 475/961 | Outlier-robust Autocovariance Least Square Estimation via Iteratively Reweighted Least Square
[NO] 476/961 | Soundscapes in Spectrograms: Pioneering Multilabel Classification for South Asian Sounds
[NO] 477/961 | Role of photonic interference in exciton-mediated magneto-optic responses
[NO] 478/961 | One Hundred Years of Venus Polarimetry: PICSARR Observations of the Phase Curves
[NO] 479/961 | Multifingered force-aware control for humanoid robots
[NO] 480/961 | Mitigating Homophily Disparity in Graph Anomaly Detection: A Scalable and Adaptive Approach
[NO] 481/961 | POIROT: Investigating Direct Tangible vs. Digitally Mediated Interaction and Attitude Moderation in Multi-party Murder Mystery Games
[NO] 482/961 | A reverse isoperimetric inequality in three-dimensional space forms
[NO] 483/961 | Explainable Condition Monitoring via Probabilistic Anomaly Detection Applied to Helicopter Transmissions
[NO] 484/961 | A short remark on the $\ell$-torsion part of class groups
[NO] 485/961 | SAMoE-VLA: A Scene Adaptive Mixture-of-Experts Vision-Language-Action Model for Autonomous Driving
[NO] 486/961 | Chirp-Based Multi-Device Ambient Backscatter Communication and Sensing Enabled by OFDM-AFDM Symbiotic Radio
[NO] 487/961 | Invisible Safety Threat: Malicious Finetuning for LLM via Steganography
[NO] 488/961 | An Equivalent form of Twin Prime Conjecture connected with a sequence of arithmetic progressions
[NO] 489/961 | Augmented Model Predictive Control: A Balance between Satellite Agility and Computation Complexity
[NO] 490/961 | Asymptotic normality for general subtree counts in conditioned Galton--Watson trees
[NO] 491/961 | TALON: Test-time Adaptive Learning for On-the-Fly Category Discovery
[NO] 492/961 | Practical implementation of arbitrary nonlocal controlled-unitary gate via indefinite causal order
[NO] 493/961 | Evaluating Generative Models via One-Dimensional Code Distributions
[NO] 494/961 | Speed3R: Sparse Feed-forward 3D Reconstruction Models
[NO] 495/961 | Rendering Forces With a Modular Cable System, Motors, and Brakes
[NO] 496/961 | Heavy-ion physics at the CERN SPS H2: NA35, NA49 and NA61/SHINE (with personal recollections)
[NO] 497/961 | Finite-Horizon Optimal Consumption and Investment with Time-Varying Job-Switching Costs
[NO] 498/961 | Percolation on multifractal, scale-free weighted planar stochastic porous lattice
[NO] 499/961 | Solution to the 10th ABAW Expression Recognition Challenge: A Robust Multimodal Framework with Safe Cross-Attention and Modality Dropout
[NO] 500/961 | FedMomentum: Preserving LoRA Training Momentum in Federated Fine-Tuning
[NO] 501/961 | Primitive recursive categoricity spectra of functional structures
[NO] 502/961 | Quantum Metric Senses A Persistent Spin Helix
[NO] 503/961 | Post-Hoc Large-Sample Statistical Inference
[NO] 504/961 | SmartThinker: Progressive Chain-of-Thought Length Calibration for Efficient Large Language Model Reasoning
[NO] 505/961 | Dual-Horizon Hybrid Internal Model for Low-Gravity Quadrupedal Jumping with Hardware-in-the-Loop Validation
[YES] 506/961 | More to Extract: Discovering MEV by Token Contract Analysis
[NO] 507/961 | Homogeneous Anisotropic Black Branes with Bianchi VI$_h$ Symmetry
[NO] 508/961 | AutoTraces: Autoregressive Trajectory Forecasting via Multimodal Large Language Models
[NO] 509/961 | Energy-Efficient Online Scheduling for Wireless Powered Mobile Edge Computing Networks
[NO] 510/961 | Correlation between nuclear isospin asymmetry and $α$-particle preformation probability for superheavy nuclei from a Bayesian inference
[NO] 511/961 | ZK-ACE: Identity-Centric Zero-Knowledge Authorization for Post-Quantum Blockchain Systems
[NO] 512/961 | Centrifugal-corrected harmonic oscillator model for spherical proton emitters
[NO] 513/961 | The Li-Chao Tree: Algorithm Specification and Analysis
[YES] 514/961 | ConnChecker: Automated Root-Cause Analysis for Formal Connectivity Check via Graph
[NO] 515/961 | Unified Structural-Hydrodynamic Modeling of Underwater Underactuated Mechanisms and Soft Robots
[NO] 516/961 | $L^3$:Scene-agnostic Visual Localization in the Wild
[NO] 517/961 | Condition-Triggered Cryptographic Asset Control via Dormant Authorization Paths
[NO] 518/961 | Quantum information advantage based on Bell inequalities
[NO] 519/961 | A Hybrid Vision Transformer Approach for Mathematical Expression Recognition
[YES] 520/961 | Semantic Risk Scoring of Aggregated Metrics: An AI-Driven Approach for Healthcare Data Governance
[NO] 521/961 | Enhancing Unregistered Hyperspectral Image Super-Resolution via Unmixing-based Abundance Fusion Learning
[YES] 522/961 | Ares: Adaptive Reasoning Effort Selection for Efficient LLM Agents
[NO] 523/961 | EveryQuery: Zero-Shot Clinical Prediction via Task-Conditioned Pretraining over Electronic Health Records
[YES] 524/961 | LeJOT-AutoML: LLM-Driven Feature Engineering for Job Execution Time Prediction in Databricks Cost Optimization
[NO] 525/961 | The Consistency Correctness in CoPPar Tree
[NO] 526/961 | High-Energy Neutrino Emission in NGC1068 driven by Turbulent Magnetic Reconnection
[NO] 527/961 | LegONet: Plug-and-Play Structure-Preserving Neural Operator Blocks for Compositional PDE Learning
[NO] 528/961 | A Distributed Method for Cooperative Transaction Cost Mitigation
[NO] 529/961 | Symmetry-Protected Momentum Exchange between Dark Matter and Dark Energy
[NO] 530/961 | Effective and flexible depth-based inference for functional parameters
[NO] 531/961 | Impacts of Jet Stream Structure on Cyclone Merging and Persistent Anticyclones: Insights from Dry Idealized Simulations
[NO] 532/961 | Structural aging of a cohesive and amorphous granular solid under cyclic loading
[NO] 533/961 | Sliding Cubes in Parallel
[NO] 534/961 | Multimessenger Characterization of High-Energy Neutrino Emission from the Brightest Neutrino-Active Galactic Nuclei
[NO] 535/961 | The Neural Compass: Probabilistic Relative Feature Fields for Robotic Search
[NO] 536/961 | Evolving Symbiosis, from Barricelli's Legacy to Collective Intelligence: a simulated and conceptual approach
[NO] 537/961 | ERASE -- A Real-World Aligned Benchmark for Unlearning in Recommender Systems
[NO] 538/961 | Prototype-Guided Concept Erasure in Diffusion Models
[NO] 539/961 | Construction of a Family of Quantum Codes Using Sub-exceding Functions via the Hypergraph Product and the Generalized Shor Construction
[NO] 540/961 | Revisiting Gradient Staleness: Evaluating Distance Metrics for Asynchronous Federated Learning Aggregation
[NO] 541/961 | Large differential attosecond delays in solid state photoemission
[NO] 542/961 | MM-TS: Multi-Modal Temperature and Margin Schedules for Contrastive Learning with Long-Tail Data
[NO] 543/961 | Fusion-Poly: A Polyhedral Framework Based on Spatial-Temporal Fusion for 3D Multi-Object Tracking
[NO] 544/961 | E0 transition strengths as a tool to constraint model parameters. Application to even-even Xe isotopes
[NO] 545/961 | Algorithm with variable coefficients for computing matrix inverses
[NO] 546/961 | WKB-asymptotics for multipoint Virasoro conformal blocks and applications
[NO] 547/961 | SERQ: Saliency-Aware Low-Rank Error Reconstruction for LLM Quantization
[NO] 548/961 | ALOOD: Exploiting Language Representations for LiDAR-based Out-of-Distribution Object Detection
[NO] 549/961 | Privacy-Preserving End-to-End Full-Duplex Speech Dialogue Models
[NO] 550/961 | Hydrocarbon complexity and photochemical shielding of prebiotic feedstock molecules in exoplanet atmospheres
[NO] 551/961 | The W-footrule coefficient: A copula-based measure of countermonotonicity
[NO] 552/961 | Training event-based neural networks with exact gradients via Differentiable ODE Solving in JAX
[NO] 553/961 | s-process nucleosynthesis in low-mass AGB stars by the $^{13}$C($α$,n)$^{16}$O neutron source
[NO] 554/961 | Towards Human-Like Manipulation through RL-Augmented Teleoperation and Mixture-of-Dexterous-Experts VLA
[NO] 555/961 | Probing scale-dependent liveliness with nonequilibrium thermospectroscopy
[NO] 556/961 | Permutation Match Puzzles: How Young Tanvi Learned About Computational Complexity
[NO] 557/961 | ''I don't want to break it'': An Exploration of Perceived Fragility in Shape-Changing Interfaces
[NO] 558/961 | A Semi-Discrete Optimal Transport Scheme for the Semi-Geostrophic Slice Compressible Model
[NO] 559/961 | Non-stationary GEV models for estimating design sea-states in a changing climate. Applications to offshore wind farms along the French coasts
[NO] 560/961 | TrianguLang: Geometry-Aware Semantic Consensus for Pose-Free 3D Localization
[NO] 561/961 | DC-W2S: Dual-Consensus Weak-to-Strong Training for Reliable Process Reward Modeling in Biological Reasoning
[NO] 562/961 | Rethinking Charge Transport and Recombination in Donor-diluted Organic Solar Cells
[NO] 563/961 | Language-Invariant Multilingual Speaker Verification for the TidyVoice 2026 Challenge
[NO] 564/961 | Toward Robust LLM-Based Judges: Taxonomic Bias Evaluation and Debiasing Optimization
[NO] 565/961 | Adaptive Vision-Based Control of Redundant Robots with Null-Space Interaction for Human-Robot Collaboration
[NO] 566/961 | EAGLE-Pangu: Accelerator-Safe Tree Speculative Decoding on Ascend NPUs
[NO] 567/961 | The AI Amplifier Effect: Defining Human-AI Intimacy and Romantic Relationships with Conversational AI
[NO] 568/961 | MRDrive: An Open Source Mixed Reality Driving Simulator for Automotive User Research
[NO] 569/961 | M-ABD: Scalable, Efficient, and Robust Multi-Affine-Body Dynamics
[NO] 570/961 | Synthetic Defect Image Generation for Power Line Insulator Inspection Using Multimodal Large Language Models
[YES] 571/961 | In-Context Reinforcement Learning for Tool Use in Large Language Models
[NO] 572/961 | The giant anomalous Hall and Nernst effects in Kagome permanent magnets RCo5
[NO] 573/961 | Trajectory Tracking Control Design for Autonomous Helicopters with Guaranteed Error Bounds
[NO] 574/961 | Step Automata
[NO] 575/961 | Distributed Coordination Algorithms with Efficient Communication for Open Multi-Agent Systems with Dynamic Communication Links and Processing Delays
[NO] 576/961 | CEMR: An Effective Subgraph Matching Algorithm with Redundant Extension Elimination
[NO] 577/961 | AffordGrasp: Cross-Modal Diffusion for Affordance-Aware Grasp Synthesis
[NO] 578/961 | Alignment--Process--Outcome: Rethinking How AIs and Humans Collaborate
[NO] 579/961 | On Representing Matroids via Modular Independence
[NO] 580/961 | Measuring the evolution of stellar bars with the host galaxy's spin
[NO] 581/961 | Structure-Preserving Graph Contrastive Learning for Mathematical Information Retrieval
[NO] 582/961 | Melting behavior and dynamical properties of Cr2Ge2Te6 phase-change material
[NO] 583/961 | SI-ChainFL: Shapley-Incentivized Secure Federated Learning for High-Speed Rail Data Sharing
[NO] 584/961 | TeamHOI: Learning a Unified Policy for Cooperative Human-Object Interactions with Any Team Size
[NO] 585/961 | OSExpert: Computer-Use Agents Learning Professional Skills via Exploration
[YES] 586/961 | Advancing Automated Algorithm Design via Evolutionary Stagewise Design with LLMs
[NO] 587/961 | MMS Observations of Kinetic Alfvén Wave Turbulence and Steep Kinetic-Range Spectra in the Outer Plasma Sheet Boundary Layer
[NO] 588/961 | Local Constrained Bayesian Optimization
[NO] 589/961 | Model-Free DRL Control for Power Inverters: From Policy Learning to Real-Time Implementation via Knowledge Distillation
[NO] 590/961 | Enhanced Rydberg Blockade through RF-tuned Förster Resonance
[NO] 591/961 | Perturbative relativistic modifications to wave-packet dynamics and uncertainty relations in the quantum harmonic oscillator
[NO] 592/961 | Terahertz-nanoscale visualization of the microscopic spin-charge architecture of colossal magnetoresistive switching
[NO] 593/961 | Hard/Soft NLoS Detection via Combinatorial Data Augmentation for 6G Positioning
[NO] 594/961 | Omnidirectional Humanoid Locomotion on Stairs via Unsafe Stepping Penalty and Sparse LiDAR Elevation Mapping
[NO] 595/961 | Social Proof is in the Pudding: The (Non)-Impact of Social Proof on Software Downloads
[NO] 596/961 | SageSched: Efficient LLM Scheduling Confronting Demand Uncertainty and Hybridity
[NO] 597/961 | Curve Lengthening Bifurcations in Modally Filtered Nonlinear Schrödinger Systems
[NO] 598/961 | Beyond Heuristic Prompting: A Concept-Guided Bayesian Framework for Zero-Shot Image Recognition
[NO] 599/961 | Robust control synthesis for uncertain linear systems with input saturation using mixed IQCs
[NO] 600/961 | IOTEL: A Tool for Generating IoT-enriched Object-Centric Event Logs
[NO] 601/961 | Bayesian Transformer for Probabilistic Load Forecasting in Smart Grids
[NO] 602/961 | Designing probabilistic AI monsoon forecasts to inform agricultural decision-making
[NO] 603/961 | RoboRouter: Training-Free Policy Routing for Robotic Manipulation
[NO] 604/961 | What Do AI Agents Talk About? Emergent Communication Structure in the First AI-Only Social Network
[NO] 605/961 | Choose What to Observe: Task-Aware Semantic-Geometric Representations for Visuomotor Policy
[NO] 606/961 | Toward Unified Multimodal Representation Learning for Autonomous Driving
[NO] 607/961 | On the de Rham flip-flopping in dual towers
[NO] 608/961 | QED corrections of orders $mα^6$ and $mα^6(m/M)$ for HD$^+$ rovibrational transitions beyond Born-Oppenheimer approximation
[NO] 609/961 | On the stable Hopf invariant
[NO] 610/961 | Coupled-Layer Construction of Quantum Product Codes
[NO] 611/961 | Evaluating Financial Intelligence in Large Language Models: Benchmarking SuperInvesting AI with LLM Engines
[NO] 612/961 | Learning Functions of Halfspaces
[NO] 613/961 | Homogeneous ideals with minimal singularity thresholds
[NO] 614/961 | Scalable Postselection of Quantum Resources
[NO] 615/961 | Improved Certificates for Independence Number in Semirandom Hypergraphs
[NO] 616/961 | Fermi-pressure-assisted cavity superradiance in a mesoscopic Fermi gas
[NO] 617/961 | Soliton solutions to the coupled Sasa-Satsuma equation under mixed boundary conditions
[NO] 618/961 | ER-Pose: Rethinking Keypoint-Driven Representation Learning for Real-Time Human Pose Estimation
[NO] 619/961 | Monge-Ampère measures on balanced polyhedral spaces
[NO] 620/961 | Clarity and Computational Efficiency of Orbital Boundary Labeling
[NO] 621/961 | Structure-preserving model reduction on manifolds of port-Hamiltonian systems
[NO] 622/961 | CONVOLVED NUMBERS OF K-SECTION OF THE FIBONACCI SEQUENCE: PROPERTIES, CONSEQUENCES Convolved Numbers of $k$-sections of the Fibonacci Sequence
[NO] 623/961 | A Deep Learning Framework for Amplitude Generation of Generic EMRIs
[NO] 624/961 | Reachability-based Temporal Logic Verification for Reliable LLM-guided Human-Autonomy Teaming
[NO] 625/961 | Time-based Fairness Improves Performance in Multi-rate WLANs
[NO] 626/961 | Bias in Local Spin Measurements from Deformed Symmetries
[NO] 627/961 | Diff-Muscle: Efficient Learning for Musculoskeletal Robotic Table Tennis
[YES] 628/961 | Coverage-Guided Multi-Agent Harness Generation for Java Library Fuzzing
[NO] 629/961 | The direct spectral element method for the calculation of synthetic seismograms in self-gravitating, spherically symmetric planets
[NO] 630/961 | FOMO-3D: Using Vision Foundation Models for Long-Tailed 3D Object Detection
[NO] 631/961 | Comment: Exact vacuum solution with Hopf structure in general relativity
[NO] 632/961 | Weakly Supervised Teacher-Student Framework with Progressive Pseudo-mask Refinement for Gland Segmentation
[NO] 633/961 | Quantum-limited estimation of the difference between photonic momenta via spatially resolved two-photon interference
[NO] 634/961 | Don't Look Back in Anger: MAGIC Net for Streaming Continual Learning with Temporal Dependence
[NO] 635/961 | On the SNR Statistics in Coupled-Core Multi-Core Fiber Transmissions with Mode-Dependent Loss
[NO] 636/961 | PRISM: Streaming Human Motion Generation with Per-Joint Latent Decomposition
[NO] 637/961 | Evolution and formation of ultramassive white dwarf stars: The case for a 9Msun progenitor
[NO] 638/961 | LeMMINGs VII: 5 GHz, 50 mas e-MERLIN observations of a statistically complete sample of nearby AGN
[NO] 639/961 | CONTACT: CONtact-aware TACTile Learning for Robotic Disassembly
[NO] 640/961 | Impact of Connectivity on Laplacian Representations in Reinforcement Learning
[NO] 641/961 | Generative Adversarial Regression (GAR): Learning Conditional Risk Scenarios
[NO] 642/961 | Yet Another Characterisation of Classical Orthogonal Polynomials?
[NO] 643/961 | Nonlinear evolution of unstable solar inertial modes: The case of viscous modes on a differentially rotating sphere
[NO] 644/961 | Precise Predictions for Hadronic Higgs Decays
[NO] 645/961 | Defect-induced multiferroicicy in bulk solid solutions of WSe$_2$ and WTe$_2$
[NO] 646/961 | Non-common path aberration compensation and a dark hole loop with a pyramid adaptive optics system: Application to SAXO+
[NO] 647/961 | Pseudo-Gorenstein$^{*}$ Graphs
[NO] 648/961 | Fanar-Sadiq: A Multi-Agent Architecture for Grounded Islamic QA
[NO] 649/961 | WELLDOC property for words generated by morphisms
[NO] 650/961 | Local Robustness of Bound States in the Continuum through Scattering-Matrix Eigenvector Continuation
[NO] 651/961 | Point interactions and singular solutions to semilinear elliptic equations
[NO] 652/961 | Input Dexterity and Output Negotiation in Feedback-Linearizable Nonlinear Systems
[NO] 653/961 | Intrinsic Sequentiality in P: Causal Limits of Parallel Computation
[NO] 654/961 | Extreme mass loss during common envelope evolution: the origin of the double low-mass white dwarf system J2102--4145
[NO] 655/961 | Mid-Infrared Modulation of Quantum Emitters in Hexagonal Boron Nitride
[NO] 656/961 | Second harmonic study of thermally oxidized mono- and few-layer 2H-MoS2
[NO] 657/961 | Adaptive Entropy-Driven Sensor Selection in a Camera-LiDAR Particle Filter for Single-Vessel Tracking
[NO] 658/961 | Physical properties of elementary particles: Inertia and Interaction
[NO] 659/961 | The Boiling Frog Threshold: Criticality and Blindness in World Model-Based Anomaly Detection Under Gradual Drift
[NO] 660/961 | On order-compatible paths in infinite graphs
[NO] 661/961 | Spectrum of Hausdorff operators on weighted Bergman and Hardy spaces of the upper half-plane
[NO] 662/961 | A prospective clinical feasibility study of a conversational diagnostic AI in an ambulatory primary care clinic
[NO] 663/961 | Alfa: Attentive Low-Rank Filter Adaptation for Structure-Aware Cross-Domain Personalized Gaze Estimation
[NO] 664/961 | Hydrodynamic origins of symmetric swimming strategies
[NO] 665/961 | Black hole shadows in nonminimally coupled Weyl connection gravity
[NO] 666/961 | Finiteness of specializations of the $q$-deformed modular group at roots of unity
[NO] 667/961 | Information Maximization for Long-Tailed Semi-Supervised Domain Generalization
[NO] 668/961 | SYNAPSE: Framework for Neuron Analysis and Perturbation in Sequence Encoding
[NO] 669/961 | Meta-RL with Shared Representations Enables Fast Adaptation in Energy Systems
[NO] 670/961 | Scalable On-the-fly Transcoding for Adaptive Streaming of Dynamic Point Clouds
[NO] 671/961 | A Recipe for Stable Offline Multi-agent Reinforcement Learning
[NO] 672/961 | COACH meets QUORUM: A Framework and Pipeline for Aligning User, Expert and Developer Perspectives in LLM-generated Health Counselling
[NO] 673/961 | StructBiHOI: Structured Articulation Modeling for Long--Horizon Bimanual Hand--Object Interaction Generation
[NO] 674/961 | Rectified flow-based prediction of post-treatment brain MRI from pre-radiotherapy priors for patients with glioma
[NO] 675/961 | Dynamical Lie algebras generated by Pauli strings and quadratic spaces over $\mathbb{F}_2$
[NO] 676/961 | Designing Value-Based Platforms: Architectural Strategies Derived from the Digital Markets Act
[NO] 677/961 | Unifying On- and Off-Policy Variance Reduction Methods
[NO] 678/961 | Loopless Proximal Riemannian Gradient EXTRA for Distributed Optimization on Compact Manifolds
[NO] 679/961 | Computational modeling of early language learning from acoustic speech and audiovisual input without linguistic priors
[NO] 680/961 | Barta Theorem for the $p$-Laplacian and Geometric Applications
[NO] 681/961 | A remark on the invariance of $K$-theory under duality
[NO] 682/961 | Mathematical modeling of urban sprawl
[NO] 683/961 | CORE-Acu: Structured Reasoning Traces and Knowledge Graph Safety Verification for Acupuncture Clinical Decision Support
[NO] 684/961 | SlowBA: An efficiency backdoor attack towards VLM-based GUI agents
[NO] 685/961 | Concept-Guided Fine-Tuning: Steering ViTs away from Spurious Correlations to Improve Robustness
[NO] 686/961 | Adaptive Tracking Control of Euler-Lagrange Systems with Time-Varying State and Input Constraints
[NO] 687/961 | Compression-Driven Kinetic Instabilities in Magnetically Arrested Disks
[NO] 688/961 | Silicone Ethernet (SEth): a Nervous System for Robotic Touch
[NO] 689/961 | PolyFormer: learning efficient reformulations for scalable optimization under complex physical constraints
[NO] 690/961 | OSCAR: Occupancy-based Shape Completion via Acoustic Neural Implicit Representations
[NO] 691/961 | SAIL: Test-Time Scaling for In-Context Imitation Learning with VLM
[NO] 692/961 | Fluid Antennas Meet Intelligent Surfaces: Security Analysis of NOMA Systems Under Hardware Impairments
[NO] 693/961 | Heights on toric varieties for singular metrics: Global theory
[NO] 694/961 | Sensivity of LLMs' Explanations to the Training Randomness:Context, Class & Task Dependencies
[NO] 695/961 | The Struggle Between Continuation and Refusal: A Mechanistic Analysis of the Continuation-Triggered Jailbreak in LLMs
[NO] 696/961 | Quantifying Cross-Lingual Transfer in Paralinguistic Speech Tasks
[YES] 697/961 | Practical Type Inference: High-Throughput Recovery of Real-World Structures and Function Signatures
[NO] 698/961 | A Comparative Study of Recent Advances in Internet of Intrusion Detection Things
[NO] 699/961 | Skill-Evolving Grounded Reasoning for Free-Text Promptable 3D Medical Image Segmentation
[YES] 700/961 | AI Agents, Language, Deep Learning and the Next Revolution in Science
[NO] 701/961 | MUSA-PINN: Multi-scale Weak-form Physics-Informed Neural Networks for Fluid Flow in Complex Geometries
[NO] 702/961 | Space-sharing and Singleton Bounds for Entanglement-assisted Classical Coding
[YES] 703/961 | Reasoning as Compression: Unifying Budget Forcing via the Conditional Information Bottleneck
[NO] 704/961 | Topologically Stable Hough Transform
[NO] 705/961 | Approximate QCAs in one dimension using approximate algebras
[NO] 706/961 | Towards Batch-to-Streaming Deep Reinforcement Learning for Continuous Control
[NO] 707/961 | Magnetic landscape of NbTiN superconducting resonators under radio-frequency excitation
[NO] 708/961 | Cancellative sparse domination
[NO] 709/961 | Supporting Workflow Reproducibility by Linking Bioinformatics Tools across Papers and Executable Code
[NO] 710/961 | Scale Space Diffusion
[NO] 711/961 | Very High Energy Gamma Rays from Ultra Fast Outflows
[NO] 712/961 | Four negations and the spectral presheaf
[NO] 713/961 | A note on approximating the average degree of bounded arboricity graphs
[NO] 714/961 | Split Federated Learning Architectures for High-Accuracy and Low-Delay Model Training
[NO] 715/961 | Predicting Conflict Impact on Performance in O-RAN
[NO] 716/961 | Structural Causal Bottleneck Models
[NO] 717/961 | Momentum SVGD-EM for Accelerated Maximum Marginal Likelihood Estimation
[NO] 718/961 | Low Reflectance All-Glass Metasurface Lenses Based on Laser Self-generated Nanoparticles
[NO] 719/961 | ImprovedGS+: A High-Performance C++/CUDA Re-Implementation Strategy for 3D Gaussian Splatting
[NO] 720/961 | CODA: Difficulty-Aware Compute Allocation for Adaptive Reasoning
[NO] 721/961 | Theorem of the heart for Weibel's homotopy $K$-theory
[NO] 722/961 | CoCo: Code as CoT for Text-to-Image Preview and Rare Concept Generation
[NO] 723/961 | Revisiting the $J_1$-$J_2$ Heisenberg Model on a Triangular Lattice: Quasi-Degenerate Ground States and Phase Competition
[NO] 724/961 | On the expressive power of inquisitive team logic and inquisitive first-order logic
[NO] 725/961 | Coherence-Aware Over-the-Air Distributed Learning under Heterogeneous Link Impairments
[NO] 726/961 | Circular stable orbits in $f(R)$ realistic static and spherically-symmetric spacetimes
[NO] 727/961 | Observables in $\mathrm{U}(1)^n$ Chern-Simons theory
[NO] 728/961 | Mass and rigidity in almost Kähler geometry
[NO] 729/961 | Cobimaximal mixing pattern from a $Δ(27)$ inverse seesaw model
[NO] 730/961 | Query-Guided Analysis and Mitigation of Data Verification Errors (Extended Version)
[NO] 731/961 | The $n$-adjacency graph for knots
[NO] 732/961 | Gate Optimization via Efficient Two-Qubit Benchmarking for NV Centers in Diamond
[NO] 733/961 | Trust via Reputation of Conviction
[NO] 734/961 | An archimedean approach to singular moduli on Shimura curves
[NO] 735/961 | Two-Variable Compressions of Shifts, Toeplitz Operators, and Numerical Ranges
[NO] 736/961 | Multi-epoch afterglow rebrightenings in GRB 250129A: Evidence for successive shock interactions
[NO] 737/961 | Nonconcave Portfolio Choice under Smooth Ambiguity
[NO] 738/961 | EquiBim: Learning Symmetry-Equivariant Policy for Bimanual Manipulation
[NO] 739/961 | Subdivisions of root polytopes and generalized tropical oriented matroids (Extended abstract)
[NO] 740/961 | SWIFT: Sliding Window Reconstruction for Few-Shot Training-Free Generated Video Attribution
[NO] 741/961 | Spatiotemporal Properties of Compressible Magnetohydrodynamic Turbulence from Space Plasma
[NO] 742/961 | The Reidemeister and the Nielsen numbers: growth rate, asymptotic behavior, dynamical zeta functions and the Gauss congruences
[NO] 743/961 | The robustness of composite pulses elucidated by classical mechanics. II. The role of initial state imperfection
[NO] 744/961 | An implicit restriction in the Dirac quantization
[NO] 745/961 | Enhanced Emittance Evaluation using 2D Transverse Phase Space Distributions, High Resolution Image Denoising, and Deep Learning
[NO] 746/961 | Oracle-Guided Soft Shielding for Safe Move Prediction in Chess
[NO] 747/961 | Spherical-GOF: Geometry-Aware Panoramic Gaussian Opacity Fields for 3D Scene Reconstruction
[NO] 748/961 | An Open-Source Robotics Research Platform for Autonomous Laparoscopic Surgery
[NO] 749/961 | Microscopic quasifission dynamics of the ${}^{54}\text{Cr}+{}^{243}\text{Am}$ reaction
[NO] 750/961 | Multi-Mode Pinching-Antenna Systems: Mode Selection or Mode Combining?
[NO] 751/961 | Data-Driven Priors for Uncertainty-Aware Deterioration Risk Prediction with Multimodal Data
[NO] 752/961 | How interacting winds shape the mechanical feedback of massive star clusters over millions of years
[NO] 753/961 | Random walks in finite Abelian groups with Birkhoff subpolytopes of doubly stochastic matrices and their physical implementation
[NO] 754/961 | Stochastic Loop Corrections to Belief Propagation for Tensor Network Contraction
[NO] 755/961 | Tactile Recognition of Both Shapes and Materials with Automatic Feature Optimization-Enabled Meta Learning
[NO] 756/961 | Nonlinearity Compensation for Coherent Optical Satellite Communications
[NO] 757/961 | Human-Aware Robot Behaviour in Self-Driving Labs
[NO] 758/961 | Aligning to Illusions: Choice Blindness in Human and AI Feedback
[NO] 759/961 | Embodied intelligence solves the centipede's dilemma
[NO] 760/961 | Disformal transformations in a Palatini extension of Horndeski's gravity
[NO] 761/961 | Optimal Local Error Estimates for Finite Element Methods with Measure-Valued Sources
[NO] 762/961 | Homogenization of the Stetson Photometry with the BEST Database
[NO] 763/961 | Leaderboard Incentives: Model Rankings under Strategic Post-Training
[NO] 764/961 | M$^3$-ACE: Rectifying Visual Perception in Multimodal Math Reasoning via Multi-Agentic Context Engineering
[NO] 765/961 | Observations and numerical simulations of a valley-exit wind in the Alpine Bolzano basin
[NO] 766/961 | $Δ$VLA: Prior-Guided Vision-Language-Action Models via World Knowledge Variation
[NO] 767/961 | Sensitivity of Isothermal Swirl Combustor Flow to Inlet Reynolds Number
[NO] 768/961 | Do Language Models Know Theo Has a Wife? Investigating the Proviso Problem
[NO] 769/961 | Towards plausibility in time series counterfactual explanations
[NO] 770/961 | Modelling instrumental response for neutron scattering experiments at CSNS
[NO] 771/961 | Detecting Fake Reviewer Groups in Dynamic Networks: An Adaptive Graph Learning Method
[NO] 772/961 | Colloidal Probe Atomic Force Microscopy Reveals Anomalous Underscreening: A Matter of Experimental Conditions
[YES] 773/961 | Agentic Neurosymbolic Collaboration for Mathematical Discovery: A Case Study in Combinatorial Design
[NO] 774/961 | Arc and Chicane Bunch Compression Schemes for Hard and Soft X-Ray Free Electron Laser Facilities: A Comparison
[NO] 775/961 | Gravitational waves in metric-affine bumblebee gravity
[NO] 776/961 | Nonminimal Lorentz Violation in Atomic and Molecular Spectroscopy Experiments
[NO] 777/961 | SoK: Harmonizing Attack Graphs and Intrusion Detection Systems
[NO] 778/961 | Using Multimodal and Language-Agnostic Sentence Embeddings for Abstractive Summarization
[NO] 779/961 | Evaluating LLM-Based Grant Proposal Review via Structured Perturbations
[NO] 780/961 | SCL-GNN: Towards Generalizable Graph Neural Networks via Spurious Correlation Learning
[NO] 781/961 | Lattice Determination of the Baryon Junction Mass in $(2+1)$ Dimensions
