[2026-08-27 02:58:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-26
正在获取论文...
[arXiv] 2026-08-26 | Reassembling Distributed Risk: Trajectory-Conditioned Action Generation for Multi-Turn Agent Safety
[NO] 906/1865 | Decentralized But Not Immune: Empirical and Formal Security Analysis of Messaging Networks
[NO] 907/1865 | CANListener: A Lightweight and Adaptive Intrusion Detection System for In-vehicle CAN Bus
[NO] 908/1865 | WTM-YOLOv11: A Small Target Detection Model for Complex Scenes in UAV Applications
[NO] 909/1865 | MAGNet: Physics-Informed Multiscale Attention and Gated Recurrent Network for Filter Inverse Design
[NO] 910/1865 | Extended Reality for Agricultural Supply Chain Education: A Systematic Review of Effectiveness, Implementation Challenges, and Future Directions
[NO] 911/1865 | VectorSec: A Web-Based AI Security Scanner for Systematic Evaluation of LLM Vulnerabilities
[NO] 912/1865 | UAVchain: Blockchain Technology Applications for Unmanned Aerial Vehicles
[NO] 913/1865 | IEEE Transactions on Sustainable Computing
[NO] 914/1865 | Layer-wise Principal Gradient Compression for Distributed Machine Learning
[NO] 915/1865 | Advancing Integrated Communications and Stealth Via STAR-RIS for Low-Altitude Wireless Networks
[NO] 916/1865 | HLIPIA:Efficient LLM On-Device Deployment Optimization with Hybrid Layer-Importance Pruning and Improved Adaptive Low Rank Adaptation
[NO] 917/1865 | LQG-Based Distributed Resilient Control for DC Microgrids Over Unreliable Communication Channel
[NO] 918/1865 | Front Cover
[NO] 919/1865 | Count-Rate Modeling and Compensation for Photomultiplier Tubes Under High-Voltage Ripple Disturbances
[NO] 920/1865 | Development of Fiber Optic Sensors, Their Principles, and Algorithm Optimization Research for Intraoperative Navigation
[NO] 921/1865 | PalmShield: A Climate-Smart AI Mobile Platform for Sustainable Date Palm Health Monitoring
[NO] 922/1865 | A Current-Mode Non-Destructive Circuit Readout Scheme for High-Density 3D Ferroelectric Memory
[NO] 923/1865 | Cloud-Compatible and Scalable Private Messaging via Authentication Piggybacking
[NO] 924/1865 | When AI Becomes the First Listener: A Conversation with Joanne Cheung on How AI Soothes and Shapes Our Thoughts
[NO] 925/1865 | RAPIDS: Reliable Adaptive Priority-based Intelligent Delivery Streaming for Enhanced Error Resilience in Real-time Video
[NO] 926/1865 | Center-Aware Pairwise Learning for Deep Semi-supervised Anomaly Detection
[NO] 927/1865 | Evaluating DL Test Adequacy Metrics: A Correlation Study with DeepCrime’s Mutation Score
[NO] 928/1865 | A Lightweight ML Framework for Crop Selection and Yield Estimation on Low-End Devices
[NO] 929/1865 | Performance of a hybrid ARIMA-LSTM-Transformer model in influenza-like illness forecasting: A comparative study
[NO] 930/1865 | Perspective on Bias in Biomedical AI: Preventing Downstream Healthcare Disparities
[NO] 931/1865 | UAV Acoustic Source Direction Finding Based on Generalized Likelihood Ratio Test
[NO] 932/1865 | MUFFLe: Efficient Model Update Compression via Generalized Deduplication for Federated Learning
[NO] 933/1865 | Research on Intelligent Electronic Load Control System and Computational Optimization Method for High-Speed OSFP Optical Module Testing
[NO] 934/1865 | Kendall’s Tau Based Robust Spectrum Sensing Under Colored Gaussian Noise With Impulsive Interference
[NO] 935/1865 | Compressive Toeplitz Covariance Estimation From Few-Bit Quantized Measurements With Applications to DOA Estimation
[NO] 936/1865 | Disjoint Simulatability and Security Reduction of a Class of Lattice-Based Schemes
[NO] 937/1865 | Physics-Guided Temporal Graph Attention Network for Early Fault Diagnosis of Spacecraft Thermal Control Systems
[NO] 938/1865 | Flexible and Optically Transparent Wideband Low-RCS Metasurface Based on Spin-Decoupled and Diffusion Scattering
[NO] 939/1865 | Modeling Short-Term Cognitive State Transitions Using EEG and Lifestyle Features
[NO] 940/1865 | A Low-RCS Absorber-Radiator Antenna Array With Dual-CP and Multi-Beam Reconfigurability
[NO] 941/1865 | A Cross-Sector Measurement Study of Internet-Exposed IoT Devices
[NO] 942/1865 | SyDRA: Dual-Stream Synergistic Learning for Interference-Robust Anomaly Localization on Structure-Dominant Industrial Surfaces
[NO] 943/1865 | Joint Optimization of Video Recommendation and Cooperative Edge Caching for Maximizing Profit
[NO] 944/1865 | RCAgentBench: An Agent-Oriented Benchmark for Multimodal Root Cause Analysis in Microservices
[NO] 945/1865 | Hardware-in-the-Loop System for MANETs with Asynchronous Virtual-Physical Time
[NO] 946/1865 | NimbleChain: Automatic Timeout Tuning for PBFT-based Blockchain Systems
[NO] 947/1865 | A Solution for Efficient Cross-Cluster Communication in Multi-Kubernetes Clusters
[NO] 948/1865 | EpiCRISPR: Improving CRISPR/Cas9 on- and off-target prediction by flanking sequences, epigenetic marks, and high-throughput datasets
[NO] 949/1865 | Beyond the Headset: Content Analysis on Artificial Intelligence and Multimodal Analytics in Virtual Reality Learning
[NO] 950/1865 | Supervised Feature Selection via Collective First-Order Neural Dynamics
[NO] 951/1865 | Beyond Up and Down: Analyzing Temporal Phenomena in IPv6 Probing Responses
[NO] 952/1865 | SAPIF: A Severity-Aware Framework for Pressure Injury Forecasting
[NO] 953/1865 | The error estimation problem in machine learning surrogate models for engineering simulation
[NO] 954/1865 | Title Page iii
[NO] 955/1865 | HashVer: Low-Latency Consensus on Blockchain Networks with Heterogeneous Nodes
[NO] 956/1865 | Defending Intrusion Detection Systems from Black-Box Adversarial Threats in OneM2M-Based IoT Networks
[NO] 957/1865 | IEEE Security &amp; Privacy
[NO] 958/1865 | Semantic Raft: A Fault-Tolerant Multi-Agent Inference Framework for Reliable LLM Services
[NO] 959/1865 | Making Software Metrics Useful
[NO] 960/1865 | Enhanced Nonlinear Active Disturbance Rejection Control for SPMSM Speed Regulation With Measurement Noise
[NO] 961/1865 | General Stealthy Attack Against Remote State Estimation With Encryption-Decryption Scheme
[NO] 962/1865 | ACM Distributed Ledger Technologies: Research and Practice Introduction to the Special Issue on Blockchain for 6G Trust, Security, and Privacy
[NO] 963/1865 | Continuous Digit Sequence Recognition in Air-Writing Using MIMO FMCW Radar
[NO] 964/1865 | Two-Dimensional DOA Estimation With Dual-L-Shaped Time-Modulated Array
[NO] 965/1865 | Beyond Wide Area Connectivity: OSAF Multi-Domain Collaboration Optimization for Large-Scale Deterministic Networks
[NO] 966/1865 | SOPSmith: Forging Executable SOPs for LLM-Driven GPU Cluster Network Diagnosis
[NO] 967/1865 | Personality-Aware Pricing and Heterogeneity-Aware Scheduling of Cloud Service Requests for Profit Maximization
[NO] 968/1865 | Affective Language Processing for Mental Healthcare: A Survey of LLM-Based Approaches across the Care Continuum_supp1-3726877.pdf
[NO] 969/1865 | Author Index
[NO] 970/1865 | Open source chip design using Efabless
[NO] 971/1865 | Evaluation of the Effectiveness of Artificial Intelligence-Assisted Nuclear Electronics Teaching Based on Multiple Regression
[NO] 972/1865 | Constrained Trajectory Planning and Control for Space Manipulator Capture Tasks Using an Improved Bi-level MOPSO Algorithm
[NO] 973/1865 | IBODet: Information-Bottleneck-Inspired Lightweight Oriented Detection in Remote Sensing Images
[NO] 974/1865 | Cloud Confidential Computing in the Wild: Technology Landscape and Practical Challenges
[NO] 975/1865 | KACIO: Keyword-Aware Cross-Attention for Long-Tailed ICD-9 Coding
[NO] 976/1865 | Deep Learning-Based Image Analysis for Automated Fruit Sizing
[NO] 977/1865 | Communication-Efficient Federated Transfer Learning with Differential Privacy
[NO] 978/1865 | Robust Online Residual Oxygen Detection in Pharmaceutical Vials via Multiorder Harmonic Geometric-Feature Fusion
[NO] 979/1865 | GRN-GEARS: Interpretable Gene Regulatory Modelling for Single-Cell Perturbation Response Prediction in Precision Oncology
[NO] 980/1865 | Expanding the Distance- and Load-Independent Region of PT-Symmetric Wireless Power Transfer through Current-to-Voltage Mapping_supp1-3727420.pdf
[NO] 981/1865 | A Quantitative Measurement Method for Deep-Buried Defect in Ferromagnetic Components Based on Variable Pulse Width Magnetization
[NO] 982/1865 | Trusted Runtime Customizable TEE on FPGA-SoC with User-Controllable TPM
[NO] 983/1865 | On Minimal Privacy Leakage Frequency in Differentially Private Decentralized Optimization
[NO] 984/1865 | Distributed Localization and Koopman-Based Cooperative Encirclement of an Unknown Active Monitoring Target in Multispacecraft Systems
[NO] 985/1865 | DOSA: Optimizing DVFS Policy for Stochastic Workloads with Analytical Solutions
[NO] 986/1865 | Reinforcement Learning Strategy for Sojourn-Probability-Based Fuzzy Switched Systems Under DoS Attacks
[NO] 987/1865 | Beyond Random Probing: Intelligent IPv6 Discovery via Ensemble Learning and Contextual Expansion
[NO] 988/1865 | Online Unsupervised Anomaly Detection with Model Explainability and Human-in-the-Loop Feedback
[NO] 989/1865 | Real-Time Low-Rate DDoS Detection on Resource-Constrained IoT Devices
[NO] 990/1865 | A Canopy–Gap Boundary-Based Method for Multi-Platform Forest Point Cloud Registration
[NO] 991/1865 | A Method for Estimating Lateral State Parameters of Commercial Vehicles Based on Unscented Kalman Filter and Physics-Informed Constrained Neural Network
[NO] 992/1865 | M4DLB-DeepLabv3+: A Lightweight Boundary-Aware Network with MobileNetV4 and Dual-Light State Space Modules for UAV Aerial Image Segmentation
[NO] 993/1865 | Adaptive Multi-Path Mamba Knowledge Distillation Framework for Industrial Defect Detection
[NO] 994/1865 | TSN-FLARE: A Flexible and Resilient Telemetry Framework for Time-Sensitive Networking
[NO] 995/1865 | A Multi-Stage Degradation Model of IGBT Module under Power Cycling with Multiphysics Simulation
[NO] 996/1865 | DNSMedic: Automated Precision Diagnosis and Repair Guidance for DNS Misconfigurations
[NO] 997/1865 | SENTRY: Statistical Reliability Analysis of Vision Transformers Under Soft Errors
[NO] 998/1865 | Sim2Real based Multi-Task SpatioTemporal Cellular Network Traffic Forecasting
[NO] 999/1865 | Clinical Reasoning-Augmented Prediction: Agentic Verification Improves Reliability of VTE Detection from Radiology Reports
[NO] 1000/1865 | Multi-band Brain Functional Connectivity for EEG-Based Driving Behavior Recognition
[NO] 1001/1865 | SRAW-Attack: Space-Reweighted Adversarial Warping Attack for SAR Target Recognition
[NO] 1002/1865 | Author Index
[NO] 1003/1865 | IEEE Security and Privacy Subscription
[NO] 1004/1865 | When the Internet Breaks Art: A Self-Healing Virtualization Framework
[NO] 1005/1865 | Fast Generalized Structurally Constrained Pre-Stack Seismic Inversion for Horizontal Transverse Isotropic Media
[NO] 1006/1865 | A Weakly-Guiding Low-Loss and Low-Crosstalk Center-Raised Ring-Core Fiber with Seven OAM Mode Groups Containing High-Order Radial Modes
[NO] 1007/1865 | Mode-Scheduled Hybrid Control of Magnetorheological-Assisted Robotic Joints for Improved Energy Efficiency and Disturbance Rejection
[NO] 1008/1865 | Influence of Ni
                    <sup>2+</sup>
                    Doping on Crystallization behavior and Magnetic Properties of Gehlenite-Based Calcium Aluminosilicate glasses
[NO] 1009/1865 | Design and Implementation of a Privacy-Preserving Revocable Credential System Based on Blockchain Technology
[NO] 1010/1865 | ReMu: Bridging Fidelity and Flexibility in High-Mobility Network Emulation at Microsecond Scale
[NO] 1011/1865 | Circuit Simulation Data Augmentation and Extreme Condition Performance Prediction Based on Generative Adversarial Networks
[NO] 1012/1865 | Alleviating AOA Drift Effects in Single Moving Observer Localization Using Alternating Minimization
[NO] 1013/1865 | Adaptive Differential Privacy for Federated Intrusion Detection in IoT Networks Using Meta-Learning Control
[NO] 1014/1865 | SLO-Driven Horizontal Container Autoscaling
[NO] 1015/1865 | Joint Optimization of Near-Field Cylindrical Movable Antenna Arrays Based on a Hybrid OMP-CGS-Adam Algorithm
[NO] 1016/1865 | A TCAD-Assisted Process Parameter Iteration Method for Improving the Electrical Performance of Trench-Gate Power Devices
[NO] 1017/1865 | From Mathematics to Engineering Thinking: A Hybrid STEAM Learning Model Through a School Math and Engineering Club
[NO] 1018/1865 | IWQoS 2026 TOC
[NO] 1019/1865 | Emergency Call Failures in All-IP Mobile Networks: Evidence from Large-Scale Outages and Controlled Device Testing
[NO] 1020/1865 | Survey of Low-Power Single-Clock-Edge-Triggered Flip-Flops Using FreePDK 45nm: Challenges and Trends for IoT Applications
[NO] 1021/1865 | Effect of Terbium Doping on ITZO Thin-Film Transistors for Improved Bias-Stress Stability
[NO] 1022/1865 | Masthead
[NO] 1023/1865 | IEEE Annals of the History of Computing
[NO] 1024/1865 | A Texture-Aware Framework for Infrared and Visible Image Fusion
[NO] 1025/1865 | High-Resolution Urban Surface Upward Longwave Radiation Estimation Using a Physics-Constrained Neural Network with Sky View Factor
[NO] 1026/1865 | DMVD-GRN: Denoised Multi-View Decoding with Structure-Aware Link Scoring for Gene Regulatory Network Inference
[NO] 1027/1865 | Ship Path Planning Based on Modified Harris Hawk Optimization Algorithm
[NO] 1028/1865 | ConvexLens: Overcoming Frequency Stagnation in Millisecond Workloads via Temporal Co-location
[NO] 1029/1865 | Height-Aware Machine Learning Channel Modeling for Vehicular Visible Light Communication
[NO] 1030/1865 | Mapping Cyber Security Certifications to CyBOK: A Comparative Study of Breadth, Depth, and Professional Orientation
[NO] 1031/1865 | Design and Verification of an Intelligent Ground Test System for Long-Range GEO-LEO TDMA Inter-Satellite Links
[NO] 1032/1865 | Ontology-based Testing of Reinforcement Learning Applications
[NO] 1033/1865 | PIC-M$^{3}$: Perceptual Image Compression with Multi-scale and Multi-modal Merge Networks
[NO] 1034/1865 | Privacy Preserving Search on Genomic Data
[NO] 1035/1865 | Fauxshield: An Explainable Deepfake Detection and Awareness Platform Using Hybrid Deep Learning
[NO] 1036/1865 | VFreq-GAN: A Frequency-Aware Generative Network for Latent Fingerprint Enhancement
[NO] 1037/1865 | A Spatiotemporal Automatic Calibration Mechanism for Rapid Deployment of Indoor Positioning Systems in Industry 4.0
[NO] 1038/1865 | Securing the IoT Supply Chain: A Lifecycle-Based Defensive Framework
[NO] 1039/1865 | Impact of Microelectronics Advancements on Ultrasound Medical Imaging Systems Technology: from the 1980s to the 2020s
[NO] 1040/1865 | DepartKVS: KV Separation for Redundant Replicas in Strongly Consistent Distributed Stores
[NO] 1041/1865 | AI for Digital Health: Machine Learning Solutions to Classify Malignant Mammograms
[NO] 1042/1865 | CR-Duct: Concurrent Reasoning Network for Spatiotemporal Knowledge Graph Prediction of Inhomogeneous Atmospheric Duct
[NO] 1043/1865 | Evaluation of File Systems for Energy-Aware and Real-Time Constrained Embedded Systems
[NO] 1044/1865 | XGBoost-Based Phishing Website URL Feature Detection and Interpretable Analysis
[NO] 1045/1865 | Continuous OFDM Signal for ISAC in 6G
[NO] 1046/1865 | Preface
[NO] 1047/1865 | Privacy-aware Hand Gesture Recognition using Textile-based Sensing Glove
[NO] 1048/1865 | IEEE Computer Society Information
[NO] 1049/1865 | Behavioral Clustering of Iterated Prisoner’s Dilemma Strategies via Adaptive Pairwise Sampling
[NO] 1050/1865 | An Ensembled Gradient Boosting Algorithm with Partial Penalty Hybrid Imbalance Processing for Multi-Class Classification on IoT Attack Detection
[NO] 1051/1865 | A CBCT-Tailored Inverse Tone Mapping Method for Enhancing Contrast and Brightness Toward Improved Diagnostic and Treatment
[NO] 1052/1865 | Deep-Learning-Enabled Inverse Design of Dual-Resonance Terahertz Metasurface Sensors Multiplexing SP-BIC and FW-BIC
[NO] 1053/1865 | Improved Artificial Fish Swarm Algorithm for Robot Path Planning with Varying Target Points
[NO] 1054/1865 | Organizing Committee of CISOSE 2026
[NO] 1055/1865 | Dynamic Resampling-Guided Multidirectional FreqFormer for Imbalanced Partially Labeled Hyperspectral Images
[NO] 1056/1865 | HIRP-AD: Hierarchical Representative Prototype Learning for Unified Multi-Class Unsupervised Anomaly Detection
[NO] 1057/1865 | Message from the 2026 Steering Committee Chair
[NO] 1058/1865 | SmartGuard: A Deep Learning and IoT-Enabled Smart Surveillance Framework for Data-Driven Community Safety and Threat Prevention
[NO] 1059/1865 | IEEE Transactions on Computers Call for Paper
[NO] 1060/1865 | Robust ISAR Scattering Center Reconstruction Based on Rician Statistical Modeling and Hybrid Parametric Representation_supp1-3722547.pdf
[NO] 1061/1865 | Technology and Language Learning: Effective Podcasting and Video-Based Language Teaching Practices in the Age of Generative AI: Eric Friginal and Wing Yee Jenifer Ho: [Book Review]
[NO] 1062/1865 | Identifying Seismogenic Anomalies in Satellite Microwave Emissions by Decoupling Environmental Confounders via Physics-informed Deep Learning
[NO] 1063/1865 | Message From Rong N. Chang, Steering Committee Chair
[NO] 1064/1865 | From GPU Servers to Raspberry Pi: Benchmarking Open-Source Speech-to-Text for Edge Deployment
[NO] 1065/1865 | DECODE: Decision Tree Capturing Opaque Decisions via Coverage-Driven Synthetic Sampling
[NO] 1066/1865 | AcrPLMEvo: A Two-Stage Framework Integrating Evolutionary Profiles with Protein Language Models for Anti-CRISPR Prediction
[NO] 1067/1865 | Study on Short Nickel-Coated FBG for Dynamic Strain Measurement in Impact Test
[NO] 1068/1865 | Agentic AI for Personalized Physiotherapy: A Multi-Agent Framework for Generative Video Training and Real-Time Pose Correction
[NO] 1069/1865 | ALPS: ACK-induced Latency-based Packet Spraying for Multipath Transmission
[NO] 1070/1865 | Multi-Agent Framework for Neural Signal Decoding in Brain-Computer Interfaces (BCI)
[NO] 1071/1865 | Traffic Sign Detection Combining Frequency-Domain Enhancement and Local Channel Attention
[NO] 1072/1865 | Real-time Semantic Segmentation Network Based on Parallel Lightweight Aggregation Module
[NO] 1073/1865 | PhysioAgent: A Multi-Agent AI Framework for Personalised Exercise Prescription and Longitudinal Adherence Monitoring in Physiotherapy
[NO] 1074/1865 | PACG: Prior-Guided Sparse Surface Reconstruction With Complementary Densification-Pruning Based on Gaussian Splatting
[NO] 1075/1865 | Center-Fed Pinching Antenna System for Uplink Environment Sensing
[NO] 1076/1865 | Securing Autonomous Clinical Agents: Time-Scoped Hypergraph Delegation for Controlling Patient Data Access
[NO] 1077/1865 | Throughput Maximization for MapReduce-Based Collaborative Computing over Energy-Harvesting Wireless Devices
[NO] 1078/1865 | Evolving the Prototype Journey: Lifelong Vision-and-Language Navigation with Prototype Adaptation
[NO] 1079/1865 | Dual-Track Red Teaming and Evaluation for Traditional Chinese Localized LLMs
[NO] 1080/1865 | Feasibility of Machine Learning for Portable Macronutrient Prediction Using Low-Cost Vis-NIR Sensors
[NO] 1081/1865 | RAD-SFL: Resource-Aware Dynamic Split Federated Learning for Heterogeneous Edge Environments with Non-IID Data
[NO] 1082/1865 | Gate-Efficient Online Incremental Scheduling of No-Wait Time-Triggered Flows in TSN
[NO] 1083/1865 | Compact Microwave Sensor Based on a Toroidal Dipole Resonator for Lossy Liquid Characterization
[NO] 1084/1865 | Exogenous Prior Injection for Reliable Feature Selection on Multimodal ASD Data
[NO] 1085/1865 | Pluto: Fast and Accurate Persistent Flow Detection in High-Speed Networks via Adaptive Protection
[NO] 1086/1865 | MAPPO-Based Joint Task Offloading and Resource Allocation in 6G Vehicular Edge Computing under High- and Low-Frequency Cooperation
[NO] 1087/1865 | Waltz: Temperature-Aware Cooperative Compression for High-Performance Compression-Based CSDs
[NO] 1088/1865 | Sunny and Rainy Weather Recognition Based on Transfer Learning
[NO] 1089/1865 | Slicing or Spoofing? Detecting and Containing Resource Hijacking in B5G Networks with Suspicious Traffic
[NO] 1090/1865 | Evaluating the Efficacy and Diversity of DNN Test Input Prioritisation Techniques
[NO] 1091/1865 | Computation Offloading Optimization in Cloud-Assisted Edge Computing Based on an Improved-IGEA Intelligent Optimization Method
[NO] 1092/1865 | Dual-Rate Carrier Ambiguity Resolution for LFM-BPSK Radar-Communication Waveforms
[NO] 1093/1865 | IoTScal-2CoM-ALO: An Adaptive Load Orchestration Framework for Scalable Collaborative IoT Systems
[NO] 1094/1865 | Bridging the Interpretation Gap in Accessibility Testing: Empathetic and Legal-Aware Bug Report Generation via Large Language Models
[NO] 1095/1865 | NeuroForensics: Unmasking Covert Backdoor Attack via Endogenous Defense
[NO] 1096/1865 | Data Poisoning Detection for Secure Federated Learning with Dropout-Resilient Aggregation
[NO] 1097/1865 | Pseudo-Label Guided Alignment Propagation for Partially View-Aligned Clustering
[NO] 1098/1865 | Title Page i
[NO] 1099/1865 | Author Index
[NO] 1100/1865 | Fuzzy-Logic-Based QoS Control in oneM2M: Adaptive Edge-to-Cloud Traffic Offloading
[NO] 1101/1865 | BEP: A Bayesian-Entropy Pruning Framework for Efficient IPv6 Active Network Discovery
[NO] 1102/1865 | RGB: Resource Graph Base for Integrating Tri-Elements in Computing Power Networks
[NO] 1103/1865 | Resilient Optimal Control Against Switching Hybrid Attacks: An Improved Hybrid Iteration Scheme
[NO] 1104/1865 | Velo-NC: Verified Worst-Case End-to-End Queueing-Delay Bounds Under Network Dynamics
[NO] 1105/1865 | Vertical GaN Schottky Barrier Diode Based on Anode-First Process and Low-Temperature Ohmic Contact
[NO] 1106/1865 | Unsupervised MVS based on hybrid distillation and gaussian splatting enhancement
[NO] 1107/1865 | SAIC-CoSaMP Based Multiuser Acquisition for Coherent MC-DSSS Signals in LEO Uplink
[NO] 1108/1865 | A Comprehensive Study of Deep Learning Distributed Library Bugs
[NO] 1109/1865 | SAR Vehicle Detection with Complementary Spatial Enhancement and Transfer Learning
[NO] 1110/1865 | IEEE CS Career Center
[NO] 1111/1865 | Energy-Efficient RF Oscillation for Nanogenerator-Driven Real-Time Self-Powered Wireless Sensing_supp3-3727254.avi
[NO] 1112/1865 | Energy-Efficient RF Oscillation for Nanogenerator-Driven Real-Time Self-Powered Wireless Sensing_supp1-3727254.pdf
[NO] 1113/1865 | Research on Intelligent course recommendation model based on Knowledge Mapping
[NO] 1114/1865 | Message from the DSEE 2026 Chairs
[NO] 1115/1865 | SpectralVQ-SC: Semantic-First Scalable Digital Image Communication via Wavelet-Based Finite Quantization
[NO] 1116/1865 | Cross-Guided Dual-View Pre-Training for Fracture-Healing Assessment on Orthogonal Radiographs
[NO] 1117/1865 | Impact of Total Ionizing Dose on 128-Layer 3-D TLC NAND Flash Memory: Endurance, Read Disturb, and Data Retention
[NO] 1118/1865 | DeGaborNet: Decoupled Gabor Network for Hyperspectral Image Classification
[NO] 1119/1865 | PopCD: Test-Time Behavior Enhancement via Polarity-Prompt Contrastive Decoding
[NO] 1120/1865 | Multi-Objective Robustness Enhancement of Higher-Order Networked Systems via Cost-Aware Hyperedge Addition
[NO] 1121/1865 | Differential Flatness Based Modeling and Control of Cylindrical Microrobots under Rotating Magnetic Fields
[NO] 1122/1865 | Direct Transfer Learning for Cross-Project Test Case Prioritization under Cold-Start Conditions
[NO] 1123/1865 | Runtime-Adaptive Payload Compression with Analytical Energy Threshold for WiFi IoT Nodes
[NO] 1124/1865 | CF-BAD: Coarse-to-Fine Granularity BGP Anomaly Detection for Prefix Hijacking
[NO] 1125/1865 | Joint Optimization of MEC Offloading and Traffic Signal Control via Diffusion-based Hierarchical DRL
[NO] 1126/1865 | A Network Fraud Behavior Identification Model for Smart Policing
[NO] 1127/1865 | Title Page
[NO] 1128/1865 | Multiport Analytical Pixel Electromagnetic Simulator (MAPES) for AI-Assisted Microwave Circuit and RFIC Design
[NO] 1129/1865 | Front Matter
[NO] 1130/1865 | Reliable State Flush on Spot Cloud VMs Conservative Frontiers for Stateful Cloud
[NO] 1131/1865 | GCA-BULF: A Bottom-Up Framework for Short-Term Load Forecasting Using Grouped Critical Appliances
[NO] 1132/1865 | MAS-CP: Multi-Agent Communication Prediction for Distributed Deep Neural Network Training
[NO] 1133/1865 | Compensated Second-Order SMC for Networked 2-D Systems Under Resource-Aware Encoding-Decoding
[NO] 1134/1865 | a-IGZO TFT Pixel Circuit with Double Gate Structure for Compensation of V
                    <sub>TH</sub>
                    Shift and SS-Induced Low-Gray Dispersion in AMOLED Displays
[NO] 1135/1865 | Constraint-Aware Temporal Graph Policy for Beam Hopping Scheduling in LEO Satellite Communications
[NO] 1136/1865 | The ADMM penalized Decoding with Anderson Acceleration
[NO] 1137/1865 | SC-IOCI: Multiple Infrastructure LiDAR-based 3D Object Detection via Intermediate Output Compression and Integration in Split Computing
[NO] 1138/1865 | Reliability-Aware Client Selection in Asynchronous and Heterogeneous Federated Learning
[NO] 1139/1865 | MSGFN: Multi-Scale Gated Fusion Network for UWB NLOS/LOS Classifications
[NO] 1140/1865 | Integrating Quantized Edge AI and LoRaWAN for Visual-Based Wildlife Detection in Connectivity-Limited Regions
[NO] 1141/1865 | Design and Implementation of Low-Cost Non-Invasive Blood Pressure Measurement Device from Photoplethysmography with Signal Quality Assessment
[NO] 1142/1865 | Vision-Based Actuated Traffic Signal Control: A Case Study of the General Luna and Mabini Intersection Using YOLO and SUMO Simulation
[NO] 1143/1865 | MASTEST: A LLM-Based Multi-Agent System For Testing RESTful APIs
[NO] 1144/1865 | LADS: Towards Low-Latency Atomicity Interval for Cross-shard Transactions via Dynamic Queue Scheduling
[NO] 1145/1865 | SHIELD: Sensing-Enabled Health-Aware Infrastructure for Environmental Localized Defense
[NO] 1146/1865 | WTAF-YOLO: Adaptive Weighted Feature Fusion Detector for UAV Maritime Ship Detection
[NO] 1147/1865 | Event-Triggered Distributed Secondary Control for Multi-Bus DC Microgrids Under Setting-Time Privacy Preservation Mechanism
[NO] 1148/1865 | NAST: In-Network Aggregation with Worker Selection for Accelerating Distributed Training
[NO] 1149/1865 | LLM-Based Automatic Metamorphic Test Case Generation for LLM Fairness Testing
[NO] 1150/1865 | Annotation-Efficient Surgical Instance Segmentation via Semi-Supervised YOLO Frameworks on Laparoscopic Imagery
[NO] 1151/1865 | Message from General Chairs of CISOSE 2026
[NO] 1152/1865 | Later is More: Trading Tolerable Latency to Meet Stringent Jitter Requirement in Time-Sensitive Networking
[NO] 1153/1865 | Modulation-Adaptive and Data-Light Parameter Estimation for DAB Converters with Physics-Informed Neural Network
[NO] 1154/1865 | Toward Communication-Sensing Integrated Cloud-Network Monitoring: Real-Time Vibration Event Recognition on Underground Optical Cables
[NO] 1155/1865 | Metasurface Router for Near-Field Multi-User Low-Interference Access Driven by Structured Wave
[NO] 1156/1865 | Design and Formative Evaluation of a Gamified Circuit Fault Diagnosis Simulator for Undergraduate Electrical Engineering
[NO] 1157/1865 | A 6.55-to-7.55GHz Sub-Sampling PLL with 47.8fs RMS Jitter and –254.4dB FoM in 65nm CMOS
[NO] 1158/1865 | A Sleep Monitoring Belt–Based Sleep Staging Method via EEG-Guided Label Transfer and Deep Learning
[NO] 1159/1865 | Learnable Transient Energy and Cross-Correlation Attention-Based Mamba for Fault Phase Selection in IoT-Enabled Distribution Networks
[NO] 1160/1865 | Enhancing Autonomous Vehicle Navigation in Complex Intersections Using Multi-View Proximal Policy Optimisation Algorithm
[NO] 1161/1865 | Stage-Dependent Active-Area Scaling of SiC DSRDs: Pulse Characteristics, Unified Interpretation, and Sizing Guideline
[NO] 1162/1865 | Research on Multi party Cross domain Trusted Interaction Model and Security Collaboration Mechanism under Cloud Chain Symbiosis Architecture
[NO] 1163/1865 | Hierarchical Feature Fusion and Cross-Scale Coding for Machine Vision Tasks in Internet of Things
[NO] 1164/1865 | Memory-Guided Student-Teacher Anomaly Detection for Vision-Based Defect Inspection of Satellite Structural Components
[NO] 1165/1865 | Masthead
[NO] 1166/1865 | Temporal Predictive Joint Hybrid Beamforming Framework for Mitigating Channel Aging in High-Mobility MIMO-OFDM Systems
[NO] 1167/1865 | Engagement Dynamics in Unstructured Digital Journaling: Insights from Eight Months of Multimodal Data in Early Outpatient Psychiatric Care
[NO] 1168/1865 | Zero-Dynamics Attack With Adjustable Destructiveness and Stealthiness Against Automatic Voltage Regulators in Power System
[NO] 1169/1865 | Multimodal Sensing, Aerial Communication and Edge Inference in Open RAN-empowered LEO Satellite-assisted Low-Altitude Networks
[NO] 1170/1865 | Research on Weak Physiological Signal Detection and Heart Rate &amp; Blood Oxygen Calculation System Based on PPG
[NO] 1171/1865 | FedCod: An Efficient Coded Communication Protocol for Cross-Silo Federated Learning
[NO] 1172/1865 | IEEE Computer Society Call for Papers
