[2026-05-14 22:56:49] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-13
正在获取论文...
[arXiv] 2026-05-13 | Machine-learning applications for weak-lensing cosmology
[NO] 1514/2000 | Breast Tumor Classification Using a Hybrid System C ombining a CNN with Genetic Algorithm and K-means for Mammography Images
[NO] 1515/2000 | X-Band Electrical Balance Duplexer for In-Band Full-Duplexing in GaN-on-Silicon Technology
[NO] 1516/2000 | ISO/IEC/IEEE Software and systems engineering -- Incident management
[NO] 1517/2000 | A Robotic mmWave Radar Based Compact Antenna Test Range
[NO] 1518/2000 | Personalized Long-Sequence Recommendation via Interest-Aware Large Language Models
[NO] 1519/2000 | A RFSoC-FPGA-Based Digital Radar System for Distributed UAV-Borne SAR
[NO] 1520/2000 | Kernel Reboot: Breaking the Boundaries of Neural Tangent Kernels for Neural Fields
[NO] 1521/2000 | Fast Aerial Channel Knowledge Map Construction via an Energy-Constrained UAV
[NO] 1522/2000 | Crystal and Magnetic Structures of Tetragonal Spinel Fe
                    <sub>3</sub>
                    V
                    <sub>3</sub>
                    O
                    <sub>8</sub>
                    Studied by Neutron and X-ray Diffraction
[NO] 1523/2000 | Matrix Pencil-Based Dynamic Event-Triggered Cooperative Formation Control for Multiagents
[NO] 1524/2000 | Revisiting Text-Guided Style Transfer through Mamba: A Fast and Memory-Efficient Architecture
[NO] 1525/2000 | A Hybrid Kepler Optimization Algorithm Based on Q-Learning for Solving Permutation Flow Shop Scheduling Problems
[NO] 1526/2000 | Influence of DNA Solution on Dark and Deep-UV Response of Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /p-Si Schottky Diodes
[NO] 1527/2000 | S$^{3}$RNet: Sparse Spatial–Spectral Representation with Hybrid Knowledge Distillation for Efficient Multispectral and Hyperspectral Image Fusion
[NO] 1528/2000 | Visibility Convolutional Neural Networks for Label Distribution Learning of Facial Emotions
[NO] 1529/2000 | OTQuSbox Framework: A Quantum-Assisted Session-Based S-Box Construction with Secure Seed Synchronization
[NO] 1530/2000 | Characterization of Parasitic Impacts on the Effective Bandwidth of VSCC AEF
[NO] 1531/2000 | Heteroscedastic Diffusion for Multi-Agent Trajectory Modeling
[NO] 1532/2000 | Unlocking Shared Spectrum for Satellite- Terrestrial Integration: A System-Level Perspective
[NO] 1533/2000 | Transmissive Programmable Metasurface Based on Multi-Mode Resonance with a Single Liquid Crystal Layer_supp1-3691065.pdf
[NO] 1534/2000 | Exploring YOLO Architectures for Radar-Based Flying Object Classification Using Micro-Doppler Signatures
[NO] 1535/2000 | Building an Open Source Operational Technology Pentesting Platform: Lessons From LINICS
[NO] 1536/2000 | From Automated to Autonomous: Hierarchical Agent-native Network Architecture (HANA)
[NO] 1537/2000 | A Two-Degree-of-Freedom DPWM Strategy for Loss-Harmonic Collaborative Optimization in Three-Phase VSCs
[NO] 1538/2000 | Hybrid Physics-Data Driven Approach for Pressure Estimation in CO
                    <sub>2</sub>
                    -Rich Gas Injection Operations
[NO] 1539/2000 | A Guided Safe Reinforcement Learning Framework for Adaptive Energy Management in Green Hydrogen Production Systems
[NO] 1540/2000 | Review for "Hybrid Machine Learning Model for Forest Height Estimation from TanDEM-X and Landsat Data"
[NO] 1541/2000 | Project Management Maturity in Game Development
[NO] 1542/2000 | Autistic Traits and IT Workforce Formation: A Large-Sample Study Across Business Majors
[NO] 1543/2000 | A Vibrotactile Obstacle Avoidance System for Profound Blindness using Ultrasonic Rangefinders
[NO] 1544/2000 | A Wearable System for Real-Time Spinal Curvature Monitoring and Postural Correction Using Motion Sensors and Data-Driven Feedback
[NO] 1545/2000 | Smart Defense: Artificial Intelligence for Financial Cybersecurity
[NO] 1546/2000 | DrumBuddy: A MIDI-Based Drum Transcription and Practice System for Electronic Drums
[NO] 1547/2000 | S $^{2}$ VG: 3D Stereoscopic and Spatial Video Generation via Denoising Frame Matrix
[NO] 1548/2000 | Optimal Quantum (
                    <i>r</i>
                    , δ)-Locally Repairable Codes From Matrix-Product Codes
[NO] 1549/2000 | Toward Smart Laboratories: A Robotic Gripper Integrating MSSPP Sensing for Simultaneous Grasping Monitoring and Material Identification
[NO] 1550/2000 | Calibration-Target-Assisted Multistatic Localization and Synchronization: A Computationally Efficient Multi-Stage Solution Using TD Measurements
[NO] 1551/2000 | Efficiency Optimization Control of a Parallel Battery Energy Storage System with Dual DC-Bus Partial Power Conversion
[NO] 1552/2000 | LLTrack: Parallel Association Framework for 2D Multi-Object Tracking
[NO] 1553/2000 | Scalable Graph Clustering via Structure-Attribute Fusion and Linearized Global Attention
[NO] 1554/2000 | Spatial-Temporal Unsupervised Background Reconstruction Network for Infrared Small Target Detection
[NO] 1555/2000 | Roll-to-roll fabrication of superconducting flexible shielded high-density interconnects for scalable quantum computing
[NO] 1556/2000 | Leaky Coaxial Cable Testbed for Indoor Wireless Communication
[NO] 1557/2000 | Airborne Software Requirements Generation Method Based on Memory-Enhanced Graph RAG
[NO] 1558/2000 | Incorporation of Anti-Reflective Structures into a 3D Printed Antenna-Lens System
[NO] 1559/2000 | Synchronization Method for High-Data-Rate Communication Using Phase-Coded FMCW in Incoherent Joint Sensing and Communication Systems
[NO] 1560/2000 | Performance Evaluation of a Hybrid DSP–Machine Learning Steering-Model Using Radar Data in Single-Target Scenarios
[NO] 1561/2000 | Alzheimer's Disease Diagnosis via Broad Learning with Pyramid Residual Attention from FDG-PET Images
[NO] 1562/2000 | Authors' Index
[NO] 1563/2000 | Centralized Protection in Distribution Substations: Testing Modular Relays with Conventional CT, VT Inputs and Process Bus Architecture
[NO] 1564/2000 | Prompt Optimization for Large Language Models via Squirrel Search Algorithm
[NO] 1565/2000 | Requirements Classification Using Fine-Tuned Transformer Models: A Comparative Study of BERT, RoBERTa, and GPT-4o
[NO] 1566/2000 | PhyMSNet: A Physics-Informed Multi-Scale Network for Robust and Interpretable Diagnosis of Bearings Under Variable Conditions
[NO] 1567/2000 | A Bidirectional Shunt-Switch D-Band Mixer with a Double-Balanced Combining-Filter in a 130-nm BiCMOS Technology
[NO] 1568/2000 | ShipGen: Improving Remote Sensing Ship Detection Via Layout-Conditioned Diffusion-Based Data Augmentation
[NO] 1569/2000 | EfficientEndoSeg: A Lightweight YOLOv5-Based Framework for Endoscopic Surgical Instrument Segmentation and Skill-Related Motion Analysis
[NO] 1570/2000 | FusionRank: An Ensemble Approach for Unsupervised Extractive Summarization Using Probabilistic and Sentence Embedding-Based Features
[NO] 1571/2000 | Compressed-Sensing-Based Virtual Array Reconstruction for Multi-Node OFDM Radar
[NO] 1572/2000 | Cross-Modal Feature Enhancement-Based Few-Shot Object Detection Method for Transmission Line Inspection
[NO] 1573/2000 | Security Knowledge in Books
[NO] 1574/2000 | Multi-Objective ISAC for Low-Altitude Economy Based on Multi-Task Deep Reinforcement Learning With Mixture of Experts
[NO] 1575/2000 | Selective Hybrid Processing Method of Sample Images Using Adaptive Regional Partitioning
[NO] 1576/2000 | Scalable and Efficient Continual Learning from Demonstration via a Hypernetwork-generated Stable Dynamics Model_supp2-3692632.pdf
[NO] 1577/2000 | Low-Altitude ISAC with Rotatable Active and Passive Arrays
[NO] 1578/2000 | A Diffusion Model-based Suppression Method for Complex and Unseen SAR RFI
[NO] 1579/2000 | Multivariate prediction model with adaptive kernel configuration based on asymmetric transfer entropy and fuzzy $C$-means in CNN-Transformer
[NO] 1580/2000 | A Learning-Based Estimation and Fault-Tolerant Control Scheme for Uncertain Heterogeneous Multi-Agent Systems
[NO] 1581/2000 | Prompt-Guided Disentanglement and Fusion Framework for Cross-Domain Fault Diagnosis With Class Mismatch
[NO] 1582/2000 | Efficient NoC for Embedded Heterogeneous Multi-Core DSPs
[NO] 1583/2000 | Onboard Real-Time Hyperspectral Subpixel Mapping With Pushbroom Neural Network
[NO] 1584/2000 | Signal-Geometry Optimization for Micro-Expression Recognition: A Dynamic Gradient Gain Perspective
[NO] 1585/2000 | Integrating Brain-Computer Interface and Neuromorphic Computing for Human Digital Twins
[NO] 1586/2000 | An Aeromagnetic Compensation Model for Vibration-induced Magnetic Interference without Additional Sensors
[NO] 1587/2000 | A Study of the Removability of Speaker-Adversarial Perturbations
[NO] 1588/2000 | Distributed Antennas and Near-Field Applications for Future Wireless Systems
[NO] 1589/2000 | A Comparative Study of Bone Age Prediction: Traditional Regression Methods vs Convolutional Neural Networks
[NO] 1590/2000 | Using SynNotch CAR-T as A Shuttle Delivering Genetically Modified oHSV Leads to Expression of HAV Antigens on SCLCs to Redirect Vaccine Induced Memory T Cell Response to Tumors
[NO] 1591/2000 | Optimization Strategies in Deep Learning Models for ECG Classification
[NO] 1592/2000 | Proceedings of the 2026 International Conference on Cybersecurity and Edge Computing
[NO] 1593/2000 | A sparse point cloud semantic segmentation diffusion network based on mask guidance and window attention
[NO] 1594/2000 | Flaky Tests in a Large Industrial Database Management System: An Empirical Study of Fixed Issue Reports for SAP HANA
[NO] 1595/2000 | Plasma Force Diagnostics Based on Acoustic Signal Measurement
[NO] 1596/2000 | Visible Femtosecond Soliton Molecules in a Mode-locked Pr
                    <sup>3+</sup>
                    -doped Fiber Laser
[NO] 1597/2000 | Green and Sustainable Computing: Efficient Strategies, Best Practices and Emerging Research Trends
[NO] 1598/2000 | Joint evaluation of Lithium-ion Battery State of Health and Short Circuit by Relaxation Voltage
[NO] 1599/2000 | Conical Beam Conformal Holographic Leaky-Wave Antenna with Horizontal Polarization
[NO] 1600/2000 | TACIT: Trustworthy Arbitration through Calibrated Inference Tracking for rApp Conflict Resolution in O-RAN
[NO] 1601/2000 | Active Learning Strategies for the Class Imbalance Problem
[NO] 1602/2000 | A Unified Key Recovery Framework for Impossible Boomerang Attacks: Applications to Full-Round-ARADI and SKINNYe v2
[NO] 1603/2000 | A 55-75 GHz Rectifier with 27% RF-to-DC Conversion Efficiency at 0 dBm in 22-nm FDSOI CMOS Technology
[NO] 1604/2000 | Co-Design of Energy Storage and Resource Management for Cell-Free Radio Access Networks
[NO] 1605/2000 | Joint Temperature and Load Impacts on Hungarian Electricity Prices: Evidence From a Mamdani Fuzzy Inference System
[NO] 1606/2000 | 300GHz Up- and Down- Converters Based on High-Power Schottky Diode Mixers for Wireless Links
[NO] 1607/2000 | Spatial-Temporal Dynamic Features Fusion Graph-Transformer Network for Traffic Flow Prediction
[NO] 1608/2000 | Causality-Powered Deep Learning Models for Stock Price Forecasting
[NO] 1609/2000 | Adversarial Domain Alignment Improves Root Biomass Prediction from SkySat Imagery_supp1-3693043.pdf
[NO] 1610/2000 | An Event-Driven Dual-Mode 1280×1024 Cryogenic Infrared Vision Sensor for Adaptive Energy-Efficient Motion Perception
[NO] 1611/2000 | Bridging Legacy Smart Meters to Modern IoT Networks based on LoRaWAN
[NO] 1612/2000 | Real-time Image-guided Radiotherapy via Joint Target Localization and Volumetric Reconstruction
[NO] 1613/2000 | Risk-Aware Genetic Algorithms for Reliable Triathlon Relays: A Cantelli-Regularized Applied Mathematics Pipeline
[NO] 1614/2000 | Integrated Scheduling Problem for Hybrid Job Shops Considering Dynamic Allocation of Multi-Skilled Workers
[NO] 1615/2000 | Research on Commercial Vehicle Segment Market Model Based on Spatiotemporal Continuity
[NO] 1616/2000 | Learning-Based Anomaly-Tolerant Resource Management in Cloud-Edge Continuum
[NO] 1617/2000 | UAV-LDFNET: A Lightweight and High-Precision Model for Small Object Detection in Aerial Images
[NO] 1618/2000 | NeuroMoE++: Patient-Adaptive Multi-Level Multimodal Fusion With Mixture-of-Experts for Neurological Disorder Classification
[NO] 1619/2000 | Multisensory Stimulation and Measures of Presence in Virtual Reality
[NO] 1620/2000 | Automated Generation of Synthetic Medical Dialogues Using Large Language Models
[NO] 1621/2000 | Practice-Informed Pedagogy for Linux Security: Perspectives on ML-Driven Solutions for Daemon Security
[NO] 1622/2000 | Gamifying the Bus Stop: Rock–Paper–Scissors with an AI Hand Gesture Recognition System
[NO] 1623/2000 | : Efficient Privacy-Preserving Data Aggregation against Disclosure Attacks for IoTs_supp1-3672527.pdf
[NO] 1624/2000 | Health state estimation for complex systems with uncertain measurements based on Wiener process and belief rule base
[NO] 1625/2000 | Guest Editorial Special Issue on Next Generation of Sensors and Technologies for Human–Machine Interaction
[NO] 1626/2000 | A Capacitor-Assisted MPPT Buck-Boost Interface for Low-Internal-Resistance Energy Harvesting
[NO] 1627/2000 | Decision letter for "Directional Object Detection in Aerial Images"
[NO] 1628/2000 | An Intelligent Logistics Scheduling System Based on Big Data and IoT for Cross-Border Trade: A Case Study of China-Armenia Trade Corridor
[NO] 1629/2000 | Federated Learning for Smart Homes: A Review of Architecture, Privacy Protection, and Personalization Approaches
[NO] 1630/2000 | AI-Empowered "One-Cycle, Three-Stages, Four-Layers" Teaching Reform for Embedded Development Courses in Private Universities
[YES] 1631/2000 | Proceedings of the 2026 IEEE/ACM 4th International Workshop on Software Vulnerability Management
[NO] 1632/2000 | Separation of Concerns for Privacy-Preserving LLM Adoption: A Banking Architecture Framework
[NO] 1633/2000 | Proceedings of the 2026 International Symposium on Biological Neural Networks and Intelligent Optimization
[NO] 1634/2000 | Recursive Querying of Neural Networks via Weighted Structures
[NO] 1635/2000 | Unbiased Insights: Optimal Streaming Algorithms for ℓ
                    <sub>p</sub>
                    Sampling, the Forget Model, and Beyond
[NO] 1636/2000 | Lower Bounds on Conversion Bandwidth for MDS Convertible Codes in Split Regime
[NO] 1637/2000 | UAV Carrier Enabled Vehicular Crowdsensing by Multi-Agent Reinforcement Learning with Mutual Policy Divergence and Attentive Memory Update
[NO] 1638/2000 | You, Me or Us? A Co-Creative System for Pattern Design Integrating Design Principles and Adaptive Agency
[NO] 1639/2000 | Optimal Design of Compact Ultra-Wideband Transmissive Linear-to-Circular Polarization Metasurfaces_supp1-3691925.docx
[NO] 1640/2000 | Human-Like Multimodal Fake News Detection via Reflective Summarization and Large&amp;#x2013;Small Model Collaboration_supp1-3685634.pdf
[NO] 1641/2000 | Kalman Filter-Based Optimization of UWB Ranging and Its Application in AGV Following Systems
[NO] 1642/2000 | ADRAN – A Fully Digital L-Band Testbed for Multistatic Radar Sensing
[NO] 1643/2000 | Identifying Conductor Slap and Mitigating Impact on Distribution Systems
[NO] 1644/2000 | Bioinformatics-Guided NSGA-II Pathway-Sparse Optimization for Interpretable Neurodegenerative Risk Detection
[NO] 1645/2000 | Multi-Reading Habits Fusion and Cross-Platform Semantic Consistency Reasoning Model for Fake News Detection
[NO] 1646/2000 | Controlled Mold Detection Using an Electronic Nose Prototype with Decision Tree and Random Forest Classification
[NO] 1647/2000 | Portable Electrochemical Platform for Point-of-Care Bilirubin Sensing for Liver Diagnostics
[NO] 1648/2000 | ESCALAS: SiGe-BiCMOS RFICs with Built-In Self-Test and Analog Predistortion for Ka-, Q- and V-Band Satellite Payloads
[NO] 1649/2000 | An Experimental Study of the Machining of Coldforming Tool Steels in an Educational Environment
[NO] 1650/2000 | 2026 IEEE Power and Energy Conference at Illinois (PECI)
[NO] 1651/2000 | Off-Grid SBL for Single-Snapshot UPA AoA via 1D Manifold Linearization and 2D Separable Recovery
[NO] 1652/2000 | Possible variants of a future 2-MW, 140-GHz gyrotron for the ECRH system at W7-X
[NO] 1653/2000 | Enhance UAV Network Resilience by Malicious Traffic Detection: A Twin Graph Encoder Approach
[NO] 1654/2000 | Trust Is the Bottleneck
[NO] 1655/2000 | SlimFit-Gens: Towards Low Bandwidth One-on-One Video Calls on COTS Smartphones
[NO] 1656/2000 | Nested Preanalyzed and Real-Time Corrected Matching Area Selection Method for Underwater Gravity-Aided Inertial Navigation
[NO] 1657/2000 | Risk-Sensitive Control With Multi-Armed Bandit Adaptive Sampling
[NO] 1658/2000 | A Two-Stage Analytical Modeling Approach for Consequent-Pole Surface Mounted Permanent Magnet Machines with Shaped Iron Poles
[NO] 1659/2000 | SWD-Net: A Benchmark Dataset for Small Water Body Detection from Very High-Resolution Imagery
[NO] 1660/2000 | Generative AI and IT Workforce: Emerging Findings from a Multi-Site Focus Group Study
[NO] 1661/2000 | How Multi-Modal LLMs Reshape Visual Deep Learning Testing? A Comprehensive Study Through the Lens of Image Mutation
[NO] 1662/2000 | Blockchain Network Deployment for Federated IoT Access Control
[NO] 1663/2000 | Black-Box Watermarking for Genomic Foundation Models with Latent Signature Alignment
[NO] 1664/2000 | L2/3 IT Neurons as Biomarkers of Alzheimer's Disease: Correlation with Pathology, Cognitive Decline, and Key Gene Expression Changes
[NO] 1665/2000 | Innovative Research on Intelligent Speech Recognition Technology in Intelligent Medical Applications
[NO] 1666/2000 | Semantic Enrichment through Narratives and Symbolic Encoding: Towards Generative Event Detection in LLMs
[NO] 1667/2000 | Concurrent Composition for Differentially Private Continual Mechanisms
[NO] 1668/2000 | From Smartphones to Mobile Controllers: An Android-Based Mobile Solution Enabling Real-Time Algorithm Design, Control, and Supervision
[NO] 1669/2000 | Toward High-Precision Positioning for Enhanced Long-Range Navigation Systems: Principles, Progresses, and Practices
[NO] 1670/2000 | InfAMAX: Bridging the Compute-Memory Gap in Intel AMX for Efficient LLM Inference
[NO] 1671/2000 | Generative AI in Business: Applications, Labor Market Implications and Business Proposals
[NO] 1672/2000 | A High-Precision Target Angle Estimation Method with Spatial Feature Self-Enhancement
[NO] 1673/2000 | Discrete-Time Complex Vector Dual Internal Mode Decoupling Control Method with Delay Compensation for CSI-Fed PMSM System
[NO] 1674/2000 | On Reflection Shadows from Polygonal Approximations of Round Structures in Ray Tracing
[NO] 1675/2000 | Scalable and Efficient Continual Learning from Demonstration via a Hypernetwork-generated Stable Dynamics Model_supp1-3692632.mp4
[YES] 1676/2000 | Reducing Noise: Hybrid Static Application Security Testing–Large Language Model Pipeline for Code Security
[NO] 1677/2000 | Two-Relay Decode-and-Forward for the Degraded Broadcast Channel: Achievable Rate Region with Orthogonal Channel Components
[NO] 1678/2000 | Mobility Function and Aperiodic Electrocortical Activity in Younger and Older Adults
[NO] 1679/2000 | Enhanced, Low-Cost Circuit for Four-Wire Resistive Sensor Interfacing
[NO] 1680/2000 | A Multi-Branch Concatenate Neural Approach for Intelligent Spectrum Sensing in Cognitive Radio Networks
[NO] 1681/2000 | Spatio-Temporal Coded Multiplexing Using Spherical-Gold Codes for Fading- and Delay-Resilient Beam Isolation in Multibeam Phased Arrays
[NO] 1682/2000 | 110 to 460 GHz Double-Ridge Horn Antennas
[NO] 1683/2000 | Counterfactual Regret Minimization-Mixing for Noncooperative Stochastic Spectrum Games with Imperfect Information
[NO] 1684/2000 | Automatic Detection of Bacterial and Viral Pneumonia from X-Ray Scans
[NO] 1685/2000 | Unlocking Virtual Transmission Capacity with Grid-Enhancing Technologies
[NO] 1686/2000 | Utility Experience in Virtualizing PAC Systems
[NO] 1687/2000 | Detection of Bearing Fault in PMSM Using Motor Current Analysis Based on Time-Shift and Fractional Linear Prediction
[NO] 1688/2000 | Enabling Bidirectional Co-Evolution Between Data Ecosystems and Generative AI
[NO] 1689/2000 | MSCTFormer: A High-Resolution Remote Sensing Image Water Body Fine Extraction Network Based on a Hybrid CNN-Transformer Architecture
[NO] 1690/2000 | Generalized Integer-to-Integer Invertible Color Mapping via the ULU
                    <sub>0</sub>
                    Factorization
[NO] 1691/2000 | Wavelet-Based Gene and Cell Causal Networks Revealed by Spatial Transcriptomics
[NO] 1692/2000 | A Compact Autoencoder for Direct Sinogram-to-Image Reconstruction in Low-Dose SPECT
[NO] 1693/2000 | Short-Term Wind Power Forecasting Method Based on Future Guided Learning and Ensemble Learning
[NO] 1694/2000 | Proceedings of the 2026 3rd International Conference on Autonomous Driving and Intelligent Sensing Technology
[NO] 1695/2000 | Development of Hardware-in-the-Loop Simulation Test Platform for Autonomous Driving Based on NI Real-Time System
[NO] 1696/2000 | When AI Imagines the User: Representational Bias in Persona Generation for Digital Product Development
[NO] 1697/2000 | Proceedings of the 3rd IEEE/ACM Workshop on Software Engineering Challenges in Financial Firms
[NO] 1698/2000 | Integrating Genetic Priors with Deep Phenotyping to Construct a Diabetes Comorbidity Atlas
[NO] 1699/2000 | ScalPipe: Scalable Collaborative Pipeline Inference for Distributed Heterogeneous Devices
[NO] 1700/2000 | Temporal Dynamics of Memory Poisoning in Web3-Style LLM Agents
[NO] 1701/2000 | Enhancing Stereo Matching Domain Generalization with Adversarial Domain Alignment
[NO] 1702/2000 | Memory Confidentiality and Integrity: Flipping Bits in Hardware
[NO] 1703/2000 | Angle-Aware Real Time Transformers for Oriented Fine-Grained Ship Detection in Optical Remote Sensing Images
[NO] 1704/2000 | SALDIRAY: Scalable and Adaptive Language Diagnostics for Remediation of Anomalies and Typos
[NO] 1705/2000 | PaCR: An Agentic Preference-aligned TAP Conflict Handling
[NO] 1706/2000 | Uncertainty-Aware Vision–Language Learning Improves Chest X-Ray Retrieval
[NO] 1707/2000 | Rotation and Power Optimization for Aircraft-Conformal Reconfigurable Antenna Arrays
[NO] 1708/2000 | Zone 3 Phase Distance Protection: Balancing Dependability, Security, and Compliance
[NO] 1709/2000 | Free-space Material Characterization of Multi-layer Samples Applying Transmission Line Model at D-Band
[NO] 1710/2000 | Design and Experimental Validation of 1.3 GHz Microwave Pulse Compressor Using a Side-Port Extraction
[NO] 1711/2000 | A Trust based- Security Assisted- Task Allocation Framework for Crowdsourced Software Development
[NO] 1712/2000 | Integrating SAM Supervision for 3D Weakly Supervised Point Cloud Segmentation
[NO] 1713/2000 | Statistical QoS Provisioning and Performance Optimization for Heterogeneous Users in Mixed RF-FSO Satellite-Aerial-Terrestrial Networks
[NO] 1714/2000 | Affine Formation Maneuver Control for NUMVs under Unreliable Networks: A Reliability-Enhanced Interaction Strategy
[NO] 1715/2000 | Scalable Harmonic Analysis for Frequency Response Characterization of Photodetectors With Dual-Wavelength Modulation
[NO] 1716/2000 | Modeling and Voltage-Loop Design for Boost Converter with Output-Sourced Passive Ripple Constant On-Time Control
[NO] 1717/2000 | Frequency-aware Lightweight Distillation for Infrared Small Target Detection
[NO] 1718/2000 | Wildfire Challenges and Mitigation on Distribution Feeders: Practices and Experience at Xcel Energy
[NO] 1719/2000 | Analyzing the Association Between Solar and Wind Generation and Electricity Prices in Germany Using GUHA Association Rules
[NO] 1720/2000 | Deep Balanced Prior for Refined Self-supervised Reconstruction of Snapshot Spectral Compressive Imaging
[NO] 1721/2000 | A Low Power, Broadband Receiver for E-Band Applications
[NO] 1722/2000 | Donut line protection scheme – Lessons learnt from transmission protection design for industrial load with no communication infrastructure
[NO] 1723/2000 | Gaussian Adaptive Patching Powered Fully-Connected Spatial-Temporal Graph for Multivariate Time-Series Data
[NO] 1724/2000 | Is Generative AI an Illegal Crutch or Tutor in Generation Z's Learning Processes?
[NO] 1725/2000 | Design and Characterization of a Differential UWB LNA Intended for Space Applications
[NO] 1726/2000 | IB-Mix: Information Bottleneck and Mixup for Class-Imbalanced Image Classification
[NO] 1727/2000 | Robotic Systems Tracking Error Measurement: A Data-Driven Output-Feedback Control Method
[NO] 1728/2000 | A Hierarchical End-to-End Learning Framework for MIMO Load Modulation under Stochastic Channels and Malicious Jamming
[NO] 1729/2000 | From Analog CT, PT to Digital Process Bus - Hardware-in-the-Loop Protection Studies for Inverter-Dominated Transmission Systems
[NO] 1730/2000 | New Energy Investment Strategies in the Electricity Supply Chain under Subsidy Mechanism
[NO] 1731/2000 | Switching Impulse Discharge Characteristics of Long Air Gaps with Different Electrodes and Correction in High-Altitude Environment
[NO] 1732/2000 | VLA-Touch: Enhancing Vision-Language-Action Model with Dual-Level Tactile Feedback_supp1-3692345.mp4
[NO] 1733/2000 | Condition-Number Adaptive-Weight PINN (A-PINN): A High-Fidelity and Real-Time Forward Kinematics Solver for Stewart Platforms_supp1-3692332.mp4
[NO] 1734/2000 | Comparing Morphology Features with Genomic Insights in Carcinoma, Nat, and Normal Colon Tissue Samples to Observe Tumor Heterogeneity: A Case Study for a Patient with Colorectal Cancer
[NO] 1735/2000 | Silicon Interposer with Advanced RF Technology Modules for BiCMOS Wafer-Level Packaging
[NO] 1736/2000 | Parameter-Efficient and Prompt-Free Adaptation of SAM3 for Remote Sensing Semantic Segmentation
[NO] 1737/2000 | STCM: Structure-Temporal Collaborative Modeling for Cryptocurrency Laundering Detection
[NO] 1738/2000 | Application for Pseudocode Interpretation and Code Analysis
[NO] 1739/2000 | New Energy Investment Strategies in the Electricity Supply Chain under Subsidy Mechanism_supp1-3693120.docx
[NO] 1740/2000 | Radar Target Simulator for Continuous-Wave Radar Applications Based on Direct Vector Modulation
[NO] 1741/2000 | A 140 GHz Aperture-Coupled Stacked Patch Antenna in Multilayer PCB Technology
[NO] 1742/2000 | A Biaxial MEMS Capacitive Nanoforce Sensor Based on a Novel Bistable Bioinspired Swallow Structure for Somatic Cell Micromanipulation
[NO] 1743/2000 | Detection of Single-Phase Electric Arc Short-Circuit Faults in High-Voltage Transmission Lines Based on the Hilbert Transform
[NO] 1744/2000 | ISAC-assisted Robust, Low Overhead Analog Beam Selection in mmWave Channels with Blockages
[NO] 1745/2000 | Development of a Database-Driven Simulation Environment for District Heating Systems in Hungary
[NO] 1746/2000 | Model-Based Indirect Load Measurement for Aircraft Landing Gear Using FBG Sensors and Dynamic Graph Networks
[NO] 1747/2000 | From Drafting to Data Driven Design : Key Considerations when Modernizing Protection and Control Designs using Next-Generation Intelligent Tools
[NO] 1748/2000 | Ultra-Wideband Sub-THz FMCW Radar with Chirp Linearization
[NO] 1749/2000 | Secure OFDM Waveform Design for ISAC: Artificial Phase-Doppler Shifts Against Passive Sensing
[NO] 1750/2000 | Minimax Optimal Sample Complexity for Iterated CVaR Reinforcement Learning with a Generative Model
[NO] 1751/2000 | Cover Page
[NO] 1752/2000 | Simultaneous Measurement of the Soot Concentration and Flame Temperature Distribution through a Novel Hybrid Reconstruction Algorithm Based on Multispectral Light Field Imaging
[NO] 1753/2000 | Validation of Integrated Microgrid Building Blocks Using At-Scale PHIL and CHIL Environments
[NO] 1754/2000 | Double Layer Interdigital-Pin Groove Gap D-Band Waveguide Filter
[NO] 1755/2000 | Analysis of an Integer-N Frequency Synthesizer for Trapped Ion Quantum Computers
[NO] 1756/2000 | Integrated Sensing-Positioning- Communication and Application in Smart Railway Systems
[NO] 1757/2000 | Wi-Fi Perception by Using Multiple Kernel-Based Learning for Robust Positioning
[NO] 1758/2000 | A Device Multiplexing DC Chopper Topology for VSC-HVDC System
[NO] 1759/2000 | Photovoltaic Power Generation Prediction Based on Statistical Characteristics of Data
[NO] 1760/2000 | Dynamic Spatiotemporal Dual-Encoder Transformer for Long-Term Traffic Prediction in LEO Satellite Networks
[NO] 1761/2000 | Novel Varactor-Loaded Line Attenuator Concept with Low Insertion Loss for 300-GHz Applications
[NO] 1762/2000 | LSTM-Based MetaFormer for Data-Limited SOH Prediction of Lithium-Ion Batteries
[NO] 1763/2000 | Input-Blind Antenna Range Reflection Mitigation Via Channel Estimation
[NO] 1764/2000 | Adaptive Wavelength Tracking for Second-Order Silicon Photonic Resonators in Self-Coherent Systems
[NO] 1765/2000 | Harmonic Characteristic Analysis and Suppression for Double-Vector Model Predictive Current Control of PMSM
[NO] 1766/2000 | Learning from Irregularity: Continuous-Time State Space Models for Asynchronous Multimodal UAV Sensor Fusion
[NO] 1767/2000 | A Deep Learning-Based Green and Highly Reliable Underwater Bionic Communication Method
[NO] 1768/2000 | Force Measurement in Robot-Assisted Endovascular Procedures: A Systematic Review
[NO] 1769/2000 | EEG Correlates of Upper Limb Function During the Box and Block Test After Stroke
[NO] 1770/2000 | A Unified Approach to Human-Scale Blockage and Scattering Analysis in Sub-THz Propagation With Application to RF Sensing
[NO] 1771/2000 | APNet: Accurate Prompting Network with Modality Guidance and Structural Awareness for RGB-D Semantic Segmentation
[NO] 1772/2000 | Benchmarking Deepfake Attacks on Deep Face Recognition Systems
