[2026-07-10 22:59:05] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-09
正在获取论文...
[arXiv] 2026-07-09 | Infinitely many sign-changing solutions for critical Hamiltonian systems with linear perturbation
[NO] 1158/1777 | Author Index
[NO] 1159/1777 | Adaptive neighborhood selection with Q-learning for multi-objective disassembly line balancing problem considering noise pollution_supp1-3711129.pdf
[NO] 1160/1777 | A Wideband Dual-Port Selectable RHCP/LHCP Polarized Antenna for Satellite Communications_supp1-3711159.pptx
[NO] 1161/1777 | Why Advanced Encoders Lag on Sparse Retrieval? The Answer and an Approach to Bridging Vocabulary Gaps
[NO] 1162/1777 | Beyond Unimodal Perspectives: Generative Retrieval with Multimodal Semantics
[NO] 1163/1777 | Universal Item Tokenization for Transferable Generative Recommendation
[NO] 1164/1777 | Hierarchical Cluster-based Open-World Graph Active Learning
[NO] 1165/1777 | MLLMRec: A Preference Reasoning Paradigm with Graph Refinement for Multimodal Recommendation
[NO] 1166/1777 | Simple Lambda Lifting: Formalisation in Lean and a new efficient algorithm
[NO] 1167/1777 | Impact of Chatbot Role on Perceived Support in a Collaborative Problem-Solving Task
[NO] 1168/1777 | PrivAuto: Practical Insights of On-Device Privacy-Preserving Agentic Systems for Mobile GUI Automation
[NO] 1169/1777 | Virtual Avatars for Accessible Consumer Services: A Rapid Review of Design Patterns and Challenges
[NO] 1170/1777 | Improving Interpretability of Cognitive Diagnosis Models with LLM-based Semantic Augmentation
[NO] 1171/1777 | How Far Are We from Automatically Identifying Violations of the Data Minimization Principle in Privacy Policies?
[NO] 1172/1777 | ERASE - A Real-World Aligned Benchmark for Unlearning in Recommender Systems
[NO] 1173/1777 | GASP: GPU-Accelerated Shortest Path for Graph Analytics
[NO] 1174/1777 | Towards Structurally Robust Cross-Device Federated Recommendation
[NO] 1175/1777 | Robust Evolutionary Optimization for Demand-Balanced Railway Route Design
[NO] 1176/1777 | Landscape-aware Automated Algorithm Design: An Efficient Framework for Real-world Optimization
[NO] 1177/1777 | Micro-XRF-Based Enamel Mineral Analysis for Early Caries Detection
[NO] 1178/1777 | A Chest-Mounted Edge AI Assistant for Peripersonal Navigation and Real-Time Caregiver Telemetry
[NO] 1179/1777 | Image-based and LiDAR BEV-based Representations for Object Detection under Real Adverse Weather Conditions
[NO] 1180/1777 | Subtracting the Norm: An Orthogonal Projection Framework for Weakly Supervised Video Anomaly Detection
[NO] 1181/1777 | An Integrated AI Based Framework for Regulatory Governance and Privacy-Preserving Data Protection in Enterprise Systems
[NO] 1182/1777 | A Compact K-Band Reconfigurable Pixel Antenna Enabled by a Voltage-Controlled Graphene Attenuator
[NO] 1183/1777 | PIC-Thai: Morphologically-Aware Dynamic Chunking for Semantic Integrity in Thai Retrieval-Augmented Generation
[NO] 1184/1777 | Thai-Duplex-Bench: Evaluating Conversational Dynamics and Role Adherence in Thai Full-Duplex Speech Models
[NO] 1185/1777 | Electromagnetic Leakage Characterization of Brushless DC Motor Modules in Unmanned Aerial Vehicles
[NO] 1186/1777 | Capacity expansion prospects of small modular light water reactors for electricity and district heat production in Europe
[NO] 1187/1777 | Consensus-Based Coordination of Customer Owned Energy Storage Systems for Local Grid Services
[NO] 1188/1777 | Intelligent Screening of Chronic Kidney Disease from Clinical Biomarkers: A Dimensionality-Aware Ensemble Approach
[NO] 1189/1777 | Social Acceptance of Vehicle-to-Grid Systems: Evidence From Finland
[NO] 1190/1777 | Integrating Mobility and Energy Systems: Economic and Environmental Assessment of Vehicle-to-Grid Technologies
[NO] 1191/1777 | Label-Flipping Poisoning Attack Against ML-Based NIDS: A Comparative Analysis
[NO] 1192/1777 | Vision-based Hand Gesture Virtual Keyboard-Mouse framework with Bilingual Next-word prediction
[NO] 1193/1777 | Energy Communities in Portugal: A Multi-Dimensional Assessment
[NO] 1194/1777 | Robust Voltage Control in Transmission Grids Considering Intraday Forecast Uncertainties
[NO] 1195/1777 | Intelligent Multi-Agent Orchestration Framework for Enterprise Financial Systems
[NO] 1196/1777 | Robust State Estimation for Distribution Systems Based on Reinforcement-Learning-Assisted Memory-Augmented Deep Kalman Filter
[NO] 1197/1777 | Additive Manufactured Millimeter-Wave Power Amplifier Package with Embedded Heat Spreader
[NO] 1198/1777 | Cross-Modal Probabilistic Representation Learning for Conversational Emotion Recognition
[NO] 1199/1777 | A Hybrid Analytical–2D FEM Method for Axial Flux Permanent Magnet Motors
[NO] 1200/1777 | Fast Learning for Optimization of Green Edge Collaborative UAV
[NO] 1201/1777 | Economic Penalty for Unfulfilled Delivery in the Norwegian mFRR Energy Activation Market
[NO] 1202/1777 | Digital Twin-Oriented Integrated Terrestrial and Nonterrestrial Networks: New Perspectives, Challenges, and Enabling Technologies
[NO] 1203/1777 | An Offline NLP-Driven Embedded First-Aid Assistance and Automated Medical Dispensing System
[NO] 1204/1777 | PhishBlock: Real-Time Phishing Detection Browser Extension with Monitoring System Using Hybrid Datasets Machine Learning Models
[NO] 1205/1777 | Robust Multi-Market Dispatch for Battery Energy Storage Systems under Uncertainty
[NO] 1206/1777 | V2X in the Nordics: Key values and key value indicators
[NO] 1207/1777 | Vision Transformers and Convolutional Neural Networks for Global Context Modeling in Fibrous Root Segmentation
[NO] 1208/1777 | The impact of data exchange between energy communities and energy suppliers on imbalance costs
[NO] 1209/1777 | A Robust AI Based Approach for Real Time Financial Fraud Detection and Prevention in Digital Banking
[NO] 1210/1777 | Impact of Dynamic Electricity Pricing on CostOptimal Dimensioning of Building Energy Systems
[NO] 1211/1777 | 2-D Simulation of the Closing Switch in Ionizing Gunn Domain Generation Mode
[NO] 1212/1777 | WDK-Net: Lightweight Wavelet Diffusion with Kolmogorov–Arnold Network for Limited-angle Cardiac CT Reconstruction
[NO] 1213/1777 | Impact of Feeding Topology on Modal Purity in a UCA-Based OAM Array
[NO] 1214/1777 | Introduction to Post Quantum Cryptography for Resource Constrained Systems
[YES] 1215/1777 | Use of GitHub Copilot Agent Mode for Automated Development in R&amp;D Data Engineering
[NO] 1216/1777 | Techno-Economic Analysis of Factory Energy Management with Market Price Spread between Electricity and Gas under Take-or-Pay Contract
[NO] 1217/1777 | Adaptive Network for Emergency Situations
[NO] 1218/1777 | Wideband Impedance Prediction of Single-Layer Common-Mode Chokes Using Resonance-Frequency-Aware Neural Network
[NO] 1219/1777 | Design of Broadband Low-RCS Conical Beam Antenna Based on a PB-Phase Coding Metasurface
[YES] 1220/1777 | Path Delay Fault Testable KFDD Circuits with Polynomial Test Pattern Generation
[NO] 1221/1777 | A Novel Convolutional Neural Network for Near-Field Spatial Resolution Enhancement
[NO] 1222/1777 | Adjoint-Based Inverse Design and Experimental Demonstration of Near-Field Focusing Structures for Beam Control Applications
[NO] 1223/1777 | Staged Curriculum Learning for Chromosome Detection in Data-Scarce Regimes: Enhancing Model Performance through Difficulty Scoring
[NO] 1224/1777 | Predicting Alternating Conductive-Radiative Bands with a Full-Energy ULPC
[NO] 1225/1777 | Electromagnetic Radiated Power from Wearable Electronics in a Reverberation Chamber
[YES] 1226/1777 | Transistor-Level Morris Sensitivity Analysis for Variation-Aware Delay Optimization in CMOS Full Adder
[NO] 1227/1777 | SAHRLoc: Semantic-Assisted Hierarchical Relocalization for Lightweight Urban Maps
[NO] 1228/1777 | Integrated and Scalable Multimodal Sensing for Exteroception and Proprioception in Soft Robotic Ciliary Arrays_supp1-3711868.mp4
[NO] 1229/1777 | AdaGuard: Location-Aware Adaptive Defense against Adversarial Patch Attacks in Vision Transformers_supp1-3710546.pdf
[NO] 1230/1777 | Multi-Modal Beamforming with Model Compression and Modality Generation for V2X Networks
[NO] 1231/1777 | Enforcing Mixed State-Input Constraints with Multiple Backup Control Barrier Functions: A Projection-based Approach
[NO] 1232/1777 | Adaptive Shared Autonomy with Haptic Feedback for Multi-DoF Robot Swarm Control
[NO] 1233/1777 | A De-stylized Expanded Domain Sample Generation Network for Hyperspectral Image Cross-Domain Classification
[NO] 1234/1777 | MixTracker: A Graph-Based Framework for Address Linking in Ethereum Mixing Services with Blockchain Security Applications
[NO] 1235/1777 | Research on CASA–WOFOST model for intelligent crop growth prediction based on drones multispectral sensing and edge–cloud collaborative computing
[NO] 1236/1777 | Novel Holonomic Driving Wheel Mechanism for Omnidirectional Motion in Two-Wheeled Robots
[NO] 1237/1777 | Computational Modeling of Planar Epileptic Waves Under Ephaptic Coupling for Closed-Loop Stimulation*
[NO] 1238/1777 | Dynamic Beam Scheduling for Physical Layer Security and Phase Exposure Reduction in UAV Aided Links
[NO] 1239/1777 | Analysis of Active Power Fluctuation Characteristics and Improvement Strategies in Power Grids with High-Proportion PV
[NO] 1240/1777 | A 2-18 GHz Ultra-Wideband Tightly Coupled Dipole Array with 45° Scanning Capability
[NO] 1241/1777 | Design of a Dual-Band Low-Noise Amplifier for BeiDou B1/B3
[NO] 1242/1777 | Study of Indirect Frequency-Domain Algorithm for Spherical Time-Domain Near-Field Measurements
[NO] 1243/1777 | Optimal Scheduling for Autonomous Operation, Aggregation and Quantification of PV-ESS Microgrids
[NO] 1244/1777 | COOPER: An Open Dataset of Synthetic Mobile Network Performance Indicators for Reproducible Research
[NO] 1245/1777 | ML-Driven NDT for Real-Time SLA Assurance
[NO] 1246/1777 | Design of a Flexible Ultra-Wideband Metamaterial Absorber
[NO] 1247/1777 | Real-Life Ear-EEG Recordings of Auditory Responses to Ambient Sounds
[NO] 1248/1777 | A 1-Bit Wideband Reconfigurable Metasurface for Millimeter-Wave Wireless-Power Collaboration
[NO] 1249/1777 | Machine-Learning-Based Classification of Radio Frequency Building Loss
[NO] 1250/1777 | A Method for Enhancing Peak Regulation Capability of CHP Units Considering Heat Storage and Plant-Level Coordination
[NO] 1251/1777 | A DDQN-Based Regional V2G Dispatch Strategy Considering Heterogeneous EV Responses for Post-Disaster Distribution Network Restoration
[NO] 1252/1777 | Transient Synchronization Stability Analysis of Wind-fire Bundling Grid-connected System
[NO] 1253/1777 | Identification of Weak Nodes in Receiving-End Power Grids Considering Multiple Security and Stability Indices
[YES] 1254/1777 | Full-Scale GPU-Accelerated Transient EM-Thermal-Mechanical Co-Simulation for Early-Stage Design of Advanced Packages
[NO] 1255/1777 | Estimation of System Inertia Requirement Under the Existing Primary Frequency Response Framework in Load Center Grid
[NO] 1256/1777 | An Optimized Analytical Solution for Spatial Correlation in Massive MIMO OTA Testing
[YES] 1257/1777 | GPU-Accelerated Structure-Preserving Model Order Reduction of Large Multi-Port RLC Interconnects
[NO] 1258/1777 | A Microgrid Fault Diagnosis Method Based on Dual Validation of Time Series Prediction and Reconstruction With Dynamic Threshold
[NO] 1259/1777 | Two-Stage Robust Optimization Model for an Electricity–Hydrogen Hybrid Energy Storage System Toward Wind and PV Accommodation
[NO] 1260/1777 | WANDA: An Agentic Wireless Ad Hoc Network Digital Twins Architecture
[NO] 1261/1777 | Composite Control of T-Type Three-Level Inverter under Unbalanced Load
[NO] 1262/1777 | Hierarchical Location Strategy for Inter-Pole Short-Circuit Faults in Looped DC Distribution Networks: From Section Identification to Precise Ranging
[NO] 1263/1777 | RILKOSAN: Holistic Resilient Communication System for Industrial Environments
[YES] 1264/1777 | From Open Source to Silicon: Reptiles and the Journey with Open Hardware Tape-Outs
[NO] 1265/1777 | IEEE Computer Society Call for Papers
[NO] 1266/1777 | Towards Human-in-the-loop User Interface Adaptation with Reinforcement Learning
[YES] 1267/1777 | Signal-Integrity-Aware Routing and Shielding for UCIe-Compliant 2.5D ICs
[NO] 1268/1777 | Bearing End-Cap With Parabolic Inner Surface Enabling High-Precision Online Monitoring of Rotating Electromechanical Equipment_supp1-3702967.docx
[NO] 1269/1777 | CitySync: A Roadside LiDAR Spatial Synchronization Approach for Unperceivable Overlapping Areas
[NO] 1270/1777 | Chasing De’Snake! - Developing the Worlds and Characters of Disney’s “Zootopia 2”
[NO] 1271/1777 | Toys meet Tech: The Making of Disney and Pixar's Toy Story 5
[NO] 1272/1777 | Azimuth
[NO] 1273/1777 | ACM SIGGRAPH 2026 Computer Animation Festival
[NO] 1274/1777 | Folklore in Software Engineering: A Definition and Conceptual Foundations
[NO] 1275/1777 | The Precarity of Trust: Understanding Tensions in Information Systems for Humanitarian De-Mining in Rural Colombia
[NO] 1276/1777 | CRED: Calibrated Relational Enhanced Distillation for LLM-Based Pointwise Reranking
[NO] 1277/1777 | Code-Based English Models Reveal Surprising Performance on Chinese QA Pair Extraction Task
[NO] 1278/1777 | NERBench-Chhattisgarh: A Multi-Family NER Dataset for Low-Resource Indic Languages
[NO] 1279/1777 | Reinforcing User Interest Evolution in Multi-Scenario Learning for recommender systems
[NO] 1280/1777 | Cheaper is Better: A Discount-Aware Network for Conversion Rate Prediction in E-commerce Recommendation System
[NO] 1281/1777 | Understanding and Modeling Heterogeneous Search Behavior
[NO] 1282/1777 | Evolving Robust Schedules: Advantages of Genetic Algorithms for FJSSP-W under Uncertainties
[NO] 1283/1777 | When Switching Algorithms Helps: A Theoretical Study of Online Algorithm Selection
[NO] 1284/1777 | The hop-like problem nature -- unveiling and modelling new features of real-world problems
[YES] 1285/1777 | A Circular Repair Scheme for 3DIC Die-to-Die Interconnects
[NO] 1286/1777 | HADES: Height-Aware Automated Delivery and Ejection System for UAV-Deployed Payload and Counter-UAV Support
[YES] 1287/1777 | STA-Based Single Event Transient Propagation in Advanced Technology Nodes
[NO] 1288/1777 | TRACE: Phase-Dependent Cost of Capital Representation in Energy System Models
[NO] 1289/1777 | What Drives User Compliance with AI Generated Security Recommendations in Mobile Network Services
[NO] 1290/1777 | Evaluation of Spread-Spectrum Multi-Tone Modulation via DPI for IC Immunity
[NO] 1291/1777 | Dynamic Knowledge Graph Framework for Hosting Capacity Analysis in LV Networks with Low-Carbon Technologies
[NO] 1292/1777 | Conversational Demand Response: Bidirectional Aggregator-Prosumer Coordination through Agentic AI
[NO] 1293/1777 | Multimodal Spatiotemporal RGB-D Fusion with R3D for Word-Level Dynamic Sign Language Recognition
[NO] 1294/1777 | High frequency pulse characteristic detection and modeling of series arc fault induced by poor terminal contact based on magnetohydrodynamics
[NO] 1295/1777 | Comparison of Equivalent Dipole Moments Reconstructed Using Least Squares and SVD-Defined Eigenmode Methods
[NO] 1296/1777 | Spot-Price Control under Power-Based Tariffs in Ground-Source Heat Pump Multi-Apartment Buildings
[NO] 1297/1777 | A Comparative Analysis of Ensemble Learning Models with Imbalance Handling Techniques for Liver Disease Classification
[NO] 1298/1777 | Hybrid-Arm Multi-Port Active Bridge for DC Distribution System and Power Decoupling Algorithm
[NO] 1299/1777 | A Temperature-Dependent Behavioral Model for High-Voltage SiC MOSFETs Considering Third-Quadrant Characteristics
[NO] 1300/1777 | A Light-Driven 4D Reconfigurable Metasurface with Anti-Electromagnetic Interference Capability
[NO] 1301/1777 | Key aspects of end-user engagement for provision of operational flexibility
[NO] 1302/1777 | AI Driven Data Analytics on AWS Platforms for Scalable Enterprise Applications
[NO] 1303/1777 | COMM 2026 List Reviewer Page
[NO] 1304/1777 | Characterization of Filter Design and Antenna Transmission using a Low-Cost NanoVNA
[NO] 1305/1777 | Single-ChannelDry-Electrode SSVEP-Based Brain–Computer Interface for Portable and Low-Cost Neural Interaction
[NO] 1306/1777 | Generative and Model-Informed Learning for Position-Aware Partial Discharge Monitoring
[NO] 1307/1777 | A New Approach to Automatic Epilepsy Detection from EEG Signals Using Archimedean Spiral and Swin Transformer
[NO] 1308/1777 | Extending the Step-by-Step HHL Algorithm Walkthrough: Advanced Concepts for Practical Quantum Computing Applications
[NO] 1309/1777 | Online Generation of Collision-Free Trajectories in Dynamic Environments_supp4-3711837.txt
[NO] 1310/1777 | CoLA-Flow Policy: Temporally Coherent Imitation Learning Via Continuous Latent Action Flow Matching for Robotic Manipulation_supp1-3710367.mp4
[NO] 1311/1777 | Prioritized Motion Control Robust to Actuator Failure for Hovering-Type AUVs using INDI-QP_supp1-3711829.mp4
[NO] 1312/1777 | Impedance Matching of Time-Variant Transponders
[NO] 1313/1777 | Affine-BCJR Detection for Affine Frequency Division Multiplexing
[NO] 1314/1777 | Fuzzy Kolmogorov–Arnold Network for Cross-Domain Few-Shot Hyperspectral Image Classification
[NO] 1315/1777 | Lyapunov-Guided Learning for AoI Minimization in Wireless-Powered NOMA Sensor Networks_supp1-3709543.pdf
[NO] 1316/1777 | An Adaptive Physics-Guided Ensemble Learning Framework for Dynamic Object Detection
[NO] 1317/1777 | Enhancing Networking Efficiency via PCIe over Optical Fibre Communications in Optical Data Centers
[YES] 1318/1777 | SIDDER: A Deep Reinforcement Learning Framework for Crosstalk-Aware Equalization in Chiplet Die-to-Die Interfaces
[NO] 1319/1777 | Real-Time Detection and Localization of Inter-Turn Short Circuits in Six-Phase PMSMs with Insulation Aging Analysis
[NO] 1320/1777 | LANTERN: Characterization Technology for Low Threshold Cryogenic Detectors
[NO] 1321/1777 | A Condition-Aware Representation Network with Contraction-Regularized Manifold Optimization for RUL Prediction under Variable Operating Conditions
[NO] 1322/1777 | PFC-Based Output-Feedback Adaptive Control for Heterogeneous Nonlinear Multi-Agent Systems
[NO] 1323/1777 | Mitigating Generator Bias in Low-Participation Model-Heterogeneous Federated Learning
[NO] 1324/1777 | Wireless Communication and Intelligent Control for Wastewater Quality Monitoring Using IoT and ZigBee Wireless Sensor Networks
[NO] 1325/1777 | PYSEUS: A Closed Optimization Framework Linking EU ETS Design and Long-Term PowerSystem Evolution
[NO] 1326/1777 | Automated Multi-Violation Traffic Monitoring Using Deep Learning and Computer Vision
[NO] 1327/1777 | A Wearable Armband Integrated with MWCNT-PDMS Dry Electrodes for sEMG Signal Acquisition
[NO] 1328/1777 | GWO-Based 3D Hybrid Beamforming for Reliable mmWave Vehicular Communications
[NO] 1329/1777 | Corrections to “A New Model for Elevation Change Estimation in Antarctica From Photon-Counting ICESat-2 Altimetric Data”
[NO] 1330/1777 | A Unified Multi-Temporal Learning Framework for Semantic Change Detection in Remote Sensing Images
[NO] 1331/1777 | CLINIFALL: A Lightweight Phase-Aware and Population-Adaptive Deep Learning Framework for Wearable Fall Detection on Consumer IoHT Devices
[NO] 1332/1777 | A Carrier-Based Discontinuous SVPWM With Current Ripple Reduction for Multiport DC–AC Converters in PV-Battery Hybrid Systems
[NO] 1333/1777 | Labeled RFS Filters Improvements Using Measurements of Doppler Frequency
[NO] 1334/1777 | Confidence-Aware Federated Learning for Smart Load Characterization in Cyber-Physical DER Systems
[NO] 1335/1777 | Understanding Concept Drift with Deprecated Permissions in Android Malware Detection_supp1-3682216.pdf
[NO] 1336/1777 | Dual-Band Textile Antenna with Electromagnetic Bandgap
[NO] 1337/1777 | Impact of DC Connection Location Differences on Regional Voltage Support Capability Based on a Dynamic Interactive Framework
[NO] 1338/1777 | ArGynNet: Arabic Gynecological Disease Classification Using Hybrid Deep Network
[NO] 1339/1777 | A Semantic Similarity-Based Evaluation Framework for Hallucination Detection in Lightweight Language Models: A Controlled Study on Fundamental Data Structures
[NO] 1340/1777 | Effects of Shield-Connector Connection on the Input Impedance of Shielded Cables
[NO] 1341/1777 | Benchmarking Physics-Informed and Data-Driven Models for Heat-Pump Flexibility Forecasting under Limited Operational Data
[NO] 1342/1777 | The battery boom: between flexibility and unpredictability for grid system operations
[NO] 1343/1777 | Real-Time Polyp Characterization via a Dual-Stage Framework with a Color-Mode-Aware Router Module
[NO] 1344/1777 | 2026 Asia-Pacific International Symposium and Exhibition on Electromagnetic Compatibility (APEMC)
[NO] 1345/1777 | 2026 16th International Conference on Communications (COMM)
[NO] 1346/1777 | Climate Change Prediction Using Machine Learning Models
[NO] 1347/1777 | Feature-Optimized Machine Learning Framework for Alzheimer's Detection from Handwriting Data
[NO] 1348/1777 | Road Damage Detection Using Instance Segmentation: A Comparative Study of YOLOv8m-Seg and RF-DETR in Philippine Road Conditions
[NO] 1349/1777 | Flexibility Potential of Heavy-Duty Battery Electric Vehicles Depots for Congestion Management in Medium-Voltage Grids
[NO] 1350/1777 | Electrifying Off-Road Machinery: The Rise of Intelligent Heavy Equipment [Automotive Electronics]
[NO] 1351/1777 | GenAI-Driven Intelligent Systems for Scalable Enterprise Transformation
[NO] 1352/1777 | Microservice-Based System Failure Patterns: An Operational Perspective
[NO] 1353/1777 | A logit-based technology diffusion model on carbon capture adoption in Europe’s hard-to-abate industry
[NO] 1354/1777 | Application of Tiny RISC-V
[NO] 1355/1777 | Can an Open ISA Reach the Datacenter? Lessons from Monte Cimone on RISC-V for HPC
[NO] 1356/1777 | K/Ka-Band Shared-Aperture Phased Array Antenna for Low-Earth Orbit Satellite Communications
[NO] 1357/1777 | State-Dependent Assessment of Industrial Demand-Side Potential in Microgrid Optimal Scheduling
[NO] 1358/1777 | A Novel Bidirectional High-Gain Square-to-Square Converter
[NO] 1359/1777 | Research on Collaborative Advanced Precontrol Strategy of Multi-type Resources for Coping with Rapid Fluctuations of New Energy Power
[NO] 1360/1777 | A Intelligent Detection Method for Wind Turbine Blade Icing Based on Exact Attention Transformer and Bayesian Inference
[NO] 1361/1777 | Adaptive Grid-Connected VSG Control Based on Frequency States
[NO] 1362/1777 | Research on Mid-to-Low Frequency Bipolar Pulsed Power Supply System for Semiconductor Surface Coatings
[NO] 1363/1777 | Design of a TSV-Based Miniaturized Rat-Race Coupler with Reconfigured Port Topology
[NO] 1364/1777 | Physical-statistical Similarity-based Instance Transfer Learning for Power Supply Reliability Evaluation
[NO] 1365/1777 | Quaternion Rational Activations Functions
[NO] 1366/1777 | EMC Analysis and Enhancement Design of New Integrated Electronic System for Artillery
[NO] 1367/1777 | Position Sensorless Control of Permanent Magnet Motor Based On Improved Pulsed Vibration High Frequency Injection Method
[NO] 1368/1777 | Wideband High-Gain Glass Dielectric Resonator Antenna with Grooved Structures
[NO] 1369/1777 | Robust Coordinated Scheduling of Multi-Feeder PV-Storage-Charging Systems Considering Spatiotemporal Response of Fast-Charging Loads
[NO] 1370/1777 | Research on Bi-level Cooperative Optimization Algorithm of Wind Turbine Layout and Cable Topology in Floating Off-shore Wind Farm
[NO] 1371/1777 | Research on Multi-Factor Stock Selection Strategies in China's A-Share Market Based on Machine Learning and Deep Learning
[NO] 1372/1777 | Short-Term Load Forecasting Based on Spatio-temporal Attention Graph Neural Network
[NO] 1373/1777 | A Wideband High Gain 1×4 ME-Dipole Antenna Array Based on Metal Integrated Suspended Line for Millimeter-Wave Application
[NO] 1374/1777 | Enhancing Microwave Heating Uniformity and Energy Efficiency via Multi-Objective Bayesian Optimization of Load Geometry
[NO] 1375/1777 | Robust Operation Method for Offshore Transmission System by Incorporating Dynamic Line Rating
[NO] 1376/1777 | An Ultra-Wideband 1-Bit Reconfigurable Metasurface Covering L-, S-, and C-Bands
[NO] 1377/1777 | Optimization of Distributed Scheduling for Zero-Carbon Parks via Virtual Power Plants
[NO] 1378/1777 | Low-Rank Phase Control for Reinforcement Learning-Based Beamforming in Conformal Array
[NO] 1379/1777 | Wideband Low Noise Amplifier with TVS Array Protection Circuit for High-Power Microwave Protection
[NO] 1380/1777 | Near-Field Multi-Focus Focusing Technology Based on Quantum Particle Swarm Optimization
[NO] 1381/1777 | Dielectric-Filled Gap Waveguide MIMO Antenna for Automotive Millimeter-Wave Radar Applications
[NO] 1382/1777 | A Low-RCS Antenna Design Based on Antenna Mode Manipulation
[NO] 1383/1777 | Source-Load Collaborative Control and Dispatch Approach for Complex Distribution Networks based on Safe DRL
[NO] 1384/1777 | Staff Listing
[NO] 1385/1777 | Gas Leak Detection via Thin-Film Lithium Niobate pMUTs Integrating Optimized Acoustic Channels_supp1-3709277.docx
[NO] 1386/1777 | IEEE Computer Society Grants for Emerging Technology
[NO] 1387/1777 | Physics-Visual Fusion for Cross-Posture Deformation Mapping in Robotic Breast Ultrasound_supp1-3711251.mp4
[NO] 1388/1777 | Welcome to ICT 2026!
[NO] 1389/1777 | Call for Papers VTC2027-Spring
[NO] 1390/1777 | Serious Game Mechanisms for Cognitive Distortion Assessment: Analyzing the Effects of Game Environment and Control
[NO] 1391/1777 | Computing Grothendieck Point Residues via Solving Holonomic Systems of First Order Partial Differential Equations II
[NO] 1392/1777 | Minimal Generating Sets of Syzygy Modules of Quadratic Ladder Determinantal Ideals
[NO] 1393/1777 | Symbolic Integration in Weierstrass-like Extensions
[NO] 1394/1777 | Gröbner Bases of Burchnall-Chaundy Ideals for Ordinary Differential Operators
[NO] 1395/1777 | Let the Hardware do it: Fast Graph Query processing through FPGA-accelerated Late Materialization and Decompression
[NO] 1396/1777 | From Tokens to Concepts: Leveraging SAE for SPLADE
[NO] 1397/1777 | Understanding DNNs in Feature Interaction Models: A Dimensional Collapse Perspective
[NO] 1398/1777 | Building Foundations for Information Retrieval in Extremely Low-Resource Ethnic Languages: Evidence from Tanzania
[NO] 1399/1777 | LLM-UP: SIGIR 2026 Workshop on LLM-powered User Profiling for Search and Recommendation
[NO] 1400/1777 | Towards Knowledgeable Deep Research: Framework and Benchmark
[NO] 1401/1777 | ARHN: Answer-Centric Relabeling of Hard Negatives with Open-Source LLMs for Dense Retrieval
[NO] 1402/1777 | Workshop on Computational User Models for Work
[YES] 1403/1777 | Toward an automatic formal verification of Cairo v0 programs
[NO] 1404/1777 | Spectabular: Interactive Tabular Requirements Specifications
[NO] 1405/1777 | Generalization Analysis of Symbolic Regression Algorithms via Stability Theory
[NO] 1406/1777 | Search-Based Risk Feature Discovery in Document Structure Spaces under a Constrained Budget
[NO] 1407/1777 | Bi-objective Stochastic Simulation Optimization on Integer Lattices via Scalarization
[NO] 1408/1777 | Practices for Assessing Interaction Capability in Machine Learning–Based Clinical Decision Support Software: A Systematic Literature Review
[NO] 1409/1777 | Engagement Labeling Matters: A Comparative Study for Physiological Engagement Estimation in Neurodivergent Individuals during Free-Play Interaction with a Ball-Type Robot
[NO] 1410/1777 | Two-Stage Stochastic Program for Scheduling Bus Service Under Demand Uncertainty
[NO] 1411/1777 | Robust Compensation-Tracking Control of the Unified Power Quality Conditioner: Iterative joint estimation of dynamic harmonic states and system states under uncertain DC-Link voltage
[NO] 1412/1777 | A DeepSeek-Based Multidimensional Environment-Contextualized Assessment Framework for Driving Behavior Evaluation
[NO] 1413/1777 | Evaluating GPT-4V for Multi-modal Medical Applications: A Comparative Study Using Open-source Datasets
[NO] 1414/1777 | Preliminary Investigation of Myoelectric Control of an Assistive Neck Exoskeleton by Individuals with Amyotrophic Lateral Sclerosis
[NO] 1415/1777 | Photothermal Effect of Mesoporous Polydopamine Encapsulated Nanodiamond Quantum Sensors
[NO] 1416/1777 | High Circular Dichroism Chiral Metasurface for Mid-infrared Molecular Fingerprint Sensing via Hybrid Fano-Phonon Resonances
[NO] 1417/1777 | Real-Time Block-Wise Self-Interference Cancellation for Embedded Underwater Integrated Sonar and Communication Sensor Nodes
[NO] 1418/1777 | Flexible Temperature Sensors Based on Electrospun MXene-PEO Nanofibers with Thermally Activated Interflake Transport
[NO] 1419/1777 | Learning Flow Semantics for Encrypted Traffic Analysis: A Contrastive Pre-training Approach_supp1-3677663.pdf
[NO] 1420/1777 | Learning to Optimize Voltage Level for Energy-Efficient Radios
[NO] 1421/1777 | SELEBI: Percussion-aware Time Stretching via Selective Magnitude Spectrogram Compression by Nonstationary Gabor Transform
[NO] 1422/1777 | Developing the Global Oil and Gas Market Model: assessing global oil and gas market implications of methane emission reduction policies
[NO] 1423/1777 | Towards the Development of Realistic Synthetic Data for Correcting Grammatical Errors in Arabic: An Approach Based on Error Tagging Model and Synthetic Data Generation Model
[NO] 1424/1777 | Hierarchical Knowledge Distillation with Meta Learning
[NO] 1425/1777 | Performance Evaluation of AODV and OLSR Routing Protocols in Flying Ad-Hoc Networks Using the Gauss-Markov Mobility Model
[NO] 1426/1777 | Real Options Valuation of Battery Energy Storage Systems in Continental Europe’s Day-Ahead and FCR Markets
