[2026-07-28 22:58:28] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-27
正在获取论文...
[arXiv] 2026-07-27 | Spectral aspects of random heavy-tailed tensors
[NO] 913/1848 | Optimal Sizing of Electric Truck Fleet Considering Energy-Logistics Coupling
[NO] 914/1848 | ResQTank: An Embedded LiDAR-SLAM System for Real-Time Indoor Mapping and Navigation
[NO] 915/1848 | IEEE Computer Society: Computer Science &amp; Engineering Awards
[NO] 916/1848 | High-Precise Time Synchronization in Edge Computing Platforms: Experience and Implementation
[NO] 917/1848 | TP-D3QN: A Topology-Aware Intelligent Network Slicing Framework for Heterogeneous Immersive Applications
[NO] 918/1848 | HAIMNet: A Hierarchical Adaptive Interaction Modulation Network for Low-Light Image Enhancement
[NO] 919/1848 | Subcritical Shift of Brain Dynamics in Patients with Chronic Stroke: Evidence from Resting-State EEG
[NO] 920/1848 | Machine Learning Detection of Multiple Cancers Using 5hmC at Mutation Hotspots
[NO] 921/1848 | Table of Contents
[NO] 922/1848 | Reliability Evaluation Framework for Adversarial Defense Methods in Industrial Intelligent Models
[NO] 923/1848 | Symmetry Breaking for Parallel Machine Scheduling with Compressing Processing Times
[NO] 924/1848 | IGDA-ICMH: an Importance Guided Feature and Network Dual Adaptation Framework towards Image Compression for Machine and Human Vision
[NO] 925/1848 | An Intelligent Feature Fusion Approach for Accurate Mental Health Disorder Prediction Using Machine Learning
[NO] 926/1848 | A Lightweight CNN-Based Digit Recognition System from Video Frames
[NO] 927/1848 | A Method for Accuracy Detection of Filter Rod Transmitter and Receiver Data Considering Time Series
[NO] 928/1848 | IEEE Magnetics Society Information
[NO] 929/1848 | Robust Dynamic Topology Tracking for Active Distribution Networks Under Missing Measurements and Data Distribution Shifts
[NO] 930/1848 | Front Cover
[NO] 931/1848 | Introducing IEEE Collabratec
[NO] 932/1848 | Table of Contents
[NO] 933/1848 | Review for "Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra"
[NO] 934/1848 | Experimental Study on System-Level Performance Impact of Read Disturbance in Modern SSDs
[NO] 935/1848 | SageServe: Optimizing LLM Serving on Cloud Data Centers with Forecast Aware Auto-Scaling
[NO] 936/1848 | Janus: A Dual-Mask Attention Transformer for Log-based Anomaly Detection in Cellular Networks
[NO] 937/1848 | Access Controlled Website Interaction for Agentic AI with Delegated Critical Tasks
[NO] 938/1848 | Predictive Lightweight MARL for Resilient Coverage in Sparse-Signaling Aerial Networks
[NO] 939/1848 | Regularized Schrödinger Bridge via Distortion-Perception Perturbation for High-Fidelity Speech Enhancement
[NO] 940/1848 | Learning Footstep Constrained Policies Guided by Linear Inverted Pendulum Model for Humanoid Robots_supp1-3716627.mp4
[NO] 941/1848 | LiDAR-Anchored Collaborative Distillation for Robust 2D Representations
[NO] 942/1848 | Cognitive Radar Anti-Jamming via Synergistic Frequency-Polarization Adaptation
[NO] 943/1848 | Joint Load Balancing and Transmit Power Control for Energy Efficiency Maximization in the Satellite-Cell-Free Massive MIMO Uplink
[NO] 944/1848 | SAR Radiometric Cross-Calibration Using Man-Made Point Targets with EM Simulation-Driven Anisotropic RCS Correction
[NO] 945/1848 | EchoGuard: ML based Early Warning System for Silent Software Project Failures
[NO] 946/1848 | Integrated Ground Navigation and Air Traffic Control System for the Entire Airport Operations Process
[NO] 947/1848 | A Sensor-Data–Driven Computational Approach for Gait Phase Detection in Foot Drop Assist Devices
[NO] 948/1848 | HECL-VAD: A Video Anomaly Detection Method Based on Hard and Easy Sample Contrastive Learning
[NO] 949/1848 | A Hybrid Security Framework for Privacy Preservation and Intrusion Detection in Cloud Computing
[NO] 950/1848 | Design and RF Performance Validation of a New Miniature Rectangular Waveguide Flange for Millimeter-Wave Frequencies and Above
[NO] 951/1848 | Machine Guarding and Engineering Safety Controls in Industrial Equipment: A Systematic Review
[NO] 952/1848 | Interlaboratory Comparison and Reproducibility of On-Wafer $S$-Parameter Measurements Up to 220 GHz
[NO] 953/1848 | MV-FORMER: A Multi-View Transformer Framework for Interpretable Breast Cancer
[NO] 954/1848 | FlexiShader: Decoupled and Adaptive Shading for 3D Gaussian Splatting
[YES] 955/1848 | Software Defect Prediction Model Based on XGBoost with Recursive Feature Elimination
[NO] 956/1848 | SPAR: A Structure-Preserving Adaptive Retinex Framework for Clinical X-Ray Image Enhancement
[NO] 957/1848 | A Logistics Co-Optimization Model for Lunar Colony Construction Based on Robust Mixed-Integer Programming
[NO] 958/1848 | Detection and Resolution of Low-Contrast Local Defects Using an Electromagnetic Jet Lens Applied to RF Shielding Materials
[NO] 959/1848 | EM-Assisted Open-Short De-Embedding Technique for 16-nm FinFET Technology
[NO] 960/1848 | Make or Take: How Students Navigate Self-Created and Instructor-Provided Cheat Sheets
[NO] 961/1848 | A Packaging Scheme Enabling Resonant Frequency Tuning and Magnetic Shielding for Electromagnetic Vibration Energy Harvesters Toward Industrial Applications_supp1-3548075.pdf
[YES] 962/1848 | A Unified Automated Synthesis Framework for On-Chip Lumped-Element RF Broadband Bandpass Filters
[NO] 963/1848 | Two-Stage Deep Learning for Hybrid Beamforming in UCA Near-Field With Imperfect CSI
[NO] 964/1848 | Power-Optimal Scheduling in URLLC with Statistical Delay and Reliability Constraints
[NO] 965/1848 | A Survey for LLM Agent Trajectory Analysis: From Failure Attribution to Enhancement
[NO] 966/1848 | AS-FL: Accumulator and Signature-Based Federated Learning with Weight Aggregation
[NO] 967/1848 | Dynamic Route Optimization for High-Volume Logistics Using Risk-Aware Multi-Objective Path Reassignment
[NO] 968/1848 | Securing Smart Implantable Cardioverter Defibrillators Against DDOS Attacks : A SIEM &amp; IAM Framework
[YES] 969/1848 | Explainable Machine Learning with Rule-Based Recommendation System for Smart Contract Reentrancy Vulnerability Detection
[NO] 970/1848 | DLTformer: A Global–Local Collaborative Transformer Framework for Remote Sensing Change Detection
[NO] 971/1848 | Autonomous Financial Intelligence: A Systematic Synthesis of Agentic AI Paradigms in Banking and Capital Markets
[NO] 972/1848 | Prediction of Vehicle Acceleration Response Based on XGBoost
[NO] 973/1848 | Dynamic Governance Technology for Power Knowledge Warehouse Based on Multi-System Data Collaboration under Microservice Architecture
[NO] 974/1848 | Explainable Stacking Ensemble with Nonlinear Meta-Learners for MSME Performance Prediction in Emerging Markets
[NO] 975/1848 | Multi-Objective Genetic Algorithm-Based Joint Routing and Scheduling for Time-Sensitive Traffic in Satellite Formations
[NO] 976/1848 | Hybrid Machine Learning and Deep Learning Approach for Minimum Airfare Prediction
[NO] 977/1848 | NLP-Based Multilingual Retrieval-Augmented Generation System for Government Welfare Scheme Recommendation
[NO] 978/1848 | From RLHF to DPO and Beyond: A Review of Preference Optimization Methods for Aligning Large Language Models
[NO] 979/1848 | Research on a Multi-Model Adaptive Weighted Fusion Algorithm for Subjective Question Scoring
[NO] 980/1848 | Random Forest Analysis of Lifestyle and Synthetic Data for Prostate Cancer Risk Assessment
[NO] 981/1848 | Performance Analysis of Variational Quantum Classifiers for Classification Tasks in the NISQ Era
[NO] 982/1848 | Keynote Speaker
[NO] 983/1848 | Hybrid AI Techniques for Enhancing Power System Stability
[NO] 984/1848 | A Lightweight Context-Aware Access Control and Key Management Protocol for IoT-Driven Smart Farming
[NO] 985/1848 | Intensity Noise Coupling Analysis and Suppression in Ellipse-Fitting-Assisted 3×3 Demodulation for Fiber-Optic Interferometric Sensors
[NO] 986/1848 | Descriptor: Two Years Multivariate Power System State Monitoring Dataset (TY-MPSSMD)
[NO] 987/1848 | Explainable and Trustworthy AI in Oncology: A Systematic Review Across Major Organ Systems
[NO] 988/1848 | Research on Multi-Task Path Planning Algorithm for USV Swarm Based on Improved Genetic Algorithm
[NO] 989/1848 | Transformer-Based In-Context Learning for Distributed Channel Access Optimization_supp1-3713842.pdf
[NO] 990/1848 | Accelerating TSXor Using CUDA GPUs
[YES] 991/1848 | Fault Injection and Out-of-Bound Access Detection in the SPI Protocol Using UVM
[NO] 992/1848 | Fraudulent Credit Card Transaction Detection Using a Hybrid Ensemble-Anomaly Detection Framework
[NO] 993/1848 | A Physical Information-Guided Masked Contrastive Learning Network for Defect Detection in Intelligent Pipeline Systems with MFL Signals
[NO] 994/1848 | Urban Rainfall Monitoring via Commercial Microwave Links: A Low-Complexity Approach Validated by Long-Term Experiments
[NO] 995/1848 | Channel Estimation for OTFS Systems with Overspread Doppler Shifts
[NO] 996/1848 | DIVA: Differential Integrity Verification Architecture for Containerized Supply Chains
[NO] 997/1848 | A PSO-Optimized Coherent Integration Framework for Moving Targets in CF-ISAC Systems with Experimental Validation
[NO] 998/1848 | Radar Track-to-Measurement Association Fusing Echo and Kinematic Features via Cross-Attention
[NO] 999/1848 | A New Adaptive Multifrequency Resonance Matching System for Grounded Frequency-Domain Electromagnetic Detection Transmitter
[NO] 1000/1848 | GAFNet: A Graph-Augmented Fusion Transformer for Cross-Dataset ADHD Detection Using EEG Signals
[NO] 1001/1848 | WeakLoc: Low-Rank Attention and Adaptive Pseudo-Label Learning for Weakly Supervised Image Forgery Localization
[NO] 1002/1848 | BDFirewall: Effective and Efficient Black-Box Backdoor Defense via Impact-based Purification
[NO] 1003/1848 | GPU-Accelerated Sparse Matrix-Dense Matrix Multiplication for Graph Neural Networks: A Comprehensive Survey
[NO] 1004/1848 | Interactive Visualizations in Semiconductor Physics: Mixed-Methods Evidence for Affective Engagement and Qualitative Insights into Conceptual Learning
[NO] 1005/1848 | Lightweight YOLOv8-ViT for Real-time Mangrove Species Detection in UAV Aerial Imagery
[NO] 1006/1848 | Research on Evaluation Methods for Human-Machine Interaction Scenarios of In-Vehicle Large Language Models
[NO] 1007/1848 | LP-SAC: A Temporal Reinforcement Learning Optimization Framework for Unmanned Aerial Vehicle Task Offloading
[NO] 1008/1848 | Fisher-Information-Enhanced BOTDR Using Beat Spectral Reshaping
[NO] 1009/1848 | The Impact of IP Version on Household Internet Speed: A Comparative Study
[NO] 1010/1848 | On the Universal Soft-Input Soft-Output Supercodes Decoding Approach for Linear Codes
[NO] 1011/1848 | Resource Allocation for UAV-Assisted RSMA-CDRT with Integrated Forwarding and Transmission
[NO] 1012/1848 | A 96 × 64 SPAD LiDAR Sensor With 6× Imaging FoM Promotion by AI-Assisted Fusion of 2-D and Edge-Guided Sparse 3-D Detection
[NO] 1013/1848 | Semantic-Oriented Image Transmission and Resource Allocation for UAV Networks
[NO] 1014/1848 | Online Service Deployment in LAENets by UAV Airspace Coverage Control via Trajectory and Vertical Height Adjustment
[NO] 1015/1848 | Explainable AI-SHAP Embedded Outlier Detection Improving Myocardial Infarction Prediction in Young Individuals in India
[NO] 1016/1848 | Multi-Modal Product Recognition and In-Store Navigation using an Intelligent Shopping Cart
[NO] 1017/1848 | Multimodal Large Model-Driven Framework for Deep Identification and Early Warning of Phishing Emails and Websites
[NO] 1018/1848 | A Cross-View Gait Recognition Method Based on a Decentralized Dense Multiscale Network
[NO] 1019/1848 | Autonomous Data Pipelines: Leveraging LLM Agents for Self-Healing and Adaptive ETL Systems
[NO] 1020/1848 | OnDeBERTa: An Ordered Neuron Memory Enhanced DeBERTa Model for E-commerce Review Sentiment Classification
[NO] 1021/1848 | An Intelligent Fish Health Assessment Method Combining Computer Vision and Water-Quality Parameter Modeling
[NO] 1022/1848 | A Layered Secure Messaging Architecture for Cross-Organizational Manufacturing-as-a-Service
[NO] 1023/1848 | High-Performance and Energy-Efficient FIR Filter Architecture Utilizing Modified Booth-Wallace Multiplier with Kogge-Stone Adder for Wireless Sensor Network in the IoT
[NO] 1024/1848 | STFND: A Fake News Detection Approach Integrating SparkML with Modern Transformer Models
[NO] 1025/1848 | Multi-Modal Medical Image Fusion Based on a Spatial-Frequency Dual-Branch Mamba Network
[NO] 1026/1848 | Extracting Graphene Sheet Resistance in the WR-5 Band Using Graphene-Embedded CPW Shunt Structures on High-Resistivity Silicon
[NO] 1027/1848 | SnapSeek 4.0: Bridging Temporal Dynamics and Regional Semantics for Interactive Lifelog Retrieval
[NO] 1028/1848 | High Spatial Resolution Imaging of Solar-induced Chlorophyll Fluorescence (SIF) from an Uncrewed Aerial Vehicle (UAV): Development and Evaluation of Image-processing Workflows
[NO] 1029/1848 | Workflow Signal Protocol: A Measurement Method for Deployment-Time Workflow Observability in Legal AI
[NO] 1030/1848 | A 12.5-GS/s 4× TI Pipelined Hybrid TD-SAR ADC With Residual Time-Voltage Amplification
[NO] 1031/1848 | Multi-Source Position and Direction-of-Arrival Estimation Based on Euclidean Distance Matrices
[NO] 1032/1848 | Distilling Multi-View Diffusion Models Into 3D Generators_supp4-3716753.mp4
[NO] 1033/1848 | RRAM-Based Computing-in-Memory FPGA Architecture for Low-Power Applications
[NO] 1034/1848 | Compact robotic system for Mononostril Endoscopic Transnasal Transsphenoidal Surgery
[NO] 1035/1848 | Front Matter
[NO] 1036/1848 | Precoding Design for PAPR Reduction in Mixed-Numerology MU-MIMO OFDM Systems
[NO] 1037/1848 | Estimating the Number of Rare Events with Applications to Large Alphabet Inference
[NO] 1038/1848 | Hamiltonian Grid-Forming: Methodology and Applications for IBR-Rich Grid Operations
[NO] 1039/1848 | Improved Error-Tolerant Side-Channel Cube Attack and its Application on Masked PRESENT
[NO] 1040/1848 | Changes to the Editorial Board
[NO] 1041/1848 | Multi-Agent DRL for Cooperative Resource Allocation in C-NOMA-Enabled Multi-UAV Networks with 2D Hybrid Beamforming
[NO] 1042/1848 | Detection and Localization of Spectrum Anomaly with Multi-Sensors: A Memory-Augmented Reverse Distillation Method
[NO] 1043/1848 | Enhancement in Dynamic Performance of Multi-Converter Architecture
[NO] 1044/1848 | PELS Corporate Engagement Program
[NO] 1045/1848 | A Compact Dual-Mode SAR ADC With Mismatch Error Shaping Using Prediction-Error-Free 3-Level Analog Prediction and 1-bit Barrel-Shift Dithering
[NO] 1046/1848 | Lightweight Visual Enhancement for Reliable Vision Systems in Adverse Port Weather
[NO] 1047/1848 | Post-Processing for Bridging the Simulated-to-Real Domain Gap in Multi-Image Super-Resolution
[NO] 1048/1848 | Secure State Estimation for Systems With Silent Packet Loss and Its Application to Controller Design
[NO] 1049/1848 | Terrain-Constrained PSO for Low-Altitude Monitoring Deployment
[NO] 1050/1848 | Stay Connected
[NO] 1051/1848 | Toward Secure Visual Semantic Communication: A Semantic Segmentation Perspective
[NO] 1052/1848 | Application of Complementary Codes in Radar Multi-Station Collaboration
[NO] 1053/1848 | A Custom CNN-Based Approach for Accurate Detection of Lung Disorders from Chest X-Rays
[NO] 1054/1848 | DEE-Aware Dual Active RIS-Empowered Spectrum Sensing under User Mobility
[NO] 1055/1848 | Active RIS Aided Multi-User Broadcast System: A Novel Penalty-Based Moth-Flame Optimization Algorithm for the Optimal Location of RIS
[NO] 1056/1848 | MidSurfer: A Parameter-Free Approach for Mid-Surface Extraction From Segmented Volumetric Data_supp1-3624572.pdf
[NO] 1057/1848 | BioSynNet: Fusing Synthetic Gene Circuits with Neural Networks for Self-Evolving Biocomputation
[NO] 1058/1848 | AI-Driven Security and Efficiency for Reconfigurable Intelligent Surface-Aided 6G IoT Networks
[NO] 1059/1848 | An Automated Modular Framework for MITRE ATT&amp;CK Mapping
[NO] 1060/1848 | Research on 3D Loadable Map Text Erasure Method Based on Multi-Stage Deep Learning
[NO] 1061/1848 | A Cascaded Hypergraph Neural Network–Based Clinical Decision Support System for Drug–Drug Interaction Detection and Type Classification
[NO] 1062/1848 | Safety-Constrained Multimodal Digital Twins for Zero-Defect Industrial Workcells
[NO] 1063/1848 | An ANN-RNN-Multi-Head Attention Hybrid Model for PM10 Air Pollution Prediction
[NO] 1064/1848 | An Efficient Hybrid K-Means and Random Forest-Based Approach for Cloud Malware Detection and Privacy Protection
[NO] 1065/1848 | Sustainable UX - the dilemma of designing for humanity vs. designing for people in the age of AI
[NO] 1066/1848 | Integrating Coordinate Attention with Wise-IoU Loss for Pose Estimation in Competitive Rope Skipping
[NO] 1067/1848 | MSRA-Net++: An Enhanced Hybrid CNN-Transformer Framework for Brain Tumor MRI Classification
[NO] 1068/1848 | Technical Program Committee
[NO] 1069/1848 | Building Grounded Synthetic Users: Generative AI as Mediating Artefact in User Research
[YES] 1070/1848 | Automatic Bug Root Cause and Solution Recommendation System using Experience Based Learning
[NO] 1071/1848 | Agentic AI in Cybersecurity:Threat Modeling and Containment Strategies for Autonomous LLM Agents
[NO] 1072/1848 | Approximate Asymptotic Analysis of Algebraic Connectivity in Consensus Networks for Multi-Agent Systems
[NO] 1073/1848 | Query Optimization Strategies for Relational Databases in Web Applications
[NO] 1074/1848 | AI/ML System Design: Feedback-Driven Optimization of Transformer Neural Networks for FPGA Acceleration
[NO] 1075/1848 | AI-Driven Deep Learning Models for Predicting Engagement Metrics in Social Media Advertising
[NO] 1076/1848 | Multi-Sensor Fusion Empowers Robot Compliant Assembly Skill Transfer
[NO] 1077/1848 | An Extended Table Detection Framework for Enhanced Recognition of Persian Tables in OCR Systems
[NO] 1078/1848 | Hybrid Deep Learning and Machine Learning Framework for Multi-Temporal Deforestation Detection Using Sentinel Satellite Data
[NO] 1079/1848 | AI-Augmented Scrum Decision Intelligence Framework for Enterprise Software Delivery
[NO] 1080/1848 | Autonomous Solar-Powered IoT Irrigation System with AI-Driven Crop Recommendation for Sustainable Precision Agriculture
[NO] 1081/1848 | A Comparative Analysis of Deep Learning Models in Classifying the Level of Focus in Subjects with Pornography Addiction Based on EEG Signals
[NO] 1082/1848 | Keynote Speeches
[NO] 1083/1848 | Integrated Solar–Wind Hybrid Energy System with Smart Power Conditioning and Battery Backup
[NO] 1084/1848 | Operationalizing the Quantum-Federated Lifecycle: An Integrated MLOps Framework for Distributed Systems
[NO] 1085/1848 | Modeling and Experimental Validation of Asymmetric Four-Gyro Redundant MEMS IMU Architectures
[NO] 1086/1848 | An Interactive Digital Twin for the Simulation of Smart Home Devices
[NO] 1087/1848 | Foreground-Aware Selective Fusion for Multimodal 3D Object Detection in Autonomous Driving
[NO] 1088/1848 | Adapting RAG to Specialised Communities: A UX-Driven Design Study
[NO] 1089/1848 | Zero-Knowledge Ethical AI Governance over Blind Quantum Cloud Infrastructure
[YES] 1090/1848 | DriftBench: Detecting LLM Coding Agent Cheating via Specification-Level Constraint Drift Mutation
[NO] 1091/1848 | Ensemble-Guided Distillation for Compact and Robust Acoustic Scene Classification on Edge Devices
[NO] 1092/1848 | Hybrid Optimised CNN Model for Dynamic Cluster Head Selection in Energy-Constrained WSNs
[NO] 1093/1848 | A Flexible and stretchable MXene-Hydrogel Sensor with Geometry-Enhanced Selectivity for Multi-Axial Strain Sensing
[NO] 1094/1848 | Stacking-Based GBDT–SVM Prediction of Effluent Total Nitrogen in Winery Wastewater Treatment
[NO] 1095/1848 | Reassessing Phylogenetic Discordance in Universal Genes of the Tree of Life
[NO] 1096/1848 | The Energy-Balanced Improved Protocol Based on Cluster Head Selection in the LEACH Protocol
[NO] 1097/1848 | SemanticDFL: Similarity-Aware Pull-based Personalized Decentralized Federated Learning
[NO] 1098/1848 | Analysis of Multiline Calibration Algorithms for Various Transmission Line Types Up to 220 GHz
[NO] 1099/1848 | RT-DETR based Hybrid CNN-Transformer Model for Accurate Lung Cancer Detection
[NO] 1100/1848 | Low-Power Dual Edge Triggered Flip-Flops using FinFET Technology
[NO] 1101/1848 | Predictive Analytics for Identifying High-Risk Medication Adherence Patterns in Medicaid Populations
[NO] 1102/1848 | Interpretable Machine Learning for Predicting Non-Functional WASH Infrastructure in Rohingya Refugee Camps
[NO] 1103/1848 | A Unified Validation Framework for Heterogeneous IoT Data Models
[NO] 1104/1848 | A Reconfigurable LiDAR Scanning Platform for Emulating and Evaluating Fixed-Resolution Timeof-Flight Sensors in Electronic Travel Aids
[NO] 1105/1848 | Lightweight Zero-Shot DoLP Denoising via Adaptive Masking and Directional Convolution
[NO] 1106/1848 | Research on an Intelligent Perception and Decision-Making System Integrating YOLO and a Local Large Model under an End-Edge-Cloud Collaborative Architecture
[NO] 1107/1848 | Design of a ROS- and Computer-Vision-Based Intelligent Sorting System for a Six-Degree-of-Freedom Robotic Arm
[NO] 1108/1848 | Deep Learning-Based System for Pineapple Eye Scanning and Extraction Using YOLOv8n and GRBL
[NO] 1109/1848 | BiDetTrack: Enhancing MOT via Dual-Branch Candidate Generation and Spatio-Temporal Query Matching
[NO] 1110/1848 | Robust Energy Consumption Estimation in EVs Via GFNN-CNN Framework Under FRCN-Induced Conditions
[NO] 1111/1848 | LLM-Enhanced Generative Semantic Communication and DRL Resource Management for UAV-Assisted Emergency Response
[NO] 1112/1848 | AC $^{2}$ P$^{2}$SL: Adaptive Communication-Computation Pipeline Parallel Split Learning Over Edge Networks
[NO] 1113/1848 | Self-Supervised Event Data Pre-Training via Coarse-to-Fine Temporal Reconstruction for Spiking Neural Networks
[NO] 1114/1848 | Evolving Similarity Functions for Graph-based Semi-Supervised Learning
[NO] 1115/1848 | Missing Multi-Label Learning With TSK Fuzzy System and Adaptive Graph_supp1-3716853.pdf
[NO] 1116/1848 | Skeletonization-Based Spherical Near-Field Sampling for Antenna Measurement
[NO] 1117/1848 | Vision-Aided 3-D Emitter Localization with UAV
[NO] 1118/1848 | A Quantum-Physical Freshness Metric for Cavity-Based Quantum Memory Networks: The Fock-State Age of Information Framework
[NO] 1119/1848 | Distilling Multi-View Diffusion Models Into 3D Generators_supp3-3716753.mp4
[NO] 1120/1848 | Dependability Evaluation of Microservice: An Analytical Modeling Approach
[NO] 1121/1848 | From Clicks to Journeys: Empowering Advertising Text Generation With Social Simulator Guidance
[NO] 1122/1848 | A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling
[NO] 1123/1848 | Immersive Media for Oncology Care: A Short Analytical Review and Intelligent Communication Perspective
[NO] 1124/1848 | BRAT: An Intent-to-Kubernetes Translation via LLM Fine-Tuning
[NO] 1125/1848 | Research on Visible-Infrared Dual-Modal UAV Detection Algorithm Based on Improved YOLOv8n
[NO] 1126/1848 | Synergistic Lightweight Multi-Scale Residual Network for Efficient 3D Brain Tumor MRI Segmentation
[NO] 1127/1848 | Probabilistic Embeddings with Evidence Learning and Refinement for Text-Video Retrieval
[NO] 1128/1848 | PerturbMatch: Multi-level Progressive Perturbation for Semi-Supervised Semantic Segmentation
[NO] 1129/1848 | What If
[NO] 1130/1848 | Toward a Monostatic RCS Model of Vehicles for ISAC Channel
[NO] 1131/1848 | Localized depth estimation of potential fields by CWT scalogram analysis
[NO] 1132/1848 | Coevolutionary Dynamics of Information and Influence in Social Networks
[NO] 1133/1848 | Analysis of UAV-Enabled IoT Networks with Energy Harvesting and Wake-Up Radio
[NO] 1134/1848 | Scalable Dexterous Robot Learning With AR-Based Remote Human–Robot Interactions
[NO] 1135/1848 | Whole Blood Viscosity and Triglyceride Clearance: An Association Analysis Relevant to Cancer Risk
[NO] 1136/1848 | Pricing Strategies for Port Shore Power Considering Investment Sharing: A Four-Stage Stackelberg Game
[NO] 1137/1848 | WCB-YOLO: An Improved Detection Algorithm for Underwater Fishing Vessel Surface Defects
[NO] 1138/1848 | Multi-Output Convolutional Neural Network for Predicting MCMI-IV Personality Profiles from Resting-State EEG
[NO] 1139/1848 | Context Feature Optimization Based Fine-Grained Application Recognition of Mixed Network Flows
[NO] 1140/1848 | Large Model Citation Illusion Detection Based on Multimodal Information Fusion
[NO] 1141/1848 | Surface Roughness Prediction in Ultraprecision Turning Using Multi-Domain Vibration Features and Support Vector Regression
[NO] 1142/1848 | Machine Learning Based Drug Response Prediction for Heart Disease Patients
[NO] 1143/1848 | SHADOW: Seamless Handoff And Zero-Downtime Orchestrated Workload Migration for Stateful Microservices
[NO] 1144/1848 | Hybrid GA-Fuzzy Logic Architecture for Cardiovascular Risk Factor Optimization and Disease Prediction
[NO] 1145/1848 | FEViT: Frequency-Enhanced Vision Transformer for Interpretable Handloom and Powerloom Fabric Classification via Spectral and Structural Feature Learning
[NO] 1146/1848 | Structure-Aware Multi-Agent Reasoning for Business Process Modeling with Large Language Models
[NO] 1147/1848 | COMSOL-Based Comparative Analysis of Laminar Flow in Microchannel Geometries for Wearable Sweat Sensor Applications
[NO] 1148/1848 | BERT-Based Named Entity Recognition for Candidate Information from Curriculum Vitae
[NO] 1149/1848 | Dynamic Visual SLAM Based on Keyframe Semantic Update and Lightweight Mask Optimization
[NO] 1150/1848 | Accelerating Radix Sort on AI Accelerators via Vector–Matrix Multiplication Units
[NO] 1151/1848 | Mitigating the Cliff Effect in Wireless Image Transmission via Hybrid Constraint Length Joint Source-Channel Coding
[NO] 1152/1848 | Adaptive Robust Reaction Null-Space Control for Free-Floating Space Manipulators Capturing an Unknown Payload
[NO] 1153/1848 | 2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)
[NO] 1154/1848 | IEEE Computer Society Career Center
[NO] 1155/1848 | Model-Free Adaptive Formation-Containment Control for UAV–UGV Systems Under Fading Channels
[NO] 1156/1848 | Identification of Plant Diseases via Light-weight Hierarchical Neural Networks
[NO] 1157/1848 | Toward Robust Small-Category Segmentation in Class-Imbalanced Street Scenes
[NO] 1158/1848 | "Whitening" technological and socio-technical black boxes: a co-design approach to a human-centered AI system
[NO] 1159/1848 | Optimization of Range Search on Ordered Data Based on Learned Index Structures
[YES] 1160/1848 | An Autonomous Agent Framework for Intelligent Code Review and Optimization Using Large Language Models
[NO] 1161/1848 | Deep Learning-Based Stock Market Prediction Using LSTM and RNN with Technical Indicators
[NO] 1162/1848 | Big Data: Building AI Agents with LLMs for Autonomous Interpretation of Equipment Sensor Data
[NO] 1163/1848 | Passivity-Based Fractional-Order Control Design and Stabilization Using Gradient-Based Learning Approach
[NO] 1164/1848 | Reliability-Aware Prompting for Diabetic Retinopathy Classification using Vision-Language Models
[YES] 1165/1848 | Explainability-Guided Adversarial Attacks on Transformer-Based Malware Detectors using Control Flow Graphs
[NO] 1166/1848 | A Multiloop State-Feedback Control Method for Fast Steering Mirror Based on SAKF-ZPETC and a State-Augmented Kalman Filter
[NO] 1167/1848 | Two-Stage Collaborative Optimization for Heterogeneous Defect Prediction in Federated Learning
[NO] 1168/1848 | Adaptive Cognitive Stress Profiling for Reasoning and Recovery Evaluation in AI-Based Interviews
[NO] 1169/1848 | ConcordAI: A Multi-Agent Conversational System for Conflict Mediation
[NO] 1170/1848 | Hybrid Feature-Aligned Knowledge Distillation for Lightweight Image Classification
[NO] 1171/1848 | Acoustic Leak Detection Based on Multi-Feature Representation and Weighted Soft-Voting Fusion
[NO] 1172/1848 | Spatio-Temporal Graph Neural Network for Intelligent EV Battery Fault Detection and Diagnostics
[NO] 1173/1848 | Design and Fabrication of a Compact Koch inspired HexaStar Fractal MIMO Antenna for Ultrawideband Applications
[NO] 1174/1848 | TAGPNet: Text-Anchored Generative Prototype Network for Few-Shot Radar Jamming Recognition
[NO] 1175/1848 | Implementation and Evaluation of Late Stage Cooperative Multi-Object Tracking in Urban Scenarios
[NO] 1176/1848 | Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra
[NO] 1177/1848 | Deep Reinforcement Learning-Based CNN Pruning for Image Steganalysis
[NO] 1178/1848 | NAP: Network-Aware Priority Scheduling for Efficient Distributed AI Training
[NO] 1179/1848 | A Low-Cost, Scalable ENIG-PCB Electrode Platform with Reproducible Performance for Electrochemical Biosensing_supp1-3715189.pdf
[NO] 1180/1848 | Committees
[NO] 1181/1848 | Bandwidth Envelope Dynamic Reservation in Tactical Open Radio Access Network Slicing
[NO] 1182/1848 | <i>TrafficFlowNet</i>
                    : A Neural Transport Model for Dynamic Traffic Flows
[NO] 1183/1848 | SubsampledMPP: Efficient Distributional Pooling of Pathology Foundation Model Embeddings for Multi-Endpoint Lung Cancer Prediction
