[2026-08-21 03:05:55] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-20
正在获取论文...
[arXiv] 2026-08-20 | A Fully Automated, Deployment-Aware Testing Pipeline for IoT-Based Automotive Applications
[NO] 1009/1829 | Enhancing K-12 Computer Science Learning with AI: Pedagogical Prompt-Guided Pair Programming in Student Exercises
[NO] 1010/1829 | Single Verifier vs. Decentralized Oracle Networks for Verifiable Credential Verification: An Empirical Comparison
[NO] 1011/1829 | An Empirical Study of Code Obfuscation Practices in the Google Play Store_supp1-3723593.pdf
[NO] 1012/1829 | Semi-Supervised Text Classification for Public Expenditure Analysis
[NO] 1013/1829 | Optimized Ionization Coefficient Ratio for InGaAs/InAlAs Avalance Photodiodes with Dual-Multiplication-Layer
[NO] 1014/1829 | A Local Power Adjustment Scheme for In-Service Secret-Key Rate Degradation in Hybrid Quantum-Classical Optical Networks
[NO] 1015/1829 | Data-Driven Online Reinforcement Learning Predictive Control of Quadratic Buck Converter for Electrolyzer Application
[NO] 1016/1829 | A Combined Dual-Protection-Mode Energy-Selective Surface With Broadband High Shielding Effectiveness
[NO] 1017/1829 | Equivalent-Frequency-Based Inverse Estimation of Specimen Thickness and Conductivity in Motion-Induced Eddy Current Testing
[NO] 1018/1829 | IEEE Transactions on Information Theory Information for Authors
[NO] 1019/1829 | Multi-Agent Perception-Action Causal Transformer for Offline Cooperative Pursuit-Evasion of USV Swarms
[NO] 1020/1829 | Design Study of a Magnetic Fluid Rotary Seal for High-Temperature Superconducting Electric Machines
[NO] 1021/1829 | Evo-AA: Evolution-Aware Adaptation of Protein Language Models
[NO] 1022/1829 | Real-Time Human Detection for Heritage Monitoring Using YOLOv11n with Lightweight Attention Mechanisms
[NO] 1023/1829 | Novel Simplified Configuration for a Multi-Turn Variable Reluctance Resolver
[NO] 1024/1829 | E/H Plane Measurement System for On-Chip Antenna Radiation Patterns at mmWave/Sub-THz Frequencies: Application to a 100 GHz 1×2 Array
[NO] 1025/1829 | RTT NTN-Based Positioning With a Single Satellite in 6 G: A Geometric Framework
[NO] 1026/1829 | Agentic AI in Healthcare: Current Applications, Challenges, and Future Directions
[NO] 1027/1829 | Optical Intelligent Reflecting Surface-Aided VLP: Light Spot Coverage Scheduling and Geometry-Aware Localization
[NO] 1028/1829 | Temperature Forecasting of Practical Operating HTS Cable Based on LSTM Network
[NO] 1029/1829 | From One Victory Party to Another Victory Party: Reflections on Decades of Engagement with IEEE COMPSAC and the Evolution of Computing
[NO] 1030/1829 | Magnetic Microrobot Swarms for Navigating Intestinal Environments
[NO] 1031/1829 | Gradient-based adaptive twisting-like algorithm with asymptotic convergence
[NO] 1032/1829 | A Physics-Informed Deep Denoising Method for DAS Vehicle Trajectories
[NO] 1033/1829 | Focus Measure Evaluation and Optimization for Robotic Embryo Biopsy in Bright-Field Microscopy
[NO] 1034/1829 | Multi-Ring Geometric Shaping Method For OFDM-FSO System
[NO] 1035/1829 | Menstrual Cycle Prediction with Wearable and Personal Historical Information: Heterogeneous Effects Across Irregularity Profiles
[NO] 1036/1829 | Adversarial Generation of Multi-Turn Debates for Hate Speech Mitigation via Retrieval-Augmented Generation
[NO] 1037/1829 | Comprehensive Energy Management for Rural Microgrids: Integrating LSTM Forecasting and Kalman-Filtered MPC for Stochastic EV Loads
[YES] 1038/1829 | A Multi-Language Parser Pipeline for Software Analysis and Verification
[NO] 1039/1829 | The Co-Evolution of AI and Cybersecurity: Attacks, Defenses, and Future Directions
[NO] 1040/1829 | Operational Optimization Strategy for Steam Turbine Deep Peak Regulation Considering Dynamic Thermal Stress Constraints
[NO] 1041/1829 | Discrimination-Improved Olfactory Robot Facilitating Real-Time and Robust Inspection for Chemical Leakage
[NO] 1042/1829 | Semantic Governance Paradigm of Heterogeneous World Models for Agentic AI Systems
[NO] 1043/1829 | Plenary Panels
[NO] 1044/1829 | CriticIDS: LLM-Augmented Intrusion Detection with AutoML and Explainability for IoT Networks
[NO] 1045/1829 | Fourier Ptychographic Microscopy Reconstruction via Structure Tensor Total Variation Regularization
[NO] 1046/1829 | Power Minimization for Pinching-Antenna Systems: Flexible Hybrid NOMA Perspective
[NO] 1047/1829 | From Bedside to Population Health: A Federated Governance Framework for Clinical Information Models in the Spanish National Health System
[NO] 1048/1829 | Deep Prototype-Calibrated Learning for Multi-Class Assessment of Osteoporotic Status Using Knee Radiographs
[NO] 1049/1829 | Exploring Lower-Limb PPG Signals for Biometric Identification
[NO] 1050/1829 | Efficient Multivariate LSTM Forecasting of HVAC Energy Consumption in IoT-Enabled Smart Buildings
[NO] 1051/1829 | Prior-Informed Normative EEG Scoring for Alzheimer's Detection: Framework and Cross-Paradigm Boundary Analysis
[NO] 1052/1829 | What Makes Usability Smells Detectable? On the Role of Representation in Interaction Log Analysis
[NO] 1053/1829 | From Explanations to Reflective Questions in Human-AI Decision-Making
[NO] 1054/1829 | Extending DiGaBo with Visual Interactions for Computing Education
[NO] 1055/1829 | Enhanced Stability and Lithographic Patterning of CsPbBr
                    <sub>3</sub>
                    /ZnS Core-Shell Nanocrystals
[NO] 1056/1829 | 2026 IEEE Conference on Serious Games and Applications for Health (SeGAH)
[NO] 1057/1829 | Robust CNN-Based Channel Equalization for LEO Satellite OFDM Systems
[NO] 1058/1829 | Regulate Crystallization of CsPbI
                    <sub>2</sub>
                    Br Films via Doping Acetylene Black
[NO] 1059/1829 | PI Controller Design for Interleaved Boost Converter with Direct Coupled Inductors
[NO] 1060/1829 | Generation of Dual-Frequency Pulse Signals Based on Self-Mode-Locking Optoelectronic Oscillator
[NO] 1061/1829 | Data-Driven Inference of Passivity Properties via Gradient Flows and Finite-Time Stabilization
[NO] 1062/1829 | Proceedings of the IEEE: Stay Informed. Become Inspired.
[NO] 1063/1829 | Robust Trajectory Tracking for Autonomous Vehicles under Extreme Crosswind: A PSO-GA-Optimized Dual-Loop Control Approach
[NO] 1064/1829 | Hybrid JIT-CUDA Graph Optimization for Low-Latency Large Language Model Inference
[NO] 1065/1829 | Comprehensive Modeling for Nomadic Human-Centric Lighting (HCL)
[NO] 1066/1829 | Dataflow-Oriented Classification and Performance Analysis of GPU-Accelerated Homomorphic Encryption
[NO] 1067/1829 | Internal Temperature Monitoring of Lithium-Ion Batteries Based on Deep Learning With Ultrasonic Multifeature Decoupling
[YES] 1068/1829 | Toward Reliable LLM Code Generation: Adaptive Routing Framework for Ambiguous Requirements
[NO] 1069/1829 | Insecure Operating Scenario Synthesis for RES-Integrated Power System: A Physics-Pattern Constrained Generative Learning Approach
[NO] 1070/1829 | Scheduling Over Untrusted 6G Networks: An HGNN-Augmented Reinforcement Learning Approach for Joint Delay-Security Guarantees
[NO] 1071/1829 | SVCNet: Generative Semi-Supervised Learning for Robust NILM Appliance Identification
[NO] 1072/1829 | Dual-Channel Event-Triggered Scaled Consensus for Multiagent Systems on Time Scales Under DoS Attacks
[NO] 1073/1829 | Perceived Stress and Quality of Sleep in Relation to Internet Addiction Among Female Undergraduate Health Sciences Students in the Uae
[NO] 1074/1829 | An Acoustically Actuated Micro-clamprobot
[NO] 1075/1829 | Time-Domain Demodulated Fiber Temperature Sensor Using a Sagnac Loop Composed of Erbium-Doped Fiber
[NO] 1076/1829 | Sliding Mode Control for Spacecraft Constrained Attitude Reorientation Using Navigation Functions
[NO] 1077/1829 | Sparse frequency-modulated signal generation based on parallel photonic mixing using optical frequency combs
[NO] 1078/1829 | Fully Soft Switched Single Stage Bridgeless Isolated PFC Converter With Low Number of Components
[NO] 1079/1829 | PEDSTC 2026 TOC
[NO] 1080/1829 | Inter-vector-mode Brillouin-enhanced multiple-wave mixing in microstructured optical fiber
[NO] 1081/1829 | Highly Sensitive Gas Pressure Sensor Based on Fabry-Perot Interferometers and the Vernier Effect
[NO] 1082/1829 | Computing-Aware Orchestration for Wide-Area LLM Training over Optical Networks
[NO] 1083/1829 | A Dual-Band Photodetector Based on van der Waals Barrier Engineering
[NO] 1084/1829 | A 56 Gb/s NRZ O-Band Microring Modulator with 1.6THz FSR for DWDM Applications
[NO] 1085/1829 | Adaptive System for StepMania 5 Students using Large Language Models
[NO] 1086/1829 | Popularity-Aware Cooperative Content Caching in MEC via Deep Active Inference and Adversarial Semi-Bandit Learning
[NO] 1087/1829 | A Collaborative Rehabilitation-Exercise Serious Game for People with Stroke and their Caregivers: A Pilot Study
[NO] 1088/1829 | Boosting Throughput in Cache-Enabled Cognitive Radio Networks via Interference Cancellation
[NO] 1089/1829 | HTD-GMD: Hyperspectral Target Detection Based on Generative Self-supervised Learning with Mamba and Diffusion Models
[NO] 1090/1829 | Development of an Integrated Scanning Ion Conductance Microscope Probe and Its Application in Cell Imaging
[NO] 1091/1829 | Temporal Structure Encoding Drives Accurate and Robust Temporal Processing in Spiking Neural Networks_supp1-3695017.pdf
[NO] 1092/1829 | Coalitional Game-Based Clustered Federated Learning for Mitigating Data Heterogeneity in Wireless Networks
[NO] 1093/1829 | A Privacy-Preserving Scheme Based on Attribute and Homomorphic Encryption for Trustworthy Multi-Agent Data Management in Intelligence Edge Networking
[NO] 1094/1829 | Ensembling Convolutional and Transformer Architectures for Retinopathy of Prematurity Screening in Neonatal Fundus Images
[NO] 1095/1829 | A Spatial XR Tangible User Interface Prototype for Forceps Assisted Vaginal Delivery
[NO] 1096/1829 | GraviLDP: A Topology-Direct Graph Generative Framework Under Local Differential Privacy_supp1-3722055.pdf
[NO] 1097/1829 | Ontology-Free Biomedical Knowledge Graph Induction (OF-Bio-KG)
[YES] 1098/1829 | PR-Aware Automated Unit Test Generation: Challenges and Opportunities
[NO] 1099/1829 | Study on deep peak regulation and economy of coal-fired cogeneration units based on extraction compression heat storage
[NO] 1100/1829 | Beyond Lexical Overlap: A Multi-Dimensional Evaluation Framework for Arabic Retrieval-Augmented Generation Systems
[NO] 1101/1829 | Research on Smart Meter Fault Diagnosis Based on Transformer-Encoder-BiGRU
[NO] 1102/1829 | Life in Play: A Serious Game in Immersive Virtual Reality for Activities of Daily Living Training in Hospitalized Adults
[NO] 1103/1829 | Research on Intelligent Analysis and Diagnosis Platform for Water Equipment Based on Whole Life Cycle Management
[NO] 1104/1829 | Privacy-Preserving Multi-Sensor Edge Intelligence Using Split Dual-LSTM Architecture for Real-Time Elderly Care
[NO] 1105/1829 | Towards Proactive Air Traffic Safety with Speech LLMs: Transcription, Attribute Tagging, and Readback Detection
[NO] 1106/1829 | TopoColor: Topology-Aware Region Correspondence for Line Art Colorization
[NO] 1107/1829 | Approximate Storage on Rate-Distortion Optimization in VVC Encoders: Impacts and Benefits
[NO] 1108/1829 | Forensic Identification of Forearm Veins using Improved Biometric Graph Matching
[NO] 1109/1829 | Efficient Placement in Distributed Co-Simulations of Multi-Energy Systems
[NO] 1110/1829 | Optimization of deep peak shaving operation of electric heating and heat storage combined with steam turbine
[NO] 1111/1829 | LEASARD: Low-Energy Deep Neural Networks for Autonomous Search-and-Rescue Drones
[NO] 1112/1829 | Proceedings of the 20th WiPSCE Conference on Primary and Secondary Computing Education Research
[YES] 1113/1829 | Large Language Model for Verilog Code Generation: Literature Review and the Road Ahead
[NO] 1114/1829 | How Do You Feel About Dinner? Developing a VR Multi-User Scenario to Foster Perspective-Taking in Adolescents with Anorexia Nervosa and Their Parents
[NO] 1115/1829 | AI-Enhanced Management and Control (MC) Architecture for Multi-Layer and Multi-Domain Optical Networks
[NO] 1116/1829 | Intelligent Adaptive Turbulence Compensation for Orbital Angular Momentum Free Space Optical Communication
[NO] 1117/1829 | Secure DMT Transmission Based on 3D Hybrid-Shaped 16QAM and Double Chaotic Encryption
[NO] 1118/1829 | Sliding Mode Control for Unbounded and Discontinuous Disturbances
[NO] 1119/1829 | Parallel Dual-FPI Microcavity Hydrogen Sensor Based on the Vernier Effect
[NO] 1120/1829 | Femtosecond Laser Enhanced DAS Optical Cable
[NO] 1121/1829 | Ultra-Broadband ENZ Modulator Based on Graphene–Black Phosphorus Hybrid Structure
[NO] 1122/1829 | Improved Multi-source Event Separation Strategy for Distributed Optical Fiber Sensor
[NO] 1123/1829 | A New Bipolar Bootstrap Topology for IGBT Switches
[NO] 1124/1829 | NeuroFlex-Cam: A Neural-Band-Controlled Compliant Laparoscopic Instrument for Dexterous Manipulation in MIS
[NO] 1125/1829 | Tunable and switchable all-fiber mode-locked laser based on a two-stage Lyot filter
[NO] 1126/1829 | Robust stability of event-triggered nonlinear moving horizon estimation
[NO] 1127/1829 | From Feasibility to Multi-criteria Optimization in Service Team Transport Scheduling: a Declarative and Metaheuristic Perspective
[NO] 1128/1829 | Conversational Transcription and Knowledge Graph Representation
[NO] 1129/1829 | From Supervised Baselines to Positive–Unlabeled Learning: Fake News Detection on the Truthseeker2023 Ground-Truth
[NO] 1130/1829 | RLAP: Revocable Lightweight Authentication Protocol for Adaptive Security in Internet of Drones
[NO] 1131/1829 | An Integrated Approach: From Findings and Questionnaires to Smart Learning Model Development for Public Universities of Afghanistan
[NO] 1132/1829 | A Study on Long-Horizon Stock Forecasting Failures With Deep Sequential Models
[NO] 1133/1829 | Channel Estimation Based on Position Prediction for Dynamic Multiple-RIS Aided Communication
[NO] 1134/1829 | Realization of Application-Aware Networking by Using Information-Centric Networking
[NO] 1135/1829 | A Single-Phase Non-isolated Buck-Boost AC-AC Converter with Bipolar Gain for DVR Applications
[NO] 1136/1829 | Nanoporous ZIF-8 with different crystal morphologies: preparation, properties, and applications
[NO] 1137/1829 | Numerical Modeling of Distributed Acoustic Sensing (DAS) for Traffic-Induced Road Vibrations
[NO] 1138/1829 | Leader–Follower Formation Control in Cluttered Environments via APF-Based Reference Shaping and Variable-Structure Control
[NO] 1139/1829 | Adaptive M-QAM Constellation Probabilistic Shaping Method for FSO OFDM System
[NO] 1140/1829 | A New Multi-level Inverter Topology Based on Cross-Switched T-Type Inverter
[NO] 1141/1829 | Hot Snare Enabled Magnetic Soft Continuum Robot for Nasal Polyp Resection
[NO] 1142/1829 | Entropy-Minimizing Active Sensing for Model-Based Anatomical Target Tracking
[YES] 1143/1829 | CovCraft: LLM-Guided Intelligent Framework for Constraint-Based Testing of Deep Learning Compiler Pipelines
[NO] 1144/1829 | Analog Radio-Over-Fiber for 6 G Fronthaul: Dynamic-Range Challenges and KAN-Based Digital Predistortion
[NO] 1145/1829 | Statistical Analysis of Dynamic Pupillary Light Responses Across Professional Collectives
[NO] 1146/1829 | Risk-Buffering-Oriented Multi-Scenario Coordinated Scheduling Method for Hydrogen-Electric Coupled Distribution Systems
[NO] 1147/1829 | Google Distance Matrix API and Healthcare Accessibility
[NO] 1148/1829 | Design and Development of a Collaborative Serious Game for Hospitalized Children: Translating CBT into Multiplayer Game Mechanics
[NO] 1149/1829 | Pico-Cloud: Cloud Infrastructure for Tiny Edge Devices
[NO] 1150/1829 | A 3D-Printed Soft Pneumatic Micro-Gripper with Switchable Adhesion
[NO] 1151/1829 | Online Federated Learning on Resource-Limited IoT Devices for Traffic Flow Prediction in Smart Mobility Ecosystems
[NO] 1152/1829 | A Fretting Position Estimation System using Audio Guided Guitar Performance Video Analysis
[NO] 1153/1829 | MLEA-AMR: A Multi-Domain Lightweight Expert Framework with SNR-Conditioned Attention for Robust Automatic Modulation Recognition
[NO] 1154/1829 | A Comparative Analysis of Security Vulnerabilities and Defense Mechanisms in Large Language Models
[NO] 1155/1829 | Acuity-DETR: Enhancing Perceptual Acuity for Small Object Detection in Driving Scenes
[NO] 1156/1829 | Towards a Model-Driven Framework for Agentic AI
[NO] 1157/1829 | Occupancy-Robust Layout–Material Co-Design for Channel-Statistics-Stable Wireless-Friendly Buildings
[NO] 1158/1829 | A Graphical Tool for Provenance Template Authoring: Visual Modeling and Automated PROV-N Generation
[NO] 1159/1829 | Inside the Channel: A Stochastic Analysis of the CSI for Wi-Fi Sensing
[NO] 1160/1829 | Actionable Counterfactual Explanations Using Bayesian Networks and Path Planning with Applications to Environmental Quality Improvement_supp1-3715603.pdf
[NO] 1161/1829 | Autonomy, Safety, and Social Design: Towards Designing Effective and Inclusive Technologies for Autistic Young Adults
[NO] 1162/1829 | Addressing Self-Criticism: The Development of a VR Experience
[NO] 1163/1829 | Three-Phase Imbalance Mitigation in Distribution Network Reconfiguration Under Typhoon Disaster
[NO] 1164/1829 | F2SDE: Joint 3D Deployment and Resource Allocation for UAV-Assisted Edge Computing in Urban Environments
[NO] 1165/1829 | Global AI Regulations for FAIR and Ethics in High-Risk Use Cases: A Comparative Review
[NO] 1166/1829 | Unveiling the Drivers of Developer Satisfaction: Causal Inference Perspective
[NO] 1167/1829 | Scalable Approach for Zero-Knowledge Proofs (ZKP): Reducing Proving Time with KZG Commitments
[NO] 1168/1829 | AI FoMO in SME Decision-Makers’ Reflections on AI Adoption: A Mixed-Method Approach
[NO] 1169/1829 | Econauts: A Gamification- and Microlearning-based (mobile) Approach to Foster Action Competence within the Circular Economy Transition
[NO] 1170/1829 | SLM-Arch: Trade-off Analysis and Optimized Hardware Design for Small Language Models
[NO] 1171/1829 | IEEE Transactions on Information Theory Publication Information
[NO] 1172/1829 | Runtime Verification of Interleaved Concurrent Systems with Shared-Variable Communication
[NO] 1173/1829 | GRAD: Graph-based Rationale-Aware Distillation with Prototype Contrastive Learning for Korean Short-Text Classification
[NO] 1174/1829 | Hallucination-Aware Hierarchical LLM for Autonomous UAV Mobility Control: A Safe Reinforcement Learning Approach
[NO] 1175/1829 | Semantic-Driven Task Offloading in Low-Altitude UAV-Assisted Wireless Networks
[NO] 1176/1829 | When the Audience Laughs with You: Effects of Virtual Audience Laughter Modality and Synchrony on Comedy Viewing in VR
[NO] 1177/1829 | Message from the Organizing Committee
[NO] 1178/1829 | Enhancing Machine Code for Multimaterial Printing of Magnetic Small Scale Robots
[NO] 1179/1829 | Safety-Prioritised Multimodal Navigation for Edge Smart Glasses with Constrained on-Device Language Models
[NO] 1180/1829 | A Study on Economic Evaluation and Operation Optimization of Steam Turbine under Deep Peak Shaving Conditions
[NO] 1181/1829 | Incremental Vision-Language Object Detection via Sparse Frequency Transform_supp1-3723720.pdf
[NO] 1182/1829 | Leveraging Large Language Models for Personalized and Context-Aware Persuasive Health Interventions: A Stress Management Case Study
[NO] 1183/1829 | Optimal Vulnerability Defense Decision-Making Based on the Attack-Defense Game on MulVAL Attack Graph in Industrial Control Systems
[NO] 1184/1829 | Task-Level Robust Optimization for Home Energy Management Considering Appliance Startup Uncertainty
[NO] 1185/1829 | AI-Driven Mapping of Contextual Communications to Enterprise Processes
[NO] 1186/1829 | Monolithic Integration of Mg-Free Trench-Gate MOSFETs and μLEDs
[NO] 1187/1829 | CHL-YOLO: A Lightweight Detector for Complex SAR Ship Detection
[NO] 1188/1829 | ESCA-Net: Knowledge-Guided Encoder-Shared Classification and Auxiliary Segmentation Network for Multi-Label Catheter Malposition Assessment in Chest Radiographs
[NO] 1189/1829 | A Fair and Trustworthy Blockchain-Based Framework for Cross-Platform Worker Allocation in Mobile Crowdsensing
[NO] 1190/1829 | Feasibility-Aware Boundary-Adaptive Adversarial Policies for Autonomous Driving Scenario Testing
[NO] 1191/1829 | A PINN-EIT-Based Dynamic Decoupling Method for Coupled Plantar Pressure–Impedance Signals
                    <sup>*</sup>
[NO] 1192/1829 | StarDTox : Is Fairness in Language Models Just a Few Prompts Away?
[NO] 1193/1829 | Quantum-Inspired Adaptive Control and Multi-Objective Optimization for Floating Offshore Wind Turbines Under Time-Varying Aero-Hydrodynamic Uncertainties
[NO] 1194/1829 | Welcome Page
[NO] 1195/1829 | Resource-Aware Climate Modeling for Regional Adaptation under Data Scarcity
[NO] 1196/1829 | From Consumer Electronics to Intelligent Surgery: AI-Driven AR for Surgical Assistance
[NO] 1197/1829 | Air-Ground Cooperative ISAC with MEC: Resolving Resource-Utility Tradeoff for 6G Vehicular Perception
[NO] 1198/1829 | Evaluating the Performance of Large Language Models in Aspect-Based Sentiment Analysis: Cyprus Hotel Reviews
[NO] 1199/1829 | ACFD: Heterogeneous Graph Neural Networks for Aircraft Cable Faulty Node Diagnosis
[NO] 1200/1829 | Distributing Inference in the User Plane of Complex Network Topologies with DUNE
[NO] 1201/1829 | THz Emission in Cylindrical Field Effect Transistor with Non-idea Boundary Condition
[NO] 1202/1829 | Optimal Design of Non-exclusive Redundant Modules in DC Power Distribution Unit
[NO] 1203/1829 | A Nonlinear Control Strategy for Path Following Using Variable Virtual Reference speed
[NO] 1204/1829 | Dynamic Interaction Mitigation and Frequency Stability Improvement in Hybrid Grid-Forming and Grid-Following Inverters during Fault Ride-Through
[NO] 1205/1829 | Foundational Changes of Quantum Mechanics, Electronics and Optoelectronics
[NO] 1206/1829 | An Equivalent-Linearization based Approach to the Computation of the Locus of a Perturbed Relay System for Plant being a Lure System
[NO] 1207/1829 | Highly sensitive refractive index sensor based on surface plasmon resonance effect in a hollow-core negative curvature fiber
[NO] 1208/1829 | High Step-Up Quadratic Converter With Countinuous Input Current and ZVS Operation
[NO] 1209/1829 | Urban Dynamics Unveiled: Prompt-driven Building Fine-grained Change Detection
[NO] 1210/1829 | Seg2Vector: Remote Sensing Road Graph Extraction via Segmentation-to-Vector Transformation
[NO] 1211/1829 | Effective Mining Approach of Incremental Maximal Frequent Itemset Using Closed Candidates
[NO] 1212/1829 | Highly-Scalable and Adaptive Virtual Network Embedding in Large-Scale LEO Satellite Networks
[NO] 1213/1829 | GestRunner: A Persuasive Gesture-Based Game for Mitigating Sedentary Behaviors in Workplaces
[NO] 1214/1829 | Differential Evolution With Search Space Adaptation
[NO] 1215/1829 | Supporting Context-Aware AI-Augmented Data Extraction Features for Industrial Technical Documents
[YES] 1216/1829 | Architecture Recovery Revisited: A Hybrid Knowledge Graph and LLM-Based Approach
[NO] 1217/1829 | Facilitating Informed Privacy Decisions in Smart Homes: Design Principles for Contextualized Data Permission Justifications
[NO] 1218/1829 | Proposing an AI-Assistant to Help Teachers Analyse and Modify Computational Problem Solving Activities
[NO] 1219/1829 | M^2 -DFU: Multi-Mode Dataflow Architecture for Adaptive and High-Efficiency Data Processing
[NO] 1220/1829 | A Dual-Polarized Spoof Surface Plasmon Polaritons Antenna with Wide Bandwidth and High Gain-Stability
[NO] 1221/1829 | Area-Efficient and High-Performance 3T CFET Cells Enabled by an Embedded Interconnect Layer (EI-CFET) With Sequential Integration
[NO] 1222/1829 | A Robust Design for Power Minimization in Uplink BackCom Assisted Hybrid NOMA With Bounded Channel Error Sets
[NO] 1223/1829 | Ecosystem Level Inference Redundancy (ELIR): A Quality-Oriented Cross-Platform Reuse Framework for Sustainable AI Ecosystems
[NO] 1224/1829 | Design and Implementation of an Authentication and Authorization Mechanism Based on Unix Domain Sockets
[NO] 1225/1829 | An Architecture of Media Analysis Platform for Analyzing Posts on Social Networking Services from Multiple Perspectives
[NO] 1226/1829 | Table of Contents
[NO] 1227/1829 | Lightweight Multimodal Deception Detection in High-Stakes Videos
[NO] 1228/1829 | Machine Learning-Aided Design of Antioxidants for Natural Ester Insulating Oils: A Hybrid DFT and Feature Engineering Approach
[NO] 1229/1829 | Spatial-Temporal Decoupled Invertible Neural Networks for Skeleton-Based Video Anomaly Detection
[NO] 1230/1829 | Finite-blocklength Fluid Antenna Systems
[NO] 1231/1829 | A 2-DoF Biomimetic Robotic Ankle-Foot System with Dual-Actuator Spatial Linkage and Real-Time EMG-ConViT Control
[NO] 1232/1829 | A Visual Application Domain Level DSL for Blockchain
[NO] 1233/1829 | From Semantic Models to Sustainability Intelligence: A Review of Knowledge-Driven Reasoning in Smart Building Digital Twins
[NO] 1234/1829 | LEHiD: LLM-Empowered Hierarchical DRL Framework for Path Planning in UAV Networks
[NO] 1235/1829 | Newborn Bathing Virtual Reality: An Immersive Approach to Neonatal Hygiene Education
[NO] 1236/1829 | Nurse Against Time: A 2D Serious Game Proof-of-Concept to Promote Break-Taking Through Time–Energy–Morale Trade-offs
[NO] 1237/1829 | The Co-Evolution of Computing, IEEE CS, and COMPSAC: Shaping the Future
[NO] 1238/1829 | Research and Application of Anomaly Detection in Communication Network Transmission Based on Artificial
[NO] 1239/1829 | TypeBandit: Type-Level Context Allocation and Reweighting for Effective Attribute Completion in Heterogeneous Graph Neural Networks
[NO] 1240/1829 | Redesign of an Exergame Console for Children with Autism Spectrum Disorder
[NO] 1241/1829 | Polarity Drift and Feature Entanglement in Cross-Domain Sentiment Analysis: Evidence from Amazon Product Reviews Case Study
[NO] 1242/1829 | Artificial Intelligence-Assisted Simulation of Non-Insulated Superconducting Windings
[NO] 1243/1829 | Does Semantic Heterogeneity Matter? Investigating Multi-Modal Feature Fusion for HPC Performance Modeling
[NO] 1244/1829 | The Rigidity Paradox: Decoupled Drift and Attribution in Cross-Domain Clinical ML Monitoring
[NO] 1245/1829 | Modeling and Analysis of 10Base-T1S Network with IEEE 802.1Qav Traffic Shaping
[NO] 1246/1829 | Grounded Physics Representations Enable Causal Reasoning in Language Models
[NO] 1247/1829 | How Data-Driven Linear Power Flow Approximations Impact OPF
[NO] 1248/1829 | Comparative Heatmap Explanations for Deep Learning-Based Breast Density Classification
[NO] 1249/1829 | Turkish Subword Segmentation: A Unified Intrinsic-Extrinsic Analysis
[NO] 1250/1829 | Framework for Intrusion Detection in IoT Networks: A Lightweight Soft-Voting Ensemble of XGBoost and LightGBM with Explainable AI
[NO] 1251/1829 | Enabling Large Language Model Based Data Synthesis in Wireless Mesh Network Configuration for Internet of Things
[NO] 1252/1829 | Exploring Opportunities for Developing Persuasive Technologies for Coping with Racism
[NO] 1253/1829 | On the Impact of Event Log Complexity on Process Model Conformance: An Empirical Study on Clinical Processes
[NO] 1254/1829 | Language-Grounded Strategy-Following Multi-Agent Deep Reinforcement Learning for Controllability of Real-World Applications
[NO] 1255/1829 | BoostSAGE: A Weighted Ensemble Framework for Explainable Financial Fraud Detection
[NO] 1256/1829 | Oblivious FM-Index: Secure Full-Text Indexing
[NO] 1257/1829 | From Passive Viewing to Active Participation: An AR Visualization and Interaction System for Enhanced Spectator Experience in Sports
[NO] 1258/1829 | An Empirical Study on Multi-Label Classification of Mixed VPN-Encrypted Traffic
[NO] 1259/1829 | Spectral-Spatial Joint Optimization of In-line Filtering for Cascaded ASE Noise Management in 1000-km Unrepeatered Transmission
[NO] 1260/1829 | Oracle: A BERT-Based Workload Predictor for LLM Inference
[NO] 1261/1829 | A New Topology of Active Impedance Source Inverters with a Promising Feature of Low Blocked Voltages on Semiconductors
[NO] 1262/1829 | High-precision Laser Doppler length measurement system based on adaptive technology and spectrum shift
[NO] 1263/1829 | Environment-Aware Deep Reinforcement Learning for Flexible Manufacturing System With Multiautonomous Mobile Robot_supp1-3715713.pdf
[YES] 1264/1829 | GasZero: A Neuro-Symbolic Approach to Solidity Gas Optimization
[NO] 1265/1829 | Granular Feedback in Human-AI Interaction: Exploring Trade-Offs in Ambient Intelligence
[NO] 1266/1829 | Analytical Modeling and Voltage Gain Analysis of a Z-Source-Based Half-Bridge Inverter with Coupled Inductors and Continuous Input Current
[NO] 1267/1829 | Nonlinear Control of a Fully-Actuated UAV
[NO] 1268/1829 | Towards a Conceptual Change of 7th Grade Students regarding Artificial Intelligence
[NO] 1269/1829 | Comparing Head-Mounted and Handheld Augmented Reality Instructions for Manual Assembly Tasks Under Increasing Spatial Task Complexity
[NO] 1270/1829 | Quantum-KIP: Kernel Inducing Points for Quantum Privacy
[NO] 1271/1829 | Demand-Aware Identification of High-Fidelity Link Sets in Quantum Networks
[NO] 1272/1829 | Browser Fingerprinting Using Webassembly
[NO] 1273/1829 | Evaluating AI-Powered Honeypots for Edge Security: Threat Detection Performance on Resource-Constrained Iot Devices
[NO] 1274/1829 | Deep Learning Applications in Arctic Sea Ice Remote Sensing: A review
[NO] 1275/1829 | LetterShip: a serious mobile game for teaching children to read
