[2026-06-11 23:22:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-10
正在获取论文...
[arXiv] 2026-06-10 | Adaptive, efficient, and scalable water wave modeling with dispersive hyperbolic systems
[NO] 1372/1890 | Modeling and Transient Synchronization Stability Analysis of Fractional-Order Converters
[NO] 1373/1890 | Trident: Efficient FPGA Acceleration of XMSS Tree in Post-Quantum Signature Scheme SLH-DSA
[NO] 1374/1890 | Exploring Physics Education: Andromeda-Adventure a Serious Immersive Game
[NO] 1375/1890 | A Bayesian Neural Network Approach for Probabilistic Breaking Force Prediction of ACSR Conductors with Uncertainty Decomposition
[NO] 1376/1890 | Wearable Metabolic Sensing for Thermal Comfort Control in Smart and Energy-Efficient Buildings
[NO] 1377/1890 | Flight Toward Learning: Integrating the DRL Simulator as a Motivational and Educational Strategy in STEM Early Engineering Students
[NO] 1378/1890 | Human-Centric Anomaly Detection in Surveillance Videos Using YOLO-World and Spatio-Temporal Deep Learning
[NO] 1379/1890 | ESD Breakdown Voltage and Leakage Improvement Through Lithography Process Optimization
[NO] 1380/1890 | Secondary Throughput Maximization for an UAV Based Cooperative Jammer in RIS aided Energy Harvesting in Secured Cognitive Radio Networks
[NO] 1381/1890 | Trihedral Corner Reflector Capped by Photonic Crystal Resonator for Mm-Wave Angular Sensing
[NO] 1382/1890 | Diameter–Modulus–Coupled Sensitivity Enhancement of Thin-Diameter Fibers in Low-Modulus Hydrophones
[NO] 1383/1890 | ETRLO-3D: Efficient Transparent 3D Reconstruction with Limited Observations
[NO] 1384/1890 | Electromagnetic Properties Inspection during Heat Treatment Cooling Process Using Pulsed Eddy Current Testing
[NO] 1385/1890 | A Machine Learning Stacking Ensemble for Cerebral Stroke Prediction and Early Risk Assessment
[NO] 1386/1890 | Confidence-Driven Sensorless Adaptive Optics for Target Recognition Using SPGD Optimization
[NO] 1387/1890 | High-Speed Multi-Level Signaling Using a Two-Dimensional Symbol Map and Intermediate-Level Inserted Symbol Representation
[NO] 1388/1890 | Role of Best Reconfigurable Intelligent Surface in Enhancing Secure Outage Performance of Rayleigh Fading Channels
[NO] 1389/1890 | Vision Transformer-Based Detection of Lung Diseases from Chest X-Ray Images
[NO] 1390/1890 | A Minimalist CMOS Memelement-Based Neuromorphic Architecture for Energy-Efficient Spike-Driven Pattern Classification
[NO] 1391/1890 | A Coupled-Charge Driven Reverse-Recovery SPICE Model for SiC MOSFETs Considering Quasi-Floating Channel Effects
[NO] 1392/1890 | Research on quality prediction of industrial processes based on deep learning with missing data
[NO] 1393/1890 | Intelligent Algorithm-Driven XR Film Content Production and User Precision Reach Mechanism
[NO] 1394/1890 | A DFT Clock Control Block Design and Implementation for Scan-Based Testing
[NO] 1395/1890 | Support-Guessing Decoding Algorithms in the Sum-Rank Metric
[NO] 1396/1890 | CT-CoherXAI: A Coherence-Driven, Explainable Ensemble Framework for Lung Cancer Classification from Chest CT Images
[NO] 1397/1890 | TransPortal: A Portable Portal-Based Locomotion Technique
[NO] 1398/1890 | Image-Quality-Guided Consistency-Alignment Network for Fault Diagnosis
[NO] 1399/1890 | DAPT-XLMR: A Domain-Adaptive Transformer Framework for Binary Depression Detection in Bangla–English-Banglish Code-Mixed Social Media Texts
[NO] 1400/1890 | Computing Scheme for Space-Air-Ground Integrated Edge Computing Networks: A Reputation Blockchain-Enabled FRL Approach
[NO] 1401/1890 | Real-Time Detection Algorithm of Metal Surface Minor Defects Based on Improved YOLOv8
[NO] 1402/1890 | Optimization of Artificial Intelligence Algorithms Based Federated Graph Learning
[NO] 1403/1890 | Benchmarking Local Vision-Language Models on an Edge Device for the Visually Impaired
[NO] 1404/1890 | Predictive Analysis of Nifty Stock Trends Using Ensemble Methods
[NO] 1405/1890 | Enhancing Security in Multicasting Over Nakagami-0.5 Fading Channel with Opportunistic Relaying and SC Diversity Scheme
[NO] 1406/1890 | Anomaly-Based Network Intrusion Detection Using Random Forests
[YES] 1407/1890 | Minimization of Reversible Logic Circuits Using A* with Lookahead
[NO] 1408/1890 | Lower-Voltage-Stress Reduced-Switch 31-Level Cascaded Inverter for EV and Aircraft Systems
[NO] 1409/1890 | Mapping the Landscape of Machine Learning Research Through Clustering
[NO] 1410/1890 | Analysis of College Students' Physical Exercise Behavior Characteristics based on Convergence-Feedback Ant Colony Optimization
[NO] 1411/1890 | Zero-Shot Personalized Speech Synthesis via High-Fidelity Speech Guidance
[NO] 1412/1890 | Explainable Multi-Modal Ensemble Learning for Flood Prediction from SAR and Optical Satellite Imagery
[NO] 1413/1890 | Spectral-Thermal Dynamics and Urban Heat Island Evolution in New Damietta, Egypt
[NO] 1414/1890 | Agent-Based Model for Real-Time Forest Fire, Early Warning and Alerting System
[NO] 1415/1890 | Space-Filling Experimental Design and Optimization Strategy for Complex Constrained Environments
[NO] 1416/1890 | Trap-Based Modeling and Mechanisms of Non-Monotonic Hot-Carrier Degradation in Cryogenic CMOS Devices_supp1-3701063.docx
[NO] 1417/1890 | COSMO: Contrastive Satellite Image Embedding Techniques Reflecting Expert Weather Bulletins
[NO] 1418/1890 | A Hierarchical Transformer–CNN Fusion Model for Classification of Mustard Leaves: Distinguishing Healthy, Abiotic Disorder, and Alternaria Leaf Blight Disease
[NO] 1419/1890 | IoT-Based Smart Aquaculture Monitoring and Automation System
[NO] 1420/1890 | LatentGW-RiskNet: A Latent Fingerprint–Based Autoencoder Framework for Three-Class Groundwater Risk Assessment
[NO] 1421/1890 | Spatio-Temporal Impact of Agroclimatic Variables on Rice Yield in Bangladesh: A Comparative Machine Learning Approach
[NO] 1422/1890 | FedDPI-SH: A Quality and Similarity Aware Federated Learning Framework for Medical Image Analysis
[NO] 1423/1890 | HBA: Hijacking-based Backdoor Attack for Vertical Federated Learning
[NO] 1424/1890 | Reliability Assessment of Multi-state Performance Sharing Systems with Lag Dependence under Epistemic Uncertainty
[NO] 1425/1890 | AI-Powered Secure e-Voting System with Facial Recognition for Real-Time Voting Authentication
[NO] 1426/1890 | Design of an External Sensing Configuration for a Broad Range of Circular PCF SPR Biosensors
[NO] 1427/1890 | Deep Hybrid Forecasting Engine for Real-Time Enterprise Revenue Prediction and Business Trend Analysis
[NO] 1428/1890 | A Comparative Study of Deep Learning Models for Automated Identification of Indigenous Flowers of Bangladesh
[NO] 1429/1890 | Brain Tumor Detection Using Vision Transformer and CNN with Explainability
[NO] 1430/1890 | A Hybrid Stacking-Based Framework for Multiclass Road Accident Severity Prediction with Interpretable SHAP Analysis
[NO] 1431/1890 | State-of-the-Art Deep Learning Architectures for Brain Tumor Segmentation: A Review
[NO] 1432/1890 | TNOD: A High-Precision Tri-Modal Dataset for Non-Cooperative Object
[NO] 1433/1890 | Model-Free End-to-End Learning for Probabilistic Shaping in IM/DD Systems
[NO] 1434/1890 | Bank Customer Churn Prediction Using a Reproducible and Explainable Machine Learning Framework
[NO] 1435/1890 | NeuroFusionNet and CNN-Based Models for Detecting Cassava Leaves Disease: Insights using Grad-CAM Explainability
[NO] 1436/1890 | Synergistic Prompting for Complementarity and Consistency in Incomplete Multi-View Clustering
[NO] 1437/1890 | Reconfigurable Wideband-to-Narrowband Filter Low-Noise Amplifier With Intrinsic Switch-Off Operation
[NO] 1438/1890 | Distributed Scenario Q-Learning Control for Multiagent Systems with Uncertain Cost Functions
[NO] 1439/1890 | Design of Adaptive Steady-State Fading Memory Filter for Servo Drive Systems Under Maneuvering Conditions
[NO] 1440/1890 | Development of an IoT Based Transformer-Centric General-Purpose Thermal and Electrical Safety System
[NO] 1441/1890 | Intelligent Macrocell-Femtocell Handover Management Using Deep Reinforcement Learning
[NO] 1442/1890 | On usage of artificial intelligence on pulmonary diseases in neonates: a systematic literature review
[NO] 1443/1890 | Administrative Committee Information
[NO] 1444/1890 | Enabling Large Step Strain Demodulation with High Bandwidth Utilization Ratio for Single-shot DAS
[NO] 1445/1890 | Secure Ultrasound Video Steganography Using Fractal Star Sweep and Deep Learning
[NO] 1446/1890 | Voltage-Based Synchronous Rectification for a Resonant FB DC Transformer with Output-Parallel Resonant Capacitor
[NO] 1447/1890 | State Space Models over Directed Graphs_supp1-3702346.pdf
[NO] 1448/1890 | Editorial: TPEL Special Section on Visionary Papers: Setting the Course for the Next Generation of Power Electronics Innovation
[NO] 1449/1890 | Secure Quantum Uplink MIMO System with Rydberg Atomic MIMO Receivers
[NO] 1450/1890 | Strengthening Treatment Adherence in Clubfoot Management Through AI-Supported Co-Production: A Conceptual Perspective
[NO] 1451/1890 | Interpreting what Attention Mechanisms “Know” in Language Models: A Systematic Review
[NO] 1452/1890 | 2026 IEEE 56th International Symposium on Multiple-Valued Logic (ISMVL)
[NO] 1453/1890 | Inter-Arrival Time Driven Intrusion Detection for DoS Traffic in Cloud Networks Using Smote-Enhanced Deep Learning Optimization
[NO] 1454/1890 | Physics-Informed Model Reduction With Coriolis/Centripetal Force Terms Cancellation in 4PPa-2PaR Parallel Manipulator
[NO] 1455/1890 | Fish Farm Pro: Sustainable Vertical Aquaculture Practices for Improving Fish Farming Productivity in Bangladesh
[NO] 1456/1890 | An IoT-Based System for Parkinson's Disease Detection Employing Hybrid Machine Learning Models
[NO] 1457/1890 | Domain Adversarial Neural Networks for Gender-Fair Speech Emotion Recognition
[NO] 1458/1890 | NeuroShield-Diabetes: A Hybrid Nature-Inspired Neural Cryptography and Machine Learning framework for Privacy-Preserving Diabetes Data Sharing in Consumer Health
[NO] 1459/1890 | Federated Graph-Transformer Synergy for Early Alzheimer's Detection: A Dual-Modal Approach
[YES] 1460/1890 | The Next Frontier for AI-Generated Kernels: Correctness
[NO] 1461/1890 | Table of Contents
[NO] 1462/1890 | UC-Secure Multi-Factor Authentication with Dynamic Password Recovery and Fine-Grained Access Control_supp1-3700850.pdf
[NO] 1463/1890 | IEEE CEM Open
[NO] 1464/1890 | Keyword Index
[NO] 1465/1890 | Table of Authors
[NO] 1466/1890 | Blank Page
[NO] 1467/1890 | IEEE Internet of Things Journal Publication Information
[NO] 1468/1890 | A System for Evaluating Compliance with Instructional Design Standards: A Formal Specification Approach Using Semantically-Rich Models
[NO] 1469/1890 | Robot Teaching Assistant for Answering Student Questions in Higher Education: A Pilot Study
[NO] 1470/1890 | Research of PCB Rogowski Coils for On-line Monitoring Partial Discharge
[NO] 1471/1890 | Sustainable Lean-Based Integrated Optimization for Urban Waste Sweeping with Non-Motorized and Motorized Fleets and Operational Constraints
[NO] 1472/1890 | A Statistical Method for Cable Main Tray Materials Based on PDMS Database Research and Development
[NO] 1473/1890 | Live Learning Methodology: Its Impact on Satisfaction, Perceived Usefulness, and Competency Development in Engineering
[NO] 1474/1890 | A Static Voltage Stability Index Evaluation Method Considering Distribution Network Resilience
[NO] 1475/1890 | LuzIA: Transforming University Self-Study with Artificial Intelligence
[NO] 1476/1890 | A Machine Learning-Based Ridge-Meta Ensemble Model for Electrical Load Forecasting in Integrated Energy Systems
[NO] 1477/1890 | Assessment of New Energy Carrying Capacity and Identification of Weak Links in Distribution Networks
[NO] 1478/1890 | Equivalent Modeling Method for Virtual Synchronous Generator Converters Based on Hierarchical Clustering
[NO] 1479/1890 | An Adaptive Voltage Control Approach Employing Distributional Soft Actor-Critic for Coordinated PV and BESS Systems
[NO] 1480/1890 | How Machines Learn to Decide When to Alarm: A Case Study on Temperature Control
[NO] 1481/1890 | Anode Screen Effect on the Electroplated Nickel Layer
[NO] 1482/1890 | Low-Cost Concrete Manipulatives for Multivariable Calculus: A Classroom Pre-Post Study on Selfefficacy and 3D Reasoning
[NO] 1483/1890 | Exploratory SVM Modeling of Facial Angular Asymmetry Using the Triglyceride-Glucose Index
[NO] 1484/1890 | Quantum-Resistant Cryptography for Secure IoT Communication Systems
[NO] 1485/1890 | Exploring Mentor Motivation in Participating in an International Congress on Engineering Education
[NO] 1486/1890 | BI-RADS Classification of Breast Tumors in Ultrasound Using Convolutional Autoencoder-Based Feature Extractor
[NO] 1487/1890 | Day-ahead Robust Pricing Strategy for Load Aggregators Considering User Response Uncertainty
[NO] 1488/1890 | Effect of Semiconductor Surface Characteristics &amp; Cleaning Chemicals on Contact Angle Measurement
[NO] 1489/1890 | Emerging Trends of Gender Bias Within Students' Evaluation of Teaching (SET) in Higher Education: a Mini-Review and Bibliometric Analysis
[NO] 1490/1890 | A Robust LinUCB for Optimal User Selection in Fatigue-Aware Demand Response
[NO] 1491/1890 | Enhancing Cybersecurity Education with Retrieval-Augmented Generation: A Virtual Teaching Assistant Approach
[NO] 1492/1890 | A Framework for Critical AI Literacy in Engineering Education: Preparing Students for an Algorithmic Future
[NO] 1493/1890 | Study on Broadband Power Fluctuations and Losses of DC-Link Capacitors in T-Type Three-Level Flexible Interconnection Equipment
[NO] 1494/1890 | Sensitivity Enhancement of Quantum Radar Using Entangled Single Photon Source for Military Defense Security
[NO] 1495/1890 | Power-Loop-Embedded Capacitor-Current Active Damping for Low-THD Islanded VSG–LCL Inverters
[NO] 1496/1890 | Study of Propellants for Muzzle Velocity Enhancement in Medium Caliber Gun Ammunition
[NO] 1497/1890 | Calculation Method for Induced Voltage in Non-Fully Parallel Lines
[NO] 1498/1890 | An Explainable MFCC-Based Deep Learning Framework for Song Emotion Recognition
[NO] 1499/1890 | Faster Estimation of Hilbert Transform for Photoacoustic and Ultrasound Biomicroscopy Applications
[NO] 1500/1890 | A Methodology for Development and Characterization of PVA-Based Phantoms for Breast Elastography
[NO] 1501/1890 | Analysis of Resistance Performance of High Dose Boron Doping
[NO] 1502/1890 | Research on EMT Simulation of Power Systems Based on Coordination of ADPSS and MATLAB/Simulink
[NO] 1503/1890 | Innovative Generative AI-Resistant Assessment Methods for Engineering Education in the AI Era
[NO] 1504/1890 | Beyond Geography: A Multidimensional Approach for New Geography Economic and Practical Application in Engineering Education
[NO] 1505/1890 | Impact of Contrast Limited Adaptive Histogram Equalization on Banknote Recognition
[NO] 1506/1890 | Challenges in Generalizing Automated Breast Density Classification Across Mammography Datasets
[NO] 1507/1890 | A Comparative Study on Data Structures for Power Electronical Circuit Topology Derivation
[NO] 1508/1890 | Liquid Democracy: An Annotated Reading List
[NO] 1509/1890 | Editors' Introduction
[NO] 1510/1890 | SONIC: Event-Driven Gate-Level Simulator of Ternary VLSI Circuits using Delta Cycles
[NO] 1511/1890 | Event-Triggered YOLO Segmentation for Measuring Drop-Induced Cavities Over Submerged Sediments
[NO] 1512/1890 | A Multimodal Large Language Model Approach for Cross-modal Alignment of Remote Sensing Imagery and Open Source Intelligence
[NO] 1513/1890 | Identify Imaging-Genomics Association in Adolescents via Decentralized Parallel Independent Component Analysis
[NO] 1514/1890 | Design and Development of High-Current E-mode GaN p-FET and Complementary Logic Circuits on UID-GaN/AlGaN Platform
[NO] 1515/1890 | SCM-Label: A Spectral Correction-based Pseudo-Label Generation Method for Dual-Polarization SAR Image Colorization
[NO] 1516/1890 | Research on the Development of Satellite Communication Network Technology for Low-Altitude Economy
[NO] 1517/1890 | Spatially Adaptive Tensor Regularization for Sanjiangyuan-1 Multispectral Image Destriping to Enhance AI Interpretation
[NO] 1518/1890 | Big Data Analysis for Forest Cover Prediction with PySpark
[NO] 1519/1890 | Explainable Gradient-Boosted Malware Detection Using SHAP and Static PE Features
[NO] 1520/1890 | TomatoNet-R50: A ResNet50-Based Deep Learning Architecture for the Detection of Tomato Leaf Disease
[NO] 1521/1890 | EffiViT-Hybrid: A CNN–Transformer Framework for Pancreatic Cancer Detection from CT Images
[NO] 1522/1890 | A 27-year Longitudinal Study on the Structure of the Internet Topology: Scale-freeness and Preferential Attachment
[NO] 1523/1890 | Trend and Anomaly Detection of Weather Variables and Their Agro-Implications for Mango Cultivation in Rajshahi
[NO] 1524/1890 | Differential Performance Analysis of Schmitt-Trigger-Based SRAM Arrays for Low-Power Applications
[NO] 1525/1890 | Automated Vegetation Encroachment Monitoring in Power Line Corridors Using Deep Semantic Segmentation of Uav Imagery
[NO] 1526/1890 | MC-BCNet: MobileNet Family-Based Feature-Fusion CNN with Grad-CAM and Monte Carlo Dropout for Efficient Breast Cancer Screening
[NO] 1527/1890 | An Analytical Theory of Avalanche Breakdown in p-n Junctions Derived From Semiconductor Band Structure_supp1-3698391.pdf
[NO] 1528/1890 | Transfer Learning-Based Explainable Deep Learning Model for Lung Cancer Detection Using CT Scan Images
[NO] 1529/1890 | PestVRrice: A Unity3D-Based Virtual Reality System for Paddy Field Pest Identification and Farmer Training
[NO] 1530/1890 | Forensic Invariant Learning for Synthetic Image Detection: Bridging Benford's Law and Topological Analysis with Machine Learning Ensembles
[NO] 1531/1890 | RBE-Sent: A Synthetic Roman Bengali-English Code-Mixed Dataset For Sentiment Analysis
[NO] 1532/1890 | A Comparative Study of Classical and Hybrid Quantum Machine Learning Models for Skin Lesion Classification Using Latent Feature Embeddings
[NO] 1533/1890 | SwinEffNet: A Hybrid Transformer-CNN Architecture for Lemon Leaf Disease
[NO] 1534/1890 | Adaptive Neural Network with Dynamic Feature Weighting for Enhanced Power Grid Stability Prediction
[NO] 1535/1890 | A Comprehensive Precision Agriculture Framework: Automated Plant Disease Identification and Categorization Through Cutting Edge Deep Learning Frameworks
[NO] 1536/1890 | Cross-Domain Few-Shot Adaptation of Siamese Networks for Robot Initial Localization
[NO] 1537/1890 | Federated AI Framework for Distributed Smart Healthcare at the Edge
[NO] 1538/1890 | Development of a Compact Slotted Patch Antenna for Early Stage Breast Tumor Detection Using Microwave Technology
[NO] 1539/1890 | A Mean-Value Performability Assessment of IoMT Systems Based-on Stochastic Reward Net and Fuzzy Lz-transform Method
[NO] 1540/1890 | Privacy-Aware Edge-Based Intelligent Video Analytics for Scalable Crowd Management in Smart Cities
[NO] 1541/1890 | Enhanced Feature Selection for Motor Imagery-Based Brain-Computer Interface: A Comparative Study of Hippopotamus Optimization Algorithm with Riemannian and CSP Techniques
[NO] 1542/1890 | Automated Clinical Discharge Summary Generation
[NO] 1543/1890 | Parametric Analysis and Variety Classification of Rice Grains Using Machine Learning and Deep Learning Models
[NO] 1544/1890 | Machine Learning Meets XAI: Grad-CAM Visualization for Enhanced Lung and Colon Cancer Detection
[NO] 1545/1890 | Implementation and Testing of B-Dot Algorithm on CubeSat 2U Nanosatellite Prototype
[NO] 1546/1890 | Experimental Evaluation of Planar Inductors for Application in Buck-Type DC-DC Converters
[NO] 1547/1890 | Distributed consensus filtering against hybrid attack under FlexRay transmission strategy
[NO] 1548/1890 | Design and Analysis of a Broadband Corner-Modified Square Patch Antenna for Sub-6 GHz 5G Applications
[NO] 1549/1890 | A Hybrid Quantum-Post-Quantum Framework for Secure Data Encryption Using Adaptive Steganography
[NO] 1550/1890 | Freezetune ASR: A Selective Freezing and Genetic Algorithm (GA) Based Selective Fine Tuning for Accent Robust English Speech Recognition
[NO] 1551/1890 | Visual Orientation Posterior for Post-Retrieval UAV Geo-Localization
[NO] 1552/1890 | Spatiotemporal Modelling of Urban Crime: Chicago and Los Angeles
[NO] 1553/1890 | Centroid Stability Index-Driven Mahalanobis Clustering for Robust Mental Health Assessment of College Students
[NO] 1554/1890 | A Data Mining Driven Machine Learning Framework: Intelligent Early Detection of Kidney and Liver Diseases Using Electronic Health Records
[NO] 1555/1890 | Optimized Random Number Generator for Power and Area Efficiency
[NO] 1556/1890 | Accurate Approximation of Higher-Order Statistics of Channel Capacity in Log-Normal Fading
[NO] 1557/1890 | DysLSTM: A Deep Sequential Framework for Dyslexia Prediction with Comparative Analysis of Baseline and Advanced Models
[NO] 1558/1890 | Sensorless Control of Dual Three-Phase PMSM Using a Subspace Decoupling-Based Fuzzy Super-Twisting Sliding Mode Observer
[NO] 1559/1890 | LLM-Guided Adaptive Compensator: Bringing Adaptivity to Robotic Feedback Control With Large Language Model_supp2-3700674.mp4
[NO] 1560/1890 | A Control-Oriented High-Power-Factor Interleaved PFC-PSFB EV Charger for Intelligent Two-Wheeler Charging Applications
[NO] 1561/1890 | Ai-Powered Simulation for Smart City Traffic Flow Management
[NO] 1562/1890 | Near-Infrared Spectroscopy with Chemometrics for Non-Destructive Classification of Mineral, Purified, and Tap Water
[NO] 1563/1890 | A Unified Full Speed Domain Rotor Position and Speed Estimation Method Based on Adaptive Multifrequency State Observer for IPMSM Sensorless Drives
[NO] 1564/1890 | Machine Learning - Driven Student Ranking for Efficient University Accommodation Allocation
[NO] 1565/1890 | Automated Detection of Pelvic Bone Metastases in Radionuclide Bone Scan Images Using a Dual-Stream Cross-Attention Transformer Model
[NO] 1566/1890 | MediVoiceAI: A Real-Time, Confidence-Aware Voice Assistant for Healthcare Front-Desk Automation Using Large Language Models
[NO] 1567/1890 | Martian Mineral Formation Analysis Based on Martian Mineral Corpus and Knowledge Graph_supp1-3702055.pdf
[NO] 1568/1890 | Multi-Dimensional Perception of Two-Channel Skin-Stretch: Effects of Cue Pattern and Spatial Configuration
[NO] 1569/1890 | A Real-Time Go-Based Active Scraper for OEM Vulnerability Detection in Converged IT–OT Environments
[NO] 1570/1890 | SMART: Scalable Motion-Adaptive Robust Tracking in Complex Motion Scenarios
[NO] 1571/1890 | Fine-Tuning Pre-Trained Faster R-CNN to Reduce False Positives in Guardrail Damage Detection from Dashcam Images
[NO] 1572/1890 | t-SNE-Based Analysis of Brain State Dynamics During Reading of AI vs Human Writing
[NO] 1573/1890 | A Novel Notched-Gate LDMOS for Robust Reliability via Electric Field Modulation and Low Gate Charge on 55-nm BCD Platform
[NO] 1574/1890 | A Proposed Tuning Algorithm for Closed-Loop VFDs to Reduce Input Current THD Using LC Filtering
[NO] 1575/1890 | Variational Bayesian Joint Measurement Anomaly and Noise Inference Filter for Robust Cellular/MEMS-INS Localization
[NO] 1576/1890 | Bayesian Wind Forecast Correction for Real-Time CVaR-Based UAV Path Replanning Using Onboard Telemetry
[NO] 1577/1890 | A Compact and Reliable ACT Gate Driving Scheme Based on Active Clamp Paradigm
[NO] 1578/1890 | PELS Membership
[NO] 1579/1890 | Volumetric Near-Field Electromagnetic Sensing of Creatinine in Urine Using a 3D-Printed Bifilar Helical Platform
[NO] 1580/1890 | Post-Die-Bond Defect Detection in Semiconductor Packaging AOI Under Extreme Data Scarcity: Copy-Paste Augmentation and Leakage-Aware Evaluation
[NO] 1581/1890 | QANet: A Neural Framework for Quality Assessment of Instance Segmentation in Microscopy Imaging
[NO] 1582/1890 | Optimizing Probability Breast Cancer Diagnosis based Random Forest using Ant Colony Algorithm
[NO] 1583/1890 | Faster R-CNN-Based Fracture Localization in Radiographs Using a Resnet-50 Backbone
[NO] 1584/1890 | Dual-Mode Linear Cross-Polarization Converter-Based Highly Sensitive Refractive Index Sensor_supp1-3700132.docx
[NO] 1585/1890 | A GaN Device with Self-Generated Negative Voltage for Enhanced Turn-Off Reliability
[NO] 1586/1890 | CardioGuard: An Intelligent System for Early Heart Disease Prediction
[NO] 1587/1890 | A Large Language Model-Driven Reinforcement Learning Framework for Intelligent Employee Performance Optimization
[NO] 1588/1890 | Integrated Multi-Modal Ensemble (IMME) for Zero-Day Attack Detection in IIoT
[NO] 1589/1890 | Deep Ensemble Learning for Early Crops Leaf Disease Classification and Risk Reduction
[NO] 1590/1890 | Guessing-Flipping Decoding Framework for Short Polar Codes in 6G
[NO] 1591/1890 | Multi-Class Kidney Disease Classification from CT Images Using Explainable Deep Learning
[NO] 1592/1890 | Face Recognition Using Pre-Trained CNN Embeddings and a Custom Deep Neural Network
[NO] 1593/1890 | Explainable Deep Learning for Accurate Multi-Crop Leaf Disease Classification in Intelligent Agricultural Systems
[NO] 1594/1890 | Short Time-scale Analysis of Dead-time Effect in Dual Active Half-Bridge Converter
[NO] 1595/1890 | AI Driven Multimodal Arrival Time Prediction for Urban Autorickshaw and Bus Networks Using GPS Telemetry and Demand–Supply Analytics
[NO] 1596/1890 | Design and Optimization of Novel Heterostructure SPR Sensor for Wide-Range Refractive Index Sensing
[NO] 1597/1890 | ANN-Cache: Accelerating Approximate Nearest Neighbor Search Via Caching_supp1-3700562.pdf
[NO] 1598/1890 | Caf4AVC: LLM-Enhanced Collaborative Framework for Attribute Value Canonicalization in Open KBs
[NO] 1599/1890 | Resilient Edge Intelligence for Industrial IoT: A Non-Parametric MoE-Based Training–Inference Co-Design Framework for Multimodal Data
[NO] 1600/1890 | <b>Relationships Between the Busy Beaver Function and Mathematics I: What is the Smallest</b>
                    <i>n</i>
                    such that BB(n) &gt;
                    <sup>...</sup>
                    ?
[NO] 1601/1890 | Generative Feature Imputing—A Technique for Error-Resilient Semantic Communication
[YES] 1602/1890 | LLM-Integrated Declarative Program Analysis
[NO] 1603/1890 | IEEE Transactions on Cognitive and Developmental Systems Information for Authors
[NO] 1604/1890 | Strategizing At Speed: A Learned Model Predictive Game for Multi-Agent Drone Racing_supp1-3701568.mp4
[NO] 1605/1890 | Secure Consortium-Based Blockchain-IPFS Framework for Scalable Electronic Health Record Management
[NO] 1606/1890 | Machine Unlearning in Smart Grids: A Cautionary Tale of Infrastructure Vulnerability_supp1-3701875.pdf
[NO] 1607/1890 | Low-Frequency Magnetic Induction Tomography for Superparamagnetic Iron Oxide Nanoparticles based Stroke Imaging_supp1-3699665.pdf
[NO] 1608/1890 | The Investigation of Emotion Cognition in Autism Spectrum Disorder: A Multi-dimensional and Multi-stage Path Analysis_supp1-3701793.pdf
[NO] 1609/1890 | Detection of Myocardial Infarction Using VCG and Neural Networks Based on Cardiac Wall Analysis
[NO] 1610/1890 | Enhancing AI Powered Cyber Defense: An Explainable and Resilient Framework for Future Intelligent Warfare
[NO] 1611/1890 | Interpretable Two-Stage PPG Framework for Cerebrovascular Risk Assesment via Intermediate Blood Pressure Modeling
[NO] 1612/1890 | Language Identification in Multilingual Texts using a Shared Alphabet via Fractal Dimension Analysis
[NO] 1613/1890 | A Novel Approach to Silicon Pitting Mitigation - The Role of Oxygen in Annealing Processes
[NO] 1614/1890 | Quantifying Narrative Dominance: The “Authenticity Trap” and Data-Driven Decision Support in Cognitive Warfare
[NO] 1615/1890 | Faculty'S Role in the Artificial Intelligence Era. Our Continuing Changing Challenge
[NO] 1616/1890 | ViM-Q: Scalable Algorithm-Hardware Co-Design for Vision Mamba Model Inference on FPGA
[NO] 1617/1890 | A Hybrid Model for Short-Term Wind Power Prediction Incorporating Improved CEEMDAN and Causal Feature Selection
[NO] 1618/1890 | Impedance Stability Analysis and Enhancement Strategies for Photovoltaic-Storage Microgrids
[NO] 1619/1890 | PM2.5 Forecasting in Almaty: A Benchmarking of Advanced Deep Learning and Hybrid Models
[NO] 1620/1890 | Comparisons of Electric Field Profiles in Various Oil-Paper Insulation Structures of Power Transformers
[NO] 1621/1890 | A Distribution Network Reconfiguration Method Considering Flexible Regulation of Air-Conditioning Loads
[NO] 1622/1890 | Development of a Secure IoT-Based System for Real-Time Monitoring of Medical Image Equipment
[NO] 1623/1890 | Distributed Adaptive Robust Voltage/VAR Control for Active Distribution Networks
[NO] 1624/1890 | Diagnosis Method for Operating Conditions of Substation Equipment based on Voiceprint Recognition Technology
[NO] 1625/1890 | Integrating an Educational Chatbot Into Higher Education: A Case Study in Telecommunication Engineering
[NO] 1626/1890 | SIGACT News Complexity Theory Column 129
                    <b>Compressing Correlated Randomness</b>
[NO] 1627/1890 | Emerging Tech Ad
[NO] 1628/1890 | Discrete-Time Value Iteration-Based Position Tracking Control for Electro-Hydraulic Systems With Unmeasured States
[NO] 1629/1890 | Leveraging a passive MRAM crossbar for hardware-in-the-loop and continual learning_supp1-3702001.pdf
[NO] 1630/1890 | TrojanGPL: Vulnerability Analysis and Mitigation of Backdoor Attacks on Graph Prompt Learning
[NO] 1631/1890 | Study on the Peeling Mechanism of Aged Layer Removal from Silicone Rubber Sheds Using Pulsed Laser
[NO] 1632/1890 | A General Analysis of Passive Component Sizing for Current-Sourced Buck Converters
