[2026-02-17 09:35:37] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-16
正在获取论文...
[arXiv] 2026-02-16 | ALiA: Adaptive Linearized ADMM
[NO] 969/1678 | An Enhanced Multi-Source Domain Adaptation Framework for Grounding Fault Diagnosis in Urban Rail Transit Systems under Varying Operating Conditions
[NO] 970/1678 | Design of Optimal Spatial Layout System for Ecological Environment Based on GIS Technology
[NO] 971/1678 | Characterization of Photonic Crystal Fibers for Terahertz Signal Transmission in 6G Networks
[NO] 972/1678 | Cultivation of Industry-Oriented Digital Transformation Service Providers Based on Structural Equation Modeling
[NO] 973/1678 | Edge-FIT: Federated Instruction Tuning of Quantized LLMs for Privacy-Preserving Smart Home Environments
[NO] 974/1678 | HVS-Patroller: A Frank–Wolfe Guided Multi-Robot Patrolling Learning Framework
[NO] 975/1678 | A MOOC Dropout Prediction Algorithm Incorporating Behavioral Sequences and Weights
[NO] 976/1678 | ESP32-Based Water Monitoring System Using Wi-Fi, LoRa, and Cellular Telecommunication Networks
[NO] 977/1678 | How Gen AI Enhance Critical Thinking in Argumentative Writing: An Empirical Study
[NO] 978/1678 | Secure Quantum Key Distribution over Hybrid Photonic–Telecom Platforms
[NO] 979/1678 | Application Research on Automated Aerial Survey of UAVs Based on Pure Bearing Passive Positioning and Multi-Beam Detection
[NO] 980/1678 | Research on Settlement Mechanism for Special Scenarios in Electricity Spot Markets Cleared by Locational Marginal Price
[NO] 981/1678 | An Early Warning Method Combining Autoencoder and Local Attention Mechanism for K-12 Education
[NO] 982/1678 | Smart Grid NOMA Resource Allocation Optimization Using Quantum Approximate Techniques
[NO] 983/1678 | Comparative Analysis of Predictive Accuracy: Revenue Estimation Based on Electricity Consumption Forecasts versus Historical Billing Data
[NO] 984/1678 | The Impact of the Innovation of AI Education System Based on the TAM and SOR Theory on Students' Flow Experience
[NO] 985/1678 | Stray Current Distribution in Shaanxi Power Grid over a Large Area
[NO] 986/1678 | Educational Theory-Enhanced DKVMN: Improving Interpretability and Predictive Performance in Knowledge Tracing
[NO] 987/1678 | Designing High-Throughput Event-Driven Architectures for E-Commerce Fulfillment at Global Scale
[NO] 988/1678 | Educational Innovation Driven by Physiological Signal Monitoring: Research Contexts and Future Trends
[NO] 989/1678 | Multi-Robot Map Fusion Using an N-Mutation Particle Swarm Optimization Algorithm
[NO] 990/1678 | Research on the Optimal Distribution Demand Response Strategy Based on Limited Resources
[NO] 991/1678 | DSP: A Statistically-Principled Structural Polarization Measure
[NO] 992/1678 | Harmonic-Constrained Optimal Modulation for Converters Connected to a Distorted Grid
[NO] 993/1678 | DOJS: A Distributed Online Joint Scheme to Optimize Cost in Mobile Edge Networks
[NO] 994/1678 | 2025 Optical Communication, Photonics, Telecommunications, and Intelligent Machine Applications (OPTIMA)
[NO] 995/1678 | GIRST 2025 Cover Page
[NO] 996/1678 | WECE 2025 Committees
[NO] 997/1678 | CAPLAI: AI-assisted Lifecycle Provisioning for GPU data centers
[NO] 998/1678 | MASCOTS 2025 Cover Page
[NO] 999/1678 | Partial Discharge Mitigation of Medium-Voltage, Medium-Frequency Dry-Type Transformers Using Semiconductive Screening
[NO] 1000/1678 | Robust Localization in Modern Cellular Networks using Global Map Features
[NO] 1001/1678 | Speak and Be Known: Authenticating Users via Ear Canal Deformation on Earbuds
[NO] 1002/1678 | Adaptive Detection Algorithms for Multiple Targets Combining Latent Variable Models and Sparsity
[NO] 1003/1678 | An Advanced Index Modulation Scheme for V2I Communications: Reflection Modulation-Assisted Adaptive Space Shift Keying
[NO] 1004/1678 | Large Language Model-Enhanced Deep Reinforcement Learning for Secure Data Collection in Low-Altitude Economy Networking
[NO] 1005/1678 | An Efficient Lightweight Network for Underwater Small Object Detection
[NO] 1006/1678 | A Cellular Market Model for Social Welfare Maximization through a Subsidization Scheme
[NO] 1007/1678 | PiSO: Pipelined Selection Optimization Framework for Preprocessed Data and DL Models on ABP Estimation using MIMIC-IV
[YES] 1008/1678 | MAQ-Retrieval: Multi-Aspect Queries Retrieval for Large Language Models
[NO] 1009/1678 | An Explainable ML Approach to Modeling Trust in HRI
[NO] 1010/1678 | Cyberpsychology: Emotion as the Hidden Driver of Social Behavior in Online Networks
[NO] 1011/1678 | APPNet: Automatic Feature Partitioning-Based Parameter Personalized Network for Conversion Prediction in E-commerce
[NO] 1012/1678 | Optimized Framework for Separation of Low-bitrate Speech and Background Sound
[NO] 1013/1678 | Emerging Trends and New Developments in Value-Added Assessment in China (2015-2025): A Bibliometric Analysis Using CiteSpace
[NO] 1014/1678 | Attention Allocation in L2 Learners’ Writing Feedback: Eye-Tracking Contrasts Between GenAI and Teacher Multidimensional Feedback
[NO] 1015/1678 | Field-Effect Photodetectors Based on TMDCs: State of the Art and Future Trends
[NO] 1016/1678 | Photonic Neural Processors for Intelligent Telecommunications Infrastructure
[NO] 1017/1678 | A Fuzzy Adaptive Parameter Control Method for Wind Farm Active Frequency Support Considering Wind Speed Difference
[NO] 1018/1678 | Model Predictive Control and Energy-Saving Optimization of Permanent Magnet Synchronous Motor for Pumping Units
[NO] 1019/1678 | Can GenAI Help Pre-service Teachers Simplify Texts on Par with Experts?
[NO] 1020/1678 | A Novel Traveling Wave Fault Location Method for MMC-HVDC Transmission Lines Based on Complementary Ensemble Empirical Mode Decomposition and Hilbert Transform
[NO] 1021/1678 | Examining Learning Management System (LMS) Acceptance Effect on Student Academic Motivation (SAM) in Tertiary Level
[NO] 1022/1678 | A Blueprint for Accurate, Energy-Efficient DNN Inference via Capacitive In-Memory Processing
[NO] 1023/1678 | Research on Industrial Energy consumption prediction optimization based on VAE data augmentation
[NO] 1024/1678 | A Lightweight Prediction Method for Biases in Capacitor Voltage Transformers Calibration
[NO] 1025/1678 | Analysis of High-Temperature Electromagnetic Acoustic Transducer Simulation and Transuction Efficiency Improvement Method
[NO] 1026/1678 | Theoretical Research on Steering Characteristics of Multi-legged Wheel Robots
[NO] 1027/1678 | A Hybrid Store-and-Forward and Dynamic Channel Allocation Approach for SDN-Enabled LEO IoT Networks
[NO] 1028/1678 | Patterns and Perceptions of AI Tool Use Among High School Students: Pedagogical and Policy Implications
[NO] 1029/1678 | A Study on How Undergraduate Students Develop Digital Competence
[NO] 1030/1678 | Comparative Analysis of Burned Area Detection Using Sentinel-2 and Landsat 8/9 in the 2025 Türkiye Wildfires
[NO] 1031/1678 | Practical Strategies for Applying the Disparate Impact Remover at Inference Time
[NO] 1032/1678 | Explaining the 'Unexplainable' Large Language Models
[NO] 1033/1678 | Bootstrapping in the Loop: Multi-hop Question Answering via Alternating Decomposition and Retrieval
[NO] 1034/1678 | Adapting to Evolving Data: Test-Time Expert Aggregation for Imbalanced Tabular Regression
[NO] 1035/1678 | Building Human-Aligned AI through Representation Augmentation and Structuring
[NO] 1036/1678 | Continual Learning on Evolving Graphs via Mutual Information Maximization across Dynamic Node Embeddings
[NO] 1037/1678 | Predictive Coding Networks and Inference Learning: Tutorial and Survey
[NO] 1038/1678 | SMTFL: Secure Model Training to Untrusted Participants in Federated Learning
[NO] 1039/1678 | Soldering and Peeling Commercial REBCO Tapes for Microwave Resonant Cavity
[NO] 1040/1678 | HyDRASim: A Versatile and Cycle-Accurate Simulator for Hybrid DRAM PIM-CPU Systems
[NO] 1041/1678 | : Generalizing and Adapting Robot Policies via Online Agentic Guidance_supp1-3664527.mp4
[NO] 1042/1678 | WEMA-VINS: Visual-Inertial SLAM With ELSED-MIS Line Filtering_supp2-3664654.mp4
[NO] 1043/1678 | Acute deep brain stimulation induces sustained changes in theta and gamma oscillations in Alzheimer&amp;#x2019;s disease model mice_supp1-3664396.docx
[NO] 1044/1678 | Improved Stability of Hybrid Flux Observer at Ultra-Low Speeds for PMSM Sensorless Control Considering DC Offsets
[NO] 1045/1678 | Static Eccentricity Detection in Permanent Magnet Synchronous Machines based on Embedded Linear Hall Sensors
[NO] 1046/1678 | Deep Learning-Enabled Data Synchronization for Non-Integer Time Lags in Wireless Structural Health Monitoring
[NO] 1047/1678 | Beyond LDP-FL: Independent Uplink–Downlink Privacy Protection in Federated Learning
[NO] 1048/1678 | Biomimetic Compliant Manipulator for Vascular Guidewire and Catheter Operations_supp2-3658048.mp4
[NO] 1049/1678 | A Survey on Generative AI for 3D CAD in Engineering
[NO] 1050/1678 | GIRST 2025 Copyright Page
[NO] 1051/1678 | High-capacity reversible data hiding in encrypted images via robust regression and deep-feature-guided prediction error encoding
[NO] 1052/1678 | 2025 International Conference on Intelligent Robotics and Automatic Control (IRAC)
[NO] 1053/1678 | Time-Optimized Safe Navigation in Unstructured Environments through Learning Based Depth Estimation_supp1-3662241.mp4
[NO] 1054/1678 | ICSESS 2025 TOC
[NO] 1055/1678 | SPIES 2025 Cover Page
[NO] 1056/1678 | ICSESS 2025 Commentary
[NO] 1057/1678 | Information, Technological, Computer and ChatGPT Usage among Senior High School Students
[NO] 1058/1678 | Designing Accessible Cybersecurity Curriculum for K-12 Educators: A Content Analysis of the PERFECT Project’s Framework
[NO] 1059/1678 | CryptoSRAM: Enabling High-Throughput Cryptography on MCUs via In-SRAM Computing
[NO] 1060/1678 | A Switching Localization and Coverage Path Planning Method Based on BDS and Visual-Inertial Odometry for Farmland Information Collection
[NO] 1061/1678 | Neural Network-Based Detection of Open and Closed-Circuit Faults in Single-Phase Voltage Source Inverters
[NO] 1062/1678 | Raspberry Pi–Driven Digital Twin of Optical Sensor Networks for Predictive Maintenance in Smart Campuses
[NO] 1063/1678 | Photovoltaic Error Analysis and Intelligent Operation Optimization of Power Stations in Complex Environments
[NO] 1064/1678 | A Photonic Communication Model for Enhancing Safety Messages in VANET Environments
[NO] 1065/1678 | Unintentional Islanding Detection Method based on Voltage and Reactive Power Adjustment in Grid-Forming Inverter Systems
[NO] 1066/1678 | Research on Glacier Extraction Methods for the Western Section of the Nyenchen Tanglha Mountains Based on Remote Sensing and Cloud Computing
[NO] 1067/1678 | Finite Element Analysis of Guided Wave Dispersion in Aluminum Sheaths with Coating Effects
[NO] 1068/1678 | Multi-Granular Encoder-Decoder Architecture for Explainable Fact-Checking via Multi-Task Learning
[NO] 1069/1678 | Performance Optimization of WiFi–LiFi Heterogeneous Networks for Autonomous Vehicle Platooning
[NO] 1070/1678 | A Hybrid Deep Learning Network with Attention Mechanism for Robust Human Activity Recognition Using Motion Sensors
[NO] 1071/1678 | Does Learning Emotion Tune Expression? Investigating Linguistic Adaptation in ChatGPT-4 for Math Tutoring
[NO] 1072/1678 | VQ-Gait: Codebook-based reconstruction for Occluded Gait Recognition
[NO] 1073/1678 | A 28nm 26.9 Mb/mm
                    <sup>2</sup>
                    x 43.1 TOPS/W Fully Digital Task-Flexible Compute-in-ROM/SRAM Macro for Energy-Efficient Edge AI Inference
[NO] 1074/1678 | Energy-Adaptive ESP32 Sensor Fusion Platform for Optical–Wireless Converged Smart Transportation Nodes
[NO] 1075/1678 | Task-Oriented MoE-LoRA: Expert Specialization and Routing for Remote Sensing Image Segmentation
[NO] 1076/1678 | Relay Protection Strategies for Renewable-Dominated Power Grids: A Review of Adaptive and AI-Based Approaches
[NO] 1077/1678 | Beyond Attention: The Critical Role of FFN Tuning in GQA-Based Large Language Models
[NO] 1078/1678 | AC and DC Power Flow Calculation Method in Distribution Networks Based on Power Electronic Transformers
[NO] 1079/1678 | Analysis of OTDR Trace Curves of Fiber-Optic Communication Lines in the Harsh Climatic Conditions
[NO] 1080/1678 | Optimization of Distribution Network Reliability Improvement Measures: A Quantitative Decomposition Approach for Enhanced Decision-Making in Power Systems
[NO] 1081/1678 | Self-switchable W-doped VO
                    <sub>2</sub>
                    Smart Radiative Film for Synergistic Indoor Air Conditioning Energy Conservation
[NO] 1082/1678 | Measuring Far-UVC Radiation using Off-the-Shelf Sensors and Spectrometer: a Comparative Study
[NO] 1083/1678 | Python-Based Architectural Framework of End-to-End BB84 Noise Simulation
[NO] 1084/1678 | Numerical Analysis of D-Shaped Optical Fiber Sensor for an Early Breast Cancer Detection
[NO] 1085/1678 | Robust Speech Event Detection Using Transformer Encoder and Mel Spectrogram for Speech-Guided Robot Navigation in Composite Sound Mixtures
[NO] 1086/1678 | Distributed Energy Dispatch for Energy Community Using Decision-oriented Net-load Prediction
[NO] 1087/1678 | A Fusion Framework for Anomaly Detection in IoMT Environment Using GraphSAGE and Performer Transformer
[NO] 1088/1678 | Machine Learning-Based Long-Term Forest Fractional Cover Estimation and Spatio-Temporal Attribution Analysis in Northeast China (2000–2021)
[NO] 1089/1678 | Music Listening, Mental Health, and Stress: A Computational Framework for Personalized Analysis and Recommendation
[NO] 1090/1678 | Model Context Protocol (MCP): Landscape, Security Threats, and Future Research Directions
[NO] 1091/1678 | Image-Guided Debiasing Distillation with Preference Alignment Across Multi-News Histories
[NO] 1092/1678 | Credibility Drift Attacks: LLM Crafted Adversarial Manipulations That Flip News Believability
[NO] 1093/1678 | Precision vs. Discovery: An Adaptive Agent Navigating the Cold-Start Trade-off
[NO] 1094/1678 | Web-Mined Hypothesis Generation for Financial Markets: An Autonomous Backtesting Framework
[NO] 1095/1678 | MerFT: A Framework for Social Conflict Meme Exploration via Multimodal Retrieval-Augmented Fine-tuning
[NO] 1096/1678 | KnowFC: Navigating Knowledge Conflicts in Large Language Model-based Fact-Checking
[NO] 1097/1678 | Fast-DataShapley: Neural Modeling for Training Data Valuation
[NO] 1098/1678 | G-TRAC: Graph-textual Representations Alignment for Cold-start Recommendations
[NO] 1099/1678 | Does Homophily Help in Robust Test-time Node Classification?
[NO] 1100/1678 | Attitude control experiment design for OPS-SAT Missions
[NO] 1101/1678 | Routing-Oblivious and Data-Efficient Network Tomography with Flow-based Generative Model
[NO] 1102/1678 | The generalized trifference problem
[NO] 1103/1678 | PRISMA: Physically-Aware Reasoning and Intelligent Semantic Mining Architecture for IoT Process Discovery Using Deep Learning and Large Language Models
[NO] 1104/1678 | G-CDNet: A Generalized Architecture for both Semantic and Binary Change Detection Tasks
[NO] 1105/1678 | From Sight to Touch: Haptic Sensory Integration Can Facilitate Multi-Limb Coordination
[NO] 1106/1678 | WiSACL: A subdomain adaptive Wi-Fi-based gesture recognition via contrastive learning
[NO] 1107/1678 | Smart Elevator with Reconfigurable Sensor Monitoring
[NO] 1108/1678 | The Microwave Remote Sensing Laboratory (MIRSL): 45 Years of Microwave Radar and Radiometer Development With a Look at Today
[NO] 1109/1678 | Proof of Unlearning for Semantic Knowledge Bases in Large Language Models-Enabled Semantic Communication
[NO] 1110/1678 | Safe Fairness Guarantees Without Demographics in Classification: Spectral Uncertainty Set Perspective
[NO] 1111/1678 | Harnessing Transferable Adversarial Examples via Multi-layer Attention-guided Spatial Transformations
[NO] 1112/1678 | Additional Reviewers
[NO] 1113/1678 | Multi-UAV Coverage Path Planning Based on Balanced Graph Partitioning
[NO] 1114/1678 | A Lightweight Adaptive Camera-Radar Fusion for Object Detection Under Fog-Haze Environment
[NO] 1115/1678 | CAP-SSM: Context-Aware Prototypes and Selective State-Space Modeling for Efficient Wearable Human Activity Recognition
[NO] 1116/1678 | Joint Denoising and Feature Selection for Leakage Identification in Mine Air-Supply Pipelines
[NO] 1117/1678 | Joint Multi-Frame Super-Resolution Reconstruction Approach for Video Imaging Based on Information Metasurfaces
[NO] 1118/1678 | Institutional Listings
[NO] 1119/1678 | Optimal Controller Design for Bidirectional DC-DC Converter in Battery Electric Vehicle System using the Adaptive Tabu Search Algorithm
[NO] 1120/1678 | Development of a Hitch Force Observer–Based Adaptive Path–Tracking Controller for Sway Suppression in Vehicle-trailer Systems
[NO] 1121/1678 | Interactive Spatial-Frequency Fusion Mamba for Multi-Modal Image Fusion
[NO] 1122/1678 | Integrated Perception, Communication, and Computation for Autonomous Vehicle and Road Infrastructure Network
[NO] 1123/1678 | Digital Twins and Predictive Analytics for Next-Generation Power Transmission Systems
[NO] 1124/1678 | An Improved Approach to UAV Path Planning
[NO] 1125/1678 | AI-Driven Fault Detection in Coherent Optical Systems Using Deep Convolutional Networks
[NO] 1126/1678 | Research on intelligent diagnosis technology for secondary circuits based on expert knowledge base
[NO] 1127/1678 | Drift-Driven 2DEG Surface Plasmons Analysis based on Electromagnetic and Hydrodynamic Views
[YES] 1128/1678 | From NOP to ADD and Beyond: A Novel Fault-Model Comprising Variable-Length Instruction Sets
[NO] 1129/1678 | A Study of the Impact of Collaborative Space on Learning Effect during C-steam Instruction
[NO] 1130/1678 | Adaptive-Weighted EKF and LiDAR–IMU Tight-Coupling Enabled GPS-Denied UAV Navigation
[NO] 1131/1678 | Low-Temperature High-Energy Photoluminescence in CdTe Films for Solar Cells
[NO] 1132/1678 | Isolation-Forest-Based Online Detection of Unbalanced Loads in Permanent Magnet Synchronous Motor
[NO] 1133/1678 | Integrated energy business investment risk model based on risk matrix method
[NO] 1134/1678 | Digital Transformation, Energy Saving, and Modernization of Communication Networks in the Gas Transportation Industry
[NO] 1135/1678 | Preventing Wildfires in Energy Transmission by Automatic Power Line Defects Detection Using Machine Learning and AI
[NO] 1136/1678 | Da Vinci: A Forensic Tool Recommendation System
[NO] 1137/1678 | Research on primary frequency regulation of high proportion new energy power system
[NO] 1138/1678 | Dynamic Mode-Multiplexed Optical Links for Data-Center Interconnections
[NO] 1139/1678 | Consumer Taste Classification Using Transformer and BiLSTM Models on EEG-fNIRS Signals for Neuromarketing Promotion
[NO] 1140/1678 | Correction Method for Renewable Energy Out of Limit Data Based on Time Series Prediction
[NO] 1141/1678 | Decomposition-Driven Transformer for Accurate and Trend-Aware Wind Power Prediction
[NO] 1142/1678 | Right-to-be-Forgotten by Design in Adapter-Tuned Transformers
[NO] 1143/1678 | SETBVE: Quality-Diversity Driven Exploration of Software Boundary Behaviors
[NO] 1144/1678 | Capturing User Interests from Data Streams for Continual Sequential Recommendation
[NO] 1145/1678 | Constructing Commonsense Knowledge Graph for Persona Consistency
[NO] 1146/1678 | Mixture of Adaptive Retrieval Experts for Veracity Assessment in the Human–LLM Mixed Generation Paradigm
[NO] 1147/1678 | Prompt Tuning without Labeled Samples for Zero-Shot Node Classification in Text-Attributed Graphs
[NO] 1148/1678 | Can LLMs Uphold Research Integrity? Evaluating the Role of LLMs in Peer Review Quality
[NO] 1149/1678 | Analogy-Augmented Uncertainty-aware Monocular Visual Odometry_supp1-3664426.pdf
[NO] 1150/1678 | Ultra-Compact Humidity Sensor Based on Twin-Core Fiber Tip Integrated Dual Microcavities
[NO] 1151/1678 | An Active Tangential Electric Field Probe for Switching Noise Diagnosis in Power Modules
[NO] 1152/1678 | Conservative Linear Envelopes for Nonlinear, High-Dimensional, Hamilton-Jacobi Reachability_supp1-3661791.pdf
[NO] 1153/1678 | Identification of Periodic Sensor-Reading Modification Attacks in Cyber-Physical Systems
[NO] 1154/1678 | Power Optimization in RIS-assisted SWIPT-IoT System with Discrete Phase Shift
[NO] 1155/1678 | Research on Base Station Energy-Saving Optimization Method Integrating Spatial Features and Temporal Modeling
[NO] 1156/1678 | A Four-Phase Spatio-Temporal and Quantum-Enhanced Framework for Traffic Speed Forecasting with Calibrated Uncertainty
[NO] 1157/1678 | 2025 4th International Conference on Energy Internet and Power Systems (ICEIPS)
[NO] 1158/1678 | BAG: Body-Aligned 3D Wearable Asset Generation
[NO] 1159/1678 | Modeling and Experimental Characterization of Microwave Propagation Properties in Laser-Induced Solid-State Plasma in Silicon Waveguides at 140-220 GHz
[NO] 1160/1678 | Two-Dimensional Vertical Photonic Crystal Waveguide Array for Multi-Analyte Mid-Infrared Sensing
[NO] 1161/1678 | High-Precision Resolver-to-Digital Conversion via Composite PLL with Noise Reduction
[NO] 1162/1678 | Modeling and Calibration of Posture-Dependent Denavit-Hartenberg Errors and Angular Positioning Deviations of a Six-Axis Robotic Manipulator
[NO] 1163/1678 | A High-Voltage-Gain Three-Port DC–DC Converter With Reduced Semiconductor Stress and Low Input Current Ripple
[NO] 1164/1678 | A time series based comprehensive energy optimization and scheduling method for carbon neutral energy storage
[NO] 1165/1678 | Design and Performance Analysis of Silicon Photonic Ring Resonators for High-Speed Modulation
[NO] 1166/1678 | NLP-based Cyber Threat Data Analysis with MITRE ATT&amp;CK Techniques
[NO] 1167/1678 | API Guardian: An Educational and Experimental Tool for Learning and Teaching the Verification and Validation of RESTful API Endpoints
[NO] 1168/1678 | An Evaluation Study on the Information Technology Application Competence of High School Physics Teachers in Smart Classrooms: Construction of an Event-Reason Graph Based on Lag Sequential Analysis
[NO] 1169/1678 | BCI-Mediated Unusual Storytelling for Enhancing Deep Attention in Higher Education
[NO] 1170/1678 | Five Dimensions and Four Integrations: A Study on the Competency Model and Innovative Training Paradigm for Top AI Talent
[NO] 1171/1678 | RadScheduler: Proactive Resource Scaling for Kubernetes-based RADIUS Authentication Services
[NO] 1172/1678 | Edge-Assisted LoRa–Optical Hybrid Communication Model for Ultra-Low-Power Smart Metering Systems
[NO] 1173/1678 | Atomic Oxygen Erosion Failure Mechanism and Performance Control Method of Polyimide Insulation in Space Motor Windings
[NO] 1174/1678 | Hybrid FSO–Satellite Architecture for Remote Monitoring Networks: Analysis and Evaluation
[NO] 1175/1678 | Research on Distribution System Resilience Enhancement Utilizing Mobile Resources to Improve Substation Supply Capacity
[NO] 1176/1678 | From Detection to Action: A Concept-Based Framework to Reduce Dwell Time in IT Infrastructure
[NO] 1177/1678 | Generative Artificial Intelligence Enabled STEM Learning: Community Garden Practices and Insights
[NO] 1178/1678 | Intelligent Monitoring and Power Management of Optical Telecommunication Networks Using Artificial Intelligence
[NO] 1179/1678 | An Empirical Study on the Teaching Effectiveness of Intelligent Adaptive Systems for Enhancing Students' Core Competences in Mathematics
[NO] 1180/1678 | Fault Location Method for Distribution Networks with Distributed Power Sources Based on Improved Binary Particle Swarm Optimization Algorithm
[NO] 1181/1678 | Electromagnetic Ultrasonic Measurement of Bolt Axial Stress Using Barker-Coded Pulse Compression: Modeling and Simulation
[NO] 1182/1678 | Mitigating Cryptocurrency Misuse: A Survey with a Cross-Domain Adaptive Framework
[NO] 1183/1678 | A Systematic Review of the Effectiveness of Adaptive Learning Systems in K-12 Education
[NO] 1184/1678 | HyperSolver: A Practical Unified Framework for Large-Scale Combinatorial Optimization
[NO] 1185/1678 | Industry-Oriented Instructional Design for High-Frequency Electronic Circuits: —A Project-Based Approach Using FM Transceiver Prototyping
[NO] 1186/1678 | Exploring the Application of Generative AI Agents to Higher Education: A Case Study of "Preschool Educational Psychology"
[NO] 1187/1678 | Photonics-Enabled LiFi Framework for Ultra-Low-Latency V2X and VANET Applications
[NO] 1188/1678 | Towards Trustworthiness in Agri-Data Sharing: The Role of Data and Processes in the Age of Human-Centred AI
[NO] 1189/1678 | SliceMon: Slice-aware SLA Monitoring in the Data Plane Using Ensemble Learning and In-band Network Telemetry
[NO] 1190/1678 | Deep Learning to Rank in Industrial Search Engines, Recommender Systems and Online Advertising: An Overview and New Perspectives
[NO] 1191/1678 | NILC: Discovering New Intents with LLM-assisted Clustering
[NO] 1192/1678 | Efficient Vector-Based Label Propagation for Massive Low-Rank Graphs
[NO] 1193/1678 | LLM Agent-based Shilling Attack on Recommender Systems
[NO] 1194/1678 | The Future of Personalized Universal Assistant
[NO] 1195/1678 | A Two-Timescale Learning-Based Stochastic Game for Energy-Efficient UAV Trajectory Planning and Replacement in Hierarchical Aerial Computing
[NO] 1196/1678 | Hybrid Intelligent Optimization of Path-Constrained Switched Systems With Free Switching Sequences
[NO] 1197/1678 | Text-guided Iterative Polymerization with Prototyping for Task-incremental Few-shot Infrared Moving Target Detection
[NO] 1198/1678 | Feature classification methods on measuring user engagement in social media campaigns_supp1-3664701.docx
[NO] 1199/1678 | UAV-Mounted RIS-Assisted Legitimate Surveillance Over Maritime Low-Altitude Communication Networks
[NO] 1200/1678 | State-Optimization Based Semantic SCMA Broadcast with Deep Reinforcement Learning in UAV-Assisted IoV Networks
[NO] 1201/1678 | DUPGT-CDR: Deep User Preference Gating Transfer for Cross-domain Recommendation
[NO] 1202/1678 | 2025 7th International Conference on Smart Power &amp;amp; Internet Energy Systems (SPIES)
[NO] 1203/1678 | Anti-Jamming Hybrid Beamforming in mmWave Systems via Riemannian Augmented Lagrangian Optimization
[NO] 1204/1678 | MPC-Based Power Management for Energy Efficiency and Li-ion Battery Degradation Mitigation in Off-Grid Hybrid Photovoltaic Inverters
[NO] 1205/1678 | LSTM-Based Automated Analysis of Laser-Groove Profiles in Wafer Dicing Using White-Light Interferometry Data
[NO] 1206/1678 | Real-Time, High-Resolution and Wide-Dynamic-Range Demodulation Algorithm for Fiber Fabry–Pérot Sensors
[NO] 1207/1678 | Automatic Generation of Lane-Level Road Topology Using Vision-Based Geometry
[NO] 1208/1678 | An Advanced Hierarchical Control Strategy for Modeling and Stability Evaluation of a Novel Series-Connected Energy Routing System
[NO] 1209/1678 | Real-Time Coverage Path Planning for Bone-Aware Robotic Ultrasound Scanning
[NO] 1210/1678 | WEMA-VINS: Visual-Inertial SLAM With ELSED-MIS Line Filtering_supp3-3664654.mp4
[NO] 1211/1678 | Online Targetless Camera-Lidar Extrinsic Calibration Using Object-oriented Semantic Feature
[NO] 1212/1678 | Channel Modeling Toward 6G in 3GPP Release 19
[NO] 1213/1678 | Dual Memristor-coupled Unidirectional Ring Neural Network: Abundant Hidden Firings and Application in Hardware Image Encryption
[NO] 1214/1678 | PAG-FL: Personalization via Adaptive Gradient Filtering in Federated Learning
[NO] 1215/1678 | Author Index
[NO] 1216/1678 | Keynotes
[NO] 1217/1678 | SPIES 2025 Author Index
[NO] 1218/1678 | Future-Proofing Video Quality Assessment: Objective Metrics for Holographic and XR Broadcasting (2026 Outlook)
[NO] 1219/1678 | Research and application of key technologies of illegal construction monitoring in urban villages based on real 3D modeling and GIS technology
[NO] 1220/1678 | LLM-Agmented Curriculum Knowledge Graph Construction: Improving NER Accuracy via Hybrid UIE Synergy
[NO] 1221/1678 | Advanced Cloud Computing and Machine Learning Framework for NDVI Time-Series Analysis and Environmental Change Detection
[NO] 1222/1678 | Inertia Evaluation Method for Power Systems with Integration of Wind Farms Under Colored Measurement Noise
[NO] 1223/1678 | Day-Ahead Net Load Forecasting Based on Similar-Period Selection and CNN-BiLSTM-Attention
[NO] 1224/1678 | Research on Primary School Teachers' Intention to Adopt Generative Artificial Intelligence in Teaching Based on the Technology Acceptance Model
[NO] 1225/1678 | The Correlation Between Ground Spectral Sampling Scale and the Representativeness of Observational Data
[NO] 1226/1678 | Geo-Temporal Tracking For Employee Engagement: Development And Evaluation Of A Web Application For Community Extension Services
[YES] 1227/1678 | Fault Detection in the Control- and Data-Path of Neural Networks
[NO] 1228/1678 | Research on Integrated Application of Substation Equipment Panoramic Perception, Diagnostic Prediction, and Intelligent Operation &amp; Maintenance System
[NO] 1229/1678 | Building Inclusive Learning Environments through Vocational Education Digitalization: Policy Evolution and Implementation (2012-2025)
[NO] 1230/1678 | Experimental Evaluation of Optical Signal-to-Noise Ratio Measurement in Coherent Communication Systems
[NO] 1231/1678 | DS-YOLO: Dual-Domain Background Suppression and Superpixel-Guided Attention for Ship Detection in Natural Cloud-Fog Scenes
[NO] 1232/1678 | Electromagnetic Coupling Simulation Technology of Transformers Based on Maxwell's Theory
[NO] 1233/1678 | A Study of the Application of Blended Learning Models in the Teaching of Emerging Liberal Arts Practical Courses
[NO] 1234/1678 | SafeChat: AI-Driven Real-Time Scam Risk Scoring for Messaging Applications
[NO] 1235/1678 | A Multi-Scale Spatio-Temporal Model for Eletric Load Forecasting
[NO] 1236/1678 | An Electricity Price Forecasting Method Based on Multimodal Temporal Decomposition Framework Under the Mid-to-long-term Market Environment
[NO] 1237/1678 | Review of Modeling and Archival Techniques for Historic Buildings Utilizing Laser Point Clouds and Oblique Aerial Photography
[NO] 1238/1678 | Quantum Photonic Approaches for Secure Data Transmission in Smart Agricultural IoT Networks
