[2026-03-28 22:30:08] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-27
正在获取论文...
arXiv 请求失败: HTTPSConnectionPool(host='export.arxiv.org', port=443): Max retries exceeded with url: /api/query?search_query=lastUpdatedDate%3A%5B202603270000+TO+202603272359%5D&sortBy=relevance&sortOrder=descending&max_results=1000 (Caused by ReadTimeoutError("HTTPSConnectionPool(host='export.arxiv.org', port=443): Read timed out. (read timeout=20)"))
[IEEE] 2026-3-27 | Doeblin Curves
[NO] 595/1000 | Dynamic Fault ARC Feature Extraction and Recognition Technology Scheme in Multi-source Load Scenario
[NO] 596/1000 | A Novel Quantum-Classical Approach to Digital Differentiation with Kalman Filtering and Quantum Dots
[NO] 597/1000 | Multi-Frame Optimized Virtual Reference Frame for Low-Delay Predictive Video Compression
[NO] 598/1000 | Toe Grip Strength Training Application for Preventing Falls Among the Elderly
[NO] 599/1000 | Research on Helicopter Flight Safety Detection Algorithm Based on Weighted Calculation
[NO] 600/1000 | Hybrid XGBoost and ANN Model Based Ship Speed Prediction in Real Weather Conditions
[NO] 601/1000 | Edge AI-Enabled Real-Time Gesture Recognition for UAV Control
[NO] 602/1000 | Research on Stock Market Sentiment Analysis Methods and Models Based on Image Processing Algorithms in Financial Markets
[NO] 603/1000 | Design of a Model for Building Excellent Management Capabilities for Multi-Agent Ecological Collaboration in Power Grids
[NO] 604/1000 | Line-of-Sight Probability in Macrocells: Framework, Statistical Models, and Parametrization From Massive Real-World Datasets in the USA
[NO] 605/1000 | Affordable Low-Wind Rooftop Wind Turbine Energy System Design for Rural Electrification
[NO] 606/1000 | Sustainable Delta-Attention Based Transformer for Efficient Phishing URL Detection
[NO] 607/1000 | Correlating Teacher Facilitation Strategies with Student Engagement in AI Chatbot-Supported Asynchronous Learning Environments
[NO] 608/1000 | Research on AI-Based Optimization Design of Energy Heat Transfer Systems
[NO] 609/1000 | Design of Micro-wind Power Ecological Lighting Device Based on Blade Element-Momentum Theory
[NO] 610/1000 | A Computational Framework for Long-Tailed Traffic Sign Detection: YOLOv8n Enhanced by Color-Constrained Data Augmentation
[NO] 611/1000 | An Anonymous and Secure IoT Session Sharing for Industrial Automation Using Ring Signature Scheme
[NO] 612/1000 | Reinforcement Learning in Personalized Vocabulary Training for Esl Students
[NO] 613/1000 | Generative AI and the Evolving Multimedia Professional: Insights from Graduating Students on Identity, Value, and Adaptation
[NO] 614/1000 | Design of a Fire Warning Device for New Energy Vehicles
[NO] 615/1000 | Inter-Agent Beliefs for Learning to Communicate in Large-Scale Multi-Robot Visual Object Search_supp1-3677944.mp4
[NO] 616/1000 | Improved Lyapunov Stability Criteria of Delay Systems and Application to Uncertain Complex Networks: New Uncertainty Estimation Method
[NO] 617/1000 | Beyond the Voice: Inertial Sensing of Mouth Motion for High-Security Speech Verification
[YES] 618/1000 | Invited: Navigating the Frontier of Optimality and Complexity: Advanced Design Automation for Wavelength-Routed ONoCs
[YES] 619/1000 | Invited: Breaking through Chip Design Barriers with AI-powered Physical Design Methodologies
[NO] 620/1000 | DualBAN: Unifying Intra- and Inter-molecular Features for Compound-Protein Interaction Prediction
[NO] 621/1000 | Low-Complexity Algebraic Soft Decoding of Hermitian Codes with Re-Encoding Transform
[NO] 622/1000 | From Specialist to Large Models: A Paradigm Evolution Towards Semantic- Aware MIMO
[NO] 623/1000 | Power Budgeting of Homogeneous 3-D Processors in Dark Silicon
[NO] 624/1000 | SeeGait: Synergistic Co-evolving Representations for Multimodal Gait Recognition via Hierarchical Multi-Stage Fusion
[NO] 625/1000 | ICCE 2026 Opinion
[NO] 626/1000 | Pancreatic Tumor Detection in CT Images Using a Hybrid Deep Learning Framework
[NO] 627/1000 | Title Page
[NO] 628/1000 | Optimized Computational Framework for Multivariate System Analysis: Integrating Simulated Annealing with Gray Correlation
[NO] 629/1000 | Large-Scale and High-Accuracy OAM Mode Recovery, Recognition, and Demodulation Based on Hybrid Transfer Networks under Atmospheric Turbulence_supp1-3677873.docx
[NO] 630/1000 | EarthMapper: Visual Autoregressive Models for Controllable Bidirectional Satellite–Map Translation
[NO] 631/1000 | Table of Contents
[NO] 632/1000 | Front Matter
[NO] 633/1000 | FlexiCup: Wireless Multimodal Suction Cup with Dual-Zone Vision-Tactile Sensing_supp1-3678111.mp4
[NO] 634/1000 | Programmable clock distribution using switching matrices for field programmable gate arrays
[NO] 635/1000 | Generalized Class-Incremental Lifelong Transfer Diagnosis of Machinery Faults in Industrial Streaming Data and Time-varying Working Conditions
[NO] 636/1000 | Hyperspectral Image Denoising via Deep Block Term Decomposition_supp1-3678023.pdf
[NO] 637/1000 | Inter-Agent Beliefs for Learning to Communicate in Large-Scale Multi-Robot Visual Object Search_supp4-3677944.mp4
[NO] 638/1000 | Adaptive Prediction-Based State Estimation in Edge-Enabled Active Distribution Networks
[NO] 639/1000 | Design of a Multi-Core Hybrid CMOS-Memristor Chip for Analog Programming
[NO] 640/1000 | Enhancing Role-Playing Language Models via Similar-Scene Generation
[NO] 641/1000 | TinyGate: A Confidence-Aware Lightweight Framework for Real-Time EEG Dementia Screening
[NO] 642/1000 | Design and Energy Management of Solar PV-BESS Integrated Off-Grid Electric Vehicle Charging Station
[NO] 643/1000 | Photovoltaic Power Prediction Using XGBoost with Feature Selection and Sparrow Search Algorithm Optimization
[NO] 644/1000 | PACU: Real-Time SELinux Policy Audit and Control Utility for Embedded Android Systems
[NO] 645/1000 | A Novel Energy Storage Sources Capacity Planning Method under Extreme Weather Events with Constrained Renewable Energy Sources Outputs
[NO] 646/1000 | Enhancing EV Load Forecasting in Data-Scarce Environments Through Cluster-Informed Transfer Learning
[NO] 647/1000 | Off-line LLM-based decision tool to help advise Farmers in sub-Saharan Africa for Enhanced Decision Making in Goat Care
[NO] 648/1000 | Research on Optimization and Control Mechanism of Intelligent Microgrid for Vehicle-Grid Interaction
[NO] 649/1000 | Improved Random Forest and Multi-source Feature Fusion Method for Partial Discharge Warning of Sensors in Distribution Network
[NO] 650/1000 | Ultra-Short-Term Wind Power Forecasting via a Dish-CONET-TimesNet Hybrid Model
[NO] 651/1000 | Research on Short-Circuit Current Limiting Measures Considering Changing the Local Structure of Large-Scale Power Grids
[NO] 652/1000 | Research on Distributed PV Disturbance Monitoring Technology Based on Dual-Peak Spectral Line Interpolation Algorithm
[NO] 653/1000 | Enhanced Fault Tolerance and Self-Healing DC-DC Converter for Uninterrupted Conversion in PV System
[NO] 654/1000 | A Hybrid Model for Short-Term Photovoltaic Power Forecasting Based on CNN-BiLSTM and Scenario-Adaptive LSTM
[NO] 655/1000 | Intelligent Sensing and Data Processing Model in a Slurry Solidification Mechanical Filter Press System
[NO] 656/1000 | Supporting Capacity Evaluation of Pumped Storage Unit Based on Evolutionary Combination Weighting-Cloud Model
[NO] 657/1000 | Real –Time RNN-Based Energy Management for HEV using Battery Capacitor Hybrid with Cloud Feedback
[NO] 658/1000 | A High Performance Intelligent Spectrum Sensing under Low SNR in Cognitive Radio Networks using Hybrid Framework
[NO] 659/1000 | Research on Battery Powered Hybrid Propulsion Scheme Design and Performance Optimization for Small Aircrafts’ Mission Requirements
[NO] 660/1000 | Fingerprint Biometric Recognition Using Dabc and Tanh-Based Fuzzy Activated Neural Network
[NO] 661/1000 | A New Approach for Object Detection Using YOLO v11 and Trajectory Estimation Using an IMM Filter
[NO] 662/1000 | An Agentic AI Framework for Strengthening Preventive Healthcare
[NO] 663/1000 | Theoretical Estimation of Positive-Sequence Reactive Current Limits During Asymmetrical Grid Faults for Cascaded Delta-Connected STATCOM
[NO] 664/1000 | Research on Fault Scenario Modeling and Planning Technology for Distribution Networks Based on Monte Carlo and Clustering Methods
[NO] 665/1000 | Design and Implementation of a Game Data Management System Based on SpringBoot and Vue
[NO] 666/1000 | Electrical characterization of screen-printed electrodes for toxic heavy metal detection
[NO] 667/1000 | DSP-Based HIL Emulator for Power Converters
[NO] 668/1000 | Intelligent Agricultural Product Quality Monitoring System Leveraging Sensor Network Data
[NO] 669/1000 | Research on Modeling and Prediction Algorithm for Multivariate Time Series Data Based on Fusion of Spatial Statistics and Machine Learning
[NO] 670/1000 | Efficient Control System Design of Isolated Bidirectional DC/DC Series Resonant Converter in Traction Application
[YES] 671/1000 | When Bigger Isn’t Stronger: Reassessing Security in Hardware Obfuscation
[NO] 672/1000 | A New Fault Isolation Method Based on HBSM-MMC + DC Circuit Breaker
[NO] 673/1000 | Explainable AI for Smart Power Converters: Interpretability and Trust in ML-Based Control Systems
[NO] 674/1000 | Multi-Area Dynamic Optimal Power Flow Considering Carbon Cap-and-Tax in High Renewable Energy Penetration System
[NO] 675/1000 | Assessment of Skin Contact for Ultra-Wideband Microwave Breast Scanner
[NO] 676/1000 | Computational Efficiency Analysis of the Water Cycle Algorithm in Path Loss Modeling for Agricultural Wireless Sensor Networks
[NO] 677/1000 | Transformer-Aware Graph Convolutional Network for Anomalous Bitcoin Transaction Detection
[NO] 678/1000 | Design and Development of Gyrotropic Material to Effectively Shield High Frequency Signals
[NO] 679/1000 | Performance Analysis of Parallelized GPS Navigation System Using OpenMP and CUDA
[NO] 680/1000 | HypeMed: Enhancing Medication Recommendations with Hypergraph-Based Patient Relationships
[NO] 681/1000 | Construction and Application of University Agent Space Based on Ecosystem Theory
[NO] 682/1000 | Self-Contained Edge AI for Offline Lecture Summarization: A Raspberry Pi-Based System with Integrated Secure FTP
[NO] 683/1000 | Credit Card Fraud Detection System Using Machine Learning And Deep Learning Algorithms
[NO] 684/1000 | RABEM: Risk-Adaptive Bayesian Ensemble Model for Credit Card Fraud Detection
[NO] 685/1000 | High-Quality K-12 Educational Datasets for Generative AI: Definitions, Key Technologies, and Pathway Mechanisms
[NO] 686/1000 | Invited: Polymath: Self-Improving Hierarchical Workflow for Multi-Domain Problem Solving
[NO] 687/1000 | Timing-Aware End-to-End Circuit Compilation Framework for Modular Quantum Systems
[NO] 688/1000 | A Survey on Graph Neural Network Acceleration: Algorithms, Systems, and Customized Hardware
[NO] 689/1000 | GVICA: A Multi-Channel EEG Hierarchical Noise Reduction Framework Based on GWO Dynamically Optimized VMD-ICA Fusion_supp1-3677897.docx
[NO] 690/1000 | ICPEGE 2026 TOC
[NO] 691/1000 | 2025 2nd International Conference on Artificial Intelligence and Teacher Education (ICAITE)
[NO] 692/1000 | Author Index
[NO] 693/1000 | Cross-Dialectal Transfer Learning for Offensive Language Detection in Arabic
[NO] 694/1000 | Fuzzy Clustering Means Integrated Multi-Level Learning for Contrastive Multi-View Clustering
[NO] 695/1000 | Graph-Based Representation Learning with Beta Uncertainty for Enhanced Multimodal Emotion Recognition
[NO] 696/1000 | Conference Committee
[NO] 697/1000 | Path Planning for UAV Entry and Exit in the Electric Field of UHV Transmission Lines
[NO] 698/1000 | Research on Real-time Verification Method for Low Frequency and Low Voltage Load Shedding Control Scheme
[NO] 699/1000 | On the de Bruijn Sequences Representation of User Clickstream Data
[NO] 700/1000 | Combination of Traditional Teaching and AI-Guided Self-Directed Learning on Theoretical Learning and Academic Performance in High-Workload Immunobiology Courses
[NO] 701/1000 | Comparative Analysis of Gradient Boosting and Transformer Based Models for Multiclass Haemophilia Classification Using Genetic and Clinical Data
[NO] 702/1000 | Stability Analysis of Vehicle-Grid System Considering Improved Phase-Locked Loop
[NO] 703/1000 | MedGuardChain: Blockchain-Based Intelligent Cyber Defense Framework for Secure Electronic Health Records
[NO] 704/1000 | Research on Plug-and-Play Communication Mechanism for Distributed Energy Storage Systems
[NO] 705/1000 | Evaluating Generalization and Robustness of U-Net Based Image Steganography
[NO] 706/1000 | Research and Design of Precision Feeding Systems for Smart Pig Farms
[NO] 707/1000 | Online DC Bias Compensation in Wind Turbine Transformers Using Converter-Embedded Intelligence for Vibration Mitigation
[NO] 708/1000 | Deep Learning-Based Accent Analysis for Pronunciation Improvement in Language Classrooms
[NO] 709/1000 | Research on Quantifying Model Uncertainty in Complex System Simulation Tests
[NO] 710/1000 | Teaching the Machine, and Trusting the Machine: Unpacking the Pitfalls of LLMs in Education
[NO] 711/1000 | SCaLT-Based Deep Learning Framework for Signal Classification Using MobileNetV2
[NO] 712/1000 | Research on the Implementation of Chinese Painting Artistic Concepts in Computer-Assisted Film and Television Animation Creation
[YES] 713/1000 | MA
                    <sup>2</sup>
                    -VD: Cross-Modal Vulnerability Detection Across Source and Binary Code via Modal Adapters and Memory Alignment
[NO] 714/1000 | Water Surface Garbage Detection and Autonomous Navigation Cleaning Technology Based on an Enhanced YOLO Visual Algorithm
[NO] 715/1000 | Teaching in the Age of AI: Exploring the Role of Microsoft Copilot Vision in Redefining Teacher-Student Interaction and Promoting Educational Equity
[NO] 716/1000 | Research on Adaptive Defense Mechanisms for Cybersecurity in IPv6-Based Smart Substation Networks
[NO] 717/1000 | Cognitive Perturbation Search: A Simple and Adaptive Algorithm for Continuous Optimization and Neural Network Training
[NO] 718/1000 | A Real-Time Power Quality Evaluation Method Based on the Dual-Track Integration of Dynamic Empowerment and Data Grading
[NO] 719/1000 | Hybrid Clustering Algorithm for Language Proficiency Profiling in Online Tutoring Systems
[NO] 720/1000 | Multimodal Pipe Defect Diagnosis with Transformer-Based Cross-Modal Learning
[NO] 721/1000 | Real-Time Early Warning Model of Psychological Abnormality of Plateau Emergency Personnel Based on Multimodal Physiological Signals
[NO] 722/1000 | Design and Implementation of a 2 kbit EEPROM Circuit
[NO] 723/1000 | Compact High-Frequency Antenna Design for 25.72 GHz Short-Range Radar Systems
[NO] 724/1000 | Bayesian Network Algorithm-Based Safety Prevention Risk Assessment Method for Nuclear Power Plant Construction EPC Mode
[NO] 725/1000 | Transfer Learning for Predictive Maintenance in E-Mobility Using IoT and Digital Twins
[NO] 726/1000 | The research on the application of computer vision based on depth camera in robotic arm control
[NO] 727/1000 | Predictive Maintenance Model and System Integration for Warehouse Equipment Based on Digital Twins and Deep Learning
[NO] 728/1000 | Road Safety for Everyone: An AI-enabled Pothole Detection System
[NO] 729/1000 | Distributed Photovoltaic Electricity Generation Prediction Considering Spatiotemporal Complementarity Characteristics
[NO] 730/1000 | Hyperspherical Representation Learning of Axial Data via Axial VAEs with Watson Distribution
[NO] 731/1000 | Reactive model-based testing of cyclic systems
[NO] 732/1000 | Research on Software Reliability Prediction Methods for Intelligent Measurement Equipment
[NO] 733/1000 | Path Planning for Substation Cable Laying Based on A-Star Algorithm
[NO] 734/1000 | Performance Benchmarking of DC-DC Converter Controllers for Hydrogen Electrolyzer Load
[NO] 735/1000 | An Intelligent RL-Enable Energy Aware Routing for Wireless Sensor Networks
[NO] 736/1000 | A Wavelet Transform Approach for Short-Circuit Fault Diagnosis in Smart Transformer-Based Meshed Hybrid Microgrids
[NO] 737/1000 | RFID–Edge–Federated Learning Decision Support for Retired Power Equipment: Recovery, Dismantling, and Recycling in the Circular Economy
[NO] 738/1000 | Comparative Evaluation of DNNs and Template Matching for GUI Validation on Android Devices
[NO] 739/1000 | Invited: Addressing Electromigration Challenges in 3D Integrated Circuit (3DIC) Wafer-On-Wafer Technology: EM analysis in 3DIC – status and challenges
[NO] 740/1000 | SD-Net: A Synergistic Dual-Branch Network for Fine-Grained Building Extraction
[NO] 741/1000 | Deep Learning for Channel Estimation in RIS-NOMA-assisted THz Communications over Generalized Fading Channels
[NO] 742/1000 | The Meta Distribution of the SINR in Joint Communication and Sensing Networks
[NO] 743/1000 | GridFusionX: Network-Aware Probabilistic Forecasting for Multi-Regional Power Systems
[NO] 744/1000 | Multi-Scale Convolutional Attention Model for GNSS Jamming Recognition
[NO] 745/1000 | Iterative Token Refinement for Remote Sensing Image Super-Resolution
[NO] 746/1000 | Inter-Agent Beliefs for Learning to Communicate in Large-Scale Multi-Robot Visual Object Search_supp2-3677944.mp4
[NO] 747/1000 | Integrating Historical Rules and Curriculum-Enhanced Embeddings for Temporal Knowledge Graph Forecasting
[NO] 748/1000 | LMDA: Lightweight Multi-authority CP-ABE Scheme based on Dynamic Attributes for System Wide Information Management
[NO] 749/1000 | Marginal Effect-Driven Participant Selection With Local Differential Privacy for Mobile Crowdsensing_supp1-3676248.pdf
[NO] 750/1000 | Scalable and Efficient Reinforcement Learning for Virtual Machine Rescheduling in Cloud Data Centers_supp1-3674891.pdf
[NO] 751/1000 | Using AI and Corpus-Based Tools for Teaching Terminological Collocation in the Field of Aerospace Engineering
[NO] 752/1000 | Recent Advances in Battery Management System Topologies for Electric Vehicles
[NO] 753/1000 | A Multi-Timescale Optimal Scheduling Strategy for Virtual Power Plants with Coordinated Diverse User-Side Resources
[NO] 754/1000 | Research on the Balance of Public Interests and Optimization of Energy Efficiency Governance in AI Collaborative Control of New Energy Microgrids in the Greater Bay Area
[NO] 755/1000 | Early Detection of Plant Diseases Using IoT Sensors and Machine Learning Algorithms
[NO] 756/1000 | Efficacy of a Conventional Kalman Filter for Side-Channel-Noise (SNI) Mitigation in an SST-Based Power System
[NO] 757/1000 | Leveraging Deep Convolutional and Transformer Networks for Robust Leukemia Classification in Blood Smear Images
[NO] 758/1000 | Prediction and Optimization of Hospital Bed Allocation Using Disease Pattern
[NO] 759/1000 | A Fault Diagnosis Method for Aircraft Engine Bearings Based on Variational Mode Decomposition and Fused Features
[NO] 760/1000 | Design and Implementation of Single Carrier Frequency Domain Equalization Based PHY Layer
[NO] 761/1000 | A Deep Learning Based Approach for the Detection of Landslide in Image Data
[NO] 762/1000 | Research on User Behavior Prediction Based on XGBoost Model Enhanced by Energy Valley Optimizer
[NO] 763/1000 | Evaluating Foundational Depth Models for Zero-shot 3D Box Lifting from 2D detections
[NO] 764/1000 | Balancing Intelligence and Efficiency: Lightweight AI for Intrusion Detection in IIoT
[NO] 765/1000 | Development of a Human–Computer Interaction System and Machine Learning-based User Satisfaction Prediction
[NO] 766/1000 | Research on Transformer Interturn Short-Circuit Fault Identification Method Based on Multiphysics Simulation and Swin Transformer Algorithm
[NO] 767/1000 | AI-JiNi: Engineering a Culturally Competent, Empathetic, and Ethical (CCEE) AI Nurse Instructor That e-Trains Student Nurses in Mixed-Reality
[NO] 768/1000 | Designing Open Online Digital Learning Resources for Science Student: A Multifacet Rasch Model Analysis
[NO] 769/1000 | KrishiMitra: An Intelligent IoT–AI Platform for Sustainable Agriculture
[NO] 770/1000 | Three-Dimensional Object Localization Method Based on Improved YOLOv8 and Monocular Vision
[NO] 771/1000 | Emotional Intelligence in Language Education: A Multimodal Analysis Framework Based on CLIP and Dynamic Weighting
[NO] 772/1000 | Voltage Reduction and Energy-Saving Technology in Oilfield Power Distribution Networks Based on Bird Mating Optimizer
[NO] 773/1000 | Constraint-Guided In-Context Learning for Domain-Specific Triplet Extraction
[NO] 774/1000 | Comprehensive Repository of MRI-derived Breast Models for Microwave Imaging Research
[NO] 775/1000 | Attention Scaling in BiLSTM-Transformer Networks for Efficient IoT Intrusion Detection
[NO] 776/1000 | Effects of White Noise Stimulation via Bone Conduction on Hearing
[NO] 777/1000 | A Comparative Study of WPA2 and WPA3: Security Enhancements, Vulnerabilities, and Authentication Protocols
[NO] 778/1000 | A Secure Face Recognition System Using the Histogram of Oriented Gradients (HOG) and the Support Vector Machines (SVM) with the Advanced Encryption Standard (AES)
[NO] 779/1000 | Vehicle Kilometer Reading and Service Interval Monitoring System
[NO] 780/1000 | Artificial Intelligence Based Image Classification and Compression Technique
[NO] 781/1000 | A Mechanical Property Prediction Model for Nanoindentation Data Based on Artificial Neural Networks
[NO] 782/1000 | An implementation of a quantum algorithm on a Cyclone FPGA
[NO] 783/1000 | A Dynamic Temperature-Aware Metaheuristic Approach for Real-Time Path Optimization in Agricultural Cold Chain Networks
[NO] 784/1000 | Diabetic Retinopathy Prediction Using Deep Learning Techniques
[NO] 785/1000 | Fruit quality detection method via improved YOLOv8
[NO] 786/1000 | Task Scheduling in Fog-Cloud Environments Using an Adapted Lemurs Optimizer
[NO] 787/1000 | Application Model Construction of Digital Twin Technology in Machine Vision
[NO] 788/1000 | Fault Characteristic Analysis of Phase-Shifting Process in LCC Rectifier Station and Phase-Shifting Angle Selection Criterion
[NO] 789/1000 | Topic Cluster Identification Using Spectral Clustering in Academic Research Organization Platforms
[YES] 790/1000 | A Generative-AI Approach to Validating Blank Selections for Phrase Fill-in-Blank Problems in Web-Client Programming Learning Assistant System
[NO] 791/1000 | 3D Reconstruction with Multi-View Stereo Vision for Dental Imaging
[NO] 792/1000 | Post-Quantum Cryptography Migration Framework for Real-Time Payment Gateways
[NO] 793/1000 | From Clean to Corroded: Prompt-Guided Diffusion Inpainting for License Plate Degradation
[NO] 794/1000 | Development of an Automated Hand Acupoint Localization Model Based on YOLO11n-Pose
[NO] 795/1000 | Concatenated Image Technique Approach to Optimize AI Detection Inference Time and Resource Utilization
[NO] 796/1000 | Research on Inverse Kinematics Solution of UR5 Robotic Arm Based on Improved Genetic
[NO] 797/1000 | A Hybrid Model Predictive Control for PMSM Drives with Common-Mode Voltage and Switching Loss Reduction
[NO] 798/1000 | Analysis of the Application of Tree-Structure-Based Matching Algorithm in Social Work Development Information
[NO] 799/1000 | A Comparative Study of Isolation Forest and Autoencoder Models for Proactive Zero-Day Attack Detection
[NO] 800/1000 | A Robust Visual SLAM System for Complex Indoor Environments Based on Improved Line Feature Extraction and Adaptive Nonlinear Optimization
[NO] 801/1000 | Adaptive Switching Mode Interleaved Totem-Pole PFC Converter for EV Charger Applications
[NO] 802/1000 | Digital Twin-Based Anomaly Detection for VSC-HVDC Converter Stations Using Deep Learning and Data Fusion
[NO] 803/1000 | A Chinese/English mixed text proofreading algorithm for Central Asian universities based on transfer learning
[NO] 804/1000 | LinguaGraph: An NLP-Driven Computational Framework for Interpretable Linguistic Analysis of Learner Writing
[NO] 805/1000 | Table of Contents
[NO] 806/1000 | ICCE 2026 Opinion
[NO] 807/1000 | FCMD: Fine-Grained Text-Driven Cohesive Motion Generation With Diffusion Model_supp2-3677594.pdf
[NO] 808/1000 | Anti-Saturation Speed Regulation Using Dual-Parameter Sliding Mode Observer for PMSM Servo Systems
[NO] 809/1000 | Viterbi State Selection for Discrete Pinching Antenna Systems
[NO] 810/1000 | ICCE 2026 Authors
[NO] 811/1000 | Title Page
[NO] 812/1000 | Trickle Algorithm Implementation in Routing Protocol for LLNs: A Survey
[NO] 813/1000 | Impact of Insulation Layers on Feeding Current Distribution and Transport Losses in CORC-like Cables
[NO] 814/1000 | Hybrid Action-Based Reinforcement Learning for Multiobjective Compatible Autonomous Driving
[NO] 815/1000 | Generalizable Hierarchical Skill Learning via Object-Centric Representation_supp2-3678126.mp4
[NO] 816/1000 | Modeling and Optimization of High-Voltage Electromagnetic-Interference Filters for Electric Drive Systems
[NO] 817/1000 | Where-to-Learn: Analytical Policy Gradient Directed Exploration for On-Policy Robotic Reinforcement Learning_supp1-3678143.mp4
[YES] 818/1000 | LLM-based text-to-JQL Generation: an automated test using execution and structural indicators
[NO] 819/1000 | Dynamic Learning Style Classification (DLSC) Model in Adaptive E-Learning Platform
[NO] 820/1000 | Research on Intelligent Obstacle-Avoidance Path Planning for Transport Robots Based on Improved Ant Colony Algorithm
[NO] 821/1000 | CGA-LD: Feedback-Driven Cyclic Generative Augmentation with Layout Diffusion for Active Data Generation in Object Detection
[NO] 822/1000 | Batch Provisioning for Lightpath Establishment in Elastic Optical Networks
[NO] 823/1000 | Real-Time Multi-Defect Detection for Railway Tracks Based on Maintenance-Procedure Knowledge Graph Embedding and Lightweight MobileNetV3
[NO] 824/1000 | Soft-error measurement for a radiation-hardened RISC-V processor
[NO] 825/1000 | QoS-Aware Multichannel Resource Allocation in LoRaWAN Networks
[NO] 826/1000 | Predicting Mechanically Induced Thermal Runaway Severity in Multi-Chemistry Lithium-Ion Cells Using LightGBM for Battery Safety Applications
[NO] 827/1000 | Design and Implementation of the Detection and Summation Module for BPM Signals of the Accelerator RF System
[NO] 828/1000 | Predicting Air Quality Index Using Machine Learning: A case study of Delhi, India
[NO] 829/1000 | Novel SPR Biosensor for Hela and Jurkat Cancer Cell Detection
[NO] 830/1000 | AI-Assisted Teaching Practices in Indonesia: Reflective Insights from Teacher Training on Prompting and Assessment Literacy
[NO] 831/1000 | Socially Immersive Virtual Spaces and Student Well-Being: Insights into Mental Health, Belonging, and Social Connectedness in a Metaverse
[NO] 832/1000 | Kaamready:A Job Application Platform for the Uneducated and Unemployed
[NO] 833/1000 | On-Device-First Hybrid LLM Inference on AI-PCs: Closing the Enterprise GenAI Divide
[NO] 834/1000 | Intelligent Diagnosis Method for Partial Discharge of Substation Equipment Based on Multi-Source Sensor Data Fusion
[NO] 835/1000 | Energy-Efficient AI Video Analytics with MPEG-5 LCEVC: GPU-Optimised Results
[NO] 836/1000 | Improving Multi-Class OCT Classification under Class Imbalance via Class-Weight Balancing
[NO] 837/1000 | Low-Latency Architecture for Open-Circuit Fault Diagnosis in Electric Drive Inverter Power Switches
[NO] 838/1000 | An Ultrawideband Meta-Absorber for the UAV Based Mining Applications in Q, E and W Bands
[NO] 839/1000 | Research on the Application of Reinforcement Learning in Intelligent English Writing Correction
[NO] 840/1000 | E-Cart Automation for Expiring Products: A Sustainable Approach to Food-Waste Reduction
[NO] 841/1000 | Study of Peak Hopping Algorithm for Maximum Power Point Tracking Under Partial Shading Conditions for a Photovoltaic Array
[NO] 842/1000 | Data-Driven Construction of Static Voltage Security Region in Distribution Networks
[NO] 843/1000 | Integration of Optical Sensing and Deep Learning for Reliable Defect Detection in Smart Packaging Systems
[NO] 844/1000 | Construction of a New Generation of Primary School Artificial Intelligence Curriculum System Based on PEST Model: Innovation Path and Practice Exploration
[NO] 845/1000 | Time-Varying Causal Graph Learning for Distribution Network Scheduling
[NO] 846/1000 | Vision-Based Automatic Irrigation System for Greenhouse Tomato Using Leaf Keypoints
[NO] 847/1000 | K-Means Clustering and CLIP-Based Semantic Embeddings for Scalable Video Content Filtering
[NO] 848/1000 | Enhancing ARM-based Compute Core Performance using Task Priority and Proximity-Induced Thermal Thresholds in Heterogeneous Core Architecture
[NO] 849/1000 | Intelligent Coffee Farming: Implementation of Agro-Artificial Intelligence-of-Things in the Soil Nutrient Management System
[NO] 850/1000 | GA-tuned Reinforcement Learning Nonlinear Model Predictive Control for Conical Tank Systems
[YES] 851/1000 | Utilizing Chain of Thought to Generate Code from Challenging Programming Requirements
[NO] 852/1000 | Test Bench of Energy Storage System in UAVs to Maximize the Efficiency
[YES] 853/1000 | Integrating AI Development Tools in the Classroom: A Multi-Tool Case Study on Learning Outcomes and Code Quality
[NO] 854/1000 | Multi-Object Tracking with Nonlinear Motion Modeling and Discriminative Appearance Features
[NO] 855/1000 | Analysis and Design of AC Electronic Load for Testing of Power Electronic Converters
[NO] 856/1000 | GAN FET Based Dual Active Bridge Converter for Supercapacitor Integration in Electric Vehicle
[NO] 857/1000 | Research on Estimation Method of Occlusion Target Range Parameters for Low Signal-to-Noise Ratio GM-APD LiDAR
[NO] 858/1000 | Ultra-Short-Term Wind Power Forecasting Based on Adaptive Time-Frequency Decoupling and Dual-Channel Fusion
[NO] 859/1000 | Design and Simulation of a Resonant Inductive Wireless Charging System for Electric Vehicles
[NO] 860/1000 | An Image-Text Cross-Modal Retrieval Method Based on Multimodal Feature Fusion and Contrastive Quantization
[NO] 861/1000 | Design and Simulation of Voltage Oriented Controller Based Vienna Rectifier
[NO] 862/1000 | FuILT-S: Full Chip ILT With Unified Boundary Healing and SRAF Co-Optimization
[NO] 863/1000 | STFO-Diff: A State Feedback Optimization-Based Diffusion Framework for Multimodal Medical Image Fusion
[NO] 864/1000 | TinyUSFM: Towards Compact and Efficient Ultrasound Foundation Models
[NO] 865/1000 | Cooperative Localization of USV in Heterogeneous Sensor Networks: A Consensus-Based Estimation Approach
[NO] 866/1000 | Multi-time Scale Distributed Stochastic Economic Dispatch for Flexible Traction Power Supply System
[NO] 867/1000 | The Impact of the Generalized (
