[2026-08-17 22:23:35] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-16
正在获取论文...
[ACM] 2026-8-17 | Introduction to the Special Section on USENIX FAST 2025
[NO] 559/1000 | An Acoustic Prior-Guided Dynamic Attention Network and its Application in Tibetan Speech Emotion Recognition
[NO] 560/1000 | Video stream interception of IoT system
[NO] 561/1000 | Deep Learning with Cross-Scale Attention for Multi-Scale Person Re-Identification
[NO] 562/1000 | Second-Order Semantic Modeling: Learning the Space of Plausible Meanings in Language
[NO] 563/1000 | Near-Field XL-MIMO Joint Channel Estimation and Localization Based on Deep Learning
[NO] 564/1000 | A Deep-Learning-Assisted Capacitive Sensor for Non-Contact Human-Machine Interaction_supp1-3722073.docx
[NO] 565/1000 | AI-based Digital Assessment of Gross Motor Function in Metachromatic Leukodystrophy
[NO] 566/1000 | Cognitive Approaches for Dynamic Allocation of Vehicles in Real-Time Logistics
[NO] 567/1000 | Experimental Performance Analysis of a 10 Wp Polycrystalline PV Module with Flat Mirror Reflector and Thermoelectric Cooling System
[NO] 568/1000 | Development of a Smart Biomimetic Fish Robot Integrating Autonomous Navigation, Obstacle Avoidance, and Real-Time Motion Control
[NO] 569/1000 | Cover Page
[NO] 570/1000 | An Attention-Guided Dual-CNN Feature Fusion and GA-Based Optimization Framework with Meta-Ensemble Classification for Preventing Non-Consensual Sexting
[NO] 571/1000 | Decentralized Sequential Detection of a Non-Cooperative Target with Randomly-Fluctuating Emission
[NO] 572/1000 | Leveraging LLM for Semantic Interpretation of Fused Vibro-Acoustic Descriptors in Multi-Fault Diagnosis
[NO] 573/1000 | IEEE Transactions on Nuclear Science publication information
[NO] 574/1000 | Table of Contents
[NO] 575/1000 | Towards Wearable High-Density MEG: A Compact, Low-Power, and Scalable OPM-MEG System with Automated Control
[NO] 576/1000 | Unique Form and Some Construction of Uncorrelated Optimal ZCZ Sequences
[NO] 577/1000 | Stability-Margin-Aware Lateral Control for Four-Wheel Independent-Drive Electric Vehicles
[NO] 578/1000 | A 60-m distance measurement exploiting the linewidth narrowing of the SMI readout
[NO] 579/1000 | Stator-Reluctance Harmonic Shaping Approach for Targeted Torque Ripple Mitigation in Synchronous Machines
[NO] 580/1000 | Learning to estimate 3D hand pose from depth image
[NO] 581/1000 | Sliding mode based tracking control of robot manipulators using full-order Lyapunov matrices
[NO] 582/1000 | Digital Twin Orchestration in Transnational Energy Corridors
[NO] 583/1000 | Fast adaptive Low-Light Image Enhancement via Mixture of Experts_supp1-3724099.pdf
[NO] 584/1000 | Testbed and Aerodynamic Modeling of Ground-Air Reconfigurable Robot in Near-Wall Environment of Underground Pipe Gallery
[NO] 585/1000 | A Curvature-Based Force-Feedback Virtual Reality Training System for Vascular Interventional Surgery Robots
[NO] 586/1000 | Photolithographically Patterning of Iongel Electrolytes for On-Chip Electrochemical Devices with High Areal Number Density
[NO] 587/1000 | Distributed Collision Avoidance for Multiple Unicycle Robots with Bounded Speed and Acceleration via Modified Hand Positions
[NO] 588/1000 | SEM Observation of Poly(acrylic acid) Film on PTFE Treated by Nonthermal Plasma Graft Polymerization
[NO] 589/1000 | Practical Fixed-Time Tracking Control for a Class of Strict-Feedback Nonlinear Systems: A Fixed-Time Disturbance Observer Approach
[NO] 590/1000 | Fundamental-Isolated Frame-Skipping Repetitive Control for Harmonic Impedance Reshaping of Grid-Forming Energy Storage VSGs
[NO] 591/1000 | On Anatomical Prior Kernel Distortion for Tomographic Microwave Imaging Stroke Monitoring_supp1-3724057.pdf
[NO] 592/1000 | A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion With Discrete Inductors and Reduced Package Current
[NO] 593/1000 | Vision-Language Guided Hyperspectral Object Tracking via Semantics Fusion and Contextual Template Updating
[NO] 594/1000 | An Explainable and Faithfulness-Aware Retrieval-Augmented Generation Framework with Adaptive Semantic Caching
[NO] 595/1000 | Predicting Bank Term Deposit Subscription Behavior: A Machine Learning-Based Study
[NO] 596/1000 | Completeness of Iris-Based Program Logics
[NO] 597/1000 | Risk–Performance Coupling Framework for Intelligent Monitoring in Food Processing Lines
[NO] 598/1000 | Student Classroom Behavior Detection Based on Keypoint Information and Dual-Stream Graph Convolutional Networks
[NO] 599/1000 | Scalable Multi-Agent System for Decentralized Peer-to-Peer Energy Trading in Microgrid Based on One-to-Many Negotiation
[YES] 600/1000 | RF Post-Layout Performance Prediction with Deep Learning and Image Processing
[NO] 601/1000 | A Robust Hybrid Gesture Recognition Framework for Real-Time Human-Robot Interaction
[NO] 602/1000 | In-situ Integration and Mechatronic Monitoring of Laminated Thin-Film Strain Sensors on Harmonic Drives for Robotic Joints
[NO] 603/1000 | Sustainable Operation of Data Centers: Energy Consumption Modeling and Reduction Approaches
[NO] 604/1000 | Towards Accessible Communication: An AR Framework for Gesture-Based Silent Interaction
[NO] 605/1000 | Switching (Min, +) Control of Conflicting Timed Event Graphs Under Disturbances and Capacity Constraints
[NO] 606/1000 | EL-DPTP: An Edge-Cloud Collaborative Framework for Real-Time Anomaly Prediction in College Fees
[NO] 607/1000 | Digital Twin and IoT Based Intelligent Library Navigation and Localization System
[NO] 608/1000 | AI Supply Chain Attacks: Risks in Pretrained Models and Third-Party Integrations
[NO] 609/1000 | Charging-Aware Hybrid Deep Q-Learning for Stable Energy-Constrained UAV Navigation
[NO] 610/1000 | Continuous Loss of Effectiveness Diagnosis for Electric Power Steering Using PI-UIO
[NO] 611/1000 | Keynote Haryo
[NO] 612/1000 | Design of a Lightweight Hip Exoskeleton Based on Cycloidal Joint Actuators
[NO] 613/1000 | A UFOAttention-YOLOv11-Based Method for Surface Defect Detection of Wind Turbine Blades in Complex Inspection Scenarios
[NO] 614/1000 | Design and Adaptive Fuzzy Variable Admittance Control of A Wrist Rehabilitation Robot Based on A 3R Spherical Linkage
[NO] 615/1000 | Stability Analysis of Modular Autonomous Underwater Vehicle during Static Configuration Transformation
[NO] 616/1000 | Data-Driven Automated Admission Control for Hospital Bed Allocation: A Dynamic Threshold Policy
[NO] 617/1000 | A Collaborative Fusion Navigation Framework for AGVs in Narrow Dynamic Environments
[NO] 618/1000 | Spectral Fitting based on Deep Reinforcement Learning for Customized Photobiomodulation Therapy in Home Healthcare
[NO] 619/1000 | Front Cover
[NO] 620/1000 | UAV-Based Intelligent Environmental Monitoring of Pollutants in Highway Construction Zones
[NO] 621/1000 | Centralized and Decentralized Energy Management Controls for Microgrids: Architectures and Open Challenges
[NO] 622/1000 | Keynote Speakers
[NO] 623/1000 | A Generated Image Detection Method Based on Data Augmentation and a Global–Local Dual Branch Architecture
[NO] 624/1000 | Traceable and Revocable Bilateral Access Control with Constant-Length Ciphertexts for Cloud Sharing_supp1-3723924.pdf
[NO] 625/1000 | Multiple Modalities Image Matching With Large-Scale Pre-Training
[NO] 626/1000 | Digitalization of Learning Evaluation Using the QuizApp Application
[NO] 627/1000 | Unsupervised Anomaly Detection in Chaotic Time Series Using Brain-Inspired Cortical Coding
[NO] 628/1000 | Trajectory Planning of a Mobile Robot Swarm Under Communication Interruptions: A Hybrid NLMPC and Time-Scale Theory Approach
[NO] 629/1000 | Research on Human Blood Pressure Evaluation Based on Multimodal Deep Learning and Cholesterol Metabolomics
[NO] 630/1000 | Performance Analysis of a PV–TEG Hybrid System Under Diverse Artificial Light Sources In Indoor Environment
[NO] 631/1000 | Overcoming Channel Determinism in Maritime UAV Networks via RIS-Assisted PLKG with Deep Learning
[NO] 632/1000 | Investigation on Buckling Failure of Natural Gas Pipeline with Internal Pressure
[NO] 633/1000 | Mutual-Coupling-Aware Physical Layer Security Enhancement for RIS-Assisted UAV Networks
[NO] 634/1000 | Current-Sharing Modulation Strategy for Three-Phase Interleaved FSBB Converter With Ripple Suppression
[NO] 635/1000 | Federated Learning–Enhanced SIEM for Multi-SOC Collaboration: Toward Intelligent, Privacy-Preserving Cyber Defense
[NO] 636/1000 | A Cable-driven Continuum Robotic Arms System for Underwater Operations
[NO] 637/1000 | Decentralized Beamforming with Imperfect CSI for Full-Duplex Integrated Satellite-Terrestrial Networks
[NO] 638/1000 | Modeling and Performance Analysis of TDMA-Based Access Control in Wireless Ad-Hoc Networks
[NO] 639/1000 | AI as a tool for cyber attacks
[YES] 640/1000 | Second-Order Balanced Truncation of RLCk Models via Frequency-Aware Rational Krylov Approximation
[NO] 641/1000 | Multi-Source Image Processing Based Intelligent Perception Technology for Seagrass Restoration
[NO] 642/1000 | An Explainable Bi-LSTM-based Intrusion Detection System with Hybrid Feature Selection for NSL-KDD Dataset Analysis
[NO] 643/1000 | EA-ASnW: Environment Aware Adaptive Spray and Wait Routing for Opportunistic Delay Tolerant Networks
[NO] 644/1000 | A Conceptual AI-Based Architecture for the Identification and Classification of Ocular Pathologies Considering Ethical Aspects
[NO] 645/1000 | Web Text Acquisition and Resource Set Construction in Amdo Dialect Regions
[NO] 646/1000 | SPConv-YOLO: A Small Object Detection Method for Microscopic Blood Cell Images Enhanced by Shifted Pinwheel Convolutions
[NO] 647/1000 | YOLO-KFI: A Lightweight Model for Sunburn Detection in Densely Distributed Kiwifruit
[NO] 648/1000 | Predefined-Time Robust Sliding Mode Attitude Control for Quadrotor UAVs
[NO] 649/1000 | MEETINGS AND SYMPOSIA
[NO] 650/1000 | Object Specific Explainable Framework For Thermal Images Using Synergistic Approach Integrating YOLO, SAM and RISE Models
[NO] 651/1000 | DPSC-Net: Discrete Supervision Driven Reconstruction Enhancement for Defocused Fringe Projection 3D Measurement
[NO] 652/1000 | IEEE Member Discount
[NO] 653/1000 | Physics-Informed DeepONet with Ensemble Pretraining and Dynamic Loss Weighting for Lithium-Ion Battery State of Health Estimation
[NO] 654/1000 | Analysis of the Body Effect in a 4H-SiC NMOSFET Temperature Sensor Between100 and 673 K
[NO] 655/1000 | Label Distribution Learning Via Collaborative Multi-Scale Individual and Global Label Perspectives
[NO] 656/1000 | IEEE Transactions on Nuclear Science Information for Authors
[NO] 657/1000 | Semantic Consistency Matters: Language-Driven Trigger-Aligned Diffusion for Multimodal Remote Sensing Model Watermarking
[NO] 658/1000 | Author response for "A Current-Sourced Switched-Capacitor Converter (i-SCC) for Integrated Power Conversion with Discrete Inductors and Reduced Package Current"
[NO] 659/1000 | Hierarchical Fuzzy Reinforcement Learning for Variable Impedance Control of Robotic Manipulators
[NO] 660/1000 | Research on Industrial Heat Source Recognition Methods Integrating Multi-Scale Spatial Analysis and Deep Learning
[NO] 661/1000 | A 79% Efficient Piezoelectric Harvester with Hybrid Hysteretic Control for Self-Powered Biomedical Sensor Nodes
[NO] 662/1000 | Automatic Stress Recognition from Speech Using Mel Spectrograms and Deep CNNs
[NO] 663/1000 | AI-Driven Scalable Framework for Energy-Efficient SDN Configurations
[YES] 664/1000 | Optimizing CNN-to-FPGA Conversion with hls4ml: Resource, Latency, and Accuracy Trade-offs for Fashion-MNIST Classification
[NO] 665/1000 | PAAM: Phase-Aware Action Modulation for Force-Guided Policy Augmentation in Contact-Rich Manipulation
[NO] 666/1000 | An Adaptive QoS Routing Algorithm for Wireless Ad Hoc Networks Oriented to Marine Evaporation Ducts
[NO] 667/1000 | Integrated Sensing and Communication for AmBC-V2X: An ICI-Aware 4D Estimation Framework
[NO] 668/1000 | Wavelet Domain Sparse Transformer for Single Image Deraining
[YES] 669/1000 | Research on Improved Dual Channel Generative Anomaly Detection Based on Graph Neural Network
[NO] 670/1000 | Exogenous-Aware Causal Invariant Spatio-Temporal Model for Mobile Traffic Prediction
[NO] 671/1000 | Low-Cost Honeypot Data for High-Stakes DDoS Detection: Benchmark Inflation vs Real-World Performance
[NO] 672/1000 | A Resource Allocation Method for Semantic Communication in Unmanned Aerial Vehicle Systems
[NO] 673/1000 | Interpretable Deep Reinforcement Learning with Differentiable Decision Trees for Cost-Effective Medical Diagnosis
[NO] 674/1000 | Design of a Raspberry Pi-Based Carbonated Beverage Bottle Recognition System
[NO] 675/1000 | Real-Time Eye Gaze Recognition Based on an Improved YOLO Algorithm
[NO] 676/1000 | AI-Powered Dynamic Honeypot System
[NO] 677/1000 | CDPR: Cross-modal Diffusion with Polarization for Reliable Monocular Depth Estimation
[NO] 678/1000 | Maneuvering Targets Fusion Filtering for Vehicle-Mounted Multi-Source Heterogeneous Sensor Using MHS-GRU-Fusion Net
[NO] 679/1000 | Experimental Evaluation of Reused Battery-Based Hybrid Energy Storage System Under Transient Load Conditions
[NO] 680/1000 | ASRM-Net: Multi-Scale Feature Enhancement with Adaptive Spatial Recalibration for Medical Image Segmentation
[NO] 681/1000 | MultiMatch: A Job-Matching Framework Based on Multimodal Large Language Models
[NO] 682/1000 | Enhanced Child Malnutrition Classification Using Hybrid BGWO-RFECV Feature Selection and Ensemble Learning on Temporal Health Data
[NO] 683/1000 | Enabling High Sensitivity in FET based Hydrogen Sensor through Physical Parameter Modulation: A Theoretical Insight
[NO] 684/1000 | FedRPT: a Dual-Layer Federated Learning Framework for Copyright Protection
[NO] 685/1000 | Implementing Autonomous Rover Control Using NASA F Prime Framework and YOLO-Based Real-Time Object Detection
[NO] 686/1000 | An Improved RT-DETR-Based Conveyor Belt Crack Detection Method with Transfer Learning
[NO] 687/1000 | Multimodal AI Framework for Personalized and Context-Aware Skin Disease Diagnosis, Monitoring, and Treatment Support
[NO] 688/1000 | ML-Driven Automated Response Policy Engine for Cyberattack Prevention in SOC: From Detection to Action Decision
[NO] 689/1000 | Examining the Visual Capabilities of Multimodal Large Language Models for Automotive Applications
[NO] 690/1000 | Scientific Committee
[NO] 691/1000 | A Gravity-Matching Navigation Algorithm Based on Relative Gravity Changes
[NO] 692/1000 | Spatial Prior Guided Temporal Modelling for End-to-End Continuous Sign Language Translation
[NO] 693/1000 | Loss and Lifetime Evaluation of Electrolytic Capacitors in Offshore Photovoltaic Inverters under Salt-Spray Corrosion
[NO] 694/1000 | Optimized Power Loop Design for Suppressing Switching Overshoot and Oscillation in GaN-Based Half-Bridge Circuit for Motor Drives
[NO] 695/1000 | Two-Phase Locking Optimization Towards Dynamic High-Contented Workloads
[NO] 696/1000 | Double-Branch Progressive Contrastive Learning for Robust ISAR Target Recognition under Suboptimal Imaging Conditions
[NO] 697/1000 | DFE-RFC: Degradation-Robust Feature Network for Object Detection in Adverse Weather
[NO] 698/1000 | Table of Content
[YES] 699/1000 | Generative Analog Integrated Circuit Placement via Denoising Diffusion Models
[NO] 700/1000 | Soft Regrasping Tool Inspired by Jamming Gripper
[NO] 701/1000 | A Multi-Modal Fusion Deep Learning Method for Radar Target Recognition
[NO] 702/1000 | A Multi-Paradigm AI Framework for Real-Time Anomaly Detection and Adaptive Risk Scoring in Digital Payment Ecosystems
[NO] 703/1000 | AI-Powered Optimization of Security and Resource Management in Enterprise Multi-Cloud Platforms
[YES] 704/1000 | Adaptive AI Powered Intrusion Detection System With Optimized SQL Injection Classification
[NO] 705/1000 | Inclined Joint Variable Stiffness Linear Mechanism
[NO] 706/1000 | TSF-YOLO for Tiny Fallen-Person Detection in Cluttered Water-Surface Scenes
[NO] 707/1000 | Enhancing Pneumonia Detection from Chest X-Rays Using Probabilistic Pooling with Pretrained CNN Backbones
[NO] 708/1000 | AI-Driven Compliance Orchestration and Audit-Ready Revenue Recognition in Multinational SaaS Enterprises
[NO] 709/1000 | CQ-Rank: Consistency-Quality-Aware Re-ranking for Robust Traffic Sign Detection under Adverse Conditions
[NO] 710/1000 | Learnable Tree Based Navigation for Dual-Feature-Aware Resource Allocation in Computing Power Networks
[NO] 711/1000 | A Hybrid Dual-Backbone Deep Learning Framework for Lumbar Spinal Stenosis Classification from MRI with External Validation
[NO] 712/1000 | Semantic-Conditioned Prior Learning for Action Anticipation
[NO] 713/1000 | Analyzing calibration sensitivity in markerless tracking systems
[NO] 714/1000 | UFE-DETR: Small Object Detection Model for Complex Underwater Environment
[NO] 715/1000 | A Closed-Loop Vibrotactile Feedback System for Prosthetic Leg Based on Plantar Pressure Sensing
[NO] 716/1000 | Coaxial 4D Printing of Dual-Drug-Loaded Core–Shell Shape Memory Polymer Scaffolds
[NO] 717/1000 | Suboptimal Kalman Filters with Multichannel Timedelay Measurements for Ship Navigation Safety
[NO] 718/1000 | Radiomics and Deep Learning for IoMT-Integrated Medical Imaging: A Review Toward Context-Aware Decision Support
[NO] 719/1000 | SCIRCNet: Rotation-Invariant Point Cloud Completion via Self-Contour-Aware Representation
[NO] 720/1000 | Country Index
[NO] 721/1000 | Automatic Multi-Dimensional Food Text Tagging using Adaptive Neuro-Symbolic AI Framework
[NO] 722/1000 | GMSMO: Multi-Objective Evolutionary Adversarial Attacks for Remote Sensing Images
[NO] 723/1000 | Improved Clustered Unit Commitment: Proposing Two Tight Models to Mitigate Infeasible Solution Space
[NO] 724/1000 | Unify then Align: A Consistency-Aligned CLIP Representation Network for RGB-D Indoor Scene Analysis
[NO] 725/1000 | DBLTD: Deep Bayesian Low-rank Tensor Decomposition for Multivariate Data Analysis
[YES] 726/1000 | Citrus: Algebraic Reasoning about Superconductor Electronics
[NO] 727/1000 | Quaternary Huffman Encoder For JPEG-DNA
[NO] 728/1000 | Kinematic Calibration and Error Compensation of a Decoupled Surgical Robot for Microanastomosis
[NO] 729/1000 | A Reconfigurable Output Stationary Systolic Array Accelerator for 8-bit Integer Quantized Convolutional Neural Networks
[NO] 730/1000 | Robust Control of a Floating-Based Two-DoF Manipulator Under Wave-Induced Disturbances
[NO] 731/1000 | Hybrid Bilingual Lexicon Extraction Through Distributional Vectors and Structured Text-Mining Patterns
[NO] 732/1000 | YOLO-Guided Visual Information System for Autonomous Robotic Arm Control in A 3D Simulated Environment
[NO] 733/1000 | An Adaptive System for Two-Lane Overtaking Warning Integrating Visual Perception and Field-of- View Sharing
[NO] 734/1000 | Table of Contents
[NO] 735/1000 | Fractional-Order Diffusion and Control of Turing Pattern Formation in Malware Propagation for Cyber–Physical Systems
[NO] 736/1000 | Affiliate Plan of the IEEE Nuclear and Plasma Sciences Society
[NO] 737/1000 | Location-based Foveation in MIMO Radars: Joint Angular Resolution and Range Adaptation
[NO] 738/1000 | SCG-Based Respiratory State Identification via Clinically and Physiologically Informed Machine Learning
[NO] 739/1000 | Aerodynamic Design and Performance of a Low-Reynolds-Number Rotor for Mars Helicopters
[NO] 740/1000 | VIR-ReID: Learning View-Invariant Representations for Aerial-Ground Person Re-Identification
[NO] 741/1000 | Crack Control by Re-Scan in Fe-Based Metallic Glass Fabricated by Selective Laser Melting
[NO] 742/1000 | Transforming Brain Tumor Diagnosis: ChatGPT 4-Enhanced Deep Convolutional Curvelet Autoencoder Network for MRI Analysis*
[NO] 743/1000 | A Practical Integration Architecture for Unmanned Aerial Vehicles with Jitter Resilient Disturbance Compensation on Edge Platforms
[NO] 744/1000 | Unstructured Road Segmentation Using Vision-Based Edge Detection
[NO] 745/1000 | Dual-diffusion with Physical Correction for EIT Image Reconstruction
[NO] 746/1000 | Delay-optimal Congestion-aware Routing and Computation Offloading in Arbitrary Networks
[NO] 747/1000 | PW-XSimGCL: Popularity-Aware and Warmup-Enhanced Graph Contrastive Learning for Recommendation
[NO] 748/1000 | Masthead
[NO] 749/1000 | HACSeg: Hierarchical Adaptive Clustering for Learning-Free Instance Extraction in LiDAR Panoptic Segmentation
[NO] 750/1000 | Fixed-Frequency Beam-Steering K-band Leaky-Wave Antenna Using a Sliding Technique
[NO] 751/1000 | A Wideband Scalable Handedness-Switchable Quasi-3.5-Bit Planar Phased Array Based on Multi-Level Phase Compensation
[NO] 752/1000 | Design Guidelines of High-Speed Axial Flux Permanent Magnet Machine Considering Rotor Diameter Constraints
[NO] 753/1000 | EcoDT-GBM: An Energy Optimization Framework for Smart Home Consumer Electronics
[NO] 754/1000 | Comparison between epilepsy and migraine based on feature fusion and multiple machine learning models using electroencephalogram
[NO] 755/1000 | C2R: A Coarse-to-Refine Centerline-Aware Multi-Task Learning Framework for Coronary Artery Segmentation in CCTA
[NO] 756/1000 | Joint AI Model Deployment and Multi-Hop Routing-Resource Orchestration in UAV-Assisted Computing Power Networks
[NO] 757/1000 | Security Analysis and Experimental Evaluation of CAN Protocol Vulnerabilities in Mobile Robotic Systems
[NO] 758/1000 | Transformer-Based Semantic Similarity Detection for Cross-Device Text Forensics
[NO] 759/1000 | Statistical Process Control as a Dynamical Bayesian Network: A Robust PCA-Based Case Study
[NO] 760/1000 | Underwater Image Enhancement Model Based on Multi-Module Cascaded Optimization
[NO] 761/1000 | A Novel Reconfigurable Parallel Manufacturing System and Pose Optimization Method
[NO] 762/1000 | Small Target Detection Algorithm for Aerial Lmages based on YOLOv8n
[NO] 763/1000 | An LSTM-based Temperature Drift Errors Precise Estimation Model of Capacitive MEMS Gyroscopes using Stiffness Variation Analysis
[NO] 764/1000 | Explainable Machine Learning for Resource-Efficient Fault Classification in Power Grid Oscillograms: Impact of Measurement Channel Selection
[NO] 765/1000 | Dual-Channel Cloud Particle Image Classification Based on Transfer Learning and U-NET
[NO] 766/1000 | Bird's-Eye View Semantic Segmentation for Autonomous Driving via Limited Multi-Modal Sensor Fusion
[NO] 767/1000 | Adaptive Fuzzy Sliding Mode Control for 3-DOF Parallel Manipulators with Scalar Sign Function
[NO] 768/1000 | Research on Channel Characterization for Air-Ground Dual Intelligent Reflecting Surface Assisted Communication in Vehicular Scenarios
[YES] 769/1000 | Vibe Coding Vs Reality: Can LLMs Help Us In Playing Simulated Table Tennis Through A Musculoskeletal Model?
[NO] 770/1000 | A Controlled Evaluation of SAR-Optical Fusion for Sentinel-Based Land Cover Segmentation Using ResNet-ASPP and DeepLabV3+
[NO] 771/1000 | Toward Resilience-Oriented Control of Islanded Microgrids
[NO] 772/1000 | Experimental Setup of a Hydrogen-Based Microgrid: Design and Implementation of a Small-Scale Prototype
[NO] 773/1000 | From Time Domain to Frequency Domain: A Music Deepfake Detection Model Based on Multi-Branch Convolutional Neural Network
[NO] 774/1000 | FloodGraph: A Data Re-Uploading Enabled QSVR Framework for Flood Parameter Prediction and Dynamic Graph Updation
[NO] 775/1000 | Risk-Based and Resilience-Oriented Assessment of Cyber Threats in Electrical Naval Systems
[NO] 776/1000 | When Physics-Informed Priors Help and Hurt in Highway MOT Under Occlusion: a Controlled Diagnostic Study
[NO] 777/1000 | Knowledge Discovery from Industrial Safety Records: Association Rule Mining and Visualization of Hoisting Accidents
[NO] 778/1000 | Advanced Intrusion Detection in Wireless Sensor Networks Using Vanilla Generative Adversarial Network
[NO] 779/1000 | Nonlinear Ultrasonic Frequency Mixing for Microcrack Detection in Metal Components
[NO] 780/1000 | Iterative Gaussian Approximation for Random Spreading Unsourced Random Access
[NO] 781/1000 | Research on Physical Layer Security Enhancement Technology in Maritime Evaporation Duct Channels
[NO] 782/1000 | CAAP: Accelerating Dynamic 3D Gaussian Splatting via Contribution-Aware Adaptive Pruning
[NO] 783/1000 | A Multi-Loop Noise-Optimized Capacitively Coupled Chopper Amplifier for EEG Front-Ends
[NO] 784/1000 | Design, calibration, and validation of the HDU60 five-axis horizontal machine tool for blisk manufacturing
[NO] 785/1000 | Machine Learning and Deep Learning Approaches for Cyberattack Anomaly Detection: A Concise Review
[NO] 786/1000 | Advanced Modeling and Control Strategies for Autonomous Underwater Vehicles in Cooperative Applications
[NO] 787/1000 | Design of the Wrist Rehabilitation Control System Based on a Parallel Exoskeleton
[NO] 788/1000 | Optimized Fusion Model for Wildlife Monitoring Based on YOLO Plus CLIP Framework
[NO] 789/1000 | Ontology-Based Enhancement of IoT Logs for Digital Forensic Investigations A Controlled Experiment with Smart Lock Data
[NO] 790/1000 | Asynchronous Speculative Decoding for Low-Latency Vision-Language Navigation
[NO] 791/1000 | Fish Feeding Behavior Classification Using Detection-Based and Pre-trained Models
[NO] 792/1000 | HG-YOLOv8: a Hybrid Attention and Ghost Convolution Enhanced Framework for PCB Defect Detection
[NO] 793/1000 | An Empirical Study of MuRIL-based architectures for Hindi Health Domain NER
[NO] 794/1000 | Precise Docking of Articulated Vehicles Using a Virtual Corridor and Model Predictive Control
[NO] 795/1000 | IQuHF: Intelligent Quantum-Hybrid Framework for Secure Medical Image Watermarking
[NO] 796/1000 | A Weight Optimization Method for Vision-based Active Suspension Preview Control
[NO] 797/1000 | A Real-Time-Constrained Evaluation Framework for Path Planning in Conveyor-Side Robotic Sorting under RT-Thread Systems
[NO] 798/1000 | Feasibility and Performance Analysis of Kyber-Based Proxy Re-Encryption for Constrained Edge-Assisted IoT Systems
[NO] 799/1000 | Robust Localization Method for Unmanned Surface Vehicle Binocular Vision
[NO] 800/1000 | FusionNeXt: A ConvNeXt-Based Residual Fusion Network for Skin Lesion Segmentation
[NO] 801/1000 | Video-to-Emotional Music Generation Based on Temporal Structure Alignment
[NO] 802/1000 | ASST-TFRCnet: An End-to-End Explainable Framework for PQD Classification_supp1-3718143.pdf
[NO] 803/1000 | Detection of Noise Product Amplitude Modulated Slice Repeat Jamming Based on Dual-Dimension Mutations of Statistical Properties and Amplitude
[NO] 804/1000 | IEEE Transactions on Electromagnetic Compatibility Information for Authors
[NO] 805/1000 | Compositional Generator Equivalence
[NO] 806/1000 | Too Many DevEx Metrics, Too Little Guidance
[NO] 807/1000 | A Flexible Multiband Wearable Antenna for Sub-6 GHz 5G Communication Systems
[NO] 808/1000 | A Hybrid Kalman-Weighted Sliding Mode Observer for Sensorless Torque Estimation of Robotic Manipulators
[NO] 809/1000 | A Segmented Dynamic Data Pruning Method Based on Sample Value Evaluation
[NO] 810/1000 | Toward a Confidence-Aware Validation Workflow for Real-Time Pronunciation Assessment: Human Review, Uncertainty Communication, and Evidence Logging in Tajwid-Oriented Feedback Systems
[NO] 811/1000 | Models and algorithms for protecting intrusion detection systems from attacks on machine learning components
[NO] 812/1000 | Real-Time Evaluation of Predictive Fuzzy Terminal Sliding Mode Controller for Quadrotors
[NO] 813/1000 | Observation-Based Joint-Angle Modeling and Hydrodynamic Gait Verification for a Duck-Inspired Robot
[NO] 814/1000 | Wideband Channel Measurement and Modeling at 4.6 GHz in Air-to-Sea Scenarios for 6G Low-Altitude Communications
[NO] 815/1000 | A Two-Dimensional Budget Learning and Fast Deployment Method for Resource-Constrained Visual Inference
[NO] 816/1000 | An Improved YOLO26 Algorithm for Small-Target Detection Based on Image Enhancement
[NO] 817/1000 | SMACD 2026 Cover Page
[NO] 818/1000 | Detection and Temporal Tracking of Pigs in Farming Environments Using a Camera System
[NO] 819/1000 | Parametric Analysis and Optimization of the Start-up Process for 2D MEMS Mirrors
[NO] 820/1000 | Dual-Frame Extended Kalman Filter Localization System on Clearpath Husky Robot
[NO] 821/1000 | AI-Driven Selective Bird Feeder Guard Using MobileNetV3 and ESP32
[NO] 822/1000 | MesoFuseNet: A Two-Stream Fusion Network for Multi-Granularity Forgery Perception in Images
[NO] 823/1000 | An analytical review of cybersecurity vulnerabilities and AI-based protection in EV charging systems
[NO] 824/1000 | Object Detection System Implementation Using 360 Degree Cameras and 3D LiDAR on a Clearpath Husky A200 Mobile Robot Platform
[NO] 825/1000 | A Memory-Efficient Newton-Krylov NMPC with I&amp;I Robustness for Embedded Vehicle Control
[YES] 826/1000 | Integrating Standardized Defect Modeling and Machine Learning for Alternative Testing of AMS Circuits
[NO] 827/1000 | Mapping GWAS-derived Genetic Variants to Mental Illness via Machine Learning
[NO] 828/1000 | Evaporation Duct-Guided Adaptive QoS Routing for Maritime UAV Ad Hoc Networks
[NO] 829/1000 | Linear Quadratic Integral Control for Longitudinal Stability of a Fully Submerged Hydrofoil Craft
[NO] 830/1000 | Privacy-Preserving Identity and Entitlement APIs for External Ecosystems
[NO] 831/1000 | Personalized Learning Recommendations for Deaf and Hard-of-Hearing Learners
[NO] 832/1000 | Self-Reflective LLM Agents with Quality-Aware Episodic Memory for Multi-Step Task Completion
