[2026-02-10 09:46:13] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-09
正在获取论文...
[arXiv] 2026-02-09 | GaussianCaR: Gaussian Splatting for Efficient Camera-Radar Fusion
[arXiv] 2026-02-09 | Convergence Analysis for the Recovery of the Friction Threshold in a Scalar Tresca Model
[arXiv] 2026-02-09 | The Theory and Practice of MAP Inference over Non-Convex Constraints
[arXiv] 2026-02-09 | Modelling Conduction Cooling of Superconducting Accelerator Magnets using a Thermal Thin Shell Approximation
[arXiv] 2026-02-09 | AI-Assisted Model for Generating Multiple-Choice Questions
[arXiv] 2026-02-09 | TEAM: Temporal-Spatial Consistency Guided Expert Activation for MoE Diffusion Language Model Acceleration
[arXiv] 2026-02-09 | K-DRIFT Science Theme: Galaxies in the Faint Universe
[arXiv] 2026-02-09 | Efficient circuit compression by multi-qudit entangling gates in linear optical quantum computation
[arXiv] 2026-02-09 | Controlled Flight of an Insect-Scale Flapping-Wing Robot via Integrated Onboard Sensing and Computation
[arXiv] 2026-02-09 | stable-worldmodel-v1: Reproducible World Modeling Research and Evaluation
[arXiv] 2026-02-09 | Representation theory of inhomogeneous Gaussian unitaries
[arXiv] 2026-02-09 | Multi-Staged Framework for Safety Analysis of Offloaded Services in Distributed Intelligent Transportation Systems
[arXiv] 2026-02-09 | Negative-Aware Diffusion Process for Temporal Knowledge Graph Extrapolation
[arXiv] 2026-02-09 | Robust Policy Optimization to Prevent Catastrophic Forgetting
[arXiv] 2026-02-09 | Efficient Deep Learning for Biometrics: Overview, Challenges and Trends in Ear of Frugal AI
[arXiv] 2026-02-09 | Root Cause Analysis Method Based on Large Language Models with Residual Connection Structures
[arXiv] 2026-02-09 | The Use of AI Tools to Develop and Validate Q-Matrices
[ACM] 2026-2-9 | RespireNet: Enhancing Lung Sound Classification using CNN-TCN Hybrid Approach
[ACM] 2026-2-9 | DALD-PCAC: Density-Adaptive Learning Descriptor for Point Cloud Lossless Attribute Compression
[ACM] 2026-2-9 | RoTransMIL: Rotary Positional Embedding for Transformer-based Multiple Instance Learning
[ACM] 2026-2-9 | Interactive-SmartClerk: A Recommender Robot System Sharing Preferences with Customer
[ACM] 2026-2-9 | On the Reruns of GitHub Actions Workflows
[ACM] 2026-2-9 | MTF: an Open-Source Metamorphic Testing Framework for LLM-based systems
[ACM] 2026-2-9 | Designing Ethics or Manipulating It: Who Needs Ethics in a Multi-Agent Virtual Space?
[ACM] 2026-2-9 | Program Behavior Gaps: An Extension of the Rules of Program Behavior Framework
[ACM] 2026-2-9 | Segmented Confidence Sequences and Multi-Scale Adaptive Confidence Segments for Anomaly Detection in Nonstationary Time Series
[ACM] 2026-2-9 | Enhancing Morphological Discrimination in Red Blood Cell Images via Multi-Level Attention
[ACM] 2026-2-9 | Adaptive Geometric Attention-Driven No-Reference Multi-Modal Point Cloud Quality Assessment
[ACM] 2026-2-9 | Proceedings of the 2025 5th International Conference on Artificial Intelligence and Application Technologies
[ACM] 2026-2-9 | Solving Derangement Problems by Particle Swarm Optimization
[ACM] 2026-2-9 | End-to-end Viewpoint Optimization for Inspection based on Defect Detectability Assessment
[ACM] 2026-2-9 | Bridging Personality Theory and Emotion Dynamics for Intelligent Robots: An MBTI-to-OCEAN-PAD Approach
[ACM] 2026-2-9 | Light Status Recognition and Runtime Analytics Using YOLOv5-tiny
[ACM] 2026-2-9 | DHMNet: Dendritic Learning-enhanced MobileNet for Intracranial Hemorrhage Detection in Head CT Scans
[ACM] 2026-2-9 | Program Debloating via Multi-Granularity Stochastic Optimization
[ACM] 2026-2-9 | MetaML-Pro: Cross-Stage Design Flow Automation for Efficient Deep Learning Acceleration
[ACM] 2026-2-9 | Comparative Performance of YOLOv5-tiny and YOLOv8-m for Insect Pest Detection
[ACM] 2026-2-9 | Functional Diversity in Deep Ensembles via Wasserstein Representation Alignment
[ACM] 2026-2-9 | Representing Tuple in Graph with Trail Structure
[ACM] 2026-2-9 | Effective False Alarm Reduction : Integrating Dual-Kernels and Random Projection in One-Class Support Vector Machine
[ACM] 2026-2-9 | Fix Pattern-Aware Vulnerability Patch Generation via In-Context Learning
[ACM] 2026-2-9 | A Soft Set-Based Classifier Pruning for Multi-Layer Stacking Ensembles in Churn Prediction
[ACM] 2026-2-9 | Beyond Bitrate: Understanding the QoE Impact of Playback Rate and Seeking in Adaptive Video Streaming
[ACM] 2026-2-9 | Decoding AI Literacy: A Bibliometric Analysis of Global Research Trends, Thematic Evolution, and Future Directions
[ACM] 2026-2-9 | An Evolutionary Computation-based Approach for a Multi-Objective Drone-Assisted Relief Distribution Problem
共写入 886 条记录，保存到 papers/paper2026-02-09.json。
论文获取成功，文件路径: papers/paper2026-02-09.json
正在筛选、翻译并发送邮件...
[NO] 1/886 | GaussianCaR: Gaussian Splatting for Efficient Camera-Radar Fusion
[NO] 2/886 | How negative feedback from filamentous actin affects cell shapes and motility
[NO] 3/886 | Heterogeneous Optically-Detected Spin-Acoustic Resonance in Solid-State Molecular Thin-film
[NO] 4/886 | A single frequency approach to nonequilibrium modeling of the chromosphere
[NO] 5/886 | An unusual pair of interstellar HI features and a related white dwarf star inside the HI cavity surrounding the Upper Sco-Cen OB2 Association
[NO] 6/886 | Belief Offloading in Human-AI Interaction
[NO] 7/886 | Shifting the Breaking Point of Flow Matching for Multi-Instance Editing
[NO] 8/886 | (Claw, C_3)-free digraphs with unbounded dichromatic number
[NO] 9/886 | SynSacc: A Blender-to-V2E Pipeline for Synthetic Neuromorphic Eye-Movement Data and Sim-to-Real Spiking Model Training
[NO] 10/886 | FusionEdit: Semantic Fusion and Attention Modulation for Training-Free Image Editing
[NO] 11/886 | Discovering hypergeometric series with harmonic numbers via Wilf-Zeilberger seeds
[NO] 12/886 | How far from the edge need a population be to survive? A probability model
[NO] 13/886 | Intermediate Results on the Complexity of STRIPS$_{1}^{1}$
[NO] 14/886 | Why do we Trust Chatbots? From Normative Principles to Behavioral Drivers
[NO] 15/886 | Weak forms offer strong regularisations: how to make physics-informed (quantum) machine learning more robust
[NO] 16/886 | Low-Light Video Enhancement with An Effective Spatial-Temporal Decomposition Paradigm
[NO] 17/886 | Reasoning aligns language models to human cognition
[NO] 18/886 | Constraints on non-standard neutrino interactions from Borexino extended data-set
[NO] 19/886 | ALIVE: Animate Your World with Lifelike Audio-Video Generation
[NO] 20/886 | Branch-Price-and-Cut Accelerated with a Pricing for Integrality Heuristic for the Electrical Vehicle Routing Problem with Time Windows and Charging Time Slots
[NO] 21/886 | Lifts of cycles in tropical hypersurfaces and the Gamma conjecture
[NO] 22/886 | Heterogeneous Distributed Zeroth-Order Nonconvex Optimization with Communication Compression
[NO] 23/886 | Measures for Assessing Causal Effect Heterogeneity Unexplained by Covariates
[NO] 24/886 | Enhancing Genetic Algorithms with Graph Neural Networks: A Timetabling Case Study
[NO] 25/886 | Breaking the Grid: Distance-Guided Reinforcement Learning in Large Discrete and Hybrid Action Spaces
[NO] 26/886 | Inspiration Seeds: Learning Non-Literal Visual Combinations for Generative Exploration
[NO] 27/886 | JOREK simulations of the X-point radiator formation and its movement in ASDEX Upgrade
[NO] 28/886 | Quantum Charging Advantage in Superconducting Solid-State Batteries
[NO] 29/886 | Holographic information measures for spin-$3/2$ $Δ$ baryons in AdS/QCD
[NO] 30/886 | RFSoC-Based Integrated Navigation and Sensing Using NavIC
[NO] 31/886 | MOSAIC: Bridging the Sim-to-Real Gap in Generalist Humanoid Motion Tracking and Teleoperation with Rapid Residual Adaptation
[NO] 32/886 | Conditional Sequence Modeling for Safe Reinforcement Learning
[NO] 33/886 | Modeling Score Approximation Errors in Diffusion Models via Forward SPDEs
[NO] 34/886 | Time resolution at the quantum limit of two incoherent sources based on frequency resolved two-photon-interference
[NO] 35/886 | Multiple convolutions and multilinear fractal Fourier restriction
[NO] 36/886 | ValueFlow: Measuring the Propagation of Value Perturbations in Multi-Agent LLM Systems
[NO] 37/886 | Homing through Reinforcement Learning
[NO] 38/886 | Semantics and Multi-Query Optimization Algorithms for the Analyze Operator
[NO] 39/886 | Adaptive Markovian Spatiotemporal Transfer Learning in Multivariate Bayesian Modeling
[NO] 40/886 | GISA: A Benchmark for General Information-Seeking Assistant
[NO] 41/886 | TIBR4D: Tracing-Guided Iterative Boundary Refinement for Efficient 4D Gaussian Segmentation
[NO] 42/886 | Trajectory Stitching for Solving Inverse Problems with Flow-Based Models
[NO] 43/886 | UniPlan: Vision-Language Task Planning for Mobile Manipulation with Unified PDDL Formulation
[NO] 44/886 | Coupling between CaWO$_4$ phonons and Er$^{3+}$ dopants
[NO] 45/886 | Thermal Vacuum Cosmology Explains Hubble Tension
[NO] 46/886 | Bridging Academia and Industry: A Comprehensive Benchmark for Attributed Graph Clustering
[NO] 47/886 | Compatibility complexes for the conformal-to-Einstein operator
[NO] 48/886 | Viscous Burgers equation driven by point source: a formula for the weak limit
[NO] 49/886 | The problem with twp linear branches
[NO] 50/886 | An intramembranous ossification model for the in-silico analysis of bone tissue formation in tooth extraction sites
[NO] 51/886 | Empirical Bayes Variable Selection with Lasso Statistics in the AMP Framework
[NO] 52/886 | CLEAR: A Knowledge-Centric Vessel Trajectory Analysis Platform
[NO] 53/886 | Boltzmann sampling and optimal exact-size sampling for directed acyclic graphs
[NO] 54/886 | TriC-Motion: Tri-Domain Causal Modeling Grounded Text-to-Motion Generation
[NO] 55/886 | Selberg and Brolin on value distribution of complex dynamics
[NO] 56/886 | Neutrinoless double beta decays of hyperons in covariant chiral perturbation theory
[NO] 57/886 | Ozonation of Dielectric Fosters Self-Healing Efficiency in Metalized-Film Capacitors: Quantum-Chemical Simulation
[NO] 58/886 | Dynamically entangled oscillating state in a Bose gas with an attractive polaron
[NO] 59/886 | SteerVLA: Steering Vision-Language-Action Models in Long-Tail Driving Scenarios
[NO] 60/886 | Exact Stationary State of a $d$-dimensional Run-and-Tumble Particle in a Harmonic Potential
[NO] 61/886 | NovaMoon: A Strategic Lunar Reference Station for Positioning, Timing, and Largely Enhanced Science in the Earth-Moon System Serena
[NO] 62/886 | USBD: Universal Structural Basis Distillation for Source-Free Graph Domain Adaptation
[NO] 63/886 | On- and off-chain demand and supply drivers of Bitcoin price
[NO] 64/886 | Radial Müntz-Szász Networks: Neural Architectures with Learnable Power Bases for Multidimensional Singularities
[NO] 65/886 | A Bayesian regression framework for circular models with INLA
[NO] 66/886 | Movable Antenna Enabled Reconfigurable Array Topologies for Structured Beam Communications
[NO] 67/886 | Optimizing Spectral Prediction in MXene-Based Metasurfaces Through Multi-Channel Spectral Refinement and Savitzky-Golay Smoothing
[NO] 68/886 | Intelligent support for Human Oversight: Integrating Reinforcement Learning with Gaze Simulation to Personalize Highlighting
[YES] 69/886 | On Protecting Agentic Systems' Intellectual Property via Watermarking
[NO] 70/886 | SCOUT-RAG: Scalable and Cost-Efficient Unifying Traversal for Agentic Graph-RAG over Distributed Domains
[NO] 71/886 | $C^{1,α}$-regularity for Mixed Local and Nonlocal Degenerate Elliptic Equations in the Heisenberg Group
[NO] 72/886 | D$^2$-VR: Degradation-Robust and Distilled Video Restoration with Synergistic Optimization Strategy
[NO] 73/886 | Altruism and Fair Objective in Mixed-Motive Markov games
[NO] 74/886 | Cross-Modal Bottleneck Fusion For Noise Robust Audio-Visual Speech Recognition
[NO] 75/886 | Probing $α$ clustering in $^{12}\mathrm{C}$ at CSR energies using the Jet AA Microscopic Transport Model
[NO] 76/886 | ReefFlex: A Generative Design Framework for Soft Robotic Grasping of Organic and Fragile objects
[NO] 77/886 | Tighnari v2: Mitigating Label Noise and Distribution Shift in Multimodal Plant Distribution Prediction via Mixture of Experts and Weakly Supervised Learning
[NO] 78/886 | Pitot-Aided Attitude and Air Velocity Estimation with Almost Global Asymptotic Stability Guarantees
[NO] 79/886 | Optimal Transmit Beamforming for MIMO ISAC with Unknown Target and User Locations
[NO] 80/886 | SynthAgent: A Multi-Agent LLM Framework for Realistic Patient Simulation -- A Case Study in Obesity with Mental Health Comorbidities
[YES] 81/886 | Software Testing at the Network Layer: Automated HTTP API Quality Assessment and Security Analysis of Production Web Applications
[NO] 82/886 | Linearization Explains Fine-Tuning in Large Language Models
[NO] 83/886 | Adaptive Matrix Online Learning through Smoothing with Guarantees for Nonsmooth Nonconvex Optimization
[NO] 84/886 | Some Patterns of Research in Mathematics
[NO] 85/886 | Comparing Mixture, Box, and Wasserstein Ambiguity Sets in Distributionally Robust Asset Liability Management
[NO] 86/886 | CoRect: Context-Aware Logit Contrast for Hidden State Rectification to Resolve Knowledge Conflicts
[NO] 87/886 | Thermodynamic Isomorphism of Transformers: A Lagrangian Approach to Attention Dynamics
[NO] 88/886 | LLMs and people both learn to form conventions -- just not with each other
[NO] 89/886 | Complementary Roles of Distance and Growth Probes in Testing Time-Varying Dark Energy
[NO] 90/886 | Geospatial-Reasoning-Driven Vocabulary-Agnostic Remote Sensing Semantic Segmentation
[NO] 91/886 | Epitaxial Growth of Anisotropic SnSe on GaAs(001) via Step-Edge Orientation Control
[YES] 92/886 | Dreaming in Code for Curriculum Learning in Open-Ended Worlds
[NO] 93/886 | Nexus: Inferring Join Graphs from Metadata Alone via Iterative Low-Rank Matrix Completion
[NO] 94/886 | Highly Polarized and Long Range Dissipationless Spin Transport Due to Counterflowing Electron and Hole Edge Channels
[NO] 95/886 | Heavy quark collisional energy loss in a nonextensive quark-gluon plasma
[YES] 96/886 | Grounding Generative Planners in Verifiable Logic: A Hybrid Architecture for Trustworthy Embodied AI
[NO] 97/886 | GKM Theory for Manifolds of Isospectral Matrices in Lie Type D
[NO] 98/886 | Intimate relationship between spin configuration in the triplet pair and superconductivity in UTe$_2$
[NO] 99/886 | E-VAds: An E-commerce Short Videos Understanding Benchmark for MLLMs
[NO] 100/886 | To Tango or to Disentangle? Making Ethnography Public in the Digital Age
[NO] 101/886 | OPE: Overcoming Information Saturation in Parallel Thinking via Outline-Guided Path Exploration
[NO] 102/886 | Vec-QMDP: Vectorized POMDP Planning on CPUs for Real-Time Autonomous Driving
[NO] 103/886 | PACC: Protocol-Aware Cross-Layer Compression for Compact Network Traffic Representation
[NO] 104/886 | Grokking in Linear Models for Logistic Regression
[NO] 105/886 | "I Can't Keep Up": Accessibility Barriers in Video-Based Learning for Individuals with Borderline Intellectual Functioning
[NO] 106/886 | Autoregressive Image Generation with Masked Bit Modeling
[NO] 107/886 | Contact-Anchored Policies: Contact Conditioning Creates Strong Robot Utility Models
[NO] 108/886 | Dexterous Manipulation Policies from RGB Human Videos via 4D Hand-Object Trajectory Reconstruction
[NO] 109/886 | Next-Gen CAPTCHAs: Leveraging the Cognitive Gap for Scalable and Diverse GUI-Agent Defense
[NO] 110/886 | Complete discrete Schoenberg-Delsarte theory for homogeneous spaces
[NO] 111/886 | Data Science and Technology Towards AGI Part I: Tiered Data Management
[YES] 112/886 | Next Concept Prediction in Discrete Latent Space Leads to Stronger Language Models
[NO] 113/886 | Platform Design, Earnings Transparency and Minimum Wage Policies: Evidence from A Natural Experiment on Lyft
[NO] 114/886 | Equivalent definitions of fusion category arising from separability
[NO] 115/886 | How Should We Model the Probability of a Language?
[NO] 116/886 | pixelLOG: Logging of Online Gameplay for Cognitive Research
[NO] 117/886 | No Word Left Behind: Mitigating Prefix Bias in Open-Vocabulary Keyword Spotting
[NO] 118/886 | The Reawakening of 4U 1755-338 after 25 Years of Quiescence: Spectro-temporal Analysis Using Multi-instrument X-ray Data
[NO] 119/886 | Seasonal Variation of Polar Ice: Implications for Ultrahigh Energy Neutrino Detectors
[NO] 120/886 | Analysis of Converged 3D Gaussian Splatting Solutions: Density Effects and Prediction Limit
[NO] 121/886 | The Scrollar Invariants of Curves Mapping to a Hirzebruch Surface
[NO] 122/886 | A Mathematical Theory of Redox Biology
[NO] 123/886 | Rethinking IPv6 Defense: A Unified Edge-Centric Zero-Trust Data-Plane Architecture
[NO] 124/886 | DeepQuali: Initial results of a study on the use of large language models for assessing the quality of user stories
[NO] 125/886 | AnomSeer: Reinforcing Multimodal LLMs to Reason for Time-Series Anomaly Detection
[NO] 126/886 | Global well-posedness for one-dimensional compressible Navier--Stokes system in dynamic combustion with small $BV\cap L^1$ initial data
[NO] 127/886 | Rethinking Graph Generalization through the Lens of Sharpness-Aware Minimization
[NO] 128/886 | Cutting Through the Noise: On-the-fly Outlier Detection for Robust Training of Machine Learning Interatomic Potentials
[NO] 129/886 | Deciding the Satisfiability of Combined Qualitative Constraint Networks
[NO] 130/886 | Unconventional magnetoelectric conductivity and electrochemical response from dipole-like sources of Berry curvature
[NO] 131/886 | Division of labor enables efficient collective decision-making under uncertainty
[NO] 132/886 | Glow with the Flow: AI-Assisted Creation of Ambient Lightscapes for Music Videos
[NO] 133/886 | AMEM4Rec: Leveraging Cross-User Similarity for Memory Evolution in Agentic LLM Recommenders
[NO] 134/886 | VideoVeritas: AI-Generated Video Detection via Perception Pretext Reinforcement Learning
[NO] 135/886 | Josephson tunneling through a Yu-Shiba-Rusinov state: Interplay of $π$-shifts in Josephson current and local superconducting order parameter
[NO] 136/886 | Perfect all-angle asymmetric transmission via normal susceptibilities: exact spatial derivative by local meta-atoms and nonlocal metasurfaces
[NO] 137/886 | Any-to-All MRI Synthesis: A Unified Foundation Model for Nasopharyngeal Carcinoma and Its Downstream Applications
[NO] 138/886 | Two-Dimensional Kelvin-Helmholtz Instability with Anisotropic Pressure
[NO] 139/886 | Towards resurgence of Joyce structures
[NO] 140/886 | Equilibria: Fair Multi-Tenant CXL Memory Tiering At Scale
[NO] 141/886 | CryptoGen: Secure Transformer Generation with Encrypted KV-Cache Reuse
[NO] 142/886 | MOVA: Towards Scalable and Synchronized Video-Audio Generation
[NO] 143/886 | Microquasar Remnants as Pevatrons Illuminating the Galactic Cosmic Ray Knee
[NO] 144/886 | Non-Hermitian Renormalization Group from a Few-Body Perspective
[NO] 145/886 | Learning Credal Ensembles via Distributionally Robust Optimization
[NO] 146/886 | Bi-Adapt: Few-shot Bimanual Adaptation for Novel Categories of 3D Objects via Semantic Correspondence
[NO] 147/886 | Averaging Dynamics and Wong-Zakai approximations for a Fast-Slow Navier-Stokes System Driven by fractional Brownian Motion
[NO] 148/886 | High-resolution numerical simulations of turbulent non-catalytic reverse water gas shift
[NO] 149/886 | Complex harmonic mean
[NO] 150/886 | 2.5D co-packaged optical I/O chipsets on a SiON/Si interposer for 4 $\times$ 100G optical interconnection
[NO] 151/886 | DexFormer: Cross-Embodied Dexterous Manipulation via History-Conditioned Transformer
[NO] 152/886 | Linguistics and Human Brain: A Perspective of Computational Neuroscience
[NO] 153/886 | Language Modeling and Understanding Through Paraphrase Generation and Detection
[NO] 154/886 | When Do Multi-Agent Systems Outperform? Analysing the Learning Efficiency of Agentic Systems
[NO] 155/886 | A few-shot and physically restorable symbolic regression turbulence model based on normalized general effective-viscosity hypothesis
[NO] 156/886 | Quantization-aware Photonic Homodyne computing for Accelerated Artificial Intelligence and Scientific Simulation
[NO] 157/886 | Stochastic many-body perturbation theory for high-order calculations
[NO] 158/886 | Constraint-Aware Generative Auto-bidding via Pareto-Prioritized Regret Optimization
[NO] 159/886 | Towards Optimal Semantic Communications: Reconsidering the Role of Semantic Feature Channels
[NO] 160/886 | Modules of minimal multiplicity over one-dimensional Cohen-Macaulay local rings
[NO] 161/886 | Quo vadis biophotonics? Wearing serendipity and slow science as a badge of pride, and embracing biology
[NO] 162/886 | Mixing properties of bi-disperse ellipsoid assemblies: Mean-field behaviour in a granular matter experiment
[NO] 163/886 | Relating visual attention and learning in an online instructional physics module
[NO] 164/886 | STEP: Warm-Started Visuomotor Policies with Spatiotemporal Consistency Prediction
[YES] 165/886 | SkillRL: Evolving Agents via Recursive Skill-Augmented Reinforcement Learning
[NO] 166/886 | Tutti: Expressive Multi-Singer Synthesis via Structure-Level Timbre Control and Vocal Texture Modeling
[NO] 167/886 | Generating Adversarial Events: A Motion-Aware Point Cloud Framework
[NO] 168/886 | Investigating Writing Professionals' Relationships with Generative AI: How Combined Perceptions of Rivalry and Collaboration Shape Work Practices and Outcomes
[NO] 169/886 | ByteHouse: A Cloud-Native OLAP Engine with Incremental Computation and Multi-Modal Retrieval
[NO] 170/886 | Constitutive flow law for hydrogel granular rafts near the brittle-ductile transition
[NO] 171/886 | RECUR: Resource Exhaustion Attack via Recursive-Entropy Guided Counterfactual Utilization and Reflection
[NO] 172/886 | DrugR: Optimizing Molecular Drugs through LLM-based Explicit Reasoning
[NO] 173/886 | Improved Conditional Logistic Regression using Information in Concordant Pairs with Software
[NO] 174/886 | An Experimental Study on Fine-Grained Bistatic Sensing of UAV Trajectory via Cellular Downlink Signals
[NO] 175/886 | JWST spectral retrieval of cold directly imaged planet WD0806 b and the first measurement of altitude-dependent K$_{zz}$ in exoplanet atmospheres
[YES] 176/886 | Fork, Explore, Commit: OS Primitives for Agentic Exploration
[NO] 177/886 | PEGAsus: 3D Personalization of Geometry and Appearance
[NO] 178/886 | NeuroScaler: Towards Energy-Optimal Autoscaling for Container-Based Services
[NO] 179/886 | ZipFlow: a Compiler-based Framework to Unleash Compressed Data Movement for Modern GPUs
[NO] 180/886 | Nansde-net: A neural sde framework for generating time series with memory
[NO] 181/886 | Relations and Derivatives of Multiple Eisenstein Series
[NO] 182/886 | Self-Supervised Bootstrapping of Action-Predictive Embodied Reasoning
[NO] 183/886 | Black Flower Microstates
[NO] 184/886 | Mind the Gap: Learning Implicit Impedance in Visuomotor Policies via Intent-Execution Mismatch
[NO] 185/886 | VedicTHG: Symbolic Vedic Computation for Low-Resource Talking-Head Generation in Educational Avatars
[NO] 186/886 | Default Machine Learning Hyperparameters Do Not Provide Informative Initialization for Bayesian Optimization
[NO] 187/886 | Small Rarefaction, Large Consequences: Limits of Navier Stokes Turbulence Simulations
[NO] 188/886 | Efficient Brain Extraction of MRI Scans with Mild to Moderate Neuropathology
[NO] 189/886 | Germanium Thermophotovoltaic Devices Achieving 7.3% Efficiency Under High-Temperature Emission by Empirical Calorimetry
[NO] 190/886 | Small Seifert 3-manifolds with non-reduced $\mathrm{SL}_2(\mathbb{C})$-character scheme
[YES] 191/886 | DyMA-Fuzz: Dynamic Direct Memory Access Abstraction for Re-hosted Monolithic Firmware Fuzzing
[NO] 192/886 | Tree Pairs for Algebraic Bieri-Strebel Groups
[NO] 193/886 | A Variational Principle for the Topological Pressure of Non-autonomous Iterated Function Systems on Subsets
[NO] 194/886 | Preprint: Sheath thickness measurements with the biased plasma impedance probe, Agreement with Child Langmuir scaling
[NO] 195/886 | Welfarist Formulations for Diverse Similarity Search
[NO] 196/886 | Map of Encoders -- Mapping Sentence Encoders using Quantum Relative Entropy
[NO] 197/886 | Moments of C$β$E field partition function, $\mathsf{Sine}_β$ correlations and stochastic zeta
[NO] 198/886 | Cell strain-stiffening drives cell breakout from embedded spheroids
[NO] 199/886 | Post-Newtonian accelerations of a Mercury orbiter
[NO] 200/886 | Influence of octupole field on quadrupole mass filter performance in the second stability zone
[NO] 201/886 | Technosocial risks of ideal emotion recognition technologies: A defense of the (social) value of emotional expressions
[NO] 202/886 | Friedkin-Johnsen Social Influence Dynamics on Networks: A Boundary-Value Formulation and Influenceability Measures
[NO] 203/886 | Homotopy types of finite étale spaces and generalized inflations
[NO] 204/886 | Abstract integrodifferential equations and applications
[NO] 205/886 | SoK: The Pitfalls of Deep Reinforcement Learning for Cybersecurity
[NO] 206/886 | Dashed Line Defense: Plug-And-Play Defense Against Adaptive Score-Based Query Attacks
[NO] 207/886 | Input-Adaptive Spectral Feature Compression by Sequence Modeling for Source Separation
[NO] 208/886 | Reliable one-bit quantization of bandlimited graph data via single-shot noise shaping
[NO] 209/886 | Three lectures on tropical algebra
[NO] 210/886 | WiFlow: A Lightweight WiFi-based Continuous Human Pose Estimation Network with Spatio-Temporal Feature Decoupling
[NO] 211/886 | Two-Stage Data Synthesization: A Statistics-Driven Restricted Trade-off between Privacy and Prediction
[NO] 212/886 | Compact linearly uncoupled resonators for efficient spontaneous parametric downconversion via angular phase matching
[NO] 213/886 | Weighted composition operators on weighted Dirichlet spaces: boundedness, compactness and spectral properties
[NO] 214/886 | Projected Gradient Ascent for Efficient Reward-Guided Updates with One-Step Generative Models
[NO] 215/886 | Fully coupled implicit finite-volume algorithm for viscoelastic interfacial flows
[NO] 216/886 | Inverse problem for the geometric Navier-Stokes equations
[NO] 217/886 | State policy heterogeneity analyses: considerations and proposals
[NO] 218/886 | Topological beam stirring in a multicore fiber
[NO] 219/886 | We Should Separate Memorization from Copyright
[NO] 220/886 | Quantum Wasserstein isometries of the $n$-qubit state space: a Wigner-type result
[NO] 221/886 | First-principles discovery of stable, anisotropic, semiconducting Sb2X2O (X = S, Se) and Janus Sb2SSeO nanosheets for optoelectronics and photocatalysis
[NO] 222/886 | VocalNet-MDM: Accelerating Streaming Speech LLM via Self-Distilled Masked Diffusion Modeling
[NO] 223/886 | Mimic Intent, Not Just Trajectories
[NO] 224/886 | Kissan-Dost: Bridging the Last Mile in Smallholder Precision Agriculture with Conversational IoT
[NO] 225/886 | SDFed: Bridging Local Global Discrepancy via Subspace Refinement and Divergence Control in Federated Prompt Learning
[NO] 226/886 | Magnon confinement and trapping at the nanoscale
[YES] 227/886 | PRISM: A Principled Framework for Multi-Agent Reasoning via Gain Decomposition
[NO] 228/886 | Uphill transport in competitive drift-diffusion models with volume exclusion
[NO] 229/886 | Random Polyhedral Cones: Distributional Results via Gale Duality
[NO] 230/886 | retinalysis-vascx: An explainable software toolbox for the extraction of retinal vascular biomarkers
[NO] 231/886 | An arithmetic method algorithm optimizing k-nearest neighbors compared to regression algorithms and evaluated on real world data sources
[NO] 232/886 | RankGR: Rank-Enhanced Generative Retrieval with Listwise Direct Preference Optimization in Recommendation
[NO] 233/886 | Modeling Tidal Disruption Events and Compact Object Plunges in Nuclear Star Clusters
[NO] 234/886 | Agent-Supported Foresight for AI Systemic Risks: AI Agents for Breadth, Experts for Judgment
[NO] 235/886 | M-Loss: Quantifying Model Merging Compatibility with Limited Unlabeled Data
[YES] 236/886 | Automating Computational Reproducibility in Social Science: Comparing Prompt-Based and Agent-Based Approaches
[NO] 237/886 | QARM V2: Quantitative Alignment Multi-Modal Recommendation for Reasoning User Sequence Modeling
[NO] 238/886 | GOT-Edit: Geometry-Aware Generic Object Tracking via Online Model Editing
[NO] 239/886 | How Do Language Models Understand Tables? A Mechanistic Analysis of Cell Location
[NO] 240/886 | Can Mirror Symmetry Challenge Local Realism? Probing Photon Entanglement from Positronium via Compton Scattering
[NO] 241/886 | Coarse grained modeling of self assembled DNA 3D structure using pragmatic soft ellipsoid contact potential
[NO] 242/886 | The stability of boundary equilibria of three-dimensional Filippov systems
[NO] 243/886 | Causal Schrödinger Bridges: Constrained Optimal Transport on Structural Manifolds
[NO] 244/886 | Global observables and identified-hadron production in pp, O-O and Pb-Pb collisions at LHC Run 3 energies with EPOS4
[NO] 245/886 | EvoCorps: An Evolutionary Multi-Agent Framework for Depolarizing Online Discourse
[NO] 246/886 | Consumption-Investment with anticipative noise
[NO] 247/886 | Characteristics, Management, and Utilization of Muscles in Musculoskeletal Humanoids: Empirical Study on Kengoro and Musashi
[NO] 248/886 | Preserving Hamiltonian Locality in Real-Space Coarse-Graining via Kernel Projection
[YES] 249/886 | Characterizing, Evaluating, and Optimizing Complex Reasoning
[NO] 250/886 | Empirical Study of Observable Sets in Multiclass Quantum Classification
[NO] 251/886 | Emergence of Superintelligence from Collective Near-Critical Dynamics in Reentrant Neural Fields
[NO] 252/886 | Existence and Regularity of Minimizers for a Plateau Approximation Problem
[NO] 253/886 | A building block of quantum repeaters for scalable quantum networks
[NO] 254/886 | A Two-Week In-the-Wild Study of Screen Filters and Camera Sliders for Smartphone Privacy in Public Spaces
[NO] 255/886 | Non-Markovianity induced by Pauli-twirling
