[2026-09-25 00:18:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-24
正在获取论文...
[IEEE] 2026-9-24 | Spatio-Temporal Deep Learning for Three-Dimensional Underwater Acoustic Transmission Loss Modeling
[NO] 515/1000 | Performance and Sustainability of Edge AI Accelerator Technologies: In-Memory AIPU vs. TPU, NPU, and GPU SoC
[NO] 516/1000 | GEDSR-DETR: A UAV Object Detection Network With Gaussian-Enhanced Features and Dynamic Sparse Relation
[NO] 517/1000 | The Evolution of Frequency Control and Tuning Circuits in Shortwave Radios
[NO] 518/1000 | Twin World Model Assisted by Multifrequency-Enhanced Image Features_supp1-3731216.pdf
[NO] 519/1000 | Algorithms for automating the information security risk management process
[NO] 520/1000 | YOLO26-Mamba3: Selective State Space With Complex State Space for Dense Railway Pedestrian Detection
[NO] 521/1000 | OmniPlanner: Universal Exploration and Inspection Path Planning Across Robot Morphologies_supp1-3733788.mp4
[NO] 522/1000 | Memory-augmented Online Test-Time Adaptation for EEG Motor Imagery via Perturbation Consistency and Confidence Calibration
[NO] 523/1000 | Decoupled Interaction Transfer for Cross-Lake Multimodal Water Quality Retrieval
[NO] 524/1000 | Table of Contents
[NO] 525/1000 | Frequency-Limited Beamforming Optimization for RIS-Assisted Integrated Radar and Communication System
[NO] 526/1000 | Transactions on Plasma Science
[NO] 527/1000 | Switching Dynamics of Multidomain Ferroelectric Devices
[NO] 528/1000 | Distributed Affine Formation Security Control for Multiple AUVs With Deception Attacks
[NO] 529/1000 | Conflict-Aware xApp Admission Control with Priority-Based Preemption in O-RAN
[NO] 530/1000 | Sparse Logistic Regression on Genomic Data for Prediction of Tumour Pathological Subtype_supp1-3732668.pdf
[NO] 531/1000 | Dirichlet–Sharma–Mittal Diffusion on the Probability Simplex for Imputation-Free Multi-View Clustering
[NO] 532/1000 | A Hierarchical Collaborative Cyber-Physical System Framework for Coordinated Control of DPV-Rich Distribution Networks
[NO] 533/1000 | Multi-Carrier Faster-Than-Nyquist Over Frequency-Selective Fading Channels: A Hybrid Structure-Aware Framework With Halonet Attention
[NO] 534/1000 | Dielectric Resonator Antennas: Core concepts and mode nomenclature.
[NO] 535/1000 | LUT-DiT: A LUT-Based Diffusion Transformer Accelerator for Scalable LUT Inference
[NO] 536/1000 | DCSR-GCN: A High-Performance GCN Accelerator Based on Dynamic Compression and Sparsity Reordering
[NO] 537/1000 | Modelling and Interpretation of Rayleigh Backscattering in SDM Fibers
[NO] 538/1000 | IEEE Xplore Digital Library
[NO] 539/1000 | Toward Control-Friendly Aerial Assistance: A Minimum-Movement UAV Online Trajectory Design for Mobile ILAC Service Coverage
[NO] 540/1000 | Joint Optimization of Coverage Path and ISCC Resource Allocation for Energy-Constrained Unmanned Aerial Vehicle
[NO] 541/1000 | Voxel Grid-Based Depth Recovery From Monocular Structured Light
[NO] 542/1000 | Vision-Language Grounded Task-Context-Aware Imitation Learning for Robotic Disassembly
[NO] 543/1000 | Recurrence Meets Transformers for Universal Multimodal Retrieval_supp1-3729293.pdf
[NO] 544/1000 | Practical Spectral Observer Bandwidth Allocation for Noise-Aware Voltage Regulation of Dual-Active-Bridge Converters
[NO] 545/1000 | CrossHound: Multi-Source Provenance Correlation for Advanced Persistent Threat Detection and Investigation
[NO] 546/1000 | Dora: Online Scheduling of Dual-Model Inference and Retraining for Multi-View Edge Systems_supp1-3731470.pdf
[NO] 547/1000 | Necessity of a Dual-Engine Paradigm: Resolving the Robustness-Adaptability Trade-off in Anomaly Detection_supp1-3733282.pdf
[NO] 548/1000 | IEEE Power Electronics Society Publication Information
[NO] 549/1000 | CSTANet: Cross-Frame Spatio-Temporal Aggregation Network for Moving Small-Object Detection in Satellite Videos
[NO] 550/1000 | Contrastive Embedding Multiplexing for Multi-User Semantic Communication Systems
[NO] 551/1000 | Beyond Structure: A Causal Perspective on Network Influence
[NO] 552/1000 | Performance Enhancement of a-IGZO TFTs With Elevated Source/Drain Structure via Channel Trench Etching
[NO] 553/1000 | Reliability Assessment of Multi-Performance Systems: A Multivariate Tweedie Exponential Dispersion Process
[NO] 554/1000 | Robust Controller Design for Input C-L Filter Based SIDO DC-DC Converter: A Mixed-sensitivity Approach
[NO] 555/1000 | Guest Editors’ Introduction: Special Section on Computational Photography (ICCP)
[NO] 556/1000 | Event-Triggered Laguerre-Based Nonlinear MPC With an Adaptive Prediction Horizon for Vehicle Trajectory Tracking
[NO] 557/1000 | Wind-Aware Triple-Hierarchical Co-Optimization of Altitude, Trajectory, and Hybrid Power Allocation for Fuel Cell UAVs
[NO] 558/1000 | EmAlexNet: Deep Multi-Scale Modified AlexNet Ensemble With Gated Residual Fusion and Dual Attention for Acute Lymphoblastic Leukemia Classification
[NO] 559/1000 | Fault-Tolerant Control of a Multi-Mode PMSM Under Rotor Eccentricity for Torque Ripple Reduction
[NO] 560/1000 | PELS Membership
[NO] 561/1000 | Reduced-Rank DOA-Matrix Method for DOA Estimation Using L-shaped Array
[NO] 562/1000 | IEEE Power Electronics Society Information
[NO] 563/1000 | Generalized Deduplication-Based CRDSA in Satellite-Integrated IoT: A Priority-Enabled Successive Interference Cancellation Approach
[NO] 564/1000 | Intelligent Fault Diagnosis Framework for Aerospace DC–DC Power Electronic Converter in More Electric Aircraft
[NO] 565/1000 | PIGNN: An agile reconstruction algorithm for large-scale temperature fields with local thermal anomalies
[NO] 566/1000 | Region-Partitioning BCJR Scheme Cooperating with LDPC in PAM4 IM/DD Optical Interconnection
[NO] 567/1000 | DeCoF: Tiny Object Detection in Aerial Remote Sensing Imagery via Detail-Retentive Downsampling and Conflict-Aware Fusion
[NO] 568/1000 | GhostCLIP: Ephemeral Visual Teaching for Zero-Inference-Overhead Remote Sensing Enhancement
[NO] 569/1000 | Real-Time Adversarial Defense via Buffer-Aware Reinforcement Learning
[NO] 570/1000 | Ad Hoc Flying Swarm Optimization for Urban Air Mobility Operations Management
[NO] 571/1000 | A Siamese Neural Network-Based Lane-Changing Decision Model for Autonomous Vehicles
[NO] 572/1000 | Safe Trajectory Gradient Flow Control of a Grid-Interfacing Inverter
[NO] 573/1000 | Memory-Saving Version of k-Wave Toolbox for Single-Frequency Simulations
[NO] 574/1000 | Grid Operational Benefit Analysis of Data Center Spatial Flexibility: Congestion Relief, Renewable Energy Curtailment Reduction, and Cost Saving
[NO] 575/1000 | Power Plant Controller Compliance and Validation via Hardware-in-the-Loop
[NO] 576/1000 | Adaptive Multi-Step Compensation-Based Robust Model Predictive Control for Diesel Hydrotreating Reactors with Uncertain Nonlinear Dynamics
[NO] 577/1000 | A Pilot-Assisted Delay-Doppler Sparse Bayesian Learning-Based Channel Estimation Method for Wideband High-Frequency Filter-Bank Multicarrier Spread Spectrum System
[NO] 578/1000 | Dissipating Oscillation Energy Through Damping Amplitude/Frequency Motion: An Oscillation Suppression Method Under Energy Perspective for Converter-Interfaced Power Systems
[NO] 579/1000 | Integral Sliding Mode Surface Based Super-Twisting Combined with Model Predictive Flux Control for LIM Applied to Linear Metro Systems
[NO] 580/1000 | Robust Decentralized Distribution System State Estimation via Message-Aware Graph Network
[NO] 581/1000 | Trust Region Plug-and-Play with Provable Convergence for Image Restoration_supp1-3737001.pdf
[NO] 582/1000 | A Hybrid Causal Discovery Approach for Stability-Oriented Critical Contingency Selection
[NO] 583/1000 | Coherent Frequency-Agile Interferometry for Single-Baseline Angle Estimation
[NO] 584/1000 | A Shared-Radiator Multi-Antenna System Decoupled by a Hybrid Method for Terminals
[NO] 585/1000 | High-Gain Broadband Triple-Mode Antenna with Conical Beam for Millimeter-Wave Applications
[NO] 586/1000 | Tri-Mode Resistive Switching in HfO
                    <sub>x</sub>
                    -Based RRAM for Reconfigurable In-Memory Computing
[NO] 587/1000 | Application-Oriented Evaluation of Superpoint Transformer for Bridge Component Segmentation in Terrestrial LiDAR Point Clouds
[NO] 588/1000 | AC Network Fault Characterisation in MMC based HVDC Systems
[NO] 589/1000 | Pilot-Calibrated Hankel Space–Time Waveform Recovery for Broadband LEO Satellite Interference Channels
[NO] 590/1000 | Evaluation and Intelligent Enhancement of Transient Rotor Angle Stability Index for Power-Electronics-based Power System
[NO] 591/1000 | SiC-MOSFET-Based High Voltage Pulse Generator for Testing Motor Insulation Used in EVs
[NO] 592/1000 | Sparsity-exploiting Gaussian Process for Robust Transient Learning of Power System Dynamics
[NO] 593/1000 | Extending Weather Normalization to Time-Series Feeder-Level Forecasting for Distribution Planning
[NO] 594/1000 | Platform-Agnostic Software Architecture for Edge Automation of Low-Voltage Distribution Grids
[NO] 595/1000 | Unified Relational GNN Architecture for AC Optimal Power Flow Calculations
[NO] 596/1000 | Joint Optimization of Pilot Length, Pilot Assignment, and Power Allocation for Cell-Free MIMO Systems With Graph Neural Networks
[NO] 597/1000 | Electromagnetism-Inspired Inversion of Multilayer Soil Parameters for Grounding Systems
[NO] 598/1000 | One Patch Is Not Enough: A General Framework for Full-Resolution AI Image Detection
[NO] 599/1000 | Emulation of Large Wind Turbines Aerodynamics on Lab Scale DFIG Machines
[NO] 600/1000 | An Enhanced M-Sequence Coding Technique for Steel-Grating-Type Linear Displacement Sensor Considering Calculation and Storage Ability
[NO] 601/1000 | Adaptive UAV Task Assignment via Deep Reinforcement Learning-Guided Heuristic Parameterization
[NO] 602/1000 | A Holistic Comparative Study of AI Models for Reliable Household Energy Consumption Forecasting
[NO] 603/1000 | Evidence-Driven Virtual Reality for Multiphase Earthquake Preparedness and Response Training
[NO] 604/1000 | A Risk Informed Capacity Analysis Commitment Tool for Reliable Bulk Power System Operation
[NO] 605/1000 | Validation of Online Scanning-based Linearized IBR Models using Coherence-based Metric
[NO] 606/1000 | Understanding the Impact of Autoreclosing on Voltage Ride-Through of Large Electronic Loads
[NO] 607/1000 | Performance Evaluation of High-Voltage Underground Cables: Comparative Study of Copper and Aluminum Conductors
[NO] 608/1000 | An Improved UMEC Method for Modeling Arbitrary Magnetic Circuit in Real Time EMT Simulation
[NO] 609/1000 | Analysis of Flicker Caused by Large Electronic Loads in Weak Power Grids
[NO] 610/1000 | Review for "Spaceborne Passive Microwave Signatures of Volcanic Eruptions: Hunga, Fukutoku-Oko-no-Ba, and Raikoke"
[YES] 611/1000 | PrefixAgent: An LLM-Powered Design Framework for Efficient Prefix Adder Optimization
[NO] 612/1000 | MFRLNet: A Layout Hotspot Detection Network Based on Multi-feature Representation Learning
[NO] 613/1000 | Energy Harvesting or Merely Electrochemistry? An Investigation into Energy Sourced from Graphene Oxide-Metal Junctions
[NO] 614/1000 | YOLO-CHKD: A Lightweight Crack Detection Model with Cross-Head Knowledge Distillation
[NO] 615/1000 | Scalability of Energy Efficiency in High-Performance Computing Systems_supp1-3715390.docx
[NO] 616/1000 | TrustPdM: Reliability Management for Consumer Blood Analyzers with Home-Based Maternal Monitoring as a Motivating Application
[NO] 617/1000 | IEEE Industry Applications Society Information
[NO] 618/1000 | Message in a Bottleneck: Interpretable Deep Learning for Dynamic Effective Brain Connectivity
[NO] 619/1000 | MaxVQA: A Large-Scale Multi-Source Dataset for Explanatory Visual Question Answering in Mammography
[NO] 620/1000 | FedNIA: Noise-Induced Activation Analysis for Mitigating Data Poisoning in Federated Learning
[NO] 621/1000 | Frequency-Shaped Natural Actor–Critic for Online Optimal Tracking Control of Unknown Stochastic Systems
[NO] 622/1000 | A Wide-Lock-in-Range and Fast-Settling-Time, 11.6-to-14-GHz SSPLL With an Event-Driven FLL and a Low-Power Harmonic-Lock Detector
[NO] 623/1000 | IEEE BITS the Information Theory Magazine
[NO] 624/1000 | Robust CCAA Based MIMO Radar Architecture with Computationally Efficient Scene Adaptive Division Multiple Access in the Presence of Target Mismatch_supp1-3733210.pdf
[NO] 625/1000 | A Physics-Informed Graph Neural Network Compact Model for RF Transistors
[NO] 626/1000 | Channel Estimation and LDPC Decoding for Bursty Phase Noise
[NO] 627/1000 | RoTEE-Loc:Near-Zero-Trust Location Privacy Protection Scheme for V2X Networks Based on Rotating Roadside TEEs
[NO] 628/1000 | An Algebraic Method for Full-Rank Characterization in Binary Linear Coding
[NO] 629/1000 | The Effect of Filling Strategies of Spray-Jet Printed Cathodes
[NO] 630/1000 | Are You Moving
[NO] 631/1000 | Hermes++: Toward a Unified Driving World Model for 3D Scene Understanding and Generation
[NO] 632/1000 | Generative vs. Discriminative? An Empirical Study on Code Understanding Classification Tasks
[NO] 633/1000 | KA-Graph: Knowledge-Aware Orchestration for Industrial Agent Services Under Knowledge Asymmetry
[NO] 634/1000 | Demonstration of a fully vertical hole-injected 4H-SiC-SACM-Avalanche-Photodiode with two serial pn-junctions
[NO] 635/1000 | A Phase-Aware Coefficient-Scheduled Grey-Box Soft Sensor for Real-Time State Estimation in Strongly Transient Fluid–Structure Systems_supp1-3731754.pdf
[NO] 636/1000 | Joint Spatial-Spectral Variations for Material Decomposition in X-Ray Propagation-Based Phase Contrast Imaging
[NO] 637/1000 | Stress-Modulated Defect Engineering in Monolayer WS2: A First-Principles Study_supp1-3732190.pdf
[NO] 638/1000 | Multi-scale Event-triggered Dynamic Quantization Control for Teleoperation Systems
[NO] 639/1000 | Community Energy Storage-Based Hosting Capacity Maximization in Low-Voltage Distribution Networks
[YES] 640/1000 | Fault Localization using LLMs with Line-by-Line Program Execution Traces
[NO] 641/1000 | Table of Contents
[NO] 642/1000 | Frequency Control Services from Scaled-up Hydrogen Electrolysis Plants Considering Power Dispatch Strategies
[NO] 643/1000 | Dynamic state-space estimation based fault characterization algorithm
[NO] 644/1000 | A Coalition Formation Game-based Passive Cooperative Detection Approach in LEO Satellites Constellations
[NO] 645/1000 | The Role of Online Decision-Making in Coupled Electricity and Carbon Markets
[NO] 646/1000 | Data-Driven Dynamic Secant Approximation for Iterative Power Amplifier Linearization
[NO] 647/1000 | Day-ahead Forecasting of PV Power Based on TCN and Temporal Query Network Variant
[NO] 648/1000 | A Data-Efficient Method for Predicting Stability in Converter-Dominated Power Systems Under Various Operating Conditions
[NO] 649/1000 | Requirements of curative system operation on the behavior of the protection system in an extensive sub transmission grid
[NO] 650/1000 | PST-DUNet: A Progressive Spectral Topology-aware Deep Unfolding Network for Hyperspectral Image Super-Resolution
[NO] 651/1000 | Multigranularity Group Feature Selection via Granular Bubble Rough Set for Time Series Classification
[NO] 652/1000 | Powering the Digital Era: State of the Art and Challenges
[NO] 653/1000 | A Feasibility Study for Bus-Tie Current Limiting Reactor Application in 230 kV Stations
[NO] 654/1000 | A Signal Quality Index for Active Positioning of CW Doppler Radar in Vital-Sign Monitoring
[NO] 655/1000 | Visible Foreign Matter Recognition in Pharmaceutical Vials Based on Multi-View Feature Fusion and Dynamic Loss Optimization
[NO] 656/1000 | Lightweight Semantic Segmentation Based on Detail-Semantic Alignment in Large Receptive Field
[NO] 657/1000 | Knowledge-Guided Deep Learning Scheme for Cross-System Adaptive Power Flow Analysis
[NO] 658/1000 | BDF2-Based Integration for Electromagnetic Transients Simulation in Modern Power Systems
[NO] 659/1000 | Visuomotor Robotic Pruning in Planar Orchards Using Hybrid Reinforcement Learning
[NO] 660/1000 | A Chromaticity Baseline Height Index and Sliding Window Iterative Thresholding for Automatic Harmful Algal Bloom Extraction_supp1-3736861.docx
[NO] 661/1000 | PMU-driven Feeder-level Load Forecasting Using Large Language Model
[NO] 662/1000 | Extracting Bluetooth Fingerprints From Hardware Impairments Through Unsupervised Learning
[NO] 663/1000 | Multi-Temporal Machine Learning Approach for 10-m Pixel-Based Crop Classification in the Fragmented Agricultural Fields of the Nile Delta, Egypt_supp1-3732925.docx
[NO] 664/1000 | PROMETHEE-based Modeling of Endogenous Behavioral Uncertainty of EV Owners
[NO] 665/1000 | Novel Methods for Solving Dual-Risk-based Optimal Power Flow
[NO] 666/1000 | Self-Stability Criteria and Verification of VSCs with Four AC-DC Coupled Droop Control Strategies
[NO] 667/1000 | Geometry-Constrained Pressure Design for Contact-Free Drawing of Tubular Anti-Resonant Hollow-Core Fibers
[NO] 668/1000 | PARE-MARL: Pareto-Aware Evolutionary Multi-Agent Reinforcement Learning for Communication Topology Optimization in UUV Swarms
[NO] 669/1000 | A Depth-Aware Ensemble Deep Learning Framework with Layer-wise Recursive Prediction for Multi-Source Subsurface Ocean Temperature and Salinity Forecasting
[NO] 670/1000 | Evaluation of a Low-Latency, High-Accuracy Intrusion Prevention System for Digital Substations
[NO] 671/1000 | Traveling-Wave Protection Method for Boundaryless VSC-HVDC Grids
[NO] 672/1000 | An Ultra-Low-Power Transceiver for Bioelectronics with a 30 dB Output Range Digital TX and a -64 dBm Sensitivity RX
[NO] 673/1000 | Airguard: Countering Unauthorized UAVs with Cooperative Integrated Communication and Jamming Based on DRL
[NO] 674/1000 | Causal Machine Learning Analysis of Long-Duration Energy Storage for Power System Decarbonization Planning
[NO] 675/1000 | A Multi-Distribution Network Calculation and Control Method Based on Voltage-Sensitive Load
[NO] 676/1000 | Two-Stage Security Constraint Screening for Scalable SCUC Computation
[NO] 677/1000 | Multi-Target Control Technique for DFIG Under Unbalanced Voltage
[NO] 678/1000 | New burden definitions for voltage and capacitor voltage transformers
[NO] 679/1000 | Analytical Insights for the Feasibility of Concurrent Black-Start in Inverter-Dominated Grids
[NO] 680/1000 | The Internalize-Reference-Delegate (IRD) Framework for AI in Power Systems Education
[NO] 681/1000 | Spectral Gradient Field-Guided Bayesian Adaptive Graph Convolution for Hyperspectral Image Classification
[NO] 682/1000 | Choices, Choices, Choices: Features, Datasets, and Optimisation for Speech Emotion Recognition
[NO] 683/1000 | Joint UAV Placement and Hybrid RIS Optimization for Rate and Energy Efficiency under Wireless Backhaul Constraints
[NO] 684/1000 | Blind and Filtering-tolerant Frequency Offset Estimation for Spectrally Efficient Digital Subcarrier Multiplexing Signals
[NO] 685/1000 | OmniPlanner: Universal Exploration and Inspection Path Planning Across Robot Morphologies_supp6-3733788.mp4
[NO] 686/1000 | Spectrum Superposition Covert Communications Based on Non-Ideal Cognition
[NO] 687/1000 | Beyond Side-by-Side Comparison: A Unified Evaluation Framework for Model Selection in Time Series Forecasting
[NO] 688/1000 | On Deadline-aware and Cost-aware Multipath Packet Scheduling in Mobile Applications_supp1-3731179.pdf
[NO] 689/1000 | A 915-MHz Burst-Chirp Transmitter with Adaptive Duty-Cycle Control for Mismatch-Robust Class-E Operation in Battery-Free IoT Nodes
[NO] 690/1000 | An AMTI Method for GEO Spaceborne Radar Based on Observation Geometry Optimization and Segmented Processing
[NO] 691/1000 | Table of Contents
[NO] 692/1000 | IEEE Transactions on Biomedical Engineering Information for Authors
[NO] 693/1000 | AI/ML for Mobile Networks: Release 19 Status and Future Challenges
[NO] 694/1000 | Sliced-LLDN: Hardware-Governed Deterministic Wireless Communication for Intra-Spacecraft and Intra-Launcher Applications
[NO] 695/1000 | MASK: Multi-Agent Collaboration for Optimizing Adversarial Attacks on Multi-Agent Systems
[NO] 696/1000 | Impact of Control Architecture on Grid-Forming Inverters Under Grid Disturbances
[NO] 697/1000 | Task Priority-Driven Resource Scheduling for Multi-Target Tracking in Asynchronous Phased Array Radar Networks
[NO] 698/1000 | Decision letter for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[NO] 699/1000 | Decision letter for "A Semi-Analytic Monte Carlo Simulation Framework for Modeling Scattering Effects in Underwater Light-Sheet Scheimpflug LiDAR"
[NO] 700/1000 | CriticExpert: A Lightweight Task-Specific Verification-and-Correction Framework for LLM-Generated Closed-Set Specialized Healthcare Text Coding
[NO] 701/1000 | Agent-Based Triangle Counting: Unlocking Truss Decomposition, Triangle Centrality, and Local Clustering Coefficient
[NO] 702/1000 | Evolutionary Black-Box Optimization for Functionality-Preserving Adversarial Malware Generation in Consumer Systems
[NO] 703/1000 | Efficient Memristive Spiking Neural Networks Architecture With Supervised In-Situ STDP Method
[NO] 704/1000 | Making On-Wafer Load-Pull Trustworthy for RF Technology Benchmarking
[NO] 705/1000 | Observability analysis and validation of high-order harmonics observer for IPMSM
[NO] 706/1000 | IEEE Journal of Microwaves Information for Authors
[NO] 707/1000 | 3D MT Forward Modeling Using Finite-Element Method Based on Unstructured Geometric Multigrid
[NO] 708/1000 | pFedSOP : Accelerating Training Of Personalized Federated Learning Using Second-Order Optimization
[NO] 709/1000 | Multi-Hop Knowledge Graph Reasoning with Pre-trained Models and Continuous Rule Guidance
[NO] 710/1000 | iSee: An Adaptable Anomaly Detector Using Machine Learning and Internet of Things
[NO] 711/1000 | Semantic Alignment and Consistency-Aware Fusion of Multi-Source Geospatial Data for Parcel-Level Land Use Classification
[NO] 712/1000 | H-SCGF: Multi-modal 3D Anomaly Detection Combining Structural Gating with Spatially-Consistent Feature Matching
[NO] 713/1000 | A Multidirectional Radar State Space Model With Raw ADC Fusion and Learnable Clutter Experts for Slow-Moving Object Detection
[NO] 714/1000 | RingMoClaw: An Experience-Inspired Multi-Agent Framework for Self-Evolving Research in Remote Sensing
[NO] 715/1000 | Bounded Fault-Tolerant Formation Control of NMSVs for Capturing Non-Cooperative Target With Cyber and Actuator failures
[NO] 716/1000 | Table of Contents
[NO] 717/1000 | Learning Steadily: Accumulating Relative Point Margin Scores for Face Image Quality Assessment
[NO] 718/1000 | Flexibility and Non-Proprietary Communication Architecture for Public Smart Charging of Electric Vehicles: From Theory to Real-World Application
[NO] 719/1000 | Sparse Tensor Attention for Hyperspectral Unmixing
[NO] 720/1000 | Physics-Aware Huber-Log Differential Total Variation for Hybrid-Field Channel Estimation in 6G UM-MIMO Systems
[NO] 721/1000 | RE-MSF: Reverse Encoding and Multi-Scale Fusion for High-Accuracy LiDAR-Based Relative Pose Estimation
[NO] 722/1000 | A Compact SIW Cavity-Backed Quad-Port Wideband Circularly Polarized Radiating Front-End Component for mm-Wave Applications.
[NO] 723/1000 | Coordination of Communication Service and Wireless Charging in UAV Networks Aided by a Hierarchical Autoregressive Transformer
[NO] 724/1000 | Quadrature NOMA-Based Priority Random Access in Heterogeneous Massive IoT
[NO] 725/1000 | From Job Postings to Curriculum Feedback: An LLM-Driven Framework for Constructing Role-Stratified AI Competency Knowledge Graphs_supp1-3731650.xlsx
[NO] 726/1000 | Input-to-State Safe Fuzzy Adaptive Formation Control of Nonlinear MASs via QP-Based Reference Regulation Under DoS Attacks
[NO] 727/1000 | Gate Stack Engineering in FeVNAND for Multi-level Operation : Balancing E-field Distribution and Grain-Induced Current margin variation
[NO] 728/1000 | The 108th ARFTG Microwave Measurement Conference
[NO] 729/1000 | -DLSSA: Discovering Stationarity via a Deep Learning Lens Toward Unsupervised Monitoring in Steel and Iron Manufacturing Processes_supp1-3726808.pdf
[NO] 730/1000 | Investigation into Effects of Advanced Material Modifications on Dynamic Cathode Spot Evolution
[NO] 731/1000 | Unlocking V2G Flexibility for Multi-Market Participation Under Uncertainty: A Data-Driven Distribution Robust Aggregation Method
[NO] 732/1000 | Intelligent Data-Driven Digital Twin for Predictive Health Monitoring of 3-Phase Grid-Connected PV Systems
[NO] 733/1000 | A Closed-Form Single-Array Integrated Localization and Sensing Solution Using Hybrid TOA/PDOA Estimates_supp1-3733157.pdf
[NO] 734/1000 | A Polarization-Insensitive Dual-Band Metamaterial Absorber for High Performance Microwave Liquid Sensing
[NO] 735/1000 | IEEE Transactions on Systems, Man, and Cybernetics: Systems Publication Information
[NO] 736/1000 | WF-Mamba: Weighted Fourier State Space Models with Adaptive Spatial-Frequency Synergy for Hyperspectral Unmixing
[NO] 737/1000 | Get Published in the New
                    <i>IEEE Open Journal of Industry Applications</i>
[NO] 738/1000 | PCB Grouping and Sequencing Algorithm for Feeder Changeover and Delivery Tardiness Optimization in SMT Production
[NO] 739/1000 | An Interpulse Polarization-Agile SAR System Based on Great-Circle Rotation on the Poincaré Sphere
[NO] 740/1000 | Robot of the Month
[NO] 741/1000 | An Approach for Analyzing Far-end Crosstalk Between Microstrip Differential Pairs Using a Four-Port Network Analyzer
[NO] 742/1000 | UAV Tracking Using Channel-Anomaly-Based Deep Learning in ISAC Systems
[NO] 743/1000 | An Analytical Method to Optimize the Power Allocation of Parallel Converters for Maximizing Efficiency Across All Load Levels
[NO] 744/1000 | LightGBM-Based Bias Correction of ERA5 Upper-Tropospheric Temperature Profiles and Its Differential Impacts on Cloud Top Height Retrievals over East Asia
[NO] 745/1000 | A Color-Coded Multi-View Stereo System for Low-Cost 3D Foot Reconstruction and Measurement
[NO] 746/1000 | IEEE Annals of the History of Computing
[NO] 747/1000 | A Narrowband UV-C Radiometer for SI-Traceable Irradiance Measurements at 254 nm: Calibration Chain and Spatial Mapping in Biosafety Cabinets
[NO] 748/1000 | A Frequency-Diverse Sub-Array Transmitter for Physical-Layer Protection Against Wireless Eavesdropping
[NO] 749/1000 | Multiphysics Simulation and Experimental Study of Discharge Characteristics and SF
                    <sub>6</sub>
                    Degradation in Atmospheric-Pressure Argon Microwave Plasma
[NO] 750/1000 | Speech–Text Fusion with ASR Reliability Metadata for Speech Emotion Recognition
[NO] 751/1000 | Keep the Peace: Inference of Conflict Management Style From Typing Behavior in Interactive Online Chats
[NO] 752/1000 | An AC-Bus-Port Combined-Impedance-Function Stability Criterion for Grid-Connected AC Systems With Multiple Parallel GFL and GFM Converters
[NO] 753/1000 | Goal-oriented Communication for Fast and Robust Robotic Fault Detection and Recovery
[NO] 754/1000 | Maximizing HDD Areal Density: a frequency domain perspective
[NO] 755/1000 | Toward Quantum Combinatorial Optimization
[NO] 756/1000 | Flexible Performance Control Under Constrained Actuation for Nonsquare Nonlinear Systems With Controllability Relaxation
[NO] 757/1000 | Enhanced Droop Control Strategies for Stability Augmentation in Islanded Microgrids with Constant Power and Impedance Loads
[NO] 758/1000 | Inverse Synthetic Aperture Radar Imaging of Reentry Target Under the Strong Interference of Plasma Sheath
[NO] 759/1000 | Service-Priority-Aware Lexicographic Hierarchical Routing for Intelligent Ship Networks Under Link Degradation
[NO] 760/1000 | IEEE Transactions on Transportation Electrification
[NO] 761/1000 | Ultra-Short-Term Offshore Wind Power Prediction Considering Causal Mechanisms Under Typhoons
[NO] 762/1000 | Faster-Than-Real-Time Hardware Emulation of Transients and Dynamics of a Grid of Microgrids
[NO] 763/1000 | A Water–Carbon Sustainability Framework for 24/7 Carbon-Free AI Datacenter Siting in the U.S.
[NO] 764/1000 | Wasserstein Distributionally Robust Optimization for Coordinated AI Datacenter Scheduling and Power Distribution Network Operation
[NO] 765/1000 | Analyzing the Impact of Demand Response on Short-Circuit Current via a Unit Commitment Model
[NO] 766/1000 | A Review of System Strength Metrics for Inverter-based Power Systems
[NO] 767/1000 | Adaptive Dynamic State Estimation in Power Systems With Real-Time Y-Bus Matrix Estimation: A Step Toward Greater Practicality
[NO] 768/1000 | Magnetic Materials and System-Level Evaluation of RE-free Fe
                    <sub>2</sub>
                    Ni
                    <sub>2</sub>
                    N versus N35 Magnets under Inverter Voltage–Current Constraints in the 2012 Nissan Leaf IPMSM
[NO] 769/1000 | Enhancing Transient Stability with Synchronous Condensers under High Offshore Wind Penetration in the New York State Grid
[NO] 770/1000 | Transfer Learning for PMU-Based Online Inertia Monitoring under Domain Shift
[NO] 771/1000 | Phase Transition and Goodput Collapse in UAV-Assisted Wireless Networks: Birth–Death Analysis With ITU-R Channel
[NO] 772/1000 | Assessing Passivity and Voltage-Stiffness of Grid-Forming Inverters via Black-Box Impedance
[NO] 773/1000 | Risk-Managed Local Electricity Markets for Unbalanced Distribution Networks: Mellin–Kind DLMP Modeling and Phase-Specific Contracts
[NO] 774/1000 | A Fast Relax-and-Round Approach to Unit Commitment for Data Center Own Generation
[NO] 775/1000 | Federated Learning-Based State Estimation for Integrated Transmission–Distribution Networks
[NO] 776/1000 | Stability Region Estimation of Grid-Forming IBRs with Direct Current Limiters via Energy Function
[NO] 777/1000 | LLM-driven Hyperparameter Optimization Framework for Capacity Expansion Planning Models
