[2026-09-09 23:51:22] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-08
正在获取论文...
[arXiv] 2026-09-08 | Neptune: An AI model for Global Ocean Subseasonal Prediction
[NO] 1444/2000 | A Multi-Objective Antenna Optimization Method Based on Dual Network-Assisted Differential Evolution with Surface Current-Driven Strategy
[NO] 1445/2000 | Agentic Validation of AI System Requirements: A Hybrid Architecture for Regulatory Compliance
[NO] 1446/2000 | Next-Gen Trends in Design, Testing, and Security
[NO] 1447/2000 | Ordinary Kriging as a Tool for Spatial Modeling of RF-EMF Exposure in the Environment
[NO] 1448/2000 | R$^{2}$PIAC: A Runtime Reconfigurable Photonic Interconnect Architecture for Chiplet-Based DNN Accelerators
[NO] 1449/2000 | Derivative-free Evolutionary Search with Stochastic Approximation and Brownian Repulsion_supp1-3730903.pdf
[NO] 1450/2000 | Annotation Requirements to Annotation Errors: A Causal Modelling Analysis for AI-Enabled Perception Systems Development
[NO] 1451/2000 | Correlation Between Simulated and GCN-Calibrated Raman Spectra Characteristics in Graphene-Based Gas Sensor System
[NO] 1452/2000 | Virtual Reality Enhances Task-Related Cortical Oxygenation Responses to Motor Imagery in Stroke Rehabilitation
[NO] 1453/2000 | Scientific AI Agents Must Learn and Share
[NO] 1454/2000 | Dense and Query-Set Prediction for J-Peak Detection in Pillow-Based Ballistocardiography
[NO] 1455/2000 | Hybrid Action Space Based Reinforcement Learning Framework for UAV-Assisted MCS Task Assignment
[NO] 1456/2000 | Stress-Modulated Defect Engineering in Monolayer WS2: A First-Principles Study
[NO] 1457/2000 | All-fiber femtosecond source at 1600 nm with a tunable multi-GHz repetition rate
[NO] 1458/2000 | Learning to Adapt: Instance-Level Visual and Semantic Adaptation for Generalized Zero-Shot Learning
[NO] 1459/2000 | A Molecular Language Model Driven Genetic Algorithm for Multi-Objective Molecular Generation_supp1-3729853.pdf
[NO] 1460/2000 | A High-Efficiency and Stable-Operating Single-Stage Half-Bridge AC/DC Resonant Converter
[NO] 1461/2000 | Evaluating LLM-Based Test Refactoring with a Behavior-Preserving Composite Metric
[NO] 1462/2000 | Reinforcement Learning from Testing Targets for Effective SLM Test Generation
[NO] 1463/2000 | Interpretable AI with MLIR (IAM):A Unified Framework for Neural Network Transparency
[NO] 1464/2000 | Copyright Page
[NO] 1465/2000 | Joint Learning of Unsupervised Multi-View Feature and Instance Co-Selection With Cross-View Imputation_supp1-3730972.pdf
[NO] 1466/2000 | Organizing Committee
[NO] 1467/2000 | Panel 2: Making History Accessible
[NO] 1468/2000 | Graph Generation Through Self-alignment in Transformer-based Discrete Diffusion Model
[NO] 1469/2000 | Thermally-desorbable GeO
                    <sub>x</sub>
                    /Ge Interlayer Engineering for Channel Surface Orientation Independent 3D Non-Volatile Memory
[NO] 1470/2000 | A State-Dependent Vector Autoregressive Model for Online Forecasting of Time Series on Graphs
[NO] 1471/2000 | An Intelligent Ensemble-Based Anomaly Detection Framework for Industrial Control Systems with Dynamic Attention and Dual-Layer Monitoring
[NO] 1472/2000 | Mutual Support of Temporal and Spatial RF-EMF Measurements in the EMF RATEL System
[NO] 1473/2000 | Disparity Estimation of Planar Reflective Surfaces Using Specular Reflections From a Single Light Source
[NO] 1474/2000 | An IMU-based automatic measurement system for detecting postural changes during sedentary work activities
[NO] 1475/2000 | TFCDiff: Robust ECG Denoising via Time-Frequency Complementary Diffusion
[NO] 1476/2000 | Author Index
[NO] 1477/2000 | Benchmarking Arabic Emotion Detection: Transformers Evaluation using a Unified Dataset_supp1-3731363.pdf
[NO] 1478/2000 | A DDPG-Based Offline-Online Joint Optimization Framework for RIS-Assisted UAV-Enabled ISEC in Dynamic Vehicular Networks
[NO] 1479/2000 | The ACE Center for Evolvable Computing
[NO] 1480/2000 | Edge-Intelligent AIoT-Based Traffic Signal Control Using Deep Reinforcement Learning under V2X Communication Constraints: A Reproducible Lightweight Surrogate Study
[NO] 1481/2000 | Semi-supervised Prostate Multi-Regional Semantic Segmentation with Patch-Based Plug-and-Play Correction Guidance
[NO] 1482/2000 | Outage Performance of UAV-Based Aerial RISs for a Randomly Located User in Practical STNs
[NO] 1483/2000 | A Simulation-Based Approach for CMOS-Integrated ReRAM Memory Architecture with Peripheral Circuit Design
[NO] 1484/2000 | <i>SAFE:</i>
                    Spatially-Aligned Feature Extraction for Metal Detection via Top-View UWB Radar
[NO] 1485/2000 | Design and Verification of Hybrid BIST Architecture for DRAM and SRAM Based PiM Systems
[NO] 1486/2000 | Deep Unfolding for Heterogeneous Change Detection: A Latent Calibration and Structured Separation Approach
[NO] 1487/2000 | : Workload-Calibrated Private Transformer Inference for IoT Intrusion Detection_supp1-3732015.pdf
[NO] 1488/2000 | A Reconfigurable LLC-T Resonant Converter for Universal EV Charging with High Efficiency and High Power Density
[NO] 1489/2000 | Distributed Multi-Robot Shape Assembly Based on Attention-Driven Consensus Compensation and Topology-Free Dynamic Interaction
[NO] 1490/2000 | Information-Maximized Impedance Reconstruction for Power Electronic Systems via Optimized Measurement and Vector Fitting
[NO] 1491/2000 | Low-altitude Multi-UAV-assisted Data Collection and Semantic Forwarding for Post-Disaster Relief_supp1-3729628.pdf
[NO] 1492/2000 | AMBUSH: Collaborative Capture in Complex Environments With Neural Acceleration_supp1-3726454.mp4
[NO] 1493/2000 | IEEE App
[NO] 1494/2000 | CDPformer: Learning Common and Differential CLIP Prompts for Unified Day-Night Image Dehazing
[NO] 1495/2000 | A Lightweight Cognitive Digital Twin for Fault-Aware Control of Cyber–Physical Systems: Stochastic Modelling, Anomaly Detection, and Experimental Validation
[NO] 1496/2000 | A Task-Aware Model Size and Precision Selection Framework for LLM Inference in Edge Computing
[NO] 1497/2000 | Resource-Efficient Clock Synchronization in a Wired Field-Programmable Gate Array Network
[NO] 1498/2000 | Towards a Lightweight ARINC-653 Research Platform Based on a Nanokernel
[NO] 1499/2000 | LUT Optimized 4×4 Signed Multiplier Design for Efficient Systolic Array Based DNN Accelerators
[NO] 1500/2000 | Learning-Based Cooperative Maneuver Planning for Multi-Spacecraft Proximity Operations
[NO] 1501/2000 | Learning to Stack: Cube-Stacking Imitation Learning from Virtual Reality Demonstrations
[NO] 1502/2000 | MicroFed-AD: A Microcontroller-Based Federated Edge Intelligence Framework for Low-Latency Environmental Anomaly Detection
[NO] 1503/2000 | Enriching Ethics Education Through Game Design: A Demonstration of Student Experience
[NO] 1504/2000 | FedSAF: A Federated Learning Framework for Enhanced Gastric Cancer Detection and Privacy Preservation
[NO] 1505/2000 | Towards Systematic Treatment of Community-Driven Variability
[YES] 1506/2000 | Exploring Large Language Models for Compliance Violation Detection in Android Apps
[NO] 1507/2000 | GUISpector: An MLLM Agent Framework for Automated Verification of Natural Language Requirements in GUI Prototypes
[NO] 1508/2000 | Towards Understanding Views on Combining Videos and Gamification in Software Engineering Training
[NO] 1509/2000 | Review for "cGAN based data augmentation in latent space for seismology"
[NO] 1510/2000 | Protein Function Prediction Based on Graph Neural Networks and Multi-Modal Data Fusion
[NO] 1511/2000 | Research on miRNA-Disease Relationship Prediction Method Based on Dual-Branch Attention Fusion Features
[NO] 1512/2000 | Implementation and Evaluation of a Size-Adaptive Variable-Stiffness Soft Gripper using Vision and Torque Monitoring_supp2-3730973.mp4
[NO] 1513/2000 | Score Shaping and Pareto Optimality in Analog Integrated Circuit Design Automation
[NO] 1514/2000 | A 44mK Resolution, BJT-Based Temperature Sensor with 2% Relative Inaccuracy from -40 to 150 °C
[NO] 1515/2000 | Diffusion-Enhanced Anomaly Perception for IoT-Enabled Fault Prediction in Multi-Center Power Dispatch Platforms
[NO] 1516/2000 | A Low-Power and Area-Efficient Modified CDAC for Negative Charge Pump Regulation in 18 nm FD-SOI
[NO] 1517/2000 | LLM-Assisted Flight Intent Inference from Partial Trajectories: Joint Airport Classification and Trajectory Completion
[NO] 1518/2000 | Artificial Intelligence and the KNN Algorithm: A Journey from Foundational Concepts to Practical Application
[NO] 1519/2000 | A+9.5 dB IIP3 and +5.3 dB SFDR Linearity Enhancement Technique for N-Path Mixer-First Receivers
[NO] 1520/2000 | Experimental Validation of 5G NR Data Links using an Optically Controlled RF Beam Steering Surface
[NO] 1521/2000 | BugHunter: An Automated Tool for Bug-Aware GUI Testing via Retrieval Augmentation
[YES] 1522/2000 | Tailoring Software Engineering Generative AI Agents to Company Standards and Developers’ Preferences
[NO] 1523/2000 | Too Hot To Handle: The Effects of Temperature on AI-Generated Code Used to Cheat in Programming Assignments
[NO] 1524/2000 | Toward Self-Adaptive and Decentralized Intelligent Software Systems: A Federated Learning Perspective
[NO] 1525/2000 | Catching License Changes Before They Cost: Leveraging LLMs to Analyze License Evolution in Open Source Software
[NO] 1526/2000 | Automated Alignment Between Elicitation Interviews and Requirements
[NO] 1527/2000 | Fast Fourier Azimuthal Spectral Assembly for Invariant-Imbedding T-matrix Simulations of Inhomogeneous Atmospheric Particles
[NO] 1528/2000 | Design and Performance Analysis of a High-Axial-Mode-Purity Magnetoelectric Antenna
[NO] 1529/2000 | Low-PAPR Precoding Designs for Multi-User MIMO-OFDM Integrated Sensing and Communication Systems
[NO] 1530/2000 | RAPID-Hydrology: Pre-training Hydro-Meteorological Representations with Diffusion for Enhanced Causal Prediction
[NO] 1531/2000 | CE‑OFDM with Phase Rotation and Pulse Shaping for Power‑Constrained ISAC
[NO] 1532/2000 | Intermittent Control of Multi-Agent Systems With Delayed Impulses: Application to Quadrotor UAVs
[NO] 1533/2000 | Flexible AI-Reduced-Order Digital Twin Modeling for Industrial Furnace Combustion Fields
[NO] 1534/2000 | A Data-Driven Optimization Framework for Profitable E-Waste Refurbishment in U.S. Recycling Systems
[NO] 1535/2000 | Superconducting detectors enhancement of quantum communication: practical cases
[NO] 1536/2000 | TRACE: Transformer for Regularized and Accurate Cortical ECoG Motor Decoding
[NO] 1537/2000 | Multi-rank Scaled Subgradient Descent for Robust Tensor Sensing_supp1-3731909.pdf
[NO] 1538/2000 | ICVCS 2026 Author Index
[NO] 1539/2000 | Start-up Inrush Current Suppression for Interleaved ACRP Inverters
[NO] 1540/2000 | An Automated Framework for ML-Assisted Lung-Function Assessment From Raw EIT Recordings
[NO] 1541/2000 | Which Genes Leak? Feature-Level Privacy Auditing for Synthetic Single-Cell RNA-Seq Data
[NO] 1542/2000 | Sensorimotor Proto-Objects: Bootstrapping Perception from Compensable Actions
[NO] 1543/2000 | Real-World Deployment and Energy Consumption of Federated Learning in V2N Scenarios
[NO] 1544/2000 | Opening Remarks
[NO] 1545/2000 | Convergence guarantee for linearly-constrained combinatorial optimization with a quantum alternating operator ansatz
[NO] 1546/2000 | Title Page i
[NO] 1547/2000 | Organizing Committee
[NO] 1548/2000 | Enhanced SageAttention2-Based GNNs for Reliable Block Propagation Optimization in Blockchain-Enabled Internet of Agents
[NO] 1549/2000 | Copyright Page
[NO] 1550/2000 | A High Power-Density and Broadband Doherty Power Amplifier for 5G Cost-Effective Edge Devices
[NO] 1551/2000 | Single-Precision Iterative Refinement Floating-Point Power Electronics Simulation for FPGA Versal Platforms
[NO] 1552/2000 | A Novel Node- and Layout-Aware Radiation-Hardened 7 nm D Flip-Flop
[NO] 1553/2000 | Development and Implementation of a Dual-Input DC-DC Converter to Integrate Two Sources
[NO] 1554/2000 | S
                    <sup>2</sup>
                    -CIM: A 53.9 TOPS/W SRAM-based Sign-bit-Aware Multibit Compute-In-Memory Architecture for Edge-AI Inference
[NO] 1555/2000 | Bandwidth-Efficient Multi-View 3D Reconstruction via Fine-Grained Region Selection
[NO] 1556/2000 | Primal-Dual Graph Networks: Aligning Message Passing with Approximation Algorithms for Combinatorial Optimization on Graphs
[NO] 1557/2000 | A Low-Complexity Joint TX/RX IQ Imbalance Calibration Method Using Circularity Statistics
[NO] 1558/2000 | Transforming Privacy Artifacts Into Accessible Reports for Non-Technical Stakeholders
[NO] 1559/2000 | Comparing Clinical and Machine Learning Approaches for Cardiac Mortality Risk Prediction
[NO] 1560/2000 | 2026 IEEE International Symposium on Measurement in Networking and Communications (MNC)
[NO] 1561/2000 | Are We Shooting Flies with Cannons? Trade-off Analysis for AI-based 5G Intrusion Detection
[NO] 1562/2000 | IEEE Connects You to a Universe of Information!
[NO] 1563/2000 | Stability Analysis of Linear Systems With Delays via Negative- and Positive-Definiteness Lemmas and Application to LFC in Power Systems
[NO] 1564/2000 | MUIGSL: Molecular Uncertainty-Aware Iterative Graph Structure Learning for Molecular Property Prediction
[NO] 1565/2000 | Sequence-to-Graph Learning for Depression Detection with Clinical Interview Video Recording
[NO] 1566/2000 | Extract the Best, Discard the Rest: CSI Feedback with Offline Large AI Models
[NO] 1567/2000 | IGNN-Solver: A Graph Neural Solver for Implicit Graph Neural Networks_supp1-3729092.pdf
[NO] 1568/2000 | A Hybrid Model-Assisted Approach for Path Loss Prediction in Suburban Scenarios
[NO] 1569/2000 | Diffusion Models for Accurate Channel Distribution Generation
[NO] 1570/2000 | DHCC: An Interpretable Framework for Microseismic Analysis via Differentiable Hierarchical Consensus Clustering
[NO] 1571/2000 | MNC 2026 Front Matter
[NO] 1572/2000 | Smart Embedded Healthcare Framework for Real-Time Ophthalmic Monitoring System using IoT and Cloud-based Analytics
[NO] 1573/2000 | Adaptive Unmanned Surface Vehicle Control Under Perturbations With a Tunable Settling Time
[NO] 1574/2000 | Semi-Automated, Open-Sourced Utility Network Reconstruction Using LiDAR and OpenStreetMaps
[NO] 1575/2000 | SAFE–MA–RRT: Data-Driven Safe Motion Planning for Multi-Agent Systems
[NO] 1576/2000 | Flow Dynamics and Probe Positioning Effects in Microfluidic Optical Fiber Meta-Tip Biosensors
[NO] 1577/2000 | PA-Aware Partially-Connected Hybrid Beamforming Design for Wideband Integrated Sensing and Communication
[NO] 1578/2000 | Writing Better Software Explanations: A Guideline-Based Approach
[NO] 1579/2000 | Assessing Cyber Risks in Hydropower Systems Through HAZOP and Bow-Tie Analysis
[NO] 1580/2000 | IPDnet2A: An Efficient Direct-Path IPD Estimation Network for Arbitrary Array Geometries
[NO] 1581/2000 | A Blockchain-Based Dapp for Traceable and Tamper-Evident Mountain-Entry Reporting
[NO] 1582/2000 | Adaptive Refinement Magnetic Network for an External Rotor Hub-Motor Based on Magnetic Field Feedback Control
[NO] 1583/2000 | A Novel EEG Dataset for Joint Motor Imagery and Mental Fatigue Analysis in BCI applications
[NO] 1584/2000 | Optimal Anchor Placement for Wireless Localization in Mixed LOS and NLOS Scenarios
[NO] 1585/2000 | Improving the Reliability of Local Explanations through Multi-Model Stacking: A Robust Approach for Educational AI
[NO] 1586/2000 | Priority-Based Data Preservation in Challenging Environments: A Maximum Weighted Flow Approach
[NO] 1587/2000 | PA-ATAS: Edge-Assisted Policy-Aware Accountable Threshold Aggregate Signatures for IoT Authorization
[NO] 1588/2000 | From Use Cases to Sequence Diagrams: Schema-Constrained Generation with Large Language Models
[NO] 1589/2000 | Intelligent Energy Management Using Digital Twin–Driven Smart Metering in Industry 5.0
[NO] 1590/2000 | Investigating Class Imbalance and Feature Importance for Predictive Diabetes Analysis
[NO] 1591/2000 | An Identity-Based Matchmaking Encryption Scheme Without Assumption of Trusted KGC
[NO] 1592/2000 | FSD-GCN: Fast Network-wide Sketch Deployment via Graph Convolution Network
[NO] 1593/2000 | Simplification of the Isotropic Generalized Stop-Type Prandtl-Ishlinskii Vector Hysteresis Operator Using Analytical Return-Point Mapping
[NO] 1594/2000 | SoS Governance in Smart Cities: A Tertiary Review Highlighting Research Gaps in the Global South
[YES] 1595/2000 | Exploring the Information Disorientation Problem in Automated Program Repair under Relaxed Localization
[NO] 1596/2000 | TenderChat with Dynamic RAG: A Prompt-Adaptive RAG Framework for Australian Government Tender Analysis
[NO] 1597/2000 | Applying Neuroinclusive Agile Practices in Software Engineering Team-Based Learning
[NO] 1598/2000 | Unsupervised Approaches to Futile Cycle Detection in AI Agents
[NO] 1599/2000 | Proofs of Concept as First-Class Architectural Decision Instruments
[NO] 1600/2000 | Modular Workshop Architecture for Teaching Machine Learning in Autonomous Driving by Non-Experts
[YES] 1601/2000 | FastMCC: Multiple-hypotheses Code Completion with Natural Language Phrases as Alternative Suggestions
[NO] 1602/2000 | What Do We Really Need? Identifying Minimal Sufficient Temporal Properties via Refinement
[NO] 1603/2000 | Author Index
[NO] 1604/2000 | Revealing and Mitigating the Impact of LLM-Generated Content on Retrieval-Augmented Generation Systems
[NO] 1605/2000 | Message From General Chairs: ITASC 2026
[NO] 1606/2000 | Implementation and Evaluation of a Size-Adaptive Variable-Stiffness Soft Gripper using Vision and Torque Monitoring_supp3-3730973.mp4
[NO] 1607/2000 | High-Bandwidth CMOS Regulated Cascode TIA for Short-Range Optical Links
[NO] 1608/2000 | Model-Based Control for Deploying a Servicing Deputy via a Space Manipulator
[NO] 1609/2000 | Compliant Control for Variable Stiffness Actuator Based on Active Stiffness Regulation
[NO] 1610/2000 | A Spatial-Temporal-Performance Adaptive Hybrid Sampling Strategy for Mobile Robot Path Planning
[NO] 1611/2000 | A Novel Active Phase Shifter Architecture, implemented in a BiCMOS 55nm process, for 5G Millimeter-Wave Beamforming Applications
[NO] 1612/2000 | Empirical Range Modeling and Short-Range Radar Sensing Using IEEE802.15.4-Compliant IR-UWB Radar via Gaussian Mixture Models
[NO] 1613/2000 | PPO-Based Resource Allocation for DT-Empowered FedRep in 6G IIoT
[NO] 1614/2000 | Ultra-Wideband Multifunctional Absorptive Frequency-Selective Structure with Broadband Switchability Based on Dual Active Lossy Layers
[NO] 1615/2000 | Keynote: Why SIG history matters: new data on gender bias in ACM's founding SIGs 1970--2000
[NO] 1616/2000 | Cluster Overlap Rate in Dirichlet Mixtures
[NO] 1617/2000 | Stake-Based Consensus Mechanisms: Human Error and Compassion Debt
[NO] 1618/2000 | UAV Detection in Challenging Scenarios Based on Adaptive Frame-Weighting and Edge-Locating
[NO] 1619/2000 | Drift-Aware Federated Continual Learning for Privacy-Preserving Android Malware Intrusion Detection
[NO] 1620/2000 | Learning Stable Subgoal Representation in Hierarchical Reinforcement Learning With Causal Factorization
[NO] 1621/2000 | A Differential 3.5-to-12.5 GHz 6-bit Bi-Directional Phase Shifter With 3°/0.48 dB RMS Phase/Gain Errors in 0.18-
                    <i>μ</i>
                    m SiGe BiCMOS
[NO] 1622/2000 | Real-Time Parallel Multi-Camera Object Detection for 360-Degree Situational Awareness Using Camera-Source-Aware IoM
[NO] 1623/2000 | Heterogeneous Trend Fuzzy Information Granule-Based FCM-Transformer for Long-Term Forecasting
[NO] 1624/2000 | Lightweight Topology Visualization for Thread Mesh Networks via Passive Measurement
[NO] 1625/2000 | Instance Weight-based Training: Paradigm Shift in Mini-Batch Training for Multiclass Classification in Natural Language Processing
[NO] 1626/2000 | EMQS Model for Homogenization of the Transversal Permittivity of CFRP laminas
[NO] 1627/2000 | From Policy to Practice: An Investigation of the Apple App Store Account Deletion Requirements
[NO] 1628/2000 | High-Performance Approximate Multiplier Architecture Using Dual-Stage 4:2 Compressors for Energy-Efficient Digital Signal Processing
[NO] 1629/2000 | When Not to Edit: Reliability Diagnostics for Activation-Space Interventions in Language Models
[NO] 1630/2000 | A Multiple-Radio Emulation Framework for Asynchronous Channel Rendezvous
[NO] 1631/2000 | Variational-Theoretic Dual-Stream Pansharpening Network with Spectral Hypersphere Difference and Multi-Directional Consistency
[NO] 1632/2000 | Table of Contents
[NO] 1633/2000 | Open-Set 3D Scene Graphs for Field Robotics: An Outdoor Case Study
[NO] 1634/2000 | AC Microgrid Operation With Sensor-less MPPT Integrated Solar PV Grid Forming Inverters
[NO] 1635/2000 | A Full Digital Signal Processing Flow for Dual-Polarization Discrete Nonlinear Frequency Division Multiplexing Systems
[NO] 1636/2000 | ICVCS 2026 TOC
[NO] 1637/2000 | Program Committee Doctoral Symposium Track
[NO] 1638/2000 | Reconfigurable Optical Phased Array for LiDAR Blind-spot Compensation And Resolution Enhancement
[NO] 1639/2000 | A 5-bit 30-GHz-Bandwidth Attenuation Adjustable Channel Emulator for 56Gbaud SerDes Testing System
[NO] 1640/2000 | Toward Trustworthy Coordination in Intelligent Edge Agent Networking: A Trust-Driven Transaction Propagation Mechanism
[NO] 1641/2000 | CoDiM: Contrastive Distillation Into Generative Models for Scalable Dataset Distillation
[NO] 1642/2000 | SOM2IMG: Self-Organizing Map Based Tabular-to-Image Transformation for Deep Learning
[NO] 1643/2000 | Temperature Stabilization of Power Amplifier Modules in All Solid-State Transmitter (ASTRAM) Using Thermoelectric Coolers
[NO] 1644/2000 | Inverse-Designed Cascaded Rotational Diffractive Layers for Versatile Beam Switching with Single-layer Rotation and large Spacing_supp3-3732127.mp4
[NO] 1645/2000 | ICVCS 2026 Cover Page
[NO] 1646/2000 | Toward Quantum-Safe Software Engineering: A Vision for Post-Quantum Cryptography Migration
[NO] 1647/2000 | Towards Behavior-Space Testing of Critical ML-Enabled Systems
[NO] 1648/2000 | Transformative Impact of Agentic AI on Software Project Management
[NO] 1649/2000 | Engineering MLOps for Adversarial Edge Networks in Agricultural Deployments
[NO] 1650/2000 | Information Flow-Based Quantification of Timing-Based Software Systems
[NO] 1651/2000 | SAGE: A Stabilize-Assess-Govern-Enforce Framework for Deployment-Oriented Evaluation of LLM-Based Autonomous Agents_supp1-3731348.pdf
[NO] 1652/2000 | Caching with Monotonicity and Consistency
[NO] 1653/2000 | Quantitative Assessment of Galileo SAR Satellite System Resilience to Jamming Attacks
[NO] 1654/2000 | An Energy-Efficient FPGA Accelerator for Implicit Neural Representation-Based Computed Tomography Reconstruction
[NO] 1655/2000 | Quantization Noise and DAC Errors Cancellation for Nonlinearity Characterization of Sigma Delta Modulators
[NO] 1656/2000 | Human Error Mechanisms and Multi-Agent Collaborative Assurance Technology for Rail Transit in Non-ATP Scenarios
[NO] 1657/2000 | Nonlinear Propagation Mechanisms of Semantic Models in Complex Topologies
[NO] 1658/2000 | Improving Pulse Oximetry Accuracy by Mitigating Photoplethysmographic Non-Linearities
[NO] 1659/2000 | Frequency Weighted NTF Synthesis for Cost-Efficient ΣΔ based DPD Feedback Loops
[NO] 1660/2000 | Toward V2X-Enabled Vehicle Diagnostics: A Comprehensive Review Covering Challenges and Research Directions
[NO] 1661/2000 | Scalable Multi-User Gaze Estimation for Co-Located Environments Using Commodity Webcams
[NO] 1662/2000 | MMSE Nonlinear Equalization Based on Amplitude-Phase-Frequency Characterization
[NO] 1663/2000 | EcoxPU: Autonomous Multi-Agent Orchestration for Energy-Efficient Disaggregated LLM Inference on Heterogeneous xPUs
[NO] 1664/2000 | FireDataforge: A Unified Framework for Multi-Source Wildfire Data Retrieval and Integration
[NO] 1665/2000 | Improved Angular-Domain Reflection-Only Soil Permittivity Extraction Method Using Spectral Free-Space Measurements
[NO] 1666/2000 | Towards Lightweight Defense against Gradient-Based Adversarial Attacks in Internet of Medical Things (IoMT) Systems
[NO] 1667/2000 | Excitation Reduced Variable Frequency Injection Based Sensorless Method with Active Aliasing for IPMSM
[NO] 1668/2000 | Proof of Election: A Formally-Verified Democratic Blockchain Protocol
[NO] 1669/2000 | SPG-RRT*: A Semantic Perception Guided Path Planning Algorithm for Robotic Arms in Complex Three-Dimensional Environments
[NO] 1670/2000 | Neighborhood Consensus-guided Reinforcement Learning for Scalable Deep Graph Clustering_supp1-3729404.pdf
[NO] 1671/2000 | Modeling and Simulation of a Graphene-Enhanced Lithium-Ion Battery with Advanced Battery Management System for Electric Vehicles
[NO] 1672/2000 | Radiation Effects in Visible-guiding Hollow-Core Optical Fibres under Gamma and 14 MeV Neutron Irradiation
[NO] 1673/2000 | Hankel Meets NOMP: Matrix Pencil and Newtonized Orthogonal Matching Pursuit for Robust Beamforming via Interference-Plus-Noise Covariance Matrix Reconstruction
[NO] 1674/2000 | Copyright Page
[NO] 1675/2000 | Joint Precoding, Passive Beamforming and 3D Trajectories Optimization for UAV-RISs assisted Systems with Statistical CSI
[NO] 1676/2000 | Hybrid-Integrated Full S-Band Tunable External Cavity Laser with a Trident-Tapered Coupler
[NO] 1677/2000 | Diverse Spatial-Temporal Feature Enhancement and Adaptive Fusion Network for Device-Free Gesture Recognition under Limited Labeled Data
[NO] 1678/2000 | Flip-GET: A Flipped-Classroom and Serious Game Model to Improve Engineering Lab Teaching
[NO] 1679/2000 | Spatiotemporal reconstruction of groundwater depletion in India's oldest coalfield using machine learning and GIS, with InSAR and fractal analysis insights_supp1-3731412.docx
[NO] 1680/2000 | Trustworthy AI Development Lifecycle
[NO] 1681/2000 | Taming Magnetic Ambiguity: Long-History Indoor Localization via Folded-Map Token Modeling with Mamba
[NO] 1682/2000 | Validation and Comparison of ANEM-SBAC Method for Temperature and Emissivity Separation Using MODIS and VIIRS Data in the València Test Site_supp1-3726996.xlsx
[NO] 1683/2000 | Comparative study of CNTFET based Mixed Signal circuits using MVL Design for low power high speed VLSI applications
[NO] 1684/2000 | Game-Theoretic Learning for Adaptive Ship Detection in SAR Imagery
[NO] 1685/2000 | Explainable AI-Driven Fault Prediction in Nanoscale VLSI Circuits Using Hybrid Graph Neural Networks
[NO] 1686/2000 | SMENet: A Cross-Scale Feature Mining and Aggregation Network for Sand-Mining-Related Object Detection in Maritime Surveillance
[NO] 1687/2000 | Table of Contents
[NO] 1688/2000 | PosEyeDOM: Lightweight Positional Copilot Suggestion Logger for Eye-Tracking Applications using the DOM
[YES] 1689/2000 | Toward an ISO-Based Epistemic Capability Framework for Specializing LLMs Through Knowledge and Reasoning Integration for Software Artifact Generation
[NO] 1690/2000 | Intellectual Property Protection in Model-Based Development – The Deltachain Approach
[NO] 1691/2000 | Textbook-Embedded Virtual Teaching Assistant That Answers CS1 Questions With Verifiable Citations
[NO] 1692/2000 | Decomposing Illumination-induced Variability in UAV Hyperspectral Canopy Reflectance Improves Leaf Chlorophyll Content Estimation_supp1-3730850.pdf
[NO] 1693/2000 | Deep Unfolding for Joint Antenna Selection, Phase Shift Design, and Power Allocation in SIM-Assisted MU-MISO Systems
[NO] 1694/2000 | 2026 24nd IEEE Interregional NEWCAS Conference (NEWCAS)
[NO] 1695/2000 | The microbial inactivation efficiency and mechanism of the decoupled composite disinfection system_supp1-3730946.docx
[NO] 1696/2000 | A High-Performance 10T SRAM Cell with Write-Assist Circuitry for Improved Write Delay and Stability
[NO] 1697/2000 | Audience Injection Attacks: A New Class of Attacks on Web-Based Authorization and Authentication Standards
[NO] 1698/2000 | Augmented Penetration Testing via ChatGPT: A Study on the Efficacy of ChatGPT Utilization During Penetration Testing
[NO] 1699/2000 | JADA: Joint Adaptive Data Acquisition for PUF Modeling
[NO] 1700/2000 | Mixed Signal Cross Node Porting Using Digital Twinning with AI and Analog Time Encoding
[NO] 1701/2000 | A Lightweight Green-Power-Aware Online Scheduling Heuristic for Dynamic IoT-Cloud Systems
[NO] 1702/2000 | Adaptive Multi-Wavelength PPG Sensing for Robust Physiological Monitoring Across Skin Tone Variation
[NO] 1703/2000 | DeepSC-Empowered Multi-UAV Cooperative Exploration: A Tokenized Approach
[NO] 1704/2000 | Jiao: Bridging Isolation and Customization in Mixed Criticality Robotics
[NO] 1705/2000 | Multimodal Behavioral PUF Authentication for Physical AI Robots Combining Electromechanical Actuation and Computational Load Signatures
[NO] 1706/2000 | A Topography-Structure-Aware and Similarity-Enhanced Network for DEM Super-Resolution
[NO] 1707/2000 | Working Session 2: Surfacing Hidden History
[NO] 1708/2000 | Keynote: 75 years of ACM's Heritage
[NO] 1709/2000 | Shifting the Sweet Spot: High-Performance Matrix-Free Method for High-Order Elasticity
[NO] 1710/2000 | ISAC-Enhanced Secure Symbiotic Radio with Passive Localization and Joint Beamforming Design
[NO] 1711/2000 | Multi-Dimensional Complexity Characterization With Dynamic Fusion for Infrared Ground Target Detection and Tracking
