[2026-06-25 23:18:03] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-24
正在获取论文...
[arXiv] 2026-06-24 | Euclid Quick Data Release (Q2) -- The Euclid Galactic Bulge Survey
[NO] 931/1855 | X-OCTANE: eXplainable On-Chip Telemetry-based Anomaly Notification Engine for Silicon Lifecycle Management
[NO] 932/1855 | Lost Spirits: An Interactive Encounter with a Fractured Soul
[NO] 933/1855 | Mining Attribute-Based Access Control Policies with Large Language Models [Work in Progress Paper]
[NO] 934/1855 | L
                    <scp>ambada</scp>
                    : Autoscaling Confidential Function Chains without Centralized Trust
[NO] 935/1855 | Access Control in Interpersonal Abuse Contexts
[NO] 936/1855 | Near-Field Channel Estimation for Reconfigurable Intelligent Surface: Framework, Design and Analysis
[NO] 937/1855 | PCM2Net: Physics-Constrained Manifold Mamba Network for Optics-Guided thermal UAV image super-resolution
[NO] 938/1855 | Virtual Network Embedding Based on Hierarchical Reinforcement Learning for Admission Decision and Policy Fine-Tuning in Elastic Optical Network
[NO] 939/1855 | A Dual-Aggregation and Semantic Prototype Guided Network for Railway Point Cloud Segmentation
[NO] 940/1855 | Photovoltaic Output Prediction Method Based on Time-Frequency Clustering Optimization
[NO] 941/1855 | Message from the General Co-Chairs
[NO] 942/1855 | Demo Abstract: An On-Device Mobile GUI Agent System with Online Exploration
[NO] 943/1855 | Ellipsoid Control: A White-list Jailbreak Defense via Benign Latent Modeling
[NO] 944/1855 | Enhancing Communication Robustness for Leadless Pacemakers: 2-DOF Gain Compensation Across Physiologic and Pathologic Dynamics
[NO] 945/1855 | EGGNet: Learning Temporal Boundaries of Glottal Cycles from Electroglottography
[NO] 946/1855 | PlagiAct: Measurement Instrument of STEM Student Attitudes Toward Academic Dishonesty in the AI Era
[NO] 947/1855 | Multi-Period Dynamic Optimization Framework for Manufacturers' Green Strategy Under Carbon Policies
[NO] 948/1855 | Influence of Te Atmosphere Annealing Time on Cd
                    <sub>1-x</sub>
                    Mg
                    <sub>x</sub>
                    Te Single Crystal Properties and Detector Performance
[NO] 949/1855 | TID-Tolerant StrongARM Comparator and Sampling Network for Satellite Application High-Voltage ADCs
[NO] 950/1855 | A Semi-Parametric Ridge-Stabilized Regression Framework Using Natural Cubic Splines
[NO] 951/1855 | Poster Abstract: HiSim — Sensor-Stream Cosine Health Index for Early-Stage Monitoring
[NO] 952/1855 | Capacity Expansion Planning under Uncertainty subject to Adequacy Constraints
[NO] 953/1855 | Distributed Interference Avoidance in LoRaWAN via Spectral Features and Decision Tree
[NO] 954/1855 | From Isolated Minds to Networked Brains: Architecting the Internet of Brains
[NO] 955/1855 | Multi-Agent VDPPO Enabled Coordinated Beam Hopping Scheduling for LEO Satellite Constellations
[NO] 956/1855 | Spiking Neural Networks for Log-Based Anomaly Detection: A Survey, Taxonomy, and Roadmap on Energy-Efficient Neuromorphic Log Analysis
[NO] 957/1855 | Periodic Via-Guided Stripline Circuit Design with Effective Wavelength Reduction
[NO] 958/1855 | Variable-Frequency Soft-Switching Traction Inverter Using Coupled Inductors
[NO] 959/1855 | FCRL-Net: Identity-Invariant Forgery-Centric Representation Learning for Generalizable and Audio Deepfake Detection
[NO] 960/1855 | Dual-Galvanometer-Based Active Stereo Vision for Large-FOV High-Precision 3D Reconstruction of Moving Objects
[NO] 961/1855 | Dual photonic-plasmonic Au-functionalized inverse-SiO
                    <sub>2</sub>
                    optical fiber sensor for
                    <i>p</i>
                    -xylene detection toward prostate cancer screening
[NO] 962/1855 | Hierarchical Gated Transformer with Visual Saliency for No-Reference Image Quality Assessment
[NO] 963/1855 | Adaptive Radar Detection in joint Range-Azimuth Space based on the Hierarchical Latent Variable Model
[NO] 964/1855 | Cooperative Data-Driven Safety Control Based on Distributed Gaussian Processes
[NO] 965/1855 | Projection-free Safe and Stable Reinforcement Learning for Adaptive Frequency Control
[NO] 966/1855 | Adaptive Stability Control of Autonomous Electric Vehicles with Intelligent Disturbance Observer and Safe Torque Allocation
[NO] 967/1855 | A New RNN Model for Digital Predistortion: Unlocking Low Complexity and Exponential Activation
[NO] 968/1855 | Safe Learning Control with Optimality and Stability Guarantees
[NO] 969/1855 | Digital Redesign-Based Interval State Estimation for Continuous Systems With Aperiodic Discrete Measurements
[NO] 970/1855 | Improving Wind Speed Forecasts Through Multi-Stage Signal Decomposition and Hierarchical Time Series
[NO] 971/1855 | Digital Active Gate Driver with Closed-Loop Current Balancing for Paralleled SiC MOSFETs Using Miniature Rogowski Coils
[NO] 972/1855 | Blood Pattern Classification Using Transformer‑Based Image Embeddings
[NO] 973/1855 | Detection of AI-Generated Text Using RoBERTa Across English and Spanish
[NO] 974/1855 | Ground Spin Strike: Presentation of Impact Sensations by a Floor-Mounted Turntable
[NO] 975/1855 | Developing Games as "Translation Devices" for Quantum Annealing and Validating its Social Implementation
[NO] 976/1855 | A Multi-Dimensional Directed Graph Analysis of the Ethereum Transaction Network
[NO] 977/1855 | Three-Dimensional Optimal Trajectory Planning for Horizontal Wells Based on an Improved Sand Cat Swarm Optimization Algorithm
[NO] 978/1855 | Transformer Fault Diagnosis Method Based on DGA and SSA-XGBoost Fusion Optimization
[NO] 979/1855 | A Homotopy Method for Discrete-Time Linear System LQR Control Based on Policy Iteration
[NO] 980/1855 | Secure and Privacy-Preserving Fine-Tuning of Large Language Models via Homomorphic Gradient Aggregation
[NO] 981/1855 | Research on Wide-Range and High-Precision Metering Technology for Ultra-Fast Charging Facilities in New Power Systems
[NO] 982/1855 | Neural Network-Based Adaptive Swing Suppression Control for a Quadrotor with a Variable-Length Suspended Payload
[NO] 983/1855 | Low Communication Overhead Concept Drift Detection and Adaptive Response Method for Parallel Data Stream Clustering
[NO] 984/1855 | Dynamic SOC Equalization Strategy Based on Fuzzy Logic Control for Distributed Battery Energy Storage Systems
[NO] 985/1855 | Early-Stage Case Study of the Implementation of an Electrical Engineering Technology (EET) to Electrical Engineering (EE) Program Transition
[NO] 986/1855 | Simulation of Inhomogeneous Deposition of Solid Intermetallic Compounds in Liquid Metal Batteries
[NO] 987/1855 | A PSO-Enhanced Grey Wolf Optimizer for High-Precision ADRC Parameter Tuning in Quadrotor UAV Attitude Control
[NO] 988/1855 | Wearable Non-Invasive Sensor for Pre-Impact Fall Prediction in Crowded Areas
[NO] 989/1855 | Lossless remote sensing image compression algorithm based on cross-image prior
[NO] 990/1855 | A Lightweight Missing Value Imputation Method for Industrial Time-Series Data Based on Sliding Window Weighted Regression
[NO] 991/1855 | Effects of Spatial Scale on EEG-Based Perceptual Dynamics: A Complex Network and LSTM-MLP Hybrid Model Study
[NO] 992/1855 | L-SCALE: Locality-Sensitive Coverage for Automata LEarning
[YES] 993/1855 | HYDRA: A Hybrid Heuristic-Guided Deep Representation Architecture for Predicting Latent Zero-Day Vulnerabilities in Patched Functions
[NO] 994/1855 | Learning Dynamic Frame Semantics for Multimodal Sentiment Analysis_supp1-3706491.pdf
[NO] 995/1855 | Welcome to ICNS 2026
[NO] 996/1855 | Table of Contents
[NO] 997/1855 | Preface: Committee Member
[NO] 998/1855 | Improving Clinical Decision Support: Architecture Design of a Multi-agent System based on an Argument Quality Assessment Ontology
[NO] 999/1855 | Radar HRRP Open-Set Recognition via Synergistic Hypersphere Aggregation and Reciprocal Points Repulsion
[NO] 1000/1855 | A Framework to Evaluate How AI Conflict Alerts Affect Controllers’ Manual Verification Behaviors
[NO] 1001/1855 | Energy Efficiency Optimization Control of Pmsm Servo System Based on Adaptive Eph Under Different Operating Conditions*
[NO] 1002/1855 | EyeMove: A Hands-Free, Eye-Controlled Wheelchair for Enhanced Mobility
[NO] 1003/1855 | Research on the Dynamic Optimization Mechanism of 7 Multi-Link Operation (MLO) for Office Park WiFi
[NO] 1004/1855 | An Adaptive Differential Evolution Particle Swarm Optimization Based Node Localization Method for Wireless Sensor Networks
[NO] 1005/1855 | IVTN: Improved Vision Transformer with Deformable Convolution and Class-Conditional Subdomain Adaptation for Cross-Condition Bearing Fault Diagnosis
[NO] 1006/1855 | A Hybrid Wind Power Prediction Model Based on TOC-Optimized VMD and CNN-BiLSTM
[NO] 1007/1855 | Curriculum-Enhanced Model-Free PPO Control for Boost Converters with Real-Time Validation
[NO] 1008/1855 | Feature Selection Using EVORA: An Elite Vector-based Optimization Algorithm with Reweighted Adaptation
[NO] 1009/1855 | Modulating Dense Content with Sparse Context for Real-time Visual Recognition
[NO] 1010/1855 | TabPFN-TS Based Accurate Price Forecasting Model to Farmers in Time-Series Data
[NO] 1011/1855 | Visual Positioning System for Industrial Sorting Robots Enabled by Deep Learning
[NO] 1012/1855 | An I/Q Imbalance Calibration Algorithm in Wideband Programmable Radio Frequency Transceivers
[NO] 1013/1855 | A Bayes-BiLSTM-Based Method for Short-Term Photovoltaic Power Forecasting Under Extreme Weather Conditions
[NO] 1014/1855 | Output Modulation of Chaotic Signals Based on a Number Sequence Limit
[NO] 1015/1855 | Multi-criteria Optimization Method for Recloser Placement and Distributed Generation Integration in Radial Distribution Networks
[NO] 1016/1855 | YOLO12-FS: A High-Precision Deep Learning Method for Forest Fire Detection
[NO] 1017/1855 | Data-Driven Event-Triggered Reinforcement Learning Control for Set-Point Tracking of Refrigeration Systems
[NO] 1018/1855 | Symbolic Representation of Sensor Data and Its Application in Fault Diagnosis for TE Process
[NO] 1019/1855 | Robust Refinement for Deep Image Clustering via Hybrid Selection and Co-Training
[NO] 1020/1855 | A Soft Action Mask-Based Deep Reinforcement Learning Approach for Safe and Efficient Path Planning
[NO] 1021/1855 | Design and Engineering Implementation of Wiring Schemes for Auto-transformer Voltage Regulating Devices
[NO] 1022/1855 | Event-Triggered Fixed-Time Consensus Fault-Tolerant Control of Second-Order Nonlinear Multi-Agent Systems
[NO] 1023/1855 | Optimizing Broad Learning System with Chaotic Evolution for Electrocardiogram Signal Classification
[NO] 1024/1855 | Research on Blind Separation and Classification of UAV Frequency-Hopping Signals Under Hybrid Interference Environments
[NO] 1025/1855 | PropSplat: Map-Free RF Field Reconstruction via 3D Gaussian Propagation Splatting
[NO] 1026/1855 | A Comprehensive Review on Emerging Materials and Performance of Dental Implants
[NO] 1027/1855 | MHA-MASAC: Multi-Head Attention and Safety for Multi-agent Collaborative Path Planning
[NO] 1028/1855 | Objective Criteria and Quantitative Model for Evaluating Medical Device Vendors using MCDM
[NO] 1029/1855 | Training Lightweighted Nonlinear Motional UAV Neural Network Toward Fast Trajectory Planning
[NO] 1030/1855 | Research on Design and Control Strategy Optimization of High Performance Hybrid Cascaded Converter
[NO] 1031/1855 | DTS
                    <sup>2</sup>
                    : A Sarcasm-Injected Transformer Framework for Enhanced Sentiment Analysis in Business Reviews
[NO] 1032/1855 | Visual-Semantic Alignment for Effective Semantic Prompt Utilization in Few-Shot Learning
[NO] 1033/1855 | Global Consensus Analysis of Networked Multi-Agent Systems with Heterogeneous Dynamics and Time-Varying Communication Delay
[NO] 1034/1855 | High-Fidelity Digital Twin Framework for Robust Fault Diagnosis in Quadrotors
[NO] 1035/1855 | A Ring Oscillator with Extended Tuning Range
[NO] 1036/1855 | An Improved DQN-APF Algorithm for Path Planning of Amphibious Unmanned Vehicles
[NO] 1037/1855 | Multi-Objective Voltage Optimization via Deep Reinforcement Learning Based Load Control in New Energy Distribution Networks
[NO] 1038/1855 | Multimodal Large Models for Predictive Maintenance, Workflow Optimization, and Industrial Risk Control
[NO] 1039/1855 | SR-VIO: A Stereo Robust Visual-Inertial Odometry Towards Dynamic Scenes
[NO] 1040/1855 | ElasticVLA: Enhancing Semantic Instruction Following in Embodied AI via Visual-Logical Phase Alignment
[NO] 1041/1855 | Practical Prescribed-Time Optimal Fault-Tolerant Control for Multiple Euler-Lagrange Systems
[NO] 1042/1855 | Adaptive Genetic Algorithm With Q_Learning and Dynamic Catastrophe for Multi-Compartment Vehicle Routing Problem With Flexible Compartment Sizes
[NO] 1043/1855 | A Performance-Driven Graph Model for Structural Conflict Analysis in Networked Multi-Decision-Maker Systems
[NO] 1044/1855 | Physics-Informed Data Augmentation for Cyber-Physical Power Systems under Mixed Incompleteness Patterns
[NO] 1045/1855 | Diffusion-Augmented Multimodal Foundation Modeling for Robust Misinformation Detection in Digital Media
[NO] 1046/1855 | Design and Simulation Analysis of a Self-Cooling Integrated Auxiliary Power Box for Rail Transit
[NO] 1047/1855 | Edge Modification for Influence Maximization of Competing Opinions in Social Networks
[NO] 1048/1855 | Real-Time Bluetooth Controlled Wireless Notice Board
[NO] 1049/1855 | DCGAT: Dual-Channel Graph Attention Network-Based Reinforcement Learning for Multi-UAV Cooperative Pursuit
[NO] 1050/1855 | Automated Synthesis of Lyapunov Functions for Multi-Agent Systems Under Jointly Connected Topology
[NO] 1051/1855 | Hybrid Sliding Mode Tracking Control of Quadrotor Unmanned Aerial Vehicle
[NO] 1052/1855 | UWB Radar Vital Sign Detection Based on Human Body Motion Suppression
[NO] 1053/1855 | Prescribed-Time Adaptive Fault-Tolerant Formation Control for Multi-Agent Systems Under Actuator Faults and Deception Attacks
[NO] 1054/1855 | Integrating Graph Neural Networks and Attention-Based LSTM for Aero-Engine Fault Diagnosis
[NO] 1055/1855 | Adaptive Images Fusion Method Based on Polarization Enhancement
[NO] 1056/1855 | Novel Current Reconstruction Method With Single Current Sensor for Current Source Inverter
[NO] 1057/1855 | GNSS-A Ranging Model With Acoustic Delay Corrections Achieving Centimeter-Level-Precision Positioning
[NO] 1058/1855 | Extraction of Flooded Buildings from a Single SAR Image: A Double-Bounce-Aware Spatial Analysis Approach
[NO] 1059/1855 | Backdoor Sample Detection through Progressive Perturbation and Loss Trajectory Analysis
[NO] 1060/1855 | A Unified Framework for High-Accuracy and Memory-Efficient Per-Flow Cardinality Measurement
[NO] 1061/1855 | Uplink Transmission Optimization in RIS-Assisted Networks: A Long-Term Rate Maximization Approach
[NO] 1062/1855 | Enhancing Sentiment Analysis with Emojis: A Comprehensive Survey of Methods, Applications, and Future Directions
[NO] 1063/1855 | Poster: AoA-Based Bluetooth System for Precise Indoor Localization
[NO] 1064/1855 | Poster Abstract: High-Altitude Vision-Based Stabilization with Tracking-Assisted Perception and Safety-Aware Reinforcement Learning
[NO] 1065/1855 | Exploring Factors Influencing Human-Autonomy Teams in Automated Driving System Operations
[NO] 1066/1855 | Prediction of Neutron Flux in Lead-Based Reactors Based on an Improved Random Forest Model
[NO] 1067/1855 | Reference-Free Manga Colorization Via Semanticguided Latent Diffusion Models
[NO] 1068/1855 | Demo Abstract: Hierarchical Hexagonal Spatial Data Representation in Sparse Sensor Networks: A Case Study in Regional Forest Fire Prediction
[NO] 1069/1855 | Machine Unlearning with Minimal Gradient Dependence for High Unlearning Ratios
[NO] 1070/1855 | Learning Shallow-Robust Vision Transformers with Selective Distillation for Real-time UAV Tracking
[NO] 1071/1855 | Deep Learning Based Joint Space-Time-Frequency Domain Channel Prediction for Cell-Free Massive MIMO Systems
[NO] 1072/1855 | Extending the MPIE Galerkin MoM Thin Wire Formulation to Include Arbitrarily Oriented or Curvilinear Wires with Finite Conductivity
[NO] 1073/1855 | TransCNN-MLDFN: A Multi-level Dynamic Fusion Framework for Incomplete Palmprint and Palm Vein Recognition
[NO] 1074/1855 | Upper Bounding the Capacity of Bandlimited AWGN Channels with Peak-Amplitude-Limited Inputs
[NO] 1075/1855 | Small-Perturbation Adversarial Example Detection via Proactive Decision Boundary Bending
[NO] 1076/1855 | FPGA-Based Control of an Extendable Bidirectional DC-DC Converter for EV Application
[NO] 1077/1855 | Resilient Consensus for Networked Systems with Hidden Nodes and Edges: Detection, Isolation, and Control
[NO] 1078/1855 | U-KGNav: Unified Zero-Shot Goal-Oriented Navigation Via Knowledge Graph
[NO] 1079/1855 | Mobile Pedipulation for Object Sliding Via Hierarchical Control on a Wheeled Bipedal Robot
[NO] 1080/1855 | Efficient Classification of Brain Tumor Using a Self-Attention and Skip Connections Based Deep Network
[NO] 1081/1855 | Infrared Small Target Detection via Structure-Aware Weighted Improved Ring Local Contrast Measure
[NO] 1082/1855 | Continual Semantic Segmentation with Tiny Memory
[NO] 1083/1855 | A Material-Embedded Physics-Informed Neural Network for Interior SAR Evaluation From Sparse Boundary Samplings_supp1-3706354.docx
[NO] 1084/1855 | Correlation of Pore Depth with Electrochemical Performance in Porous Silicon Supercapacitors
[NO] 1085/1855 | RSMA-Assisted Integrated Sensing and Communications: A Survey and a Two-Stage Energy Efficiency Optimization Framework
[NO] 1086/1855 | Industrial Visual Anomaly Synthesis: A Deployment-Oriented Survey
[NO] 1087/1855 | A Theory of Probabilistic Contracts
[NO] 1088/1855 | Rethinking the Render-Display Pipeline to Reduce Latency in Interaction
[NO] 1089/1855 | Table of Contents
[NO] 1090/1855 | 2026 International Conference on Computational Robotics, Testing and Engineering Evaluation (ICCRTEE)
[NO] 1091/1855 | 2026 IEEE International Symposium on Spectrum Innovation (DySPAN)
[NO] 1092/1855 | Copyright Page
[NO] 1093/1855 | Parallel, Asymptotically Optimal Algorithms for Moving Target Traveling Salesman Problems_supp1-3706565.mp4
[NO] 1094/1855 | Improved YOLOv11 Small Object Detection Method for Transmission Line Inspection in Adverse Weather Conditions
[NO] 1095/1855 | Target Localization of Power Tower Mounting Points Based on Binocular Vision and Multi-Sensor Fusion
[NO] 1096/1855 | Research on Multi-Source Fusion and Dynamic Update Technology of the Geographic Base Map for the “One Map” of Natural Resources and Territorial Spatial Planning
[NO] 1097/1855 | Research on VLF Dielectric Loss Diagnosis and Vacuum Drying Dehumidification Characteristics of Distribution Cables and Intermediate Joints
[NO] 1098/1855 | Effects of Gas Pressures on Streamer Discharge Characteristics in Carbon Dioxide Gaps
[NO] 1099/1855 | Lightweight YOLOv11 Design Integrated with a Noise Perception Module and its Application in Onboard Multi-Modal Object Detections
[NO] 1100/1855 | Event-Triggered Dual-Screening for Robust Visual-Inertial Odometry in Dynamic Environments
[NO] 1101/1855 | Multi-Scale Spatio-Temporal Fusion and Dynamic Confidence Adjusted Semi-Supervised Learning for Robust Indoor Human Presence Detection
[NO] 1102/1855 | Agentic AI for Near Real-Time Anomaly Detection and Explainable Monitoring in a Multi-Source Surveillance System
[NO] 1103/1855 | Contrastive Dual-Level Communication Optimization for Multi-Agent Systems
[NO] 1104/1855 | Ground-Prior-Guided Adaptive Z-Axis Regularization for the LiDAR SLAM Front End
[NO] 1105/1855 | Distributed Prescribed-Time Time-Varying Optimization Control of Nonlinear Multiagent Systems
[NO] 1106/1855 | Model-Free Predictive Cooperative Control for Multi-PMSM Systems Guided by a Virtual Leader
[NO] 1107/1855 | UAV-ByteTrack: A Hybrid Matching Strategy for Robust Multi-Object Tracking in UAV Videos
[NO] 1108/1855 | A Semi-Supervised Multimodal Operating Condition Recognition Method for Flotation Process with Contrastive Learning
[NO] 1109/1855 | Safe Control of Parabolic PDE-ODE Cascades
[NO] 1110/1855 | Adversarial Attacks on Differentially Private Factorization Machines in Recommendation Systems
[NO] 1111/1855 | Coercion-Resistant Voting via Anamorphic Encryption
[NO] 1112/1855 | Single-Machine Equivalent Modeling of Grid-Forming Energy Storage Stations
[NO] 1113/1855 | Carbon-Aware Data Center Orchestration – CDN as a Case Study
[NO] 1114/1855 | MOTAR: Intelligent Traffic Signal Control Method Based on Multi-Objective Optimization and Traffic-Aware Representation Learning
[NO] 1115/1855 | Distributed Model Predictive Cooperative Tracking Control for Multiple Rehabilitation Robot System
[NO] 1116/1855 | Physics-Informed Energy-Aware Feature Enhancement for Rolling Bearing Fault Diagnosis
[NO] 1117/1855 | OptiSVDD: An Optical Neural Network Framework for One-Class Anomaly Detection
[NO] 1118/1855 | A Mainlobe Deceptive Jamming Suppression Algorithm for FDA-MIMO Radar
[NO] 1119/1855 | Adaptive Synchronization Control for Fractional-Order Chaotic Systems with Mixed Uncertain Parameters
[NO] 1120/1855 | Data-Driven Energy Storage Planning for High-Penetration Grids: Mitigating Uncertainty via Sub-Regional Correlation
[NO] 1121/1855 | Elimination of Torque Dip at Half Synchronous Speed in Synchronous Motors with Laminated Salient Poles Through Optimal Damper Cage Design
[NO] 1122/1855 | Bidirectional Attention-Adapted Zero-Shot Multimodal Industrial Anomaly Detection Network
[NO] 1123/1855 | Analysis and Testing of the Anti-Jamming Mechanism in Wireless Mesh Ad-Hoc Networks
[NO] 1124/1855 | Centralized Active Disturbance Rejection Control for 4-DOF Tower Cranes
[NO] 1125/1855 | Deep Learning Framework for 4D Trajectory Prediction: From Airport Pairs to Full Flight Paths
[NO] 1126/1855 | Evaluating Smartphone GNSS Accuracy for Geofenced 6 GHz Operations
[NO] 1127/1855 | Exact Parameter Estimation for Dynamical Systems with Finite Noisy Measurements
[NO] 1128/1855 | Causal Representation Learning for Sustainable Behavior Prediction in Smart Urban Ecosystems
[NO] 1129/1855 | Rolling Bearing Fault Diagnosis Based on Variance-Optimized SVD and Weighted Overlapping Group Shrinkage
[NO] 1130/1855 | Fault Detection Algorithm for Electromagnetic Relay Based on Complex Evidence Reasoning
[NO] 1131/1855 | Analysis of the Design of Alternate Check-lists for Inspection of an Aircraft K-Loader
[NO] 1132/1855 | Fault-Tolerant Control of Dual-Motor-Driven Systems With Uncertainties and Actuator Faults
[NO] 1133/1855 | Local Updating of Damped Gyroscopic Systems via AVDF-Iterative Method
[NO] 1134/1855 | Optimizing Dynamic and Stochastic Matching in Asset-Sharing Platforms Via Queuing Disciplines and Prioritization Rules
[NO] 1135/1855 | Highway Freight Logistics Demand Forecasting in the Core Yangtze River Delta Region Using Improved GCN-ATGRU Model
[NO] 1136/1855 | Open-Set Weighted Transfer Adversarial Learning Network for Industrial Process Operating Performance Assessment
[NO] 1137/1855 | Leg Motion Control of a Flyable Dual-Wheel-Legged Robot Based on ADRC
[NO] 1138/1855 | Hierarchical DMPC-CLFs-CBFs of Nonholonomic Mobile Robots with Formation and Collision Avoidance
[NO] 1139/1855 | A Coordinated Planning Method for Shared Energy Storage Capacity Optimization in Building Integrated Energy Systems Considering Thermal Demand Response
[NO] 1140/1855 | FlexPipeBot: A Bio-Inspired Multi-Segment Flexible Robot with Adaptive Gait Control for Complex Pipeline Traversal
[NO] 1141/1855 | Edge-Enabled Smart Data Acquisition Using Industrial IoT Connectivity for Real-Time Monitoring Applications
[NO] 1142/1855 | Modeling and Mitigation of 7.125-7.40 GHz Terrestrial Network RFI on the Passive Earth Exploration Satellite Service in 6.725-7.125 GHz Band
[NO] 1143/1855 | GAD-Autoformer: Gated Adaptive Decomposition for Long-Horizon Federal Incumbent Spectrum Prediction
[NO] 1144/1855 | A Two-Stage Framework for Energy-Efficient Task Offloading and Resource Allocation in UAV-MEC Systems
[NO] 1145/1855 | Hierarchical Adaptive MPC for Robust Quadrupedal Locomotion Under Unknown Payloads
[NO] 1146/1855 | Energy Dispatch for High-Penetration Renewable Energy Industrial Parks Considering Electricity-Carbon Coupling Market
[NO] 1147/1855 | Artificial Intelligence-Driven Text Sentiment Analysis and User Intent Understanding
[NO] 1148/1855 | An Autonomous Driving Traffic Sign Recognition Method Based on an Improved YOLOv11
[NO] 1149/1855 | Research on PCB Defect Detection Algorithm Based on RT-DETR
[NO] 1150/1855 | Open-Set Fine-Grained Industrial Defect Classification Based on CLIP Prompt Tuning and Vision-Language Alignment
[NO] 1151/1855 | Output Group Formation Tracking Control of One-Sided Lipschitz Nonlinear Multi-Agent Systems
[NO] 1152/1855 | Optimal Dispatch of Virtual Power Plant Considering the Temperature of Energy Storage System
[NO] 1153/1855 | Constraint-Aware Core-Cavity Generation Method for Injection Mold Design
[NO] 1154/1855 | The Impact of Transition from Net Metering to Net Billing Compensation Scheme on Residential Customers in Jordan
[NO] 1155/1855 | Stereoscopic High Dynamic Range Imaging Based on Intensity Mapping and Image Interpolation
[NO] 1156/1855 | BCDM: A Bidirectional Conditional Diffusion Model for Ship Trajectory Reconstruction
[NO] 1157/1855 | A Multi-Objective Optimization Strategy Based on the IEEE Std 7000-2021 Ethical Standard
[NO] 1158/1855 | Fisher Information Driven Frequency Selection for Multi-Parameter Eddy Current Testing
[NO] 1159/1855 | Minimum Dispersion Criterion for Narrowband Interference Suppression in Wireless Communications
[NO] 1160/1855 | CP-SMC for High-Dynamic Visual Servoing of Omnidirectional Mobile Robots
[NO] 1161/1855 | Enhancing ADS-B Resiliency Against Spoofing
[NO] 1162/1855 | A Data–Model Fusion Framework for Gasoline Quality Detection Using Fluorescence Spectroscopy and Inner Filter Effect Correction
[NO] 1163/1855 | LCM-Net: Morphology-Aware Multi-Task Learning for Breast Ultrasound Diagnosis in Edge Computing
[NO] 1164/1855 | Efficient Spectrum Allocation in Radio Dynamic Zones with Spectrum Occupancy Predictions
[NO] 1165/1855 | Direction-Aware Indoor–Outdoor Detection Using ADS-B Signals of Opportunity
[NO] 1166/1855 | Traffic Object Detection Algorithm Based on MSP-YOLOv8
[NO] 1167/1855 | A 6-B 2-GS/s Speculative Loop-Unrolled SAR ADC with Calibratable Multi-Input Comparator
[NO] 1168/1855 | An Adaptive Batch-ParEGO Algorithm with Reward Mechanism for Expensive Multi-Objective Optimization
[NO] 1169/1855 | Super-Spiral Sliding Mode Control for Permanent Magnet Synchronous Motors Based on Error-Driven and Gain-Adaptive Approaches
[NO] 1170/1855 | Intelligence Framework Based on Data-Centric: IoT Solutions and Machine Learning to Sustain Sustainable Smart Systems
[NO] 1171/1855 | LSTM - Based Real Time Milk Quality Monitoring System Using Sensor Data
[NO] 1172/1855 | Real-Time Modeling and Control of Indoor Thermal Environment Based on Mobile Robot
[NO] 1173/1855 | Minimax-Based Task-Aware Routing for Robust Multi-LLM Document Intelligence
[NO] 1174/1855 | AI Approach to Modeling and Optimization of Positive Portfolio Management
[NO] 1175/1855 | An Infrastructure-Aware Evaluation Model for LLM Token Output and Data Center Power Consumption
[NO] 1176/1855 | Human or Robot: Deep Learning for Recognition of Humans Real vs Fake Face Images
[NO] 1177/1855 | Learned Splitting Regularization Model for Computed Tomography Image Reconstruction
[NO] 1178/1855 | Enhanced Prompt-Supervised Multimodal Depression Detection Based on Social Media
[NO] 1179/1855 | Freq2MCD: From Frequency Decoupling to Dual-Domain Synergy with Mamba for Change Detection
[NO] 1180/1855 | Assessment of Personality Dimensions Across Situations in Dyadic Role-Play Scenarios
[NO] 1181/1855 | Global gross primary production data fusion by Triple Collocation Analysis from 1992 to 2018
[NO] 1182/1855 | A Physics-Guided Dynamic Graph Attention Network for False Data Injection Attacks Detection and Localization in Smart Grids
[NO] 1183/1855 | High-Uniformity Wafer-Level Porous TiO
                    <sub>2</sub>
                    -WO
                    <sub>3</sub>
                    Heterojunction Sensor Chips for Highly-Sensitive Ethanol Detection
[YES] 1184/1855 | Reinforcement Learning-Based Identification of Transfer Functions from Frequency Response in Analog Small-Signal Circuits
[NO] 1185/1855 | Evaluation of Machine Learning and Deep Learning Approaches for Latin Script Recognition Using Electromyographic Signals
[NO] 1186/1855 | Faster Sampling via a Conjugate Gradient Stochastic Gradient Sampler
[NO] 1187/1855 | Poster Abstract: HydroTrack: Non-Contact Hydration Sensing with Event-Triggered Multimodal Gating
[NO] 1188/1855 | Poster Abstract: Q-Count, Single-Link Wifi CSI People Counting in Quasi-Static Offices
[NO] 1189/1855 | Poster Abstract: Hydro-Meteorological Edge Network for Inflow Monitoring Forecasting
[NO] 1190/1855 | Poster Abstract: Preliminary Investigation of Synthetic IMU Data Augmentation for Smartwatch-Based Human Tracking
[YES] 1191/1855 | Demo Abstract: An Interactive Framework for Interpretable Fault Diagnosis with Graph Neural Networks
[NO] 1192/1855 | Reinvestigation on Subthreshold Swing of Gate-All-Around Nanosheet FETs in Quantum Limit for Voltage Scaling
[NO] 1193/1855 | Efficiency Analysis of Message-Passing Decoding Algorithms for Polar and Low-density Parity-check Codes
[NO] 1194/1855 | Hybrid Model–Data Fault Diagnosis for Wafer Handler Robots: Tilt and Broken Belt Cases
