[2026-05-06 22:53:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-05-05
正在获取论文...
[arXiv] 2026-05-05 | LIPPEN: A Lightweight In-Place Pointer Encryption Architecture for Pointer Integrity
[NO] 859/1811 | Autonomous Multi-Agent Architecture for Intelligent Precision Farming
[NO] 860/1811 | Advancing Potato Leaf Disease Detection: A YOLOv8n-Based Deep Learning Approach for Mobile and IoT Applications
[NO] 861/1811 | Performance Analysis of Grover’s Algorithm Under Noise: A Simulation-Driven Study with Error Mitigation and Hybrid Bloom–Grover Search
[NO] 862/1811 | A Hybrid Haar Cascade Approach for Novel Drowsiness Detection
[NO] 863/1811 | Sentiment Analysis of Public Feedback on Government Schemes using Social Media
[NO] 864/1811 | Federated Learning for Alzheimer's Disease: Integrating Neuroimaging and Genomic Biomarkers Using Multi-Center MRI Data
[NO] 865/1811 | MultiModal AI for Advanced Spam Detection: Securing Enterprise Communication Channels
[NO] 866/1811 | A Legally Trustworthy and Sustainable AI Framework for Automated Legal Systems
[NO] 867/1811 | Deep Learning–Driven Intelligent System for Early and Accurate Skin Cancer Diagnosis
[NO] 868/1811 | White Blood Cell Recognition Through Transfer Learning and Deep Fine-Tuning
[NO] 869/1811 | RAT4D: Rig and Animate Objects without Surface Templates in 4D
[NO] 870/1811 | Crowd Behavior Monitoring for Panic or Stampede Prediction using Video Analytics and Multi-Parameter Sensor Fusion
[NO] 871/1811 | Coconut Water Based Electrolyte Gel
[NO] 872/1811 | LASER: Lip Landmark Assisted Speaker Detection for Robustness
[NO] 873/1811 | Diverse Sketch Colorization with Content-Enhanced Style Representation and Recolorization Distillation
[NO] 874/1811 | Better Safe Than Sorry? Overreaction Problem of Vision Language Models in Visual Emergency Recognition
[NO] 875/1811 | Style-Friendly SNR Sampler for Style-Driven Generation
[NO] 876/1811 | Test-Time Consistency in Vision Language Models
[NO] 877/1811 | Sketch2Stitch: GANs for Abstract Sketch-Based Dress Synthesis
[NO] 878/1811 | BankDefender - A Cognitive Dark Web Threat Intelligence Framework for Banking Sector
[NO] 879/1811 | Research on Grid Fault Detection Technology Based on BeiDou Technology
[NO] 880/1811 | Analysis of Voltage Fluctuations in Photovoltaic Power Stations Considering Meteorological Factor Weights on Similar Days
[NO] 881/1811 | Improved Flood Management and Risk Communication Through LLM
[NO] 882/1811 | ICONIC-444: A 3.1-Million-Image Dataset for OOD Detection Research
[NO] 883/1811 | Chiplet-Based Hardware Security and IC Traceability: A Review of PUFs, Die Identifiers, and Secure Packaging Techniques
[NO] 884/1811 | DTMIR-Pro: Domain Translation with Prompt-based Latent-Space Generalization for Multi-Weather Image Restoration
[NO] 885/1811 | Exploring the Artificial Intelligence (AI) for Intrusion Detection System in Network Traffic Analysis for Improved Cybersecurity
[NO] 886/1811 | Data-Driven Lipschitz Continuity: A Cost-Effective Approach to Improve Adversarial Robustness
[NO] 887/1811 | TA-Prompting: Enhancing Video Large Language Models for Dense Video Captioning via Temporal Anchors
[NO] 888/1811 | R-MMA: Enhancing Vision-Language Models with Recurrent Adapters for Few-Shot and Cross-Domain Generalization
[NO] 889/1811 | Intelligent Decision-Making for Patent-Standard Collaborative Transformation in the Power Industry: An Explainable Multi-Task Learning Framework
[NO] 890/1811 | SAFE Metrics for Neural Inferences at the Edge
[NO] 891/1811 | A Multi-Scale Fusion Attention U-Net for Accurate Thyroid Cancer Ultrasound Image Segmentation
[NO] 892/1811 | GeoNBeats: Unified Spatio-Temporal Neural Basis Expansion for Air Quality Estimation in Sparse Sensor Networks
[NO] 893/1811 | Modeling and Control of a Two-Agent Aerial System for Dynamic Throw-and-Catch Maneuvers
[NO] 894/1811 | Standardizing and Facilitating Machine Learning Model Performance Comparison with the UFLAS Framework
[NO] 895/1811 | Agri-Aid: A Hybrid Embedded IoT-AI Framework for Smart Irrigation and Plant Disease Detection
[NO] 896/1811 | Event-Driven Financial Close Automation Using Universal Journal and Embedded Analytics in SAP S/4HANA
[NO] 897/1811 | Loot Boxes System: The Algorithm, Players' Consumption Psychology and Social Controversy Behind It
[NO] 898/1811 | Smart Traffic on AWS: AI Meets Data Engineering and IoT
[NO] 899/1811 | Dynamic Traffic Signal Control for Emergency Vehicle Prioritization
[NO] 900/1811 | Beyond Paired Data: Self-Supervised UAV Geo-Localization from Reference Imagery Alone
[NO] 901/1811 | Detection-Driven Object Count Optimization for Text-to-Image Diffusion Models
[NO] 902/1811 | RemEdit: Efficient Diffusion Editing with Riemannian Geometry
[NO] 903/1811 | ImageChain: Advancing Sequential Image-to-Text Reasoning in Multimodal Large Language Models
[NO] 904/1811 | AFL-PRF: Adaptive Federated Learning for Low-Quality Data: Enhancing Performance, Robustness, and Fairness
[NO] 905/1811 | DOTGraph: CLIP-Driven Feature Disentanglement and Optimal Transport based Graph Learning for Few-Shot Segmentation
[NO] 906/1811 | IEEE Transactions on Industrial Informatics Information for Authors
[NO] 907/1811 | A modular geospatial data quality framework: FAIRness, comparability, and reusability
[NO] 908/1811 | Enhancement of Partial Discharge Performance and Insulation Stability of XLPE/SiR Heterointerfaces in Cable Accessories by Plasma Silicon Deposition_supp1-3690139.pdf
[NO] 909/1811 | Dual-Mode History-Dependent Attack Strategy Design for Cyber-Physical Systems
[NO] 910/1811 | Medical Aerosol Flow Rate Estimation by Vibrational Assessment for Smart Inhaler Development
[NO] 911/1811 | 3D measurement of precision parts in complex environments based on line structured light and deep learning
[NO] 912/1811 | Performance Degradation of Monocrystalline PV Modules Under Progressive Uniform Shading Conditions: An Experimental Study
[NO] 913/1811 | PFANet: A Progressive Feature Alignment Network with Local-Global Attention for Joint Classification of Hyperspectral and LiDAR Data
[NO] 914/1811 | 1 Transistor-Dynamic Random Access Memory as Reservoir for Temporal Signal Processing
[NO] 915/1811 | VL-BrainNet: A VGG16–BiLSTM-Based Framework for Accelerated Brain Tumor Diagnosis
[NO] 916/1811 | An Efficient Deep Learning Method for Malware Detection Through Visual Representation
[NO] 917/1811 | Generation of brain PET synaptic density imaging from MRI and FDG-PET using a 3D Multi-stage Residual U-Net
[NO] 918/1811 | Dynamic Event-Triggered Robust Switching Control for Path Tracking of Electric Semi-Trailer Trucks in Varying-Curvature Paths
[NO] 919/1811 | Retraction Notice: Synergistic Integration of Lead Level, EEG, and Oculomotor Analysis for Advanced ADHD Diagnosis through Machine Learning
[NO] 920/1811 | Multimodal Workload Analysis for Developer Burnout Prediction: Integrating Jira and GitHub Activity Data
[NO] 921/1811 | Low-Thermal-Budget (300°C) HZO Ferroelectrics with Improved Ferroelectricity and Endurance via Process-Material Co-optimization
[NO] 922/1811 | Hybrid Solar PV and Piezoelectric Energy Harvesting for Smart Roads
[YES] 923/1811 | Examining the Influence of ChatGPT on Programming Courses in Higher Education
[NO] 924/1811 | Analysis of the Impact of Service Quality Factors on Customer Satisfaction: A Study of Sri Lankan Freight Forwarding Selection
[NO] 925/1811 | CGP Scaled 3D 2T0C DRAM with Record Write Speed of 400 ps and High Temperature Stability
[NO] 926/1811 | Readiness Dimensions for Digital Twin Adoption and Process Optimization in Sri Lanka's Large-Scale Apparel Sector
[NO] 927/1811 | Influence of Oxidation Temperature on the Electrical and Structural Properties of ZrO
                    <sub>2</sub>
                    film on 4H-SiC: An SEM, EDX, CV and IV Investigation
[NO] 928/1811 | Influences of Voltage Cycling on Variations in HfO
                    <sub>2</sub>
                    -based 3D Trench FeRAM
[NO] 929/1811 | Reversible Jump MCMC for Neural Network Selection: A Comparative Study Against Information Criteria
[NO] 930/1811 | In-pixel Capacitive Droplet Sensing Circuit with Dual-electrode Design for Active-matrix Digital Microfluidics
[NO] 931/1811 | Ultrafast Optical Linear and Nonlinear Response of Two-Dimensional CrOCl Materials and Applications
[NO] 932/1811 | Optimizing Efficiency of Perovskite Solar Cells Using Neural Network with MWCNT-Based HTL
[YES] 933/1811 | Hold the Prompt (HODPOT): Defense Design for Securing the System Prompt of LLM Agents
[YES] 934/1811 | CALM: Cost-efficient, model Agnostic, Low-latency Modular LLM Deployment framework
[NO] 935/1811 | Temporal Personal Fashion AI System with Multi-Component Integration
[NO] 936/1811 | Dual-Loss Trained Compact Cascaded ANN for Custom-Range BSIM-CMG Parameter Extraction
[NO] 937/1811 | BizQuery: Agentic Financial Question Answering over Structured Data
[NO] 938/1811 | LandChain: A Blockchain-Powered Land Marketplace Using Hyperledger Fabric and IPFS
[NO] 939/1811 | LLM is Not All You Need: A Systematic Evaluation of ML vs. Foundation Models for text and image based Medical Classification
[NO] 940/1811 | DenseNet201-Based Deep Learning Approach for Automated Classification of Peanut Plant Leaf Diseases
[NO] 941/1811 | Enhanced Stock Trend Prediction Through Artificial Neural Networks
[NO] 942/1811 | An Adaptive Security Model Based on User Behavior Analysis for Enhancing Protection Against Cyber Attacks
[NO] 943/1811 | Condition Number Analysis for MIMO-OTFS Communication Systems
[NO] 944/1811 | Causal Discovery in Education: A Counterfactual Analysis of Student Outcomes using DECI on the OULAD Dataset
[NO] 945/1811 | SALG-QCNN-SER: A Noise-Robust Quantum Convolutional Neural Network with Enhanced Cross-Domain Generalization for Speech Emotion Recognition
[NO] 946/1811 | Design and Analysis of a Symmetric Thirteen-Level Inverter for THD Minimization with Reduced Component Count
[NO] 947/1811 | Lidar Signal Fusion Method Based on AI-Driven Saturation Detection and Nonlinear Calibration
[NO] 948/1811 | Extended Gramian Angular Field: An Efficient Method for Encoding Time Series as Images and Its Application in Power Converter Open Circuit Fault Diagnosis
[NO] 949/1811 | Bridging Local and Contextual Features with IChOA-CNN-LSTM for Robust Textual Emotion Recognition
[NO] 950/1811 | Zero Trust-Based Cyber-Physical Security for Financial Fraud Detection in Engineering Projects
[NO] 951/1811 | A Recurrent Neural Network-Enhanced Supertwisting Pitch Controller for Floating Offshore Wind Turbines: Nonlinear Synthesis and HIL Validation
[NO] 952/1811 | A Novel Low-Cost 3D-Stackable 2T0C DRAM Cell with Vertical-Double-Gate and Lateral-C-shape-Channel InGaZnO Transistors
[NO] 953/1811 | FedSP: Privacy-Preserving Malware Detection Model Through Lightweight Federated Learning
[NO] 954/1811 | Copyright Page
[NO] 955/1811 | Meta Learning for Healthcare: Few-Shot Diabetes Prediction Across Heterogeneous Populations
[NO] 956/1811 | Adjustable Accumulation Behavior in 2D Perovskite-Based Artificial Neuron Devices
[NO] 957/1811 | Dynamic Response Characterisation of PDMS-MWCNTs Piezoresistive Sponge for Human Motion Monitoring
[NO] 958/1811 | Multimodal Deep Learning for Early Sepsis Prediction: Fusion of Physiological Data and Clinical Notes Using Kernel Attention and ClinicalBERT
[NO] 959/1811 | An Integrated Approach to Forecast Bitcoin Price Incorporating Economic Factors, Strategic Commodities, and X Tweets
[NO] 960/1811 | A Compact Ultra-Wideband MIMO Antenna for Mmwave Applications
[NO] 961/1811 | Half Title Page
[NO] 962/1811 | Standard CMOS-Compatible Low-Power Ternary Logic with Drain Resistance
[NO] 963/1811 | Editorial Board
[NO] 964/1811 | An Explainable Ensemble Learning Framework for Crop Classification with Optimized Feature Pyramids and Deep Networks
[NO] 965/1811 | DREAM: Drain Stress-Induced Reliability Enhancement Method for IGZO-FETs and Performance Improvement of IGZO-based M3D System from 77K to 373K
[NO] 966/1811 | Synthetic EEG for Motor Imagery Tasks using Transformer-Guided Generative Adversarial Network
[NO] 967/1811 | Manufacturing-Oriented Dual Neural Surrogate for Trench MOSFET Fabrication Process and Device Optimization
[NO] 968/1811 | Khelte Khelte Shikhi: A Proposed HCI Framework for Gamified Interactive Learning with Minecraft in Bangladeshi Education Systems
[NO] 969/1811 | Bioinspired Fractal Nanoneedle Arrays for Flexible and Controlled Drug Delivery
[NO] 970/1811 | Enhancing Learning Path Recommendation via Multi-task Learning
[NO] 971/1811 | A Tunable Energy-Efficient DPI-Based Leaky Integrate-and-Fire Neuron for Neuromorphic Applications
[NO] 972/1811 | Deep Learning Model Splitting for Distributed Inference in Resource-Constrained Edge Environments for Wildlife Monitoring
[NO] 973/1811 | Explainable Machine Learning for Chronic Kidney Disease Prediction with SHAP and LIME
[NO] 974/1811 | An Intelligent Machine and Deep Learning Framework for Fake News Detection
[NO] 975/1811 | Leveraging AI in Library Science: Enhancing Access to Political Science Literature and Resources
[NO] 976/1811 | Enhanced Near-Field Power Beam Scanning in E-Plane and H-Plane Using mmWave Leaky-Wave Antenna
[NO] 977/1811 | QGMR: A New Quantum Mutation Testing Operator
[NO] 978/1811 | Plant Leaf Disease Detection Using Deep Learning and Explainable AI
[NO] 979/1811 | An Integrated Framework for Feasibility and Risk Assessment of Roadway Energy Harvesting: A Critical Review
[NO] 980/1811 | Energy-Efficient and Low-Carbon Model Training Through Adaptive Pruning for AI Training
[NO] 981/1811 | Vocal Tract Resonance Estimation: An Energy Weighted Singular Spectrum Approach
[NO] 982/1811 | AI-Based Forecasting Model for Sustainable Development in Arab and GCC Countries
[NO] 983/1811 | Trustworthiness of Legal Considerations for the Use of LLMs in Education
[NO] 984/1811 | Algorithmic Trading and AI-Enhanced Portfolio Management for Revenue Optimization in Commercial Banking
[NO] 985/1811 | Utilizing Green Technology System Applications in Energy Management: Green Economy Transition
[NO] 986/1811 | The Impact of Tourism Digitalization on Sustainable Growth: An ARDL approach
[NO] 987/1811 | AI-Powered Decision Support Systems for Trade Union Strategic Planning: Integrating Cloud Analytics with Collective Bargaining Intelligence
[NO] 988/1811 | Digital Twins and AI-Driven Cybersecurity for Intelligent Transportation Networks
[NO] 989/1811 | Student Behaviour Analysis in Online Proctoring Using XGBoost
[NO] 990/1811 | Predictive Analytics in Smart Manufacturing with OptiSenseNet and Superior Sensor Data Integration
[NO] 991/1811 | Neuromarketing Applications: Evolving Trends and the Way Forward
[NO] 992/1811 | Integrating Metabolic Pattern Analysis and Ketone Dynamics with AI-Based Strength Training for Lower Limb Health Prediction in Working Women
[NO] 993/1811 | Hardware Security Modules in the Modern Era: Design, Scalability, and Integration with Emerging Technologies
[NO] 994/1811 | Privacy-Preserving Edge-Cloud Framework for Real-Time Crowd Detection and Forecasting
[NO] 995/1811 | Text Recognition Using Neural Radiance Fields
[NO] 996/1811 | LOD-Net: Locality-Aware 3D Object Detection Using Multi-Scale Transformer Network
[NO] 997/1811 | Data-Driven Electromagnetic Wave Propagation Modeling for Urban and Indoor Wireless Channels
[NO] 998/1811 | A Decentralized Crypto Launchpad on Binance Smart Chain
[NO] 999/1811 | Development of Machine Learning Model for Automated Fruit Classification &amp; Ripeness Detection
[NO] 1000/1811 | The Impact of Artificial Intelligence on Financial Decision-Making: An Empirical Study in Commercial Bank Operations
[NO] 1001/1811 | A Multilingual AI-Based Conversational Tutor for Language Practice and Grammar Assessment
[NO] 1002/1811 | Sensing the Neural, Muscular, and Biomechanical Biomarkers to Evaluate Age-Related Neuromuscular Health
[NO] 1003/1811 | Design and Simulation of Quantum-Enhanced Hybrid Machine Learning Models for Accelerated Big Data Classification
[NO] 1004/1811 | Bootstrap-Ensembled Neural Networks for Robust Stellar Temperature and Age Predictions
[NO] 1005/1811 | OpenCV-Based Real-Time Multi-Modal Threat Detection and Alert System for Public Safety Applications
[NO] 1006/1811 | InteracTalker: Prompt-Based Human-Object Interaction with Co-Speech Gesture Generation
[NO] 1007/1811 | AI-Based Technique for Odia-to-English Language Translation Using LSTM: Breaking the Communication Barriers
[NO] 1008/1811 | Detection of Alzheimer's Disease Using Deep Learning and Interpretability Using Grad-CAM
[NO] 1009/1811 | A Comparative Study of Machine Learning Models for Hypoxemia Classification
[NO] 1010/1811 | Multimodal Hybrid Attention-Gating Fusion Deep Learning Framework for Alzheimer’s Disease Classification
[NO] 1011/1811 | Hybrid Quantum-Classical Computing for Privacy-Preserving Machine Learning on Edge Devices
[NO] 1012/1811 | Roadkill Hotspots and Policy Advocacy (RHPA): A Multi-Layered AI and IoT Approach for Real-Time Wildlife Preservation
[NO] 1013/1811 | Network Traffic Classification Based on Hadoop Using Gradient Boosting Algorithm
[NO] 1014/1811 | PALMS+: Modular Image-Based Floor Plan Localization Leveraging Depth Foundation Model
[NO] 1015/1811 | An Adaptive Federated Neuro-Symbolic Framework for Explainable Deep Learning and Smart Decision-Making in Healthcare IoT Using MIMIC-IV
[NO] 1016/1811 | Research on the Construction and Application of Design Metaverse Teaching Environment Integrating AIGC and Virtual Simulation
[NO] 1017/1811 | Variance-Weighted Random Forests for Robust Keystroke Dynamics Authentication
[NO] 1018/1811 | Reviving Artificial Emotional Intelligence: Deep-Learning Frameworks For Context-Aware Multi-Sentiment Understanding
[NO] 1019/1811 | Words Around Me -Al-Powered Interactive Multilingual Learning
[NO] 1020/1811 | SafeguardGS: 3D Gaussian Primitive Pruning While Avoiding Catastrophic Scene Destruction
[NO] 1021/1811 | HalluciSafe: Entailment-Driven Hallucination Suppression in LLM-Assisted Manuscripts
[NO] 1022/1811 | Key Parameters Optimization of DC Short-Circuit Current in Hybrid MMCs for GW Level UHVDC Transmission Systems
[NO] 1023/1811 | TranSight: Dual-Attention Spatio-Temporal Network for Anomaly Detection in Intelligent Transportation Surveillance
[NO] 1024/1811 | ViGG: Robust RGB-D Point Cloud Registration using Visual-Geometric Mutual Guidance
[NO] 1025/1811 | Handwritten Compound Odia Character Recognition using Deep Learning Architectures
[NO] 1026/1811 | An Attention-Guided Multi-Scale Network for Brain Tumor Segmentation
[NO] 1027/1811 | A Lightweight Transfer Learning Framework for Deepfake Audio Detection using Mel- Spectrograms
[NO] 1028/1811 | Dynamic Programming Optimization of LLM Cascade Ordering for Extracting Sleep Parameters from Mean Sleep Latency Tests
[NO] 1029/1811 | A Hybrid Lightweight AI Framework for Skill Gap Analysis in HR Analytics
[NO] 1030/1811 | UAV-assisted MinMax Entropy and Artificial Intelligence-based Semi Supervised Domain Adaptation Approach for Rice Disease Detection
[NO] 1031/1811 | Language Integration in Fine-Tuning Multimodal Large Language Models for Image-Based Regression
[NO] 1032/1811 | HyMamba-G: Hyperbolic Mamba-Based Clinical Gait Analysis for Efficient Occlusion-Robust Neurodegenerative Disease Screening
[NO] 1033/1811 | Predictive Health Monitoring of Solenoid Coils Under Humid Aging Conditions
[NO] 1034/1811 | ConvKAN-Mixers : A New Deep Learning Architecture for Image Classification
[NO] 1035/1811 | Distributed Ledger Technology in Healthcare: Advancing Governance Architectures and Performance Engineering in Decentralized Ecosystems
[NO] 1036/1811 | Learning Mask-Aware Offsets: Two-branch Deformable Attention Networks for Inpainting with Masked Region Avoidance
[NO] 1037/1811 | DreamMakeup: Face Makeup Customization using Latent Diffusion Models
[NO] 1038/1811 | Feature-Disentangling RGB-NIR Fusion Network for Remote Driver Physiological Measurement
[NO] 1039/1811 | Integrating Satellite Imagery and IoT Field-Based Observations for In-Situ Soil Moisture Analysis
[NO] 1040/1811 | Predicting Workplace Depressive Symptoms based on Work Limitation Questionnaire and Wearable-Derived Indicators
[NO] 1041/1811 | Config-Driven Promptable Semantic Segmentation for Satellite Land Cover Mapping with PyTorch
[NO] 1042/1811 | ICoECIT 2026 Preface
[NO] 1043/1811 | EPDMC 2026 Cover Page
[NO] 1044/1811 | Table of Contents
[NO] 1045/1811 | Messages
[NO] 1046/1811 | Analysing Sentiments by Using Machine Learning and Deep Learning Approaches on Dogri Language
[NO] 1047/1811 | GPRS-Net: Global Statistical Prior Guided Relation-Aware Symmetric Point Cloud Completion
[NO] 1048/1811 | Companion of the 45th Symposium on Principles of Database Systems
[NO] 1049/1811 | Fine-grained Complexity of Database Queries
[NO] 1050/1811 | DCAChain: A Decentralized Cross-Domain Access Control Architecture with Key Abuse Resistance for the Metaverse
[NO] 1051/1811 | Folding the Vision: Towards Efficient Global Context Representation on Edge Devices
[NO] 1052/1811 | A Routh Zero-Location Testing Method for Integer Polynomials With Any Singularity Profile
[NO] 1053/1811 | UltraClean: A Simple Framework to Train Robust Neural Networks against Backdoor Attacks
[NO] 1054/1811 | Beyond Real Weights: Hypercomplex Representations for Stable Quantization
[NO] 1055/1811 | FlowMorph: Revealing an Optimizable Flow Latent Space for Controlled Image Morphing
[NO] 1056/1811 | BlendCLIP: Bridging Synthetic and Real Domains for Zero-Shot 3D Object Classification with Multimodal Pretraining
[NO] 1057/1811 | An improved architecture for part-based animal re-identification through semantic segmentation distillation
[NO] 1058/1811 | Exploring Automated Recognition of Instructional Activity and Discourse from Multimodal Classroom Data
[NO] 1059/1811 | Empowering Source-Free Domain Adaptation via MLLM-Guided Reliability-Based Curriculum Learning
[NO] 1060/1811 | Anatomically-guided masked autoencoder pre-training for aneurysm detection
[NO] 1061/1811 | PADM: A Physics-aware Diffusion Model for Attenuation Correction
[NO] 1062/1811 | Fake News Detection Using LLM and RAG
[NO] 1063/1811 | MUSE: Model-based Uncertainty-aware Similarity Estimation for zero-shot 2D Object Detection and Segmentation
[NO] 1064/1811 | A Comprehensive Review of Post-Quantum Cryptography Integration into Public Key Infrastructure: Challenges, Algorithms, and Future Directions
[NO] 1065/1811 | OpenLVLM-MIA: A Controlled Benchmark Revealing the Limits of Membership Inference Attacks on Large Vision-Language Models
[NO] 1066/1811 | Robust Scene Coordinate Regression via Geometrically-Consistent Global Descriptors
[NO] 1067/1811 | PSA-MIL: A Probabilistic Spatial Attention-Based Multiple Instance Learning for Whole Slide Image Classification
[NO] 1068/1811 | Uncertainty-Aware Vision-Language Segmentation for Medical Imaging
[NO] 1069/1811 | Flex-Knee: A Low-Cost Passive Haptic Model for Injury Assessment Training
[NO] 1070/1811 | Mixed Diffusion for 3D Indoor Scene Synthesis
[NO] 1071/1811 | TRACE: Confounder-free Adversarial Fine-tuning for Robust Object Detection
[NO] 1072/1811 | CONSTANT: Towards High-Quality One-Shot Handwriting Generation with Patch Contrastive Enhancement and Style-Aware Quantization
[NO] 1073/1811 | Game Optimization Scheduling Method for Regional Power Grid of 220kV Substation Based on Information Entropy
[NO] 1074/1811 | Multi-Agent Reinforcement Learning with Decentralized AI in Autonomous Drone Swarms
[NO] 1075/1811 | SentrySLA: SLA Breach Predictor for Incident Management Using Machine Learning
[NO] 1076/1811 | Ensemble of Convolutional Neural Networks with Transfer Learning for Remote Sensing Image Scene Classification
[NO] 1077/1811 | Quantum-Inspired Machine Learning for High-Dimensional Data Optimization
[NO] 1078/1811 | Embedding-Enhanced Deep Neural Network for Hypertension Risk Prediction Using Mixed-Type Clinical Data
[NO] 1079/1811 | Design and Implementation of an AI-Powered Autonomous Security Robotic Dog with Integrated Face Recognition
[NO] 1080/1811 | DynaSplit: Latency-Aware Dynamic Model Partitioning for Large Language Model Inference in the Edge-Cloud Continuum
[NO] 1081/1811 | Predictive People Analytics: Real-Time AI Insights for Engagement and Attrition using Workday Data
[NO] 1082/1811 | Zero-Shot Video Deraining with Video Diffusion Models
[NO] 1083/1811 | SAIL: Self-supervised Learning of Lighting-Invariant Representations from Real Images with Latent Diffusion
[NO] 1084/1811 | Multi-Staged Transfer Learning with Progressive Fine-Tuning for Citrus Fruit Disease Classification
[NO] 1085/1811 | Object Tracking and Shooting Turret
[NO] 1086/1811 | Electricity Generation from Waste Materials
[NO] 1087/1811 | Lightweight UNet++ Based Multi-Sensor Fusion for Automated Building Footprint Extraction
[NO] 1088/1811 | A Privacy-Preserving Federated Learning Framework for Adaptable Cross-Organizational Collaboration
[NO] 1089/1811 | Fault Detection in Smart Grids Using Machine Learning and Raspberry Pi for Condition Monitoring
[NO] 1090/1811 | A Modular Edge-Assisted Deep Learning System for Real-Time Intrusion Detection in Smart Surveillance
[NO] 1091/1811 | Vector: Canonical Intent Graphs and Mode-Aware Execution for State-Persistent Web Interaction
[NO] 1092/1811 | Dual-Active-Bridge Converter with ANFIS Controller
[NO] 1093/1811 | Architecting Hybrid Data Products Using AI/ML and Agentic AI for Group Insurance and Retirement Solution Platforms with Advanced Data Governance
[NO] 1094/1811 | Guide for the redesign of websites not accessible to blind people: MiUV study case_supp1-3690147.docx
[NO] 1095/1811 | Integrating Pseudo-Supervision and Spatial Constraints for Efficient Clustering of Multimodal Remote Sensing Data
[NO] 1096/1811 | Flight Dynamics to Sensing Modalities: Exploiting Drone Ground Effect for Accurate Edge Detection
[NO] 1097/1811 | Real-time Dual Sensing of cTnI and Myoglobin via Printable Graphitized Electrodes
[NO] 1098/1811 | Bangla Visual Question Answering Using Gated Cross-Attention and Reinforcement-Optimized Fusion
[NO] 1099/1811 | Dataset for DDoS Detection in 5G-Enabled Connected and Autonomous Vehicle Systems
[NO] 1100/1811 | Artificial Intelligence Based Smart Glass for Navigating Vision Impaired Individuals
[NO] 1101/1811 | A Novel Dopant-Segregated Si FeFET with a Superlattice Gate Stack Featuring Low-Temperature Gate-First Compatibility and Enhanced Memory Window
[NO] 1102/1811 | Rain Streak Removal: A Streamlined Hierarchical CNN-Based Approach for Image Enhancement
[NO] 1103/1811 | A scalable neuromorphic platform with four neural motifs featuring &lt;1 ms Per-Neuron Latency
[NO] 1104/1811 | Designing an Intelligent Protection Scheme for Solar Power Plants Based on Power Prediction and Asymmetrical Fault Detection
[NO] 1105/1811 | Resonance Stability and Bandwidth Variation in Fabricated X-Band Microstrip Resonator
[NO] 1106/1811 | WGB-VM: Uncertainty-Aware Virtual Metrology Framework for Semiconductor Manufacturing
[NO] 1107/1811 | A Graph Transformation-Driven TCAD Method for Efficient Device Characteristic Prediction
[NO] 1108/1811 | Graphene Inversion Layer for Enhanced Photoresponse in MXene-Si Schottky Photodiodes
[NO] 1109/1811 | The Role of Artificial Intelligence in Enhancing Decision-Making Processes
[NO] 1110/1811 | Benchmarking ML and DL Models for Bangla Sentiment Analysis in Student Movement
[NO] 1111/1811 | Automated Cooked Rice Dispenser with Weight Accuracy and Spoilage Monitoring
[NO] 1112/1811 | Interannual Linkage Between LOD and ENSO: Insights From Geodetic Observations, Geophysical Models, and Climate Indices
[NO] 1113/1811 | Freelancer-Client Matching System with AI-Based Skill Assessment
[NO] 1114/1811 | GenoPIM: Enhancing Genome Alignment using Digital Processing-in-Memory
[NO] 1115/1811 | Personalized Tabular Transformer with Explainable AI for Mental Health Assessment
[NO] 1116/1811 | X-RF-DETR: A Framework for Explainable and Trustworthy PPE Decision Support
[NO] 1117/1811 | 28 GHz Indoor Continuous-Space Channel Measurements and AI-Enabled 6G Channel Map Construction
[NO] 1118/1811 | Real-Time Breast Cancer Classification Employing GMM-HMRF Segmentation and PCA-Optimized Machine Learning Algorithms
[NO] 1119/1811 | IPnest: A Permissioned Blockchain Framework for Secure and Transparent Intellectual Property Management Using Hyperledger Fabric, NFTs, and IPFS
[NO] 1120/1811 | Fast CU Splitting in VVC: A DCT-Based Homogeneity-Aware Approach for Encoding Complexity Reduction
[NO] 1121/1811 | xLSTM-Based Framework for Accurate Rainfall Forecasting Across Bangladesh: A Comparative Analysis with LSTM and GRU
[NO] 1122/1811 | Common-Mode Analysis and Suppression for Asymmetrical Six-Phase PMSM Drive Under Single-Phase Open-Circuit Fault
[NO] 1123/1811 | Machine Learning Approaches to Classify and Predict Water Quality Status in the Surma River, Sylhet, Bangladesh
[NO] 1124/1811 | Set-Based Asynchronous State Estimation for Networked Switched Neural Networks
[NO] 1125/1811 | A Complementary Positive Feedback-Assisted Current Mirror-Based Level Shifter for Energy-Efficient Level Conversion for Wide Voltage Ranges
[NO] 1126/1811 | Flow-Induced Vibration-Based Liquid Flow Rate Measurement With Optical Carrier Microwave Interferometry
[NO] 1127/1811 | Machine Learning Assisted Tilt/Azimuth Estimation for Passive Stylus Pens using Position-Based Model Selection
[NO] 1128/1811 | GNNLicense: An Active Intellectual Property Protection Technique for Graph Neural Networks based on Autoencoder
[NO] 1129/1811 | A Framework for Energy-Efficient Hybrid Transceiver Design in Multi-Hop Communications
[NO] 1130/1811 | A Narrative Review of Decision Support Approaches for Teaching Mode Selection in Higher Education: Evidence From Sri Lankan and South Asian Contexts
[NO] 1131/1811 | A Novel Ferroelectric-based SnO
                    <sub>x</sub>
