[2026-04-06 22:37:25] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-05
正在获取论文...
[ACM] 2026-4-6 | Learner-Customized Algorithm Visualization Using Generative AI
[NO] 592/1000 | IIR-BinNet: An Ultra-lightweight Neural Network for Document Image Binarization Using IIR Filters
[NO] 593/1000 | Table of Contents
[NO] 594/1000 | Development of Optimized Adaptive Multiscale Retinex Deep Learning Model for Image Enhancement
[NO] 595/1000 | Multicasting Pinching Antenna Systems With LoS Blockage
[NO] 596/1000 | Regionally Routed Attention U-Net With Latent Fading Kalman Filtering for Real-Time EIT
[NO] 597/1000 | Retraction Notice: Prediction of Breast Cancer using Machine Learning Algorithms
[NO] 598/1000 | Retraction Notice: Modern Irrigation System using Convolutional Neural Network
[NO] 599/1000 | Retrieving Lake Salinity from Microwave Imagery via Physical Mechanism Models
[NO] 600/1000 | On Higher-Order Minimal Linear Codes
[NO] 601/1000 | Retraction Notice: Performance Evaluation of DSR Protocol in MANET Untrustworthy Environment
[NO] 602/1000 | GFAF-Net: Global-local feature extraction and adaptive fusion network for RGB-T crowd counting in video surveillance systems
[NO] 603/1000 | On the Performance of Active RIS-Empowered PDMA-Based Satellite Communication Networks with Imperfect CSI and Hardware Impairments
[NO] 604/1000 | PMPE-net: A High-Precision End-to-End Model for Radar Anti-Jamming Target Detection
[NO] 605/1000 | An Ultracompact Active Bidirectional Phase Shifter With an Intrinsic Reciprocal Phase-Inverting Core
[NO] 606/1000 | A Knowledge-based RAG System for Intelligent Fire Investigation Reporting
[YES] 607/1000 | Structural Mutation Based Differential Testing for FPGA Logic Synthesis Compilers
[NO] 608/1000 | Quantum-Inspired Joint Discrete Beamforming and Power Allocation for Efficient Holographic MIMO via Stacked Intelligent Metasurfaces
[NO] 609/1000 | LLMs as Repositories of Factual Knowledge: Limitations and Solutions
[NO] 610/1000 | Fourier-Enhanced Kolmogorov–Arnold Network With Attention for Drug–Target Interaction Prediction
[NO] 611/1000 | An Energy-Adaptive Chirp-Enhanced W-Transform incorporating Chirp-Compensating Phase Modulation for High-Resolution Seismic Time-Frequency Analysis
[NO] 612/1000 | Retraction Notice: Introduction to Medical Image Synthesis Using Deep Learning:A Review
[NO] 613/1000 | Retraction Notice: A Review Paper on Facial Recognition Techniques
[NO] 614/1000 | CollabVisAdapt: Spatio-Temporal Context-Aware Adaptation of Shared Object Visualization for MR Telecollaboration
[NO] 615/1000 | Trustworthy Deep Learning-Assisted Visualization and Analysis for Distribution-Based Ensemble Scientific Data Summarization
[NO] 616/1000 | Consideration of Human Values in Extended Reality: a Systematic Review
[NO] 617/1000 | Retraction Notice: Improving Extreme Learning Machine through Optimization A Review
[NO] 618/1000 | A Comparative Analysis of Deep Learning Networks for Video-Based Human Action Recognition
[NO] 619/1000 | Retraction Notice: Optical Character Recognition in Banking Sectors Using Convolutional Neural Network
[NO] 620/1000 | A Study of the Influence of Data Normalization on 3D REM Reconstruction Methods
[NO] 621/1000 | A Rainfall-Based Landslide Threshold with Future Integration of Wildfire Information
[NO] 622/1000 | InTra: An Insight Travel Planner Application Using Generative AI for Personalized Itineraries
[NO] 623/1000 | Reliability Analysis of the Angle of Arrival System Based on Software Defined Radio Applications
[NO] 624/1000 | Hybrid Coordination Framework for Centralized Task Allocation and Execution in Heterogeneous Multi-Robot Systems_supp1-3680629.mp4
[NO] 625/1000 | Pro-DST: Coherent Text-Guided Instance Segmentation via Mutual Geometric Constraints and Semantic Inpainting
[NO] 626/1000 | Generative AI Driven Improvement of Generalized CPR Training Model and Application Study
[YES] 627/1000 | Jailbreak-Free LLM-Assisted Malware Generation: An Empirical and Conceptual Analysis
[NO] 628/1000 | Encoding Material Safety Using Control Barrier Functions for Soft Actuator Control
[NO] 629/1000 | Self-RIO: Robust Self-Supervised Odometry Across Diverse Weather and Terrain by Fusing Radar and Inertial Signals
[NO] 630/1000 | Magnetostatic modeling of brushless doubly fed reluctance generator: comparison and validation
[NO] 631/1000 | FAT-Net: Frequency-Domain Attention-Guided Topology-Refinement Network for Coronary Artery Segmentation in Invasive Coronary Angiography
[NO] 632/1000 | Concurrent Terahertz Image Differentiation and Integration Processing via Polarization-Multiplexed Metasurface
[NO] 633/1000 | Thermal Parameter Estimation for HVDC MgB2 Concentric Superconducting Cables
[NO] 634/1000 | Residual Regression Pose Estimation Network Based on Dynamic Reference Points
[NO] 635/1000 | Experimental testing and dynamic simulation of walking gait for transfemoral Prostheses
[NO] 636/1000 | Safe and Nonconservative Contingency Planning for Autonomous Vehicles via Online Learning-Based Reachable Set Barriers
[NO] 637/1000 | Robotic Non-Contact Three-Dimensional Micromanipulation by Acoustohydrodynamic Effects_supp1-3680668.mp4
[NO] 638/1000 | iSR: Super-resolution for Immersive Cloud VR Gaming Platforms
[NO] 639/1000 | Design of a Passive Load-Bearing Exoskeleton With Reduced Joint Misalignment and Leg Interaction Forces
[YES] 640/1000 | Xmobot: Enabling Rapid Build-and-Train Robotics Education with Agentic AI
[NO] 641/1000 | IEEE Magnetics Society Information
[NO] 642/1000 | Characterizing Shale Brittleness and Organic Enrichment through Matrix Modulus Using Rock Physics-Based Elastic Impedance Inversion
[NO] 643/1000 | Retraction Notice: Comparative Analysis of Epilepsy Prediction using Machine Learning and Deep Learning
[NO] 644/1000 | Temporal Foveated Fluid Animation in Virtual Reality
[NO] 645/1000 | Cryogenic concept of a Low-Noise Amplifier using IHP130 nm BiCMOS technology
[NO] 646/1000 | Secure Difference Contraction Watermarking for Static Deep Neural Networks
[NO] 647/1000 | Load Balancing via Deep Contour Detection in Edge-Driven Industrial Automation Systems
[NO] 648/1000 | Coupling Curiosity: An antenna engineer’s odyssey from Kashmir to the Shannon-Maxwell frontier
[NO] 649/1000 | Electromagnetics in Action: From Theory to Practical Engineering [Editor’s Comments]
[NO] 650/1000 | Front Cover
[NO] 651/1000 | Truthful Double Auction Mechanisms for Delay-Aware DNN Inference Offloading in Collaborative Edge Computing
[NO] 652/1000 | Retraction Notice: QOS-Aware Task Scheduling in An Edge Environment
[NO] 653/1000 | Retraction Notice: A Survey of Breast Cancer Detection Using Medical Imaging Techniques
[NO] 654/1000 | Retraction Notice: A Comprehensive Review of Air Quality Prediction Techniques: Methods, Performance and Challenges
[NO] 655/1000 | Hardware Means for Immediate Assessment of Radiation Exposure of the Civilian Population in the Radiation Accident Zone
[NO] 656/1000 | Combined Method Development the BLDC Electric Drive Model of Drone
[NO] 657/1000 | Predicting Super-Class Drug Mechanisms from Large-Scale IC50 Cell-Line Sensitivity Profiles
[YES] 658/1000 | Embedded Machine Vision: Machine Learning and Performance Metrics
[NO] 659/1000 | Contextual Multi Arm Bandit Framework for Adaptive Video Streaming
[NO] 660/1000 | Optimization of Acousto-Optic Interaction in ВTGS Crystals
[NO] 661/1000 | Impact of Sampling Rate on the Performance of Power System Oscillation Detection Algorithms
[NO] 662/1000 | Retraction Notice: Border Surveillance System using Computer Vision
[NO] 663/1000 | Collision-Free Cooperative Control for Heterogeneous Multi-Vehicle Systems With Connectivity Preservation: A Path-Guided Solution
[NO] 664/1000 | A General Solution for Scaling Existing LCC-S WPT Systems to Higher Output Voltages
[NO] 665/1000 | SPARC: Proximity-aware Scheduling of AR Mapping and Cloud-based GenAI Upsampling for Efficient Multi-User SLAM
[NO] 666/1000 | 2026 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunication Engineering (ECTI DAMT &amp;amp; NCON)
[NO] 667/1000 | Correntropy-Based Robust Blind Seismic Deconvolution
[NO] 668/1000 | Optical, Thermal and Mechanical Characterization of Standard and Thin-Clad Germanosilicate Single-Mode Fibers for Sensitivity-Enhanced Force Sensing With Fiber Bragg Gratings
[NO] 669/1000 | Surrogate Models in Power System Scheduling Problems: Learning Active Constraints via Graph Neural Networks
[NO] 670/1000 | BeamStellar: Beaming Display with Low-Latency, 6-DoF Glasses Tracking via Spatio-Temporal LED Encoding
[NO] 671/1000 | Efficacy of High-Fidelity VR Threat-and-Error Simulation for Competency-based Pilot Training_supp1-3679896.mp4
[NO] 672/1000 | Transformer Based Multi-Target Bernoulli Tracking for Maritime Radar
[NO] 673/1000 | Collaboration Under Competition Empirical Impacts on Motivation and Teamwork in a Multiplayer Programming Game
[NO] 674/1000 | Digital Twin Frameworks for Museum Curation and Adaptive Visitor Experiences
[NO] 675/1000 | UAV Based Cellular Network Coverage Optimization
[NO] 676/1000 | A Comparative Analysis of Deep Learning Neural Networks for Human Activity Recognition Using Wrist-Worn Inertial Sensor
[NO] 677/1000 | Conformal Geometric Algebra Graph Learning Theory for 3D Human Skeleton Action
[NO] 678/1000 | The Importance of Hospital Accreditation System in Thailand: Examining Its Role in Enhancing Service Quality, Patient Trust, and Outcomes for Wellness Tourism
[NO] 679/1000 | Retraction Notice: Multipath &amp; Multi Packet Secured knowledge Transmission Victimization Energy state observance &amp; Dynamic
[NO] 680/1000 | Behavior and Sublinear Algorithm for Opinion Disagreement on Noisy Social Networks
[NO] 681/1000 | Advanced Electromagnetics Methods for Practical Engineering Applications
[NO] 682/1000 | Legends of Electromagnetics Video Interview Series
[NO] 683/1000 | Safe Policy Optimization with Cost Practical Stability: A DQ-learning Method
[NO] 684/1000 | A Fast-Converging Hybrid ZQ Calibration Architecture with Charge Injection for Multi-Die High-Density Memory Interfaces
[NO] 685/1000 | Time-Varying Inductance Emulating Control of DFIG for Fast Demagnetization During Grid Faults
[NO] 686/1000 | STaRQ-Agent - Investigating Generalization in Knowledge Graph Question Answering via A Multi-Agent Collaborative Framework
[NO] 687/1000 | STENet: Superpixel Token Enhancing Network for RGB-D Salient Object Detection
[NO] 688/1000 | Corrections to “Safe Data-Enabled Control of Human-in-the-Loop Robotic Manipulator Systems”
[NO] 689/1000 | Digital Twin Implementation on IEEE 14-Bus System with Concealed Bus Topology and Pricing Mechanism
[NO] 690/1000 | MAPC: Multi-Agent Planning-Collaboration Framework for Medical Question Answering
[NO] 691/1000 | Proceedings of the 2026 14th International Conference on Software and Information Engineering
[NO] 692/1000 | Multisensory Interactive Installation Design Based on Electronic Textiles and Procedural Generation
[NO] 693/1000 | MobileMold: A Smartphone-Based Microscopy Dataset for Food Mold Detection
[NO] 694/1000 | TAROT: Towards Optimization-Driven Adaptive FEC Parameter Tuning for Video Streaming
[NO] 695/1000 | Proceedings of the ACM Multimedia Systems Conference 2026
[NO] 696/1000 | A Fast-Charging Inductive-Capacitive Dual-Mode Orthogonal Orientation-Independent Switched-Mode Wireless Power Transfer System for Battery-Less Implantable Medical Devices in 65nm CMOS
[NO] 697/1000 | Positional Prompts-Enhanced Brain-Heart-Gut Interactions for Mild Cognitive Impairment Diagnosis
[NO] 698/1000 | Cross-dimensional Spatial-temporal Feature Integration Framework for Lung Ultrasound Video Analysis in Pneumonia
[NO] 699/1000 | Introducing IEEE Collabratec
[NO] 700/1000 | What You See Is What You Wear: Crafting Garments for Diverse Avatars with Consistent Wearing Effects_supp1-3680706.pdf
[NO] 701/1000 | POCUS-Net: Beamforming Inclusive Image Translation Approach for High Quality Pediatric Bone Visualization in Point of Care Ultrasound
[NO] 702/1000 | Enhancing Subsurface Thermal Structures Reconstruction via a Dual-Branch Framework Integrating Surface Remote Sensing and Model-Predicted Upper-Layer Fields
[NO] 703/1000 | Systematic Literature Review of Machine Learning Methods for Emotion Recognition Using EEG and Physiological Signals in Healthcare
[NO] 704/1000 | Gradient Guided Parameter Space Sampling for Knowledge Discovery with Limited Budgets
[NO] 705/1000 | Multi-Object Tracking at the Edge of IoT Using LiDAR Data for Railway Applications
[NO] 706/1000 | Investigation of Lithium-Ion Battery Degradation in Electric Aircraft Under Cycle-Progressive Loads
[NO] 707/1000 | Noise-Filtering Enhanced Graph Transformer for Robust Fake News Detection_supp1-3677544.pdf
[NO] 708/1000 | Dual Sagnac interferometers based fiber microstructured sensor with high sensitivity
[NO] 709/1000 | IEEE Antennas and Propagation Society: Reaching New Heights [President’s Message]
[NO] 710/1000 | Automated Academic Resource Allocation Under Realistic Constraints: Performance Evaluation of Six Optimization Algorithms
[NO] 711/1000 | Design and Implementation of a Low-Cost IoT-Based Indoor Air Quality Monitoring System
[NO] 712/1000 | Retraction Notice: Image Encryption Algorithm-Based Reversible Data Hiding With Triple Des
[NO] 713/1000 | Retraction Notice: Employing Deep Learning Approaches to Detect Deepfake Attributes in Videos
[NO] 714/1000 | AI Enhanced Reconstruction of Mascot Imagery for Digital Learning Media Applications
[NO] 715/1000 | Design and Implementation of an Integrated Windows Kernel-Level File and Network Control System
[NO] 716/1000 | Predictive Performance of Machine Learning of Herb-Drug Interactions (HDIs) Based on Cytochrome P450 Enzyme
[NO] 717/1000 | Financial Loss and Recovery Time in Global Cybersecurity Incidents, 2015–2024
[NO] 718/1000 | Design and Implementation of a PLC-Based Conveyor System Model for Small Community Industries
[NO] 719/1000 | Enhancing Global Distribution System (GDS) Through API Integration for Non-BSP Travel Agencies: Case Study in Lao PDR
[NO] 720/1000 | Hidden Embedding of Encrypted Data into Images via Hamming Coding and Pseudorandom Positioning
[NO] 721/1000 | Biomedical applications of green-synthesized selenium and iron-selenium bimetallic nanoflowers using Azadirachta indica leaf extract
[NO] 722/1000 | Learnable Quantum Efficiency Filters for Urban Hyperspectral Segmentation
[YES] 723/1000 | Multi-Objective-Guided Static Analysis for Smart Contract Vulnerability Detection
[NO] 724/1000 | A Group Integrity Maintenance Mechanism for Swarm Robots in Mines Under Limited Communication
[NO] 725/1000 | Research Proposal: Non-intrusive Stress Recognition using Multimodality Deep Learning
[NO] 726/1000 | Automation and Reuse Practices in GitHub Actions Workflows: A Practitioner’s Perspective
[NO] 727/1000 | AR as an Evaluation Playground: Bridging Metric and Visual Perception of Computer Vision Models
[NO] 728/1000 | Self-Healing Probability in Metallized Film Capacitors: Device-Level Comparison of Polypropylene and Polyethylene Terephthalate Dielectrics
[NO] 729/1000 | Retraction Notice: Video Based 3D Convolution Network for Air Quality Assessment
[NO] 730/1000 | A Capacitor-less LDO With Adaptive Zero Compensation and Bulk Negative Capacitance for Whole-load Stability and High PSRR
[NO] 731/1000 | IEEE Transactions on Neural Networks and Learning Systems Publication Information
[YES] 732/1000 | Leveraging AI Tools in Engineering Education: Promise and Pitfalls of AI in Software Development_supp1-3680777.pdf
[NO] 733/1000 | Passive Millimeter-Wave Polarization Imaging of Ship Kelvin Wake on the Sea Surface
[NO] 734/1000 | A General Design Methodology for Multichannel SIW Filtering Crossovers with Flexible Frequency Responses
[NO] 735/1000 | A Multi-line Refreshable Braille Device using a Variable Stiffness Polymer and Stretchable Joule Heating Electrodes
[NO] 736/1000 | Multiscale Analysis of TanDEM-X InSAR Phase Measurements for Forest Structure Characterization
[NO] 737/1000 | APD Receiver Co-Optimization for Chip-to-Chip Communication on 3D/2.5D Photonic Interposers
[NO] 738/1000 | Comprehensive Analysis of Pulsed-CW Excitation in Reverberation Chambers
[NO] 739/1000 | Multi-WIM Paradigm: Comparing Urban Planning Variants with Worlds-in-Miniature
[NO] 740/1000 | Analysis of Coupling Mechanism and Research on Control Strategy for Rotorcraft Aerial Manipulators_supp1-3680731.docx
[NO] 741/1000 | Retraction Notice: Medical Text Annotation Tool based on IBM Watson Platform
[NO] 742/1000 | Retraction Notice: Attention Based Recurrent Neural Network for Lung Cancer Detection
[NO] 743/1000 | Retraction Notice: Telemedicine Application based on MIMO-OFDM system along with DWT
[NO] 744/1000 | A LoRa-Oriented Communication Approach for Reliable Data Transfer in Micro Smart Grid-Supported Groundwater Monitoring Stations
[NO] 745/1000 | Thai Subtitle Extraction and Recognition from Video Frames Using YOLO11 and Fine-Tuned Ocr Models
[NO] 746/1000 | Strategic Feature Selection for Draft Prediction in League of Legends
[NO] 747/1000 | Retraction Notice: Face Recognition of Identical Twins Based On Support Vector Machine Classifier
[NO] 748/1000 | Cross-Environment Integration of Diffusion Models for .NET-Based Computer Vision
[NO] 749/1000 | CDFNet Based Fusion Network for Interpretable Alzheimer’s Disease Prediction Using Hybrid Imaging and Clinical Meta-Ensemble Learning
[NO] 750/1000 | Research on a Wideband Patch Antenna with an Air Gap
[NO] 751/1000 | Implementation of an Integrated Waste Management System: A Case Study of the Doi Tung Development Project
[NO] 752/1000 | Retraction Notice: Machine Learning Based Time Series Analysis for COVID-19 Cases in India
[NO] 753/1000 | Improved Construction of Short Polar Codes for URLLC with Low-power IoT Devices
[NO] 754/1000 | A Unified Framework for System-Level Condition Monitoring of Power Electronic Converters
[NO] 755/1000 | Joint Precoding and AP Selection for Energy-Efficient RIS-Aided Cell-Free Massive MIMO With Multi-Agent Reinforcement Learning
[NO] 756/1000 | Optimization of Lenslet Arrays for PRIMA Kinetic Inductance Detectors
[NO] 757/1000 | Mechatronics Design and Preclinical Evaluation of ARASH ASiST: ARAS Haptic System for Eye Surgery Training
[NO] 758/1000 | A Wearable Artificial Throat System for Non-Invasive Voice Intention Sensing in Laryngectomy Patients
[NO] 759/1000 | Report From AP-S Committees &amp; Activities [AP-S Committees &amp; Activities]
[NO] 760/1000 | NSFNet: Neural Scattering Field Network for 3D Imaging in ISAC Systems via Multi-View CSI Fusion
[NO] 761/1000 | YOLO-Based AI Application for Attire Appropriateness Assessment in Educational Environments
[YES] 762/1000 | Exploring Minimally Intrusive GenAI Scaffolding for Introductory Programming Education
[NO] 763/1000 | DepthMaster: Taming Diffusion Models for Monocular Depth Estimation
[NO] 764/1000 | Super-Resolution Meets Compression in Live VV: Light on Bits, Rich on Quality
[NO] 765/1000 | Convolutions Need Registers Too: HVS-Inspired Dynamic Attention for Video Quality Assessment
[NO] 766/1000 | Retraction Notice: PERFORMANCE ANALYSIS OF DIFFERENT ROUTING PROTOCOLS IN MANET USING DIFFERENT PARAMETERS IN DIFFERENT RANGES
[NO] 767/1000 | Copyright 2026
[NO] 768/1000 | Geometric and Information-Theoretic Evaluation of Multi-View Point Cloud Datasets
[NO] 769/1000 | Two-Element Wideband CP Meta-Surface MIMO Antenna With H-Plane Coupling Suppression
[NO] 770/1000 | Retraction Notice: Faux Reality Detector
[NO] 771/1000 | An Efficient Deep Learning Model With Integrated Inception Module for Elderly People Activity Recognition Using Wearable Sensors
[NO] 772/1000 | The Creation of Contemporary Lanna Folklife Art Using Artificial Intelligence (AI)
[YES] 773/1000 | FPGA-Based Hardware and Software Architecture for Accelerated Text Processing
[NO] 774/1000 | Real-Time LED Defect Detection Using YOLOv7-12 for Smart Manufacturing
[NO] 775/1000 | Detecting Rug Pull Risks in Cryptocurrency Projects on the Binance Smart Chain Using Machine Learning
[NO] 776/1000 | Research on Marketing Strategies for Promoting Thai Food Through the Xiaohongshu Platform
[NO] 777/1000 | Integrating AI-Generated Content with Collaborative Learning in STEM Education
[NO] 778/1000 | Waveform Design With Holistic Utility-Driven Optimization for LEO Satellite Integrated Communication and Navigation
[NO] 779/1000 | Nut-Driven Transmission Force Controllable Motion Platform for Suppressing Low-Frequency and Impulsive Base Disturbances
[NO] 780/1000 | Smoothed analysis in compressed sensing
[NO] 781/1000 | Identity between Bounded Real and Positive Real Characteristic Values through the Scattering Relation
[NO] 782/1000 | The Importance of Key Parameters in Federated Learning for Cross-Device Scenarios: An In-depth Performance Evaluation
[NO] 783/1000 | Transformer encoder driven deep learning network for single lead ECG arrhythmia’s across 21,837 records
[NO] 784/1000 | A Blockchain-Based Approach to Enhancing Cybersecurity in Operational Technology Systems in the Oil and Gas Industry
[NO] 785/1000 | Transformer-Based Multi-Modal Fusion for Complex Wall Parameter Distribution Estimation
[NO] 786/1000 | Internet of Drones System for Real-Time Wireless Water Quality Sensing, 2-D Mapping, 3-D Depth Profiling, and Intelligent Sampling
[NO] 787/1000 | ODGNet: Learning Dynamic Variable Association for Online Time Series Forecasting_supp1-3679682.pdf
[NO] 788/1000 | Multi-Stage Prediction CNN: Fast CU Partition for VVC Screen Content Coding
[NO] 789/1000 | Modulation Design for Integrated SWIPT Receivers with OFDM-based Waveforms
[NO] 790/1000 | A Robust 13.56MHz Wireless Power Transmission System For Implantable Cardiac Devices
[NO] 791/1000 | Broadband Self-Diplexing Quarter-Mode Substrate Integrated Waveguide Antenna
[NO] 792/1000 | Experimental Investigation of CNN-based Voltage Prediction for REBCO Pancake Coil Protection
[NO] 793/1000 | Predicting LTS Superconducting NbTi Magnet Quench: A 1D-CNN Model for Real-Time Implementations
[NO] 794/1000 | BLAS: A Blockchain-Enabled Efficient and Verifiable Log Audit System with Hybrid Storage
[NO] 795/1000 | Design and Control of a Parallel Elastic Actuator With Adjustable Equilibrium Position
[NO] 796/1000 | Computer Vision in Bilateral Integration Evaluation in Children with Developmental Problems
[NO] 797/1000 | Reverse Vending System for Efficient Seed Dispensation Using Mask R-CNN
[NO] 798/1000 | DiabetesBuddy: A Smart AI-Powered Diabetes Management Application with Real-Time Big Data Streaming
[NO] 799/1000 | Organ-Aware Cross-Modality Registration Enables Attenuation Correction Without Repeated CT in Multi-Scan Total-Body PET/CT Imaging
[NO] 800/1000 | FedKGC: Federated Knowledge-Grounded Calibration Framework for Hallucination Mitigation in Medical LLMs
[NO] 801/1000 | PBox: Cross-Switch Pipeline Orchestration for Accelerated Service Function Chaining in High-Performance Cloud Networks_supp1-3675603.pdf
[NO] 802/1000 | A Transformer-based probabilistic deep learning framework for uncertainty-aware long-range flood forecasting using satellite-derived mesoscale inputs
[NO] 803/1000 | A Multi-agent Deep Reinforcement Learning Framework for Resource Allocation Optimization in Agricultural Heterogeneous Network
[NO] 804/1000 | NoctuaXR: Enhancing Video See-Through Perception for XR in Low-Light Environments with Real-Time Ambient-Aware Adaptation
[NO] 805/1000 | What Makes a Virtual Celebrity Agent Trustworthy in VR? Exploring the Role of Stylization and Voice
[NO] 806/1000 | Retraction Notice: Detection of Cyberbullying on Social Media Using Naive Bayes Classifier
[NO] 807/1000 | Optimal Operation Point Analysis in VVC-Based Compression of Noisy Remote Sensing Images
[NO] 808/1000 | Propagation of a Transient Electromagnetic Wave Excited by a Delta-Like Current
[NO] 809/1000 | Latency-Aware Service Endpoint Selection Method for Resilient Distributed Systems
[NO] 810/1000 | Photoelasticity of the Ca
                    <sub>3</sub>
                    TaAl
                    <sub>3</sub>
                    Si
                    <sub>2</sub>
                    O
                    <sub>14</sub>
                    Crystal
[NO] 811/1000 | Machine Learning-Based Player Performance Prediction and Adaptive Difficulty Control
[NO] 812/1000 | From Projects to Permanence: Governing Monetization in Technology-Driven European Excellence Hubs Through a Freemium-to-Premium Transition
[NO] 813/1000 | Development of an Exercise Monitoring Dashboard Using RAD and JAD Methodologies
[NO] 814/1000 | Content Analysis of Adolescent Feedback on 3D Cultural Heritage Character Designs
[NO] 815/1000 | A Study on the Influence of Information Quality of Xiaohongshu User-Generated Content on Chinese Consumers' Purchase Intention for Thai Mistine Sunscreen Products
[NO] 816/1000 | A Discrete-Event Simulation Approach to Evaluate Smart Parking Policies for Carbon Reduction: A Case Study of a Thai University
[NO] 817/1000 | PFLVA: Privacy-Preserving Federated Learning With Collusion-Resistant Verification and Fair Arbitration
[NO] 818/1000 | Multi-Modal Transformer-Based Gait Analysis and Deep Learning Model for Slip-Resistant Footwear Evaluation
[NO] 819/1000 | SemDiff: Semantic Guided Diffusion-Based Collaborative Filtering Framework
[NO] 820/1000 | Review of High-Step-Up Non-Isolated DC-DC Converters Focusing on the Topology Methodology and Features
[NO] 821/1000 | High-temperature sustainable FBG-based Er doped fiber laser for high resolution sensing up to 600°C
[NO] 822/1000 | Simultaneous Recognition of Hand Gestures, Grasping Force, and Hand Aperture Using a Wearable Displacement Myography System
[NO] 823/1000 | C4-Based Software Architecture Modeling for Drone-Based Mechatronic System for High-Altitude Fire Surveillance
[NO] 824/1000 | S-ASID: An Android interaction dataset for human-device action recognition
[NO] 825/1000 | MoonAnything: A Vision Benchmark with Large-Scale Lunar Supervised Data
[NO] 826/1000 | Next-Generation Video QoE Optimization: Bridging Metrics and Perception in DASH ABR
[NO] 827/1000 | MOQtail: Open-Source, IETF-Compliant MOQT Protocol Libraries
[NO] 828/1000 | Eye Gaze Behaviour and Comprehension of Colour Commentary and Gameplay Captions of Live Fast-Paced Sports for Deaf and Hard of Hearing Television Viewers
[NO] 829/1000 | HAPhy: AI-Assisted Content Creator Supporting Tools for Multi-sensory Haptic Experiences in Immersive Media
[NO] 830/1000 | How AI-Generated Videos Attract Vietnamese Social Media Users: Insights From Engagement and Labelling-Based Content Analysis
[NO] 831/1000 | Towards a More Accurate Determination-Based Correlation Coefficient: Proposals and Empirical Assessment
[NO] 832/1000 | Mentoring Junior Journalists by Community of Practice (CoP)
[NO] 833/1000 | Integrated Simulation of Detection and Calibration Procedures in Partial Discharge Signal Measurements
[NO] 834/1000 | Design and Usability Evaluation of a Gamified Social Reading Platform Based on Self-Determination Theory
[YES] 835/1000 | Functional Generative System Architecture for Natural Language-Driven Control of Cyber-Physical Systems
[NO] 836/1000 | Comparison of Phase Synchronization Methods in Systems Using Suppressed Carrier Signals
[NO] 837/1000 | Real-Time Speaker-Sensitive Audio Gating Via Supervised Frame-Level Speaker Recognition
[NO] 838/1000 | A Lightweight Filtering Framework for Efficient Edge-Cloud Collaborative Video Semantic Segmentation
[NO] 839/1000 | ConNet: Complex Orthogonal Network with Low-Rank Regularization for CSI Localization
[NO] 840/1000 | PitVQA++: Vector Matrix-Low-Rank Adaptation for Open-Ended Visual Question Answering in Pituitary Surgery
[YES] 841/1000 | Unleashing the Potential of Large Language Models: A Blueprint for Real-Time, Enterprise-Ready Deployments
[NO] 842/1000 | Table of Contents
[NO] 843/1000 | Tailoring Frequency Response of Fiber Laser Ultrasound Sensors via Delayed Self-Heterodyne Demodulation for versatile Photoacoustic Imaging
[NO] 844/1000 | Retraction Notice: Phishing Attack Detection Using Convolutional Neural Networks
[NO] 845/1000 | An Adaptive Weighting Mechanism for Missing Data Imputation: An Early Evaluation
[NO] 846/1000 | A Compressed Sensing based Coherent Integration Method with Random Agile Waveform Optimization
[NO] 847/1000 | Hybrid Neural Orbit Propagation Under Sparse Space-Based Observations
[NO] 848/1000 | Reproducibility of Experiments in Networking
[NO] 849/1000 | Optimized Stacked Passive Coil Array Design for High Efficiency and Misalignment Tolerance in PCB-Based Wireless Power Transfer Systems
[NO] 850/1000 | The Self-Attention IHF-LSTM Network to Model Interactive Hesitant Fuzzy Information and Its Application in UAV Autonomous Navigation
[NO] 851/1000 | Scaling The Cheer: Co-Viewing with Dual-Mode MOQ Transport
[NO] 852/1000 | CADENCE: Collaborative Multi-Agent Dual-Objective Framework for Intelligent CDN Selection
[NO] 853/1000 | Global Reward Generation Framework based on Large Language Models for Intelligent Air Combat
[NO] 854/1000 | Leader-Follower Cooperative Transportation of a Circular Object by Swarm Robots Based on Local Information_supp1-3680665.mp4
[NO] 855/1000 | How Effective is Mouse Dynamics Against Web Bots? A Study Across Different Sophistication Levels
[NO] 856/1000 | VRGaussianAvatar: Integrating 3D Gaussian Avatars into VR
[NO] 857/1000 | FootEyePorting: Design and Evaluation of Foot–Eye Teleportation Techniques in Virtual Reality
[NO] 858/1000 | Dynamic Regime Maps of Multilayer Neural Network Training Using the Adam Optimizer
[NO] 859/1000 | Text Analytics for Identifying the Competitiveness of Northern Thai SMEs' Products
[NO] 860/1000 | Impact of ESG Implementation on Organizational Performance in the Air Transport Industry
[NO] 861/1000 | CI-based Approach for Endowing HCI Subjects Digital Twins with the Property of HCI Object Perception Subjectivization
[NO] 862/1000 | AI-Based Proactive Autoscaling Technique for Web Applications in Kubernetes
[NO] 863/1000 | Theoretical Investigation of Using Deviation for Interpolation of Electron Beam Boundary Trajectories by Root-Polynomial Functions
[NO] 864/1000 | Table of Contents
[NO] 865/1000 | Integration of Yolov8 Detection Outputs with XGBoost Algorithm for Defect Forecasting in Manufacturing Lines
