[2026-07-29 22:59:31] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-07-28
正在获取论文...
[arXiv] 2026-07-28 | OmniQEC: discovering practical quantum error-correcting codes by an AI scientist
[NO] 1093/1904 | Integrated Solar–Wind Hybrid Energy System with Smart Power Conditioning and Battery Backup
[NO] 1094/1904 | Integrating Coordinate Attention with Wise-IoU Loss for Pose Estimation in Competitive Rope Skipping
[NO] 1095/1904 | MSRA-Net++: An Enhanced Hybrid CNN-Transformer Framework for Brain Tumor MRI Classification
[NO] 1096/1904 | Foreground-Aware Selective Fusion for Multimodal 3D Object Detection in Autonomous Driving
[NO] 1097/1904 | Application of Complementary Codes in Radar Multi-Station Collaboration
[NO] 1098/1904 | Safety-Constrained Multimodal Digital Twins for Zero-Defect Industrial Workcells
[YES] 1099/1904 | DriftBench: Detecting LLM Coding Agent Cheating via Specification-Level Constraint Drift Mutation
[NO] 1100/1904 | Adapting RAG to Specialised Communities: A UX-Driven Design Study
[NO] 1101/1904 | Query Optimization Strategies for Relational Databases in Web Applications
[NO] 1102/1904 | An Extended Table Detection Framework for Enhanced Recognition of Persian Tables in OCR Systems
[NO] 1103/1904 | An Interactive Digital Twin for the Simulation of Smart Home Devices
[NO] 1104/1904 | Autonomous Solar-Powered IoT Irrigation System with AI-Driven Crop Recommendation for Sustainable Precision Agriculture
[NO] 1105/1904 | Improved Error-Tolerant Side-Channel Cube Attack and its Application on Masked PRESENT
[NO] 1106/1904 | Zero-Knowledge Ethical AI Governance over Blind Quantum Cloud Infrastructure
[NO] 1107/1904 | Modeling and Experimental Validation of Asymmetric Four-Gyro Redundant MEMS IMU Architectures
[NO] 1108/1904 | AI-Driven Security and Efficiency for Reconfigurable Intelligent Surface-Aided 6G IoT Networks
[NO] 1109/1904 | AI-Augmented Scrum Decision Intelligence Framework for Enterprise Software Delivery
[NO] 1110/1904 | Reassessing Phylogenetic Discordance in Universal Genes of the Tree of Life
[NO] 1111/1904 | Terrain-Constrained PSO for Low-Altitude Monitoring Deployment
[NO] 1112/1904 | An Efficient Hybrid K-Means and Random Forest-Based Approach for Cloud Malware Detection and Privacy Protection
[NO] 1113/1904 | Approximate Asymptotic Analysis of Algebraic Connectivity in Consensus Networks for Multi-Agent Systems
[NO] 1114/1904 | Building Grounded Synthetic Users: Generative AI as Mediating Artefact in User Research
[NO] 1115/1904 | Multi-Sensor Fusion Empowers Robot Compliant Assembly Skill Transfer
[NO] 1116/1904 | Agentic AI in Cybersecurity:Threat Modeling and Containment Strategies for Autonomous LLM Agents
[NO] 1117/1904 | Hybrid Optimised CNN Model for Dynamic Cluster Head Selection in Energy-Constrained WSNs
[NO] 1118/1904 | Operationalizing the Quantum-Federated Lifecycle: An Integrated MLOps Framework for Distributed Systems
[NO] 1119/1904 | A Cascaded Hypergraph Neural Network–Based Clinical Decision Support System for Drug–Drug Interaction Detection and Type Classification
[YES] 1120/1904 | Automatic Bug Root Cause and Solution Recommendation System using Experience Based Learning
[NO] 1121/1904 | A Comparative Analysis of Deep Learning Models in Classifying the Level of Focus in Subjects with Pornography Addiction Based on EEG Signals
[NO] 1122/1904 | Active RIS Aided Multi-User Broadcast System: A Novel Penalty-Based Moth-Flame Optimization Algorithm for the Optimal Location of RIS
[NO] 1123/1904 | Ensemble-Guided Distillation for Compact and Robust Acoustic Scene Classification on Edge Devices
[NO] 1124/1904 | An ANN-RNN-Multi-Head Attention Hybrid Model for PM10 Air Pollution Prediction
[NO] 1125/1904 | An Automated Modular Framework for MITRE ATT&amp;CK Mapping
[NO] 1126/1904 | BioSynNet: Fusing Synthetic Gene Circuits with Neural Networks for Self-Evolving Biocomputation
[NO] 1127/1904 | Hybrid Deep Learning and Machine Learning Framework for Multi-Temporal Deforestation Detection Using Sentinel Satellite Data
[NO] 1128/1904 | AI-Driven Deep Learning Models for Predicting Engagement Metrics in Social Media Advertising
[NO] 1129/1904 | A Custom CNN-Based Approach for Accurate Detection of Lung Disorders from Chest X-Rays
[NO] 1130/1904 | Stacking-Based GBDT–SVM Prediction of Effluent Total Nitrogen in Winery Wastewater Treatment
[NO] 1131/1904 | Research on 3D Loadable Map Text Erasure Method Based on Multi-Stage Deep Learning
[NO] 1132/1904 | Sustainable UX - the dilemma of designing for humanity vs. designing for people in the age of AI
[NO] 1133/1904 | Network Security Assessment of Automatic Fire Alarm Systems
[NO] 1134/1904 | AR-RN: Attentive Residual Relation Network for Few-Shot Automatic Modulation Classification
[YES] 1135/1904 | From Generation to Reasoning: Chain-of-Thought Guided Merge Conflict Resolution
[NO] 1136/1904 | Adaptive State-Dependent Integration for Efficient And Scalable Simulation of the Izhikevich Neuron Model
[NO] 1137/1904 | Med-HEAL: Analyzing and Mitigating Hallucinations in Medical LLMs with Hallucination-Aware In-Context Learning
[NO] 1138/1904 | Efficient Imputation for Patch-Based Missing Single-Cell Data via Cluster-Regularized Optimal Transport
[NO] 1139/1904 | MoCo-DRG: Patch and Image-Level Self-Supervision for Generalizable Diabetic Retinopathy Grading
[NO] 1140/1904 | Enhancement in Dynamic Performance of Multi-Converter Architecture
[NO] 1141/1904 | Multi-Frame Track-Before-Detect Algorithm for Radar Range Spread Targets_supp1-3717767.pdf
[NO] 1142/1904 | Changes to the Editorial Board
[NO] 1143/1904 | SPA-Net: Skeletal-to-Whole Point Cloud Completion Via Progressive Off-attention Neighboring Feature Aggregation
[NO] 1144/1904 | A Compact Dual-Mode SAR ADC With Mismatch Error Shaping Using Prediction-Error-Free 3-Level Analog Prediction and 1-bit Barrel-Shift Dithering
[NO] 1145/1904 | Post-Processing for Bridging the Simulated-to-Real Domain Gap in Multi-Image Super-Resolution
[NO] 1146/1904 | Untangling Intricate Dependencies: Characterizing and Resolving Software Package Dependencies
[NO] 1147/1904 | A Bootstrap Estimator for Stirring Bandwidth of a Frequency-Stirred Reverberation Chamber
[NO] 1148/1904 | A Digital Twin–Driven IoT Framework for Human Movement Recognition
[NO] 1149/1904 | PABFL: Secure and Privacy-Aware Framework for Electronic Health Record Sharing in IoMT
[NO] 1150/1904 | A Diagnostic Stress-Test Framework for Exogenous Variable Reliability in Transformer-based Time Series Forecasting
[NO] 1151/1904 | LLM-Empowered MAPPO for Embodied Cognitive Satellite-Terrestrial Networks with RSMA
[NO] 1152/1904 | Incremental Risk Assessment of Progressive Elder Financial Scams via Instruction-Tuned Small Language Models
[NO] 1153/1904 | Highly Localized Delivery of Microwaves to Quantum Bits with a Scanning Loop Micro-Antenna
[NO] 1154/1904 | A Review of Deep Learning Methods for Morphological Analysis of Hematopoietic Stem Cells in Leukaemia Toward Sustainable Healthcare
[NO] 1155/1904 | IoT and RFID based Smart Bag for Essential Item Monitoring and Real Time Alerts with Customization for Visually and Hearing Impaired
[NO] 1156/1904 | Toward Secure Visual Semantic Communication: A Semantic Segmentation Perspective
[NO] 1157/1904 | Lightweight Audio–Visual Emotion Recognition with Cross-Modal Gated Attention
[NO] 1158/1904 | Asynchronous Random Committee Election for Preprocessing in Asynchronous Distributed Key Generation
[NO] 1159/1904 | A Subjective Quality Database for Human-AI Co-Created Images
[YES] 1160/1904 | Technical Implementation of Generative AI-Assisted Programming Course
[NO] 1161/1904 | DEE-Aware Dual Active RIS-Empowered Spectrum Sensing under User Mobility
[NO] 1162/1904 | A Tightly Coupled LiDAR-Inertial Localization Method for High-Speed Trains
[NO] 1163/1904 | An Efficient Visual Measurement Method for Integrated Circuit Surface Text via Lightweight Spatial Modeling
[NO] 1164/1904 | Estimating the Number of Rare Events with Applications to Large Alphabet Inference
[NO] 1165/1904 | Vis2Touch: Perceptually Grounded 3D Printing of Visual Art With AI-Driven Depth and Texture Estimation
[NO] 1166/1904 | Secure State Estimation for Systems With Silent Packet Loss and Its Application to Controller Design
[NO] 1167/1904 | Hamiltonian Grid-Forming: Methodology and Applications for IBR-Rich Grid Operations
[NO] 1168/1904 | A Flexible and stretchable MXene-Hydrogel Sensor with Geometry-Enhanced Selectivity for Multi-Axial Strain Sensing
[NO] 1169/1904 | Deep Learning based Lightweight Knowledge Distillation Approach for Diagnosis of Alzheimer’s Disease
[NO] 1170/1904 | UVG-GS: Human-Centric Gaussian Splats Dataset for Visual Volumetric Compression
[NO] 1171/1904 | Federated Inter-Bank Default Prediction: Enabling Secure Credit Risk Assessment Without Data Sharing
[NO] 1172/1904 | Comparative Multi-Model Crop Advisory Framework with Explainability for Precision Agriculture
[NO] 1173/1904 | An Efficient Privacy Amplification Scheme Based on SQH-L
[NO] 1174/1904 | LLM-based Multilingual Fake News Detection using Cross-Lingual Semantic Alignment and Contextual Reasoning
[NO] 1175/1904 | A Tomato Leaf Disease Recognition Method Based on Parameterized Wavelet-Enhanced MobileNetV3-Small
[NO] 1176/1904 | A D-Band GaAs pHEMT 2T1R Super-Regenerative Oscillator-Based Sensor Array Using Quench-Controlled Phase-Shifting Technique for Multi-Target Vital Sign Detection
[NO] 1177/1904 | Manta Ray Optimization based Data Collection Point Selection with Mobile Sink for Secure Routing in WSN
[NO] 1178/1904 | Detection and Localization of Spectrum Anomaly with Multi-Sensors: A Memory-Augmented Reverse Distillation Method
[NO] 1179/1904 | An Efficient Blockchain-based Framework for Secure Electronic Health Record Sharing
[NO] 1180/1904 | Unitary-Orbit Collapse and Operator Reproducibility in Bispectral Neural Networks
[NO] 1181/1904 | ConvNeXt-Tiny Powered Deep Learning Framework for Automatic Grading of Handwritten Exams
[NO] 1182/1904 | LLM-Enabled Low-Altitude UAV Natural Language Navigation via Signal Temporal Logic Specification Translation and Repair
[NO] 1183/1904 | An In-Depth Control of Blockchain Enabled and AI based Security Mechanisms in Distributed WSN-IoT Environments
[NO] 1184/1904 | Enhanced Residual Learning Framework with Grad-CAM-Based Interpretability for Multi-Stage Alzheimer’s Disease Classification
[NO] 1185/1904 | Prompt2Point: A Reference-Based Dataset for Dynamic Volumetric Quality Assessment
[NO] 1186/1904 | A 200-to-257GHz Autodyne FMCW Phased-Array Radar with 2D Beam-Steering in 55nm BiCMOS
[NO] 1187/1904 | Crowdsourced Assessment of the Impact of Overlays on Short-Form Video Quality Perception
[NO] 1188/1904 | An Explainable Multi-Model Perception Framework for Traffc Signal Warning Systems using YOLOv8
[NO] 1189/1904 | Consistent Hashing and Mahalanobis Distance-Based Swarm Learning for Collaborative Caching in Digital Twin Industrial IoT_supp1-3717315.docx
[NO] 1190/1904 | Design of a Low-Cost IoT-Based Fire-Extinguisher Cylinder Leakage Monitoring System
[NO] 1191/1904 | WCB-YOLO: An Improved Detection Algorithm for Underwater Fishing Vessel Surface Defects
[NO] 1192/1904 | FEViT: Frequency-Enhanced Vision Transformer for Interpretable Handloom and Powerloom Fabric Classification via Spectral and Structural Feature Learning
[NO] 1193/1904 | Dependability Evaluation of Microservice: An Analytical Modeling Approach
[NO] 1194/1904 | Identification of Plant Diseases via Light-weight Hierarchical Neural Networks
[NO] 1195/1904 | Design and Fabrication of a Compact Koch inspired HexaStar Fractal MIMO Antenna for Ultrawideband Applications
[YES] 1196/1904 | Explainability-Guided Adversarial Attacks on Transformer-Based Malware Detectors using Control Flow Graphs
[NO] 1197/1904 | Immersive Media for Oncology Care: A Short Analytical Review and Intelligent Communication Perspective
[NO] 1198/1904 | Research on Visible-Infrared Dual-Modal UAV Detection Algorithm Based on Improved YOLOv8n
[NO] 1199/1904 | Accelerating Radix Sort on AI Accelerators via Vector–Matrix Multiplication Units
[NO] 1200/1904 | A Transformer-Integrated Multi-Agent Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Scheduling
[NO] 1201/1904 | Multi-Output Convolutional Neural Network for Predicting MCMI-IV Personality Profiles from Resting-State EEG
[NO] 1202/1904 | Hybrid Feature-Aligned Knowledge Distillation for Lightweight Image Classification
[NO] 1203/1904 | Optimization of Range Search on Ordered Data Based on Learned Index Structures
[NO] 1204/1904 | Spatio-Temporal Graph Neural Network for Intelligent EV Battery Fault Detection and Diagnostics
[NO] 1205/1904 | What If
[NO] 1206/1904 | 2026 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)
[NO] 1207/1904 | IEEE Computer Society Career Center
[NO] 1208/1904 | A Low-Cost, Scalable ENIG-PCB Electrode Platform with Reproducible Performance for Electrochemical Biosensing_supp1-3715189.pdf
[NO] 1209/1904 | Committees
[NO] 1210/1904 | Whole Blood Viscosity and Triglyceride Clearance: An Association Analysis Relevant to Cancer Risk
[NO] 1211/1904 | Surface Roughness Prediction in Ultraprecision Turning Using Multi-Domain Vibration Features and Support Vector Regression
[NO] 1212/1904 | Toward a Monostatic RCS Model of Vehicles for ISAC Channel
[NO] 1213/1904 | Machine Learning Based Drug Response Prediction for Heart Disease Patients
[NO] 1214/1904 | "Whitening" technological and socio-technical black boxes: a co-design approach to a human-centered AI system
[NO] 1215/1904 | Acoustic Leak Detection Based on Multi-Feature Representation and Weighted Soft-Voting Fusion
[NO] 1216/1904 | Large Model Citation Illusion Detection Based on Multimodal Information Fusion
[YES] 1217/1904 | An Autonomous Agent Framework for Intelligent Code Review and Optimization Using Large Language Models
[NO] 1218/1904 | COMSOL-Based Comparative Analysis of Laminar Flow in Microchannel Geometries for Wearable Sweat Sensor Applications
[NO] 1219/1904 | Hybrid GA-Fuzzy Logic Architecture for Cardiovascular Risk Factor Optimization and Disease Prediction
[NO] 1220/1904 | SubsampledMPP: Efficient Distributional Pooling of Pathology Foundation Model Embeddings for Multi-Endpoint Lung Cancer Prediction
[NO] 1221/1904 | SHADOW: Seamless Handoff And Zero-Downtime Orchestrated Workload Migration for Stateful Microservices
[NO] 1222/1904 | Toward Robust Small-Category Segmentation in Class-Imbalanced Street Scenes
[NO] 1223/1904 | Structure-Aware Multi-Agent Reasoning for Business Process Modeling with Large Language Models
[NO] 1224/1904 | BERT-Based Named Entity Recognition for Candidate Information from Curriculum Vitae
[NO] 1225/1904 | Reliability-Aware Prompting for Diabetic Retinopathy Classification using Vision-Language Models
[NO] 1226/1904 | Dynamic Visual SLAM Based on Keyframe Semantic Update and Lightweight Mask Optimization
[NO] 1227/1904 | Deep Reinforcement Learning-Based CNN Pruning for Image Steganalysis
[NO] 1228/1904 | Deep Learning-Based Stock Market Prediction Using LSTM and RNN with Technical Indicators
[NO] 1229/1904 | Two-Stage Collaborative Optimization for Heterogeneous Defect Prediction in Federated Learning
[NO] 1230/1904 | A Multiloop State-Feedback Control Method for Fast Steering Mirror Based on SAKF-ZPETC and a State-Augmented Kalman Filter
[NO] 1231/1904 | Adaptive Robust Reaction Null-Space Control for Free-Floating Space Manipulators Capturing an Unknown Payload
[NO] 1232/1904 | Bandwidth Envelope Dynamic Reservation in Tactical Open Radio Access Network Slicing
[NO] 1233/1904 | BRAT: An Intent-to-Kubernetes Translation via LLM Fine-Tuning
[NO] 1234/1904 | ConcordAI: A Multi-Agent Conversational System for Conflict Mediation
[NO] 1235/1904 | Context Feature Optimization Based Fine-Grained Application Recognition of Mixed Network Flows
[NO] 1236/1904 | Synergistic Lightweight Multi-Scale Residual Network for Efficient 3D Brain Tumor MRI Segmentation
[NO] 1237/1904 | Big Data: Building AI Agents with LLMs for Autonomous Interpretation of Equipment Sensor Data
[NO] 1238/1904 | Adaptive Cognitive Stress Profiling for Reasoning and Recovery Evaluation in AI-Based Interviews
[NO] 1239/1904 | NAP: Network-Aware Priority Scheduling for Efficient Distributed AI Training
[NO] 1240/1904 | Mitigating the Cliff Effect in Wireless Image Transmission via Hybrid Constraint Length Joint Source-Channel Coding
[NO] 1241/1904 | Research on Federated Learning Algorithms for Perceptual-Semantic Communication in Edge Computing Environments
[NO] 1242/1904 | CPPJoules: An Energy Measurement Tool for C++
[YES] 1243/1904 | LuaReSym: Recovering Variable Liveness Ranges in Stripped Lua Bytecode via Multi-Stage Static Analysis
[YES] 1244/1904 | SQL-Commenter: Aligning Large Language Models for SQL Comment Generation with Direct Preference Optimization
[YES] 1245/1904 | Put The “Code” Back in “Code Comprehension Study”
[NO] 1246/1904 | MkAtt-SDN2GO: A Preliminary Multi-Modal Attention Framework for Human Protein Function Prediction
[NO] 1247/1904 | Weakly Supervised Representation Learning for Cross-Ontology Mapping
[NO] 1248/1904 | N3C Data Analytics for Attribute Importance and Prediction Tasks
[NO] 1249/1904 | PRECISION-Connect: AI-Ready Multimorbidity and SDOH Risk Vectors for Explainable 30-Day Readmission and County-Level Disparity Modeling
[NO] 1250/1904 | CACL: Context-Aware Contrastive Learning for Semantic Modeling of Anomalies in EHR Data
[NO] 1251/1904 | Quantifying Memorization and Privacy Risks in Genomic Language Models
[NO] 1252/1904 | The Role of Analytics Orientation on Advanced Analytics Adoption in SMEs (Small and Medium-Sized Enterprises)
[NO] 1253/1904 | Millimeter-wave 3D Radar and IR Multimodal Sensing System Enabling AI-based Event Recognition with Enhanced Privacy
[NO] 1254/1904 | Explainable Graph Neural Network Framework for Digital Transaction Fraud Detection
[NO] 1255/1904 | A Comprehensive Review of Spectrum Sensing Techniques in Cognitive Radio Networks: Recent Advances, Datasets, Challenges and Future Research Directions
[NO] 1256/1904 | Sparse Threats, Focused Defense: Criticality-Aware Robust Reinforcement Learning for Safe Autonomous Driving_supp1-3717687.pdf
[NO] 1257/1904 | Guest Editorial: Introduction to the Special Section on Vehicular Digital Twins: Architectures, Communication Protocols, and Applications for Internet of Vehicles Systems
[NO] 1258/1904 | Design and Performance Analysis of a SRR-Loaded Hexagonal Microstrip Patch Antenna for 12.5 GHz Ku-Band Satellite Communication
[NO] 1259/1904 | Smart Contract Vulnerability Detection using Salp Swarm Optimized Hybrid Attention-Enabled Deep Learning Model
[NO] 1260/1904 | Breast Cancer Detection using Convolutional Approach-based Student-Teacher Model
[NO] 1261/1904 | 360-FORGE: A CGI Foundry for Omnidirectional Reference Ground-Truth in 360° Annotation Studies
[NO] 1262/1904 | Cloud-Native Distributed Data Layer for the Computing Continuum with Integrated Location-Aware Workflows
[NO] 1263/1904 | Non-Functional Requirements (NFRs) Classification Based on Transformer and RNN Models
[NO] 1264/1904 | Enhancing DevSecOps Practices for Secure AI Platforms Using SABSA
[NO] 1265/1904 | AI-Powered Product Prediction and Price Comparison System using BERT and LSTM for High Accuracy
[NO] 1266/1904 | ICCMC 2026 Committees
[NO] 1267/1904 | Applying federated population-based hyperparameter optimization to server aggregation methods
[NO] 1268/1904 | A Collaborative Version-Controlled Framework for Evolutionary Optimization of AI Prompts
[NO] 1269/1904 | Human Activity Recognition with UWB Radar-Integrated UAV in Cluttered Low-Attitude Space: a Video Swin-Transformer Approach
[NO] 1270/1904 | Acoustic Features as Potential Vocal Biomarkers for Multiple Sclerosis
[NO] 1271/1904 | Image Rejection and Interference Sensitivity Testing via BER Degradation of Digital Transceivers
[NO] 1272/1904 | Table of Contents
[NO] 1273/1904 | Deep Ensemble Framework for Malnutrition Detection using YOLO Feature Extraction and Rf–XGBoost Classification
[NO] 1274/1904 | A Self-Powered Antenna Monitoring System for DAS
[NO] 1275/1904 | IMS RFSA 2026 Author Information Page
[NO] 1276/1904 | DEF-YOLO for Dual-Enhancement Fusion in Road Crack Detection
[NO] 1277/1904 | Graph Neural Network-Based Anomaly Detection and Behavioral Modeling for Dynamic Large-Scale Data Streams
[NO] 1278/1904 | EEG-Driven Implicit Interaction for In-Vehicle Auditory Alerts
[NO] 1279/1904 | Defensive-Pressure-Aware Expected Goals Estimation via Feature-Embedded Feed-Forward Neural Network
[NO] 1280/1904 | Coevolutionary Dynamics of Information and Influence in Social Networks
[NO] 1281/1904 | Self-Cooling GaN Power Amplifier Enabled by Harmonic Injection for Scalable High-Density Array Integration
[NO] 1282/1904 | Enhancing Cloud Network Security: Utilizing Blockchain for Attack Detection Systems
[NO] 1283/1904 | Federated Learning for ICU Mortality Prediction: Balancing Accuracy and Privacy in a Multi-Hospital Setting
[NO] 1284/1904 | Table of Contents
[NO] 1285/1904 | Accurate Liver Disease Prediction using a Hierarchical Two-Level Ensemble Stacking Model
[NO] 1286/1904 | Highly Sensitive Microwave Sensor Based on SIW Using an Axial Capacitive Extension (ACE) with IDC Loaded CSRR for Wrist Pulse Detection
[NO] 1287/1904 | Selection and Comparative Evaluation of Collaborative Imputation Techniques for Missing Harmonic Data in 10 kV Distribution Areas under Heterogeneous Communication Conditions
[NO] 1288/1904 | Few-Shot Meta-Learning for Hallucination-Free Cross-Lingual Prompt Optimization in Low-Resource Indic Languages
[NO] 1289/1904 | LiDAR-Augmented Wi-Fi Signal Strength Prediction: A Use-Case Study on Industrial AGVs
[NO] 1290/1904 | Privacy-Preserving Attribute-Based Bilateral Access Control with Zero-Knowledge Pre-Verification for IIoT
[NO] 1291/1904 | TAGPNet: Text-Anchored Generative Prototype Network for Few-Shot Radar Jamming Recognition
[NO] 1292/1904 | An Energy-Based Personalized Gait Adjustment Approach for Individuals with Gait Abnormalities During Walking
[NO] 1293/1904 | Implementation and Evaluation of Late Stage Cooperative Multi-Object Tracking in Urban Scenarios
[NO] 1294/1904 | GPS/BDS continuous network time transfer with estimated satellite clocks
[NO] 1295/1904 | IEEE Control Systems Society Publication Information
[NO] 1296/1904 | PerturbMatch: Multi-level Progressive Perturbation for Semi-Supervised Semantic Segmentation
[NO] 1297/1904 | IEEE Transactions on Circuits and Systems--I: Regular Papers Publication Information
[NO] 1298/1904 | Provably Secure and Robust Training-Free GIF Steganography
[NO] 1299/1904 | Performance Assessment of the Vertical Wind Profile from Doppler Lidar Using Accumulated Spectra
[NO] 1300/1904 | Double-Error Correction With Dual-Stage Hamming Code for On-Die ECCs in High-Speed Memories
[NO] 1301/1904 | MILES: Metric Learning with Expandable Subspace for Pre-Trained Model-Based Class-Incremental Learning
[NO] 1302/1904 | A Three-Mode Low-Voltage-Stress Hybrid Buck-Boost Converter With Continuous Output Current Delivery Applied to Lithium Batteries
[NO] 1303/1904 | Model-Free Adaptive Formation-Containment Control for UAV–UGV Systems Under Fading Channels
[NO] 1304/1904 | Probabilistic Embeddings with Evidence Learning and Refinement for Text-Video Retrieval
[NO] 1305/1904 | <i>TrafficFlowNet</i>
                    : A Neural Transport Model for Dynamic Traffic Flows
[NO] 1306/1904 | Pricing Strategies for Port Shore Power Considering Investment Sharing: A Four-Stage Stackelberg Game
[NO] 1307/1904 | Adaptive Malware Detection using Reinforcement Learning
[NO] 1308/1904 | Automatic Road Damage Detection System and Location Indicator to Government Portal for Immediate Maintenance
[NO] 1309/1904 | Localized depth estimation of potential fields by CWT scalogram analysis
[NO] 1310/1904 | Active Movable-Element RIS Assisted Vehicular Semantic Communications: Modeling and Optimization
[NO] 1311/1904 | Scalable Dexterous Robot Learning With AR-Based Remote Human–Robot Interactions
[NO] 1312/1904 | Analysis of UAV-Enabled IoT Networks with Energy Harvesting and Wake-Up Radio
[NO] 1313/1904 | A Clustered Distribution Based Adaptive Weight MOEA/D for Constrained Multi-Objective Optimization
[NO] 1314/1904 | IEEE Computer Society: Unleash Your Potential
[NO] 1315/1904 | Table of Contents
[NO] 1316/1904 | HAXD 2026 Committees
[NO] 1317/1904 | Single-shot Vibe-coded Search Tool For Lifelog Data Layer
[NO] 1318/1904 | Cyber Multi-Agent LLM Systems in Practice: A Comparative Study of Prompt Engineering
[YES] 1319/1904 | Autonomous GenAI-Driven Quality Engineering Framework for Healthcare Systems
[NO] 1320/1904 | Surgical Transcription System for Laparoscopic Surgeries - Cholecystectomy
[NO] 1321/1904 | Coarse-to-Fine Failure Attribution for Long-Horizon LLM Multi-Agent Systems
[NO] 1322/1904 | A Framework for Optimizing Human-Machine Interaction in Classification Systems
[NO] 1323/1904 | Research on Layered State Recognition Method of Mixed-Bed Resin based on Improved Mask R-CNN
[NO] 1324/1904 | Student Stress Level Prediction using Voting Classifier based on Random Forest and XGBoost
[NO] 1325/1904 | A Multi-Metric Evaluation of K-Means Clustering for Tuberculosis Detection in Healthcare domain
[NO] 1326/1904 | A Generative AI-Based Framework for Retail Sales Forecasting and Demand Prediction
[NO] 1327/1904 | Layer Adaptive Error-Bounded Compression for Federated Learning on Edge Devices
[NO] 1328/1904 | Cloud-Based AI-Driven Sustainable Computing Optimizing Energy Efficiency and Carbon-Aware Data Centers for SDG 13 Implementation
[NO] 1329/1904 | Bioinformatics - Guided Identification of Biomarkers, Therapeutic Targets, and Candidate Drugs from Mimosa pudica (Makahiya) against Dengue, Zika, and Japanese Encephalitis Viruses
[NO] 1330/1904 | A Low-Carbon Economic Dispatch Method for Multi-Energy Complementary Microgrids Incorporating Tiered Carbon Trading
[NO] 1331/1904 | Real-Time Football Curve Shot Posture Assessment Using Multi-View Video Analysis and Markerless Pose Estimation
[NO] 1332/1904 | Comparative Analysis of Federated Learning Algorithms for Instruction Tuning on Lightweight Language Models: A Privacy-Preserving Approach
[NO] 1333/1904 | Node Scheduling Algorithm Based on Multi-Objective Optimization in Industrial Internet of Things
[NO] 1334/1904 | CAMQL-NPC: Enhancing Survival Behaviors in Dynamic Game Environments via Internal State Augmentation
[NO] 1335/1904 | Persian Speech Emotion Recognition Using Multi-Scale SincNet and cGAN-based Ensemble Learning
[NO] 1336/1904 | A Spatio-Temporal Deep Reinforcement Learning Framework for Algorithmic Trading Using Genetically Evolved Dynamic Knowledge Graphs
[NO] 1337/1904 | A Distributed Adaptive Deep Learning Architecture for Scalable Big Data Analytics
[NO] 1338/1904 | Multi-Acoustic Source Localization via Improved Joint Time-Frequency Feature Enhancement Method
[NO] 1339/1904 | MCWF-Net: A Multi-Channel Wavelet Fusion Network for Dual-Polarization SAR Ship Classification
[NO] 1340/1904 | A Review of ROS-Based Robot Navigation Technologies
[NO] 1341/1904 | SIMCap: Stacked Interaction Module for Refining Subject-Object Dynamics in Video Captioning
[NO] 1342/1904 | Preference-Conditioned Multi-Objective Reinforcement Learning for Spatiotemporally Constrained Heterogeneous UAV Swarms
[NO] 1343/1904 | Hybrid CNN and Transformer-Based Temporal Modeling for Deepfake Video Detection
[NO] 1344/1904 | SAV-G: A Global Routing Verification System for Mitigating IP Source Address Spoofing
[NO] 1345/1904 | PersonaEcho: A Personalized Voice Companion
[NO] 1346/1904 | A Hybrid Electromagnetic Tracking Method Combining Rotating Magnetic Field and Levenberg-Marquardt Optimization
[NO] 1347/1904 | An Adaptive Efficient-Swin Transformer Model for Robotic Pest Detection and Semantic Scene Understanding in Agriculture
[NO] 1348/1904 | A Convolutional Neural Network Model for Underwater Pulsed Sound Source Detection and Localization
[NO] 1349/1904 | BioGuard: A Privacy-Preserving Federated Framework for Edge-Optimized Continuous Multimodal Authentication
[NO] 1350/1904 | Performance Analysis of BLDC Motor Drive Employing Auto-Tuning type PID-Controller for the Speed Control
[NO] 1351/1904 | Dangerous driving behavior detection algorithm based on improved YOLO11s
[NO] 1352/1904 | Establishing a Baseline of Software Supply Chain Security Task Adoption by Software Organizations
[YES] 1353/1904 | RepoMind: Enhancing Repository-Level Code Generation via LLM Reasoning over Structured Repository Documentation
[YES] 1354/1904 | Hyalinos: From Type Inference to Community Knowledge
[NO] 1355/1904 | Hierarchical Enzyme Classification with Integrated Sequence and Folding‑Derived Representations
[NO] 1356/1904 | PNEA-MIL: Interpretable Multiple-Instance Learning for Whole-Slide Images through Positive-Negative Evidence Analysis
[NO] 1357/1904 | Robustness and Energy-Aware ECG Classification under Input and Model Compression
[NO] 1358/1904 | Exploring User Perspectives on Security and Privacy of Genetic Home Testing
[NO] 1359/1904 | Research on Cross-Domain Integrated Verification and Validation Technologies for Nuclear Safety- Level Data Processing Software
[NO] 1360/1904 | 2026 IEEE 26th International Symposium on Cluster, Cloud and Internet Computing Workshops (CCGridW)
[NO] 1361/1904 | Assessing Personality Consistency in Large Language Models: A Psychometric Framework for Human-Centric Quality of Experience
[NO] 1362/1904 | Logical Scalability in Big Data Architectures: Impact of Data Modeling on the Database Layer
[NO] 1363/1904 | Verifiable Semantic Consensus for AI Agents in Embedding Space
