[2026-06-10 23:25:24] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-09
正在获取论文...
[arXiv] 2026-06-09 | One-Step Self-Organized Multifunctional Micromotors via Evaporative Liquid-Liquid Phase Separation
[NO] 911/1929 | Empirical stratification for treatment effect heterogeneity with post-treatment variables
[NO] 912/1929 | Gaussian vs. Real Wavefunction of Nuclear Clusters and Hypernuclei
[NO] 913/1929 | Spectroscopic analysis of RGB stars in nine open clusters
[NO] 914/1929 | Ab initio study of magnetism in pristine and defective MnBi2Te4
[NO] 915/1929 | Adaptive identification of low-degree polynomials in quantum singular value transformation: application to nonlinear quantum properties estimation
[NO] 916/1929 | Nonreciprocal quantum rotation sensing via virtual-excitation enhancement in a spinning cavity
[NO] 917/1929 | Robust self-testing based on Gisin's arbitrary-input Bell inequality
[NO] 918/1929 | Field-Induced Up-Up-Down State and Frustrated Magnetism in a Non-Kramers Triangular Antiferromagnet
[NO] 919/1929 | Thermal Signatures of the Slater-Mott Crossover in the Hubbard Model: From Double Occupancy to Antiferromagnetic Correlation Length
[NO] 920/1929 | Learning Doubly Sparse Explicitly Conditioned Transforms
[NO] 921/1929 | Language-Driven Cost Optimization for Autonomous Driving
[NO] 922/1929 | Quasisymmetric rigidity of the Brownian sphere
[NO] 923/1929 | Inherent flux crosstalk and coupler-driven single-qubit gates in superconducting circuits
[NO] 924/1929 | A Functional Data Framework For Analyzing Shapes and Textures in Images
[NO] 925/1929 | Mind the Gap: Can Frontier LLMs Pass a Standardized Office Proficiency Exam?
[NO] 926/1929 | Higher-winding phases in one-dimensional non-Hermitian topological superconductors
[NO] 927/1929 | MINDS survey of silicates in T Tauri disks: Correlation between dust and gas
[NO] 928/1929 | Linearizability notions in equivariant birational geometry
[NO] 929/1929 | First detection of HDO ice in a protoplanetary disk
[YES] 930/1929 | Zorya: Automated Concolic Execution of Single-Threaded Go Binaries
[NO] 931/1929 | Every Word You Read: An Analysis of First-party Tracking on Kobo e-readers
[NO] 932/1929 | Adaptive Multi-User Scheduling for Large Language Model Inference on HBM-Based Processing-in-Memory Accelerators
[NO] 933/1929 | Towards Superhuman Imitation Learning for Sequential Head-and-Neck Cancer Treatment Decisions
[NO] 934/1929 | Early-Stage Product Line Validation Using LLMs: A Study on Semi-Formal Blueprint Analysis
[NO] 935/1929 | Calibration of Personality-Based Recommender Systems: Balancing Relevance and Diversity
[NO] 936/1929 | Analyzing Coarse-to-fine Generation of Diffusion Models through Image Editing Perspectives
[NO] 937/1929 | Beyond Disambiguation: Mapping and Quantifying Multilingual Polysemy Complexity
[NO] 938/1929 | SNARGs for NP and Non-signaling PCPs, Revisited
[NO] 939/1929 | IEEE Copyright and Consent Form
[NO] 940/1929 | ICCAR 2026 Cover Page
[NO] 941/1929 | 2026 8th International Conference on Information Science, Electrical and Automation Engineering (ISEAE)
[NO] 942/1929 | 2026 17th Student Research Conference on Applied Computing (SRC)
[NO] 943/1929 | Student-Centered Instruction in Undergraduate Electromagnetics: A Three-Subject Experience Across Two Campuses_supp1-3701307.pdf
[NO] 944/1929 | Cooperative and Distributed Interference Mitigation for Private 5G IoT in CBRS GAA Tier
[NO] 945/1929 | An Optimal Algorithm for Stochastic Vertex Cover
[NO] 946/1929 | Superquadratic Lower Bounds for Depth-2 Linear Threshold Circuits
[NO] 947/1929 | Reviving Thorup’s Shortcut Conjecture
[NO] 948/1929 | Provable Long-Range Benefits of Next-Token Prediction
[NO] 949/1929 | Improved Pseudorandom Codes from Permuted Puzzles
[NO] 950/1929 | Closure under Factorization from a Result of Furstenberg
[NO] 951/1929 | Determination of the Fifth Busy Beaver Value
[NO] 952/1929 | Blind Watermarking for Tabular Datasets in Machine Learning: A Primary Key Free Method
[NO] 953/1929 | Epidemic Event Extraction from News Media using Large Language Models
[NO] 954/1929 | Robust H
                    <sub>∞</sub>
                    Estimation for Nonlinear Complex Networks With Dynamic Links and Integral Measurements*
[NO] 955/1929 | Hybrid Renewable Energy Systems with Demand Response Integration
[NO] 956/1929 | AI-Enabled Cognitive Automata Framework for Self-Adaptive Orchestration in Hybrid Cloud–Edge IoMT Healthcare Systems
[NO] 957/1929 | Weather Pattern Analysis for Corn Yield Explainability
[NO] 958/1929 | A Comparative Study of Lightweight Python Web Frameworks for Undergraduate Beginners
[NO] 959/1929 | Locomotion Design and Experimental Validation of a 10-Ton-Class Firefighting Hexapod Robot
[NO] 960/1929 | Navigating the Future: AI in Shipping, Its Challenges and Legal Considerations
[NO] 961/1929 | Development of Attribute-Based Cryptographic Mechanism for Secure Medical Data Retention in Cloud Systems
[NO] 962/1929 | AI-Driven Cyber-Physical Systems for Obstacle Avoidance in Robotic Caregivers: A Comprehensive Framework for Enhanced Human-Robot Interaction
[NO] 963/1929 | A Gated Multi-Modal Fusion Framework Via Mixture of Experts for Environment-Aware UAV Detection
[NO] 964/1929 | Operational Scenario Generation for Microgrids using Generative Adversarial Networks and Improved Mean-Shift Clustering
[NO] 965/1929 | Leveraging Artificial Intelligence Model in Human Resources for Service Sector Organizations
[NO] 966/1929 | Federated Edge-AI and Digital Twin-Enabled IoT Framework for Real-Time Landslide Prediction and Multi-Modal Early Warning Systems in Arid and Mountainous Regions
[NO] 967/1929 | Deep Learning Framework for Overcrowding Detection and Stampede Mitigation
[NO] 968/1929 | Integration of AI and IoT in Transforming Customer Experience for Digital Marketing
[NO] 969/1929 | Real-Time Agricultural Environment Monitoring with ESP32 and Cloud Security
[NO] 970/1929 | IoT Integrated Dual-Side Water Pumping System For Sustainable Agriculture
[NO] 971/1929 | Intelligent Big Data Analytics Framework for Scalable and Real-Time Data Processing in Distributed Systems
[NO] 972/1929 | LAM-MD: A Large Action Model Integrated Multi-Agent Reinforcement Learning Framework for NOMA Networks
[NO] 973/1929 | DualRateECGNet: Multi-Rate Latent State Estimation for Contactless ECG Reconstruction from mmWave Radar
[NO] 974/1929 | A Novel Approach to Active Directory Management using AI-Driven Identity and Access Management for Enhanced Enterprise Security
[NO] 975/1929 | Performance Evaluation of Floating Solar Power Projects in India Using Multi-Criteria Decisionmaking Techniques
[NO] 976/1929 | Dynamic Output Feedback RMPC for NCSs under Round-Robin Protocol subject to Hybrid Attacks
[NO] 977/1929 | Machine Learning for Air Quality Monitoring with Low-Cost Sensors: Evaluating Calibration Approaches Through Relative Expanded Uncertainty
[NO] 978/1929 | SDAF: An Anti-Forgetting Federated Learning Framework for Anomaly Traffic Detection
[NO] 979/1929 | Exploring University Students Behavioral Intentions Toward Generative AI
[NO] 980/1929 | Predicting Social Media Addiction Among University Students Via Stacking Ensemble Machine Learning Models: A Comparative Study
[NO] 981/1929 | Fusing Instance-Based and Density-Based Learning for Enhanced Accident Prediction
[NO] 982/1929 | A High-Risk Prediction Method for Coal Mine Fires Incorporating Path-Coupled Features
[NO] 983/1929 | Understanding Consumer Trade-Offs in the Adoption of IoT Services: Privacy Concerns vs. Perceived Benefits in the Indian Context
[NO] 984/1929 | Adaptive Resource Management and Security in Fog-Based IoT Healthcare Systems
[NO] 985/1929 | Artificial Intelligence for A Greener Planet: Tackling Climate Change with Technology
[NO] 986/1929 | Distillation-Driven Graph Recommendation by Unifying Local and Global Signals
[NO] 987/1929 | Real-Time Fire Detection Using a Computer Vision-Based YOLOv11 Model on Raspberry Pi 5
[NO] 988/1929 | Traffic Congestion Management Techniques
[NO] 989/1929 | Improved ECC Algorithm Based on Dynamic Base Point and Dynamic Private Key and Its Application in Remote Capacity Verification Communication in Substations
[NO] 990/1929 | Fault-Tolerant Trajectory Tracking for Quadrotor UAVs via Sliding Mode Control
[NO] 991/1929 | Exploring the Human–AI Interface in Recruitment: A Qualitative Study of Chatbots in HRM
[NO] 992/1929 | PROMISE-Net: A Progressive Contextual Multi-Scale Integrated Network for Accurate Lung Nodule Segmentation and Classification
[NO] 993/1929 | Enhancing Collaborative Robotics through Large Language Model Integration: A Vision-Guided Approach Using ROS MCP Server
[NO] 994/1929 | The Rise of Mobile-First Financial Ecosystems through Telecom and Fintech Integration
[NO] 995/1929 | Design and Implementation of a Dual-Input Boost Converter with a State-Space MPPT Controller
[NO] 996/1929 | Machine Learning–Based Access Quality Prediction and Trigger-Based Mitigation in Wi-Fi Networks
[NO] 997/1929 | A Hierarchical Virtual Machine Scheduling Algorithm for Multi-Zone Heterogeneous Environments
[NO] 998/1929 | Skin Lesion Classification for Melanoma Detection Using Pretrained CNN Architectures
[NO] 999/1929 | Electromechanical Coupling Modeling of Piezoelectric-Electromagnetic Vibration Energy Harvesters Under Transmission Line Micro-Wind Vibration
[NO] 1000/1929 | 3A Novel EnvAdaptive-CFAR Radar Target Detection Method in Extreme Environments
[NO] 1001/1929 | Adasa: Cross-Domain Deepfake Detection Using Multi-Stream Multimodal Fusion
[NO] 1002/1929 | Initial Development of Fault Tolerant Agricultural Robotic System using ROS2
[NO] 1003/1929 | Nyaya Panchayats in India: A Study of Their Role, Effectiveness, and Future Prospects
[NO] 1004/1929 | A Bayesian Hyperparameter Optimization Approach for SVM Based Islanding Detection in Microgrids
[NO] 1005/1929 | Gen AI - Enhanced IIOT System for Automated Carbon Monitoring and Hazard Prediction
[NO] 1006/1929 | A Unified Big Data Analytics Framework using AutoML and Deep Learning for Real-time Business Intelligence
[NO] 1007/1929 | LoRa-based IoT System for Remote Phytosanitary Monitoring in Agriculture
[NO] 1008/1929 | Design and Simulation of Automated Dual Rotor Mechanism on Solar Powered Sugarcane Harvesting
[NO] 1009/1929 | Route Visualization and Smart Navigation Aid for Dense Urban Areas Using Google Maps and Street View Integration
[NO] 1010/1929 | Impact of Demographic Variables on Attitudes, Norms, and Behavioral Control in Health Product Buying
[NO] 1011/1929 | Deep Learning Framework (DLF) for Video Analysis for anomaly applying Techniques on Edge Devices, Leveraging Multimodal Fusion and Self-Supervised Machine Learning to Reduce Dependence on Datasets for Deduction in Chilli Crop Cultivation
[NO] 1012/1929 | A Data-Driven Artificial Intelligence and Business Analytics Model for Optimizing Fertilizer Use in Precision Agriculture
[NO] 1013/1929 | EduVault: A Blockchain-Based Framework for Secure Academic Credential Management and Verification
[NO] 1014/1929 | Task-Driven Semantic Compression for Underwater Robotic Vision: A Multi-Task Deep Learning Framework
[NO] 1015/1929 | A TVAE-Driven Data Augmentation and Explainable Ensemble Framework for Early Gallstone Disease Detection
[NO] 1016/1929 | Improving Reading Fluency in Elementary Students: The Role of ICT-Based Learning Tools
[NO] 1017/1929 | AI-Driven Psychoeducational Analytics for Early Detection of Academic Risk in Colombian Schools
[NO] 1018/1929 | Copyright Page
[NO] 1019/1929 | Effect of Microfocused Ultrasound on the Rheological Properties of Crosslinked Hyaluronic Acid: An In Vitro Study
[NO] 1020/1929 | Enhancing Acoustics Education Through Experiential Learning: Implementation of an Impedance Tube for Teaching Sound Absorption in Materials
[NO] 1021/1929 | Transdisciplinarity Between Leadership and Design in a Computer Science Undergraduate PjBL Course
[NO] 1022/1929 | STI Silicon Etch Process Wafer Uniformity Improvement Using Out-of-Phase Coil Current and Motorized Radial Assembly Dial
[NO] 1023/1929 | Unsupervised Deep Autoencoder-Based Clustering for mining the Metabolic Syndrome
[NO] 1024/1929 | Combining Design Thinking and Product Development Tools to Promote Innovation in the Classroom
[NO] 1025/1929 | Design of a Novel Microwave Resonant-Cavity Plasma Reactor Based on a Circular Antenna Array
[NO] 1026/1929 | Trustworthiness in Connected Autonomous Vehicles: Standards, Tradeoffs With Efficiency and Comfort, and Architectural Choices
[NO] 1027/1929 | Octopus-Inspired Embodied Tactile Intelligence: A Universally Calibrated Miniature Vision-Based Suction Cup
[NO] 1028/1929 | DFT-s-OFDM with Chirping for Integrated Sensing and Communications in 6G and Beyond
[NO] 1029/1929 | Why is Cooperative ISAC Needed for 6G?
[NO] 1030/1929 | Embodied Teaching for Powered Exoskeletons via Variance-Decomposed Impedance Learning
[NO] 1031/1929 | ThermalCC: Robust Crowd Counting by Relying Solely on UAV Thermal Imaging
[NO] 1032/1929 | MNOT-Planner: Time-Optimal Trajectories for Nonholonomic Multivehicle Using Nonhomotopic Trajectories Guidance
[NO] 1033/1929 | Supercontinuum-Assisted Self-Third-Harmonic Generation in Ta2O5 Waveguides Revealed by Phase Matching and Spatial-Mode Analysis
[NO] 1034/1929 | Satellite Optical Remote Sensing of Clouds and Aerosols: From Particle Single-Scattering and Gaseous Absorption Through Radiative Transfer to Retrieval Products
[NO] 1035/1929 | Consumable Qualification and Process Optimization in Oxide CMP via RPM-Driven Recipe Engineering
[NO] 1036/1929 | Random Forest-Based Identification of Defect-Causing Steps in Semiconductor WET Processes
[NO] 1037/1929 | Enhancing Industrial Engineering Education through LEGO®-Based Simulation: A Hands-On Approach to Teaching Overall Equipment Effectiveness (OEE)
[NO] 1038/1929 | A Multimodal Vision–Language Framework for Yield-Oriented and Explainable Wafer Defect Reasoning
[NO] 1039/1929 | A Non-Invasive Ensemble Learning Approach for the Diagnosis of Pancreatic Cancer
[NO] 1040/1929 | Imputation of Missing Data in IoT Using an MLP Neural Network Optimized by the GOA
[NO] 1041/1929 | Selection of Meteorological Key Factors and an Interpretable Identification Method for Transmission Tower Collapse Risk under Severe Convective Weather
[NO] 1042/1929 | Reconfigurable Computing Challenge: Deploying SmolVLA Model on an AMD XDNA NPU
[NO] 1043/1929 | Multi-Operator Image Resizing Using Saliency-Aware Seam Carving
[NO] 1044/1929 | Provincial-Level Short-Term Load Forecasting Using TimeXer with TCN and Gated Cross-Attention
[NO] 1045/1929 | Bi-level Capacity Planning and Scheduling of Energy Storage Systems via Multi-Fidelity Quantile-Robust Bayesian Optimization
[NO] 1046/1929 | Modeling analysis of thermal and stress behavior of energy storage cabin with sodium ion battery
[NO] 1047/1929 | Optimal Configuration Design of DC Collection and Transmission System of Large-Scale Offshore Wind-Solar Power Plant
[NO] 1048/1929 | TransDot: An Area-efficient Reconfigurable Floating-Point Unit for Trans-Precision Dot-Product Accumulation for FPGA AI Engines
[NO] 1049/1929 | Comprehensive DC Fault Characterization and Fast-Stabilizing Control Strategy for Bipolar Hybrid Cascaded MTDC Systems
[NO] 1050/1929 | Table of Contents
[NO] 1051/1929 | A Prediction model of wind and photovoltaic joint power considering multiple meteorological characteristics
[NO] 1052/1929 | Fault Identification of Transmission Equipment Under Strong Convective Weather of Northeast Cold Vortex Based on Stochastic Configuration Networks
[NO] 1053/1929 | A Novel Framework to Convert Public Source URLs to Cryptographic-Enabled API Key
[NO] 1054/1929 | Promoting Research Skills in EDUNINE 2026 Doctoral Symposium
[NO] 1055/1929 | A Dual-branch Network with Cross-scale Feature Interaction and Alignment for Weakly Supervised Whole Slide Image Analysis
[NO] 1056/1929 | Abnormal Voltage Compensation for Phase-shifted PWM-based Multi-sampled Cascaded H-bridge Converters in EV Fast Charging Stations
[NO] 1057/1929 | Cross-Tracer Synthesis Model of
                    <sup>11</sup>
                    C-CFT and
                    <sup>18</sup>
                    F-DOPA PET Images from
                    <sup>18</sup>
                    F-FDG for Parkinson's Disease
[NO] 1058/1929 | Tactile Sensing for Wheeled Robot Navigation in Open Worlds: A Simple yet Robust Approach
[NO] 1059/1929 | Towards Wearable Sensor-based Human Activity Recognition: A Survey
[NO] 1060/1929 | A Closed Loop Model Predictive Control for Beamforming in RIS-aided Communications
[NO] 1061/1929 | Heterogeneous Graph-Based Partner Recommendation for EU Framework Programmes
[NO] 1062/1929 | Automated Denoising of Mammographic Microcalcifications Using Wavelet-Based Attention Deep Network for the Medical Internet of Things
[NO] 1063/1929 | Monitoring Agricultural Transformation and Its Impacts on Water Resources in the Gharb Plain, Morocco, Using Machine Learning and Remote Sensing
[NO] 1064/1929 | Enhancing Stability and Transient Response of LLC Resonant Converters Using a Reduced-Order Model with Pole-Zero Cancellation
[NO] 1065/1929 | Front Cover
[NO] 1066/1929 | Passive Broadband Achromaticity in Fiber-Integrated Multifocal Metalens via Flat-Top Energy Window
[NO] 1067/1929 | Knowledge Graph-based Debiasing for Trustworthy Recommendation Systems
[NO] 1068/1929 | Performance Analysis and Optimization of FAS-ARIS Communications for 6G: System Modeling and Analytical Insights
[NO] 1069/1929 | Extremum Seeking With Double Integrators in the Presence of Local Extrema
                    <sup>*</sup>
[NO] 1070/1929 | Towards Sustainable Smart Cities with AGI-Enabled Cyber-Physical-Social-Thinking Systems: A Comprehensive Review
[NO] 1071/1929 | Referral Required: When AI Blocks Access to Human Doctors
[NO] 1072/1929 | Sustaining Bε-Tree Efficiency on Single-Access-Port Racetrack Memory in Cyber-Physical System
[NO] 1073/1929 | Large Language Model Driven Clinical Knowledge Graph Enhancing Medical Decision Accuracy
[NO] 1074/1929 | Improved CBBA for Multi-AUV Task Allocation Under Weak Acoustic Communication Using a Five-Regime Evaluation with 6-DOF Dynamics
[NO] 1075/1929 | Enhancing Cross-Border Financial Transactions with AI-Driven Blockchain Solutions - A Deep Neural Network Approach
[NO] 1076/1929 | Data Stream Processing Effectiveness in Heterogeneous Computing Environments
[NO] 1077/1929 | Structure-Aware Diffusion Policy for Bimanual Cooperative Manipulation_supp1-3701562.mp4
[NO] 1078/1929 | Co-deterioration Study of Nanoparticle-Modified Oil-Paper Insulation Systems Under Electric and Thermal Fields Based on Molecular Dynamics
[NO] 1079/1929 | Borsuk-Ulam and Replicable Learning of Large-Margin Halfspaces
[NO] 1080/1929 | Secretary, Prophet, and Stochastic Probing via Big-Decisions-First
[NO] 1081/1929 | Memory Reallocation with Polylogarithmic Overhead
[NO] 1082/1929 | A Unified Approach to Memory-Sample Tradeoffs for Detecting Planted Structures
[NO] 1083/1929 | Learning Read-Once Determinants and the Principal Minor Assignment Problem
[NO] 1084/1929 | Sublogarithmic Distributed Vertex Coloring with Optimal Number of Colors
[NO] 1085/1929 | TransExplain-LD: Emotion-Aware and Explainable Machine Translation with Adaptive Latent Depth
[NO] 1086/1929 | Handwritten Morse Code Recognition Using Convolutional Neural Networks
[NO] 1087/1929 | Unveiling Factors Influencing University Students’ Intention to Adopt AI-Based Teaching Assistance
[NO] 1088/1929 | Smart Cloud and IoT Architectures for AI-Powered Personalization and Scientific Data Systems
[NO] 1089/1929 | How Low Can Medical Llms Go? an Empirical Study of Low-Bit Quantization
[NO] 1090/1929 | Blind Separation Algorithm for Convolutive Frequency-Hopping Signals Based on Dynamic Step-size IVA
[NO] 1091/1929 | Classic and Quantum Task-Based Intelligent Runtime for QIRs Running on Multiple QPUs
[NO] 1092/1929 | The Convergence of AIML, Humanoid Robotics, and the Metaverse: A Framework for Next-Generation Consumer Engagement
[NO] 1093/1929 | Three-Vector MPCC-LADRC Cascade Control Strategy and Performance Analysis for Permanent Magnet Synchronous Motors
[NO] 1094/1929 | Model of a Linear NEMS Comb Drive Accelerator for MAC Operations
[NO] 1095/1929 | Optimization of Material Allocation in a Dedicated Storage System Using a Linear Programming Model
[NO] 1096/1929 | Federated Learning and Differential Privacy Preserve for Precise Disease Prediction
[NO] 1097/1929 | Trajectory Optimization of AUV for Oil Spill Monitoring Based on ConvLSTM Environmental Prediction*
[NO] 1098/1929 | Spatio-Temporal Analysis of Traffic Accidents in Bahrain using Geographic Information System
[NO] 1099/1929 | Design of a Low-Noise Wideband Preamplifier Based on Multiple Discrete Current Sources
[NO] 1100/1929 | A Hybrid Monkey Spider Optimization Approach for Economic Load Dispatch with Renewable Energy
[NO] 1101/1929 | From Isolation to Integration: Road Infrastructure Development and Economic Growth of Eastern and North-Eastern States of India
[NO] 1102/1929 | AI-Powered Circular Economy: Towards More Sustainable and Efficient Industrial Operations
[NO] 1103/1929 | AI-Powered Smart Defect Detection System for Printed Circuit Boards
[NO] 1104/1929 | Optimizing End-to-End Communication Latency in UAV-Satellite Integrated Networks
[NO] 1105/1929 | A Data Driven Approach to Analyze Crime Data of Los Angeles
[NO] 1106/1929 | A Programmable CRISPR-Phage Strategy to Disable Antibiotic Resistance and Biofilm Formation in Pseudomonas aeruginosa
[NO] 1107/1929 | An enhanced Lightweight Key Synchronization scheme for Secure IoT Communication in smart cities
[NO] 1108/1929 | DCS-Based Coal Feed Control for Variable-Load Power Units
[NO] 1109/1929 | Study on the Detection and Tracking of Broken Pavement Using YOLO Based on Retinex Image Processing
[NO] 1110/1929 | Intelligent Human Detection for Efficient Disaster Response
[NO] 1111/1929 | STAMICS: Splat, Track and Map with Integrated Consistency and Semantics for Dense RGB-D SLAM
[YES] 1112/1929 | Benchmarking the Benchmarks for Quantum Code Generation with LLMs
[NO] 1113/1929 | Welding Robot Selection in Automotive Seat Frame Manufacturing: Pythagorean Fuzzy Analytic Hierarchy Process
[NO] 1114/1929 | Innovation in Educational Media: Development of Augmented Reality-Based Multimedia Flashcards for Introducing Yogyakarta's Local Culture
[NO] 1115/1929 | Design and Optimization of Rocker Arm of Diesel Engines by Using Finite Element Method
[NO] 1116/1929 | Depression Detection Using Social Media and Multimodal Data: Toward Explainable and Fair Deep Learning Advances
[NO] 1117/1929 | Lightweight and Explainable Phishing URL Detection Using Feature Selection and XGBoost
[NO] 1118/1929 | A Robust Incremental Deadbeat Predictive Current Control for SPMSM With Double-Weighted Compensation
[NO] 1119/1929 | Evaluating the Environmental and Occupational Impact of Work-From-Home Practices: A Sustainable Shift in Post-Pandemic Workforce Dynamic
[NO] 1120/1929 | Introducing IEEE Collabratec
[NO] 1121/1929 | Vibration of Soft, Twisted Beams for Underactuated Quadrupedal Locomotion_supp1-3686693.mp4
[NO] 1122/1929 | IEEE Copyright and Consent Form
[NO] 1123/1929 | Keynote 1 - Think global, Act local: An alternative approach to social networking
[NO] 1124/1929 | IEEE Copyright and Consent Form
[NO] 1125/1929 | IEEE Copyright and Consent Form
[NO] 1126/1929 | IEEE Copyright and Consent Form
[NO] 1127/1929 | FENDT 2025 Commentary
[NO] 1128/1929 | A Subjective Logic-based method for runtime confidence updates in safety arguments
[NO] 1129/1929 | ShipNN: On-Device, Ship Identification from Underwater Noise
[NO] 1130/1929 | Learning to Detect Baked Goods with Limited Supervision
[YES] 1131/1929 | APIMatch-ATT&amp;CK: Automatically Mapping Android APIs to MITRE ATT&amp;CK Techniques
[NO] 1132/1929 | A Modular UAV-Based Framework for Apple Detection and Yield Extrapolation from 3D Point Clouds
[NO] 1133/1929 | DEG-Net: An Efficient Deep Neural Network for Railway Track Crack Segmentation
[NO] 1134/1929 | Deadline-Driven Deterministic Wireless Communication for Time-Sensitive Industrial Cyber-Physical Systems
[NO] 1135/1929 | Convolutional Estimation of Reactive Betweenness and Dependency from DC Load Flow Data
[NO] 1136/1929 | Integrating AI in Food Engineering Education: Raising Student Competencies in Market Research and Consumer-Driven Product Development
[NO] 1137/1929 | Upgrading LSTM-Attention to a Transformer Decoder for Image Captioning with Object and Visual Features
[NO] 1138/1929 | Student Perceptions of Usefulness and Ease of Use of a Gamified Learning Platform in STEM Courses
[NO] 1139/1929 | Correlation between particles and induced voids at the bonding interface
[NO] 1140/1929 | Low-Precision POSIT Arithmetic for Spiking Neural Networks with Kahan Summation
[NO] 1141/1929 | A novel approach for controlling robotic eye movement using U-Net based model
[NO] 1142/1929 | Intelligent Model for Identifying Defective Aircraft Parts
[NO] 1143/1929 | Measuring Changes in Sustainability Knowledge: A Case Study of a Civil Engineering Course
[NO] 1144/1929 | Research on Integrated AC/DC Shore Power Supply based on DC Bus
[NO] 1145/1929 | When Systolic Arrays Meet AI Engines: Architectural Constraints on AMD Versal ACAP
[NO] 1146/1929 | Interpretable Stacking Ensemble for Photovoltaic Power Forecasting under Extreme Low Irradiance
[NO] 1147/1929 | A Smart On-Site Verification System for 220-kV Voltage Transformers With Multi-Source Data Fusion and Credibility Assessment
[NO] 1148/1929 | Compliant Magnetic Sensor Arrays Enable Real-Time Force Myogram Pattern Recognition for Dexterous Hand Control by Amputees
[NO] 1149/1929 | An RGB-Event Hierarchical Fusion Enhancement Network for Object Detection
[NO] 1150/1929 | Message Passing Based Bayesian Detection for Distributed Dual-Channel Passive MIMO Radar
[NO] 1151/1929 | Transmission Cross Section of Electrically Large Dielectric Interface
[NO] 1152/1929 | Optical Simulation &amp; Image Quality for Automotive Semantic Segmentation
[NO] 1153/1929 | Manipulation of Deformable Objects with Soft Grippers Based on Adaptive Fuzzy Control and a Self-Supervised Feature Descriptor
[NO] 1154/1929 | PIVOT: A Framework for High-Fidelity Facade PV Layouts via Generative Seeding and Differentiable Optimization
[NO] 1155/1929 | Control-Integrated Pipeline for Diseasome Analysis: A Case Study on Hypertension Comorbidities in U.S. Veterans_supp7-3698948.pdf
[NO] 1156/1929 | Beyond Artifacts: Enhancing Morphing Attack Detection with Beauty Latent Features
[NO] 1157/1929 | High-Performance Mid-Infrared Photodetector Based on WSe
                    <sub>2</sub>
                    /WTe
                    <sub>2</sub>
                    /WS
                    <sub>2</sub>
                    P-Type-Semimetal-N-Type Heterojunction
[NO] 1158/1929 | Polarization-Stable Conformal FSS for ISM-Band (5.8 GHz) EMI Shielding in Conformal IoMT Devices
[NO] 1159/1929 | DeGMix: Efficient Multi-Task Dense Prediction with Deformable and Gating Mixer
[NO] 1160/1929 | Thermo-Mechanical Frequency Stability and Anisotropic Modeling of Carbon Fiber-Reinforced PETG Accelerometers for Additive Manufacturing
[NO] 1161/1929 | Physically-Based Polarization Reflection Separation for Laser Stripe Extraction on Highly Reflective Metal Surfaces_supp2-3699730.mp4
[NO] 1162/1929 | Adaptive Cross Section Optimization Method for Oversized Circular TE
                    <sub>01</sub>
                    -Mode Waveguide Bends
[NO] 1163/1929 | Multilevel Converter based PV-system with Low-voltage Global Maximum Power Point Tracking during Partial Shading
[NO] 1164/1929 | RIS-Assisted Atomic MIMO Receiver
[NO] 1165/1929 | Active Neutral Point Clamped Configured Topologies with Equal and Unequal Step Voltages: Topological Derivation and Performance Assessment
[NO] 1166/1929 | Efficient Attention-Mamba Trajectory Prediction for Intelligent Vehicles Based on Self-Supervised Learning
[NO] 1167/1929 | Single-Stage Instance Segmentation Survey: A “1+2+3” Technical Framework
[NO] 1168/1929 | LegoBot: Modular, Compact, Device-Agnostic Robot for Endovascular Catheter and Guidewire Manipulation in Stroke Thrombectomy
[NO] 1169/1929 | Performance Analysis on Hybrid NOMA under Varying Channel Conditions
[NO] 1170/1929 | A Blind Signal Detection Method Based on Constrained Dual-Cluster K-means for FSO Communications with Atmospheric Turbulence
[NO] 1171/1929 | A Closed-Form Phase Design for RIS-Aided UCA-OAM Systems
[NO] 1172/1929 | A Location-Sensitive Gaussian Attention Transformer Method for Hyperspectral Target Detection
[NO] 1173/1929 | BIFFNet: Bi-Branch Interaction and Frequency-Domain Feature-Enhanced Network for Remote Sensing Change Detection
[NO] 1174/1929 | Enhancing Privacy-Preserving Software Development from a Developers' Perspective: A Survey
[NO] 1175/1929 | Bidding Strategies for Multi-Type Charging Operators in Peak-Shaving Markets
[NO] 1176/1929 | Research on Space Power Supply Technology Based on GaN Device
[NO] 1177/1929 | An MLP-Based Multi-Frequency Enhancement Long-term Prediction Model for Multivariate Load Forecasting
[YES] 1178/1929 | DiffRouter: A Differentiable Routing Framework for UltraScale FPGAs
[NO] 1179/1929 | A Transfer Learning Modeling Framework Fusing Domain Knowledge and Its Application in District Heating Network
[NO] 1180/1929 | Research on Electric Field Distribution of Composite Insulators under Different Extreme Weather Conditions
[NO] 1181/1929 | A Computationally Efficient Hierarchical MPC with Adaptive Horizon for Real-Time Electro-Thermal Control of IGBTs
[NO] 1182/1929 | Multi-objective Optimization Scheduling for Integrated Energy Systems Considering Exergy Efficiency and Stepped Carbon Trading
[NO] 1183/1929 | Degradation-Aware Stochastic Sizing of Second-Life Battery Energy Storage System for Microgrids
[NO] 1184/1929 | Intention to Continue Using Information Technology in Accounting Information Systems–The Mediating Role of Information Technology Mindfulness
[NO] 1185/1929 | Workshop: Fostering Quality Participation and Critical Thinking in Hybrid Classrooms with the Whytson App
