[2026-06-30 23:13:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-29
正在获取论文...
[arXiv] 2026-06-29 | Real-Time Underwater Image Enhancement via Frequency-Guided Dual-Path Attention
[NO] 990/1986 | From Cradle to Cloud: A Life Cycle Review of AI's Environmental Footprint
[NO] 991/1986 | Design and Reliability Assessment of a Reconfigurable Tunneling Device for Ultra Low-Power Applications
[NO] 992/1986 | BioMutFed+: Mutation-Driven Federated Learning for IIoT
[NO] 993/1986 | LLM-Enhanced Accumulated Learning Prediction for Evolutionary Dynamic Multiobjective Optimization
[NO] 994/1986 | Water-KAN: Efficient Underwater Image Enhancement via Kolmogorov-Arnold Networks
[NO] 995/1986 | C
                    <scp>ounter</scp>
                    F
                    <scp>ace</scp>
                    : A Synthetic Face Dataset for Fine-Grained Counterfactual Evaluation of Face Recognition Systems
[NO] 996/1986 | Index
[NO] 997/1986 | Proving Use Requirements of Interactive Systems with Remote Monitoring and Control Capabilities EICS024
[NO] 998/1986 | PACMCGIT V9N3, SIGGRAPH Art Papers, July 2026 Editorial 25e
[NO] 999/1986 | Gorgon Loop: An Interactive Art Installation Revealing Algorithmic Judgment through Machine Vision and Generative Language 390
[NO] 1000/1986 | Light Architecture: Translating the AI Black Box into Immersive Experience 34
[NO] 1001/1986 | The Fragility of Moral Judgment in Large Language Models
[NO] 1002/1986 | Three Models of RLHF Annotation: Extension, Evidence, and Authority
[NO] 1003/1986 | When the Shield Became the Sword: Gendered Revenge Effects on Safety Platforms
[NO] 1004/1986 | Sustainable AI research? Researchers' perceptions of the environmental impact of AI and emissions-feedback tools
[NO] 1005/1986 | Taste for Privacy: How Context, Identity, and Lived-Experience Shape Information Sharing Preferences
[NO] 1006/1986 | Tradeoffs are Domain Dependent: Improving Accuracy and Fairness in Property Tax Assessments
[NO] 1007/1986 | A Neuro-Symbolic Framework for Legal Accountability in Public-Sector AI
[NO] 1008/1986 | Convolutional Neural Network Based Detection of Abnormal Business Behavior in Smart Grid Information System
[NO] 1009/1986 | Integrating Health Sensing into Cellular Networks: Human Sleep Monitoring Using 5G Signals
[NO] 1010/1986 | Model Complexity Must Match Data Regularity: Benchmarking LSTM, Attention, and Hybrid Models for Household Electricity Prediction
[NO] 1011/1986 | Classifying Student Course Evaluations with ChatGPT: Exploring LLMs for Educational Quality Assessment in Engineering Education
[NO] 1012/1986 | A Methodological Template for Explainable ML on Small Biomedical Datasets: Post-Split Augmentation and SHAP Analysis Applied to Parkinson's Gait
[NO] 1013/1986 | Project-Based Learning for Year 1 Students in the Context of Robotics and Artificial Intelligence: A Robotics Challenge
[NO] 1014/1986 | Evaluation of U.S. 5G Testbeds: Limitations, Trends, and Pathways to 6G
[NO] 1015/1986 | Feature-Index Disclosure in Encrypted Linear Screening
[NO] 1016/1986 | Deep-Tree: Integrating Deep Semantic Representation and Tree-based Ensembles for Cloud Resource Efficiency Prediction
[NO] 1017/1986 | Advancing STEM Education: Artificial Intelligence, Metaverse, and the Rise of Adaptive Learning Ecosystems
[NO] 1018/1986 | Toward Sustainable Development in Latin America: ESG, Innovation, and Engineering Education
[NO] 1019/1986 | Importance and Teaching of Simulation Skills at Electronics Engineering Students
[NO] 1020/1986 | WiLoc: Massive Measured Dataset of Wi-Fi Channel State Information with Application to Machine-Learning Based Localization
[NO] 1021/1986 | RESCUE: Opportunistic Online Scheduling of Model Retraining on Underutilized Edges
[NO] 1022/1986 | An Autonomous Navigation Framework Based on Dynamic Cognitive Maps and Large Language Models
[NO] 1023/1986 | LeJOT-AutoML: LLM-Driven Feature Engineering for Job Execution Time Prediction in Databricks Cost Optimization
[NO] 1024/1986 | The Impact of Project-Based Learning on First-Semester Software Engineering Students’ Sense of Community: A Mixed-Methods Study
[NO] 1025/1986 | EExApp: GNN-Based Reinforcement Learning for Radio Unit Energy Optimization in 5G O-RAN
[NO] 1026/1986 | PIR-DSN: A Decentralized Storage Network Supporting Private Information Retrieval
[NO] 1027/1986 | A Survey on Centrality in Satellite Networks
[NO] 1028/1986 | WIP: AI-Driven Support for Adaptive Learning in Computer Programming Education Based on Established Pedagogical Theories
[NO] 1029/1986 | Bridging Theory and Practice: Teaching Quantum Algorithms Through MATLAB
[NO] 1030/1986 | AI-Driven Autonomous Defense for Oil and Gas Critical Infrastructure: Reproducible Testbeds and Open Datasets for Cyber-Physical Resilience
[NO] 1031/1986 | FHECrafter: A Multi-Agent Framework for Automated Fully Homomorphic Encrypted Tensor Program Generation
[NO] 1032/1986 | Controlled Granularity Tuning for Log-Based Anomaly Detection in Converged HPC-Cloud Environments
[NO] 1033/1986 | Optimal exponents for the Schlick reflectance approximation
[NO] 1034/1986 | Towards Education for All: Low-Cost Analog Communications Labs for the Global South
[NO] 1035/1986 | Comparative Study of Pose Estimation Techniques for Remote Range of Motion Monitoring in Healthcare
[NO] 1036/1986 | RSSIFilter: Selective RFID Tag Reading via RSSI Thresholding
[NO] 1037/1986 | C4-Symmetric Hooked-Arm Antenna with Multiband Scaling and Modal Reconfigurability
[NO] 1038/1986 | Three-Layer Defense Mechanism for Decentralized Federated Learning
[NO] 1039/1986 | Dual-Wavelength Q-Switched Fiber Laser Based on Cobalt Ditelluride Saturable Absorber
[NO] 1040/1986 | GLOW-TW: Full-Field Depth Estimation for Wide–Tele Heterogeneous Stereo
[NO] 1041/1986 | EEG-Conditioned Emotional Speech Synthesis with Grad-TTS
[NO] 1042/1986 | A Neuro-Symbolic Fusion Framework for Evaluating Knowledge Graph Support in Graph-RAG
[NO] 1043/1986 | MGOA-ReID: Multi-Granularity Occlusion-Aware Person Re-Identification with Self-Supervised Visibility Modeling
[NO] 1044/1986 | Communication Performance Evaluation in Complex Environments Based on Statistical Analysis and Multi-parameter Correlation
[NO] 1045/1986 | RadCloudSplat: Scatterer-Driven 3D Gaussian Splatting with Point-Cloud Priors for Radiomap Extrapolation
[NO] 1046/1986 | Acoustic RIS for Massive Spatial Multiplexing: Unleashing Degrees of Freedom and Capacity in Underwater Communications
[NO] 1047/1986 | Multi-Agent System for Orchestrating Retrieval and Multimodal Reasoning in Cloud Environments
[NO] 1048/1986 | Multi-Axis Evaluation of Adverse Drug Event Classification: Clinical Error Cost, Linguistic Failure Taxonomy, and Leakage-Corrected Benchmarks on ADE Corpus V2
[NO] 1049/1986 | Technical Program Committee
[NO] 1050/1986 | Breast Cancer Lesion Classification Using Weighted Bag-of-Visual-Words and Ensemble Learning
[NO] 1051/1986 | Secure 6G Edge Intelligence Using Federated Distillation: Compression-Resilient TinyML Under Non-IID Data for Industrial Cyber-Defence
[NO] 1052/1986 | Multi Perspective Cross Attention Network for Group Activity Recognition
[NO] 1053/1986 | Instruction Tuning via Hybrid Data Selection: A Framework for Balancing Quality and Semantic Diversity
[NO] 1054/1986 | Foreword
[YES] 1055/1986 | One Size Does Fit All: Exploring Model Fusion for Software Engineering Tasks
[YES] 1056/1986 | TLR: Codebase-Level C Memory Management Error Repair with Large Language Models
[NO] 1057/1986 | Dual-Mode Fault-Tolerant Control of n×3-phase Permanent Magnet Synchronous Motor Under Open-Phase Fault
[NO] 1058/1986 | Author Index
[NO] 1059/1986 | Trustworthiness Evaluation System for the Closed-Loop Application of Online Security and Stability Defense Decision-Making System
[NO] 1060/1986 | Prediction of Day-Ahead Wind Power Ramp Intervals Based on Validation-Calibrated Probabilistic Localization
[NO] 1061/1986 | Case Study of Decay-like Core Rod Failure of On-Site Interphase Spacers Used in 500 kV Overhead Power Transmission Lines
[NO] 1062/1986 | Electrode Fracture Between Self-Healing Points in Metallized Film Capacitors: Experiments and Mechanistic Modeling
[NO] 1063/1986 | DC Breakdown Characteristics of Oil-Paper Insulation under Influence of Different Factors
[NO] 1064/1986 | Power System Carbon Flow Tracing Based on Admittance Matrix
[NO] 1065/1986 | A Comprehensive Study on the Performance of DPWM in NPC Converter
[NO] 1066/1986 | Molecular Dynamics Simulation of the Interface Interaction Between Various Plant-based Ester Oils and Capacitor Insulating Films
[NO] 1067/1986 | A Multi-Machine Parallel Stability Enhancement Strategy for Grid-Forming Converters Based on a Hybrid of Grid Voltage Feedforward Control and Virtual Impedance Control
[NO] 1068/1986 | A High-Sensitivity Leakage Fault Detection Method for TN-C-S Systems Based on Active Sensing of Neutral Point Voltage
[NO] 1069/1986 | V
                    <sup>2</sup>
                    Control of Series-Capacitor Buck Converters
[NO] 1070/1986 | Machine-Learning-Based Prediction of Transient B-H Characteristics in Magnetic Cores
[NO] 1071/1986 | Comparative Performance Analysis of Fractional-Slot Nine-Phase and Three-Phase Motors Based on Winding Reconfiguration
[NO] 1072/1986 | Intelligent Evaluation Method for the Health Status of Dry-Type Air Core Reactor Based on Vibration Distribution Characteristics
[NO] 1073/1986 | Ground Fault Protection Scheme for Renewable Power Transmission Lines Based on Fault Characteristics of Inverter-Based Resources
[NO] 1074/1986 | Current Harmonic and Electromagnetic Force Characteristics of IPMSM under Various Load and Speed Conditions
[NO] 1075/1986 | A Constrained Dual Branch Neural Network with Feature Recursive Analysis for SoC estimation of Lithium Titanate Batteries
[NO] 1076/1986 | Wear Characteristics and Failure Mechanism of Electrical Connection Components in Converter Transformer Valve-Side Bushings
[NO] 1077/1986 | Hybrid Modulation Strategy for Excitation Converters in Doubly Fed Pumped Storage Systems
[YES] 1078/1986 | PoCGen: Generating Proof-of-Concept Exploits for Vulnerabilities in Npm Packages
[YES] 1079/1986 | It Takes Two: Option-Aware Directed Greybox Fuzzing for Vulnerability PoC Generation
[NO] 1080/1986 | When Shared Worlds Break: Demystifying Defects in Multi-user Extended Reality Software Systems
[YES] 1081/1986 | pPatch: Automated Vulnerability Unpatching
[NO] 1082/1986 | Parallel Louvain Algorithms with Convergence Guarantee
[NO] 1083/1986 | LLM-Inpainter: LLM-Adapted Feature Prediction with Fine-Grained Mask-Aware Reinforcement for High-Fidelity Face Image Inpainting_supp1-3703338.pdf
[NO] 1084/1986 | Optimizing Energy Performance Estimation in Residential Buildings With PCA Based Tree Ensembles
[NO] 1085/1986 | Towards Fine-grained Remote Sensing Image–Text Retrieval via Hierarchical Multi-granularity Alignment
[NO] 1086/1986 | HARV-SoC Evaluation on SmartFusion2 and PolarFire FPGAs Under Neutron and Proton Radiation
[NO] 1087/1986 | Artificial Intelligence Algorithm Optimization and Implementation of Multi-Source Radar Big Data Fusion
[NO] 1088/1986 | Quality Assessment of Track and Field Teaching Movements using Adaptive Biomechanical Graph Transformer and Explainable Dynamic Time Warping (ABGT-EDTW)
[NO] 1089/1986 | Enhancing Web-Scale Processing with Graph Convolutional Neural Networks
[NO] 1090/1986 | Attention-Guided RoBERTa Framework for Intelligent Resume Screening Using Dynamic Skill Relevance Learning
[NO] 1091/1986 | Radar System for Vehicle Speed Detection and License Plate Recognition
[NO] 1092/1986 | Evaluation of College Students' Entrepreneurship Ability using an Improved Genetic Algorithm-Based Self-Attention Backpropagation Neural Network
[NO] 1093/1986 | DiabPredict: An Explainable and Deployment-Ready Machine Learning Framework for Early Diabetes Risk Assessment
[NO] 1094/1986 | Hybrid Recommendation Algorithm with Geometric Aware Mapping Function for Indoor Space Design
[NO] 1095/1986 | Intelligent Traffic-Flow Optimization and Congestion Management using Adaptive Cognitive Swarm Traffic Optimization Network (ACSTO-Net)-based Framework
[NO] 1096/1986 | Smart-Shoe Sensing and AI Imaging for Diabetic Foot Ulcers
[NO] 1097/1986 | Artificial Intelligence for Efficient Real-Time Traffic Management in Smart Cities
[NO] 1098/1986 | AFR-MCSA-Net: Adaptive Freshness Refinement and Multi-Scale Contextual Spoilage Attention Network for Intelligent Fruit Freshness Classification
[NO] 1099/1986 | AFSSM-Net: An Adaptive Frequency Selective State-Space Network for Low-Light Image Enhancement
[NO] 1100/1986 | AI–6G Convergence: Architectures, Key Use Cases, and Challenges for Intelligent and Sustainable Networks
[NO] 1101/1986 | NEQRX: A Quantum Image Encryption and Reversible Data Hiding Scheme with Reduced Circuit Complexity_supp1-3707981.pdf
[NO] 1102/1986 | A Power Amplifier Employing Filter-Based Matching Networks for Enhanced Bandwidth and Efficiency
[NO] 1103/1986 | When Even Experts Disagree: Human-in-the-Loop Evaluation of LLM-Generated Hypotheses for Learning Analytics
[NO] 1104/1986 | Systemic Maturity – Measuring Intangibles through the SEM-ORB Methodology
[NO] 1105/1986 | From Templates to Agentic Reasoners: A Systematic Review of Automated Item Generation for Mathematics
[NO] 1106/1986 | HERO: Heterogeneous-agent rEinforcement learning-based Route Optimization for Green Transportation in IoVs
[NO] 1107/1986 | Iterative Optimization of Interface Conductivity on DC GIL Spacer Under Thermal Gradient
[NO] 1108/1986 | MS-ResFormer: A Multi-Scale Residual Transformer Framework for TEM Denoising with Improved Late-Time Stability
[NO] 1109/1986 | Meta-Learning for Predictive Modeling of Antimicrobial Resistance in Dynamic Healthcare Environments
[NO] 1110/1986 | Intensive Game Development Projects as a Learning Arena for AI Literacy and Critical Thinking
[NO] 1111/1986 | A 90.9-dB SNDR Fourth-Order Fully Passive Bandpass Current-Integrating Noise-Shaping SAR Light-to-Digital Converter
[NO] 1112/1986 | A Resilient and Optimization-Driven Approach to Enhancing Network Stability in Microgrid Distributed Control Under Denial-of-Service Attacks
[NO] 1113/1986 | Context-Mediated Domain Adaptation in Multi-Agent Sensemaking Systems EICS003
[NO] 1114/1986 | Expert Evaluation and the Limits of Human Feedback in Mental Health AI Safety Testing
[NO] 1115/1986 | <i>Making a Name for Myself</i>
                    : On Academic Naming Policies and their Impact
[NO] 1116/1986 | GenAI-Driven Game and Viva Assessments for Software Engineering
[NO] 1117/1986 | Author-Guided, Hybrid LLM Dialogue Systems for Educational VR Simulations
[NO] 1118/1986 | Resilient Percentile-Driven Spectrum Sharing for NTN–TN Coexistence
[NO] 1119/1986 | Human-Computer Interaction Evaluation of Interaction-Zone-Based Digital Cabin Interfaces for Deep-Sea Manned Submersibles
[NO] 1120/1986 | Hyperion: Low-Latency Ultra-HD Video Analytics via Collaborative Vision Transformer Inference
[NO] 1121/1986 | Covert Multi-Hop LEO Routing Against Cyclic Feature Detectors via Controlled Delays
[NO] 1122/1986 | Artificial Intelligence Integration in Digital Twins Engineering: Workflow Patterns, Gaps, and Research Opportunities
[NO] 1123/1986 | Cultivating Critical Interrogators of AI: A Low-Code Python Pedagogy for non-IT Students
[NO] 1124/1986 | The Construction of Characteristic Quality Regulation Knowledge Graph for Agricultural Products
[NO] 1125/1986 | Critical Thinking and Prompt Engineering in the AI Era: From Understanding to Application in Higher Education
[NO] 1126/1986 | Learning by Doing: Experience with a Practical Course on Data-Driven Simulation and Digital Twins
[NO] 1127/1986 | Improving Angle-of-Arrival Bluetooth Indoor Positioning via Machine Learning Techniques
[NO] 1128/1986 | AI-Enhanced Curricula of Higher Education Institutions for Advancing Sustainable Development Goal 4: The IPEC Framework
[YES] 1129/1986 | Analyzing the Impact of Generative AI Assistants Use in Undergraduate Programming Courses
[NO] 1130/1986 | How Do Girls Use Generative AI?
[NO] 1131/1986 | Towards Asynchronous Client Collaboration in Personalized Federated Learning
[NO] 1132/1986 | mmWave-Aided Unified Speech Enhancement and Separation without Speaker Count Prior
[YES] 1133/1986 | Prompting Matters: Evaluating Strategies for LLM-based Vulnerability Detection
[NO] 1134/1986 | CrossModal-FatigueNet: A Cross-Modal Attention-Based Framework for Multimodal EEG-EOG Fatigue Detection
[NO] 1135/1986 | Curricular Innovation Through the Warfield Method Applied to Challenge-Based Learning
[NO] 1136/1986 | Cross-Domain RF Fingerprinting with FDA-based Representations and Few-Shot Learning
[NO] 1137/1986 | An Improved FT-Transformer Framework for MOOC Dropout Prediction Using Tabular Learning Analytics Data
[NO] 1138/1986 | AI-Enhanced Cybersecurity Education for Smart Microgrids Using a Cyber-Physical System Testbed with Digital Twin Features
[NO] 1139/1986 | A Network Security Condition Assessment Method for Smart Grid Based on Intelligent Optimization Algorithm
[NO] 1140/1986 | Conditional Denoising Diffusion Probabilistic Method for DC Microgrid Attack Detection
[NO] 1141/1986 | AI-Driven Optimization of 5G Networks: Predicting Congestion and Faults Using ML Techniques
[NO] 1142/1986 | PicoTag: Enabling Generalized and Robust RF-Insensitive Sensing on COTS RFID Tags
[NO] 1143/1986 | A Multi-Model Framework for Conflict Detection in Sentiment Analysis of Software Engineering Texts
[NO] 1144/1986 | Behaviour Detection, Recognition and Reporting in a Formal Classroom
[NO] 1145/1986 | An Innovative Concept for Training Versatile Engineers in the Field of AI: A Perspective from the Russian Federation
[NO] 1146/1986 | Demo: Energy-Harvesting Multihop Sensor Networks With an Ultra-Low-Power Receiver-Initiated MAC
[NO] 1147/1986 | A Cross-Modal Target Reconnaissance System Based on Visible and Near-Infrared Images
[NO] 1148/1986 | Generative AI in Engineering Education: Equity-Enhancing Tool or Digital Divide Deepener?
[NO] 1149/1986 | DEMO: Distributed Edge &amp; Split Learning for Energy-Aware Spatiotemporal Forecasting
[NO] 1150/1986 | Autoencoder-Assisted Deep Spectral Learning for Hyperspectral Beverage Stain Classification
[NO] 1151/1986 | Prediction Uncertainty Guided Feature Modulation for Polyp Image Segmentation
[NO] 1152/1986 | Infrastructure-Free Indoor Occupancy Estimation via Passive BLE Scanning EICS026
[NO] 1153/1986 | Reliability of Gaze Prediction for Stylized and Transformed Images
[NO] 1154/1986 | Validating LLM-Generated SQL Queries through Metamorphic Prompting
[NO] 1155/1986 | Magnetic Resonance Spectroscopy Deep Learning with Magnetic Resonance Background Generator Enables
                    <i>In Vivo</i>
                    Metabolite Quantification of Hepatic Encephalopathy
[NO] 1156/1986 | Analyzing Linearizability in Relativistic Distributed Systems
[NO] 1157/1986 | DScale: a Simulation Framework for Large-Scale Distributed Systems
[YES] 1158/1986 | One Size Does Not Fit All: Revisiting Code Context Engineering for Repository-Level Code Generation
[NO] 1159/1986 | ProofFusion: Improving Neural Theorem Proving via Adaptive Retrieval-Augmented Reasoning
[NO] 1160/1986 | Reducing the TCB of SGX-Oriented LibOSes at Runtime
[YES] 1161/1986 | Towards Secure Logging: Characterizing and Benchmarking Logging Code Security Issues with LLMs
[NO] 1162/1986 | Research on Prediction Method of Air Compressor Startup Steps Based on CNN-Transformer Hybrid Model
[NO] 1163/1986 | Grid-Connection Characteristic Analysis and Stability Enhancement Strategy of VSCs Based on Hybrid Synchronization Control
[NO] 1164/1986 | Generator Assembly Process BOM Division Method Based on Correlation Degree Calculation
[NO] 1165/1986 | Review of Research on Main Equipment Protection in New Power Systems
[NO] 1166/1986 | Distributionally Robust Co-Optimization of Computation and Energy for Data Center Microgrids Considering Service Degradation Risks
[NO] 1167/1986 | Improved Multi-Vector Model Predictive Control of DTP-PMSM Based on x-y Plane Closed-Loop Current Control
[NO] 1168/1986 | Analysis of Mutual Inductance Asymmetry and Winding Mode Selection for Multi-Unit Permanent Magnet Synchronous Motors
[NO] 1169/1986 | An Offset Current Compensation Strategy for Permanent Magnet Synchronous Motor System
[NO] 1170/1986 | Small-Signal Stability of PLL-Synchronized VSCs With Fast Inertia Control in Weak Grids
[NO] 1171/1986 | Design Method of Quasi-Lumped Element Bandpass Filters Using Superconducting Coplanar Waveguide for Millimeter-Wave Multichroic Imaging
[NO] 1172/1986 | Meteorology- and Topography-Constrained Downscaling of Snow Cover Fraction Over the Tibetan Plateau_supp1-3699813.pptx
[NO] 1173/1986 | Table of Contents
[NO] 1174/1986 | EAR-Net: Pursuing End-to-End Absolute Rotations from Multi-View Images
[NO] 1175/1986 | Multirate Hearing Aid Signal Processing with Integrated Auditory Compensation Using Subband SNR Gated WDRC and Phase Coherent IIR Filterbanks
[NO] 1176/1986 | Assessing Skip-Tracing Information in Repossession Prediction Using Ensemble Learning and SHAP Analysis
[NO] 1177/1986 | AffectOmni: RL-Verifiable People-Centric Grounded Affective Reasoning for Social and Art-Related Scenes_supp1-3707634.pdf
[NO] 1178/1986 | Near-Field Beam Training for Cell-Free Networks Leveraging Distributed Angle Observations
[NO] 1179/1986 | UVVs: Identifying Unchanged Vertex Values in Evolving Graphs via Intersection-Union Analysis
[NO] 1180/1986 | Performance Optimization and Stability Analysis of a DC-DC Boost Converter Using Classical PID Control Schemes
[NO] 1181/1986 | Data-Knowledge Joint Driven Recognition Model for Latent Faults of Medium Voltage Distribution Cables
[NO] 1182/1986 | A Robust Switch Fault Diagnosis Method for Cascaded H-Bridge Multilevel Inverters
[NO] 1183/1986 | A Multi-stage Active Gate Drive for SiC MOSFET based on dv/dt and di/dt Feedback Control
[NO] 1184/1986 | A Physics- Informed Neural Network Framework for State-of-Health Estimation of Lithium-Ion Batteries
[NO] 1185/1986 | Thrust Performance Optimization of Double-Secondary Moving Magnet Type Permanent Magnet Synchronous Linear Motor Based on RNS-BLS
[NO] 1186/1986 | Adaptive Grid-Following/Grid-Forming Switching Control Method In Flexible Interconnected Distribution Systems
[NO] 1187/1986 | 2026 International Conference on IT and Industrial Technologies (ICIT)
[NO] 1188/1986 | LSTM-TD3 Augmented with Markov-Switching Load Prediction Intervals for Fuel Cell Ship Energy Management
[NO] 1189/1986 | Interturn Short-Circuit Fault Diagnosis Method for Dual-PMSM Traction System Based on Negative Sequence Current Difference
[NO] 1190/1986 | Deep Learning-Based Artificial Intelligence Approach for Identifying and Tracing the Source of Online Rumors—Using Social Media Commonly used by Young Students as a Sample
[NO] 1191/1986 | Reinforcement Learning: UCB based Adaptive Sampling Strategy for Physics Informed Neural Networks
[NO] 1192/1986 | IntelliMentor: An Integrated AI Tutor for Academic Performance and Emotional Well-Being
[NO] 1193/1986 | Harris Hawk Optimization and Deep Q-Leaning based Load Balancing Framework for Fog-Cloud Communication Systems
[NO] 1194/1986 | Optimizing Photovoltaic Power Generation: Fuzzy Logic-Based MPPT and Nanofluid Cooling Techniques
[NO] 1195/1986 | Intent-Networking: A BDIx-DAI Cognitive Control Framework Implemented on the O-RAN Architecture
[NO] 1196/1986 | Comparative Evaluation of Phase-Disposition PWM Technique based Three Phase Modular Multilevel Converter Topology using 5,7 and 9-Level
[NO] 1197/1986 | An IoT- and AI-Enabled Architecture for Intelligent Transportation Systems
[NO] 1198/1986 | Towards 6G AI-RAN: Vision and Foundational Attributes
[NO] 1199/1986 | Investigation of Blockchain in Management: Jordan Project Management Practice as a Case study
[NO] 1200/1986 | Deep Learning-Based Satellite Fault Diagnosis Equipment Algorithm and System Implementation
[NO] 1201/1986 | DCEA-SVR: A Dynamic Causal Entropy Fusion and Adaptive Learning Framework for Ideological and Political Teaching Effectiveness Evaluation
[NO] 1202/1986 | Personalized Design of Cultural and Creative Products using Explainable Transformer - Driven Generative Recommendation
[NO] 1203/1986 | Privacy-Preserving Traffic Analysis in High-Speed Encrypted Networks
[NO] 1204/1986 | Improved Strategy Gradient Algorithm for Optimizing Engineering Financial Portfolio Risk: Design based on Risk-Sensitive Reward Function
[NO] 1205/1986 | Next-Gen Coops: Robotics on Poultry Welfare and Productivity
[NO] 1206/1986 | Physics-Informed RF Features for Bone Fracture Detection and Healing Classification: A Grouped Cross-Validation Study Using 2D-FDTD Simulation Across Five Anatomical Sites
[NO] 1207/1986 | Reaction Kinetics and Gassing Tendency of Natural Ester FR3 Fluid under Thermal Stress
[NO] 1208/1986 | Synchronous Wind and Wave Retrieval from SWOT Based on Deep Learning
[NO] 1209/1986 | Three-Dimensional Biomimetic Interface Engineering for Synergistic Enhancement of Interfacial and Insulation Properties in AFEP
[NO] 1210/1986 | A Graphene-Based Flexible Capacitive Respiratory Sensor With CMOS Readout Circuit
[NO] 1211/1986 | A Grid Fault Type Identification Method Based on Novel Features of LCL-type Inverter
[NO] 1212/1986 | ART-VOD: Adaptive Relational Distillation and Temporal Modeling for Open-Vocabulary Video Object Detection
[NO] 1213/1986 | Stacked Intelligent Metasurface for End-to-End OFDM System
[NO] 1214/1986 | A Real-time Adaptive Path Planning Method for Robotic Full-coverage Polishing of Unknown-model Workpieces
[NO] 1215/1986 | Low-Discrepancy Perturbation Design for Numerically Stable Gradient Estimation in Feedback Optimization
[NO] 1216/1986 | The Adaptation Threshold in Mixed Reality Theater: Cognitive Integration and Narrative Reality 27
[NO] 1217/1986 | Technology Before, During, and After Incarceration: Current Product Landscape, Sociotechnical Concerns, and Legal Considerations in the U.S. Context
[NO] 1218/1986 | The Explainability Relay: Aligning Technical Standards with the AI Act's Right to Explanation
[NO] 1219/1986 | Internal Deployment Gaps in AI Regulation
[NO] 1220/1986 | Infant Vision: Reconfiguring Perception in Mixed Reality 25
[NO] 1221/1986 | Periodic Anderson Acceleration for GPU-based Elastic Body Simulation 61
[NO] 1222/1986 | Adaptive Fair Fuzzy C-Means with Membership Correction for Binary Sensitive Attributes
[NO] 1223/1986 | BaS-NIDS: A Network Intrusion Detection System Integrating Flow Behavior and Payload Semantics
[NO] 1224/1986 | Knowledge Graph-Grounded Pipeline for Question Generation in Higher Education
[NO] 1225/1986 | A Multi-Agent Collaborative Reasoning Framework for Expert Question Answering in Equipment Operation and Maintenance
[NO] 1226/1986 | DS-Route: GNN-based Flow-Level Latency Prediction in Software-Defined LEO Satellite Networks
[NO] 1227/1986 | Intelligent PAckets: A Prototype Software Switch for Model-Driven Packet Processing
[NO] 1228/1986 | Training Path of Digital Transformation Experts Driven by a "Business-Technology" Dual Wheels under the 4A Architecture
[NO] 1229/1986 | Turning Language Model Training from Black Box into a Sandbox
[NO] 1230/1986 | High-Precision Warehouse Positioning Method Based on BLE and UWB Fusion
[NO] 1231/1986 | From Code to Flight: Project-Oriented Learning with the COMET Multicopter and FLARE Framework
[NO] 1232/1986 | Advancing Engineering Judgment through Mixed-Reality Game-Based Learning: Local lessons from the GeoExplorer Project
[NO] 1233/1986 | Distributed MIMO for Simultaneous Communication and Multi-target Passive Sensing With Timing Errors and Direct-path Interference
[NO] 1234/1986 | Designing a Museographic Experience: Cyber - surveillance through Art and Technology in Higher Education (STEAM Factory)
[NO] 1235/1986 | End-to-End UAV Wind Disturbance Control via Strong Rank-Revealing QR Decomposition
[NO] 1236/1986 | Exploiting Spot Instances for Time-Critical Cloud Workloads Using Optimal Randomized Strategies
[NO] 1237/1986 | Availability-Aware Routing in Presence of Geographically Correlated Failures
[NO] 1238/1986 | Aggregate Local, Sync Global: A Hierarchical Approach to Efficient Geo-Distributed LLM Training
[NO] 1239/1986 | HierMoE: Accelerating MoE Training with Hierarchical Token Deduplication and Expert Swap
[NO] 1240/1986 | Limitations of Biological Risk Evaluation for Llms and Autonomous Science
[NO] 1241/1986 | ROE: Repair-Oriented Encoding for Erasure Codes with Localities
[NO] 1242/1986 | Investigating the Educational Effects of Mob Programming in High School: A Mixed-Methods Approach
[NO] 1243/1986 | NEST: A Node-Interactive Generative Emulation Framework for Synthetic Traffic Generation
[NO] 1244/1986 | Toward Sustainable and Green Engineering Education in the Arab Region: Current State of SDGs Integration in Higher Education Curriculum
[NO] 1245/1986 | Delay Performance Improvement via NAV-based TXOP Control for Device Groups
[NO] 1246/1986 | Research on Corn Disease and Pest Detection Based on YOLOv8n
[NO] 1247/1986 | Towards Separating Routing State Exploration from Protocol Semantics in Control Plane Verification
[YES] 1248/1986 | MPulse: A Programmable and Autonomic Fault Detection System via Hierarchical Liveness Exchange
[NO] 1249/1986 | Learning in the Tension between Design Process and Prototype
[NO] 1250/1986 | Comparison of AI-Driven Speech Enhancement Paradigms for Post-Laryngectomy Rehabilitation
[NO] 1251/1986 | Impact of Data Splitting Strategies on Machine Learning-Based Battery State-of-Charge (SoC) Estimation
[NO] 1252/1986 | Transforming Engineering Students' Attitudes Toward Disability Through Human-Centered Design
[NO] 1253/1986 | Tlaloc: A Generic Multipath Load Balancing for RoCE
[NO] 1254/1986 | Research on E-commerce User Purchase Behavior Prediction Based on PCA Dimensionality Reduction Clustering and Multi-Model Optimization
[NO] 1255/1986 | Collective Perception Fusion at the Edge: Extending the Edge Dynamic Map Architecture
