[2026-08-03 23:00:04] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-02
正在获取论文...
[IEEE] 2026-8-3 | Closed-Loop Common Mode Current Mitigation for Transformerless Current-Source Soft Open Points
[NO] 477/1000 | Guest Editorial Beyond Quantum Threats: Advancing Post-Quantum Cryptographic Strategies for Next-Generation Intelligent Transportation Systems
[NO] 478/1000 | Lightweight Parkinson’s Detection from Spontaneous Speech Using Dominant-Speech Filtering
[NO] 479/1000 | Electric Vehicle Charging Demand Forecasting Based on TCN-LSTM Nonlinear Regression Model
[NO] 480/1000 | A Noise-resistant Network for Simultaneous P- and S-wave Phase Picking under Limited Training Samples
[NO] 481/1000 | Trend Analysis on Biomass Power Generation and Carbon Emission in China Under Carbon Neutrality Target
[NO] 482/1000 | DCP: a TCP-Inspired Domain Adaptation in Dynamic Data Drift
[NO] 483/1000 | CoDAT: Collaborative Dual-Attention Transformer with Low-Cost Temporal Modeling for Efficient Edge Action Recognition
[NO] 484/1000 | An Analytical Charge Overflow Model with Floating-Diffusion-Induced Barrier Modulation for Lateral Overflow Pixels
[NO] 485/1000 | A Phase-Shifted Model Predictive Control for Three-Phase Four-Level Flying Capacitor Converters
[NO] 486/1000 | Aerial–Aquatic Adaptive Sliding Mode Control for PMSM Based on Load Torque Observation
[NO] 487/1000 | CueSupport-MH: An Explainable Dataset and Interpretable Framework for Mental Health Risk Detection and Response Safety Evaluation
[NO] 488/1000 | Improving Individual Fairness in Fuzzy Classifiers via Evolutionary Multi-Objective Optimization
[NO] 489/1000 | Intelligent Agent-Based Hierarchical Task Planning and Robust Control for Autonomous Multi-UAV Transmission Line Inspection
[NO] 490/1000 | Empirical Bernstein Certified Bandit-KL Mixing with Tree Stacking for Explainable Federated Intrusion Detection
[NO] 491/1000 | Radar-Based Open-Set Human Activity Recognition with Distribution-Regularized One-vs-All Learning
[NO] 492/1000 | On the Performance of Multi-User IRS-Assisted NOMA-ISABC Networks in the Presence of Interference
[NO] 493/1000 | Sensitivity-Aware Stage Contracts for Real-Time Corridor-Constrained Local Path Planning_supp1-3719232.mp4
[NO] 494/1000 | ARIMA-KOA-CNN-GRU-Attention Model for Improving GNSS Water Vapor Prediction
[NO] 495/1000 | An MILP Approach to Day-Ahead Coordinated Scheduling of a CSP-Gas Coupled Steam Supply System
[NO] 496/1000 | Data-Based Security Control for Partially Unknown Networked Linear Systems: An Event-Triggered Strategy
[NO] 497/1000 | A 10 kV-Fed Cascaded H-Bridge Rectifier and Parallel Phase-Shifted Full-Bridge DC-DC Power Supply System for Stellarator Magnetic Field Devices
[NO] 498/1000 | Efficient Interference Suppression for LTE CSR Passive Radar Based on the Power Iteration SVD
[NO] 499/1000 | PFL-AP: Personalized Federated Learning with Adaptive Affine Calibration and Prototype-driven Knowledge Fusion for Non-IID Data
[NO] 500/1000 | Parametric Study of Surface Roughness Effects on Thermal Resistance in Suspended MoS
                    <sub>2</sub>
                    FETs
[NO] 501/1000 | Improving Generalization Performance of Multi-objective Fuzzy Genetics-Based Machine Learning using Synthetic Training Data Generated from High-Performance Black-Box Models
[NO] 502/1000 | ICAHS 2025 Cover Page
[NO] 503/1000 | ChACo: Channel-Wise Adaptive Competitive Layer-Wise Learning_supp1-3715154.pdf
[NO] 504/1000 | MM-2FSK: Multimodal Frequency Shift Keying for Ultra-Efficient and Robust High-Resolution MIMO Radar Imaging
[YES] 505/1000 | Understanding Prompt Quality and Its Relation to LLM-based Code Generation
[NO] 506/1000 | Blockchain-based Cyber Risk Assessment for Biometric Data in Consumer Digital Assistants
[NO] 507/1000 | Urban Macro/Microcellular Channel Characterization at 4.85 GHz With Literature-Referenced Upper-FR1-to-FR3 Cross-Band Analysis
[NO] 508/1000 | The contribution of chaos in multiple access communication systems
[NO] 509/1000 | Optimal Transition Path for New Energy Power in the Guangdong-Hong Kong-Macao Greater Bay Area Under the Dual Carbon Target
[NO] 510/1000 | Missing Rule Recovery-based Dynamic Fuzzy Rule Interpolation
[NO] 511/1000 | ICAHS 2025 Copyright Page
[NO] 512/1000 | ICAHS 2025 Copyright Page
[NO] 513/1000 | Fuzzifying the Operational Design Domain: A Scalable Situation Hyperspace Generation
[NO] 514/1000 | Distributed Energy-Aware and QoS-Guaranteed Traffic-Splitting Routing in GEO/LEO Hybrid Satellite Networks_supp1-3718472.pdf
[NO] 515/1000 | Study on the Heat and Fluid Flow of Ionized Gas Fluid in Tube by Transverse Magnetic Field
[NO] 516/1000 | ICAHS 2025 Authors Index
[NO] 517/1000 | Returns of non-administered drugs: Assessment, influencing factors, and opportunities for improvement – A case study from Liège University Hospital, Belgium
[NO] 518/1000 | DPC-HOPE: A Fuzzy Density-Peak Approach to Overlapping Community Detection
[NO] 519/1000 | ICAHS 2025 Copyright Page
[NO] 520/1000 | Reliability Assessment of Microgrids Considering Emergency Generator Vehicles
[NO] 521/1000 | Proceedings
[NO] 522/1000 | ICAHS 2025 Copyright Page
[NO] 523/1000 | SwarmInfer: Intra-Layer Tensor-Parallel Distributed Inference on ESP32-S3 Microcontroller Clusters via ESP-NOW
[NO] 524/1000 | Lifelong Learning-Based SDN Design for Dynamic Configuration and Resource Allocation in Satellite-Terrestrial Networks
[NO] 525/1000 | Multi-Objective Deep Reinforcement Learning-Based Adaptive Coordinated Control for Solid-State Transformer
[NO] 526/1000 | Spine Stenosis Image Segmentation and Detection using Machine Learning
[NO] 527/1000 | Design and Control of a Monolithically Integrated Robotic Arm and Gripper Using Spatially Varying Hybrid Braided Structures_supp1-3719224.mp4
[NO] 528/1000 | Chaos-based Secure and Parametric Datasets-Aware Multi-Layer Perceptron Acceleration on FPGA
[NO] 529/1000 | ICAHS 2025 Copyright Page
[NO] 530/1000 | Sliding Mode Observer-Based Joint Estimation of SOC and Hysteresis Voltage for Battery Packs with Inconsistencies
[NO] 531/1000 | Configuring Industrial Wireless Mesh Networks via Multi-Source Domain Adaptation and Feature Masking
[NO] 532/1000 | Bi-objective DEA with CART-Based Machine Learning for Optimized Hospital Department Resource Allocation
[NO] 533/1000 | A Bipedal Robot For Stair Transportation Based on Multimodal Perception
[NO] 534/1000 | Vibration Simulation and Validation of New-Energy Vehicle Battery Packs
[NO] 535/1000 | An Efficient Evolving Functional Fuzzy System for Online Function-on-Function Regression with Usage-Based Rule Pruning
[NO] 536/1000 | Volume-Preserving YUV Color Transform for Enhanced 4:2:0 Chroma Interpolation
[NO] 537/1000 | Multi-Modal Sensing-Aided mmWave Beam Tracking via Deep Reinforcement Learning for 6G
[NO] 538/1000 | Reverse Search Heuristic Sampling-Based Path Planning Algorithm With Path Smoothing for Autonomous Vehicles
[NO] 539/1000 | ICAHS 2025 Copyright Page
[NO] 540/1000 | Contextualizing Generalized Additive Models
[NO] 541/1000 | Deep Reinforcement Learning-Based MPPT Optimization Control for Grid-Connected Photovoltaic Systems
[NO] 542/1000 | Multi-Objective Optimization of Data Acquisition Delay and Energy Consumption in Smart Grids Based on MOPSO
[NO] 543/1000 | A Metaheuristic Framework for Elective Surgery Scheduling under Ward and Flow Constraints: A Multi-Stage Healthcare Optimization Approach
[NO] 544/1000 | Structure-aware Multi-Prototype Prompting Method for Remote Sensing Farmland Segmentation
[NO] 545/1000 | Multi-Time-Scale Modeling for Day-Ahead Forecasting of Passenger Travel-Time and Destinations Distribution
[NO] 546/1000 | A Hybrid Convolutional–Recurrent Architecture for Robust Voice-Based Gender Identification
[NO] 547/1000 | JWA-PyTorch: an Open-Source PyTorch-based Toolkit for the Joint Weighted Average Operator
[NO] 548/1000 | Multi-Objective Optimization Based Coordinated Allocation Strategy for Renewable Energy Stations and Diversified Energy Storage
[NO] 549/1000 | Research on Wind Turbine Maintenance Strategy Based on Reliability Assessment and Optimization Model
[NO] 550/1000 | ICAHS 2025 Copyright Page
[NO] 551/1000 | Mixture of Inverse Gaussians for Hemodynamic Transport (MIGHT) in Multiple-Input Multiple-Output Vascular Networks
[NO] 552/1000 | A PIO-RF-Based Zero-Sequence Protection Method for Distribution Networks with Renewable Energy Integration
[NO] 553/1000 | Edge-Reference Differential PSK: A Phase-Synchronization Architecture Optimized for Pulse-Based IR-UWB
[NO] 554/1000 | Target-Specific Prompt Learning based Fuzzy Domain Adaptation
[NO] 555/1000 | Research on Misalignment Tolerant Characteristics of WPT System Based on Double Coil Series Structure
[NO] 556/1000 | Soft Tissue Radiodensity Asymmetry as Clinical Indicator for Diabetes and Hypertension in Aging_supp1-3718689.docx
[NO] 557/1000 | A Physics-Informed Multi-Scale Framework for Smartphone Battery Life Prediction
[NO] 558/1000 | Research on Operational Optimization Strategy for an Intelligent PV-Storage-Charging Microgrid System
[NO] 559/1000 | Multi-Policy vs. Shared Policy Architectures in Multi-Agent Proximal Policy Optimization for Heterogeneous Traffic Signal Control
[NO] 560/1000 | A Machine Learning-Based Application to Predicting Patient Survival in Peritoneal Treatment
[YES] 561/1000 | Keynote III ISSSR 2026: AI-Enhanced Safety Critical Software Development
[NO] 562/1000 | mmWave Radar-based Wall Classification using Progressive Feature Selection
[NO] 563/1000 | Design of an Offset-Resistant WPT System Based on Switching Capacitors
[NO] 564/1000 | PLC Control System for Automatic Control of Water Treatment Equipment
[NO] 565/1000 | The ABCs of Open Educational Resources (OER): A comprehensive overview
[NO] 566/1000 | Collection:
                    <i>Benchmark Datasets for the Evaluation of Data Imputation Algorithms</i>
[NO] 567/1000 | Necessity-Based Evolutionary Optimization of Fuzzy Intervention Policies under Uncertainty and Drift
[NO] 568/1000 | Time Series Anomaly Detection using Learning Entropy on Water Networks
[NO] 569/1000 | A Modular Framework for Brain Tumor Segmentation and Explainable-by-Design Classification from MRI
[NO] 570/1000 | Scanning the Issue
[NO] 571/1000 | Trustworthy and Explainable Neuro-Fuzzy Ensembles for Clinical Decision Support
[NO] 572/1000 | Registration Landscape of Look-Alike Domains of Large European Corporations: An Empirical Analysis Based on the STOXX Europe 600
[NO] 573/1000 | GPTrack: Graph-Topological Priors and Physics-Aware Interaction for RGB-T Tracking
[NO] 574/1000 | A Rank-Based Information Fusion Framework for Comparing Clustered Multivariate Socioeconomic Outcomes
[NO] 575/1000 | A Robust Sensor Scheduling Algorithm based on Deep Reinforcement Learning for Maneuvering Target Tracking
[NO] 576/1000 | TALB-MAPPO: A Time-Aware and Load-Balanced Multi-Agent Reinforcement Learning Framework for Collaborative Robotic Grinding_supp2-3719201.mp4
[NO] 577/1000 | BioZKFHE: Scalable Encrypted Biometric Identification via Verifiable Homomorphic Similarity Evaluation_supp1-3716308.pdf
[NO] 578/1000 | Quasi-Distributed Fiber Bragg Grating System for Differentiated Icing Load Detection on Composite Insulators and Transmission Conductors
[NO] 579/1000 | Assessing the Impact of Corporate Social Responsibility on High-Quality Development in the Age of Digitalization
[NO] 580/1000 | Hybrid Attention-Augmented Self-Interpretable Channel-Grouped Graph Convolutional Network for Robust Distribution Network Fault Diagnosis
[NO] 581/1000 | MultiGraspNet: A Multitask 3D Vision Model for Multi-gripper Robotic Grasping_supp1-3719235.mp4
[NO] 582/1000 | A Robust Framework for Stock Price Prediction via BorutaSHAP-Based Feature Selection and Ensemble Deep Learning
[NO] 583/1000 | Multi-UAV-Enabled Anti-Jamming Throughput Maximization With Bit and Semantic Communications in Low-Altitude Mobile Edge Networks
[NO] 584/1000 | Adaptive parameter analytical target cascading algorithm for distributed optimization of a port-ship energy system with shared energy storage
[NO] 585/1000 | Generalizing the Antecedent Layer of ANFIS: A Performance Analysis Under Classes of Fuzzy Aggregators
[NO] 586/1000 | Towards Segmented Linear Regression for Interval-Valued Data
[NO] 587/1000 | Grounding Resistance Reducing Material Reinforced by Double-Crosslinked Three-Dimensional Conductive Skeleton and Performance Study
[NO] 588/1000 | Keynote IV ISSSR 2026: Rethinking Safety-Critical Systems: Risk, Resilience and AI in Disaster Management
[NO] 589/1000 | High-Fidelity VMD-DAC Demodulation Framework for Long-Haul Distributed Temperature Sensing
[NO] 590/1000 | A Phase-Domain Post-Filter Approach for LiDAR DSM in Urban Areas
[NO] 591/1000 | Compact Wideband Multimode Microstrip Patch Antenna with Stable Gain for 5G NR FR2 Band Applications Based on Modal Analysis
[NO] 592/1000 | A Type-2 Fuzzy-Based Feature-Driven Rule Reduction Approach for Demand Forecasting within an Energy Smart Grid System
[NO] 593/1000 | Multi-Round Meta-Learning for Label Purification without Trusted Labels_supp1-3718926.pdf
[NO] 594/1000 | Self-Supervised Speaker Diarization with Clustering and End-to-End Attention Mechanisms
[NO] 595/1000 | A 1.54-dB·pJ/bit Supply-Noise Tolerant Bias-Free Capacitively Driven Slope-Sampling Transceiver with FIR-Based Crosstalk Cancellation
[NO] 596/1000 | STNR-Det: Synergistic Temporal Nuance Reconstruction for Remote Sensing Change Detection
[NO] 597/1000 | Adaptive Tracking Control of Uncertain Manipulators via Self-Organizing Recurrent Fuzzy Neural Network Architectures
[NO] 598/1000 | Improving Speaker Deepfake Detection through Generative Probabilistic Normalization
[NO] 599/1000 | Agentic AI for Embodied-Enhanced Beam Prediction in Low-Altitude Economy Networks
[NO] 600/1000 | A Secure SoPC Embedded System for Blockchain Network and IoT Applications
[NO] 601/1000 | Intelligent Fault Diagnosis of Rolling Bearing With Variable Speed Based on ASTFrFT and Time-Frequency BoTNet Model
[NO] 602/1000 | Effects of Primary Air Parameters on Methanol Spray Combustion Characteristics: A Numerical Simulation Study
[NO] 603/1000 | LEO Satellite Internet-Enabled Edge-Master Collaborative Wide-Area Harmonic Tracing for V2G
[NO] 604/1000 | Spatiotemporal Graph Neural Network-Incorporated Latent Factorization of Tensors for Dynamic QoS Estimation
[NO] 605/1000 | Fast Autonomous Skeleton Design for Shape-adaptive Soft Hands via Ultradiscrete Reaction-Diffusion_supp1-3719200.mp4
[NO] 606/1000 | Architectural and inclusive design for neurodiversity
[NO] 607/1000 | Study on Vibration Characteristics of Ice-Covered Conductors Under Impact Loads
[NO] 608/1000 | Hierarchical Coordination Control Strategy for MMC-LCC Hybrid HVDC Transmission Systems
[NO] 609/1000 | Structured Contextual Deep Learning for Channel Estimation in UAV-OFDM Systems Under Beam Squint and Doppler Effects
[NO] 610/1000 | Front Matter
[NO] 611/1000 | Corrections to “Pavement Crack Detection on the Basis of a Maximum Eight-Direction Filter and Image Features”
[NO] 612/1000 | An Adaptive Beamforming Algorithm Based on RLS-DCD
[NO] 613/1000 | Design and Simulation of a Compact Solid-State Marx Pulse Modulator with Distributed Inductors
[NO] 614/1000 | Construction and Application of Machine Vision-Driven Intelligent Agricultural Machinery
[NO] 615/1000 | Fault Mode Analysis and Fault-Tolerant Mechanism Research for Automatic Heterogeneous Database Synchronization in Academic Libraries
[NO] 616/1000 | A Level Shifter with High dv/dt Noise Immunity
[NO] 617/1000 | IEEE Industry Applications Society Information
[NO] 618/1000 | SQWav-Palm: A Hybrid System for S-Palmitoylated Protein Prediction in Arabidopsis thaliana Based on Wavelet Transform and SqueezeNet
[NO] 619/1000 | SpeakEZ: Self Supervised Feature Extractor Based Dysarthric ASR System
[NO] 620/1000 | Dynamic Off-Body Propagation Channel Characterization for Underground Mining Wireless Systems
[NO] 621/1000 | Azimuth-Dependent Secure Transmission With Orbital Angular Momentum Directional Modulation
[NO] 622/1000 | Gaze-Flow: Human-Like and Interpretable End-to-End Planning via Gaze-Guided Flow Matching and Progressive Frequency Fusion_supp1-3718644.pdf
[NO] 623/1000 | Table of Contents
[NO] 624/1000 | Planetary Scene Classification via a Novel Zero-Shot Hierarchical State-Space Model
[NO] 625/1000 | Can We Redesign a Shoulder Exosuit to Enhance Comfort and Usability Without Reducing Assistance?
[NO] 626/1000 | From Analysis to Design: The Role of Space Syntax and AI in Healthcare Architecture
[NO] 627/1000 | PLM-based Two-Stage Semantic Encoding for Task-oriented Semantic Communication on the Fly
[NO] 628/1000 | ICAHS 2025 Copyright Page
[NO] 629/1000 | A Novel Fuzzy Clustering Algorithm Based on Fermatean Fuzzy Sets for Image Segmentation
[NO] 630/1000 | Intelligent Analysis of Multi-Dimensional Indicators for Enterprise Public Opinion Crises Based on Emotional Modeling
[NO] 631/1000 | BASIC: Towards Unbiased Knowledge Learning for Semi-Supervised Abdominal Multi-Organ Segmentation
[NO] 632/1000 | Predictive maintenance under uncertainty in smart hospitals: Decision support with belief functions
[NO] 633/1000 | Paraconsistent Semi-Supervised Self-Organizing Fuzzy Belief Ensemble Classifier
[NO] 634/1000 | Dynamics-Based Collaborative Control for an Exoskeleton-Walker System via Deterministic Learning
[NO] 635/1000 | Depth-Guided Underwater Image Enhancement for Robust Distant-Region Color Correction under Uneven Illumination
[NO] 636/1000 | Capacity Analysis and Low-Complexity Resource Allocation for DCO-OFDM in Deep-Fading NLOS Ultraviolet Channels under LED Clipping Distortion
[NO] 637/1000 | An Intelligent Resonant Wireless Energy Distribution System for IoT Sensor Networks
[NO] 638/1000 | Bootstrapping Reinforcement Learning with Sub-optimal Policies for Autonomous Driving
[NO] 639/1000 | Encrypted and Trust-Aware Periodic Event-Triggered Fault-Tolerant Control for Cyber-Physical Systems Under Malicious Attacks
[NO] 640/1000 | Infer-GANomaly: A Generative AI Framework for Seismic Event Discrimination via Physics-Informed Hybrid Attention
[NO] 641/1000 | xFODE+: Explainable Type-2 Fuzzy Additive ODEs for Uncertainty Quantification
[NO] 642/1000 | Direct Cooling Techniques for Power-Dense Electric Propulsion Motors: A Review
[NO] 643/1000 | Fatigue Monitoring and Prediction Based on Gamma Progressive Index (GPI) Learning
[NO] 644/1000 | Predictive Electrochemical-Thermal Coupled Modeling of Prismatic Battery Internal Temperature Gradients
[NO] 645/1000 | Feature-weighted FKNN regression using fuzzy mutual information and Łukasiewicz similarity
[NO] 646/1000 | Steering Committee: ISSSR 2026
[NO] 647/1000 | Nonfragile Quantized Observer-Based Output Feedback Control for T-S Fuzzy Systems
[NO] 648/1000 | WorldMamba: World-State Representation Learning for Hyperspectral Image Classification
[NO] 649/1000 | ATMDD: Denoising Trajectory Decoupling for Generative-to-Discriminative Knowledge Distillation in Object Detection
[NO] 650/1000 | Adaptive KST Wideband Measurement Algorithm Considering Sidelobe Interference Compensation
[NO] 651/1000 | Causal Representation Learning for Trustworthy Industrial Process Modeling
[NO] 652/1000 | HOMA-ST: High-Order Motion Guided Cross-Attention for UAV Single-Object Tracking
[NO] 653/1000 | Fuzzy Accuracy Compensates for Label Subjectivity in Classification of Skin Tone Using Wearable Photoplethysmography Signals
[NO] 654/1000 | ICAHS 2025 Content Announcement Page
[NO] 655/1000 | UnimNeuron: Automatic Connective Selection for Interpretable Neuro-Fuzzy Rules
[NO] 656/1000 | ICAHS 2025 Copyright Page
[NO] 657/1000 | Unsupervised Sensor-based Human Activity Recognition via Contrastive Learning of Representation
[NO] 658/1000 | ICAHS 2025 Copyright Page
[NO] 659/1000 | Deep Learning approaches for intrusion detection in IoT environments: a Systematic Literature Review
[YES] 660/1000 | Coverage-Free LLM-based Fault Localisation via Semantic Reasoning over Historical Bug Reports
[NO] 661/1000 | Committee Members
[NO] 662/1000 | MOSAIC: Multi-User OFDM-Based Sensing and Inherent Communication for 6G Mobile Networks
[NO] 663/1000 | Fault Line Selection for Resonant Grounded System Using S-Transform and Dissimilarity Clustering
[NO] 664/1000 | An Acoustic Monitoring System for Improving Passenger Experience in Public Transport
[NO] 665/1000 | Reinforcement Learning-Based Fuzzy Control for E-Bike Power Adaptation
[NO] 666/1000 | Beyond Safety: An Attention-Based Subjective--Objective Mapping Model for Autonomous Driving Intelligence Evaluation
[NO] 667/1000 | IEEE Transactions on Intelligent Transportation Systems Publication Information
[NO] 668/1000 | Coupled Target Assignment and Path Planning for Underwater Glider Fleets in a Marine IoT System under Multi-source Disturbances
[NO] 669/1000 | Distributed MPC for DDoS-Resilient Control and Communication Optimization in Multi-UAV Assisted IoT Smart Agriculture Networks
[NO] 670/1000 | Research on Radial Temperature Field Characteristics of 500kV Cross Linked Polyethylene Cable Based on Finite Element Analysis
[NO] 671/1000 | Human-Inspired Perspectives: A Survey on AI Long-Term Memory
[NO] 672/1000 | Raisu: A Radiation-Tolerant Neuromorphic Imager With In-Pixel Self-Healing and Unified Spiking Processing for Spaceborne Vision
[NO] 673/1000 | ICAHS 2025 Copyright Page
[NO] 674/1000 | Hinge-type fiber-optic interferometric accelerometer based on the improved PGC demodulation algorithm
[NO] 675/1000 | Textile Open-ended Slot Antennas Integrated into Textile Displays with High Pixel Densities
[NO] 676/1000 | Hybrid Modeling of Capacitive Human Body Communication Systems to Capture Channel Variability
[NO] 677/1000 | Author response for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[NO] 678/1000 | ICAHS 2025 Copyright Page
[NO] 679/1000 | An Efficient and Robust Few-Shot Information Fusion for Paddy Disease Detection
[NO] 680/1000 | Resource-Efficient FPGA-Based Envelope Analysis for Bearing Fault Diagnosis
[NO] 681/1000 | GSO-DPCD: A Fuzzy Density-Peak Approach for Overlapping Community Detection
[NO] 682/1000 | Fully Distributed Prescribed-time Full-state Consensus Control for High-order Nonlinear Multiagent Systems under Communication Link Faults
[NO] 683/1000 | Test-Time Model Adaptation for Robotic Grasping With Weakly Supervised Affordance Grounding_supp1-3713548.pdf
[YES] 684/1000 | Pattern-Occupancy PCB Routing Joint Optimization of Thermal Management and Crosstalk Mitigation
[NO] 685/1000 | Binary and Ternary Repeated-Root Cyclic Codes with Optimal or Best-Known Parameters
[NO] 686/1000 | A Dual-Branch Deep Learning Framework for Macroscopic Area and Microscopic Contour Prediction of EMUs Wheelset Wear
[NO] 687/1000 | A Multi-Time-Scale Coordinated Scheduling Method for Virtual Power Plants Based on Multi-Agent Deep Deterministic Policy Gradient
[NO] 688/1000 | Hybrid CNN-Transformer with Focal Loss for Copy-Move Forgery Detection
[NO] 689/1000 | User Preference based Fuzzy Predictive Control for Multi-room Climate Control Systems
[NO] 690/1000 | Numerical Study on the Thermo-Hydraulic Performance of a Flat-Plate Solar Air Collector with Baffles
[NO] 691/1000 | ICAHS 2025 Copyright Page
[NO] 692/1000 | A Two-Stage Topology-Adaptive Physics-Guided Power Flow Learning Approach for Power Distribution Networks
[NO] 693/1000 | Research on Motion Control of Master-Slave Heterogeneous Teleoperation Robots Based on Motion Mapping
[NO] 694/1000 | A-TimesNet: Adaptive Multi-Scale Periodic Feature Fusion for Electricity Consumption Forecasting in Intelligent Manufacturing
[NO] 695/1000 | Distortion shaping in space and frequency using digital predistortion in MIMO transmitters
[NO] 696/1000 | Enhancing Thermal Management System Simulations in Electric Vehicles Using Informed Neural Networks
[NO] 697/1000 | Predicting Diseases and Treatments of Healthcare Management Big Data Based-Deep Learning
[NO] 698/1000 | Automated Progressive Label Refinement for Nasogastric Tube Segmentation in Chest X-rays
[NO] 699/1000 | Resilient Deployment of Low-Altitude Collaborative Surveillance Networks: A Max–Min Trajectory Exposure Approach
[NO] 700/1000 | ICAHS 2025 Copyright Page
[NO] 701/1000 | A Fuzzy-Probabilistic Framework for NPC Emotion Modeling with Interpretability and Variability
[NO] 702/1000 | Adjudicated Captioning: Multi-Agent Alignment Scoring and Consensus-Distilled Beam Arbitration for Strict Zero-Shot Image Captioning
[NO] 703/1000 | TAIC PART Collaborators
[NO] 704/1000 | Quality by Innovation In Immunology: Deep Learning for Antinuclear Antibodies Classification Integrating ISO 56000 Principal For Reliable Immunological Diagnostics
[NO] 705/1000 | Subspace Decomposition via Hankel Matrix Analysis for State Monitoring and Defect Identification
[NO] 706/1000 | The Open-Loop Trajectory Design of a Solar-Powered Car Based on B-Spline Curves
[NO] 707/1000 | A Systematic Ablation Study of Multilingual Transformer Architectures for Sarcasm Detection: Architectural Design versus Feature Engineering
[NO] 708/1000 | AnisoNet: A Detecting Model for Initial Anisotropic Cracks in Complex Road Scenarios
[YES] 709/1000 | Architecture-Aware Multi-Scale Modeling with Self- and Cross-Attention for Dynamic IR Drop Analysis
[NO] 710/1000 | Review for "Collection: Benchmark Datasets for the Evaluation of Data Imputation Algorithms"
[NO] 711/1000 | Data-Knowledge Collaborative Driven Intelligent Fault Diagnosis for Supercritical Steam Turbines in Heating Condition
[NO] 712/1000 | Medical Image Registration for Microwave Imaging Using Qualitative Inverse Scattering
[NO] 713/1000 | LSAHR: Large-Scale Arabic Hotel Review Dataset for Personalized Recommendation
[NO] 714/1000 | A 500-MS/s 94-dB-SFDR Resistive-Input Pipelined-SAR ADC With a Current-Buffer-Based Integrating Sampler and Floating Charge Transferrer
[NO] 715/1000 | Geometric Locality Preserving Vision Mamba for Image Guided Depth Completion
[NO] 716/1000 | High-Sensitivity Ferrite Magnetometer for Low-Dose Magnetic Sentinel Lymph Node Detection
[NO] 717/1000 | A Large-Scale Integer Programming Algorithm for Fuzzy-driven Credible Subset Selection
[NO] 718/1000 | Adaptive Variable Impedance Control for Spherical Joints Based on Force Field Perception and Bionic Strategy Learning
[NO] 719/1000 | Performance Optimization Study of Cold Storage Refrigeration Equipment Using Compact Finless Microtube Heat Exchanger
[NO] 720/1000 | Affine Transformation-Based Lightweight Random Vector Functional Link with Fuzzy Attention for Real-Time Concept Drift Handling
[NO] 721/1000 | Copyright Page
[NO] 722/1000 | An Interpretation of Certain Numerical Values Associated with a Finite Poset and an Application to the Nonempty Intervals in Any Finite Chain
[NO] 723/1000 | Fast Two-Level Non-Uniform Quantization with Constant Average-Case Time Lookup for Embedded Systems
[NO] 724/1000 | Lightweight IoT Intrusion Detection via Curriculum Knowledge Distillation
[NO] 725/1000 | Structure-Enhanced Transform Tensor Low-Rank Network for Spatiotemporal High-Resolution Reconstruction
[NO] 726/1000 | CMo-IABA: Constrained Multi-Objective Invisible and Adaptive Backdoor Attack for Deep Neural Networks-Based SAR Image Classification
[YES] 727/1000 | Detection of HLS-based Hardware Trojans using Logistic Regression Binary-Classifier
[NO] 728/1000 | Segmentation of Leukemia Cells in Cytology Images Using Attention-Enhanced U-Net and Swin-Unet with MAE
[NO] 729/1000 | 2026 International Conference on Speech, Multimodal and Advanced Communication Systems (ICSMACS)
[NO] 730/1000 | Table of Contents
[NO] 731/1000 | Admissible Heuristic Design for Optimally Scheduling Resource Allocation Systems With Generalized Timed Petri Nets
[NO] 732/1000 | Dynamic Balance and Adaptive Walking Strategy for Quadrupedal Robots Based on Fuzzy Control and Reinforcement Learning
[NO] 733/1000 | GreenAuth: Risk-Adaptive Cryptographic Authentication for Scalable and Energy-Efficient 6G-IoT Networks
[NO] 734/1000 | Design of Automatic Control System for Small Hydroelectric Generator Unit Based on Small PLC
[NO] 735/1000 | A Hybrid Encoding-Based Coordinated Optimization Method for Charging Matrix Design in the Blast Furnace Ironmaking Process
[NO] 736/1000 | An MDD-Based Reliability Assessment for Performance-Sharing k-out-of-n: G Systems
[NO] 737/1000 | Topology-Uncertain Multi-UAV Formation Control Algorithms Against Hybrid Cyber Attacks
[NO] 738/1000 | A Multi-Objective Robust Optimization Model for "Goods-to-Person" Mobile Shelving Robots
[NO] 739/1000 | Degradation Prediction of Fuel Cell Using Grey Model Based on Exponential-Log-Squared Function Transformation and Advanced Social Memory Optimization
[NO] 740/1000 | ICEEMDAN-Enhanced Multidimensional Feature Fusion with SHAP Interpretability for Wind Turbine Noise Diagnosis and Fault Localization
[NO] 741/1000 | Comparative Evaluation of Machine Learning Models for Predicting Grinding Throughput in Mining Operations.
[NO] 742/1000 | FSP-YOLO: A Lightweight Algorithm for Ship Detection in SAR Images under Complex Backgrounds
[NO] 743/1000 | Importance of structure optimization to achieve large orbital energy spacing in Si fin-type quantum dot devices
[NO] 744/1000 | R
                    <sup>3</sup>
                    PUF: A Reliable RRAM-Based PUF Resilient to Machine Learning Attacks
[NO] 745/1000 | First end-to-end testing of prototype CMB-S4 cold detector modules and readout chains
[NO] 746/1000 | Table of Contents
[NO] 747/1000 | STAR-RIS and NOMA Assisted Integrated Sensing and Covert Communication Systems
