[2026-08-20 22:26:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-19
正在获取论文...
[arXiv] 2026-08-19 | The Equality Cases of the Weak Simplex Conjecture
[NO] 834/1794 | Large-Range XY Compliant Platform Decoupled based on Reinforcement Learning*
[NO] 835/1794 | Development of a High-Voltage Gain DC-DC Converter with Integrated Three-Winding Coupled Inductor for Low-Power Renewable Energy Applications
[NO] 836/1794 | Design and Fabrication of Slotted Surface-Grating DFB Lasers at 1550 nm
[NO] 837/1794 | Statistically Optimal First-Order Sliding-Mode Control under Gaussian Measurement Noise
[NO] 838/1794 | Aperiodic Frequency-Agile Signal Generation Based on Optoelectronic Hybrid Oscillator
[NO] 839/1794 | Decentralized Federated Learning for Heterogeneous Multi-Task Semantic Communication
[NO] 840/1794 | A Deterministic PPG-Based Algorithm for Obstructive Sleep Apnea Detection
[NO] 841/1794 | CUBIC++: Empirical Fine-Tuned CUBIC
[NO] 842/1794 | Hierarchical Biomarker Modeling for Facial Paralysis Assessment and Rehabilitation Monitoring
[NO] 843/1794 | User Mobility Demands Near-Field Communications in Terahertz-Band Wireless Networks Beyond 6G
[NO] 844/1794 | Understanding Stylistic and Syntactic Backdoor Attacks in Text Classification
[NO] 845/1794 | Toward Large-Scale and Interoperable Smart Home Emulator with Cyreal Framework
[NO] 846/1794 | Cross-modal Inconsistent Information-based Network for Fake News Detection
[NO] 847/1794 | Sliding Mode Control on Time Scales: Graininess-Induced Quasi-Sliding Under Asynchronous Sensing
[NO] 848/1794 | Sliding Mode-based Position Control of Wave Propelled Platforms
[NO] 849/1794 | Data-driven Estimation of Force and Location along FBG-integrated Flexible Instruments
[NO] 850/1794 | Boundary-Evolved Optimization for Compliant Mechanism Design: Principles, Verification, and Applications
[NO] 851/1794 | Energy-Efficient State Estimation with 1-Bit Sensing: A Bussgang-Kalman Framework for Internet of Things
[NO] 852/1794 | A Compensation Algorithm Based on Dual-Threshold Differential Peak Detection for Wide-Range Neutron Measurement with Proportional Counters
[NO] 853/1794 | Joint Average Fusion and Spatial Registration: GA-Based Distributed Multi-Target Tracking
[NO] 854/1794 | Design, Analysis, and Demonstration of a Low-Profile Dual-Polarized Millimeter-Wave Liquid Crystal-Based Phased Array with Fast Response Based on Corporate-Series Feeding Strategy
[NO] 855/1794 | IEEE Member Discounts Program
[NO] 856/1794 | Self-Powered High-Performance Solar-Blind/Near Ultraviolet Dual-Band Photodetector Based on
                    <i>β</i>
                    -Ga
                    <sub>2</sub>
                    O
                    <sub>3</sub>
                    /CuAlO
                    <sub>2</sub>
                    Heterojunction
[NO] 857/1794 | Hybrid Modeling Approach for Multicoil Torque Prediction of Spherical Reluctance Motor
[NO] 858/1794 | Data-Driven Lagrangian Optimization for O-RAN Efficiency
[NO] 859/1794 | Designing LLM Agents for Output Checking in Research Data Centers: Disclosure Risk and Output Validation
[NO] 860/1794 | Impact of Smartphone Use on Health and Academic Performance Among University Students: Evidence from the University of Sharjah
[NO] 861/1794 | AI-Enhanced Ultrasonic Obstacle Detection and One Touch Fold for Next Generation Wheelchairs
[NO] 862/1794 | Identification of Clutch Pressure Plate Types Using Computer Vision
[NO] 863/1794 | Dynamic Multi-View Semi-Supervised Classification via ODE-Enhanced Graph Convolutional Networks
[NO] 864/1794 | Transferability of the GCG Attack Across LLMs: Correlation with Attention Similarity and Transfer Rate Prediction
[NO] 865/1794 | Decentralized Intent-Based Multi-Robot Task Planner with LLM Oracles on Hyperledger Fabric
[NO] 866/1794 | SEP Analysis of a Low-Resolution SIMO System with
                    <i>M</i>
                    -PSK over Fading Channels
[YES] 867/1794 | TraceStructRepair: Effective Diagnostic Representation for Context-Limited Automated Program Repair
[NO] 868/1794 | A Continuously Reconfigurable Linear Polarization Antenna for Aerial IoT Platforms
[NO] 869/1794 | Intelligent Path Planning and Robust Tracking of Microrobots in Complex Vascular Networks
[YES] 870/1794 | LLM-Based Data Generation and Augmentation for Rust Vulnerability Detection
[NO] 871/1794 | Multi-category Cross-subject Hand Gesture Recognition Based on Spatiotemporal Decoding via A-mode Ultrasound Sensing
[NO] 872/1794 | Cloud-Assisted Zero Trust Architecture for CPS Actuators Using a Trust-Lease Extension of ZeTiots-FW
[NO] 873/1794 | Transformer-based Offline Reinforcement Learning for Intelligent Torpedo Evasion in Autonomous Underwater Vehicles
[NO] 874/1794 | Orthodontic Extraction Decision Support Using Deep Learning on Lateral Cephalometric Radiographs
[NO] 875/1794 | Shallow Water Delta Oil and Gas Reservoir Prediction
[NO] 876/1794 | A Comparative Study of Policy-Based Reinforcement Learning Algorithms for Chinese Single-Stock Trading
[NO] 877/1794 | Visualization Analysis of Research Hotspots and Trends of Chemistry Education Based on CiteSpace
[NO] 878/1794 | A Quantum-inspired Language Model Based on Transformer and Unitary Evolution for Question-answering
[NO] 879/1794 | Source-Free Domain Adaptive Fundus Image Segmentation with Disagreement-Guided Mask Consistency and Boundary Curvature Regularization
[NO] 880/1794 | Evaluating Monotonic Functions using Binary Search
[NO] 881/1794 | Construction of a Risk Prediction Model for MCI-to-AD Progression Based on Longitudinal Atrophy Trajectories of Structural MRI
[NO] 882/1794 | SMT-Based Traffic Scheduling for Time-Sensitive Networking
[NO] 883/1794 | Design of Intelligent Path of “Walking Ideological and Political Course” + Red Archives Collaborative Education Based on Knowledge Map Construction Algorithm
[NO] 884/1794 | Diabetic Retinopathy Classification Network Based on Cosine Similarity Multi-scale Decomposition and Cross-attention
[NO] 885/1794 | Prof. Ming-Yan Fan Receives Multiple Honors for Research Excellence and Industry–Academia Collaboration [Chapters]
[NO] 886/1794 | Title Page
[NO] 887/1794 | IEEE Access
[NO] 888/1794 | Table of Contents
[NO] 889/1794 | Panel - AI and Robotaxi: Inside and Out
[NO] 890/1794 | Preface
[NO] 891/1794 | Based on Cross-Sample Entropy Analysis: A New Perspective on Revealing the Mechanism of Transcutaneous Auricular Vagus Nerve Stimulation in Regulating Brain Networks
[NO] 892/1794 | Performance Analysis of DTC with SVM Scheme for Low-Ripple BLDC Motor Operation
[NO] 893/1794 | Alternative Decomposed Message Passing for Efficient Geometric GNNs
[NO] 894/1794 | A Survey of Multimodal Human Emotion Detection Techniques Using Deep Models and Transfer Learning
[NO] 895/1794 | VLSI Architecture of Adaptive FIR Filter Using Distributed Arithmetic for Low-Power DSP Applications
[NO] 896/1794 | A Preliminary Study of LLM Inferencing on Sandboxed Environments for Jetson Edge Platforms
[NO] 897/1794 | Raiders of the Lost Log: Synchronous Parallel In-Place Models and Algorithms
[NO] 898/1794 | Machine Learning-Based Modeling of Large-Scale Climate Data for Long-Term Trend Analysis
[NO] 899/1794 | Evaluation of an Ankle Exoskeleton System Based on Additive Manufacturing Technology
[NO] 900/1794 | A Comparative Analysis of Electrocardiogram, Phonocardiogram and Retinal Oculomics Using a Hybrid Deep Learning Model for Cardiovascular Diagnosis
[NO] 901/1794 | Non-Intrusive Sensor-Based Sleep Monitoring and Machine Learning Classification for Individuals with Disabilities in Residential Facilities: A Case Study from the MetaSalute Project
[NO] 902/1794 | Numerical Study of a High-Voltage Pulse Transformer for Klystron Modulator
[NO] 903/1794 | Single-Phase Active LED Driver with Common Anode DC-DC Boost Cell, Reduced Power Processing, and Electrolytic Capacitor-Less Design
[NO] 904/1794 | Combining Thinking Aloud and Eye Tracking
[NO] 905/1794 | LiteNet-CXR v2: A Lightweight and Interpretable CNN for Lung Tumor Detection in Chest X-Rays
[NO] 906/1794 | Hybrid AI Models for Predicting Housing Market Trends
[NO] 907/1794 | From Pixels to Perception: Transforming Images Across Domains Using Deep Generative Models
[NO] 908/1794 | Physics-Guided Spatio-Temporal Transformers to Predict Urban Wind Fields with Accuracy and Adaptive Optimization of Wind Power
[NO] 909/1794 | PulmoAI: AI-Driven Prediction for Lung Health
[NO] 910/1794 | ANN-Based Power Transformer Diagnosis on Datasets with Rogers DGA and IEC
[NO] 911/1794 | Intelligent Matter: Leveraging AI/ML to Enhance Interoperability, Efficiency, and Security in Matter-Based Smart Homes
[NO] 912/1794 | Inclusive CS Education in K-12 Classrooms: A Seminar for Prospective CS Teachers
[NO] 913/1794 | Knowledge Graph-Based AI Framework for Predicting Nutritional and Health Impacts of Food Ingredients
[NO] 914/1794 | Quad-Band Polarization-Insensitive THz Absorber for Sensing Applications
[NO] 915/1794 | CGAD: A Cross-Granularity Aware Framework for Time Series Anomaly Detection
[NO] 916/1794 | An Ultra High Gain Double-Dual-Boost DC–DC Converter Based on Switched Inductor Cells and Ripple Mitigation Technique
[NO] 917/1794 | LPTV Structure-Constrained Kalman Filter for OFDM Channel Estimation in Power Line Communications
[NO] 918/1794 | Design of a Compact XYZ Flexure-Based Nanopositioning Stage for Silicon Photonic Coupling with a Large Moving Platform and Low Cross-Axis Coupling
[NO] 919/1794 | Online Power Coefficient Estimation in Wind Turbines via Adaptive Sliding-Mode Observers
[NO] 920/1794 | Two-Stage Pattern-Based Fast Reconfiguration for Optical-Switched AI Datacenter Networks
[NO] 921/1794 | Dual Point Temperature Sensing Using Cascaded Phase-shifted Fiber Bragg Gratings and A Convolutional Neural Network
[NO] 922/1794 | Effect of Weakly Correlated Crystallizations: Quantitative Characterization in GaAs/Si Heteroepitaxial material
[NO] 923/1794 | On the adaptive stabilization of MIMO systems with uncertain control direction
[NO] 924/1794 | Performance Analysis of NOMA-Based Ultraviolet Communication Systems with Imperfect SIC
[NO] 925/1794 | Weighting-Factor-Free Model Predictive Torque Control of Induction Motors Driven by a 3L-NPC Voltage Source Inverter
[NO] 926/1794 | Accurate Demodulation in MEMS Fabry-Perot Pressure sensor via Autoencoder-Based Spectral Learning and Temporal Convolutional Networks
[NO] 927/1794 | High-efficiency edge coupler for hybrid integration of distributed feedback lasers
[NO] 928/1794 | Performance Analysis of LMS Adaptive Equalizer for Optical Communication in Three Typical Scenarios
[NO] 929/1794 | Robust High-Performance Control using Nonlinear Sliding Surface: A Case Study on Depth Control of an Autonomous Underwater Vehicle
[NO] 930/1794 | A Method to Decrease the Voltage Stress on the Rectifier and Transformer of High Voltage High Power Converters Caused by the Output LC Filter
[NO] 931/1794 | An Independent Rise-Time Control Scheme for Voltage and Current in IGBTs under Quasi-Zener Loads
[NO] 932/1794 | Performance Analysis of AFDM-IM LiDAR-ISAC Waveforms under Composite FSO Channels
[NO] 933/1794 | High-Stability Laser Driving and Temperature Control System for Sensing Applications
[NO] 934/1794 | Voltage-Frequency Control of Standalone Single-Phase Inverter Based on Adaptive Backstepping Controller with State and Nonlinear Disturbances Observers: An Experimental Validation
[NO] 935/1794 | A Definition of Discretization Chattering in Affine-Input SISO Systems
[NO] 936/1794 | A Biomimetic Human-Robot Interface for Natural Cooperative Ankle Movement in Healthy and Post-Stroke Subjects
[NO] 937/1794 | RV-KEM: A RISC-V ISE-Accelerator for ML-KEM on Lightweight IoT Cores
[NO] 938/1794 | Location-Based Wi-Fi AP Discovery Optimization for Vehicle-to-Infrastructure Communication
[NO] 939/1794 | SemTFT: When Semantics Meet Intermittent Demand Forecasting
[NO] 940/1794 | Application of Machine Learning Techniques on Prostate Cancer Genomics Data for Clustering and Classification
[NO] 941/1794 | Temporal Decomposition with Selective Fixing and Relaxation for Fast Distributionally Robust Unit Commitment
[NO] 942/1794 | Wavelength-shift-free reconfigurable multilevel optical switching using a SbSe-based nanobeam cavity_supp1-3723082.docx
[NO] 943/1794 | Stable Handoff Method using Staged Decisions for Wireless LAN Systems
[NO] 944/1794 | Local Frequency-Guided Peak Extracting Transform for Reflection Interface Identification in Deep Carbonate Reservoirs
[NO] 945/1794 | LSTM-PPO: A Hybrid Deep Reinforcement Learning Framework with Asymmetric Reward Engineering for Real-Time Intrusion Detection in IIoT and SCADA Networks
[NO] 946/1794 | DP
                    <sup>2</sup>
                    -RAG: An Efficient Full-Process Differential Privacy Implementation in Retrieval-Augmented Generation
[NO] 947/1794 | Largely Constrained Noise-guessing Decoding of Short LDPC codes
[NO] 948/1794 | ABCD: Active Buildings with Computing, Distributed Sensing, and Secure Edge Collaboration for Autonomous Hazard Mitigation
[NO] 949/1794 | Multimodal Rumor Detection and Dynamic Intervention: A Deep Learning and Reinforcement Learning Approach
[NO] 950/1794 | Position Estimation via a Single LEO Satellite based on Pseudorange and Doppler Measurements
[NO] 951/1794 | 3D Channel Spatial Selectivity Analysis of LEO Satellite-Vehicle Communication
[NO] 952/1794 | Table of Contents
[NO] 953/1794 | Synthetic Versus Real-World Traffic: An Empirical Evaluation of Machine Learning–Based DDoS Detection
[NO] 954/1794 | Research on Optimization and Control Strategies of Sliding Pressure Operation of Steam Turbine under Deep Peak Regulation Conditions
[NO] 955/1794 | Robust Visibility-Aware Target Tracking for Micro Aerial Vehicles in Unknown Complex Environments
[NO] 956/1794 | Engineered miRNA Feature–Driven Machine Learning Models for Risk Stratification in Lung Adenocarcinoma
[NO] 957/1794 | Generalizing Universal Image Segmentation to Online Video Segmentation via a Bridging Matcher
[NO] 958/1794 | Secure and Scalable Dynamic Blockchain Sharding via a Multi-Granularity Reputation Model
[NO] 959/1794 | Relative Navigation and Dynamic Target Tracking for Autonomous Underwater Proximity Operations
[NO] 960/1794 | Collaborative Management Optimization Method of Energy Storage + Data Center Flexible Load Based on Computing Scheduling
[NO] 961/1794 | Graph Orientation for Efficient Multi-Agent Pickup and Delivery Using Genetic Algorithm
[NO] 962/1794 | FreqPath-Net: Frequency-Aware Spectral–Orthogonal Network for Histopathological Nuclei Segmentation
[NO] 963/1794 | Synthetic Data Augmentation via Class-Conditional Latent Diffusion Models for Fundus Image Quality Assessment
[NO] 964/1794 | An Ultrawideband Magnetoelectric Dipole Antenna With Gain Improvement and Its Application in Array Design for Sub-6G Intelligent IoT Communication
[NO] 965/1794 | Auditing Training Data in Domain-adapted LLMs: LoRA-MINT
[NO] 966/1794 | A Collaborative Cislunar Computing Architecture for Task Scheduling and Resource Coordination Via Multi-Agent Reinforcement Learning
[NO] 967/1794 | Engineering Guided Determinism in Neuro-Symbolic Agents: A Comparative Study of Orchestration Strategies for Supply Chain Replenishment
[NO] 968/1794 | A Modular Low-Code Architecture for Trustworthy Conversational Agents with Governance and Clinical System Integration
[NO] 969/1794 | Risk Occupancy: A New and Efficient Paradigm Through Vehicle-Road-Cloud Collaboration
[NO] 970/1794 | Standardisation Insights from IMT-2020 Evaluation of EUHT-5G: Reliability and Spectral Efficiency in Mobile Scenarios
[NO] 971/1794 | Evaluating Gesture Recognition Robustness on Smartwatches: A Comparison Between User-Dependent and User-Independent Protocols
[NO] 972/1794 | Usability Study of AI-Based Stress Management Support Among College Students
[NO] 973/1794 | A Web-Based Pipeline for Ontology-Free Biomedical Knowledge Graph Construction and Exploration
[NO] 974/1794 | A Multimodal Smart Wearable Garment for Continuous Monitoring of Human Motor Tasks: A Multi-User Feasibility Study
[NO] 975/1794 | From SAINT to COMPSAC: A Quarter Century of Partnership between IEEE-CS and IPSJ
[NO] 976/1794 | EEG Connectomics in Rotator Cuff Injury: Central Network Reorganization During Three-Plane Antagonistic Shoulder Tasks
[NO] 977/1794 | An AI-Driven Framework for Dance Movement Generation Based on Motion Capture and Affective Computing
[NO] 978/1794 | A Multimodal Recommendation System Based on Transformer And Dimensionality Reduction Clustering Algorithm for Clothing Similarity Retrieval
[NO] 979/1794 | Research of Smart Helmets for Delivery Personnel
[NO] 980/1794 | IEEE Sensors Letters Subject Categories for Article Numbering Information
[NO] 981/1794 | Residential Arrangements and Elderly Survival: A Supervised Learning Approach to Mortality Risk Prediction
[NO] 982/1794 | Analysis of Dual-Task Gait Characteristics Based on Electrostatic Detection
[NO] 983/1794 | Introduction to JSSPP 2026
[NO] 984/1794 | Controllability Analysis for Vision State Space Models: A Structural Interpretability Framework_supp1-3718747.pdf
[NO] 985/1794 | IEEE Connect
[NO] 986/1794 | Evaluating LLM-Generated Instructional Content for Parallel Computing Education
[NO] 987/1794 | An Intelligent Protection Scheme for Radial DC Microgrid Considering Critical Pole-to-Ground Fault Scenarios
[NO] 988/1794 | Under Pressure: How Autonomy and Competence Shape AI Adoption in Citizen Broadcasting
[NO] 989/1794 | Feature Fusion Dual-Branch CNNs for Superior Fish Pathology Recognition
[NO] 990/1794 | CollARborate or Compete? Investigating User Experience and Motivation through Social Context and System Modalities of a Serious Math Game
[NO] 991/1794 | Comparative Analysis of Graph Centrality Measures for Extractive Text Summarization
[NO] 992/1794 | AI based Crowd Surveillance and Anomaly Detection System
[NO] 993/1794 | An Antiquated Discourse Upon Direct Carriage-to-Carriage Energy Bestowal Employing on-Board Converters
[NO] 994/1794 | Classification of Lower Limb Movements Based on Surface Electromyography Signals and Cross-Channel Mutual Information Features
[NO] 995/1794 | From Prototype to Handover-Ready Artifact: Hardening a Color-Picking Device for Early Intervention
[YES] 996/1794 | Exploring LLM-generated hints for students’ Error Recovery in programming
[NO] 997/1794 | AI Driven Workload Management for Multi-Cloud and Edge Computing Environments
[NO] 998/1794 | Evaluating Deployment Trade-offs of Compact Vision-Language Models on Edge Systems
[NO] 999/1794 | Solar Powered Air Refinement for Rural Organic Wellbeing
[NO] 1000/1794 | Performance Enhancement of Vehicle-to-Vehicle Power Transfer Using Model Predictive Control
[NO] 1001/1794 | Systematic Vision-Based Experimental Validation of Liquid Sloshing Modeling in Robotic Industrial Manipulation
[NO] 1002/1794 | Research on the Application of Visual Anomaly Detection Technology in Semiconductor Wafer Inspection
[NO] 1003/1794 | A Multi-Queue Design for High-Performance GPU Priority Queues
[NO] 1004/1794 | AI-Enhanced Prediction of Green Bond Performance
[NO] 1005/1794 | A Robust Finite-Time Fault-Tolerant Control Strategy for Quadrotor UAVs
[NO] 1006/1794 | Layout and Exploration of a 5-Level Switched-Capacitor Inverter Network Topology
[NO] 1007/1794 | A Unified Maximum Sensitivity-Driven Resilient Controller Design for Boost Converter Feeding Constant Power Load Incorporating the Mixed DS-RL Approach
[NO] 1008/1794 | A Field Case Study of Power Transformers Operating in Parallel from 220kV NRS Doddaballapura Substation Karnataka
[NO] 1009/1794 | A Data-Driven Assessment of Robust Machine Learning Frameworks for High-Variance Industrial Environments
[NO] 1010/1794 | A Novel Three-Phase Three-Level Transformerless Inverter with Reduced Components and Single-Source Voltage Boosting Capability
[YES] 1011/1794 | VibeCodeHPC: A Multi LLM Agent System for HPC Code Auto-Tuning
[NO] 1012/1794 | A Novel Hybrid Methodology for Defect Detection through the Combination of Sensing Technologies and Artificial Intelligence
[NO] 1013/1794 | Trajectory-Based Evaluation of Driving Behavior with Gradient-Boosted Decision Trees
[NO] 1014/1794 | Evaluating the cognitive effects of computer programming on inference skills in primary education
[NO] 1015/1794 | Should we open the Black Box? Investigating Transparency in K-12 Machine Learning Education
[NO] 1016/1794 | Energy-Efficient LLM Inference with SLA-Constrained Adaptive GPU Power Capping
[NO] 1017/1794 | Knaut: Resource-Oriented Control of Electronic Bills of Lading on IOTA Move
[NO] 1018/1794 | GAT-PPO-Based Joint Routing Optimization for TSN-Enabled VPP Backbone Networks
[NO] 1019/1794 | ReflectAI: An AI-Driven Multimodal Journaling App for Promoting Mental Well-being
[NO] 1020/1794 | Comparative Study of Narrowband and UWB Microwave Sensor Performance for Non-Invasive Blood Clot-Related Dielectric Change Detection
[YES] 1021/1794 | Detection and Visualization of Vulnerability Fixes Considering Dependencies in Open Source Software
[NO] 1022/1794 | Metaheuristic-Based Parameter Identification of a Single-Area Power System
[NO] 1023/1794 | Dual-Polarized UWB Vivaldi Antenna with Polarization Diversity for Enhanced Tumor Localization in Multistatic Microwave Brain Imaging
[NO] 1024/1794 | eSmarTA 2026 Author Index
[NO] 1025/1794 | Design of Herringbone Microchannels for Enhanced Mixing in Augmented Cooling Slurries_supp1-3723697.pdf
[NO] 1026/1794 | Edge Uncertainty-Aware Infrared Fault Detection Method for Power Equipment
[NO] 1027/1794 | Deep-Space Optical Communication Receiver Based on Single Photon Coherent Beam Combination
[NO] 1028/1794 | Physics-Embedded Spatial Attention Network for High-Impedance Fault Identification in Distribution Systems
[YES] 1029/1794 | VKB-Hunter: Vulnerability Knowledge Base Based Black-box Protocol Fuzzer for IoT Devices
[NO] 1030/1794 | 2026 International Conference on Information Communication, IoT Technology, and Smart Cities (IITS)
[NO] 1031/1794 | TD3-Based Resource Allocation for Low-Power AmBC-Assisted WBANs in Cognitive Radio Networks
[NO] 1032/1794 | Co-Designing Embodied Telehealth for XR Physical Rehabilitation in Integrated Veteran Care
[NO] 1033/1794 | Analysis, Design and Development of a VR-Based Serious Game to Support Mirror Therapy in Stroke Rehabilitation
[NO] 1034/1794 | Physics-Informed Reinforcement Learning for Coordinated Real-Time Frequency Control of Grid-Forming Energy Storage in Low-Inertia Microgrids
[NO] 1035/1794 | Tomo-Net: A Physics-Inspired Dual Regression Network for Nonlinear Tomographic Imaging
[NO] 1036/1794 | An Adaptive Trajectory Reconstruction Method under Geo-Indistinguishability
[NO] 1037/1794 | Ultra-high Frequency Sensor for Multi-source Partial Discharge Detection
[NO] 1038/1794 | High-Throughput Screening of Helical Microbot Geometries in Viscoelastic Media
[NO] 1039/1794 | Rapid Robust Optimization of Permanent Magnet Linear Synchronous Motors Considering Manufacturing Tolerances
[NO] 1040/1794 | From Architectural Descriptions to Executable Software Models with Environmental and Scenario Dynamics
[NO] 1041/1794 | RACE: Recovery Analysis for Cascading Events in Complex Networked Systems
[NO] 1042/1794 | 2026 17th Power Electronics, Drive Systems, and Technologies Conference (PEDSTC)
[NO] 1043/1794 | Submillimeter Laser Steering Thermal Responsive Optics For Fiberbots Based on Two-Photon Polymerization
[NO] 1044/1794 | Common Mode Voltage and Zero Sequence Circulating Current Reduction in Parallel Two-Level Inverter
[NO] 1045/1794 | Stokes-Space Quantization-Enabled Hybrid Digital- Analog Radio-over-Fiber Modulation and Demodulation Architecture for Physical-Layer Secure Transmission
[NO] 1046/1794 | High-Sensitivity Refractive Index Sensor Based on a 3D-Printed Concave Micro-Reflector on a Single-Mode Fiber Tip
[NO] 1047/1794 | A Partition-based Fast Routing Algorithm for Large-scale Optical Satellite Networks
[NO] 1048/1794 | A Discrete-Time Sliding Mode Observer for Sensorless Motor Control
[NO] 1049/1794 | 3D Manipulation of Airborne Objects Using Patterned Airflow
[NO] 1050/1794 | Open Microfluidic System with Coplanar Electrodes for Multiplexed Chemical Stimulation of Suspended Cells
[NO] 1051/1794 | 2026 International Conference on Manipulation, Automation and Robotics at Small Scales (MARSS)
[NO] 1052/1794 | Symbol-Level Nonlinear Equalization for Coherent Optical Communications Based on a Power-Conditioned Residual Memory Network
[NO] 1053/1794 | A Predictive Reservation-Based Routing and Wavelength Assignment Method for Satellite Networks
[NO] 1054/1794 | Active-Switched-Inductor Passive-Switched-Capacitor Boost DC-DC Converter
[NO] 1055/1794 | The Algorithm Is Not the Answer: A Methodological Review of Metaheuristic Controller Tuning
[NO] 1056/1794 | Digging into Monocular Texture-Scale Feature Fusion for Optical Flow and Optical Expansion Estimation_supp2-3725402.mp4
[NO] 1057/1794 | Crowdsensing From a Distance: A Contract Mechanism Design
[NO] 1058/1794 | Fast Communication-less Remote Bus Backup Protection algorithm in HVDC Grids with In-Depth Analysis
[NO] 1059/1794 | Teaching Dragons How Humans Fly - Investigating the Learning by Teaching Effect Using Teachable Virtual Agents with Primary School Students
[NO] 1060/1794 | ICOCN2026 Conference Proceedings Author Index
[NO] 1061/1794 | Machine Learning-Based Assessment of Body Roundness Index and Cardiovascular Disease Risk in Older Adults: U.S.-China Evidence
[NO] 1062/1794 | A Decision-Oriented Multi-Modal Framework for Disaster Risk Assessment and Resource Optimization
[NO] 1063/1794 | Integrated Fluidic-Muscle Active Air-Suspension With Reduced-Order ESO Sliding-Mode Control for Low-Frequency Vibration and Motion-Sickness Mitigation in Shared Autonomous Electric Vehicles
[NO] 1064/1794 | RSGPNet: Geometric Prompting for Remote Sensing Open-Vocabulary Semantic Segmentation
[NO] 1065/1794 | Cost and Accuracy of Long-Term Memory in Distributed Multi-Agent Systems Based on Large Language Models
[NO] 1066/1794 | Balancing Accuracy and Cost: An Adaptive Hybrid Framework for Feature Selection in Software Defect Prediction
[NO] 1067/1794 | Reviewers
[NO] 1068/1794 | Developing Robust and Reproducible Machine Learning Systems
[NO] 1069/1794 | Multi-Criteria Voting Algorithm for Misbehavior Detection in VANET Beacon Messages
[NO] 1070/1794 | Unveiling Security Traits of Cross-Platform Android Applications: A Large-Scale Empirical Study
[NO] 1071/1794 | Infrared Point Target Dataset Generation and its validation through Deep Learning Methods
[NO] 1072/1794 | CGL-FED: A Continual Graph-Based Learning Framework for Fraudulent Email Detection
[NO] 1073/1794 | VR-MedTutor: A Multimodal Virtual Reality Platform with AI Agent-Assisted Brain Tumor Education
[NO] 1074/1794 | Kubernetes-Based Transparent Orchestration of Heterogeneous IoT Devices Through Peripheral Abstraction with Webassembly
[NO] 1075/1794 | An Integrated Lifecycle-Management Pipeline for UAV-Augmented Smart Parking Surveillance Across the Cloud–Edge–End Continuum
[NO] 1076/1794 | Is My Vision-Language Data in Your AI? Membership Inference Test (MINT) Demo 2
[NO] 1077/1794 | Building an Ableist Language Dataset With a Human-In-The-Loop Methodology for Inclusive Discourse in Autism Research
[NO] 1078/1794 | FedALAQ: Federated Adaptive Layer-wise Aggregation with Quantization
[NO] 1079/1794 | Performance Characterization of LLM Inference under Limited GPU Resources
[NO] 1080/1794 | Interference Management Techniques in Cell-Free Massive MIMO to Protect Legacy Wireless Systems
[NO] 1081/1794 | Key Reconciliation with RC-LDPC/Error Estimation for Satellite-based FSO/QKD Systems
[NO] 1082/1794 | Table of Contents
[NO] 1083/1794 | Research on a Locality-Sensitive Hashing-Based Clustering Optimization Method for DNA Storage Targeting Hard-to-Correct Errors
[NO] 1084/1794 | Prediction of Multifunctional Therapeutic Peptides Using a Hybrid Spatiotemporal Network and Asymmetric-Dice Joint Loss
[NO] 1085/1794 | A Study on the Challenges Faced by Women with Gestational Diabetes in Self-Management Based on Web Crawler Data
[NO] 1086/1794 | IEEE Computer Society Information
[NO] 1087/1794 | DVFS-Aware Energy-Efficient Implementation of DNNs on Heterogeneous Hybrid Parallel Computers_supp1-3725140.pdf
[NO] 1088/1794 | Introduction to CGRA4HPCA 2026
[NO] 1089/1794 | Women in Engineering
[NO] 1090/1794 | Towards Wearable High-Density MEG: A Compact, Low-Power, and Scalable OPM-MEG System with Automated Control_supp1-3724753.pdf
[NO] 1091/1794 | A Lightweight YOLOv8-Based Camera Backbone for Efficient BEVFusion
[NO] 1092/1794 | Software Engineering for Self-Adaptive Robotics: A Research Agenda
[NO] 1093/1794 | Adaptive Computational-Intelligence Framework for Rhythmic Motor-Cognitive Assessment Using Generative AI
[NO] 1094/1794 | Resilience Evaluation of Eco-Cultural Space in Guangxi Ethnic Villages Based on Deep Learning
[NO] 1095/1794 | IIMedGPT-M: A Mental Health Oriented LLM via a Staged Training Pipeline
[NO] 1096/1794 | Battery Cell Faults and Detection Methods
[NO] 1097/1794 | Experiencing the Twin Transition: A Virtual Reality Application Showcasing Facets of the Circular Economy
[NO] 1098/1794 | Usability Assessment of a 2-DoF Wearable Wrist Robot in Activities of Daily Living
[NO] 1099/1794 | Efficient Degree-3 HUBO Formulation with Auxiliary-Variable-Minimum QUBO Reduction for the Angular Distance Traveling Salesman Problem
[NO] 1100/1794 | AI for Science Communication: Evaluating the Visual and Linguistic Representation of Intelligent Virtual Agents on Credibility and Persuasiveness
[NO] 1101/1794 | Inkjet-Printed IDC sensor Integrated in a Microfluidic Platform
[NO] 1102/1794 | User-Centered Requirements for an Authoring Tool in XR Cultural Heritage
[NO] 1103/1794 | State Machine Based Programming of an Elevator Simulator by zPLC – a Virtual PLC Software
[NO] 1104/1794 | Quantitative Assessment of Consumer Perceptions and Post-Adoption Behaviour toward Electric Vehicles in Bengaluru
