[2026-09-03 23:48:17] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-09-02
正在获取论文...
[arXiv] 2026-09-02 | A Survey of Decentralized Physical Infrastructure Network,Research Directions, and Open Challenges
[NO] 1528/1933 | Design of a 1-bit adder/subtractor using multi-gate transistors for high speed and low power applications
[NO] 1529/1933 | In-Hand Manipulation Based on Cloth-Configured Energy Landscape of a Cloth-Attached Hand
[NO] 1530/1933 | Data-Driven Trajectory Tracking Control Design for Unknown Linear Systems via a Nonminimal State-Space Model
[NO] 1531/1933 | The Strategic Weaponization of Discovery Incompleteness: Information Asymmetry as Litigation Advantage
[NO] 1532/1933 | Efficient Approximation Algorithms for Resolvent Subgraph Centrality on Signed Graphs
[NO] 1533/1933 | VFC-Net: Point Cloud Completion via Voxel-based Transformer
[NO] 1534/1933 | Employee Loyalty in Sichuan Microchip Manufacturing: Dual Mediation via PLS-SEM and Tree-Ensemble Classification
[NO] 1535/1933 | Synergy Effects and Performance Impacts of Technology Adoption and Institutional Optimization: An Empirical Study Based on the Digitalization of Urban Transport Management
[NO] 1536/1933 | The Impact of Digital Spillover on Supply Chain Resilience: Based on the Perspective of New Productivity
[NO] 1537/1933 | Influence Mechanism of Leaders' Followership Anti-Prototype on Employees' Turnover Intention in Tourism Enterprises: A Sem-Based Empirical Analysis from the Technological Innovation Perspective
[NO] 1538/1933 | BASIC-Prefetcher: Bin-based Address and Size-Informed Caching for AI-Driven SSD Workloads
[NO] 1539/1933 | ICCCAS 2026 Conference Committee
[NO] 1540/1933 | ICVR 2026 Cover Page
[NO] 1541/1933 | Table of Contents
[NO] 1542/1933 | 2026 30th International Conference on Methods and Models in Automation and Robotics (MMAR)
[NO] 1543/1933 | Offline Evaluation Measures of Fairness in Recommender Systems
[NO] 1544/1933 | IEEE Press/Wiley
[NO] 1545/1933 | Visual Monitoring and Validation of Wire Arc Additive Manufacturing Deposition Using Deep Learning Under Low-Contrast Conditions_supp1-3729851.pdf
[NO] 1546/1933 | IEEE DMC 2026
[NO] 1547/1933 | A Multisensory-Assisted System for Chest Compression Training in Cardiopulmonary Resuscitation_supp1-3720829.pdf
[NO] 1548/1933 | ICPERE 2026 Cover Page
[NO] 1549/1933 | Regulation of Bump Electroplating Uniformity and Flow Field Optimization for DRAM Wafers in Flip Chip Packaging
[NO] 1550/1933 | Effect of Functional Layer Architecture on Dielectric Energy Storage in PP/BC Multilayer Composites
[NO] 1551/1933 | IHCBF: Impact-Limiting Hybrid Control Barrier Function for Task Performance and Safety_supp1-3730342.mp4
[NO] 1552/1933 | Production-Constrained Extrinsic Drift Recovery for Narrow-Field-of-View Vision-Guided Robotic Grasping
[NO] 1553/1933 | Engineering Titanium Oxide Films to Achieve High Performance Photomemristor Devices
[NO] 1554/1933 | Study on Moisture Migration and Dynamics in Biodegradable Transformer Insulation
[NO] 1555/1933 | Data-Driven Hierarchical Secure Control of Nonlinear MIMO MASs under Deception Attacks
[NO] 1556/1933 | Accelerated Life Test Fitting of Bi-Layer Insulations for HVDC Cable Accessories
[NO] 1557/1933 | LMI-Screened Attention-DRL for Heterogeneous Platooning via RSU Coordination
[NO] 1558/1933 | Tolerance-Aware Design of Frequency Selective Surfaces Based on a Scaling Relationship
[NO] 1559/1933 | Evaluating Fundamental Frequency (
                    <i>f</i>
                    <sub>0</sub>
                    ) as an Acoustic Correlate of Stroke Severity from Speech
[NO] 1560/1933 | HyBioSum: A Hybrid Framework for Biomedical Long-Document Summarization with Supervised Extractive and LLM-based Generation
[NO] 1561/1933 | Flashover Properties on Insulator Surface of GIS in Various Eco-Friendly Gases under AC Voltage
[NO] 1562/1933 | Experimental Investigation of Thermal Cycling Effects on Partial Discharge Inception Voltage in Random-Wound Electric Aircraft Motors
[NO] 1563/1933 | Effect of Ageing on Electrical Properties of Glass Fiber Reinforced Polyamide 6,6
[NO] 1564/1933 | Multi-Pillar VGSOT-MRAM Crossbar for Energy-Efficient Analog in-Memory Computing
[NO] 1565/1933 | PMoMu: Forward and Backward Private Multi-Owner and Multi-User Encrypted Database
[NO] 1566/1933 | Design and Optimization of Multi-Cell Multi-IRS Massive MIMO NOMA Networks
[NO] 1567/1933 | Week at a Glance
[NO] 1568/1933 | Revisiting Structural Pruning via Layer-Wise Feature Map Similarity for Edge AI: A Self-Adaptive Methodology to Minimize Search Overhead
[NO] 1569/1933 | The Mechanism of Electrical Property Improvement in Polypropylene Insulation by Solid Phase Grafting
[NO] 1570/1933 | Leveraging Generative Models for Uncertainty-aware Sea Waves 3D Reconstruction
[NO] 1571/1933 | Sensorless Commutation Error Auto-Compensation Method Based on DC-Link Current Reconstruction for Low-Inductance BLDCM
[NO] 1572/1933 | Monitoring Bladder volume with magnetic induction tomography: first in vivo study
[NO] 1573/1933 | An Electrothermal Testing Platform With Thermal Isolation and Subpixel Displacement Measurement for In-Situ Tensile Testing of Nanoscale Films
[NO] 1574/1933 | Power Spectral Envelope Modeling for Graded-Screening-Based EMI Prediction of Digitally Modulated Signals
[NO] 1575/1933 | Comparison-Based Anomaly Detection of Semiconductor Devices with a Projection-Based Co-Attention Module
[NO] 1576/1933 | Weakly-Supervised RGB-D Salient Object Detection via SAM-driven Pseudo Annotation and State Space Interaction-based Diffusion
[NO] 1577/1933 | Vector Bend-Sensing Using Single-Core Optical Waveguide and Dual Photodetector-Array-Based Radiation-Loss Measurement_supp1-3728294.docx
[NO] 1578/1933 | EScAPe: Eliminate Semantic Ambiguity in Prostate MRI Segmentation in Benign Prostatic Hyperplasia
[NO] 1579/1933 | Ultrascaled Transistors With Transferred Monolayer and Bilayer MoS
                    <sub>2</sub>
                    Channels
[NO] 1580/1933 | Human Recorded Signal Properties of Endovascular EEG Compared to Conventional Scalp EEG
[NO] 1581/1933 | Longitudinal Analysis of DMARC Across Country Code Top-Level Domains
[NO] 1582/1933 | A Review of Electricity Pricing Development for China's New Power System
[YES] 1583/1933 | Large Language Models for Computer-Aided Design: Engineering Usability, Generation Paradigms, and Beyond
[NO] 1584/1933 | Counterfactual Explanations for Reinforcement Learning Agents Using Kolmogorov-Arnold Networks
[NO] 1585/1933 | Optimized Multilayer Perceptron Neural Network for Breast Cancer Prediction Using Enhanced Grasshopper Optimization Algorithm
[NO] 1586/1933 | Comparative Study of Neural State-Space Models for Nonlinear Pendulum Identification
[NO] 1587/1933 | Autonomous Topic Evolution in News Mining Using Active Learning-Based Dynamic LDA
[NO] 1588/1933 | Wideband Anti-Jamming Beamforming Based on Programmable Waveguide-Driven Metasurface
[NO] 1589/1933 | Distributed Pulse-Wave Simulator for DDoS Dataset Generation
[NO] 1590/1933 | A Balanced Wideband Switchable Filter with Common-Mode Reflectionless and Selective Enhancement Characteristics
[NO] 1591/1933 | Enhancing Sparse View 3D Gaussian Splatting with Depth Clues
[NO] 1592/1933 | Dual-Band Frequency-Reconfigurable Tightly Coupled Antenna Array
[NO] 1593/1933 | A Wideband, Dual-Polarized 3D Conformal Metamaterial Absorber for P/L Bands
[NO] 1594/1933 | Transformer-Based Attack Traffic Detection and Classification in Session-Cluster Sequence Level
[NO] 1595/1933 | Inverse Multivalued Neural Network Modeling of Frequency Selective Surface
[NO] 1596/1933 | Systematic Evaluation and Production Deployment of LLM Inference Platforms: A Comparative Analysis with Operational Validation
[NO] 1597/1933 | Design of a Filtering Antenna Based on Tri-mode Operation using Characteristic Mode Analysis
[NO] 1598/1933 | Measurement-Driven Extraction of Equivalent Electromagnetic Parameters for Honeycomb Absorbers
[NO] 1599/1933 | A 3.3–3.8 GHz High-Efficiency Doherty Power Amplifier for Sub-6 GHz Air and Space Communication Transmitters
[NO] 1600/1933 | Test of Usefulness of Two Different Control Schemes for Planar Manipulator with First Passive Joint
[NO] 1601/1933 | Tandem Neural Network-Assisted Design of Polarization-Multiplexed Metasurface
[NO] 1602/1933 | Driving Behavior Risk Prediction via Style- Adaptive Spatiotemporal Network: A Role-Based Modeling Perspective
[NO] 1603/1933 | Competitive Hyper-Heuristic Optimization for Multi-Objective Drone Task Assignment
[NO] 1604/1933 | Dream Complex: A Tangible Augmented Reality System for Non-linear Dream Narrative and Emotion Visualization
[NO] 1605/1933 | Energy-Efficient O-RAN Control with Multi-Agent Multi-Armed Bandits
[NO] 1606/1933 | ML-Based Multi-Zone Smart Irrigation System Using Raspberry Pi and Iot
[NO] 1607/1933 | A Global Low-Rank Gated Recurrent Unit Based Digital Predistortion Model for Wideband Power Amplifiers
[NO] 1608/1933 | Mamdani Type Fuzzy Assisted PI Control at Supersonic Free Jet Facility
[NO] 1609/1933 | Probabilistic Group Emotion Estimation from Environmental Sensor Data Using Entropy-Based Reliability Evaluation
[NO] 1610/1933 | Multi-Objective Optimization Design and Commercial Implementation of Medium-Sized Magnetorquers
[NO] 1611/1933 | Research on Wind Load of the Shell Structure of a Lifting Box-type Thickness Measuring Device
[NO] 1612/1933 | An Underwater Scale Target Recognition Method Based on LFM-Costas Encoded Signal
[NO] 1613/1933 | Bridging the Generalization Gap in CNN-Based Spectrum Sensing for Non-Stationary Aerial Channels
[NO] 1614/1933 | Quality Score: A Behavioural Metric for Deliberation Quality in LLM-MAS Systems
[NO] 1615/1933 | Hybrid FEM–SPH Modelling of Shock Acoustic Emission Waves in Whipple Shields under Hypervelocity Impact
[NO] 1616/1933 | A Compact Dual-Band Printed Quadrifilar Helix Antenna with Folded Arms for GNSS Applications
[NO] 1617/1933 | Optical Phase Noise Cancellation through Differential Detection Using Analog Circuit Techniques
[NO] 1618/1933 | Hybrid Speed Controller with Constrained Radial Basis Function Neural Network Applied to BLDC Motor
[NO] 1619/1933 | Compact Dual-Port Antenna System with Rectangular Ring Dielectric Decoupler
[NO] 1620/1933 | Memory, Meaning, and Smell: Repositioning Older Adults in Olfactory VR Design
[NO] 1621/1933 | Hybrid Adaptive PINN–EKF Estimation for Sparse-Measurement UAV Pitch Dynamics under Parameter Mismatch
[NO] 1622/1933 | PWS-Guided Residual Learning for 3-m Far-Field Peak Prediction from Sparse Planar Magnetic Near-Field Scans
[NO] 1623/1933 | VETRA: Verifiable Transparency Contracts for Agentic Network Management
[NO] 1624/1933 | Minimum Average Dwell-Time Computations via Continuous Piecewise Quadratic Lyapunov Functions
[NO] 1625/1933 | Thermal Model Correlation Of Flight Model Of A Geostationary Satellite
[NO] 1626/1933 | A Broadband High-Efficiency S-Band Power Amplifier Using Stepped-Impedance Low-Pass Matching Network
[NO] 1627/1933 | Respiration Estimation Using Non-Linear Adaptive Luenberger-Like Observer in WWTP Bioreactor
[NO] 1628/1933 | Lineage-Aware Memory Governance: A Derivation-Gated Framework for Privacy-Preserving Column-Level Access Control in Enterprise AI Agents
[NO] 1629/1933 | Touch Begins Where Vision Ends: Generalizable Policies for Contact-Rich Manipulation
[NO] 1630/1933 | A TST-MRAM-Based Low-Latency In-Memory Multi-Bit Adder with Reconfigurable Logic
[NO] 1631/1933 | Retrieval-Augmented Residual Graph Neural Network for Protein–Protein Interaction Site Prediction
[NO] 1632/1933 | Group-wise Semantic Splitting Multiple Access for Multi-User Semantic Communication
[NO] 1633/1933 | Discriminating Stress and Mental Workload Using Multimodal Physiological Signals
[NO] 1634/1933 | On the design of sparse hybrid control for switched linear systems
[NO] 1635/1933 | Design and Layout of a 22-Bit Finite State Machine for Izhikevich Neuron Equations
[NO] 1636/1933 | Design and Characterization of a Gel-Based Thermal Contact Sensor for Approximating Human Finger Heat Transfer
[NO] 1637/1933 | Effects of Elastomers with Different Crystallization Behaviors on Space Charge Suppression in PP/Elastomer Composites
[NO] 1638/1933 | Research on Immersive Cultural Heritage Exhibition Integrating XR and Digital Narrative
[NO] 1639/1933 | Author Index
[NO] 1640/1933 | Performance Expectancy and Social Influence as Predictors of Mobile Banking Adoption Intention in Yemen From a Utaut Perspective
[NO] 1641/1933 | Exponential Pattern-Based Permutation Encryption
[NO] 1642/1933 | Condition-Invariant Feature Selection for Operating-Condition-Robust Fault Diagnosis
[NO] 1643/1933 | Computational Fluid Dynamics (CFD)-Based Modeling and Optimal Flow Control of a Bioprinter
[NO] 1644/1933 | On the Limitations of Residual Gaussian Processes for Multi-Aeration Dynamics in SBRs
[NO] 1645/1933 | Gain Scheduling Nonlinear Disturbance Observer via PSO-Based RL for Robust Control of Quadrotor
[NO] 1646/1933 | Ablation Analysis and Optimization of a Dual-Branch Time–Frequency Network for Regional Ionospheric TEC
[NO] 1647/1933 | An Intelligent Optimization Framework for Market-Consistent Asset Recoverability Estimation and Mispricing Detection
[NO] 1648/1933 | An Efficient Service Continuity Provision with Predictive Topology Management in 6G Networks
[NO] 1649/1933 | A Comprehensive Review of Computational Intelligence in Modern Electronic Warfare: From Deterministic Approaches to Hybrid Meta-Heuristic Optimization
[NO] 1650/1933 | Supervised vs. Self-Supervised Learning for Corrosion Detection
[NO] 1651/1933 | Design and Production of Electric Fan Motorized (EDF) VTOL Unmanned Aerial Vehicle
[NO] 1652/1933 | LAGStar: A Simulation Platform for Large-Scale Agent Behavior Modeling
[NO] 1653/1933 | N-Deployment: A Service-Oriented Infrastructure Planning Strategy for Vehicular Network Management
[NO] 1654/1933 | Illumination Process Simulation of the Earth's Surface by a Solar Sail Spacecraft
[NO] 1655/1933 | Experimental Investigation of a Fluidic Thrust Vectoring System with Coanda Effect
[NO] 1656/1933 | Design and Practice of an AIOps Framework for Large-Scale Campus Networks
[NO] 1657/1933 | Efficiency Map Guided Design and Experimental Validation of a Noncircular Gear Transmission for Hand Crank Generators
[NO] 1658/1933 | Deployment and Evaluation of a Secure Backbone AS to Enhance Internet Resilience Over a Next-Generation Network
[NO] 1659/1933 | Design of 2-Bit Low-Power Reflective Metasurface with Column-Controlled Biasing for Millimeter-Wave Beam Scanning
[NO] 1660/1933 | Design of a Wideband Variable Gain Amplifier in 130nm SiGe BiCMOS
[NO] 1661/1933 | Design of High Fault-Tolerance Multi-Receiver Coded MAC Optimization
[NO] 1662/1933 | Large-Eddy Simulation of Non-Reacting Supersonic Flow in a Scramjet Combustor Using a Developed OpenFOAM Solver
[NO] 1663/1933 | An Experimental Evaluation of GPS/Galileo Integrated Precise Point Positioning with Ambiguity Resolution for Dynamic Vehicular Applications
[NO] 1664/1933 | Spectrum Sensing Enhancement Using ML-Aided Energy Detection Testbed for Occupancy Detection
[NO] 1665/1933 | An Adaptive Grey Wolf Optimization Enhanced by Differential Evolution for Topology Optimization of Microchannel Structure
[NO] 1666/1933 | Hybrid Phaseless Near-Field EMI Source Reconstruction with Learned Support Selection and NNLS Refinement
[NO] 1667/1933 | A Compact FPC Tri-Band Antenna with Omnidirectional Radiation for Wi-Fi 7 Applications
[NO] 1668/1933 | 2D Parametric Finite Element Investigation of Column-Supported Rib-Like Microstructures for Lightweight Drone Wings
[NO] 1669/1933 | On Propositional Dynamic Logic and Concurrency
[NO] 1670/1933 | CI-Sherpa: Budget-Aware CI Failure Triage and Fix Suggestion System
[NO] 1671/1933 | Classification of Consumer Switching Behavior from AI Robots Using Ensemble Learning Models
[NO] 1672/1933 | Research on Evaluation and Control of Subway Large Passenger Flow Based on Fuzzy Fault Tree Analysis
[NO] 1673/1933 | Multi-Objective Optimization Model and Algorithm for Archipelago Material Transportation Under the Background of Sea-and-Air Coordination
[NO] 1674/1933 | Design of an Enterprise Marketing Service System Based on Big Data Mining Technology
[NO] 1675/1933 | Research on the Construction of an Undergraduate Experimental Teaching Management Platform Using Database, Network Communication and Virtual Simulation Technologies - Taking Wuhan University of Technology as an Example
[NO] 1676/1933 | The Green Enabling Effect of Digital Logistics: Mechanisms and Quantitative Analysis of Urban Low-Carbon Transition Based on Python and Stata
[NO] 1677/1933 | HADA: Heteroscedastic-Aware Analytical Dynamic Adaptation for Time Series Class-Incremental Learning
[NO] 1678/1933 | Towards Critical IR Theories and Practices
[NO] 1679/1933 | A High-Sensitivity and Wide-Range Capacitive Tactile Sensor with Elastic Microporous Electrode for Versatile Robotic Grasping_supp1-3727597.pdf
[NO] 1680/1933 | Efficient Communication With Skill Neurons in Decentralized Multi-Agent Reinforcement Learning_supp1-3729581.pdf
[NO] 1681/1933 | Table of Contents
[NO] 1682/1933 | Merchant's logistics service selection in online marketplace supply chain considering platform-initiated joint carbon emission reduction_supp1-3728849.docx
[NO] 1683/1933 | Joint Circuit and Network Orchestration for Distributed Quantum Computing
[NO] 1684/1933 | Proceedings of the 26th ACM International Conference on Intelligent Virtual Agents
[NO] 1685/1933 | Evaluating LLM Social Cognition Through Multi-Agentic Strategic Games
[NO] 1686/1933 | Quantum Noise-Limited Information Capacity in Sub-Wavelength Nanophotonic Waveguides: A Theoretical Study
[NO] 1687/1933 | Adaptive Kalman-Guided LightGBM (AKLGBM): A Closed-Loop Online Calibration Framework for Long-Term Low-Cost Ozone Monitoring
[NO] 1688/1933 | Dielectric and Gas Generation Characteristics of KI50EX Synthetic Ester Oil Under Local Overheating Faults
[NO] 1689/1933 | Effect of Temperature and Field on the Conduction Mechanisms in Radial Layers of Hvdc Cable Insulation
[NO] 1690/1933 | NOVA-HOI: Notions from Oracles for Verb-Agnostic HOI detection
[NO] 1691/1933 | High-Reliability Multi-Level Cell Voltage-Gated Spin-Orbit Torque Magnetic Random-Access Memory
[NO] 1692/1933 | Parallel Explainable Internet of Medical Things Framework with a Structured Multi-Agent Patient-State Representation for Hepatocellular Carcinoma Survival Prediction
[NO] 1693/1933 | DL-DRAC-IoD: A Delegation and Dual-Revocation Aware Lightweight Access Control framework for Internet of Drones
[NO] 1694/1933 | IEEE NANO 2026 Committee
[NO] 1695/1933 | Diffusion Models for Smarter UAVs: Decision Making and Modeling
[NO] 1696/1933 | Uncertainty-Informed Detection and Localization of Power Grid Adversarial Cyber Attacks
[NO] 1697/1933 | Time-Domain Distributed Electrical Model for Partial Discharge Pulse Propagation in Power Cables
[NO] 1698/1933 | Vision-Guided Arm-Hand Decoupled Motion Retargeting Using Graph Networks for Cross-Platform Robots_supp1-3729358.mp4
[NO] 1699/1933 | Neuro-inspired Active Inference MIMO Control toward Efficient and Resilient Hydrogen Regulation in PEM Fuel Cells
[NO] 1700/1933 | High-Quality EEG-to-Image Reconstruction via Dual-Branch Feature Extraction and Cascaded Conditional Diffusion_supp1-3730128.pdf
[NO] 1701/1933 | Temperature and Square-Wave Voltage Effects on Partial Discharge Characteristics of High-Voltage Power Module Encapsulation Insulation
[NO] 1702/1933 | Enhancing Last-Mile Delivery: LLM-Evolved Clustering and DRL-Coordinated Routing in Truck–Multi-Drone Systems_supp1-3726625.pdf
[NO] 1703/1933 | BELTA: Moving Target Tracking in Unknown Environments With Belief-Space Visibility Optimization
[NO] 1704/1933 | Investigation of Dielectric Properties of Silicon Nitride Used in Power Modules
[NO] 1705/1933 | PAINT: Partner-Agnostic Intent-Aware Cooperative Transport with Legged Robots_supp1-3730304.mp4
[NO] 1706/1933 | Degradation Study on Turn-to-Turn Insulation of Hairpin Winding in EV Motors Due to Wide- Bandgap Power Converters
[NO] 1707/1933 | Deep Trap Induction and Space Charge Suppression in Glycerol-Modified Silicone Gel at DC Stress
[NO] 1708/1933 | Global Perspectives From IPEC 2026 ECCE Asia [Students and Young Professionals Rendezvous]
[NO] 1709/1933 | Learning-Based Predefined-time Optimal Control for Heterogeneous Multiagent Systems with Funnel Constraints
[NO] 1710/1933 | Effect of Benzotriazole Concentration on Kraft Paper Insulation Degradation in Sulfur-Contaminated Mineral Oil
[NO] 1711/1933 | LEGO: Learning and Executing Generalized Operational Skill Chains for Autonomous Condition-Adaptive Surgical Knot-Tying From Few-Shot Demonstrations_supp1-3726403.mp4
[NO] 1712/1933 | Comparison of the Influence of Voltage Types on the Degradation Behavior of Film Capacitors
[NO] 1713/1933 | Distributed Set-Membership Filtering for 2-D Systems Under Byzantine Attacks
[NO] 1714/1933 | Dual-Polarized Millimeter-Wave Handset Phased Array With Digital Predistortion Achieved by Compact Hole-Coupling Feedback Architecture
[NO] 1715/1933 | Raman Amplification and ISRS in SDM Links: Analytical Evaluation and Closed-Form Models for Optical Transmission
[NO] 1716/1933 | Learned Hyperspectral Image Compression with Coarse-To-Fine Spatial-Spectral Prediction Network
[NO] 1717/1933 | Enhancing Prosthetic Wrist Precision With Robust $\mathcal {H}_\infty$ Control and Timoshenko Beam Modelling
[NO] 1718/1933 | ARSWR: Autonomous Retractable-Spoke-Wheel Robot for Asteroid-Surface Exploration_supp5-3729966.mp4
[NO] 1719/1933 | EMBC Special Issue: PhyNet: A Physiology-Constrained Monotonic Neural Network for Safe and Explainable Blood Glucose Forecasting
[NO] 1720/1933 | Bringing Attention to the Growing Social Impact of Biomedical Devices_supp1-3717156.pdf
[NO] 1721/1933 | Prediction of Lower Limb Joint Angles Based on Muscle Synergy Theory
[NO] 1722/1933 | AnimateAnyMesh+&amp;plus;: A Flexible Feed-Forward Framework for High-Fidelity Text-Driven Mesh Animation_supp1-3724593.pdf
[NO] 1723/1933 | Low-Resource English-Chinese Scientific Text Neural Machine Translation via Transformer with Back-Translation Data Augmentation
[NO] 1724/1933 | Influence of Team Interaction on Creativity Based on Behavioral Observation and Coding Analysis
[NO] 1725/1933 | Research on Rebar Modeling Algorithm Adapting to Curved Surfaces Based on 3D Design
[NO] 1726/1933 | Front Cover
[NO] 1727/1933 | A Study on the Application Effectiveness of an Intelligent Design Platform Based on Importance-Performance Analysis in Interior Design
[NO] 1728/1933 | Uncertainty Quantification for Physics-Informed Traffic Graph Networks with Adversarial Attacks
[NO] 1729/1933 | Mario: Hierarchically Pipelined Approximate Nearest Neighbor Search on Computational Storage Devices
[NO] 1730/1933 | 3-DoF Snake Robot Head Stabilization for Visual Navigation Using a Coaxial Spherical Parallel Manipulator_supp1-3729477.mp4
[NO] 1731/1933 | Compatibility Ratio as a Guideline for Hardware/DNN Co-Design of Embedded Accelerators
[NO] 1732/1933 | Design of a Compact Triple-Mode Dual-Band Dielectric Waveguide Bandpass Filter
[NO] 1733/1933 | Virtual Orchard Simulation Environment for Development and Testing of Autonomous Fruit-Harvesting Robots
[NO] 1734/1933 | LLMs for Network Engineering Automation: State of the Art and Research Directions
[NO] 1735/1933 | Generation and Focusing Analysis of SAR Smart Dragging False-Target Array Based on Subaperture Modulation
[NO] 1736/1933 | A Defensive Mirroring Framework for Explainable Detection of AI-Enabled Spear Phishing
[NO] 1737/1933 | High-Shielding-Effectiveness Energy Selective Surface Based on Spatially Coupled Resonators
[NO] 1738/1933 | Time-Sequential Interval Prediction and Digital Twin Application for Electrical Performance of Reflector Antennas Integrating Random and Systematic Errors
[NO] 1739/1933 | Enhancement of Localization Accuracy for Double Simultaneous Leaks via an Equivalent Pipeline Model
[NO] 1740/1933 | Carbon Chat: A Virtual Reality Game for Creating Awareness of the Environment Impact of LLMs
[NO] 1741/1933 | Implementation of an Asynchronous Dual-Core RISC-V Processor with Dynamically Shared Floating-Point Unit
[NO] 1742/1933 | Proposal of Toe Mechanism for HALK: HAnds-free Crutch with a Load-sensitive Locking Knee Joint
[NO] 1743/1933 | A Miniaturized Stacked Log-Periodic Dipole Array Antenna for Broadband P/L-Band Applications
[NO] 1744/1933 | A Pythagorean Fuzzy Approach to Stochastic Navigation of Autonomous UAVs for Border Surveillance
[NO] 1745/1933 | Robustness Analysis of Backstepping Control for Magnetic Levitation Systems
[NO] 1746/1933 | Evaluating White-Box Adversarial Attacks on Encrypted DGA and DNS Tunneling Detection
[NO] 1747/1933 | Optimal Content Fetching and Broadcast in a Sensing-as-a-Service System
[NO] 1748/1933 | Design of a Ka Band Circularly Polarized Film Antenna Based on a Polarization Conversion Metasurface
[NO] 1749/1933 | Frequency-Stable Antenna Using Substrates with Complementary Temperature Coefficients of Dielectric Constant
[NO] 1750/1933 | Metal-Strip-Loaded Phased Array With Low Mutual Coupling and Wide-Angle Scanning
[NO] 1751/1933 | Parameter-Efficient Fine-Tuning of a Vision–Language Model for Rock Type Classification from Thin-Section Images
[NO] 1752/1933 | Cavity-Backed Wideband Circularly Polarized Cross-Dipole Antenna for Ku-Band CubeSat Applications
[NO] 1753/1933 | Hyperspectral and Multispectral Image Fusion based on a Parametric Model and Sparse Unmixing to Address Spectral Variability
[NO] 1754/1933 | Design of Ultra-Wideband Miniaturized Planar Sprial Antenna
[NO] 1755/1933 | Hybrid Dynamic Differential Evolution for Phaseless EMI Source Localization
[NO] 1756/1933 | Smart Predictive Maintenance for Industrial Equipment: A Focused Review of IoT and AI-Based Fault Data Analysis Techniques
[NO] 1757/1933 | Provisional Region-of-Interest Video Compression Using On-Sensor Artificial Intelligence Metadata and Global Motion Compensation Residuals
[NO] 1758/1933 | Multi-Beam Beamforming of Array Antennas Based on Artificial Neural Network
[NO] 1759/1933 | Phaseless Equivalent Dipole Source Reconstruction Based on SVD-Assisted Memetic Dynamic Differential Evolution
[NO] 1760/1933 | Automated Orchestration of O-RAN Near-RT RIC with Integrated Remote xApp Management
[NO] 1761/1933 | Design and Implementation of a Dual-Mode Intelligent Companion Health Monitoring System Based on STM32
[NO] 1762/1933 | A Magnetic-Saturation-Aware MTPA Current Allocation Strategy for DC-Biased Sinusoidal-Excited SRM Drives
[NO] 1763/1933 | Evaluating and Reducing the Force Ratio in Multi-agent Shepherding Tasks
[NO] 1764/1933 | Design of a Small-Aperture Wide-Beam Glass-Integrated Holographic Metasurface Antenna
[NO] 1765/1933 | Design of Self-Adaptive Energy-Selective Surface with Broadband Bandpass and Shielding Response
[NO] 1766/1933 | A Simulation-Based Framework to Design a Fixed-Wing UAV for Inspecting Large Industrial Zones
[NO] 1767/1933 | EchoSpace: Semantic-Aware 3D Gaussian Splatting with Intelligent Agent Interaction for Accessible Virtual Reality
[NO] 1768/1933 | Enhancement of Dynamic Output Performance for Grid-Forming Photovoltaic and Energy Storage Systems through Buffer Function and Damping Dynamic Adaptation
[NO] 1769/1933 | Hybrid Sector-Aware and Explainable AI Credit Risk Modeling for Governance-Aligned and Robust Decision Support in Banking
[NO] 1770/1933 | RL-Inspired Pairwise Path Selection for Multi-Agent Navigation
[NO] 1771/1933 | An Efficient FLOD-FDTD Method for the Drude-Lorentz Model
[NO] 1772/1933 | Report on the First INFormation Access in Uncertainty ScEnarios (INFUSE) Workshop at ECIR 2026
[NO] 1773/1933 | Digital Human Debate: Designing and Observing Intelligent Virtual Agents
[NO] 1774/1933 | Towards a virtual human improv troupe for social skills training
[NO] 1775/1933 | Focusing on Individual Risk: Personality-Based Content Adaptation in Virtual Agents for Safety Education
[NO] 1776/1933 | The 2026 IEEE PELS China Member Salon [Society News]
[NO] 1777/1933 | A PCA-Guided Two-Stage Self-Organizing Echo State Network via Clipped Double Deep Q-Network for Wastewater Treatment Process
[NO] 1778/1933 | Effect of Additive Concentration on the Dielectric Properties of Extruded HVDC Cable Insulation
[NO] 1779/1933 | Decision Accountability in LLM-Driven UAVs: A Privacy-Preserving Forensic Logging Framework_supp1-3729598.txt
[NO] 1780/1933 | Broadband Impedance Spectrum Measurement of Cables Based on Pulse Waveform Adjustment
[NO] 1781/1933 | Band-Adaptive Mixture-of-Experts Network With Differentiable Frequency Decomposition for Industrial IoT Weld Defect Recognition
[NO] 1782/1933 | Welcome
[NO] 1783/1933 | A Switching-Enhanced Cloud-End Collaborative MPC Framework for Constrained IoT-Enabled Cyber-Physical Systems
[NO] 1784/1933 | LLM-DMD: Large Language Model-Based Power System Dynamic Model Discovery
[NO] 1785/1933 | J-pole antenna array for magnetic resonance imaging at 11.74 T: simulation and preliminary results
[NO] 1786/1933 | Mixed-Precision Logarithmic Quantization for Efficient Neural Network Inference on FPGAs
[NO] 1787/1933 | Impact of Static Mechanical Strain on Breakdown Strength of High Purity XLPE for HVDC Cables in Floating Offshore Applications
[NO] 1788/1933 | LLM-Guided Co-Evolution of Nanorobot Morphology and Control for Tumor Targeting
