[2026-04-08 22:39:27] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-07
正在获取论文...
[arXiv] 2026-04-07 | The final version of a recent approach towards quantum foundation
[NO] 880/1901 | Vortex Harmonic Spinors on the Nappi-Witten Space
[NO] 881/1901 | Twisted doughnuts: Thick disk torus around equatorial asymmetric black hole
[NO] 882/1901 | Error Correction in Lattice Quantum Electrodynamics with Quantum Reference Frames
[NO] 883/1901 | Distributed Quantum Property Testing with Communication Constraints
[NO] 884/1901 | Estimation of trace distance between two arbitrary quantum states
[YES] 885/1901 | CritBench: A Framework for Evaluating Cybersecurity Capabilities of Large Language Models in IEC 61850 Digital Substation Environments
[NO] 886/1901 | Who Governs the Machine? A Machine Identity Governance Taxonomy (MIGT) for AI Systems Operating Across Enterprise and Geopolitical Boundaries
[NO] 887/1901 | Projections of sets with optimal oracles onto $k$-planes
[NO] 888/1901 | Reconstruction of fast-rotating neutron star observables with the neural network
[NO] 889/1901 | Interband optical conductivities in two-dimensional tilted Dirac bands revisited within the tight-binding model
[YES] 890/1901 | From Incomplete Architecture to Quantified Risk: Multimodal LLM-Driven Security Assessment for Cyber-Physical Systems
[NO] 891/1901 | Quantum advantage in transfer of quantum states
[NO] 892/1901 | Precise measurement of the CKM angle $γ$ with a novel approach
[NO] 893/1901 | H-NESSi: The Hierarchical Non-Equilibrium Systems Simulation package
[NO] 894/1901 | Leveraging Image Editing Foundation Models for Data-Efficient CT Metal Artifact Reduction
[NO] 895/1901 | FrontierFinance: A Long-Horizon Computer-Use Benchmark of Real-World Financial Tasks
[NO] 896/1901 | Spectrum-Generating Algebra in Higher Dimensional Gauge Theories
[NO] 897/1901 | Minimal-Degree Foliations on Cominuscule Grassmannians
[NO] 898/1901 | Modeling complex plasma instabilities in space plasmas - Three-component electron formalism of heat-flux instabilities
[NO] 899/1901 | Theta Cycles of Modular Forms Modulo $p^2$
[NO] 900/1901 | Gauss law codes and vacuum codes from lattice gauge theories
[NO] 901/1901 | A canonical generalization of OBDD
[NO] 902/1901 | Analyzing Deviations from Monotonic Trends through Database Repair
[NO] 903/1901 | Towards Robot Skill Learning and Adaptation with Gaussian Processes_supp1-3681188.mp4
[NO] 904/1901 | Interaction Under Whole-Body User Rotations in VR Space_supp1-3680596.pdf
[NO] 905/1901 | Dispersion and Bandgap Analysis of Miniaturized Meander-Lined EBG for Sub-GHz Communication
[NO] 906/1901 | Emerging Approaches for Integrating Passive Balancing and Charging Strategies in Electric Vehicle Batteries
[NO] 907/1901 | Multimodal FactCheckNet on Low Resource Social Media Data
[YES] 908/1901 | The Future of VLSI Testing: Deep Learning Models for Accurate Fault Detection – Review
[NO] 909/1901 | Design of Camouflage Military Robot using Raspberry Pi and Machine Learning
[NO] 910/1901 | SmartLib: Next-Generation IoT Access Control for Libraries
[NO] 911/1901 | Label-Guided Imputation via Forest-Based Proximities for Improved Time Series Classification
[NO] 912/1901 | MADE-PI: Framework for Effective Anomaly Detection in Federated Learning Applications
[NO] 913/1901 | Ensuring Multi-Microgrids Emergency Resilience and User-Side Demand via Vehicle-to-X: A Transfer Hierarchical Safe Reinforcement Learning
[NO] 914/1901 | Joint Radio-Computing Resource Allocation Modeling for Next-Generation Networks
[NO] 915/1901 | Multi-Regional Neighborhood Spatio-Temporal Dynamics for Crop Yield Prediction
[NO] 916/1901 | Federated Learning for Early Detection of Diabetic Retinopathy in Distributed Healthcare Systems
[NO] 917/1901 | Relai — AI for Disaster Response and Relief Using Random Forest Regression for Faster Response and Alerting
[NO] 918/1901 | High Performance Convolutional Neural Network for Brain Tumour Detection from MRI Images
[NO] 919/1901 | Comparing Neural Architectures for English-Spanish Machine Translation: From LSTM to Transformer
[YES] 920/1901 | Hierarchical Feature Integration Framework for Software Defect Prediction: Combining Syntactic Structure Mining with Neural Code Representations
[NO] 921/1901 | Full-Wave Simulation and Experimental Validation of Antennas Using Complex RF Components
[NO] 922/1901 | Software Reliability Growth Across Multiple Releases Considering Fault Removal Efficiency, and Error Generation
[NO] 923/1901 | On the Problem of Interpretability of Neural Algorithms for Predicting Microscopic Traffic Flow Data
[NO] 924/1901 | A Survey on Privacy-Preserving Clustering Techniques: From K-Anonymity to Federated Learning
[NO] 925/1901 | DualFusion SwinConv-UNet++: A Hybrid CNN–Transformer Framework for Thyroid Ultrasound Image Segmentation
[NO] 926/1901 | Machine Learning Approaches for EMG Signal Classification to Predict Hand Gesture
[NO] 927/1901 | Wideband Metamaterial Absorber Based on Polylactic Acid for Stealth Technology
[NO] 928/1901 | Passive Fingerprinting of ICS Devices Using Aggregates of Modbus Packets
[NO] 929/1901 | Quantum-Inspired Sparse Bayesian Learning Framework for Ultra-Reliable Spectrum Sensing in Low-SNR Cognitive Radio Networks
[NO] 930/1901 | H-OTFS: An Anti-Jamming Transmission Scheme for OTFS via Hadamard Spreading
[NO] 931/1901 | Hello-Id: Honeypot Enabled Deep Learning Framework for Intrusion Detection
[NO] 932/1901 | Suicide Prediction Using Machine Learning on Assamese Language
[NO] 933/1901 | Athercare: Unified AI System for Health Intelligence in Real Time
[NO] 934/1901 | Universal Onboard Complex of an Unmanned Ground Vehicle
[NO] 935/1901 | Mitigation of Crosstalk of On-Chip Antenna in RFIC Using Dual Guard Band Method
[NO] 936/1901 | Design and Analysis of a Stack-Enhanced LECTOR-Based Power Gating Scheme with PMOS Sleep Transistors
[NO] 937/1901 | A Deep Reinforcement Learning-Based Dynamic Queue Management Approach for Network Traffic Scheduling
[NO] 938/1901 | A Fused Ensemble Learning Approach for Early Heart Disease Prediction
[NO] 939/1901 | MediVault - Your Medical Wallet
[YES] 940/1901 | SnapClean: Garbage Violation Reporting and Monitoring System
[NO] 941/1901 | Multi-Resolution Fall Transformer: A Dual-Branch Transformer for Wrist-IMU Fall Detection Using WEDA-FALL and FallAllD Datasets
[NO] 942/1901 | Electricity Rate Analysis for Remote Alaskan Microgrid Communities: Impact of Renewable Energy Integration and Electrification
[NO] 943/1901 | Interleaved Luo Converter-Fed Electric Vehicle Battery Charger Integrated with Renewable Energy
[NO] 944/1901 | Intelligent Air Quality Forecasting and Pollution Prediction using Hybrid Machine Learning Algorithm
[NO] 945/1901 | YOLOv8 with Integrated Attention Mechanism and ASFF for Brain Tumor Detection and Classification in MRI Images
[NO] 946/1901 | Comparative Analysis of Sample-and-Hold Circuits for Low-Voltage and Low-Frequency Biomedical Applications
[NO] 947/1901 | Comparative Numerical Analysis of Lead-Free Perovskite Solar Cells Using SCAPS-1D
[NO] 948/1901 | A Wide Depletion Region Single Photon Avalanche Diode
[NO] 949/1901 | Deep Reinforcement and Federated Learning-Based Joint Spectrum and Power Allocation in D2D-Enabled Cellular Networks
[NO] 950/1901 | Design and Validation of a YOLOv8 Synthetic Data Generation Pipeline for Surface Defect Detection in Manufacturing
[NO] 951/1901 | An Efficient Technique to Implement Individual Temperature Control of Dynamic Burn-in Tests for High Power Integrated Circuits
[NO] 952/1901 | Real-Time Plastic Waste Detection and Region Density Mapping using Optimized YOLOv5 and Heatmaps Overlays
[NO] 953/1901 | Hybrid Clinical–Fundus Model for Diabetes Classification
[NO] 954/1901 | Wireless Electric Vehicle Charging Powered by Solar Monitoring
[NO] 955/1901 | SkewFuse: Unsupervised Confidence-Guided Rank Fusion for Multi-View Image Retrieval
[NO] 956/1901 | Deep Learning-Based Sentiment Analysis in English Literature
[NO] 957/1901 | Duck Swarm Optimization-Enhanced Contextual Graph Attention Networks for Power-Optimized 10T2C Capacitive SRAM Near-Memory Computing Macros
[NO] 958/1901 | Deep Learning-Driven Framework for Robust Cybersecurity Threat Detection and Classification
[NO] 959/1901 | Intelligent Control Strategies for EV Motor Drives: A Comparative Study of BLDC and PMSM Systems
[NO] 960/1901 | A Hybrid Machine Learning Approach for Fraud Prevention and Health Insurance Claim Verification
[NO] 961/1901 | Robot Learning Framework using Behavioral Cloning and Gaussian Mixture Model (BC-GMM) for Sorting Tasks
[NO] 962/1901 | Fusing Camera and Electromyography Data for Enhanced Range of Motion Assessment
[NO] 963/1901 | Reducing Tail Latency in Storage-Disaggregated Database Systems
[NO] 964/1901 | Enhancing Earthquake Prediction with Ensemble Learning: A Hybrid XGBoost and LightGBM Approach
[NO] 965/1901 | Using Learning with Rounding to Instantiate Post-Quantum Cryptographic Algorithms
[NO] 966/1901 | Reuse, Patch, or Refresh? 6DoF Interaction-Triggered Progressive Updates for Volumetric Streaming
[NO] 967/1901 | A Handgrip-Responsive mmWave Phased Array Antenna-PA Module With Antenna-Based Capacitive Sensor for EIRP Recovery via Adaptive Current Redistribution
[NO] 968/1901 | UoI-Minimization RSMA Scheme for Multi-Type Services Multicast in Satellite-Integrated Internet
[NO] 969/1901 | Table of Contents
[NO] 970/1901 | Wideband Low-RCS Phased Array Antenna Based on Hybrid Reduction Mechanism
[NO] 971/1901 | A Multi-band Ultra-low-power Transceiver with Two-step Wake-up Reception
[NO] 972/1901 | A Two-Stage RF-SVM Model Against SSDF Attack in Cooperative Spectrum Sensing
[NO] 973/1901 | Multiscale Reparameterized Deep Architecture for Efficient and Interpretable Livestock Verification
[NO] 974/1901 | SIRE-ST: A Swin Transformer-Based Cascaded Model for Urban Rainfall Estimation in Complex Environments
[NO] 975/1901 | Refining Time–Space Traffic Diagrams: A Neighborhood-Adaptive Linear Regression Method
[NO] 976/1901 | Real-Time Emulator of Robust Speed Controller for PMSM Wind Energy Conversion via a FATA Morgana Algorithm using OPAL-RT
[NO] 977/1901 | Neural Architecture Search With Spatial–Spectral Attention for Higher-Order Nonlinear Hyperspectral Unmixing
[NO] 978/1901 | A Simulation-Based Framework for Fatigue-Aware Task Reallocation in Human-Robot Collaboration: Software Verification with 1000-Episode Digital Twin
[NO] 979/1901 | Front Cover
[NO] 980/1901 | Emulation of Ternary Pumped Storage Hydro Plants on a Laboratory Micro-Alternator
[NO] 981/1901 | Comparing Patent Network Approaches for Extracting Technology Intelligence
[NO] 982/1901 | Tailoring the Sensitivity-Range Tradeoff in Monolithic InGaN/GaN Temperature Sensing Devices via Indium Content Engineering
[NO] 983/1901 | LTPS TFT-Based Optical Sensor Detecting Degradation of OLED to Improve Image Sticking for AMOLED Displays
[NO] 984/1901 | Rein++: Efficient Generalization and Adaptation for Semantic Segmentation with Vision Foundation Models
[NO] 985/1901 | E SL: Efficient Depth Sensing from Event-based Structured Light_supp1-3679900.pdf
[NO] 986/1901 | Adaptive Visual Servoing Prescribed Performance Control of Closed-Architecture Wheeled Mobile Robots With Limited Field of View Constraints
[NO] 987/1901 | A PET/CT Cross-Modal Wavelet Fusion and Pseudo-Mask Guided Network With Frozen SAM Decoder for Multiple Myeloma Segmentation
[NO] 988/1901 | U-NEXT: A User-Centered New Prototype for Walking Excavator Simulator
[NO] 989/1901 | Data-Driven Adaptive Dispatchable Virtual Oscillator Control for Grid-Forming Inverters
[NO] 990/1901 | Construction of an Intelligent Commodity Allocation Decision Model Based on ARIMA and Simulated Annealing
[NO] 991/1901 | Tracing and Quantitative Analysis of Cost Fluctuations in Transmission and Transformation Projects in Fujian Region Based on Cross-Contribution Decoupling
[NO] 992/1901 | Artificial Intelligence in Content Marketing Strategies for Effective Customer Prospective: Systematic Literature Review
[NO] 993/1901 | Research Study on AI-Driven Weapon and Violence Detection in Smart Cities
[NO] 994/1901 | Towards a sustainable and culturally rooted supply chain: A comparative analysis of the barriers to the adoption of 4.0 technologies in Morocco
[YES] 995/1901 | Stack Buffer Overflow Risk Analysis for PX4-Controlled Commercial UAVs
[NO] 996/1901 | A Comparison of On-Wafer Microstrip and Grounded Coplanar Waveguide Multiline-TRL Calibration for Millimeter-Wave GaN HEMT Characterization
[NO] 997/1901 | ICMTS 2026 TOC
[NO] 998/1901 | Video Streaming Over Vehicular Ad Hoc Networks: A Review
[NO] 999/1901 | ICMTS 2026 Author Index
[NO] 1000/1901 | ICMTS 2026 Cover Page
[NO] 1001/1901 | MorphoNet-Mugil: A Deep Learning-Based Application for Automated Morphometric Measurement of Mugil Cephalus
[NO] 1002/1901 | Strategic Challenges for Morocco in Hosting the 2030 FIFA World Cup: Public Health, Technological Innovation, and Sustainable Infrastructure
[NO] 1003/1901 | Recovering Sewing Patterns from 3D Garment Surfaces via BoxMesh Bridging_supp1-3680930.mp4
[NO] 1004/1901 | A New Federated Learning Approach for Imbalanced Medical Image Datasets
[NO] 1005/1901 | Comparative Analysis using Power-Aware Design of Traditional and Low-Power ALUs
[NO] 1006/1901 | Progressive Information Flow Non-Linear Dark Image Restoration Method
[NO] 1007/1901 | Dynamic Sign Language Identification Using Mediapipe Landmarks and Random Forest Classifier
[NO] 1008/1901 | A Compact Frequency-Reconfigurable Monopole Antenna Using PIN-Diode-Controlled Parasitic Stubs for IoT Applications
[NO] 1009/1901 | Spatio-Temporal Registration Method for Sea Surface Infrared and X-Band Radar Image
[NO] 1010/1901 | PLER: A Novel Full-Reference Metric for Evaluating the Geometric Fidelity of 3D Assets
[NO] 1011/1901 | Energy-Efficient Machine Learning Models for Real-Time Anomaly Detection in IoT Sensor Networks
[NO] 1012/1901 | Evaluation of Deformable Medical Image Registration Techniques for Improved Analysis
[NO] 1013/1901 | Three-Dimensional UAV Path Planning Using Whale Optimization Algorithm with Lévy Flight and Elite Preservation Strategy
[NO] 1014/1901 | Real-Time Game Streaming Enhancement using Deep Learning
[NO] 1015/1901 | SCD-YOLO: An Improved YOLOv11-Based Detection Algorithm for Rapeseed Sclerotinia Disease in Smart Agriculture
[NO] 1016/1901 | PEPS: Quantum-Inspired Reinforcement Learning for Coherent Reasoning Traces in LLMs
[NO] 1017/1901 | A Generalizable Energy Management System for Quantified Thermal Virtual Energy Storage Control
[NO] 1018/1901 | Digital Twin-Based Vehicle to Grid Coordination for Voltage Regulation and Peak Shaving in Unbalanced Distribution Networks
[NO] 1019/1901 | Proposal of Modular Multi-Active Bridge Converter Analysis as an Interconnected System
[NO] 1020/1901 | Performance Analysis of a Race Reduced Data Flip Flop Under Wide Thermal Variations for Future High-Speed Counters and Prescalers
[NO] 1021/1901 | Corrigendum: Attribute Filtering in Approximate Nearest Neighbor Search: An In-depth Experimental Study: [Experiments &amp; Analysis]
[NO] 1022/1901 | On Efficient Approximate Aggregate Nearest Neighbor Queries over Learned Representations
[NO] 1023/1901 | Design and Performance Evaluation of a Low-Power Highly Sensitive Double-Gate Junctionless FET UV Photodetector
[NO] 1024/1901 | Ways to Increase the Energy and Ecological Efficiency of Intelligent Transport Systems of the Region’s Support Road Network
[NO] 1025/1901 | Intrusion Detection and Anomaly Identification in Edge Smart Grid Scenarios
[NO] 1026/1901 | Performance Improvement of Printed Monopole Antenna using Frequency Selective Surface
[NO] 1027/1901 | End-to-End Behavioral Cloning with Throttle and Speed Fusion: A Multi-Modal Approach Using Udacity Jungle and Lake Tracks
[NO] 1028/1901 | Implementation of Smart Doorbell for Hearing Impaired Using FPGA, ModelSim and MATLAB
[NO] 1029/1901 | Impact of AI Integration on Downsizing Intentions in Entrepreneurial Enterprises
[NO] 1030/1901 | Design Study of a Fault-Tolerant Fiber-Optic Access Network Based on the Heat Supply Infrastructure
[NO] 1031/1901 | LIREX-CAD: A Hybrid Explainable AI Framework with Tree-Based Residual Learning for the Early Prediction of Coronary Artery Disease (CAD)
[NO] 1032/1901 | Research on an Improved Global Correlation-Track Association Algorithm
[NO] 1033/1901 | SmartEduNotes: A Retrieval-Augmented Platform for Personalized Note-Taking, Revision, and Career Guidance
[NO] 1034/1901 | A Machine Learning-Based Traffic Prediction Framework for Smart Cities
[NO] 1035/1901 | Improving Dysarthria Severity Classification Through Feature Fusion and Ensemble Learning
[NO] 1036/1901 | Graph Neural Networks for Predicting Urban Traffic Congestion in Smart Cities
[NO] 1037/1901 | A Dual-Purpose Interpretable Ensemble Framework of Fraud Stratification and Credit Risk
[NO] 1038/1901 | Generation of Programmatic Rules for Document Forgery Detection Using Large Language Models
[NO] 1039/1901 | Explainable Artificial Intelligence in Robotics: A Review of Applications and Methods
[NO] 1040/1901 | Joint Power and Subcarrier Allocation for SCMA-Assisted ISAC Systems
[NO] 1041/1901 | Intelligent Vehicle Damage Inspection: Detection, Multi-View Reasoning, and VLM-Based Report Generation
[NO] 1042/1901 | Multimodal Visible - Infrared Fusion for Robust Human Action Recognition
[NO] 1043/1901 | Enhancing Decision-Making Strategies in Autonomous Vehicles Under Challenging Conditions
[NO] 1044/1901 | Physics-Informed Smart Maintenance for Offshore Wind Power: Prospects and Research Directions*
[NO] 1045/1901 | Research for Garbage Classification and Detection Based on HWM-YOLO
[NO] 1046/1901 | A Novel Transformer-CNN Hybrid Framework for Early Alzheimer’s Diagnosis using Multimodal MRI and PET
[NO] 1047/1901 | Interpretable Transfer Learning System for Multi-Class Lung Cancer Identification Using Enhanced CT Imaging
[NO] 1048/1901 | DefenSys: An Integrated Platform for Malware Detection and Containerized Attack Simulation using Deep Learning
[NO] 1049/1901 | Classification and Detection of Lung Cancer Using VGG-DeepCNN with GRAD-CAM Interpretability
[NO] 1050/1901 | Temperature Dynamic Analysis of PEMFC Characteristics and Its Implications for MPPT
[NO] 1051/1901 | Active Authentication via Korean Keystrokes Under Varying LLM Assistance and Cognitive Contexts
[NO] 1052/1901 | EEG Signal Analysis for Epileptic Seizure Detection using Principal Component Analysis and Gradient Boosting
[NO] 1053/1901 | Intelligent Medical Decision Support System Using IoT and CNN-LSTM-Based Predictive Modeling
[NO] 1054/1901 | Intelligent Hybrid Deep Learning System for Automated Retinal Disease Diagnosis
[NO] 1055/1901 | Design of Cooperative Communication with Data Aggregation and Channel Selection in 6G Wireless Body Area Network based Applications
[NO] 1056/1901 | Adaptive Source–Channel Coding for Multi-User Semantic and Data Communications
[NO] 1057/1901 | Fine-Grained Monocular Depth Estimation Based on Multi-Scale Recursive Laplacian Fusion Network
[NO] 1058/1901 | Independent SAR System Calibration of Sentinel-1 C
[NO] 1059/1901 | Assessing Pine Productivity Based only on Regular RGB Orthophoto Map and Convolutional Neural Networks
[NO] 1060/1901 | Full-Waveform-Accurate 3D Inversion for Transient Electromagnetics via Parallel Spectral Methods
[NO] 1061/1901 | Ocean Remote Sensing Image Quality Assessment via Quad-Domain Feature Decomposition
[NO] 1062/1901 | A 220 GHz Filtering Slot Array Antenna Based on Micro-Metal Additive Manufacturing
[YES] 1063/1901 | GoBug: A Novel Defect Dataset for the Go Programming Language
[NO] 1064/1901 | High Performance 3D Stacked Packaging of SiC Power Module Enabled by Direct Plated Copper Ceramic Interposer
[NO] 1065/1901 | Real-Time Camera–LiDAR Fusion for Waypoint Navigation With Obstacle Avoidance and Path Recovery
[NO] 1066/1901 | Toward an Adaptive Cyber Resilience Paradigm of Rail Control Systems in the Digital Era
[NO] 1067/1901 | COSMIC-SWAMP: IoT Processing of Cosmic Ray Soil Moisture Sensors
[NO] 1068/1901 | From Classical Pipelines to Promptable Foundation Models: A Cross-Domain Survey of Thin-Object Segmentation for Power Lines, Cracks, and Retinal Vessels
[NO] 1069/1901 | Modeling and Stability Assessment of Grid Forming Converters in Islanded AC Microgrids
[NO] 1070/1901 | STeP-Diff: Spatio-Temporal Physics-Informed Diffusion Models for Mobile Fine-Grained Pollution Forecasting_supp1-3678084.pdf
[NO] 1071/1901 | Highly Dense Capacitor SRAM Computation-In-Memory With Dynamic Range Calibrated Column-by-Column ADCs
[NO] 1072/1901 | Metal Stack Exploration for Front- Versus Back- Side Clock and Signal Allocation for Advanced CMOS PPA Improvements
[NO] 1073/1901 | A PVDF-based Flexible Keyboard Device Exploiting the Piezoelectric Effect
[NO] 1074/1901 | IEEE Transactions on Antennas and Propagation Information for Authors
[NO] 1075/1901 | MixWT-Net: A MixStyle and Wavelet-Guided Transformer Network for Generalized Glaucoma Classification
[NO] 1076/1901 | Detecting Fileless Malware Through Memory Forensics with Recurrent Neural Networks
[NO] 1077/1901 | Machine Learning-Driven Threat Detection and Response Framework for Modern Cybersecurity Systems
[NO] 1078/1901 | Impact of Fluorine Incorporation on Boron Diffusion and Reliability in Advanced High Voltage FinFETs
[NO] 1079/1901 | Optical Wireless Power Transmission using Thermoelectric Device with Thin-Film Absorber
[NO] 1080/1901 | On Optimal Power Allocation in Downlink Multicarrier NOMA Systems
[NO] 1081/1901 | Assessment of the impact of traceability and logistics auditing on supply chain performance: an empirical analysis using PLS-SEM
[NO] 1082/1901 | Early Warning System for Supplier Delays Using IoT-Calibrated Probabilistic Thresholds in Smart EtO Supply Chains
[NO] 1083/1901 | Data-Driven Study on the Regulatory Landscape of Motor Vehicle Recalls
[NO] 1084/1901 | Dynamic Stock Management for Commercial SMEs Facing Climate Variability: A Hybrid AI and Adaptive Logistics Approach
[NO] 1085/1901 | Sustainable Hydrogen Through Biological Systems: Current Trends in Production and Storage Solutions
[NO] 1086/1901 | Digital Transformation and the Implementation of CSR in Sustainable Supply Chains: A Systematic Review and Comparative Analysis with a Focus on Morocco
[NO] 1087/1901 | Achieving 60% Diesel Reduction at Music Festivals Through Intelligent Load Segmentation
[NO] 1088/1901 | Romance Scam Reporting and Support: Help-Seeking Timing, Trust, and Escalation
[NO] 1089/1901 | Three-Dimensional Circumnavigating Control of Unmanned Aerial Vehicles Using Range-Only Measurements_supp1-3681159.mp4
[NO] 1090/1901 | GVF-MPC Depth Control Framework Motivated by Restoring-Moment Mechanism Analysis for Bionic Robotic Fish_supp1-3681186.mp4
[NO] 1091/1901 | MTSP-LDP: A Framework for Multi-Task Streaming Data Publication under Local Differential Privacy
[NO] 1092/1901 | InferF: Declarative Factorization of AI/ML Inferences over Joins
[NO] 1093/1901 | Making LSM-Tree-based Key-Value Store Practical and Efficient for Multi-Tenant Serverless Cloud Databases
[NO] 1094/1901 | Multi-Channel Dynamic Convolutional Network for Knowledge Graph Completion
[NO] 1095/1901 | 5G-Driven Telehealth Systems for High-Fidelity Remote Diagnostics
[NO] 1096/1901 | Design and Evaluation of a Millimeter-Wave MIMO Antenna at 39 GHz for On-Body 5G (n260) Band
[NO] 1097/1901 | Energy Efficiency for Automobile A/C Systems Using Machine Learning Algorithms
[NO] 1098/1901 | Edge-Optimized Multimodal Generative Model for Clinical Report Generation
[NO] 1099/1901 | Smart Notice Board with Proximity and Cloud Synchronization
[NO] 1100/1901 | Multi-Modal Agricultural Perception: Fusing Deep Optical Networks with Software-Defined Acoustic Sensing
[NO] 1101/1901 | Enhancing Secure Data Transmission in IoT-Cloud Systems using Deep Belief Networks
[NO] 1102/1901 | Dual-robot Engine Assembly via Sim-to-Real Reinforcement Learning
[NO] 1103/1901 | Modeling of a GNSS Patch Antenna with a Metamaterial-Based Frequency-Selective Surface
[NO] 1104/1901 | Network Attack Sample Generation and Detection Based on Generative Adversarial Networks
[NO] 1105/1901 | Design and Development of an Arduino-based Automated Wire Cutting System for Enhanced Industrial Efficiency
[NO] 1106/1901 | Problem of Machine-Generated Texts in the Academic Environment of Students
[NO] 1107/1901 | An Object Recognition and Classification Method for Dexterous Robotic Hands Based on Tactile Perception
[NO] 1108/1901 | Noise-Resilient Microwave Skin Tumor Localization Using Hybrid Compressed Sensing and Self-Organizing Maps
[NO] 1109/1901 | Applying Artificial Intelligence in Telecommunication Networks
[NO] 1110/1901 | A Dual-Branch Multimodal Object Detection Framework Based on Data Fusion
[NO] 1111/1901 | Improving Robustness of Large Language Models Used in Healthcare Through Prompt Engineering
[NO] 1112/1901 | NeuroScan: A Comprehensive Deep Learning Framework for Automated Brain MRI Tumor Detection and Multi-Class Classification
[NO] 1113/1901 | Accelerating YOLOv8 on General-Purpose CPUs for Object Detection
[NO] 1114/1901 | Redefining Systolic Efficiency with Pipelining ML Acceleration for High-Throughput AI Inference
[NO] 1115/1901 | Evaluating the Impact of Compression Techniques on the Robustness of CNNs under Natural Corruptions
[NO] 1116/1901 | Deep Feature Fusion: A Hybrid Lightweight CNN and Transfer Learning for Micro-Expression Detection
[NO] 1117/1901 | Topology of Out-of-Distribution Examples in Deep Neural Networks
[NO] 1118/1901 | Research on the Performance of Wireless Optical Networks Using System DWDM
[NO] 1119/1901 | Hybrid DNN and SVM: An Automated Camouflaged Weed Detection using UAV Imagery
[NO] 1120/1901 | An Intelligent Ultrasound System using YOLO Baby for Real-Time Fetal Growth and Anomaly Detection
[NO] 1121/1901 | Anatomy-Aware Deep Learning Approach for Schizophrenia Diagnosis Using Structural MRI
[NO] 1122/1901 | Reinforcement Learning-Based Dispatching in Flow/Job Shop
[NO] 1123/1901 | Enhancing Agricultural Productivity with Machine Learning: A Crop and Fertilizer Recommendation System
[NO] 1124/1901 | A Knowledge Graph and Credibility Assessment-Based Intelligent Question Answering System for Power Grid Applications
[NO] 1125/1901 | Microwave Characterization of Cork as a Sustainable Substrate for Antenna and Sensor Applications
[NO] 1126/1901 | AI-Powered Cybersecurity Models for Fraud Detection in IoT-Enabled Smart Healthcare Devices
[NO] 1127/1901 | NNICE 2026 Cover Page
[NO] 1128/1901 | 2026 6th International Conference on Neural Networks, Information and Communication Engineering (NNICE)
[NO] 1129/1901 | Corrigendum: Burr: A Benchmark for Ontology Learning from Relational Databases [Experiments &amp; Analysis]
[NO] 1130/1901 | 2026 Australasian Symposium on Antennas (ASA)
[NO] 1131/1901 | IEEE Foundation
[NO] 1132/1901 | Performance Analysis and Evaluation of the Dual Frequency Doppler Consistency Checking based GNSS Spoofing Detection for Autonomous Vehicles
[NO] 1133/1901 | Call for Papers: 58th Annual International Carnahan Conference on Security Technology
[NO] 1134/1901 | A Smart Pill That Can Sense, Sample, and Treat: Ingestible Electronics will Deliver Drugs and Take Biopsies
[NO] 1135/1901 | FTFNet: A Frequency–Time Fusion Network for Slip Prediction in Dexterous Robotic Manipulation
[NO] 1136/1901 | Precise Sensor Orientation of High-Resolution Agile Optical Satellites with Star-Earth and Moon-Earth Collaborative Observations
[NO] 1137/1901 | Synthetic Bistatic ISAR Imaging for Moving Targets With Prescribed Trajectories and Scattering Regimes: Validation With Passive Radar Data
[NO] 1138/1901 | Dynamic Incremental Tucker Decomposition for Sparse Tensors on Heterogeneous Platforms
[NO] 1139/1901 | Comprehensive DTCO Study of Layout Designs in Aggressively Scaled Stacked Transistors at A10 and A7 Nodes
[NO] 1140/1901 | Operation of ITER Prototype Diagnostic Pressure Gauges at Exceptional Pressure Increases
[NO] 1141/1901 | Table of Contents
[NO] 1142/1901 | Towards the Improvement of SWIM Nadir Wind Speed Retrieval
[NO] 1143/1901 | AdaEndoGS: an Adaptive Enlightening Model for Endoscopy Based on 3D Gaussian Splatting_supp1-3679881.mp4
[NO] 1144/1901 | Impact of Grid-Forming Inverters equipped with Virtual Inertia on Power System Stability: An Eigenvalue and Dynamic Simulation Study
[NO] 1145/1901 | An Interpretable Multimodal AI Framework for Severity-Aware and Guideline-Aligned Treatment Recommendation in Chronic Spontaneous Urticaria
[NO] 1146/1901 | BHF-Guard: Breaking and Hardening Financial ML with Adversarial Stress Tests and Certified Robustness Checks
[NO] 1147/1901 | An Experimental Study of Linux Landlock: File-System Enforcement Behavior and Overhead
[NO] 1148/1901 | Lexical Insight into Lean Management in Hospitals: Evidence from CHU Hassan II, Fez, Morocco
[NO] 1149/1901 | What Drives Data Asset Disclosure? A Complex Intermediary Analysis of Corporate Standardization
[NO] 1150/1901 | Exploring Predictive Models for Lung Cancer: A Machine Learning Perspective
[NO] 1151/1901 | Robust Prescribed Control of an Electro-hydraulic System with Modified Observer
[NO] 1152/1901 | A Dynamic Waveform Analysis Methodology in a FPGA Embedded Digital Twin for Secure ANPC Inverter Firmware Validation
[NO] 1153/1901 | From Artisanal to Smart Supply Chain: A Technological Revitalization Model for the Tanneries of Fez (Morocco)
[NO] 1154/1901 | AIBIEC 2025 Copyright Page
[NO] 1155/1901 | AIBIEC 2025 Cover Page
[NO] 1156/1901 | A Four-Pillar Framework for Resilient Multimodal Logistics Based on AI–Blockchain Integration
