[2026-06-17 23:24:56] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-06-16
正在获取论文...
[arXiv] 2026-06-16 | OmniDroneX: An LLM-Assisted Holistic Drone-as-a-Service Ecosystem
[NO] 1234/1877 | An Event-Based Open-Vocabulary Sound Event Detection Based on 1D-RPN and Multimodal Feature Fusing
[NO] 1235/1877 | LP-MVSNet: A Lightweight Patchmatch-Based Framework for Efficient Multi-View Stereo
[NO] 1236/1877 | GAN-Augmented and LLM-Enhanced Intrusion Detection for Intelligent Vehicles
[NO] 1237/1877 | Hybrid Anomaly Detection for Smart Meters Using Predictive Residuals and Contextual Statistics
[NO] 1238/1877 | Hierarchical Adaptive Attention Mechanism for Low-Light Object Detection
[NO] 1239/1877 | Blood Oxygen Saturation Non-Contact Detection Based on Facial Video
[NO] 1240/1877 | GRAPE: Gossip-Based Representation Alignment Using Prototypical Embeddings for Heterogeneous IoT Devices
[NO] 1241/1877 | A Denoising Diffusion Implicit Model-Based Method for Denoising Rotating Machinery Vibration Signals
[NO] 1242/1877 | Interval-Valued Intuitionistic Fuzzy Set Based Dilemma Assessment in Confrontation Analysis
[NO] 1243/1877 | Graph Neural Network-Based End-to-End Learning for Multi-User MIMO Systems
[NO] 1244/1877 | Research on a Copy-Move Image Forgery Detection Model Based on Parallel Multi-Scale Residual Feature Fusion Network
[NO] 1245/1877 | Comparison of Methods to Experimentally Validate Information-Theoretic Physical Layer Security
[NO] 1246/1877 | Privacy-by-Architecture for Passenger Counting in Growing Economies
[NO] 1247/1877 | Study on Surface Flashover Mechanism of Epoxy Impregnated Paper Insulation in Dry-Type Bushings Under Thermal Gradient
[NO] 1248/1877 | A Multi-Model Framework for Automated News Credibility Analysis and Fake News Detection and Web Scraping
[NO] 1249/1877 | SPAD: Structural Prior-Assisted Detection Algorithm for Steel Surface Defect Inspection
[NO] 1250/1877 | Dynamic Neural Architecture Convolution for Adaptive Laryngeal Lesion Detection in Laryngoscopic Images
[NO] 1251/1877 | Online Incremental Guard-Band Adaptive Scheduling for Time-Sensitive Networking
[NO] 1252/1877 | Channel Charting in Smart Radio Environments
[NO] 1253/1877 | IQ Imbalance Compensation for Receivers With 1-Bit Quantization and Oversampling
[NO] 1254/1877 | Regularization Compatibility of Enhanced WGAN-GP Critics for Vehicular Channel Attenuation Generation
[NO] 1255/1877 | Hierarchical Deep Learning for Joint Turbulence and PE Estimation in Multi-Aperture FSO Systems
[NO] 1256/1877 | Predictive Analytics in HR: Using AI For Future Workforce Trend Analysis
[NO] 1257/1877 | Comparative Analysis of Brain Tumor Detection and Classification using Deep Learning
[NO] 1258/1877 | Engineering Application of an Adaptive PSO-Based Fault Diagnosis Method for Grounding Grids in a Pumped-Storage Power Station
[NO] 1259/1877 | Scaling Up Occupancy-centric Driving Scene Generation: Dataset and Method_supp1-3696126.pdf
[NO] 1260/1877 | MEAE 2025 TOC
[NO] 1261/1877 | Interoperability constraints on data analytics in city governments: Insights from two U.S. municipalities
[NO] 1262/1877 | Enhancing Agricultural Productivity Through The Application of Wireless Sensor Network Technologies
[NO] 1263/1877 | Correction of the Angular Gain Through in-Operation Compensation of Nonlinearity in MEMS Rate-Integrating Gyroscopes
[NO] 1264/1877 | COOL CHIPS 2026 Final Program
[NO] 1265/1877 | Title Page iii
[NO] 1266/1877 | Technical Program Committee
[NO] 1267/1877 | On-the-Fly NLoS Detection for Wireless Positioning: Combinatorial Data Augmentation Approach
[NO] 1268/1877 | Active Power Reserve-Based PV-VSG Control Strategy Using Model Predictive Control
[NO] 1269/1877 | Visual-Aided Identification of RIS-Based Jammer via Angle-Aware Neural Modeling
[NO] 1270/1877 | DynSUP: Dynamic Gaussian Splatting from An Unposed Image Pair
[NO] 1271/1877 | Underwater Image Enhancement Via Intelligent Optimized Multi-exposure Image Fusion
[NO] 1272/1877 | An Indicator-based Sliding Window Detection Evolutionary Algorithm for Dynamic Multiobjective Optimization With Elusive Changes
[NO] 1273/1877 | LHRS-LTW: A Load-Aware Hybrid-Cloud Resource Scheduling Framework for Large-Scale Training Workloads
[NO] 1274/1877 | DiCriTest: Testing Scenario Generation for Decision-Making Agents Considering Diversity and Criticality
[NO] 1275/1877 | Subsystem Interaction-Driven Distributed Adaptive Clustering and Estimation Over Multi-Task Networks
[NO] 1276/1877 | Hierarchical Sparse Graph for Multi-dimensional Assignment in Event-based Tracking
[NO] 1277/1877 | Hybrid Beamforming Optimization for Near-field Wideband SWIPT Network
[NO] 1278/1877 | High-Power Foreign-Object-Tolerant Wireless Power Transfer Using Symmetric Active Demagnetization Coils
[NO] 1279/1877 | SFIENet: Spatio-Frequency Interaction Enhancement Network for Object Detection in Sonar Sensors
[NO] 1280/1877 | SCRIBE Design and Validation: Simultaneous Cardiac and Respiratory Impedance Biomarkers with Electromechanics
[NO] 1281/1877 | OEO-Based Frequency Conversion with LO Leakage Suppression and RF Self-Interference Cancellation
[NO] 1282/1877 | Utility Scale PV Grounding Systems &amp; Interaction with Utility Substations
[NO] 1283/1877 | Transmission Protocols for Uplink Pinching Antenna Systems (PASS)-Enhanced Sensing
[NO] 1284/1877 | Die-level Via-last TSV formation and Heterogeneous 3D Integration with Multi-Project Wafers Using Photosensitive Temporary Adhesives for Agile Prototyping
[NO] 1285/1877 | Climate Policy Stringency and Electricity Retail Prices: A Utility-Level Analysis in California
[NO] 1286/1877 | Committee Members
[NO] 1287/1877 | Scaling Interconnect Density with Silicon-Core-Substrate Nano-Integrated VIA Technology
[NO] 1288/1877 | ReMiX-MAE: Learning Missing-Channel Cross-Modal Representations from RGB-Only Clinical Facial Videos for Sympathetic-Mediated Pain Assessment
[NO] 1289/1877 | Understanding Regional Inertia Dynamics in CAISO from Real Grid Disturbances
[NO] 1290/1877 | Real-world Data-Driven Upgrade Cost Prediction for Distribution Grids with Smart EV Charging
[NO] 1291/1877 | Game-Changing Nanosolder Technology: Self-Assembling Adhesives for Sub-10 µm Ultra-Fine Interconnects
[NO] 1292/1877 | Drift-Aware Updating: An Edge-Device Cooperative RL Framework for Robust and Low-Overhead BCI Adaptation
[NO] 1293/1877 | Real-Time Closed-Loop Cloud Architecture for Operation and Control of Aggregated DERs
[NO] 1294/1877 | FaceReclaim: Deep Traceability of Face-Swapped Images Through Feature Decoupling_supp1-3694648.pdf
[NO] 1295/1877 | Simulation-Based Corrective Strategies for Warpage Behavior in Automotive Electronic Assemblies
[NO] 1296/1877 | Repurposing Gait Recognition Priors for Generalizable Fine-Grained Parkinson’s Disease Assessment
[NO] 1297/1877 | A Parametric Reduced-Order Model for Inverter Short-Circuit Response in Protection Studies
[NO] 1298/1877 | Copyright Page
[NO] 1299/1877 | Design of an Integrated Sensing and Communication System Based on IM-OCDM
[NO] 1300/1877 | Systematic Reliability Study of a Large Size 2.5D Package with RDL Interposer for AI Processor
[NO] 1301/1877 | Reliability Evaluation of Intense Pulsed Light Flip-Chip Bonding with Various Surface Finishes
[NO] 1302/1877 | Real Time Bushing Monitoring: The Key to Effective Transformer Surveillance
[NO] 1303/1877 | Progressive Curriculum Learning and Ghost-Aware Supervision for Real-World Face Detection
[NO] 1304/1877 | LBOR: Laplace–Beltrami Operator Regularization for Robust Skeleton-based Isolated Sign Language Recognition
[NO] 1305/1877 | Effect of Structured Collaborative Learning on Computational Thinking in Secondary Education: An Experimental Study Using Scratch-Based Geometry Tasks
[NO] 1306/1877 | Quasi-Coordinated Model Predictive Control: A Cluster-Level Power Quality Optimization Solution at Low Switching Frequency
[NO] 1307/1877 | Pelvic Floor Muscle Electromyography in Natural Delivery: A Scoping Review_supp1-3704395.pdf
[NO] 1308/1877 | IEEE Electrical Insulation Magazine July/August 2026 Front Cover
[NO] 1309/1877 | FedSNN-WTR: An Energy-Efficient and Channel-Robust Wireless Technology Recognition Framework for Vehicular Communications
[NO] 1310/1877 | MAD-FORCE: Targeting High-Breakdown Streaming Robust Correlation with Optional Drift Handling
[NO] 1311/1877 | Energy Selective Reconfigurable Intelligent Surface: A Power-Adaptive Paradigm for Secure 6G Communications
[NO] 1312/1877 | Predicting urban tree falls: a machine learning-based approach using low-cost MEMS
[NO] 1313/1877 | Hypergraph-Enhanced Semisupervised Graph Reconstruction Learning for Overlapping Community Detection
[NO] 1314/1877 | Compliant Magnetic Sensor Arrays Enable Real-Time Force Myogram Pattern Recognition for Dexterous Hand Control by Amputees_supp5-3702598.mp4
[NO] 1315/1877 | A 106-Gb/s × 8-Channel 1060-nm Single-Mode VCSEL-Based Ultra-Compact CPO Transceiver enabling 2-km Parallel-Optical Links
[NO] 1316/1877 | Advanced Metrology for Heterogeneous Chiplet Integration with High-Speed 100% Bond Overlay Measurement
[NO] 1317/1877 | LandSAR: Visceralizing Landslide Data for Enhanced Situational Awareness in Immersive Analytics
[NO] 1318/1877 | InfoCIR: Multimedia Analysis for Composed Image Retrieval
[NO] 1319/1877 | 800 kV Dead Tank Circuit Breaker Free of SF
                    <sub>6</sub>
                    Gas
[NO] 1320/1877 | Title Page iii
[NO] 1321/1877 | Efficient Data Collection for Underwater Wireless Sensor Networks
[NO] 1322/1877 | An EME-Reduced FlexRay Transmitter Architecture Employing a Common-Mode Feedback Control
[NO] 1323/1877 | Joint Estimation of State of Charge and Expansion Force in Lithium-Ion Batteries Using Ultrasonic features with Physics-Guided Regularization
[NO] 1324/1877 | Resiliency of Liquid-to-Liquid Cooling Systems in Data Centers Under Failure Scenarios
[NO] 1325/1877 | Enabling 12+Gb/s HBM4E with EMIB-T Advanced Packaging Technology
[NO] 1326/1877 | Task-Preserving EEG Anonymization Using Latent Feature Masking
[NO] 1327/1877 | LLMsafe-Spectre: Efficient Spectre Attack Detection in LLM Environments using An Intelligent HPC events Selection Methodology
[NO] 1328/1877 | EnergyFM: Pretrained Models for Energy Meter Data Analytics
[NO] 1329/1877 | Data Center Voltage Ride-Through: Emerging Challenges and Opportunities
[NO] 1330/1877 | Assessing the Sustainability of LLM Inference through Energy–Accuracy Analysis
[NO] 1331/1877 | Deep Semi-Supervised Multi-Task Learning of Building Features for District Energy Demand Estimation
[NO] 1332/1877 | Tackle CSM in JPEG Steganalysis with Data Adaptation
[NO] 1333/1877 | Anomaly-Guided Test-time Adaptation for Linguistic Steganalysis
[NO] 1334/1877 | Lightweight LLM Intent Understanding in Data-Scarce Scenarios: An Architecture-Aware Classification Paradigm
[NO] 1335/1877 | EventTracer: Fast Path Tracing-based Event Stream Rendering_supp1-3701141.mp4
[NO] 1336/1877 | Securing BD-RIS-Aided Communications via a Friendly Jammer
[NO] 1337/1877 | Author Index
[NO] 1338/1877 | COOL CHIPS 2026 Cover Page
[NO] 1339/1877 | MEAE 2025 Cover Page
[NO] 1340/1877 | Intelligent Trajectory Design for Free-Space Optical Assisted UAVs Relay Communications in Low-Altitude Airspace
[NO] 1341/1877 | Enhanced Peak-Shaving and Voltage Regulation Capability Multi-Level Planning Method in AC-DC hybrid sending-end power system
[NO] 1342/1877 | Operational Safety Risk Assessment of Distribution Networks Considering Health and Importance Indices under Multi-Uncertainty Probabilistic Power Flow
[NO] 1343/1877 | Dual-Transmitter Phase Modulation For Eddy Current Control And Power Boosting In DWPT For Embedded Sensors
[NO] 1344/1877 | A Lightweight and Secure Extended Authentication and Key Agreement Protocol for Direct-to-Cell LEO Satellite Constellations
[NO] 1345/1877 | Assessing the Economic Feasibility of Industrial Energy Flexibility under Electricity Price Volatility
[NO] 1346/1877 | QTCAJOSA: Low-Complexity Joint Offloading and Subchannel Allocation for NTN-Enabled IoT
[NO] 1347/1877 | Cross-Splitting-Based Information Geometry Approach for Xl-Mimo Uplink Detection
[NO] 1348/1877 | Assessing the Reliability of Deep Learning-Based Voice Comparison Models for Critical Decisions
[NO] 1349/1877 | Reduced-Order Modeling and Pole-Zero Controller Design of a Three-Phase LLC Resonant Converter
[NO] 1350/1877 | Robust Image Segmentation via Asymmetric Entropy
[NO] 1351/1877 | Sensing Rotational Direction Using Paramagnetic Nanoparticles
[NO] 1352/1877 | Layout-Constrained Screening and Matching for Passive Current Sharing of Paralleled SiC MOSFETs Validated on a 30-kW Three-Phase Motor Drive
[NO] 1353/1877 | Research on High-Risk Insect Target Detection Algorithm Based on Improved YOLOv10 Model
[NO] 1354/1877 | Enhancing Ultrasound Image Classification with Contrastive Learning on Easily Accessible Data from Healthy Controls
[NO] 1355/1877 | Optimal Hybrid Power Filter for Harmonic Mitigation in a 25 kV AC Railway System
[YES] 1356/1877 | NeuroMouse-CodeNet: Cross-Modal Attention Fusion for Programming Intent Recognition
[NO] 1357/1877 | Neural Beam Field for Spatial Beam RSRP Prediction
[NO] 1358/1877 | Transient Voltage Stability Assessment Framework for New Type Power Systems Based on the Active Synthesis Load Model
[NO] 1359/1877 | Generalizing the Outage Minimization Problem in Wireless Random Caching: An Alpha Utility Perspective for Managing Content Popularity-QoS Disparity
[NO] 1360/1877 | MML-Based 3D Channel Fingerprints Construction for Low-Altitude Communications
[NO] 1361/1877 | Extracting Squeeze-Film Damping in MEMS Accelerometers: A Kinematic Analysis of Applied Damping Forces in State Space
[NO] 1362/1877 | Impedance Modeling of MMC Considering NLM Control and Parasitic Parameters
[NO] 1363/1877 | Balance-Coordinated Control for Enhancing Small-Signal Stability and Voltage Support Capability of Distributed Wind and Solar Grid-Connected Systems
[NO] 1364/1877 | Designing Modulation for Approximate Digital Over-the-Air Computation
[NO] 1365/1877 | A Two-Stage Joint Decision Framework for Low-Latency XR Service Delivery Under Cloud-Edge-End Collaboration
[NO] 1366/1877 | Design of an Online System for Automatic Control of Degree of Opening for Personal Airflow Outlets in Aircraft Cabins
[NO] 1367/1877 | Framework-Agnostic Model Inference for Intra-Thread Real-Time Tasks
[NO] 1368/1877 | Spikceiver: Compact Audio-Visual Spiking Transformer with Depthwise Splitting and Bottleneck Attention
[NO] 1369/1877 | MSTG-Net: Multi-Stage Structure-Texture Guided Image Inpainting for Digital Heritage
[NO] 1370/1877 | Cooperative Task Offloading in Multi-UAV Covert Communication Networks
[NO] 1371/1877 | Auto-Scaling and Load-Aware SDNFV Architecture for 5G User Plane Functions
[NO] 1372/1877 | Optimization on the Distributed Propulsion UAV’s Leap Take-off Trajectory
[NO] 1373/1877 | WVSC: Wireless Video Semantic Communication with Multi-Frame Compensation
[NO] 1374/1877 | A Semantic Segmentation Method Based on DeepLabV3+
[NO] 1375/1877 | Research on Modal Parameters Identification of a Fixed - Simply Supported Beam Based on CNN Network Mode
[NO] 1376/1877 | AI Approach For Classification And Recommendation of Education Data Mining Using Hybrid Deep Learning
[NO] 1377/1877 | Research on Security Enhancement Methods for Adversarial Robust Large Language Model Intelligent Agents for Medical Decision-Making Tasks
[NO] 1378/1877 | HBTNet: Hierarchical Boundary-Texture Aggregation Network for Polyp Segmentation
[NO] 1379/1877 | Towards Energy-Efficient and Freshness-Sensitive WBANs Through Joint Scheduling and Power Control Via Multi-Objective Reinforcement Learning
[NO] 1380/1877 | Compressed Multiband Sensing in FR3 Using Alternating Direction Method of Multipliers
[NO] 1381/1877 | Atomic Diffusion Bonding of Wafers in Air Using Single-Sided Au Film Deposition with Zr Underlayer
[NO] 1382/1877 | Classification with Uncertainty-Aware Multimodal Deep Learning: A Survey
[NO] 1383/1877 | Layer Transfer of Epitaxial Ru by Metal-Metal Bonding: Towards Single-Crystal Interconnects
[NO] 1384/1877 | A Hybrid Architecture for Efficient Saliency Detection and Power-Constrained Image Enhancement based on SE-ResNeXt
[NO] 1385/1877 | Coexisting QKD and Real-Time Encrypted High-Speed Fiber-Optic Communication in Field-Deployed Multi-Core Fibers
[NO] 1386/1877 | FM-Based Agentic Slicing for 6G: A Hierarchical Provider-Consumer Framework for QoS Optimization at the AI-Native Edge
[NO] 1387/1877 | Master of Disguise: Toward Reversible and Universal Facial Privacy Protection Service with Natural and Original Visual Semantics
[NO] 1388/1877 | IEBench: Benchmarking Unlearning Identity-Event Entangled Concepts for MLLM-Based Systems in Agentic Edge Networks_supp1-3692182.pdf
[NO] 1389/1877 | Optical Fiber–Waveguide Hybrid Architecture for Mid-Infrared Ring Lasers
[NO] 1390/1877 | Unified Single/Dual-Frequency PolSAR Land Cover Segmentation via Single Model with Masked Frequency Training
[NO] 1391/1877 | S
                    <sup>3</sup>
                    DL: Sample-Aggregated Structured Supervised Dictionary Learning
[NO] 1392/1877 | Human–Robot Shared Control Strategy for Ultrasound Scanning Based on Lesion Position Prediction
[NO] 1393/1877 | A Robotic Somatic Cell Microinjection Force Microscopy System with A Micropipette-integrated MEMS Capacitive Nano-force Sensor
[NO] 1394/1877 | Novel Metrology For Experimentally Visualizing Cu-Cu Bonding Induced Thermal Stress
[NO] 1395/1877 | A Margin based Decomposition Framework via Intensity Flow Matching for Precipitation Nowcasting
[NO] 1396/1877 | Steeply-dipping targeted joint primary-prismatic wave imaging in real and imaginary dual-domain
[NO] 1397/1877 | Author Index
[NO] 1398/1877 | Software in the Loop Simulation for Evaluating Distribution Grid Performance Under Advanced Optimal Control Strategies
[NO] 1399/1877 | Weak-to-Gold Label Training of Spatio-Temporal Deep Learning Models for Cross-Region Coffee and Forest Segmentation
[NO] 1400/1877 | Generative Data Augmentation for Skeleton Action Recognition
[NO] 1401/1877 | Object Re-Identification under Severe Bandwidth Constraints Using Learned Quantized Latents
[NO] 1402/1877 | Analysis of Spatial and Temporal Characterization of GNSS Tropospheric Parameters During the Extreme Rainfall on ‘’ in Hong Kong_supp1-3703923.pdf
[NO] 1403/1877 | FedHCG: A Byzantine Robust Federated Learning Framework with Hierarchical Confidence Estimation and Geometric Consistency
[NO] 1404/1877 | Singular Perturbation Theory–Based Barrier-Adaptive Sliding-Mode Voltage Control and MPCC for Totem-Pole PFC Converters
[NO] 1405/1877 | IEEE Sensors Council Information
[NO] 1406/1877 | Synergistic Effects of Gamma Radiation and Thermal Aging on the Dielectric Performance of EPDM/ZnO Nanocomposites
[NO] 1407/1877 | FG 2026 Cover Page
[NO] 1408/1877 | Selective Layer Transfer to Enable Fine-Grain Mixed Front-End Devices with Monolithic Interconnects
[NO] 1409/1877 | A Day-Ahead Bidding Framework for Renewable-Fed Distributed Energy Resource Aggregators
[NO] 1410/1877 | Physics-Informed Neural Network Approach for Fast Prediction of Temperature Distribution and Hot Spots in Co-Packaged Optics
[NO] 1411/1877 | AMS-HD: Hyperdimensional Computing for Real-Time and Energy-Efficient Acute Mountain Sickness Detection
[NO] 1412/1877 | CeO
                    <sub>
                      2–
                      <i>x</i>
                    </sub>
                    /ZnO Heterojunction Photoelectric Synapse for Reservoir Computing and Physical Edge Intelligent Light Sensing Systems
[NO] 1413/1877 | Next Generation F-Gas free Gas-Insulated Switchgears with Natural-Origin Gases for 38 kV Level
[NO] 1414/1877 | Dynamic Line Rating for Offshore Wind Submarine Cables: Case Studies in Selected U.S. Locations
[NO] 1415/1877 | Training and transfer effect of evoked brain responses by brain-computer interaction
[NO] 1416/1877 | Maiden Double-Barrel Portable Meconium Suction Instrument with Cascade Control for Reliable Neonatal Airway Pressure Regulation
[NO] 1417/1877 | Chemical Vapor Deposition (CVD) Diamond-filled Through Vias for Enhanced Vertical Heat Transport in 3D Heterogeneous Integration
[NO] 1418/1877 | Laser Assisted Transfer (LAT) of Coupon of III-V Epitaxial Layer on Silicon Photonics devices
[NO] 1419/1877 | Enabling Beyond-16-Layer 3D Stacking with Ultra-Thin Die Hybrid Bonding with Integrated Bonder
[NO] 1420/1877 | Cross-domain Integrated Digital Twin for Heterogeneous Integrated CPUs
[NO] 1421/1877 | Predictive Reliability Modeling of Hybrid Bonding Through Warpage and Interfacial Defect Correlation
[NO] 1422/1877 | Semantic Technologies in Practical Demand Response: An Information Requirement-based Roadmap
[NO] 1423/1877 | Balancing Bits and Drops: Stress-Adjusted Water Management for Data Centers
[NO] 1424/1877 | A Double-Side Patterned Four-Port AlN PMUT for Enhanced Airborne Transmission and Burst-Driven Nonlinear Characterization
[NO] 1425/1877 | Table Of Contents
[NO] 1426/1877 | Title Page iii
[NO] 1427/1877 | PathRWKV: Enhancing Whole Slide Image Inference with Asymmetric Recurrent Modeling_supp1-3700967.pdf
[NO] 1428/1877 | Post-hoc Wasserstein Certificates for Autoencoder Reconstructions_supp1-3703712.pdf
[NO] 1429/1877 | AEEES 2026 Contributor Page
[NO] 1430/1877 | Author Index
[NO] 1431/1877 | Testing and Acoustic Transient Simulation of Pulse Excitation in Liquid Rocket Engines
[NO] 1432/1877 | Lightweight Underwater Fish Detection Model Based on Feature Preservation and Normalization-Guided Attention
[NO] 1433/1877 | Construction and Analysis of User Electricity Consumption Feature Portraits Based on feature Clustering
[NO] 1434/1877 | Application of Surface Activated Bonding Technology in Heterogeneous Integration of Wide Band-Gap Semiconductors
[NO] 1435/1877 | NAF-UNet: A High-Fidelity Low-Light Image Enhancement Framework via Non-Linear Activation Free Blocks and Joint Constraints
[NO] 1436/1877 | Learning-Assisted Air Traffic Flow Optimization: An Aggregate Eulerian Model with Neural Demand Propagation for Capacity-Constrained Airline Operations under Disruption
[NO] 1437/1877 | Low PAPR Waveform Construction via Trellis Coded Modulation
[NO] 1438/1877 | IRS-Aided Joint Design for Secure Integrated Sensing and Communication
[NO] 1439/1877 | Edge IoBNT Networks for Bioprocess Digital Twins: A Physics-Informed ML Approach
[NO] 1440/1877 | VERGE-IDS: Variational Encoder-BiGRU Based Framework for Threat Detection in IoT Networks
[NO] 1441/1877 | Pseudo-Random Asynchronous Multi-Satellite Cooperative Transmission Scheme for Cohesive Clustered Satellite Networks
[NO] 1442/1877 | Reliability Assessment of Offshore Wind Farms Through VSC-HVDC Delivery Systems Under Complex Meteorological Conditions
[NO] 1443/1877 | PoseKey-Net: An Efficient Algorithm for Human Keypoint Detection and Pose Estimation
[NO] 1444/1877 | Low-Temperature Direct Ru–Ru Bonding Enabled by Ternary Synergistic Plasma Surface Activation
[NO] 1445/1877 | Invited Paper: Physics-Driven Real-Time CPS Challenge
[NO] 1446/1877 | Multi-Reference Nonlinear Transform Source-Channel Coding for Wireless Image Semantic Transmission
[NO] 1447/1877 | Agentic AI Foundations and Infrastructure for Scalable Multi-Agent System
[NO] 1448/1877 | Study on Amplitude-frequency Characteristics of Grounding Grid Based on High-frequency Impedance Spectroscopy
[NO] 1449/1877 | Cancelling Inter-AP-Interference for UL Channel Estimation in Virtual FD CF-mMIMO Systems
[NO] 1450/1877 | Low-Complexity Rate Optimization for Fluid Antenna-Assisted Symbiotic Radio Systems
[NO] 1451/1877 | Robust Detection of Aggregated Small Objects in Degraded Underwater Environments via Adaptive Receptive Field Learning
[NO] 1452/1877 | A Zero-Retraining Multi-Scale Architecture for High-Resolution Industrial Anomaly Detection Using Large Vision-Language Models
[NO] 1453/1877 | Analysis of a Frequency- and Phase-Keying Waveform for Joint Radar and Communication
[NO] 1454/1877 | Quaternion-Based Calibration of Pointing Errors in SB-EOTS
[NO] 1455/1877 | Model-Free Deadbeat Predictive Current Control for PMSM Using Current Separation and Kalman Filtering
[NO] 1456/1877 | HHGIKT: A Hierarchy-Aware Heterogeneous Graph Interpretable Model for Knowledge Tracing
[NO] 1457/1877 | Virtual Synchronous Generator Decoupling Control Method Based on Adaptive Virtual Impedance and Voltage Feedforward Compensation
[NO] 1458/1877 | RFF-BO: Efficient Antenna Position Optimization for Fluid Antenna-Aided MU-MISO Systems
[NO] 1459/1877 | UAV-Assisted Joint Data Collection and Wireless Power Transfer for Batteryless Sensor Networks
[NO] 1460/1877 | Quantitative Assessment of Distribution System Available Capacity for Integrating Electric Vehicle Charging Infrastructure
[NO] 1461/1877 | Lightweight Machine Learning Pipeline for WGM Micro-Laser Sensing: A Feasibility Study on IFN-γ Detection
[NO] 1462/1877 | MARBLE-Net: Learning to Localize in Multipath Environment with Adaptive Rainbow Beams
[NO] 1463/1877 | Engineering AI For Contract Analysis And Drafting Efficiency For Accuracy in Legal Workflows
[NO] 1464/1877 | Forecasting Iron Ore Price Volatility Using GARCH, SVR and ANN
[NO] 1465/1877 | Service Function Chain Routing in LEO Networks Using Shortest-Path Delay Statistical Stability
[NO] 1466/1877 | Frequency Regulation Command Decomposition Strategy for Virtual Power Plants Based on Resource Performance Index
[NO] 1467/1877 | Theoretical Investigation on the Primary Combustion of the Boron-based Fuel-rich Propellant
[NO] 1468/1877 | Research on Hardware-in-the-Loop Simulation for Reaction Wheel Unloading of Solar Sail with Continuous Reflectivity Control
[YES] 1469/1877 | A Long Code Text Compression Method for Large Language Models
[NO] 1470/1877 | Coordinated Generation Mix Planning Considering Centralized and Distributed Resources
[NO] 1471/1877 | AdaptHFL: A Dual-Level Adaptive Optimization Framework for Hierarchical Federated Learning
[NO] 1472/1877 | Work in Progress: Exploring Timing Anomalies in Multi-Core Systems with Time Petri Nets
[NO] 1473/1877 | Minimizing the Total Energy Consumption in the HAPS-Aided MEC with UAV Eavesdropper
[NO] 1474/1877 | A Federated Network for the Malignancy Classification of MRI Tumors Based on Dual-Stage Alignment
[NO] 1475/1877 | Bearing Fault Feature Extraction via Sparse-Enhanced Dynamic Mode Decomposition
[NO] 1476/1877 | Impact of Amorphous Layer in Covalent Bonding Mechanisms
[NO] 1477/1877 | Demand-Driven Adaptive Max-Min Resource Allocation for Wi-Fi OFDMA Networks
[NO] 1478/1877 | Thermal Management Strategy for Advanced Packaging
[YES] 1479/1877 | Reasoning About Subprogram Termination in SPARK
[NO] 1480/1877 | Federated Analytics Assisted Semantic Alignment for Secure and Privacy-preserving Image Classification_supp1-3704515.pdf
[NO] 1481/1877 | Local Optical Flow Feature Enhancement Capsule Network for Micro-expression Recognition
[NO] 1482/1877 | Fingerprinting IP-Connected Devices Using Machine Learning and Deep Learning Models
[NO] 1483/1877 | EduRAG: A Multimodal Explainable RAG System with Deterministic Token Grounding
[NO] 1484/1877 | Compliant Magnetic Sensor Arrays Enable Real-Time Force Myogram Pattern Recognition for Dexterous Hand Control by Amputees_supp2-3702598.mp4
[NO] 1485/1877 | Digital Resilience and Business Continuity in Turbulent Markets: A Sociotechnical Framework of Analytics Maturity, Virtual Operations and Knowledge Absorption
[NO] 1486/1877 | TypiCD: Cognitive Diagnosis via Problem-Type-Guided Bias Correction
[NO] 1487/1877 | Shared-Aperture Wide-Angle Beam-Scanning Array With $X$-Band Phased and $K$-Band Frequency Scans
[NO] 1488/1877 | Towards Pareto Efficiency in Fair Facial Expression and Action Unit Recognition
[NO] 1489/1877 | V-groove Based Edge Coupling Enabled by Optical Glass Coupler Attach for Co-packaged Optics
[YES] 1490/1877 | Deep Coordination Graph-Based Reinforcement Learning for Multi-Domain PDN Optimization
[NO] 1491/1877 | A Novel Capacitor Embedded Substrate Based on Capacitor-Type integrated Package Solution (iPaS) for Vertical Power Delivery in Advanced Semiconductor Packaging
[NO] 1492/1877 | MMDFusion: Multi-Modal Deformable Fusion for Robust 3D Detection in Unstructured Road Environments
[NO] 1493/1877 | Plasma-Assisted In Situ N-Doped CNTFETs: A Simulation-Based Approach to Optimized Device Performance
[NO] 1494/1877 | Anisotropic non-Hermitian skin effect in a two-dimensional Lieb photonic crystal
[NO] 1495/1877 | Anode Thermal Management in Pulsed Field Emission via Carbon Nanotube Cold Cathodes
[NO] 1496/1877 | Unified Multimodal Representation Learning for Unsupervised Skeleton-Based Action Recognition
[NO] 1497/1877 | A Novel Membrance-Based Adaptive Pressure Curing System for Warpage Suppression in Advanced Packaging
[NO] 1498/1877 | Intelligent Identification of Migratory Insects Using Searchlight trap Statistics and Swin Transformer-Based Radar Echo Analysis
[YES] 1499/1877 | What Characterizes Pairwise Modular Smells?
[NO] 1500/1877 | A General Approach to Visualizing Uncertainty in Statistical Graphics_supp1-3704459.pdf
[NO] 1501/1877 | Low-Loss Polymer Waveguides Based Architecture for Co-packaged Optics
