[2026-01-01 09:14:45] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-31
正在获取论文...
[arXiv] 2025-12-31 | GaMO: Geometry-aware Multi-view Diffusion Outpainting for Sparse-View 3D Reconstruction
[NO] 1015/1553 | Towards Transparent Plant Disease Detection: Applying XAI to Deep Learning Models in Precision Agriculture
[NO] 1016/1553 | Sparse Iterative Solvers Using High-Precision Arithmetic with Quasi Multi-Word Algorithms
[NO] 1017/1553 | The MediaPot Platform for News Analytics
[NO] 1018/1553 | Weather-Aware Solar Energy Forecasting Using Hybrid ARIMA-LSTM Model
[NO] 1019/1553 | EYE-DEX: Eye Disease Detection and EXplanation System
[NO] 1020/1553 | Towards Verification of Spiking Neural Networks for Next-Generation AI Systems
[NO] 1021/1553 | Adaptive Strategies For Reducing The Carbon Footprint of Deep Neural Networks
[NO] 1022/1553 | Neural Surrogate Model for Autonomous Driving Communications Based on Strategic Sampling
[NO] 1023/1553 | Graphpilot: A Temporal Graph Actor-Critic Autoscaler Reducing Degradation of Resource Oscillation in Microservice
[NO] 1024/1553 | Cell-specific network-based cell type prediction via graph convolutional network using transcriptomics profiles
[NO] 1025/1553 | Copyright and Reprint Permission
[NO] 1026/1553 | Glint: Localization of Gray Violations in Untrusted and Unreliable SRv6 Networks
[NO] 1027/1553 | The Interplay Between Strategic Information Sharing and Quality Decision: Pre-quality Versus Post-quality
[NO] 1028/1553 | Visual Interference Suppression for Physical Object Detection in Projector-based AR System_supp2-3649703.mp4
[NO] 1029/1553 | A Unified Framework for Joint Optimization of Fluid Antenna Systems and Low-Resolution RIS/STAR-RIS in MU-MISO Downlink
[NO] 1030/1553 | GrowSphere: Intelligent Hydroponic System for Effortless Cultivation of Leafy Vegetables
[NO] 1031/1553 | Demonstration of a MgB
                    <sub>2</sub>
                    DC-DC boost converter for ultra-fast battery charge up to 200 A - 200 V output power
[NO] 1032/1553 | IE-TV: Structural Information Enhanced 3D Weighted Correlated Total Variation for Hyperspectral Image Denoising
[NO] 1033/1553 | Global Entity Relationship Enhancement Network for Multimodal Sarcasm Detection
[NO] 1034/1553 | Uncertain Boundaries: Multidisciplinary Approaches to Copyright Issues in Generative AI
[NO] 1035/1553 | iAKA: A Regional Authentication Protocol for Satellite Internet
[NO] 1036/1553 | Quantum-Resilient Proxy-Re-encryption-Based Homomorphic Encryption Using Nth Order Binary Encoding (NOBE) for NextG networks
[NO] 1037/1553 | Neural Machine Translation for Cross-Language Robotics Programming Education
[NO] 1038/1553 | Hybrid CNN-Transformer and YOLOv8-Based Robust Real-Time Object Detection for Autonomous Vehicles
[NO] 1039/1553 | A Continuous Integration Framework for Machine Learning-Based Mobile Behaviour Analysis
[NO] 1040/1553 | Performance Analysis of Decoder Architectures Based on Reconstruction Error in Video Surveillance
[NO] 1041/1553 | Small Language Models in Healthcare: Capabilities, Challenges, and Future Directions
[NO] 1042/1553 | Book Automatic Procurement Based on Knowledge Graph and Graph Neural Network
[NO] 1043/1553 | Lightweight Facial Expression Recognition for Online Classrooms Based on MobileViT-P_CBAM
[NO] 1044/1553 | Current Sharing Design of Multi-Chip SiC Power Module Based on 3D-Laminated Cu-Clip Architecture
[NO] 1045/1553 | CoEdge-RAG: Optimizing Hierarchical Scheduling for Retrieval-Augmented LLMs in Collaborative Edge Computing
[NO] 1046/1553 | Sustainable Smart Lock for Vehicle Rentals in Controlled Environment
[YES] 1047/1553 | Review on Hardware Accelerator Hardware Software Co-Design for Machine Learning
[NO] 1048/1553 | A Hybrid CNN-LSTM Architecture for Multiclass Intrusion Detection in IoT Networks
[NO] 1049/1553 | Application of Multi Pulse Millimeter Wave Radar Combined with Remote Robot Vision Monitoring System in Flood Control
[NO] 1050/1553 | Traffic Analysis and Optimization Strategies for IP Backbone Network
[NO] 1051/1553 | Weakly Supervised Food Image Segmentation using Vision Transformers and Segment Anything Model
[NO] 1052/1553 | Model-Based and Model-Free Control for Active Suspension System
[NO] 1053/1553 | Design and Implementation of a Platform for Managing Stress and Anxiety in Higher Education Based on Wearable Devices
                    <sup>*</sup>
[NO] 1054/1553 | Adaptive Voting Ensemble-Based Machine Learning Algorithm for Breast Cancer Diagnosis
[NO] 1055/1553 | Adaptive Reliability Optimisation of New Energy Vehicle Gear Transmission Systems Based on Reinforcement Learning
[NO] 1056/1553 | Intelligent Cyber Threat Analytics and Prediction Model for Secure Cloud Communication Systems
[NO] 1057/1553 | System-Based Protection Testing with IBRs and Negative-Sequence Injection
[NO] 1058/1553 | Real-Time Cognitive Emotion Mapping for Human- Avatar Interaction in VR
[NO] 1059/1553 | Analysis of Mechanical Properties of High-Voltage Transmission Towers Under Wind Load
[NO] 1060/1553 | Scalable and Robust AI Forecasting of University KPIs Using LSTM and Random Forest within the Lamar Data Lakehouse
[NO] 1061/1553 | OASIS: Optimized Active Sampling for Intrusion Detection in IoT Systems
[NO] 1062/1553 | Integrating Environmental Toxins into Biomedical Knowledge Graphs for Disease Prediction Using Graph Neural Networks
[NO] 1063/1553 | Steady-State Low-Frequency Automatic Precision Non-Essential Load Reduction Control System Based on Stable Control Technology
[NO] 1064/1553 | A Comprehensive Review on Machine Learning Approaches for Detecting Knee Osteoporosis
[NO] 1065/1553 | Development of an IoT-Enabled Environmental Monitoring System for Integrated Air and Soil Quality Analysis
[NO] 1066/1553 | Hybrid Deep Reinforcement Learning for Joint Resource Allocation in Multi-Active RIS-Aided Uplink Communications
[NO] 1067/1553 | Work-in-Progress: Real-Time Deep Neural Inference on Resource-Constrained Edge Devices
[NO] 1068/1553 | Driver Behavior Monitoring and Analysis in Intelligent Cockpits
[NO] 1069/1553 | Stability-Guaranteed Scheduling for Mesh Networked Control Systems with Fine-Grained Timing
[YES] 1070/1553 | Cyber Wolf: A Hybrid Optimization Framework Leveraging Heterogeneous Graphs and Multimodal Surrogate Simulators for Fast Analog Sizing
[NO] 1071/1553 | Power System Emergency Control Strategy Based on Dynamic Spatio-Temporal Constrained Graph Reinforcement Learning
[NO] 1072/1553 | Reinforcement Learning for Hemodialysis Management: Framework, Simulation, and Evaluation
[NO] 1073/1553 | A Nonvolatile IoT Sensor Node Based on Input-Data Driven Power-Gating Scheme and its Emulation Using FPGA and Temperature Sensor
[NO] 1074/1553 | Wish a Pic: An AI-Powered Platform for Automated Visual Content Generation
[NO] 1075/1553 | Ros ${ }^{\text {RT }}$: Enabling Flexible Scheduling in Ros 2*
[NO] 1076/1553 | Optimizing Falcon-Based Post-Quantum Blockchain Performance Through Compression Integration
[NO] 1077/1553 | Control Synthesis of Cyber-Physical Systems for Real-Time Specifications Through Causation-Guided Reinforcement Learning
[NO] 1078/1553 | Evaluating Multimodal Large Language Models for Clinical Diagnosis of Oral Lesions: A Biomedical Informatics Perspective
[NO] 1079/1553 | Research on Replacing Fluorescent Tube with UV LED Light Source Based on Total Reflection Little Angle UV Packaging Technology
[NO] 1080/1553 | Scalable Discrete Cosine Transform Engines on a Many-Core Platform
[NO] 1081/1553 | Enhancing Doping Concentration Uniformity and Batch Repeatability in 4H-SiC Homoepitaxy via Ammonia Doping
[NO] 1082/1553 | Optimization of Green Certificate-Carbon Trading Integrated Energy System Considering Multidimensional Time Granularity Differences
[NO] 1083/1553 | Validation of Virtual Human Motion Sensors in a Digital Twin Environment Using LLM-based Activity Generation
[NO] 1084/1553 | Challenges for Federated Crowd Management in Smart Cities
[NO] 1085/1553 | Towards LLM-assisted Execution Planning and Optimizing of Bioinformatics Batch Processing
[NO] 1086/1553 | Secure-by-Design Hardware Architecture for Real-Time IoT with Cycle-Bounded Trust and Redundancy-Aware Sensor Fusion
[NO] 1087/1553 | Low-Barrier Dataset Collection With Real Human Body for Interactive Per-Garment Virtual Try-On
[NO] 1088/1553 | Estimating Workload for Supervisory Human–Robot Teams: An Initial Analysis of Meta-Learning
[NO] 1089/1553 | Human-LLM Collaboration Framework for Translating Health Instruments_supp1-3649657.docx
[NO] 1090/1553 | Real-time Operation of Electric Autonomous Mobility-on-Demand System Considering Power System Regulation
[NO] 1091/1553 | IEEE IT Professionals Call for Articles
[NO] 1092/1553 | 3D High-quality Power Doppler Using Coherence-based Null Subtraction Imaging_supp2-3649288.mp4
[NO] 1093/1553 | IEEE Computing in Science and Engineering
[NO] 1094/1553 | Technical Session Schedule
[NO] 1095/1553 | ICCIS 2025 Contributor Page
[NO] 1096/1553 | ICCIS 2025 TOC
[NO] 1097/1553 | Copyright Page
[NO] 1098/1553 | Evaluating Safety Benefits of Ramp Metering by Leveraging Connected Vehicle Data: Case Study of Indiana Roadways
[NO] 1099/1553 | Table of Contents
[NO] 1100/1553 | Performance Bound for Online Scalable Video Coding and Scalable Semantic Coding
[NO] 1101/1553 | BIELM: Integrating Incremental Extreme Learning Machine and Blockchain for Secure Data Gathering in IoT-based WSNs
[NO] 1102/1553 | Secrecy Performance of Energy Harvesting Cooperative Network With Power Control
[NO] 1103/1553 | Contactless Fault Diagnosis Technique by Magnetic Field Image Recognition for Lithium Battery
[NO] 1104/1553 | Development of Portable TMS-MEP Device for Emergency Medicine
[NO] 1105/1553 | Urban Planning in the Age of Agentic AI: Emerging Paradigms and Prospects
[NO] 1106/1553 | Mapping Deep Learning to Blockchain Security: A Survey
[NO] 1107/1553 | A Two-Stage Framework for Power System Resilience Assessment: Process Design and a Case Study in Kinmen
[NO] 1108/1553 | Early-Exit Neural Architecture Search for Energy-Harvesting Edge Computing
[NO] 1109/1553 | Twitter recommendations across dialects: Seeing the big board through Faiss
[NO] 1110/1553 | MambaGuard: A Hybrid Framework for Unsupervised Anomaly Detection in IIoT Networks
[NO] 1111/1553 | Reviving Fine Details in Historical Photographs Using A-ESRGAN: An AI Framework for Digital Heritage
[NO] 1112/1553 | Cost-Sensitive Learning for HER2-Positive Breast Cancer Diagnosis Using Clinical Data: A Resourceconscious Framework for Low-Resource Settings
[NO] 1113/1553 | Global Offshore Active Oil and Gas Platform Extraction Based on High Spatial Resolution Nighttime Light Remote Sensing Data from SDGSAT-1 GLI
[YES] 1114/1553 | Dynamic Fuzzing-Based Whole-System Timing Analysis
[NO] 1115/1553 | Tank Level Control Using Lora and PLC
[NO] 1116/1553 | Comparative Evaluation of Heart Pulse Detection Sensors Using Statistical Analysis and Bland-Altman Method
[NO] 1117/1553 | Optimization and Non-Destructive Examination of High-Speed Computational Technique for Talent Identification in Sports
[NO] 1118/1553 | A Zone-Based LoRa Deployment for Agriculture Area Monitoring
[NO] 1119/1553 | Web Automation Testing in Industry: Lifecycle, Framework Challenges, and the Future with AI
[NO] 1120/1553 | Enhancing Predictive Maintenance via Multi-Model Integration for Industrial Fault Detection
[NO] 1121/1553 | Energy Management Strategy for Common Spaces in High Rise Buildings Considering Optimized Solar PV Output
[NO] 1122/1553 | Research on Adaptive Dynamic Window Algorithm for Path Planning of Medical Delivery Robots
[NO] 1123/1553 | A Fault Location Method for Distribution Networks Based on Compressed Sensing Technology
[NO] 1124/1553 | Detecting Earth-Hazardous Asteroids Using Graph Sample and Aggregate Algorithm
[NO] 1125/1553 | IoT- Based Rural Animal Monitoring and Theft Prevention System
[NO] 1126/1553 | Real-Time Posture Monitoring using Flexi Sensor
[NO] 1127/1553 | Arduino Enabled Smart Irrigation System: A Sustainable Approach for Efficient Water Management in Agriculture
[NO] 1128/1553 | Ground Fault Location of Hydro Generator Based on Recursive Least Squares Parameter Identification with Forgetting Factor
[NO] 1129/1553 | Optimized Operation of Regional Electricity Market Based on Electricity-Carbon-Green Certificate Interactive Trading
[NO] 1130/1553 | Textual Medical History Summarization for Diagnosis
[NO] 1131/1553 | A Machine Learning Approach for Driver Drowsiness System Based on Eye Aspect Ratio
[NO] 1132/1553 | Power Factor Correction with Totem Pole Boost Converter Using Matlab
[NO] 1133/1553 | Interactive Cyber Risk Analysis: A Gamified Approach for IT and IOT Security Environments
[NO] 1134/1553 | Eat'osure: an AI-Powered Food Allergen and Diet Planner Web Application
[NO] 1135/1553 | Ways of Seeing, and Selling, AI Art
[NO] 1136/1553 | Deep Learning with Ensemble Learning Model for Short-Term Wind Speed Prediction
[NO] 1137/1553 | Deep Hybrid Models for Accurate Skin Disease Diagnosis Using Medical Imaging
[NO] 1138/1553 | CARTEL: Consensus Adapting Real-Time and Efficient Logging
[NO] 1139/1553 | Seizure Detection Using Reduced Temporal EEG Channels: A Performance-Driven Approach
[NO] 1140/1553 | A Novel Whittle Index-Based Scheduling for Age of Information Minimization in IoT Networks
[NO] 1141/1553 | Triangular Array-Based Miniaturized Capsule Antenna for in-Body Biotelemetry Applications
[NO] 1142/1553 | Coordinated Control of Grid-Connected DFIG-Based Wind Energy System with STATCOM and Supercapacitor Energy Storage
[YES] 1143/1553 | CFU Proving Ground: a Hardware/Software Co-Design Framework for Leveraging a Custom Function Unit and RISC-V Custom Instructions
[NO] 1144/1553 | Pervasive Physical AI
[NO] 1145/1553 | Decentralized Path Planning for Multi-Robot Systems Using GNNs on HBE-Robocar
[NO] 1146/1553 | A Mixture of Experts Approach for Morgan -Keenan Spectral Classification of Gaia DR2 Stars
[NO] 1147/1553 | Optimal Photovoltaic–Battery Storage Sharing for Affordable Net-Zero Urban High-Rises
[NO] 1148/1553 | A Step Towards Improvement in PCOS Detection Using Explainable AI
[NO] 1149/1553 | A Two-Stage YOLO-CNN Framework for Automated Lithium-ion Battery Defect Inspection
[NO] 1150/1553 | A Physics-Informed APSO-BiLSTM Model for Photovoltaic Power Forecasting
[NO] 1151/1553 | Research on Economic Dispatch of Distribution Network with Electrochemical-Pumped Storage Based on Particle Swarm Optimization
[NO] 1152/1553 | An Improved Deep Learning Based RGB-D Saliency Detection Model
[NO] 1153/1553 | A Hybrid Semi-Supervised Learning Approach Based Dimensionality Reduction for Emerging IoT Cyber Attack Analysis
[NO] 1154/1553 | Chatbot with Voice Assistant Integrated in a Website using Amazon Lex, S3, Cloud Formation and Cloudfront
[NO] 1155/1553 | A Probabilistic Load Modeling Approach for Electric Vehicle Charging Stations Considering Uncertainties in Travel Behavior
[NO] 1156/1553 | Chargetime Predictor: A Data-Driven Approach for Estimating Smartphone Charging Session Duration
[NO] 1157/1553 | A single-stage step-down LED driver Combined with visible light communication modulation strategy
[NO] 1158/1553 | Machine Learning-Based Predictive Gas Leak Detection Using Pressure Pattern Recognition on ESP32
[NO] 1159/1553 | Identification of Differential Epigenetic Landscape in NF2 and Non-NF2 Meningiomas
[NO] 1160/1553 | DRAF: A Drift-Resilient Averaging in Federated Learning across the Cloud Edge Continuum
[NO] 1161/1553 | A Self-Adaptive Framework for Predictive CPU Resource Allocation During Container Startup in Kubernetes
[NO] 1162/1553 | A Constant Authentication System Utilizing Smartphone-Derived Behavioral Data Across Multiple Services
[NO] 1163/1553 | Local Computing vs. Cloud Computing: An Empirical Study of Energy Consumption
[NO] 1164/1553 | Agentic Federated LLMs at the Edge for Promptable Guardrail Inspection with YOLO-E
[NO] 1165/1553 | 2025 International Conference on Applied Electrical Engineering and Technology
[NO] 1166/1553 | A Dual-Perspective Analysis of IGBT Open-Circuit Faults in Hybrid Modular Multilevel Converters: Unified Characteristics and Diagnoses
[NO] 1167/1553 | A Near-Field Beam-Tracking Technique for Extremely Large Uniform Planar Array Systems with Overlapped Subarray Configuration
[NO] 1168/1553 | An Analytical Investigation on Selection of I-APF and R-APF to Mitigate Harmonic Resonance in HVDC Terminal Under Capacity Constraints
[NO] 1169/1553 | On the Benefits of Quantum Entanglement and Compton Kinematics for Scatter Discrimination in PET Imaging
[NO] 1170/1553 | A Smart Dual Thermistor-Based Nasal Mask for Respiratory Health Monitoring
[NO] 1171/1553 | ICCIS 2025 Content Announcement Page
[NO] 1172/1553 | A Ka-Band Variable-Gain Phase Shifter Using a Merged Phase-Shifted and Attenuated Unit
[NO] 1173/1553 | IEEE Computer Graphics and Applications
[NO] 1174/1553 | IEEE Computer Society Call for Papers
[NO] 1175/1553 | SolPhishHunter: Towards Detecting and Understanding Phishing on Solana
[YES] 1176/1553 | OmniRouter: Budget and Performance Controllable Multi-LLM Routing
[NO] 1177/1553 | Evaluating the Performance of China's Transmission Grid: A Provincial Case Study through Dynamic Factor Analysis
[NO] 1178/1553 | Reliability Study of Au-Sn Bumps Based on Thermal Gradient Bonding for Micro-LED
[NO] 1179/1553 | Multivendor E-Commerce Market Place with Real Time Bidding System and AI Integration
[NO] 1180/1553 | Human-Centered Artificial Intelligence (HCAI): An Ethical Approach
[NO] 1181/1553 | Speech Recognition Using Deep Learning Techniques: A Comparative Study
[NO] 1182/1553 | A Comparative Study of Extractive Summarization Techniques
[NO] 1183/1553 | Monitoring of Urban Expansion Pressure on Peri-Urban Ecosystems in Taipei City, Taiwan
[NO] 1184/1553 | Enhancing Wi-Fi Localization Through GAM-LDPL Modeling and Machine Learning for Scalable IoT Applications
[YES] 1185/1553 | Bridging Cryptographic Robustness and Hardware Efficiency: A Comprehensive Analysis of S-Box Design Methodologies for SoC Integration
[NO] 1186/1553 | An AHBF LED Driver With Improved Hybrid Control Strategy
[NO] 1187/1553 | Comparative Assessment of Emerging Subsea Renewable Energy Technologies: A Data-Driven Systems Analysis
[NO] 1188/1553 | Real-Time IoT Intrusion Detection using Deep Learning with Uncertainty and Optimization Mechanism
[NO] 1189/1553 | DMS4096+: Enhancing Cryptographic Strength and Efficiency through Advanced Key Generation
[NO] 1190/1553 | Device- and Location-Aware Client Clustering for Heterogeneous Federated Learning
[NO] 1191/1553 | FALCON: FPGA Accelerated Real-Time Intelligent Controller for Autonomous Systems
[NO] 1192/1553 | AI-Enhanced Speech Processing Communication in Wind Energy Feedback Systems
[NO] 1193/1553 | Classification of Non-Line-of-Sight Scenarios Based on Dual-Convolutional Neural Network
[NO] 1194/1553 | Hybrid Deep Learning and Feature Fusion Framework for Robust Potato Leaf Disease Detection in Real-World Conditions
[NO] 1195/1553 | Observer-Based Practical Prescribed-Time Consensus Tracking Control for Multiagent Systems with Unknown Virtual Control Coefficients
[NO] 1196/1553 | PADIIoT: On the Design of a PUF-based Authentication Scheme for Digital Twin Environments in Industrial IoT
[NO] 1197/1553 | Application of Extended Anomaly Analysis in Renewable Energy Extreme Characterization
[NO] 1198/1553 | Edge Powered System for Latency-Sensitive Remote Health Informatics
[NO] 1199/1553 | A Random Forest Approach for Intelligent Vehicle Anomaly Detection and Safety Assurance
[NO] 1200/1553 | The Role of Literature in Teaching English as a Foreign Language with the Help of Digital Educational Games
[NO] 1201/1553 | Hybrid Framework for Hinglish to English Machine Translation using Multi-lingual Transformers for Social Media Discourse
[NO] 1202/1553 | Random Forest-Based Approximation for Quantized CNNs on Edge FPGAs
[NO] 1203/1553 | GCNIM: A Booth-6T-SRAM Based Graph-Convolutional-Networks-in-Memory Computing Macro
[NO] 1204/1553 | Adaptive DQN: An Enhanced Approach for Robot Path Planning in Dynamic Environments
[NO] 1205/1553 | A Stackelberg Game of Demand Response from the Aggregator's Perspective
[NO] 1206/1553 | Raspberry PI-Based IoT System for Real-Time Patient Monitoring and Early Health Detection
[NO] 1207/1553 | Honeypot Embedded in Low-Cost IoT Hardware for Collecting and Analyzing Real-World Cyber Threats
[NO] 1208/1553 | A Method to Assess Visual Fatigue Using Moving Ripple Patterns
[NO] 1209/1553 | Machine learning performance comparison to calculate Length of Stay
[NO] 1210/1553 | Transformer-Based Resource and Stage-Aware Scheduling for Model-Parallel LLM Inference
[NO] 1211/1553 | Partial Gathering of Semi-Synchronous Mobile Agents in Dynamic Rings
[NO] 1212/1553 | Unsharp-Inspired Adversarial Point Cloud Perturbation Via Low-Rank Approximation
[NO] 1213/1553 | SAR-UMSDN: The Unsupervised Multimodal Ship Detection Network Based on SAR Images
[NO] 1214/1553 | D
                    <sup>3</sup>
                    -Guard: An Adaptive Decision Fusion Framework for Cloud-Native Threat Detection
[NO] 1215/1553 | Triple Collocation-Based Error Evaluation of FY-3G MWRI-RM and FY-3F MWRI-II Brightness Temperatures_supp1-3649405.docx
[NO] 1216/1553 | Secure Distributed Threshold Decryption Scheme for Electronic Personal Health Records Sharing System
[NO] 1217/1553 | ISAR Imaging of Maneuvering Targets Via GRFT-MNPSO Algorithm
[NO] 1218/1553 | Quantum Error Correction for 2nd Generation Quantum Repeaters
[NO] 1219/1553 | STISA: A 0.16-GOPS/W/PE Single-Shot Inference FPGA-Based SNN Accelerator With Algorithm and Hardware Co-Design
[NO] 1220/1553 | A Delay-Free Adaptive Stepsize for the Incremental Aggregated Gradient Method
[NO] 1221/1553 | Take Your Preprint Research with the World!
[NO] 1222/1553 | Transient Stability Analysis for DC-link Voltage Synchronization Grid-Forming Converter Considering Frequency-Related Varying Inertia and Internal Voltage
[NO] 1223/1553 | Beyond IoT: AGI as a Transformative Solution for the Internet of Everything and Relationship Explosion
[NO] 1224/1553 | 2025 IEEE Real-Time Systems Symposium (RTSS)
[NO] 1225/1553 | Copyright Page
[NO] 1226/1553 | A Gate Driver Generating Line-by-Line Sweep Signal for
                    <i>μ</i>
                    -LED Displays With Oxide Thin-Film Transistors
[NO] 1227/1553 | Enhancing Cost Efficiency in Serverless Computing via AI-Based Optimization Techniques
[NO] 1228/1553 | Differential Impacts of Large-Scale Electric Vehicle Charging and Battery Swapping Modes on Grid Load Dispatchability Potential
[NO] 1229/1553 | A Wind Power Prediction Model Based on GRU_LSTM Model Optimized by HPO Algorithm
[NO] 1230/1553 | Adaptive AI-Based Skill Development Platform for EV Maintenance and Diagnostics Training
[NO] 1231/1553 | NoSQL Databases: Models, Architectures, and Trends for Scalable Data Management
[NO] 1232/1553 | Investigation Of Avalanche Robustness On Different JFET Region Designs Of SiC MOSFET
[NO] 1233/1553 | Trust Verification in Connected Vehicles Using Unsupervised Variational Autoencoder
[NO] 1234/1553 | Predetermined-Time Output Projective Synchronization of Coupled Fuzzy Neural Networks via Generalized Exponential Function
[NO] 1235/1553 | Energy-Efficient and Accurate Stochastic Computing-Based Multiply-Accumulate Architecture for Neural Network Accelerator Design
[NO] 1236/1553 | Medical Image Segmentation Using Transformer Encoders and Prompt-Based Learning: A Systematic Review of Adaptation Strategies, Performance, and Challenges
[NO] 1237/1553 | Study on Laser-induced Plasma under Vacuum based on PIC Simulation
[NO] 1238/1553 | FUELSPARK – Embedded Precision System for Proactive Fuel Awareness and Optimization
[NO] 1239/1553 | Efficient Power Transfer for EV Propulsion System Using Interleaved Sepic Converter
[NO] 1240/1553 | Risk-Aware Bidding Strategy for Wind-Pumped Storage in Joint Energy and Ancillary Service Markets
[NO] 1241/1553 | IoT Based Smart Energy Billing System
[NO] 1242/1553 | ChemoInsight: Analysis and Visualization of Standardized Chemotherapy Records
[NO] 1243/1553 | Reinforcement Learning for Autonomous Lunar Landing: A Comparative Analysis of Algorithm Performance
[NO] 1244/1553 | An FPGA-Based Hardware-Software Co-Design Approach for Embedded Machine Learning Acceleration
[NO] 1245/1553 | Hybrid Frequency-guided Fusion Network for Face Forgery Detection
[NO] 1246/1553 | IAM-based Zero Trust Architecture for IoT: Securing Non-Human Identities in a Connected World
[YES] 1247/1553 | A Deep Learning and NLP-Based Platform for Computer Science Development
[YES] 1248/1553 | Energy-Aware Computing: Cutting CPU Cycles through Intelligent Thread Management and Code Smell Optimization
[NO] 1249/1553 | Operational Framework for Fault Detection in Power Systems: A Foundation for AI-Driven Analysis
[NO] 1250/1553 | Adaptive Fuzzy Energy-Efficient Clustering and Energy Optimization Protocol for Underwater Wireless Sensors Networks
[NO] 1251/1553 | Enhancing Security of Semiconductor Supply Chain Using Blockchain and Smart Contracts
[NO] 1252/1553 | Technical Insights into Net Metering for Distributed Solar Photovoltaics
[YES] 1253/1553 | Large Language Models: Fundamentals, Necessity, Impacts, Challenges, and Opportunities for Future Applications
[NO] 1254/1553 | Bridging the Semantic Gap: Contrastive Rewards for Multilingual Text-to-SQL
[NO] 1255/1553 | Dynamic Searchable Symmetric Encryption Based on Semantic Extension
[NO] 1256/1553 | Application of Current Limiting Reactors in Transmission System
[NO] 1257/1553 | Geospatial Potential Assessment of Dynamic Line Rating: A High-Level Methodology for Early-Stage Planning
[NO] 1258/1553 | Enhancement-mode Operation in GaN Trigate Transistor with SiN
                    <sub>x</sub>
                    /AIN Dielectric Stack
[NO] 1259/1553 | Classification of Cardiomyopathy Conditions Using Convolutional Neural Network
[NO] 1260/1553 | Robust Scheduling Method for Power Systems With Csp Units Considering Solar Thermal Resource Uncertainty
[NO] 1261/1553 | CH
                    <sub>4</sub>
                    and C
                    <sub>2</sub>
                    H
                    <sub>6</sub>
                    Dual Gas Sensor System Based on TDLAS-WMS
[NO] 1262/1553 | Towards Streamlined Dg Interconnection Criteria: a Fast Risk-Based Hosting Capacity Estimate Method
[NO] 1263/1553 | SwarmRoute Collaborative Optimization for Efficient Logistics Routing with Road Metric Optimization
[NO] 1264/1553 | Approximate Calculation Method of Clcc Dc Current With Consideration of the Influence of the Control System Under Ac Faults
[YES] 1265/1553 | A High Level Synthesis Tool for Multiple FPGAs
[NO] 1266/1553 | An Improved DeepLabV3plus-Based Method for Transmission Line Icing Detection
[YES] 1267/1553 | Security Vulnerabilities in Unmanned Aerial Vehicle Systems: A Case Study of Ardupilot
[NO] 1268/1553 | LSTM Based Vector Control Approach for PMSM Drives
[NO] 1269/1553 | ML-Based UAV Routing with Dynamic Geofencing Using 5G NEF and CAMARA APIs
[NO] 1270/1553 | Coordinated Planning Method for Distribution-Microgrid Systems Considering Massive Reliability Constraints
[NO] 1271/1553 | An Efficient ResNet50 Model Integrated with SE Module for Tea Leaf Disease Image Classification
[NO] 1272/1553 | AI-Native 6G: Empowering Intelligent RAN With Accelerated Compute
[NO] 1273/1553 | Skewness-Guided Pruning of Multimodal Swin Transformers for Federated Skin Lesion Classification on Edge Devices
[NO] 1274/1553 | How data impacts coupled GPUs temperature prediction : a preliminary study based on synthetic data
[NO] 1275/1553 | Participation is Power: Effective Approach to Dynamic Federated Learning
[NO] 1276/1553 | Mitigating Shared Storage Congestion Using Control Theory
[NO] 1277/1553 | Short-Term Crowd Prediction through Continuous Observation
[NO] 1278/1553 | Time–Series–Based Emotional Valence Prediction Using Non–Contact Indoor Environmental Sensing
[NO] 1279/1553 | A Transformer-based Approach for Attribute-Aware Route Optimization Guided by ILP Solutions
[NO] 1280/1553 | Socially-Aware Robot Navigation Using Large Language Models: System and Evaluation
[NO] 1281/1553 | Development of High-Accuracy Refractive Error Screening Model in Low-Resource Environments
[NO] 1282/1553 | 3D High-quality Power Doppler Using Coherence-based Null Subtraction Imaging_supp8-3649288.pdf
[NO] 1283/1553 | Inside front cover
[NO] 1284/1553 | ARBD: Acoustic Ranging based on Bellhop and Dynamic ranging-ratio model
[YES] 1285/1553 | Latency-Optimal Quantum Circuits for IoT Networks
[NO] 1286/1553 | A 14.6✗ DR Output Power-Tracking CSCR SC Energy-Harvesting Interface Achieving 90.4% End-to-End Efficiency with Exponential DCO
[NO] 1287/1553 | Solution Approaches for the Dynamic Naval Air Defense Planning Problem
[NO] 1288/1553 | Discrete-Time Distributed Optimal Formation Algorithms for Multiagent Systems With Nonlinear Inequality Constraints
[NO] 1289/1553 | SSTwS: Specialized Sparse Transformer Without Shortcuts for Short-Term Multivariate Time-Series Prediction
[NO] 1290/1553 | Efficient Reduced-Order Electromagnetic Optimization via Augmented Lagrangian and Newton Method
[NO] 1291/1553 | Dynamic Robust Capacity Planning of Integrated Hydrogen Energy Storage System
[NO] 1292/1553 | CoMCM:Collaborative 3D Detection With Multiscale Clustering Mamba
[NO] 1293/1553 | Scanning the Literature
[NO] 1294/1553 | Automated Real-Time Localized Sea State Estimation During Navigation Based on the Beaufort Scale
[NO] 1295/1553 | Nested Stacking TSK Fuzzy Classifier by Additive-Rule-Decomposition &amp; Anti-Noisy-Labeling Based Learning on Large-Scale Noisy Labeling Data
