[2026-01-23 09:18:15] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-01-22
正在获取论文...
[arXiv] 2026-01-22 | JADES: Evolution of nitrogen abundances in star-forming galaxies from z ~ 1.5-7
[NO] 100/745 | Langevin equations with non-Gaussian thermal noise: Valid but superfluous
[NO] 101/745 | Efficiently Learning Robust Torque-based Locomotion Through Reinforcement with Model-Based Supervision
[NO] 102/745 | Intersections of Convex Hulls of Polynomial Shifts and Critical Points
[NO] 103/745 | Matrix Bootstrap Approximation without Positivity Constraint
[NO] 104/745 | Clustering-Guided Spatial-Spectral Mamba for Hyperspectral Image Classification
[NO] 105/745 | A forward-only scheme for online learning of proposal distributions in particle filters
[NO] 106/745 | Improve the autonomy of the SE2(3) group based Extended Kalman Filter for Integrated Navigation: Application
[NO] 107/745 | DNF formulas are efficiently testable with relative error
[NO] 108/745 | The Hyperrigidity Conjecture for Spectrahedra
[NO] 109/745 | On the Stable Euclidean Distance Degree of Algebraic Layers
[NO] 110/745 | On damage of interpolation to adversarial robustness in regression
[NO] 111/745 | Physics-Informed Neural Networks for Viscoacoustic Wave Propagation: Forward Modelling, Inversion and Discretization Sensitivity
[NO] 112/745 | Physical and Dielectric Properties of Polycrystalline LaV$_{0.5}$Nb$_{0.5}$O$_4$
[NO] 113/745 | Dynamic Tactile Sensing System and Soft Actor Critic Reinforcement Learning for Inclusion Characterization
[NO] 114/745 | Facile Optimization of Combinatorial Sputtering Processes with Arbitrary Numbers of Components for Targeted Compositions
[NO] 115/745 | Hybrid Channel Estimation with Quantized Phase Feedback for Over-the-Air Computation
[NO] 116/745 | DextER: Language-driven Dexterous Grasp Generation with Embodied Reasoning
[NO] 117/745 | A Second-Order Dynamical System for Solving Generalized Inverse Mixed Variational Inequality problems
[NO] 118/745 | Exact Kerr-Newman-(A)dS and other spacetimes in bumblebee gravity: employing a novel generating technique
[NO] 119/745 | Collision-Free Humanoid Traversal in Cluttered Indoor Scenes
[NO] 120/745 | Universal Refusal Circuits Across LLMs: Cross-Model Transfer via Trajectory Replay and Concept-Basis Reconstruction
[NO] 121/745 | Modeling the Impact of Unresolved Stellar Companions on Detection Sensitivity in Kepler's Small Planet Occurrence Rates
[NO] 122/745 | Stacked Intelligent Metasurface-Aided Wave-Domain Signal Processing: From Communications to Sensing and Computing
[NO] 123/745 | Deja Vu in Plots: Leveraging Cross-Session Evidence with Retrieval-Augmented LLMs for Live Streaming Risk Assessment
[NO] 124/745 | The role of the apical oxygen in cuprate high-temperature superconductors
[NO] 125/745 | Nonlinear tails of massive scalar fields around a black hole
[NO] 126/745 | The Role of Cognitive Abilities in Requirements Inspection: Comparing UML and Textual Representations
[NO] 127/745 | Critical speed of a binary superfuid of light
[NO] 128/745 | A multi-wavelength approach of AGN feedback in LINERs: The case of NGC 4438
[NO] 129/745 | A sharp criterion and complete classification of global-in-time solutions and finite time blow-up of solutions to a chemotaxis system in supercritical dimensions
[NO] 130/745 | Unveiling and Simulating Short-Video Addiction Behaviors via Economic Addiction Theory
[NO] 131/745 | HE0144-4657: A Carbon-Enhanced Ultra Metal-Poor Star ([Fe/H] ~ -4.1) from the Helmi Stream Disrupted Dwarf Galaxy
[NO] 132/745 | Universal Digitized Counterdiabatic Driving
[NO] 133/745 | Iteration complexity of the Difference-of-Convex Algorithm for unconstrained optimization: a simple proof
[NO] 134/745 | String Breaking and Glueball Dynamics in $2+1$D Quantum Link Electrodynamics
[NO] 135/745 | Rankin--Cohen brackets in Representation Theory
[NO] 136/745 | The second Delannoy category
[NO] 137/745 | Generalized Information Inequalities via Submodularity, and Two Combinatorial Problems
[NO] 138/745 | Limit behavior of linearly edge-reinforced random walks on the half-line
[NO] 139/745 | Random Walks Across Dimensions: Exploring Simplicial Complexes
[NO] 140/745 | Synthetic Differential Jet Bundles are Reduced
[NO] 141/745 | Data-Free Privacy-Preserving for LLMs via Model Inversion and Selective Unlearning
[NO] 142/745 | Dancing in Chains: Strategic Persuasion in Academic Rebuttal via Theory of Mind
[NO] 143/745 | Hydrodynamic simulations of the recurrent nova T Coronae Borealis: Nucleosynthesis predictions
[NO] 144/745 | Segregation-Controlled Diffusion-Induced Grain Boundary Migration in Alloy 690
[YES] 145/745 | FlexLLM: Composable HLS Library for Flexible Hybrid LLM Accelerator Design
[NO] 146/745 | D-Optimality-Guided Reinforcement Learning for Efficient Open-Loop Calibration of a 3-DOF Ankle Rehabilitation Robot
[NO] 147/745 | Improving Methodologies for LLM Evaluations Across Global Languages
[NO] 148/745 | Beyond Visual Safety: Jailbreaking Multimodal Large Language Models for Harmful Image Generation via Semantic-Agnostic Inputs
[NO] 149/745 | Balancing Security and Privacy: The Pivotal Role of AI in Modern Healthcare Systems
[NO] 150/745 | What Patients Really Ask: Exploring the Effect of False Assumptions in Patient Information Seeking
[NO] 151/745 | Enhancing guidance for missing data in diffusion-based sequential recommendation
[NO] 152/745 | Skywork UniPic 3.0: Unified Multi-Image Composition via Sequence Modeling
[NO] 153/745 | Non-Ambipolarity of Microturbulent Transport
[NO] 154/745 | Toward Trustworthy Short-Range Forecasts with AFNO: From Skill Metrics to Conservation Checks
[NO] 155/745 | Enhancing the Size of Phase-Space States Containing Sub-Planck-Scale Structures via Non-Gaussian Operations
[NO] 156/745 | Distributed Multichannel Active Noise Control with Asynchronous Communication
[NO] 157/745 | Evolving Without Ending: Unifying Multimodal Incremental Learning for Continual Panoptic Perception
[NO] 158/745 | An optical transistor of the nonlinear resonant structure
[NO] 159/745 | Structures of elastoinertial turbulence in pipe flow
[NO] 160/745 | Side-Channel Attacks on Open vSwitch
[NO] 161/745 | CogToM: A Comprehensive Theory of Mind Benchmark inspired by Human Cognition for Large Language Models
[NO] 162/745 | Bridging Qualitative Rubrics and AI: A Binary Question Framework for Criterion-Referenced Grading in Engineering
[NO] 163/745 | Design, Modelling, and Control of Magnetic Ball Suspension System
[NO] 164/745 | Lucas sequences, Pell's equations, and automorphisms of K3 surfaces
[NO] 165/745 | Gravitational equal-area law and critical phenomena of cuspy black hole shadow
[NO] 166/745 | Degree-choosability of proper conflict-free list coloring of sparse graphs
[NO] 167/745 | ToxiTwitch: Toward Emote-Aware Hybrid Moderation for Live Streaming Platforms
[YES] 168/745 | Autonomous Business System via Neuro-symbolic AI
[NO] 169/745 | Neural Nonlinear Shrinkage of Covariance Matrices for Minimum Variance Portfolio Optimization
[NO] 170/745 | Extended symmetry of the Maxwell theory with a gauge coupling constant as a conserved charge
[NO] 171/745 | A Wild Steiner-Lehmus Chase
[NO] 172/745 | Density Limit Experiments and Core-localized Kinetic MHD Activities in HL-2A Ohmic Heating Plasmas
[NO] 173/745 | Deep Learning for Perishable Inventory Systems with Human Knowledge
[NO] 174/745 | Optimized Slice-Phase Control of Mirror Pulse in Cold-Atom Interferometry with Finite Response Time
[NO] 175/745 | Global solution curves for first order periodic problems, with applications
[NO] 176/745 | A Modified Center-of-Mass Conservation Law in Finite-Domain Simulations of the Zakharov--Kuznetsov Equation
[NO] 177/745 | Verified polynomial-time reductions in Lean 4: formalizing the complexity of decision-relevant information
[NO] 178/745 | Stabilizing Welfare-Maximizing Decisions via Endogenous Transfers
[NO] 179/745 | From Generation to Collaboration: Using LLMs to Edit for Empathy in Healthcare
[NO] 180/745 | There Is More to Outshining: 2D Dust Effects on Stellar Mass Estimates at $3 \leq z < 9$ with JWST in the JADES Field
[NO] 181/745 | JWST Advanced Deep Extragalactic Survey (JADES) Data Release 5: Photometrically Selected Galaxy Candidates at z > 8
[NO] 182/745 | JWST Advanced Deep Extragalactic Survey (JADES) Data Release 5: NIRCam Imaging in GOODS-S and GOODS-N
[NO] 183/745 | EVolSplat4D: Efficient Volume-based Gaussian Splatting for 4D Urban Scene Synthesis
[NO] 184/745 | ICON: Invariant Counterfactual Optimization with Neuro-Symbolic Priors for Text-Based Person Search
[NO] 185/745 | MMGRid: Navigating Temporal-aware and Cross-domain Generative Recommendation via Model Merging
[NO] 186/745 | A Remark on Downlink Massive Random Access
[NO] 187/745 | A new proof of unboundedness of Riesz operator in $L^\infty$ and applications to mild ill-posedness in $W^{1,\infty}$ of the Euler type equations
[NO] 188/745 | Dominant Thermal Resonant Mechanism for Low-Scale Leptogenesis
[NO] 189/745 | Does the solar oxygen abundance change over the solar cycle? An investigation into activity-induced variations of the O I infrared triplet
[NO] 190/745 | A Multi-View Pipeline and Benchmark Dataset for 3D Hand Pose Estimation in Surgery
[NO] 191/745 | CVD grown bilayer MoS2 based artificial optoelectronic synapses for arithmetic computing and image recognition applications
[NO] 192/745 | Strain as a topological selector in altermagnetic CrSb
[NO] 193/745 | The Latency Wall: Benchmarking Off-the-Shelf Emotion Recognition for Real-Time Virtual Avatars
[NO] 194/745 | Convergence to shock profiles for Burgers equation with singular fast-diffusion and boundary effect
[NO] 195/745 | ThermoSplat: Cross-Modal 3D Gaussian Splatting with Feature Modulation and Geometry Decoupling
[NO] 196/745 | 2-Equivariant 2-Vector bundles and 2K-theories
[NO] 197/745 | RadJEPA: Radiology Encoder for Chest X-Rays via Joint Embedding Predictive Architecture
[NO] 198/745 | A Stabilized Hybrid Active Noise Control Algorithm of GFANC and FxNLMS with Online Clustering
[NO] 199/745 | Search for the Axion-Like-Particles in the $η\toπ^{+}π^{-}e^{+}e^{-}$ decay with HADES detector
[NO] 200/745 | EvoCUA: Evolving Computer Use Agents via Learning from Scalable Synthetic Experience
[NO] 201/745 | Towards mathematical spaces for biological processes
[NO] 202/745 | Practical applications of Set Shaping Theory to Non-Uniform Sequences
[NO] 203/745 | Determination of the longitude difference between Baghdad and Khwarezm using a lunar eclipse (the method of Abu Rayhan al-Biruni and Abu al-Wafa al-Buzjani)
[NO] 204/745 | Effects of pulsed and continuous light and heavy ion irradiation on the morphology and electrical properties of Ag+C60 and Au+C60 composite thin films
[NO] 205/745 | Magnetoelastic coupling at the field-induced transition in EuAl$_{12}$O$_{19}$
[NO] 206/745 | Quantum Coherence Spaces Revisited: A von Neumann (Co)Algebraic Approach
[NO] 207/745 | Black hole based general relativistic limit of f(R) theory of gravity
[NO] 208/745 | Failed ejection and oscillations of a current-carrying filament balanced by gravity
[NO] 209/745 | ExDR: Explanation-driven Dynamic Retrieval Enhancement for Multimodal Fake News Detection
[NO] 210/745 | Photorefraction Management in Lithium Niobate Waveguides: High-Temperature vs. Cryogenic Solutions
[NO] 211/745 | A Mobile Application for Flower Recognition System Based on Convolutional Neural Networks
[NO] 212/745 | SteerEval: Inference-time Interventions Strengthen Multilingual Generalization in Neural Summarization Metrics
[NO] 213/745 | Algebraic Statistics in OSCAR
[NO] 214/745 | A Beacon Based Solution for Autonomous UUVs GNSS-Denied Stealthy Navigation
[NO] 215/745 | VitalDiagnosis: AI-Driven Ecosystem for 24/7 Vital Monitoring and Chronic Disease Management
[NO] 216/745 | Forward Spectator Detector for CBM
[NO] 217/745 | Adaptive Non-Uniform Sampling of Bandlimited Signals via Algorithm-Encoder Co-Design
[YES] 218/745 | Agentic Confidence Calibration
[NO] 219/745 | Glove2UAV: A Wearable IMU-Based Glove for Intuitive Control of UAV
[NO] 220/745 | Stochastically forced compressible Navier-Stokes equations with slip boundary conditions of friction type
[NO] 221/745 | NMRGym: A Comprehensive Benchmark for Nuclear Magnetic Resonance Based Molecular Structure Elucidation
[NO] 222/745 | NL4ST: A Natural Language Query Tool for Spatio-Temporal Databases
[NO] 223/745 | CTL* Model Checking on Infinite Families of Finite-State Labeled Transition Systems (Technical Report)
[NO] 224/745 | Hallucination Mitigating for Medical Report Generation
[NO] 225/745 | FAIR-ESI: Feature Adaptive Importance Refinement for Electrophysiological Source Imaging
[NO] 226/745 | CoNRec: Context-Discerning Negative Recommendation with LLMs
[NO] 227/745 | High-resolution neutron diffraction determination of noncollinear antiferromagnetic order in the honeycomb magnetoelectric Fe$_{4}$Nb$_{2}$O$_{9}$
[NO] 228/745 | CamPilot: Improving Camera Control in Video Diffusion Model with Efficient Camera Reward Feedback
[NO] 229/745 | Point Bridge: 3D Representations for Cross Domain Policy Learning
[NO] 230/745 | Stochastic Control Barrier Functions under State Estimation: From Euclidean Space to Lie Groups
[NO] 231/745 | Inference on the Significance of Modalities in Multimodal Generalized Linear Models
[NO] 232/745 | The Pohozaev identity for the Spectral Fractional Laplacian
[NO] 233/745 | A general spectral solver for the axisymmetric Jeans equations: fast galaxy modelling with arbitrary anisotropy
[NO] 234/745 | Beyond Predictive Uncertainty: Reliable Representation Learning with Structural Constraints
[NO] 235/745 | Non-Linearly Separable Distributed Computing: A Sparse Tensor Factorization Approach
[NO] 236/745 | Domain-Incremental Continual Learning for Robust and Efficient Keyword Spotting in Resource Constrained Systems
[NO] 237/745 | All ascents exponential from valued constraint graphs of pathwidth three
[NO] 238/745 | On the Ginzburg-Landau approximation for quasilinear pattern forming reaction-diffusion-advection systems
[NO] 239/745 | A hybrid reconstruction of piece-wise smooth functions from non-uniform Fourier data
[NO] 240/745 | Experimental prime factorization via a feedback quantum control
[NO] 241/745 | Variable Splitting Binary Tree Models Based on Bayesian Context Tree Models for Time Series Segmentation
[NO] 242/745 | The Eisenbud-Goto conjecture for projectively normal varieties with mild singularities
[NO] 243/745 | On the spherical cardioid distribution and its goodness-of-fit
[NO] 244/745 | On Seshadri constants of adjoint divisors on surfaces and threefolds in arbitrary characteristic
[NO] 245/745 | Birational automorphism groups in families of hyper-Kähler manifolds
[NO] 246/745 | Probably Approximately Correct Maximum A Posteriori Inference
[NO] 247/745 | Masked Modeling for Human Motion Recovery Under Occlusions
[NO] 248/745 | Explainable AI to Improve Machine Learning Reliability for Industrial Cyber-Physical Systems
[NO] 249/745 | DTP: A Simple yet Effective Distracting Token Pruning Framework for Vision-Language Action Models
[NO] 250/745 | Designing faster mixed integer linear programming algorithm via learning the optimal path
[NO] 251/745 | Fujita exponents on quantum Euclidean spaces
[NO] 252/745 | Electric-Switchable Chiral Magnons in PT-Symmetric Antiferromagnets
[NO] 253/745 | Can Platform Design Encourage Curiosity? Evidence from an Independent Social Media Experiment
[NO] 254/745 | The flux of particles in a one-dimensional Fleming-Viot process
[NO] 255/745 | Timbre-Aware LLM-based Direct Speech-to-Speech Translation Extendable to Multiple Language Pairs
[NO] 256/745 | Spatially resolved stellar-to-total dynamical mass relation: Radial variations, gradients and profiles of galaxy stellar populations
[NO] 257/745 | Mecellem Models: Turkish Models Trained from Scratch and Continually Pre-trained for the Legal Domain
[NO] 258/745 | Low-Complexity Sparse Superimposed Coding for Ultra Reliable Low Latency Communications
[NO] 259/745 | PhysicsMind: Sim and Real Mechanics Benchmarking for Physical Reasoning and Prediction in Foundational VLMs and World Models
[NO] 260/745 | Time-Optimal Switching Surfaces for Triple Integrator under Full Box Constraints
[NO] 261/745 | Engineering quantum Mpemba effect by Liouvillian skin effect
[NO] 262/745 | Hysteretic Excitation in Non-collinear Antiferromagnetic Spin-Torque Oscillators: A Terminal Velocity Motion Perspective
[NO] 263/745 | Efficient Cloud-edge Collaborative Approaches to SPARQL Queries over Large RDF graphs
[NO] 264/745 | Radiative corrections to decays of the 125 GeV Higgs boson in the complex Higgs triplet model
[NO] 265/745 | Mid-infrared high-sensitive cavity-free in-situ CO gas sensing based on up-conversion detection
[NO] 266/745 | Weyl-transverse gravity with boundaries
[NO] 267/745 | Reaching the intrinsic performance limits of superconducting strip photon detectors up to 0.1 mm wide
[NO] 268/745 | 360Anything: Geometry-Free Lifting of Images and Videos to 360°
[NO] 269/745 | Fair sampling with temperature-targeted QAOA based on quantum-classical correspondence theory
[NO] 270/745 | Frictional work and entropy production in integrable and non-integrable spin chains
[NO] 271/745 | Primes and almost primes between cubes
[NO] 272/745 | Quantum Metrology under Coarse-Grained Measurement
[NO] 273/745 | Minimax-optimal Halpern iterations for Lipschitz maps
[NO] 274/745 | Rokhlin dimension for actions of residually compact groups
[NO] 275/745 | Unsplit Spreading: An Overlooked Signature of Long-Range Interaction
[NO] 276/745 | K-DRIFT Science Theme: Galactic Cirrus Clouds and Circumgalactic Medium
[NO] 277/745 | Model-Free Inference for Characterizing Protein Mutations through a Coevolutionary Lens
[NO] 278/745 | Classical Simulation of Noiseless Quantum Dynamics without Randomness
[NO] 279/745 | A compact object with a K type star companion in the solar neighborhood: a wide post common envelope binary with a white dwarf candidate
[NO] 280/745 | Automated quantum circuit optimization with randomized replacements
[NO] 281/745 | Introducing the Generative Application Firewall (GAF)
[NO] 282/745 | Blue to Near-IR Integrated PZT Silicon Nitride Modulators for Quantum and Atomic Applications
[NO] 283/745 | Fractional squeezing: spectra and dynamics from generalized squeezing Hamiltonian with fractional orders
[NO] 284/745 | Symbolic Rees algebras of space monomial primes of degree 5
[NO] 285/745 | Performance-guided Reinforced Active Learning for Object Detection
[NO] 286/745 | Global regularity for the Navier-Stokes equations with application to global solvability for the Euler equations
[NO] 287/745 | Quantum-HPC hybrid computation of biomolecular excited-state energies
[NO] 288/745 | Local smoothing estimates for bilinear Fourier integral operators
[NO] 289/745 | TempoNet: Learning Realistic Communication and Timing Patterns for Network Traffic Simulation
[NO] 290/745 | Integrating Knowledge Distillation Methods: A Sequential Multi-Stage Framework
[NO] 291/745 | Predictive Coding and Information Bottleneck for Hallucination Detection in Large Language Models
[NO] 292/745 | Observation of $CP$ violation in $B^{0}\!\to{J\mskip-3mu/\mskip-2muψ}ρ(770)^0$ decays
[NO] 293/745 | Advancing RT Core-Accelerated Fixed-Radius Nearest Neighbor Search
[NO] 294/745 | Explainable Deepfake Detection with RL Enhanced Self-Blended Images
[YES] 295/745 | When Sharpening Becomes Collapse: Sampling Bias and Semantic Coupling in RL with Verifiable Rewards
[NO] 296/745 | Airflow Source Seeking on Small Quadrotors Using a Single Flow Sensor
[NO] 297/745 | Ternary Spiking Neural Networks Enhanced by Complemented Neurons and Membrane Potential Aggregation
[NO] 298/745 | An Iterated Hybrid Fast Parallel FIR Filter
[NO] 299/745 | Head-wearable Holographic Head-mounted Display with 6 Degrees of Freedom
[NO] 300/745 | Disparate Quantum Corrections to Conduction in Carbon Nanotube Bundles
[NO] 301/745 | Enhanced Convergence in p-bit Based Simulated Annealing with Partial Deactivation for Large-Scale Combinatorial Optimization Problems
[NO] 302/745 | Distributed Uplink Anti-Jamming in LEO Mega-Constellations via Game-Theoretic Beamforming
[NO] 303/745 | VIOLA: Towards Video In-Context Learning with Minimal Annotations
[NO] 304/745 | Geometry of spherical spin glasses
[NO] 305/745 | JWST Advanced Deep Extragalactic Survey (JADES) Data Release 5: MIRI Coordinated Parallels in GOODS-S and GOODS-N
[NO] 306/745 | Extreme Score Distributions in Countable-Outcome Round-Robin Tournaments of Equally Strong Players
[NO] 307/745 | Natural Language-Driven Global Mapping of Martian Landforms
[NO] 308/745 | A 2 au resolution view by ALMA of the planet-hosting WISPIT 2 disk
[NO] 309/745 | Accurate Calibration and Robust LiDAR-Inertial Odometry for Spinning Actuated LiDAR Systems
[NO] 310/745 | Quantitative absorption tomography
[NO] 311/745 | Mutation Of Matrices Over Group Rings
[NO] 312/745 | Metric constructions and fixed point theorems in product spaces
[NO] 313/745 | Pregroup representable expansions of residuated lattices
[NO] 314/745 | Improved cryptographic security in teleportation with q-deformed non-maximal entangled states
[NO] 315/745 | Threshold corrections in SMEFT
[YES] 316/745 | Stable-DiffCoder: Pushing the Frontier of Code Diffusion Large Language Model
[NO] 317/745 | Understanding the Transfer Limits of Vision Foundation Models
[NO] 318/745 | Search for the reaction channel $e^+ e^- \to ηη\,J/ψ$ and the isospin partner of the $Z_c(3900)$ at center-of-mass energies $\sqrt{s} = 4.226-4.950$ GeV
[NO] 319/745 | Recovery of nonlinear material parameters in a quasilinear Lamé system
[NO] 320/745 | The thermal backreaction of a scalar field in dS spacetime. II. Spectrum enhancement and holography
[NO] 321/745 | Out-of-Distribution Detection Based on Total Variation Estimation
[NO] 322/745 | A Lightweight Brain-Inspired Machine Learning Framework for Coronary Angiography: Hybrid Neural Representation and Robust Learning Strategies
[NO] 323/745 | Minimum Envy Graphical House Allocation Beyond Identical Valuations
[NO] 324/745 | Hybrid films of Co - C60 preparation and changes induced by external stimuli
[NO] 325/745 | Localized emission in MoSe$_2$ monolayers on GaN nanopillars
[NO] 326/745 | CGPT: Cluster-Guided Partial Tables with LLM-Generated Supervision for Table Retrieval
[NO] 327/745 | Quantitative Borg-Levinson theorem for the magnetic Schödinger operator with unbounded electrical potential
[NO] 328/745 | Weak Centrality: AF-algebras, C(X)-algebras, and group C*-algebras
[NO] 329/745 | Magic of discrete lattice gauge theories
[NO] 330/745 | Riemann-Hilbert approach for the nonlocal modified Korteweg-de Vries equation with a step-like oscillating background
[NO] 331/745 | Orientational ordering and correlations in a quasi-one-dimensional hard-dumbbell fluid
[NO] 332/745 | Towards Realistic Remote Sensing Dataset Distillation with Discriminative Prototype-guided Diffusion
[NO] 333/745 | Improved Approximation Ratios for the Shortest Common Superstring Problem with Reverse Complements
[YES] 334/745 | ErrorMap and ErrorAtlas: Charting the Failure Landscape of Large Language Models
[YES] 335/745 | Inference-Time Scaling of Verification: Self-Evolving Deep Research Agents via Test-Time Rubric-Guided Verification
[NO] 336/745 | Entangled Life and Code: A Computational Design Taxonomy for Synergistic Bio-Digital Systems
[NO] 337/745 | Equivariant linear isometries and infinite little discs operads via transfer systems
[NO] 338/745 | Decay Effect on Near-Threshold Mass Scaling with Complex and Coupled-Channel Potentials
[NO] 339/745 | Deuteration of HC3N and CH3CCH in the pre-stellar core L1544
[NO] 340/745 | Localization of complementarity eigenvalues
[NO] 341/745 | Efficient Numerical Reconstruction of Wave Equation Sources via Droplet-Induced Asymptotics
[NO] 342/745 | Remarks about symmetry-type conditions of conditional bases of Banach spaces
[NO] 343/745 | Assessing Situational and Spatial Awareness of VLMs with Synthetically Generated Video
[NO] 344/745 | UXCascade: Scalable Usability Testing with Simulated User Agents
[NO] 345/745 | Coherent Mode Decoupling: A Versatile Framework for High-Throughput Partially Coherent Light Transport
[YES] 346/745 | Next Generation Active Learning: Mixture of LLMs in the Loop
[NO] 347/745 | Explainable deep-learning detection of microplastic fibers via polarization-resolved holographic microscopy
[NO] 348/745 | Multi-Scale Irregularities Product: a data product utilizing the high-resolution Swarm plasma density data for space weather applications
[NO] 349/745 | White-Box mHC: Electromagnetic Spectrum-Aware and Interpretable Stream Interactions for Hyperspectral Image Classification
[NO] 350/745 | CAFE-GB: Scalable and Stable Feature Selection for Malware Detection via Chunk-wise Aggregated Gradient Boosting
[NO] 351/745 | Inverse Design of Tightly Woven Smart Fabrics
[NO] 352/745 | Permanent Lattice Compression of Lead-Halide Perovskite for Persistently Enhanced Optoelectronic Properties
[NO] 353/745 | Breaking the Resolution Barrier: Arbitrary-resolution Deep Image Steganography Framework
[YES] 354/745 | LLM-Assisted Automatic Dispatching Rule Design for Dynamic Flexible Assembly Flow Shop Scheduling
[NO] 355/745 | GRB~250704B/EP250704a a Short Gamma-Ray Burst Powered by a Magnetar
[NO] 356/745 | U3-xi: Pushing the Boundaries of Speaker Recognition via Incorporating Uncertainty
[NO] 357/745 | On the Missing Red Giants near the Galactic Center
[NO] 358/745 | Ergodic averages for commutative transformations along return times
[NO] 359/745 | Average Unfairness in Routing Games
[NO] 360/745 | Inversion problem in algebras of integrable functions with summable Fourier transforms
[NO] 361/745 | Engineering polarization: How contradictory stimulation systematically undermines political moderation
[YES] 362/745 | Learning to Discover at Test Time
[NO] 363/745 | Structured Hints for Sample-Efficient Lean Theorem Proving
[NO] 364/745 | On the dimension drop for harmonic measure on uniformly non-flat Ahlfors-David regular boundaries
[NO] 365/745 | Magnetar fraction in Core-Collapse Supernovae
[NO] 366/745 | Charge and spin orders in the t-U-V-J model: a slave-spin-1 approach
[NO] 367/745 | High-Degree Polynomial Approximations for Solving Linear Integral, Integro-Differential, and Ordinary Differential Equations
[NO] 368/745 | Learning to Watermark in the Latent Space of Generative Models
[NO] 369/745 | Pointwise Ergodic Averages Along the Omega Function in Number Fields
[NO] 370/745 | On computational schemes for the Magnus expansion of the in-medium similarity renormalization group
[NO] 371/745 | One-Loop QCD Corrections to $\bar{B}\to X_c \ell \barν_\ell$ in and Beyond the Standard Model
[NO] 372/745 | Proximity Operator of the $\ell_1$ over $\ell_2$ Function
[NO] 373/745 | Canonical structure of the LLG equation for exponential updates in micromagnetism
[NO] 374/745 | Exceptional points in Gaussian channels: diffusion gauging and drift-governed spectrum
[NO] 375/745 | synthocr-gen: A synthetic ocr dataset generator for low-resource languages- breaking the data barrier
[NO] 376/745 | Transition in Splitting Probabilities of Quantum Walks
[NO] 377/745 | Stability and Decay for the 2D Anisotropic Navier-Stokes Equations with Fractional Horizontal Dissipation on $\mathbb{R}^2$
[NO] 378/745 | Algorithms for Algebraic and Arithmetic Attributes of Hypergeometric Functions
[NO] 379/745 | Biexcitons in Ruddlesden-Popper Metal Halides Probed by Nonlinear Coherent Spectroscopy
[NO] 380/745 | SAMTok: Representing Any Mask with Two Words
[NO] 381/745 | Multi-particle correlators with higher KK modes I: a bootstrap approach
[NO] 382/745 | Rainbow spanning structures in strongly edge-colored graphs
[NO] 383/745 | Roche limit and stellar disruption in the Simpson--Visser spacetime
[NO] 384/745 | CLASP: An online learning algorithm for Convex Losses And Squared Penalties
[NO] 385/745 | Phi-SegNet: Phase-Integrated Supervision for Medical Image Segmentation
[NO] 386/745 | ProGiDiff: Prompt-Guided Diffusion-Based Medical Image Segmentation
[NO] 387/745 | Fully Functional Weighted Testing for Abrupt and Gradual Location Changes in Functional Time Series
[NO] 388/745 | Critical scaling in the $N=1$ Thirring Model in $(2+1)d$
[NO] 389/745 | From Harm to Healing: Understanding Individual Resilience after Cybercrimes
[NO] 390/745 | Enhanced Representation-Based Sampling for the Efficient Generation of Datasets for Machine-Learned Interatomic Potentials
[NO] 391/745 | RIS-Aided Cooperative ISAC Network for Imaging-Based Low-Altitude Surveillance
[NO] 392/745 | Sawtooth Wavefront Reordering: Enhanced CuTile FlashAttention on NVIDIA GB10
[NO] 393/745 | Echoed Random Quantum Metrology
[NO] 394/745 | A Fast Monte Carlo Newton-Raphson Algorithm to Estimate Generalized Linear Mixed Models with Dense Covariance
[NO] 395/745 | Stability Analysis of Power-Electronics-Dominated Grids Using Scaled Relative Graphs
[NO] 396/745 | Graph Topology Identification Based on Covariance Matching
[NO] 397/745 | Semiclassical entanglement entropy for spin-field interaction
[NO] 398/745 | HyperAlign: Hypernetwork for Efficient Test-Time Alignment of Diffusion Models
[NO] 399/745 | Lead distance under a pickoff limit in Major League Baseball: A sequential game model
[NO] 400/745 | Class Confidence Aware Reweighting for Long Tailed Learning
[NO] 401/745 | LHC Signatures of Neutral Scalar Cascades in the $Z_3$ symmetric 3HDM
[NO] 402/745 | The distinguishing number of complete bipartite and crown graphs
[NO] 403/745 | Constraining dark energy models using Jackknife and Bootstrap resampling
[NO] 404/745 | Computing Fixpoints of Learned Functions: Chaotic Iteration and Simple Stochastic Games
[NO] 405/745 | Robust Bell Nonlocality from Gottesman-Kitaev-Preskill States
[NO] 406/745 | Layered automata: A canonical model for automata over infinite words
[NO] 407/745 | The ESSnuSB-plus (ESSnuSB+) Project: Status and Prospects
[NO] 408/745 | zkFinGPT: Zero-Knowledge Proofs for Financial Generative Pre-trained Transformers
[YES] 409/745 | Even GPT-5.2 Can't Count to Five: The Case for Zero-Error Horizons in Trustworthy LLMs
[NO] 410/745 | AgentSM: Semantic Memory for Agentic Text-to-SQL
[NO] 411/745 | Persona Switch: Mixing Distinct Perspectives in Decoding Time
[NO] 412/745 | Agentic Uncertainty Quantification
[NO] 413/745 | On mode transition algebras for $\mathbb{Z}$-graded vertex algebras and applications to bosonic ghosts
[NO] 414/745 | Maximal Fuchsian subgroups of the $d=2$ Bianchi group
[NO] 415/745 | Learning Functional Graphs with Nonlinear Sufficient Dimension Reduction
