[2026-04-28 22:57:19] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-27
正在获取论文...
[arXiv] 2026-04-27 | The Last Human-Written Paper: Agent-Native Research Artifacts
[NO] 911/1848 | ReaLM: Residual Quantization Bridges Knowledge Graph Embeddings and Large Language Models
[NO] 912/1848 | Counterfactual Augmented Causal Reasoning for Aspect-Based Sentiment Analysis
[NO] 913/1848 | Too Much Sharing, Too Little Security: Authentication Cookie Theft At Scale
[NO] 914/1848 | Unveiling Backdoor Propagation in Graphs: Neuron-Centric Defense Mechanisms
[NO] 915/1848 | Disentangled Graph LLM for Molecule Graph Editing under Distribution Shifts
[NO] 916/1848 | Pattern-aware Illicit Account Detection based on User Behavior Sequences
[NO] 917/1848 | Hierarchical Graph-Bag-Network for Self-Supervised Multi-Graph Learning
[NO] 918/1848 | MessageShift: Fine-Grained Data Augmentation for Graph Neural Networks
[NO] 919/1848 | DIARY: Differentially Private Recovery with Adaptive Privacy Budgets in Federated Unlearning
[NO] 920/1848 | Predictability-Aware Compression and Decompression Framework for Multichannel Time Series Data with Latent Seasonality
[NO] 921/1848 | LLMQuA: Practical Backdoor Injection on Large Language Model Quantization
[NO] 922/1848 | QuiZSF: A Retrieval-Augmented Framework for Zero-Shot Time Series Forecasting
[NO] 923/1848 | Self-Speculative Decoding for On-device MoE Acceleration
[NO] 924/1848 | SaGD: A Node-Level Differentially Private Graph Learning Framework with Sensitivity-Aware Gradient Descent
[NO] 925/1848 | FeedGuard: Online Critic-Guided Reinforcement Learning with Privacy-Preserving Feedback for Recommendation
[NO] 926/1848 | Exploring Geographical Interconnections between National Research and Education Networks
[NO] 927/1848 | Leveraging FPGA-based SmartNICs for Low-latency In-band Network Telemetry
[NO] 928/1848 | Application of Two-Dimensional Discrete Fourier Transforms with Variable Parameters in Reconstructive Computed Tomography
[NO] 929/1848 | A Guide to the Programmable Network Zoo
[NO] 930/1848 | Detecting DDoS Attacks in SDN Networks Using Federated Learning with Deep Neural Networks
[NO] 931/1848 | A Secure Distributed Architecture for Large-Scale Detailed Automated Vehicle Traffic Simulation
[NO] 932/1848 | Methods for Ensuring Energy Efficiency of Cyber-Physical Dosimetric Monitoring Systems
[NO] 933/1848 | Dynamic Optimization of Data Center Network Topology with Worst-Case Delay Guarantees
[NO] 934/1848 | Subterahertz Traveling Wave Tubes: A Route Toward Ultracapacity 6G Wireless Networks:
                    <b>Application Scenario and Challenges</b>
[NO] 935/1848 | def state_of_computational_arts(): return current_state
[NO] 936/1848 | Automatic Optimization of BNCT Treatment Plans via Initial Beam Screening and Conjugate Gradient-Based Refinement
[NO] 937/1848 | Wiener-Deconvolution-Driven Event-Based Deblurring for Low-Light Imaging_supp1-3686960.pdf
[NO] 938/1848 | Avocado Detection System on a UAV with YOLOv8 Image Processing
[NO] 939/1848 | Table of Contents
[NO] 940/1848 | Adversarial Optimization of the -TriBound Objective for Robust Community Detection Attacks Across Multiple Graphs_supp1-3671811.pdf
[NO] 941/1848 | Community of Experts-Based VAE for Recommendation
[NO] 942/1848 | Self-Organized Team Formation via Multi-Task Hedonic Games for Capability-Heterogeneous Human-Machine Agents_supp1-3687096.pdf
[NO] 943/1848 | RGPO: Ranking-Guided Preference Optimization for Reliable Clinical Reasoning
[NO] 944/1848 | Numerical analysis of the effect of electrode arrangement on the performance of micro electrohydrodynamic conduction pump
[NO] 945/1848 | SmartIndustryCon 2026 Cover Page
[NO] 946/1848 | Graph Attention Network Aided Message-passing Neural Decoder for Polar Codes Based on Sparse-pruned Tanner Graphs
[NO] 947/1848 | Optimized Metal–Oxide Semiconductor Sensor Readout Techniques for Quantitative Gas Sensing
[NO] 948/1848 | Application of Bionic Orientation Technology Based on Underwater Polarization Restoration for AUVs
[NO] 949/1848 | Analytical Model on the Threshold Voltage of Charge-Trap-Based Hybrid Gate-Stack GaN MIS-HEMT
[NO] 950/1848 | Front Cover
[NO] 951/1848 | Research and Application of Microseismic Source Localization Based on an Improved Differential Evolution Algorithm
[NO] 952/1848 | Towards VR Training Adapted to Affective and Cognitive States: General Method and Evaluation of MentalWorkload_supp1-3679921.mp4
[NO] 953/1848 | Rotational Doppler-Enabled Single-Pixel Imaging: A Multimode Sensing Approach for Velocity and Structural Monitoring of High Speed Rotating Targets
[NO] 954/1848 | YOTO++: Learning Long-Horizon Closed-Loop Bimanual Manipulation from One-Shot Human Video Demonstrations
[NO] 955/1848 | Evaluation and prediction of coupling coordination between China's digital economy and High-quality economic development based on machine learning
[NO] 956/1848 | Bridging Explicit and Implicit Intent: Unified Interest Generative Method for Joint Search-Recommendation Modeling
[NO] 957/1848 | Triple-R: Iterative Query Rewriting and Refinement for Retrieval-Augmented Fake News Detection
[NO] 958/1848 | Enhancing Domain-Adaptive Hashing via Evidential Learning and Progressive Alignment
[NO] 959/1848 | Adaptive Contrastive Learning in Sequential Recommendation based on Perturbation and Restoration Networks
[NO] 960/1848 | Practical Group Steiner Tree Algorithms for Web Applications with Many Groups
[NO] 961/1848 | Prism: Towards Lowering User Cognitive Load in LLMs via Complex Intent Understanding
[NO] 962/1848 | AgentSense: LLMs Empower Generalizable and Explainable Web-Based Participatory Urban Sensing
[NO] 963/1848 | The Query Complexity of Uniform Pricing
[NO] 964/1848 | Mountains Under Pressure: HCI Facing Environmental and Social Transformations
[NO] 965/1848 | Retrospective transmit correction of blocked arrays applied to cardiac ultrasound imaging
[NO] 966/1848 | Development of a Time-of-Flight Assisted Kinematic Energy Compensation Method for Monoenergetic Fast-Neutron Measurement
[NO] 967/1848 | Managing Trust in AI Systems: Evidence from Controlled Evaluation of Explanation Stability under Data Imbalance_supp1-3687235.docx
[NO] 968/1848 | Dynamic LLM Node Selection in AIoT Networks: A Compatibility-Driven Diffusion Reinforcement Learning Approach
[NO] 969/1848 | Integrity Extraction of Water Bodies in Complex Scenes Based on the Adaptive Watermamba Framework
[NO] 970/1848 | Enhanced Sensorless Current Control in Boost Converters for EV Fast Charging: Equilibrium Optimization–Tuned Cascaded ANN–Fuzzy Logic Control
[NO] 971/1848 | A Distributed Stochastic Unified Accelerated Algorithm for Convex Optimization Over Time-Varying Directed Networks_supp1-3683196.pdf
[NO] 972/1848 | SFG: A Universal Time-Frequency Architecture for Versatile Time Series Analysis
[NO] 973/1848 | Finger-Ring Based ECG-BioZ Dual Signal System for Blood Pressure Estimation: A Pilot Study_supp1-3682557.pdf
[NO] 974/1848 | Unified Design of A Low-Profile Wideband Circularly-Polarized Reflectarray Via Synthesis of Multimode Polarization Converter
[NO] 975/1848 | CARS: Container-Aware Resource Scheduling in Heterogeneous Fog Computing based on DRL
[NO] 976/1848 | IEI-TIA: Industrial Embodied Intelligence Trustworthy Interpretable Agent for Robotic Long-horizon and Repetitive Tasks
[NO] 977/1848 | Optimization of Identification of Micro-Objects by Correlation Functions of a Random Sequence of Image Points
[NO] 978/1848 | Demonstrating Real-Time RAN Observability in Open-Source 5G: Controlled Interference Scenario
[NO] 979/1848 | Explainable Machine Learning for PM2.5 Forecasting in Industry 4.0 Systems
[NO] 980/1848 | CarbonMeter: A Lightweight Framework for Achieving Sustainable and Cost-Efficient Data Centers
[NO] 981/1848 | Knowledge Lakes for Cognitive Systems: Integration of Graph Databases and Ontologies
[NO] 982/1848 | A Bionic Model of Taste-Emotion Nervous System Combined with an Electronic Tongue for Apple Origin Classification
[NO] 983/1848 | PhysSANet: Formation-Inspired Perturbations and Structure-Aware Learning for Semi-Supervised Remote Sensing Change Detection
[YES] 984/1848 | Identification of Anomalies in the Chernoff Faces Data Using Neural Networks
[NO] 985/1848 | Differentially Fed Low-Profile and Compact Patch Antenna for Millimeter-Wave Applications
[YES] 986/1848 | Cooperative Edge Caching with Large Language Model in Wireless Networks
[NO] 987/1848 | Greedy Heuristics for Team Formation in Social Networks: Optimizing Diversity and Collaboration
[NO] 988/1848 | Large-Scale Model Enabled Semantic Communication via Robust Knowledge Distillation and Lightweight Architecture Search
[NO] 989/1848 | Decentralized Pliable Index Coding for Federated Learning in Intelligent Transportation Systems
[NO] 990/1848 | Table of Contents June 2026
[NO] 991/1848 | Hierarchical Neural Skill-Based Meta-Reinforcement Learning for Efficient Adaptability in Robotic Manipulation Tasks
[NO] 992/1848 | Adaptive Spiral Scanning for Confocal Non-Line-of-Sight Imaging
[NO] 993/1848 | Establishment and Application of Enterprise Financial Shared Service Centers in Cloud Computing Environments
[NO] 994/1848 | EcoRoute: Optimized Parcel Transport via Shared Truck Space
[NO] 995/1848 | A Progressive Low-Fidelity Enhancement Framework for Physics-Guided Digital Twins
[NO] 996/1848 | Integration of Machine Learning Methods into Digital Twin Systems and Intelligent Support Systems for Nuclear Power Plant Operators
[YES] 997/1848 | ARuleCon: Agentic Security Rule Conversion
[NO] 998/1848 | Harnessing LLM for Noise-Robust Cognitive Diagnosis in Web-Based Intelligent Education Systems
[NO] 999/1848 | Off-Policy Learning with Limited Supply
[NO] 1000/1848 | Position Auctions in AI-Generated Content
[NO] 1001/1848 | DA-RAG: Dynamic Attributed Community Search for Retrieval-Augmented Generation
[NO] 1002/1848 | Field Matters: A Lightweight LLM-enhanced Method for CTR Prediction
[NO] 1003/1848 | Unveiling the Resilience of LLM-Enhanced Search Engines against Black-Hat SEO Manipulation
[NO] 1004/1848 | Diffusion Generative Recommendation with Continuous Tokens
[NO] 1005/1848 | TAQM: Guaranteeing Fairness and Minimizing SLA Violations for Self-Managing Datacenters
[NO] 1006/1848 | A Hardware-Software Augmented Reality Complex for Ultrasound-Guided Biopsy Navigation in the Maxillofacial Region
[NO] 1007/1848 | Digital Twin of a Nuclear Power Plant Unit Based on a Flexible Modeling System with Integration of Machine Learning Methods
[NO] 1008/1848 | Understanding Hallucinations in Large Visual and Language Models
[NO] 1009/1848 | Personalized Federated Fine-Tuning for LLMs via Data-Driven Heterogeneous Model Architectures
[NO] 1010/1848 | STG-DGR: Fraud Detection on Streaming Transaction Graphs with Diffusion-based Generative Replay
[NO] 1011/1848 | TraceLLM: Evaluating and Exploring Large Language Models on Trace Analysis in Microservice-based Web Applications
[NO] 1012/1848 | FedSRD: Sparsify-Reconstruct-Decompose for Communication-Efficient Federated Large Language Models Fine-Tuning
[NO] 1013/1848 | Complete, Sound, and Scalable Identification of Minimal Failure-Causing Schema
[NO] 1014/1848 | VisionST: Coordinating Cross-modal Traffic Prediction with Interactive Geo-image Encoding
[NO] 1015/1848 | Alzo: Auto-Tuning with Reinforcement Learning for DAG-based Blockchains
[NO] 1016/1848 | DeepUL: Deep Unlearning via Model Sparsity
[NO] 1017/1848 | Towards Rare Social Event Prediction via Mediator Learning
[NO] 1018/1848 | Grasp: Refining Semantic Graphs into Purified Knowledge for Cross-Modal Communication
[NO] 1019/1848 | Development of a Comprehensive System for Modeling Digital Twins of Functional Components in Radio-Electronic Equipment
[NO] 1020/1848 | Fully Distributed Control With Performance Guarantees for Swarm Robotics in Noncooperative Monotone Games
[NO] 1021/1848 | Enhancing Adversarial Robustness in Transformer-Based UAV Tracking
[NO] 1022/1848 | Feasibility and Validation of the HISTARFM Gap Filling Algorithm for Sentinel-2 Data
[NO] 1023/1848 | Digital VariableFrequency Control Enabling Sensorless FlyingCapacitor Voltage Balancing in Multilevel Buck Converters
[NO] 1024/1848 | Unified Framework and Comparative Analysis of Delay-Doppler Communication Systems
[NO] 1025/1848 | Adaptive Slip Ratio Limiter Based Hierarchical Decentralized Yaw-Moment Control for IWM-EVs
[NO] 1026/1848 | IEEE Tech RXIV: Share Your Preprint Research with the World!
[NO] 1027/1848 | IEEE Dataport
[NO] 1028/1848 | TuneS: Patient-specific model-based optimization of contact configuration in deep brain stimulation_supp1-3686927.pdf
[NO] 1029/1848 | MS2ANet: A Multi-Scale Spatial-Spectrum Agent Attention Network for Crop Hyperspectral Image Unmixing
[NO] 1030/1848 | Spatial-jitter model for magnetoencephalography sensor arrays
[NO] 1031/1848 | U-FaceBP: Uncertainty-aware Bayesian Ensemble Deep Learning for Face Video-based Blood Pressure Estimation
[NO] 1032/1848 | Intelligent Explicit Model Predictive Control of Planar Motors for High-Precision Position Tracking Applications_supp1-3670253.docx
[NO] 1033/1848 | Dual-Path Conditional Diffusion Model With Attribute Consistency for Zero-Shot Fault Diagnosis
[NO] 1034/1848 | Artificial Intelligence-Driven Signal Distortion Compensation Method for Fiber-Optic Microphones
[NO] 1035/1848 | Structured Sparse mmWave 3-D SAR Imaging via Truncated-DCT and Toeplitz Matrix Methods_supp1-3686779.pdf
[NO] 1036/1848 | Directed Acyclic Graph Convolutional Networks
[NO] 1037/1848 | DC-Ada: Reward-Only Decentralized Sensor Adaptation for Heterogeneous Multi-Robot Teams_supp1-3687163.mp4
[YES] 1038/1848 | AI-Driven Penetration Testing for ARM Systems: Experimental Evaluation and Deployment Framework Across Four Paradigms
[NO] 1039/1848 | Abstract Sim2Real Through Approximate Information States
[NO] 1040/1848 | Unmasking Bots in Higher Dimensions: Message Passing over Simplexes for Bot Detection
[NO] 1041/1848 | Unicoon: Hypergraph-based Multi-Agent Simulation of Information Cocoons
[NO] 1042/1848 | Swarm-based Optimization Method for Boundary Detection in Digital Images
[NO] 1043/1848 | Dynamic Condition Modeling for Electric Drives of Rolling Mill during Angular Play Closure in Mechanical Transmissions
[NO] 1044/1848 | Domain Adaptation of the Segment Anything Model for Monococci Segmentation in Microscopy Images
[NO] 1045/1848 | TGSBM: Transformer-Guided Stochastic Block Model for Link Prediction
[NO] 1046/1848 | Beyond Participation: Building a Black Community Advisory Board for Computing Research Collaborations
[NO] 1047/1848 | Mixture of Sequence: Theme-Aware Mixture-of-Experts for Long-Sequence Recommendation
[NO] 1048/1848 | LongRanker: Efficient One-Pass Document Reranking with Long-Context Large Language Models
[NO] 1049/1848 | Auction-Driven Utility Maximization for Multiple Federated Learning in Smart Healthcare
[NO] 1050/1848 | Infrared and Visible Ship Image Fusion Based on Adaptive Cross-modal Feature Interaction and Multi-scale Frequency-domain Transformation
[NO] 1051/1848 | Attention-Based Reinforcement Learning for Multi-Arm Coordination at the Edge Nodes in Industrial Internet of Things
[NO] 1052/1848 | Through-Wall Human Presence Detection Using Chip-Scale Ultra-Wideband Radar and Edge-Deployed VGG16: A Feasibility Study for Rescue Applications
[NO] 1053/1848 | MyoDEA: A Self-Sensing Dielectric Elastomer Actuator for Real-Time Muscle Stiffness Monitoring
[NO] 1054/1848 | An Efficient LiDAR-Camera Fusion Network for Multi-Class 3D Dynamic Object Detection and Trajectory Prediction
[NO] 1055/1848 | Fundamental Rate-CRB Tradeoff in MIMO Downlink Systems for Integrated Sensing and Communication
[NO] 1056/1848 | Designing a UWB Printed Flag-Shaped Antenna with Circular Polarization Using Characteristic Mode Analysis
[NO] 1057/1848 | Toward the Use of a Block of Two Planar Spiral Solenoids in High-temperature Magnetostrictive Sensors Based on Torsional Waves
[NO] 1058/1848 | Proceedings of the 2025 International Conference on Digital Transformation and Management
[NO] 1059/1848 | An Intelligent Hybrid PLS-SEM and ANN of Smart Device Dependency among Migrant Children
[NO] 1060/1848 | Decomposition of Critical Information Infrastructure Objects for Creating a Digital Twin in Information Security Threat Modeling
[NO] 1061/1848 | Development of a Client-Server Module for Processing Data from Various Transmission Protocols to Demonstrate Work in VR
[NO] 1062/1848 | Dispatcher-Oriented Digitalization of Maintenance Processes for Railway Signalling and Telecommunication Systems
[NO] 1063/1848 | Multi-Pass UAV LiDAR Point Cloud Densification Using MLS/RBF Interpolation
[YES] 1064/1848 | The Use of Artificial Intelligence as an Expert
[NO] 1065/1848 | Improving the Use of Sedative Medications in Dental Treatment of Children with Autism Spectrum Disorders Based on AI Technologies
[NO] 1066/1848 | Inertial Crosswalk-Crossing Detection for Visually Impaired Navigation Using Deep Learning
[NO] 1067/1848 | Investigation of Charging Mechanisms in PEO With SPIS Simulation Tool
[NO] 1068/1848 | Deep Radar Perception Network with RTK Supervision for Slow-Moving UAV Detection
[NO] 1069/1848 | Salient Object Detection via Cross-Model Interaction and Wavelet-guided Edge Refinement
[NO] 1070/1848 | Call for Nominations 2026 IEEE Chenming Hu Early Career Award Announcement
[NO] 1071/1848 | Instantaneous Complex Phase and Frequency: Conceptual Clarification and Equivalence between Formulations
[NO] 1072/1848 | CoMAEA: A Collision-Avoiding Multi-Agent Evolutionary Algorithm for Coverage Path Planning_supp4-3665409.mp4
[NO] 1073/1848 | Near-Optimal MDS Codes with Configurable Sub-Packetization_supp1-3687086.pdf
[NO] 1074/1848 | Power Modules Lifetime Estimation Under Compound Tests
[NO] 1075/1848 | Power-Superimposed SC-FDE for Underwater Integrated Sensing and Communication over Doubly Selective Channels
[NO] 1076/1848 | Multivariate Sensitivity Analysis of Electric Machine Efficiency Maps and Profiles Under Design Uncertainty
[NO] 1077/1848 | A Novel Gradual Inference Approach for Handling Perturbations in Sparse CrowdSensing
[NO] 1078/1848 | Enhancing Positioning Accuracy of Wrist-Worn Instrumentation: A Factor Graph-Based Fusion of GNSS and Inertial Measurements
[NO] 1079/1848 | General Type-2 Hierarchical Fuzzy Model-Agnostic Explanation of Image Classification for XAI_supp1-3686974.pdf
[NO] 1080/1848 | Output Feedback Stabilization of Reaction-Diffusion Equations in $H^{2}$-norm
[NO] 1081/1848 | Agentic AI for UAV Trajectory Optimization and Fair Computation Offloading in Complex Low-Altitude Environments
[NO] 1082/1848 | A Distributed Scheduling Algorithm for TDMA in Diffusion-Based Molecular Communications: Concept and Practical Consideration
[NO] 1083/1848 | DQN-based Fair Resource Unit Allocation for Multi-AP Coordinated OFDMA Wi-Fi Networks
[NO] 1084/1848 | Integrated Energy-Efficient Scheduling of Distributed Flow Shop and Distribution Using a Q-Learning-Based Multi-Objective Cooperation Evolutionary Algorithm_supp1-3684022.docx
[NO] 1085/1848 | Towards robust quantitative photoacoustic tomography via learned iterative methods_supp1-3687027.pdf
[NO] 1086/1848 | Evaluation of Classical and Ensemble Machine Learning Algorithms in KNN-Based Missing Data Imputation
[NO] 1087/1848 | Learning of a Spiking Neural Network with Feedback from the External Environment on Bio Realistic Patterns
[NO] 1088/1848 | The Impact of Normalization on Regression-Based Crop Yield Prediction: Accuracy and Efficiency Analysis
[NO] 1089/1848 | Formation of a Digital Twin of an Object's Geometry for Electrical Impedance Tomography Tasks
[NO] 1090/1848 | Context-Driven Automation of Cyber Incident Response in SOC
[NO] 1091/1848 | Binary Classification of Single-Lead Electrocardiogram Using Machine and Deep Learning Methods
[NO] 1092/1848 | Improving the Reliability of Monitoring Methods for Railway Automation and Telemechanics Wayside Equipment through the Use of a Hybrid Network Based on GSM and CDMA
[NO] 1093/1848 | Architecture of a Social Engineering Security System Using Artificial Intelligence
[NO] 1094/1848 | MoE-LC: General-Purpose Lossless Compression for Multi-modal Data via Entropy-Aware Multi-Experts
[NO] 1095/1848 | What Are You Reading?
[NO] 1096/1848 | Anchor Drift No More: Hierarchical Consistency-Guided Prompt Distillation for Incomplete Multimodal Learning
[NO] 1097/1848 | S
                    <sup>2</sup>
                    CDR: Smoothing-Sharpening Process Model for Cross-Domain Recommendation
[NO] 1098/1848 | Expectation-Maximization Driven Contrastive Disentanglement for Generalized Category Discovery
[NO] 1099/1848 | Additively Competitive Secretaries
[NO] 1100/1848 | Evolving Proxy Kills Drift: Data-Efficient Streaming Time Series Anomaly Detection
[NO] 1101/1848 | <scp>Forge:</scp>
                    A Robust Multi-tab Website Fingerprinting Attack via Blind Source Separation
[NO] 1102/1848 | Generalizable Graph-level Anomaly Detection via Prompted Anomaly Expansion and Normality Extraction
[NO] 1103/1848 | Simple-Sampling and Hard-Mixup with Prototypes to Rebalance Contrastive Learning for Text Classification
[NO] 1104/1848 | Research on a Digital Risk Scoring Model for Cross-Border Transactions Integrating Buyer Behavior and Logistics Data
[NO] 1105/1848 | PHFNet: A Parallel Hybrid Fusion Network with Linear Attention for Infrared Small Target Detection
[NO] 1106/1848 | Explainable Rice Disease Detection Via Swin Transformer and Large Language Model Powered Visual-Textual Interpretation
[NO] 1107/1848 | Greenland Ice Mass Change: Identifying the Drivers Behind the Recent Deceleration in Ice Mass Loss_supp1-3686790.docx
[NO] 1108/1848 | Efficient L1-TV1 inversion of the vertical gravity gradient with application to the Vinton salt dome
[NO] 1109/1848 | Impulsive Observer-Based Fault-Tolerant Control for Singular PDE Systems: Application to Input–Output Control System
[NO] 1110/1848 | Data-Driven Privacy-Preserving Modeling and Frequency Regulation with Aggregated Electric Vehicles via Bilinear Hidden Markov Model
[NO] 1111/1848 | A Lightweight Multi-articular Passive Exoskeleton Using a Single Elastic Band to Improve Crouch Gait Pattern: A Pilot Study
[NO] 1112/1848 | Table of Contents
[NO] 1113/1848 | An IoT-Driven Redundant Clustering Framework for Reliable E-Health Communication in Emergencies
[NO] 1114/1848 | An Intrusion Feature Selection Method Based on Feature Distribution and Gini Impurity
[NO] 1115/1848 | A Deep Reinforcement Learning-Based Fast Scheduling Approach for Dynamic Incremental Flows in Time Sensitive Networking
[NO] 1116/1848 | Risk-Assessment and Visual Perception of Autonomous Microrobots using Model-free Reinforcement Learning to Cope with Multi-challenging Environments_supp1-3686841.mp4
[NO] 1117/1848 | An Intelligent Optimization-Driven Clustering Routing Protocol for Industrial IoT Performance Boosting
[NO] 1118/1848 | RADRON: Cooperative Localization of Ionizing Radiation Sources by MAVs With Compton Cameras
[NO] 1119/1848 | Dual-Offset Trajectory Recovery on Roads With Dynamic Transition Probability
[NO] 1120/1848 | Temporal Source Recovery for Time-Series Source-Free Unsupervised Domain Adaptation_supp1-3681762.pdf
[NO] 1121/1848 | A Novel Type-1 FLL Based on Adaptive Time-Delayed Signal Cancellation Pre-Filter for Fast Grid Frequency Detection
[NO] 1122/1848 | Adversary-Resilient Deep RL for Joint Opportunistic Channel Aggregation and Packet-Size Adaptation Under Proactive Jamming Attacks
[NO] 1123/1848 | Improving Driver Emotion Recognition Using Structure-Detail-Aware Blind Super-Resolution_supp1-3681915.pdf
[NO] 1124/1848 | Causal and Collective Learning for Adaptive Congestion Control in Heterogeneous Multi-Domain Networks
[NO] 1125/1848 | Rethinking the Importance of High-frequency Components in Transformers for Image Restoration
[NO] 1126/1848 | Synergistically Enhanced Toughness and Stability in Q[6]-Based Supramolecular Hydrogels for Wearable Sensing_supp2-3684792.mp4
[NO] 1127/1848 | Routing and Scheduling of Mobile Energy Storage Systems for Distribution Network Resilience Enhancement Based on a Hybrid Data-Model Driven Approach
[NO] 1128/1848 | Monolithically Integrated Transimpedance Accumulators for Analog In-Memory Computing Based on Dual-Gate Metal-Oxide TFTs
[NO] 1129/1848 | Human-Machine Co-Boosted Bug Report Identification with Mutualistic Neural Active Learning
[YES] 1130/1848 | Detecting Protracted Vulnerabilities in Open Source Projects
[NO] 1131/1848 | FalconScope: Effective and Efficient Detection of Hidden Web Interfaces in IoT Devices
[NO] 1132/1848 | Mitigating Homophily Disparity in Graph Anomaly Detection: A Scalable and Adaptive Approach
[NO] 1133/1848 | STARK: Structure-Aware and Adaptive Representation Learning for Continual Knowledge Graph Embedding
[NO] 1134/1848 | Users Pay Twice: The Hidden Energy Cost of Web Advertising
[NO] 1135/1848 | Calendar
[NO] 1136/1848 | The Real "Quiet Majority"
[NO] 1137/1848 | Reconstructing Training Data from Adapter-based Federated Large Language Models
[NO] 1138/1848 | Mitigating Dynamic Graph Distribution Shifts via Mixture of Variational Experts
[NO] 1139/1848 | Privacy-Friendly Adaptation of Vision Transformers for Communication and Latency-Efficient Private Inference
[NO] 1140/1848 | ColorBench: Benchmarking Mobile Agents with Graph-Structured Framework for Complex Long-Horizon Tasks
[NO] 1141/1848 | Multi-Granularity Multi-Modal Knowledge Graph Representation Learning via Subgraph-Aware Adaptive Fusion and Hierarchical Relation Modeling
[NO] 1142/1848 | Research on the Path of Digital Upgrade of Small and Medium-sized Enterprises Empowered by AI Technology
[NO] 1143/1848 | Making AI Work: A Conceptual Five-Stage Framework for Financial Sector Transformation
[NO] 1144/1848 | A Multi-Agent AI Approach to Intent-Based Network Configuration
[NO] 1145/1848 | Overview of Approaches to Monitoring and Control of Robotic Systems and IIoT Devices Using the Unified MQTT &amp; MCP Protocol
[NO] 1146/1848 | Residual Stress Prediction in Wire Drawing by using Integrated Artificial Neural Networks and Finite Element Analysis
[NO] 1147/1848 | Adaptive Multi-Model Ultra-Short-Term Wind Power Forecasting for Extreme Weather via Progressive Outlier Detection and TimeGAN-CEEMDAN
[NO] 1148/1848 | A Method for Synthetic Generation of Production Datasets for Machine Learning in Quality Prediction of Parts in Instrument-Making Manufacturing
[NO] 1149/1848 | MF
                    <sup>3</sup>
                    : Multimodal Federated Learning with Dual-Path Mamba-Transformer for Metro Flow Prediction
[NO] 1150/1848 | CASE: Conflict-assessed Knowledge-sensitive Neuron Tuning for Lifelong Model Editing
[NO] 1151/1848 | Modeling Endogenous Logic: Causal Neuro-Symbolic Reasoning Model for Explainable Multi-Behavior Recommendation
[NO] 1152/1848 | ShadowClone: Scalable Decentralized Identity with Cross-Domain Anonymity and Accountable Traceability
[NO] 1153/1848 | Mutual Coupling Reduction in Circular Array Antenna Sensors Using Via and EBG for Enhanced Breast Cancer Detection
[NO] 1154/1848 | Contactless Premature Ventricular Contractions Diagnosis with Radio Frequency Signals based on Deep Auxiliary Learning
[NO] 1155/1848 | Ceiling Effect on the Aerodynamic Characteristics of Multi-Rotor Systems and Its Modeling
[NO] 1156/1848 | Artificial Intelligence in Physics: “The Influence is Huge”
[NO] 1157/1848 | TT-INT: A Time-Threshold-based Lightweight In-Band Network Telemetry Scheme for P4-Enabled Programmable Networks
[NO] 1158/1848 | A High Step-up Single-switch based Cubic-gain DCDC Converter for PV Applications
[NO] 1159/1848 | The Role of Centrality and Graph Clustering in Hierarchical Distributed Energy Management in Networked Microgrids
[NO] 1160/1848 | Inferring Pilot Cognitive States Using a Multimodal Physiology-Based Graph Fusion Model
[NO] 1161/1848 | Broadband local spectral amplitude analysis for laser ultrasonic imaging of deep-seated defects in thick-walled regions of wind turbine blades
[NO] 1162/1848 | VU-AKF: VB-UT Fused Real-Time Non-Iterative VBAKF with Enhanced Efficiency
[NO] 1163/1848 | Optimal Design of Space-Based Data Center Constellations for In-Orbit Computing Services
[NO] 1164/1848 | Uplink Rate Maximization for Pinching Antenna-Assisted Covert Backscatter Communication
[NO] 1165/1848 | Unveiling and Simulating Short-Video Addiction Behaviors via Economic Addiction Theory
[NO] 1166/1848 | Difficulty-Aware Agentic Orchestration for Query-Specific Multi-Agent Workflows
[NO] 1167/1848 | PRISM: Personalized Recommendation via Information Synergy Module
[NO] 1168/1848 | The Impact of Digital Economy Development on Regional Economic Efficiency and Innovation Capacity: Evidence from a Regional Industry Analysis
[NO] 1169/1848 | Evaluating Edge-Based YOLOv5-ByteTrack Frameworks for Real-Time Traffic Signal Control
[NO] 1170/1848 | Development of Metamaterial-Inspired Vacuum Electron Devices: An Emerging Research Direction of Vacuum Electronics
[NO] 1171/1848 | Development of a Method for Improving the Efficiency of Acoustic Detection of UAVs with Radar-Transparent Structures
[NO] 1172/1848 | Development of a Virtual 3D-testing Facility for Unmanned Mobile Robots
[NO] 1173/1848 | Efficient Method for Calculating Two-Dimensional Correlation Function of Finite Discrete Signals in Fourier Bases with Variable Parameters in the Spatial-Frequency Domain
[NO] 1174/1848 | Déjà Vu of Strange Stickers! Enhancing Out-of-Distribution Robustness in Sticker Retrieval via Cross-Modal Intent Alignment
[NO] 1175/1848 | IACLR: Intention Alignment via Contrastive Learning for Bipartite Graph Recommendation
[NO] 1176/1848 | ES-MemEval: Benchmarking Conversational Agents on Personalized Long-Term Emotional Support
[NO] 1177/1848 | PAMAS: Self-Adaptive Multi-Agent System with Perspective Aggregation for Misinformation Detection
[NO] 1178/1848 | Dynamic Routing-Based Adaptive Multi-LLM Collaboration: A Unified Recommendation Framework with Decision Knowledge Complementation
