[2026-08-08 22:28:38] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-07
正在获取论文...
[IEEE] 2026-8-7 | Resolving Cognitive Dissonance for Agentic AI via Self-Distilled Collaborative Perception
[NO] 482/1000 | Extraction of Cultural Factors of “Jinshi Qi” Font: Analysis Using AHP Method
[NO] 483/1000 | Construction of Cinematherapy Efficacy Assessment System Based on Multimodal Affective Computing
[NO] 484/1000 | Energy Self-Sufficiency Feasibility of an Unmanned Underwater Vehicle Driven by Renewable Energies
[NO] 485/1000 | Experimental Validation of a Pressure Variation Model for State Estimation Performance of an Autonomous Underwater Vehicleaper
[NO] 486/1000 | Radar-Based CNN Recognition of Gesture Primitives for SignWriting Educational Feedback
[NO] 487/1000 | EduVoice: AI-Powered Reading Support for Dyslexia
[NO] 488/1000 | A Comparative Study of Vision Transformers and Convolutional Neural Networks for Deepfake Detection
[NO] 489/1000 | Research on Cultural and Creative Product Design Based on Emotional Design
[NO] 490/1000 | Strategic capacity management in big-size, engineer-to-order supply chains
                    <sup>*</sup>
[NO] 491/1000 | Robust nonlinear cascade control strategy for permanent magnet synchronous motor drives
[NO] 492/1000 | A Sensor Fusion Approach to Mitigate Lift-off and Tilt Angle-Induced Noise in Eddy Current Testing
[NO] 493/1000 | Scale-aware Fusion and Spatial-Frequency Collaborative Network for Remote Sensing Imagery Semantic Segmentation
[NO] 494/1000 | FTTrack: RGB-T Tracking with Frequency-Adaptive Fusion and Temporal Enhancement_supp1-3721062.pdf
[NO] 495/1000 | PinEqualizer: Full Funnel Content Exploration and Debiasing System at Pinterest
[NO] 496/1000 | The Forgetting-Learning Trade-off: Making Reinforcement Learning Work for Protein Language Models
[NO] 497/1000 | Learning to Forget: Emotional Salience as a Compression Mechanism for Long-Term AI Memory
[NO] 498/1000 | MLaGA: Multimodal Large Language and Graph Assistant
[NO] 499/1000 | End-to-End Learning for Partially-Observed Time Series with PyPOTS
[NO] 500/1000 | Expand More, Shrink Less: Shaping Effective-Rank Dynamics for Dense Scaling in Recommendation
[NO] 501/1000 | Agentic LLMs for Social Network Generation using Explainable Adversarial Re-prompting
[NO] 502/1000 | Is Fairness Truly Fair? Towards Reliable Lipschitz Fairness in Multi-Task Learning via Fixed-δ Alignment
[NO] 503/1000 | The 5th Workshop on Ethical Artificial Intelligence: Methods and Applications (EAI)
[NO] 504/1000 | DREAM: LLM-based Dynamic Role-playing via Event-Aware Memory Graph
[NO] 505/1000 | Beyond Instance-Level Alignment and Uniformity: Semantic Factor Learning for Collaborative Filtering
[NO] 506/1000 | VideoExplorer: Advancing Long-Horizon Video Understanding via Hierarchical Orchestration
[NO] 507/1000 | A Dual-Path Optical Clip for Bubble-Aware Continuous Monitoring in Surgical Drainage Tubing
[NO] 508/1000 | Partially View-Aligned Multi-View Clustering based on Progressive Global Consensus Learning_supp1-3720618.pdf
[NO] 509/1000 | Trustworthy and Temporally Robust Web Attack Detection for Autonomous Edge Network Security
[NO] 510/1000 | DIBNet: Discrepancy-Invariant Boundary-Guided Network for Remote Sensing Change Detection
[NO] 511/1000 | Spatiotemporal Aggregation Parking Data Outsourcing Query Privacy-preserving Scheme in the Blockchain-enhanced Electric Vehicles
[NO] 512/1000 | ArborDorp: An Area Efficient CKKS Accelerator
[NO] 513/1000 | A Reinforcement Learning-Based Cooperative Adaptive Cruise Control Under False Data Injection Attacks
[NO] 514/1000 | Efficient Distributed Mini-batch GNN Training with Decentralized Batch Processing
[NO] 515/1000 | Object-Centric LiDAR-to-Radar Distillation for 3D Object Detection
[NO] 516/1000 | Enhancing SWOT Geoid Resolution in Regions Characterized by Complex Oceanic Dynamics via the mrCOSTS Method
[NO] 517/1000 | Hybrid Voltage Regulation Framework Using Deep Q-Network Reinforcement Learning for DC–DC Buck Converters Supplying Constant Power Loads
[NO] 518/1000 | 5 Questions: Stephan Schlamminger: Why One of Physics'Most Elusive Numbers Remains so Difficult to Measure
[NO] 519/1000 | Synthetic Media Detection
[NO] 520/1000 | Digital Empowerment: An Innovative Approach to the Protection and Inheritance of Xibe Cultural Heritage
[NO] 521/1000 | Research on the Impact of Art Therapy Interventions on Negative Psychological States and Game Performance in eSports Audiences
[NO] 522/1000 | Visual Reconstruction of Red Cultural IP Based on Generative AI: A Case of the Long March Red Army IP Design
[NO] 523/1000 | Application of an Improved Q-learning Algorithm Integrating Self-Tuning and Dynamic Exploration in University Course Agents
[NO] 524/1000 | A Study on the Reconstruction Design of Narrative Space in Historical and Cultural Blocks: A Case Study of the Renovation of Liulichang Street in Beijing
[NO] 525/1000 | Performance-Constrained Adaptive Neural Network Control for Trajectory Tracking of Underactuated Hovercraft Under Arbitrary Initial Conditions
[NO] 526/1000 | Toward Auditable Multi-Agent AI: a Deterministic Framework for End-to-End Execution Traceability
[NO] 527/1000 | Comparative Study of Denoising Methods for 3D Scanning Point Cloud Data of Artificial Dental Crowns
[NO] 528/1000 | Tensor Network Methods for Advection–Diffusion–Reaction Systems Using Quantum-Inspired Representations
[NO] 529/1000 | Delay-Oriented Computation Offloading Strategy for SAGIN-enabled Vehicular Networks
[NO] 530/1000 | Research on Ecological Sustainability Optimization of Street Park Green Spaces in Longtang Community Based on POI Data and Smart Design
[NO] 531/1000 | Few-Shot SAR Target Recognition with Low-Rank Adapted Vision Transformers
[NO] 532/1000 | Art Intervention in Rural Idle Spaces: A Research on Spatial Design-With Xinlian Village in Meizhou City as an Instance
[NO] 533/1000 | Visual Analysis of Ecological Design Research in China Based on VOSviewer
[NO] 534/1000 | Sequence-to-Sequence Modeling of Hysteresis in Magnetorheological Elastomers Using Bidirectional LSTM Networks
[NO] 535/1000 | Lightweight Spiking Neural Networks (SNN) for Energy-Efficient IoT Anomaly Detection
[NO] 536/1000 | Risk-Constrained Hierarchical Reinforcement Learning for Safe Decision-Making and Control in Autonomous Driving
[NO] 537/1000 | An Empirical Study on Power Grid Enterprises' Enhancement of Power Supply Guarantee Capacity for Major Projects in the Free Trade Port Driven by Intelligent Data Analysis
[NO] 538/1000 | Tensile Interlocking Mechanical Metamaterials Enabled by Grayscale DLP Printing
[NO] 539/1000 | Design Optimization of AIGC Sports Shoe Outsole Pattern Based on Low-Rank Adaptation of Large Models
[NO] 540/1000 | A Deep Spatio-Temporal Model for Decoding Simultaneous and Continuous Hand Movements from Surface Electromyography
[NO] 541/1000 | LowLightEye: an Android Mobile Framework for Robust Object Detection in Dim Environments
[NO] 542/1000 | An End-to-End Network for Enhanced Underwater Acoustic Target Recognition
[NO] 543/1000 | Intergenerational Community Spaces as Social Infrastructure for Reducing Loneliness and Digital Exclusion in Ageing Smart Cities
[NO] 544/1000 | Automatic Timetable Generation System
[NO] 545/1000 | Innovative Practices of Ai-Based Planning Methods in Agricultural Tourism Planning: A Case Study of Kaoshan Market Planning Practices in Pinggu District, Beijing
[NO] 546/1000 | Youth Perspectives on AI Ethics: An Exploratory Study within the VERFISUM Project
[NO] 547/1000 | A Lightweight RK4-Based Wheel Odometry Integration for OpenVINS
[NO] 548/1000 | Warpage Deformation Prediction and Optimization in Fused Deposition Modeling Using a Hybrid FFNN and PSO Approach
[NO] 549/1000 | A Novel Continuum Marine Robot for Accessing Complex Underwater Environments
[NO] 550/1000 | Deep Learning-Driven Application of Sustainable Materials in Fashionable Furniture Design
[NO] 551/1000 | AI and ML in Marketing: Enhancing Consumer Engagement and Personalization
[NO] 552/1000 | Research on cattle body condition scoring technology based on EfficientNetB4-Star-EMA model
[NO] 553/1000 | Deep VGG-16 Ensemble for Pneumonia Detection in Chest X-ray Images
[YES] 554/1000 | Standard Conformant Prompting (SCP): A Reproducible Framework for Compiler-Ready PLC Code Generation with Large Language Models : From Post-Hoc Verification to Standard-Driven Code Synthesis in Industrial Automation
[NO] 555/1000 | Generative Design System for Traditional Pattern in Cultural Heritage Application: Case Study of Nanyue Kingdom
[NO] 556/1000 | Evaluation of Economic and Green Logistics Performance of African Countries Through Fuzzy Linear Regression and MCDM Approaches
[NO] 557/1000 | Flexible Piezoresistive Pressure Sensor based on Axially Stiffness-graded Microcone Arrays
[NO] 558/1000 | Energy Signatures and Production Process Information
[NO] 559/1000 | Shaping a “Third Space” Like Home: A Study of Japan House London and Its Traditional Craft Exhibitions
[NO] 560/1000 | Trust-Based Adaptive LQR Control for Autonomous Multi-Tenant Network Management
[NO] 561/1000 | Research on Concrete Strength Prediction and Durability Assessment Algorithm Based on Deep Feature Extraction
[NO] 562/1000 | Elderly Rehabilitation Training System Based on Artificial Intelligence and Virtual Reality Technology
[NO] 563/1000 | Gender Sensing and Personalized Fragrance Diffusion Design of Intelligent Ceramic Fragrance
[NO] 564/1000 | Distributed Global Fixed-Time Cooperative Dynamic Avoidance Control for Multiple Surface Vessels
[NO] 565/1000 | Effect Evaluation and Ethical Challenges of Intelligent Advertising Delivery in the Context of Data
[NO] 566/1000 | An Explainable Deep Learning Approach for Multi-Region Bone Fracture Detection in X-Ray Images
[NO] 567/1000 | TRI-FusionNet: AI-Generated Video Detection Based on Temporal Alignment
[NO] 568/1000 | Annotation Quality Reward: A Closed-Loop Reinforcement Learning Architecture for Autonomous Coffee Plantation Inspection and Synthetic Dataset Generation
[NO] 569/1000 | FGDWI: An Online Feasibility-Gated Dynamic Waypoint Insertion Policy for Value-Aware ASV Navigation in Forecast Flows
[NO] 570/1000 | Design and Implementation of a Digital Pressure Sensor Evaluation System
[NO] 571/1000 | A Study of Real-Time Synchronisation of Cross-Dimensional Interactions
[NO] 572/1000 | An Explainable Model for ROP Disease Diagnosis from Multi-Centered Infant Fundus Images
[NO] 573/1000 | Generating Synthetic Datasets for the Financial Industry: A CT-GAN Based Approach
[NO] 574/1000 | Integrating Large Language Models and Ontologies for Legal Text Impact Extraction and Classification: an Application to Regulatory Impact Assessment
[NO] 575/1000 | Fabrication of High-Quality Nanogap Electrodes via Structurally Optimized Atomic Layer Lithography
[NO] 576/1000 | An Urban Dashboard Supporting Situation Awareness for City Branding
[NO] 577/1000 | GroupTrack: A Feature-aware Enhanced Group Tracking Method
[NO] 578/1000 | System-Level Risk Modeling for Critical Infrastructure in Data-Limited Regions
[NO] 579/1000 | Study on Meeting Space Design Based on Aesthetic Density
[NO] 580/1000 | RuleTwin: Physics-Constrained Rule Induction for Anomaly Detection in Industrial Multivariate Time Serie
[NO] 581/1000 | Unifying Behavior Modeling and Semantic Generation for Generative Recommendation
[NO] 582/1000 | AgentsKG: A Hierarchical Multi-Agent Framework for Open-Domain Knowledge Graph Construction
[NO] 583/1000 | HRKT: Hierarchical Recurrent Knowledge Tracing for Efficient Transformer-Based Long-Sequence Modeling
[NO] 584/1000 | GPR: Towards a Generative Pre-trained One-Model Paradigm for Large-Scale Advertising Recommendation
[NO] 585/1000 | RiskBound: Risk-Aware Boundary-Guided Portfolio Optimization via Action Space Reshaping
[NO] 586/1000 | Optimus: A Generic Operator-Level PyTorch Model Transformation Framework
[NO] 587/1000 | From Structure to Function: Preference Alignment for Function-aware Protein Inverse Folding
[NO] 588/1000 | PROBE: VLM-Guided Discrete Structural Reconfiguration for Customized and Efficient Video Retrieval
[YES] 589/1000 | Towards Quantum Program Bug Datasets and Benchmarking
[NO] 590/1000 | Research on the Application of Nonlinear Narrative in Chinese Original Picture Book Design from the Perspective of Symbolic Reproduction Theory
[NO] 591/1000 | Green Design and the Innovative Inheritance of Traditional Festival Culture: A Case Study of the “Bai Qiao” Craftwork in the Qixi Festival of Guangzhou
[NO] 592/1000 | A Systematic Literature Review Combined with Empirical Machine Learning Experiments on the Use of Artificial Intelligence Tools in Digital Marketing
[NO] 593/1000 | Picture Books: A New Engine for the Digital Inheritance of Intangible Cultural Heritage
[NO] 594/1000 | Dual-View Vision Transformer with Cross-Modal Memory for Radiology Report Generation
[NO] 595/1000 | Effect of Bender Beam on Z-structured Piezoelectric Transducer
[NO] 596/1000 | Hierarchical Track Initiation Using Probabilistic Reasoning for Compact HFSWR
[NO] 597/1000 | Emotional Color Customization System for Clothing Fabrics Based on Interactive Genetic Algorithm
[NO] 598/1000 | Coupled-beam Coupled Type Constant-temperature MEMS Resonator
[NO] 599/1000 | Geometric Influence on Slamming Forces During Vertical Water Entry: Validation of a Second-Order Modified Logvinovich Model Using CFD
[NO] 600/1000 | Simultaneous and Efficient Filtration Performance of PM2.5 and VOC Based on Ceramic Materials with Multilevel Pore Structure
[NO] 601/1000 | HostelHub: Architectural Design of a Modular Web Framework for Academic Hostel Administration
[NO] 602/1000 | Multi-degree-of-freedom potential barrier adaptive bistable vibration energy harvester
[NO] 603/1000 | VLA-AST: Toward Spatially-Precise and Physically-Smooth Robotic Manipulation
[NO] 604/1000 | A Comparison of AI Models for Viewport Prediction in Immersive 360° Video Streaming
[NO] 605/1000 | Optimized Broad Learning System with Tree Structure for Combustion State Classification in WtE Systems
[YES] 606/1000 | An Approach for Testing of Embedded Interconnects that Bypasses the Interconnect Isolation Logic
[NO] 607/1000 | Detection and Characterization of Coordinated Online Behavior: A Survey
[NO] 608/1000 | SCVCD-5K: The First Large Scale Screen Content Video Dataset for Compression
[NO] 609/1000 | Front Cover
[NO] 610/1000 | FlowBoat: Learning USV Dynamics Model With Flow Matching for Adaptive Model Predictive Trajectory Tracking_supp1-3706892.mp4
[NO] 611/1000 | Coverage and Energy Efficiency Analysis in Cache-Aided Terahertz Clustered HetNets
[NO] 612/1000 | MARFI: Missingness-Aware Rectified-Flow Imputation for MNAR Data in Predictive Maintenance
[NO] 613/1000 | High-Responsivity ReMoS
                    <sub>2</sub>
                    Photodetector on Gallium Nitride Patterned Substrate for Visible-Light Image Sensing and Communication Applications
[NO] 614/1000 | Vortex Electromagnetic Imaging: A Review_supp1-3718140.pdf
[NO] 615/1000 | A Learning-Enhanced Method for the Multi-Visit Vehicle-Drone Routing Problem With Continuous Locations
[NO] 616/1000 | Efficient Representation of New Ship Dynamics Through Reuse of Existing Maneuvering Models
[NO] 617/1000 | 3D Ultrasonic Imaging Method for Composite Materials Based on Fusion of Visible Light Image and Depth Maps
[NO] 618/1000 | CViTRNN: A Lightweight Recurrent Network with an Embedded Channel-Aware Vision Transformer for Multidimensional Wind Power Forecasting
[NO] 619/1000 | An Information-aware Reconstruction Model for Multi-category 3D Anomaly Detection
[NO] 620/1000 | Beyond Clean Pixels: Robustness of AI Video Detectors Under Social-Media Degradation
[NO] 621/1000 | Analysis of Data Security and Privacy Protection Technologies in an Information-Based Environment
[NO] 622/1000 | Constrained Trajectory Planning for Wheeled Ground Robots in Unstructured Environments Modeled by B-Spline Approximation
[NO] 623/1000 | The Cost of Quality in Circular Economy: Balancing AI Investment and Profitability in CRD Waste Management
[NO] 624/1000 | Applying Reinforcement Learning to Dissolved Oxygen Control in a Fed-Batch Fermentation using a Digital Twin
[NO] 625/1000 | LLM-Guided Bi-Objective Planning for Energy-Constrained AUV Fleets
[NO] 626/1000 | Underwater Source Localization Using Transfer and Contrastive Learning
[NO] 627/1000 | Considerations on operator behavior modeling in I&amp;C system model checking
[NO] 628/1000 | Semantic Watermark for Detecting Thesis Title Reuse in Academic Repositories
[NO] 629/1000 | Digitalization of Plankton Groups in a Marine Holographic Experiment
[NO] 630/1000 | Optimized Model-Free Extremum Seeking Control for Morphing Rotor Systems
[NO] 631/1000 | Research on the Innovative Design Method of AIGC for the Phoenix Pattern of Chu Lacquerware
[NO] 632/1000 | Low-Rank Reparameterization of CLIP-Derived HOI Text Prototypes for HOI Detection
[NO] 633/1000 | A Low-power, Large-comb-spacing, High-integration RF Frequency Comb Generator Based on Parametric Excitation
[NO] 634/1000 | Machine Learning Model for Solar Energy Forecasting and Management
[NO] 635/1000 | Magnetically Actuated Sub-Millimeter Squeezing Soft Robot Toward Targeted Therapy
[NO] 636/1000 | MultiTransConv: CNN-Transformer Architecture for Intrusion Detection in Wireless Sensor Networks
[NO] 637/1000 | Design and Analysis of a Dual-Terminal Differential-Electrode Piezoelectric Micromachined Ultrasonic Transducer Based on Pzt Thin Film
[NO] 638/1000 | Attribute-Guided Zero-Shot Species Recognition: Integrating Generative Priors for Next-Generation Biodiversity Intelligence
[NO] 639/1000 | DPML: Derivative-Based EEG Preprocessing for Enhanced Epileptic Seizure Detection Using Machine Learning
[NO] 640/1000 | A Data-driven quasi inverse static model of a parallel continuum robot
[NO] 641/1000 | Robust Time-Synchronized NMPC for 3-D AUV Trajectory Tracking with Optimal LOS Guidance
[NO] 642/1000 | Cross-Domain Wavelet Augmentation and Domain Knowledge-Guided Conditional Decoding for Domain-Generalized Breast Ultrasound Segmentation
[NO] 643/1000 | Communication Logic and Strategies Empowered by AIGC in Cultural Heritage
[NO] 644/1000 | AKansei Engineering Study on the Frontfascia Design of Electric Sedans in the Chinese Market
[NO] 645/1000 | Intelligent Generation Method for Cultural Tourism Short Videos Based on Deep Feature Learning
[NO] 646/1000 | Strategic Site Selection for Renewable Solar Energy in Telangana—A GIS and MCDA-Based ML Approach
[NO] 647/1000 | Research on the Digital Design of Dalian Sea Lantern Festival from the Perspective of Intangible Cultural Heritage
[NO] 648/1000 | Empowering Chinese Woodblock Prints as Intangible Cultural Heritage: A Study on Digital Preservation and Cultural Transmission Through Augmented Reality
[NO] 649/1000 | Construction of Intelligent Analysis Algorithm for Financial Forecasting Data and Risk Monitoring System
[NO] 650/1000 | A Lyapunov-Guided Post-Action Shield for Stability-Aware Deep Reinforcement Learning
[NO] 651/1000 | Algorithm for Extracting Time-Series Features of Power from Distributed Sources and Loads and Identifying Typical Scenarios
[NO] 652/1000 | Orchestrator Armor: Empirical Assessment and Unified Monitoring of Cluster Security Posture
[NO] 653/1000 | Study on the Formal Characteristics of Ming-Style Rohan Bed Based on AIGC Technology
[NO] 654/1000 | The Relationship Between Cultural Intelligence and Product Design Ability: an Empirical Study Using the CQS in Design Education
[NO] 655/1000 | Occlusion Removal from Sequential Street View Panoramic Images
[NO] 656/1000 | Physics-Based Modeling of Water-Surface Disturbances Induced by Subsurface Objects for Maritime Sensing
[NO] 657/1000 | Balancing Novelty and Realism: A Convolutional Conditional GAN for Underwater Acoustic Channel Generation
[NO] 658/1000 | MambaMER: Exploring State Space Models for Micro-Expression Recognition
[NO] 659/1000 | Design and Development of a Low-Cost Grey Water Filtration System for Domestic Reuse
[NO] 660/1000 | SDRAM-YOLO: Safe Degradation-Aware Residual Modulation for Adverse Weather Object Detection
[NO] 661/1000 | Convolutional Imaging: A Training Path for Neural Networks to Extract Visual Elements
[NO] 662/1000 | Tilt Correction Algorithm for Single Chinese Character Images
[NO] 663/1000 | A High-Accuracy Resonant Pressure Microsensor Packaged with a Thick Glass Base
[NO] 664/1000 | Low Probability of Detection Underwater Acoustic Communication Based on Ship Noise Masking
[NO] 665/1000 | Distributed Control of Multi-AUV Formation via MPPI with Enhanced Virtual Spring
[NO] 666/1000 | Capturing Fragment Dependencies in Real Marine Organism Mass Spectrometry with Boosted Effective Receptive Field
[YES] 667/1000 | Advanced Artificial Intelligence Techniques for Automated Identification of Anomalous Events in Log Data
[NO] 668/1000 | A Service Design Framework for New Retail Scenes: Methodologies and Applications
[NO] 669/1000 | Research on Gamification Design of Intangible Cultural Heritage Sugar Pagoda App Based on User Experience
[NO] 670/1000 | Agent-Didactic Spaces: Mining Multi-Stakeholder Trade-Offs in Educational Pathway Data
[NO] 671/1000 | IPO-Mine: A Toolkit and Dataset for Section-Structured Analysis of Long, Multimodal IPO Documents
[NO] 672/1000 | EARTH: Accelerating Spatiotemporal Network K-function-based Analytics
[NO] 673/1000 | Domain-Specific Data Synthesis for LLMs through Minimal Sufficient Representation Learning
[NO] 674/1000 | Extracting Explainable Temporal Features in Multivariate Time Series Classification Pipelines
[NO] 675/1000 | The Sim-to-Real Gap of Foundation Model Agents: A Unified MDP Perspective
[NO] 676/1000 | Local Rules, Global Efficiency: Emergent Coordination on Large-Scale Road Networks
[NO] 677/1000 | Title Page
[NO] 678/1000 | Organizing Committee
[NO] 679/1000 | DLCV 2026 Cover Page
[NO] 680/1000 | AIGC and IoT-driven Gamified Digital Therapy
[NO] 681/1000 | How I Turned AI to the Dark Side: I Hijacked the Biggest AI Models. No One Cared
[NO] 682/1000 | Shared-Partition Multi-Output Hinge Regression Trees for Explicit MPC Distillation in Chassis Control
[NO] 683/1000 | Joint Pattern, Data and Channel Estimation for Unsourced Random Access in GMAC and MIMO Systems
[NO] 684/1000 | Dynamic Data Center Power Load Control via Risk Constrained Reinforcement Learning
[NO] 685/1000 | Center-Fed Pinching Antenna System (C-PASS): Modeling, Analysis, and Beamforming Design
[NO] 686/1000 | Optimal Binary Power Control and Passive Beamforming for RIS-Assisted Spectrum Sharing
[NO] 687/1000 | A flexible fiber-sponge composite stress sensor for mechanical - strain - gated logic device and artificial intelligence tactile perception_supp2-3719155.mp4
[NO] 688/1000 | Enhanced Target Sensing for OFDM ISAC With L-Shaped Arrays Using Coupled Tensor Decomposition
[NO] 689/1000 | A T-type Three-Level DC-DC Converter with Input Capacitor Current Balance
[NO] 690/1000 | Physically Motivated Knowledge Distillation for Blind Geometric Correction of Side-Scan Sonar Imagery_supp1-3720594.pdf
[NO] 691/1000 | Simultaneous Force and High-Fidelity Texture Reconstruction via a Spring-based Visuotactile Sensor
[NO] 692/1000 | Implementation of Large Language Model and Spaced Repetition in a Web-Based Japanese Language Learning Application to Enhance User Memory Retention
[NO] 693/1000 | High Resolution ACS-Based DWT Data Acquisition System for Employee Health Monitoring System
[NO] 694/1000 | Decoupled Initialization-Based Distributed Tube Model Predictive Control for Multi-Robot Systems Coordination
[NO] 695/1000 | A Study on Multi-Dimensional Evaluation of Product Design Based on AI Agent and Multi-Criteria Decision-Making - A Case Study of Red Dot and If Design Award Winners
[NO] 696/1000 | Research on Integrating Renewable Energy Sources into Smart Grids for Enhanced Power System Stability
[NO] 697/1000 | Advantages, Disadvantages, and Prospects of Online Painting Learning Platforms
[NO] 698/1000 | Integer Linear models for efficient optical fiber sourcing on a wholesale market
[NO] 699/1000 | AI-Driven Enhancement of Intrusion Detection Systems with Generative Adversarial Networks
[NO] 700/1000 | Quantitative Study on the Factors Influencing the Visual Attraction of Historical Commercial Streets: A Case Study of Jimo Ancient City
[NO] 701/1000 | From Digital Reproduction to Cultural Symbiosis: A Pathway of Integration and Co-Creation in the Digitization of Cultural Artifacts
[NO] 702/1000 | Geoacoustic Inversion in Shallow Water via Differentiable Modeling
[NO] 703/1000 | Machine Learning-Based Delivery Time Prediction for Low-Carbon Food Delivery
[NO] 704/1000 | AI-Driven Decision Support Systems for Lifestyle Modification in Cancer Prevention: Personalisation, Technologies and Ethical Challenges*
[NO] 705/1000 | Cloud-Based Online Learning Platform
[NO] 706/1000 | Study on the Revitalization Path of Heritage Musical Instruments Driven by Multisensory Technology—Bronze Drum Interaction Device Design Demonstration
[NO] 707/1000 | A Stacking Classifier Approach for Company Performance Classification
[NO] 708/1000 | A Denoising Diffusion Probabilistic Model-Based Reconstruction System for Underwater Ship Radiated Noise Signal
[NO] 709/1000 | CSI Prediction Using Diffusion Models
[NO] 710/1000 | Research on the Impact of Color Attributes on Product's Cuteness Perception and Optimization Design Strategies
[NO] 711/1000 | HABFusion: A Multimodal Fusion Framework for Multi-Step Harmful Algae Bloom Prediction with Longer-Term Lead Time
[NO] 712/1000 | Adaptive Multi-Subspace Tracking for Robust Small Target Detection in Non-Stationary Shallow Water Reverberation
[NO] 713/1000 | Development of Single-sided Frequency Mixing Ultrasonic Transducers for Detecting Micro-defects in Pipeline Welds
[NO] 714/1000 | A Study on the Interference Suppression of CMOS MEMS Monolithic Integrated Infrared Detectors Under Environmental Temperature Variations and Electromagnetic Radiation
[NO] 715/1000 | A Method for Monitoring Tool Wear Based on the Coupling of Digital Twin and Tribological Mechanism
[NO] 716/1000 | Inventory Control with a Fixed Ordering Cost and Demand Learning
                    <sup>*</sup>
[NO] 717/1000 | Digital Preservation of Intangible Cultural Heritage Under Multimodal Data Fusion: A Case Study of the Jinjia Street Exhibition Hall in Dalian
[NO] 718/1000 | Exploring the Limits of AI Cryptanalysis with Semantic Discrimination Evaluation: From Enigma to RSA
[NO] 719/1000 | Invisible FaceMask: Active Defense Technologies Against Deepfake
[NO] 720/1000 | Reduced-Order Dynamics Modeling of Deep-Sea Mining Vehicles Considering Slip-Sinkage Coupling
[NO] 721/1000 | A Ship Target Modulation Feature Extraction Method Based on Vmd-Cycbd
[NO] 722/1000 | Smart Deep Learning System for Real-Time Driver Drowsiness and Yawn Detection to Enhance Road Safety
[NO] 723/1000 | Photovoltaic Power Forecasting: Benchmarking Deep Learning Architectures for Scenario-Based Production Scheduling
[NO] 724/1000 | Gate-Optimized Borrow-Select Subtractor Architectures for Energy-Efficient CMOS Arithmetic Units
[NO] 725/1000 | A Unet++ Model That Employs Automated Ai for the Analysis of Facial Recognition, Detection, and Segmentation, Which Also Encompasses the Examination of Wrinkles
[NO] 726/1000 | Velocity Tracking for Underactuated Unmanned Surface Vehicles via Deep Koopman Model Predictive Control
[NO] 727/1000 | GenEdu: Personalized Learning with Retrieval-Augmented Generative AI and Dual-Layer Evaluation
[NO] 728/1000 | Few-Layer MoSe
                    <sub>2</sub>
                    Nanomechanical Resonator with High Laser-Power-to-Frequency Responsivity at Room Temperature
[NO] 729/1000 | Localization of Conveyor Line for Unmanned Forklift Based on Improved YOLOv10
[NO] 730/1000 | Coordinated Optimization of Hybrid Energy Storage System Sizing and Energy Management for Wave Energy Converter Applications
[NO] 731/1000 | H2K-Former: A Deep Learning-Based Hierarchy-Aware Transformer Reranker for Traditional Chinese Medicine Retrieval
[NO] 732/1000 | Sound-Speed-Ratio Inversion for Seabed Sediments Using Multi-Angle Sub-Bottom Profiler Data from a Parametric Array
[NO] 733/1000 | EY-Lite: A Computation-Efficient and Robust Framework for Real-Time Student Behavior Detection
[NO] 734/1000 | Analysis of the Site Characteristics of Traditional Villages Based on AI Image Recognition Technology: A Case Study of Traditional Villages in Northern Fujian
[NO] 735/1000 | Reassessing the Promises of AI in Commercial Arbitration: Do the Advantages Really Hold Up?
[NO] 736/1000 | Experimental Verification of Vibration-Based Unbalance Detection in a PMSM Drive Using a CNN-Based Classification Framework
[NO] 737/1000 | Seeds of Tomorrow: Pioneering a Transparent Future in Indian Agriculture
[NO] 738/1000 | Development of a Soft Start for DC Circuit Breakers in Seafloor Network Power Systems
[NO] 739/1000 | Engineering Readiness Assessment for IFRS 17 Claims Processing: A Data Integrity and Auditability Framework
[NO] 740/1000 | Analysis of Motor &amp; Wheel Steering Model Based on ADAS
[NO] 741/1000 | Depth Control of an AUV Using Bow and Stern Horizontal Rudders: Methodology and Experimental Validation
[NO] 742/1000 | Analyzing Student Sentiment in Literature Discussions Using Machine Learning Techniques
[NO] 743/1000 | Attention-Based Deep Learning for Early Cancer Detection from Circulating Tumor DNA
[NO] 744/1000 | Large Language Models and Social Media Information Integrity: Opportunities, Challenges, and Research Directions
[NO] 745/1000 | Design Thinking for Fostering Innovation in Logistics
[NO] 746/1000 | Design of control laws for partially observable timed event graphs with disturbances inputs under hybrid constraints
[NO] 747/1000 | From Legal Advice to Legal Automation: the Scope of AI in Providing Accessible Legal Services
[NO] 748/1000 | Research on User Behavioral Characteristics of AI Video Tools Based on Online Text Data and Questionnaire Data
[NO] 749/1000 | AI-Assisted Analysis of Guzheng Performance Body Movements: Innovation Through Motion Recognition Technology
[NO] 750/1000 | A Study on Parent-Child Product Design Focusing on Father's Participation Based on the Analytic Hierarchy Process Methodology
[NO] 751/1000 | The Impact of Increasing Foreign Direct Investment in the Fashion Industry on Export Prices
[NO] 752/1000 | An Attention-Driven Autoencoder with Dual- Domain Modulation for High-Fidelity Ultrasound Speckle Suppression
[NO] 753/1000 | Identification of the Control Object Dynamics by Symbolic Regression
