[2026-08-28 02:37:48] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-08-27
正在获取论文...
[arXiv] 2026-08-27 | Bochner Stability for B-stable DIRK Schemes
[NO] 975/1986 | Finite group schemes as fundamental group schemes of smooth projective varieties
[NO] 976/1986 | Asymmetric Ions in Solution are Similar to Active Brownian Particles
[NO] 977/1986 | A proof of the Arnold-Givental conjecture
[NO] 978/1986 | An Extremal Spectral Problem for Triangle-Free Graphs Arising from Quantum Transport
[NO] 979/1986 | Large Magnet Structures for Fusion Technology: Lessons from ITER
[NO] 980/1986 | Rank-Three Projections and Minimal Multiplicity Bipartitions of Path Complements
[NO] 981/1986 | DINOcular: Self-Supervised Visuospatial Representations
[NO] 982/1986 | STEP: State-Aware Task Estimation and Planning with Multi-Modal LLMs for Human-Robot Collaboration
[NO] 983/1986 | BALMS: Benchmarking Agentic LLMs for Longitudinal Mental Health Sensing
[NO] 984/1986 | Mapping class groups have a unique Polish group structure
[NO] 985/1986 | Linear Stability and Inviscid Damping of Monotone Shear Flows for 2D Compressible Euler Equations
[NO] 986/1986 | Fermi gas of domain-wall Skyrmions in QCD in a strong magnetic field
[NO] 987/1986 | MOF-Enhanced Triboelectric Nanogenerators as Advanced Self-Powered Sensors: Physics-Informed Cross-Modal Fusion for Rotating Machinery Fault Diagnosis
[NO] 988/1986 | NetCAS: Dynamic Cache and Backend Device Management in Networked Environments
[NO] 989/1986 | IoT-Based Smart Gas Leakage Detection and Emergency Response System for Residential Safety
[NO] 990/1986 | ERD-ResNet: A Multi-Scale Deep Learning Framework for Wrist Fracture Classification from X-Ray Images
[NO] 991/1986 | Ontology as Distributed Coordination Infrastructure for the Circular Economy
[NO] 992/1986 | Towards Self-Adaptive Embryonic Systems
[NO] 993/1986 | A Multi-Study Evaluation into Generative Artificial Intelligence for Test-Driven Development
[NO] 994/1986 | A Multi-View Deep Learning Framework for Device-Free Human Gait Identification Using ESP32 WiFi CSI
[NO] 995/1986 | DeepCNN–LSTM: A Hybrid Deep Learning Framework for Stress Detection Using Wearable Physiological Signals
[NO] 996/1986 | An Enhanced Multi-Slice Field–Circuit Coupling Method Incorporating Capacitive Effects for Fast Transient Analysis of GIL
[NO] 997/1986 | Numerical Analysis of MoO
                    <sub>3</sub>
                    -Integrated RbGeI
                    <sub>3</sub>
                    Perovskite Solar Cell
[NO] 998/1986 | Edge-Enabled UAV Anomaly Detection Using Multimodal Sensor Fusion and Lightweight Embedded Machine Learning
[NO] 999/1986 | Conditional Adversarial Residual Training for Cloud Removal and High-Fidelity Image Reconstruction in Satellite IoT-Based Coastal Monitoring
[NO] 1000/1986 | Compressive Toeplitz Covariance Estimation From Few-Bit Quantized Measurements With Applications to DOA Estimation_supp1-3727446.pdf
[NO] 1001/1986 | Coded Redundancy for Reducing Task Average Latency in Distributed Stream Processing Systems
[NO] 1002/1986 | Toward Deployable Low-Altitude Economy Networks: A Multi-Layer Architecture with Reinforcement Learning Enablers
[NO] 1003/1986 | Human-Cognitive Buildings Interaction through Smart Gloves
[NO] 1004/1986 | Optimizing Differential Privacy in Federated Analytics under Known Input Distributions
[NO] 1005/1986 | Graph-Aware Prompting Network for Generalizable Depth Super-Resolution_supp1-3726357.pdf
[NO] 1006/1986 | Authors Index
[NO] 1007/1986 | An Energy-Storage Investment Risk Quantification Method Based on a t-Copula and Conditional Value-at-Risk
[NO] 1008/1986 | Dual-Loop PID Control Method for Front-End Hydraulic Speed Regulation Based on Frequency Domain Theory
[NO] 1009/1986 | Reliable Unreliability in Edge Deployments
[NO] 1010/1986 | A Pixel-Based FAS with 6-bit Reconfigurability Deployed at Both Transmitter and Receiver for Interference Mitigation
[NO] 1011/1986 | A Dynamic Configuration Method for 3GPP Terrestrial Broadcast SFNs Based on Coordinated Interference Prediction
[NO] 1012/1986 | An Advanced Modulating Signal-Based PWM Strategy for Three-Phase Voltage Source Inverters with Scalar Control for Induction Motor Drives
[NO] 1013/1986 | Virtual Space Switching: Fast Mobility Handoffs for Situated Intelligence
[NO] 1014/1986 | Research on Deep Optimization of Cogeneration of Heat and Power in Steam Turbines Based on Low-Pressure Exhaust Heat Utilization
[NO] 1015/1986 | Edge-Based Multimodal Driver Monitoring System on Raspberry Pi
[NO] 1016/1986 | Nonsingular Prescribed-Time Bipartite Consensus of Multi-Agent Systems with Actuator Faults
[NO] 1017/1986 | Design of a Real-Time Image Processing and Robotic Arm Vision Guidance System Based on the Cyclone IV E FPGA
[NO] 1018/1986 | CBAM-StrokeNet: Lightweight CBAM-MobileNet Family for Multi-Class Real-Time Brain Stroke Classification from CT Images
[NO] 1019/1986 | Performance Evaluation of Low-Power Wireless Networks for Indoor Localization
[NO] 1020/1986 | Quantized TabM: A Resource-Efficient Framework for Adverse Glycemic Event Forecasting
[NO] 1021/1986 | Hidden in Plain Sight: A Robust Generative Model for Secure Medical Data Sharing
[NO] 1022/1986 | Research on Defect Identification and Intelligent Diagnosis of Power Equipment Based on Knowledge Graph
[NO] 1023/1986 | Energy-optimal control considering thermal effects of UAV motors
[NO] 1024/1986 | Suppression of Stray Radiation in Five-Axis Rotary Table CATR System
[NO] 1025/1986 | Kinetic Inductance Detectors for the Far Infrared: from operating principles to instruments
[NO] 1026/1986 | Design and Performance Analysis of a Compact Four-Element MIMO Antenna for Wi-Fi 6E, WLAN, and IoT Applications
[NO] 1027/1986 | IEEE Communications Magazine
[NO] 1028/1986 | A Cloud and IoT-Based Secure Data Sharing Model for Smart Homes and Cyber-Physical Systems
[NO] 1029/1986 | Feature-Group Diagnostics for Weak-Signal AUD/USD Direction Forecasting
[NO] 1030/1986 | (POSTER) VarDiag: Precise Fault Localization for Resource-Constrained IoT Sensor Nodes
[NO] 1031/1986 | GPS-Free Self-Healing Drone Networks via Virtual Spring-Dampers
[NO] 1032/1986 | A Composable Game-Theoretic Framework for Blockchains
[NO] 1033/1986 | 2026 9th International Conference on Electronics Technology (ICET)
[NO] 1034/1986 | Intention Recognition for Digital Forensics: With Agentic AI
[NO] 1035/1986 | Urban Green Space Classification from Satellite Imagery: A Robustness Evaluation
[NO] 1036/1986 | Optimal Bidding Strategy and Energy Dispatch for Hydrogen Energy Storage Systems Participating in the Electricity Market Based on Transformer
[NO] 1037/1986 | Research on Coordinated Control of Load-bearing Gait of Firefighter Lower Limb Exoskeleton Based on Fuzzy PID
[NO] 1038/1986 | A Condition-Adaptive Bi-Level Aggregate Microgrid Dispatch Method Based on Improved TIEO
[NO] 1039/1986 | Quantum Machine Learning versus Machine Learning for Intrusion Detection in 5G Environments
[NO] 1040/1986 | A Graph Neural Network and Transformer-based Anomaly Detector and Root Cause Analyzer in Radio Access Networks
[NO] 1041/1986 | Development of Predictive Models for Gallstone Disease Using Machine Learning Techniques
[NO] 1042/1986 | CLOUD 2026 Organizers
[NO] 1043/1986 | A Review of
                    <i>Wisconsin Alumni Research Foundation v. Apple</i>
                    —Part XI
[NO] 1044/1986 | Heat-Treatment-Dependent Apparent Low-Frequency Dielectric Anomaly of Pressed Magnesium Oxide Insulation for Downhole Electric Heaters
[NO] 1045/1986 | ICCCN 2026 Program Overview
[NO] 1046/1986 | “Security and AI Standardization for Digital Twins in Next-Generation Communication Systems”
[NO] 1047/1986 | Double Perovskite Layer Based Sustainable Solar Cell for Boosting Efficiency: A New Approach
[NO] 1048/1986 | Towards Achieving Room-Level Localization Fusing Depth-Based and Spectrographic Modalities
[NO] 1049/1986 | A Soliton-Driven Refractive Index Sensing Using Hollow-Core Photonic Crystal Fiber
[NO] 1050/1986 | Effect of Solvent Post-Treatment on the Performance of PEDOT:PSS-Based Organic Electrochemical Transistors
[NO] 1051/1986 | A Hybrid Human-in-the-Loop IoT System for Precision Irrigation with Real-Time Soil Health Monitoring
[NO] 1052/1986 | Det-TESLA: Integrated Multicast Authentication and Flow Scheduling for Deterministic Networking
[NO] 1053/1986 | Cover Page
[NO] 1054/1986 | HandNav: An IoT-Based Smart Navigation Glove for Visually Impaired People
[NO] 1055/1986 | Named Data Networking (NDN) for Collective Network Intelligence: a Smart Museum case study
[NO] 1056/1986 | TWIST: Trains under Weather, Illumination, and Seasonal Time
[NO] 1057/1986 | A Compact Eight-Element UWB MIMO Antenna for Radar Imaging and High-Speed Wireless Communications
[NO] 1058/1986 | A Lightweight Framework for Multi-view Chest Radiograph Analysis using Augmented Metadata
[NO] 1059/1986 | Design and Performance Analysis of a Compact FR-4-Based Antipodal Vivaldi Antenna for Ultra-Wideband and mmWave Applications
[NO] 1060/1986 | Dynamic Pipeline Inference Optimization for LLMs: Load-Aware Partitioning, Updating, and Migration
[NO] 1061/1986 | Logical-to-Physical Compilation for Reducing Depth in Distributed Quantum Systems
[NO] 1062/1986 | SCGAT-HFL: A Semantic-Aware Hierarchical Federated Learning via Communication-Gated Graph Attention Networks for 6G Services
[NO] 1063/1986 | A Patch Resonator for the Measurement of Dielectric Constants of Nematic Liquid Crystals at Millimeter-Wave Frequencies
[NO] 1064/1986 | LLM-Assisted Task-Adaptive Semantic Communication over Non-Ideal Channels for Vision–Language Systems
[NO] 1065/1986 | Dementia Etiology Diagnosis via Collaborative Meta Knowledge Enhancement
[NO] 1066/1986 | The Throughput Gain of Hypercycle-level Resource Reservation for Time-Triggered Communication_supp1-3727381.pdf
[NO] 1067/1986 | A Novel Adaptive Data-Driven Neural Dynamic Surface Control for Unknown Nonlinear Uncrewed Ground Vehicles With Input Saturation
[NO] 1068/1986 | Risk-Aware Identity Management for Online Multi-Camera Vehicle Tracking
[NO] 1069/1986 | Mind the Gap Connecting Protocol Representations in Squirrel
[NO] 1070/1986 | Visual Embodied Brain-1.5: Enhanced Perception, Spatial Reasoning and Robot Control in Spaces
[NO] 1071/1986 | CSDWC: A cross-source waveform cooperation method for estimating forest canopy height change from GEDI and airborne LiDAR-simulated waveforms
[NO] 1072/1986 | Cooperative Disturbance-Resilient Dual-Arm Control for Bolt Tightening on an Autonomous Aerial Transmission Line Maintenance Robot
[NO] 1073/1986 | Transfer Self-Supervised Multi-Scale Temporal Modeling for Ship-Motion-Based Sea State Classification
[NO] 1074/1986 | Revisiting Traditional Wireless Operations Through the Lens of Large Synthetic Datasets
[NO] 1075/1986 | (POSTER) Towards Edge-Based Small Language Models for Automated Network Management via Two-Stage Adaptation
[NO] 1076/1986 | spaPS: Spatially-Aware Publish-Subscribe Middleware for IoT Systems
[NO] 1077/1986 | Squashing the Squash in Disassortative Graphs: A Theoretical and Practical Approach_supp1-3724824.pdf
[NO] 1078/1986 | RetinoNet: A Hybrid CNN with Ghost Blocks and Dual Attention for Accurate Multi-Class Diabetic Retinopathy Classification
[NO] 1079/1986 | An Optimal Multi-Degree-of-Freedom Phase-Shift Modulation Strategy for Minimum Loss Operation in Inductive Power Transfer Systems
[NO] 1080/1986 | SENTRYNet: A User Centric Privacy Preserving IoT Alerting Architecture for Deaf &amp; Hard of Hearing
[NO] 1081/1986 | Performance Comparison Between Best Relay Selection and Best RIS Selection in Enhancing the Security of Wireless Network
[NO] 1082/1986 | Analyzing and Contrasting the Performance of Flat and Crescent-Shaped Solar Panels for Enhanced Photovoltaic Applications
[NO] 1083/1986 | BEAR: BGP Event Analysis and Reporting
[NO] 1084/1986 | A Deep Feature-Driven Explainable Machine Learning Model for Fruit and Vegetable Freshness Classification and Rotten Localization
[NO] 1085/1986 | Introduction to the Special Issue on Large Action Models (LAMs): Theory, Implementation, and Applications
[NO] 1086/1986 | Unsupervised Machine Learning for Anomaly Detection in Thread IoT Networks
[NO] 1087/1986 | Mechanisms for Performance Analysis of an Edge–Cloud Telemedicine System
[NO] 1088/1986 | Rule-Driven Self-Organized Swarm Delivery to Evolutionary Nanorobots
[NO] 1089/1986 | Configuration-Dependent Empirical Modeling of Power MOSFETs Threshold Voltage Degradation Under Lightning Stress
[NO] 1090/1986 | VGDNet : An Attention-Based Weighted Fusion Architecture for Automated Tomato Leaf Disease Detection with Explainable AI
[NO] 1091/1986 | Understanding Cross-Cloud Interconnects: Hands-On Measurements and Cost Optimization
[NO] 1092/1986 | Study on Wideband Oscillation Suppression by Grid-Forming Reactive Power Compensation Using Frequency-Adaptive Damping Control
[NO] 1093/1986 | DESCANT: Human-Robot Collaborative Inline Quality Control for Acoustic Sensor Production
[NO] 1094/1986 | A Reconfigurable and Energy-Efficient xLSTM Accelerator Architecture for Edge Computing with RISC-V Compatibility
[NO] 1095/1986 | A Modified Multi-Verse Optimizer for Task Allocation
[NO] 1096/1986 | Simulation-Based Investigation of Lead-Free All-Perovskite Tandem Solar Cells
[NO] 1097/1986 | Input-Agnostic Runtime Metric Based Memory Optimization for Serverless Functions
[NO] 1098/1986 | Study on Modeling and Control of TCPFA in Finger Mechanism
[NO] 1099/1986 | Characterizing Synchronization Overhead in Hybrid Parallel Training of Clinical Prediction Models on Multilevel Architectures
[NO] 1100/1986 | Computing Edge
[NO] 1101/1986 | Blockchain based UAV MarketPlace with Machine Learning for Livestock Health Prediction
[NO] 1102/1986 | Dynamic Modeling for a Multisegment Soft Continuum Robot With External Loads_supp3-3721199.xlsx
[NO] 1103/1986 | Task-Aware Offloading for Heterogeneous DC-HAP Systems
[NO] 1104/1986 | C-PCP: Correlation-Aware Proportional Critical Path Scheduling for Input-Sensitive Serverless Workflows
[NO] 1105/1986 | Exploring Privacy in Smart Digital Wallets for CBDC Payments
[NO] 1106/1986 | Computing in Science &amp; Engineering
[NO] 1107/1986 | Nf-PEAK: Process-Based Energy Attribution for Nextflow Workflows on Kubernetes Clusters
[NO] 1108/1986 | Adaptive Depth-Aware Real-Time Object Perception for Contextual Mobile Augmented Reality
[NO] 1109/1986 | Broadband multimode 3-dB power splitter integrated with mode conversion function
[NO] 1110/1986 | A Li-Fi-Based Smart Traffic Management System for Real-Time Adaptive Signal Control
[NO] 1111/1986 | Safeguarding Privacy in Voice Phishing Detection: Evaluating the Efficacy of Synthetic Datasets
[NO] 1112/1986 | pFedHNlight: Personalized Federated Learning Based Hypernetwork and Lightweight Local Architecture for Enhanced Privacy
[NO] 1113/1986 | Table of Contents
[NO] 1114/1986 | Explainable ordinal regression and ensemble learning for accurate diabetes risk prediction
[NO] 1115/1986 | OpenCV-Based Object Detection and Tracking of Wind Turbine Blade Regions
[NO] 1116/1986 | GenRL-CC: A GAN-Augmented Deep Reinforcement Learning Framework for Adaptive Congestion Control in Real-Time Communication
[NO] 1117/1986 | A Necessary and Sufficient Condition for Large-Signal Stability Analysis of Dispatchable Virtual Oscillator Control
[NO] 1118/1986 | A Security and Experimental Analysis of IoT Communication Protocols
[NO] 1119/1986 | Real-time Distributed Photovoltaic Power Estimation Method Based on Real-time Field Construction and Feature Aggregation
[NO] 1120/1986 | The Effect of High Altitude on the Aerodynamic Performance of Wind Turbine Blades
[NO] 1121/1986 | Research on the Reconstruction of Main Shaft Angular Acceleration Response in Wind Turbine Drivetrains
[NO] 1122/1986 | Machine Learning-Based Analysis of Seasonal Urban Heat Island and Land Use Transitions in Bangladesh
[NO] 1123/1986 | Bandwidth-Aware Decentralized Federated Learning in Wired Networks
[NO] 1124/1986 | Road Accident Severity Prediction in Bangladesh Using Explainable LightGBM
[NO] 1125/1986 | Active Power Oscillation Suppression Strategy for Parallel Virtual Synchronous Generator Systems Based on Composite Transient Damping
[NO] 1126/1986 | Effective Feature Engineering with Stacking Ensemble for Heart Disease Prediction
[NO] 1127/1986 | Prediction and Analysis of Bangladesh’s Recent Dengue Surge by Artificial Intelligence with LSTM Time Series Forecasting Method
[NO] 1128/1986 | Smartphone video–based knee extension moments during chair rise relate to MRI measures of muscle force-generating capacity
[NO] 1129/1986 | Energy Harvesting-Aware Client Selection in Relay-Assisted Over-The-Air Federated Learning
[NO] 1130/1986 | Adaptation Mechanism of Human-Machine Teaming for Urban Low-Altitude Defense
[NO] 1131/1986 | 3D MRI-Based Alzheimer’s Disease Classification Using Multi-Modal 3D CNN with Leakage-Aware Subject-Level Evaluation
[NO] 1132/1986 | Towards Strong Certified Defense with Universal Asymmetric Randomization
[NO] 1133/1986 | Deep Learning of Read References in NAND Flash Memory
[NO] 1134/1986 | Stable Behavior, Limited Variation: Persona Validity in LLM Agents for Urban Sentiment Perception
[NO] 1135/1986 | A 32-Gb/S 0.57-Pj/B ILO-Based NRZ Transmitter with Edge-Boosting 3-Tap FFE in 28-Nm CMOS
[NO] 1136/1986 | A Consideration on Timing of Parameter Variation in Data-Driven PID Control Systems with a Kalman Filter
[NO] 1137/1986 | Navigation of Vascular Magnetic Microrobots under Pulsatile Disturbance via a Self-Sensing Weight-Scheduled Hybrid Controller
[NO] 1138/1986 | GAT Based Health Evaluation Considering Dynamic Topology of Distribution Grid
[NO] 1139/1986 | Hex2Wave: A Cross-Modal Framework for Unknown Protocol Clustering via Traffic Sonification
[NO] 1140/1986 | An Intelligent Inspection Method for Base Station Antennas Based on UAV Imagery and Deep Learning
[NO] 1141/1986 | A Comparative Study of CNN, Transformer, and Recurrent Models for Deepfake Detection on Degraded Images
[NO] 1142/1986 | Human-Inspired Grasping State Regulation Strategy Based on Visual Feedforward and Tactile Gating Reflexes
[NO] 1143/1986 | Receiver-Invariant Radio Frequency Fingerprint Identification under Partially Observed IoT Deployments
[NO] 1144/1986 | Optimizing PV and battery storage capacity in PEDF systems for agricultural buildings in high-altitude cold regions
[NO] 1145/1986 | Locally Optimal Detection for Spectrum Sensing under MA-Based Bernoulli-Gaussian Noise_supp1-3727618.pdf
[NO] 1146/1986 | Embodied Scene Rearrangement Planning
[NO] 1147/1986 | Performance Analysis of Diamond-Bonded GaN-on-Si HEMTs in DC-DC Converter Circuits
[NO] 1148/1986 | Denoising Method for GIS Partial Discharge Signals Based on SSA-Optimized VMD and Adaptive IMF Selection
[NO] 1149/1986 | SoftCerv: A Pneumatic Soft Robot for Speculum-Free Cervical Cancer Screening_supp1-3722315.mp4
[NO] 1150/1986 | A Comparative Analysis of Ensemble Machine Learning Algorithms for Predicting Diabetes Using Explainable AI
[NO] 1151/1986 | Electric Field Distribution in DC Bushings Under Anisotropic Bulk Conductivity: Effect of Non-Uniform Temperature Field Considering Dielectric Harmonic Loss
[NO] 1152/1986 | Copyright Page
[NO] 1153/1986 | An Organization-Scoped LLM Agent Runtime Architecture for Regulated Cybersecurity Operations
[NO] 1154/1986 | Interfacial Coating-Induced Charge Transport Regulation and Insulation Performance of HVDC Cable Joint Interfaces
[NO] 1155/1986 | Flexible Distributed Particle Filtering for the Internet of Things via Aggregate Computing
[NO] 1156/1986 | What Evolutionary Algorithm(s) Should We Use? Towards Preliminary Guidelines from an Exploratory Analysis of Foraging Problems
[NO] 1157/1986 | Diagnosing Performance Divergence in Ethereum Execution Clients
[NO] 1158/1986 | Blockchain-Based Spatial Registry and Management in Multi-User Mixed Reality
[NO] 1159/1986 | Design of a Sum-Difference Beamforming Waveguide Antenna Array Based on Particle Swarm Optimization(PSO)
[NO] 1160/1986 | Dueling Bandit: Adversarial Attack and Robust Defense
[NO] 1161/1986 | Self-Supervised Spatiotemporal Sea Temperature Imputation for Intelligent Salmon Farming Management
[NO] 1162/1986 | Study on the Mean Wind Pressure Coefficient and Shielding Effect of Floating Low-Tilt-Angle Photovoltaic Panel Arrays
[NO] 1163/1986 | ViT and Bi-LSTM Framework for Nepali Image Captioning with Explainable AI Analysis
[NO] 1164/1986 | An Integrated Electrical Stimulation-Iontophoresis System with sEMG Feedback for Enhanced Tendon Repair and Intelligent Monitoring
[NO] 1165/1986 | Kinematics Simulation Research on the Six-Degree-of-Freedom Manipulator for Nuclear Power Plants
[NO] 1166/1986 | LIFT: Client-Shared Latent Space for Federated Learning in Heterogeneous Environments
[NO] 1167/1986 | An Experimental Investigation of Binary Natural Ester Blends for Next Generation Biodegradable Transformer Oil
[NO] 1168/1986 | Probabilistic Marking based Secure Cross-user Deduplication in Cloud Storage
[NO] 1169/1986 | IEEE Journal of Solid-State Circuits Information for Authors
[NO] 1170/1986 | E2E-LOAD++: End-to-end Long-form Online Action Detection and Beyond_supp1-3727766.pdf
[NO] 1171/1986 | Optimization Matching Algorithm for Integrated Wind Solar Energy Storage Based on Wavelet Decomposition and Particle Swarm Optimization Algorithm
[NO] 1172/1986 | Informational Nudging and Collective Cooperation under Flood Risk: An Agent-Based Study
[NO] 1173/1986 | Quasi-Distributed Shallow Geothermal Energy Monitoring Based on Single-Bus Concurrent Communication Strategy
[NO] 1174/1986 | AI-based Framework for Automated Segmentation and Surgical Decision Support in Ascending Thoracic Aortic Aneurysm
[NO] 1175/1986 | Enhancing Spectral-Spatial-Temporal Efficiency of NOMA: Challenges and Design Considerations
[NO] 1176/1986 | Anonymous Authorization Auditing Scheme Over Fuzzy Multi-Keyword Searchable Encrypted Data in Cloud Storage
[NO] 1177/1986 | Enhancing Machining Robot Workspace and Stability via Two-Dimensional Base Expansion in a Modular Machining System
[NO] 1178/1986 | Robust, Explainable Cross-Dataset Deepfake Video Detection: Attention-Pooled Face Sequences with Compression-Aware UDA-DANN and Interactive GUI
[NO] 1179/1986 | Poster: Carrier-assisted Querying of Analog Backscatter Tags
[NO] 1180/1986 | BEAVER: Battery-Free Edge AI for Visual Environmental Recognition
[NO] 1181/1986 | Ditto: Online Memory Rightsizing and Value-Aware Eviction for Reducing Cold Starts in Serverless Platforms
[NO] 1182/1986 | Controllable Prediction Intervals for Probabilistic Load Forecasting via Deep Quantile Regression
[NO] 1183/1986 | Joint Cloud-Resilient Super-Resolution and Restoration Using AlphaEarth Foundation Embeddings
[NO] 1184/1986 | A Bounded-Rationality Stackelberg Game for Virtual Power Plant Dispatch with Adaptive Dual-System Narrative Learning
[NO] 1185/1986 | Zinc Hydroxide with a Wide Alkalinity Window Enables High-Performance CsPbI
                    <sub>3</sub>
                    Perovskite Light-Emitting Diodes
[NO] 1186/1986 | A Practical Workflow for Synthetic Energy Time-Series Generation and Evaluation for Smart-Energy Forecasting
[NO] 1187/1986 | Power Optimization Allocation Strategy for Vanadium Redox Flow Battery Energy Storage Systems Considering Loss and SOC Balancing
[NO] 1188/1986 | A Security Analysis of the OpenClaw AI Agent Framework
[NO] 1189/1986 | BridgeScheduler: Non-Intrusive Sensing and Collaborative Scheduling for Hybrid Edge-Cloud Environments
[NO] 1190/1986 | Explainable Bluetooth DoS Detection in IoMT Networks Using a Protocol-Aligned Concept-Supervised SENN-Style Model
[NO] 1191/1986 | Collaborative Processing for Multi-Tenant Inference on Memory-Constrained Edge TPUs
[NO] 1192/1986 | An Intelligent Content Caching for NDN with Communication-Efficient State Sharing
[NO] 1193/1986 | Beyond Coarse Verifiers: Token-Diversity Reinforcement Alignment with Verifiable Rewards
[NO] 1194/1986 | Dangerous Object Detection and Recognition Based on Adaptive Spatial Feature Fusion
[NO] 1195/1986 | CSEQIntent: A Benchmark Dataset for Intent Detection in Undergraduate CSE Student Questions
[NO] 1196/1986 | Modeling-based Excitation Impedance Measurement via CT Port Impedance Switching and Port-Connecting Impedance Selection
[NO] 1197/1986 | A Two-Stage OTA-Based Analog Filter Chain for ECG Noise Suppression
[NO] 1198/1986 | Differentiated Retail Electricity Package Pricing Method Based on User Comprehensive Portrait for Adjustable Capacity Maximization
[NO] 1199/1986 | Certified-Bound Design of Capacitive and Conductimetric Lab-on-Chip Biosensors: Guaranteed Geometric Factors, Detection Windows and Electrode Rankings
[NO] 1200/1986 | Single-Device Multimodal Magnetoelectric Resonant Sensing Based on Frequency-Orthogonal Modal Channels
[NO] 1201/1986 | Effect of Electrode Spacing on the Induced Flow of Surface Dielectric Barrier Discharge
[NO] 1202/1986 | LLM-Based Multi-Agent Collaboration for Constrained Multi-Objective Container Placement
[NO] 1203/1986 | ORION: Olfactory and RF Multimodal Sensing for UAV-Based Localization of Disaster Victims
[NO] 1204/1986 | qScheduler: A Hybrid Reservation–Dispatch System for Integrating QPUs into Slurm-Managed HPC Workflows
[NO] 1205/1986 | MC-R1: Mitigating Hallucinations via Reinforcement Learning with String-Match-Based Verifiable Rewards under Modality Conflicts_supp1-3726309.pdf
[NO] 1206/1986 | Study on Lightning Risk Assessment and Retrofit Design for 230 kV transmission lines in Laos
[NO] 1207/1986 | Broadcast-and-Mixing Transformer for 3D Semantic Segmentation
[NO] 1208/1986 | Physics-Informed Digital-Twin Evidence Fusion for Resilient Cloud Control of UAV Under Compound Cyberattacks
[NO] 1209/1986 | Computer-Aided Optimization and Control of WFGD Slurry Waste-Heat Recovery for Demineralized-Water Heating
[NO] 1210/1986 | Reinforcement Learning-Based Dynamic Client Selection for Communication-Efficient Federated Intrusion Detection Systems
[NO] 1211/1986 | Advancing Early Chronic Kidney Disease Prediction: An Optimized Machine Learning Framework
[NO] 1212/1986 | Quantum Integrated Sensing and Communication: Foundations, Applications, and Future Directions
[NO] 1213/1986 | Knowledge Graph and ST-GCN Based Intelligent Framework for Proactive Outage Detection and Service Classification in Distribution Networks
[NO] 1214/1986 | Modeling and Simulation Technology for UAV Cooperative Path Planning Based on Dynamic Window Approach
[NO] 1215/1986 | Compact Metasurface-Inspired Dual-Wideband Linearly/Circularly Polarized Slot Antenna with Flexible Frequency Control
[NO] 1216/1986 | A Joint Approach to Beam Sharpening via Virtual Array and Clutter Suppression Based on Orthogonal Projection in Shipborne HFSWR
[NO] 1217/1986 | S
                    <sup>3</sup>
                    E-Det: A Strict Spatial–Spectral Equivariant Detector for Multispectral Object Detection
[NO] 1218/1986 | Interpretable Policy Transfer via Causal Inference for Efficient Reinforcement Learning in Adversarial Environments
[NO] 1219/1986 | Cutting to the Chase: NVMe-oF Fast-track for Replicated Persistent Key-value Stores
[NO] 1220/1986 | Techno-economic analysis of a renewable hybrid system for ensuring power supply in Kutupalong Rohingya Camp
[NO] 1221/1986 | WHO: World Model Approach for Handover Optimization in 5G Networks
[NO] 1222/1986 | Direction-Aware Load-Balanced Potential-Game-Based Handover Scheme (DLPHS) for Mobility Management in Heterogeneous Wireless Networks
[NO] 1223/1986 | A Fixed-Point Approximate Inference Method for LSTM FPGA Prototyping: Python–Verilog Consistency and Combined Accuracy–Resource Analysis
[NO] 1224/1986 | Robust Preshaping Detection Method Using Multichannel EMG and IMU
[NO] 1225/1986 | Hardware Acceleration of Probabilistic Computing for Max-Cut Problems
[NO] 1226/1986 | Multi-Time-Scale Coordinated Dispatch of Hydrogen-Electricity Coupled Integrated Energy Systems Based on Distributionally Robust Optimization
[NO] 1227/1986 | Active Cyber Defense Strategy through Multi-Agent Systems Verification
[NO] 1228/1986 | Design of a DC-3GHz Low Phase-Shift 6-Bit Digital Attenuator
[NO] 1229/1986 | PermitGPT: A Unified Generative-AI Pipeline for Construction Hazard Forecasting, Permit Prediction, and Community Impact
[NO] 1230/1986 | Multi-Antenna Selection Combining for GNSS Receiver Tracking Loops in Fast-Spinning Vehicles
[NO] 1231/1986 | An Attention-based Bidirectional LSTM Model With Transformer Encoder for Emotion Detection from Textual Data
[NO] 1232/1986 | X-NegoBox: An Explainable Privacy-Budget Negotiation Framework for Secure Peer-to-Peer Energy Data Exchange
[NO] 1233/1986 | Moving Ship Detection Method for Dual-View SAR Based on Motion Parameter Modulation of High-Speed Maneuvering Platforms
[NO] 1234/1986 | Small-Sample Tail Latency Prediction for Cloud Time-Series Database Services via Censoring-Aware Extreme Value Theory
[NO] 1235/1986 | At the Edge of the Heart: ULP FPGA-Based CNN for On-Device Cardiac Feature Extraction in Smart Health Sensors for Astronauts
[NO] 1236/1986 | Application of Polarimetric and Micro-Doppler Feature Selection and Optimization in Corner Reflector Recognition
[NO] 1237/1986 | Network-Coded Retrieval-Augmented Generation for Model Context Protocol: Resilient, Low-Latency Orchestration of Distributed Knowledge
[NO] 1238/1986 | High-Resolution Quantum Sensing using Rydberg Atomic Receiver: Principles, Implementations and Future Prospects
[NO] 1239/1986 | Penny: Reducing Storage Costs for Ethereum Synchronization with Hybrid Storage Devices
