[2025-12-06 09:09:12] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2025-12-05
正在获取论文...
[IEEE] 2025-12-5 | Energy Harvesting in Solar-Powered UAV Communication With Rate Splitting Multiple Access
[NO] 469/1000 | Interior design method in AR based on AI with a gesture modification
[NO] 470/1000 | Towards Understanding how Changing Translation Gain Affects Detection Thresholds
[NO] 471/1000 | 10 G/400 G Reliable Bidirectional FSO Transmission Over Turbulent Channels With Reciprocity-Driven Power Adaptation
[NO] 472/1000 | Real-Time Deployment of Pruned Unsupervised DNN for Blind Equalization in a Photonics-Aided W-Band Wireless System
[NO] 473/1000 | ISMSIT 2025 Cover Page
[NO] 474/1000 | Memory-Efficient Training for Deep Speaker Embedding Learning in Speaker Verification
[NO] 475/1000 | Machine and Deep Learning-Based Network and Web Attack Analysis with a Web-Based IDS Platform
[NO] 476/1000 | ATC 2025 Cover Page
[NO] 477/1000 | SAFEPROCESS 2025 Author Index
[NO] 478/1000 | Theoretically and Practically Efficient Maximum Biclique Search
[NO] 479/1000 | Novel Security Threats in Multi-Tenant FPGAs: Phase Tuning for Voltage Sensors in Remote Power Side-Channel Analysis Attacks on AES
[NO] 480/1000 | EmoKT: Emotion-Aware Fusion Enhanced Knowledge Tracing Using Joint Graph–Transformer Model
[NO] 481/1000 | Characterization and Minimization of Commutation Loop Inductance in Reconfigurable Battery Systems Using Magnetically Coupled Auxiliary Loops
[NO] 482/1000 | Efficient Pilot Assignment for D2D-Underlaid NOMA Cell-Free Massive MIMO Systems: A Hypergraph Coloring Approach
[NO] 483/1000 | Graph Chirp Signal and Graph Fractional Vertex–Frequency Energy Distribution
[YES] 484/1000 | ECFuzz++: An Enhanced Fuzz Testing Framework for Large-Scale System Configuration Vulnerabilities Based on Multimodal AI
[NO] 485/1000 | InGaP-on-insulator Waveguides for Entangled Pair Generation
[NO] 486/1000 | 200Km-Sensing-Range Distributed Acoustic Sensor Link Using Enhanced Scattering Fibers
[NO] 487/1000 | A Novel Fault Tree Analysis Method Based on Interval Type-2 T–S Fuzzy Model
[NO] 488/1000 | Leveraging Digital Twins for Enhanced Predictive Analytics in Smart Manufacturing
[NO] 489/1000 | Secure and Authenticating X-Ray Images Based on Histogram Segmentation, Fractional Fourier Transform (FRT) and Firefly Algorithms
[NO] 490/1000 | Generative Adversarial Networks-Driven Synthetic Patient Data Creation for Risk Identification in Childhood Acute Lymphoblastic Leukemia
[NO] 491/1000 | Spacecraft Fault Inference based on Multi-source and Multi-level Knowledge Graphs
[NO] 492/1000 | Comparison of Clustering Algorithms for Indoor Environmental Time-Series Data
[NO] 493/1000 | Finite Frequency H
                    <sub>−</sub>
                    /L
                    <sub>∞</sub>
                    Fault Detection for Demagnetized Permanent Magnet Synchronous Machine via Interval LPV Observer Approach
[NO] 494/1000 | Dynamic Risk-Aware Reconfiguration in Coherent P2MP Extended Access Networks Under Time-Varying Demands
[NO] 495/1000 | A Time-Series Forecasting Framework for Stock Market Prediction Using LSTM and Technical Indicators
[NO] 496/1000 | Partial-MIMO Application for Mode Groups Transmission Over 15-Mode and 6-Mode Multi-Mode Fibers
[NO] 497/1000 | An Empirical Comparison and Complexity Analysis of AutoEncoders for Dimensionality Reduction of Images
[NO] 498/1000 | FPGA-Based Hardware Realization of PTBC DSP for 100 Gbps 16-QAM Transmission in Coherent-Lite Optical Network
[NO] 499/1000 | Net 6.4 and 7.6 Tbps BiDi Transmission Over 10 km Hollow-Core Fiber for AI Data Center Based on $8 \lambda-225$ GBaud PAM4/6
[NO] 500/1000 | RUL Prediction of Lithium-ion Battery Based on Meta-Learning Under Small Samples
[NO] 501/1000 | Design Guidelines for EM Wireless Powering of Miniature Battery-Free Implantable Devices
[NO] 502/1000 | An electromagnetic control method of electromagnetic levitation spherical rotor in a supergravity reactor
[NO] 503/1000 | Dual Band Quarter Mode Substrate Integrated Waveguide (QMSIW) MIMO Antenna for WiMAX and Sub-6GHz Applications
[NO] 504/1000 | Improving the Ergodic Capacity of RIS-Aided UAV System Employing RSMA
[NO] 505/1000 | High-Quality 98.5-GHz Carrier Generation with Silicon Photonics mm-Wave Band Synthesizer Embedding a Multi-Resonant Optical Filter
[NO] 506/1000 | UAV Flight Path Optimization Using EM-Based Estimation of Superior Quality Communication Areas
[NO] 507/1000 | Dual-modal WGAN-VAE for Fault Detection in Non-stationary Dynamical Processes
[NO] 508/1000 | Rate-Adaptive Partial MIMO Equalization for Mode-Group Selective Transmission Over Few Mode Fibers
[NO] 509/1000 | In-band Power Ripple Detection using Longitudinal Power Monitoring
[NO] 510/1000 | An fault diagnosis method based on self-organizing map neural networks for the artillery automatic machine
[NO] 511/1000 | 39.5- Tb/s O-band Coherent Data Channels Coexistence with C-band DV-QKD and Bidirectional Service Channels
[NO] 512/1000 | Multi-level Data-driven Predictive Control for Industrial Manufacturing Processes
[NO] 513/1000 | Energy Efficiency Maximization with Dynamic Reflection Coefficient based Physical Layer Security: A Symbiotic Approach for Cellular Networks
[NO] 514/1000 | Utilizing Degeneracy in a Few-Mode Fiber to Demonstrate Entanglement Distribution
[NO] 515/1000 | Sub-optimum IQ Imbalance Compensation using TFI-OFDM for Cell-Free Environments
[NO] 516/1000 | Constraint-Aware Power Allocation for OFDM-ISAC: A Joint PSL–CRB Optimization Approach
[NO] 517/1000 | Design of Millimeter Wave Antenna for MMID Application on Bio-Sourced Substrate
[NO] 518/1000 | Performance and Efficiency Trade-offs in Transformer Models for Kannada Sentiment Analysis
[NO] 519/1000 | Improved RT-DETR Model for Automated ROI Localization in Railway Locomotive Sanding Device Monitoring
[NO] 520/1000 | Designing Cybersecurity Ecosystems: Lessons from the Kyiv Breach and the ECLIPSE Economic Model
[NO] 521/1000 | Reward-Scheduling for Enhanced Energy Management Using Deep Reinforcement Learning
[NO] 522/1000 | Unlocking Dynamic Financial Insights with the RAGNN Framework by integrating graph structures and Tribal Evolution Optimization
[NO] 523/1000 | Design of Voice Based Security Protocol For IoT-Driven AI-Enabled Industry 5.0
[NO] 524/1000 | Experimental Investigation of Availability in a 4.6 Km Terrestrial Urban Coherent Free-Space Optical Communications Link
[NO] 525/1000 | Joint Localization and Monitoring of Multipath Interference in DMT Systems Using LFM Pilot
[NO] 526/1000 | A Cost-Effective Multi-Band OXC Architecture with Inter-Band Wavelength Conversion on a Subset Ports
[NO] 527/1000 | Impact of Spontaneous Raman Scattering on SKR in Coexistence Transmission of C-Band DV-QKD and O-Band Coherent Classical Channels
[NO] 528/1000 | Efficient Fault Diagnosis via Information Bottleneck and Split Centralized Feature Fusion
[NO] 529/1000 | High-Laser Linewidth-Tolerance Photonics-aided 300 GHz Terahertz Wireless Transmission System
[NO] 530/1000 | Real-Time SDM-MIMO Transmission with 12-Coupled SDM Channels Over Field-Installed Fibre Cable
[NO] 531/1000 | Breaking the Bandwidth-Efficiency Trade-Off of Soliton Micro-Combs via Strong Mode Coupling
[NO] 532/1000 | Application of Machine Learning Algorithms for Early Prediction of Diabetes using Lifestyle and Physiological Data
[NO] 533/1000 | Resilience-Oriented Optimization Framework for Multi-UAVs Formation Reconfiguration
[NO] 534/1000 | Conversations with Andrea: Visitors’ Opinions on Android Robots in a Museum
[NO] 535/1000 | Differential Group Delay Measurement in Spun Birefringent Uncoupled Multicore Fibers
[NO] 536/1000 | FPGA Design and Implementation of BCH Encoders and Decoders Using Pipelined Architecture for High Throughput Applications
[NO] 537/1000 | The Gendered Lens: Analyzing Indian Occupational Bias and Stereotypes in Text-to-Image Generative AI Models
[NO] 538/1000 | A Fault Diagnosis Method for the TE Process Based on the Improved SPBO Algorithm to Optimize AE - BiGRU
[NO] 539/1000 | An AI-Enhanced Dynamic Assessment Framework for Blended Learning: Algorithm Design and Optimization in College English Teaching
[NO] 540/1000 | Structural Equation Modeling of AI Tool Use and Chinese Language Habits
[NO] 541/1000 | Algorithm Optimization and Implementation of Intelligent Scoring System for College English Translation
[NO] 542/1000 | Enhancing Career Decision-Making Self-Efficacy Through Blended Learning: An Integrated Course Design with Random Forest Regression Algorithm
[NO] 543/1000 | SAAB: Enhancing Action Segmentation via Spatial Attention Pooling and Action-Background Classifier
[NO] 544/1000 | Breaking Distributional Assumptions in Multi-view Learning: Test-Time Adaptive Fusion via Conformalized Evidence Representation
[NO] 545/1000 | Inter-Patient Arrhythmia Classification via Cloud-Edge-End Multimedia Architecture
[NO] 546/1000 | Research on the Educational Innovation System Empowering the Construction of “Beautiful Sichuan” with Ethnic Ecological Culture
[NO] 547/1000 | SAFEPROCESS 2025 Cover Page
[NO] 548/1000 | IEEE Industrial Electronics Society Information
[NO] 549/1000 | A Feasibility and Impact Investigation of Continuous Subjective Cybersickness Feedback Reporting
[NO] 550/1000 | Not All WIP Are Perceived Equally: Different Speed Expectations in Seated Walk-in-Place Locomotion
[NO] 551/1000 | AR and LLM-Based Virtual Agent for ABA-Oriented Social Training in Autistic Children
[NO] 552/1000 | URDM: Hyperspectral Unmixing Regularized by Diffusion Models
[NO] 553/1000 | Tensor-Based Hybrid-Field Channel Estimation for Extremely Large-Scale Massive MIMO Systems
[NO] 554/1000 | Triple-Way Visual Modulation for Zero-Shot Sketch-Based Image Retrieval
[NO] 555/1000 | Machine Learning-Based Ultrasonic Sensing of Glycerol in Direct Fuel Cells
[NO] 556/1000 | Spatio-Temporal Data Enhanced Vision-Language Model for Traffic Scene Understanding
[NO] 557/1000 | SAR-D-FINE: A Context-Aware Detector for Small and Densely Packed Ship Detection in SAR Imagery
[NO] 558/1000 | Performance evaluation and comparative analysis of multimodal fusion in target detection
[NO] 559/1000 | BA-ViT: Bound-Aware Quantized Vision Transformers for ORSI Salient Object Detection
[NO] 560/1000 | PRiVDIS: A Pathway-Based Risk-Informed Variant Dosage Integration Score Framework for Machine Learning-Based Discovery of Disease-Specific Molecular Pathways
[NO] 561/1000 | Radial-Electromagnetic-Force and Vibration Analysis of Hybrid-Excitation Doubly-Salient Machine
[NO] 562/1000 | A Comprehensive Protection Scheme for Solid- State Transformers in Power Substations
[NO] 563/1000 | High Performance Autonomous Target Tracking and Control Method for Quadrotors Using Artificial Intelligence
[NO] 564/1000 | Reinforcement Learning in Production Control: An Agent-Based Approach to Sequencing
[NO] 565/1000 | Understanding and Detecting Query Performance Regression in Practical Index Tuning: [Experiments &amp; Analysis]
[NO] 566/1000 | Regular Expression Indexing for Log Analysis
[NO] 567/1000 | Magnetostatic Field Image Reconstruction from Undersampled Data Using OMP and TV Methods
[NO] 568/1000 | Federated Cycle-Consistent Latent Attention Method for Missing Feature Generation
[NO] 569/1000 | LFM Carrier Enabled Integrated Sensing and Communication in Self-homodyne Coherent Detection Transmission System
[NO] 570/1000 | Lite-RVFL: A Lightweight Random Vector Functional-Link Neural Network for Learning Under Concept Drift
[NO] 571/1000 | Quality of Wine Prediction Using Machine Learning Algorithms
[NO] 572/1000 | TrVLM: A Turkish Vision-Language Model for Captioning and Visual Question Answering
[NO] 573/1000 | 19.2 THz S+C+L Transmission in a Field Deployed, Randomly-Coupled, Multicore Fiber
[YES] 574/1000 | Assessment of Software Security Measures
[NO] 575/1000 | Adaptive Bidirectional Free-Space-Optical Link Resilient to Atmospheric Turbulence
[NO] 576/1000 | High-Speed Coherent Receiver Array on Silicon Photonics for Turbulence-Resilient Communication Links
[NO] 577/1000 | Enhancement in Link metric of RPL Protocol for improving energy in IoT Networks
[NO] 578/1000 | Classification of Cleft Lip Among Children using Convolutional Neural Network Architectures
[NO] 579/1000 | Fault Tolerant Control of Aircraft System via the Sliding Mode-Learning Observer
[NO] 580/1000 | Hardware Design for Abnormal Beat Detection in ECG Signal Base on Template Cluster Algorithm
[NO] 581/1000 | Coherent-Lite with Low-Complexity Baud-Rate-Sampling Receiver Enabled by Clock and Wavelength Locking Over 80 Km 7-Core Fiber
[NO] 582/1000 | Multi-User Chromatic Dispersion Dsp-Based Precompensation and Dd Receiver for Very High Speed Pon
[YES] 583/1000 | Constructing a Novel Dataset for Android Bug Prediction
[NO] 584/1000 | Hybrid Optical / RF Feeder for 6G Radio Access with Shared FSO / FR3 Aperture and $\Sigma\Delta$-Modulation Switching
[NO] 585/1000 | Analysis and Visualization of EV Energy Consumption Under Varying Conditions and Driving Profiles
[NO] 586/1000 | Adaptive Remaining Useful Life Prediction Method for Devices With Random Failure Threshold
[NO] 587/1000 | CharCom: Composable Identity Control for Multi-Character Story Illustration
[NO] 588/1000 | Single Image Dehazing Network Based on Depth-Guided Sparse Attention
[NO] 589/1000 | KeyRegionPose: Region-Aware Feature Interaction and Multi-Scale Token Pruning for Efficient Human Pose Estimation
[NO] 590/1000 | Research on the Application of Decision Tree Algorithm in Public Physical Education Practice Teaching
[NO] 591/1000 | Research on Personalised Learning Resource Recommendation Method Based on Graph Convolution
[NO] 592/1000 | Fibre Fuse Propagation Characteristics and Threshold Power of Randomly Coupled Multi-Core Fibre
[NO] 593/1000 | Prediction of Rolling Bearings' Remaining Useful Life Based on Efficient Channel Attention TCN and Bidirectional GRU
[NO] 594/1000 | Experimental Evaluation of Throughput Gains from Distributed Raman Amplification in Ultra-Wideband Escl Transmission
[NO] 595/1000 | Air Quality Forecast With Deep Learning Models Processing
[NO] 596/1000 | Prescribed Performance Fault-Tolerant Tracking Control of Firefighting Tethered Quadrotor UAV
[NO] 597/1000 | Ultrasmall Mode Exchangers Based on Mosaic Structure Designed by Gradient Direct Binary Search Method
[NO] 598/1000 | Rapid Disease Diagnosis using a Lightweight Deep Neural Network in Low-Resource Healthcare Environments
[NO] 599/1000 | Contois Model Related to Constructed Wetland System
[NO] 600/1000 | Digital Subcarrier-Based Synthesis for On-Site Transceiver Calibration with Separate Tx/Rx Frequency Responses
[NO] 601/1000 | Financial Analytics for Green Supply Chain Optimization: A Machine Learning Approach to Investment Decision Making
[NO] 602/1000 | State-Of-The-Art Smart Technology For Real-Time Monitoring And Analysis of Palm Oil Mill Effluent (POME) Wastewater
[NO] 603/1000 | Single-Fiber Single-Wavelength Bidirectional Digital Subcarrier Point-to-Multipoint Coherent Systems for Beyond 5G Transport
[NO] 604/1000 | Neural Network-based Information-Theoretic Transceivers for High-Order Modulation Schemes
[NO] 605/1000 | Secrecy Outage Performance of NOMA-Aided MIMO Relay Systems in the Presence of an Eavesdropper
[NO] 606/1000 | Modern virtual reality technologies for education and training
[NO] 607/1000 | Reinforcement Learning-Based Feed Rates Control for Fed-Batch Penicillin Fermentation
[NO] 608/1000 | Performance Enhancement of Position Controller for Gear Motor Using Linear Quadratic Regulator with Disturbance Compensator
[NO] 609/1000 | Broadband 205-GHz Vertical-Illumination Photodiode Enabled by Interference-based Absorption and Field Engineering
[NO] 610/1000 | Wireless &amp; Batteryless High-T Probe for Real-Time Monitoring of Rotating Automotive Components
[NO] 611/1000 | SmartTrack: Online RFID Card Attendance System using Ardiuno UNO
[NO] 612/1000 | A Novel Decision-Aided Detection Algorithm for Performance Enhancement in Bandwidth-Limited FTN-DMB Systems
[NO] 613/1000 | Explainable Vision Transformer Enabled Convolutional Neural Network for Plant Disease Classification
[NO] 614/1000 | Utilizing Regression Techniques to Predict Anxiety and Depression
[NO] 615/1000 | Analysis of Vibration Signal Characteristics of Micro-Faults in Aero-Engine Rolling Bearing
[NO] 616/1000 | Towards Better Detection in the Rain: A Task-Driven Deraining Framework with Semantic Guidance
[NO] 617/1000 | Global Question-Aware Multimodal Retrieval-Augmented Generation for Multimedia Multi-Hop Question Answering
[NO] 618/1000 | Edge-Computing Thermal Object Detection with Homography-Augmented Data for Night Navigation
[NO] 619/1000 | Coastal Resilience: Promoting Sustainability Practices through Localized Game Design in Extended Reality
[NO] 620/1000 | Improving Radiology Communications and Patient Trust with Virtual Reality
[NO] 621/1000 | Gated Temporal Shifts with Depth-Efficient Channel Attention for Real-Time Hand-Gesture Interaction
[NO] 622/1000 | Tunnels vs. Wires: A Comparative Analysis of Two 3D Steering Tasks in Virtual Environments
[NO] 623/1000 | DAG of DAGs: Order-Fairness Made Practical
[NO] 624/1000 | PrivAGS: Differentially Private Attributed Graph Synthesis
[NO] 625/1000 | Pyrolyzer Assisted Vapor Transport Deposition of Antimony-Doped Cadmium Telluride_supp1-3633076.pdf
[NO] 626/1000 | Front Cover
[NO] 627/1000 | Silicon Microcuvette-Based Testing System for Optical Absorption Spectroscopy of Vegetable Oils
[NO] 628/1000 | A Practical High-Quality ULA SIMO Radar Calibration Based on Synthetic Aperture Radar Imaging Artifacts With Exceptionally Low Requirements on the Measurement Scene and Setup
[NO] 629/1000 | Large Language Models for Molecular Biology (LLMBio): Editorial
[NO] 630/1000 | AMEE: Automatic Modulation Open Set Recognition Through Deep Metric Learning With Embedding Enhancement
[NO] 631/1000 | From Vision to Touch: Bridging Visual and Tactile Principles for Accessible Data Representation
[NO] 632/1000 | Large AI Model and Loss Variation Empowered Dual-Importance Prioritized Semantic Transmission
[NO] 633/1000 | Interference-free causality learning promotes cross-level, fine-grained diagnosis of coronary artery disease in coronary CT angiography
[NO] 634/1000 | Asymmetric Cosine Jerk Trajectory Optimization for Robust Vibration Suppression
[NO] 635/1000 | Super-Resolution Imaging of Sparse Sea Surface Targets by Multi-Feature Divide-and-Conquer Framework
[NO] 636/1000 | Online Learning-Based Dual Balancing of SOC and Temperature in Lithium-Ion Battery Packs
[NO] 637/1000 | Thermal Interference Analysis and Compensation for Monolithic Integrated Thermopile Infrared Sensors
[NO] 638/1000 | A High Gain Horn Antenna Array with Shared Aperture Operating in Epsilon-Near-Zero (ENZ) Mode
[NO] 639/1000 | Compact and Lightweight Planar Harmonic Tag for Operation in Challenging Environments
[NO] 640/1000 | MDC-Net: A Multidimensional Dynamic Convolutional Network for the Cellular Detection of Vaginitis Pathogens
[NO] 641/1000 | A General Framework for Per-record Differential Privacy
[NO] 642/1000 | Robust Fibre Longitudinal Power Monitoring with Few Measurements Using Two-Stage Sparse Regularization
[NO] 643/1000 | Real-Time Optical Wireless Architecture for Scalable Open RAN in 5G and Beyond Networks
[NO] 644/1000 | Cost Effective and Robust Transmitter IQ Skew Compensation Scheme for High Speed Coherent Digital Subcarrier Multiplexing System
[NO] 645/1000 | Fault Estimation for a Class of Nonlinear Systems Using a New Neural Network Based Reinforcement Learning Scheme
[NO] 646/1000 | Wirelessly-Powered Devices Using UHF ESD Energy Capture
[NO] 647/1000 | Blind Massive MIMO Signal Transmission by High Efficiency Compression If Over Fibre Using Cost-Effective EML-CAN
[NO] 648/1000 | Stealth FDI Attack Detection Based On Multi-Scale Wavelet Transform Spatial-Temporal Graph Convolutional Network
[NO] 649/1000 | RFID-Based Distributed Control of a Reconfigurable Intelligent Surface
[NO] 650/1000 | Designing Customized Wearable Devices: A Novel AI-Based Framework for Product Development
[NO] 651/1000 | Enhancing Maritime Surveillance: A Multi-Model Analysis on a Curated Multi-Dataset Benchmark
[NO] 652/1000 | Integrated Renewable Energy Performance in Tropical Climates: A Review
[NO] 653/1000 | Multi-Sensor Fault Detection Based on Wavelet Time-Frequency Maps
[YES] 654/1000 | Automated Test Case Generation Using Machine Learning And Natural Language Processing
[NO] 655/1000 | A Solar-Powered Smart Dustbin with Integrated Air Purifier and IOT- Based Real Time Monitoring System
[NO] 656/1000 | Hybrid Power-Frequency Multiple Access for SIC-Free Ambient Backscatter Communication in IoT Networks
[NO] 657/1000 | Evaluating Conversion Loss of a Self-Resonant Patch-Type Harmonic Transponder
[NO] 658/1000 | Investigation of Power Levels and Phase Variations from Interference between Bi-Static Ambient Backscattered and Direct Signals in 5G-NR Free Space Scenario
[NO] 659/1000 | PoliBERT: Dynamic Computation Allocation via Policy Networks
[NO] 660/1000 | Blockchain-Enabled Federated Learning: A Smart Contract-Based Architecture for Decentralized AI Systems
[NO] 661/1000 | Ultrafast Tunable Photonic Integrated Pockels Extended-DBR Laser
[NO] 662/1000 | Wireless Millimeter-Wave Electro-Optic Modulators on Thin-Film Lithium Niobate
[NO] 663/1000 | Photonic Switching for Dynamic Bandwidth Sharing in Optically Networked Heterogeneous Computing Systems
[NO] 664/1000 | Real-Time Fake News Detection Using NLP and Machine Learning Techniques
[NO] 665/1000 | Wind Turbine Fault Detection Technology: Patent Analysis and Development Trends
[NO] 666/1000 | Research on the Application of Machine Learning Technology in the Quality Assessment of Standardized Talent Cultivation in Vocational Education
[NO] 667/1000 | The Strategic Decision-making Logic of Education Entrepreneurs in Digital Transformation
[NO] 668/1000 | Real-Time Seizure Detection and Prediction in Epilepsy Patients Using Deep Neural Networks on EEG Signals
[NO] 669/1000 | Feature Extraction from Sheet Metal Parts Using Semantic Segmentation
[NO] 670/1000 | Weather-Based Smart IoT Irrigation System with AI-Driven Decision Making
[NO] 671/1000 | Neural Demodulation-Aided Optimization of Discrete Eigenvalue Assignment Enabling Error-Free 4000-km Transmission
[NO] 672/1000 | Interval Principal Component Analysis for Fault Detection of Wastewater Treatment Processes with Uncertainty
[NO] 673/1000 | A Spatial-Temporal Convolutional Network for Remaining Useful Life Prediction of Turbofan Engines
[NO] 674/1000 | Unsupervised Learning-Based Joint Beamforming and Far User Clustering for Near-Field Massive MIMO-NOMA Systems
[NO] 675/1000 | Monolithically Integrated 100 GHz Ge Photodetectors with High Responsivity of 0.96 a / W Across C+L Band
[NO] 676/1000 | 200Gbps PAM4 Transmission over 150-m OM5 Fiber Using A Multimode 940-nm VCSEL
[NO] 677/1000 | Single Photodiode Detection of 661-Gb/S Signal via Optical Band Multiplexing for High-Speed Optical Interconnects
[NO] 678/1000 | Comparative Analysis of MOSFET and BJT Switching Devices in Boost Converter Applications
[NO] 679/1000 | Emotional AI and Adaptive user Interfaces
[NO] 680/1000 | Computation Stability Tracking Using Data Anchors for Fiber Rayleigh-Based Nonlinear Random Projection System
[NO] 681/1000 | Efficient Task Offloading in Edge Computing Using Priority Based Queuing and Energy Optimisation
[NO] 682/1000 | Parity Space-Based Fault Detectability Analysis for Linear Discrete Time-Varying Systems
[NO] 683/1000 | The Need for a Compact, User-friendly Battery Simulator for Research
[NO] 684/1000 | Privacy by Design: User-Centric Control in Online Photo Sharing
[NO] 685/1000 | Cloth-Changing Person Re-identification with Human Keypoint Prediction
[NO] 686/1000 | Pseudo-Partial Label Helps: A Simple Way to Mitigate Pseudo-Label Noise in Source-Free Domain Adaptation
[NO] 687/1000 | Bi-affine Semantic Fusion Generative Adversarial Networks for Text-to-Image Synthesis
[NO] 688/1000 | PatchFusionVR: Multitask Prediction of User Gaze, Reaction Time, and Cognitive Load in Virtual Reality from Multimodal Signals
[NO] 689/1000 | Sci-Fi-Inspired Interaction and Evaluation of the Memory Orb
[NO] 690/1000 | Empirical Study of Virtual Reality and Desktop Systems for Qualitative Editing of 3D Meshes: Impacts of Expertise and Context
[NO] 691/1000 | Static or Temporal? Semantic Scene Simplification to Aid Wayfinding in Immersive Simulations of Bionic Vision
[NO] 692/1000 | Effects of pseudo-haptic feedback on the line bisection test in virtual space
[NO] 693/1000 | Partial Joint Correction of Abnormal Motion Data via Reward Function Design in Virtual Environments
[NO] 694/1000 | Investigating Resolution Strategies for Workspace-Occlusion in Augmented Virtuality
[NO] 695/1000 | The lived experiences and data speculations of people with Parkinson’s disease using active tests for symptom-tracking
[NO] 696/1000 | Design of Broadband Aperture-Stacked Patch Microstrip Antennas Based on Third Order Filtering Equivalent Circuits
[NO] 697/1000 | Solid-Phase Fraction Computation via Multi-Scale Hybrid Mamba-CNN and ERT Measurement
[NO] 698/1000 | Pre-Training and Personalized Fine-Tuning via Over-the-Air Federated Meta-Learning: Convergence-Generalization Trade-Offs_supp1-3640114.pdf
[NO] 699/1000 | Daily Load Forecasting Using Explainable AI-Driven Method with Integrated Error Correlation
[NO] 700/1000 | Joint Beamforming Optimization for User-Centric Multi-Satellite Systems with Backhaul Constraints
[NO] 701/1000 | A Reinforcement Learning based FEM Solver for Accelerating Contact-Influenced Simulation of Continuum Robots_supp1-3640425.mp4
[NO] 702/1000 | QBIC-terahertz metasurface for quantitative detection of chlorpyrifos in soybean oil in a liquid state
[NO] 703/1000 | Torsional Vibration Mitigation in Wind Turbines Using BESS in a Microgrid
[NO] 704/1000 | FPGA-Based Hierarchical Efficient Driving Framework for Multiphase MLPM
[NO] 705/1000 | Impact of Oxide Diffusion Space Effect on 14-nm FinFET Performance and Layout-Driven Optimization for Advanced Digital Circuits
[NO] 706/1000 | CoFIB: A Memory-Efficient NDN FIB Design for Programmable Edge Switches
[NO] 707/1000 | A Behavioral Model for Pulse Current Analysis of Series-connected Thyristors
[NO] 708/1000 | Dynamic Temperature Prediction of the Magnetic Coupler in Wireless Charging Systems
[NO] 709/1000 | CISES 2025 TOC
[NO] 710/1000 | Edge AI Consensus: Blockchain-Secured Federated Learning for Trustless Intelligence Network
[NO] 711/1000 | Study on Perception of Cultural Imagery in Subway Space Based on SEM Model--Taking Wuhan Historical and Cultural Characteristic Station as an Example
[YES] 712/1000 | Precise Learning-to-Rank Bug Localization Using Multi-Feature Fusion for Hardware Code
[NO] 713/1000 | Using Diffusion Models as Cell Fate Reprogramming Planners
[NO] 714/1000 | Counting Is All You Need for Instant Tuple Discovery: Enabling Real-Time HTAP in Standalone DBMSs
[NO] 715/1000 | AixelNet: A Pre-trained Model with Table-aware Adaptation for Structured Data Prediction
[NO] 716/1000 | Beyond Vector Search: Querying With and Without Predicates
[NO] 717/1000 | Interdisciplinary Knowledge Graph-Driven STEM Teacher Assistant Agent: Model Construction and Evaluation
[NO] 718/1000 | Fault Diagnosis of Photovoltaic Systems Based on Multi-Digital Twins and SWIN-T
[NO] 719/1000 | Expertise-Guided LLM Agent Realizing Autonomous Optical Power Optimization in Field-Deployed Networks
[NO] 720/1000 | Photonic-Crystal Surface-Emitting Lasers for High-Power Free-Space Optical Communications
[NO] 721/1000 | A Quadratically Interpolated and Minimum-Mean-Square-Error-Optimized Pre-rake Receiver for Multipath Channel
[NO] 722/1000 | Rolling bearing fault diagnosis based on improved VMD optimized CNN-GRU neural network
[NO] 723/1000 | A voltage correlation correction based robust detection and location method for internal short-circuit faults of lithium-ion batteries
[NO] 724/1000 | Rationale-Guided Retrieval: Fusing Multimodal Chain-of-Thought and Retrieval-Augmented Generation for Grounded Reasoning
[NO] 725/1000 | Artificial Intelligence for Risk Prediction of Anemia Disease: Bioinformatics Scoping Review
[NO] 726/1000 | Enhanced Model Predictive Control for Hybrid Energy Storage Systems in Microgrids Using ESO for Real-Time Disturbance Compensation
[NO] 727/1000 | Outlier-Aware Road Traffic Speed Estimation: A Comparative Framework for Detection and Modeling Techniques
[NO] 728/1000 | An Enhanced Hybrid Deep Learning Architecture for Android Malware Detection Using CFG and DeepWalk Embeddings
[NO] 729/1000 | 112.5 Gbps PAM4 and 150 Gbps PAM8 Signals for 3.2 Tbps DCI Utilising Off-the-Shelf High Power Fabry-PéRot Laser
[NO] 730/1000 | Vendor Neutrality Drivers and Hindrances - Optical Spectrum as a Service in Disaggregated and Open Networks
[NO] 731/1000 | Development of Machine Learning-based Revenue Forecasting Models for Electronic Payment and Money Institutions
[NO] 732/1000 | An Implantable RFID-Controlled Reconfigurable FSS for Securing Cardiac Devices
[NO] 733/1000 | Polarization-Multiplexed Optoacoustic Information Storage in Chiral Photonic Crystal Fiber
[NO] 734/1000 | Traffic-Interleaved Connectivity Provisioning for Cross-datacenter LLM Training over Optical Transport Networks
[NO] 735/1000 | A Weather-Aware Risk Stratification Framework for RLF Prediction Using Contrastive Autoencoders and Survival Analysis
[NO] 736/1000 | Application of Deep Learning in Helicopter Fault Diagnosis and Prognostic
[NO] 737/1000 | QML Algorithm for Market Pattern Detection in High-Frequency Trading for Banking
[NO] 738/1000 | A Multimodal Framework for Real-Time Disaster Event Classification and Prioritization Using Social Media
[NO] 739/1000 | A Hybrid FXC-WXC Network Architecture with Low-Cost Pluggable Transceivers for Metro-Scale Optical Networks
