[2026-03-20 09:28:40] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-03-19
正在获取论文...
[arXiv] 2026-03-19 | Matryoshka Gaussian Splatting
[YES] 890/1873 | Exploration of Algorithm-Hardware Co-Design for Floating-Point Digital Compute-In-Memory
[NO] 891/1873 | Control Strategy and Hardware-in-the-Loop Simulation Testing of Grid-Forming Static Var Generator
[NO] 892/1873 | Message from the General Chairs EUC 2025
[YES] 893/1873 | Preface
[NO] 894/1873 | Effect of Interlayer Contamination on the Electric Field Characteristics of Recoated Anti-Pollution Flashover Coatings
[NO] 895/1873 | Author Index
[NO] 896/1873 | Research on an Automatic Detection Device for Impurities in Transformer Oil
[NO] 897/1873 | Optimal Operation of Wind Power Integrated Systems Considering Demand Response
[NO] 898/1873 | A Strategy-Proof Mechanism for Fair Allocation of Multiple Resources with Access Constraints in Mobile Edge Computing
[NO] 899/1873 | A Programmable Nanosecond High-Voltage Pulse Generator Based on MOSFET Transistors
[NO] 900/1873 | HRVFusion: Video-based Long-Term Heart Rate Variability Measurement with Conditional Diffusion Models
[NO] 901/1873 | Complex-Valued Transformer with Improved Positional Embedding for MIMO-OFDM Channel Denoising
[NO] 902/1873 | Simulation and Regulation Method of Water Resource Trading Behavior in Ecosystems Using Evolutionary Game Algorithm
[NO] 903/1873 | Research on Lithium Battery Soh Estimation Based on Icoa-Lstm*
[NO] 904/1873 | Steady-State Aware Hierarchical DRL Framework for Dynamic Task Offloading in Vehicular Edge Computing
[NO] 905/1873 | Symmetric Private Information Retrieval (SPIR) on Graph-Based Replicated Systems
[NO] 906/1873 | A Rate Analysis on Channels With Unreliable Entanglement Assistance
[NO] 907/1873 | Glaucoma Detection Using Gray-Level Co-Occurrence Matrix and Extreme Learning Machine
[NO] 908/1873 | Reactive to Agentic:Next Gen AI Agent Transition Framework
[NO] 909/1873 | Textual Symptom Understanding Using ZSL and FSL for Clinical Predictions
[NO] 910/1873 | Deadline-Aware Data Collection for Satellite IoT Networks
[NO] 911/1873 | Optimizing Training of Policies on Hierarchical Multi-fidelity Environments
[NO] 912/1873 | Evaluation of Reactive Power Equipment Voltage Support Capability Based on Gray Clustering
[NO] 913/1873 | On the Analytical Error Performance of LoRa-Based LEO Satellite IoT
[NO] 914/1873 | HLAST: Hierarchical Label-Aware Summarisation Transformer for Enhanced Cybersecurity Log Analysis
[NO] 915/1873 | Quantum Network Simulators Integration with Open-Source 5G Mobile Stack
[NO] 916/1873 | Physical Layer Security of THz Orbital Angular Momentum MIMO Systems with a Successive Interference Cancellation Eavesdropper
[NO] 917/1873 | Intelligent Multi-link EDCA Optimization for Delay-Bounded QoS in Wi-Fi 7
[NO] 918/1873 | A Comparative Analysis Using ANN and SVM to Understand Consumer Behavior in Digital Marketing
[NO] 919/1873 | Adaptive Federated Learning with Lyapunov Optimization for Robust Radio Link Failure Detection in 5G Networks
[NO] 920/1873 | Collaborative Inference in the Extreme Edge: A Proactive Task Allocation Scheme
[NO] 921/1873 | One Model to Catch Them All: Autoencoder-Based Anomaly Detection in Next-Generation Networks
[NO] 922/1873 | Research on Short-Term Load Forecasting in Power Systems Employing Neural Networks Improved by Normalization Modules
[NO] 923/1873 | On the Robust Position Control of Variable Stiffness Series Elastic Actuators
[NO] 924/1873 | Quantum Computing: Anticipated Developments and Applied Prospects
[NO] 925/1873 | Transmit Power Minimization in Stacked Intelligent Metasurface-Aided Multi-User Systems
[NO] 926/1873 | AQUILA: A Flexible Architecture Guideline for Building Custom Distributed Systems Testbeds
[NO] 927/1873 | Encoding of Entanglement-assisted Quantum Codes with Fault-tolerant Syndrome Measurements
[NO] 928/1873 | Leveraging Bi-Directional Channel Reciprocity for Robust Ultra-Low-Rate Implicit CSI Feedback with Deep Learning
[NO] 929/1873 | Implementing an Intelligent Hybrid Wired/Wireless SDN Switch with Machine Learning
[NO] 930/1873 | Sponge Attacks on Sensing AI: Energy-Latency Vulnerabilities and Defense via Model Pruning
[NO] 931/1873 | A Truth Discovery Method for Mobile Crowd Sensing in Mines Based on a Hybrid Bi-LSTM/GRU Network
[NO] 932/1873 | Enhancing Unlabeled Signal Representation: A Diffusion-Feature-Based Semi-Supervised Framework for AMR
[NO] 933/1873 | TAMIS: Trust-Driven Federated Learning via Monetary Incentives for Social Event Analysis
[NO] 934/1873 | Human Activity Recognition Using Infrared Array Sensors: A Multi-Modal Approach
[NO] 935/1873 | Collaborative Evaluation and Improvement Method for the Operational Resilience of Distribution Networks by Integrating Data-Driven and Physical Models
[NO] 936/1873 | Efficient Precoding for LEO Satellites: A Low-Complexity Matrix Inversion Method via Woodbury Matrix Identity and arSVD
[NO] 937/1873 | AI-Enhanced Web Crawler for Real-Time Discovery of Emerging Trends in Sustainable Finance
[YES] 938/1873 | Automatic State Machine Inference for Binary Protocol Reverse Engineering
[NO] 939/1873 | Timing advance and Doppler shift estimation in LEO satellite networks: A recursive Bayesian study
[NO] 940/1873 | Research on Assessment and Application of Reasonable Capacity for Tobacco Retail Licensing
[NO] 941/1873 | Hierarchical Text Classification with LLMs via BERT-Based Semantic Modeling and Consistency Regularization
[NO] 942/1873 | The impact of supply chain uncertainty on dual innovation within manufacturing enterprises: An empirical analysis based on computational modeling and text mining
[NO] 943/1873 | Table of Contents
[NO] 944/1873 | Regularized Deep Joint Source-Channel Coding for Robust Task-Oriented Semantic Communications
[NO] 945/1873 | SflLLM: Efficient Split Federated Learning for Large Language Model over Wireless Networks
[NO] 946/1873 | Research on Optimization Strategy for Ordered Charging and Discharging of Electric Vehicles Based on Load Aggregator Management
[NO] 947/1873 | Research on Linear-Switch Hybrid Power Hardware-in-the-Loop Simulation Technology
[NO] 948/1873 | Simulation Analysis of Thermal Electric Coupling Characteristics of Multiple Extraction Methods for Heating Units
[NO] 949/1873 | Magnetically Coupled Resonant Wireless Charging Technology Research of Electric Vehicles
[NO] 950/1873 | Why Go Heavy? Rethinking Visual Information Reduction in EEG-to-Image Alignment
[NO] 951/1873 | Optimized Scheduling of Vehicle-to-Grid Interaction Based on Electric Truck
[NO] 952/1873 | Path Planning and Obstacle Avoidance Optimization for a Spraying Robot Based on an Improved Artificial Potential Field Algorithm
[NO] 953/1873 | Research on a Multi-Source Heterogeneous Data Verification Scheme for Substation Monitoring Systems
[NO] 954/1873 | Enhancing Reliability of Error-Related Potential Decoding for Multi-Agent Systems: An Offline Feasibility Study using Uncertainty Quantification
[NO] 955/1873 | Improved Pied Kingfisher Optimization for Wireless Power Transfer Parameter Tuning
[NO] 956/1873 | A Graph-Based Approach to Spectrum Demand Prediction Using Hierarchical Attention Networks
[NO] 957/1873 | A Joint UAV Deployment and Beamforming Design for ISAC-Enabled Multi-UAV Network
[NO] 958/1873 | Disturbance Observer-Based Control in the Synchronous Reference Frame for Grid-Connected Inverters in the Presence of Grid-Voltage Harmonics
[NO] 959/1873 | Deep Source Separation with Prior
[NO] 960/1873 | TinyFLChain: Blockchain-Secured Decentralized Federated Learning for TinyML Systems
[NO] 961/1873 | Communication-Efficient Multi-Agent Collaborative Perception via Spatio-Temporal Heterogeneity
[NO] 962/1873 | AI-driven State Feedback Power Control Design of Boost Converters for Renewable Energy Applications Using a HIL Implementation
[NO] 963/1873 | Next-Gen Smart Win-Curtain: A Real-Time IoT &amp;#x0026; Fuzzy Based Implementation for Future Homes_supp1-3674134.pdf
[NO] 964/1873 | Filling in the Gap of Eliminating CMV Spikes Under Low Modulation Indices in the SVM Three-Phase Inverters
[NO] 965/1873 | Model Context Protocol-based Internet of Experts For Wireless Environment-aware LLM Agents
[NO] 966/1873 | Fuzzydetect: Sliding Window-Driven Fuzzy Hashing with SVM Classification for Resilient Web Fuzzing Attack Detection
[NO] 967/1873 | IntactEdge: Secure Multi-Replica Data Integrity Verification in Mobile Edge Computing
[NO] 968/1873 | Method for detecting discontinuities in aluminum castings based on a Self-Excited Acoustic System and deep learning techniques
[NO] 969/1873 | SR-VIO: Leveraging Structural Regularity for Robust Initialization and Accurate Visual-Inertial Odometry_supp1-3669015.pdf
[NO] 970/1873 | A Numerical Synthesis Method of Isolation Characterized Three-Port Filtering Power Divider Network and Its Application
[NO] 971/1873 | MCIB: Multi-modal Complementary Information Bottleneck for Hyperspectral and LiDAR Classification
[NO] 972/1873 | Sample-Efficient Learning of a Robotic Tube Insertion Policy
[NO] 973/1873 | Effects of Belt Accelerations During Push-Off on Propulsion Mechanics in Individuals Post-Stroke_supp1-3675477.pdf
[NO] 974/1873 | Table of Contents
[NO] 975/1873 | Mitigating NDR for Improved RF Performance in
                    <b>$\mathrm{MoS_{2}}$</b>
                    Ferroelectric Tunnel FET
[NO] 976/1873 | Observer-Based Robust
                    <i>H</i>
                    <sub>∞</sub>
                    Fault-Tolerant Control for T-S Fuzzy Fractional-Order Systems With Multiple Faults and Disturbances
[NO] 977/1873 | An E-Band Blocker-Tolerant Receiver in 0.18-μm SiGe BiCMOS
[NO] 978/1873 | Optimal Throughput of Wireless Powered Communication Network with Nonlinear Energy Harvesting under Energy and Latency Constraints
[NO] 979/1873 | On a Quest for Financial Literacy, are Large Language Models helpful?
[NO] 980/1873 | Improving EEG-to-image Translation with Diffusion Enhanced Generative Adversarial Networks
[NO] 981/1873 | Joint Wireless Charging Planning and Task Assignment for Autonomous Underwater Vehicles
[NO] 982/1873 | Age-Aware On-Demand Task Scheduling for Vehicular Computing Power Networks
[NO] 983/1873 | Privacy Assessment of Text-to-Image Models via Enhanced Membership Inference Attack
[NO] 984/1873 | Base Station Placement Optimization for Networked Sensing Exploiting Target Location Distribution
[NO] 985/1873 | Distilled Multimodal Retrieval Augmentation for User Engagement Prediction
[NO] 986/1873 | Design of a 300W Phase-Shifted Full-Bridge Secondary Power Supply Module for Aerospace Satellite Applications
[NO] 987/1873 | Optimizing MRU Allocation in IEEE 802.11be for QoS and Device Coexistence
[NO] 988/1873 | Phase Shifts and Positions Optimization of MIMO Systems with Active RISs for Effective Rank Maximization
[NO] 989/1873 | Hybrid Dynamic Modeling of Mining Trucks under Multi-Condition Scenarios
[NO] 990/1873 | A Structure Metadata Driven Framework for Agile Heterogeneous Sensor Integration in Industrial PHM System
[NO] 991/1873 | Study on Machine Learning-Based Optimization Algorithms for Helicopter Flight Control Systems
[NO] 992/1873 | A Reactive Power and Voltage Control Strategy for Wind Farms Based on Centralized Model Predictive Control
[NO] 993/1873 | External Modulation-based 269 Gbps Visible Light Communication Utilizing Wavelength and Transverse Electromagnetic Mode Division Multiplexing
[NO] 994/1873 | Research on Online Monitoring and Location Methods for Low Impedance Faults in Photovoltaic DC Lines
[NO] 995/1873 | An Observable UAV 3D Positioning and Orientation Alignment System Assisted by Single AoA Anchor
[NO] 996/1873 | Enhancing Smartphone-Based IR-UWB Radar Performance through Cognitive Adaptability
[NO] 997/1873 | Trajectory planning and Resource allocation in Mountainous UAV Integrated Localization and Communication Networks: An RL-based Approach
[NO] 998/1873 | Extracting Range-Doppler Information of Moving Targets from Wi-Fi Channel State Information
[NO] 999/1873 | A Cross-Dataset Performance Analysis of Hybrid Vision Transformers-LSTM Network for Drowsiness Detection
[NO] 1000/1873 | Evaluating the Impact of Remote Work Benefits on Employee Performance and Retention in IT Companies
[NO] 1001/1873 | A Data Center Wireless-Optical Interconnect Architecture Based on Cascaded Meta-Surfaces
[NO] 1002/1873 | The Price of Privacy: Quantifying the Impact on Localization Accuracy in Underwater Secure Localization
[NO] 1003/1873 | Development of Worm gear-based Series Elastic Actuator for Torque-efficient Vibration Isolation
[NO] 1004/1873 | A Sequential Min-Max K-Cut Approach for Load-Balanced Clustered Cell-Free Networking
[NO] 1005/1873 | Multiuser MPSK Signal Detection For Rydberg Atomic Receiver
[NO] 1006/1873 | From Data to Insight: Multimodal Human Digital Twins for Personalized eHealth
[NO] 1007/1873 | Over-the-Air Edge Inference via End-to-End Metasurfaces-Integrated Artificial Neural Networks
[NO] 1008/1873 | Locally Repairable Convertible Codes: Improved Lower Bound and General Construction
[NO] 1009/1873 | A Cymbal Transducer as a Single Element Device for Enhanced Cavitation Generation_supp2-3675507.mp4
[NO] 1010/1873 | Adaptive Multiple Access and Service Placement for Generative Diffusion Models
[NO] 1011/1873 | Dynamic Online Resource Allocation for Synchronization, Retraining, and Inference in Digital Twin Network
[NO] 1012/1873 | Dynamic Service-Network Coordination: A Real-Time Optimization Framework for Live Streaming
[NO] 1013/1873 | A Spatio-Temporal Hierarchical Diffusion Framework for Training-Free Perceptual Remote Sensing Image Compression
[NO] 1014/1873 | Energy-Aware Load Balancing of Massive 10G-EPON OLTs on Multi-Node GPU Servers for Fully Virtualized Central Offices
[NO] 1015/1873 | Near-End Listening Enhancement via Combined Noise-Dependent Spectro-Temporal Energy Reallocation
[NO] 1016/1873 | Prediction and Explainability of School Dropout in Peru Using Machine Learning and Explainable Artificial Intelligence
[NO] 1017/1873 | Enhancing Synthesized Speech Detection Using Modified Group Delay and Self-Supervised Compact Convolutional Transformer
[NO] 1018/1873 | Sudoku: Refining DRAM Address Mapping through Advanced Timing and Configuration Analysis
[NO] 1019/1873 | Machine Learning Models for the Design and Optimization of Stack-Structured Permanent Magnet Thrust Bearings
[NO] 1020/1873 | LBCM: A Scalable and DDoS-resistant Cross-domain Authentication Protocol for IIoT using Chaotic Maps and Merkle Tree
[NO] 1021/1873 | Adversarial-Training-Based Robust Reinforcement Learning Control for Autonomous Vehicle Trajectory Tracking
[NO] 1022/1873 | The Impact of Green Investment on Carbon Emission Intensity in a Dual-Carbon Context: An Empirical Study Based on Listed Companies
[NO] 1023/1873 | Impact of Central Bank Digital Currencies (CBDCs) on Traditional Banking Systems
[NO] 1024/1873 | Leveraging Artificial Intelligence and the Internet of Things for Sustainable Digital Transformation in Green Business Practices
[NO] 1025/1873 | Neural Signatures of Emotion Processing in Native and Non-native Speech Imagery
[NO] 1026/1873 | DLM-IDS: Leveraging LLM for Efficient IoT Intrusion Detection with Limited Training Data
[NO] 1027/1873 | Joint Optimization of UAV Deployment and Task Scheduling for Multi-UAV-assisted MEC System
[NO] 1028/1873 | Failure Probability Calculation for $\pm$ 800 kV DC Line Arresters Considering Multiple Lightning Strikes
[NO] 1029/1873 | eMARL: Efficient Multi-Agent Reinforcement Learning for Energy Saving in RAN
[NO] 1030/1873 | Modeling and Simulation of a Low-Energy CO
                    <sub>2</sub>
                    Liquefaction Process for Marine Applications
[NO] 1031/1873 | MLPilot: An Intelligent CI/CD Flight Controller for Auto-Tuning Resource Allocation in MLOps Kubernetes Pipelines
[NO] 1032/1873 | A Comparative Study Of Classical And Deep Learning Models For Facial Emotion Recognition On The CK+ Dataset
[NO] 1033/1873 | Heterogeneous Federated Dynamic Graph HyperNetwork for Image Classification_supp1-3672375.pdf
[NO] 1034/1873 | IEEE Transactions on Device and Materials Reliability Publication Information
[NO] 1035/1873 | Progressive NeRF Training With Dynamic Frequency Allocation for Sparse-View Synthesis
[NO] 1036/1873 | Front_Cover
[NO] 1037/1873 | Research on Primary Frequency Response in Wind-Thermal Systems Using Hybrid Energy Storage
[NO] 1038/1873 | Organizing and Program Committee
[NO] 1039/1873 | Table of Contents
[NO] 1040/1873 | Ultra-Fast and Energy-Efficient Channel Estimation for Massive MIMO-OFDM Systems with Memristor Crossbar Based In-Memory Computing
[NO] 1041/1873 | Multi-Objective Route Optimization via Dueling DQN for Teleoperated Driving
[NO] 1042/1873 | Research on an Unmanned Apple Picking Vehicle Based on Multi-Sensor Fusion
[NO] 1043/1873 | Stability Analysis of Single-Phase Current Source Rectifier with Power Decoupling Capability
[NO] 1044/1873 | Enhancing Payment Convenience with UWB: Long-Range Contactless Payments
[NO] 1045/1873 | Improving Automatic Modulation Long-Tail Recognition with Class-balancing Diffusion Model
[NO] 1046/1873 | A Modular Network Digital Twin for Radio Coverage Prediction: From Theory to Practice
[NO] 1047/1873 | Efficient Federated Learning of Mixed-Token Transformers for Cellular Feature Prediction
[NO] 1048/1873 | Energy-aware Multicast, Multi-channel Supports For Over-The-Air Software Update in Component-based IoT Networks
[NO] 1049/1873 | Antennas in Walls: Performance Analysis of Microstrip Patch Antennas Designed for Internet of Paint (IoP)
[YES] 1050/1873 | A Zero-Touch O-RAN Framework for Federated Few-Shot IDS with LLM-Oracle Verification
[NO] 1051/1873 | Analysis of Negative Damping Characteristics in Scenarios Including Oscillatory Components
[NO] 1052/1873 | Analyzing User Resistance in Adoption of Robo-Advisory Services
[NO] 1053/1873 | Decentralized Service Negotiation for Fine-Grained Resource Elasticity in Cross-Domain Networks
[NO] 1054/1873 | Capacity Optimization Based Complementary Power Generation Method for Fluctuating Photovoltaic CSP
[NO] 1055/1873 | Dual-Mapping Sparse Vector Transmission for Short Packet URLLC
[NO] 1056/1873 | A Location-Based Resource Selection Scheme for Periodic Message Delivery in NR-V2X Networks
[NO] 1057/1873 | Intelligent Cross-Layer Congestion Control for Dynamic mmWave Networks with High Throughput and Fairness
[NO] 1058/1873 | End-to-end Neural-Classical Concatenated Feedback Coding with OFDM Guidance
[NO] 1059/1873 | Study of Sliding Electrical Contact Pair Wear Based on Coupled Multi-Physics Simulation
[NO] 1060/1873 | Research on Application Technology of Smart Gateways in Distribution Station Rooms Based on Power Internet of Things
[NO] 1061/1873 | Linear Receive Beamforming for Continuous-Aperture Array (CAPA) Systems
[NO] 1062/1873 | Routing and Wavelength Assignment with Minimal Attack Radius for QKD Networks
[NO] 1063/1873 | Tri-hybrid Beamforming Design with Reconfigurable Antennas
[NO] 1064/1873 | Toward Autonomous Solar Farms: A Deep Learning Framework for Real-Time Fault Detection and Predictive Maintenance
[NO] 1065/1873 | Cellular-Connected UAV Path Planning on Radio Maps: LLMs Enhanced Approach
[NO] 1066/1873 | Strengthening Public Health Governance Through Machine Learning-Based Prediction of Anemia in Children
[NO] 1067/1873 | Fractional Fourier Domain PAPR Reduction
[NO] 1068/1873 | A Shared Infrastructure Verification Framework with Transient Perturbation Probing for SDN Topology Poisoning Defense
[NO] 1069/1873 | Simulation Analysis of Primary Frequency Regulation Dynamic Characteristics of Thermal Power Units Under Different Control Strategies
[NO] 1070/1873 | Green Digital Twin-Enabled IIoT: Jointly Optimizing Service Freshness and Carbon Emission
[NO] 1071/1873 | Visible Light Covert Communications Based on Rate-Splitting Multiple Access for UAV Systems
[NO] 1072/1873 | Computing, Transmission Resource and Task Allocation in RISs-aided MEC Network for Green Communication
[NO] 1073/1873 | Attention-Enhanced Multi-Task Learning for Multi-Dimensional QoE Prediction in Image Semantic Communication Systems
[NO] 1074/1873 | Asynchronous Decentralized Federated Learning Deconstructs Excessively Large Batches
[NO] 1075/1873 | Flexible Resource Allocation for UAV-Assisted Distributed IoT Data Collection
[NO] 1076/1873 | Enhance Predictive Maintenance with AI Models: Utilizing Real-Time Sensor Data with Industrial IoT to Prevent Equipment Failure
[NO] 1077/1873 | A Transformer-Based Framework for Domain-Sensitive Amharic-English Neural Machine Translation With Character-Aware Subword Encoding
[NO] 1078/1873 | Novel Strategies and Configurations Enabling Advanced Terrestrial, Aquatic, and Aerial Locomotion in Biomimetic Robots
[NO] 1079/1873 | Impedance Modeling of Wideband Harmonic Current Generator Based on Cascaded H-Bridge
[NO] 1080/1873 | HUnited Split Federated Learning with Evolutionary Game Approach
[NO] 1081/1873 | Joint Detection, Channel Estimation and Interference Nulling for Terrestrial-Satellite Downlink Co-Existence in the Upper Mid-Band
[NO] 1082/1873 | Empowering Larger Model Training via Cloud-Edge-End Collaborative Federated Learning
[NO] 1083/1873 | Rotatable Antennas for Mixed Near-Field and Far-Field Communications
[NO] 1084/1873 | JS3C:Joint Source-Channel-Check Coding for Reliable Semantic Communication
[NO] 1085/1873 | Hand–Eye Calibration via Point Cloud Registration of Arbitrary Objects
[NO] 1086/1873 | Institutional Trust in E-Democracy: Modeling the Digital Divide and Cybersecurity
[NO] 1087/1873 | Multi-dimensional Parameter Estimation in RIS-aided MU-MIMO-OFDM Channels
[NO] 1088/1873 | AI-based Efficient Spatial Beam Prediction in Multi-TRP mmWave Communication Environments
[NO] 1089/1873 | Robust Secure Beamforming Design for Intelligent Reflecting Surface-Aided Wireless Communication Systems with Imperfect CSI
[NO] 1090/1873 | IgniSole: Smartphone-based Early Detection of Diabetic Foot Ulcers using Thermal Images
[NO] 1091/1873 | Diving into Epipolar Transformers for Light Field Super-Resolution and Disparity Estimation_supp1-3674997.pdf
[NO] 1092/1873 | DFormer++: Improving RGBD Representation Learning for Semantic Segmentation_supp1-3658114.pdf
[NO] 1093/1873 | RPP-HO: Risk Predictive Proactive Handover for LEO Satellite Edge Computing
[NO] 1094/1873 | LLMs Empowered MIMO Antenna Decoupling for Wireless Networks: From Mathematical Tuning to Physically-Aware Design
[NO] 1095/1873 | Denial of Service Attacks in Over-the-Air Computation for Internet of Medical Things
[NO] 1096/1873 | Enhancing LEACH Protocol Efficiency in Wireless Sensor Networks Using Mountain Gazelle Optimization Technique
[NO] 1097/1873 | Probabilistic Representation for Robust Link Adaptation in Deep Reinforcement Learning-based 5G Systems
[NO] 1098/1873 | Intelligent AI Models for Non-Invasive Blood Glucose Detection and Monitoring
[NO] 1099/1873 | Deep Learning Framework for RSSI-Based Indoor Localization in RIS-Aided mmWave Systems
[NO] 1100/1873 | Robust WSSR Maximization for Holographic RIS-aided RSMA Near-Field Systems
[NO] 1101/1873 | Smart Intrusion Detection in IoT Using Optimized Deep Learning and Active Learning Strategies
[NO] 1102/1873 | Energy-Efficient Task Offloading with Resource Slicing for eMBB and URLLC Coexistence in 5G Networks: A Twin Delayed DDPG Approach
[NO] 1103/1873 | GPU-accelerated In-Network Computing for Split-AI in 6G: A Trade-Off Between Inference Time and Energy Consumption
[NO] 1104/1873 | Hamiltonian Optimal Control-Based Adversarial Training in Deep Reinforcement Learning for Robust Load Frequency Control
[NO] 1105/1873 | IBCapsNet: Information Bottleneck Capsule Network for Noise-Robust Representation Learning
[NO] 1106/1873 | Koopman Visual-Dynamics Spectrum: A Physics-Aware Spectral Signature for Micro-Expression Recognition
[NO] 1107/1873 | $\text{P}^\text{2}$RS: A Quantitative Rating Scale for Pain Assessment based on Pulse Wave Characterization
[NO] 1108/1873 | Hierarchical Reinforcement Learning for Next Generation of Multi-AP Coordinated Spatial Reuse
[NO] 1109/1873 | Multi-Carrier MIMO Cognitive BackCom: Adaptive Processing with Temporal Combining Improved Data Stream Decoding
[NO] 1110/1873 | Fully Distributed Optimal Consensus for Uncertain Euler-Lagrange Systems With Relative Positions
[NO] 1111/1873 | IEEE Foundation
[NO] 1112/1873 | Deep Learning Techniques for Enhanced Diagnostic Precision in Radiology
[NO] 1113/1873 | Analysis and Suggestions on Performance Differences of International High-Voltage Protection Devices
[NO] 1114/1873 | Achievable Identification Rates in Noisy Bosonic Broadcast Channels
[NO] 1115/1873 | Research on Configuration and Operation Optimization of PV-ESS System Considering Inter-Building Energy Sharing
[NO] 1116/1873 | NeuroLex: A Lightweight Domain Language Model for EEG Report Understanding and Generation
[NO] 1117/1873 | A novel protocol for STAR-RIS-assisted SWIPT systems with Hybrid Elements
[YES] 1118/1873 | Neural Ensemble of Thought: Toward Human–like AI through Brain–inspired Reasoning
[NO] 1119/1873 | Augmented Reality (AR) and AI in Retail: Enhancing the Shopping Experience
[NO] 1120/1873 | Real-Time Trials of Reliable Optical Wireless Communications using OFDM in 802.15.13
[NO] 1121/1873 | Control of a Galvano Scanner Using a Controller Based on RNN with Guaranteed Stability
[NO] 1122/1873 | Machine Learning Based Early Prediction of Polycystic Ovary Syndrome (PCOS) Using Lifestyle and Symptom Features
[NO] 1123/1873 | Research on CNC Machine Tool Thermal Error Prediction Based on Improved ACO-Optimized LSTM-FNO Model
[NO] 1124/1873 | The Design of Pearl Water Chestnut Production Line Based on Machine Vision
[NO] 1125/1873 | Inter-Session Variability in Long-Term ECoG BCIs
[NO] 1126/1873 | Towards P≠NP from Extended Frege lower bounds
[NO] 1127/1873 | Comparative Analysis of Approaches to Segmentation of Medical Images Based on CT of Human Internal Organs
[NO] 1128/1873 | Molecular Filter Design for DNA Molecular Communication System
[NO] 1129/1873 | Review of Flow and Heat Transfer Characteristics in Cryogenic Propellant Filling Process
[NO] 1130/1873 | Smart House Price Prediction: Evaluating Crime Rates and Employment Trends Using Machine Learning Algorithms
[NO] 1131/1873 | Energy Storage Optimization for Risk Mitigation in Distribution Networks with Distributed Generation
[NO] 1132/1873 | ZhiSync: Metadata-Driven Inference Fusion for Decentralized Healthcare IoT
[NO] 1133/1873 | Efficient Task Offloading via Semi-Matching for Energy Harvesting D2D Communications
[NO] 1134/1873 | Theoretical Limits of Differential Doppler Positioning Using LEO Satellite Signals
[NO] 1135/1873 | Fault Ride-Through Method for Flexible MVDC Electrified Railway Power Supply System Based on Feeder Fault Current Limiting
[NO] 1136/1873 | Optimizing Traffic Management Through Genetic Algorithm
[NO] 1137/1873 | Audit 5.0: The Convergence of Technological Innovation and Human Purpose in the Digital Age
[NO] 1138/1873 | Synergistic Gain for OTFS/AFDM Multi-Satellite Transmission System
[NO] 1139/1873 | ReLoad: Revenue and Load Balancing Aware DRL-based Task Offloading Framework for Vehicular Cloud-Edge Networks
[NO] 1140/1873 | Age of Information in Discrete-Time Multisource IoT Wireless Status Updating System with Generic Random Update Transmission Times
[NO] 1141/1873 | A Novel Arc-Suppression Method for Grounding Faults in Distribution Networks Based on Flexible Control of Phase Voltage
[NO] 1142/1873 | Neurophysiological Characteristics of Adaptive Reasoning for Creative Problem-Solving Strategy
[NO] 1143/1873 | Resilient Routing for Satellite-Terrestrial Integrated Networks via Cascaded Two-Time-Scale Deep Reinforcement Learning
[NO] 1144/1873 | RapidAtt: A Fast Attestation Technique for Industrial Internet of Things
[NO] 1145/1873 | Indoor-Office Large-Scale Wireless Channel Characterization in cmWave/FR3 Spectrum
[NO] 1146/1873 | Study on the Discrepancy Between Real-World and Certified Driving Range of New Energy Vehicles in Low and High-Temperature Environments
[NO] 1147/1873 | Row and Group Pseudo Sparsity-Aware Bayesian Learning for MIMO-OTFS Channel Estimation
[NO] 1148/1873 | Research on High-Impedance Ground Fault Detection Method in PV Distribution Network Based on Zerosequence Current Characteristics
[NO] 1149/1873 | Spread Spectrum-based Optimization of Physical Layer Security in Elastic Optical Networks
[NO] 1150/1873 | Sub-Centimeter Indoor Optical Wireless Positioning Using An Optimized Machine Learning Technique
[NO] 1151/1873 | Deep Unfolding-Aided Tensor Decomposition for mmWave MIMO-OFDM Channel Estimation
[NO] 1152/1873 | Joint Optimization of Feedback Signal Transmission and Reconstruction in Tactile Internet
[NO] 1153/1873 | Next-Generation Sustainable Wireless Systems: Energy Efficiency Meets Environmental Impact
[NO] 1154/1873 | Machine-Learning Based Artificial Affective Perception For Machines’ Emotional Awareness
[NO] 1155/1873 | Quantitative Strategy Under Bull-Bear Rotation: Stock Selection &amp; Dual-Hedging via LambdaMART &amp; RIM
[NO] 1156/1873 | E-commerce Intelligent Recommendation Optimization and Personalized Marketing Strategy Based on Big Model
[NO] 1157/1873 | AutoML-Driven Portfolio Optimization via Bayesian-Optimized SVR: A Volatility-Targeting Approach for Dynamic Asset Allocation
[NO] 1158/1873 | Learning-Based Channel Estimator with Novel Pilot Design for CF IRS-Aided mMIMO-OTFS Systems
[NO] 1159/1873 | Decentralized Gossip Learning with Adaptive OOD Detection for LEO Satellite Networks under Non-IID Data
[NO] 1160/1873 | Model-Driven Deep Learning-Aided Wideband Hybrid-Field THz UM-MIMO Channel Estimation
[NO] 1161/1873 | UnSLU-BENCH+: Extended Machine Unlearning Benchmark for Spoken Language Understanding
[NO] 1162/1873 | LoRAT: Low Rank Adaptation and Transfer for Multi-environment Channel Estimations
[NO] 1163/1873 | Reliable Real-Time Edge AI via Conformal Model Selection
