[2026-04-11 22:33:18] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-04-10
正在获取论文...
[IEEE] 2026-4-10 | Bandwidth-Efficient Robust Threshold ECDSA in Three Rounds_supp1-3682606.pdf
[NO] 99/700 | Split Federated Learning under Joint System and Data Heterogeneity
[NO] 100/700 | Generalized Parametric Design of an Integrated Electric Vehicle Drive System for Wide-Speed-Range Operation: Experimental Validation, Torque Control, and Performance Assessment
[NO] 101/700 | IMS2026 Registration Announcement
[NO] 102/700 | Front Cover
[NO] 103/700 | Physics-Informed Encoder Neural Network for Determination of Fiber Parameters in a Fiber Laser
[NO] 104/700 | Multi-modal Shape Encoding for 3D Object Detection
[NO] 105/700 | <i>T</i>
                    -A Formulation for Calculating Induced Currents in Rotating High-Temperature Superconductor Coils
[NO] 106/700 | Standards-Driven Security and AI Governance for 6G Edge Wearable Digital Twins for Mental-Health Monitoring in University Campuses
[YES] 107/700 | EditFlow: Benchmarking and Optimizing Code Edit Recommendation Systems via Reconstruction of Developer Flows
[NO] 108/700 | When Lifetimes Liberate: A Type System for Arenas with Higher-Order Reachability Tracking
[NO] 109/700 | Commuting Conversions and Join Points for Call-by-Push-Value
[NO] 110/700 | Diatom: Polylithic Binary Lifting with Data-Flow Summaries and Type-Aware IR Linking
[NO] 111/700 | Performance Evaluation of Single-User Massive MIMO with Hybrid Precoding in Rayleigh Fading and Millimeter Wave Channels
[NO] 112/700 | Research on the Improvement Theory of Canonical Correlation Analysis and Its Application
[NO] 113/700 | Efficient Directed Hybrid Fuzzing via Target-Centric Seed Selection and Generation
[NO] 114/700 | Type-Safe Monotonic Object Evolution
[YES] 115/700 | A Tale of 1001 LoC: Potential Runtime Error-Guided Specification Synthesis for Verifying Large-Scale Programs
[NO] 116/700 | The Centrality Fallacy and ACM
[NO] 117/700 | Study on Smoke Backflow Characteristics in High-Altitude Tunnels Based on Numerical Simulation
[NO] 118/700 | A Reliability Modeling Method Based on Logical Verification Generative Adversarial Networks
[NO] 119/700 | Model-Based Simulation of Eddy Current Effects and Correction Methods in MRI Gradient Systems
[NO] 120/700 | Secure Containers: A DevSecOps-Based Approach for Comprehensive Docker Image Vulnerability Assessment
[NO] 121/700 | DF-DiffVSR: Deformable Field-Driven Diffusion Model for Inter-Slice Continuity Enhancement in Medical Volume Super-Resolution
[NO] 122/700 | Lesion Learning Network with Relation Aware Transformer for Diabetic Retinopathy Grading
[NO] 123/700 | A Function-level Fault Injection and Machine Learning Framework for Reliability Analysis
[NO] 124/700 | Progressive Compression of ResNet: An 8.33× Reduction with 90.5% Accuracy Retention for Edge Deployment
[NO] 125/700 | MQLSTM-Based Daily Operation for Microgrid with Renewable Uncertainty and Multi-Objective
[NO] 126/700 | IEEE CS CFP
[NO] 127/700 | Measurement of Saturation Characteristic of Transformer Using an Improved AC and DC Voltage Superposition Method
[NO] 128/700 | Local Duality for Sparse Support Vector Machines
[NO] 129/700 | noDice: Inference for Discrete Probabilistic Programs with Nondeterminism and Conditioning
[NO] 130/700 | Mixtris: Mechanised Higher-Order Separation Logic for Mixed Choice Multiparty Message Passing
[NO] 131/700 | Frashokereti: Non-aborting Optimistically Replicated Objects
[NO] 132/700 | A High-Precision and Easy to Encode Precise Solution Scheme for Calculating Attitude Angles
[NO] 133/700 | Analysis and Study of Line Spectrum Features Affected by Underwater Target Motion
[NO] 134/700 | Transformer-Based Dual Contrastive Learning for Multi-View Clustering
[NO] 135/700 | Stability Analysis of Tailrace Open Channel Slope in a Pumped Storage Power Station
[NO] 136/700 | RFIC/RFSA/RFTT Industry Paper Competitions
[NO] 137/700 | A Memory-Aware Sparse Matrix-Matrix Multiplication on Multicore Architectures
[NO] 138/700 | Efficient Incremental GR(1) Synthesis via Monotonic Fixed-Point Reuse
[NO] 139/700 | 2025 IEEE 5th International Conference on Applied Mathematics, Modeling and Computer Simulation (AMMCS)
[NO] 140/700 | Penetration-free Solid-Fluid Interaction on Shells and Rods_supp1-3674041.mp4
[NO] 141/700 | Scalable and Generalizable Correspondence Pruning Via Geometry-Consistent Pre-Training
[NO] 142/700 | The Ph.D. Student Sponsorship Initiative at IMS2026
[NO] 143/700 | Sapphire MEMS Fiber-optic Sensor with a Ceramic-housing Package for High-temperature Vibration
[NO] 144/700 | A Multiband 4th-Order RF Transmitter Featuring an N-Path-Filter Modulator With a Switched
                    <i>g</i>
                    <sub>m</sub>
                    –C Network
[NO] 145/700 | IMS2026 Student Design Competitions
[NO] 146/700 | Bridging the Hard Tech Gap at the IEEE Entrepreneurship Hard Tech Venture Summit
[NO] 147/700 | EZ-Therm: Effective Zero-shot Thermal Depth Completion by Adapting Diffusion Priors
[NO] 148/700 | LLM-Driven Stationarity-Aware Expert Demonstrations for Multi-Agent Reinforcement Learning in Mobile Systems
[NO] 149/700 | Variational Bayesian Joint Tracking and RCS Estimation for Fluctuating Targets in Radar Systems
[NO] 150/700 | HandMLP: A GAT-Enhanced MLP Network for Robust 3-D Hand Pose Estimation
[NO] 151/700 | Evidential Prior Guided Neural Collapse for Open World Object Detection
[YES] 152/700 | Implementing DevSecOps: A Systematic Literature Review on Integrating Security into DevOps
[NO] 153/700 | Beer: Interactive Alarm Resolution in Bayesian Program Analysis via Exploration-Exploitation
[NO] 154/700 | Taming the Hydra: Targeted Control-Flow Transformations for Dynamic Symbolic Execution
[NO] 155/700 | Sound and Complete Invariant-Based Heap Encodings
[NO] 156/700 | RoboBunting: Building Social, Affective Expressiveness through Bilateral Force Exchange
[NO] 157/700 | A Traffic Data Imputation Method Based on Spatial-temporal Synchronous Graph Recovery Neural Network
[NO] 158/700 | 3D-IRMM-Net: An Interpretable Radiologist-Mimicking 3D Multimodal Network for Lesion Detection in ABUS with LLM-Based Guidance and Uncertainty Quantification
[NO] 159/700 | The IMS2026 Interactive Forum
[NO] 160/700 | Interference Module Noise Suppression Model for Interferometric Distributed Optical Fiber Sensing
[NO] 161/700 | Synchronization Dynamics of MEMS Oscillators With Sub-Harmonic Injection Locking (SHIL) for Emulating Artificial Ising Spins
[NO] 162/700 | The Electronic Grip Gauge (EGG): Automated Assessment of Sensorimotor Hand Function Using an Instrumented Fragile Object
[NO] 163/700 | Non-Enzymatic Uric Acid Sensing via MoS-Enhanced Paper-Based Electrochemical Sensor Using Neural Network Regression Framework_supp1-3680435.pdf
[NO] 164/700 | MP3: Let’s Revolutionize RF—Join Us in Boston!
[NO] 165/700 | An Adaptive RRT* Algorithm for Narrow Passage Path Planning
[NO] 166/700 | A Continuous-Time Zoom Sensor Readout Frontend With Fast Tracking and Floating-Gm-CCO Integrator
[YES] 167/700 | PACGBI: A CI/CD Pipeline for LLM-assisted Code Generation of Web Front End
[NO] 168/700 | Machine Learning-Based Skin Lesion Classification with Feature Importance Analysis using SVM for Dermoscopy Images in the Philippines
[NO] 169/700 | Unleash Your Potential
[NO] 170/700 | Natural Jacobian Matrix Formulation for Homogeneous Performance Indices in Parallel Mechanisms_supp1-3676057.docx
[NO] 171/700 | Model Predictive Control of a Single-Stage SPV under Weak Grid Conditions
[NO] 172/700 | Design and Verification of a Modular Four-Degree-of-Freedom Error Measurement System
[NO] 173/700 | A Two-Stage Fault Detection and Early Warning Framework for Intelligent Laboratory Measurement Systems
[NO] 174/700 | Learning Symmetric Invariants from Symmetric Samples
[NO] 175/700 | Table of Contents
[NO] 176/700 | Multi-UAV Collaborative ISCPT: Joint 3D Deployment and Power Control of UAVs
[NO] 177/700 | W-Band Dual-Polarized 2 × 2 Metasurface Antenna-in-Package Array Based on Through-Glass Via Technology
[NO] 178/700 | Blank Page
[NO] 179/700 | Joint Link Adaptation and Device Scheduling Approach for URLLC Industrial IoT Network: A DRL-Based Method With Bayesian Optimization
[NO] 180/700 | SCOOP: Scalable On-Chain-Off-Chain Storage in Blockchain-Based Decentralized Identity for Cyber-Physical-Social Systems
[NO] 181/700 | ESQA: Event Sequences Question Answering
[NO] 182/700 | Degradation, Lifetime, and Failure Modes of Metal Oxide Varistors in Low-Voltage DC Circuit Breaker Applications
[NO] 183/700 | Generative Artificial Intelligence for Social Impact
[NO] 184/700 | Analyzing the 2024 U.S. Presidential Elections: BERT-based Sentiment Classification of Spoken Content in Video Data
[NO] 185/700 | A Systematic Literature Review on the Application of Scrum in Application Development
[NO] 186/700 | A Probabilistic Least Squares Estimation For NHPP-based Software Reliability Models with Time-domain Data
[NO] 187/700 | Traceability and Detect Forgery Platform of Digitally Important Educational Documents for Grade 6 Secondary Schools Case Study of the Northeastern Region, Thailand
[NO] 188/700 | A Multi-Keyword Boolean Search Scheme for Medical Data Based on Blockchain Indexing
[NO] 189/700 | Optimal Partitioning of Square Computational Domains for Parallel Computing on Hybrid Servers with Heterogeneous Processors and Heterogeneous Communicating Links_supp1-3682580.pdf
[NO] 190/700 | Center-of-Mass and Attitude Control of an Orbital Manipulator: A Novel Control Strategy_supp1-3682621.mp4
[NO] 191/700 | Controlling the reactive power in multiple active bridge converters to increase efficiency
[NO] 192/700 | IEEE CS 2026 Awards
[NO] 193/700 | LCMTrack: Low Rank Gated Adaptation and Cross Modal Attention Fusion for Multi-Scale Spatio-Temporal RGB-T Tracking
[NO] 194/700 | The RFIC2026 Symposium
[NO] 195/700 | ASVspoof 5: Evaluation of Spoofing, Deepfake, and Adversarial Attack Detection Using Crowdsourced Speech
[NO] 196/700 | IMS2026 Industry Workshops
[NO] 197/700 | Mining Exception Rules from Eclipse and NetBeans Defect Dataset
[NO] 198/700 | IMS: Where the World Meets Microwaves [President’s Column]
[NO] 199/700 | IEEE Standard for Edge Subsystem of Digital Retina Systems
[NO] 200/700 | Analyzing Interpretable Visual Control Policy Search and Synthesis
[NO] 201/700 | Specy: Learning Specifications for Distributed Systems from Event Traces
[NO] 202/700 | Debugging Debugging Information using Dynamic Call Trees
[NO] 203/700 | Bisociative Pivoting as a Method for Moderating User Response to Text Similarity in Next-item News Recommendation
[NO] 204/700 | Generative Principal Component Regression via Variational Inference
[NO] 205/700 | Failure-Threshold Determination of Full-Ceramic Ball Bearings Under Highly Fluctuating Health Indicators at Multiple Time Scales
[NO] 206/700 | Intelligent Systems Reviewer List 2025
[NO] 207/700 | Addressing Data Scarcity in Substation Inspection: A CycleGAN - Based Approach for Synthetic Defect Generation
[NO] 208/700 | A Study on the Development Factors of New Energy Vehicles in China based on Factor Analysis and Multiple Regression Modeling
[NO] 209/700 | Pavlov’s Dog and Large Language Models: The Double-Edged Power of Context Conditioning
[NO] 210/700 | Quadruplet Augmentation With Attribute and Structure Invariance for Online Continual Learning
[NO] 211/700 | ARC Flash Anaysis for Electrification Projects How Far Upstream and Downstream Should be Re-Evaluated a Refinery Case Study
[NO] 212/700 | Descriptor:
                    <i>Forward-Looking Multibeam - Marine Litter Detection and Tracking Dataset (FLM-MLDT)</i>
[NO] 213/700 | AMMCS 2025 Table of Content
[NO] 214/700 | 3D Passive Positioning with Individual Resonant Beam Base Station
[NO] 215/700 | QubitCache: Quantum-Inspired Probabilistic Attention Preservation for KV-Cache Compression
[NO] 216/700 | LLM-Guided Classification and Extension of the MISP Taxonomy for Dark Web Q&amp;A Forums
[NO] 217/700 | Experimental and Ray-Tracing-Based Comparison of Virtual-Array and Mechanically Scanned Directional Channel Sounding in Indoor Millimeter-Wave Channels
[NO] 218/700 | Ordered Statistics Decoding Based on Codeword Neighborhood Structure Learning
[NO] 219/700 | IMS2026 RF Systems Dialogue on ISAC
[NO] 220/700 | Masthead
[NO] 221/700 | G²VLO: Accurate and Generic 2D Gaussian based Visual-LiDAR Odometry
[NO] 222/700 | RVSM: Convolutional Block Attention Module for Robust Retinal Vessel Segmentation in Diabetic Retinopathy
[YES] 223/700 | Floating-Point Usage on GitHub: A Large-Scale Study of Statically Typed Languages
[NO] 224/700 | Safe and Adaptive Multi-Target Encirclement with Socially Aware Multi-Robot Control_supp1-3682584.mp4
[NO] 225/700 | Duplexing CMOS Millimeter-Wave Retrodirective Array for Automatic Beam Tracking Without Phase Shifter
[NO] 226/700 | PISAStego: Privacy-Preserving Instance-Specific Self-Supervised Autoencoder Steganography for Elevated Security in Industrial IoT Systems
[NO] 227/700 | A 16-Channel Front-End ASIC with Adaptive Capacitive Level-Shifting PGA and 16-bit 1MS/s Hybrid SAR ADC for Cryogenic Infrared Imagers
[NO] 228/700 | Computing Edge
[NO] 229/700 | XGBoost-Based Real-Time Intrusion Detection With Blockchain Logging for Secure EV Charging
[NO] 230/700 | 2025 IEEE Scientific Visualization Contest Winner: A Comprehensive Visual Exploration Tool for Multivariate Multi-Objective Optimization of Aluminum Alloy Compositions
[NO] 231/700 | Adaptive denoising algorithm with considering terrestrial slopes for single-photon LiDAR point cloud data processing
[NO] 232/700 | Improving Odometry-Aided Position and Orientation Systems Through Bilateral Endpoints Constraint
[NO] 233/700 | Anisotropy and the magnetocaloric effect in
                    <i>RB</i>
                    <sub>2</sub>
                    (
                    <i>R</i>
                    =
                    <i>Dy, Ho</i>
                    )
[NO] 234/700 | Embodied Spatial Simulation: Enabling Embodied Interaction with Human Motion Simulation in Extended Reality_supp1-3679897.mp4
[NO] 235/700 | Planning of Large-scale Wind-Supplied Hydrogen Energy Storage System to Support Zero Energy Buildings in Urban Distribution System
[NO] 236/700 | A Module-Based Method for Identifying Safety-Related Faults in Large-scale Systems Using FTA
[NO] 237/700 | Journal of Lightwave Technology Publication Information
[NO] 238/700 | Cubic-Quartic Optical Solitons in Birefringent Fibers with Non-Local Law Nonlinearity
[NO] 239/700 | Delay-Dependent Stability of Discrete-Time Memristive Neural Networks via Extended Reciprocally Convex Inequality
[NO] 240/700 | Application of Residual Autocorrelation Hybrid Models in Slope Deformation Prediction
[NO] 241/700 | Secure Reversible Image Obscuration for Content Protection
[NO] 242/700 | VeriEQ: Finding Verilog Simulators and Synthesizers Bugs with Equivalence Circuit Transformation
[NO] 243/700 | Introduction to the Special Issue on Large Language Models, Conversational Systems, and Generative AI in Health - Part 2
[NO] 244/700 | Mechanised Semantics of Multi-stage Programming
[NO] 245/700 | Lawyer: Modular Obligations-Based Liveness Reasoning in Higher-Order Impredicative Concurrent Separation Logic
[NO] 246/700 | Determining the Unreachable: Constraint-Guided Reachability Analysis for Dependency Vulnerabilities
[NO] 247/700 | Enhancement of Large Language Models Driving Knowledge for Practical Autonomous Driving Decision Making
[NO] 248/700 | A Robust Real-Time Quantum Sensing System Based on an Ensemble of Nitrogen-Vacancy Centers in Diamond
[NO] 249/700 | Bandwidth enhancement based on intensity-cross-combination principle for phase-shifting Φ-OTDR system
[NO] 250/700 | Proactive Threat Hunting and Anomaly Detection for Networked Consumer Maritime Electronics Using a Variational Bayesian Adaptive IMM
[NO] 251/700 | Marine Ship Detection Algorithm Based on Adaptive Feature Extraction and Multi-Scale Feature Weighted Selection Fusion
[NO] 252/700 | PersuHSG: Adaptive Persuasion Strategy Planning for Dialogue Agents Based on Hierarchical Strategy Graph
[NO] 253/700 | Project Everest: Perspectives from Developing Industrial-Grade High-Assurance Software
[NO] 254/700 | SART: Sign-Absolute Reformulation Theory for Binary Variable Reduction in Neural Network Verification
[NO] 255/700 | Human–Machine Shared Steering in Driving via Integration of Driver Fatigue in a Fuzzy Logic-Based System
[NO] 256/700 | Confidence-Weighted Prior-Guided RPCA for Hyperspectral Anomaly Detection
[NO] 257/700 | <i>Vy</i>
                    ZX: Formal Verification of a Graphical Quantum Language
[NO] 258/700 | Application of Manual Brake Release Pump in Explosion-Proof Vehicles
[NO] 259/700 | Simulating QR Code Scanner Phishing Attacks: Investigating Vulnerabilities in QR Scanning and Reading Mechanisms Leading to Cookie and Data Exposure in Organization Environment
[NO] 260/700 | Multipath Parameter Estimation Using GNSS Receiver Doppler Measurements
[NO] 261/700 | Wavelet-enhanced graph attention framework for multidimensional feature extraction of loom data
[NO] 262/700 | Design of a Passive Finger-Tip Changer for Modular Robotic Manipulation_supp1-3682528.mp4
[NO] 263/700 | Evaluation of Language Model Architectures for Scholarly Applications
[NO] 264/700 | Design and Optimization of a Grating-Structured Triboelectric Nanogenerator-based Self-Powered Flexible Pressure Sensor
[NO] 265/700 | Analytical Design and Decision Tree-Based Excitation Strategies for Low-Profile IPT Systems Insensitive to Angular Misalignment
[NO] 266/700 | Transient DC Arc-Flash Incident Energy Calculations for DC Distribution Systems
[NO] 267/700 | Interval Stabilization for Switched Stochastic Positive Systems: A State-Dependent Switching Scheme with Convergence Rate Constraint
[NO] 268/700 | Spacing-Compensated Measurement of the Acoustoelectric Interaction Constant for Quantitative Current-Density Imaging in Saline and Brain Tissue_supp1-3682610.pdf
[NO] 269/700 | Localizing Type Errors for Syntactic Sugar by Lifting
[NO] 270/700 | Design of an Intelligent Multi-dimensional Price Comparison and Recommendation System Targeting Big Data-Based Price Discrimination
[NO] 271/700 | The Impact of Hotel Service Robots on Customer Satisfaction: An Empirical Study Based on the Technology Acceptance Model
[NO] 272/700 | Mixed Choice in Asynchronous Multiparty Session Types
[NO] 273/700 | Pervasive Computing
[NO] 274/700 | Sidelobe Suppression in 4-D Antenna Arrays Using Grouped Modulation for Low Probability of Intercept Systems
[NO] 275/700 | Make Waves With Young Professionals and Women in Microwaves During IMS2026
[NO] 276/700 | 2026 Spring/Summer ARFTG Microwave Measurement Conference
[NO] 277/700 | Flexible DC-Traction Power-Supply Systems: Series-Parallel Connected Normally-On SiC JFET-based Medium-Voltage Solid-State Circuit Breaker
[NO] 278/700 | Blank Page
[NO] 279/700 | Circle-Tracker: Geometry-Constrained Stereo Multi-Object Tracking Under Severe Occlusion and Nonlinear Motion
[NO] 280/700 | AI@70: Celebrating Innovations and Shaping the Future
[NO] 281/700 | UAVs Formation Control Based on Azimuth-only Passive Positioning
[NO] 282/700 | The Risk Analysis of Chinese Credit System Based on Complex Network
[NO] 283/700 | Paper Embedding and Application of MDATA Model in Network Security Knowledge Hierarchy
[NO] 284/700 | The Impact of Competitive Information on Disease Transmission on Time-Varying Multiple Networks
[NO] 285/700 | A Thermally-Aware, Uncertainty-Driven Kalman Filtering Framework for Li-ion Battery Capacity Measurement
[NO] 286/700 | CMLE: A Collaborative LoRA-Enhanced Expert Framework for Multimodal Fake News Detection
[NO] 287/700 | A Multimodal Remote Sensing Image Registration Framework with Dual-Stream Multiscale Attention and Adaptive Deformation Refinement
[NO] 288/700 | IEEE Standard for Speech Recognition and Interaction System for Smart Home--Engineering Specifications for a Listening Room
[NO] 289/700 | IEEE Standard for the Performance Evaluation of Software for Smart Television Sets
[NO] 290/700 | Smartphone-Enabled Electrochemiluminescence Platform for Non-Invasive Detection of Salivary Biomarkers in Chronic Periodontal Disease
[NO] 291/700 | MRAM-Based Analog Computing-In-Memory Macro with Reconfigurable In-Memory Reference ADC
[NO] 292/700 | Physics-Guided Machine Learning for Accurate Series and Shunt Resistance Estimation in Photovoltaic Modules
[NO] 293/700 | RWW 2027 Call for Papers PAWR
[NO] 294/700 | Self-Decoupling And Wide Beamwidth Millimeter-Wave Patch Antenna And Its Application In Wide-Angle Scanning Array
[NO] 295/700 | Reference-Based Super-Resolution with Geometry-Aware Transfer
[NO] 296/700 | Dynamically-Optimized BLDCM Commutation Method Based on Rotor Magnetic Potential Real-Time Space-Symmetry Regulation
[NO] 297/700 | Cutting-Edge Bioanalytical Transducers for Mycotoxin Surveillance: A Review
[NO] 298/700 | Map-aided ISAC Beam Design via Active Sensing
[NO] 299/700 | IEEE Trans Privacy
[NO] 300/700 | Unlock the Benefits
[NO] 301/700 | Emerging Tech Ad
[NO] 302/700 | IEEE Dataport
[NO] 303/700 | Sentiment Analysis Based on Super Learning Multimodal Transformer
[NO] 304/700 | MEMS Microbreaker With Electrostatically Actuated Closure and Tunable Electrothermal Reset
[NO] 305/700 | Deep Sentiment Analysis on Online Learning Tweets Using CNN, LSTM
[NO] 306/700 | Top 10 Most Influential Papers in Artificial Intelligence Since 2000
[YES] 307/700 | Graph-Augmented Large Language Model Agents: Current Progress and Future Prospects
[NO] 308/700 | WiFo-CF: Wireless Foundation Model for CSI Feedback
[NO] 309/700 | Environmental Big Data Quality Prediction Based on ARIMA-XGBoost Coupling Model
[NO] 310/700 | Genetic Algorithm based Layout Optimization of an Electrical Component Manufacturing Enterprise Workshop
[NO] 311/700 | Translation of Research Paper on Multi-level Facial Expression Recognition Based on Deep Convolutional Neural Networks
[NO] 312/700 | RF-SP: Location Algorithm for Networked Passive IoT
[NO] 313/700 | Numerical Simulation Analysis on Chute Structure of Belt Conveyor
[NO] 314/700 | Automatic Propagation of Profile Information through the Optimization Pipeline
[NO] 315/700 | Geo: A Query Rewrite Framework for Graph Pattern Mining
[NO] 316/700 | The Influence of Practical Factors on the Cross-Correlation and Brightness Temperature Image in 2-D MAS
[NO] 317/700 | High-Precision Close-to-Analog Programming of PCM Cells as Devices for AiMC Edge-AI
[NO] 318/700 | Journal of Lightwave Technology Information for Authors
[NO] 319/700 | Power-Interruption-Independent Multi-Turn Steering Angle Sensor Based on Dual Magnetic Sensors and Gear Ratio Differentiation
[NO] 320/700 | Wavelet Spectral–Spatial Mamba Network for Hyperspectral Image Classification
[NO] 321/700 | Mode Discerning Control Generation for Switched Systems with Unknown Exogenous Inputs
[NO] 322/700 | AI-Enabled UAV Networks for 6G: A Paradigm Shift
[NO] 323/700 | Mechanism Investigation and Optimization of Flow-Induced Vibration in a Nuclear Deaerator Pressure Sustaining Valve Using Multiphysics Simulation
[NO] 324/700 | Design and Implementation of Land-Air-Multiunmanned Cooperative Search Simulation System Based on Gazebo
[NO] 325/700 | Research on Five-layer Evaluation Strategy of Subjective Questions Based on Manual and AI
[NO] 326/700 | Mechanism and Threshold Effect of Transport Infrastructure Empowering Common Prosperity—Based on the SGMM Model
[NO] 327/700 | Research on the Application of LDPC Decoding Algorithm Based on Neural Network
[NO] 328/700 | GaN-on-Si photonics platform for heterogenous blue lasers: A perspective and feasibility study
[NO] 329/700 | On the Performance of Lossless Reciprocal MiLAC Architectures in Multi-User Networks
[NO] 330/700 | Deep Reinforcement Learning-Based Active Sensing on a Bicycle for Vehicle Tracking
[NO] 331/700 | A Novel Multi-IMU Fusion Positioning Method Using an Adaptive Federated Kalman Filter
[NO] 332/700 | Boot Camps at IMS2026 in Boston, MA USA
[NO] 333/700 | Cooperative control of multi-electromagnet for hybrid levitation system using adaptive super-twisting sliding mode control with adjacent cross-coupling strategy
[NO] 334/700 | Centralized Power Management System for Microgrids Using WAMS-Driven Dynamic Load Shedding and Restoration
[NO] 335/700 | MetaSpace: Metamorphic Testing for Spatial Cognition in Embodied Agents
[NO] 336/700 | A Knowledge-Graph Translation Layer for Mission-Aware Multi-Agent Path Planning in Spatiotemporal Dynamics
[NO] 337/700 | Research on Intelligent Recognition Electrocardiogram
[NO] 338/700 | The Application of BP ANN Optimized GA in CPW Model and Inverse Model
[NO] 339/700 | Cubic-Quartic Optical Solitons in Birefringent Fibers with Non-Local Law Nonlinearity
[NO] 340/700 | STEM Outreach and Inclusive Engagement at IMS2026
[YES] 341/700 | Code Clone Refactoring in C# with Lambda Expressions
[NO] 342/700 | Architecting A Behavior-Driven Test Automation Framework for CI/CD Environments
[NO] 343/700 | A Secured Cloud Integration Network Design and Fault Tolerant for file and Application Sharing in a Medium Size Business Environment
[NO] 344/700 | Understanding and Finding JIT Compiler Performance Bugs
[YES] 345/700 | CLower: Detecting Compiler Pessimization Bugs through Redundant Memory Accesses
[NO] 346/700 | Context-Free Language Reachability via Efficient Relation Chaining
[NO] 347/700 | Static Factorisation of Probabilistic Programs with User-Labelled Sample Statements and While Loops
[NO] 348/700 | Block Tests
[NO] 349/700 | Gait-Synced Translation Gain for Naturalistic VR Motion_supp1-3679906.pdf
[NO] 350/700 | Event-Based Referred Vibrotactile Feedback for Bare-Hand XR Interaction
[NO] 351/700 | Eccentric Load Disturbance Rejection Method for AC Motor Drives Based on Model and Angle-Domain RBF Neural Network Torque Compensation
[NO] 352/700 | Multiphase LLC Resonant Converter with Interleaving, Natural Current-Sharing, and Phase-Shedding
[NO] 353/700 | A Novel Single-Stage DC/DC/AC Three-Port Converter with High Efficiency Modulation
[NO] 354/700 | IEEE Computer Society Information
[NO] 355/700 | Authentic Teaching and Assessment: Simulation of an Off-Shoring Project with Geographically Distributed Teams
[NO] 356/700 | ContextualSHAP : Enhancing SHAP Explanations Through Contextual Language Generation
[NO] 357/700 | New England Roots, Global Future: Revolutionizing IEEE Outreach
[NO] 358/700 | Cross-Modal Feature Distillation via Sample-Aware Adaptive Masking
[NO] 359/700 | Parameters Estimation of Coherently Distributed Source for Devices Location Based on Dual Deep Neural Network
[NO] 360/700 | Nonlinear Numerical Simulation and Experiment on Fixed Folding Process of Aluminum Foil Paper
[NO] 361/700 | Research on Visual SLAM Algorithm Based on Deep Learning
[NO] 362/700 | Sliding Scale? [Microwave Surfing]
[NO] 363/700 | Research on Real-Time Image Enhancement Using Generative Adversarial Networks (GAN)
[NO] 364/700 | Research on the Technical Framework of Legal Compliance Review of Major Decision-Making based on Large Language Model
[NO] 365/700 | Discrete Element Analysis of Bolter Miner Cutting Performance: A Comparative Study of Pick and Drum Cutting
[NO] 366/700 | High-Sensitivity Thickness Measurement of Transparent Optical Thin Films via EEMD–Based Fresnel Phase Diffraction
[NO] 367/700 | SFS: Spatially-Aware Separability-Driven Feature Selection in Fuzzy Decision Systems_supp1-3679684.pdf
[NO] 368/700 | A Pen-Shaped Visual-Tactile Sensor System for Braille Recognition With Multimodal Fusion and LLM-Enhanced Feedback
[NO] 369/700 | Low-Frequency Noise Performance of Microstrip-Coupled Lumped-Element Aluminum KIDs Using Hydrogenated Amorphous Silicon Parallel-Plate Capacitors for NEW-MUSIC
[NO] 370/700 | DeCo: A Core Calculus for Incremental Functional Programming with Generic Data Types
[NO] 371/700 | Discrete Interval Car-Following Model and Stability Analysis for Autonomous Vehicles
[NO] 372/700 | Research on Forecasting AC Power Output of Photovoltaic Systems Based on a Lightweight Hybrid Transformer-GRU Model
[NO] 373/700 | (Dis)Proving Spectre Security with Speculation-Passing Style
[NO] 374/700 | Peeling Off the Cocoon: Unveiling Suppressed Golden Seeds for Mutational Greybox Fuzzing
[YES] 375/700 | Mutation-Guided Unit Test Generation with a Large Language Model
[NO] 376/700 | A Probabilistic Optimization Framework for Terrestrial and UAV-borne Laser Scanning Forest Point Cloud Registration
[NO] 377/700 | PDH-Net: A Parallel Dual-branch Hybrid Network for Camera-based Blood Oxygen Saturation Measurement
[NO] 378/700 | IEEE Fellows - Class of 2026 [Society Briefs]
[NO] 379/700 | Coupled-Layer Diffusion for Kinodynamic Trajectory Generation_supp1-3682615.mp4
[NO] 380/700 | A Standards-Simulation-Evaluation Framework (SSEF) for System-level Modeling and Parameter Optimization of Hydraulic Tensioning Systems
[NO] 381/700 | IMS2026 Program Preview
[NO] 382/700 | High-Gain Wide-Angle Scanning Array Using Slot-Based Patch Antenna for Ku-Band
[NO] 383/700 | Transient Synchronization Stability Analysis of Parallel-Connected Grid-Forming Converters and Grid-Following Stations
[NO] 384/700 | A Hybrid Framework for Dynamic Inertia Estimation of Power Grid Considering Virtual Inertia Support From Wind Farms
[NO] 385/700 | Decoupling Global and Local Alignments: Dual-Stream Collaborative Regularization for Single-Source Cross-Condition Fault Diagnosis
[NO] 386/700 | Physics-Infused Dual-Path Transformer for Single Image Dehazing
[NO] 387/700 | The Calculation Method of Damage Probability for Two-Dimensional Trajectory Correction Projectile to Fire Against Sea Target
[NO] 388/700 | Multi Parameter Collaborative Optimization Simulation Analysis of Needle Type Heating Module for Heated Smoking Appliances
[NO] 389/700 | The Application of Artificial Intelligence in the Model Design of Vocal Recognition System
[NO] 390/700 | Study on the Prediction of Staircase Wear Based on Simulated Annealing Algorithm
[NO] 391/700 | A Domain-Specific Modeling Environment Configuration Scheme based on Meta-Modeling Technology and its Implementation
