[2026-02-04 09:31:02] 开始执行论文搜索任务
搜索关键词: code
搜索日期范围: 2026-02-03
正在获取论文...
[arXiv] 2026-02-03 | Mići Princ -- A Little Boy Teaching Speech Technologies the Chakavian Dialect
[NO] 1303/1918 | DC Performance Benchmarking of Core-Insulator Embedded Junctionless NSFETS for Low-Power Logic Applications
[NO] 1304/1918 | 2025 13th International Conference on Intelligent Embedded, MicroElectronics, Communication and Optical Networks (IEMECON)
[NO] 1305/1918 | Design and Implementation of Low-Latency Five-Port NoC Router for Embedded Systems
[NO] 1306/1918 | Research on Sensitivity Enhancement of Acetylene Photoacoustic Sensor Based on Cross-Correlation Technique
[NO] 1307/1918 | Design and Analysis of Vertical Cavity Surface Emitting Laser (VCSEL) for High-Power and Thermally Stable Operation
[NO] 1308/1918 | Power Quality Optimization using d-q and Fuzzy Logic Control for SSSC based Voltage Sag Mitigation in a Power System Network
[NO] 1309/1918 | Rover-71: An Indigenous Multi-purpose Rover Featuring Autonomous Navigation and Control
[NO] 1310/1918 | Experimental Investigation of Underwater Wireless Power Transmission System
[NO] 1311/1918 | Engineering and Development of a Plantar Device Featuring an Auxetic Structure Sole
[NO] 1312/1918 | Soft-Switched GaN-Based Current Source Converter
[NO] 1313/1918 | Multi-Metric Client Activation Method for Fast and Accurate Federated Learning
[NO] 1314/1918 | Research on the Method of Accurately Measuring the Angular Speed of Rotating Machinery based on Angular Point Transformation
[NO] 1315/1918 | An Interpretable Multimodal Attention and Stacking Framework for Intelligent Wind Turbine Fault Diagnosis
[NO] 1316/1918 | Comprehensive Analysis of Object Detection using RGB Camera for Autonomous Vehicles under Adverse Weather Conditions
[NO] 1317/1918 | AI-Assisted System Design: Improving Sequence Diagrams Through Use Case Scenarios
[NO] 1318/1918 | A Hybrid Algorithm for Loop Closure Detection in LiDAR SLAM Using Global Point Cloud Density and Local Triangular Features
[NO] 1319/1918 | Dispersion Suppression and Compensation Strategy of Terahertz Wave in Single and Multiple Layer Structures Based on U-Net with Residual Blocks
[NO] 1320/1918 | Adversial Prompt Injection in Large Language Models: Taxonomy, Exploits, and Mitigation Frameworks
[NO] 1321/1918 | Relationship Between Physiological Parameters Monitored by Wearable Devices and the Prevention of Occupational Accidents: A Systematic Review
[NO] 1322/1918 | Improving Operational Availability with a TPM-Integrated AI-Based Supply Management System in a Metalworking Company
[NO] 1323/1918 | Optimising Power Despatch: Security Constrained Economic Despatch Initiative in Gujarat
[NO] 1324/1918 | Hydrogen-Based Offshore Wind Farm Energy Storage: Simulation and Sensitivity Analysis
[YES] 1325/1918 | Trust, but Verify
[NO] 1326/1918 | AD-HKFCM: A Robust Nonlinear Spectral Variability-Aware Unmixing Via Intra/Inter-Class Affinity Cohesion
[NO] 1327/1918 | Microbubble Backscattering Intensity Improves the Sensitivity of Three-dimensional (3D) Functional Ultrasound Localization Microscopy (fULM)
[NO] 1328/1918 | Lightweight KAN Convolution Spectral-Spatial Network with Purification Window for Hyperspectral Anomaly Detection
[NO] 1329/1918 | Thirty Years of Multimedia Computing: From Academic Vision to Ubiquitous Intelligence
[NO] 1330/1918 | IEEE Transactions on Big Data
[NO] 1331/1918 | Strong Baselines for PlantCity: Multi-Crop Leaf-Disease Classification
[NO] 1332/1918 | Machine Learning based Predictive Analytics of Student Retention Using Transcript Data
[NO] 1333/1918 | Organizing Committees
[NO] 1334/1918 | Learning to Prompt with Refining Text Knowledge for Zero-shot Video Action Recognition
[NO] 1335/1918 | Reduction of current consumption in servomotors through the analysis of jerk profile of the motion dynamics
[NO] 1336/1918 | Multimodal Fusion for Physical Telerehabilitation using YoLov8 and Machine Learning Classifier
[NO] 1337/1918 | Sentiment Analysis of COVID-19 Posts on the X Platform Using Machine Learning
[NO] 1338/1918 | Predicting Stroke Risk: A Comparison of ML and DL Approaches
[NO] 1339/1918 | Prediction of Service Performance of Angular Contact Ball Bearings Using a Back Propagation Neural Network Model
[NO] 1340/1918 | On-Device Inference and Training Acceleration of Graph Neural Networks with Quantized Arithmetic
[NO] 1341/1918 | Visual Inspection of CNC Milling Tool Defects: A Study with Few-Shot Learning
[NO] 1342/1918 | An Asymmetric Dual Swin Transformer for High-Resolution Aerial Segmentation
[NO] 1343/1918 | A 1-Bit Reconfigurable Intelligent Surface: Design, Theory and Beam Steering in S and C Band
[NO] 1344/1918 | RVO-GAT-MARl for Scalable Multi-Agent Formation Navigation
[NO] 1345/1918 | Grid-Feeding to a Grid-Forming Converter with Photovoltaic Energy in an Islanded AC Microgrid
[NO] 1346/1918 | Statistical Analysis and Probability Distributions of Solar and Wind Resources for the La Rumorosa Region, Mexico
[NO] 1347/1918 | XAI-Enhanced Physics-Informed Neural Networks for State Estimation of Li-ion Batteries
[NO] 1348/1918 | Secure Steganography with Encryption for Uncompressed YUV Video Frames
[NO] 1349/1918 | Automated Analysis and Summarization System By using CNN for JWST Images
[NO] 1350/1918 | A Multi-Objective Genetic Algorithm for Large-Scale Integrated Berth Allocation and Quay Crane Assignment Problem With Maintenance Activities
[NO] 1351/1918 | Service Capacity Maximization in Multi-UAV MEC: Deployment, Offloading, and Resource Allocation
[NO] 1352/1918 | M-WAD: Self-Supervised Multimodal undergain Anomaly Detection for Wafer Probing
[NO] 1353/1918 | 2025 IEEE International Symposium on Radio-Frequency Integration Technology (RFIT)
[NO] 1354/1918 | High Speed Processing Using a Complex Photonic Perceptron Based on Tunable MZIs
[NO] 1355/1918 | A Persuasive Design Framework for Waste Management Application based on Maqasid al-Shari’ah: A Fuzzy Delphi Study
[NO] 1356/1918 | Ethical Intelligence by Design: Bias Mitigation through Nature-Inspired Machine Learning
[NO] 1357/1918 | Data Augmentation Pipeline for Text Recognition of Laser-Etched Serial Number Images
[NO] 1358/1918 | Agentic AI Framework for Adaptive Clinical Workflow Orchestration
[NO] 1359/1918 | Decentralized Smart EV Charging with Multi-Agent System Communication and Energy Coordination
[NO] 1360/1918 | Physics-Guided Indicators with PSO-Tuned Regression for EV Battery SOH Estimation
[NO] 1361/1918 | Radio- and Power-Over-Fiber Transmission Using a Hybrid Optical Cable for Scalable B5G Networks
[YES] 1362/1918 | Design and Implementation of 4-bit ALU Using 90nm CMOS Technology
[NO] 1363/1918 | AttNetVLAD and AttNetVLAD++: Capturing Frame Feature Correlations with Self-Attention for Event Spotting in Football Videos
[NO] 1364/1918 | Optimizing AES Encryption Algorithm on Resource-Constrained Devices in IoT Systems
[NO] 1365/1918 | ECC-EXONUM-eVOTING: Enhancing Secure E-Voting with AI-Based Fraud Detection and Offline Voting Support
[NO] 1366/1918 | RFIT 2025 Cover Page
[NO] 1367/1918 | Assessment of Unbalance in Tata Power Mumbai Network due to Single-Phase Railway Loads
[NO] 1368/1918 | Incorporating Uncertainty-Guided and Top-k Codebook Matching for Real-World Blind Image Super-Resolution
[NO] 1369/1918 | HaarReformer: Haar Wavelet-based Transformer for Low-Light Image Enhancement
[NO] 1370/1918 | CompoVis: Is Cross-modal Semantic Alignment of CLIP Optimal? A Visual Analysis Attempt_supp1-3660158.pdf
[NO] 1371/1918 | Toward Practical Onboard Impedance Spectroscopy: Multi-Frequency, Self-Powered Measurement of Lithium-Ion Cells
[NO] 1372/1918 | Safe Search and Rescue Operations Based on Autonomous Robots: A Systematic Review of the General System Architecture
[NO] 1373/1918 | SIM-assisted Secure Mobile Communications via Enhanced Proximal Policy Optimization Algorithm
[NO] 1374/1918 | Unknown Input Observer design for Detecting Stator Inter-Turn Short-Circuit Faults in DFIG-Based Wind Turbines
[NO] 1375/1918 | Copyright Page
[YES] 1376/1918 | Lightweight Statistical Model for Bash Command Recommendation
[NO] 1377/1918 | Comparative Study of Clustering Algorithms for Geospatial Legal Data Analysis
[NO] 1378/1918 | RCTNet: A Wavelet-Enhanced CNN-Transformer for sEMG Gesture Recognition
[NO] 1379/1918 | The New AI Asymmetry: How the Global South Is Rewriting the Rules of Technological Power
[NO] 1380/1918 | Power Control of a Capacitively-isolated Bidirectional DC-DC Converter with Auxiliary Converters
[NO] 1381/1918 | Feasibility of a Hybrid FMG-sEMG Sensor for Prosthetic Training in a Serious Game Environment
[NO] 1382/1918 | Radiation Performance of Circular Patch Antenna Modified by Double-Layered Firat Fractal
[NO] 1383/1918 | Analytical Determination of Phase Weights in a Time-Delayed Photonic Neural Network for Dispersion Compensation
[NO] 1384/1918 | Computationally Efficient Optimal Millimeter Wave Base Station Deployment
[NO] 1385/1918 | HIPCAM: Data Stream-Driven Group Key Management for In-Vehicle Network with Seamless Key Updates
[NO] 1386/1918 | Alerting Tsunamis: A Fuzzy Logic Model
[NO] 1387/1918 | Information Disclosure Risk of Thumbnail-Preserving Encryption
[NO] 1388/1918 | Task-Generalized Adaptive Cross-Domain Learning for Multimodal Image Fusion
[NO] 1389/1918 | Smart Irrigation System for Roses: Enhancing Sustainable Production in Greenhouses Through Industry 4.0 and Digital Technologies
[NO] 1390/1918 | Comparison of Mechanical Properties of a Cold Dense Mix with Recycled Asphalt Pavement (RAP) with Additions of Hydrated Lime and Portland Cement
[NO] 1391/1918 | Influence of Seismic Source Azimuth on the Dispersion Curve Using Optical Distributed Acoustic Sensing
[NO] 1392/1918 | A Mapping Study of Artificial Intelligence Application for Assisting Dyslexia Children in Education
[NO] 1393/1918 | Stability Enhancement of Hybrid Fuel Cell-Battery-Supercapacitor Systems Using a Hamiltonian Control Approach
[NO] 1394/1918 | Energy-Efficient Wireless Systems for Biomedical Applications
[NO] 1395/1918 | Digital Biomarkers for Depression Monitoring Using Multi-Sensing Wearable Wristband
[NO] 1396/1918 | Equilibrium Optimizer for Multi-Objective Reconfiguration of Distribution Networks Considering Hourly Demand Variations
[NO] 1397/1918 | EVIU-link: Composite Collaborative Perception Framework for Enhanced Indoor Localization
[NO] 1398/1918 | BDSA: Remote Sensing Image Dehazing via Fusing Brightness Decomposition and Saturation Adjustment
[NO] 1399/1918 | Development of a Novel 2-DoF Wearable Ankle Angle Sensor with an Adjustable Rotation Center
[NO] 1400/1918 | FRoCL: Robust Continual Defense against Deepfakes in Facial Identification Systems
[NO] 1401/1918 | AQUA-SENSE: Integrated Environmental and Acoustic Sensing for Underwater Vehicle Surveillance
[NO] 1402/1918 | GaN Power Devices for Electrified Transportation: Status, Challenges, and Perspectives
[NO] 1403/1918 | Effective Deterministic WiFi Handover Mechanism with Fuzzy-Inspired Stability Checks
[NO] 1404/1918 | Design and FPGA Implementation of an Optimized 4×4 Reversible Multiplier with Balanced Design Parameters
[NO] 1405/1918 | Robust High-Gain Control for Maximum Power Point Tracking of Variable-Speed Wind Turbines
[NO] 1406/1918 | A Taxonomy of CPU Scheduling Problems
[NO] 1407/1918 | A Quantum-inspired Hybrid Swarm Intelligence and Decision-Making for Multi-Criteria ADAS Calibration
[NO] 1408/1918 | Characterization of Power-Domain NOMA Versus MIMO in 6G OFDM Networks
[NO] 1409/1918 | Numerical Simulation of the Inverse Photoemission Based on Three-Step Model
[NO] 1410/1918 | LTQU-Net: Learnable TQWT-Enhanced Unrolling Net for Interpretable Cross-Domain Fault Diagnosis
[NO] 1411/1918 | A Smart Approach For Implementing Load Based Traffic Control System
[NO] 1412/1918 | Deep Learning For Dark Web Text Analysis: A Convolutional Approach To Content Categorization
[NO] 1413/1918 | Digital Consumer Behavior &amp; Social Media Usage: A Data-Driven Approach to Storytelling Campaign for Sokfarm
[NO] 1414/1918 | A Study on the Prototype of FoodSaver App: Enhancing Sustainable Food Practices
[NO] 1415/1918 | Solar-XR: Comparing the Usability of Touch and Raycast Gesture Input Techniques in an Educational XR Application
[NO] 1416/1918 | Customer Brand Preferences in the Age of AI: A Study of the Malaysian Banking Sector
[NO] 1417/1918 | The Behavioral Biases of Investors on Investment Decisions in Laguna: The Mediating Role of Risk Perception
[NO] 1418/1918 | Real-Time Identification of Jerk Peaks from Triaxial Acceleration Data in a Cartesian Robot
[NO] 1419/1918 | An Efficient FPGA Accelerator for Learning Image Compression
[NO] 1420/1918 | A Hybrid Machine Learning Approach to IT Salary Prediction: Insights from Academic, Demographic, and Socio-Economic Factors
[NO] 1421/1918 | Innovative Microgrid Planning for Grid Restoration and Support Using Distributed BESS Systems
[NO] 1422/1918 | High Precision and High Stability Satellite Platform for Atmospheric Infrared Laser Occultation Detection
[NO] 1423/1918 | Impact of DER and Mrteo Demand on Relastic Distribution Network
[NO] 1424/1918 | Real Time Prediction of Signal Strength for 4G and 5G Communication
[NO] 1425/1918 | Lightweight Hybrid Model Based on Compact Convolutional Transformers (CCTs) for Efficient Skin Lesions Classification
[NO] 1426/1918 | Study on MOSFET’s Operating Region for Fully-Integrated Sub-1-GHz LNA under Scaling
[NO] 1427/1918 | Reduced effective voltage control by shunt reactors in renewable rich grid – Experience of Western Region of India
[NO] 1428/1918 | Evaluating the Socioeconomic Impacts of the Construction of the Bogotá Metro: A Case Study Focused on the Marly Transmilenio Station Area
[NO] 1429/1918 | ICRCICN 2025 Cover Page
[NO] 1430/1918 | Fusion of Liquid Neural Networks and Multi-Head Attention for State of Health Estimation of Lithium-ion Battery Packs
[NO] 1431/1918 | Design and Implementation of Blockchain-Enabled P2P Energy Trading Testbed
[NO] 1432/1918 | Application of an Improved Bandwidth Model in the Design of a 3-Pole Feedback Amplifier
[NO] 1433/1918 | Author Index
[NO] 1434/1918 | Cooperative Prescribed Performance Control for the UAV-USV System With Considering the Dynamic Landing Manoeuvring
[NO] 1435/1918 | Uncertainty-guided Iterative Contrastive Fusion for Reliable Survival Prediction in Rectal Cancer
[NO] 1436/1918 | FedLoDrop: Federated LoRA with Dropout for Generalized LLM Fine-tuning
[NO] 1437/1918 | The Role of Strategic Entrepreneurship To Develop Sustainable Competitive Advantage (A case study on Umrah and Hajj Travel agencies)
[NO] 1438/1918 | JEDI-Linear: Fast and Efficient Graph Neural Networks for Jet Tagging on FPGAs
[NO] 1439/1918 | Evaluation of Tree-based Machine Learning Models for Chronic Kidney Disease: Interpretability with SHAP
[NO] 1440/1918 | 2025 IEEE 22nd International Conference on Sciences and Techniques of Automatic Control and Computer Engineering (STA)
[NO] 1441/1918 | A Compact K/Ka-Band Dual-CP Shared-Aperture Phased Array with Wide-Angle Scanning Capability
[NO] 1442/1918 | Sb-Doped Substrates for Low-Noise Silicon Photomultipliers
[NO] 1443/1918 | QUIDS: Quality-informed Incentive-driven Multi-agent Dispatching System for Mobile Crowdsensing
[NO] 1444/1918 | IEEE Dielectrics and Electrical Insulation Society Information
[NO] 1445/1918 | NutriRec: Multimodal Large Language Models Enhanced Personalized Dietary Recommendation
[NO] 1446/1918 | SLAPE: Secure Lightweight Authentication for Privacy Enhanced Federated Learning in Industrial Internet of Things
[NO] 1447/1918 | Statistical Moment or Cumulative Distribution? Evaluations and Improvements on Side-channel Analysis
[NO] 1448/1918 | UR-CP-ABE: CP-ABE with Flexible Construction Mechanism and Efficient User Revocation Capability for Access Control in the Cloud
[NO] 1449/1918 | Identifying Fault-related Deformation in Large InSAR Datasets Using Transfer Learning
[NO] 1450/1918 | Study on Ignition Performance of TaN/CuO Thin Films
[NO] 1451/1918 | Organizing Committee
[NO] 1452/1918 | Augmented Audio Video Encoding Compression for Secured Optimal Cloud Storage Mechanism
[NO] 1453/1918 | Feasibility of the Choosing by Advantages Tool in the Strategic Selection of the Structural Supervisor in Multi-Family Buildings to Ensure Quality Compliance
[NO] 1454/1918 | Occluded Face Recognition Through Enhanced Self-Attention and Cross-Attention Mechanisms
[NO] 1455/1918 | The Role of Islamic Mobile Apps in Enhancing Religious Practices among Gen Z in Jakarta
[NO] 1456/1918 | Extremely Low Power Consumption of Linear Power Amplifier for Base Station
[NO] 1457/1918 | Feasibility Analysis and Design of Off-shore Wind Energy Systems in the Gulf of Tehuantepec, México
[NO] 1458/1918 | Development of a Smart Hybrid Heating System with Intelligent Energy Management
                    <sup>*</sup>
[NO] 1459/1918 | Understanding Forward and Reverse Overcurrent Induced Electrical Parameter Degradations of Cascode GaN HEMTs
[NO] 1460/1918 | GaN HEMT Low Noise Amplifier with an 8-shaped Inductor for 5G Application
[NO] 1461/1918 | CLMPO-EC: A Lightweight Multi-UAV Multi-Area Coverage Path Planning Method Using Deep Reinforcement Learning
[NO] 1462/1918 | Attribute-Based Credentials with Verifiable Human Binding: towards Compactness and Revocability_supp1-3658312.pdf
[NO] 1463/1918 | Traceable and Revocable Attribute-Based Conjunctive Keyword Search
[NO] 1464/1918 | Privacy-Utility Trade-off in Federated LLM Fine-Tuning: A Dynamic Game Approach_supp1-3658317.pdf
[NO] 1465/1918 | Deep Learning-Enhanced Multiparametric MRI for Prostate Cancer: Reducing Overdiagnosis and Improving Risk Stratification
[NO] 1466/1918 | A Constant Switching Controller based DTC Scheme for Speed Control of Five-Phase Open End Winding Induction Motor
[NO] 1467/1918 | IEEE Transactions on Terahertz Science and Technology Information for Authors
[NO] 1468/1918 | Intelligent Hybrid MPPT Strategy for Photovoltaic Systems Using PSO-ROA: A Simulation- Comparative Study
[NO] 1469/1918 | A Simplified Reference Sensor-Embedded Low-Noise Fiber-Optic Hydrophone for Improving Deep Learning-Based Underwater Acoustic Perception
[NO] 1470/1918 | Modeling and Optimization of 5G NR - Cellular IoT Coexistence Through Dynamic Spectrum Sharing
[NO] 1471/1918 | Disentangled Multimodal Spatiotemporal Learning for Hybrid EEG-fNIRS Brain-Computer Interface
[NO] 1472/1918 | Smart Cardiac Output Prediction Using AI and IoT
[NO] 1473/1918 | A Deep Learning-Enabled BCI Framework for Autonomous Wheelchair Navigation in ROS2-Simulated Environments
[NO] 1474/1918 | Development of an Enhanced Control Approach for Compressed Air Supply System
[NO] 1475/1918 | Experimental Study of a Rotational Piezoelectric Energy Harvester Based Dual Frequency Up-Conversion Utilizing Stoppers and Magnets
[NO] 1476/1918 | A Data Construction and Fine-Tuning Framework for LLM-Based Vietnamese Mental Health Assessment
[NO] 1477/1918 | YOLO-trash: A Light-weight Detector for Waste Identification in Underwater Marine Images
[NO] 1478/1918 | Exploration on Mobility Extraction Anomalies in Pentacene Organic Transistors via Silvaco TCAD Based Simulation
[NO] 1479/1918 | UniVerseChat: An AI-Enabled Conversation Bridge for Inclusive Communication
[NO] 1480/1918 | An Inspection on Paraphrase in Healthcare Using Natural Language Processing Approaches
[NO] 1481/1918 | Generative Artificial Intelligence Enabled Smart Metering Framework For Predictive Energy Sharing
[NO] 1482/1918 | Development of an Integrated Tax Management System Through an Agile Framework to Optimize Ceta's Technological Infrastructure
[NO] 1483/1918 | Investigation of Higher Order Sectorization Techniques for Enhancing Spatial Reuse and Network Capacity in 6G mmWave Environments
[NO] 1484/1918 | Mitigating HTLC Griefing Attacks with Commitment Bonds: A Game-Theoretic and Empirical Analysis
[NO] 1485/1918 | Seasonal Dynamics and Long-Term Trends of Aerosol Optical Depth and Particulate Matter Using Multi-Source Analysis: A Case Study of Jaipur, Rajasthan
[NO] 1486/1918 | Bayesian Analysis of Tuberculosis Patients: Their Knowledge and Awareness
[NO] 1487/1918 | Practicing Advanced Technology Implementation For the Indian Transmission Grid
[NO] 1488/1918 | Dynamic Offloading Strategy in Vehicular Networks via Federated Continuous Reinforcement Learning
[NO] 1489/1918 | Empirical Evaluation of Evolutionary NAS with Training-Free Metrics for Discovering Robust Networks Under Adversarial Training
[NO] 1490/1918 | Over-the-Air Performance Evaluation of Real and Complex Neural Networks for Joint Channel Estimation and Equalization in QAM Systems
[NO] 1491/1918 | A Federated Learning-Based Intrusion Detection Framework for Blockchain-Enabled IoT Supply Chains
[NO] 1492/1918 | Ultra-Fast and Accurate Estimation of Large-Scale &amp; Multi-Level Mesh-Based On-chip Architectures using Machine Learning and Multiprocessing
[NO] 1493/1918 | Unified Model Framework for Electrified Propulsion Systems Based on Equivalent Circuit Models
[NO] 1494/1918 | Physics-based model for threshold voltage drift of Ovonic Threshold Switch (OTS)
[NO] 1495/1918 | A Fine-Tuned Resource-Limited Deep Learning Approach for Alzheimer’s Diagnosis
[NO] 1496/1918 | Functional Prototype for Temperature Control in the Coffee Drying Process
[NO] 1497/1918 | Modeling and Analysis of UAV Signal Propagation in Outdoor Environments Using Two-Ray Ground Reflection
[NO] 1498/1918 | Control-Oriented Modeling for Thermal Management of Fuel Cell Vehicles in High-Temperature Environments Based on Physics-Informed Neural Network
[NO] 1499/1918 | Unmanned Aerial Vehicle Security: A Critical Review of Threat Landscape and Protective Mechanisms
[NO] 1500/1918 | A Ka-Band VGA and Its Application to Four-Element Beamforming IC for LEO Satellite Communication
[NO] 1501/1918 | Beam Steering Characteristics of a 300 GHz Stretchable RIS with Dual-Polarization Capability
[NO] 1502/1918 | Physics-Informed Reinforcement Learning with Euler-Lagrange Constraints for Robotic Manipulation Optimization
[NO] 1503/1918 | System Identification of a Novel Amphibious Cycloidal Propeller Unmanned Underwater Vehicle
[NO] 1504/1918 | Design and Modeling of an Interleaved Boost Converter with Partial Power Processing
[NO] 1505/1918 | Electrolyte Level Sensor Based on Plastic Optical Fiber for Lead-Acid Batteries Applications
[NO] 1506/1918 | Claro Colombia Customer Experience Patterns: Sentiment Analysis
[NO] 1507/1918 | Ethical Use of the ESP8266 for Teaching Wireless Network Threats
[NO] 1508/1918 | Analysis of Multimodal LLMs in VQA in the Field of Radiology
[NO] 1509/1918 | A Dynamic GPF Scheduler for 5G Hetnets Aided by Neural Networks and Differential Evolution
[NO] 1510/1918 | Leakage Power and PDP Reduction in NAND Gates Using Modified Feedback Sleeper Stack (MFSS) Technique
[NO] 1511/1918 | Novel Graphical Method for Uncovering Multiple Harmonic Mitigation Solutions at Ultra-Low Switching in Multilevel Inverters
[NO] 1512/1918 | A Robot-Led Intervention for Emotion Regulation: from Expression to Reappraisal_supp3-3657604.pdf
[NO] 1513/1918 | TK-Patch: Universal Top-K Adversarial Patches for Cross-Model Person Evasion
[NO] 1514/1918 | Lipid profile, atherogenic index, and anthropometric-based models for detecting type 2 diabetes in Mexican adults: a non-glycemic diagnostic alternative
[NO] 1515/1918 | Improving Stability of GFL Inverter in Weak Grid using Paralleled GFM Inverter: Hardware Validation
[NO] 1516/1918 | Assessment of Traveling-Wave Fault Location in Non-Homogeneous Feeders Terminated in Multiple Cable-Fed Transformers
[NO] 1517/1918 | An Analytical Review of Image Segmentation Techniques &amp; Logo Detection
[NO] 1518/1918 | Optimization of User Distance in STAR-RIS-Assisted NOMA Random Networks Using Supervised Deep Learning Techniques
[NO] 1519/1918 | The Sustainability Card: Measuring Sustainability of Multimedia AI Models
[NO] 1520/1918 | Cost-Optimal Design of Hybrid Broadcast—Unicast Video Delivery Systems
[NO] 1521/1918 | Convex-Hull of Locational Marginal Carbon Emission for Carbon Management Considering Emissions during Non-Steady-State Operation Hours
[NO] 1522/1918 | Low Area Overhead Modified Reconfigurable Duplication for Multi-Die FPGA-based Space Applications
[NO] 1523/1918 | DEGA: Dynamic Entropy Guided Adaptation
[NO] 1524/1918 | Agent-Based Simulation of Tensile Testing of Metallic Materials: A Systematic Literature Review
[NO] 1525/1918 | Using Quantization Aware Training Technique to Enhance Performance of Deep Learning Model for ADAS System
[NO] 1526/1918 | Impact of Different Current Limiting Strategies on Stable Power Swing Trajectories in Grid-Forming Converter–Integrated Power System
[NO] 1527/1918 | Addressing Infeasibilities in SCED in India - Big M Penalty and System Marginal Price Distortion: A Practical Guide
[NO] 1528/1918 | Simulink-Based Modeling of Regenerative Braking with Energy Recovery Optimization for Electric Vehicles
[NO] 1529/1918 | Advancing Coral Reef Bathymetry: A GAN-Augmented and Stratified CNN analysis of fused ICESat-2 and Sentinel-2 dataset
[NO] 1530/1918 | Influence of Humidity Variation on Textile Substrates for Microstrip Antennas
[NO] 1531/1918 | Tensor-Based Ant Colony Optimization for Set Meal Design in Online-to-Offline Restaurants_supp1-3656946.pdf
[NO] 1532/1918 | An Optimized Machine Learning Approach to Robust and Scalable Face Recognition
[NO] 1533/1918 | Contrastive Learning Enhanced Transfer Framework for Fault Diagnosis of Aerospace Electromechanical Systems
[NO] 1534/1918 | How Data Quality Helps Marine Activities Using a Mobile App
[NO] 1535/1918 | Towards the Implementation of a Quantum Internet in Recife
[NO] 1536/1918 | Flexible and Multifunctional Graphene Based Ecoflex Sensor for Radial Artery Pulse Detection
[NO] 1537/1918 | GLOFNet- A Multimodal Dataset for GLOF Monitoring and Prediction
[NO] 1538/1918 | Hybrid Convolutional–Bidirectional LSTM Model for Intrusion Detection in Unmanned Aerial Vehicle Cyber-Physical Networks
[NO] 1539/1918 | Sign Language Interpreter using Machine Learning
[NO] 1540/1918 | Physics Informed Deep Learning for Error Compensation of Vibration Signals
[NO] 1541/1918 | A Further Study on Terminal Sliding Mode Control for Nonlinear Systems
[NO] 1542/1918 | A Novel Deep Learning Framework for Enhanced Multispectral Palm-Print Recognition
[NO] 1543/1918 | Design of Wideband Multilayered Dielectric Resonator Antenna
[NO] 1544/1918 | Quantifying Panchakarma Therapy Efficacy through Cross Recurrence Quantification Analysis of Cardiorespiratory Dynamics
[NO] 1545/1918 | TriNetDerm:An Ensemble Deep Learning Framework for Robust Skin Cancer Classification
[NO] 1546/1918 | Research on Spacecraft Temperature Measurement Deviation and its Suppression Methods
[NO] 1547/1918 | The Influence of Large Language Model-Based Decision-Making on Predator-Prey System Dynamics in Heterogeneous Niche Environment
[NO] 1548/1918 | DoraReviewer: Vietnamese Virtual Reviewer with GraphRAG and LLM
[NO] 1549/1918 | Hybrid Quantum–Classical Models for Forecasting and Anomaly Detection on Edge IoT Devices
[NO] 1550/1918 | Population Preservation in Autoencoder-Enhanced Optimization for Large-Scale Multi-Objective Problems
[NO] 1551/1918 | Detecting Mental Health Signals in Tweets: A Machine Learning and NLP Approach
[NO] 1552/1918 | Early Detection of Supraventricular Tachycardia Events Using Machine Learning and Wearable Biosignals
[NO] 1553/1918 | SWiM3 : Solid Waste Mapping Dataset
[NO] 1554/1918 | A Method of NEAR-FIELD SIMULATION and Analysis with FDTD Algorithm
[NO] 1555/1918 | Geometric Position Tracking Control of Bicopter UAV
[NO] 1556/1918 | Agentic AI Workflow for End-to-End Prompt-Based Contextual Virtual Staging
[NO] 1557/1918 | A Novel Deep Learning Method to Diagnose Tea Leaf Diseases
[NO] 1558/1918 | YAM: A Novel Binarization approach for Non-Uniformly Illuminated Document Images
[NO] 1559/1918 | Flatness-Based Predictive Control with EKF for UAV Target Tracking
[NO] 1560/1918 | Energy-Efficient Spike Encoding for Implementing Spiking Neural Networks on FPGA
[NO] 1561/1918 | On Secure UAV-aided ISAC System via Sensing
[NO] 1562/1918 | POKEx: Performance analysis of POKE-key exchange and SIDH-variants
[NO] 1563/1918 | Fault Isolation with HBG-CNN in a Direct Current Drive of a water solar pumping
[NO] 1564/1918 | Cramér-Rao Bound Optimization for Active RIS Aided Device-Based ISAC System
[NO] 1565/1918 | Going Cashless on Campus: A Study of E-Wallet Adoption Drivers Among Malaysian University Students
[NO] 1566/1918 | Tourism in the Digital Age: The Impact of E-sports Venue on the Local Economy of Imus, Cavite
[NO] 1567/1918 | Dynamic Population Distribution Aware Human Trajectory Generation with Diffusion Model
[YES] 1568/1918 | Design and Implementation of Low-Area FIR Filter Using Partial Product Based Methodology
[NO] 1569/1918 | Deep Email Analytics: A System for Uncovering Human Values in Unstructured Corporate Communication
[NO] 1570/1918 | CAT-Net: A Channel and Self-Attention TCN for Robust Frame-Level Overlapping Speech Detection
[NO] 1571/1918 | RFM: Refined Feature Modeling for Multimodal Recommendation
[NO] 1572/1918 | Transformer No-Load Losses Estimation Using Machine Learning from Measured Data
[NO] 1573/1918 | Evaluating and Mitigating Relationship Hallucinations in Large Vision-Language Models
[NO] 1574/1918 | Movable Signals with Dual-Polarized Fixed Intelligent Surfaces: Beyond Diagonal Reflection Matrices
[NO] 1575/1918 | Design and Implementation of a Microstrip Patch Antenna Array with Displaced Radiation Beam
